
[00:00:00.000 --> 00:00:06.640]  今年我們教會的講題主題是「回應世界的轉變」
[00:02:45.800 --> 00:02:49.400]  或者性關係這麼開放的一個世代
[00:02:49.400 --> 00:02:53.600]  剛才我們讀的那段經文是來自哥倫多前書
[00:02:53.600 --> 00:02:57.600]  這封書信是保羅寫給哥倫多城的信徒
[00:02:57.600 --> 00:03:00.600]  哥倫多這個城市是一個怎樣的城市呢
[00:03:00.600 --> 00:03:02.800]  是非常繁榮的
[00:03:02.800 --> 00:03:06.800]  來自各方的人都混雜在當中
[00:03:06.800 --> 00:03:12.000]  這個城市亦是深受希臘文化所影響的
[00:03:12.000 --> 00:03:13.800]  在哥倫多教會裏面的人
[00:03:13.800 --> 00:03:17.000]  大多數都不是猶太人
[00:03:17.000 --> 00:03:18.800]  他們是外邦人
[00:03:18.800 --> 00:03:21.800]  他們原本都是拜偶像的
[00:03:21.800 --> 00:03:24.400]  所以他們不單止受希臘思想所影響
[00:03:24.400 --> 00:03:26.600]  他們亦都存留著不少
[00:03:26.600 --> 00:03:30.400]  跟拜偶像有關的觀念和習慣
[00:03:30.400 --> 00:03:34.800]  所以這間教會是一間問題多多的教會
[00:03:34.800 --> 00:03:36.600]  所以保羅寫這封書信
[00:03:36.600 --> 00:03:40.800]  就是要處理教會裏面好幾個比較棘手的問題
[00:03:40.800 --> 00:03:45.000]  其中一個就是關於性行為方面
[00:03:45.000 --> 00:03:47.000]  這個就是哥倫多
[00:03:47.000 --> 00:03:48.600]  我剛才忘記了給大家看
[00:03:48.600 --> 00:03:51.000]  哥倫多是在希臘半島
[00:03:51.000 --> 00:03:53.200]  這裏是耶路撒冷
[00:03:53.200 --> 00:03:54.400]  這裏是地中海
[00:03:54.400 --> 00:03:56.800]  哥倫多
[00:03:56.800 --> 00:04:00.600]  在剛才讀的經文裏面
[00:04:00.600 --> 00:04:06.200]  提到不義的人是不能承受神的國
[00:04:06.200 --> 00:04:10.600]  不義的人不一定只是指未信的人
[00:04:10.600 --> 00:04:13.200]  亦都可以指信了耶穌的人
[00:04:13.200 --> 00:04:21.200]  但是他們仍然執意要做好似未信主一樣
[00:04:21.200 --> 00:04:23.800]  去過犯罪的生活
[00:04:23.800 --> 00:04:26.200]  他們是不能夠承受神的國
[00:04:26.200 --> 00:04:30.200]  意思是他們不能夠成為神國的子民
[00:04:30.200 --> 00:04:36.600]  去承受神子民所應該有的權利、權柄和獎賞
[00:04:36.600 --> 00:04:40.400]  在這裏保羅列出了十宗的罪
[00:04:40.400 --> 00:04:43.800]  而十宗的罪裏面有四宗
[00:04:43.800 --> 00:04:48.200]  都是與性方面有關的
[00:04:48.200 --> 00:04:51.400]  我們逐一來看看是什麼意思
[00:04:51.400 --> 00:05:01.400]  淫亂其實是指販子一切不道德的性行為
[00:05:01.400 --> 00:05:07.800]  姦淫是指婚姻以外的性關係
[00:05:07.800 --> 00:05:15.800]  包括了剛才所說的同居、使婚、婚前性行為、婚外情、召妓等等
[00:05:15.800 --> 00:05:18.800]  戀童又是什麼呢
[00:05:18.800 --> 00:05:21.800]  戀童是一些比較年輕的男性
[00:05:21.800 --> 00:05:26.200]  他們很可能從小受訓作為男妓
[00:05:26.200 --> 00:05:30.800]  他們會打扮成女性
[00:05:30.800 --> 00:05:34.200]  向同性提供性服務
[00:05:34.200 --> 00:05:38.800]  這個在當時羅馬社會裏面是很流行的
[00:05:38.800 --> 00:05:45.200]  親男式是指男性與男性發生性行為
[00:05:45.200 --> 00:05:49.400]  這兩項好像都是針對的對象是男性
[00:05:49.400 --> 00:05:51.000]  但其實不是的
[00:05:51.000 --> 00:05:54.800]  因為當時來說是以男性為中心的社會
[00:05:54.800 --> 00:05:57.600]  所以保羅很多時候在寫信裏面說
[00:05:57.600 --> 00:06:01.200]  弟兄們其實裏面都包括了女性
[00:06:01.200 --> 00:06:03.000]  都包括了姐妹
[00:06:03.000 --> 00:06:07.000]  所以這裏不僅是男性的性行為
[00:06:07.000 --> 00:06:13.400]  是神所不喜悅女性的同性戀行為都是的
[00:06:13.400 --> 00:06:17.400]  現在我們又來看看第五章
[00:06:17.400 --> 00:06:22.000]  保羅在第五章指責哥林多人
[00:06:22.000 --> 00:06:26.200]  他們當中是容忍信徒有淫亂的行為
[00:06:26.200 --> 00:06:27.600]  甚至是亂倫
[00:06:27.600 --> 00:06:32.600]  因為那裏有信徒與繼母發生性行為
[00:06:32.600 --> 00:06:35.600]  甚至可能娶了繼母為妻
[00:06:35.600 --> 00:06:37.800]  但是教會雖然知道
[00:06:37.800 --> 00:06:39.400]  但是竟然沒有處理
[00:06:39.400 --> 00:06:43.200]  所以保羅就要在信裏面作出教導
[00:06:43.200 --> 00:06:44.800]  在這裏我很快讀一次
[00:06:44.800 --> 00:06:46.800]  我先前寫信給你們說
[00:06:46.800 --> 00:06:49.400]  不可以與淫亂的人相交
[00:06:49.400 --> 00:06:53.600]  此話不是指這世上一概行淫亂的
[00:06:53.600 --> 00:06:56.600]  或貪婪的、勒索的、或敗偶像的
[00:06:56.600 --> 00:07:00.400]  若是這樣,你們除非離開世界方可
[00:07:00.400 --> 00:07:02.800]  但如今我寫信給你們說
[00:07:02.800 --> 00:07:06.200]  若有稱為弟兄是行淫亂的
[00:07:06.200 --> 00:07:10.200]  或貪婪的、敗偶像的、辱罵的、醉酒的、勒索的
[00:07:10.200 --> 00:07:13.200]  這樣的人不可與他相交
[00:07:13.200 --> 00:07:15.600]  就是與他吃飯都不可
[00:07:15.600 --> 00:07:18.200]  因為審判教外的人與我何干
[00:07:18.200 --> 00:07:21.000]  教內的人豈不是你們審判的嗎
[00:07:21.000 --> 00:07:23.400]  至於外人有神審判他們
[00:07:23.400 --> 00:07:27.600]  你們應當把那惡人從你們中間趕出去
[00:07:27.600 --> 00:07:32.200]  這是一段相當嚴厲的信息
[00:07:32.200 --> 00:07:38.000]  保羅叫信徒不可與淫亂的人相交
[00:07:38.000 --> 00:07:43.000]  這些淫亂的人並非指教會以外的人
[00:07:43.000 --> 00:07:44.400]  保羅說你不可能
[00:07:44.400 --> 00:07:47.400]  因為這個世界的價值觀根本與我們不同
[00:07:47.400 --> 00:07:49.400]  很多人都會有這樣的情況
[00:07:49.400 --> 00:07:52.000]  除非你去深山居住
[00:07:52.000 --> 00:07:54.000]  否則你不可能在這個世上
[00:07:54.000 --> 00:07:57.000]  與淫亂的人交往
[00:07:57.000 --> 00:08:01.400]  所以保羅針對在教會以內
[00:08:01.400 --> 00:08:03.200]  他有基督徒的身份
[00:08:03.200 --> 00:08:04.800]  掛著基督徒的名字
[00:08:04.800 --> 00:08:09.400]  但他堅持繼續犯這些嚴重的罪
[00:08:09.400 --> 00:08:14.000]  保羅說你們要把他趕出教會
[00:08:14.000 --> 00:08:19.400]  這其實是執行教會的紀律
[00:08:19.400 --> 00:08:23.800]  根據第五章保羅的教導
[00:08:23.800 --> 00:08:29.000]  教會執行紀律主要有三個目的
[00:08:29.000 --> 00:08:32.200]  第一個目的就是保守信徒群體的聖潔
[00:08:32.200 --> 00:08:33.800]  免失見證
[00:08:33.800 --> 00:08:35.000]  就算是未信的人
[00:08:35.000 --> 00:08:38.400]  他們都會對基督徒有一個期望
[00:08:38.400 --> 00:08:39.800]  倘若他們看到
[00:08:39.800 --> 00:08:43.200]  基督徒都犯這些嚴重的罪的時候
[00:08:43.200 --> 00:08:45.200]  就會失去見證
[00:08:45.200 --> 00:08:48.200]  第二就是要讓其他信徒明白
[00:08:48.200 --> 00:08:49.400]  這是得罪神的
[00:08:49.400 --> 00:08:51.600]  讓他們不要有樣學樣
[00:08:51.600 --> 00:08:56.400]  讓他們根風亂來
[00:08:56.400 --> 00:08:59.000]  第三這其實是最重要的
[00:08:59.000 --> 00:09:01.800]  教會執行紀律最重要的目的
[00:09:01.800 --> 00:09:04.000]  就是要挽回當事人
[00:09:04.000 --> 00:09:07.200]  使其知罪悔改
[00:09:07.200 --> 00:09:09.200]  為甚麼會這樣呢
[00:09:09.200 --> 00:09:15.400]  其實在馬太夫音有很清楚的十八章的步驟
[00:09:15.400 --> 00:09:16.800]  說到一步一步
[00:09:16.800 --> 00:09:19.800]  不是一開始就把他們趕出教會
[00:09:19.800 --> 00:09:20.800]  有幾個步驟
[00:09:20.800 --> 00:09:24.400]  如果大家可以回家看看
[00:09:24.400 --> 00:09:28.200]  為甚麼會說執行紀律是為了挽回信徒呢
[00:09:28.200 --> 00:09:30.200]  特別是你去到最極端的時候
[00:09:30.200 --> 00:09:31.200]  真的要趕出教會
[00:09:31.200 --> 00:09:35.000]  就是要讓他們知道自己犯罪的嚴重性
[00:09:35.000 --> 00:09:38.600]  原來自己所做的事是神喜悅的
[00:09:38.600 --> 00:09:40.800]  那些弟兄姊妹都離棄我
[00:09:40.800 --> 00:09:42.600]  他才落在這樣的境況
[00:09:42.600 --> 00:09:45.200]  他知道自己問題的嚴重性
[00:09:45.200 --> 00:09:47.400]  才有機會去悔改
[00:09:47.400 --> 00:09:50.800]  否則大家還委屈委屈
[00:09:50.800 --> 00:09:52.400]  他就不知道自己錯了
[00:09:52.400 --> 00:09:56.200]  所以其實執行教會紀律最終的目的
[00:09:56.200 --> 00:09:59.200]  最重要的目的也是挽回當事人
[00:09:59.200 --> 00:10:01.400]  我曾經認識一對夫婦
[00:10:01.400 --> 00:10:03.400]  這對夫婦的婚姻
[00:10:03.400 --> 00:10:07.000]  其實一結婚開始就出現問題了
[00:10:07.000 --> 00:10:08.600]  在他們度蜜月的時候
[00:10:08.600 --> 00:10:16.000]  這個丈夫就帶了一個女人去酒店開房
[00:10:16.000 --> 00:10:19.800]  不僅如此,大家知道他開房在哪裡嗎?
[00:10:19.800 --> 00:10:23.600]  是自己和太太度蜜月的房間
[00:10:23.600 --> 00:10:26.000]  當時太太在場
[00:10:26.000 --> 00:10:29.200]  當然嚇傻了,像你們現在這樣
[00:10:29.200 --> 00:10:31.400]  竟然這個丈夫對太太說
[00:10:31.400 --> 00:10:33.200]  「你出去逛逛吧」
[00:10:33.200 --> 00:10:34.400]  「逛完回來」
[00:10:34.400 --> 00:10:37.200]  「逛完再回來」
[00:10:37.200 --> 00:10:41.600]  其實這只是這段婚姻的惡夢的開始
[00:10:41.600 --> 00:10:44.600]  在之後的婚姻生活裏面
[00:10:44.600 --> 00:10:47.200]  太太受了很多的痛苦
[00:10:47.200 --> 00:10:51.000]  直到後來她們先後相信耶穌
[00:10:51.000 --> 00:10:53.000]  才有改變
[00:10:53.000 --> 00:10:57.800]  可以慢慢重新建立婚姻的生活
[00:10:57.800 --> 00:11:00.000]  正常的婚姻生活
[00:11:00.000 --> 00:11:03.400]  丈夫後來就說見證
[00:11:03.400 --> 00:11:08.400]  他說他的父親也有幾個妻子
[00:11:08.400 --> 00:11:14.000]  所以他從來都不覺得花天酒地有什麼問題
[00:11:14.000 --> 00:11:16.600]  而且從來都沒有人教過他
[00:11:16.600 --> 00:11:20.600]  怎樣去做一個好的丈夫
[00:11:20.600 --> 00:11:23.400]  這件事就提醒我們
[00:11:23.400 --> 00:11:26.400]  預防是勝於治療的
[00:11:26.400 --> 00:11:28.000]  很多事情不是
[00:11:28.000 --> 00:11:30.200]  像我們所想的,人人都知道的
[00:11:30.200 --> 00:11:32.800]  不用說了
[00:11:32.800 --> 00:11:35.800]  在這個被罪惡污染的世界裏面
[00:11:35.800 --> 00:11:38.800]  其實很多的價值觀念都被扭曲了
[00:11:38.800 --> 00:11:43.000]  所以我們要有清楚的聖經教導
[00:11:43.000 --> 00:11:46.200]  統約萬一真的出了事
[00:11:46.200 --> 00:11:49.800]  教會也要按聖經的教導來執行紀律
[00:11:49.800 --> 00:11:53.000]  目的不是要將人踢出教會
[00:11:53.000 --> 00:11:54.800]  摒棄這些人
[00:11:54.800 --> 00:11:57.400]  而是按著適當的步驟
[00:11:57.400 --> 00:12:00.600]  將人來挽回
[00:12:00.600 --> 00:12:03.200]  現在我又說回第六章
[00:12:03.200 --> 00:12:08.000]  說回今天的經文,第六章
[00:12:08.000 --> 00:12:11.800]  這裏出現了一個字,就是「不要自欺」
[00:12:11.800 --> 00:12:13.800]  「不要自欺」的意思是
[00:12:13.800 --> 00:12:15.800]  你們不要自己欺騙自己
[00:12:15.800 --> 00:12:19.800]  或者不要被人誤導
[00:12:19.800 --> 00:12:22.000]  不要被人誤導
[00:12:22.000 --> 00:12:26.200]  以為犯這些罪是沒有問題的
[00:12:26.200 --> 00:12:29.800]  保羅這樣說其實是有背景的
[00:12:29.800 --> 00:12:32.800]  我們剛才說哥倫多這個城市
[00:12:32.800 --> 00:12:36.200]  是很受希臘思想所影響的
[00:12:36.200 --> 00:12:40.000]  他們很看重智慧、靈性
[00:12:40.000 --> 00:12:43.600]  他們相信信徒將來的復活
[00:12:43.600 --> 00:12:47.000]  只是靈性上的復活,靈魂復活
[00:12:47.000 --> 00:12:53.400]  跟肉體無關,肉體會消滅
[00:12:53.400 --> 00:12:59.000]  所以他們很輕視物質的身體
[00:12:59.000 --> 00:13:03.400]  這種情況導致兩種極端的思想
[00:13:03.400 --> 00:13:09.000]  第一種是「縱慾主義」,即是放縱情慾
[00:13:09.000 --> 00:13:15.400]  另一個極端是「禁慾主義」,即是攻剋己薪
[00:13:15.400 --> 00:13:23.200]  我們現在看看第十三節
[00:13:23.200 --> 00:13:29.000]  保羅說「食物是為土福,土福是為食物」
[00:13:29.000 --> 00:13:34.200]  一般相信這句說話是哥倫多人流行說的
[00:13:34.200 --> 00:13:36.600]  保羅是引述他們說的話
[00:13:36.600 --> 00:13:43.600]  意思是「我們要食就食,盡情享受」
[00:13:43.600 --> 00:13:48.600]  「我們都是為了食物,土福也是為了食物」
[00:13:48.600 --> 00:13:53.400]  「食物也是為了滿足我們的土福之慾,盡情食」
[00:13:53.400 --> 00:13:56.400]  這是哥倫多人有的思想
[00:13:56.400 --> 00:13:59.800]  這種是「縱慾」還是「禁慾」?
[00:13:59.800 --> 00:14:02.600]  「縱慾」,即是放縱情慾
[00:14:02.600 --> 00:14:06.600]  保羅引述這句說話是指出
[00:14:06.600 --> 00:14:10.200]  「你們以為食物是為了土福」
[00:14:10.200 --> 00:14:13.200]  「以為身體也是為了淫亂」
[00:14:13.200 --> 00:14:18.400]  「但其實你是大錯特錯,兩者是完全不同的」
[00:14:18.400 --> 00:14:24.000]  他在這裡說「我們的身體不是為了淫亂」
[00:14:24.000 --> 00:14:28.800]  「是為主而活的,是屬於主基督的」
[00:14:28.800 --> 00:14:33.600]  「既然我們和基督已經是連結成為一體」
[00:14:33.600 --> 00:14:39.200]  「我們就不可以同時和娼妓又聯合」
[00:14:39.200 --> 00:14:45.600]  「基督的聖潔和娼妓的不潔是不能同時並存的」
[00:14:45.600 --> 00:14:52.200]  接著在18至20節
[00:14:52.200 --> 00:14:59.200]  提到「逃避淫幸」,原文是命令式的
[00:14:59.200 --> 00:15:04.400]  類似的說法在第五和第六章已重複了幾次
[00:15:04.400 --> 00:15:10.400]  由此可見,這是保羅在段落中的核心訊息
[00:15:10.400 --> 00:15:14.600]  保羅指出要「逃避淫幸」
[00:15:14.600 --> 00:15:17.400]  其中一個理由是
[00:15:17.400 --> 00:15:24.200]  「這種淫幸是對人造成最深層次的傷害」
[00:15:24.200 --> 00:15:26.400]  「這種罪不單是表面罪」
[00:15:26.400 --> 00:15:32.000]  「而是最深層次,由外而內影響我們整個人」
[00:15:32.000 --> 00:15:33.600]  「更何況我們這個人」
[00:15:33.600 --> 00:15:38.000]  「這個身體本來就是基督所買屬的」
[00:15:38.000 --> 00:15:41.000]  「這個身體本來就是聖靈的殿」
[00:15:41.000 --> 00:15:45.000]  「所以保羅在這裡一而再地嚴厲地教導」
[00:15:45.000 --> 00:15:49.400]  「信徒要逃避淫幸」
[00:15:49.400 --> 00:15:54.200]  以上就是保羅在這裡關於性罪行的教導
[00:15:54.200 --> 00:16:00.000]  核心的訊息就是要逃避這些淫幸、罪惡
[00:16:00.000 --> 00:16:03.200]  我們在這麼開放的社會裏面
[00:16:03.200 --> 00:16:06.000]  充滿試探引誘的世代
[00:16:06.000 --> 00:16:08.200]  我們除了逃避之外
[00:16:08.200 --> 00:16:11.600]  我們還可以怎樣面對呢?
[00:16:11.600 --> 00:16:14.600]  在第十二節我們一起來讀
[00:16:14.600 --> 00:16:19.200]  「凡事我都可行,但不都有益處」
[00:16:19.200 --> 00:16:23.400]  「凡事我都可行,但無論那一件」
[00:16:23.400 --> 00:16:26.000]  「我總不受他的剋制」
[00:16:26.000 --> 00:16:29.200]  「凡事我都可行」就是我今天的主題
[00:16:29.200 --> 00:16:31.400]  是問號來的
[00:16:31.400 --> 00:16:33.000]  是否「凡事我都可行」呢?
[00:16:33.000 --> 00:16:34.600]  其實是的
[00:16:34.600 --> 00:16:38.000]  因為正如《迦太書》所說
[00:16:38.000 --> 00:16:39.600]  我們信了主的
[00:16:39.600 --> 00:16:41.600]  在主的裏面是自由的
[00:16:41.600 --> 00:16:43.800]  我們得釋放的
[00:16:43.800 --> 00:16:47.600]  原因就是基督的死已經釋放了我們
[00:16:47.600 --> 00:16:49.200]  我們從罪惡那裏釋放出來
[00:16:49.200 --> 00:16:53.200]  所以我們不再受律法的捆綁
[00:16:53.200 --> 00:16:56.400]  我們之所以行好事
[00:16:56.400 --> 00:16:58.400]  是因為我們要效法基督
[00:16:58.400 --> 00:17:00.600]  我們要回報上帝的愛
[00:17:00.600 --> 00:17:02.600]  所以我們是由裏面
[00:17:02.600 --> 00:17:07.600]  發自內心的來做好人好事的
[00:17:07.600 --> 00:17:14.200]  所以「凡事都可行」
[00:17:14.200 --> 00:17:16.200]  在一個大的框架裏面
[00:17:16.200 --> 00:17:20.200]  這個框架就是要在主裏面
[00:17:20.200 --> 00:17:22.200]  「凡事都可行」
[00:17:22.200 --> 00:17:25.600]  因為我們做的事都是要討神的喜悅
[00:17:25.600 --> 00:17:29.000]  在「凡事都可行」這個大方向裏面
[00:17:29.000 --> 00:17:31.200]  其實也有兩個原則
[00:17:31.200 --> 00:17:34.600]  一個原則就是「但不都有益處」
[00:17:34.600 --> 00:17:37.800]  就是我們所做的事要有益處
[00:17:37.800 --> 00:17:41.000]  而這個益處不單止是對自己有益
[00:17:41.000 --> 00:17:42.600]  也要對人有益
[00:17:42.600 --> 00:17:45.000]  對社會有益
[00:17:45.000 --> 00:17:47.000]  第二個原則就是
[00:17:47.000 --> 00:17:49.600]  「總不受他的合制」
[00:17:49.600 --> 00:17:51.400]  就是不要被他捆綁
[00:17:51.400 --> 00:17:53.000]  不做是不行的
[00:17:53.000 --> 00:17:55.800]  例如喝咖啡
[00:17:55.800 --> 00:17:57.200]  不喝是不行的
[00:17:57.200 --> 00:17:58.200]  喝開了之後
[00:17:58.200 --> 00:18:01.200]  有哪些人會有咖啡喝的
[00:18:01.200 --> 00:18:03.400]  再惡劣一點
[00:18:03.400 --> 00:18:04.800]  吸毒
[00:18:04.800 --> 00:18:06.600]  不吸是不行的
[00:18:06.600 --> 00:18:09.600]  吸煙也是不行的
[00:18:09.600 --> 00:18:11.200]  還有上網也是這樣
[00:18:11.200 --> 00:18:14.400]  現在看手機
[00:18:14.400 --> 00:18:16.000]  看色情影片
[00:18:16.000 --> 00:18:17.800]  這些都是上癮的
[00:18:17.800 --> 00:18:21.200]  近日有一位老師被揭發
[00:18:21.200 --> 00:18:24.600]  上課的時候也看色情影片
[00:18:24.600 --> 00:18:26.400]  因為他不看是不行的
[00:18:26.400 --> 00:18:27.800]  上課也不能夠自制
[00:18:27.800 --> 00:18:29.400]  也要做的
[00:18:29.400 --> 00:18:31.400]  還有我們不要以為
[00:18:31.400 --> 00:18:33.400]  手機是沒有問題的
[00:18:33.400 --> 00:18:35.000]  不單止會上癮
[00:18:35.000 --> 00:18:36.800]  還會傷身
[00:18:36.800 --> 00:18:38.400]  手機頸
[00:18:38.400 --> 00:18:40.800]  我們經常低頭搓手機
[00:18:40.800 --> 00:18:43.800]  會很傷頸
[00:18:43.800 --> 00:18:47.600]  不單止傷心也會傷身
[00:18:47.600 --> 00:18:50.400]  還有就是有些東西是比較忠誠的
[00:18:50.400 --> 00:18:54.800]  很難一下子判斷是好是壞的
[00:18:54.800 --> 00:18:57.000]  例如金錢
[00:18:57.000 --> 00:18:59.000]  沒有錢是萬萬不能的
[00:18:59.000 --> 00:19:01.000]  金錢也不是罪惡
[00:19:01.000 --> 00:19:02.400]  有錢人也不是犯罪
[00:19:02.400 --> 00:19:04.200]  李嘉誠不是做壞事
[00:19:04.200 --> 00:19:06.200]  他有錢也不是犯罪
[00:19:06.200 --> 00:19:10.400]  不過如果我們每樣東西都向錢看
[00:19:10.400 --> 00:19:13.600]  我們就會成為金錢的奴隸
[00:19:13.600 --> 00:19:16.400]  我們為人民服務是好事
[00:19:16.400 --> 00:19:19.000]  但如果為人民幣服務
[00:19:19.000 --> 00:19:22.000]  那就不好了
[00:19:22.000 --> 00:19:24.800]  還有就是環保、人權
[00:19:24.800 --> 00:19:27.400]  這些都是很好的理想
[00:19:27.400 --> 00:19:31.000]  但如果我們極端地推崇
[00:19:31.000 --> 00:19:32.400]  無限地推崇
[00:19:32.400 --> 00:19:35.000]  無限地上綱的時候
[00:19:35.000 --> 00:19:38.600]  這些思想也會成為我們的偶像
[00:19:38.600 --> 00:19:39.800]  我們會被它合制
[00:19:39.800 --> 00:19:42.000]  例如人權
[00:19:42.000 --> 00:19:43.800]  我早陣子去茶餐廳
[00:19:43.800 --> 00:19:45.600]  聽到一個小朋友說
[00:19:45.600 --> 00:19:47.600]  沒有人權的
[00:19:47.600 --> 00:19:50.000]  原來他媽媽不讓他喝汽水
[00:19:50.000 --> 00:19:52.000]  喝汽水原來也是人權
[00:19:52.000 --> 00:19:53.200]  那真的很糟糕
[00:19:53.200 --> 00:19:56.200]  人權其實就是人生而為人
[00:19:56.200 --> 00:19:59.400]  所應該有的基本權利和尊嚴
[00:19:59.400 --> 00:20:00.800]  在文明社會裏
[00:20:00.800 --> 00:20:02.600]  其實我們是不容許
[00:20:02.600 --> 00:20:04.800]  侵犯人權的事發生的
[00:20:04.800 --> 00:20:07.000]  不過人權也不是一張
[00:20:07.000 --> 00:20:09.000]  可以任意加添的清單
[00:20:09.000 --> 00:20:10.600]  你什麼都加進去
[00:20:10.600 --> 00:20:12.800]  例如
[00:20:12.800 --> 00:20:13.800]  美國
[00:20:13.800 --> 00:20:16.800]  有人說擁有槍械也是人權
[00:20:16.800 --> 00:20:19.600]  那這個是不是呢
[00:20:19.600 --> 00:20:22.400]  還有就是同性婚姻
[00:20:22.400 --> 00:20:25.400]  也是一個基本人權
[00:20:25.400 --> 00:20:28.400]  那我們認不認同呢
[00:20:28.400 --> 00:20:30.800]  其實這些都是有問題的
[00:20:30.800 --> 00:20:33.200]  人權是不是可以什麼都
[00:20:33.200 --> 00:20:35.600]  納入人權裏面呢
[00:20:35.600 --> 00:20:40.600]  以上就是我們做決擇的時候
[00:20:40.600 --> 00:20:41.400]  做倫理決擇
[00:20:41.400 --> 00:20:44.000]  其實不單止是關於男女關係的問題
[00:20:44.000 --> 00:20:46.200]  任何道德的決擇
[00:20:46.200 --> 00:20:49.400]  其實都可以按照這個原則
[00:20:49.400 --> 00:20:50.800]  就是我們什麼都可行
[00:20:50.800 --> 00:20:53.400]  但是要在基督裏面
[00:20:53.400 --> 00:20:57.000]  並且是要對人對己都有益
[00:20:57.000 --> 00:20:59.400]  以及不可以受他的合制
[00:20:59.400 --> 00:21:03.200]  這些就是我們作決擇的時候
[00:21:03.200 --> 00:21:04.200]  用得著的
[00:21:04.200 --> 00:21:06.000]  我們參照的原則
[00:21:06.000 --> 00:21:07.600]  除此之外其實
[00:21:07.600 --> 00:21:11.000]  還有一些保本的方法
[00:21:11.000 --> 00:21:12.800]  什麼是保本的方法呢
[00:21:12.800 --> 00:21:15.800]  我們看看哥倫多前書第七章
[00:21:15.800 --> 00:21:18.000]  「論到你們信上所提的事」
[00:21:18.000 --> 00:21:20.000]  「我算男不近女倒好」
[00:21:20.000 --> 00:21:22.400]  「但要免淫亂的事」
[00:21:22.400 --> 00:21:24.600]  「男子當各有自己的妻子」
[00:21:24.600 --> 00:21:27.400]  「女子也當各有自己的丈夫」
[00:21:27.400 --> 00:21:30.800]  「丈夫當用合宜之訓待妻子」
[00:21:30.800 --> 00:21:33.600]  「妻子待丈夫也要如此」
[00:21:33.600 --> 00:21:36.600]  「妻子沒有權並主張自己的身子」
[00:21:36.600 --> 00:21:38.000]  「乃在丈夫」
[00:21:38.000 --> 00:21:41.800]  「丈夫也沒有權並主張自己的身子」
[00:21:41.800 --> 00:21:43.400]  「乃在妻子」
[00:21:43.400 --> 00:21:46.400]  「夫妻不可彼此規附」
[00:21:46.400 --> 00:21:50.400]  「除非兩相情緣暫時分房」
