
[00:00:00.000 --> 00:00:02.000]  一開始的時間我想問一下大家
[00:03:50.000 --> 00:03:52.000]  很想跟大家分享幾個重點
[00:03:52.000 --> 00:03:54.000]  第一個
[00:03:54.000 --> 00:03:56.000]  見證的來源
[00:03:56.000 --> 00:03:58.000]  第二個是見證的內容
[00:03:58.000 --> 00:04:00.000]  第三個是見證的目的
[00:04:00.000 --> 00:04:02.000]  但這些之外我們更重要的是知道
[00:04:02.000 --> 00:04:04.000]  怎樣將我們聽見證
[00:04:04.000 --> 00:04:06.000]  變為我們活出見證
[00:04:06.000 --> 00:04:08.000]  活出見證
[00:04:08.000 --> 00:04:10.000]  就是說怎樣將我們的感動化
[00:04:10.000 --> 00:04:12.000]  為行動
[00:04:12.000 --> 00:04:14.000]  我們的目的是要榮耀神
[00:04:14.000 --> 00:04:16.000]  經文一開始就說到
[00:04:16.000 --> 00:04:18.000]  約翰
[00:04:18.000 --> 00:04:20.000]  約翰得到一根韋子
[00:04:20.000 --> 00:04:22.000]  神給他一個證物
[00:04:22.000 --> 00:04:24.000]  這個要做什麼呢
[00:04:24.000 --> 00:04:26.000]  是要成為一個量度的工具
[00:04:26.000 --> 00:04:28.000]  成為一個象
[00:04:28.000 --> 00:04:30.000]  他不是普通的測量工具
[00:04:30.000 --> 00:04:32.000]  意思是說神給他一個權兵
[00:04:32.000 --> 00:04:34.000]  給他權兵要做什麼
[00:04:34.000 --> 00:04:36.000]  神說我要使
[00:04:36.000 --> 00:04:38.000]  我的兩個見證人
[00:04:38.000 --> 00:04:40.000]  穿帳無依
[00:04:40.000 --> 00:04:42.000]  全道1260日
[00:04:42.000 --> 00:04:44.000]  聽到嗎
[00:04:44.000 --> 00:04:46.000]  我要使
[00:04:46.000 --> 00:04:48.000]  神是要使
[00:04:48.000 --> 00:04:50.000]  不是說這兩個見證人
[00:04:50.000 --> 00:04:52.000]  自己決定要去做
[00:04:52.000 --> 00:04:54.000]  而是神覺得
[00:04:54.000 --> 00:04:56.000]  他們應該要這樣做
[00:04:56.000 --> 00:04:58.000]  所以神吩咐他們這樣做
[00:04:58.000 --> 00:05:00.000]  所以我們說
[00:05:00.000 --> 00:05:02.000]  真正的見證源頭
[00:05:02.000 --> 00:05:04.000]  源頭不是來自我們自己
[00:05:04.000 --> 00:05:06.000]  而是神的呼召
[00:05:06.000 --> 00:05:08.000]  和神的裝備
[00:05:08.000 --> 00:05:10.000]  很簡單我們本地的例子來講
[00:05:10.000 --> 00:05:12.000]  有時搭
[00:05:12.000 --> 00:05:14.000]  一些交通工具
[00:05:14.000 --> 00:05:16.000]  特別是港鐵
[00:05:16.000 --> 00:05:18.000]  港鐵的時間有時是用
[00:05:18.000 --> 00:05:20.000]  一些播出的講法
[00:05:20.000 --> 00:05:22.000]  但有沒有聽過是車長自己講的
[00:05:22.000 --> 00:05:24.000]  有時聽到車長講的
[00:05:24.000 --> 00:05:26.000]  有時我聽到車長講這些
[00:05:26.000 --> 00:05:28.000]  但車長憑著什麼
[00:05:28.000 --> 00:05:30.000]  權兵來講這些
[00:05:30.000 --> 00:05:32.000]  是不是因為他聲音好聽
[00:05:32.000 --> 00:05:34.000]  還是因為他特別聰明
[00:05:34.000 --> 00:05:36.000]  因為他是
[00:05:36.000 --> 00:05:38.000]  特別僱用的車長
[00:05:38.000 --> 00:05:40.000]  他有制服
[00:05:40.000 --> 00:05:42.000]  他受過訓練
[00:05:42.000 --> 00:05:44.000]  他有責任這樣講
[00:05:44.000 --> 00:05:46.000]  同樣的我們作為門徒
[00:05:46.000 --> 00:05:48.000]  我們作為門徒的話
[00:05:48.000 --> 00:05:50.000]  我們見證不是來自我們有多少的學歷
[00:05:50.000 --> 00:05:52.000]  不是來自我們的口才好不好
[00:05:52.000 --> 00:05:54.000]  不是來自我們有多大的成就
[00:05:54.000 --> 00:05:56.000]  而是來自神的呼召
[00:05:56.000 --> 00:05:58.000]  和神給我們的裝備
[00:05:58.000 --> 00:06:00.000]  經文講這兩個見證人
[00:06:00.000 --> 00:06:02.000]  經文形容他們
[00:06:02.000 --> 00:06:04.000]  就是兩個橄欖樹
[00:06:04.000 --> 00:06:06.000]  兩個燈台是立在
[00:06:06.000 --> 00:06:08.000]  世界之主
[00:06:08.000 --> 00:06:10.000]  就是我們的主的面前
[00:06:10.000 --> 00:06:12.000]  這棵橄欖樹代表
[00:06:12.000 --> 00:06:14.000]  有神的能力在當中
[00:06:14.000 --> 00:06:16.000]  燈台是代表神的光
[00:06:16.000 --> 00:06:18.000]  神的由
[00:06:18.000 --> 00:06:20.000]  在颱風的季節
[00:06:20.000 --> 00:06:22.000]  不知道你是怎樣去面對
[00:06:22.000 --> 00:06:24.000]  很多時候颱風要來了
[00:06:24.000 --> 00:06:26.000]  我們
[00:06:26.000 --> 00:06:28.000]  住的地方
[00:06:28.000 --> 00:06:30.000]  不知道你住的屋苑或大廈
[00:06:30.000 --> 00:06:32.000]  有沒有貼一些
[00:06:32.000 --> 00:06:34.000]  那些叫什麼
[00:06:34.000 --> 00:06:36.000]  膠紙
[00:06:36.000 --> 00:06:38.000]  現在很有創意的
[00:06:38.000 --> 00:06:40.000]  貼一些字出來
[00:06:40.000 --> 00:06:42.000]  貼著是做什麼
[00:06:42.000 --> 00:06:44.000]  貼著是不是說這樣颱風就不會來了
[00:06:44.000 --> 00:06:46.000]  颱風照樣來
[00:06:46.000 --> 00:06:48.000]  但是貼著代表什麼
[00:06:48.000 --> 00:06:50.000]  一種保護
[00:06:50.000 --> 00:06:52.000]  保護在當中
[00:06:52.000 --> 00:06:54.000]  同樣的
[00:06:54.000 --> 00:06:56.000]  今天
[00:06:56.000 --> 00:06:58.000]  這兩位見證人
[00:06:58.000 --> 00:07:00.000]  神保護他們
[00:07:00.000 --> 00:07:02.000]  保護其他的人
[00:07:02.000 --> 00:07:04.000]  叫他們拿這個像去量
[00:07:04.000 --> 00:07:06.000]  量度什麼
[00:07:06.000 --> 00:07:08.000]  量度那些是屬於神的
[00:07:08.000 --> 00:07:10.000]  特別是我們是否分別為
[00:07:10.000 --> 00:07:12.000]  屬於神的
[00:07:12.000 --> 00:07:14.000]  很多時候颱風來的時候
[00:07:14.000 --> 00:07:16.000]  大廈貼著膠紙
[00:07:16.000 --> 00:07:18.000]  形狀的膠紙
[00:07:18.000 --> 00:07:20.000]  又好像
[00:07:20.000 --> 00:07:22.000]  建築大廈
[00:07:22.000 --> 00:07:24.000]  外面有些保護
[00:07:24.000 --> 00:07:26.000]  網的保護
[00:07:26.000 --> 00:07:28.000]  不是為了阻礙颱風
[00:07:28.000 --> 00:07:30.000]  風繼續吹
[00:07:30.000 --> 00:07:32.000]  雨照樣打下來
[00:07:32.000 --> 00:07:34.000]  但是最重要的是要防止玻璃
[00:07:34.000 --> 00:07:36.000]  戒傷人
[00:07:36.000 --> 00:07:38.000]  防止物件掉下來
[00:07:38.000 --> 00:07:40.000]  神量度就是說
[00:07:40.000 --> 00:07:42.000]  外面就算是風高浪急
[00:07:42.000 --> 00:07:44.000]  這裡提到
[00:07:44.000 --> 00:07:46.000]  一千多天
[00:07:46.000 --> 00:07:48.000]  四十二個月的壓力挑戰
[00:07:48.000 --> 00:07:50.000]  甚至迫不活來到
[00:07:50.000 --> 00:07:52.000]  但是神已經幫我們圈起來了
[00:07:52.000 --> 00:07:54.000]  神要保護我們
[00:07:54.000 --> 00:07:56.000]  神量過他們
[00:07:56.000 --> 00:07:58.000]  很多時候神要量度的
[00:07:58.000 --> 00:08:00.000]  這裡聖經解經裡面都是這樣
[00:08:00.000 --> 00:08:02.000]  量度的不是那個電
[00:08:02.000 --> 00:08:04.000]  而是電裡面的人
[00:08:04.000 --> 00:08:06.000]  就是我們這幫敬拜主的人
[00:08:06.000 --> 00:08:08.000]  神知道我們
[00:08:08.000 --> 00:08:10.000]  誰是在敬拜祂的
[00:08:10.000 --> 00:08:12.000]  祂要保護我們
[00:08:12.000 --> 00:08:14.000]  儘管在聖經裡面提到
[00:08:14.000 --> 00:08:16.000]  外縣
[00:08:16.000 --> 00:08:18.000]  聖殿的外縣
[00:08:18.000 --> 00:08:20.000]  是被其他的敵基督勢力在那裡
[00:08:20.000 --> 00:08:22.000]  在那段時間
[00:08:22.000 --> 00:08:24.000]  但是在內縣
[00:08:24.000 --> 00:08:26.000]  神是終極地保護著他們
[00:08:26.000 --> 00:08:28.000]  經文提醒我們
[00:08:28.000 --> 00:08:30.000]  神的眼神
[00:08:30.000 --> 00:08:32.000]  在那裡看著我們
[00:08:32.000 --> 00:08:34.000]  極其的寶貴
[00:08:34.000 --> 00:08:36.000]  我們是被祂所保護的
[00:08:36.000 --> 00:08:38.000]  第二個就是
[00:08:38.000 --> 00:08:40.000]  我們不是靠自己
[00:08:40.000 --> 00:08:42.000]  我們的能力是靠著哪裡
[00:08:42.000 --> 00:08:44.000]  靠著由神而來
[00:08:44.000 --> 00:08:46.000]  我們要按著神的真理
[00:08:46.000 --> 00:08:48.000]  帶著屬天的權兵
[00:08:48.000 --> 00:08:50.000]  我們去做見證
[00:08:50.000 --> 00:08:52.000]  問題來了
[00:08:52.000 --> 00:08:54.000]  很多時候我們的生命
[00:08:54.000 --> 00:08:56.000]  是被那些人量度著
[00:08:56.000 --> 00:08:58.000]  我們是被社交媒體量度著我們
[00:08:58.000 --> 00:09:00.000]  還是被
[00:09:00.000 --> 00:09:02.000]  一些工作
[00:09:02.000 --> 00:09:04.000]  被事業的成就
[00:09:04.000 --> 00:09:06.000]  來量度著我們
[00:09:06.000 --> 00:09:08.000]  還是真的被神的話語
[00:09:08.000 --> 00:09:10.000]  來量度著我們
[00:09:10.000 --> 00:09:12.000]  很多時候我們要證明
[00:09:12.000 --> 00:09:14.000]  自己很屬靈
[00:09:14.000 --> 00:09:16.000]  而不是證明自己屬於神
[00:09:16.000 --> 00:09:18.000]  很多時候我們的禱告
[00:09:18.000 --> 00:09:20.000]  祈禱 傳福音
[00:09:20.000 --> 00:09:22.000]  就好像聖殿的外園
[00:09:22.000 --> 00:09:24.000]  外園是甚麼呢
[00:09:24.000 --> 00:09:26.000]  看上去好像很神聖
[00:09:26.000 --> 00:09:28.000]  但裡面原來是沒有
[00:09:28.000 --> 00:09:30.000]  內園裡面聖靈的火在當中
[00:09:30.000 --> 00:09:32.000]  我們看到經文裡面提到
[00:09:32.000 --> 00:09:34.000]  兩個的見證人
[00:09:34.000 --> 00:09:36.000]  他們穿得很簡樸
[00:09:36.000 --> 00:09:38.000]  穿著毛衣
[00:09:38.000 --> 00:09:40.000]  意思是甚麼
[00:09:40.000 --> 00:09:42.000]  意思就是他們
[00:09:42.000 --> 00:09:44.000]  好像舊日的先知一樣
[00:09:44.000 --> 00:09:46.000]  他們1260年裡面
[00:09:46.000 --> 00:09:48.000]  當外邦人在
[00:09:48.000 --> 00:09:50.000]  外園的時間
[00:09:50.000 --> 00:09:52.000]  他們卻是怎樣
[00:09:52.000 --> 00:09:54.000]  他們在努力要出去講
[00:09:54.000 --> 00:09:56.000]  福音 做見證
[00:09:56.000 --> 00:09:58.000]  他們的權柄是很嚇人的
[00:09:58.000 --> 00:10:00.000]  他們可以口裡面噴出火
[00:10:00.000 --> 00:10:02.000]  消滅仇敵
[00:10:02.000 --> 00:10:04.000]  他們可以叫天閉身不下雨
[00:10:04.000 --> 00:10:06.000]  這些是在說甚麼
[00:10:06.000 --> 00:10:08.000]  就是說他們好像以利亞那麼厲害
[00:10:08.000 --> 00:10:10.000]  他們可以好像摩西那麼厲害
[00:10:10.000 --> 00:10:12.000]  但是無論怎樣
[00:10:12.000 --> 00:10:14.000]  他們最重要的做法是
[00:10:14.000 --> 00:10:16.000]  他們其實是跟神有連結
[00:10:16.000 --> 00:10:18.000]  他們跟神有連結
[00:10:18.000 --> 00:10:20.000]  這個才是他們
[00:10:20.000 --> 00:10:22.000]  為甚麼可以做到這麼大的事
[00:10:22.000 --> 00:10:24.000]  我們看到
[00:10:24.000 --> 00:10:26.000]  第一個部分
[00:10:26.000 --> 00:10:28.000]  見證來源
[00:10:28.000 --> 00:10:30.000]  我們要問一下
[00:10:30.000 --> 00:10:32.000]  到底你的見證來源是靠自己
[00:10:32.000 --> 00:10:34.000]  還是靠神呢
[00:10:34.000 --> 00:10:36.000]  經文一開始講給我聽
[00:10:36.000 --> 00:10:38.000]  約翰得到一根韋子
[00:10:38.000 --> 00:10:40.000]  他在當中
[00:10:40.000 --> 00:10:42.000]  他說的其實是靠神
[00:10:42.000 --> 00:10:44.000]  是神要洗他去做事
[00:10:44.000 --> 00:10:46.000]  另外就是經文講到
[00:10:46.000 --> 00:10:48.000]  兩個見證人有超自然的能力
[00:10:48.000 --> 00:10:50.000]  如果有人想害他們
[00:10:50.000 --> 00:10:52.000]  他們可以噴火
[00:10:52.000 --> 00:10:54.000]  他們可以去傳導的時間
[00:10:54.000 --> 00:10:56.000]  叫水變為血
[00:10:56.000 --> 00:10:58.000]  很大的一個權柄
[00:10:58.000 --> 00:11:00.000]  聽起來就好像
[00:11:00.000 --> 00:11:02.000]  我們看荷里活的超級電影
[00:11:02.000 --> 00:11:04.000]  但這裡強調的
[00:11:04.000 --> 00:11:06.000]  不是這些神蹟奇事
[00:11:06.000 --> 00:11:08.000]  他強調的反而是能力的來源
[00:11:08.000 --> 00:11:10.000]  這些能力不是修煉得來的
[00:11:10.000 --> 00:11:12.000]  不是他們天生擁有
[00:11:12.000 --> 00:11:14.000]  而是神給他們
[00:11:14.000 --> 00:11:16.000]  我們說
[00:11:16.000 --> 00:11:18.000]  在香港這個社會
[00:11:18.000 --> 00:11:20.000]  很多時候是講求實力
[00:11:20.000 --> 00:11:22.000]  講求成就
[00:11:22.000 --> 00:11:24.000]  追求這些社會
[00:11:24.000 --> 00:11:26.000]  我們很多時候會陷入一些迷思
[00:11:26.000 --> 00:11:28.000]  就是覺得自己要夠好
[00:11:28.000 --> 00:11:30.000]  夠完美
[00:11:30.000 --> 00:11:32.000]  我才有資格為神做見證
[00:11:32.000 --> 00:11:34.000]  我記得很多年前
[00:11:34.000 --> 00:11:36.000]  有一個年輕的姐妹跟我說
[00:11:36.000 --> 00:11:38.000]  她開始工作了
[00:11:38.000 --> 00:11:40.000]  她很想講見證
[00:11:40.000 --> 00:11:42.000]  但在公司裡
[00:11:42.000 --> 00:11:44.000]  她不敢跟同事和老闆表明自己是基督徒
[00:11:44.000 --> 00:11:46.000]  她覺得自己做得不夠好
[00:11:46.000 --> 00:11:48.000]  她怕失禮神
[00:11:48.000 --> 00:11:50.000]  但是
[00:11:50.000 --> 00:11:52.000]  其實這些就是一些謊話
[00:11:52.000 --> 00:11:54.000]  什麼謊話?
[00:11:54.000 --> 00:11:56.000]  魔鬼在騙我們的謊話
[00:11:56.000 --> 00:11:58.000]  神不是要我們變得很完美的時候
[00:11:58.000 --> 00:12:00.000]  才使用我們
[00:12:00.000 --> 00:12:02.000]  聖經說神是在我們軟弱當中
[00:12:02.000 --> 00:12:04.000]  祂就要顯出我們的剛強
[00:12:04.000 --> 00:12:06.000]  就是靠著祂而得到剛強
[00:12:06.000 --> 00:12:08.000]  保羅說
[00:12:08.000 --> 00:12:10.000]  神對他說
[00:12:10.000 --> 00:12:12.000]  我的恩典是夠利用的
[00:12:12.000 --> 00:12:14.000]  因為我的能力
[00:12:14.000 --> 00:12:16.000]  是在人的軟弱上顯得完全
[00:12:16.000 --> 00:12:18.000]  記不記得舊約獵王紀下第五章裡
[00:12:18.000 --> 00:12:20.000]  講到一個小女子
[00:12:20.000 --> 00:12:22.000]  一個是
[00:12:22.000 --> 00:12:24.000]  奶萬將軍
[00:12:24.000 --> 00:12:26.000]  就是一個敵國阿蘭的將軍
[00:12:26.000 --> 00:12:28.000]  患了麻風病
[00:12:28.000 --> 00:12:30.000]  但誰能幫助她呢?
[00:12:30.000 --> 00:12:32.000]  原來是她太太的一個小婢女
[00:12:32.000 --> 00:12:34.000]  這個小婢女
[00:12:34.000 --> 00:12:36.000]  不因為身份
[00:12:36.000 --> 00:12:38.000]  一個婢女
[00:12:38.000 --> 00:12:40.000]  一個被俘虜的
[00:12:40.000 --> 00:12:42.000]  和大將軍的身份
[00:12:42.000 --> 00:12:44.000]  但是她努力的做見證
[00:12:44.000 --> 00:12:46.000]  她介紹說有一位先知
[00:12:46.000 --> 00:12:48.000]  住在薩瑪尼亞的伊麗莎
[00:12:48.000 --> 00:12:50.000]  可以救你
[00:12:50.000 --> 00:12:52.000]  最後這個將軍得到她的意志
[00:12:52.000 --> 00:12:54.000]  以至於更大的見證
[00:12:54.000 --> 00:12:56.000]  這兩個見證人
[00:12:56.000 --> 00:12:58.000]  最重要的特質
[00:12:58.000 --> 00:13:00.000]  是他們和神保持著一種關係
[00:13:00.000 --> 00:13:02.000]  一種親密的關係
[00:13:02.000 --> 00:13:04.000]  我很想說
[00:13:04.000 --> 00:13:06.000]  我們很想為神做一些事
[00:13:06.000 --> 00:13:08.000]  但是我們和神的關係
[00:13:08.000 --> 00:13:10.000]  去到多少呢?
[00:13:10.000 --> 00:13:12.000]  經文說這兩個見證人
[00:13:12.000 --> 00:13:14.000]  他們立在世界之王的面前
[00:13:14.000 --> 00:13:16.000]  立的意思就是說
[00:13:16.000 --> 00:13:18.000]  是立的
[00:13:18.000 --> 00:13:20.000]  在服侍神
[00:13:20.000 --> 00:13:22.000]  就好像古代的君王身邊
[00:13:22.000 --> 00:13:24.000]  有一些人在服侍他們
[00:13:24.000 --> 00:13:26.000]  可能有酒症
[00:13:26.000 --> 00:13:28.000]  有很多不同的人在服侍他們
[00:13:28.000 --> 00:13:30.000]  這些人做什麼?
[00:13:30.000 --> 00:13:32.000]  隨時聽吩咐
[00:13:32.000 --> 00:13:34.000]  他拿這個
[00:13:34.000 --> 00:13:36.000]  他就拿這個
[00:13:36.000 --> 00:13:38.000]  我們想想
[00:13:38.000 --> 00:13:40.000]  如果你是一個巨富
[00:13:40.000 --> 00:13:42.000]  或者是一個重要人
[00:13:42.000 --> 00:13:44.000]  一個私人助理
[00:13:44.000 --> 00:13:46.000]  你每天最重要的工作是什麼呢?
[00:13:46.000 --> 00:13:48.000]  我想不是來賣弄
[00:13:48.000 --> 00:13:50.000]  或者展示自己有多聰明
[00:13:50.000 --> 00:13:52.000]  不是證明自己有多能幹
[00:13:52.000 --> 00:13:54.000]  而是做什麼?
[00:13:54.000 --> 00:13:56.000]  是要專心的聆聽老闆的指示
[00:13:56.000 --> 00:13:58.000]  每一句話都記下來
[00:13:58.000 --> 00:14:00.000]  每一句話都聽得到
[00:14:00.000 --> 00:14:02.000]  然後要怎樣?
[00:14:02.000 --> 00:14:04.000]  忠實地去執行
[00:14:04.000 --> 00:14:06.000]  我們的見證都是這樣
[00:14:06.000 --> 00:14:08.000]  最重要的不是我們說得多動聽
[00:14:08.000 --> 00:14:10.000]  不是我們的故事
[00:14:10.000 --> 00:14:12.000]  就是我們經歷過有多精彩
[00:14:12.000 --> 00:14:14.000]  而是我們跟神有沒有保持一個
[00:14:14.000 --> 00:14:16.000]  非常親密的關係
[00:14:16.000 --> 00:14:18.000]  是不是真的聽到神的聲音
[00:14:18.000 --> 00:14:20.000]  神說你信服我的旨意
[00:14:20.000 --> 00:14:22.000]  帶領了你現在去跟誰誰來分享
[00:14:22.000 --> 00:14:24.000]  曾經我有一個
[00:14:24.000 --> 00:14:26.000]  在法律界工作的弟兄跟我說
[00:14:26.000 --> 00:14:28.000]  他說他每天上班的時間
[00:14:28.000 --> 00:14:30.000]  他都會用上班的時間
[00:14:30.000 --> 00:14:32.000]  來祈禱
[00:14:32.000 --> 00:14:34.000]  他說牧師
[00:14:34.000 --> 00:14:36.000]  其實我發覺原來
[00:14:36.000 --> 00:14:38.000]  跟神有一個親密的關係
[00:14:38.000 --> 00:14:40.000]  有這個連結之後
[00:14:40.000 --> 00:14:42.000]  整天的工作就不同了
[00:14:42.000 --> 00:14:44.000]  因為我知道我不是靠著自己的能力去面對
[00:14:44.000 --> 00:14:46.000]  當面對一些又難又艱辛的事
[00:14:46.000 --> 00:14:48.000]  通常找到他們
[00:14:48.000 --> 00:14:50.000]  都不是一些簡單的事
[00:14:50.000 --> 00:14:52.000]  都是解決不了的
[00:14:52.000 --> 00:14:54.000]  但是神就透過他來工作
[00:14:54.000 --> 00:14:56.000]  甚至他有機會的話
[00:14:56.000 --> 00:14:58.000]  有機會的來告訴對方
[00:14:58.000 --> 00:15:00.000]  這個就是見證的來源
[00:15:00.000 --> 00:15:02.000]  不是靠著我們自己
[00:15:02.000 --> 00:15:04.000]  而是靠著神
[00:15:04.000 --> 00:15:06.000]  當然如果你能夠明白這個真理的時間
