
[00:00:00.000 --> 00:00:02.500]  今天要和大家分享一個人物
[00:07:45.100 --> 00:07:47.100]  記載了很多接待的紀錄
[00:07:47.100 --> 00:07:49.100]  教導我們要去接待人
[00:07:49.100 --> 00:07:51.100]  都是基於古代的社會
[00:07:51.100 --> 00:07:54.100]  有這種很特別的需要
[00:07:54.100 --> 00:07:56.100]  當然今天我們也是要學習接待
[00:07:56.100 --> 00:07:57.100]  但是古代的社會裡面
[00:07:57.100 --> 00:07:59.100]  如果有陌生人遠方
[00:07:59.100 --> 00:08:00.100]  來到你的地方
[00:08:00.100 --> 00:08:02.100]  你有條件不接待的話
[00:08:02.100 --> 00:08:04.100]  其實你會被詛咒
[00:08:04.100 --> 00:08:06.100]  所以我們要注意這一點
[00:08:06.100 --> 00:08:08.100]  古代就是這樣的
[00:08:08.100 --> 00:08:09.100]  無論如何
[00:08:09.100 --> 00:08:11.100]  前文記載阿伯拉罕
[00:08:11.100 --> 00:08:14.100]  因為接待了三個人
[00:08:14.100 --> 00:08:15.100]  在他家裡吃了一餐
[00:08:15.100 --> 00:08:17.100]  好的
[00:08:17.100 --> 00:08:18.100]  誰知不知不覺
[00:08:18.100 --> 00:08:20.100]  接待了這三位
[00:08:20.100 --> 00:08:22.100]  原來就是耶和華
[00:08:22.100 --> 00:08:23.100]  和兩位天使
[00:08:23.100 --> 00:08:25.100]  他們以人的形象
[00:08:25.100 --> 00:08:27.100]  出現在他們的中間
[00:08:27.100 --> 00:08:28.100]  他們不知道的
[00:08:28.100 --> 00:08:29.100]  接待了他們
[00:08:29.100 --> 00:08:31.100]  結果給他們吃了一餐好的
[00:08:31.100 --> 00:08:33.100]  十六節開始
[00:08:33.100 --> 00:08:35.100]  記錄這三個人
[00:08:35.100 --> 00:08:36.100]  他們吃完
[00:08:36.100 --> 00:08:37.100]  休息完
[00:08:37.100 --> 00:08:39.100]  就起來繼續向前走
[00:08:39.100 --> 00:08:41.100]  向前就是下一程
[00:08:41.100 --> 00:08:44.100]  阿伯拉罕作為一個主人家
[00:08:44.100 --> 00:08:46.100]  他就起來陪他們
[00:08:46.100 --> 00:08:47.100]  送他們這一程
[00:08:47.100 --> 00:08:49.100]  同行的路
[00:08:49.100 --> 00:08:50.100]  古代的社會
[00:08:50.100 --> 00:08:51.100]  你上來出門
[00:08:51.100 --> 00:08:52.100]  和今天很不同
[00:08:52.100 --> 00:08:54.100]  今天如果有客人來要走
[00:08:54.100 --> 00:08:55.100]  通常你會怎樣
[00:08:55.100 --> 00:08:57.100]  送他去電梯口
[00:08:57.100 --> 00:08:58.100]  好一點的
[00:08:58.100 --> 00:08:59.100]  送他去街上車站
[00:08:59.100 --> 00:09:00.100]  頂多兩分鐘
[00:09:00.100 --> 00:09:01.100]  五分鐘
[00:09:01.100 --> 00:09:02.100]  等他上了車
[00:09:02.100 --> 00:09:04.100]  你已經覺得仁至義盡
[00:09:04.100 --> 00:09:06.100]  但古代的社會不是這樣的
[00:09:06.100 --> 00:09:07.100]  你和他行一程
[00:09:07.100 --> 00:09:09.100]  起碼兩三個小時
[00:09:09.100 --> 00:09:11.100]  去到一個主要的路口
[00:09:11.100 --> 00:09:12.100]  你覺得他安全
[00:09:12.100 --> 00:09:14.100]  覺得他可以自己走下去
[00:09:14.100 --> 00:09:16.100]  甚至有些會過夜
[00:09:16.100 --> 00:09:17.100]  送到
[00:09:17.100 --> 00:09:18.100]  都有的
[00:09:18.100 --> 00:09:19.100]  起碼這段路程
[00:09:19.100 --> 00:09:21.100]  在幾個小時裡
[00:09:21.100 --> 00:09:23.100]  就是神和這三位
[00:09:23.100 --> 00:09:25.100]  耶和華和兩位天使
[00:09:25.100 --> 00:09:26.100]  一路行的過程裡
[00:09:26.100 --> 00:09:28.100]  記錄他們的對話
[00:09:28.100 --> 00:09:30.100]  我們請弟兄
[00:09:30.100 --> 00:09:31.100]  讀第十六節
[00:09:31.100 --> 00:09:33.100]  去到二十一節
[00:09:33.100 --> 00:09:34.100]  這是其中一段
[00:09:34.100 --> 00:09:36.100]  請姐妹讀二十二節
[00:09:36.100 --> 00:09:37.100]  去到三十三節
[00:09:37.100 --> 00:09:38.100]  有點不平均
[00:09:38.100 --> 00:09:39.100]  不過不要緊
[00:09:39.100 --> 00:09:40.100]  經文是這樣分配的
[00:09:40.100 --> 00:09:41.100]  十六節
[00:09:41.100 --> 00:09:42.100]  二十一節
[00:09:42.100 --> 00:09:43.100]  請弟兄先
[00:09:43.100 --> 00:09:46.100]  三人就從那裡起行
[00:09:46.100 --> 00:09:48.100]  向所多瑪觀看
[00:09:48.100 --> 00:09:51.100]  阿伯拉罕也與他們同行
[00:09:51.100 --> 00:09:52.100]  要送他們一程
[00:09:52.100 --> 00:09:53.100]  耶和華說
[00:09:53.100 --> 00:09:55.100]  我所要作的事
[00:09:55.100 --> 00:09:58.100]  豈可瞞著阿伯拉罕呢
[00:09:58.100 --> 00:10:01.100]  阿伯拉罕必要成為強大的國
[00:10:01.100 --> 00:10:04.100]  地上的萬國都必因他得福
[00:10:04.100 --> 00:10:05.100]  可眷顧他
[00:10:05.100 --> 00:10:07.100]  惟要叫他
[00:10:07.100 --> 00:10:10.100]  吩咐他的眾子和他的眷屬
[00:10:10.100 --> 00:10:11.100]  遵守我的道
[00:10:11.100 --> 00:10:13.100]  秉公行義
[00:10:13.100 --> 00:10:17.100]  使我所應許阿伯拉罕的話都成就了
[00:10:17.100 --> 00:10:18.100]  耶和華說
[00:10:18.100 --> 00:10:21.100]  所多瑪和和摩拉的罪惡甚重
[00:10:21.100 --> 00:10:23.100]  聲聞於我
[00:10:23.100 --> 00:10:25.100]  我現在要下去
[00:10:25.100 --> 00:10:27.100]  察看他們所行的
[00:10:27.100 --> 00:10:29.100]  果然盡像那
[00:10:29.100 --> 00:10:32.100]  達到我耳中的聲音一樣
[00:10:32.100 --> 00:10:33.100]  若是不然
[00:10:33.100 --> 00:10:35.100]  我也必知道
[00:10:35.100 --> 00:10:38.100]  二人轉身離開那裡
[00:10:38.100 --> 00:10:39.100]  向所多瑪
[00:10:39.100 --> 00:10:40.100]  向那
[00:10:40.100 --> 00:10:44.100]  但阿伯拉罕仍舊站在耶和華面前
[00:10:44.100 --> 00:10:46.100]  阿伯拉罕緊前來說
[00:10:46.100 --> 00:10:48.100]  無論善惡
[00:10:48.100 --> 00:10:54.100]  也要解約那裡有五十個義人
[00:10:54.100 --> 00:10:56.100]  你還剿滅那地方嗎?
[00:10:56.100 --> 00:10:59.100]  不為城裡這五十個義人
[00:10:59.100 --> 00:11:01.100]  要恕其中的人嗎?
[00:11:01.100 --> 00:11:03.100]  將二人與惡人同殺
[00:11:03.100 --> 00:11:06.100]  將二人與惡人一同看待
[00:11:06.100 --> 00:11:08.100]  這斷不是你所行的
[00:11:08.100 --> 00:11:10.100]  審判全地的主
[00:11:10.100 --> 00:11:13.100]  豈不行公義的公義嗎?
[00:11:13.100 --> 00:11:14.100]  耶和華說
[00:11:14.100 --> 00:11:16.100]  可約在所多瑪城裡
[00:11:16.100 --> 00:11:19.100]  見有五十個義人
[00:11:19.100 --> 00:11:21.100]  我就為他們的緣故
[00:11:21.100 --> 00:11:23.100]  要恕那地方的眾人
[00:11:23.100 --> 00:11:24.100]  阿伯拉罕說
[00:11:24.100 --> 00:11:25.100]  我雖然灰塵
[00:11:25.100 --> 00:11:27.100]  還敢說話
[00:11:27.100 --> 00:11:28.100]  假若這五十個義人
[00:11:28.100 --> 00:11:30.100]  斷了五個
[00:11:30.100 --> 00:11:32.100]  你就因為斷了五個
[00:11:32.100 --> 00:11:34.100]  毀滅全城嗎?
[00:11:34.100 --> 00:11:35.100]  他說
[00:11:35.100 --> 00:11:37.100]  我在那裡若見有四十五個
[00:11:37.100 --> 00:11:40.100]  也不毀滅那城
[00:11:40.100 --> 00:11:42.100]  阿伯拉罕又對他說
[00:11:42.100 --> 00:11:44.100]  假若在那裡見有四十個
[00:11:44.100 --> 00:11:46.100]  怎麼樣呢?
[00:11:46.100 --> 00:11:47.100]  他說
[00:11:47.100 --> 00:11:49.100]  為這四十個的緣故
[00:11:49.100 --> 00:11:51.100]  我也不作這事
[00:11:51.100 --> 00:11:52.100]  阿伯拉罕說
[00:11:52.100 --> 00:11:54.100]  求主不要動腦
[00:11:54.100 --> 00:11:55.100]  容我說
[00:11:55.100 --> 00:11:58.100]  假若在那裡見有三十個
[00:11:58.100 --> 00:12:00.100]  怎麼樣呢?
[00:12:00.100 --> 00:12:01.100]  他說
[00:12:01.100 --> 00:12:03.100]  我在那裡若見有三十個
[00:12:03.100 --> 00:12:05.100]  我也不作這事
[00:12:05.100 --> 00:12:07.100]  阿伯拉罕說
[00:12:07.100 --> 00:12:09.100]  我還敢對主說話
[00:12:09.100 --> 00:12:11.100]  假若在那裡見有二十個
[00:12:11.100 --> 00:12:13.100]  怎麼樣呢?
[00:12:13.100 --> 00:12:14.100]  他說
[00:12:14.100 --> 00:12:16.100]  為這二十個的緣故
[00:12:16.100 --> 00:12:18.100]  我也不毀滅那城
[00:12:18.100 --> 00:12:19.100]  阿伯拉罕說
[00:12:19.100 --> 00:12:21.100]  求主不要動腦
[00:12:21.100 --> 00:12:24.100]  我再說一遍
[00:12:24.100 --> 00:12:27.100]  假若在那裡見有十個
[00:12:27.100 --> 00:12:28.100]  他說
[00:12:28.100 --> 00:12:30.100]  為這十個的緣故
[00:12:30.100 --> 00:12:32.100]  我也不毀滅那城
[00:12:32.100 --> 00:12:35.100]  耶和華與伯伯拉罕說完了話
[00:12:35.100 --> 00:12:36.100]  就走了
[00:12:36.100 --> 00:12:40.100]  阿伯拉罕回到自己的地方去了
[00:12:40.100 --> 00:12:42.100]  這段經文記載了
[00:12:42.100 --> 00:12:44.100]  主要是阿伯拉罕與神的
[00:12:44.100 --> 00:12:48.100]  在同行路上的對話
[00:12:48.100 --> 00:12:50.100]  這個對話裡
[00:12:50.100 --> 00:12:52.100]  其實我們見到
[00:12:52.100 --> 00:12:54.100]  是阿伯拉罕
[00:12:54.100 --> 00:12:58.100]  是神先向阿伯拉罕說話
[00:12:58.100 --> 00:13:01.100]  在弟兄讀的那段裡
[00:13:01.100 --> 00:13:03.100]  聖經裡面在第十七節
[00:13:03.100 --> 00:13:05.100]  就說耶和華說
[00:13:05.100 --> 00:13:06.100]  講了幾節
[00:13:06.100 --> 00:13:08.100]  接著二十節
[00:13:08.100 --> 00:13:10.100]  耶和華又再說
[00:13:10.100 --> 00:13:13.100]  大家留意這兩個說話是有點不同的
[00:13:13.100 --> 00:13:16.100]  第十七節就說
[00:13:16.100 --> 00:13:21.100]  我所要做的事豈可瞞著阿伯拉罕呢?
[00:13:21.100 --> 00:13:23.100]  這句說話的說法
[00:13:23.100 --> 00:13:27.100]  你覺得他跟誰說的?
[00:13:27.100 --> 00:13:28.100]  阿伯拉罕
[00:13:28.100 --> 00:13:30.100]  其實神在這裡這樣說
[00:13:30.100 --> 00:13:33.100]  這句說話一定不是跟阿伯拉罕說的
[00:13:33.100 --> 00:13:35.100]  他說我所做的事
[00:13:35.100 --> 00:13:37.100]  怎可以瞞著阿伯拉罕呢?
[00:13:37.100 --> 00:13:38.100]  他這樣說
[00:13:38.100 --> 00:13:40.100]  有些人就說
[00:13:40.100 --> 00:13:41.100]  自言自語
[00:13:41.100 --> 00:13:42.100]  一邊想一邊走
[00:13:42.100 --> 00:13:44.100]  遲些我做了這件事
[00:13:44.100 --> 00:13:46.100]  阿伯拉罕跟他一起走
[00:13:46.100 --> 00:13:47.100]  這麼友善
[00:13:47.100 --> 00:13:49.100]  我怎可以瞞著他呢?
[00:13:49.100 --> 00:13:50.100]  要不這樣
[00:13:50.100 --> 00:13:52.100]  要不他們跟兩個天使一起說
[00:13:52.100 --> 00:13:55.100]  我遲些做了這件事
[00:13:55.100 --> 00:13:57.100]  他在我身邊一起走
[00:13:57.100 --> 00:13:58.100]  這麼友善
[00:13:58.100 --> 00:14:00.100]  我怎可以瞞著他呢?
[00:14:00.100 --> 00:14:02.100]  即是說前面那兩節
[00:14:02.100 --> 00:14:04.100]  是阿伯拉罕是神
[00:14:04.100 --> 00:14:06.100]  還是他自己跟自己說
[00:14:06.100 --> 00:14:09.100]  或者他跟天使分享他心裏的心情
[00:14:09.100 --> 00:14:11.100]  後面那兩三節
[00:14:11.100 --> 00:14:14.100]  他真的跟阿伯拉罕說他心裏的說話
[00:14:14.100 --> 00:14:17.100]  其實這個話說
[00:14:17.100 --> 00:14:18.100]  我所要做的事
[00:14:18.100 --> 00:14:20.100]  豈可瞞著阿伯拉罕呢?
[00:14:20.100 --> 00:14:22.100]  這個形容是說
[00:14:22.100 --> 00:14:24.100]  神心裏面
[00:14:24.100 --> 00:14:25.100]  好像有一種
[00:14:25.100 --> 00:14:27.100]  含忍不住的
[00:14:27.100 --> 00:14:29.100]  一種心意
[00:14:29.100 --> 00:14:30.100]  一種想法
[00:14:30.100 --> 00:14:32.100]  一種他要部署的行動
[00:14:32.100 --> 00:14:35.100]  他要跟這位朋友
[00:14:35.100 --> 00:14:36.100]  他要告訴他
[00:14:36.100 --> 00:14:38.100]  是他覺得他忍不住了
[00:14:38.100 --> 00:14:40.100]  他要告訴他
[00:14:40.100 --> 00:14:41.100]  其實與神同行
[00:14:41.100 --> 00:14:43.100]  第一個的殊榮是什麼呢?
[00:14:43.100 --> 00:14:45.100]  就是我們能夠
[00:14:45.100 --> 00:14:47.100]  神向他披露
[00:14:47.100 --> 00:14:49.100]  神的計劃
[00:14:49.100 --> 00:14:52.100]  神向他披露神的計劃
[00:14:52.100 --> 00:14:57.100]  神不一定要向我們說他的事
[00:14:57.100 --> 00:14:59.100]  是不是?
[00:14:59.100 --> 00:15:01.100]  神的計劃有很多
[00:15:01.100 --> 00:15:02.100]  神不一定要跟你說
[00:15:02.100 --> 00:15:03.100]  神不一定要跟你說
[00:15:03.100 --> 00:15:05.100]  神不一定要跟你說
[00:15:05.100 --> 00:15:06.100]  當神選擇
[00:15:06.100 --> 00:15:07.100]  他說要跟你說
[00:15:07.100 --> 00:15:08.100]  特別是他這樣說
[00:15:08.100 --> 00:15:12.100]  我怎樣可以瞞著這個人呢?
[00:15:12.100 --> 00:15:14.100]  其實他在說一種關係
[00:15:14.100 --> 00:15:15.100]  一種關係就是說
[00:15:15.100 --> 00:15:16.100]  我們這麼親密
[00:15:16.100 --> 00:15:18.100]  我們這麼密切
[00:15:18.100 --> 00:15:20.100]  這麼老友
[00:15:20.100 --> 00:15:21.100]  我怎樣可以騙著他呢?
[00:15:21.100 --> 00:15:23.100]  我接著就要做這件事
[00:15:23.100 --> 00:15:25.100]  這件事可能與他有關
[00:15:25.100 --> 00:15:27.100]  我不可以騙著他
[00:15:27.100 --> 00:15:28.100]  於是就引來
