
[00:00:00.000 --> 00:00:04.000]  今日我用咗兩節好特別嘅聖經同大家分享
[00:02:00.000 --> 00:02:03.000]  有啲即係麻煩嘅時候要多啲錢嘅時候
[00:02:03.000 --> 00:02:06.000]  佢哋就去收集奉獻啦咁收集多啲人禱告啦
[00:02:06.000 --> 00:02:08.000]  號召多啲人禱告
[00:02:08.000 --> 00:02:13.000]  咁嚟到係開始咗呢一個即係女傳道會嘅運動
[00:02:13.000 --> 00:02:16.000]  就係一啲支持宣教嘅運動
[00:02:16.000 --> 00:02:22.000]  就係美南浸信會就將即係每個教會裏面呢都組織咗女傳道會
[00:02:22.000 --> 00:02:27.000]  就係集結呢一個嘅婦女嘅力量嚟到係支持宣教
[00:02:27.000 --> 00:02:31.000]  為佢哋祈禱為佢哋奉獻嚟到係祝福
[00:02:31.000 --> 00:02:35.000]  甚至乎佢哋訓練佢哋嘅兒女去做宣教
[00:02:35.000 --> 00:02:40.000]  有時我諗我自己本身可能都係一個即係夢幅嘅
[00:02:40.000 --> 00:02:45.000]  我最近寫因為我媽媽25號2月25號離世
[00:02:45.000 --> 00:02:49.000]  我媽媽過咗98歲生日叫做99歲
[00:02:49.000 --> 00:02:52.000]  咁我媽媽係39歲信耶穌
[00:02:52.000 --> 00:02:55.000]  39歲佢入教會
[00:02:55.000 --> 00:02:58.000]  咁佢喺神託會信主先嘅
[00:02:58.000 --> 00:03:04.000]  咁其實都係一個愛心人家嘅愛心令到佢認識神嘅
[00:03:04.000 --> 00:03:11.000]  咁就信主之後佢就被一班潮州嘅街坊就帶領佢去咗潮語浸信會
[00:03:11.000 --> 00:03:17.000]  咁我記得我好細個嘅時候我都有時會跟佢去夜晚黑嘅祈禱會呀
[00:03:17.000 --> 00:03:19.000]  婦女會呀咁樣
[00:03:19.000 --> 00:03:25.000]  咁我記得我細個佢去參加嗰個我唔知係乜嘢嘅晚上嘅聚會
[00:03:25.000 --> 00:03:30.000]  佢哋就唱咩唱一首歌叫先言守信呀識唔識呀
[00:03:30.000 --> 00:03:34.000]  先言守信萬古永存
[00:03:34.000 --> 00:03:38.000]  我聽呢首歌嘅時候我就覺得我肅然起敬
[00:03:38.000 --> 00:03:44.000]  嗰陣時我我諗我二三年班但我肅然起敬
[00:03:44.000 --> 00:03:47.000]  呢一首歌影響我好多
[00:03:47.000 --> 00:03:50.000]  我今次寫悼念文呢我以呢個做開始
[00:03:50.000 --> 00:03:55.000]  我話我今日我仍然係學習呢一件事
[00:03:55.000 --> 00:03:58.000]  就係即係無論有幾艱難
[00:03:58.000 --> 00:04:01.000]  我願意即係忠心去服事主
[00:04:01.000 --> 00:04:05.000]  咁呢個種子呢可能就係嗰陣時仲下嘅
[00:04:05.000 --> 00:04:08.000]  上帝呼召我嘅時候係我中學嘅時候
[00:04:08.000 --> 00:04:15.000]  不過呢對先言嗰種嘅肅然起敬呢係喺我小學嘅時候開始
[00:04:15.000 --> 00:04:17.000]  應該初小嘅時候
[00:04:17.000 --> 00:04:20.000]  有一啲嘅嘢係婦女佢哋影響
[00:04:20.000 --> 00:04:24.000]  我媽媽喺我哋好細個嘅時候佢有一日婦女會返嚟
[00:04:24.000 --> 00:04:28.000]  佢就同我哋講我哋屋企七個女一個仔
[00:04:28.000 --> 00:04:30.000]  我哋八兄弟姐妹
[00:04:30.000 --> 00:04:32.000]  咁大嗰兩個就早啲出咗去㗎啦
[00:04:32.000 --> 00:04:35.000]  我哋後面呢六個女呢就成日都係一齊嘅
[00:04:35.000 --> 00:04:38.000]  咁阿媽媽返到嚟呢佢就話
[00:04:38.000 --> 00:04:45.000]  今日開始全部人臨瞓之前要跪喺個床嗰度祈禱先至瞓覺
[00:04:45.000 --> 00:04:50.000]  天光起身又要跪咗祈禱然之後先至可以落床
[00:04:50.000 --> 00:04:53.000]  從嗰一日開始直到如今
[00:04:53.000 --> 00:04:57.000]  我做咗傳道人我做咗退休退休人士啦
[00:04:57.000 --> 00:04:59.000]  其實呢個習慣冇改變
[00:04:59.000 --> 00:05:01.000]  喺我哋咁多嘅姐妹身上呢
[00:05:01.000 --> 00:05:05.000]  我哋仍然都係臨瞓之前我哋跪喺枕頭邊呢祈禱
[00:05:05.000 --> 00:05:08.000]  然之後瞓醒我哋跪喺枕頭邊祈禱
[00:05:08.000 --> 00:05:11.000]  一個婦女佢影響可以好多
[00:05:11.000 --> 00:05:16.000]  所以婦女嘅運動就係咁樣被點燃
[00:05:16.000 --> 00:05:19.000]  佢話佢哋係教導兒女宣教
[00:05:19.000 --> 00:05:24.000]  叫家庭有聚會去推動我哋即係女傳道
[00:05:24.000 --> 00:05:31.000]  推動即係上帝嗰個福音工作呢個係我哋女傳道會一路做緊
[00:05:31.000 --> 00:05:33.000]  而婦女佢哋做乜嘢啦
[00:05:33.000 --> 00:05:39.000]  詩篇大衛佢話傳好訊息嘅婦女成了大群
[00:05:39.000 --> 00:05:42.000]  喺詩篇六十八篇嗰個場景係咩呢
[00:05:42.000 --> 00:05:48.000]  就係大衛佢打完仗返嚟和平啦戰勝啦
[00:05:48.000 --> 00:05:53.000]  呢個好消息一傳嘅時候再加嘅婦女就好興奮
[00:05:53.000 --> 00:05:57.000]  佢哋就跑出嚟就一傳十十傳百
[00:05:57.000 --> 00:06:01.000]  將呢一個嘅即係好消息呢就傳啦傳啦傳啦
[00:06:01.000 --> 00:06:04.000]  一路傳就一路多人一路傳就一路多人
[00:06:04.000 --> 00:06:11.000]  一路啲人湧出嚟就結果呢慶祝勝利嘅氣氛呢就好濃厚
[00:06:11.000 --> 00:06:16.000]  佢哋嘅讚美詩呢就越唱越興奮越唱越濃重
[00:06:16.000 --> 00:06:23.000]  喺福音工作上面都係咁耶穌俾我哋嘅都係好訊息
[00:06:23.000 --> 00:06:26.000]  信嘅人得永生都係一個好消息
[00:06:26.000 --> 00:06:29.000]  我哋有冇呢咁樣去做呢
[00:06:29.000 --> 00:06:34.000]  潮語浸信會佢鼓勵婦女要聽主嘅命令
[00:06:34.000 --> 00:06:37.000]  傳好訊息嘅婦女要成為大群
[00:06:37.000 --> 00:06:42.000]  美男嘅浸信會鼓勵我哋姐妹們我哋要與神同工
[00:06:42.000 --> 00:06:47.000]  頭先有一位姐妹佢話林牧師我聽你講三堂
[00:06:47.000 --> 00:06:51.000]  即係琴晚到而家聽咗三次你講到佢哋用嘅例子都唔一樣
[00:06:51.000 --> 00:06:56.000]  因為我有好多與神同工嘅經驗
[00:06:56.000 --> 00:07:00.000]  因為我有好多與神同工嘅例子
[00:07:00.000 --> 00:07:03.000]  我唔使次次講一樣我講一啲唔同
[00:07:03.000 --> 00:07:07.000]  你哋陣間飲茶嘅時候仲可以交換繼續去聽
[00:07:07.000 --> 00:07:11.000]  與神同工係我哋即係今日我哋要講
[00:07:11.000 --> 00:07:15.000]  婦女係教會成長嘅動力
[00:07:15.000 --> 00:07:19.000]  如果我哋與神同工婦女與神同工
[00:07:19.000 --> 00:07:22.000]  佢可以影響佢嘅家庭佢可以影響佢嘅丈夫
[00:07:22.000 --> 00:07:25.000]  佢可以喺教會裏面影響下一代
[00:07:25.000 --> 00:07:30.000]  呢個係一個好好嘅一個教會嘅資源
[00:07:30.000 --> 00:07:36.000]  如果我哋講婦女係教會成長嘅動力
[00:07:36.000 --> 00:07:38.000]  咁我哋就睇下初期教會
[00:07:38.000 --> 00:07:42.000]  初期教會佢哋有唔同嘅故事
[00:07:42.000 --> 00:07:43.000]  一啲小故事
[00:07:43.000 --> 00:07:46.000]  呢啲小故事話畀我哋知道
[00:07:46.000 --> 00:07:51.000]  婦女點樣成為咗一個教會發展嘅一個動力
[00:07:51.000 --> 00:07:54.000]  第一個我就話愛心嘅行動
[00:07:54.000 --> 00:08:00.000]  係令到教會可以多面去接觸人
[00:08:00.000 --> 00:08:04.000]  教會你哋嘅教會係半散區
[00:08:04.000 --> 00:08:09.000]  嚟呢度都唔容易我哋由下面行上嚟都要二十分鐘
[00:08:09.000 --> 00:08:13.000]  我今朝要喺金鐘坐的士上嚟因為電梯唔開
[00:08:13.000 --> 00:08:16.000]  有幾多人可以嚟到呢一度
[00:08:16.000 --> 00:08:19.000]  自己會主動嚟到呢一間教會
[00:08:19.000 --> 00:08:22.000]  我相信唔多
[00:08:22.000 --> 00:08:24.000]  特別呢度高尚住宅區嘅人
[00:08:24.000 --> 00:08:29.000]  佢哋重門深鎖唔會隨便走出嚟
[00:08:29.000 --> 00:08:32.000]  教會點可以消聚到咁多人
[00:08:32.000 --> 00:08:35.000]  其實係要我哋用我哋嘅愛心
[00:08:35.000 --> 00:08:39.000]  喺我哋嘅生活層面裏面將人帶返嚟
[00:08:39.000 --> 00:08:42.000]  呢個故事大家應該熟悉嘅
[00:08:42.000 --> 00:08:44.000]  佢話喺約柏有一個女徒
[00:08:44.000 --> 00:08:45.000]  佢個名叫大彼大
[00:08:45.000 --> 00:08:48.000]  返出嚟希尼尼話叫做多加
[00:08:48.000 --> 00:08:51.000]  佢廣行善事多思周世
[00:08:51.000 --> 00:08:53.000]  當時佢患病而死
[00:08:53.000 --> 00:08:55.000]  就有人將佢洗乾淨停喺樓上
[00:08:55.000 --> 00:08:58.000]  然之後佢話呂大同約柏好近
[00:08:58.000 --> 00:09:01.000]  當時彼得就喺約柏
[00:09:01.000 --> 00:09:04.000]  佢哋就打發兩個人去見佢
[00:09:04.000 --> 00:09:05.000]  央求佢嚟
[00:09:05.000 --> 00:09:08.000]  佢話呢你嚟到我哋呢度唔好擔心
[00:09:08.000 --> 00:09:10.000]  彼得就去
[00:09:10.000 --> 00:09:13.000]  到咗嗰度佢哋有人領佢上樓
[00:09:13.000 --> 00:09:18.000]  寡婦們就喺嗰度站喺彼得嘅旁邊
[00:09:18.000 --> 00:09:19.000]  喺嗰度行
[00:09:19.000 --> 00:09:24.000]  攞多加與佢哋同在嘅時候嘅女衣外衣
[00:09:24.000 --> 00:09:28.000]  佢做畀佢哋嘅女衣外衣畀彼得睇
[00:09:28.000 --> 00:09:33.000]  呢個係一個女徒
[00:09:33.000 --> 00:09:37.000]  多加路加寫佢係一個女徒
[00:09:37.000 --> 00:09:39.000]  女徒係咩呢
[00:09:39.000 --> 00:09:41.000]  就係女人門徒
[00:09:41.000 --> 00:09:42.000]  係咪呀
[00:09:42.000 --> 00:09:44.000]  一個女性嘅門徒
[00:09:44.000 --> 00:09:46.000]  佢被確認
[00:09:46.000 --> 00:09:49.000]  被新約聖經確認成為一個呢
[00:09:49.000 --> 00:09:52.000]  耶穌基督女性嘅門徒
[00:09:52.000 --> 00:09:53.000]  點解
[00:09:53.000 --> 00:09:56.000]  因為佢所行所做嘅
[00:09:56.000 --> 00:09:58.000]  係帶著愛心
[00:09:58.000 --> 00:10:02.000]  佢嘅愛心係招聚咗一大班嘅人
[00:10:02.000 --> 00:10:03.000]  喺嗰度
[00:10:03.000 --> 00:10:05.000]  佢招聚咗班貧窮嘅人
[00:10:05.000 --> 00:10:09.000]  耶穌話佢嘅福音要畀貧窮嘅人
[00:10:09.000 --> 00:10:12.000]  嗰啲弱小嘅嗰啲隔傷嘅蘆葦佢唔截斷
[00:10:12.000 --> 00:10:15.000]  將殘嘅燈火佢唔催滅
[00:10:15.000 --> 00:10:16.000]  佢係將佢哋招聚
[00:10:16.000 --> 00:10:18.000]  讓佢哋被建立
[00:10:18.000 --> 00:10:22.000]  多加按著耶穌嘅吩咐
[00:10:22.000 --> 00:10:23.000]  做緊一啲咁嘅事
[00:10:23.000 --> 00:10:28.000]  呢度聖經話佢講行善事多施周濟
[00:10:28.000 --> 00:10:31.000]  講行善事就係做好多好事啦
[00:10:31.000 --> 00:10:32.000]  祝福人啦
[00:10:32.000 --> 00:10:33.000]  做衫畀人啦
[00:10:33.000 --> 00:10:34.000]  嗰啲係佢嘅證據啦
[00:10:34.000 --> 00:10:36.000]  做女衣外衣畀人啦
[00:10:36.000 --> 00:10:38.000]  多施周濟係咩呢
[00:10:38.000 --> 00:10:40.000]  周濟多啲係講緊錢銀啦
[00:10:40.000 --> 00:10:42.000]  一啲物質上面嘅供應啦
[00:10:42.000 --> 00:10:44.000]  所以喺人貧窮嘅時候
[00:10:44.000 --> 00:10:45.000]  佢有嘅時候
[00:10:45.000 --> 00:10:46.000]  佢就幫補人啦
[00:10:46.000 --> 00:10:48.000]  佢就施雨啦
[00:10:48.000 --> 00:10:53.000]  呢啲係多加嘅一個行動
[00:10:53.000 --> 00:10:56.000]  佢喺愛心裏面嘅行動
[00:10:56.000 --> 00:10:57.000]  今日弟兄姊妹
[00:10:57.000 --> 00:10:59.000]  我哋用乜嘢嘅行動
[00:10:59.000 --> 00:11:02.000]  係去將人帶到上帝嘅面前呢
[00:11:02.000 --> 00:11:04.000]  你有冇愛心嘅行動
[00:11:04.000 --> 00:11:06.000]  將人帶到上帝嘅面前呢
[00:11:06.000 --> 00:11:09.000]  我有一個會友
[00:11:09.000 --> 00:11:12.000]  佢好大年紀先信耶穌
[00:11:12.000 --> 00:11:14.000]  其實佢
[00:11:14.000 --> 00:11:17.000]  我諗佢信耶穌嗰時係六十幾歲
[00:11:17.000 --> 00:11:20.000]  係佢啲仔女已經做緊牧師嘅時候
[00:11:20.000 --> 00:11:24.000]  佢哋帶下帶下好想帶佢媽媽
[00:11:24.000 --> 00:11:26.000]  我哋就同小祖一齊
[00:11:26.000 --> 00:11:30.000]  搞啲懇親晚會
[00:11:30.000 --> 00:11:32.000]  請佢哋啲家長嚟
[00:11:32.000 --> 00:11:34.000]  之後我哋就去探訪佢
[00:11:34.000 --> 00:11:36.000]  去信主
[00:11:36.000 --> 00:11:38.000]  有一日呢個老人家
[00:11:38.000 --> 00:11:40.000]  我就問佢
[00:11:40.000 --> 00:11:41.000]  你辛苦唔辛苦呀
[00:11:41.000 --> 00:11:43.000]  因為佢都好多仔女嚟去度食飯
[00:11:43.000 --> 00:11:46.000]  佢話我唔會好辛苦
[00:11:46.000 --> 00:11:49.000]  佢話我一日去買三次餸
[00:11:49.000 --> 00:11:52.000]  一日去街市買三次餸
[00:11:52.000 --> 00:11:55.000]  佢話我去三次
[00:11:55.000 --> 00:11:57.000]  我諗點解你去三次咁多呀
[00:11:57.000 --> 00:11:59.000]  佢話我第一次呢
[00:11:59.000 --> 00:12:01.000]  就買我自己屋企嘅餸
[00:12:01.000 --> 00:12:03.000]  第二次呢
[00:12:03.000 --> 00:12:05.000]  我就同阿女買餸
[00:12:05.000 --> 00:12:07.000]  第三次呢
[00:12:07.000 --> 00:12:10.000]  我就同我隔離屋嗰個婆婆買餸
[00:12:10.000 --> 00:12:12.000]  佢話因為我一次過呢
[00:12:12.000 --> 00:12:13.000]  我攞唔曬咁多
[00:12:13.000 --> 00:12:15.000]  所以我去三次街市
[00:12:15.000 --> 00:12:17.000]  買完一啲返嚟就去第二次
[00:12:17.000 --> 00:12:19.000]  就去第三次
[00:12:19.000 --> 00:12:20.000]  佢隔離有一個婆婆
[00:12:20.000 --> 00:12:22.000]  佢唔單止幫佢買餸
[00:12:22.000 --> 00:12:26.000]  佢係日日去幫婆婆抹地
[00:12:26.000 --> 00:12:27.000]  好唔好呀
[00:12:27.000 --> 00:12:29.000]  一個六十幾歲嘅人喎
[00:12:29.000 --> 00:12:31.000]  我而家都喺度籌賬緊喎
[00:12:31.000 --> 00:12:34.000]  因為我一直我媽媽喺處嘅時候
[00:12:34.000 --> 00:12:35.000]  過去呢十年呢
[00:12:35.000 --> 00:12:37.000]  我哋係由我媽媽九十歲開始呢
[00:12:37.000 --> 00:12:39.000]  我哋用工人
[00:12:39.000 --> 00:12:41.000]  有個工人姐姐幫手
[00:12:41.000 --> 00:12:43.000]  而家媽媽返去啦
[00:12:43.000 --> 00:12:45.000]  工人姐姐都要走啦
[00:12:45.000 --> 00:12:47.000]  咁我都喺度諗呀
[00:12:47.000 --> 00:12:49.000]  我可能要重拾家務喎
[00:12:49.000 --> 00:12:52.000]  我要重新嚟抹地抹窗喎
[00:12:52.000 --> 00:12:53.000]  得唔得呢
[00:12:53.000 --> 00:12:56.000]  我使唔使請返個鐘點嚟幫手呢
[00:12:56.000 --> 00:12:58.000]  都唔容易呀係咪呀
[00:12:58.000 --> 00:13:00.000]  因為六十幾歲要蹲要企呢
[00:13:00.000 --> 00:13:02.000]  都係有啲艱難
[00:13:02.000 --> 00:13:03.000]  但係呢個婆婆
[00:13:03.000 --> 00:13:05.000]  佢唔單止做好自己屋企
[00:13:05.000 --> 00:13:08.000]  佢去隔離屋幫呢個老人家
[00:13:08.000 --> 00:13:11.000]  其實佢住喺美孚㗎
[00:13:11.000 --> 00:13:14.000]  住喺美孚嘅老人家都唔係窮人呀
[00:13:14.000 --> 00:13:15.000]  係咪
[00:13:15.000 --> 00:13:18.000]  佢應該屋企都都都可以生活嘅
[00:13:18.000 --> 00:13:19.000]  但係呢
[00:13:19.000 --> 00:13:20.000]  呢個婆婆
[00:13:20.000 --> 00:13:24.000]  佢去幫隔離屋
[00:13:24.000 --> 00:13:25.000]  做呢啲嘢
[00:13:25.000 --> 00:13:29.000]  佢哋係一個用愛心去話畀人知
[00:13:29.000 --> 00:13:30.000]  我係基督徒
[00:13:30.000 --> 00:13:33.000]  我係愛你
[00:13:33.000 --> 00:13:34.000]  我關心你
[00:13:34.000 --> 00:13:35.000]  我好近
[00:13:35.000 --> 00:13:36.000]  我嚟幫下你
[00:13:36.000 --> 00:13:38.000]  聖經點講呢
[00:13:38.000 --> 00:13:40.000]  佢話從來冇人見過神
[00:13:40.000 --> 00:13:43.000]  當我哋彼此相愛嘅時候
[00:13:43.000 --> 00:13:45.000]  神就喺我哋中間
[00:13:45.000 --> 00:13:48.000]  人就會從我哋嘅身上見到耶穌
[00:13:48.000 --> 00:13:50.000]  我哋有時唔使講好多嘢
[00:13:50.000 --> 00:13:53.000]  我哋就咁樣帶領
[00:13:53.000 --> 00:13:58.000]  關係係女性一個好強嘅
[00:13:58.000 --> 00:14:01.000]  我哋嘅性格強點
[00:14:01.000 --> 00:14:04.000]  我哋可以建立關係
[00:14:04.000 --> 00:14:08.000]  我哋喺關係裏面會建立成一個好好嘅網絡
[00:14:08.000 --> 00:14:12.000]  而呢個網絡就正正係成為
[00:14:12.000 --> 00:14:14.000]  可以服侍主嘅地方
[00:14:14.000 --> 00:14:18.000]  生活裏面我時時都話畀會友聽
[00:14:18.000 --> 00:14:21.000]  你哋嘅同事你哋嘅家人
[00:14:21.000 --> 00:14:24.000]  我哋唔係好容易接觸得到
[00:14:24.000 --> 00:14:28.000]  係你哋用愛心去影響佢哋
[00:14:28.000 --> 00:14:31.000]  直至到有一日佢哋開放可以畀教會探訪
[00:14:31.000 --> 00:14:32.000]  咁我哋先至可以去
[00:14:32.000 --> 00:14:37.000]  如果唔係我哋就算我好有能力傳福音
[00:14:37.000 --> 00:14:39.000]  我接觸唔到佢
[00:14:39.000 --> 00:14:41.000]  你嘅同事喺你嘅office裏面
[00:14:41.000 --> 00:14:43.000]  我接觸唔到
[00:14:43.000 --> 00:14:45.000]  係需要你哋用愛心
[00:14:45.000 --> 00:14:49.000]  喺人需要嘅時候幫助佢
[00:14:49.000 --> 00:14:51.000]  按著嗰個需要
[00:14:51.000 --> 00:14:54.000]  你去祝福一啲嘅生命
[00:14:54.000 --> 00:14:58.000]  上帝嘅愛透過我哋延展出去
[00:14:58.000 --> 00:15:01.000]  係將人帶到上帝嘅面前
[00:15:01.000 --> 00:15:06.000]  我有一個姊妹係信主一段日子
[00:15:06.000 --> 00:15:10.000]  但係佢係一個好靜好靜嘅印尼華僑
[00:15:10.000 --> 00:15:12.000]  佢因為佢講嘢又帶啲口音
[00:15:12.000 --> 00:15:15.000]  所以佢時時都係好少說話講
[00:15:15.000 --> 00:15:21.000]  但係有一日佢帶咗佢一個街坊嚟教會
[00:15:21.000 --> 00:15:24.000]  呢個街坊呢佢係嚴重抑鬱
[00:15:24.000 --> 00:15:25.000]  時時都好唔開心
[00:15:25.000 --> 00:15:27.000]  因為佢幾十年街坊
[00:15:27.000 --> 00:15:29.000]  佢成日睇見佢抑鬱
[00:15:29.000 --> 00:15:30.000]  佢都冇辦法幫佢
[00:15:30.000 --> 00:15:32.000]  到佢自己信咗耶穌嘅時候
[00:15:32.000 --> 00:15:34.000]  佢覺得耶穌可以幫佢
[00:15:34.000 --> 00:15:36.000]  所以佢將佢帶嚟教會
[00:15:36.000 --> 00:15:39.000]  佢經過幾多艱難帶佢嚟我唔知
[00:15:39.000 --> 00:15:42.000]  但係到佢帶到嚟教會嘅時候
[00:15:42.000 --> 00:15:44.000]  我哋就可以工作
[00:15:44.000 --> 00:15:47.000]  呢一位姊妹呢佢嚴重抑鬱
[00:15:47.000 --> 00:15:50.000]  因為佢有個孫係勁亂
[00:15:50.000 --> 00:15:53.000]  所以佢自己又好唔開心
[00:15:53.000 --> 00:15:57.000]  佢一粒仔一粒孫大粒孫就勁亂
[00:15:57.000 --> 00:16:00.000]  佢嚟咗信咗耶穌之後呢
[00:16:00.000 --> 00:16:03.000]  佢一路佢嗰個精神狀態一路又好轉
[00:16:03.000 --> 00:16:07.000]  但係呢冇幾耐佢個仔就發現腦癌
[00:16:07.000 --> 00:16:09.000]  咁當時我哋都好擔心
[00:16:09.000 --> 00:16:11.000]  佢再受一個咁大嘅打擊
[00:16:11.000 --> 00:16:12.000]  嗰個毒仔嚟嘅
[00:16:12.000 --> 00:16:14.000]  即係佢有個女一個毒仔
[00:16:14.000 --> 00:16:17.000]  咁就好擔憂
[00:16:17.000 --> 00:16:20.000]  不過呢一位姊妹佢真係同我哋
[00:16:20.000 --> 00:16:24.000]  我哋一班嘅姊妹同佢一齊度過三年
[00:16:24.000 --> 00:16:27.000]  佢個仔由發病到死咗三年
[00:16:27.000 --> 00:16:29.000]  跑醫院啦
[00:16:29.000 --> 00:16:32.000]  好多時好時壞啦
[00:16:32.000 --> 00:16:35.000]  有時得到一個泡沫好似好啲啦好啲啦
[00:16:35.000 --> 00:16:38.000]  就係一聲佢又中火風呀咁
[00:16:38.000 --> 00:16:40.000]  咁就好多艱難
[00:16:40.000 --> 00:16:42.000]  喺呢啲嘅日子裏面
[00:16:42.000 --> 00:16:43.000]  上帝保守佢
[00:16:43.000 --> 00:16:46.000]  佢係一關一關咁捱過
[00:16:46.000 --> 00:16:48.000]  有一日佢同我講
[00:16:48.000 --> 00:16:51.000]  佢話林姑娘
[00:16:51.000 --> 00:16:53.000]  我如果唔係信咗耶穌
[00:16:53.000 --> 00:16:56.000]  呢一關我過唔到
[00:16:56.000 --> 00:17:00.000]  佢嘅社工同佢講
[00:17:00.000 --> 00:17:02.000]  你真係進步好多
[00:17:02.000 --> 00:17:04.000]  以前佢搞極都搞佢唔進步
[00:17:04.000 --> 00:17:07.000]  但係信咗耶穌佢改變
[00:17:07.000 --> 00:17:10.000]  一個唔識講嘢嘅老人家
[00:17:10.000 --> 00:17:13.000]  佢可以將一個生命改變
[00:17:13.000 --> 00:17:15.000]  我話畀你聽我退休之後呢
[00:17:15.000 --> 00:17:17.000]  我久不久返去見下佢哋
[00:17:17.000 --> 00:17:19.000]  佢哋而家呢個姊妹
[00:17:19.000 --> 00:17:20.000]  佢哋有一個
[00:17:20.000 --> 00:17:23.000]  我哋有女傳道會推動呢三人祈禱組
[00:17:23.000 --> 00:17:25.000]  佢哋三人就增至五人
[00:17:25.000 --> 00:17:27.000]  佢話佢哋五個人呢
[00:17:27.000 --> 00:17:31.000]  就時時祈完禱呢就出去行下嘅
[00:17:31.000 --> 00:17:34.000]  有時佢哋去樂富商場行下飲茶
[00:17:34.000 --> 00:17:37.000]  有時佢哋去世紀商場行下飲茶
[00:17:37.000 --> 00:17:40.000]  佢哋識得點去過佢哋自己嘅生活
[00:17:40.000 --> 00:17:41.000]  佢哋返嚟祈禱
[00:17:41.000 --> 00:17:44.000]  為家人祈禱帶領人祈禱
[00:17:44.000 --> 00:17:47.000]  但係然之後佢哋又自己可以過生活
[00:17:47.000 --> 00:17:50.000]  有一日我喺基督書樓就撞到呢一位
[00:17:50.000 --> 00:17:52.000]  曾經嚴重抑鬱嘅姊妹
[00:17:52.000 --> 00:17:54.000]  佢好開心見到我
[00:17:54.000 --> 00:17:56.000]  佢話林牧師真係好喇喺度見到你
[00:17:56.000 --> 00:17:58.000]  我話你嚟買書呀
[00:17:58.000 --> 00:17:59.000]  佢話係呀
[00:17:59.000 --> 00:18:02.000]  我帶我個女同女婿嚟
[00:18:02.000 --> 00:18:05.000]  佢話我個女女婿喺紐西蘭
[00:18:05.000 --> 00:18:08.000]  我帶咗佢哋信耶穌
[00:18:08.000 --> 00:18:10.000]  而家佢哋嚟香港
[00:18:10.000 --> 00:18:13.000]  我帶佢哋嚟買一啲書
[00:18:13.000 --> 00:18:14.000]  好唔好呀弟兄姊妹
[00:18:14.000 --> 00:18:16.000]  好唔好呀
[00:18:16.000 --> 00:18:17.000]  好呀係咪呀
[00:18:17.000 --> 00:18:19.000]  上帝嘅恩典
[00:18:19.000 --> 00:18:21.000]  上帝嘅大能
[00:18:21.000 --> 00:18:26.000]  係透過人嘅愛心傳展出去
