
[00:00:00.000 --> 00:00:02.000]  「大英姊妹主內平安」
[00:03:29.000 --> 00:03:33.000]  所以和我們有關係
[00:03:33.000 --> 00:03:37.000]  這是神學上所謂的原罪
[00:03:37.000 --> 00:03:39.000]  在CP51篇五節
[00:03:39.000 --> 00:03:41.000]  大衛已經很清楚知道
[00:03:41.000 --> 00:03:44.000]  「我是在罪孽裡生的」
[00:03:44.000 --> 00:03:48.000]  「在我母親懷胎的時候就有了罪」
[00:03:48.000 --> 00:03:49.000]  這句說話
[00:03:49.000 --> 00:03:51.000]  一些不熟神學不信主的人
[00:03:51.000 --> 00:03:53.000]  看上去覺得很奇怪
[00:03:53.000 --> 00:03:57.000]  嬰兒在母胎裡已經有罪
[00:03:57.000 --> 00:03:59.000]  真的說不通
[00:03:59.000 --> 00:04:02.000]  現在說的是一個罪的性
[00:04:02.000 --> 00:04:04.000]  不是罪的行為
[00:04:04.000 --> 00:04:07.000]  罪性在人墮落之後
[00:04:07.000 --> 00:04:09.000]  已經存在
[00:04:09.000 --> 00:04:11.000]  所以我們生出來的
[00:04:11.000 --> 00:04:13.000]  就是有罪性
[00:04:13.000 --> 00:04:14.000]  我經常說
[00:04:14.000 --> 00:04:16.000]  嬰兒生出來不會笑
[00:04:16.000 --> 00:04:18.000]  一定會哭
[00:04:18.000 --> 00:04:20.000]  一定會發脾氣
[00:04:20.000 --> 00:04:22.000]  沒東西吃就發脾氣
[00:04:22.000 --> 00:04:24.000]  在那裡吵
[00:04:24.000 --> 00:04:26.000]  到他成長的時候
[00:04:26.000 --> 00:04:29.000]  如果你不教他學好
[00:04:29.000 --> 00:04:30.000]  他一定會學壞
[00:04:30.000 --> 00:04:32.000]  因為他的貪婪
[00:04:32.000 --> 00:04:33.000]  他的自私
[00:04:33.000 --> 00:04:37.000]  那些原本的罪根就會走出來
[00:04:37.000 --> 00:04:38.000]  一定是
[00:04:38.000 --> 00:04:41.000]  那些貪婪自私妒忌仇恨
[00:04:41.000 --> 00:04:43.000]  那些不用人教
[00:04:43.000 --> 00:04:44.000]  不用人教
[00:04:44.000 --> 00:04:46.000]  這就是我們所說的原罪
[00:04:46.000 --> 00:04:49.000]  今天我看到《創世紀》第三章的時候
[00:04:49.000 --> 00:04:53.000]  我們看到這是人的墮落
[00:04:53.000 --> 00:04:54.000]  人的墮落
[00:04:54.000 --> 00:04:56.000]  是罪的開始
[00:04:56.000 --> 00:04:58.000]  罪的開始就是人的墮落
[00:04:58.000 --> 00:05:00.000]  就是講到亞當、夏娃犯罪
[00:05:00.000 --> 00:05:03.000]  我們教會內的小朋友
[00:05:03.000 --> 00:05:07.000]  都是讀到很熟悉這個故事
[00:05:07.000 --> 00:05:09.000]  英文有個字叫做
[00:05:09.000 --> 00:05:10.000]  Fall
[00:05:10.000 --> 00:05:12.000]  Fall的意思就是跌下來
[00:05:12.000 --> 00:05:15.000]  是墮落的意思
[00:05:15.000 --> 00:05:17.000]  大家可能都留意到
[00:05:17.000 --> 00:05:19.000]  在美國那邊
[00:05:19.000 --> 00:05:21.000]  Fall是解秋天
[00:05:21.000 --> 00:05:22.000]  他們不是叫Autumn
[00:05:22.000 --> 00:05:23.000]  叫做Fall
[00:05:23.000 --> 00:05:24.000]  為什麼呢
[00:05:24.000 --> 00:05:26.000]  可能是樹葉跌下來的意思
[00:05:26.000 --> 00:05:30.000]  講到這個罪的開始
[00:05:30.000 --> 00:05:32.000]  人的墮落的時候
[00:05:32.000 --> 00:05:34.000]  有幾個神學上的難題
[00:05:34.000 --> 00:05:36.000]  很多時候我們都會問
[00:05:36.000 --> 00:05:38.000]  我們小時候都會問傳道
[00:05:38.000 --> 00:05:40.000]  問目者
[00:05:40.000 --> 00:05:43.000]  上帝做這個伊甸園這麼美好
[00:05:43.000 --> 00:05:44.000]  這個世界這麼美好
[00:05:44.000 --> 00:05:47.000]  為什麼放一條蛇在這裡呢
[00:05:47.000 --> 00:05:50.000]  為什麼放一棵樹在這裡呢
[00:05:50.000 --> 00:05:52.000]  這棵樹不是Johnny所說的
[00:05:52.000 --> 00:05:54.000]  結果指的葡萄樹
[00:05:54.000 --> 00:05:58.000]  這個叫做分辨善惡的樹
[00:05:58.000 --> 00:06:00.000]  在和合部修地板就說
[00:06:00.000 --> 00:06:02.000]  是叫做知善惡的樹
[00:06:02.000 --> 00:06:03.000]  知道善惡
[00:06:03.000 --> 00:06:05.000]  The knowledge of good and evil
[00:06:05.000 --> 00:06:07.000]  知道善惡的樹
[00:06:07.000 --> 00:06:08.000]  我們經常都說
[00:06:08.000 --> 00:06:10.000]  是不是這麼大作弄
[00:06:10.000 --> 00:06:13.000]  神學上這個真的是一個難題
[00:06:13.000 --> 00:06:15.000]  為什麼要搞這麼多東西
[00:06:15.000 --> 00:06:17.000]  譬如我明明想減肥
[00:06:17.000 --> 00:06:19.000]  你放一碟蛋糕在這裡
[00:06:19.000 --> 00:06:21.000]  我想減肥你帶我去吃自助餐
[00:06:21.000 --> 00:06:23.000]  你就是在作弄我
[00:06:23.000 --> 00:06:25.000]  你就是在引誘我
[00:06:25.000 --> 00:06:27.000]  我們看聖經的時候
[00:06:27.000 --> 00:06:28.000]  我們經常都說
[00:06:28.000 --> 00:06:29.000]  不要問為什麼
[00:06:29.000 --> 00:06:32.000]  因為上帝的意念高過我們的意念
[00:06:32.000 --> 00:06:34.000]  這個不是逃避了的問題
[00:06:34.000 --> 00:06:37.000]  而是無謂去這些問題去鑽牛角尖
[00:06:37.000 --> 00:06:40.000]  因為我們不會有一個答案
[00:06:40.000 --> 00:06:43.000]  但是上帝所做每一樣東西
[00:06:43.000 --> 00:06:45.000]  是有祂的意思在裡面
[00:06:45.000 --> 00:06:48.000]  所以當我們看到聖經有難題的時候
[00:06:48.000 --> 00:06:49.000]  我們解決不了的時候
[00:06:49.000 --> 00:06:50.000]  我們想一想
[00:06:50.000 --> 00:06:52.000]  這件事對我來說有什麼意義
[00:06:52.000 --> 00:06:55.000]  有什麼意義
[00:06:55.000 --> 00:06:58.000]  還有什麼結果
[00:06:58.000 --> 00:07:00.000]  這個是我們要去探討的
[00:07:00.000 --> 00:07:02.000]  最大到死亡
[00:07:02.000 --> 00:07:04.000]  死亡帶來上帝的救贖
[00:07:04.000 --> 00:07:09.000]  這個是意義和結果
[00:07:09.000 --> 00:07:11.000]  就不要追問上帝
[00:07:11.000 --> 00:07:12.000]  為什麼擺棵樹在這裡
[00:07:12.000 --> 00:07:14.000]  為什麼擺一條蛇在這裡
[00:07:14.000 --> 00:07:17.000]  這個不是我們人的意念
[00:07:17.000 --> 00:07:19.000]  是可以完全理解
[00:07:19.000 --> 00:07:21.000]  當然你有很多很多神學的思想
[00:07:21.000 --> 00:07:24.000]  嘗試去解答這個問題
[00:07:24.000 --> 00:07:27.000]  但都給不了我們一個很滿足的答案
[00:07:27.000 --> 00:07:30.000]  但有一樣東西我們很清楚知道的就是
[00:07:30.000 --> 00:07:33.000]  Significance其中一個就是自由意志
[00:07:33.000 --> 00:07:39.000]  上帝從來都給我們一個自由意志去選擇
[00:07:39.000 --> 00:07:43.000]  亞當夏娃是有選擇
[00:07:43.000 --> 00:07:48.000]  他可以選擇不去吃這棵樹的果子
[00:07:48.000 --> 00:07:50.000]  是有個選擇
[00:07:50.000 --> 00:07:54.000]  其實我們在世界上是有選擇
[00:07:54.000 --> 00:07:56.000]  如果一個人沒有了選擇
[00:07:56.000 --> 00:07:59.000]  其實人生就沒有什麼樂趣
[00:07:59.000 --> 00:08:01.000]  因為我們有選擇
[00:08:01.000 --> 00:08:04.000]  選擇有時候我們選錯
[00:08:04.000 --> 00:08:06.000]  有時候選對
[00:08:06.000 --> 00:08:08.000]  買條裙子紅色也好
[00:08:08.000 --> 00:08:09.000]  藍色也好
[00:08:09.000 --> 00:08:10.000]  這些可能你要選錯
[00:08:10.000 --> 00:08:12.000]  但這些很小事
[00:08:12.000 --> 00:08:15.000]  選錯老公就很大件事
[00:08:15.000 --> 00:08:17.000]  我們人生當中有很多時候
[00:08:17.000 --> 00:08:19.000]  我們去選擇的時候
[00:08:19.000 --> 00:08:20.000]  有些是影響我們一生
[00:08:20.000 --> 00:08:22.000]  有些是影響我們很少
[00:08:22.000 --> 00:08:23.000]  有些是回不了頭
[00:08:23.000 --> 00:08:24.000]  有些是回不了頭
[00:08:24.000 --> 00:08:26.000]  但是我們有得選擇
[00:08:26.000 --> 00:08:28.000]  如果有一天我們沒有選擇的話
[00:08:28.000 --> 00:08:30.000]  人生就很沒有意義了
[00:08:30.000 --> 00:08:32.000]  我們沒有選擇
[00:08:32.000 --> 00:08:34.000]  就好像失去了自由一樣
[00:08:34.000 --> 00:08:37.000]  某些國家在政權下面
[00:08:37.000 --> 00:08:39.000]  我們是沒有了自由
[00:08:39.000 --> 00:08:41.000]  沒有了選擇
[00:08:41.000 --> 00:08:44.000]  說話一定要說一套
[00:08:44.000 --> 00:08:45.000]  做一定要做一套
[00:08:45.000 --> 00:08:46.000]  沒得選擇
[00:08:46.000 --> 00:08:48.000]  但上帝說不是
[00:08:48.000 --> 00:08:51.000]  我給你一個自由意志
[00:08:51.000 --> 00:08:53.000]  所以我們從這個角度去看
[00:08:53.000 --> 00:08:54.000]  是正面的
[00:08:54.000 --> 00:08:57.000]  上帝是給我們一個自由意志去選擇
[00:08:57.000 --> 00:09:00.000]  而不是故意陷我們不義
[00:09:00.000 --> 00:09:02.000]  這麼大一棵樹
[00:09:02.000 --> 00:09:03.000]  一條蛇
[00:09:03.000 --> 00:09:05.000]  我們要從這個角度去看
[00:09:05.000 --> 00:09:08.000]  《雅各書》一章十三節十五節
[00:09:08.000 --> 00:09:10.000]  這裡說得很清楚
[00:09:10.000 --> 00:09:12.000]  它說人被誘惑
[00:09:12.000 --> 00:09:15.000]  不可說我是被上帝誘惑
[00:09:15.000 --> 00:09:19.000]  其實一個誘惑不是上帝要誘惑我們
[00:09:19.000 --> 00:09:23.000]  因為上帝是不被惡誘惑也不誘惑人
[00:09:23.000 --> 00:09:24.000]  我覺得很清楚
[00:09:24.000 --> 00:09:27.000]  誘惑這件事
[00:09:27.000 --> 00:09:30.000]  試探也好
[00:09:30.000 --> 00:09:31.000]  誘惑
[00:09:31.000 --> 00:09:33.000]  不是從上帝而來
[00:09:33.000 --> 00:09:35.000]  我經常說的是試煉
[00:09:35.000 --> 00:09:36.000]  就是上帝
[00:09:36.000 --> 00:09:39.000]  上帝要煉到我們更加行
[00:09:39.000 --> 00:09:40.000]  更加靠他
[00:09:40.000 --> 00:09:42.000]  或者可以說煉到我們
[00:09:42.000 --> 00:09:44.000]  更加覺得自己不行
[00:09:44.000 --> 00:09:46.000]  我們更加要靠神
[00:09:46.000 --> 00:09:48.000]  但是真的誘惑
[00:09:48.000 --> 00:09:52.000]  是從魔鬼而來
[00:09:52.000 --> 00:09:54.000]  每一個人被誘惑
[00:09:54.000 --> 00:09:57.000]  是因自己的私慾牽引而被誘惑
[00:09:57.000 --> 00:10:00.000]  原來為什麼我們會被誘惑
[00:10:00.000 --> 00:10:03.000]  為什麼會被誘惑去試探
[00:10:03.000 --> 00:10:07.000]  就因為我們裡面那些私慾
[00:10:07.000 --> 00:10:09.000]  稍後會說多一點
[00:10:09.000 --> 00:10:10.000]  被誘惑出來
[00:10:10.000 --> 00:10:12.000]  帶了出來
[00:10:12.000 --> 00:10:14.000]  私慾就懷了胎
[00:10:14.000 --> 00:10:16.000]  就生了罪
[00:10:16.000 --> 00:10:18.000]  罪成長就出了死
[00:10:18.000 --> 00:10:22.000]  原來這三樣東西是結連的
[00:10:22.000 --> 00:10:24.000]  就是我們的私慾
[00:10:24.000 --> 00:10:26.000]  令到我們犯罪
[00:10:26.000 --> 00:10:30.000]  而犯罪令到我們死
[00:10:30.000 --> 00:10:32.000]  這個就是
[00:10:32.000 --> 00:10:34.000]  聖經說得很清楚給我們聽
[00:10:34.000 --> 00:10:37.000]  墮落的原因
[00:10:37.000 --> 00:10:42.000]  這個誘惑這個字temptation
[00:10:42.000 --> 00:10:46.000]  在原文希臘文是parismal
[00:10:46.000 --> 00:10:48.000]  parismal這個字就是試探
[00:10:48.000 --> 00:10:50.000]  是誘惑的意思
[00:10:50.000 --> 00:10:51.000]  而這個慾望
[00:10:51.000 --> 00:10:54.000]  這個所謂私慾desire
[00:10:54.000 --> 00:10:57.000]  英文譯原文就是epithymia
[00:10:57.000 --> 00:10:59.000]  epithymia這個字就是
[00:10:59.000 --> 00:11:00.000]  一個私慾
[00:11:00.000 --> 00:11:01.000]  這個慾望
[00:11:01.000 --> 00:11:03.000]  這個慾望未必是不好的
[00:11:03.000 --> 00:11:04.000]  我慾望是什麼
[00:11:04.000 --> 00:11:06.000]  我望我望子成龍
[00:11:06.000 --> 00:11:08.000]  我希望我子女入樓津劍橋
[00:11:08.000 --> 00:11:10.000]  但這個你都可以為一個desire
[00:11:10.000 --> 00:11:12.000]  但很多時候人的desire
[00:11:12.000 --> 00:11:14.000]  整整下就變了一個罪
[00:11:14.000 --> 00:11:16.000]  我就叫做一個情慾或者私慾
[00:11:16.000 --> 00:11:19.000]  英文有個字叫lust
[00:11:19.000 --> 00:11:21.000]  就是不好的
[00:11:21.000 --> 00:11:23.000]  所以聖經所說的epithymia
[00:11:23.000 --> 00:11:24.000]  是不好那邊的
[00:11:24.000 --> 00:11:26.000]  不是你的什麼希望
[00:11:26.000 --> 00:11:28.000]  不是你的什麼大志期望
[00:11:28.000 --> 00:11:29.000]  不是說那些
[00:11:29.000 --> 00:11:32.000]  這些慾望是帶著罪的
[00:11:32.000 --> 00:11:34.000]  所以那個結果是什麼呢
[00:11:34.000 --> 00:11:36.000]  就是sin就是罪
[00:11:36.000 --> 00:11:38.000]  希臘文就是hamasci
[00:11:38.000 --> 00:11:40.000]  而到最後就是death
[00:11:40.000 --> 00:11:42.000]  thenatua就是希臘文
[00:11:42.000 --> 00:11:43.000]  今天不是教希臘文
[00:11:43.000 --> 00:11:45.000]  只不過說希臘文很清楚
[00:11:45.000 --> 00:11:47.000]  分了這幾樣東西的私貪
[00:11:47.000 --> 00:11:49.000]  因為你的私慾
[00:11:49.000 --> 00:11:50.000]  而帶到你去犯罪
[00:11:50.000 --> 00:11:53.000]  而犯罪的結果就是死亡
[00:11:53.000 --> 00:11:58.000]  在加拿大書五章二十四節
[00:11:58.000 --> 00:12:02.000]  他說犯屬基督耶穌的人
[00:12:02.000 --> 00:12:06.000]  是已經把肉體的邪情私慾
[00:12:06.000 --> 00:12:08.000]  和釘在十字架上
[00:12:08.000 --> 00:12:11.000]  他說提醒我們信了主的人
[00:12:11.000 --> 00:12:14.000]  我們將我們的邪情私慾
[00:12:14.000 --> 00:12:16.000]  和釘在十字架
[00:12:16.000 --> 00:12:18.000]  私慾就是epithymia
[00:12:18.000 --> 00:12:20.000]  大家知道什麼是邪情
[00:12:20.000 --> 00:12:24.000]  邪情其實不一定這麼邪
[00:12:24.000 --> 00:12:27.000]  邪情那一字原來就是passion
[00:12:27.000 --> 00:12:31.000]  passion不是不好
[00:12:31.000 --> 00:12:35.000]  你說我對熱愛一件事
[00:12:35.000 --> 00:12:37.000]  我對那件事有passion
[00:12:37.000 --> 00:12:39.000]  大雄對音樂有passion
[00:12:39.000 --> 00:12:41.000]  不是不好 是不是
[00:12:41.000 --> 00:12:42.000]  這不是邪情
[00:12:42.000 --> 00:12:43.000]  但是聖經有邪情
[00:12:43.000 --> 00:12:45.000]  因為他這裡說其實就是
[00:12:45.000 --> 00:12:47.000]  人的屬世的passion
[00:12:47.000 --> 00:12:49.000]  是會將我們帶到
[00:12:49.000 --> 00:12:53.000]  我們很容易離開了上帝
[00:12:53.000 --> 00:12:55.000]  這叫屬世
[00:12:55.000 --> 00:12:58.000]  因為我將放在世界最重要
[00:12:58.000 --> 00:13:01.000]  我們太緊張那些世上的事
[00:13:01.000 --> 00:13:04.000]  最奇怪就是passion那個字
[00:13:04.000 --> 00:13:06.000]  原文
[00:13:06.000 --> 00:13:10.000]  它那個字其實是受苦的意思
[00:13:10.000 --> 00:13:12.000]  passion可以解作受苦
[00:13:12.000 --> 00:13:17.000]  那齣耶穌受難那齣戲
[00:13:17.000 --> 00:13:19.000]  the passion of Christ
[00:13:19.000 --> 00:13:23.000]  passion未必是這麼正面
[00:13:23.000 --> 00:13:25.000]  很多時候我們要被世上
[00:13:25.000 --> 00:13:28.000]  一些物質困擾著
[00:13:28.000 --> 00:13:31.000]  令我們覺得很苦
[00:13:31.000 --> 00:13:33.000]  是不是 很苦
[00:13:33.000 --> 00:13:34.000]  寶寶還沒出世
[00:13:34.000 --> 00:13:37.000]  我們已經想好搬去哪一區
[00:13:37.000 --> 00:13:39.000]  找一所學校
[00:13:39.000 --> 00:13:41.000]  很苦 這種生活
[00:13:41.000 --> 00:13:42.000]  你明白嗎
[00:13:42.000 --> 00:13:45.000]  我們被這些東西包圍著
[00:13:45.000 --> 00:13:47.000]  工作很忙
[00:13:47.000 --> 00:13:49.000]  令我們一家人從來都不一起
[00:13:49.000 --> 00:13:50.000]  吃飯的夜晚
[00:13:50.000 --> 00:13:53.000]  這個其實是suffering
[00:13:53.000 --> 00:13:55.000]  不是你熱愛工作的意思
[00:13:55.000 --> 00:13:56.000]  你明白嗎
[00:13:56.000 --> 00:13:57.000]  所以passion這個字
[00:13:57.000 --> 00:13:58.000]  其實是suffering的意思
[00:13:58.000 --> 00:14:01.000]  其實是肉體帶到捆綁著我們
[00:14:01.000 --> 00:14:02.000]  當我們上耶穌之後
[00:14:02.000 --> 00:14:04.000]  我們將這些的passion
[00:14:04.000 --> 00:14:06.000]  和這個desire
[00:14:06.000 --> 00:14:07.000]  就是邪情私慾
[00:14:07.000 --> 00:14:08.000]  中文是這樣譯
[00:14:08.000 --> 00:14:10.000]  其實是激情和私慾
[00:14:10.000 --> 00:14:13.000]  釘在十字架上
[00:14:13.000 --> 00:14:14.000]  這些東西放在一旁
[00:14:14.000 --> 00:14:17.000]  釘在十字架上
[00:14:17.000 --> 00:14:19.000]  這個就是告訴我們
[00:14:19.000 --> 00:14:21.000]  人的罪是從什麼而來呢
[00:14:21.000 --> 00:14:24.000]  是從我們個人的私慾
[00:14:24.000 --> 00:14:25.000]  Epiphany
[00:14:25.000 --> 00:14:28.000]  從我們對世上的激情
[00:14:28.000 --> 00:14:30.000]  那些passion都帶出來
[00:14:30.000 --> 00:14:32.000]  約翰一書二章十五十七
[00:14:32.000 --> 00:14:33.000]  大家很熟悉這段聖經
[00:14:33.000 --> 00:14:35.000]  他講得很清楚這個世界是什麼
[00:14:35.000 --> 00:14:39.000]  他說不要愛世界和世上的東西
[00:14:39.000 --> 00:14:41.000]  不要love the world
[00:14:41.000 --> 00:14:43.000]  若有人愛世界
[00:14:43.000 --> 00:14:45.000]  愛父的心就不在他裡面
[00:14:45.000 --> 00:14:46.000]  一定是的
[00:14:46.000 --> 00:14:47.000]  你說不是 我又愛世界
[00:14:47.000 --> 00:14:49.000]  又愛神 行不行
[00:14:49.000 --> 00:14:51.000]  是計數
[00:14:51.000 --> 00:14:53.000]  數學來說是mutually exclusive
[00:14:53.000 --> 00:14:55.000]  即是說你一樣是有的
[00:14:55.000 --> 00:14:57.000]  第二樣就不可以有
[00:14:57.000 --> 00:14:58.000]  不可以兩者
[00:14:58.000 --> 00:14:59.000]  不是有些宅界的地方
[00:14:59.000 --> 00:15:01.000]  你又可以愛世界
[00:15:01.000 --> 00:15:06.000]  又可以愛上帝
[00:15:06.000 --> 00:15:07.000]  愛世界
[00:15:07.000 --> 00:15:10.000]  世界將你帶離了
[00:15:10.000 --> 00:15:11.000]  離開了真道
[00:15:11.000 --> 00:15:14.000]  你離開了神
[00:15:14.000 --> 00:15:16.000]  你放很多時間在工作上
[00:15:16.000 --> 00:15:17.000]  子女上
[00:15:17.000 --> 00:15:20.000]  你就不會放很多時間在上帝那裡
[00:15:20.000 --> 00:15:21.000]  你唯一放時間在上帝那裡
[00:15:21.000 --> 00:15:22.000]  你工作有困難
[00:15:22.000 --> 00:15:23.000]  子女有困難的時候
[00:15:23.000 --> 00:15:24.000]  你就祈禱
[00:15:24.000 --> 00:15:25.000]  你是這麼多而已
[00:15:25.000 --> 00:15:28.000]  平時就不記得上帝
[00:15:28.000 --> 00:15:31.000]  因為凡世上的東西
[00:15:31.000 --> 00:15:32.000]  講幾樣
[00:15:32.000 --> 00:15:33.000]  三樣東西
[00:15:33.000 --> 00:15:35.000]  就是肉體的情慾
[00:15:35.000 --> 00:15:36.000]  眼目的情慾
[00:15:36.000 --> 00:15:38.000]  和今生的驕傲
[00:15:38.000 --> 00:15:39.000]  不是從父而來
[00:15:39.000 --> 00:15:40.000]  這些是屬世的東西
[00:15:40.000 --> 00:15:43.000]  而是從世界而來
[00:15:43.000 --> 00:15:45.000]  這世界和世上的情慾要消逝
[00:15:45.000 --> 00:15:47.000]  唯獨要遵行上帝自己的永遠上傳
[00:15:47.000 --> 00:15:49.000]  就是告訴我們一件事
[00:15:49.000 --> 00:15:52.000]  就是肉體的情慾
[00:15:52.000 --> 00:15:54.000]  眼目的情慾
[00:15:54.000 --> 00:15:56.000]  和今生的驕傲
[00:15:56.000 --> 00:15:59.000]  這是三大事件
[00:15:59.000 --> 00:16:01.000]  三大私慾
[00:16:01.000 --> 00:16:04.000]  今天我們講墮落
[00:16:04.000 --> 00:16:06.000]  我們看《創世紀》第三章
[00:16:06.000 --> 00:16:07.000]  一至七
[00:16:07.000 --> 00:16:11.000]  我不是選《創世紀》做經文
[00:16:11.000 --> 00:16:13.000]  但我們當然是講《創世紀》
[00:16:13.000 --> 00:16:15.000]  其實墮落的故事
[00:16:15.000 --> 00:16:17.000]  大家都很熟悉
[00:16:17.000 --> 00:16:19.000]  耶穌說上帝所做的
[00:16:19.000 --> 00:16:22.000]  唯有蛇比田野一切的走獸更狡猾
[00:16:22.000 --> 00:16:24.000]  其實這個蛇
[00:16:24.000 --> 00:16:25.000]  其實是魔鬼
[00:16:25.000 --> 00:16:26.000]  魔鬼的化身
[00:16:26.000 --> 00:16:28.000]  不是今天我們看到的蛇
[00:16:28.000 --> 00:16:30.000]  蛇是很多人害怕的
[00:16:30.000 --> 00:16:31.000]  我也很怕蛇
[00:16:31.000 --> 00:16:32.000]  但有些人養蛇
[00:16:32.000 --> 00:16:34.000]  覺得蛇很可愛
[00:16:34.000 --> 00:16:36.000]  其實我覺得做蛇
[00:16:36.000 --> 00:16:38.000]  其實就真的
[00:16:38.000 --> 00:16:40.000]  就是被人冤枉
[00:16:40.000 --> 00:16:41.000]  覺得牠好像惡魔一樣
