
[00:00:00.000 --> 00:00:04.000]  今天我們又回到耶穌比喻的系列裡面
[00:03:29.000 --> 00:03:31.000]  剛才我們看那個比喻裡面
[00:03:31.000 --> 00:03:33.000]  財主和拉撒路
[00:03:33.000 --> 00:03:37.000]  他們很明顯是來自社會很不同的階層
[00:03:37.000 --> 00:03:40.000]  財主很有錢 拉撒路很窮
[00:03:40.000 --> 00:03:43.000]  這個財主不單止有錢
[00:03:43.000 --> 00:03:46.000]  而且他的身份應該是一個羅馬官員
[00:03:46.000 --> 00:03:49.000]  因為他是穿紫色的袍
[00:03:49.000 --> 00:03:52.000]  紫色的袍是當時的皇室
[00:03:52.000 --> 00:03:55.000]  或者是一些高級的官員
[00:03:55.000 --> 00:03:57.000]  他們才會穿的
[00:03:57.000 --> 00:04:00.000]  所以比喻裡面的財主是一個有權有勢
[00:04:00.000 --> 00:04:02.000]  又有錢的人
[00:04:02.000 --> 00:04:05.000]  經文形容他天天車華燕樂
[00:04:05.000 --> 00:04:10.000]  剛才讀了一句窮的拉撒路就沒機會天天車華燕樂了
[00:04:10.000 --> 00:04:14.000]  他不單止天天大魚大肉大吃大喝
[00:04:14.000 --> 00:04:16.000]  是每一天
[00:04:16.000 --> 00:04:20.000]  是一種很誇張的形容手法
[00:04:20.000 --> 00:04:22.000]  至於拉撒路
[00:04:22.000 --> 00:04:25.000]  我們留意一下這個是比喻的拉撒路
[00:04:25.000 --> 00:04:27.000]  是一個虛構人物
[00:04:27.000 --> 00:04:30.000]  不是約翰福音有另外一個拉撒路
[00:04:30.000 --> 00:04:34.000]  約翰福音那個是馬大馬利亞的弟弟拉撒路
[00:04:34.000 --> 00:04:36.000]  那個是真的人物
[00:04:36.000 --> 00:04:38.000]  那個也沒有那麼窮
[00:04:38.000 --> 00:04:40.000]  因為他們可以請耶穌和門徒吃飯
[00:04:40.000 --> 00:04:46.000]  但是這個比喻裡面的拉撒路是怎樣形容他的呢
[00:04:46.000 --> 00:04:49.000]  這個字的意思
[00:04:49.000 --> 00:04:51.000]  這個名字的意思
[00:04:51.000 --> 00:04:53.000]  拉撒路是解「上帝幫助」
[00:04:53.000 --> 00:04:55.000]  所以耶穌說這個比喻的時候
[00:04:55.000 --> 00:04:57.000]  他選這個名字
[00:04:57.000 --> 00:05:00.000]  其實可能要表達一個訊息
[00:05:00.000 --> 00:05:06.000]  是告訴人們上帝是怎樣去幫助窮佛的人
[00:05:06.000 --> 00:05:10.000]  拉撒路和財主是一個很強烈的對比
[00:05:10.000 --> 00:05:13.000]  他是一個經文形容他是土犯
[00:05:13.000 --> 00:05:15.000]  他是乞丐
[00:05:15.000 --> 00:05:25.000]  他是等主人財主在桌子上掉下來的碎食
[00:05:25.000 --> 00:05:28.000]  剩下不吃的東西來充饑
[00:05:28.000 --> 00:05:33.000]  不過當然他不是真的坐在財主的桌子下面
[00:05:33.000 --> 00:05:35.000]  因為經文說他在門口
[00:05:35.000 --> 00:05:37.000]  門口就不是桌子
[00:05:37.000 --> 00:05:40.000]  他也不會有機會進去財主的房子
[00:05:40.000 --> 00:05:43.000]  因為我們剛才也說不同的階級是不會來往的
[00:05:43.000 --> 00:05:45.000]  所以很可能是怎樣呢
[00:05:45.000 --> 00:05:48.000]  其實是剩下的冷飯菜汁
[00:05:48.000 --> 00:05:49.000]  骨頭不要的時候
[00:05:49.000 --> 00:05:52.000]  那些僕人就會拿出去門口丟
[00:05:52.000 --> 00:05:56.000]  Swingdon在幾個月前就開始回收廚餘了
[00:05:56.000 --> 00:05:59.000]  不知道大家是不是一開始也有點不習慣
[00:05:59.000 --> 00:06:02.000]  要將你吃完的東西要分類
[00:06:02.000 --> 00:06:06.000]  你吃剩的骨頭不要的冷飯菜汁
[00:06:06.000 --> 00:06:08.000]  就要放在我們的廚餘箱
[00:06:08.000 --> 00:06:12.000]  那其他的垃圾就要丟到垃圾桶
[00:06:12.000 --> 00:06:14.000]  你想像一下
[00:06:14.000 --> 00:06:17.000]  廚餘箱通常會放在哪裡
[00:06:17.000 --> 00:06:19.000]  你不會放在家裡的
[00:06:19.000 --> 00:06:20.000]  發臭的
[00:06:20.000 --> 00:06:23.000]  那你當然是包好就放在家外
[00:06:23.000 --> 00:06:26.000]  放在你花園外 門口外
[00:06:26.000 --> 00:06:27.000]  你想像一下
[00:06:27.000 --> 00:06:28.000]  你的廚餘箱
[00:06:28.000 --> 00:06:31.000]  或者這個禮拜要拿出去一次回收
[00:06:31.000 --> 00:06:33.000]  拿出去之後
[00:06:33.000 --> 00:06:36.000]  有乞丐來找廚餘箱吃
[00:06:36.000 --> 00:06:38.000]  裡面的東西你找來吃
[00:06:38.000 --> 00:06:41.000]  你的感受 你感覺會是怎樣
[00:06:41.000 --> 00:06:43.000]  垃圾路就是這樣
[00:06:43.000 --> 00:06:46.000]  他就是要在門口
[00:06:46.000 --> 00:06:50.000]  拿一些財主不吃的東西來吃
[00:06:50.000 --> 00:06:51.000]  不單是這樣
[00:06:51.000 --> 00:06:55.000]  更加去形容到他渾身長瘡
[00:06:55.000 --> 00:06:58.000]  這個瘡不是大麻瘡
[00:06:58.000 --> 00:07:01.000]  是一種類似大麻瘡的病
[00:07:01.000 --> 00:07:05.000]  都是會令人很討厭的
[00:07:05.000 --> 00:07:07.000]  更加慘的就是
[00:07:07.000 --> 00:07:10.000]  他有狗來舔他的瘡
[00:07:10.000 --> 00:07:12.000]  想起都無感動
[00:07:12.000 --> 00:07:16.000]  狗在猶太人裡面被視為不潔
[00:07:16.000 --> 00:07:18.000]  所以你可以看到
[00:07:18.000 --> 00:07:21.000]  耶穌他要塑造
[00:07:21.000 --> 00:07:24.000]  垃圾路這個人物就是很窮
[00:07:24.000 --> 00:07:28.000]  很可憐 有病
[00:07:28.000 --> 00:07:30.000]  甚至是不潔
[00:07:30.000 --> 00:07:34.000]  甚至狗要跟他來搶吃
[00:07:34.000 --> 00:07:38.000]  還有最後他應該是殘障的
[00:07:38.000 --> 00:07:40.000]  因為他說二十節那裡
[00:07:40.000 --> 00:07:43.000]  是有人將他放在財主門口
[00:07:43.000 --> 00:07:44.000]  不是他自己走去的
[00:07:44.000 --> 00:07:45.000]  是有人將他擺在那裡
[00:07:45.000 --> 00:07:48.000]  即是說他應該是低的
[00:07:48.000 --> 00:07:49.000]  不能走的
[00:07:49.000 --> 00:07:52.000]  當時的社會殘障的
[00:07:52.000 --> 00:07:54.000]  他們沒有今天的社會保障
[00:07:54.000 --> 00:07:56.000]  沒有今天的傷殘津貼
[00:07:56.000 --> 00:07:58.000]  所以也是在社會裡面
[00:07:58.000 --> 00:08:01.000]  被歧視的一個人
[00:08:01.000 --> 00:08:03.000]  所以垃圾路和財主
[00:08:03.000 --> 00:08:06.000]  就是一個很不同階層的人
[00:08:06.000 --> 00:08:09.000]  雖然經文形容垃圾路都很仔細
[00:08:09.000 --> 00:08:11.000]  不過在這個比喻裡面
[00:08:11.000 --> 00:08:12.000]  他是一個配角來的
[00:08:12.000 --> 00:08:15.000]  因為他沒有對白 你看到下面
[00:08:15.000 --> 00:08:17.000]  他一句話都沒有說
[00:08:17.000 --> 00:08:20.000]  其實是要凸顯主角 財主
[00:08:20.000 --> 00:08:24.000]  跟阿伯拉罕的對話
[00:08:24.000 --> 00:08:28.000]  看到他們之間的差異是這麼大
[00:08:28.000 --> 00:08:30.000]  這個財主和垃圾路
[00:08:30.000 --> 00:08:33.000]  他在這裡形容這幅圖畫
[00:08:33.000 --> 00:08:34.000]  在這個比喻裡面
[00:08:34.000 --> 00:08:36.000]  十九到二十一節
[00:08:36.000 --> 00:08:38.000]  我剛剛就盡量去描述圖畫
[00:08:38.000 --> 00:08:40.000]  給大家去想像
[00:08:40.000 --> 00:08:41.000]  然後來到二十二節
[00:08:41.000 --> 00:08:46.000]  你就發覺一個命運大逆轉
[00:08:46.000 --> 00:08:49.000]  是一百八十度的改變
[00:08:49.000 --> 00:08:51.000]  逆轉的觸發點就是
[00:08:51.000 --> 00:08:53.000]  他們兩個都死了
[00:08:53.000 --> 00:08:57.000]  垃圾路和財主都死了
[00:08:57.000 --> 00:09:00.000]  但是很不同的地方就是
[00:09:00.000 --> 00:09:03.000]  垃圾路死了之後就享福
[00:09:03.000 --> 00:09:07.000]  而財主就受苦
[00:09:07.000 --> 00:09:11.000]  這裡說到垃圾路死了之後去了哪裡
[00:09:11.000 --> 00:09:14.000]  去了被天使帶去放在
[00:09:14.000 --> 00:09:16.000]  阿伯拉罕的懷裡面
[00:09:16.000 --> 00:09:19.000]  你會發覺突然間圖畫是很光明
[00:09:19.000 --> 00:09:24.000]  天使帶他去阿伯拉罕的懷裡面
[00:09:24.000 --> 00:09:27.000]  阿伯拉罕我們很熟悉這個人物
[00:09:27.000 --> 00:09:30.000]  他是以色列人的先祖
[00:09:30.000 --> 00:09:33.000]  不過其實最重要的
[00:09:33.000 --> 00:09:35.000]  無論是舊約和新約
[00:09:35.000 --> 00:09:38.000]  他不是純粹是阿伯拉罕的先祖
[00:09:38.000 --> 00:09:40.000]  而是因為他的信
[00:09:40.000 --> 00:09:42.000]  在舊約和新約都形容他
[00:09:42.000 --> 00:09:45.000]  因著他的信被稱為義
[00:09:45.000 --> 00:09:47.000]  被上帝稱為義
[00:09:47.000 --> 00:09:50.000]  所以在上文十三章也提到
[00:09:50.000 --> 00:09:53.000]  阿伯拉罕 以撒 雅各
[00:09:53.000 --> 00:09:56.000]  都是在天國裡面去坐席的
[00:09:56.000 --> 00:09:59.000]  現在垃圾路就帶到
[00:09:59.000 --> 00:10:01.000]  阿伯拉罕的懷裡了
[00:10:01.000 --> 00:10:04.000]  這個懷裡就不是我們中文字
[00:10:04.000 --> 00:10:06.000]  就是抱著他
[00:10:06.000 --> 00:10:08.000]  這個字可以是抱著他的
[00:10:08.000 --> 00:10:11.000]  不過這個字的意思原本是解
[00:10:11.000 --> 00:10:14.000]  側臥 即是側身這樣坐
[00:10:14.000 --> 00:10:16.000]  這個坐姿其實就是
[00:10:16.000 --> 00:10:18.000]  一個賢席裡面的坐姿
[00:10:18.000 --> 00:10:22.000]  所以其實他是在說
[00:10:22.000 --> 00:10:25.000]  垃圾路可以和阿伯拉罕一起
[00:10:25.000 --> 00:10:28.000]  在這個天國的賢席裡面
[00:10:28.000 --> 00:10:30.000]  即是坐在他旁邊
[00:10:30.000 --> 00:10:32.000]  剛才我們記得我們說過
[00:10:32.000 --> 00:10:35.000]  財主天天奢華 宴樂日都吃的
[00:10:35.000 --> 00:10:39.000]  但是垃圾路連在他桌子底下
[00:10:39.000 --> 00:10:41.000]  拿東西吃也沒有機會
[00:10:41.000 --> 00:10:44.000]  現在垃圾路居然和阿伯拉罕一起
[00:10:44.000 --> 00:10:47.000]  坐在天國的賢席
[00:10:47.000 --> 00:10:50.000]  很大的對比
[00:10:50.000 --> 00:10:52.000]  但是沒有這個財主份
[00:10:52.000 --> 00:10:54.000]  即是財主沒有份
[00:10:54.000 --> 00:10:55.000]  財主是怎樣呢
[00:10:55.000 --> 00:10:58.000]  財主就是陰間受苦
[00:10:58.000 --> 00:11:01.000]  陰間是舊約裡面的一個觀念
[00:11:01.000 --> 00:11:03.000]  他們猶太人的觀念就是
[00:11:03.000 --> 00:11:06.000]  人死了之後會去陰間受審判
[00:11:06.000 --> 00:11:08.000]  會去受苦
[00:11:08.000 --> 00:11:10.000]  不要說他不能坐賢席
[00:11:10.000 --> 00:11:12.000]  他連水都沒有
[00:11:12.000 --> 00:11:14.000]  這裡說到他可能
[00:11:14.000 --> 00:11:17.000]  已經被火燒到口乾
[00:11:17.000 --> 00:11:19.000]  他說都求阿伯拉罕
[00:11:19.000 --> 00:11:21.000]  打垃圾路給點水
[00:11:21.000 --> 00:11:24.000]  即是給一點點水他舔一下
[00:11:24.000 --> 00:11:26.000]  都沒有
[00:11:26.000 --> 00:11:29.000]  很多人都看《經文仇》就很好奇的
[00:11:29.000 --> 00:11:35.000]  覺得天國和陰間是怎樣的呢
[00:11:35.000 --> 00:11:38.000]  這裡說到有火焰
[00:11:38.000 --> 00:11:41.000]  又說到有深淵隔絕
[00:11:41.000 --> 00:11:46.000]  兩者之間不可以去鴻溝
[00:11:46.000 --> 00:11:48.000]  但其實《經文》的重點
[00:11:48.000 --> 00:11:52.000]  它不是要描述或者解釋給我們聽
[00:11:52.000 --> 00:11:54.000]  陰間和天國是怎樣
[00:11:54.000 --> 00:11:58.000]  其實它只是在說那個差異是很大
[00:11:58.000 --> 00:12:01.000]  如果我們剛才說在地上的日子
[00:12:01.000 --> 00:12:02.000]  他們在世的日子
[00:12:02.000 --> 00:12:05.000]  他們在社會階級的鴻溝很大
[00:12:05.000 --> 00:12:08.000]  現在他們死後
[00:12:08.000 --> 00:12:10.000]  財主和拉撒路他們都有個鴻溝
[00:12:10.000 --> 00:12:13.000]  不過這個鴻溝這個深淵隔絕
[00:12:13.000 --> 00:12:16.000]  是因為一個在天國
[00:12:16.000 --> 00:12:18.000]  一個在陰間裡面
[00:12:18.000 --> 00:12:20.000]  這個鴻溝
[00:12:20.000 --> 00:12:24.000]  這個是一個完全的逆轉
[00:12:24.000 --> 00:12:31.000]  所以耶穌這個比喻是要帶出這個逆轉這個主題
[00:12:31.000 --> 00:12:34.000]  正所謂風水輪流轉
[00:12:34.000 --> 00:12:37.000]  在我們這個社會這個世代裡面
[00:12:37.000 --> 00:12:41.000]  我們都會看到很多命運逆轉的例子
[00:12:41.000 --> 00:12:44.000]  譬如可能有一個年輕人
[00:12:44.000 --> 00:12:47.000]  以前很窮年輕的時候很窮
[00:12:47.000 --> 00:12:49.000]  接著白手興家
[00:12:49.000 --> 00:12:51.000]  成為了超級富豪
[00:12:51.000 --> 00:12:54.000]  真的有一些例子
[00:12:54.000 --> 00:12:57.000]  香港超人也有這個例子
[00:12:57.000 --> 00:13:01.000]  美國也有Facebook的創辦人
[00:13:01.000 --> 00:13:02.000]  朱克伯格
[00:13:02.000 --> 00:13:05.000]  現在又是成為了富豪
[00:13:05.000 --> 00:13:08.000]  有很多逆轉的例子可能是改傳換代
[00:13:08.000 --> 00:13:12.000]  如果大家可能開始都要讀一下英國的歷史
[00:13:12.000 --> 00:13:14.000]  因為可能遲些要考試
[00:13:14.000 --> 00:13:16.000]  當你去讀英國的歷史的時候
[00:13:16.000 --> 00:13:19.000]  其實英國的歷史都很血腥
[00:13:19.000 --> 00:13:21.000]  當了皇帝
[00:13:21.000 --> 00:13:23.000]  明天你就會成為階下囚
[00:13:23.000 --> 00:13:25.000]  甚至被斬首
[00:13:25.000 --> 00:13:27.000]  今天我們很喜歡參觀那些城堡
[00:13:27.000 --> 00:13:29.000]  很多城堡
[00:13:29.000 --> 00:13:32.000]  當你去參觀城堡的時候
[00:13:32.000 --> 00:13:34.000]  其實城堡裡面
[00:13:34.000 --> 00:13:38.000]  以前全部都是關了那些皇室貴族
[00:13:38.000 --> 00:13:40.000]  接著就預備將他們斬首
[00:13:40.000 --> 00:13:44.000]  所以是改朝換代
[00:13:44.000 --> 00:13:49.000]  一個皇室 一個皇族原來可以是這麼大的改變
[00:13:49.000 --> 00:13:51.000]  今天做皇帝 明天就會死
[00:13:51.000 --> 00:13:55.000]  又或者早幾天我們有地方選舉
[00:13:55.000 --> 00:13:57.000]  剛剛大家投票
[00:13:57.000 --> 00:14:01.000]  可能都是你們過來英國第一次投票
[00:14:01.000 --> 00:14:04.000]  過去是保守黨的票倉
[00:14:04.000 --> 00:14:07.000]  今天很多都轉投了去工黨
[00:14:07.000 --> 00:14:09.000]  工黨大勝
[00:14:09.000 --> 00:14:13.000]  很多地方的議員或者市長
[00:14:13.000 --> 00:14:15.000]  都落在了工黨的手裡
[00:14:15.000 --> 00:14:17.000]  Swingdon都不例外
[00:14:17.000 --> 00:14:22.000]  Swingdon大部分現在的議席都是在工黨那裡
[00:14:22.000 --> 00:14:24.000]  如果你們去看的時候
[00:14:24.000 --> 00:14:26.000]  還有很多這些不同的例子
[00:14:26.000 --> 00:14:28.000]  這些逆轉的例子
[00:14:28.000 --> 00:14:30.000]  我們要問一個問題
[00:14:30.000 --> 00:14:33.000]  其實這些逆轉的例子
[00:14:33.000 --> 00:14:35.000]  不是巧合的
[00:14:35.000 --> 00:14:37.000]  是有前因後果的
[00:14:37.000 --> 00:14:39.000]  是有原因的
[00:14:39.000 --> 00:14:44.000]  白首興家的人可能他有個人的魄力
[00:14:44.000 --> 00:14:49.000]  智慧 勇氣
[00:14:49.000 --> 00:14:52.000]  朝代的改變或者政黨的輪替
[00:14:52.000 --> 00:14:55.000]  可能就是因為前朝做得不好
[00:14:55.000 --> 00:15:00.000]  可能是因為他們之間的權力鬥爭
[00:15:00.000 --> 00:15:02.000]  或者政府做得不好
[00:15:02.000 --> 00:15:05.000]  引來人民的不滿
[00:15:05.000 --> 00:15:07.000]  投票就是反映這件事
[00:15:07.000 --> 00:15:11.000]  所以我們看見這些事情的時候
[00:15:11.000 --> 00:15:15.000]  從歷史裡面我們要去吸取教訓
[00:15:15.000 --> 00:15:17.000]  同樣一個財主
[00:15:17.000 --> 00:15:19.000]  其實當他今天落在陰間的時候
[00:15:19.000 --> 00:15:21.000]  都不是偶然的事
[00:15:21.000 --> 00:15:23.000]  都要問一個問題
[00:15:23.000 --> 00:15:28.000]  為什麼比喻裡面會出現這個命運的大逆轉呢
[00:15:28.000 --> 00:15:32.000]  我們留意一下他和阿伯拉罕的對話
[00:15:32.000 --> 00:15:33.000]  在這個比喻裡面
[00:15:33.000 --> 00:15:38.000]  阿伯拉罕說的話其實就是代表著上帝要說的話
[00:15:38.000 --> 00:15:41.000]  在二十四節那裡
[00:15:41.000 --> 00:15:44.000]  財主就哀求
[00:15:44.000 --> 00:15:48.000]  他說我祖阿伯拉罕 可憐我吧
[00:15:48.000 --> 00:15:51.000]  他在這裡稱呼阿伯拉罕是我祖
[00:15:51.000 --> 00:15:52.000]  剛剛也說過了
[00:15:52.000 --> 00:15:54.000]  他是以色列人的先祖
[00:15:54.000 --> 00:15:59.000]  他肉身上的確是財主是阿伯拉罕的子孫
[00:15:59.000 --> 00:16:01.000]  但是他以為他是阿伯拉罕的子孫
[00:16:01.000 --> 00:16:04.000]  死了之後就一定蒙福 一定得救
[00:16:04.000 --> 00:16:06.000]  事實上他不是這樣
[00:16:06.000 --> 00:16:11.000]  如果我們看《路加福音》第三章
[00:16:11.000 --> 00:16:17.000]  那裡就說到
[00:16:17.000 --> 00:16:18.000]  《路加福音》第三章那裡
[00:16:18.000 --> 00:16:24.000]  他說你們要結出果子來和悔改的心相稱
[00:16:24.000 --> 00:16:29.000]  不要自己以為我們有阿伯拉罕為祖宗
[00:16:29.000 --> 00:16:32.000]  我告訴你們 上帝能從這石頭中
[00:16:32.000 --> 00:16:34.000]  給阿伯拉罕興起子孫來
[00:16:34.000 --> 00:16:41.000]  這段經文是司洗約翰去擇備當時的猶太人
[00:16:41.000 --> 00:16:45.000]  說他們雖然自此是阿伯拉罕的子孫
[00:16:45.000 --> 00:16:49.000]  但是他們的生命是沒有悔改
[00:16:49.000 --> 00:16:53.000]  他們的生命和他們的身份不相稱
[00:16:53.000 --> 00:16:57.000]  所以不要恃著自己是阿伯拉罕的子孫就可以
[00:16:57.000 --> 00:17:01.000]  同樣這個財主的問題也是他沒有悔改
[00:17:01.000 --> 00:17:03.000]  可能你會問一個問題
[00:17:03.000 --> 00:17:05.000]  財主犯了什麼罪
[00:17:05.000 --> 00:17:08.000]  有錢就不是最大罪
[00:17:08.000 --> 00:17:10.000]  但是有錢也不是罪
[00:17:10.000 --> 00:17:15.000]  不過貪愛錢財就是
[00:17:15.000 --> 00:17:20.000]  早幾個月我另外講了一個比喻
[00:17:20.000 --> 00:17:23.000]  在第十二章是講無知的財主
[00:17:23.000 --> 00:17:26.000]  那裡就講到財主因為貪心
[00:17:26.000 --> 00:17:28.000]  自己要起很大的倉庫
[00:17:28.000 --> 00:17:32.000]  不過他沒有去紀念上帝
[00:17:32.000 --> 00:17:37.000]  而在第十八章同樣也講到一個有錢的官
[00:17:37.000 --> 00:17:39.000]  是一個年輕的有錢的官
[00:17:39.000 --> 00:17:42.000]  他問耶穌怎樣可以承受永生
[00:17:42.000 --> 00:17:44.000]  耶穌就跟他說
[00:17:44.000 --> 00:17:47.000]  你要變賣一切所有周濟窮人
[00:17:47.000 --> 00:17:50.000]  其實同樣都是針對
[00:17:50.000 --> 00:17:54.000]  那個年輕的官都是貪心的問題
[00:17:54.000 --> 00:17:56.000]  這個財主
[00:17:56.000 --> 00:17:59.000]  我們現在比喻裡面的財主是天天奢華焉落
[00:17:59.000 --> 00:18:01.000]  他不單止是自己焉落
[00:18:01.000 --> 00:18:04.000]  他更加是長期漠視
[00:18:04.000 --> 00:18:07.000]  坐在他門口的那個乞丐拉撒路
[00:18:07.000 --> 00:18:10.000]  他不單止貪愛錢財
[00:18:10.000 --> 00:18:14.000]  他更加沒有憐憫窮人的心
[00:18:14.000 --> 00:18:16.000]  這個是他的第一宗罪
[00:18:16.000 --> 00:18:19.000]  諷刺的是他死了之後
[00:18:19.000 --> 00:18:25.000]  哀求可憐我吧
[00:18:25.000 --> 00:18:28.000]  但是他生前沒有憐憫過人
[00:18:28.000 --> 00:18:32.000]  他現在死了就求阿伯拉罕可憐他
[00:18:32.000 --> 00:18:35.000]  他是不是值得可憐呢
[00:18:35.000 --> 00:18:37.000]  在第十八章
[00:18:37.000 --> 00:18:39.000]  就是過兩章裡面
[00:18:39.000 --> 00:18:42.000]  耶穌又講了另外一個例子
[00:18:42.000 --> 00:18:44.000]  就是一個法利財人的禱告
[00:18:44.000 --> 00:18:46.000]  和一個罪人的禱告
[00:18:46.000 --> 00:18:48.000]  在罪人的禱告裡面
[00:18:48.000 --> 00:18:52.000]  他就說上帝開恩可憐我這個罪人
[00:18:52.000 --> 00:18:54.000]  在這個禱告裡面
[00:18:54.000 --> 00:18:58.000]  那個罪人他真的看到自己的罪而悔改
[00:18:58.000 --> 00:19:01.000]  而求上帝去可憐他
[00:19:01.000 --> 00:19:04.000]  這個禱告是他在生的時候的禱告
[00:19:04.000 --> 00:19:08.000]  但是現在的財主他生前不懂得悔改
[00:19:08.000 --> 00:19:12.000]  死後當一切命運逆轉的時候
[00:19:12.000 --> 00:19:14.000]  他才去求阿伯拉罕
[00:19:14.000 --> 00:19:17.000]  阿伯拉罕的回應是什麼呢
[00:19:17.000 --> 00:19:20.000]  阿伯拉罕就去回應
[00:19:20.000 --> 00:19:24.000]  他說孩子你該回想你生前享過的福
[00:19:24.000 --> 00:19:26.000]  拉撒路也同樣受過苦
[00:19:26.000 --> 00:19:30.000]  回想這個字是有紀念的意思
[00:19:30.000 --> 00:19:33.000]  紀念是說
[00:19:33.000 --> 00:19:37.000]  他生前只懂得他自己享福
[00:19:37.000 --> 00:19:40.000]  紀念就是他最體重的是什麼
[00:19:40.000 --> 00:19:41.000]  他只懂得自己享福
[00:19:41.000 --> 00:19:43.000]  但是沒有紀念上帝
[00:19:43.000 --> 00:19:46.000]  他的生命裡面沒有上帝
[00:19:46.000 --> 00:19:49.000]  我們一會兒再看下面的經文
[00:19:49.000 --> 00:19:50.000]  一邊看一邊看
[00:19:50.000 --> 00:19:55.000]  他生命裡面是怎樣沒有上帝
[00:19:55.000 --> 00:19:59.000]  我們看看比喻的第二個部份
[00:19:59.000 --> 00:20:01.000]  財主知道自己死了
[00:20:01.000 --> 00:20:03.000]  又沒有機會悔改
[00:20:03.000 --> 00:20:06.000]  求阿伯拉罕又不行
[00:20:06.000 --> 00:20:08.000]  又有深淵隔絕
[00:20:08.000 --> 00:20:11.000]  於是他就想起他的兄弟
[00:20:11.000 --> 00:20:13.000]  算是有良心
[00:20:13.000 --> 00:20:15.000]  他有五個兄弟
[00:20:15.000 --> 00:20:20.000]  他就求阿伯拉罕打發拉撒路回兄弟那裡
[00:20:20.000 --> 00:20:23.000]  希望拉撒路突然間
[00:20:23.000 --> 00:20:25.000]  生嬌嬌在他們面前出現的時候
[00:20:25.000 --> 00:20:28.000]  他們會悔改
