
[00:00:00.000 --> 00:00:02.420]  等後夜我告訴你 重新得力
[00:05:49.140 --> 00:05:52.220]  神叫我們從黑暗中歸向光明
[00:05:53.220 --> 00:05:55.340]  撒旦權勢下的馬仔
[00:05:55.340 --> 00:05:59.500]  走到撒旦神的光明裡
[00:05:59.500 --> 00:06:00.940]  這個魔王
[00:06:00.940 --> 00:06:01.980]  甘不甘心?
[00:06:01.980 --> 00:06:04.900]  他不能整你
[00:06:04.900 --> 00:06:05.900]  神在保護你
[00:06:05.900 --> 00:06:07.380]  他要告你
[00:06:07.380 --> 00:06:08.780]  讓上帝
[00:06:08.780 --> 00:06:11.180]  准許他來整你
[00:06:11.180 --> 00:06:14.860]  這是我自己想到的道理
[00:06:14.860 --> 00:06:16.780]  未必是聖經的真理
[00:06:16.780 --> 00:06:18.780]  但是起碼在白天
[00:06:18.780 --> 00:06:19.780]  他就告你
[00:06:19.780 --> 00:06:21.540]  你說的事情
[00:06:21.540 --> 00:06:22.380]  你做的事情
[00:06:22.740 --> 00:06:23.980]  你的行為、你的表現
[00:06:23.980 --> 00:06:26.860]  神看到、你看到、人看到
[00:06:26.860 --> 00:06:27.700]  他也看到
[00:06:27.700 --> 00:06:30.380]  他就在神面前告你
[00:06:30.380 --> 00:06:33.300]  弟子們
[00:06:33.300 --> 00:06:34.820]  為什麼我們可以沒事?
[00:06:34.820 --> 00:06:37.140]  約伯當時真的很慘
[00:06:37.140 --> 00:06:39.100]  因為約伯當時沒有宗保
[00:06:39.100 --> 00:06:41.180]  沒有救贖主
[00:06:41.180 --> 00:06:42.900]  耶穌還沒有降生
[00:06:42.900 --> 00:06:44.620]  今天我們不同
[00:06:44.620 --> 00:06:46.900]  你可以放心一百
[00:06:46.900 --> 00:06:48.180]  不過放心
[00:06:48.180 --> 00:06:50.700]  因為耶穌在神的右邊
[00:06:51.220 --> 00:06:54.940]  今晚檢控官不斷控告你
[00:06:54.940 --> 00:06:58.860]  辯護律師不斷在擔保你
[00:06:58.860 --> 00:07:00.980]  擔保哪些人?
[00:07:00.980 --> 00:07:02.580]  擔保一種人
[00:07:02.580 --> 00:07:04.020]  認罪的人
[00:07:04.020 --> 00:07:06.900]  所以我經常提到認罪
[00:07:06.900 --> 00:07:09.460]  因為我知道自己經常失誤
[00:07:09.460 --> 00:07:12.460]  我真的有點害怕被撒旦控告我
[00:07:12.460 --> 00:07:14.940]  所以我和弟子們通完電話之後
[00:07:14.940 --> 00:07:16.860]  我都會求主赦免我
[00:07:16.860 --> 00:07:19.340]  如果剛才說的話中間有說錯
[00:07:20.020 --> 00:07:21.740]  有自大的、有炎耀的
[00:07:21.740 --> 00:07:23.940]  有忘記了感恩的
[00:07:23.940 --> 00:07:25.060]  求你赦免我
[00:07:25.060 --> 00:07:27.860]  免得被他在撒旦面前
[00:07:27.860 --> 00:07:29.540]  捉到我作弊
[00:07:29.540 --> 00:07:31.340]  明白了嗎?
[00:07:31.340 --> 00:07:33.820]  不要經常聽到「認罪」這個詞
[00:07:33.820 --> 00:07:35.020]  覺得很囉嗦
[00:07:35.020 --> 00:07:37.740]  你不認罪
[00:07:37.740 --> 00:07:38.980]  補血不遮蓋你
[00:07:38.980 --> 00:07:40.500]  你勝不過他
[00:07:40.500 --> 00:07:41.580]  一定勝不過
[00:07:41.580 --> 00:07:42.620]  那惡者
[00:07:42.620 --> 00:07:44.220]  第二件事
[00:07:44.220 --> 00:07:45.180]  見證的道
[00:07:45.180 --> 00:07:47.660]  就是神的話在你的心中
[00:07:48.900 --> 00:07:50.780]  約翰福音六章六十三節
[00:07:50.780 --> 00:07:54.260]  耶穌說「我說的話就是靈,就是生命」
[00:07:54.260 --> 00:07:57.580]  你有神的話語在心中
[00:07:57.580 --> 00:07:59.700]  耶穌就在你心中
[00:07:59.700 --> 00:08:01.780]  你沒有神的話語在心中
[00:08:01.780 --> 00:08:05.660]  充滿了其他所有的思想資訊在心中
[00:08:05.660 --> 00:08:09.300]  你怎樣叫你的生命能夠見證神的道
[00:08:09.300 --> 00:08:13.380]  所以今天和大家看這段經文的時候
[00:08:13.380 --> 00:08:16.380]  約翰福音第十五章
[00:08:16.380 --> 00:08:18.300]  其實我自己看的時候
[00:08:18.700 --> 00:08:20.300]  都覺得很難看
[00:08:20.300 --> 00:08:21.420]  為什麼呢?
[00:08:21.420 --> 00:08:22.380]  因為
[00:08:22.380 --> 00:08:23.380]  為什麼
[00:08:23.380 --> 00:08:25.060]  耶穌都會這樣說呢?
[00:08:25.060 --> 00:08:26.220]  我們先看看好不好?
[00:08:26.220 --> 00:08:28.180]  約翰福音第
[00:08:28.180 --> 00:08:31.180]  第十五章第一第二節
[00:08:31.180 --> 00:08:34.100]  第十五章第一到第八節
[00:08:34.100 --> 00:08:34.780]  一起讀好嗎?
[00:08:34.780 --> 00:08:35.820]  預備一二三
[00:08:35.820 --> 00:08:39.700]  「我就是真葡萄樹,我父是栽培的人」
[00:08:39.700 --> 00:08:44.300]  「凡屬我不結果之的枝子,他就剪去」
[00:08:44.300 --> 00:08:47.420]  「凡結果之的,他就修理乾淨」
[00:08:47.980 --> 00:08:49.740]  「是枝子結果之更多」
[00:08:49.740 --> 00:08:54.020]  「現在你們因我廣及你們的道,已經潔淨了」
[00:08:54.020 --> 00:08:58.420]  「你們要常在我裡面,我也常在你們裡面」
[00:08:58.420 --> 00:09:02.900]  「枝子若不常在葡萄樹上,自己就不能結果之」
[00:09:02.900 --> 00:09:06.300]  「你們就不常在我裡面,也是這樣」
[00:09:06.300 --> 00:09:09.740]  「我就是葡萄樹,你們是枝子」
[00:09:09.740 --> 00:09:13.060]  「常在我裡面的,我也常在他裡面」
[00:09:13.060 --> 00:09:14.940]  「這人就多結果之」
[00:09:15.380 --> 00:09:18.820]  「因為來了我,你們就不能做什麼」
[00:09:18.820 --> 00:09:23.300]  「你們若常在我裡面,我的話也常在你們裡面」
[00:09:23.300 --> 00:09:28.140]  「凡你們想要的,祈求就給你們承傳」
[00:09:28.140 --> 00:09:32.100]  「你們多結果之,我父就因此得榮耀」
[00:09:32.100 --> 00:09:34.980]  「你們也就是我的叛徒了」
[00:09:34.980 --> 00:09:38.820]  這一段聖經,我相信信了耶穌
[00:09:38.820 --> 00:09:43.660]  弟兄姊妹也不止應該聽過一次、讀過一次
[00:09:44.020 --> 00:09:46.620]  很多時候也會重複重複有讀的
[00:09:46.620 --> 00:09:50.780]  裡面有應許,不過有很厲害的說話
[00:09:50.780 --> 00:09:54.100]  一開始說「不結果之就剪去」
[00:09:54.100 --> 00:09:55.620]  嘩,這樣也行?
[00:09:55.620 --> 00:09:57.980]  行不行?
[00:09:57.980 --> 00:10:03.860]  我是一個平時都認為自己很講理性的人
[00:10:03.860 --> 00:10:07.660]  如果你再看下面那兩段經文
[00:10:07.660 --> 00:10:12.180]  這個取耶穌講的例子之外,還有兩段經文
[00:10:12.180 --> 00:10:13.940]  一段在《瑪俠福音》第十一章
[00:10:14.420 --> 00:10:19.060]  你看耶穌所做的,你也會覺得這樣也行?
[00:10:19.060 --> 00:10:22.460]  「第二天他們從伯達尼出來,耶穌餓了」
[00:10:22.460 --> 00:10:25.420]  「他遠遠看到一棵樹,叫無花果樹」
[00:10:25.420 --> 00:10:30.660]  「樹上有葉子,就去看是不是在樹上可以找到什麼」
[00:10:30.660 --> 00:10:36.100]  「到了樹下,竟找不到什麼,只有葉子」
[00:10:36.100 --> 00:10:40.980]  「滿懷希望,想找顆東西吃一下,都沒有」
[00:10:41.540 --> 00:10:46.700]  「因為不是無花果的季節,難道耶穌真的這麼無知?」
[00:10:46.700 --> 00:10:52.420]  「耶穌就對樹說:從今以後,永沒有人吃你的果子」
[00:10:52.420 --> 00:10:55.740]  「他的門徒都聽到了」
[00:10:55.740 --> 00:10:58.140]  我跳一跳,去到二十節
[00:10:58.140 --> 00:11:04.460]  「早晨,他們從哪裡經過,看見無花果樹連根都枯乾了」
[00:11:04.460 --> 00:11:07.900]  「彼得想起耶穌的話來,就對他說:」
[00:11:07.900 --> 00:11:13.020]  「拉比,你看,你所就坐的無花果樹已經枯乾了」
[00:11:13.020 --> 00:11:14.780]  「耶穌怎麼回答?」
[00:11:14.780 --> 00:11:16.580]  「耶穌不是問你厲害嗎?」
[00:11:16.580 --> 00:11:19.740]  「耶穌回答:你們對神要有信心」
[00:11:19.740 --> 00:11:21.340]  回去慢慢再看這些經文
[00:11:21.340 --> 00:11:22.900]  我今天不是說這段
[00:11:22.900 --> 00:11:28.500]  再看第三段經文,《路加福音》十三章
[00:11:28.500 --> 00:11:32.060]  有個人在葡萄園裡摘下無花果樹
[00:11:32.060 --> 00:11:35.900]  耶穌說:「這個主人對你找果子,找不到」
[00:11:35.900 --> 00:11:41.620]  「竟然說:看來我這三年來到這棵無花樹前找果子,竟找不到」
[00:11:41.620 --> 00:11:43.100]  怎麼說呢?
[00:11:43.100 --> 00:11:53.500]  「把他撼下罷,何必白占地圖呢?」
[00:11:53.500 --> 00:11:57.420]  這些是記載的,不是一段,是幾段
[00:11:57.420 --> 00:11:59.820]  我看完之後,我曾經被人問
[00:11:59.820 --> 00:12:04.460]  「哇,耶穌是不是真的這麼沒有人性?」
[00:12:05.460 --> 00:12:09.100]  「這麼沒有憐憫心腸,連植物都這樣對待?」
[00:12:09.100 --> 00:12:13.380]  弟子們,從一個角度看
[00:12:13.380 --> 00:12:15.100]  祂是造物的主
[00:12:15.100 --> 00:12:17.820]  我又沒有將祂變好
[00:12:17.820 --> 00:12:20.780]  耶穌去到第一棵樹,看到有沒有無花果樹
[00:12:20.780 --> 00:12:22.100]  其實我想一下
[00:12:22.100 --> 00:12:25.780]  祂下面就說:「以後再沒有人吃你的果子」
[00:12:25.780 --> 00:12:28.260]  我個人想一想
[00:12:28.260 --> 00:12:31.500]  會不會祂一眼就看出這棵樹已經有問題了?
[00:12:31.500 --> 00:12:35.020]  所以第二天連君德夫也乾了
[00:12:36.460 --> 00:12:38.700]  是不是耶穌就在那棵樹死了?
[00:12:38.700 --> 00:12:42.100]  祂不會就在那棵樹死的
[00:12:42.100 --> 00:12:45.300]  祂看到,祂知道
[00:12:45.300 --> 00:12:47.180]  這個人的生命是什麼樣的生命
[00:12:47.180 --> 00:12:53.340]  不知道大家有沒有曾經
[00:12:53.340 --> 00:12:55.460]  毀了一些你認為很珍惜的東西
[00:12:55.460 --> 00:12:57.780]  被人摧毀的時候覺得很可惜
[00:12:57.780 --> 00:12:59.260]  我舉個例子
[00:12:59.260 --> 00:13:01.700]  如果有一個人開畫展
[00:13:01.700 --> 00:13:05.380]  他寫了很多畫出來
[00:13:06.420 --> 00:13:07.820]  當開幕的時候
[00:13:07.820 --> 00:13:08.700]  畫出來了
[00:13:08.700 --> 00:13:11.260]  他走過有一幅畫是他畫的
[00:13:11.260 --> 00:13:12.540]  發覺有點不妥
[00:13:12.540 --> 00:13:14.580]  他馬上將它除下來
[00:13:14.580 --> 00:13:16.620]  甚至乎如果脾氣大一點
[00:13:16.620 --> 00:13:19.380]  馬上弄壞了它
[00:13:19.380 --> 00:13:21.780]  你會不會覺得很可惜?
[00:13:21.780 --> 00:13:24.500]  作為人看來,嘩!這樣也行?
[00:13:24.500 --> 00:13:27.940]  你不要忘記,是他畫的
[00:13:27.940 --> 00:13:30.100]  他有沒有權?
[00:13:30.100 --> 00:13:31.780]  有沒有權?
[00:13:34.420 --> 00:13:36.140]  大家都知道我每年都寫揮春
[00:13:36.140 --> 00:13:37.500]  雖然寫得不是很漂亮
[00:13:37.500 --> 00:13:38.300]  真的不是很漂亮
[00:13:38.300 --> 00:13:40.460]  是老實說,真正說
[00:13:40.460 --> 00:13:43.140]  有幾次寫完之後
[00:13:43.140 --> 00:13:44.660]  我寫完覺得不滿意,我整理一下
[00:13:44.660 --> 00:13:47.940]  有同事說牧師不要浪費它
[00:13:47.940 --> 00:13:48.540]  我心想
[00:13:48.540 --> 00:13:50.380]  我覺得不漂亮
[00:13:50.380 --> 00:13:51.780]  不滿意
[00:13:51.780 --> 00:13:54.100]  我不想出街
[00:13:54.100 --> 00:13:55.540]  行不行?
[00:13:55.540 --> 00:13:59.900]  上帝給你的生命
[00:13:59.900 --> 00:14:02.140]  如果你結不到果子的時候
[00:14:02.140 --> 00:14:03.540]  祂說收了它,行不行?
[00:14:05.420 --> 00:14:06.620]  這個真是其次
[00:14:06.620 --> 00:14:08.220]  永恆的大問題
[00:14:08.220 --> 00:14:11.100]  所以
[00:14:11.100 --> 00:14:12.900]  姐妹們
[00:14:12.900 --> 00:14:16.140]  《聖經》裡面所記載的事情
[00:14:16.140 --> 00:14:18.100]  不要讓我們太用人性化去看
[00:14:18.100 --> 00:14:20.220]  你沒有屬靈的角度
[00:14:20.220 --> 00:14:22.500]  沒有神的話語在心中
[00:14:22.500 --> 00:14:24.020]  你看來看去的這些事情
[00:14:24.020 --> 00:14:25.620]  災情
[00:14:25.620 --> 00:14:27.620]  是不是很嚴峻?
[00:14:27.620 --> 00:14:29.220]  是的,全世界
[00:14:29.220 --> 00:14:31.060]  我昨天收到一個電訊說
[00:14:31.060 --> 00:14:33.980]  在中東以色列有一個很嚴重的災情
[00:14:34.460 --> 00:14:35.780]  以色列和巴勒斯坦地方
[00:14:35.780 --> 00:14:39.940]  又來了第二波
[00:14:39.940 --> 00:14:43.300]  他呼籲
[00:14:43.300 --> 00:14:45.900]  有沒有人可以捐贈口罩到那邊
[00:14:45.900 --> 00:14:49.260]  救了多少個地方
[00:14:49.260 --> 00:14:51.980]  你有沒有看到
[00:14:51.980 --> 00:14:54.420]  我們附近也有水災
[00:14:54.420 --> 00:14:55.300]  很嚴重
[00:14:55.300 --> 00:14:59.100]  但是人們在水災裡面仍然作樂
[00:14:59.100 --> 00:15:03.780]  你祈禱了多少?
[00:15:05.380 --> 00:15:06.980]  你逐樣地祈禱
[00:15:06.980 --> 00:15:08.820]  我想你也不用睡覺
[00:15:08.820 --> 00:15:12.020]  唯有一件事改
[00:15:12.020 --> 00:15:13.780]  回到神的樣子
[00:15:13.780 --> 00:15:17.100]  生命為什麼要成長?
[00:15:17.100 --> 00:15:19.700]  哥林多後書第五章十七節
[00:15:19.700 --> 00:15:21.500]  《聖經》這樣記載
[00:15:21.500 --> 00:15:26.140]  在基督耶穌裡面
[00:15:26.140 --> 00:15:28.820]  我們成為新造的人
[00:15:28.820 --> 00:15:31.180]  新造的人
[00:15:31.180 --> 00:15:32.820]  所以人有新有舊的
[00:15:33.500 --> 00:15:36.020]  這個新的人不是變成新的人
[00:15:36.020 --> 00:15:37.780]  是做一個新造的人
[00:15:37.780 --> 00:15:41.060]  神將他的靈放在我們裡面
[00:15:41.060 --> 00:15:43.100]  將他的話語
[00:15:43.100 --> 00:15:43.700]  給我們
[00:15:43.700 --> 00:15:46.620]  因著他的話語的光照
[00:15:46.620 --> 00:15:49.540]  因著他的靈在我們心中的感動
[00:15:49.540 --> 00:15:53.900]  讓我們這個本來以為自己不錯的人性
[00:15:53.900 --> 00:15:55.660]  很有理性很有感性的人
[00:15:55.660 --> 00:16:00.140]  要給這個新的靈來工作改變他
[00:16:00.140 --> 00:16:03.180]  你不能接納也要接納
[00:16:04.180 --> 00:16:05.780]  死人怎樣可以永遠活著?
[00:16:05.780 --> 00:16:07.340]  要復活
[00:16:07.340 --> 00:16:09.500]  主耶穌怎會再來?
[00:16:09.500 --> 00:16:10.580]  你就要接納
[00:16:10.580 --> 00:16:12.860]  你不接納就沒有靈性
[00:16:12.860 --> 00:16:14.980]  你被人性控制了
[00:16:14.980 --> 00:16:19.420]  你用自己的感受去做很多事情
[00:16:19.420 --> 00:16:20.180]  服侍上帝
[00:16:20.180 --> 00:16:21.580]  這不是靈性的服侍
[00:16:21.580 --> 00:16:24.620]  世界上有多少人
[00:16:24.620 --> 00:16:25.940]  是靈性的服侍
[00:16:25.940 --> 00:16:27.340]  有多少人是靈性的服侍
[00:16:27.340 --> 00:16:28.740]  有多少人是靈性的服侍
[00:16:28.740 --> 00:16:29.860]  有多少人是靈性的服侍
[00:16:29.860 --> 00:16:31.180]  有多少人是靈性的服侍
[00:16:31.180 --> 00:16:32.500]  有多少人是靈性的服侍
[00:16:32.500 --> 00:16:34.940]  世界上有多少慈善家
[00:16:34.940 --> 00:16:37.380]  但他做什麼你不用理他
[00:16:37.380 --> 00:16:40.220]  有多少好人
[00:16:40.220 --> 00:16:42.340]  他背後怎樣你不用理他
[00:16:42.340 --> 00:16:44.900]  告訴你
[00:16:44.900 --> 00:16:46.140]  我跟你是無法理會的
[00:16:46.140 --> 00:16:48.180]  撒旦可以理會他
[00:16:48.180 --> 00:16:50.980]  基督徒也一樣
[00:16:50.980 --> 00:16:54.060]  所以求主給我們看到
[00:16:54.060 --> 00:16:56.500]  我們在基督耶穌裡面
[00:16:56.500 --> 00:16:58.180]  是一個新造的人
[00:16:58.180 --> 00:17:00.020]  是一個有靈性的人
[00:17:00.940 --> 00:17:05.220]  詩篇23篇說「他是我的靈魂蘇醒」
[00:17:05.220 --> 00:17:07.620]  本來是睡著了的
[00:17:07.620 --> 00:17:09.540]  而福瑟書第二章第一節說
[00:17:09.540 --> 00:17:13.060]  祂叫我們從死在罪惡過犯裡面
[00:17:13.060 --> 00:17:14.780]  聖經說「活過來」
[00:17:14.780 --> 00:17:17.060]  所以這是一個復活
[00:17:17.060 --> 00:17:18.380]  是靈性的復活
[00:17:18.380 --> 00:17:21.620]  將來有一天我們要身體完全復活
[00:17:21.620 --> 00:17:26.820]  所以當我收到選信之後
[00:17:26.820 --> 00:17:29.060]  我有些呃呃的感覺
[00:17:29.060 --> 00:17:31.660]  哎呀,我都知道他的病不會好
[00:17:31.660 --> 00:17:37.660]  他跟我很多次溝通的時候
[00:17:37.660 --> 00:17:41.260]  我只有沒有辦法可以給任何意見
[00:17:41.260 --> 00:17:42.660]  只有給聖經的說話
[00:17:42.660 --> 00:17:43.700]  真是聖經的說話
[00:17:43.700 --> 00:17:45.460]  他是靠著聖經的說話
[00:17:45.460 --> 00:17:48.940]  使他病到不能去教會聚會
[00:17:48.940 --> 00:17:52.500]  牧師將他的見證在台上說出來之後
