
[00:00:00.000 --> 00:00:03.760]  我們今天開始一個新的講道系列
[00:01:22.640 --> 00:01:25.840]  但這個不只是享受
[00:01:25.840 --> 00:01:27.840]  因為如果只是享受
[00:01:27.840 --> 00:01:29.840]  其實接我們回天家是更享受的
[00:01:29.840 --> 00:01:31.840]  我相信你更幸福的人生
[00:01:31.840 --> 00:01:34.640]  比起神為我們預備的天上的家
[00:01:34.640 --> 00:01:37.040]  應該不夠百分之一的
[00:01:37.040 --> 00:01:39.840]  所以最享受應該是神接我們回天家
[00:01:39.840 --> 00:01:41.840]  享受真正的那種幸福
[00:01:41.840 --> 00:01:43.840]  所以神接走我們
[00:01:43.840 --> 00:01:45.040]  營留我們在世上
[00:01:45.040 --> 00:01:47.040]  可見不只是為了享受
[00:01:47.040 --> 00:01:49.040]  是為了真的可以完成
[00:01:49.040 --> 00:01:51.040]  神給我們的使命
[00:01:51.040 --> 00:01:53.040]  在這個黑暗的時代能夠成為光
[00:01:53.040 --> 00:01:55.040]  能夠在黑暗的時代成為光
[00:01:55.040 --> 00:01:57.040]  能夠寫記發光
[00:01:57.040 --> 00:01:59.040]  有幾件事想和大家分享
[00:01:59.040 --> 00:02:01.040]  就是我們需要慢慢學習的事情
[00:02:01.040 --> 00:02:03.040]  第一件事想和大家分享
[00:02:03.040 --> 00:02:05.040]  就是我們需要學習
[00:02:05.040 --> 00:02:09.040]  不再為我們的物質生活而擔憂
[00:02:09.040 --> 00:02:11.040]  而去憂慮
[00:02:11.040 --> 00:02:13.040]  不再花很多精力精神
[00:02:13.040 --> 00:02:15.040]  只是考慮擔憂
[00:02:15.040 --> 00:02:17.040]  我們的物質生活如何可以提高
[00:02:17.040 --> 00:02:19.040]  住得更大的屋更漂亮的車
[00:02:19.040 --> 00:02:23.040]  在馬大福音主耶穌繼續說
[00:02:23.040 --> 00:02:25.040]  第33節
[00:02:25.040 --> 00:02:29.040]  所以不要憂慮說吃什麼喝什麼穿什麼
[00:02:29.040 --> 00:02:31.040]  這都是外邦人所求的
[00:02:31.040 --> 00:02:35.040]  你們需用的這一切東西
[00:02:35.040 --> 00:02:37.040]  你們的天賦是知道的
[00:02:37.040 --> 00:02:41.040]  你們要先求他的國和他的義
[00:02:41.040 --> 00:02:45.040]  這些東西都要加給你們了
[00:02:45.040 --> 00:02:49.040]  如果你有看新的聖經留意
[00:02:49.040 --> 00:02:51.040]  你發覺主耶穌來到世上的時候的教導
[00:02:51.040 --> 00:02:55.040]  最多提到的題目就是錢
[00:02:55.040 --> 00:02:57.040]  有時候你會覺得很奇怪
[00:02:57.040 --> 00:03:01.040]  如果主耶穌是神來到世上
[00:03:01.040 --> 00:03:03.040]  我都希望祂多說一些天上的東西給我們知道
[00:03:03.040 --> 00:03:05.040]  多說一些天堂地獄
[00:03:05.040 --> 00:03:07.040]  我們都很好奇心
[00:03:07.040 --> 00:03:11.040]  但是你發覺主耶穌來到世上的時候
[00:03:11.040 --> 00:03:13.040]  在新的聖經記載的教導
[00:03:13.040 --> 00:03:15.040]  其實祂說得最少的題目反而是天堂地獄
[00:03:15.040 --> 00:03:17.040]  雖然我們很好奇心
[00:03:17.040 --> 00:03:19.040]  想知道更多
[00:03:19.040 --> 00:03:21.040]  但是主耶穌說得最多的題目
[00:03:21.040 --> 00:03:23.040]  祂的語言超過百分之六十
[00:03:23.040 --> 00:03:25.040]  都是和錢的題目有關
[00:03:25.040 --> 00:03:27.040]  為什麼主耶穌會這麼現實
[00:03:27.040 --> 00:03:29.040]  一直說錢
[00:03:29.040 --> 00:03:33.040]  很簡單 因為主耶穌非常明白
[00:03:33.040 --> 00:03:37.040]  要我們去專心跟隨神
[00:03:37.040 --> 00:03:39.040]  中間最大的難關
[00:03:39.040 --> 00:03:41.040]  其實就是錢和物質生活
[00:03:41.040 --> 00:03:43.040]  這一關如果不過
[00:03:43.040 --> 00:03:47.040]  我們和神之間永遠有一個隔外
[00:03:47.040 --> 00:03:49.040]  我們無法面對面
[00:03:49.040 --> 00:03:51.040]  很真心的跟隨神
[00:03:51.040 --> 00:03:53.040]  所以主耶穌很清楚
[00:03:53.040 --> 00:03:55.040]  最大的難阻
[00:03:55.040 --> 00:03:57.040]  就是我們對錢
[00:03:57.040 --> 00:03:59.040]  物質生活的擔憂
[00:03:59.040 --> 00:04:01.040]  我們不是不想專心跟隨神
[00:04:01.040 --> 00:04:03.040]  但是有時候
[00:04:03.040 --> 00:04:05.040]  因為物質上的擔憂
[00:04:05.040 --> 00:04:07.040]  一些憂慮
[00:04:07.040 --> 00:04:09.040]  我們怕如果專心跟隨神
[00:04:09.040 --> 00:04:11.040]  會不會不夠吃
[00:04:11.040 --> 00:04:13.040]  會不會沒得穿
[00:04:13.040 --> 00:04:15.040]  房子供不完
[00:04:15.040 --> 00:04:17.040]  沒錢供到大學
[00:04:17.040 --> 00:04:19.040]  沒錢退休
[00:04:19.040 --> 00:04:21.040]  因為這些擔憂
[00:04:21.040 --> 00:04:23.040]  讓我們一直無法專心跟隨神
[00:04:23.040 --> 00:04:25.040]  去了一個發光的生命
[00:04:25.040 --> 00:04:27.040]  所以第一個
[00:04:27.040 --> 00:04:29.040]  我們需要去突破的障礙
[00:04:29.040 --> 00:04:33.040]  就是不再為物質生活而憂慮
[00:04:33.040 --> 00:04:35.040]  所以主耶穌在瑪利福音
[00:04:35.040 --> 00:04:37.040]  除了教我們要發光
[00:04:37.040 --> 00:04:39.040]  祂說了很多有關錢的教導
[00:04:39.040 --> 00:04:41.040]  因為祂知道錢這一關不過
[00:04:41.040 --> 00:04:43.040]  我們都很難成為世上的光和炎
[00:04:43.040 --> 00:04:45.040]  因為錢這一關
[00:04:45.040 --> 00:04:47.040]  是我們最大的難關
[00:04:47.040 --> 00:04:49.040]  主耶穌也教導我們的財寶在哪裡
[00:04:49.040 --> 00:04:51.040]  心就在哪裡
[00:04:51.040 --> 00:04:53.040]  有時候錢未必是我們的神
[00:04:53.040 --> 00:04:55.040]  但我們將錢放在哪裡
[00:04:55.040 --> 00:04:57.040]  那樣東西就是我們的神
[00:04:57.040 --> 00:04:59.040]  我最近聽Tim Keller分享
[00:04:59.040 --> 00:05:01.040]  錢不是他的神
[00:05:01.040 --> 00:05:03.040]  但他發覺原來書是
[00:05:03.040 --> 00:05:05.040]  因為他所有的錢都花在買書
[00:05:05.040 --> 00:05:07.040]  所以他說當我買了書
[00:05:07.040 --> 00:05:09.040]  以為讀了書很厲害很有知識
[00:05:09.040 --> 00:05:11.040]  這個就是成為我的神
[00:05:11.040 --> 00:05:13.040]  所以錢未必是你的神
[00:05:13.040 --> 00:05:15.040]  但錢放在哪裡那樣東西就是你的神
[00:05:15.040 --> 00:05:17.040]  有些錢越儲越多
[00:05:17.040 --> 00:05:19.040]  可能安全感是你的神
[00:05:19.040 --> 00:05:21.040]  有些不斷買一些享受
[00:05:21.040 --> 00:05:23.040]  十多萬一套音響
[00:05:23.040 --> 00:05:25.040]  可能享受生活就是你的神
[00:05:25.040 --> 00:05:27.040]  所以你錢放在什麼地方
[00:05:27.040 --> 00:05:29.040]  最多就告訴你
[00:05:29.040 --> 00:05:31.040]  那個可能就是你的神
[00:05:31.040 --> 00:05:33.040]  所以我們
[00:05:33.040 --> 00:05:35.040]  大家要回來主耶穌面前
[00:05:35.040 --> 00:05:37.040]  要想想我們要看一些帳單
[00:05:37.040 --> 00:05:39.040]  最多的錢放在哪裡
[00:05:39.040 --> 00:05:41.040]  你就知道你的心放在哪裡
[00:05:41.040 --> 00:05:43.040]  所以錢未必是你的神
[00:05:43.040 --> 00:05:45.040]  但你的錢怎麼用
[00:05:45.040 --> 00:05:47.040]  可能告訴我們
[00:05:47.040 --> 00:05:49.040]  我們第一位是什麼
[00:05:49.040 --> 00:05:51.040]  所以錢最重要主耶穌教我們
[00:05:51.040 --> 00:05:53.040]  錢要放在對的地方
[00:05:53.040 --> 00:05:55.040]  錢放錯的地方
[00:05:55.040 --> 00:05:57.040]  我們就不能活出一個發光的生活
[00:05:57.040 --> 00:05:59.040]  我們去年有個短宣隊
[00:05:59.040 --> 00:06:01.040]  去了四川
[00:06:01.040 --> 00:06:03.040]  做了很多很有意義的事
[00:06:03.040 --> 00:06:05.040]  做完之後我也跟很多人分享
[00:06:05.040 --> 00:06:07.040]  尤其在大陸的時候
[00:06:07.040 --> 00:06:09.040]  已經跟很多不同的人分享
[00:06:09.040 --> 00:06:11.040]  去到廣州去到香港都分享
[00:06:11.040 --> 00:06:13.040]  其實很多人都給我一個
[00:06:13.040 --> 00:06:15.040]  聽完之後都很有感動
[00:06:15.040 --> 00:06:17.040]  他們很多人都給我一個這樣的意見
[00:06:17.040 --> 00:06:19.040]  你們這趟做的事實在太有意義了
[00:06:19.040 --> 00:06:21.040]  我也很想做
[00:06:21.040 --> 00:06:23.040]  不過
[00:06:23.040 --> 00:06:25.040]  下面就不過了
[00:06:25.040 --> 00:06:27.040]  不過
[00:06:27.040 --> 00:06:29.040]  我現在還在擔憂生活的階段
[00:06:29.040 --> 00:06:31.040]  但是有一天如果等我賺夠錢了
[00:06:31.040 --> 00:06:33.040]  不用擔憂了
[00:06:33.040 --> 00:06:35.040]  屋又供完
[00:06:35.040 --> 00:06:37.040]  子女大學又讀完
[00:06:37.040 --> 00:06:39.040]  所有東西都搞定了
[00:06:39.040 --> 00:06:41.040]  那個時候我就會有很多時間回來
[00:06:41.040 --> 00:06:43.040]  做你現在做的事
[00:06:43.040 --> 00:06:45.040]  很多人都給我這樣的意見
[00:06:45.040 --> 00:06:47.040]  覺得有這樣的觀念
[00:06:47.040 --> 00:06:49.040]  覺得我要先搞定公園的房子
[00:06:49.040 --> 00:06:51.040]  搞定我的事業
[00:06:51.040 --> 00:06:53.040]  子女順利地送去大學
[00:06:53.040 --> 00:06:55.040]  全部搞定
[00:06:55.040 --> 00:06:57.040]  我退休金又到位了
[00:06:57.040 --> 00:06:59.040]  這樣的時候
[00:06:59.040 --> 00:07:01.040]  我就可以來追求神的事情
[00:07:01.040 --> 00:07:03.040]  但這個不是
[00:07:03.040 --> 00:07:05.040]  這是聖經給我們的教導
[00:07:05.040 --> 00:07:07.040]  你記不記得舊約
[00:07:07.040 --> 00:07:09.040]  以諾與神同行
[00:07:09.040 --> 00:07:11.040]  還有一句話在說什麼
[00:07:11.040 --> 00:07:13.040]  他生而育女
[00:07:13.040 --> 00:07:15.040]  所以不是說以諾生而育女之後
[00:07:15.040 --> 00:07:17.040]  供完子女到大學
[00:07:17.040 --> 00:07:19.040]  然後退休金又搞定
[00:07:19.040 --> 00:07:21.040]  然後他與神同行
[00:07:21.040 --> 00:07:23.040]  是在生而育女的同時
[00:07:23.040 --> 00:07:25.040]  在養家活口的同時
[00:07:25.040 --> 00:07:27.040]  他與神同行
[00:07:27.040 --> 00:07:29.040]  所以是並行的
[00:07:29.040 --> 00:07:31.040]  不是說你先搞定了這些東西
[00:07:31.040 --> 00:07:33.040]  然後你才想
[00:07:33.040 --> 00:07:35.040]  我現在是否可以專心去為神做一些事情
[00:07:35.040 --> 00:07:37.040]  不是
[00:07:37.040 --> 00:07:39.040]  是你在打拼事業
[00:07:39.040 --> 00:07:41.040]  在養家生而育女的時候
[00:07:41.040 --> 00:07:43.040]  在那段時間
[00:07:43.040 --> 00:07:45.040]  主耶穌說我們要學會
[00:07:45.040 --> 00:07:47.040]  怎樣將物質生活擺在一個位置
[00:07:47.040 --> 00:07:49.040]  不應該擺在神的前面
[00:07:49.040 --> 00:07:51.040]  應該將神擺在前面
[00:07:51.040 --> 00:07:53.040]  然後你再怎樣安排你的時間
[00:07:53.040 --> 00:07:55.040]  有一個平衡的生活
[00:07:55.040 --> 00:07:57.040]  該侍奉的時候專心侍奉
[00:07:57.040 --> 00:07:59.040]  該做事的時候專心做事
[00:07:59.040 --> 00:08:01.040]  該照顧家庭的時候
[00:08:01.040 --> 00:08:03.040]  就有責任地照顧家庭
[00:08:03.040 --> 00:08:05.040]  是一個很平衡的生活
[00:08:05.040 --> 00:08:07.040]  而不是說我所有的時間
[00:08:07.040 --> 00:08:09.040]  來憂慮我應該穿什麼
[00:08:09.040 --> 00:08:11.040]  吃什麼
[00:08:11.040 --> 00:08:13.040]  然後之後我有安全感
[00:08:13.040 --> 00:08:15.040]  之後才來考慮
[00:08:15.040 --> 00:08:17.040]  我是否做一些與神有關的事情
[00:08:17.040 --> 00:08:19.040]  有一個研究
[00:08:19.040 --> 00:08:21.040]  其實在美國
[00:08:21.040 --> 00:08:23.040]  中國很多國家都做過
[00:08:23.040 --> 00:08:25.040]  結果都差不多
[00:08:25.040 --> 00:08:27.040]  他們在大學都問一些人
[00:08:27.040 --> 00:08:29.040]  他們覺得
[00:08:29.040 --> 00:08:31.040]  你會想先有理想還是先有錢
[00:08:31.040 --> 00:08:33.040]  還是你要先賺夠錢
[00:08:33.040 --> 00:08:35.040]  然後再談理想的事情
[00:08:35.040 --> 00:08:37.040]  當然有些人覺得
[00:08:37.040 --> 00:08:39.040]  錢不重要
[00:08:39.040 --> 00:08:41.040]  但最重要的是我一定要有理想
[00:08:41.040 --> 00:08:43.040]  堅持我的夢想
[00:08:43.040 --> 00:08:45.040]  有些人就說我不是有什麼夢想理想
[00:08:45.040 --> 00:08:47.040]  最重要是先搞定錢
[00:08:47.040 --> 00:08:49.040]  有了錢我再來想有什麼理想
[00:08:49.040 --> 00:08:51.040]  兩批不同的人
[00:08:51.040 --> 00:08:53.040]  之後十年或者二十年
[00:08:53.040 --> 00:08:55.040]  之後他再做一個跟進
[00:08:55.040 --> 00:08:57.040]  結果告訴我們
[00:08:57.040 --> 00:08:59.040]  他們覺得先有夢想
[00:08:59.040 --> 00:09:01.040]  先有理想
[00:09:01.040 --> 00:09:03.040]  然後再有錢的人
[00:09:03.040 --> 00:09:05.040]  百分之八十都成功
[00:09:05.040 --> 00:09:07.040]  那些說我先有錢
[00:09:07.040 --> 00:09:09.040]  然後先有夢想的人
[00:09:09.040 --> 00:09:11.040]  一百個裡面只有一個成功
[00:09:11.040 --> 00:09:13.040]  所以你會發覺很不同
[00:09:13.040 --> 00:09:15.040]  當我們把錢放在位置
[00:09:15.040 --> 00:09:17.040]  不理其他東西
[00:09:17.040 --> 00:09:19.040]  神的東西先放下
[00:09:19.040 --> 00:09:21.040]  搞定所有的錢
[00:09:21.040 --> 00:09:23.040]  教育基金
[00:09:23.040 --> 00:09:25.040]  我先侍奉
[00:09:25.040 --> 00:09:27.040]  你發覺是不行的
[00:09:27.040 --> 00:09:29.040]  你一定要人生先有個意象
[00:09:29.040 --> 00:09:31.040]  覺得原來神在我生命中
[00:09:31.040 --> 00:09:33.040]  他現在還沒帶我走
[00:09:33.040 --> 00:09:35.040]  他一定有個計劃在我身上
[00:09:35.040 --> 00:09:37.040]  他給我這些財幹
[00:09:37.040 --> 00:09:39.040]  不只是為了優類
[00:09:39.040 --> 00:09:41.040]  花這些財幹來賺取金錢
[00:09:41.040 --> 00:09:43.040]  優類我吃什麼穿什麼
[00:09:43.040 --> 00:09:45.040]  先找到神給你
[00:09:45.040 --> 00:09:47.040]  生命中的目的
[00:09:47.040 --> 00:09:49.040]  意象
[00:09:49.040 --> 00:09:51.040]  然後主耶穌給我們
[00:09:51.040 --> 00:09:53.040]  一個很好的應許
[00:09:53.040 --> 00:09:55.040]  你需要的一切一定加給你
[00:09:55.040 --> 00:09:57.040]  很多人是因為相信這個應許
[00:09:57.040 --> 00:09:59.040]  而轉一個生活模式
[00:09:59.040 --> 00:10:01.040]  轉一個價值觀
[00:10:01.040 --> 00:10:03.040]  然後你發覺不單止
[00:10:03.040 --> 00:10:05.040]  你可以實現你的夢想
[00:10:05.040 --> 00:10:07.040]  你活出神給你的價值
[00:10:07.040 --> 00:10:09.040]  而且你生活都可以一無所缺
[00:10:09.040 --> 00:10:11.040]  所以是雙贏
[00:10:11.040 --> 00:10:13.040]  東西放在對的位置你就雙贏
[00:10:13.040 --> 00:10:15.040]  放錯位置就很慘
[00:10:15.040 --> 00:10:17.040]  你放錯位置
[00:10:17.040 --> 00:10:19.040]  不單止不可以雙贏
[00:10:19.040 --> 00:10:21.040]  不單止你活不出一個豐盛的生命
[00:10:21.040 --> 00:10:23.040]  甚至很可能你喪失生命
[00:10:23.040 --> 00:10:25.040]  當主耶穌說這句話的時候
[00:10:25.040 --> 00:10:27.040]  當代聽的人
[00:10:27.040 --> 00:10:29.040]  後期經歷了一件事
[00:10:29.040 --> 00:10:31.040]  就是耶路撒冷被毀
[00:10:31.040 --> 00:10:33.040]  這只不過是主耶穌
[00:10:33.040 --> 00:10:35.040]  升天之後
[00:10:35.040 --> 00:10:37.040]  大概三十年之後的事
[00:10:37.040 --> 00:10:39.040]  主佑七十年
[00:10:39.040 --> 00:10:41.040]  所以當時如果
[00:10:41.040 --> 00:10:43.040]  聽主耶穌登山補訓
[00:10:43.040 --> 00:10:45.040]  那些人如果當時是三十歲
[00:10:45.040 --> 00:10:47.040]  可能到他們六十歲就經歷到那件事
[00:10:47.040 --> 00:10:49.040]  所以當代的人是經歷到的
[00:10:49.040 --> 00:10:51.040]  有什麼好處呢
[00:10:51.040 --> 00:10:53.040]  如果當代的人
[00:10:53.040 --> 00:10:55.040]  當天聽到主耶穌說這句話
[00:10:55.040 --> 00:10:57.040]  然後他真的照著做
[00:10:57.040 --> 00:10:59.040]  當日那群人
[00:10:59.040 --> 00:11:01.040]  應該還沒在耶路撒冷
[00:11:01.040 --> 00:11:03.040]  被毀之前已經走了
[00:11:03.040 --> 00:11:05.040]  因為他們放下了金錢
[00:11:05.040 --> 00:11:07.040]  既然碧白剛剛開始來
[00:11:07.040 --> 00:11:09.040]  我們快點跟隨福音的大道
[00:11:09.040 --> 00:11:11.040]  去到其他地方
[00:11:11.040 --> 00:11:13.040]  散到其他地方
[00:11:13.040 --> 00:11:15.040]  我們就傳福音
[00:11:15.040 --> 00:11:17.040]  將福音帶到
[00:11:17.040 --> 00:11:19.040]  羅馬帝國其他地方
[00:11:19.040 --> 00:11:21.040]  最後就
[00:11:21.040 --> 00:11:23.040]  翻轉了整個羅馬帝國
[00:11:23.040 --> 00:11:25.040]  很有意義的生活
[00:11:25.040 --> 00:11:27.040]  哪群人慘呢
[00:11:27.040 --> 00:11:29.040]  就是那群聽到的不理會
[00:11:29.040 --> 00:11:31.040]  然後到了耶路撒冷被毀的時候
[00:11:31.040 --> 00:11:33.040]  你知道那群有錢的人
[00:11:33.040 --> 00:11:35.040]  留在耶路撒冷最後多慘嗎
[00:11:35.040 --> 00:11:37.040]  羅馬兵兵攻入耶路撒冷的時候
[00:11:37.040 --> 00:11:39.040]  抓住那些有錢人
[00:11:39.040 --> 00:11:41.040]  為了逼他們說出
[00:11:41.040 --> 00:11:43.040]  你的財產財寶
[00:11:43.040 --> 00:11:45.040]  藏在什麼地方
[00:11:45.040 --> 00:11:47.040]  他們用一些殘酷的酷刑
[00:11:47.040 --> 00:11:49.040]  來折磨他們
[00:11:49.040 --> 00:11:51.040]  逼他們說出他們的錢在哪裡
[00:11:51.040 --> 00:11:53.040]  所以每一個人都家破人亡
[00:11:53.040 --> 00:11:55.040]  所以其實當時主耶穌的教導
[00:11:55.040 --> 00:11:57.040]  如果他們肯聽
[00:11:57.040 --> 00:11:59.040]  是救回他們的命
[00:11:59.040 --> 00:12:01.040]  他們將錢放對
[00:12:01.040 --> 00:12:03.040]  有很多人不肯走
[00:12:03.040 --> 00:12:05.040]  不管了,我還有三間屋在耶路撒冷
[00:12:05.040 --> 00:12:07.040]  生意今年都不錯
[00:12:07.040 --> 00:12:09.040]  我怎麼能拋開這些去走
[00:12:09.040 --> 00:12:11.040]  為了福音的緣故
[00:12:11.040 --> 00:12:13.040]  是那一群
[00:12:13.040 --> 00:12:15.040]  最後的下場
[00:12:15.040 --> 00:12:17.040]  就很慘,那些放得低
[00:12:17.040 --> 00:12:19.040]  不管了,放得低
[00:12:19.040 --> 00:12:21.040]  我知道神的國最重要
[00:12:21.040 --> 00:12:23.040]  現在逼迫來了,我就跟著大隊
[00:12:23.040 --> 00:12:25.040]  一起去其他地方傳福音
[00:12:25.040 --> 00:12:27.040]  是那一群人,就是有福的人
[00:12:27.040 --> 00:12:29.040]  在二次世界大戰
[00:12:29.040 --> 00:12:31.040]  猶太人死了六百萬
[00:12:31.040 --> 00:12:33.040]  很淒慘
[00:12:33.040 --> 00:12:35.040]  我們集中營,看歷史都知道
[00:12:35.040 --> 00:12:37.040]  但有一樣東西大家可能不知道
[00:12:37.040 --> 00:12:39.040]  就在二次世界大戰之前
[00:12:39.040 --> 00:12:41.040]  的二十年
[00:12:41.040 --> 00:12:43.040]  基本上神已經拆敗了很多人
[00:12:43.040 --> 00:12:45.040]  去呼召當時歐洲
[00:12:45.040 --> 00:12:47.040]  尤其是德國的猶太人
[00:12:47.040 --> 00:12:49.040]  不如我們一個
[00:12:49.040 --> 00:12:51.040]  回去耶路撒冷,重建耶路撒冷的
[00:12:51.040 --> 00:12:53.040]  campaign,一起回去
[00:12:53.040 --> 00:12:55.040]  因為聖經應許
[00:12:55.040 --> 00:12:57.040]  猶太人最後會復國
[00:12:57.040 --> 00:12:59.040]  已經有這樣的campaign在
[00:12:59.040 --> 00:13:01.040]  但是很多的猶太人
[00:13:01.040 --> 00:13:03.040]  不肯回去
[00:13:03.040 --> 00:13:05.040]  因為他們當時在歐洲太成功
[00:13:05.040 --> 00:13:07.040]  銀行家
[00:13:07.040 --> 00:13:09.040]  很多的錢
[00:13:09.040 --> 00:13:11.040]  他們不肯放棄
[00:13:11.040 --> 00:13:13.040]  我的銀行有這麼多的股份
[00:13:13.040 --> 00:13:15.040]  有這麼多的生意,有這麼多的房子
[00:13:15.040 --> 00:13:17.040]  不走
[00:13:17.040 --> 00:13:19.040]  所以能夠呼召
[00:13:19.040 --> 00:13:21.040]  回應這個campaign,能夠真的放下
[00:13:21.040 --> 00:13:23.040]  東西,回去耶路撒冷重建
[00:13:23.040 --> 00:13:25.040]  的很少一批人
[00:13:25.040 --> 00:13:27.040]  大部分的人都不走
[00:13:27.040 --> 00:13:29.040]  但到了二次世界大戰開戰的時候
[00:13:29.040 --> 00:13:31.040]  到他們想走的時候已經太遲了
[00:13:31.040 --> 00:13:33.040]  那時傾家蕩產
[00:13:33.040 --> 00:13:35.040]  都想買張紙能夠回去耶路撒冷
[00:13:35.040 --> 00:13:37.040]  那時已經太遲了
[00:13:37.040 --> 00:13:39.040]  錢擺在位置
[00:13:39.040 --> 00:13:41.040]  有時不單止
[00:13:41.040 --> 00:13:43.040]  讓我們沒辦法活出
[00:13:43.040 --> 00:13:45.040]  一個豐盛的生命
[00:13:45.040 --> 00:13:47.040]  有時甚至讓我們喪失了生命
[00:13:47.040 --> 00:13:49.040]  所以主耶穌給我們一些
[00:13:49.040 --> 00:13:51.040]  教導是很實際
[00:13:51.040 --> 00:13:53.040]  不單止救我們的生命
[00:13:53.040 --> 00:13:55.040]  讓我們的生命可以繼續發光
[00:13:55.040 --> 00:13:57.040]  我們這次去四川地震
[00:13:57.040 --> 00:13:59.040]  參觀一個地方叫漢王
[00:13:59.040 --> 00:14:01.040]  有一個當地的姊妹帶我們去參觀
[00:14:01.040 --> 00:14:03.040]  他是一個土生土長的漢王
[00:14:03.040 --> 00:14:05.040]  就是廖志出生的地方
[00:14:05.040 --> 00:14:07.040]  他很熟悉那個地方
[00:14:07.040 --> 00:14:09.040]  所以他帶我們去參觀地震
[00:14:09.040 --> 00:14:11.040]  不斷介紹
[00:14:11.040 --> 00:14:13.040]  他介紹得很清楚
[00:14:13.040 --> 00:14:15.040]  這間什麼餐館的老闆姓什麼
[00:14:15.040 --> 00:14:17.040]  他有幾個兒子幾個孫子
[00:14:17.040 --> 00:14:19.040]  他所有都介紹了
[00:14:19.040 --> 00:14:21.040]  我剛才發覺原來在地震當中
[00:14:21.040 --> 00:14:23.040]  原來很多人
[00:14:23.040 --> 00:14:25.040]  第一時間逃了出來
[00:14:25.040 --> 00:14:27.040]  他逃了出來沒事
[00:14:27.040 --> 00:14:29.040]  出來之後就發覺
[00:14:29.040 --> 00:14:31.040]  床下還有餅乾罐還有箱錢
[00:14:31.040 --> 00:14:33.040]  快點進去拿
[00:14:33.040 --> 00:14:35.040]  回去拿錢的時候
[00:14:35.040 --> 00:14:37.040]  屋子塌了
[00:14:37.040 --> 00:14:39.040]  窄死了
[00:14:39.040 --> 00:14:41.040]  很多人是這樣死的
[00:14:41.040 --> 00:14:43.040]  主耶穌在這裡的教導
[00:14:43.040 --> 00:14:45.040]  如果當時的人肯聽
[00:14:45.040 --> 00:14:47.040]  肯遵守
[00:14:47.040 --> 00:14:49.040]  後來他們就能夠活出一個
[00:14:49.040 --> 00:14:51.040]  非常之發光的生命
[00:14:51.040 --> 00:14:53.040]  但當他們沒有聽的時候
[00:14:53.040 --> 00:14:55.040]  到了三十年之後
[00:14:55.040 --> 00:14:57.040]  他們的子女
[00:14:57.040 --> 00:14:59.040]  的命運就很淒慘
[00:14:59.040 --> 00:15:01.040]  今天也一樣
[00:15:01.040 --> 00:15:03.040]  當我們不是照著聖經
[00:15:03.040 --> 00:15:05.040]  告訴我們的價值觀生活
[00:15:05.040 --> 00:15:07.040]  當我們不斷說
[00:15:07.040 --> 00:15:09.040]  不管了
[00:15:09.040 --> 00:15:11.040]  我先搞定我的錢
[00:15:11.040 --> 00:15:13.040]  在憂慮著
[00:15:13.040 --> 00:15:15.040]  我們就沒有辦法
[00:15:15.040 --> 00:15:17.040]  能夠活出一個
[00:15:17.040 --> 00:15:19.040]  很發光的生命
