
[00:00:00.000 --> 00:00:04.320]  今天和各位一起分享這個題目
[00:02:23.640 --> 00:02:30.000]  在這個如此古老的故事裏面
[00:02:30.000 --> 00:02:32.520]  或者一些的訓誨裏面
[00:02:32.520 --> 00:02:38.000]  會給到我們一些什麼的教導呢?
[00:02:38.000 --> 00:02:43.120]  在第二章第一節就說到
[00:02:43.120 --> 00:02:48.080]  「我的弟兄們,你們信奉我們榮耀的主耶穌基督
[00:02:48.080 --> 00:02:52.240]  便不可按外貌待人」
[00:02:52.240 --> 00:02:58.480]  第一個真道就是珍惜這個道
[00:02:58.480 --> 00:03:00.000]  他就珍惜
[00:03:00.000 --> 00:03:02.800]  雅各在這裏一開始的時候
[00:03:02.800 --> 00:03:13.400]  就很純純善柔地跟散駐在不同地方的十二個支派的人說話
[00:03:13.400 --> 00:03:18.000]  還有去稱呼他們是弟兄
[00:03:18.000 --> 00:03:20.320]  事實上我們在教會裏面
[00:03:20.320 --> 00:03:22.760]  我們彼此叫做弟兄姊妹
[00:03:22.760 --> 00:03:24.840]  彼此去相稱
[00:03:24.840 --> 00:03:27.240]  不是一件容易的事情
[00:03:27.240 --> 00:03:30.080]  也是得來不易的
[00:03:30.080 --> 00:03:36.720]  我們這個稱呼是由耶穌基督的補血那裏換回來的
[00:03:36.720 --> 00:03:40.720]  甚至經歷了很多血的洗禮
[00:03:40.720 --> 00:03:42.320]  基督的血
[00:03:42.320 --> 00:03:44.440]  殉道者的血
[00:03:44.440 --> 00:03:51.880]  我們先賢先聖在一些極權的社會裏面所流的血
[00:03:51.880 --> 00:03:54.960]  今天我們仍然能夠在這裏
[00:03:54.960 --> 00:03:58.360]  一起去親近和敬拜神
[00:03:58.360 --> 00:04:01.800]  亦都是因為他們的血的緣故
[00:04:01.800 --> 00:04:04.040]  他們是失去生命
[00:04:04.040 --> 00:04:07.400]  亦都是受著生命的危險
[00:04:07.400 --> 00:04:12.440]  我們今天才得到這樣的稱呼
[00:04:12.440 --> 00:04:13.960]  在經文裏面
[00:04:13.960 --> 00:04:17.480]  我們會看到一些人間的悲劇
[00:04:17.480 --> 00:04:22.400]  因為有人以外貌去待人
[00:04:22.400 --> 00:04:27.160]  而悲劇在於在教會裏面
[00:04:27.160 --> 00:04:32.440]  是一群信耶穌基督的一群人裏面
[00:04:32.440 --> 00:04:34.880]  那裏是發生的
[00:04:34.880 --> 00:04:38.440]  我們很多時候在教會裏面
[00:04:38.440 --> 00:04:40.880]  都會提醒大家
[00:04:40.880 --> 00:04:44.400]  都是以基督耶穌的心為心
[00:04:44.400 --> 00:04:46.760]  和要彼此相愛
[00:04:46.760 --> 00:04:50.960]  就好像耶穌基督所教導的我們一樣
[00:04:50.960 --> 00:04:55.760]  但是我們卻發現了一些人生醜陋的一面
[00:04:55.760 --> 00:04:57.520]  亞國亦有建議
[00:04:57.520 --> 00:05:03.640]  及此教會需要修正我們的生命質素
[00:05:03.640 --> 00:05:11.000]  所以勸信徒去注意我們的生命見證
[00:05:11.000 --> 00:05:18.520]  今天我們在這個訊息裏面
[00:05:18.520 --> 00:05:20.400]  這個爭道
[00:05:20.400 --> 00:05:25.560]  就是叫我們珍惜我們之間彼此的關係
[00:05:25.560 --> 00:05:27.800]  要有一個好行為
[00:05:27.800 --> 00:05:30.560]  要有一個很好的表演
[00:05:30.560 --> 00:05:35.080]  我們在近來聽到一句話是甚麼呢?
[00:05:35.080 --> 00:05:38.440]  我不是在聽你說甚麼
[00:05:38.440 --> 00:05:41.800]  而是我想看到你做些甚麼
[00:05:41.800 --> 00:05:47.320]  規矩和法則可以寫得很漂亮、很完美
[00:05:47.320 --> 00:05:54.840]  甚至乎是人見到都覺得這件是美事、是好事
[00:05:54.840 --> 00:05:56.520]  但是有一個問題
[00:05:56.520 --> 00:05:59.600]  就是一個表裡不一致
[00:05:59.600 --> 00:06:04.920]  來破壞了生命對別人的尊重
[00:06:04.920 --> 00:06:11.880]  這令到他的追隨者表示不滿
[00:06:11.880 --> 00:06:12.800]  打個比喻
[00:06:12.800 --> 00:06:17.960]  如果有一天我們在街上或其他地方
[00:06:17.960 --> 00:06:21.240]  遇上我們主內的弟兄姊妹
[00:06:21.240 --> 00:06:24.400]  對方很坦誠地來跟我們說
[00:06:24.400 --> 00:06:27.280]  我曾經染上了新肺炎
[00:06:27.280 --> 00:06:29.160]  現在康復了
[00:06:29.160 --> 00:06:32.280]  到時候你的反應是怎樣呢?
[00:06:32.280 --> 00:06:34.240]  如果你問我
[00:06:34.240 --> 00:06:35.960]  到時候我的反應是
[00:06:35.960 --> 00:06:39.160]  先看看他有沒有戴口罩
[00:06:39.160 --> 00:06:42.280]  然後去慰問他
[00:06:42.280 --> 00:06:45.680]  如果那個環境和地方是許可的話
[00:06:45.680 --> 00:06:48.000]  我們當然是保持社交距離
[00:06:48.000 --> 00:06:51.480]  來跟他一起去祈禱
[00:06:51.480 --> 00:06:53.920]  我們要珍惜
[00:06:53.920 --> 00:06:58.240]  我們要珍惜這個真理的道
[00:06:58.240 --> 00:07:00.960]  第二個道是憎道
[00:07:00.960 --> 00:07:04.480]  這個憎是可以是爭取的憎
[00:07:04.480 --> 00:07:07.760]  即是說要付出的
[00:07:07.760 --> 00:07:12.400]  我們看第二章的第二和第三節的時候
[00:07:12.400 --> 00:07:18.840]  在教會裡面竟然出現了這種爭取
[00:07:18.840 --> 00:07:21.680]  就是若有一個人戴著金戒指
[00:07:21.680 --> 00:07:23.440]  穿著華美衣服
[00:07:23.440 --> 00:07:24.880]  進你們的會堂去
[00:07:24.880 --> 00:07:29.440]  若有一個窮人穿著安裝衣服也進去
[00:07:29.440 --> 00:07:32.640]  你們就看中那穿華美衣服的人
[00:07:32.640 --> 00:07:35.840]  說請坐在這好位上
[00:07:35.840 --> 00:07:37.600]  又對那窮人說
[00:07:37.600 --> 00:07:39.040]  你站在那裡
[00:07:39.040 --> 00:07:44.040]  或坐在我腳椅下
[00:07:44.040 --> 00:07:49.120]  這本書是在第一世紀的時候的書信
[00:07:49.120 --> 00:07:53.560]  也看到當時有一些人生百態
[00:07:53.560 --> 00:07:57.560]  見高就拜見低就踩
[00:07:57.560 --> 00:08:00.360]  當我們看到這個信息的時候
[00:08:00.360 --> 00:08:06.040]  或覺得原來這個並不是我們華人社會裡面才有的
[00:08:06.040 --> 00:08:08.320]  其他的地方都有
[00:08:08.320 --> 00:08:15.640]  原來在自古至今都是有存在的
[00:08:15.640 --> 00:08:19.240]  會不會覺得自己也很舒服
[00:08:19.240 --> 00:08:21.200]  如果是這樣的話
[00:08:21.200 --> 00:08:23.760]  真的需要修正一下
[00:08:23.760 --> 00:08:28.320]  這種不平等的待遇
[00:08:28.320 --> 00:08:33.360]  最悲慘的一個情節就是
[00:08:33.360 --> 00:08:41.240]  它是發生在教會裡面
[00:08:41.240 --> 00:08:43.200]  裡面說了兩種人
[00:08:43.200 --> 00:08:46.120]  一種是富有,一種是貧窮
[00:08:46.120 --> 00:08:48.040]  富有的是怎樣呢?
[00:08:48.040 --> 00:08:53.760]  穿著華美衣服,身光頸靚,珠光寶氣
[00:08:53.760 --> 00:08:55.520]  不用多說了
[00:08:55.520 --> 00:08:58.640]  人一見到他就已經被吸引了
[00:08:58.640 --> 00:09:02.240]  再戴上金戒指的時候
[00:09:02.240 --> 00:09:05.480]  再給他一個讚
[00:09:05.480 --> 00:09:08.360]  金本來也是貴重的
[00:09:08.360 --> 00:09:12.480]  但是如果我們知道那個社會背景的時候
[00:09:12.480 --> 00:09:17.920]  其實這個戒指不只是金這麼簡單
[00:09:17.920 --> 00:09:25.720]  而是這個戒指可以作為一種印刷
[00:09:25.720 --> 00:09:27.280]  可以拿來做什麼呢?
[00:09:27.280 --> 00:09:30.040]  拿來做買賣
[00:09:30.040 --> 00:09:37.040]  玩玩手,這個戒指一印到合約文件上面
[00:09:37.040 --> 00:09:42.560]  那個價值一定是超過這個戒指
[00:09:42.560 --> 00:09:46.600]  這樣除了可以做買賣之外
[00:09:46.600 --> 00:09:50.400]  也是一個權力的象徵
[00:09:50.400 --> 00:09:53.640]  在《創世紀》第41章
[00:09:53.640 --> 00:09:55.000]  這裡是這樣說的
[00:09:55.000 --> 00:10:01.360]  就是說約瑟從法老的手上得到這個戒指
[00:10:01.360 --> 00:10:03.560]  而《以斯帖記》
[00:10:03.560 --> 00:10:12.040]  也記載了亞克·錘魯王用他的戒指在御主上面打印作實
[00:10:12.040 --> 00:10:16.320]  是表示一種權威在裡面
[00:10:16.320 --> 00:10:19.520]  也有一種承諾
[00:10:19.520 --> 00:10:22.040]  就是可以承受產業的意思
[00:10:22.040 --> 00:10:25.880]  在《路加福音》這個浪子的故事裡面
[00:10:25.880 --> 00:10:33.160]  做爸爸的就是將他的戒指戴在浪子的手指上面
[00:10:33.160 --> 00:10:37.800]  就是表示接納他
[00:10:37.800 --> 00:10:41.000]  這個就是珠光寶氣
[00:10:41.000 --> 00:10:47.920]  一些背後的權力、能力的問題
[00:10:47.920 --> 00:10:49.560]  而座位是什麼呢?
[00:10:49.560 --> 00:10:55.240]  在當時的會堂能夠坐的位置是不多的
[00:10:55.240 --> 00:10:59.080]  很多人一來到會堂聚集
[00:10:59.080 --> 00:11:02.120]  要麼坐在地上,要麼站在那裡
[00:11:02.120 --> 00:11:04.120]  有位置坐的就不多
[00:11:04.120 --> 00:11:08.880]  而再加上腳椅子更加少
[00:11:08.880 --> 00:11:10.480]  腳椅子是用來晾腳的
[00:11:10.480 --> 00:11:14.200]  就是皇帝可能坐得高
[00:11:14.200 --> 00:11:16.520]  椅子又高了一點
[00:11:16.520 --> 00:11:20.160]  這樣晾著腳就比較舒服一點
[00:11:20.160 --> 00:11:21.600]  這樣就不用說皇帝了
[00:11:21.600 --> 00:11:25.320]  我們今時今日在家裡也好像皇帝一樣
[00:11:25.320 --> 00:11:28.720]  坐在椅子上再找些東西晾一晾腳
[00:11:28.720 --> 00:11:33.480]  是舒服一點的
[00:11:33.480 --> 00:11:40.880]  這個腳椅子也是表示他的位置高低
[00:11:40.880 --> 00:11:45.120]  見到窮人坐在那個位置
[00:11:45.120 --> 00:11:48.520]  這樣就不太適切了
[00:11:48.520 --> 00:11:51.640]  麻煩你走一走
[00:11:51.640 --> 00:11:55.240]  我記得有一次去到猶太會堂
[00:11:55.240 --> 00:11:59.360]  去到參觀的時候老師說了
[00:11:59.360 --> 00:12:05.120]  記住不要隨便碰裡面的東西
[00:12:05.120 --> 00:12:08.560]  最主要就是跟著會堂裡面的
[00:12:08.560 --> 00:12:12.040]  管會堂的人走,聽他們講解就可以了
[00:12:12.040 --> 00:12:15.960]  由頭到尾就像幼稚園小學生一樣
[00:12:15.960 --> 00:12:21.320]  雙手都放在後面,偶然放在前面
[00:12:21.320 --> 00:12:28.800]  見到上面聚會的地方就是會堂第一排那些
[00:12:28.800 --> 00:12:30.840]  全部都有個名字在那裡
[00:12:30.840 --> 00:12:36.240]  原來那些位置已經預留了給某些人
[00:12:36.240 --> 00:12:39.320]  譬如大使館裡面的領事
[00:12:39.320 --> 00:12:42.080]  或者一些有錢人
[00:12:42.080 --> 00:12:46.360]  或者一些宗教的師職人士
[00:12:46.360 --> 00:12:48.440]  就是坐在那些位置
[00:12:48.440 --> 00:12:54.280]  老師叮囑我們千萬不要坐,你一坐就很麻煩
[00:12:54.280 --> 00:12:56.560]  當然不會坐
[00:12:56.560 --> 00:13:02.400]  座位就表示一個身份
[00:13:02.400 --> 00:13:05.640]  其實這些富貴和貧窮
[00:13:05.640 --> 00:13:08.440]  不單止是指一些錢財
[00:13:08.440 --> 00:13:11.000]  而是指一些背後
[00:13:11.000 --> 00:13:18.400]  一些權力、勢力、知識
[00:13:18.400 --> 00:13:21.600]  在第六節我們就會看到什麼呢?
[00:13:21.600 --> 00:13:24.360]  第六節這裡就說到
[00:13:24.360 --> 00:13:28.720]  你們犯了羞辱窮人魔
[00:13:28.720 --> 00:13:32.840]  那富足人豈不是欺壓你們
[00:13:32.840 --> 00:13:35.880]  拉你們到公堂去魔
[00:13:35.880 --> 00:13:38.280]  富有的人可以怎樣呢?
[00:13:38.280 --> 00:13:44.840]  可以透過一些法律、律例去做一些控告
[00:13:44.840 --> 00:13:48.160]  和一些欺凌的行為
[00:13:48.160 --> 00:13:52.880]  而第七節更加厲害
[00:13:52.880 --> 00:13:58.120]  可想而知當時的教會是十分開放
[00:13:58.120 --> 00:14:01.840]  什麼人都可以隨便進來
[00:14:01.840 --> 00:14:04.360]  我們秉持這樣的教導
[00:14:04.360 --> 00:14:07.680]  在今時今日我們教會都是開放出來
[00:14:07.680 --> 00:14:09.840]  只要有人願意來教會
[00:14:09.840 --> 00:14:13.200]  我們都歡迎他來和我們一起
[00:14:13.200 --> 00:14:19.360]  然而在這裡第七節說到什麼呢?
[00:14:19.360 --> 00:14:21.720]  他們就是一些富有的人
[00:14:21.720 --> 00:14:23.200]  有權力的人
[00:14:23.200 --> 00:14:25.200]  有勢力的人
[00:14:25.200 --> 00:14:26.280]  是怎樣呢?
[00:14:26.280 --> 00:14:30.600]  他們不是褻瀆你們所敬奉的尊名嗎?
[00:14:30.600 --> 00:14:32.640]  這個就是什麼呢?
[00:14:32.640 --> 00:14:36.840]  原來有一些不信主的人
[00:14:36.840 --> 00:14:38.120]  被困了進去
[00:14:38.120 --> 00:14:43.640]  甚至他們是一個十分有權柄的人
[00:14:43.640 --> 00:14:45.520]  或者有權力的人
[00:14:45.520 --> 00:14:49.400]  被困了進去這間教會的禮堂
[00:14:49.400 --> 00:14:51.520]  他們是不信神的
[00:14:51.520 --> 00:14:56.200]  就好像詩篇第十四篇和第五十三篇所說的
[00:14:56.200 --> 00:14:59.440]  「愈患人心裡說沒有神」
[00:14:59.440 --> 00:15:03.400]  我們不能排除怎樣說都可以
[00:15:03.400 --> 00:15:04.840]  一點都不出奇
[00:15:04.840 --> 00:15:06.640]  有些人只不過是好奇
[00:15:06.640 --> 00:15:09.160]  想知道我們的信仰是什麼
[00:15:09.160 --> 00:15:13.480]  但是不等於他心裡有神
[00:15:13.480 --> 00:15:17.440]  大學裡面也有宗教系
[00:15:17.440 --> 00:15:21.360]  來讀這一科的不一定真的相信有神
[00:15:21.360 --> 00:15:24.400]  他只不過是做一個研究
[00:15:24.400 --> 00:15:28.080]  這一群的權貴來到教會裡面
[00:15:28.080 --> 00:15:29.400]  都是一樣
[00:15:29.400 --> 00:15:31.160]  他們只不過是看看
[00:15:31.160 --> 00:15:33.640]  這一群人這麼有趣
[00:15:33.640 --> 00:15:35.200]  為什麼這樣生活呢?
[00:15:35.200 --> 00:15:38.440]  就是來這裡觀察
[00:15:38.440 --> 00:15:43.120]  他們來看了就不等於他們真的信神
[00:15:43.120 --> 00:15:46.120]  這些人的心裡面沒有神
[00:15:46.120 --> 00:15:48.640]  當我們聽到一句話
[00:15:48.640 --> 00:15:50.560]  一個人的心裡面沒有神
[00:15:50.560 --> 00:15:52.920]  這個人就很恐怖
[00:15:52.920 --> 00:15:55.920]  因為他自己就是神
[00:15:55.920 --> 00:15:58.080]  他不怕
[00:15:58.080 --> 00:16:00.440]  他不怕冥冥中有個主宰
[00:16:00.440 --> 00:16:07.120]  來監察著我們的生命和行為
[00:16:07.120 --> 00:16:08.480]  這些就是富有人
[00:16:08.480 --> 00:16:10.760]  而窮人是怎樣呢?
[00:16:10.760 --> 00:16:12.760]  第一件事就是被拒絕
[00:16:12.760 --> 00:16:16.440]  看到他衣衫藍柳
[00:16:16.440 --> 00:16:19.000]  衣服不整齊
[00:16:19.000 --> 00:16:22.840]  已經打了折扣
[00:16:22.840 --> 00:16:27.720]  然後他看到有地方就坐
[00:16:27.720 --> 00:16:30.560]  一坐就坐下來,原來是不對的
[00:16:30.560 --> 00:16:32.560]  被人叫了起來
[00:16:32.560 --> 00:16:35.160]  叫起來不僅如此
[00:16:35.160 --> 00:16:37.160]  還有什麼呢?
[00:16:37.160 --> 00:16:40.200]  坐在我腳椅下
[00:16:40.200 --> 00:16:44.600]  剛才說了腳椅是一種晾腳的地方
[00:16:44.600 --> 00:16:50.080]  而為什麼要坐在我腳椅下呢?
[00:16:50.080 --> 00:16:55.160]  其實這一句話是帶著一個很大的侮辱
[00:16:55.160 --> 00:16:56.160]  為什麼呢?
[00:16:56.160 --> 00:17:00.960]  就是在古代打仗的時候
[00:17:00.960 --> 00:17:06.160]  贏了的當然是有好的位置
[00:17:06.160 --> 00:17:09.480]  輸了的戰敗者是怎樣呢?
[00:17:09.480 --> 00:17:11.760]  就是坐在他腳椅下
[00:17:11.760 --> 00:17:12.760]  做什麼呢?
[00:17:12.760 --> 00:17:15.480]  做他的奴隸
[00:17:15.480 --> 00:17:20.960]  甚至乎是一個戰敗者的角色
[00:17:20.960 --> 00:17:23.040]  一個姿態
[00:17:23.040 --> 00:17:24.640]  其實他們就是這樣
[00:17:24.640 --> 00:17:26.320]  甚至乎這些窮人
[00:17:26.320 --> 00:17:30.720]  是會受這些很有知識的人
[00:17:30.720 --> 00:17:36.080]  在法律上利用法律來欺壓他們
[00:17:36.080 --> 00:17:42.480]  法律本身是保障一個人的權益的
[00:17:42.480 --> 00:17:44.480]  但是在這個時候
[00:17:44.480 --> 00:17:51.240]  反而做了一些攻擊的武器
[00:17:51.240 --> 00:17:54.080]  很小心的處理一件事情
[00:17:54.080 --> 00:17:58.600]  剛才說了有錢人和窮人
[00:17:58.600 --> 00:18:01.920]  我們不能夠一竹篙打一船人
[00:18:01.920 --> 00:18:04.040]  窮人也有壞人
[00:18:04.040 --> 00:18:07.680]  富有人也有好人
[00:18:07.680 --> 00:18:12.600]  富有不代表他一定是壞人
[00:18:12.600 --> 00:18:16.680]  或者他真的不可一世
[00:18:16.680 --> 00:18:20.760]  富有人在今時今日我們也看到
[00:18:20.760 --> 00:18:24.200]  也有一些是良善的富有的人
[00:18:24.200 --> 00:18:26.800]  有很多有錢的人家
[00:18:26.800 --> 00:18:27.960]  他們做一些善事
[00:18:27.960 --> 00:18:31.600]  他是不會讓別人知道的
[00:18:31.600 --> 00:18:34.320]  他隨意的捐款
[00:18:34.320 --> 00:18:37.520]  我們有時候也會看到
[00:18:37.520 --> 00:18:40.320]  有一些捐款名單裡面
[00:18:40.320 --> 00:18:42.760]  是無名氏
[00:18:42.760 --> 00:18:45.000]  在教會裡面也有一些
[00:18:45.000 --> 00:18:48.400]  不想讓人知道他叫什麼名字的
[00:18:48.400 --> 00:18:52.720]  也是奉獻了一筆金錢出來
[00:18:52.720 --> 00:18:57.240]  也是讓有需要的人得到幫助
[00:18:57.240 --> 00:19:01.160]  富有人也是有他們一個美好的見證
[00:19:01.160 --> 00:19:04.440]  以及良善的行為
[00:19:04.440 --> 00:19:07.880]  在這裡也看到
[00:19:07.880 --> 00:19:09.960]  世上有一些人
[00:19:09.960 --> 00:19:13.160]  他為了一求個人的私利
[00:19:13.160 --> 00:19:17.440]  是會用到個人的一些權力和影響力
[00:19:17.440 --> 00:19:20.040]  去到竭力追求一些
[00:19:20.040 --> 00:19:24.680]  最適合自己心意的一些結果
[00:19:24.680 --> 00:19:26.520]  就好像我們時常說的
[00:19:26.520 --> 00:19:30.080]  龍門任自己去搬人
[00:19:30.080 --> 00:19:35.720]  也是永遠以個人的利益來著想
[00:19:35.720 --> 00:19:37.520]  為個人的利益
[00:19:37.520 --> 00:19:39.840]  來生命的
[00:19:39.840 --> 00:19:43.320]  做他的首要的一個選擇
[00:19:43.320 --> 00:19:49.800]  爭奪、爭取適合自己的一個道理
[00:19:49.800 --> 00:19:53.000]  如果我們將富有和貧窮
[00:19:53.000 --> 00:19:58.760]  看成軟弱、剛強、謙卑或者自大
[00:19:58.760 --> 00:20:03.200]  就會超越了這個物質的世界
[00:20:03.200 --> 00:20:04.240]  在第五節這裡
[00:20:04.240 --> 00:20:06.720]  他說「我親愛的弟兄們請聽
[00:20:06.720 --> 00:20:10.280]  神豈不是揀選了世上的貧窮人
[00:20:10.280 --> 00:20:13.640]  要他們在信上付足
[00:20:13.640 --> 00:20:15.960]  並承受他所應許
[00:20:15.960 --> 00:20:20.440]  給那些愛他之人的國嗎?」
[00:20:20.440 --> 00:20:24.680]  當我們去到看高崑的故事的時候
[00:20:24.680 --> 00:20:26.880]  他將他研究的成果
[00:20:26.880 --> 00:20:29.760]  這個光纖的技術
[00:20:29.760 --> 00:20:33.360]  沒有賣給一間公司作為專利
[00:20:33.360 --> 00:20:38.800]  然後在當中得到自己一個巨大的個人利益
[00:20:38.800 --> 00:20:42.640]  反而是將這種技術公諸於世
[00:20:42.640 --> 00:20:45.160]  被眾人去使用
[00:20:45.160 --> 00:20:47.560]  我們今天就會看到
[00:20:47.560 --> 00:20:50.560]  網絡上的速度
[00:20:50.560 --> 00:20:53.280]  也是因為這種技術
[00:20:53.280 --> 00:20:56.080]  而讓我們很多的資訊
[00:20:56.080 --> 00:21:00.000]  以及我們的文件上的一些傳遞
[00:21:00.000 --> 00:21:02.360]  信息上的傳遞
[00:21:02.360 --> 00:21:05.040]  得以這麼迅速
[00:21:05.040 --> 00:21:07.960]  也是因為這種技術
[00:21:07.960 --> 00:21:14.040]  而高崑先生並沒有在這件事上
[00:21:14.040 --> 00:21:16.280]  公開他的技術
[00:21:16.280 --> 00:21:18.240]  而是貧窮的
[00:21:18.240 --> 00:21:20.640]  他的生活繼續去到豐富
[00:21:20.640 --> 00:21:22.720]  他得到諾貝爾獎
[00:21:22.720 --> 00:21:26.680]  也曾經做過中大的校長
[00:21:26.680 --> 00:21:30.440]  之後也是被一間大的公司
[00:21:30.440 --> 00:21:36.560]  讓他繼續去研發光纖的技術
[00:21:36.560 --> 00:21:38.320]  那些人也在問
[00:21:38.320 --> 00:21:39.880]  光纖已經是最快了
[00:21:39.880 --> 00:21:41.040]  還有什麼呢
[00:21:41.040 --> 00:21:43.160]  因為他當年說過
[00:21:43.160 --> 00:21:45.720]  他的技術還可以快十倍
[00:21:45.720 --> 00:21:46.960]  我們聽起來
[00:21:46.960 --> 00:21:48.400]  這樣也可以的
[00:21:48.400 --> 00:21:50.400]  事實上真的是
[00:21:50.400 --> 00:21:53.160]  我們看看我們網上的速度
[00:21:53.160 --> 00:21:55.320]  由光纖的10M
[00:21:55.320 --> 00:21:56.080]  接著100M
[00:21:56.080 --> 00:21:59.320]  然後現在就去到1000M
[00:21:59.320 --> 00:22:02.160]  那個速度就很快
[00:22:02.160 --> 00:22:03.360]  比以前更加的快
[00:22:03.360 --> 00:22:04.760]  當他離世之後
[00:22:04.760 --> 00:22:08.400]  在2010年9月21日
[00:22:08.400 --> 00:22:13.160]  成立了這個高崑慈善基金
[00:22:13.160 --> 00:22:15.720]  你說他有沒有貧窮不貧窮
[00:22:15.720 --> 00:22:17.680]  他在物質上一點也不貧窮
[00:22:17.680 --> 00:22:21.360]  反而繼續是富足
[00:22:21.360 --> 00:22:23.800]  他不單單是個人有富足
[00:22:23.800 --> 00:22:28.000]  也能夠將他的能力
[00:22:28.000 --> 00:22:29.320]  金錢的能力
[00:22:29.320 --> 00:22:34.880]  可以幫助其他有需要的人
[00:22:34.880 --> 00:22:37.880]  當我們去到看第五節的時候
[00:22:37.880 --> 00:22:41.720]  就像這一節的經文裡面所說的
[00:22:41.720 --> 00:22:43.640]  就像登山寶訓
[00:22:43.640 --> 00:22:45.800]  耶穌說的八福的第一福
[00:22:45.800 --> 00:22:47.520]  「虛心的人有福了
[00:22:47.520 --> 00:22:50.440]  因為天國是他們的」
[00:22:50.440 --> 00:22:52.440]  「虛心」這個字
[00:22:52.440 --> 00:22:59.360]  和亞各書所用的「貧窮」這個字是同一個字
[00:22:59.360 --> 00:23:01.600]  原來這些貧窮的人
[00:23:01.600 --> 00:23:03.840]  心裡面是虛心的
[00:23:03.840 --> 00:23:07.320]  尤其是耶穌所說的貧窮
[00:23:07.320 --> 00:23:10.160]  是說靈裡面貧窮的人
[00:23:10.160 --> 00:23:11.720]  因為他靈裡面的貧窮
[00:23:11.720 --> 00:23:15.560]  是他不斷地去爭取
[00:23:15.560 --> 00:23:19.040]  在靈裡面的那個富足
[00:23:19.040 --> 00:23:20.520]  而他得到的是什麼呢?
[00:23:20.520 --> 00:23:23.560]  因為「天國是他們的」
[00:23:23.560 --> 00:23:25.800]  貧窮的人去到天國
[00:23:25.800 --> 00:23:27.920]  就變成富足的人
[00:23:27.920 --> 00:23:30.800]  富足的人去到天國的時候
[00:23:30.800 --> 00:23:32.680]  真的不知道怎麼比較
[00:23:32.680 --> 00:23:34.760]  因為在啟示錄第二十一章
[00:23:34.760 --> 00:23:39.720]  描述到天家的珠光寶氣
[00:23:39.720 --> 00:23:42.840]  黃金階壁玉成
[00:23:42.840 --> 00:23:44.640]  金壁輝煌
[00:23:44.640 --> 00:23:47.720]  叫人十分讚嘆
[00:23:47.720 --> 00:23:52.960]  只要能夠進入到天家裡面的時候
[00:23:52.960 --> 00:23:55.400]  新耶路撒冷裡面的時候
[00:23:55.400 --> 00:23:59.680]  新天新地的處境的時候
[00:23:59.680 --> 00:24:03.960]  其實這個地方就是神賜給他們
[00:24:03.960 --> 00:24:07.400]  賜給祂所愛的子民
[00:24:07.400 --> 00:24:09.720]  這個地方就是屬於他們
[00:24:09.720 --> 00:24:11.520]  富有的人
[00:24:11.520 --> 00:24:14.800]  他地上有多少財產都好
[00:24:14.800 --> 00:24:18.640]  都比不上一條街
[00:24:18.640 --> 00:24:21.520]  或者比不上一幅牆
[00:24:21.520 --> 00:24:27.160]  黃金階壁玉成
