
[00:00:00.000 --> 00:00:06.000]  很高興能夠在大家當中分享神的說話
[00:03:59.000 --> 00:04:01.000]  我會幫助你夢想實現
[00:04:01.000 --> 00:04:11.000]  我們會將你搬到世界裡很好的地方去住
[00:04:11.000 --> 00:04:20.000]  有些人可能他們的生活裡面,就是做運動員
[00:04:20.000 --> 00:04:23.000]  可能做運動,就是他們自己的宗教
[00:04:28.000 --> 00:04:32.000]  可能有些人,他們夢想實現,就去到一些不同的地方去居住生活
[00:04:32.000 --> 00:04:40.000]  所以我剛才所說的,共通的地方就是說
[00:04:40.000 --> 00:04:42.000]  最重要的就是我自己的開心
[00:04:42.000 --> 00:04:47.000]  最重要的就是我自己的「我」字很大
[00:04:47.000 --> 00:04:54.000]  所以我就告訴大家,我好像活在「我」的世界裡
[00:04:59.000 --> 00:05:04.000]  有本書是2006年有人寫出來的,名字叫做「我世代」
[00:05:04.000 --> 00:05:13.000]  這個作者他寫這本書的時候,他說
[00:05:13.000 --> 00:05:16.000]  自我中心或者自私就越來越嚴重在這個社會裡
[00:05:25.000 --> 00:05:30.000]  他做了一個研究,去調查由1960年至2000年出生的那些人
[00:05:30.000 --> 00:05:33.000]  他就改了一個名字,叫做「X」和「Y世代」
[00:05:33.000 --> 00:05:48.000]  他發覺這兩批人,他們越來越著重自我的形象
[00:05:48.000 --> 00:05:51.000]  很喜歡名譽,很多的東西
[00:05:56.000 --> 00:06:03.000]  他著重這些東西多於著重內在裡面的那種自我接納,合群或者社區的意識
[00:06:03.000 --> 00:06:13.000]  如果大家年長一點的時候,就會叫做嬰兒潮的一代
[00:06:13.000 --> 00:06:21.000]  可能會覺得,多好啊,我們這一代其實都挺特別的
[00:06:26.000 --> 00:06:30.000]  大家都知道靈智的汽車,網上有個廣告
[00:06:30.000 --> 00:06:48.000]  他就說靈智的汽車通常都不是一般的P牌仔開的
[00:06:55.000 --> 00:06:58.000]  通常都是一把媽媽拿著的靈智,帶著兒子出來繞個圈
[00:06:58.000 --> 00:07:08.000]  即是靈智是其中很多貴的車品牌之一
[00:07:08.000 --> 00:07:15.000]  有個廣告的時候,裡面有個字這樣打出來
[00:07:15.000 --> 00:07:20.000]  他說就等你顯出你的身份出來
[00:07:26.000 --> 00:07:32.000]  當你買了靈智車的時候,就代表你自己是一個很個人,很突出你自己個人的身份
[00:07:32.000 --> 00:07:39.000]  我不是說大家有什麼問題,如果你有靈智就真是神祝福你
[00:07:39.000 --> 00:07:43.000]  好啊,就有一輛車
[00:07:53.000 --> 00:07:57.000]  另外有一間叫做財文顧問公司,他都這樣,曾經有個廣告去賣
[00:07:57.000 --> 00:08:00.000]  專針對這班嬰兒潮的一代
[00:08:00.000 --> 00:08:10.000]  他說最好,你退休的時候寫的那本書,是寫關於你自己的書
[00:08:10.000 --> 00:08:16.000]  這間公司會幫助你夢想實現
[00:08:20.000 --> 00:08:23.000]  看那些退休村,老人村,非常興奮
[00:08:23.000 --> 00:08:37.000]  他告訴你,你住這些退休村裡面,有最好的廚師幫你煮東西吃
[00:08:37.000 --> 00:08:40.000]  又有歌爾夫球場,又有健身室,哇,所有東西都很好
[00:08:40.000 --> 00:08:43.000]  為什麼呢?
[00:08:48.000 --> 00:08:50.000]  你這麼辛苦,做了這麼多年,現在退休了
[00:08:50.000 --> 00:08:52.000]  你值得有這麼好的享受
[00:08:52.000 --> 00:09:05.000]  無論大家是年長的,或者年輕的,都好
[00:09:05.000 --> 00:09:08.000]  有一樣東西是共通的,就是我們今天活在這個"我"的世代裡面
[00:09:08.000 --> 00:09:14.000]  我們就在這樣的潮流,這樣的情況裡面,生活著
[00:09:19.000 --> 00:09:22.000]  特別對年輕人來說,好像沒有其他的選擇一樣
[00:09:22.000 --> 00:09:30.000]  對於這個"我"、"自我"這個世界裡面的解藥是什麼呢?
[00:09:30.000 --> 00:09:34.000]  我告訴大家,不是要自己憎自己
[00:09:34.000 --> 00:09:38.000]  聖經沒有這樣教我們,要憎自己
[00:09:38.000 --> 00:09:45.000]  但是我會告訴大家,是一個"G-World",就是神的世界
[00:09:49.000 --> 00:09:51.000]  就是神是我們焦點的所在
[00:09:51.000 --> 00:10:04.000]  神告訴我們,我們被創造的時候,是要去愛祂,去侍奉祂的
[00:10:04.000 --> 00:10:10.000]  我們是神所創造,所以神是擁有我們
[00:10:18.000 --> 00:10:21.000]  因為不只是我們屬於祂一次,而是屬於祂兩次
[00:10:21.000 --> 00:10:24.000]  因為祂創造我們之後,祂也救贖我們,是透過耶穌基督的補血
[00:10:24.000 --> 00:10:38.000]  但是當我們看聖經的時候,你會發覺從創世紀到啟示錄的時候
[00:10:38.000 --> 00:10:41.000]  都有一個主題,就是我們要去服事,去侍奉
[00:10:49.000 --> 00:10:53.000]  無論你知也好,不知也好,我們被神創造的時候,我們是要去侍奉神
[00:10:53.000 --> 00:11:08.000]  在創世紀十二章裡面說,神對阿伯蘭說
[00:11:08.000 --> 00:11:13.000]  祂說你要離開本地,本族,父家,往我所要指示你的地方去
[00:11:19.000 --> 00:11:24.000]  我必叫你的成為大國,我必賜福給你,叫你的名為大
[00:11:24.000 --> 00:11:30.000]  你也要叫別人得福
[00:11:30.000 --> 00:11:41.000]  為什麼阿伯蘭給神祝福呢?是不是因為祂很特別,所以祂給神祝福呢?
[00:11:46.000 --> 00:11:51.000]  阿伯蘭給神祝福的時候,是因為祂被祝福之後,祂可以祝福其他的人
[00:11:51.000 --> 00:12:03.000]  通常我們會說這個就是阿伯蘭罕的約,就是神和阿伯蘭罕所立的約
[00:12:03.000 --> 00:12:13.000]  另外我們看到在埃及十九章裡面有另外一段很重要的經文
[00:12:17.000 --> 00:12:21.000]  這個我們稱之為西乃山之約,就是神和以色列民所立的約
[00:12:43.000 --> 00:12:47.000]  他這樣說,如今你們若實在聽從我的話,遵守我的約
[00:12:47.000 --> 00:12:51.000]  我就要在萬民中作屬我的子民,因為全地都是我的
[00:12:51.000 --> 00:12:55.000]  你們要歸我的,我作祭司的國度,為聖潔的國民
[00:12:55.000 --> 00:12:59.000]  這就是說你要告訴以色列人
[00:13:11.000 --> 00:13:15.000]  就是說那些以色列人要成為神和人之間的祭司,就是人和神之間的宗母
[00:13:15.000 --> 00:13:28.000]  他們好像成為一個榜樣的時候,就顯露出他們所認識的神是怎樣
[00:13:28.000 --> 00:13:34.000]  然後去到新約的時候
[00:13:37.000 --> 00:13:41.000]  耶穌就走在這個風塵撲撲的路途上
[00:13:41.000 --> 00:13:50.000]  耶穌就在安息日裡面去到他自己的家鄉拿撒勒的會堂裡面
[00:13:50.000 --> 00:14:01.000]  他就將以塞雅書的書卷裡面打開出來宣讀
[00:14:01.000 --> 00:14:06.000]  他在以塞雅書六十一章讀出來
[00:14:08.000 --> 00:14:10.000]  (英文翻譯)
[00:14:10.000 --> 00:14:26.000]  神就恭呼耶穌,叫祂傳福音給那些貧窮的人
[00:14:26.000 --> 00:14:30.000]  猜顯祂報告被擄的得釋放,黑眼的得看見
[00:14:30.000 --> 00:14:34.000]  叫那受壓制的得自由,報告神,越立人的欺凌
[00:14:38.000 --> 00:14:40.000]  (英文翻譯)
[00:14:40.000 --> 00:14:45.000]  耶穌是來到這個世界裡面去服事,特別是那些被拋棄的人
[00:14:45.000 --> 00:14:52.000]  在耶穌被釘十字架之前一晚
[00:14:52.000 --> 00:15:01.000]  耶穌和他的門徒一起去過最後那幾個小時的時間
[00:15:04.000 --> 00:15:07.000]  耶穌在教他們所有的任何教導已經教完了
[00:15:07.000 --> 00:15:16.000]  就是他和他們的門徒一起過了幾個小時,然後他就被釘十字架
[00:15:16.000 --> 00:15:24.000]  耶穌就坐在那張吃飯桌的前面,那個角落頭
[00:15:24.000 --> 00:15:29.000]  一看他就知道,坐在那個桌子上就知道他是那個領袖
[00:15:33.000 --> 00:15:35.000]  在最後晚餐的時候,他脫下外衣
[00:15:35.000 --> 00:15:45.000]  他就走到門徒的面前
[00:15:45.000 --> 00:15:56.000]  接著就拿著他門徒的腳
[00:15:56.000 --> 00:16:01.000]  接著開始洗他的腳
[00:16:04.000 --> 00:16:06.000]  這個就很奇怪,是不是?
[00:16:06.000 --> 00:16:17.000]  或者看到有人這樣做的時候都覺得不太舒服
[00:16:17.000 --> 00:16:28.000]  我特意這樣做,因為你作為一個牧師,這樣做出來給大家看
[00:16:28.000 --> 00:16:31.000]  已經覺得很奇怪,何況耶穌坐在那個門徒身上呢?
[00:16:33.000 --> 00:16:35.000]  謝謝
[00:16:35.000 --> 00:16:50.000]  親愛的朋友,耶穌在天上寶座一個這麼榮美的地方裡面
[00:16:50.000 --> 00:16:52.000]  來到這個世間裡面
[00:16:52.000 --> 00:16:58.000]  這個就是很真實,很真真實實,有血有肉的神
[00:17:01.000 --> 00:17:03.000]  他是與神同在,亦都本身是神
[00:17:03.000 --> 00:17:08.000]  他想我們每個星期都去敬拜他
[00:17:08.000 --> 00:17:16.000]  這個神,我們所相信的神,所敬拜的神
[00:17:16.000 --> 00:17:21.000]  亦都是脫下外衣,納在腰裡面去洗腳的那位神
[00:17:21.000 --> 00:17:28.000]  這個是神呼召我們要去做的事
[00:17:31.000 --> 00:17:36.000]  如果我做這個,作為你的領導,那我呼召你也要做這個
[00:17:36.000 --> 00:17:47.000]  所以,親愛的朋友,請勇氣,我們可以在人們的生命中有所改變
[00:17:47.000 --> 00:17:55.000]  我不知道這會不會在中文中有所改變,但是在英文中會有所改變
[00:17:55.000 --> 00:17:58.000]  我們被神所救贖的時候
[00:18:01.000 --> 00:18:05.000]  有時我們會以為我們被神所救贖之後,我們就可以坐下來按按腳
[00:18:05.000 --> 00:18:21.000]  最好的就是星期天坐在教堂裡面聚會就可以了
[00:18:21.000 --> 00:18:27.000]  當神拯救你的時候,當祂觸動你的生命的時候
[00:18:32.000 --> 00:18:35.000]  祂不只是要簡單,又要去拯救你脫離死亡這麼簡單
[00:18:35.000 --> 00:18:48.000]  神拯救你的時候,你可以去關心去幫助其他的人
[00:18:48.000 --> 00:18:52.000]  我們不是為自己而活
[00:18:52.000 --> 00:18:58.000]  我們是為神而活,記住這是神的世界
[00:19:01.000 --> 00:19:03.000]  可能未必認識這件事
[00:19:03.000 --> 00:19:15.000]  我們的小朋友在學校讀書的時候,會一直被老師教導
[00:19:15.000 --> 00:19:17.000]  我們自己有多重要呢
[00:19:17.000 --> 00:19:28.000]  我不是說小朋友不應該有一個好的自我形象,或者努力去奮鬥
[00:19:31.000 --> 00:19:34.000]  如果我們不知道自己站在哪個位置,也不知道我們在神的眼中是在哪個位置
[00:19:34.000 --> 00:19:42.000]  我們不知道自己擺在哪個位置
[00:19:42.000 --> 00:19:53.000]  我想再和大家說清楚,我們被神拯救的時候,我們是要去服侍其他的人
[00:19:57.000 --> 00:20:01.000]  我們活著是為了去服侍
[00:20:01.000 --> 00:20:13.000]  我們活著是要去侍奉
[00:20:13.000 --> 00:20:17.000]  我們活著是要去侍奉
[00:20:17.000 --> 00:20:20.000]  我們活著是要去侍奉
[00:20:20.000 --> 00:20:23.000]  我們活著是要去侍奉
[00:20:26.000 --> 00:20:28.000]  我們活著是要去侍奉
[00:20:28.000 --> 00:20:35.000]  我們活著是要去施予,不是去得著
[00:20:35.000 --> 00:20:43.000]  神創造我們出來是要我們做一些事有所改變
[00:20:43.000 --> 00:20:50.000]  不是我們就側側膊離開這個世界,過了一生
[00:20:57.000 --> 00:21:01.000]  有時我們見到牧師或神職人員穿著一件袍走出來
[00:21:01.000 --> 00:21:09.000]  如果是基督教的牧師或祭司,他們會有一條領
[00:21:09.000 --> 00:21:17.000]  甚至有時修士也會穿著一件長袍
[00:21:22.000 --> 00:21:26.000]  他們有不同的派系,他們有不同的規矩
[00:21:26.000 --> 00:21:47.000]  我們鼓勵大家不要覺得自己神拯救的時候,自己在自己的小圈子裏面生活
[00:21:48.000 --> 00:21:53.000]  我們看到的大圖畫就是我們在神拯救的大團體裏面的其中一份子
[00:21:53.000 --> 00:22:06.000]  或者想像一下自己穿著一件袍,有個領或是帽子套著
[00:22:06.000 --> 00:22:12.000]  有時穿那些衣服也有幫助,為甚麼呢?
[00:22:12.000 --> 00:22:15.000]  因為提醒你是甚麼人
[00:22:17.000 --> 00:22:20.000]  因為我在這裏是為了神,不是為了我自己
[00:22:20.000 --> 00:22:29.000]  我們如何能夠改變這個世界
[00:22:29.000 --> 00:22:35.000]  有甚麼可以推動我們去服事,去幫助其他人呢?
[00:22:35.000 --> 00:22:40.000]  如何可以推動我們去為其他人祈禱呢?
[00:22:45.000 --> 00:22:48.000]  有甚麼可以挑戰我們進入其他人的生命裏面呢?
[00:22:48.000 --> 00:22:56.000]  我先可以告訴大家,你要和神有一個個人的關係
[00:22:56.000 --> 00:23:01.000]  不只是說要做一些好的事
[00:23:01.000 --> 00:23:09.000]  在澳洲有時也會說,你要做些好事
[00:23:09.000 --> 00:23:14.000]  我不是說為了要做好事而做好事
[00:23:16.000 --> 00:23:18.000]  我不相信,我們很多人都很自私
[00:23:18.000 --> 00:23:27.000]  當我們很自私的時候,我們能夠改變的是神去改變我們
[00:23:27.000 --> 00:23:35.000]  有時我也會有這個試探,就會變得自私
[00:23:42.000 --> 00:23:45.000]  我很清楚知道我是被神所拯救,也可以去服事其他人
[00:23:45.000 --> 00:23:52.000]  有些地方是應該去侍奉神的,對不對?
[00:23:52.000 --> 00:23:55.000]  這就是我的意思
[00:23:55.000 --> 00:24:04.000]  當你奉耶穌的名去服事其他人的時候,你其實就是在服事神
[00:24:11.000 --> 00:24:17.000]  所以我們大家就要好像耶穌那樣,箍著腰開始去服事其他身邊的人
[00:24:17.000 --> 00:24:23.000]  在別人的生命裏面做一些改變
[00:24:23.000 --> 00:24:31.000]  我們首先要被神所拯救和赦免才可以
[00:24:42.000 --> 00:24:44.000]  我們心裏面也要有一個哀動的心
[00:24:44.000 --> 00:24:47.000]  就好像神去哀動,你看到那些需要的時候你才去做
[00:24:47.000 --> 00:24:56.000]  有時我們眼睛又矇,心又硬,看不到
[00:24:56.000 --> 00:24:59.000]  不是一件好事
[00:24:59.000 --> 00:25:09.000]  最近我和一班朋友在玩音樂
[00:25:12.000 --> 00:25:16.000]  我們在樂隊演奏,在一個公眾的地方
[00:25:16.000 --> 00:25:27.000]  不是很認真地表演,只是我們一起合唱,開心一下,玩一下
[00:25:27.000 --> 00:25:33.000]  然後有一個女人走過來
[00:25:33.000 --> 00:25:39.000]  可能她是三十多四十歲
[00:25:42.000 --> 00:25:44.000]  當時她的情緒很高漲
[00:25:44.000 --> 00:25:53.000]  我猜她應該服用了一些藥物
[00:25:53.000 --> 00:26:03.000]  當我們在彈音樂的時候,她要整個身體動一下,擺一下
[00:26:12.000 --> 00:26:17.000]  然後她在彈奏的時候,那位女士就在那裏說
[00:26:17.000 --> 00:26:21.000]  「哎呀,我很喜歡這些音樂,真的很喜歡聽到現場的音樂」
[00:26:21.000 --> 00:26:25.000]  然後我們再彈幾首音樂
[00:26:25.000 --> 00:26:31.000]  我不知道是她的男朋友還是她的丈夫
[00:26:31.000 --> 00:26:37.000]  另外那個男朋友或者老公就走過來了
[00:26:40.000 --> 00:26:42.000]  一是喝醉酒或者服用了藥物
[00:26:42.000 --> 00:26:48.000]  他們就開始有一點口角
[00:26:48.000 --> 00:26:58.000]  那個男人說話不夠他說,不想麻煩,就走開了
[00:26:58.000 --> 00:27:06.000]  然後就看到有一個二十多歲的年輕女子走過來了
[00:27:09.000 --> 00:27:11.000]  和那個女士的頭髮是一樣的顏色
[00:27:11.000 --> 00:27:20.000]  然後那個女士就和那個年輕女子捉住她的手,在那裏開始跳舞
[00:27:20.000 --> 00:27:25.000]  然後跳得越來越厲害
[00:27:35.000 --> 00:27:40.000]  然後那個女士就開始說,我真的吸食了太多迷幻藥,這個就是我的女兒了
[00:27:40.000 --> 00:27:45.000]  我看到之後覺得心很傷
[00:27:45.000 --> 00:28:00.000]  你看到很多不同的一代一代,他們都在一些破碎的關係裏面去生活,成長
[00:28:06.000 --> 00:28:09.000]  突然間心裏面提醒我就說,神來到這個世間裏面就是為這些人而死
[00:28:09.000 --> 00:28:27.000]  無論我們去到一個購物中心或者我們自己工作的地方裏面,我們多多少少都會見到一些好像這樣的人
[00:28:33.000 --> 00:28:36.000]  有很多人,神可能要呼召我們去服侍他們,去愛他們
[00:28:36.000 --> 00:28:45.000]  我們都同樣被神呼召的時候,我們在教會裏面去弟兄姊妹彼此相愛
[00:28:45.000 --> 00:28:54.000]  我們就在我自己的教會裏面,有很多方法我們可以愛我們的弟兄姊妹
[00:28:54.000 --> 00:28:59.000]  可能有些正式的崗位我們擔當著
[00:29:04.000 --> 00:29:07.000]  即是可能有些崗位,沒有一個崗位在裏面,但其實你都可以去做
[00:29:07.000 --> 00:29:22.000]  很多年裏面,我和太太都有很多教會裏面的姐妹去祝福了我們
[00:29:22.000 --> 00:29:27.000]  他們其實是寂寂無名,他們只是很簡單,久不久就煮些飯菜給我們吃,祝福了我們很多
[00:29:31.000 --> 00:29:33.000]  他們在周刊裏面沒有名字出現
[00:29:33.000 --> 00:29:40.000]  在周年大會裏面,報告裏面沒有他們的名字出現
[00:29:40.000 --> 00:29:46.000]  他們就是用這樣的方法,很安靜地去侍奉神
[00:29:46.000 --> 00:29:59.000]  聖經裏面這樣說,人子尼不是要受人的服侍,而是要服侍他人
[00:30:01.000 --> 00:30:03.000]  並且要寫命作多人的屬教
[00:30:03.000 --> 00:30:09.000]  當你如果有個心去侍奉的時候,是會怎樣的呢?
[00:30:09.000 --> 00:30:16.000]  是不是說每個人都要成為牧師或傳導人才可以呢?
[00:30:16.000 --> 00:30:21.000]  不是這樣的,不是每個人都要做牧師或傳導人
[00:30:28.000 --> 00:30:33.000]  但是我想告訴大家,神是會對其中一些人說話,特別是我現在要跟一些年青的人去說
[00:30:33.000 --> 00:30:39.000]  有誰在這裏是三十歲以下的?
[00:30:39.000 --> 00:30:43.000]  舉高一點你的手吧,不用害羞
[00:30:43.000 --> 00:30:51.000]  我們有好幾個都是三十歲以下的
[00:30:58.000 --> 00:31:00.000]  有些可能是三十歲以下的,可能神會跟你說,你可能要全時間去服侍他也說不定
[00:31:00.000 --> 00:31:16.000]  可能意思就是說,你可能要去進入神學院裏面,接受一些神學的訓練
[00:31:16.000 --> 00:31:23.000]  可能在澳洲裏面去侍奉,或者在其他海外地方裏面侍奉
[00:31:28.000 --> 00:31:30.000]  你可以去考慮這件事,因為神是呼召人的
[00:31:30.000 --> 00:31:37.000]  作為爸爸媽媽的,我可不可以鼓勵你們呢?
[00:31:37.000 --> 00:31:41.000]  這個不容易接受
[00:31:41.000 --> 00:31:45.000]  鼓勵你自己的子女
[00:31:45.000 --> 00:31:49.000]  放手,讓神去帶領他們
[00:31:59.000 --> 00:32:01.000]  有些人會問,我需不需要轉行呢?
[00:32:01.000 --> 00:32:09.000]  今天裏面是怎樣影響人的選擇,做甚麼工作呢?
[00:32:09.000 --> 00:32:17.000]  老實說,很多時候找一份工作都是想賺到最多的錢
[00:32:17.000 --> 00:32:26.000]  可不可以說,其實這樣不是一個最好的理由去選擇那份工作呢?
[00:32:29.000 --> 00:32:31.000]  可不可以說,賺到錢有甚麼問題呢?
[00:32:31.000 --> 00:32:35.000]  如果你賺到錢就好了,那就去做吧
[00:32:35.000 --> 00:32:47.000]  在神的角度裏面,我們被呼召的時候,我們不只是去服侍
[00:32:47.000 --> 00:32:50.000]  我們要服侍身邊很多周圍的人
[00:32:59.000 --> 00:33:01.000]  我去挑戰大家,當你要選擇一份工作的時候
[00:33:01.000 --> 00:33:04.000]  你就要在那份工作裏面做到最好
[00:33:04.000 --> 00:33:15.000]  你可能要做電腦的,你就要在電腦裏面,自己裏面做到最好
[00:33:15.000 --> 00:33:23.000]  或者你留在家裏做爸爸媽媽,或者做一個會計師都好
[00:33:26.000 --> 00:33:28.000]  就在那個地方裏面,工作崗位裏面去服侍
[00:33:28.000 --> 00:33:40.000]  我們今天生活在這個社會裏面,他所提出的那一套跟我們真的要去做的那一套是有不同的
[00:33:40.000 --> 00:33:51.000]  你記得神說過,他的誡命就是要愛神和愛你的鄰舍嗎?
[00:33:54.000 --> 00:33:56.000]  我們如何可以證明我們對神的愛呢?
[00:33:56.000 --> 00:34:03.000]  我提議大家就是你去彼此服侍的時候,你就可以去證明你愛神
[00:34:03.000 --> 00:34:13.000]  當然我們需要去找時間去讀經,去祈禱,去一起聚會
[00:34:13.000 --> 00:34:21.000]  這不是我們生活的地方,是嗎?
[00:34:25.000 --> 00:34:29.000]  我們星期一到星期五的時候,我們就去上學,我們就去做工,那裏就是我們生活的地方
[00:34:29.000 --> 00:34:35.000]  當我們去彼此服侍的時候,我們就是在服侍神
[00:34:35.000 --> 00:34:53.000]  你可不可以想像一下,如果在一間教會裏面,或者很多教會裏面,他們每個人都想著要去彼此服侍,去服侍神呢?
[00:34:55.000 --> 00:34:59.000]  你可不可以想像一下,如果每個人都這樣做,或者每一間教會都這樣做的時候,對這個社區裏面有什麼影響呢?
[00:35:15.000 --> 00:35:25.000]  在美國裏面有一班退休人士,長者,他們就決定離開他們住的那間大屋,去到他們自己那間教會裏面,比較附近裏面那些小屋裏面住
[00:35:25.000 --> 00:35:36.000]  這班退休的長者,他們很想去退休之後,做一些事情去榮耀神
[00:35:41.000 --> 00:35:45.000]  這班人就賣了他們自己那間大屋,住在那些小屋裏面
[00:35:45.000 --> 00:35:59.000]  在他們搬進去的社區裏面就不同了,他們是多元文化,有很多不同種族的人住在那裏
[00:36:06.000 --> 00:36:11.000]  他們就問自己一個問題,我們作為神的指紋光和炎,怎樣在這裏面去幫助這個社區呢?
[00:36:11.000 --> 00:36:26.000]  他們就很想融入這個社區裏面,參加很多社區裏面的組織團體
[00:36:31.000 --> 00:36:36.000]  他們發覺很奇妙,他們好像被人排斥,那些人好像不太接受他們
[00:36:36.000 --> 00:36:52.000]  其實他們就去到一間店舖裏面,就跟店主說,我們可以怎樣去幫助這個社區裏面,去服侍這個社區呢?
[00:37:01.000 --> 00:37:06.000]  然後店主就很沒禮貌地罵他們這班人,你們不要走去那間店舖裏面,走呀,不需要你們
[00:37:06.000 --> 00:37:13.000]  大家可以想像,被人這樣說的時候,心裏面都沉一沉
[00:37:13.000 --> 00:37:20.000]  然後他們就做一個實驗,怎樣去服侍這個社區呢?
[00:37:28.000 --> 00:37:33.000]  他們就決定了,逢星期二和星期四,他們沒有被邀請,他們就去那條街裏面去撿垃圾
[00:37:33.000 --> 00:37:50.000]  這班長者,退休的人,他們會拿著一個大膠袋,就在這條大街裏面,由街頭去到街尾,星期二和星期四就撿所有垃圾
[00:37:50.000 --> 00:37:56.000]  他們足足做了一年,沒有人叫他們這樣做
[00:37:58.000 --> 00:38:05.000]  一年後,同一間店舖的店主,叫他們走,就邀請他們進去那間店舖裏面
[00:38:05.000 --> 00:38:20.000]  然後他們就開始討論,社區裏面有什麼挑戰,這班人可以怎樣去幫助社區呢?
[00:38:26.000 --> 00:38:30.000]  他們用耶穌的心腸去服侍這班人
[00:38:30.000 --> 00:38:38.000]  這一個國家裏面是很需要,很需要耶穌基督
[00:38:38.000 --> 00:38:48.000]  這裏的人就不會很歡迎你,因為你可能跟他爭奪贏了他
[00:38:54.000 --> 00:39:00.000]  他們會看到,當你的生命跟他們很不同的時候,你見到你有一個服侍的心的時候,他們才會有回應
[00:39:00.000 --> 00:39:08.000]  我可不可以鼓勵大家,你可以對他們有一個改變
[00:39:08.000 --> 00:39:14.000]  你在這個教會裏面,就可以有一個很大的改變
[00:39:14.000 --> 00:39:21.000]  你可以在這個家庭裏面,去有一個改變,去服侍這個家庭
[00:39:24.000 --> 00:39:26.000]  這個是很合適的文化
[00:39:26.000 --> 00:39:33.000]  不只是媽媽在家裏面去服侍這個家庭
[00:39:33.000 --> 00:39:37.000]  爸爸都要同樣做這件事
[00:39:37.000 --> 00:39:41.000]  和兒女都是
[00:39:41.000 --> 00:39:46.000]  這個我們就是被神呼召去做的
[00:39:46.000 --> 00:39:51.000]  我們被神呼召的時候,我們都要去服侍我們的社區
[00:39:54.000 --> 00:39:57.000]  耶穌跟他們說過,人要得著生命的時候,就要賠上生命
[00:39:57.000 --> 00:40:12.000]  耶穌說,當你為我原故寫命的時候,你就會得著這個生命
[00:40:24.000 --> 00:40:30.000]  我相信大家,如果你真的為耶穌的名義寫上生命的時候,周圍的人會問你,為什麼你要這樣做呢?
[00:40:30.000 --> 00:40:35.000]  為什麼你要用這個方法來愛我們呢?
[00:40:35.000 --> 00:40:38.000]  然後你可以怎麼說呢?
[00:40:38.000 --> 00:40:42.000]  因為神愛我
[00:40:42.000 --> 00:40:47.000]  我也想介紹你認識這個神
[00:40:47.000 --> 00:40:53.000]  神愛你愛到一個地步,甚至為你而死
[00:40:55.000 --> 00:40:58.000]  讓我問你一個困難的問題
[00:40:58.000 --> 00:41:03.000]  你會不會比較自我中心一點呢?
[00:41:03.000 --> 00:41:11.000]  我知道我自己有時候會比較自我中心一點
[00:41:11.000 --> 00:41:19.000]  我不是要問大家是不是完美,我知道大家都不是
[00:41:24.000 --> 00:41:27.000]  我想問大家,是不是你比較喜歡討自己的喜悅,多於討神的喜悅呢?
[00:41:27.000 --> 00:41:41.000]  我是想鼓勵大家,今天你就去改變你的思想
