
[00:00:00.000 --> 00:00:02.500]  今天我要跟各位分享的信息是
[00:04:56.520 --> 00:05:00.060]  雖然祝朋的意思就是
[00:05:00.060 --> 00:05:04.160]  住在那個架子
[00:05:04.160 --> 00:05:08.100]  還有布末撐起來的帳篷
[00:05:08.100 --> 00:05:09.700]  住在裡面
[00:05:09.700 --> 00:05:13.280]  那麼神的帳目就在人間
[00:05:13.280 --> 00:05:15.280]  好不好
[00:05:15.280 --> 00:05:21.040]  一年到底有幾個新年
[00:05:21.040 --> 00:05:22.720]  看你是什麼人
[00:05:22.720 --> 00:05:26.820]  西方人 美國人是一年就一個新年嗎
[00:05:26.820 --> 00:05:29.860]  什麼時候
[00:05:29.860 --> 00:05:32.600]  新年新年
[00:05:32.600 --> 00:05:36.160]  耶 七月初 一月一號
[00:05:36.160 --> 00:05:39.940]  西方人 美國人就一個新年嗎
[00:05:39.940 --> 00:05:42.440]  中國人有兩個新年
[00:05:42.440 --> 00:05:45.300]  還有一個農曆新年
[00:05:45.300 --> 00:05:50.680]  2023年農曆新年春節是幾號
[00:05:50.680 --> 00:05:53.340]  一月二十二
[00:05:53.340 --> 00:05:55.780]  今年已經過去了
[00:05:55.780 --> 00:05:59.660]  今年是一月二十二 二十三
[00:05:59.660 --> 00:06:01.860]  或者是怎麼樣
[00:06:01.860 --> 00:06:04.020]  猶太人最聰明了
[00:06:04.020 --> 00:06:06.920]  猶太人一年過三個新年
[00:06:06.920 --> 00:06:08.720]  一月一號
[00:06:08.720 --> 00:06:14.640]  然後他們還過Russia Shana猶太的新年
[00:06:14.640 --> 00:06:16.520]  然後他們還有一個叫做
[00:06:16.520 --> 00:06:19.840]  雨夜節 Passover
[00:06:19.840 --> 00:06:21.840]  他們也是當作新年來過
[00:06:21.840 --> 00:06:24.340]  因為聖經上面說
[00:06:24.340 --> 00:06:27.520]  當摩西代的猶太人
[00:06:27.520 --> 00:06:29.580]  出了埃及三個月的時候
[00:06:29.580 --> 00:06:32.080]  到西乃山的時候
[00:06:32.080 --> 00:06:35.960]  摩西領受律法 不是嗎
[00:06:35.960 --> 00:06:39.100]  然後那個月叫做彌撒月
[00:06:39.100 --> 00:06:43.060]  那就是月節 出埃及的故事
[00:06:43.060 --> 00:06:45.200]  出埃及記十二章第二節
[00:06:45.200 --> 00:06:47.800]  他說 那一起來唸
[00:06:47.800 --> 00:06:51.200]  你們要以本月為正月
[00:06:51.200 --> 00:06:53.440]  為一年之首
[00:06:53.440 --> 00:06:58.680]  所以雨夜節也算是一個新年了 不是嗎
[00:06:58.680 --> 00:07:01.380]  所以猶太人他們最少一年可以
[00:07:01.380 --> 00:07:03.280]  兩到三個新年
[00:07:03.280 --> 00:07:04.980]  哈利路亞
[00:07:04.980 --> 00:07:06.320]  剛才我們講的
[00:07:06.320 --> 00:07:09.560]  七月一日是吹角節
[00:07:09.560 --> 00:07:12.600]  七月十日是贖罪日
[00:07:12.600 --> 00:07:17.660]  七月十五就是昨天 就是祝朋節
[00:07:17.660 --> 00:07:21.100]  利維基二十三章四十一至四十四節
[00:07:21.100 --> 00:07:23.800]  他說 然後我們一起來唸
[00:07:23.800 --> 00:07:26.000]  每年七月間
[00:07:26.000 --> 00:07:30.080]  要向耶和華守這節七日
[00:07:30.080 --> 00:07:34.680]  這為你們世世代代永遠的定力
[00:07:34.680 --> 00:07:37.620]  你們要住在彭尼七日
[00:07:37.620 --> 00:07:41.860]  凡以色列家的人都要住在彭尼
[00:07:41.860 --> 00:07:44.860]  叫你們世世代代知道
[00:07:44.860 --> 00:07:48.700]  我領以色列人出埃及地的時候
[00:07:48.700 --> 00:07:51.600]  曾使他們住在彭尼
[00:07:51.600 --> 00:07:55.300]  我是耶和華 你們的神
[00:07:55.300 --> 00:07:59.340]  於是摩西將耶和華的節氣
[00:07:59.340 --> 00:08:01.740]  傳給以色列人
[00:08:01.740 --> 00:08:06.240]  這就是祝朋節神的交代
[00:08:06.240 --> 00:08:07.220]  是不是
[00:08:07.220 --> 00:08:08.920]  我們剛才講的
[00:08:08.920 --> 00:08:11.520]  就是九月多的時候
[00:08:11.520 --> 00:08:13.380]  就是九月
[00:08:13.380 --> 00:08:14.660]  篇尾的時候
[00:08:14.660 --> 00:08:18.720]  就是正好是七月初一
[00:08:18.720 --> 00:08:20.920]  就是Russia Shana
[00:08:20.920 --> 00:08:23.700]  我們也有在這邊特別來慶祝一下
[00:08:23.700 --> 00:08:26.800]  那麼跟著贖罪日七初十
[00:08:26.800 --> 00:08:29.460]  跟著十五就是祝朋節
[00:08:29.460 --> 00:08:32.340]  哈咧嚕咧嚕
[00:08:32.340 --> 00:08:36.140]  那麼這就是我們猶太人
[00:08:36.140 --> 00:08:42.380]  特別從他們這個一個循環
[00:08:42.380 --> 00:08:43.680]  你看
[00:08:43.680 --> 00:08:46.620]  在這個三四月之間
[00:08:46.620 --> 00:08:48.980]  犀利的三四月之間
[00:08:48.980 --> 00:08:51.820]  有一個叫做泥沙月
[00:08:51.820 --> 00:08:54.260]  那個就是月節
[00:08:54.260 --> 00:08:56.020]  就是發生在那個地方
[00:08:56.020 --> 00:08:58.020]  我們都知道月節的故事
[00:08:58.020 --> 00:08:58.860]  是不是
[00:08:58.860 --> 00:09:00.760]  他是說
[00:09:00.760 --> 00:09:03.960]  當約瑟被賣到埃及
[00:09:03.960 --> 00:09:04.960]  是不是
[00:09:04.960 --> 00:09:09.140]  然後約瑟最後成了埃及的宰相
[00:09:09.140 --> 00:09:13.780]  然後他就把他爸爸全家
[00:09:13.780 --> 00:09:18.680]  包括雅各跟另外十一個兄弟
[00:09:18.680 --> 00:09:20.320]  還有大批的人
[00:09:20.320 --> 00:09:22.080]  通通帶到埃及去了
[00:09:22.080 --> 00:09:23.220]  不是嗎
[00:09:23.220 --> 00:09:25.480]  他們在那裡過了很好的日子
[00:09:25.480 --> 00:09:27.620]  因為他們的兄弟約瑟是
[00:09:27.620 --> 00:09:29.920]  埃及的宰相
[00:09:29.920 --> 00:09:32.820]  但是過了四百年
[00:09:32.820 --> 00:09:34.020]  那些
[00:09:34.020 --> 00:09:35.620]  約瑟也走了
[00:09:35.620 --> 00:09:36.860]  法老王也走了
[00:09:36.860 --> 00:09:38.700]  換了幾個
[00:09:38.700 --> 00:09:42.040]  再來的法老王就不認識他們
[00:09:42.040 --> 00:09:45.400]  甚至於苦待以色列人
[00:09:45.400 --> 00:09:46.700]  所以
[00:09:46.700 --> 00:09:51.180]  以色列就興起了一個
[00:09:51.180 --> 00:09:55.780]  本來是埃及王子的摩西
[00:09:55.780 --> 00:09:59.320]  那麼摩西就
[00:09:59.320 --> 00:10:01.020]  就禱告
[00:10:01.020 --> 00:10:03.860]  然後向神呼求
[00:10:03.860 --> 00:10:05.760]  結果神就說
[00:10:05.760 --> 00:10:06.960]  來
[00:10:06.960 --> 00:10:09.960]  你要帶以色列百姓出埃及
[00:10:09.960 --> 00:10:12.860]  他就帶了數百萬之眾出了埃及
[00:10:12.860 --> 00:10:14.600]  經過十個齋
[00:10:14.600 --> 00:10:17.440]  法老王才准他們走的
[00:10:17.440 --> 00:10:19.840]  所以他來到
[00:10:19.840 --> 00:10:21.340]  出了埃及三個月
[00:10:21.340 --> 00:10:22.300]  來到曠野
[00:10:22.300 --> 00:10:24.580]  來到西南山
[00:10:24.580 --> 00:10:26.140]  就是今天的西南山
[00:10:26.140 --> 00:10:27.340]  就是今天的
[00:10:27.340 --> 00:10:28.580]  Sinai
[00:10:28.580 --> 00:10:31.080]  我們常常知道這個字
[00:10:31.080 --> 00:10:33.260]  但是實際上三四月之間
[00:10:33.260 --> 00:10:34.520]  不光是
[00:10:34.520 --> 00:10:36.760]  月節
[00:10:36.760 --> 00:10:39.300]  又是除孝節
[00:10:39.300 --> 00:10:42.100]  又是出守節
[00:10:42.100 --> 00:10:43.300]  這怎麼講呢
[00:10:43.300 --> 00:10:45.300]  因為他們走的時候
[00:10:45.300 --> 00:10:47.260]  神特別有交代他們說
[00:10:47.260 --> 00:10:49.160]  你們要把家裡面
[00:10:49.160 --> 00:10:50.400]  清潔乾淨
[00:10:50.400 --> 00:10:51.940]  有任何的孝
[00:10:51.940 --> 00:10:53.580]  不可以帶的
[00:10:53.580 --> 00:10:54.180]  對不對
[00:10:54.180 --> 00:10:56.200]  孝為什麼不能帶呢
[00:10:56.200 --> 00:10:57.980]  孝會發
[00:10:57.980 --> 00:11:01.180]  孝會有一些不好的作用
[00:11:01.180 --> 00:11:02.580]  所以
[00:11:02.580 --> 00:11:04.380]  又是除孝節
[00:11:04.380 --> 00:11:06.380]  又是出守節
[00:11:06.380 --> 00:11:08.920]  因為耶穌成了
[00:11:08.920 --> 00:11:10.860]  出守人的果子
[00:11:10.860 --> 00:11:14.560]  那個時候正是三四月之間
[00:11:14.560 --> 00:11:17.060]  剛剛果樹開花
[00:11:17.060 --> 00:11:18.000]  出守
[00:11:18.000 --> 00:11:19.500]  長了
[00:11:19.500 --> 00:11:21.840]  長了這個果子
[00:11:21.840 --> 00:11:23.900]  今天早上我們
[00:11:23.900 --> 00:11:25.780]  到外面去餵
[00:11:25.780 --> 00:11:28.140]  一個姐妹給我們種了一棵
[00:11:28.140 --> 00:11:31.400]  那什麼花
[00:11:31.400 --> 00:11:34.480]  紫荊花
[00:11:34.480 --> 00:11:35.840]  那麼我們給她
[00:11:35.840 --> 00:11:37.280]  澆了水
[00:11:37.280 --> 00:11:40.260]  餵那個紫荊花祝福
[00:11:40.260 --> 00:11:43.060]  求她再一次長起來
[00:11:43.060 --> 00:11:46.020]  那麼三四月之間那個時候
[00:11:46.020 --> 00:11:47.760]  就是春天的時候
[00:11:47.760 --> 00:11:50.820]  現在秋天冬天
[00:11:50.820 --> 00:11:54.560]  希望她能夠長得好
[00:11:54.560 --> 00:11:55.700]  那總之呢
[00:11:55.700 --> 00:11:58.900]  這是第一個大的節日期間
[00:11:58.900 --> 00:12:00.040]  這大概要過起來
[00:12:00.040 --> 00:12:03.440]  也要過個一二十天的
[00:12:03.440 --> 00:12:05.180]  然後第二個大節日
[00:12:05.180 --> 00:12:08.880]  猶太人的節期是五旬節
[00:12:08.880 --> 00:12:11.340]  五旬節又叫做七七節
[00:12:11.340 --> 00:12:14.380]  為什麼叫做五旬呢
[00:12:14.380 --> 00:12:17.580]  因為它是從
[00:12:17.580 --> 00:12:19.960]  出守節的散過來
[00:12:19.960 --> 00:12:23.820]  第七七四十九天的再一天
[00:12:23.820 --> 00:12:25.760]  就五十天
[00:12:25.760 --> 00:12:27.900]  所以從三四月之間
[00:12:27.900 --> 00:12:31.460]  到了五六月之間
[00:12:31.460 --> 00:12:32.940]  正好五十天
[00:12:32.940 --> 00:12:35.300]  那麼叫做七七節
[00:12:35.300 --> 00:12:36.400]  那麼五旬節的時候
[00:12:36.400 --> 00:12:37.740]  五六月之間的時候
[00:12:37.740 --> 00:12:40.840]  也正好是收成的季節
[00:12:40.840 --> 00:12:42.420]  不是嗎
[00:12:42.420 --> 00:12:44.080]  那麼
[00:12:44.080 --> 00:12:45.140]  愉悅節的時候
[00:12:45.140 --> 00:12:47.920]  出守節的時候是收大麥
[00:12:47.920 --> 00:12:49.320]  那麼七七節的時候
[00:12:49.320 --> 00:12:50.360]  快要夏天的時候
[00:12:50.360 --> 00:12:52.780]  是收小麥
[00:12:52.780 --> 00:12:54.360]  到了秋天的時候
[00:12:54.360 --> 00:12:57.100]  就是祝紅節或者吹角節
[00:12:57.100 --> 00:13:00.560]  或者叫做猶太的新年
[00:13:00.560 --> 00:13:02.800]  各位記得有一個姐妹
[00:13:02.800 --> 00:13:05.660]  聖經裡面有講一個姐妹
[00:13:05.660 --> 00:13:07.740]  叫路什麼的
[00:13:07.740 --> 00:13:08.840]  她不是說
[00:13:08.840 --> 00:13:10.280]  她回到耶路撒冷
[00:13:10.280 --> 00:13:12.740]  收了大麥又收小麥
[00:13:12.740 --> 00:13:14.380]  就是在這一段期間
[00:13:14.380 --> 00:13:15.820]  我們講的是路德
[00:13:15.820 --> 00:13:18.080]  如果你是要講的話
[00:13:18.080 --> 00:13:21.280]  那麼跟著就到了猶太新年
[00:13:21.280 --> 00:13:23.080]  那麼另外還有一個節氣
[00:13:23.080 --> 00:13:25.960]  叫做修殿節或光明節
[00:13:25.960 --> 00:13:27.680]  這是一個小節氣
[00:13:27.680 --> 00:13:29.120]  那另外還有一個節氣
[00:13:29.120 --> 00:13:30.720]  叫做普爾節
[00:13:30.720 --> 00:13:33.160]  那是關於以色帖的故事的
[00:13:33.160 --> 00:13:35.200]  那也是一個小的節日
[00:13:35.200 --> 00:13:37.660]  我們陸陸續續都會講到
[00:13:37.660 --> 00:13:41.000]  這是中間發生的事情
[00:13:41.000 --> 00:13:42.840]  那麼我們再稍微解釋一下
[00:13:42.840 --> 00:13:46.900]  耶和華的三大節氣
[00:13:46.900 --> 00:13:49.180]  第一個是逾越節
[00:13:49.180 --> 00:13:52.040]  這是叫做《出埃及記》
[00:13:52.040 --> 00:13:54.240]  十二章這邊講的
[00:13:54.240 --> 00:13:58.080]  今年是在四月五號
[00:13:58.080 --> 00:14:00.720]  我們過去這個四月五號
[00:14:00.720 --> 00:14:04.120]  那麼另外除孝節跟出守節
[00:14:04.120 --> 00:14:07.100]  那麼六號到十三號是除孝節
[00:14:07.100 --> 00:14:09.100]  十四號是出守節
[00:14:09.100 --> 00:14:11.400]  收大麥的時間
[00:14:11.400 --> 00:14:14.040]  那麼第二個是五旬節
[00:14:14.040 --> 00:14:17.200]  是五月二十五號獲得七七節
[00:14:17.200 --> 00:14:19.340]  這是收小麥的時候
[00:14:19.340 --> 00:14:22.080]  也叫做收割節
[00:14:22.080 --> 00:14:27.720]  當然了五旬節其實上有兩個意思
[00:14:27.720 --> 00:14:28.680]  剛才我們講的是
[00:14:28.680 --> 00:14:33.080]  摩西來到西乃山那時候神頒布律法
[00:14:33.080 --> 00:14:36.120]  所以我們有的時候叫做五旬節叫做
[00:14:36.120 --> 00:14:37.920]  托拉日
[00:14:37.920 --> 00:14:39.500]  托拉就是什麼
[00:14:39.500 --> 00:14:42.700]  托拉 神的聖絕
[00:14:42.700 --> 00:14:43.600]  是不是
[00:14:43.600 --> 00:14:46.160]  我們的弟兄很懂的
[00:14:46.160 --> 00:14:48.940]  所以在傳統的教會
[00:14:48.940 --> 00:14:51.300]  尤其是猶太的教的教會
[00:14:51.300 --> 00:14:55.080]  他們會讀律法書
[00:14:55.080 --> 00:14:56.740]  是不是 讀托拉
[00:14:56.740 --> 00:15:00.580]  就是讀摩西五經那個地方
[00:15:00.580 --> 00:15:04.180]  但是新約的五旬節
[00:15:04.180 --> 00:15:07.560]  常常我們稱作是聖靈的教冠
[00:15:07.560 --> 00:15:08.660]  然後我們一起來讀
[00:15:08.660 --> 00:15:11.160]  史圖循章二章一至四節
[00:15:11.160 --> 00:15:13.720]  請 五旬節到了
[00:15:13.720 --> 00:15:15.800]  門徒都聚集在一處
[00:15:15.800 --> 00:15:19.340]  忽然從天上有響聲下來
[00:15:19.340 --> 00:15:21.340]  好像一陣大風吹過
[00:15:21.340 --> 00:15:23.540]  充滿了他們所做的屋子
[00:15:23.540 --> 00:15:26.340]  又有蛇鹿火焰顯現出來
[00:15:26.340 --> 00:15:28.880]  分開落在他們個人頭上
[00:15:28.880 --> 00:15:31.620]  他們就都被聖靈充滿
[00:15:31.620 --> 00:15:34.120]  按著聖靈所賜的口才
[00:15:34.120 --> 00:15:37.020]  說起別國的話來
[00:15:37.020 --> 00:15:42.360]  好的 這實際上是叫做
[00:15:42.360 --> 00:15:45.000]  外邦人的五旬節
[00:15:45.000 --> 00:15:46.260]  你知道嗎
[00:15:46.260 --> 00:15:51.160]  其實門徒也有一個五旬節
[00:15:51.160 --> 00:15:54.800]  但是這個是叫做外邦人的五旬節
[00:15:54.800 --> 00:15:56.040]  因為那個時候
[00:15:56.040 --> 00:15:58.780]  已經是在小亞西亞那一帶
[00:15:58.780 --> 00:16:00.880]  有些希臘人
[00:16:00.880 --> 00:16:03.440]  也在他們的一百二十個人
[00:16:03.440 --> 00:16:05.240]  在馬可的樓上
[00:16:05.240 --> 00:16:08.820]  他們經歷到聖靈的交灌
[00:16:08.820 --> 00:16:10.920]  而且都開始說起
[00:16:10.920 --> 00:16:12.820]  英文叫做dialogue
[00:16:12.820 --> 00:16:15.800]  各地方不同的相談
[00:16:15.800 --> 00:16:21.460]  好的 那麼那天就約的時候
[00:16:21.460 --> 00:16:23.600]  是領受律法
[00:16:23.600 --> 00:16:27.400]  叫做托拉爾讀法律書 律法書
[00:16:27.400 --> 00:16:30.780]  好的 耶和華三大節氣
[00:16:30.780 --> 00:16:33.500]  第三節氣就是現在我們在的時候
[00:16:33.500 --> 00:16:35.520]  就是駐朋節期間
[00:16:35.520 --> 00:16:37.920]  九月十五號是吹角節
[00:16:37.920 --> 00:16:41.620]  九月二十五號是贖罪日
[00:16:41.620 --> 00:16:46.780]  昨天三十號是駐朋節
[00:16:46.780 --> 00:16:49.060]  那麼立威記二十三章
[00:16:49.060 --> 00:16:50.620]  它上面說怎麼樣
[00:16:50.620 --> 00:16:53.400]  請七月初一
[00:16:53.400 --> 00:16:56.200]  你們要守為聖安息日
[00:16:56.200 --> 00:16:58.900]  要吹角作紀念
[00:16:58.900 --> 00:17:01.400]  然後第二十七節
[00:17:01.400 --> 00:17:03.400]  它講到贖罪日
[00:17:03.400 --> 00:17:08.980]  第三十四節它講到駐朋節
[00:17:08.980 --> 00:17:10.240]  這每一個節日
[00:17:10.240 --> 00:17:13.480]  都有非常特殊的意義
[00:17:13.480 --> 00:17:14.940]  贖罪日的時候
[00:17:14.940 --> 00:17:19.420]  就是當我們願意來到神的面前
[00:17:19.420 --> 00:17:21.760]  我們向祂認罪 悔改
[00:17:21.760 --> 00:17:25.100]  祂要赦免我們一切的罪孽
[00:17:25.100 --> 00:17:27.660]  過犯的 Hallelujah
[00:17:27.660 --> 00:17:31.300]  那麼駐朋節就是這段時間所在的
[00:17:31.300 --> 00:17:36.900]  當然 駐朋節有非常重大的意義
[00:17:36.900 --> 00:17:39.680]  出埃及記十九章一到二節它說
[00:17:39.680 --> 00:17:44.040]  請以色列人出埃及地以後
[00:17:44.040 --> 00:17:46.940]  滿了三個月的那一天
[00:17:46.940 --> 00:17:49.580]  就來到西南的曠野
[00:17:49.580 --> 00:17:53.080]  實際上就來到西南山那邊
[00:17:53.080 --> 00:17:56.860]  那一天就是剛才我說的
[00:17:56.860 --> 00:18:03.200]  就是從當年的出手節算起數了第五十天
[00:18:03.200 --> 00:18:06.800]  所以就是五行節的時候
[00:18:06.800 --> 00:18:09.900]  那麼這個是舊約的五行節
[00:18:09.900 --> 00:18:13.800]  他們在西南山那邊
[00:18:13.800 --> 00:18:16.140]  所以Torah領受律法
[00:18:16.140 --> 00:18:17.640]  但是新約的五行節
[00:18:17.640 --> 00:18:21.540]  就是剛才我練的外方人的五行節
[00:18:21.540 --> 00:18:25.320]  那個時候是第一次的五行節
[00:18:25.320 --> 00:18:29.860]  神降臨在西南山 是不是
[00:18:29.860 --> 00:18:33.460]  那麼摩西在那裡領受律法
[00:18:33.460 --> 00:18:35.860]  那個時候駐朋節
[00:18:35.860 --> 00:18:38.200]  它的意義是怎麼樣
[00:18:38.200 --> 00:18:41.200]  它是說「朋」
[00:18:41.200 --> 00:18:43.500]  各位顧其民
[00:18:43.500 --> 00:18:46.440]  「朋」是什麼意思
[00:18:46.440 --> 00:18:52.540]  「朋」只是讓我們暫時棲身之所
[00:18:52.540 --> 00:18:55.540]  它讓我們有一個意思就是說
[00:18:55.540 --> 00:19:01.080]  摩西帶了百姓在曠野流浪四十年
[00:19:01.080 --> 00:19:05.660]  他們跟著白天的雲柱
[00:19:05.660 --> 00:19:08.220]  晚上的火柱走
[00:19:08.220 --> 00:19:11.700]  在曠野繞圈子 繞圈子 繞圈子
[00:19:11.700 --> 00:19:16.400]  因為真正從出埃及到約旦河畔
[00:19:16.400 --> 00:19:19.640]  其實認真走三個月就可以走到
[00:19:19.640 --> 00:19:23.580]  但是他們卻在那邊繞了四十年
[00:19:23.580 --> 00:19:29.120]  而他們晚上當雲柱火柱停的時候
[00:19:29.120 --> 00:19:32.180]  他們就趕快安營札寨
[00:19:32.180 --> 00:19:34.480]  買鍋燒飯
[00:19:34.480 --> 00:19:37.520]  那麼雲柱一起開始動的時候
[00:19:37.520 --> 00:19:40.920]  就開始打包了 就準備跟著走
[00:19:40.920 --> 00:19:43.800]  所以他們用的是「朋」
[00:19:43.800 --> 00:19:46.700]  住在「朋」裡面
[00:19:46.700 --> 00:19:49.400]  「朋」跟帳幕不一樣
[00:19:49.400 --> 00:19:51.660]  「朋」非常的簡陋
[00:19:51.660 --> 00:19:52.440]  是不是
[00:19:52.440 --> 00:19:55.980]  我們常常講什麼豬「朋」 牛「朋」
[00:19:55.980 --> 00:19:57.700]  非常簡陋
[00:19:57.700 --> 00:20:00.740]  就是上面有一個遮風擋雨的
[00:20:00.740 --> 00:20:05.720]  那麼或者是四周在布曼
