
[00:00:00.000 --> 00:00:05.400]  在前三個星期,我們一同思想瑪利亞的尊主頌
[00:03:13.200 --> 00:03:17.200]  整體來說,這首詩篇的目的
[00:03:17.200 --> 00:03:22.200]  是鼓勵神的百姓要對神有盼望
[00:03:22.200 --> 00:03:25.200]  專心地對神有盼望
[00:03:25.200 --> 00:03:28.200]  第一節和第二節是說到
[00:03:28.200 --> 00:03:31.200]  人對神的那種認順
[00:03:31.200 --> 00:03:35.200]  那種認可,說出生命的問題在哪裡
[00:03:35.200 --> 00:03:38.200]  第三節就是鼓勵百姓
[00:03:38.200 --> 00:03:43.200]  要向神有盼望
[00:03:43.200 --> 00:03:48.200]  讓我們一起同心朗讀第一節
[00:03:48.200 --> 00:03:52.200]  耶和華,我的心不狂傲
[00:03:52.200 --> 00:03:54.200]  我的眼不高大
[00:03:54.200 --> 00:03:57.200]  重大和插不透的事
[00:03:57.200 --> 00:03:59.200]  我也不敢行
[00:03:59.200 --> 00:04:03.200]  131篇的第一節
[00:04:03.200 --> 00:04:09.200]  可以說整個詩篇的基本音調就在這裡
[00:04:09.200 --> 00:04:13.200]  第一節開始就要用三個「不」
[00:04:13.200 --> 00:04:16.200]  我的心不狂傲
[00:04:16.200 --> 00:04:20.200]  我的眼不高大
[00:04:20.200 --> 00:04:23.200]  我也不敢行
[00:04:23.200 --> 00:04:27.200]  重複地否定「不」、「不」、「不」
[00:04:27.200 --> 00:04:29.200]  其實這個就是表達出
[00:04:29.200 --> 00:04:32.200]  詩人那種心情,他的感情
[00:04:32.200 --> 00:04:34.200]  詩人說我是很堅定的了
[00:04:34.200 --> 00:04:36.200]  我是很堅決的了
[00:04:36.200 --> 00:04:42.200]  一定我要拒絕任何的自我的推崇
[00:04:42.200 --> 00:04:45.200]  自我的吹噓
[00:04:45.200 --> 00:04:48.200]  這種堅決的否定是說出
[00:04:48.200 --> 00:04:52.200]  我們不要推崇自我
[00:04:52.200 --> 00:04:55.200]  這樣的堅決的否定
[00:04:55.200 --> 00:05:00.200]  其實是一種生命的修理的功夫
[00:05:00.200 --> 00:05:04.200]  所以詩篇131篇
[00:05:04.200 --> 00:05:07.200]  基本是一個修理的詩篇
[00:05:07.200 --> 00:05:11.200]  是說到人的生命是需要被修理的
[00:05:11.200 --> 00:05:14.200]  好像圓丁一樣修理植物
[00:05:14.200 --> 00:05:18.200]  植物才能夠成長
[00:05:18.200 --> 00:05:24.200]  修理是圓丁師父所明白的道理
[00:05:24.200 --> 00:05:28.200]  如果要這個植物能夠繁茂地成長
[00:05:28.200 --> 00:05:31.200]  一定要好好關心這些植物
[00:05:31.200 --> 00:05:35.200]  關心植物的話就要去修剪
[00:05:35.200 --> 00:05:37.200]  好像每年的灌木一樣
[00:05:37.200 --> 00:05:38.200]  一定要修剪的
[00:05:38.200 --> 00:05:41.200]  本來長得高高的挺好看的
[00:05:41.200 --> 00:05:43.200]  但是每年都是要剪
[00:05:43.200 --> 00:05:45.200]  剪的時候剪出來很難看的
[00:05:45.200 --> 00:05:47.200]  剪那麼多
[00:05:47.200 --> 00:05:49.200]  所以我們表面去看的時候
[00:05:49.200 --> 00:05:52.200]  這樣剪法很傷害植物
[00:05:52.200 --> 00:05:54.200]  但其實這樣的剪法
[00:05:54.200 --> 00:05:57.200]  正正是要幫助植物去成長
[00:05:57.200 --> 00:05:59.200]  又例如玫瑰花
[00:05:59.200 --> 00:06:01.200]  如果你是開頭
[00:06:01.200 --> 00:06:04.200]  前幾年你不剪的都OK的
[00:06:04.200 --> 00:06:06.200]  但是發覺你不剪的話
[00:06:06.200 --> 00:06:09.200]  玫瑰花就越開就越不漂亮
[00:06:09.200 --> 00:06:12.200]  花就越來越少
[00:06:12.200 --> 00:06:16.200]  所以花要燦爛盛開的話
[00:06:16.200 --> 00:06:19.200]  必須要修剪它
[00:06:19.200 --> 00:06:23.200]  同樣信仰耶穌基督的人
[00:06:23.200 --> 00:06:25.200]  相信神的人
[00:06:25.200 --> 00:06:29.200]  都要剪去枝葉
[00:06:29.200 --> 00:06:32.200]  要剪去大家認為好看的地方
[00:06:32.200 --> 00:06:34.200]  好看的東西
[00:06:34.200 --> 00:06:36.200]  如果我們願意這樣去剪的話
[00:06:36.200 --> 00:06:39.200]  你發覺最後結果是好的
[00:06:39.200 --> 00:06:41.200]  因為經過修剪之後
[00:06:41.200 --> 00:06:43.200]  你發覺我們的心靈
[00:06:43.200 --> 00:06:47.200]  是更加靠近神
[00:06:47.200 --> 00:06:49.200]  詩篇131篇
[00:06:49.200 --> 00:06:51.200]  就是講到修理的工作
[00:06:51.200 --> 00:06:53.200]  修理的功夫
[00:06:53.200 --> 00:06:56.200]  是叫我們狂妄的心
[00:06:56.200 --> 00:06:58.200]  是狂傲的心
[00:06:58.200 --> 00:07:00.200]  是被剪除
[00:07:00.200 --> 00:07:03.200]  當人狂傲的時候
[00:07:03.200 --> 00:07:06.200]  他就不能夠經歷神
[00:07:06.200 --> 00:07:10.200]  當人狂傲的心被剪除的話
[00:07:10.200 --> 00:07:13.200]  人就能夠經歷神
[00:07:13.200 --> 00:07:15.200]  不知道你們有沒有想過
[00:07:15.200 --> 00:07:17.200]  你們信耶穌信了這麼久
[00:07:17.200 --> 00:07:20.200]  常常都說經歷不到神
[00:07:20.200 --> 00:07:22.200]  為什麼經歷不到神?
[00:07:22.200 --> 00:07:24.200]  其中一個原因
[00:07:24.200 --> 00:07:28.200]  是因為我們的心狂傲
[00:07:28.200 --> 00:07:33.200]  這不僅是你們可能的問題
[00:07:33.200 --> 00:07:36.200]  也可能是我們做牧師
[00:07:36.200 --> 00:07:41.200]  我們做傳道人生命的問題
[00:07:41.200 --> 00:07:44.200]  很多時候我們不是很喜歡
[00:07:44.200 --> 00:07:48.200]  用心去理解這些經文
[00:07:48.200 --> 00:07:51.200]  譬如131篇第一節
[00:07:51.200 --> 00:07:54.200]  我們不想接觸去感覺
[00:07:54.200 --> 00:07:58.200]  這個這麼明顯的道理
[00:07:58.200 --> 00:08:00.200]  因為如果我們感覺到的話
[00:08:00.200 --> 00:08:02.200]  甚至要接受這個真理的話
[00:08:02.200 --> 00:08:05.200]  這樣我們就不能夠驕傲
[00:08:05.200 --> 00:08:07.200]  我們就不能夠有野心
[00:08:07.200 --> 00:08:10.200]  我們就不能夠為所欲為
[00:08:10.200 --> 00:08:13.200]  我們不能夠追求自我
[00:08:13.200 --> 00:08:18.200]  這是一個不難明白的事實
[00:08:18.200 --> 00:08:21.200]  你和我都知道
[00:08:21.200 --> 00:08:24.200]  只是我們放在心裡面
[00:08:24.200 --> 00:08:27.200]  大家不說出來
[00:08:27.200 --> 00:08:29.200]  我們都知道
[00:08:29.200 --> 00:08:33.200]  我們的心是狂傲的
[00:08:33.200 --> 00:08:35.200]  表面來看
[00:08:35.200 --> 00:08:39.200]  每一個人都是不喜歡人驕傲的
[00:08:39.200 --> 00:08:43.200]  尤其是不喜歡人家驕傲的
[00:08:43.200 --> 00:08:47.200]  我們會被人家的驕傲激怒
[00:08:47.200 --> 00:08:49.200]  因為其他人的驕傲
[00:08:49.200 --> 00:08:51.200]  會影響我們自我的形象
[00:08:51.200 --> 00:08:54.200]  因為人家那種自我形象
[00:08:54.200 --> 00:08:56.200]  自我意識的膨脹
[00:08:56.200 --> 00:08:57.200]  會侵佔我們
[00:08:57.200 --> 00:08:58.200]  會撞到我們
[00:08:58.200 --> 00:09:02.200]  會衝擊我們的自我的意識
[00:09:02.200 --> 00:09:07.200]  並且甚至會傷害我們自我的形象
[00:09:07.200 --> 00:09:10.200]  當人要看扁我們的時候
[00:09:10.200 --> 00:09:12.200]  我們會很生氣
[00:09:12.200 --> 00:09:18.200]  況且我們都很喜歡看扁別人
[00:09:18.200 --> 00:09:21.200]  如果我們被人看扁的時候
[00:09:21.200 --> 00:09:24.200]  我們怎能夠看扁別人呢?
[00:09:24.200 --> 00:09:27.200]  那些很喜歡看扁別人的人
[00:09:27.200 --> 00:09:30.200]  他們心裡常常暗暗的歡喜
[00:09:30.200 --> 00:09:31.200]  就是說
[00:09:31.200 --> 00:09:33.200]  我是自好的
[00:09:33.200 --> 00:09:36.200]  我是卓越的
[00:09:36.200 --> 00:09:39.200]  我是行的
[00:09:39.200 --> 00:09:42.200]  這是人間的現實
[00:09:42.200 --> 00:09:44.200]  我們看見人家的驕傲
[00:09:44.200 --> 00:09:46.200]  我們不喜歡
[00:09:46.200 --> 00:09:48.200]  但我們看不見
[00:09:48.200 --> 00:09:52.200]  我們自己的狂傲
[00:09:52.200 --> 00:09:54.200]  事實上
[00:09:54.200 --> 00:09:56.200]  要看見自己的狂傲
[00:09:56.200 --> 00:09:59.200]  真的很難的
[00:09:59.200 --> 00:10:00.200]  因為在社會當中
[00:10:00.200 --> 00:10:06.200]  根本現在都不會認為驕傲是一種惡
[00:10:06.200 --> 00:10:10.200]  甚至大家會認為驕傲是一種美德
[00:10:10.200 --> 00:10:13.200]  在以前如果你有才華
[00:10:13.200 --> 00:10:15.200]  你有成就的話
[00:10:15.200 --> 00:10:18.200]  你都要修飾一下
[00:10:18.200 --> 00:10:22.200]  要扮得頗謙卑
[00:10:22.200 --> 00:10:24.200]  在現在的年代
[00:10:24.200 --> 00:10:26.200]  那些能夠上位
[00:10:26.200 --> 00:10:29.200]  能夠有成就的人
[00:10:29.200 --> 00:10:32.200]  他們是不需要隱藏自己的
[00:10:32.200 --> 00:10:35.200]  不需要隱藏他的驕傲
[00:10:35.200 --> 00:10:40.200]  因為我們是可以為我們的成就而驕傲
[00:10:40.200 --> 00:10:45.200]  所以驕傲和成就是掛勾的
[00:10:45.200 --> 00:10:47.200]  如果你是成功的
[00:10:47.200 --> 00:10:49.200]  驕傲吧
[00:10:49.200 --> 00:10:50.200]  活該你驕傲的
[00:10:50.200 --> 00:10:51.200]  你成功嘛
[00:10:51.200 --> 00:10:53.200]  是不是
[00:10:53.200 --> 00:10:55.200]  你不成功啊
[00:10:55.200 --> 00:10:56.200]  請你了
[00:10:56.200 --> 00:10:57.200]  拜託你了
[00:10:57.200 --> 00:11:00.200]  不要驕傲了
[00:11:00.200 --> 00:11:04.200]  人再不會以驕傲為惡
[00:11:04.200 --> 00:11:07.200]  反而會認為謙卑
[00:11:07.200 --> 00:11:09.200]  modesty
[00:11:09.200 --> 00:11:15.200]  這些是一些精神上的萎縮
[00:11:15.200 --> 00:11:19.200]  哥德小說當中的約翰佛斯德醫生的故事
[00:11:19.200 --> 00:11:24.200]  講述這種極端的狂傲的心悟
[00:11:24.200 --> 00:11:27.200]  佛斯德對生命種種的限制很不滿意
[00:11:27.200 --> 00:11:32.200]  他讀的法律、醫學、神學
[00:11:32.200 --> 00:11:34.200]  讀的時候讀得很不開心
[00:11:34.200 --> 00:11:37.200]  讀這些科這麼多限制
[00:11:37.200 --> 00:11:40.200]  原來讀這些科是要服務的
[00:11:40.200 --> 00:11:42.200]  在服務當中要怎樣
[00:11:42.200 --> 00:11:45.200]  原來讀法律要維持正義
[00:11:45.200 --> 00:11:48.200]  讀醫學就要醫人
[00:11:48.200 --> 00:11:51.200]  讀神學就要服務神
[00:11:51.200 --> 00:11:54.200]  種種的服務給人很多限制
[00:11:54.200 --> 00:11:57.200]  是很不自由的
[00:11:57.200 --> 00:12:00.200]  他很希望生命沒有這麼多限制
[00:12:00.200 --> 00:12:02.200]  他可以能夠去管
[00:12:02.200 --> 00:12:03.200]  能夠管制
[00:12:03.200 --> 00:12:05.200]  能夠去話事
[00:12:05.200 --> 00:12:07.200]  能夠控制自己
[00:12:07.200 --> 00:12:10.200]  能夠控制別人
[00:12:10.200 --> 00:12:13.200]  所以他要學習魔法
[00:12:13.200 --> 00:12:15.200]  希望透過魔法
[00:12:15.200 --> 00:12:19.200]  是可以脫離所謂道德的規律
[00:12:19.200 --> 00:12:21.200]  甚至要脫離神的限制
[00:12:21.200 --> 00:12:23.200]  希望透過學習魔法
[00:12:23.200 --> 00:12:26.200]  他能夠控制物理的規律
[00:12:26.200 --> 00:12:28.200]  能夠控制自己的生活
[00:12:28.200 --> 00:12:30.200]  能夠控制人
[00:12:30.200 --> 00:12:35.200]  能夠好好的盡情享受生活的快樂
[00:12:35.200 --> 00:12:38.200]  所以他和魔鬼有個協議
[00:12:38.200 --> 00:12:41.200]  就給他有24年的時間
[00:12:41.200 --> 00:12:43.200]  活得好像神一樣
[00:12:43.200 --> 00:12:45.200]  不受管制
[00:12:45.200 --> 00:12:49.200]  而你是可以去控制一切
[00:12:49.200 --> 00:12:53.200]  又不用時時要關心人
[00:12:53.200 --> 00:12:56.200]  又不需要時時要有愛心
[00:12:56.200 --> 00:13:00.200]  總之給他有24年的權勢
[00:13:00.200 --> 00:13:01.200]  就好了
[00:13:01.200 --> 00:13:03.200]  24年之後去哪裡
[00:13:03.200 --> 00:13:05.200]  有什麼就坐落地獄
[00:13:05.200 --> 00:13:07.200]  不相干
[00:13:07.200 --> 00:13:08.200]  而24年
[00:13:08.200 --> 00:13:14.200]  最重要就是活得好像神一樣
[00:13:14.200 --> 00:13:17.200]  浮士德式的故事
[00:13:17.200 --> 00:13:21.200]  是講出人的狂傲
[00:13:21.200 --> 00:13:24.200]  但斯人他的看法很不同
[00:13:24.200 --> 00:13:29.200]  斯人很聰明的看見人狂傲的事實
[00:13:29.200 --> 00:13:30.200]  他向神說
[00:13:30.200 --> 00:13:32.200]  耶和華說
[00:13:32.200 --> 00:13:36.200]  我的心不狂傲
[00:13:36.200 --> 00:13:40.200]  我的心不狂傲
[00:13:40.200 --> 00:13:42.200]  斯人的意思就是說
[00:13:42.200 --> 00:13:46.200]  我再不會要管我的生命
[00:13:46.200 --> 00:13:50.200]  我都不會管人家的生命
[00:13:50.200 --> 00:13:53.200]  我都不要管你們的生命
[00:13:53.200 --> 00:13:57.200]  我不再要成為自己的主人
[00:13:57.200 --> 00:14:01.200]  我都不會成為你們的主人
[00:14:01.200 --> 00:14:04.200]  因為你們的主人是神
[00:14:04.200 --> 00:14:07.200]  你們是神的工作
[00:14:07.200 --> 00:14:09.200]  斯人說
[00:14:09.200 --> 00:14:13.200]  我不再軒然不休的
[00:14:13.200 --> 00:14:15.200]  要成為我的家
[00:14:15.200 --> 00:14:17.200]  成為我的工作
[00:14:17.200 --> 00:14:19.200]  成為我的教會
[00:14:19.200 --> 00:14:24.200]  成為這個社會最光燦燦的一個人
[00:14:24.200 --> 00:14:26.200]  我只接納神的心意
[00:14:26.200 --> 00:14:28.200]  神的指派
[00:14:28.200 --> 00:14:30.200]  神叫我做什麼
[00:14:30.200 --> 00:14:32.200]  我就做什麼
[00:14:32.200 --> 00:14:36.200]  我的心不狂傲
[00:14:36.200 --> 00:14:38.200]  然後斯人就說
[00:14:38.200 --> 00:14:42.200]  我的眼不高大
[00:14:42.200 --> 00:14:44.200]  一個不狂傲的心
[00:14:44.200 --> 00:14:49.200]  是不會眼目高大的
[00:14:49.200 --> 00:14:51.200]  相反不狂傲的人
[00:14:51.200 --> 00:14:55.200]  他的眼目雖然不高大
[00:14:55.200 --> 00:14:59.200]  但是他是看得很清楚的
[00:14:59.200 --> 00:15:01.200]  眼目不高大的人
[00:15:01.200 --> 00:15:03.200]  他的眼目是很清楚的
[00:15:03.200 --> 00:15:06.200]  他看到生命很多的限制
[00:15:06.200 --> 00:15:08.200]  看到自己很多的限制
[00:15:08.200 --> 00:15:10.200]  看得很清楚
[00:15:10.200 --> 00:15:12.200]  也看到生命這麼多的優點
[00:15:12.200 --> 00:15:14.200]  這麼多好的地方
[00:15:14.200 --> 00:15:17.200]  原來是神給的恩惠
[00:15:17.200 --> 00:15:22.200]  知道一切所有的力量是來自神
[00:15:22.200 --> 00:15:26.200]  又明白到神根本不需要我們
[00:15:26.200 --> 00:15:30.200]  不過神會用我們
[00:15:30.200 --> 00:15:33.200]  今天我們所能夠成就的一切
[00:15:33.200 --> 00:15:35.200]  都是神的恩惠
[00:15:35.200 --> 00:15:38.200]  都是神的使用
[00:15:38.200 --> 00:15:41.200]  這些就是不狂傲的人
[00:15:41.200 --> 00:15:44.200]  他的眼目不高大
[00:15:44.200 --> 00:15:46.200]  然後斯人又說
[00:15:46.200 --> 00:15:49.200]  重大和差不透的事
[00:15:49.200 --> 00:15:52.200]  我也不敢行
[00:15:52.200 --> 00:15:54.200]  同樣道理
[00:15:54.200 --> 00:15:55.200]  不狂傲的心
[00:15:55.200 --> 00:15:59.200]  不會那些大事一定要搞定才行
[00:15:59.200 --> 00:16:01.200]  一定擦掉才行
[00:16:01.200 --> 00:16:04.200]  一定要窮盡才行
[00:16:04.200 --> 00:16:06.200]  生命記要提醒我們
[00:16:06.200 --> 00:16:11.200]  隱蔽的事
[00:16:11.200 --> 00:16:16.200]  是屬耶和華我們的上帝的
[00:16:16.200 --> 00:16:17.200]  成熟的生命
[00:16:17.200 --> 00:16:22.200]  不會為那些不能夠明白的事情
[00:16:22.200 --> 00:16:24.200]  不能夠擦透的事情
[00:16:24.200 --> 00:16:27.200]  來煩擾、來憤怒
[00:16:27.200 --> 00:16:31.200]  他能夠接受這些不能夠明白的事情
[00:16:31.200 --> 00:16:34.200]  在當中繼續去面對
[00:16:34.200 --> 00:16:36.200]  真的
[00:16:36.200 --> 00:16:39.200]  要面對生命種種的奧秘
[00:16:39.200 --> 00:16:42.200]  要面對神的奧秘
[00:16:42.200 --> 00:16:44.200]  要認識神的心意
[00:16:44.200 --> 00:16:47.200]  這個是不能夠一步登天
[00:16:47.200 --> 00:16:49.200]  一日搞定的
[00:16:49.200 --> 00:16:51.200]  要明白奧秘
[00:16:51.200 --> 00:16:54.200]  是要一步一步去經歷
[00:16:54.200 --> 00:16:59.200]  神的奧秘是要用信心去理解的
[00:16:59.200 --> 00:17:04.200]  安瑟倫這麼說:信心尋求理解
[00:17:04.200 --> 00:17:07.200]  就不是說理解尋求信心
[00:17:07.200 --> 00:17:10.200]  我們留心下面的一段說話
[00:17:10.200 --> 00:17:16.200]  他這麼說
[00:17:16.200 --> 00:17:19.200]  他這麼說:上主
[00:17:19.200 --> 00:17:22.200]  我不會嘗試
[00:17:22.200 --> 00:17:25.200]  探入祢的心處
[00:17:25.200 --> 00:17:28.200]  我不認為我的理智
[00:17:28.200 --> 00:17:31.200]  能夠等同這些心處
[00:17:31.200 --> 00:17:36.200]  這些奧秘所表達出來的理智
[00:17:36.200 --> 00:17:39.200]  但是我希望在一定的程度上
[00:17:39.200 --> 00:17:43.200]  能夠明白祢的真理
[00:17:43.200 --> 00:17:46.200]  這些都是我的心所相信
[00:17:46.200 --> 00:17:48.200]  和所愛的真理
[00:17:48.200 --> 00:17:53.200]  因為我不是要去尋求理解
[00:17:53.200 --> 00:17:55.200]  以致我能夠相信
[00:17:55.200 --> 00:17:58.200]  我不是去理解以致能夠去相信
[00:17:58.200 --> 00:18:03.200]  而是我相信以致我能夠理解
[00:18:03.200 --> 00:18:08.200]  而是我相信以致我能夠理解
[00:18:08.200 --> 00:18:14.200]  這個是成熟生命的一種祈禱和表述
[00:18:14.200 --> 00:18:17.200]  所以不狂傲的人
[00:18:17.200 --> 00:18:18.200]  他的生命的標記
[00:18:18.200 --> 00:18:20.200]  他知道自己的限制
[00:18:20.200 --> 00:18:23.200]  知道自己的界線
[00:18:23.200 --> 00:18:26.200]  能夠明白一些事情
[00:18:26.200 --> 00:18:28.200]  不是能夠完全明白
[00:18:28.200 --> 00:18:30.200]  明白到有些事情
[00:18:30.200 --> 00:18:33.200]  未必一定能夠解決得到
[00:18:33.200 --> 00:18:36.200]  他明白這些界線
[00:18:36.200 --> 00:18:38.200]  但是當我這麼說的時候
[00:18:38.200 --> 00:18:40.200]  我又請你們不要誤會
[00:18:40.200 --> 00:18:42.200]  當我們去明白
[00:18:42.200 --> 00:18:44.200]  詩人說不狂傲的時候
[00:18:44.200 --> 00:18:48.200]  又不是指大家要向現實低頭
[00:18:48.200 --> 00:18:52.200]  不去追求成長和改變
[00:18:52.200 --> 00:18:56.200]  不狂傲不是宿命論
[00:18:56.200 --> 00:18:58.200]  不是命運主義
[00:18:58.200 --> 00:19:02.200]  詩人都是希望我們繼續的不狂傲
[00:19:02.200 --> 00:19:04.200]  不過是繼續的成長改變
[00:19:04.200 --> 00:19:07.200]  詩人希望我們繼續的努力
[00:19:07.200 --> 00:19:08.200]  繼續的持續
[00:19:08.200 --> 00:19:10.200]  能夠經歷我們的限制
[00:19:10.200 --> 00:19:12.200]  知道我們的限制
[00:19:12.200 --> 00:19:15.200]  嘗試擴展我們的限制
[00:19:15.200 --> 00:19:18.200]  並且能夠接受這個限制
[00:19:18.200 --> 00:19:20.200]  給我們的邊界
[00:19:20.200 --> 00:19:22.200]  在這些邊界當中
[00:19:22.200 --> 00:19:24.200]  我們不會叫苦連天
[00:19:24.200 --> 00:19:25.200]  不會伸人
[00:19:25.200 --> 00:19:27.200]  不會投訴
[00:19:27.200 --> 00:19:31.200]  我們會接受這些限制
[00:19:31.200 --> 00:19:33.200]  在這個限制當中
[00:19:33.200 --> 00:19:35.200]  以這個限制成為我們
[00:19:35.200 --> 00:19:39.200]  對神效忠的舞台
[00:19:39.200 --> 00:19:40.200]  在這個舞台當中
[00:19:40.200 --> 00:19:42.200]  我們期待神的恩典
[00:19:42.200 --> 00:19:44.200]  經歷神的恩典
[00:19:44.200 --> 00:19:46.200]  在這個限制當中
[00:19:46.200 --> 00:19:48.200]  繼續的成長
[00:19:48.200 --> 00:19:51.200]  繼續的前進
[00:19:51.200 --> 00:19:55.200]  所以那些謙卑的人
[00:19:55.200 --> 00:20:00.200]  他們會接受生命的種種限制
[00:20:00.200 --> 00:20:01.200]  不過在當中
[00:20:01.200 --> 00:20:04.200]  他們對神有信心
[00:20:04.200 --> 00:20:05.200]  繼續依靠神
[00:20:05.200 --> 00:20:10.200]  有生命的前進和改變
[00:20:10.200 --> 00:20:13.200]  有一次我被邀請參加一個聚會
[00:20:13.200 --> 00:20:15.200]  叫暗中夜宴
[00:20:15.200 --> 00:20:18.200]  不知大家有沒有參加過這樣的聚會
[00:20:18.200 --> 00:20:20.200]  暗中夜宴是這樣的
[00:20:20.200 --> 00:20:22.200]  我去這個地方
[00:20:22.200 --> 00:20:24.200]  原來是吃一頓晚飯
[00:20:24.200 --> 00:20:29.200]  這頓晚飯是在漆黑
[00:20:29.200 --> 00:20:32.200]  身手不健五指的情況下
[00:20:32.200 --> 00:20:33.200]  全黑了
[00:20:33.200 --> 00:20:34.200]  零點光都沒有
[00:20:34.200 --> 00:20:35.200]  一點光都沒有
[00:20:35.200 --> 00:20:36.200]  沒有的
[00:20:36.200 --> 00:20:38.200]  在那裡吃飯
[00:20:38.200 --> 00:20:40.200]  首先進場的時候
[00:20:40.200 --> 00:20:43.200]  進一個全部黑暗的地方的時候
[00:20:43.200 --> 00:20:45.200]  是看不到的
[00:20:45.200 --> 00:20:47.200]  但是你去一張桌子那裡坐
[00:20:47.200 --> 00:20:49.200]  坐在一群人
[00:20:49.200 --> 00:20:50.200]  跟桌子吃飯的人
[00:20:50.200 --> 00:20:52.200]  那些人是不認識的
[00:20:52.200 --> 00:20:54.200]  坐下去的時候
[00:20:54.200 --> 00:20:56.200]  都挺害怕的
[00:20:56.200 --> 00:20:58.200]  心跪的
[00:20:58.200 --> 00:21:00.200]  從來沒有試過這麼黑
[00:21:00.200 --> 00:21:03.200]  人生都沒有試過這麼黑暗
[00:21:03.200 --> 00:21:05.200]  當坐在那裡的時候
[00:21:05.200 --> 00:21:07.200]  經歷這種黑暗的時候
[00:21:07.200 --> 00:21:09.200]  發覺心慌慌
[00:21:09.200 --> 00:21:11.200]  呼吸不太順
[00:21:11.200 --> 00:21:14.200]  好像我們現在心臟有些不太好的人
[00:21:14.200 --> 00:21:16.200]  真的很麻煩的
[00:21:16.200 --> 00:21:18.200]  一下不好意思暈了
[00:21:18.200 --> 00:21:20.200]  阻礙著別人
[00:21:20.200 --> 00:21:22.200]  很緊張的
[00:21:22.200 --> 00:21:23.200]  在當中求神
[00:21:23.200 --> 00:21:24.200]  神啊
[00:21:24.200 --> 00:21:25.200]  您問我幫助
[00:21:25.200 --> 00:21:27.200]  不要讓我暈倒
