
[00:00:00.000 --> 00:00:02.940]  讓我們同心再次來到主的根前
[00:02:26.960 --> 00:02:29.660]  原來他就是想餓死自己
[00:02:29.660 --> 00:02:32.860]  我記得當時有一些醫護人員
[00:02:32.860 --> 00:02:34.660]  就好像媽媽一樣
[00:02:34.660 --> 00:02:36.060]  勸他一次不行
[00:02:36.060 --> 00:02:37.260]  兩次不行
[00:02:37.260 --> 00:02:39.460]  每一個護士進來都要勸他吃東西
[00:02:39.460 --> 00:02:40.460]  都不行
[00:02:40.460 --> 00:02:42.360]  後來最終我記得
[00:02:42.360 --> 00:02:43.660]  差不多離開醫院的時候
[00:02:43.660 --> 00:02:45.960]  他肯進食
[00:02:45.960 --> 00:02:47.360]  是甚麼改變了他呢
[00:02:47.360 --> 00:02:49.560]  是一個很有愛心的
[00:02:49.560 --> 00:02:51.660]  也都不是護士
[00:02:51.660 --> 00:02:54.060]  應該是那些我們叫阿姐
[00:02:54.060 --> 00:02:56.260]  就是真的勸他
[00:02:56.260 --> 00:02:58.260]  叫他做甚麼要這樣
[00:02:58.260 --> 00:03:00.360]  真的好像媽媽一樣勸他
[00:03:00.360 --> 00:03:03.260]  後來最終他都是進食
[00:03:03.260 --> 00:03:04.660]  我見到其實這些人
[00:03:04.660 --> 00:03:07.560]  他未必有我們相同的信仰
[00:03:07.560 --> 00:03:08.860]  但在他生命裏面
[00:03:08.860 --> 00:03:11.560]  似乎這不是一份工那麼簡單
[00:03:11.560 --> 00:03:14.260]  是他活出了一個使命
[00:03:14.260 --> 00:03:16.860]  他知道他人生裏面
[00:03:16.860 --> 00:03:18.560]  有一個重要的職責
[00:03:18.560 --> 00:03:21.060]  就是幫助這些病人康復
[00:03:21.060 --> 00:03:22.860]  有一個護士也都很好
[00:03:22.860 --> 00:03:26.260]  本來每個護士都不讓我周圍走
[00:03:26.260 --> 00:03:27.260]  這個護士就
[00:03:27.260 --> 00:03:28.860]  你行得了嗎
[00:03:28.860 --> 00:03:31.060]  你自己推去洗手間
[00:03:31.060 --> 00:03:32.560]  洗澡都給我
[00:03:32.560 --> 00:03:35.460]  其實彷彿在他面上印著一句說話就是
[00:03:35.460 --> 00:03:38.160]  打橫入就打洞出
[00:03:38.160 --> 00:03:40.060]  我真的打洞了出來
[00:03:40.060 --> 00:03:42.560]  那次也是一個很深的經歷
[00:03:42.560 --> 00:03:43.860]  我也都在那次裏面
[00:03:43.860 --> 00:03:45.060]  我記得講到的時候
[00:03:45.060 --> 00:03:45.860]  我講過
[00:03:45.860 --> 00:03:47.260]  其實我們在神國裏面
[00:03:47.260 --> 00:03:49.060]  我們的位置
[00:03:49.060 --> 00:03:50.660]  可能很微小
[00:03:50.660 --> 00:03:53.460]  可能未必人人都很看重
[00:03:53.460 --> 00:03:55.060]  但是我們不要小看自己
[00:03:55.060 --> 00:03:58.660]  因為上帝要使用你的生命
[00:03:58.660 --> 00:04:00.460]  你的見證
[00:04:00.460 --> 00:04:02.860]  即使是很小的一個見證
[00:04:02.860 --> 00:04:05.460]  你可以建立身邊不同的人
[00:04:05.460 --> 00:04:07.660]  只要你忠心地去講出
[00:04:07.660 --> 00:04:09.160]  你生命的使命
[00:04:09.160 --> 00:04:12.260]  活出上帝在你生命裏面的心意
[00:04:12.260 --> 00:04:13.860]  你能夠成為上帝
[00:04:13.860 --> 00:04:16.860]  在地上對人的祝福
[00:04:16.860 --> 00:04:19.560]  第二次我記得是七月份的時候
[00:04:19.560 --> 00:04:22.060]  我的講題是大字若愚
[00:04:22.060 --> 00:04:23.560]  有些人有些印象
[00:04:23.560 --> 00:04:25.660]  經文是《馬太福音》的十一章
[00:04:25.660 --> 00:04:28.460]  關於施洗約翰的疑惑
[00:04:28.460 --> 00:04:31.060]  差遣他兩個門徒去問耶穌
[00:04:31.060 --> 00:04:33.360]  你是不是要來的那個呢
[00:04:33.360 --> 00:04:37.560]  我們相信在他這個生命危在旦夕的時候
[00:04:37.560 --> 00:04:40.360]  他其實對基督耶穌有一個期望
[00:04:40.360 --> 00:04:42.560]  究竟他會不會是那個
[00:04:42.560 --> 00:04:45.160]  差遣來到世界去拯救他的民族
[00:04:45.160 --> 00:04:48.160]  離開羅馬統治的那一位呢
[00:04:48.160 --> 00:04:49.660]  於是他產生了疑惑
[00:04:49.660 --> 00:04:51.760]  他找人去問耶穌
[00:04:51.760 --> 00:04:54.260]  你是不是要來的那個
[00:04:54.260 --> 00:04:56.560]  當然耶穌並沒有責備他
[00:04:56.560 --> 00:05:00.960]  反而肯定他在天國裏面很重要的位份
[00:05:00.960 --> 00:05:03.460]  他也告訴身邊的門徒
[00:05:03.460 --> 00:05:06.060]  約翰來不吃也不喝
[00:05:06.060 --> 00:05:08.260]  人們就說他被鬼附
[00:05:08.260 --> 00:05:10.060]  人子來也吃也喝
[00:05:10.060 --> 00:05:15.560]  就說他貪酒好飲好食
[00:05:15.560 --> 00:05:17.260]  所以我們無論做什麼
[00:05:17.260 --> 00:05:20.360]  可能身邊的人未必明白我們
[00:05:20.360 --> 00:05:24.160]  但最重要我們知道我們在做什麼
[00:05:24.160 --> 00:05:29.460]  我們是謙卑信服在神自己的手裏面
[00:05:29.460 --> 00:05:34.660]  我們就能夠真的彰顯神自己在我們身上的工作
[00:05:34.660 --> 00:05:37.260]  我們不要活在別人的期望
[00:05:37.260 --> 00:05:40.460]  理想或者別人的想法裏面
[00:05:40.460 --> 00:05:46.060]  我們忠心地活出神給我們生命的使命
[00:05:46.060 --> 00:05:50.260]  如果有參加會友的上次的浸禮
[00:05:50.260 --> 00:05:51.360]  有一次的浸禮
[00:05:51.360 --> 00:05:53.460]  我第三次講到約翰的訊息
[00:05:53.460 --> 00:05:57.960]  是講到施洗約翰來是用水施洗
[00:05:57.960 --> 00:06:01.060]  耶穌來是用火和聖靈和人施洗
[00:06:01.060 --> 00:06:03.260]  不過我不再重覆了
[00:06:03.260 --> 00:06:06.260]  今天我又遇到施洗約翰
[00:06:06.260 --> 00:06:07.860]  我相信也沒有人的計劃
[00:06:07.860 --> 00:06:11.060]  只是主特別預備給我自己一個功課
[00:06:11.060 --> 00:06:14.260]  我發現原來神的話語當我們很深入
[00:06:14.260 --> 00:06:15.860]  真是去挖深一點
[00:06:15.860 --> 00:06:18.560]  你會不斷發現越深越多東西
[00:06:18.560 --> 00:06:21.660]  我很感謝主給我一個這樣的機會
[00:06:21.660 --> 00:06:25.960]  去透過我們不斷向這個世界來說話
[00:06:25.960 --> 00:06:29.460]  神的到,今天要臨到世界的時間
[00:06:29.460 --> 00:06:31.260]  其實它需要一個群體
[00:06:31.260 --> 00:06:35.260]  去真的預備好去迎接主的到
[00:06:35.260 --> 00:06:39.060]  我們教會就是主所預備的群體
[00:06:39.060 --> 00:06:40.760]  我們是基督的身體
[00:06:40.760 --> 00:06:44.360]  基督透過我們可以行走在地上
[00:06:44.360 --> 00:06:46.760]  那隻手,耶穌的手已經在天上
[00:06:46.760 --> 00:06:49.560]  但是祂的手是透過你和我的手
[00:06:49.560 --> 00:06:51.060]  去幫助身邊的人
[00:06:51.060 --> 00:06:52.460]  透過你和我的腳
[00:06:52.460 --> 00:06:54.760]  去走進人群當中
[00:06:54.760 --> 00:06:56.860]  去服侍世上的人
[00:06:56.860 --> 00:06:58.960]  我們一起讀今天的經文好不好
[00:06:58.960 --> 00:07:00.160]  剛才也讀過一點
[00:07:00.160 --> 00:07:02.960]  不過我想做一個較長的版本
[00:07:02.960 --> 00:07:05.360]  我們讀到第十四節
[00:07:05.360 --> 00:07:08.860]  我請弟兄姊妹輪流讀這段經文
[00:07:08.860 --> 00:07:10.360]  有聖經可以揭開
[00:07:10.360 --> 00:07:14.060]  《馬可福音》第一章,第一節
[00:07:14.060 --> 00:07:18.160]  我們讀到第十四節
[00:07:18.160 --> 00:07:19.960]  我們請弟兄開始
[00:07:19.960 --> 00:07:21.860]  預備
[00:07:21.860 --> 00:07:37.560]  神的兒子耶穌基督福音的起頭
[00:07:37.560 --> 00:07:40.660]  在曠野有聲音呼喊著
[00:07:40.660 --> 00:07:42.360]  預備主的道
[00:07:42.360 --> 00:07:54.360]  修正他的路
[00:07:54.360 --> 00:07:57.960]  猶太全地和全耶路撒冷的人
[00:07:57.960 --> 00:07:59.460]  都出去
[00:07:59.460 --> 00:08:00.960]  到約翰那裡
[00:08:00.960 --> 00:08:03.060]  承認他們的罪
[00:08:03.060 --> 00:08:13.860]  在約旦河裡受他的洗
[00:08:13.860 --> 00:08:15.760]  他孫講說
[00:08:15.760 --> 00:08:18.660]  有一位在我耳後來的
[00:08:18.660 --> 00:08:20.960]  能力比我更大
[00:08:20.960 --> 00:08:31.760]  我就是彎腰給他解鞋帶也不配
[00:08:31.760 --> 00:08:36.060]  那時耶穌從加里尼的拿撒勒來
[00:08:36.060 --> 00:08:49.160]  在約旦河裡受了約翰的洗
[00:08:49.160 --> 00:08:52.660]  有聲音從天上來說
[00:08:52.660 --> 00:08:54.160]  你是我的愛子
[00:08:54.160 --> 00:09:01.260]  我喜愛你
[00:09:01.260 --> 00:09:03.460]  他在曠野四十天
[00:09:03.460 --> 00:09:05.560]  受撒旦的試探
[00:09:05.560 --> 00:09:08.460]  並與野獸同在一起
[00:09:08.460 --> 00:09:11.460]  也有天使來侍候他
[00:09:11.460 --> 00:09:13.660]  約翰下山之後
[00:09:13.660 --> 00:09:15.960]  耶穌來到加里尼
[00:09:15.960 --> 00:09:20.060]  孫講神的福音
[00:09:20.060 --> 00:09:21.660]  OK,讀完那句
[00:09:21.660 --> 00:09:23.660]  說日期滿了
[00:09:23.660 --> 00:09:25.260]  神的國近了
[00:09:25.260 --> 00:09:29.960]  你們要悔改順福音
[00:09:29.960 --> 00:09:32.460]  看完這段經文
[00:09:32.460 --> 00:09:35.760]  我們看到馬可將福音
[00:09:35.760 --> 00:09:39.560]  一個很簡明快捷的敘述
[00:09:39.560 --> 00:09:42.160]  他與其他福音書不同
[00:09:42.160 --> 00:09:44.460]  一開始他不是從耶穌的降生
[00:09:44.460 --> 00:09:46.160]  或者加譜開始
[00:09:46.160 --> 00:09:47.860]  一出來就是耶穌
[00:09:47.860 --> 00:09:52.160]  出來受施洗約翰的洗禮
[00:09:52.160 --> 00:09:53.160]  他第一句就說
[00:09:53.160 --> 00:09:56.760]  神的兒子耶穌基督福音的起頭
[00:09:56.760 --> 00:10:00.960]  這不僅把耶穌的身份明明的說了
[00:10:00.960 --> 00:10:04.060]  他也指出
[00:10:04.060 --> 00:10:09.060]  整個約翰所記述的
[00:10:09.060 --> 00:10:11.660]  他用約翰所說的訊息
[00:10:11.660 --> 00:10:14.160]  來帶出去
[00:10:14.160 --> 00:10:17.260]  耶穌是整個福音故事的起頭
[00:10:17.260 --> 00:10:19.860]  整個故事一個最核心的訊息
[00:10:19.860 --> 00:10:21.560]  我們不難發現
[00:10:21.560 --> 00:10:23.860]  其實他和創世紀
[00:10:23.860 --> 00:10:27.460]  第一章有非常多呼應的地方
[00:10:27.460 --> 00:10:29.260]  我們看到
[00:10:29.260 --> 00:10:31.860]  第一句就是
[00:10:31.860 --> 00:10:35.160]  神的兒子耶穌基督福音的起頭
[00:10:35.160 --> 00:10:38.060]  創世紀一章一節是說什麼?
[00:10:38.060 --> 00:10:41.360]  起初神創造天地
[00:10:41.360 --> 00:10:42.960]  起頭和起初
[00:10:42.960 --> 00:10:45.660]  我們看到很近似的敘述
[00:10:45.660 --> 00:10:47.960]  而且我們看到
[00:10:47.960 --> 00:10:49.160]  創世紀的時候
[00:10:49.160 --> 00:10:51.960]  聖靈是運行在水面上
[00:10:51.960 --> 00:10:54.660]  李思敬博士也曾經深入研究
[00:10:54.660 --> 00:10:56.860]  運行這個字究竟是怎樣來的
[00:10:56.860 --> 00:10:58.360]  他就說當時
[00:10:58.360 --> 00:11:01.460]  原來好像聖經裏面有一段技術
[00:11:01.460 --> 00:11:04.060]  母鷹去攪動那個巢窩
[00:11:04.060 --> 00:11:08.260]  使初鷹跌離開那個巢窩
[00:11:08.260 --> 00:11:12.160]  於是乎他就用雙翼擅展
[00:11:12.160 --> 00:11:14.660]  來去撲擊
[00:11:14.660 --> 00:11:20.260]  使鷹自己去學習飛翔的過程
[00:11:20.260 --> 00:11:25.560]  所以他就用撲擊這個字來代表運行這個字
[00:11:25.560 --> 00:11:29.060]  我們看到在耶穌這段受洗的技術裏面
[00:11:29.060 --> 00:11:30.460]  我們看到
[00:11:30.460 --> 00:11:35.360]  原來聖靈當日曾經擅展在水面上的聖靈
[00:11:35.360 --> 00:11:37.460]  也擅展他的雙翼
[00:11:37.460 --> 00:11:38.960]  來到水面上
[00:11:38.960 --> 00:11:42.260]  降在耶穌基督的身上
[00:11:42.260 --> 00:11:44.460]  而且我們接著看到
[00:11:44.460 --> 00:11:49.260]  聖靈引導耶穌進入曠野去接受試探
[00:11:49.260 --> 00:11:51.760]  亦都好像阿當的經歷
[00:11:51.760 --> 00:11:55.260]  在《創世紀》裏面經歷的試探一樣
[00:11:55.260 --> 00:11:59.760]  只不過阿當是在一個花果美麗
[00:11:59.760 --> 00:12:02.260]  果樹林立,食物充足的地方
[00:12:02.260 --> 00:12:05.260]  受不住食物的引誘跌倒
[00:12:05.260 --> 00:12:09.360]  但耶穌卻是在一個完全荒蕪的曠野裏面
[00:12:09.360 --> 00:12:12.560]  去得勝了食物的試探
[00:12:12.560 --> 00:12:18.160]  阿當本來是被逐離開那個充滿了花草樹木
[00:12:18.160 --> 00:12:20.960]  和野獸同在的伊甸園
[00:12:20.960 --> 00:12:27.260]  甚至被天使攔阻他進入生命樹的那條道路
[00:12:27.260 --> 00:12:29.160]  但耶穌剛剛相反
[00:12:29.160 --> 00:12:30.860]  剛才我們讀的經文看到
[00:12:30.860 --> 00:12:33.260]  他與野獸同在一起
[00:12:33.260 --> 00:12:35.860]  天使亦都來侍候他
[00:12:35.860 --> 00:12:36.960]  正正是告訴我們
[00:12:36.960 --> 00:12:40.160]  這裡是想帶給我們知道
[00:12:40.160 --> 00:12:45.160]  馬可讓我們看到耶穌正正就是一個新的阿當
[00:12:45.160 --> 00:12:49.860]  這個福音其實就是一個人類歷史的新的開始
[00:12:49.860 --> 00:12:51.760]  一個新的一頁
[00:12:51.760 --> 00:12:53.860]  除了耶穌之外
[00:12:53.860 --> 00:12:56.260]  我們見到聖經亦都刻意地描寫
[00:12:56.260 --> 00:12:58.560]  施洗約翰這個人物
[00:12:58.560 --> 00:13:01.960]  施洗約翰是曾經在以賽雅
[00:13:01.960 --> 00:13:04.760]  預言到曠野有人聲來呼喊
[00:13:04.760 --> 00:13:08.360]  預備主的道,修籍主的路的那一位
[00:13:08.360 --> 00:13:13.260]  施洗約翰是神一個道路最重要的預備的人
[00:13:13.260 --> 00:13:15.860]  他是耶穌的先鋒
[00:13:15.860 --> 00:13:17.360]  開路的先鋒
[00:13:17.360 --> 00:13:19.160]  如果我們想想古時候
[00:13:19.160 --> 00:13:21.160]  我們都看過那些古裝片
[00:13:21.160 --> 00:13:23.260]  包大人出巡的時候總是
[00:13:23.260 --> 00:13:25.360]  王朝馬漢在面前說什麼
[00:13:25.360 --> 00:13:28.260]  肅靜迴避
[00:13:28.260 --> 00:13:30.460]  就是叫閒雜人不准走開
[00:13:30.460 --> 00:13:32.960]  其實施洗約翰就是做這件工作
[00:13:32.960 --> 00:13:35.960]  他叫一切阻礙那些道路
[00:13:35.960 --> 00:13:37.960]  君王要來的道路
[00:13:37.960 --> 00:13:39.660]  有些阻礙的時候
[00:13:39.660 --> 00:13:41.160]  他就清除
[00:13:41.160 --> 00:13:42.960]  他清除的是什麼呢
[00:13:42.960 --> 00:13:45.360]  他清除人心裏面的罪惡
[00:13:45.360 --> 00:13:47.760]  他透過悔改的洗禮
[00:13:47.760 --> 00:13:52.360]  叫人能夠將心裏面的罪惡完全的得到赦免
[00:13:52.360 --> 00:13:54.860]  這個是一個很重要的訊息
[00:13:54.860 --> 00:13:57.360]  在馬漢的技術裏面我們都見到
[00:13:57.360 --> 00:13:58.960]  他
[00:13:58.960 --> 00:14:02.460]  見到施洗約翰的工作非常之成功
[00:14:02.460 --> 00:14:07.260]  他舉辦了一個超大型的培靈奮興報道大會
[00:14:07.260 --> 00:14:10.260]  那個報道大會不是在很漂亮的教堂
[00:14:10.260 --> 00:14:11.960]  坐得一千人的教堂
[00:14:11.960 --> 00:14:13.360]  不是在冷氣
[00:14:13.360 --> 00:14:14.360]  現在不需要了
[00:14:14.360 --> 00:14:16.760]  暖氣,現在要多點暖氣
[00:14:16.760 --> 00:14:18.860]  不是在那些空調的禮拜堂
[00:14:18.860 --> 00:14:21.860]  不是在那些很舒服有座位的地方
[00:14:21.860 --> 00:14:24.060]  卻是在昔日的
[00:14:24.060 --> 00:14:25.560]  很炎熱的
[00:14:25.560 --> 00:14:29.660]  約旦河死海附近的地方
[00:14:29.660 --> 00:14:32.860]  我今年再有機會去聖地的地方
[00:14:32.860 --> 00:14:35.760]  我特別記得我們去到死海附近
[00:14:35.760 --> 00:14:40.060]  你真的不會想在那條街上多留一分鐘
[00:14:40.060 --> 00:14:41.860]  因為你會發覺
[00:14:41.860 --> 00:14:45.560]  那裏吹來的風是乾燥和炎熱的
[00:14:45.560 --> 00:14:48.260]  是令到你很不舒服的
[00:14:48.260 --> 00:14:50.860]  所以你留在那個市面上一分鐘
[00:14:50.860 --> 00:14:52.560]  你都會覺得很辛苦
[00:14:52.560 --> 00:14:55.460]  當時就是一個
[00:14:55.460 --> 00:14:57.760]  這麼令人不舒服的環境
[00:14:57.760 --> 00:15:00.560]  但是竟然我們見到聖經的技術就是說
[00:15:00.560 --> 00:15:05.060]  猶太傳遞耶路撒冷的人都出去了
[00:15:05.060 --> 00:15:06.360]  去到約翰那裏
[00:15:06.360 --> 00:15:09.460]  不單止他們肯聽他的講道
[00:15:09.460 --> 00:15:12.960]  他承認他們自己的罪在約旦河受洗
[00:15:12.960 --> 00:15:16.260]  人為甚麼會這麼渴慕神的話語呢
[00:15:16.260 --> 00:15:18.960]  因為已經有400年的時間
[00:15:18.960 --> 00:15:21.960]  沒有聽過先知的訊息
[00:15:21.960 --> 00:15:25.860]  以色列人他們的生命也都進入了一個很大的沙漠
[00:15:25.860 --> 00:15:28.260]  他們沒有上帝的話語的滋潤
[00:15:28.260 --> 00:15:31.660]  所以正如阿摩斯先知曾經說過
[00:15:31.660 --> 00:15:33.460]  漢那日子將到
[00:15:33.460 --> 00:15:36.660]  他會命饑荒降臨在地上
[00:15:36.660 --> 00:15:39.360]  人饑渴並非因為沒有餅
[00:15:39.360 --> 00:15:41.460]  乾渴並非因為沒有水
[00:15:41.460 --> 00:15:44.660]  是因為不聽耶和華的話
[00:15:44.660 --> 00:15:46.360]  沒有了神的話語
[00:15:46.360 --> 00:15:48.060]  人的心很乾渴
[00:15:48.060 --> 00:15:50.760]  以致他們千里迢迢
[00:15:50.760 --> 00:15:53.260]  進入人的深谷底下
[00:15:53.260 --> 00:15:56.260]  我們知道
[00:15:56.260 --> 00:16:01.760]  死海附近其實是在地平線以下幾千米的地方
[00:16:01.760 --> 00:16:03.960]  進入一個這麼深的地方
[00:16:03.960 --> 00:16:06.860]  而且是很危局的情況
[00:16:06.860 --> 00:16:09.660]  但是竟然他開辦這些大型的報道會
[00:16:09.660 --> 00:16:13.160]  很多人在當中受洗悔改
[00:16:13.160 --> 00:16:15.760]  就好像我們剛才唱一首詩歌
[00:16:15.760 --> 00:16:18.860]  由查理維斯尼
[00:16:18.860 --> 00:16:20.560]  有一首詩歌
[00:16:20.560 --> 00:16:22.760]  剛才我們有一首古典的聖詩
[00:16:22.760 --> 00:16:24.760]  其實他們當時在英國的地方
[00:16:24.760 --> 00:16:26.760]  也都是舉辦這些報道會
[00:16:26.760 --> 00:16:29.160]  他們也都不是在禮拜堂裏面舉辦
[00:16:29.160 --> 00:16:31.360]  就去到一些很大的草原
[00:16:31.360 --> 00:16:32.660]  舉起一些帳幕
[00:16:32.660 --> 00:16:35.760]  很多人就被神的話語吸引朝聚
[00:16:35.760 --> 00:16:38.760]  當時幾千幾百人
[00:16:38.760 --> 00:16:41.760]  就是這樣悔改相信主
[00:16:41.760 --> 00:16:44.860]  就是因為這種人內心的乾渴
[00:16:44.860 --> 00:16:48.360]  所以人去尋找神的話語
[00:16:48.360 --> 00:16:49.660]  好奇的一件事
[00:16:49.660 --> 00:16:51.960]  在這麼炎熱的環境裏面
[00:16:51.960 --> 00:16:54.660]  竟然會有人著冥
[00:16:54.660 --> 00:16:57.160]  這個著冥的人就是施洗約翰
[00:16:57.160 --> 00:16:59.460]  他穿著樂陀毛衣
[00:16:59.460 --> 00:17:01.860]  並且是吃一種很奇怪的食物
[00:17:01.860 --> 00:17:04.060]  蝗蟲野蜜
[00:17:04.060 --> 00:17:06.360]  有一個值得補充的資料
[00:17:06.360 --> 00:17:10.260]  就是今年忠臣雷建華牧師
[00:17:10.260 --> 00:17:12.060]  帶領我們一班弟兄姊妹
[00:17:12.060 --> 00:17:13.960]  去到聖地考察
[00:17:13.960 --> 00:17:15.360]  他去到加密山的時候
[00:17:15.360 --> 00:17:16.760]  指著一棵樹
[00:17:16.760 --> 00:17:19.760]  那棵樹有點像豆峽
[00:17:19.760 --> 00:17:21.860]  香港有時會見到有些樹木
[00:17:21.860 --> 00:17:24.460]  有一個很長的峽子
[00:17:24.460 --> 00:17:26.760]  不是荷蘭豆
[00:17:26.760 --> 00:17:27.960]  樣子有點像荷蘭豆
[00:17:27.960 --> 00:17:29.960]  不過那棵很硬
[00:17:29.960 --> 00:17:32.660]  原來他告訴我們
[00:17:32.660 --> 00:17:36.560]  聖經裏面的圓文locus的字
[00:17:36.560 --> 00:17:39.460]  其實也可以指這個地方裏面
[00:17:39.460 --> 00:17:41.660]  在地中海生長的一種叫做
[00:17:41.660 --> 00:17:46.060]  角豆樹的豆峽的種子
[00:17:46.060 --> 00:17:47.360]  carob
[00:17:47.360 --> 00:17:48.660]  carob這個字
[00:17:48.660 --> 00:17:51.060]  其實聖經也有另外一個地方
[00:17:51.060 --> 00:17:52.960]  浪子回頭的時候
[00:17:52.960 --> 00:17:54.660]  大家都知道 聽過
[00:17:54.660 --> 00:17:57.860]  就是浪子曾經去過
[00:17:57.860 --> 00:18:00.860]  豬欄那裏餵豬
[00:18:00.860 --> 00:18:02.660]  曾經他說肚餓到一個地步
[00:18:02.660 --> 00:18:05.460]  連那些豬吃的豆峽
[00:18:05.460 --> 00:18:06.660]  他都想拿來吃
[00:18:06.660 --> 00:18:07.560]  其實那些豆峽
[00:18:07.560 --> 00:18:11.060]  正正是這種樹的果子
[00:18:11.060 --> 00:18:12.260]  那個樹的豆
[00:18:12.260 --> 00:18:14.560]  就可以磨成一些漿狀
[00:18:14.560 --> 00:18:16.060]  以致可以進食
[00:18:16.060 --> 00:18:17.760]  所以當地也有另外一個名字
[00:18:17.760 --> 00:18:19.660]  叫做聖約翰的麵包
[00:18:19.660 --> 00:18:22.060]  來形容這種豆峽
[00:18:22.060 --> 00:18:23.960]  無論如何告訴我們
[00:18:23.960 --> 00:18:25.560]  聖約翰所吃的東西
[00:18:25.560 --> 00:18:27.160]  是很粗糙
[00:18:27.160 --> 00:18:29.060]  是窮人的食物
[00:18:29.060 --> 00:18:32.360]  他穿的衣服是很粗獷的
[00:18:32.360 --> 00:18:34.360]  所以一想就會聯想起
[00:18:34.360 --> 00:18:36.460]  昔日的一個先知 以利亞
[00:18:36.460 --> 00:18:37.360]  以利亞出來的時候
[00:18:37.360 --> 00:18:40.160]  也是穿著毛衣
[00:18:40.160 --> 00:18:41.260]  所以我們見到
[00:18:41.260 --> 00:18:43.560]  其實約翰正正就是
[00:18:43.560 --> 00:18:44.560]  聖經裏面
[00:18:44.560 --> 00:18:46.460]  馬拉基先知所形容的
[00:18:46.460 --> 00:18:47.960]  他在耶和華
[00:18:47.960 --> 00:18:51.060]  戴而可畏之日未臨到之先
[00:18:51.060 --> 00:18:52.860]  他會差遣以利亞
[00:18:52.860 --> 00:18:54.360]  來到你們當中
[00:18:54.360 --> 00:18:55.660]  那個以利亞
[00:18:55.660 --> 00:18:58.460]  耶穌也多次的去證明
[00:18:58.460 --> 00:19:01.460]  司祭約翰就是那個要來的以利亞
[00:19:01.460 --> 00:19:03.060]  在傳統裏面
