
[00:00:00.000 --> 00:00:02.000]  各位弟子們,平安!
[00:04:01.000 --> 00:04:05.000]  誰才可以承受土地,這是很重要的
[00:04:05.000 --> 00:04:08.000]  家譜就是他們身份的證明
[00:04:08.000 --> 00:04:14.000]  更加是神對他們所允許的見證
[00:04:15.000 --> 00:04:19.000]  一章十七字,馬太更加告訴讀者
[00:04:19.000 --> 00:04:24.000]  他將整份家譜分為三組
[00:04:24.000 --> 00:04:30.000]  因此我們可以按著這個脈絡
[00:04:30.000 --> 00:04:36.000]  分為三段來跟大家一起去研讀
[00:04:36.000 --> 00:04:40.000]  看看馬太想告訴我們什麼
[00:04:41.000 --> 00:04:45.000]  我們先來看第一段
[00:04:45.000 --> 00:04:50.000]  第一段是從阿伯拉罕到大衛
[00:04:50.000 --> 00:04:55.000]  就好像我今天所說的盆菜最上面那層
[00:04:55.000 --> 00:05:00.000]  一眼看下去,好像都是一些普通的食材
[00:05:00.000 --> 00:05:03.000]  但當你留心看的時候
[00:05:03.000 --> 00:05:10.000]  你會發覺其實裡面是隱藏了很多神奇的揀選和因典
[00:05:11.000 --> 00:05:18.000]  首先,我們可以從這一組的家譜裡
[00:05:18.000 --> 00:05:23.000]  可以看到它與創世記有所連結
[00:05:23.000 --> 00:05:30.000]  家譜這個字的意思是起源之書
[00:05:30.000 --> 00:05:35.000]  讓熟悉創世記的猶太讀者
[00:05:36.000 --> 00:05:41.000]  馬上就會想起創世記裡面家譜這個專有名詞
[00:05:41.000 --> 00:05:43.000]  這個陶勒刀這個字
[00:05:43.000 --> 00:05:48.000]  其實在創世記裡面重複了11次
[00:05:48.000 --> 00:05:53.000]  其實創世記是一個重要的分段架構
[00:05:53.000 --> 00:05:58.000]  我們要在第二章看到天地的來歷
[00:05:58.000 --> 00:06:00.000]  然後講大陸的力量
[00:06:00.000 --> 00:06:02.000]  在第五章,亞當的後代
[00:06:02.000 --> 00:06:04.000]  又講亞當的後代
[00:06:05.000 --> 00:06:07.000]  在第十章,羅亞的後代
[00:06:07.000 --> 00:06:09.000]  等等
[00:06:09.000 --> 00:06:13.000]  即是說不單止是一個人名的清單
[00:06:13.000 --> 00:06:16.000]  而是一段一段歷史的發展
[00:06:16.000 --> 00:06:24.000]  而猶太人更加是以祖先的名字來做家譜的命名
[00:06:24.000 --> 00:06:27.000]  表示他對他們的尊敬
[00:06:27.000 --> 00:06:29.000]  因此你會看到
[00:06:29.000 --> 00:06:33.000]  這裡,亞太卻是以耶穌基督來命名
[00:06:34.000 --> 00:06:35.000]  在這裡強調
[00:06:35.000 --> 00:06:41.000]  耶穌基督比猶太他們偉大的祖先更加偉大
[00:06:41.000 --> 00:06:44.000]  耶穌就是歷史的新起點
[00:06:44.000 --> 00:06:47.000]  好像神創造天地一樣
[00:06:47.000 --> 00:06:51.000]  接著我們更加會看到
[00:06:51.000 --> 00:06:53.000]  他跟阿伯拉罕有連結
[00:06:53.000 --> 00:06:58.000]  阿伯拉罕本來就是一個無名之輩
[00:06:59.000 --> 00:07:04.000]  但因為他相信神的應許,他離開本地本族
[00:07:04.000 --> 00:07:07.000]  神就與他來到納約
[00:07:07.000 --> 00:07:10.000]  在創世紀第十二章我們會看到
[00:07:10.000 --> 00:07:13.000]  地上萬族都要因你得福
[00:07:13.000 --> 00:07:15.000]  言下之意
[00:07:15.000 --> 00:07:17.000]  耶穌就是阿伯拉罕的後裔
[00:07:17.000 --> 00:07:19.000]  後裔這個詞
[00:07:19.000 --> 00:07:21.000]  即是誰的兒子
[00:07:21.000 --> 00:07:27.000]  他的降生就是應驗了這個應許
[00:07:29.000 --> 00:07:30.000]  不僅如此
[00:07:30.000 --> 00:07:34.000]  更加他與大衛王有連結
[00:07:34.000 --> 00:07:38.000]  在一章一節,其實在原文
[00:07:38.000 --> 00:07:42.000]  大衛的子孫應該在前面
[00:07:42.000 --> 00:07:44.000]  不是阿伯拉罕的後裔
[00:07:44.000 --> 00:07:47.000]  作者很明顯是要強調
[00:07:47.000 --> 00:07:52.000]  大衛就是與神納約的君王
[00:07:52.000 --> 00:07:54.000]  神與阿伯拉罕的約
[00:07:54.000 --> 00:07:57.000]  是先應驗在大衛的身上
[00:07:58.000 --> 00:08:01.000]  而王權就是應許的承傳
[00:08:01.000 --> 00:08:06.000]  神其後更加與大衛納約
[00:08:06.000 --> 00:08:10.000]  在十六預記第七章講到
[00:08:10.000 --> 00:08:14.000]  你的後裔要永遠建立你的國位
[00:08:14.000 --> 00:08:17.000]  即是說大衛這一組
[00:08:17.000 --> 00:08:22.000]  加普這一組到達大衛的高峰
[00:08:22.000 --> 00:08:25.000]  耶穌就是大衛的子孫
[00:08:26.000 --> 00:08:30.000]  亦代表他繼承了大衛的約
[00:08:30.000 --> 00:08:34.000]  再看下去,你會看到
[00:08:34.000 --> 00:08:38.000]  更加與外邦的女子有所連結
[00:08:38.000 --> 00:08:41.000]  在這個父權社會裏
[00:08:41.000 --> 00:08:47.000]  根本上加普不會記女性的名字
[00:08:47.000 --> 00:08:50.000]  馬太在這裏很特別
[00:08:50.000 --> 00:08:53.000]  寫了三位女子
[00:08:54.000 --> 00:08:56.000]  這三位女子都是外邦人
[00:08:56.000 --> 00:09:01.000]  第一位就是塔瑪
[00:09:01.000 --> 00:09:03.000]  她是迦南人
[00:09:03.000 --> 00:09:10.000]  她因為假扮妓女與公公尤大亂倫生子
[00:09:10.000 --> 00:09:15.000]  大衛亦是尤大的後裔
[00:09:15.000 --> 00:09:19.000]  第二位就是拉合勒
[00:09:19.000 --> 00:09:21.000]  她亦是迦南人
[00:09:21.000 --> 00:09:23.000]  是耶利哥的妓女
[00:09:24.000 --> 00:09:26.000]  她給予信心接待探子
[00:09:26.000 --> 00:09:30.000]  進入迦南的事蹟,大家都很清楚
[00:09:30.000 --> 00:09:34.000]  因此承認是她的神
[00:09:34.000 --> 00:09:37.000]  被神接納
[00:09:37.000 --> 00:09:40.000]  第三位就是路德
[00:09:40.000 --> 00:09:43.000]  路德的故事大家不用說都很熟悉
[00:09:43.000 --> 00:09:46.000]  他是甚麼人?他是摩訶人
[00:09:46.000 --> 00:09:48.000]  丈夫死了,無依無靠
[00:09:48.000 --> 00:09:52.000]  跟了他的婆婆回到以色列
[00:09:53.000 --> 00:09:55.000]  並歸向耶和華
[00:09:55.000 --> 00:09:58.000]  為神所接納
[00:09:58.000 --> 00:10:00.000]  大家可以看到神的救恩
[00:10:00.000 --> 00:10:03.000]  不只是臨到猶太人
[00:10:03.000 --> 00:10:06.000]  亦是臨到外邦人
[00:10:06.000 --> 00:10:10.000]  只要人對神有信心就行了
[00:10:10.000 --> 00:10:15.000]  接下來你會看到甚麼?
[00:10:15.000 --> 00:10:18.000]  在整個家譜裏面
[00:10:18.000 --> 00:10:20.000]  最多出現的字是甚麼?
[00:10:21.000 --> 00:10:23.000]  就是生字
[00:10:23.000 --> 00:10:27.000]  原文的生字和家譜的吐勒刀
[00:10:27.000 --> 00:10:30.000]  其實是同一個字根
[00:10:30.000 --> 00:10:34.000]  生字除了指一個人
[00:10:34.000 --> 00:10:37.000]  和父母之間的關係外
[00:10:37.000 --> 00:10:41.000]  猶太人說到誰生誰的時候
[00:10:41.000 --> 00:10:43.000]  不只是這樣
[00:10:43.000 --> 00:10:50.000]  可以說是祖父和孫的關係
[00:10:51.000 --> 00:10:53.000]  可以說是曾孫的關係
[00:10:53.000 --> 00:10:58.000]  也可以說是祖先和後裔的關係
[00:10:58.000 --> 00:11:01.000]  可以相差很多代
[00:11:01.000 --> 00:11:05.000]  從家譜裏面出現的人物
[00:11:05.000 --> 00:11:10.000]  你會看到都是一些很平凡的人物
[00:11:10.000 --> 00:11:13.000]  甚至可以說是很軟弱的
[00:11:13.000 --> 00:11:15.000]  例如阿伯拉罕
[00:11:15.000 --> 00:11:17.000]  他曾經是懷疑神
[00:11:18.000 --> 00:11:21.000]  雅各更加是欺騙父親
[00:11:21.000 --> 00:11:27.000]  猶太更加是賣掉弟弟約瑟
[00:11:27.000 --> 00:11:32.000]  即使是如此卑微和軟弱的人
[00:11:32.000 --> 00:11:38.000]  但神仍然揀選他們來承襲救恩計劃
[00:11:38.000 --> 00:11:45.000]  所以神的救恩不只是留給完美無瑕的人
[00:11:46.000 --> 00:11:50.000]  神的英許是會藉著人的信心
[00:11:50.000 --> 00:11:52.000]  一代一代傳下去
[00:11:52.000 --> 00:11:54.000]  是從未間斷的
[00:11:54.000 --> 00:12:01.000]  可以說是呼應了阿伯拉罕恩訊稱義的榜樣
[00:12:01.000 --> 00:12:07.000]  可以說家譜也是一部信心發展的歷史
[00:12:07.000 --> 00:12:15.000]  讓我想起那位被神使用的卑微女子
[00:12:16.000 --> 00:12:18.000]  高恩佩姐妹
[00:12:18.000 --> 00:12:21.000]  她自小身體很孱弱
[00:12:21.000 --> 00:12:24.000]  她放棄了讀大學的機會
[00:12:24.000 --> 00:12:26.000]  入讀師範
[00:12:26.000 --> 00:12:34.000]  但她憑著信心和蔡元文醫生在七十年代創辦了突破機構
[00:12:34.000 --> 00:12:41.000]  專門注重青少年的牧羊工作
[00:12:42.000 --> 00:12:46.000]  成為當時香港不少青年的祝福
[00:12:46.000 --> 00:12:51.000]  大家都知道突破機構經過幾十年的發展
[00:12:51.000 --> 00:12:53.000]  根本上是沒有人不懂的
[00:12:53.000 --> 00:12:56.000]  但很少人會提到蘇恩佩姐妹
[00:12:56.000 --> 00:12:59.000]  多數都是說蔡元文醫生
[00:12:59.000 --> 00:13:04.000]  但她經常會引用一句說話來自勉
[00:13:04.000 --> 00:13:06.000]  她說與其皺著黑暗
[00:13:06.000 --> 00:13:08.000]  不如燃燒自己
[00:13:09.000 --> 00:13:12.000]  可惜她因為精年早逝
[00:13:12.000 --> 00:13:16.000]  在墳墓裡刻了保羅的名句
[00:13:16.000 --> 00:13:19.000]  她說我的恩典是夠你用的
[00:13:19.000 --> 00:13:23.000]  因為我的能力在人的軟弱上顯得完全
[00:13:23.000 --> 00:13:27.000]  她的生命告訴我們
[00:13:27.000 --> 00:13:31.000]  神從來不會嫌棄卑微
[00:13:31.000 --> 00:13:36.000]  只要你願意憑著信心來回應神
[00:13:37.000 --> 00:13:39.000]  就可以了
[00:13:39.000 --> 00:13:42.000]  所以馬太在這一組的家譜裡
[00:13:42.000 --> 00:13:47.000]  看到神的救恩不是從完美的人出發
[00:13:47.000 --> 00:13:51.000]  而是從那些軟弱卑微的人開始
[00:13:51.000 --> 00:13:55.000]  神更常常會使用失敗、邊緣的人
[00:13:55.000 --> 00:14:00.000]  這樣更能彰顯祂的恩典、祂的主權
[00:14:00.000 --> 00:14:04.000]  今天你可能覺得自己微不足道
[00:14:05.000 --> 00:14:07.000]  我同樣跟你說
[00:14:07.000 --> 00:14:10.000]  我選擇的不是你的完美
[00:14:10.000 --> 00:14:13.000]  而是你對我有信心
[00:14:13.000 --> 00:14:19.000]  接下來我們看到第二組
[00:14:19.000 --> 00:14:23.000]  就是大衛、作王去到秘魯
[00:14:23.000 --> 00:14:27.000]  靖姐妹你沒試過拿著一手好牌
[00:14:27.000 --> 00:14:30.000]  將它打爛嗎?
[00:14:30.000 --> 00:14:34.000]  可能是因為你一個錯誤的選擇
[00:14:35.000 --> 00:14:38.000]  將你辛辛苦苦賺來的一筆首期
[00:14:38.000 --> 00:14:43.000]  在一個不適合的時間買了一層樓
[00:14:43.000 --> 00:14:46.000]  結果因為經濟變差
[00:14:46.000 --> 00:14:49.000]  變成了負資產
[00:14:49.000 --> 00:14:55.000]  第二組就好像盤菜的第二層一樣
[00:14:55.000 --> 00:14:58.000]  這層看起來是不是應該比較豐富?
[00:14:58.000 --> 00:15:01.000]  因為家譜裡有王
[00:15:02.000 --> 00:15:05.000]  但是當你打開來看的時候
[00:15:05.000 --> 00:15:07.000]  你會很失望
[00:15:07.000 --> 00:15:11.000]  因為你發覺很多都是很失敗的王
[00:15:11.000 --> 00:15:15.000]  如果第一組是代表著信心的高峰
[00:15:15.000 --> 00:15:22.000]  第二組可以說是人性的失敗、軟弱的紀錄
[00:15:22.000 --> 00:15:27.000]  接著第一章第六節也寫到
[00:15:28.000 --> 00:15:32.000]  大衛,大家記住這裡沒有王字
[00:15:32.000 --> 00:15:36.000]  從烏利亞的妻子生了所羅門
[00:15:36.000 --> 00:15:39.000]  原文連妻子都沒有
[00:15:39.000 --> 00:15:42.000]  變成了從烏利亞的
[00:15:42.000 --> 00:15:45.000]  短短的一句話裡
[00:15:45.000 --> 00:15:51.000]  其實你會想到猶大讀者會怎麼想
[00:15:51.000 --> 00:15:55.000]  他們會想起他們很熟悉的故事
[00:15:56.000 --> 00:15:59.000]  大衛奪了別人的妻子
[00:15:59.000 --> 00:16:03.000]  殺死了忠臣
[00:16:03.000 --> 00:16:06.000]  這段犯罪的歷史
[00:16:06.000 --> 00:16:11.000]  真的在他們的腦海裡重現出來
[00:16:11.000 --> 00:16:16.000]  馬太刻意不寫拔士巴的名字
[00:16:16.000 --> 00:16:20.000]  因為上面大家都看到寫了三個女士的名字
[00:16:21.000 --> 00:16:27.000]  寫了龜化的外族黑人烏利亞
[00:16:27.000 --> 00:16:31.000]  目的就是想提醒讀者
[00:16:31.000 --> 00:16:34.000]  神除了是外邦人的神之外
[00:16:34.000 --> 00:16:40.000]  更加會發覺所謂合神心意的大衛
[00:16:40.000 --> 00:16:45.000]  也會有軟弱、有失敗的時候
[00:16:45.000 --> 00:16:50.000]  也會從屬靈的高峰掉入罪惡的深淵
[00:16:51.000 --> 00:16:54.000]  大衛拿著一手好牌
[00:16:54.000 --> 00:16:58.000]  最後變成了他的負資產
[00:16:58.000 --> 00:17:01.000]  接下來我們會看到
[00:17:01.000 --> 00:17:03.000]  他的兒子所羅門
[00:17:03.000 --> 00:17:06.000]  初期國勢鼎盛
[00:17:06.000 --> 00:17:09.000]  但後來因為貪戀外邦女子
[00:17:09.000 --> 00:17:11.000]  引入偶像崇拜
[00:17:11.000 --> 00:17:16.000]  結果整個國家從此進入衰敗
[00:17:16.000 --> 00:17:20.000]  接下來他的兒子羅波安又怎樣
[00:17:21.000 --> 00:17:22.000]  光輝自用
[00:17:22.000 --> 00:17:24.000]  引起民變
[00:17:24.000 --> 00:17:27.000]  結果導致國家分裂成為兩個
[00:17:27.000 --> 00:17:31.000]  接下來的其他的皇帝
[00:17:31.000 --> 00:17:34.000]  有些是敬虔的
[00:17:34.000 --> 00:17:37.000]  但有些卻是極其之敗壞
[00:17:37.000 --> 00:17:42.000]  最終王國就在西底加的時候被毀
[00:17:42.000 --> 00:17:44.000]  百姓被擄到巴比倫
[00:17:44.000 --> 00:17:50.000]  被擄可以說是猶太人歷史的低谷
[00:17:51.000 --> 00:17:52.000]  對猶太人來說
[00:17:52.000 --> 00:17:54.000]  這一段可以說是
[00:17:54.000 --> 00:18:00.000]  從繁榮到衰落的一段心酸的歷史
[00:18:00.000 --> 00:18:02.000]  就像我們期待盤菜
[00:18:02.000 --> 00:18:04.000]  我們可以吃到鮑魚
[00:18:04.000 --> 00:18:06.000]  卻是吃到鮑魚菇
[00:18:06.000 --> 00:18:09.000]  花膠變成了豬皮一樣
[00:18:09.000 --> 00:18:11.000]  然而在這個谷底裏面
[00:18:11.000 --> 00:18:13.000]  我們看到神的恩典
[00:18:13.000 --> 00:18:15.000]  從來都沒有間斷過
[00:18:15.000 --> 00:18:19.000]  他仍然是保持他應許的血脈
[00:18:20.000 --> 00:18:23.000]  讓大衛的家譜可以繼續下去
[00:18:23.000 --> 00:18:28.000]  十四代到底是盡英子甚麼意思呢
[00:18:28.000 --> 00:18:33.000]  七這個字在猶太文化裏面
[00:18:33.000 --> 00:18:37.000]  是代表著完全的數字
[00:18:37.000 --> 00:18:40.000]  七的兩倍
[00:18:40.000 --> 00:18:43.000]  表示雙倍的完全
[00:18:43.000 --> 00:18:45.000]  即是最完美的意思
[00:18:46.000 --> 00:18:50.000]  而馬太亦將這個家譜分為三祖十四代
[00:18:50.000 --> 00:18:55.000]  即是指三個很完整的救恩時期
[00:18:55.000 --> 00:19:01.000]  反映出神在歷史裏面的節奏和節聚性
[00:19:01.000 --> 00:19:05.000]  每一個時期都在神的掌管裏面
[00:19:05.000 --> 00:19:08.000]  神的救恩會按照他的計劃
[00:19:08.000 --> 00:19:11.000]  一步一步來完成
[00:19:11.000 --> 00:19:13.000]  大家有沒有發覺
[00:19:14.000 --> 00:19:19.000]  馬太會將大衛的計算計了兩次
[00:19:19.000 --> 00:19:24.000]  這種重疊式的計數方式
[00:19:24.000 --> 00:19:28.000]  其實亦是猶太文學的技巧
[00:19:28.000 --> 00:19:33.000]  強調了大衛在整條家譜的鏈上的核心地位
[00:19:33.000 --> 00:19:37.000]  大衛在這個圖可以看到
[00:19:37.000 --> 00:19:40.000]  第一組的尾部
[00:19:40.000 --> 00:19:43.000]  和第二組的首部
[00:19:44.000 --> 00:19:47.000]  顯示出他是歷史的轉捩點
[00:19:47.000 --> 00:19:50.000]  顯示出王權的巔峰
[00:19:50.000 --> 00:19:53.000]  亦是墮落的起點
[00:19:53.000 --> 00:20:00.000]  而秘魯可以說是第二和第三組中間的轉折點
[00:20:00.000 --> 00:20:04.000]  代表了猶太的歷史進入了一個低谷
[00:20:04.000 --> 00:20:11.000]  而大衛這個字母的總值是十四
[00:20:12.000 --> 00:20:14.000]  因此有很多學者就說
[00:20:14.000 --> 00:20:19.000]  馬太可能是用來暗示大衛
[00:20:19.000 --> 00:20:24.000]  不過事情可能沒有那麼簡單
[00:20:24.000 --> 00:20:29.000]  因為在秘魯之後
[00:20:29.000 --> 00:20:32.000]  猶太人受了亞蘭文的影響
[00:20:32.000 --> 00:20:38.000]  大衛的名字常常都會有四個字母的寫法
[00:20:39.000 --> 00:20:43.000]  在70世紀的希臘文舊約裏
[00:20:43.000 --> 00:20:49.000]  更加將大衛這個字寫成四個字母的寫法
[00:20:49.000 --> 00:20:54.000]  就好像我們中國人的繁體字
[00:20:54.000 --> 00:20:57.000]  簡體字一樣
[00:20:57.000 --> 00:21:00.000]  「國」大家都知道
[00:21:00.000 --> 00:21:02.000]  意思是相同的
[00:21:02.000 --> 00:21:04.000]  但筆劃是不同的
[00:21:04.000 --> 00:21:08.000]  如果有人用繁體字的筆劃來推算
[00:21:09.000 --> 00:21:10.000]  來做暗示
[00:21:10.000 --> 00:21:14.000]  你會不會想到那些只懂得簡體字的人
[00:21:14.000 --> 00:21:17.000]  會知道你是暗示十一的呢
[00:21:17.000 --> 00:21:19.000]  他們是不知道的
[00:21:19.000 --> 00:21:24.000]  因此可能你這樣說是沒有意思的
[00:21:24.000 --> 00:21:26.000]  所以學者認為
[00:21:26.000 --> 00:21:28.000]  十四這個字
[00:21:28.000 --> 00:21:32.000]  僅僅是猶太人的象徵性的寫法
[00:21:32.000 --> 00:21:36.000]  目的是想幫助讀者來記憶
[00:21:37.000 --> 00:21:41.000]  來營造一個很整齊很完美的結構
[00:21:41.000 --> 00:21:45.000]  例如《但以你書》第九章第二十四節
[00:21:45.000 --> 00:21:50.000]  「為你本國之民,我你聖城已經定了七十個七」
[00:21:50.000 --> 00:21:53.000]  七十個七,四百九十年
[00:21:53.000 --> 00:21:59.000]  不是要我們來推算它的精確度
[00:21:59.000 --> 00:22:03.000]  而是表達一個完全的舊屬的週期
[00:22:03.000 --> 00:22:05.000]  馬太的用意
[00:22:06.000 --> 00:22:08.000]  其實是要將整個猶太的歷史
[00:22:08.000 --> 00:22:12.000]  分成很完整的三個舊因的時期
[00:22:12.000 --> 00:22:15.000]  讓猶太人能夠很清楚地
[00:22:15.000 --> 00:22:19.000]  看到他們的歷史是怎樣
[00:22:19.000 --> 00:22:22.000]  舊因歷史不是混亂的
[00:22:22.000 --> 00:22:24.000]  而是神很有秩序
[00:22:24.000 --> 00:22:28.000]  很有計劃地一步步地推進下去
[00:22:28.000 --> 00:22:31.000]  一直走到耶穌基督那裏
[00:22:31.000 --> 00:22:35.000]  透過這種家譜
[00:22:36.000 --> 00:22:38.000]  其實馬太更加要強調一點
[00:22:38.000 --> 00:22:41.000]  就是從大衛開始
[00:22:41.000 --> 00:22:48.000]  人的罪是怎樣逐步吞噬神所賜的榮耀
[00:22:48.000 --> 00:22:51.000]  最終導致被擄
[00:22:51.000 --> 00:22:55.000]  王國的失敗不是因為英許的失敗
[00:22:55.000 --> 00:22:59.000]  而是因為罪污染了英許的承繼者
[00:22:59.000 --> 00:23:05.000]  因為神早已在以色列進入迦南的時候
[00:23:06.000 --> 00:23:07.000]  已經警告了他們
[00:23:07.000 --> 00:23:12.000]  如果他們不遵守神的吩咐
[00:23:12.000 --> 00:23:16.000]  神一定會將他們逐出英許之地
[00:23:16.000 --> 00:23:20.000]  正如《生命記》第28章所說
[00:23:20.000 --> 00:23:25.000]  然而神的英許
[00:23:25.000 --> 00:23:29.000]  不是建立在人的軟弱和失敗之上
[00:23:29.000 --> 00:23:35.000]  而是建立在他自己的信實和恩典之上
[00:23:36.000 --> 00:23:41.000]  正如保羅在提摩泰後書所說
[00:23:41.000 --> 00:23:48.000]  我們忠言失信,他仍是可信的,因他不能背負自己
[00:23:48.000 --> 00:23:53.000]  說到這裏我又想起一個人叫宋尚哲
[00:23:53.000 --> 00:23:58.000]  宋尚哲是一位天資聰穎的年青人
[00:23:58.000 --> 00:24:03.000]  在上世紀二十年代去美國留學
[00:24:04.000 --> 00:24:08.000]  在很短的時間裏取得了化學博士學位
[00:24:08.000 --> 00:24:11.000]  前途可謂無可限量
[00:24:11.000 --> 00:24:16.000]  因為他驕傲,他自我迷失了自己
[00:24:16.000 --> 00:24:21.000]  最終更是被人拉入了精神病院
[00:24:21.000 --> 00:24:27.000]  後來他在裏面改過,他反省
[00:24:27.000 --> 00:24:31.000]  在他出來的時候,他返回中國
[00:24:32.000 --> 00:24:38.000]  在這個遴選上,他把所有學歷的證書和榮譽獎狀
[00:24:38.000 --> 00:24:42.000]  他所得的金鎖匙都丟下海
[00:24:42.000 --> 00:24:46.000]  立志一生來為主而活
[00:24:46.000 --> 00:24:53.000]  當他上岸的時候,他再不是那位化學博士宋尚哲
[00:24:53.000 --> 00:24:57.000]  而是一名不見精準的宋傳道
[00:24:58.000 --> 00:25:05.000]  然而在短短的幾年裏,他從中國各地帶領了幾十萬人來信主
[00:25:05.000 --> 00:25:09.000]  被稱為近代華人教會的屬靈巨像
[00:25:09.000 --> 00:25:16.000]  他的人生證明了人的失敗是無法難阻神的英雄
[00:25:16.000 --> 00:25:21.000]  反而更加顯出神的恩典和神的大能
[00:25:21.000 --> 00:25:24.000]  各位兄弟姐妹
[00:25:25.000 --> 00:25:32.000]  你也許會覺得你自己的人生正在在這個失敗裏面打滾
[00:25:32.000 --> 00:25:35.000]  但這套家譜再一次提醒我們
[00:25:35.000 --> 00:25:39.000]  神的救恩不是建立在人的表現上
[00:25:39.000 --> 00:25:42.000]  而是在神的信實上
[00:25:42.000 --> 00:25:47.000]  雖然人會失信,但神是可信的
[00:25:47.000 --> 00:25:51.000]  如果我們能夠回轉,神仍然能夠翻轉我們
[00:25:51.000 --> 00:25:54.000]  成為成就祂的英雄
[00:25:56.000 --> 00:25:58.000]  再看下去,第三段
[00:25:58.000 --> 00:26:03.000]  這段就是從秘魯到耶穌基督
[00:26:03.000 --> 00:26:10.000]  各位兄弟姐妹,你有沒有曾經經歷過一段漫長的等待期
[00:26:10.000 --> 00:26:13.000]  你的禱告,禱告了很久
[00:26:13.000 --> 00:26:16.000]  都覺得神沒有回應呢?
[00:26:16.000 --> 00:26:20.000]  人生會不會覺得好像到了盡頭呢?
[00:26:20.000 --> 00:26:24.000]  但馬太在這裏告訴我們,這不是結果
[00:26:25.000 --> 00:26:28.000]  就好像盆菜來到最後那一層
[00:26:28.000 --> 00:26:34.000]  當你把上面的豬皮魚蛋蘿蔔切開之後
[00:26:34.000 --> 00:26:38.000]  你會發覺真正的寶藏就在下面
[00:26:38.000 --> 00:26:42.000]  那些鮑魚花膠等等,正在等著你
[00:26:42.000 --> 00:26:48.000]  這套家譜是從秘魯開始
