
[00:00:00.000 --> 00:00:03.960]  讓姐妹們平安,然後我們一起來祈禱
[00:07:32.480 --> 00:07:36.480]  祂將要為大,稱為至高者的兒子
[00:07:36.480 --> 00:07:42.480]  主上帝要把祂祖先大位的王位給他
[00:07:42.480 --> 00:07:46.480]  祂要做瓦割加的王,直到永遠
[00:07:46.480 --> 00:07:50.480]  祂的國沒有窮盡
[00:07:50.480 --> 00:07:56.480]  哇,原來天使所說的,上主要賜給瑪利亞的恩典
[00:07:56.480 --> 00:08:00.480]  就是使用祂去成為上帝的僕人
[00:08:00.480 --> 00:08:05.480]  完成上帝拯救世人的計劃
[00:08:05.480 --> 00:08:13.480]  也是完成上主在大約一千年前給了大位的承諾
[00:08:13.480 --> 00:08:14.480]  什麼承諾呢?
[00:08:14.480 --> 00:08:18.480]  記載在《撒慕爾記》七章十六節
[00:08:18.480 --> 00:08:23.480]  上主是答應大位:你永遠會有後代
[00:08:23.480 --> 00:08:26.480]  你的國將永遠建立
[00:08:26.480 --> 00:08:31.480]  你的王朝永遠存續
[00:08:31.480 --> 00:08:33.480]  在瑪利亞的時代
[00:08:33.480 --> 00:08:36.480]  猶大國早已滅亡了幾百年
[00:08:36.480 --> 00:08:41.480]  只有一些認真相信聖經的猶太人
[00:08:41.480 --> 00:08:45.480]  才會盼望救世主的來臨
[00:08:45.480 --> 00:08:48.480]  以色列人會復國
[00:08:48.480 --> 00:08:52.480]  不過瑪利亞心中的問題還沒有解決
[00:08:52.480 --> 00:08:55.480]  在三十四節他就問天使
[00:08:55.480 --> 00:08:59.480]  我沒有出嫁,怎麼會有這件事?
[00:08:59.480 --> 00:09:02.480]  在三十五節和三十七節
[00:09:02.480 --> 00:09:06.480]  天使回答瑪利亞的問題說了三件事
[00:09:06.480 --> 00:09:09.480]  首先在三十五節說
[00:09:09.480 --> 00:09:13.480]  瑪利亞要華人是藉著聖靈的工作
[00:09:13.480 --> 00:09:17.480]  以及上帝的權能使她華人
[00:09:17.480 --> 00:09:25.480]  因此這個嬰兒有資格被稱為上帝的兒子
[00:09:25.480 --> 00:09:27.480]  主耶穌真是特別的
[00:09:27.480 --> 00:09:30.480]  祂不是靠普通人的受精華人
[00:09:30.480 --> 00:09:34.480]  而是從聖靈直接感恩生的
[00:09:34.480 --> 00:09:39.480]  所以祂才有資格被稱為上帝的兒子
[00:09:39.480 --> 00:09:43.480]  天使回答的第二點叫瑪利亞想一想
[00:09:43.480 --> 00:09:47.480]  她的親戚伊利沙伯已經懷孕了六個月
[00:09:47.480 --> 00:09:52.480]  一般人都會認為伊利沙伯能夠華人是神蹟
[00:09:52.480 --> 00:09:54.480]  上星期我們都說過了
[00:09:54.480 --> 00:09:58.480]  撒加利亞進了聖殿很久都不出來
[00:09:58.480 --> 00:10:00.480]  出來的時候變了啞仔
[00:10:00.480 --> 00:10:05.480]  還要打手勢告訴別人他見到異象
[00:10:05.480 --> 00:10:10.480]  我們要相信神蹟是有可能發生的
[00:10:10.480 --> 00:10:15.480]  天使提醒這件事是要給瑪利亞一個憑據
[00:10:15.480 --> 00:10:18.480]  鼓勵他們要相信神蹟
[00:10:18.480 --> 00:10:21.480]  第三點在三十七節
[00:10:21.480 --> 00:10:23.480]  天使提醒瑪利亞
[00:10:23.480 --> 00:10:29.480]  出於上帝的話沒有一句不大能力的
[00:10:29.480 --> 00:10:35.480]  上帝是藉著話語創造這個宇宙世界
[00:10:35.480 --> 00:10:39.480]  所以我們不要懷疑上帝的能力
[00:10:39.480 --> 00:10:45.480]  我們要相信的是一位能創造生命的上帝
[00:10:45.480 --> 00:10:48.480]  聽了天使的話
[00:10:48.480 --> 00:10:54.480]  三十八節給我們看到瑪利亞立即很樂意成為上帝的工具
[00:10:54.480 --> 00:11:00.480]  「我是主的事來,願意照你的話實現在我身上」
[00:11:00.480 --> 00:11:04.480]  然後三十九至四十五節
[00:11:04.480 --> 00:11:06.480]  瑪利亞聽到消息之後
[00:11:06.480 --> 00:11:11.480]  很急忙地往猶大山區去找伊利沙伯
[00:11:11.480 --> 00:11:17.480]  他為什麼要一個人去找伊利沙伯呢
[00:11:17.480 --> 00:11:22.480]  從拿撒勒去猶大山區
[00:11:22.480 --> 00:11:25.480]  猶大山區在南邊
[00:11:25.480 --> 00:11:29.480]  起碼要走四至五天的路
[00:11:29.480 --> 00:11:33.480]  為什麼他這麼急忙去找伊利沙伯呢
[00:11:33.480 --> 00:11:36.480]  我想有兩個可能性
[00:11:36.480 --> 00:11:42.480]  第一,經文中沒有提到瑪利亞的父母
[00:11:42.480 --> 00:11:50.480]  其他福音書都從來沒有提到瑪利亞和約瑟的父母
[00:11:50.480 --> 00:11:55.480]  伊利沙伯可能是瑪利亞的一位近親
[00:11:55.480 --> 00:11:59.480]  瑪利亞既然是一位年輕的女子
[00:11:59.480 --> 00:12:01.480]  一位童女
[00:12:01.480 --> 00:12:03.480]  她突然懷了人
[00:12:03.480 --> 00:12:06.480]  其實大概也有點心慌
[00:12:06.480 --> 00:12:11.480]  所以她去找一位她能夠信任的長輩
[00:12:11.480 --> 00:12:15.480]  為她打氣,使她壯膽
[00:12:15.480 --> 00:12:21.480]  第二個原因可能是由於天使提到伊利沙伯都懷了人
[00:12:21.480 --> 00:12:27.480]  瑪利亞會知道伊利沙伯懷孕是由天使預告
[00:12:27.480 --> 00:12:31.480]  因此如果瑪利亞向伊利沙伯說
[00:12:31.480 --> 00:12:34.480]  天使向她報過信息
[00:12:34.480 --> 00:12:36.480]  是聖靈感人使她懷孕
[00:12:36.480 --> 00:12:39.480]  伊利沙伯是一定會相信
[00:12:39.480 --> 00:12:41.480]  其他人未必相信
[00:12:41.480 --> 00:12:43.480]  伊利沙伯一定會相信
[00:12:43.480 --> 00:12:48.480]  當瑪利亞去到伊利沙伯家中問安時
[00:12:48.480 --> 00:12:52.480]  聖靈同時充滿了伊利沙伯和她的胎兒
[00:12:52.480 --> 00:12:54.480]  並且對瑪利亞說
[00:12:54.480 --> 00:12:59.480]  「你作婦女中是有福的,你所懷的胎兒也是有福的」
[00:12:59.480 --> 00:13:04.480]  「我主的母親到我這裏來,為何這事臨到我呢?」
[00:13:04.480 --> 00:13:06.480]  覺得很榮幸
[00:13:06.480 --> 00:13:10.480]  我主的母親竟然來到我這裏
[00:13:10.480 --> 00:13:14.480]  我們要留意經文其實很清楚
[00:13:14.480 --> 00:13:17.480]  是記載伊利沙伯聽到
[00:13:17.480 --> 00:13:19.480]  聽到而已
[00:13:19.480 --> 00:13:23.480]  聽到瑪利亞問安後就說出這些話
[00:13:23.480 --> 00:13:28.480]  當時瑪利亞還未向她說天使報信和她懷孕的事
[00:13:28.480 --> 00:13:33.480]  伊利沙伯是在瑪利亞還未向她說明事件前
[00:13:33.480 --> 00:13:41.480]  說了一句話:可見這真是聖靈感動的結果
[00:13:41.480 --> 00:13:43.480]  第二件事
[00:13:43.480 --> 00:13:49.480]  經文記載伊利沙伯福中的胎兒都很歡喜地跳動
[00:13:49.480 --> 00:13:54.480]  聖靈不單可以充滿一位成年人
[00:13:54.480 --> 00:13:58.480]  連胎兒未出世的胎兒都可以充滿
[00:13:58.480 --> 00:14:04.480]  而其中一個表現就是喜樂
[00:14:04.480 --> 00:14:09.480]  46至45節有很著名的專主頌
[00:14:09.480 --> 00:14:16.480]  是瑪利亞被聖靈充滿而發出的對上主的頌歌
[00:14:16.480 --> 00:14:18.480]  在這段頌歌當中
[00:14:18.480 --> 00:14:21.480]  我們看到瑪利亞已經很開心
[00:14:21.480 --> 00:14:26.480]  她說:「我寧以上帝我的救主為樂」
[00:14:26.480 --> 00:14:28.480]  為何她這麼開心
[00:14:28.480 --> 00:14:33.480]  因為她知道她將要生的嬰兒是永恆的救主
[00:14:33.480 --> 00:14:36.480]  以至從今以後
[00:14:36.480 --> 00:14:40.480]  萬代都要稱我有福
[00:14:40.480 --> 00:14:44.480]  做一個有福的人多開心
[00:14:44.480 --> 00:14:45.480]  而在歌頌當中
[00:14:45.480 --> 00:14:50.480]  她提到上帝做事的方法是與常人不同
[00:14:50.480 --> 00:14:54.480]  上帝是會顛覆人類社會的制度
[00:14:54.480 --> 00:14:57.480]  讓我讀2至53節
[00:14:57.480 --> 00:14:59.480]  她叫「有權柄的失為」
[00:14:59.480 --> 00:15:02.480]  叫「卑賤的升高」
[00:15:02.480 --> 00:15:05.480]  她叫「飢餓的飽餐美食」
[00:15:05.480 --> 00:15:10.480]  叫「富足的空手回去」
[00:15:10.480 --> 00:15:16.480]  最後她還提到上帝是一位手藥師憐憫的上帝
[00:15:16.480 --> 00:15:22.480]  上帝從來都沒有忘記他對阿巴拉罕的應許
[00:15:22.480 --> 00:15:26.480]  他是會繼續憐憫以色列人
[00:15:26.480 --> 00:15:30.480]  好,大致了解經文之後
[00:15:30.480 --> 00:15:33.480]  讓我們思想這段經文對我們的意義
[00:15:33.480 --> 00:15:36.480]  我想和大家分享3點
[00:15:36.480 --> 00:15:39.480]  第一,認識上帝
[00:15:39.480 --> 00:15:45.480]  我們基督徒相信的上帝是一位大能的上帝
[00:15:45.480 --> 00:15:50.480]  他創造天地,也能創造生命
[00:15:50.480 --> 00:15:57.480]  聖誕節的神蹟就是童女懷孕生子
[00:15:57.480 --> 00:16:01.480]  但這也是現代人很難相信
[00:16:01.480 --> 00:16:05.480]  因為這件事是前無古人後無來者
[00:16:05.480 --> 00:16:09.480]  在歷史上只發生過一次事件
[00:16:09.480 --> 00:16:13.480]  我們基督徒能夠相信這件事是真的
[00:16:13.480 --> 00:16:16.480]  因為我們相信上帝
[00:16:16.480 --> 00:16:19.480]  如果一個人說他相信上帝
[00:16:19.480 --> 00:16:22.480]  他不能相信神蹟的話
[00:16:22.480 --> 00:16:26.480]  那麼他所相信的上帝是一位無能的上帝
[00:16:26.480 --> 00:16:31.480]  因為上帝不能做一些人所做不到的事
[00:16:31.480 --> 00:16:35.480]  此外,從瑪利亞的專主中
[00:16:35.480 --> 00:16:40.480]  我們要記得上帝是一位守約、施慈愛的上帝
[00:16:40.480 --> 00:16:45.480]  好,第二點,認識世界的真相
[00:16:45.480 --> 00:16:48.480]  上星期和今天的經文其實都提到
[00:16:48.480 --> 00:16:51.480]  上帝、天使、靈
[00:16:51.480 --> 00:16:53.480]  讓我們明白
[00:16:53.480 --> 00:16:59.480]  看得見的物質世界並不是全部的真相
[00:16:59.480 --> 00:17:04.480]  我們相信除了這個看得見的物質世界之外
[00:17:04.480 --> 00:17:09.480]  還有一個肉眼看不見的屬靈世界
[00:17:09.480 --> 00:17:12.480]  上帝是靈
[00:17:12.480 --> 00:17:16.480]  是存在在一個屬靈世界之中
[00:17:16.480 --> 00:17:19.480]  而在這個屬靈世界之中
[00:17:19.480 --> 00:17:21.480]  還有天使
[00:17:21.480 --> 00:17:24.480]  他們是上帝的工人
[00:17:24.480 --> 00:17:28.480]  是為上帝做事的
[00:17:28.480 --> 00:17:33.480]  好,第三點,就是要樂意被上帝使用
[00:17:33.480 --> 00:17:36.480]  上帝除了使用天使之外
[00:17:36.480 --> 00:17:40.480]  其實上帝也會用人來為他服務
[00:17:40.480 --> 00:17:43.480]  在四十六至四十七節
[00:17:43.480 --> 00:17:46.480]  瑪利亞說:我心尊主為大
[00:17:46.480 --> 00:17:50.480]  我靈以上帝我救主為樂
[00:17:50.480 --> 00:17:53.480]  一位真正的基督徒
[00:17:53.480 --> 00:17:57.480]  是會有一個尊主為大的心
[00:17:57.480 --> 00:18:00.480]  也會樂意被上帝使用
[00:18:00.480 --> 00:18:04.480]  在教會當中參與服事
[00:18:04.480 --> 00:18:07.480]  我相信上帝揀選瑪利亞
[00:18:07.480 --> 00:18:10.480]  作為耶穌肉體的母親
[00:18:10.480 --> 00:18:17.480]  就看中瑪利亞真的有一個尊主為大的心
[00:18:17.480 --> 00:18:21.480]  尊主為大是要付代價的
[00:18:21.480 --> 00:18:24.480]  不是單憑口說就可以的
[00:18:24.480 --> 00:18:29.480]  瑪利亞還沒出嫁就懷孕
[00:18:29.480 --> 00:18:31.480]  按照那個時候猶太人的習俗
[00:18:31.480 --> 00:18:34.480]  她可以被人用石頭釘死
[00:18:34.480 --> 00:18:37.480]  換言之,當她尊主為大的時候
[00:18:37.480 --> 00:18:41.480]  她要付出聲譽的代價
[00:18:41.480 --> 00:18:44.480]  以後寶寶出世了
[00:18:44.480 --> 00:18:47.480]  她還要付出作為母親的代價
[00:18:47.480 --> 00:18:48.480]  要照顧耶穌
[00:18:48.480 --> 00:18:52.480]  要餵奶幫祂換尿片
[00:18:52.480 --> 00:18:56.480]  總之要撫養祂
[00:18:56.480 --> 00:19:01.480]  到最後她還要肝腸寸斷
[00:19:01.480 --> 00:19:08.480]  撕心裂肺地看著耶穌死在十字架上
[00:19:08.480 --> 00:19:13.480]  我們是否願意用心去尊主為大
[00:19:13.480 --> 00:19:17.480]  願意付代價去跟隨主呢
[00:19:17.480 --> 00:19:20.480]  還是我們講就天下無敵
[00:19:20.480 --> 00:19:23.480]  做就有心無力呢
[00:19:23.480 --> 00:19:25.480]  這個問題我留給大家去想
[00:19:25.480 --> 00:19:28.480]  讓我們一起祈禱
[00:19:28.480 --> 00:19:31.480]  創造天地和賜人生命的上主
[00:19:31.480 --> 00:19:33.480]  我們感謝祢
[00:19:33.480 --> 00:19:36.480]  因為祢按照祢的計劃和應許
[00:19:36.480 --> 00:19:39.480]  使主耶穌誕生在人世間
[00:19:39.480 --> 00:19:43.480]  藉著祂的誕生、死亡、復活
[00:19:43.480 --> 00:19:45.480]  和聖靈的大能
[00:19:45.480 --> 00:19:47.480]  祢使我們重生
[00:19:47.480 --> 00:19:49.480]  成為祢自己的兒女
[00:19:49.480 --> 00:19:51.480]  求祢幫助我們
[00:19:51.480 --> 00:19:53.480]  樂意被主使用
[00:19:53.480 --> 00:19:57.480]  更加是樂意傳揚福音
[00:19:57.480 --> 00:20:00.240]  奉耶穌基督的名祈禱
[00:20:00.240 --> 00:20:01.240]  阿們
