
[00:00:00.000 --> 00:00:02.640]  我們的主題是要來榮耀主
[00:01:56.320 --> 00:01:59.320]  你就在我們的身上
[00:01:59.320 --> 00:02:02.320]  你要讓我們恢復
[00:02:02.320 --> 00:02:05.320]  你是我們生命最初的榮耀
[00:02:05.320 --> 00:02:08.320]  主我們來在你面前
[00:02:08.320 --> 00:02:11.320]  我們知道我們一無所有 我們一無所能
[00:02:11.320 --> 00:02:14.320]  我們只有讓你做主
[00:02:14.320 --> 00:02:17.320]  像剛才師哥說的 我們更多的
[00:02:17.320 --> 00:02:20.320]  親近你 更多的擁有你
[00:02:20.320 --> 00:02:23.320]  也更完全的被你所得著
[00:02:23.320 --> 00:02:26.320]  但願主在我們的身上得到喜悅和滿足
[00:02:26.320 --> 00:02:29.320]  也但願我們真像主耶穌所說的
[00:02:29.320 --> 00:02:32.320]  我們在地上真正
[00:02:32.320 --> 00:02:35.320]  默默無言的成為光和炎
[00:02:35.320 --> 00:02:38.320]  叫人看見我們的
[00:02:38.320 --> 00:02:41.320]  好行為 就歸榮耀
[00:02:41.320 --> 00:02:44.320]  給天上的福 願主成全
[00:02:44.320 --> 00:02:47.320]  這次夏令會選擇這個主題
[00:02:47.320 --> 00:02:50.320]  教會這個主題的心意
[00:02:50.320 --> 00:02:53.320]  來向我們說話 摸著我的心
[00:02:53.320 --> 00:02:56.320]  摸著我們的心 一起更完全的歸向你
[00:02:56.320 --> 00:02:59.320]  這樣祈求禱告 奉耶穌基督的名
[00:02:59.320 --> 00:03:02.320]  Amen
[00:03:02.320 --> 00:03:05.320]  我要跟大家分享的概要都有印在
[00:03:05.320 --> 00:03:08.320]  這個手冊裡面
[00:03:08.320 --> 00:03:11.320]  那我上面有一個引言 我的引言就是
[00:03:11.320 --> 00:03:14.320]  榮耀的神跟榮耀神
[00:03:14.320 --> 00:03:17.320]  這有一個相當長的引言
[00:03:17.320 --> 00:03:20.320]  我想這個引言我如果沒有講好
[00:03:20.320 --> 00:03:23.320]  後面的部分就有一點
[00:03:23.320 --> 00:03:26.320]  不能夠把主題都弄清楚
[00:03:26.320 --> 00:03:29.320]  那我想到 剛才我們稍微有點觸及了
[00:03:29.320 --> 00:03:32.320]  神是這位榮耀的神
[00:03:32.320 --> 00:03:35.320]  我們說使教會
[00:03:35.320 --> 00:03:38.320]  能夠 教會的生活
[00:03:38.320 --> 00:03:41.320]  能夠顯出神的榮美
[00:03:41.320 --> 00:03:44.320]  英文講Glory 我想就是顯出神的榮耀
[00:03:44.320 --> 00:03:47.320]  在教會 我想我們這次的主題
[00:03:47.320 --> 00:03:50.320]  在榮耀神 也是在教會
[00:03:50.320 --> 00:03:53.320]  所以我今天第一個晚上
[00:03:53.320 --> 00:03:57.320]  就跟大家講到榮耀神 也跟大家講到教會的部分
[00:03:57.320 --> 00:04:01.320]  神是榮耀的
[00:04:01.320 --> 00:04:04.320]  當摩西帶著以色列人
[00:04:04.320 --> 00:04:07.320]  出了埃及
[00:04:07.320 --> 00:04:10.320]  到了紅海 前無去路
[00:04:10.320 --> 00:04:13.320]  後有追兵
[00:04:13.320 --> 00:04:16.320]  我今天早上的靈修讀到的
[00:04:16.320 --> 00:04:19.320]  就是這一段聖經
[00:04:19.320 --> 00:04:22.320]  所以他們在沒有辦法的時候 神為他們開一條路
[00:04:22.320 --> 00:04:25.320]  他們在裡裡等候 他們沒有自己急召
[00:04:25.320 --> 00:04:28.320]  照著神的吩咐 摩西也照著神的命令
[00:04:28.320 --> 00:04:31.320]  他把藏身出去 紅海分開
[00:04:31.320 --> 00:04:34.320]  這個故事我們都很熟
[00:04:34.320 --> 00:04:37.320]  所以以色列人他們就渡過紅海 好像走過甘地
[00:04:37.320 --> 00:04:40.320]  軍兵卻被水所淹沒了
[00:04:40.320 --> 00:04:43.320]  神就拯救他們 所以過到那邊去以後
[00:04:43.320 --> 00:04:46.320]  摩西的哥哥米利安
[00:04:46.320 --> 00:04:50.320]  就有一首詩歌 創世紀第十五章
[00:04:50.320 --> 00:04:53.320]  那裡面創世紀第十五章
[00:04:53.320 --> 00:04:56.320]  第十一節就講到 神是
[00:04:56.320 --> 00:05:00.320]  至聖至榮 可送可餵
[00:05:00.320 --> 00:05:03.320]  施行其事的神
[00:05:03.320 --> 00:05:06.320]  所以神是至聖至榮
[00:05:06.320 --> 00:05:09.320]  可送可餵
[00:05:09.320 --> 00:05:12.320]  我看一下英文NIV的翻譯
[00:05:12.320 --> 00:05:15.320]  它是Awesome Glory
[00:05:15.320 --> 00:05:18.320]  Awesome 我們年輕人很喜歡叫Awesome
[00:05:18.320 --> 00:05:21.320]  動不動就Awesome 上帝的Glory是Awesome
[00:05:21.320 --> 00:05:24.320]  哇 你們有沒有看到
[00:05:24.320 --> 00:05:27.320]  你們有沒有在大峽谷或是哪裡
[00:05:27.320 --> 00:05:30.320]  看到什麼美麗的方向 然後你就哇
[00:05:30.320 --> 00:05:33.320]  我們如果到上帝面前 我們一定是哇
[00:05:33.320 --> 00:05:36.320]  然後我們可能要俯伏下拜
[00:05:36.320 --> 00:05:39.320]  因為祂是至聖至榮 可送可餵
[00:05:39.320 --> 00:05:42.320]  施行其事的神
[00:05:42.320 --> 00:05:45.320]  我看陳牧師選擇的我們的成庚靈修
[00:05:45.320 --> 00:05:48.320]  明天一開始就是詩篇第八篇第一篇
[00:05:48.320 --> 00:05:51.320]  然後詩篇第十九篇
[00:05:51.320 --> 00:05:54.320]  所以詩篇第八篇
[00:05:54.320 --> 00:05:57.320]  第一節講什麼
[00:05:57.320 --> 00:06:00.320]  講神
[00:06:00.320 --> 00:06:05.320]  在奠地彰顯神的榮耀
[00:06:05.320 --> 00:06:09.320]  然後詩篇第十九章第一節是講到
[00:06:09.320 --> 00:06:12.320]  諸天述說神的榮耀
[00:06:12.320 --> 00:06:15.320]  諸天述說神的榮耀
[00:06:15.320 --> 00:06:18.320]  所以從神的創造
[00:06:18.320 --> 00:06:21.320]  就看見神的榮耀
[00:06:21.320 --> 00:06:24.320]  那另外一樣事情我們也知道 我們都很熟悉
[00:06:24.320 --> 00:06:27.320]  在創世紀裡面講到神造人的時候
[00:06:27.320 --> 00:06:31.320]  神就照自己的形象和樣式造了我們
[00:06:31.320 --> 00:06:34.320]  那是榮耀的神照祂的形象跟樣式
[00:06:34.320 --> 00:06:37.320]  我想不是那個外表
[00:06:37.320 --> 00:06:40.320]  而是祂的內涵的實質
[00:06:40.320 --> 00:06:43.320]  換句話說人被造的時候
[00:06:43.320 --> 00:06:46.320]  就有那個榮耀的本質在裡面
[00:06:46.320 --> 00:06:49.320]  所以犯罪是虧缺的神榮耀
[00:06:49.320 --> 00:06:52.320]  我們怎麼有榮耀神
[00:06:52.320 --> 00:06:55.320]  榮耀神是恢復讓神在我們生命裡的本質能夠顯出來
[00:06:55.320 --> 00:06:58.320]  所以不是我們做什麼
[00:06:58.320 --> 00:07:01.320]  而是讓神在我們生命裡顯出祂自己榮耀的本質
[00:07:01.320 --> 00:07:08.320]  所以神照祂的榮耀的形象來造了我們
[00:07:08.320 --> 00:07:14.320]  當然一方面我們會在想到教會蒙神的拯救
[00:07:14.320 --> 00:07:18.320]  我們在神的面前也就是彰顯神的榮耀
[00:07:18.320 --> 00:07:22.320]  那我們每一個基督徒也要彰顯神的榮耀
[00:07:22.320 --> 00:07:25.320]  很多時候是神的榮耀被遮蓋了
[00:07:25.320 --> 00:07:29.320]  神的榮耀因為我們受的虧缺了
[00:07:29.320 --> 00:07:32.320]  所以我們要怎麼樣讓祂恢復過來
[00:07:32.320 --> 00:07:37.320]  這是一個我們需要在上帝的面前學習教託跟順服的
[00:07:37.320 --> 00:07:39.320]  那不只是這樣子
[00:07:39.320 --> 00:07:41.320]  而且以賽亞書
[00:07:41.320 --> 00:07:44.320]  以賽亞書第一
[00:07:44.320 --> 00:07:50.320]  我看看我的這個note
[00:07:50.320 --> 00:08:05.320]  以賽亞書第43章第7節
[00:08:05.320 --> 00:08:13.320]  講到稱為神指明的是神按照祂的榮耀而造的
[00:08:13.320 --> 00:08:16.320]  神為了祂的榮耀而造的
[00:08:16.320 --> 00:08:18.320]  所以神造人彰顯祂的榮耀
[00:08:18.320 --> 00:08:21.320]  也是為祂的榮耀而造的人
[00:08:21.320 --> 00:08:27.320]  所以神的本質的榮耀要透過蒙恩的人
[00:08:27.320 --> 00:08:31.320]  被拯救的人再彰顯出來
[00:08:31.320 --> 00:08:34.320]  所以我們要來榮耀神
[00:08:34.320 --> 00:08:36.320]  來恢復神的榮耀
[00:08:36.320 --> 00:08:40.320]  這是我們非常重大的一個使命
[00:08:40.320 --> 00:08:42.320]  一個重大的託付
[00:08:42.320 --> 00:08:45.320]  那希伯來書第一章第三節也講到
[00:08:45.320 --> 00:08:49.320]  耶穌是神榮耀所發的光輝
[00:08:49.320 --> 00:08:52.320]  是神本體的真相
[00:08:52.320 --> 00:08:53.320]  而耶穌降生的時候
[00:08:53.320 --> 00:08:55.320]  天使天君也在裡頭說
[00:08:55.320 --> 00:09:00.320]  在至高之處榮耀歸給神
[00:09:00.320 --> 00:09:01.320]  所以耶穌的降生
[00:09:01.320 --> 00:09:04.320]  耶穌是神榮耀所發的光輝
[00:09:04.320 --> 00:09:08.320]  耶穌的降生要讓至高之處榮耀歸於神
[00:09:08.320 --> 00:09:12.320]  而耶穌在約翰福音17章大祭司的禱告裡面
[00:09:12.320 --> 00:09:15.320]  就感謝上帝說我已經榮耀你了
[00:09:15.320 --> 00:09:18.320]  你所託付的我已經做成了
[00:09:18.320 --> 00:09:20.320]  那這也給我們一個hint
[00:09:20.320 --> 00:09:22.320]  我們怎麼樣能夠榮耀神呢
[00:09:22.320 --> 00:09:24.320]  神在我們身上的心意
[00:09:24.320 --> 00:09:26.320]  我們順服而完成的時候
[00:09:26.320 --> 00:09:28.320]  神就得到榮耀
[00:09:28.320 --> 00:09:30.320]  而且在約翰福音17章裡面
[00:09:30.320 --> 00:09:36.320]  耶穌還講到要我們和他一起同得榮耀
[00:09:36.320 --> 00:09:38.320]  所以我們得榮耀到最後
[00:09:38.320 --> 00:09:41.320]  一起跟神同得榮耀
[00:09:41.320 --> 00:09:43.320]  所以透過耶穌基督
[00:09:43.320 --> 00:09:47.320]  然後透過我們蒙恩得拯救的人
[00:09:47.320 --> 00:09:51.320]  那我剛才一再我們也熟悉很重複了
[00:09:51.320 --> 00:09:55.320]  問題就是我們虧缺了神的榮耀
[00:09:55.320 --> 00:09:59.320]  那有的時候我們會發現
[00:09:59.320 --> 00:10:04.320]  很多的人他們當然榮譽感很強
[00:10:04.320 --> 00:10:09.320]  然後很多的人在世界上做事情
[00:10:09.320 --> 00:10:11.320]  就是要出名
[00:10:11.320 --> 00:10:12.320]  出名是什麼
[00:10:12.320 --> 00:10:14.320]  榮耀自己
[00:10:14.320 --> 00:10:16.320]  連基督徒也不例外
[00:10:16.320 --> 00:10:22.320]  連傳道人也不例外
[00:10:22.320 --> 00:10:24.320]  那這是一個陷阱
[00:10:24.320 --> 00:10:28.320]  因為當我們以自己的榮耀為念
[00:10:28.320 --> 00:10:30.320]  求自己榮耀的時候
[00:10:30.320 --> 00:10:33.320]  那個真言說那這是不對的
[00:10:33.320 --> 00:10:36.320]  連傳道人都很在乎自己的榮耀
[00:10:36.320 --> 00:10:38.320]  所以我們很想做名傳道
[00:10:38.320 --> 00:10:40.320]  大傳道
[00:10:40.320 --> 00:10:41.320]  我還記得在70年代
[00:10:41.320 --> 00:10:44.320]  我在臺灣服侍臺灣的宗教會的時候
[00:10:44.320 --> 00:10:48.320]  我們最先我們就帶臺灣的教會
[00:10:48.320 --> 00:10:50.320]  1974年到韓國去參加一個
[00:10:50.320 --> 00:10:52.320]  世界性的大會
[00:10:52.320 --> 00:10:55.320]  叫做74年福音大爆炸
[00:10:55.320 --> 00:10:57.320]  那個聚會有32萬人
[00:10:57.320 --> 00:11:01.320]  我們臺灣去了將近200人
[00:11:01.320 --> 00:11:03.320]  這個32萬人裡面的
[00:11:03.320 --> 00:11:04.320]  32萬多
[00:11:04.320 --> 00:11:05.320]  32萬是韓國人
[00:11:05.320 --> 00:11:07.320]  然後有2000多是國際的人
[00:11:07.320 --> 00:11:09.320]  臺灣有200個人
[00:11:09.320 --> 00:11:11.320]  所以這是零頭
[00:11:11.320 --> 00:11:13.320]  然後我們去那邊就接觸到
[00:11:13.320 --> 00:11:15.320]  漢城有一個很大的教會
[00:11:15.320 --> 00:11:16.320]  大家可能都聽說了
[00:11:16.320 --> 00:11:18.320]  是全世界最大的教會
[00:11:18.320 --> 00:11:19.320]  聽說現在這個教會
[00:11:19.320 --> 00:11:21.320]  純福音宗教會
[00:11:21.320 --> 00:11:23.320]  一個教會有70萬人
[00:11:23.320 --> 00:11:24.320]  不是一個教派
[00:11:24.320 --> 00:11:26.320]  是一個教會有70萬人
[00:11:26.320 --> 00:11:28.320]  因為他們透過細胞小組
[00:11:28.320 --> 00:11:31.320]  所以在70年代80年代的時候
[00:11:31.320 --> 00:11:34.320]  有本書叫做Caught in the Web
[00:11:34.320 --> 00:11:37.320]  意思就是
[00:11:37.320 --> 00:11:38.320]  你無論到哪裡去
[00:11:38.320 --> 00:11:39.320]  天羅地網
[00:11:39.320 --> 00:11:41.320]  都逃不到這個教會的
[00:11:41.320 --> 00:11:43.320]  小組圈子
[00:11:43.320 --> 00:11:46.320]  這個教會我們去了
[00:11:46.320 --> 00:11:48.320]  然後他們的牧師也跟我們分享
[00:11:48.320 --> 00:11:49.320]  很多很多的事情
[00:11:49.320 --> 00:11:51.320]  後來我們就請他到臺灣來
[00:11:51.320 --> 00:11:52.320]  領特別聚會
[00:11:52.320 --> 00:11:53.320]  這個趙榮欽牧師
[00:11:53.320 --> 00:11:56.320]  他也很智慧
[00:11:56.320 --> 00:11:58.320]  他知道他如果自己到臺灣
[00:11:58.320 --> 00:11:59.320]  可能臺灣的教會
[00:11:59.320 --> 00:12:01.320]  會對他有保留
[00:12:01.320 --> 00:12:03.320]  因為他是五旬節派的
[00:12:03.320 --> 00:12:05.320]  因為Campus Crusade請他來
[00:12:05.320 --> 00:12:07.320]  他就覺得這是一個很好的平臺
[00:12:07.320 --> 00:12:09.320]  後來臺灣的教會也接受他
[00:12:09.320 --> 00:12:10.320]  後來臺灣的教會就
[00:12:10.320 --> 00:12:12.320]  開始有島高山等等
[00:12:12.320 --> 00:12:13.320]  我們也覺得很感恩
[00:12:13.320 --> 00:12:15.320]  因為其實神的國是很豐富的
[00:12:15.320 --> 00:12:17.320]  我們不要太狹窄
[00:12:17.320 --> 00:12:19.320]  我是要講到是什麼
[00:12:19.320 --> 00:12:21.320]  就是在那個過程裡面
[00:12:21.320 --> 00:12:23.320]  臺灣的牧師就有機會
[00:12:23.320 --> 00:12:25.320]  就回到韓國去參加特會
[00:12:25.320 --> 00:12:27.320]  我印象中很深
[00:12:27.320 --> 00:12:28.320]  有一個以前我的同工
[00:12:28.320 --> 00:12:30.320]  後來他自己牧羊教會
[00:12:30.320 --> 00:12:31.320]  也帶得非常好
[00:12:31.320 --> 00:12:34.320]  在臺北的近郊新店行道會
[00:12:34.320 --> 00:12:35.320]  一個張茂松牧師
[00:12:35.320 --> 00:12:36.320]  他的教會現在
[00:12:36.320 --> 00:12:37.320]  蓋新禮拜堂
[00:12:37.320 --> 00:12:39.320]  大概會可能有三千人
[00:12:39.320 --> 00:12:40.320]  我去年碰到他
[00:12:40.320 --> 00:12:41.320]  我問他說
[00:12:41.320 --> 00:12:43.320]  你們的教派行道會
[00:12:43.320 --> 00:12:44.320]  在臺灣現在有幾個教會
[00:12:44.320 --> 00:12:45.320]  他說有四十幾個
[00:12:45.320 --> 00:12:46.320]  他說有三十幾個
[00:12:46.320 --> 00:12:48.320]  是我建立的教會
[00:12:48.320 --> 00:12:49.320]  所以很了不起
[00:12:49.320 --> 00:12:51.320]  這個牧師帶領教會的工作
[00:12:51.320 --> 00:12:53.320]  他有一天說
[00:12:53.320 --> 00:12:54.320]  我是間接聽說的
[00:12:54.320 --> 00:12:55.320]  他說感謝主
[00:12:55.320 --> 00:12:58.320]  我們終於可以不要辦步道會了
[00:12:58.320 --> 00:13:01.320]  大家懂了嗎
[00:13:01.320 --> 00:13:03.320]  我們都是靠步道會來步道
[00:13:03.320 --> 00:13:05.320]  他說終於我可以不用步道會了
[00:13:05.320 --> 00:13:07.320]  因為每天都有人慶祝
[00:13:07.320 --> 00:13:09.320]  他每一個禮拜的禱告會
[00:13:09.320 --> 00:13:10.320]  都有人受洗
[00:13:10.320 --> 00:13:12.320]  他的禱告會透過
[00:13:12.320 --> 00:13:14.320]  透過Internet
[00:13:14.320 --> 00:13:15.320]  透過Website
[00:13:15.320 --> 00:13:17.320]  有幾百人
[00:13:17.320 --> 00:13:18.320]  不是幾百人
[00:13:18.320 --> 00:13:19.320]  他的教會有幾百人
[00:13:19.320 --> 00:13:22.320]  然後在中國跟各地
[00:13:22.320 --> 00:13:24.320]  很多人都會跟他連線
[00:13:24.320 --> 00:13:26.320]  所以他的教會做得很好
[00:13:26.320 --> 00:13:27.320]  那我就記得
[00:13:27.320 --> 00:13:28.320]  張茂松牧師
[00:13:28.320 --> 00:13:29.320]  他是很直率
[00:13:29.320 --> 00:13:31.320]  很坦誠的一個人
[00:13:31.320 --> 00:13:34.320]  在去韓國的路上
[00:13:34.320 --> 00:13:36.320]  那個時候他教會還只是一個步道所
[00:13:36.320 --> 00:13:38.320]  還不過幾十個人而已
[00:13:38.320 --> 00:13:39.320]  我聽說他講過
[00:13:39.320 --> 00:13:42.320]  如果哪一天我的教會有四百人
[00:13:42.320 --> 00:13:44.320]  我就變成一個大牧師
[00:13:44.320 --> 00:13:46.320]  四百人怎麼是大牧師呢
[00:13:46.320 --> 00:13:47.320]  四百人不是大牧師
[00:13:47.320 --> 00:13:48.320]  是中牧師
[00:13:48.320 --> 00:13:50.320]  那我如果教會四千人
[00:13:50.320 --> 00:13:51.320]  那可以算是大牧師
[00:13:51.320 --> 00:13:53.320]  在中國人華人教會裡面
[00:13:53.320 --> 00:13:55.320]  那我如果教會有四萬人
[00:13:55.320 --> 00:13:58.320]  那在全中國大概是最大的牧師
[00:13:58.320 --> 00:14:00.320]  我們都很喜歡這樣子
[00:14:00.320 --> 00:14:02.320]  但是這些都是
[00:14:02.320 --> 00:14:05.320]  都是違背主的心意
[00:14:05.320 --> 00:14:07.320]  所以這是我們人的問題
[00:14:07.320 --> 00:14:09.320]  我們要榮耀神
[00:14:09.320 --> 00:14:12.320]  但是榮耀神跟榮耀我自己之間
[00:14:12.320 --> 00:14:14.320]  有衝突的時候
[00:14:14.320 --> 00:14:15.320]  我怎麼辦
[00:14:15.320 --> 00:14:18.320]  所以我非常欣賞
[00:14:18.320 --> 00:14:20.320]  也常常把他當作我的一個禱告
[00:14:20.320 --> 00:14:21.320]  心願
[00:14:21.320 --> 00:14:23.320]  就是施許約翰
[00:14:23.320 --> 00:14:25.320]  他說他必興旺
[00:14:25.320 --> 00:14:27.320]  我必衰微
[00:14:27.320 --> 00:14:30.320]  所以我們來榮耀神的過程裡面
[00:14:30.320 --> 00:14:31.320]  有一個代價
[00:14:31.320 --> 00:14:35.320]  你不能又榮耀你自己又榮耀神
[00:14:35.320 --> 00:14:37.320]  當你榮耀自己的時候
[00:14:37.320 --> 00:14:39.320]  你就會叛逃別人
[00:14:39.320 --> 00:14:41.320]  因為最近這半年
[00:14:41.320 --> 00:14:43.320]  我就感受到
[00:14:43.320 --> 00:14:45.320]  全世界很有名望
[00:14:45.320 --> 00:14:47.320]  很有恩賜的傳道人
[00:14:47.320 --> 00:14:49.320]  在不知不覺裡面
[00:14:49.320 --> 00:14:52.320]  很自負的表現自己
[00:14:52.320 --> 00:14:56.320]  就讓我們很大的一個教訓
[00:14:56.320 --> 00:14:58.320]  很大的一個提醒
[00:14:58.320 --> 00:14:59.320]  我也很感謝主
[00:14:59.320 --> 00:15:04.320]  你們好像很懂得保護傳道人
[00:15:04.320 --> 00:15:07.320]  你們就請邱牧師上來
[00:15:07.320 --> 00:15:09.320]  邱牧師是誰
[00:15:09.320 --> 00:15:10.320]  他從哪裡來
[00:15:10.320 --> 00:15:12.320]  他幹什麼
[00:15:12.320 --> 00:15:13.320]  都不知道
[00:15:13.320 --> 00:15:15.320]  很好啊
[00:15:15.320 --> 00:15:16.320]  不用知道
[00:15:16.320 --> 00:15:17.320]  你不需要知道
[00:15:17.320 --> 00:15:18.320]  你知道這個來頭很大
[00:15:18.320 --> 00:15:20.320]  然後你就期待他怎麼樣
[00:15:20.320 --> 00:15:22.320]  重要的不是那個來頭
[00:15:22.320 --> 00:15:25.320]  重要的是主有沒有捷徑
[00:15:25.320 --> 00:15:26.320]  有沒有同在
[00:15:26.320 --> 00:15:28.320]  有沒有在我們當中使恩
[00:15:28.320 --> 00:15:29.320]  所以我覺得這是很驚訝
[00:15:29.320 --> 00:15:31.320]  這是我參加的聚會頭一次
[00:15:31.320 --> 00:15:34.320]  好像就請邱牧師上來了
[00:15:34.320 --> 00:15:35.320]  沒有介紹
[00:15:35.320 --> 00:15:37.320]  我不是講這個堂弟兄
[00:15:37.320 --> 00:15:39.320]  你怎麼樣不對
[00:15:39.320 --> 00:15:43.320]  這是給我一個很寶貴的功課
[00:15:43.320 --> 00:15:46.320]  其實我們海外有時候覺得
[00:15:46.320 --> 00:15:47.320]  要做一個禮數
[00:15:47.320 --> 00:15:49.320]  要怎麼介紹講人
[00:15:49.320 --> 00:15:51.320]  我記得我最初到中國大陸培訓的時候
[00:15:51.320 --> 00:15:53.320]  不會講的
[00:15:53.320 --> 00:15:55.320]  不會介紹某某人他有什麼名堂
[00:15:55.320 --> 00:15:56.320]  他做了什麼事情
[00:15:56.320 --> 00:15:58.320]  某某老師
[00:15:58.320 --> 00:15:59.320]  去還不講牧師的
[00:15:59.320 --> 00:16:00.320]  邱老師
[00:16:00.320 --> 00:16:01.320]  那就是這樣子
[00:16:01.320 --> 00:16:02.320]  很好
[00:16:02.320 --> 00:16:03.320]  因為你講人走來講去
[00:16:03.320 --> 00:16:05.320]  不是你講人的名氣
[00:16:05.320 --> 00:16:09.320]  而是講人有沒有主的話語
[00:16:09.320 --> 00:16:10.320]  來供應
[00:16:10.320 --> 00:16:12.320]  所以我在想說
[00:16:12.320 --> 00:16:14.320]  求主
[00:16:14.320 --> 00:16:17.320]  其實我常常在這個矛盾跟掙扎裡面
[00:16:17.320 --> 00:16:20.320]  我說求主常常遮蓋我們
[00:16:20.320 --> 00:16:23.320]  我們這一生的一個
[00:16:23.320 --> 00:16:25.320]  很重大的責任託付
[00:16:25.320 --> 00:16:27.320]  就是彰顯神的榮耀
[00:16:27.320 --> 00:16:30.320]  但是在我跟神之間
[00:16:30.320 --> 00:16:33.320]  我們有時候會要偷竊
[00:16:33.320 --> 00:16:35.320]  會侵奪神的榮耀
[00:16:35.320 --> 00:16:40.320]  我們記得有兩個很戲劇化的教訓
[00:16:40.320 --> 00:16:43.320]  一個記載《但以禮書》第五章
[00:16:43.320 --> 00:16:45.320]  尼布賈尼薩王的兒子
[00:16:45.320 --> 00:16:47.320]  柏莎薩王
[00:16:47.320 --> 00:16:50.320]  知道自己的父親因為成就大
[00:16:50.320 --> 00:16:52.320]  權力 權勢成就很大
[00:16:52.320 --> 00:16:53.320]  心高氣傲
[00:16:53.320 --> 00:16:55.320]  後來就變成野獸
[00:16:55.320 --> 00:16:56.320]  在外面吃草
[00:16:56.320 --> 00:16:57.320]  對不對
[00:16:57.320 --> 00:16:59.320]  他知道自己的父親的情形
[00:16:59.320 --> 00:17:01.320]  結果他從道復策
[00:17:01.320 --> 00:17:02.320]  在他的皇宮裡面
[00:17:02.320 --> 00:17:06.320]  就把耶路撒冷擄來的那些金器銀器
[00:17:06.320 --> 00:17:09.320]  拿來歡宴
[00:17:09.320 --> 00:17:13.320]  然後牆上就有手指頭寫字
[00:17:13.320 --> 00:17:16.320]  迷你迷你提科勒 無法耳心
[00:17:16.320 --> 00:17:17.320]  沒有人會解
[00:17:17.320 --> 00:17:19.320]  就找到《但以禮》來解
[00:17:19.320 --> 00:17:21.320]  《但以禮》解的是什麼
[00:17:21.320 --> 00:17:23.320]  你的日子已經數算盡了
[00:17:23.320 --> 00:17:24.320]  寫在牆上
[00:17:24.320 --> 00:17:26.320]  但是在那個過程裡面講到
[00:17:26.320 --> 00:17:30.320]  因為你不把榮耀歸給神
[00:17:30.320 --> 00:17:32.320]  你不把榮耀歸給神
[00:17:32.320 --> 00:17:35.320]  你沒有記取你父親的教訓
[00:17:35.320 --> 00:17:37.320]  然後你還在這裡張狂
[00:17:37.320 --> 00:17:40.320]  所以你的日子數算到了
[00:17:40.320 --> 00:17:43.320]  那一天 柏莎莎王就被殺死了
[00:17:43.320 --> 00:17:44.320]  就改朝換代了
[00:17:44.320 --> 00:17:46.320]  這是舊約的一個例子
