
[00:00:00.000 --> 00:00:02.000]  各位聽眾早安!
[00:02:22.000 --> 00:02:27.000]  巴勒斯坦人和以色列人的鬥爭衝突
[00:02:27.000 --> 00:02:29.000]  都是沒有停止過的
[00:02:29.000 --> 00:02:30.000]  我坦白說
[00:02:30.000 --> 00:02:32.000]  我都會心裏覺得
[00:02:32.000 --> 00:02:34.000]  這是一個常態
[00:02:34.000 --> 00:02:37.000]  他們彼此之間的鬥爭
[00:02:37.000 --> 00:02:39.000]  互相的攻伐
[00:02:39.000 --> 00:02:41.000]  這是一個正常的處境
[00:02:41.000 --> 00:02:43.000]  甚至有時會覺得
[00:02:43.000 --> 00:02:44.000]  這些人命的損失
[00:02:44.000 --> 00:02:46.000]  我都覺得不以為然
[00:02:46.000 --> 00:02:50.000]  不過早幾個月前
[00:02:50.000 --> 00:02:53.000]  我去了一間基督教的書室
[00:02:53.000 --> 00:02:56.000]  我看到一本這樣的書
[00:02:56.000 --> 00:03:02.000]  它叫做《蒙簡選之民,以巴衝突下的研讀聖經》
[00:03:02.000 --> 00:03:06.000]  是由Walter Buchmann所寫的一本書
[00:03:06.000 --> 00:03:10.000]  Walter Buchmann是一位舊約的聖經學者
[00:03:10.000 --> 00:03:13.000]  他是哥倫比亞神學院的榮休教授
[00:03:13.000 --> 00:03:16.000]  這本書是他
[00:03:16.000 --> 00:03:20.000]  2015年退休之後才出的一本書
[00:03:20.000 --> 00:03:25.000]  翻譯版本是2017年才出的
[00:03:25.000 --> 00:03:27.000]  當然Walter Buchmann是一位
[00:03:27.000 --> 00:03:29.000]  很出名的舊約教授
[00:03:29.000 --> 00:03:32.000]  但是這本書的名字
[00:03:32.000 --> 00:03:34.000]  才是最吸引我
[00:03:34.000 --> 00:03:37.000]  拿上手看的原因
[00:03:37.000 --> 00:03:38.000]  因為他怎麼說呢
[00:03:38.000 --> 00:03:42.000]  他說是在以巴衝突下
[00:03:42.000 --> 00:03:45.000]  研讀聖經
[00:03:45.000 --> 00:03:47.000]  其實過去這幾年以來
[00:03:47.000 --> 00:03:49.000]  我坦誠地跟大家分享
[00:03:49.000 --> 00:03:53.000]  我對於香港現在的社會氣氛
[00:03:53.000 --> 00:03:55.000]  那種人與人之間的不安
[00:03:55.000 --> 00:03:57.000]  那種衝突
[00:03:57.000 --> 00:04:00.000]  是令到我覺得不舒服的
[00:04:00.000 --> 00:04:02.000]  所以很多時候我都在想
[00:04:02.000 --> 00:04:05.000]  究竟我可以怎麼自處呢
[00:04:05.000 --> 00:04:08.000]  我又怎麼可以和我所愛護的弟兄姊妹
[00:04:08.000 --> 00:04:10.000]  一起去掙扎
[00:04:10.000 --> 00:04:12.000]  一起去成長呢
[00:04:12.000 --> 00:04:15.000]  看見這本書的時候我就想起
[00:04:15.000 --> 00:04:18.000]  其實香港現在遇到的困難
[00:04:18.000 --> 00:04:20.000]  香港有的衝突
[00:04:20.000 --> 00:04:22.000]  可能有的不安
[00:04:22.000 --> 00:04:24.000]  其實只是我不覺意
[00:04:24.000 --> 00:04:27.000]  其實在世界不同的地區裡面
[00:04:27.000 --> 00:04:30.000]  其實都遇見這樣的艱難
[00:04:30.000 --> 00:04:32.000]  例如這位Buchmann
[00:04:32.000 --> 00:04:34.000]  這位牧師
[00:04:34.000 --> 00:04:36.000]  他就很努力地
[00:04:36.000 --> 00:04:40.000]  憑著他多年以來在聖經裡面的學習
[00:04:40.000 --> 00:04:43.000]  在晚年的日子已經退休
[00:04:43.000 --> 00:04:47.000]  人家看起來都應該可以龍算遺落的時候
[00:04:47.000 --> 00:04:51.000]  他依然去整理他的信仰經驗
[00:04:51.000 --> 00:04:53.000]  是為天國
[00:04:53.000 --> 00:04:55.000]  為了他自己盡一分力
[00:04:55.000 --> 00:04:58.000]  去和別人去分享
[00:04:58.000 --> 00:05:00.000]  我又不知道弟兄姊妹
[00:05:00.000 --> 00:05:02.000]  當你面對著這些衝突
[00:05:02.000 --> 00:05:04.000]  遇到不安的時候
[00:05:04.000 --> 00:05:06.000]  其實你是怎麼面對的
[00:05:06.000 --> 00:05:10.000]  如果我們整理我們一直以來在看的文數記的話
[00:05:10.000 --> 00:05:13.000]  上個星期我們就看到20張
[00:05:13.000 --> 00:05:16.000]  李色清傳道同我們看見
[00:05:16.000 --> 00:05:18.000]  摩西和亞倫
[00:05:18.000 --> 00:05:20.000]  遇到一件很嚴重的事
[00:05:20.000 --> 00:05:23.000]  還記不記得他們發生什麼事
[00:05:23.000 --> 00:05:27.000]  他們擊打盤石的緣故
[00:05:27.000 --> 00:05:29.000]  被罰紅牌出場
[00:05:29.000 --> 00:05:32.000]  當然世界盃還要等多一個月
[00:05:32.000 --> 00:05:35.000]  所以大家還沒有很投入的樣子
[00:05:35.000 --> 00:05:37.000]  但是我已經很期待
[00:05:37.000 --> 00:05:41.000]  先講正經的
[00:05:41.000 --> 00:05:46.000]  摩西的確和亞倫在20張裡面
[00:05:46.000 --> 00:05:48.000]  遇到一個很大的問題
[00:05:48.000 --> 00:05:51.000]  就是他不尊耶和華為聖的緣故
[00:05:51.000 --> 00:05:55.000]  所以摩西都被懲罰
[00:05:55.000 --> 00:05:58.000]  不能夠進入迦南
[00:05:58.000 --> 00:06:01.000]  而如果我們繼續看經文的發展的話
[00:06:01.000 --> 00:06:04.000]  我們就會看到在20張結束的時候
[00:06:04.000 --> 00:06:08.000]  亞倫在荷爾山那裡
[00:06:08.000 --> 00:06:11.000]  把他的祭司袍脫下來
[00:06:11.000 --> 00:06:16.000]  因為他知道他要死在荷爾山
[00:06:16.000 --> 00:06:21.000]  以色列百姓就為亞倫舉哀
[00:06:21.000 --> 00:06:23.000]  30天
[00:06:23.000 --> 00:06:26.000]  你可以感受到在20張的部分的時候
[00:06:26.000 --> 00:06:29.000]  以色列人的心情是怎麼樣
[00:06:29.000 --> 00:06:33.000]  他們看見他們最偉大最可信的領袖
[00:06:33.000 --> 00:06:36.000]  都不尊耶和華為聖的緣故
[00:06:36.000 --> 00:06:39.000]  被罰不能夠進入迦南
[00:06:39.000 --> 00:06:42.000]  他們所愛護的大祭司亞倫
[00:06:42.000 --> 00:06:44.000]  就死了在荷爾山
[00:06:44.000 --> 00:06:46.000]  你可以想想他們一直以來
[00:06:46.000 --> 00:06:50.000]  都是跟隨著這位領袖離開埃及的
[00:06:50.000 --> 00:06:52.000]  現在去到這個關口的時候
[00:06:52.000 --> 00:06:54.000]  他竟然告訴我們
[00:06:54.000 --> 00:06:58.000]  他不能夠帶領我們進入埃及了
[00:06:58.000 --> 00:07:00.000]  亞倫還死在荷爾山
[00:07:00.000 --> 00:07:03.000]  你可以想像到這群百姓的內心
[00:07:03.000 --> 00:07:07.000]  是多麼沉重和迷失
[00:07:07.000 --> 00:07:08.000]  但是
[00:07:08.000 --> 00:07:09.000]  我可以告訴大家
[00:07:09.000 --> 00:07:12.000]  當我們進入21章的時候
[00:07:12.000 --> 00:07:16.000]  一個截然不同的氣氛就出現了
[00:07:16.000 --> 00:07:18.000]  我們一起進入
[00:07:18.000 --> 00:07:21.000]  21章的頭三節經文
[00:07:21.000 --> 00:07:22.000]  聖經是這樣說的
[00:07:22.000 --> 00:07:30.000]  主南地的迦南人阿拉德王聽說以色列人從阿他臨路來
[00:07:30.000 --> 00:07:32.000]  就和以色列人爭戰
[00:07:32.000 --> 00:07:33.000]  擄了他們幾個人
[00:07:33.000 --> 00:07:36.000]  以色列人向耶和華發怨說
[00:07:36.000 --> 00:07:39.000]  你若將這盟交付我手
[00:07:39.000 --> 00:07:43.000]  我就把他們的城邑進行毀滅
[00:07:43.000 --> 00:07:46.000]  耶和華應恨了以色列人
[00:07:46.000 --> 00:07:48.000]  把迦南人交付他們
[00:07:48.000 --> 00:07:53.000]  他們就把迦南人和迦南人的城邑進行毀滅
[00:07:53.000 --> 00:07:56.000]  那地方的名叫荷爾瑪
[00:07:56.000 --> 00:07:58.000]  你可能心裏會這樣想
[00:07:58.000 --> 00:08:00.000]  你又說很不同的
[00:08:00.000 --> 00:08:01.000]  更遠
[00:08:01.000 --> 00:08:02.000]  怎麼會
[00:08:02.000 --> 00:08:03.000]  現在我一看到
[00:08:03.000 --> 00:08:05.000]  以色列人又被人打
[00:08:05.000 --> 00:08:07.000]  還擄走了他們幾個人
[00:08:07.000 --> 00:08:08.000]  有什麼改變
[00:08:08.000 --> 00:08:10.000]  一樣死氣沉沉
[00:08:10.000 --> 00:08:13.000]  我們冷靜一點
[00:08:13.000 --> 00:08:15.000]  我們看一看地圖
[00:08:15.000 --> 00:08:18.000]  了解一下宏觀的一個處境
[00:08:18.000 --> 00:08:22.000]  這是一個比較了陷式去看一大片
[00:08:22.000 --> 00:08:24.000]  以色列的土地
[00:08:24.000 --> 00:08:26.000]  其實二十一章
[00:08:26.000 --> 00:08:29.000]  我都鼓勵大家可以回到家裏
[00:08:29.000 --> 00:08:31.000]  慢慢再仔細一點去看
[00:08:31.000 --> 00:08:34.000]  其實裏面有很多地名
[00:08:34.000 --> 00:08:37.000]  當然準備這段經文的時候
[00:08:37.000 --> 00:08:40.000]  我都嘗試盡量去找那些地名
[00:08:40.000 --> 00:08:43.000]  究竟是在以色列哪一個地方
[00:08:43.000 --> 00:08:46.000]  你見到幅員都相當之大
[00:08:46.000 --> 00:08:51.000]  講起不代表百姓一定去過那些地方
[00:08:51.000 --> 00:08:53.000]  但是在頭三節
[00:08:53.000 --> 00:08:55.000]  剛才我讀那段經文
[00:08:55.000 --> 00:08:58.000]  包括阿拉德和荷爾瑪
[00:08:58.000 --> 00:09:01.000]  今天你可能去聖地的話
[00:09:01.000 --> 00:09:03.000]  導遊會找到給你的
[00:09:03.000 --> 00:09:05.000]  他會帶你去看遺跡
[00:09:05.000 --> 00:09:07.000]  還有一些手信賣的
[00:09:07.000 --> 00:09:09.000]  不過一般的
[00:09:09.000 --> 00:09:11.000]  有質數的歷史學家
[00:09:11.000 --> 00:09:13.000]  考古學家就告訴我們
[00:09:13.000 --> 00:09:16.000]  阿拉德和荷爾瑪其實是找不到的
[00:09:16.000 --> 00:09:18.000]  是不清楚究竟在哪裏
[00:09:18.000 --> 00:09:21.000]  不過你有旅遊的真樂趣的話
[00:09:21.000 --> 00:09:23.000]  應該是會帶到你去的
[00:09:23.000 --> 00:09:27.000]  但是如果我們跳回到二十章那裏
[00:09:27.000 --> 00:09:30.000]  去看回這段歷史的話
[00:09:30.000 --> 00:09:32.000]  看回這段聖經的敘述的話
[00:09:32.000 --> 00:09:35.000]  其實背景都是很簡單
[00:09:35.000 --> 00:09:36.000]  他就告訴我們
[00:09:36.000 --> 00:09:40.000]  當以色列人埋葬了亞倫之後
[00:09:40.000 --> 00:09:43.000]  他們就要從荷爾山出發
[00:09:43.000 --> 00:09:45.000]  是要進入迦南的地方
[00:09:45.000 --> 00:09:47.000]  不過他們遇到一個問題
[00:09:47.000 --> 00:09:50.000]  就是本來他們想穿過以東
[00:09:50.000 --> 00:09:53.000]  去進入更北面的迦南地方
[00:09:53.000 --> 00:09:56.000]  不過可惜以東人不准許他們
[00:09:56.000 --> 00:09:58.000]  去穿越他們的景土
[00:09:58.000 --> 00:10:00.000]  所以無奈之下
[00:10:00.000 --> 00:10:02.000]  他們就要由荷爾山
[00:10:02.000 --> 00:10:05.000]  轉行到死海以西的地方
[00:10:05.000 --> 00:10:07.000]  去進入迦南
[00:10:07.000 --> 00:10:11.000]  而第一節到第三節聖經裏面
[00:10:11.000 --> 00:10:13.000]  就講到阿拉德的王
[00:10:13.000 --> 00:10:17.000]  就出來要攻擊以色列人
[00:10:17.000 --> 00:10:19.000]  就在荷爾馬這個地方
[00:10:19.000 --> 00:10:22.000]  他們有一個決戰的時候
[00:10:22.000 --> 00:10:24.000]  如果我們看這段經文
[00:10:24.000 --> 00:10:26.000]  你就會發現
[00:10:26.000 --> 00:10:28.000]  我了解了這些背景
[00:10:28.000 --> 00:10:30.000]  麻煩你了
[00:10:30.000 --> 00:10:32.000]  但是有些細節
[00:10:32.000 --> 00:10:37.000]  是令我們覺得這段經文是非常特別的
[00:10:37.000 --> 00:10:39.000]  大家都可能有印象
[00:10:39.000 --> 00:10:41.000]  當我們提及到以色列人
[00:10:41.000 --> 00:10:44.000]  這個稱呼的時候
[00:10:44.000 --> 00:10:46.000]  其實在文數記裏面
[00:10:46.000 --> 00:10:49.000]  其實他們都頗為長頭草
[00:10:49.000 --> 00:10:53.000]  即是那一期他跟著好的領袖
[00:10:53.000 --> 00:10:55.000]  他們就會做好事
[00:10:55.000 --> 00:10:59.000]  如果跟著那一排的領袖是不好的話
[00:10:59.000 --> 00:11:01.000]  他們就做錯事了
[00:11:01.000 --> 00:11:03.000]  例如跟了可拉
[00:11:03.000 --> 00:11:06.000]  這樣就很震怒
[00:11:06.000 --> 00:11:08.000]  地都裂開了
[00:11:08.000 --> 00:11:10.000]  這樣百姓就死了
[00:11:10.000 --> 00:11:15.000]  如果他們跟著摩西做事
[00:11:15.000 --> 00:11:17.000]  馴服的話
[00:11:17.000 --> 00:11:19.000]  他們又會坑通
[00:11:19.000 --> 00:11:22.000]  但是進入了二十一章的時候
[00:11:22.000 --> 00:11:26.000]  有一個很新的局面出現
[00:11:26.000 --> 00:11:28.000]  就是竟然以色列人
[00:11:28.000 --> 00:11:33.000]  一個這麼模糊的稱呼
[00:11:33.000 --> 00:11:38.000]  這班百姓竟然主動面對困難的時候
[00:11:38.000 --> 00:11:42.000]  他們向耶和華面前發怨
[00:11:42.000 --> 00:11:44.000]  聽清楚
[00:11:44.000 --> 00:11:45.000]  不是發夢
[00:11:45.000 --> 00:11:47.000]  是發怨
[00:11:47.000 --> 00:11:49.000]  究竟發怨是什麼意思?
[00:11:49.000 --> 00:11:51.000]  為什麼你這麼緊張?
[00:11:51.000 --> 00:11:54.000]  原來發怨這個字眼
[00:11:54.000 --> 00:11:56.000]  在文數記裏面
[00:11:56.000 --> 00:11:58.000]  其實是很普通的
[00:11:58.000 --> 00:12:01.000]  普通是說什麼呢?
[00:12:01.000 --> 00:12:03.000]  原來大部分出現的時候
[00:12:03.000 --> 00:12:06.000]  其實就是摩西教他們
[00:12:06.000 --> 00:12:09.000]  那些百姓要獻祭
[00:12:09.000 --> 00:12:11.000]  要在神面前禱告
[00:12:11.000 --> 00:12:14.000]  要向神面前立志
[00:12:14.000 --> 00:12:16.000]  在獻祭的時候
[00:12:16.000 --> 00:12:18.000]  向神許願的時候
[00:12:18.000 --> 00:12:21.000]  就會用這個字眼
[00:12:21.000 --> 00:12:24.000]  不過有些解經家會跟我們想
[00:12:24.000 --> 00:12:26.000]  現在他們打輸了
[00:12:26.000 --> 00:12:28.000]  在文宗裏面有人被拐
[00:12:28.000 --> 00:12:30.000]  被擄走了
[00:12:30.000 --> 00:12:32.000]  難道還要獻祭嗎?
[00:12:32.000 --> 00:12:35.000]  他們就從一個角度再去思考
[00:12:35.000 --> 00:12:37.000]  原來在文數記裏面
[00:12:37.000 --> 00:12:40.000]  有一個獨特的形容去表達發怨
[00:12:40.000 --> 00:12:43.000]  第六章的二節這樣說
[00:12:43.000 --> 00:12:45.000]  「你曉遇以色列人說
[00:12:45.000 --> 00:12:48.000]  無論男女許了特別的願
[00:12:48.000 --> 00:12:54.000]  就是那世以人的願要離族歸耶和華」
[00:12:54.000 --> 00:12:57.000]  在這裏表達了
[00:12:57.000 --> 00:13:01.000]  原來以色列人可以對自己的生命
[00:13:01.000 --> 00:13:03.000]  有一個更高的要求
[00:13:03.000 --> 00:13:06.000]  是可以分別為性的
[00:13:06.000 --> 00:13:10.000]  那世以人的要求比做大祭司更高
[00:13:10.000 --> 00:13:13.000]  解經家有理由相信
[00:13:13.000 --> 00:13:14.000]  告訴我們
[00:13:14.000 --> 00:13:16.000]  當時的以色列人
[00:13:16.000 --> 00:13:19.000]  遇到這樣的壓力的時候
[00:13:19.000 --> 00:13:23.000]  他們很正面地去面對困難
[00:13:23.000 --> 00:13:27.000]  他們在捉緊上帝曾經給他們的應許
[00:13:27.000 --> 00:13:30.000]  就是這個迦南美地是屬乎神的
[00:13:30.000 --> 00:13:32.000]  是祂願意的時候
[00:13:32.000 --> 00:13:35.000]  交付在以色列的手裏的時候
[00:13:35.000 --> 00:13:38.000]  以色列人就可以去供取
[00:13:38.000 --> 00:13:42.000]  所以他們就去到這個神的面前裏面
[00:13:42.000 --> 00:13:44.000]  發這個願
[00:13:44.000 --> 00:13:46.000]  希望神藉著這次機會
[00:13:46.000 --> 00:13:50.000]  可以把這個土地交付給他們
[00:13:50.000 --> 00:13:54.000]  甚或可以營救他們的鄉親
[00:13:54.000 --> 00:13:56.000]  就是因為這樣的緣故
[00:13:56.000 --> 00:13:57.000]  經文告訴我們
[00:13:57.000 --> 00:14:00.000]  他們得償第一次的勝利
[00:14:00.000 --> 00:14:02.000]  在頭三次的聖經裏面
[00:14:02.000 --> 00:14:05.000]  展示了一個新的局面
[00:14:05.000 --> 00:14:08.000]  過去領袖的失敗
[00:14:08.000 --> 00:14:12.000]  過去領袖有很多不同的問題出現
[00:14:12.000 --> 00:14:15.000]  在這個新的時代裏面
[00:14:15.000 --> 00:14:17.000]  以色列人嘗試
[00:14:17.000 --> 00:14:20.000]  藉著自己對聖經裏面的了解
[00:14:20.000 --> 00:14:23.000]  對上帝心意的掌握的緣故
[00:14:23.000 --> 00:14:25.000]  他們見到問題
[00:14:25.000 --> 00:14:26.000]  他們沒有逃避
[00:14:26.000 --> 00:14:29.000]  他們就去到神的面前裏面
[00:14:29.000 --> 00:14:30.000]  可以發願
[00:14:30.000 --> 00:14:33.000]  去靠著神的話語的力量
[00:14:33.000 --> 00:14:38.000]  他們去供取這個迦南的土地
[00:14:38.000 --> 00:14:41.000]  所以文素記的確
[00:14:41.000 --> 00:14:42.000]  一開始的時候
[00:14:42.000 --> 00:14:44.000]  第二十日象展示了一個
[00:14:44.000 --> 00:14:47.000]  很不同的圖畫
[00:14:47.000 --> 00:14:50.000]  不過我們要冷靜一點
[00:14:50.000 --> 00:14:51.000]  百姓的心
[00:14:51.000 --> 00:14:52.000]  領袖的心
[00:14:52.000 --> 00:14:55.000]  其實都是靠不住的
[00:14:55.000 --> 00:14:58.000]  然後第四節到第九節
[00:14:58.000 --> 00:15:00.000]  就出現一個這樣的敘述
[00:15:00.000 --> 00:15:03.000]  他說以色列人離開荷爾山
[00:15:03.000 --> 00:15:06.000]  朝通往紅海的路走
[00:15:06.000 --> 00:15:09.000]  為的是要繞過以東的地區
[00:15:09.000 --> 00:15:12.000]  在路上人民就不耐煩起來
[00:15:12.000 --> 00:15:15.000]  然後他們攻擊上帝
[00:15:15.000 --> 00:15:16.000]  和摩西說
[00:15:16.000 --> 00:15:19.000]  為什麼把我們領出埃及
[00:15:19.000 --> 00:15:21.000]  要我們死在這沒有食物
[00:15:21.000 --> 00:15:23.000]  沒有水的曠野
[00:15:23.000 --> 00:15:25.000]  我們再也淹不下
[00:15:25.000 --> 00:15:28.000]  這難吃的東西了
[00:15:28.000 --> 00:15:31.000]  這是現代中文修訂譯本的翻譯
[00:15:31.000 --> 00:15:33.000]  你可以看見
[00:15:33.000 --> 00:15:37.000]  為什麼他們又這樣呢
[00:15:37.000 --> 00:15:40.000]  又是這樣向上帝
[00:15:40.000 --> 00:15:43.000]  和向摩西發怨言呢
[00:15:43.000 --> 00:15:46.000]  或者我們需要客觀一點
[00:15:46.000 --> 00:15:49.000]  理性一點去了解一下
[00:15:49.000 --> 00:15:53.000]  第四節到第九節的鋪排
[00:15:53.000 --> 00:15:55.000]  有解經家告訴我們
[00:15:55.000 --> 00:15:59.000]  其實這個第四節的開頭
[00:15:59.000 --> 00:16:03.000]  是更接近二十章結束的部分
[00:16:03.000 --> 00:16:05.000]  第二十章結束的部分
[00:16:05.000 --> 00:16:07.000]  是描述以色列人
[00:16:07.000 --> 00:16:11.000]  在荷爾山埋葬了摩西
[00:16:11.000 --> 00:16:14.000]  所以第四節開始緊接著
[00:16:14.000 --> 00:16:17.000]  說以色列人要在荷爾山出發
[00:16:17.000 --> 00:16:21.000]  似乎是合得更加好的
[00:16:21.000 --> 00:16:24.000]  不過解經家有一個這樣的描述
[00:16:24.000 --> 00:16:26.000]  也許是聖經的作者
[00:16:26.000 --> 00:16:29.000]  想平排兩件事件
[00:16:29.000 --> 00:16:31.000]  換句話說
[00:16:31.000 --> 00:16:34.000]  以色列人因為在荷爾山
[00:16:34.000 --> 00:16:37.000]  不能穿過以東直接上迦南
[00:16:37.000 --> 00:16:39.000]  要繞一繞路的緣故
[00:16:39.000 --> 00:16:44.000]  在這條路上有兩件獨立的事件
[00:16:44.000 --> 00:16:47.000]  他們很難分到究竟是哪件事先
[00:16:47.000 --> 00:16:49.000]  或者哪件事後
[00:16:49.000 --> 00:16:52.000]  可能對作者來說也不是那麼重要
[00:16:52.000 --> 00:16:54.000]  不過這兩件事
[00:16:54.000 --> 00:16:56.000]  抗野的舉蛇
[00:16:56.000 --> 00:17:01.000]  這群以色列人攻擊上帝和摩西的這件事
[00:17:01.000 --> 00:17:05.000]  和剛才我們所說的和阿拉德王決戰的那件事
[00:17:05.000 --> 00:17:09.000]  都是發生在這段路程當中
[00:17:09.000 --> 00:17:12.000]  所以他們是兩個平排的敘述
[00:17:12.000 --> 00:17:15.000]  沒有先後的次序所言
[00:17:15.000 --> 00:17:18.000]  不過當我們進入第四節的時候
[00:17:18.000 --> 00:17:20.000]  我們又看到
[00:17:20.000 --> 00:17:24.000]  以色列百姓又走回一條過往的舊路
[00:17:24.000 --> 00:17:27.000]  唱一首以往他們的歌
[00:17:27.000 --> 00:17:30.000]  就是一首埋怨之歌
[00:17:30.000 --> 00:17:35.000]  想起以前的生活是多麼好
[00:17:35.000 --> 00:17:37.000]  我們看一看
[00:17:37.000 --> 00:17:38.000]  經文裏面
[00:17:38.000 --> 00:17:40.000]  我剛才讀出來的時候
[00:17:40.000 --> 00:17:43.000]  就說到現代中文修訂譯本
[00:17:43.000 --> 00:17:46.000]  形容他們不耐煩
[00:17:46.000 --> 00:17:48.000]  以色列人走這條路的時候
[00:17:48.000 --> 00:17:50.000]  心裏面不耐煩
[00:17:50.000 --> 00:17:55.000]  其實《無合本聖經》就形容他們是煩躁
[00:17:55.000 --> 00:17:57.000]  形容他們煩躁
[00:17:57.000 --> 00:18:00.000]  到了第四節的時候
[00:18:00.000 --> 00:18:01.000]  第五節的時候
[00:18:01.000 --> 00:18:07.000]  就形容他們怨毒耶和華和摩西
[00:18:07.000 --> 00:18:12.000]  現在中文修訂譯本就形容他們攻擊上帝
[00:18:12.000 --> 00:18:14.000]  可能你心裏都會明白
[00:18:14.000 --> 00:18:17.000]  以色列人怎樣攻擊上帝呢
[00:18:17.000 --> 00:18:18.000]  神是一個靈來的
[00:18:18.000 --> 00:18:20.000]  怎樣攻擊呢
[00:18:20.000 --> 00:18:22.000]  其實這些種種的翻譯
[00:18:22.000 --> 00:18:24.000]  都是翻譯得很精彩的
[00:18:24.000 --> 00:18:26.000]  但是原文的意思
[00:18:26.000 --> 00:18:28.000]  可能更有趣
[00:18:28.000 --> 00:18:30.000]  我們試試去看一看
[00:18:30.000 --> 00:18:34.000]  其實「攻擊」這個字眼
[00:18:34.000 --> 00:18:38.000]  在《文素記》裏面出現了很多次
[00:18:38.000 --> 00:18:41.000]  但其實大部份出現的時期
[00:18:41.000 --> 00:18:43.000]  就是翻譯成這個字
[00:18:43.000 --> 00:18:44.000]  是甚麼呢
[00:18:44.000 --> 00:18:46.000]  「曉遇」
[00:18:46.000 --> 00:18:47.000]  你試試讀這段經文
[00:18:47.000 --> 00:18:49.000]  如果翻譯成「曉遇」的話
[00:18:49.000 --> 00:18:51.000]  你會覺得是否很有趣呢
[00:18:51.000 --> 00:18:54.000]  以色列人是怎樣呢
[00:18:54.000 --> 00:18:58.000]  「就曉遇神和摩西說」
[00:18:58.000 --> 00:19:00.000]  是否很不正常呢
[00:19:00.000 --> 00:19:02.000]  反而你這麼不正常地讀
[00:19:02.000 --> 00:19:03.000]  可能你會明白
[00:19:03.000 --> 00:19:06.000]  神為甚麼會這麼憤怒
[00:19:06.000 --> 00:19:09.000]  大家猜不猜得到呢
[00:19:09.000 --> 00:19:12.000]  本來這個字眼
[00:19:12.000 --> 00:19:15.000]  就是神用來命令
[00:19:15.000 --> 00:19:17.000]  祂所做的百姓
[00:19:17.000 --> 00:19:20.000]  要跟從祂的旨意怎樣去做
[00:19:20.000 --> 00:19:23.000]  的一種屬乎祂的修辭
[00:19:23.000 --> 00:19:26.000]  但是當上帝的子民
[00:19:26.000 --> 00:19:29.000]  去到一個煩躁的心理狀態
