
[00:00:00.000 --> 00:00:03.920]  今天我們分享的題目是「給世界的希望」
[00:02:06.000 --> 00:02:08.480]  戰爭又未停止
[00:02:08.480 --> 00:02:13.160]  但是國與國之間又爆發貿易戰
[00:02:13.160 --> 00:02:14.360]  當我們去看這些的時候
[00:02:14.360 --> 00:02:16.160]  我們可能都會問一個問題
[00:02:16.160 --> 00:02:19.560]  究竟希望在哪裡呢
[00:02:19.560 --> 00:02:21.600]  當我們今天去看路加福音
[00:02:21.600 --> 00:02:24.280]  一章一至二十五節的時候
[00:02:24.280 --> 00:02:25.240]  我們一起去看看
[00:02:25.240 --> 00:02:28.960]  究竟好像沒有希望的環境裡面
[00:02:28.960 --> 00:02:32.680]  究竟我們的希望又是什麼
[00:02:32.680 --> 00:02:34.040]  我們進入路加福音的時候
[00:02:34.040 --> 00:02:36.360]  不如介紹一下路加
[00:02:36.360 --> 00:02:40.120]  路加是一個希臘的基督徒
[00:02:40.120 --> 00:02:41.960]  他是一位醫生
[00:02:41.960 --> 00:02:43.800]  他這個醫生的身份
[00:02:43.800 --> 00:02:48.200]  對於我們去明白路加福音是一個很重要的位置
[00:02:48.200 --> 00:02:49.440]  他在《新約》裡面
[00:02:49.440 --> 00:02:52.640]  他是唯一一位非猶太人的作者
[00:02:52.640 --> 00:02:56.800]  他曾經跟隨過保羅一起的侍奉
[00:02:56.800 --> 00:02:58.640]  除了寫路加福音
[00:02:58.640 --> 00:03:01.240]  也寫了《仕途行傳》
[00:03:01.240 --> 00:03:04.440]  而路加福音其中一個很重要的主題
[00:03:04.440 --> 00:03:09.680]  就是他很想很準確地去記述耶穌的一生
[00:03:09.680 --> 00:03:12.920]  很準確地去記錄耶穌的一生
[00:03:12.920 --> 00:03:16.800]  是要我們去明白耶穌是救主
[00:03:16.800 --> 00:03:18.560]  他是一個完全的人
[00:03:18.560 --> 00:03:20.880]  同樣是完全的神
[00:03:20.880 --> 00:03:25.200]  神的兒子進入到人類的歷史
[00:03:25.200 --> 00:03:28.400]  成為了我們生命的榜樣
[00:03:28.400 --> 00:03:30.000]  耶穌來到這個世界
[00:03:30.000 --> 00:03:32.360]  是要完成神給他的使命
[00:03:32.360 --> 00:03:36.440]  為我們的罪去作完全的犧牲
[00:03:36.440 --> 00:03:40.320]  叫我們的生命能夠得救
[00:03:40.320 --> 00:03:43.360]  所以其中一個很重要的經文在路加福音
[00:03:43.360 --> 00:03:44.360]  我們一起讀好不好
[00:03:44.360 --> 00:03:46.280]  十九章九字十字
[00:03:46.280 --> 00:03:47.440]  耶穌說
[00:03:47.440 --> 00:03:50.240]  今天救恩到了這家
[00:03:50.240 --> 00:03:54.080]  因為他也是阿伯拉罕的子孫
[00:03:54.080 --> 00:03:59.120]  人子來為要尋找拯救失喪的人
[00:03:59.120 --> 00:04:05.320]  耶穌來是要尋找和拯救失喪的人
[00:04:05.320 --> 00:04:08.960]  當我們看路加福音的起頭的時候
[00:04:08.960 --> 00:04:11.360]  其實路加都講了為什麼
[00:04:11.360 --> 00:04:14.600]  他要將這個福音寫下來
[00:04:14.600 --> 00:04:18.000]  我們首先一起讀一章的一至四節
[00:04:18.000 --> 00:04:19.080]  我們一起讀
[00:04:19.080 --> 00:04:20.720]  一二三
[00:04:20.720 --> 00:04:23.120]  提亞非羅大人
[00:04:23.120 --> 00:04:26.200]  有好些人提不作書
[00:04:26.200 --> 00:04:30.280]  述說在我們中間所成就的事
[00:04:30.280 --> 00:04:32.240]  是照傳道的人
[00:04:32.240 --> 00:04:35.040]  從起初親眼看見
[00:04:35.040 --> 00:04:37.240]  又傳給我們的
[00:04:37.240 --> 00:04:42.200]  這些事我既從起頭都詳細考察了
[00:04:42.200 --> 00:04:46.080]  就定要按著次序寫給你
[00:04:46.080 --> 00:04:50.920]  使你所學之道都是確實的
[00:04:50.920 --> 00:04:57.120]  一開始的時候路加說這封信是寫給提亞非羅大人
[00:04:57.120 --> 00:04:58.920]  事件學者就問了
[00:04:58.920 --> 00:05:03.080]  提亞非羅大人是不是真的有這個人呢
[00:05:03.080 --> 00:05:07.200]  提亞非羅直譯的意思是愛神的人
[00:05:07.200 --> 00:05:11.840]  所以有聖經學者認為這是象徵式的名字
[00:05:11.840 --> 00:05:14.800]  是寫給所有愛神的人
[00:05:14.800 --> 00:05:18.480]  但同樣有聖經學者認為真是有這個人
[00:05:18.480 --> 00:05:20.120]  並且這個人是坐在高位
[00:05:20.120 --> 00:05:21.800]  因為他是一個大人
[00:05:21.800 --> 00:05:24.560]  其實兩件事並沒有衝突
[00:05:24.560 --> 00:05:29.760]  因為路加可以寫福音書給當時信了主
[00:05:29.760 --> 00:05:31.800]  並且在高位的人
[00:05:31.800 --> 00:05:35.040]  但我們相信路加同時希望這個福音書
[00:05:35.040 --> 00:05:37.320]  是寫給其他愛神的人
[00:05:37.320 --> 00:05:40.120]  特別是外邦信主的人
[00:05:40.120 --> 00:05:43.400]  以及散居了各處的人
[00:05:43.400 --> 00:05:45.320]  而路加在這裏就告訴我們
[00:05:45.320 --> 00:05:48.160]  為何他要將福音書寫下
[00:05:48.160 --> 00:05:50.840]  我們知道其實初期教會
[00:05:50.840 --> 00:05:54.120]  他們是藉著使徒親眼
[00:05:54.120 --> 00:05:56.920]  亦都親身跟耶穌的經歷
[00:05:56.920 --> 00:05:59.840]  然後用一個口傳的傳統
[00:05:59.840 --> 00:06:02.800]  藉著其他人這樣傳開去的
[00:06:02.800 --> 00:06:06.120]  但是隨著教會的增長
[00:06:06.120 --> 00:06:09.520]  亦都隨著當初有些見證人的離世
[00:06:09.520 --> 00:06:13.080]  是需要將這個福音寫下來
[00:06:13.080 --> 00:06:14.880]  而路加所傳遞
[00:06:14.880 --> 00:06:20.840]  他說就是神已經在神的群體當中成就了的事
[00:06:20.840 --> 00:06:22.960]  是已經發生了的事
[00:06:22.960 --> 00:06:24.760]  是成就了的事
[00:06:24.760 --> 00:06:28.720]  而這些事是從那些起初親眼看見
[00:06:28.720 --> 00:06:31.200]  即是說由十二個門徒開始
[00:06:31.200 --> 00:06:33.440]  他們親眼和耶穌一起
[00:06:33.440 --> 00:06:35.520]  經歷和耶穌一起的時間
[00:06:35.520 --> 00:06:37.360]  親眼看見
[00:06:37.360 --> 00:06:40.560]  然後又傳給我們的
[00:06:40.560 --> 00:06:44.160]  所以其實在這裏路加說得很清楚
[00:06:44.160 --> 00:06:46.240]  這個我傳給你的
[00:06:46.240 --> 00:06:48.720]  是一個真實的福音
[00:06:48.720 --> 00:06:50.680]  這個福音不是傳說
[00:06:50.680 --> 00:06:52.480]  亦都不是人的說話
[00:06:52.480 --> 00:06:55.320]  是因為有人親眼看見
[00:06:55.320 --> 00:06:58.160]  有人親身經歷
[00:06:58.160 --> 00:07:02.560]  然後從傳道的人傳承下來給我們
[00:07:02.560 --> 00:07:05.320]  而去到第三節路加更加說
[00:07:05.320 --> 00:07:06.960]  這些所有的事
[00:07:06.960 --> 00:07:08.720]  我已經從起頭
[00:07:08.720 --> 00:07:11.080]  即是從一開始發生的事
[00:07:11.080 --> 00:07:13.840]  都已經詳細考察
[00:07:13.840 --> 00:07:15.600]  我們知道路加是一位醫生
[00:07:15.600 --> 00:07:17.520]  醫生是很講準確性的
[00:07:17.520 --> 00:07:20.840]  所以他說詳細考察過的事
[00:07:20.840 --> 00:07:24.080]  是真的詳細考察過
[00:07:24.080 --> 00:07:26.120]  是事實查過的
[00:07:26.120 --> 00:07:28.280]  很多時候我們現在講的事
[00:07:28.280 --> 00:07:29.720]  都需要事實查過
[00:07:29.720 --> 00:07:33.960]  昨晚我們有少年們女七的聚會
[00:07:33.960 --> 00:07:35.600]  有一個少年就問
[00:07:35.600 --> 00:07:38.920]  他說其實黑豆漿
[00:07:38.920 --> 00:07:41.360]  是否真的用黑豆做的
[00:07:41.360 --> 00:07:42.520]  其實我真的不知道
[00:07:42.520 --> 00:07:45.240]  不過我就跟著開玩笑地亂說
[00:07:45.240 --> 00:07:46.760]  黑豆漿?
[00:07:46.760 --> 00:07:50.760]  黑豆漿不是用黑糖做的豆漿嗎?
[00:07:50.760 --> 00:07:51.880]  於是他看著我
[00:07:51.880 --> 00:07:56.800]  是不是?黑豆漿是否真的用黑糖做的豆漿?
[00:07:56.800 --> 00:07:57.760]  我說我真是開玩笑
[00:07:57.760 --> 00:07:58.320]  你不要相信我
[00:07:58.320 --> 00:07:59.480]  你快點事實查一下
[00:07:59.480 --> 00:08:00.920]  是不是?
[00:08:00.920 --> 00:08:03.920]  後來有人事實查過
[00:08:03.920 --> 00:08:10.040]  原來黑豆漿是用黑豆加黃豆做的豆漿
[00:08:10.040 --> 00:08:11.280]  事實查過的
[00:08:11.280 --> 00:08:15.760]  其實我也不知道少年在網上的事實查得對不對
[00:08:15.760 --> 00:08:20.240]  但剛才我們的詩琴Karina真的跟我說
[00:08:20.240 --> 00:08:22.240]  她說我做過黑豆漿
[00:08:22.240 --> 00:08:24.120]  是需要黑豆加黃豆的
[00:08:24.120 --> 00:08:25.240]  為什麼呢?
[00:08:25.240 --> 00:08:30.800]  因為黃豆是辟去黑豆的腥味的
[00:08:30.800 --> 00:08:31.920]  剛才我講了一堂課之後
[00:08:31.920 --> 00:08:33.320]  我又明白多了
[00:08:33.320 --> 00:08:36.240]  但這件事是她親身見過
[00:08:36.240 --> 00:08:37.920]  親身做過
[00:08:37.920 --> 00:08:39.080]  而告訴我的
[00:08:39.080 --> 00:08:40.040]  可不可信?
[00:08:40.040 --> 00:08:41.200]  可信
[00:08:41.200 --> 00:08:42.680]  所以老家就說
[00:08:42.680 --> 00:08:44.480]  我今天跟你說的話
[00:08:44.480 --> 00:08:46.720]  是有人親眼見過
[00:08:46.720 --> 00:08:48.560]  親眼經歷過
[00:08:48.560 --> 00:08:50.200]  然後傳承下來
[00:08:50.200 --> 00:08:53.800]  再加上我作為醫生的事實查
[00:08:53.800 --> 00:08:55.200]  而告訴你
[00:08:55.200 --> 00:08:59.800]  讓你知道這件事是傳言真實
[00:08:59.800 --> 00:09:03.000]  接著就按著次序寫給你
[00:09:03.000 --> 00:09:06.320]  這個次序不是很嚴謹的時序
[00:09:06.320 --> 00:09:08.320]  第一天九點鐘發生什麼事
[00:09:08.320 --> 00:09:10.000]  第二天一點鐘發生什麼事
[00:09:10.000 --> 00:09:13.880]  而是按著一個我們能夠明白的次序
[00:09:13.880 --> 00:09:16.320]  就像教科書一樣都有次序
[00:09:16.320 --> 00:09:20.640]  教科書的次序是讓我們能夠明白教科書裡面的知識
[00:09:20.640 --> 00:09:23.920]  而在這裡老家就是按著次序
[00:09:23.920 --> 00:09:27.360]  讓我們真正明白耶穌是誰
[00:09:27.360 --> 00:09:29.040]  而第四節就是
[00:09:29.040 --> 00:09:31.680]  使你知道所學的道
[00:09:31.680 --> 00:09:33.800]  都是確實的
[00:09:33.800 --> 00:09:36.160]  所以我們知道老家在這裡
[00:09:36.160 --> 00:09:39.040]  他已經詳細考察過所有東西
[00:09:39.040 --> 00:09:42.720]  將別人見過的經歷過的真理告訴我們
[00:09:42.720 --> 00:09:48.040]  讓我們知道今天我們所學的道是真實的
[00:09:48.040 --> 00:09:50.320]  而今天我們說今天的題目
[00:09:50.320 --> 00:09:52.640]  是給世界的希望
[00:09:52.640 --> 00:09:56.040]  在這個我們覺得有時候很沒希望的世界裡面
[00:09:56.040 --> 00:09:59.440]  究竟我們的希望在哪裡呢
[00:09:59.440 --> 00:10:01.960]  讓我們一起用今天餘下的聖經
[00:10:01.960 --> 00:10:05.400]  我們一起去看三個功課
[00:10:05.400 --> 00:10:08.640]  今天第一個功課是在混亂裡面
[00:10:08.640 --> 00:10:12.040]  我們要謹守真理的教導
[00:10:12.040 --> 00:10:13.720]  我們一起由第五節讀
[00:10:13.720 --> 00:10:15.120]  第七節我們一起讀
[00:10:15.120 --> 00:10:16.360]  一二三
[00:10:16.360 --> 00:10:19.480]  當猶太王希律的時候
[00:10:19.480 --> 00:10:22.720]  阿比亞班女有一個祭司
[00:10:22.720 --> 00:10:24.880]  名叫薩加利亞
[00:10:24.880 --> 00:10:27.760]  他妻子是阿倫的後人
[00:10:27.760 --> 00:10:29.800]  名叫伊利沙伯
[00:10:29.800 --> 00:10:33.480]  他們二人在神面前都是二人
[00:10:33.480 --> 00:10:36.600]  進行主的一切誡命禮儀
[00:10:36.600 --> 00:10:38.600]  沒有可指責的
[00:10:38.600 --> 00:10:40.720]  只是沒有孩子
[00:10:40.720 --> 00:10:43.520]  因為伊利沙伯不生育
[00:10:43.520 --> 00:10:46.400]  兩個人又年紀老了
[00:10:46.400 --> 00:10:50.240]  這裡首先告訴我們當時的時代背景
[00:10:50.240 --> 00:10:52.160]  當時的時代背景是怎樣呢
[00:10:52.160 --> 00:10:55.800]  就是希律王掌權的時候
[00:10:55.800 --> 00:10:59.080]  這個希律王是由公元前四十年
[00:10:59.080 --> 00:11:02.680]  到公元前四年做猶太王的
[00:11:02.680 --> 00:11:05.720]  他有一個外號叫做大希律
[00:11:05.720 --> 00:11:07.560]  他本身其實是一個以東人
[00:11:07.560 --> 00:11:08.720]  他不是真正的猶太人
[00:11:08.720 --> 00:11:10.440]  以東是在猶太的旁邊
[00:11:10.440 --> 00:11:11.920]  他本來是一個以東人
[00:11:11.920 --> 00:11:15.200]  但他宣稱自己相信猶太教
[00:11:15.200 --> 00:11:18.080]  他雖然不是叫做希律王
[00:11:18.080 --> 00:11:21.880]  其實他真正的權力是來自羅馬帝國的
[00:11:21.880 --> 00:11:24.800]  因為當時羅馬帝國統治了那裡的地區
[00:11:24.800 --> 00:11:29.880]  而他是由羅馬帝國那裡得到他的權力
[00:11:29.880 --> 00:11:32.920]  表面上他這個管治是成功的
[00:11:32.920 --> 00:11:35.040]  因為在他的任內
[00:11:35.040 --> 00:11:37.960]  他建築了很多很宏偉的建築物
[00:11:37.960 --> 00:11:42.880]  甚至他重建了耶路撒冷的聖殿
[00:11:42.880 --> 00:11:47.000]  但另一方面他又會建很多異教的廟
[00:11:47.000 --> 00:11:49.120]  他不單止重建了聖殿
[00:11:49.120 --> 00:11:51.680]  他又會去建很多異教的廟
[00:11:51.680 --> 00:11:55.800]  以及舉行很多異教的宗教活動
[00:11:55.800 --> 00:11:59.480]  而在管治裡面其實充滿了血腥
[00:11:59.480 --> 00:12:00.480]  為什麼呢
[00:12:00.480 --> 00:12:02.600]  因為每一個反對他的人
[00:12:02.600 --> 00:12:06.440]  他都用殘暴的方法對待和處死
[00:12:06.440 --> 00:12:09.400]  所以當時在戴希律的時代
[00:12:09.400 --> 00:12:12.760]  是一個黑暗和混亂的時代
[00:12:12.760 --> 00:12:15.360]  而在晚年的時候更加恐怖
[00:12:15.360 --> 00:12:18.200]  因為他開始不相信自己家裡的人
[00:12:18.200 --> 00:12:20.840]  所以當他不相信自己家裡的人的時候
[00:12:20.840 --> 00:12:27.240]  他會殘暴地對待和處死自己的家人
[00:12:27.240 --> 00:12:29.560]  所以在一個這麼黑暗
[00:12:29.560 --> 00:12:32.000]  這麼混亂的世代
[00:12:32.000 --> 00:12:33.520]  但這段事已經告訴我們
[00:12:33.520 --> 00:12:35.760]  出現了兩個的角色
[00:12:35.760 --> 00:12:39.080]  就是撒加利亞和伊利沙伯
[00:12:39.080 --> 00:12:42.960]  這裡告訴我們撒加利亞是一個祭司
[00:12:42.960 --> 00:12:46.280]  而他的妻子伊利沙伯是亞倫的後人
[00:12:46.280 --> 00:12:48.400]  就是祭司的後代
[00:12:48.400 --> 00:12:49.440]  所以已經告訴我們
[00:12:49.440 --> 00:12:52.200]  在這個很混亂很黑暗的世代
[00:12:52.200 --> 00:12:55.720]  他們兩個在神面前卻是異人
[00:12:55.720 --> 00:12:59.800]  遵行主的一切誡命禮儀
[00:12:59.800 --> 00:13:01.440]  沒有可指責的
[00:13:01.440 --> 00:13:04.400]  這裡不是說他們的生命完全沒有罪
[00:13:04.400 --> 00:13:07.920]  但相比一個很黑暗很混亂的世代
[00:13:07.920 --> 00:13:09.280]  他們的生命
[00:13:09.280 --> 00:13:11.840]  他們謹守主真理的生命
[00:13:11.840 --> 00:13:14.880]  成為了一個很大的對比
[00:13:14.880 --> 00:13:17.680]  在這個黑暗混亂的世代
[00:13:17.680 --> 00:13:22.680]  他們堅持他們的生命是分別為聖
[00:13:22.680 --> 00:13:27.320]  並且願意去遵行神的一切誡命
[00:13:27.320 --> 00:13:30.240]  只是在他們生命裡面有一個遺憾
[00:13:30.240 --> 00:13:32.120]  就是他們兩個都老了
[00:13:32.120 --> 00:13:34.160]  但是沒有小朋友
[00:13:34.160 --> 00:13:38.080]  因為伊利沙伯不生育
[00:13:38.080 --> 00:13:41.400]  當我們今天面對黑暗和混亂的情況
[00:13:41.400 --> 00:13:42.440]  我們問我們自己
[00:13:42.440 --> 00:13:45.520]  我們有沒有繼續去謹守
[00:13:45.520 --> 00:13:48.600]  遵行真理的教導
[00:13:48.600 --> 00:13:49.880]  大家認識我的人
[00:13:49.880 --> 00:13:52.960]  知道其中一套我很喜歡看的電影
[00:13:52.960 --> 00:13:57.240]  是講有關邱吉爾的《黑暗對視》
[00:13:57.240 --> 00:13:59.080]  不知道有沒有人看過他的電影
[00:13:59.080 --> 00:14:03.200]  最近他上了賣TV Super
[00:14:03.200 --> 00:14:07.000]  雖然我回家除了買TV Super看《愛回家》之外
[00:14:07.000 --> 00:14:09.920]  我有時候也會看這部電影
[00:14:09.920 --> 00:14:13.920]  這部電影是講當時二次世界大戰
[00:14:13.920 --> 00:14:16.720]  在1940年的年中
[00:14:16.720 --> 00:14:20.680]  當時德國已經差不多掃了整個歐洲
[00:14:20.680 --> 00:14:24.120]  而當時有三十萬的英軍
[00:14:24.120 --> 00:14:26.440]  差不多是他們所有的兵力
[00:14:26.440 --> 00:14:31.040]  被困在法國鄧扣克的一個沙灘
[00:14:31.040 --> 00:14:33.120]  當時大家都不知道怎麼辦
[00:14:33.120 --> 00:14:35.240]  有很多人說沒得打了
[00:14:35.240 --> 00:14:37.480]  這場仗我們輸定了
[00:14:37.480 --> 00:14:39.600]  我們不如投降吧
[00:14:39.600 --> 00:14:41.960]  不要再堅持下去了
[00:14:41.960 --> 00:14:46.320]  但當時英國的首相邱吉爾他拒絕投降
[00:14:46.320 --> 00:14:47.160]  他在電影裡面說
[00:14:47.160 --> 00:14:48.680]  如果我們今天投降
[00:14:48.680 --> 00:14:53.200]  我們就成為了希特拉這個惡魔的傀儡了
[00:14:53.200 --> 00:14:55.120]  他力排眾議
[00:14:55.120 --> 00:14:57.520]  他堅持抗戰
[00:14:57.520 --> 00:15:00.280]  他說我們的目標是勝利
[00:15:00.280 --> 00:15:04.520]  於是他徵用了超過800艘民用的船隻
[00:15:04.520 --> 00:15:09.120]  組成了船隊去到法國這個海灘
[00:15:09.120 --> 00:15:14.720]  去救回差不多所有三十萬的士兵回英國
[00:15:14.720 --> 00:15:18.840]  而這部電影也被人拍成了另一個電影
[00:15:18.840 --> 00:15:21.600]  叫做《鄧扣克大行動》
[00:15:21.600 --> 00:15:24.520]  不過這部電影還沒到TV Super
[00:15:24.520 --> 00:15:27.600]  所以暫時還沒看完
[00:15:27.600 --> 00:15:33.200]  邱吉爾在大家都覺得只可以投降的情況裡面
[00:15:33.200 --> 00:15:35.920]  他堅持抗戰
[00:15:35.920 --> 00:15:37.800]  今天問我們自己
[00:15:37.800 --> 00:15:40.600]  在很黑暗和混亂的世代
[00:15:40.600 --> 00:15:44.640]  我們有沒有堅持去活出真理的教導
[00:15:44.640 --> 00:15:45.760]  說實話
[00:15:45.760 --> 00:15:49.120]  我們在歷史書裡面有歷史的倒後鏡
[00:15:49.120 --> 00:15:51.520]  我們知道邱吉爾當他堅持的時候
[00:15:51.520 --> 00:15:53.280]  他得到最後的勝利
[00:15:53.280 --> 00:15:54.880]  但如果你問當時的人
[00:15:54.880 --> 00:15:58.280]  究竟堅持下去是不是真的有勝利呢
[00:15:58.280 --> 00:16:00.080]  我相信他回答不了你
[00:16:00.080 --> 00:16:04.280]  但今天如果你問堅持聖經的真理有沒有勝利
[00:16:04.280 --> 00:16:05.640]  你怎麼回答
[00:16:05.640 --> 00:16:06.720]  有 是不是
[00:16:06.720 --> 00:16:07.640]  怎麼回答
[00:16:07.640 --> 00:16:08.880]  有
[00:16:08.880 --> 00:16:14.680]  我們勝利的確據比邱吉爾清楚很多倍
[00:16:14.680 --> 00:16:17.680]  因為我們知道聖經很清楚地告訴我們
[00:16:17.680 --> 00:16:20.280]  我們堅持聖經的教導
[00:16:20.280 --> 00:16:23.520]  我們的生命必然得勝
[00:16:23.520 --> 00:16:25.000]  所以你跟旁邊的人說
[00:16:25.000 --> 00:16:30.320]  跟隨聖經你必然得勝
[00:16:30.320 --> 00:16:33.960]  大家好像不太相信
[00:16:33.960 --> 00:16:37.000]  我跟旁邊的人說你必然得勝
[00:16:37.000 --> 00:16:39.360]  因為我們靠著神
[00:16:39.360 --> 00:16:40.960]  我們靠著神
[00:16:40.960 --> 00:16:43.000]  我們必然得勝
[00:16:43.000 --> 00:16:46.440]  所以今天在黑暗和混亂的世代
[00:16:46.440 --> 00:16:50.440]  我們要堅持去活出真理的教導
[00:16:50.440 --> 00:16:52.880]  曾經有一個弟兄跟我聊天
[00:16:52.880 --> 00:16:54.120]  他很灰心
[00:16:54.120 --> 00:16:54.880]  他問我
[00:16:54.880 --> 00:16:58.920]  Eugene 現在這個世界變成這樣
[00:16:58.920 --> 00:17:01.840]  那我們可以怎麼辦
[00:17:01.840 --> 00:17:04.880]  究竟神在哪裏
[00:17:04.880 --> 00:17:06.000]  我這樣回答他
[00:17:06.000 --> 00:17:08.040]  我說如果我們現在看聖經
[00:17:08.040 --> 00:17:10.480]  其實我們現在所見到的東西
[00:17:10.480 --> 00:17:13.080]  很多聖經一早預言了
[00:17:13.080 --> 00:17:17.440]  聖經一早已經說了將來會有很多地震
[00:17:17.440 --> 00:17:21.640]  聖經也說了將來國與國會有很多的打仗
[00:17:21.640 --> 00:17:25.680]  但最重要是我們相信聖經是真的
[00:17:25.680 --> 00:17:28.880]  今天我們要靠著聖經的真理
[00:17:28.880 --> 00:17:32.000]  去回應我們現今的世代
[00:17:32.000 --> 00:17:33.640]  所以很重要
[00:17:33.640 --> 00:17:37.240]  在這個我們覺得黑暗和混亂的世代
[00:17:37.240 --> 00:17:40.760]  我們要更加抓緊聖經的真理
[00:17:40.760 --> 00:17:43.600]  現在發生的事聖經已經說了
[00:17:43.600 --> 00:17:47.480]  但我們今天我們的生命是怎樣回應呢
[00:17:47.480 --> 00:17:49.280]  至於神在哪裏
[00:17:49.280 --> 00:17:52.360]  我們一起去看我們今天第二點的分享
[00:17:52.360 --> 00:17:54.400]  在黑暗的裏面
[00:17:54.400 --> 00:17:58.520]  我們領受生命真正的希望
[00:17:58.520 --> 00:18:01.760]  我們一起由第八節讀到第十七節
[00:18:01.760 --> 00:18:02.760]  我們一起讀
[00:18:02.760 --> 00:18:04.120]  一二三
[00:18:04.120 --> 00:18:07.600]  撒加利亞按班次在神面前
[00:18:07.600 --> 00:18:09.640]  供祭司的積分
[00:18:09.640 --> 00:18:12.400]  照祭司的規矩祭簽
[00:18:12.400 --> 00:18:14.760]  得盡主殿燒香
[00:18:14.760 --> 00:18:18.920]  燒香的時候眾百姓在外面禱告
[00:18:18.920 --> 00:18:22.760]  有主的士者站在香壇的右邊
[00:18:22.760 --> 00:18:24.360]  向祂顯現
[00:18:24.360 --> 00:18:28.200]  撒加利亞看見就驚慌害怕
[00:18:28.200 --> 00:18:29.760]  天使對祂說
[00:18:29.760 --> 00:18:32.240]  撒加利亞不要害怕
[00:18:32.240 --> 00:18:35.760]  因為你的祈禱已經被聽見了
[00:18:35.760 --> 00:18:40.800]  你的妻子伊利沙伯要給你生一個兒子
[00:18:40.800 --> 00:18:44.040]  你要給祂起名叫約翰
[00:18:44.040 --> 00:18:46.200]  你必歡喜快樂
[00:18:46.200 --> 00:18:48.280]  許多人因祂出世
[00:18:48.280 --> 00:18:49.840]  也必喜樂
[00:18:49.840 --> 00:18:52.960]  祂在主面前將要偉大
[00:18:52.960 --> 00:18:55.560]  淡酒濃酒都不渴
[00:18:55.560 --> 00:18:59.480]  從無福裡就被聖靈充滿了
[00:18:59.480 --> 00:19:03.040]  祂要使許多以色列人迴轉
[00:19:03.040 --> 00:19:05.520]  歸於主他們的神
[00:19:05.520 --> 00:19:08.880]  祂必有伊利亞的心智能力
[00:19:08.880 --> 00:19:11.040]  行在主的前面
[00:19:11.040 --> 00:19:14.120]  叫為父的心轉向兒女
[00:19:14.120 --> 00:19:17.840]  叫叛逆的人轉從異人的智慧
[00:19:17.840 --> 00:19:21.560]  又為主預備合融的百姓
[00:19:21.560 --> 00:19:25.320]  我們看這段聖經需要有一點背景
[00:19:25.320 --> 00:19:31.800]  當時原來祭司被分為24個班次
[00:19:31.800 --> 00:19:37.040]  而當時撒加利亞的亞比亞班次屬於第八班
[00:19:37.040 --> 00:19:40.640]  而當時的祭司會按著班次
[00:19:40.640 --> 00:19:45.440]  去到聖殿裡面做聖殿的積分
[00:19:45.440 --> 00:19:48.160]  在聖殿裡面有很多不同的積分
[00:19:48.160 --> 00:19:50.560]  有些要負責憲制
