
[00:00:00.000 --> 00:00:05.320]  聖經說福音本是神的大能
[00:03:03.340 --> 00:03:05.340]  進入第二次
[00:03:05.340 --> 00:03:07.340]  保羅這個宣導的行程裏面
[00:03:07.340 --> 00:03:09.340]  這個行程主要
[00:03:09.340 --> 00:03:11.340]  他們首先是回到
[00:03:11.340 --> 00:03:13.340]  第一次他們建立的教會
[00:03:13.340 --> 00:03:15.340]  如果大家還記得
[00:03:15.340 --> 00:03:17.340]  以哥廉
[00:03:17.340 --> 00:03:19.340]  路斯德
[00:03:19.340 --> 00:03:21.340]  保羅差點被人用石頭打死
[00:03:21.340 --> 00:03:23.340]  以為他死了拖回去
[00:03:23.340 --> 00:03:25.340]  還有
[00:03:25.340 --> 00:03:27.340]  比西帝的安提我
[00:03:27.340 --> 00:03:29.340]  這個就是第一次宣教行程
[00:03:29.340 --> 00:03:31.340]  保羅著重的幾個地方
[00:03:31.340 --> 00:03:33.340]  建立的幾個教會
[00:03:33.340 --> 00:03:35.340]  所以他說我們不如回到
[00:03:35.340 --> 00:03:37.340]  上一次這些
[00:03:37.340 --> 00:03:39.340]  我們宣傳主導的各個城
[00:03:39.340 --> 00:03:41.340]  看望弟兄們
[00:03:41.340 --> 00:03:43.340]  以致兼顧教會
[00:03:43.340 --> 00:03:45.340]  兼顧弟兄
[00:03:45.340 --> 00:03:47.340]  所以他們就開始策劃
[00:03:47.340 --> 00:03:49.340]  第二次的宣教行程
[00:03:49.340 --> 00:03:51.340]  不過這裏有一點插曲
[00:03:51.340 --> 00:03:53.340]  就是保羅和巴拿巴
[00:03:53.340 --> 00:03:55.340]  因為揀選同工
[00:03:55.340 --> 00:03:57.340]  這件事上面有一些不同意見
[00:03:57.340 --> 00:03:59.340]  因為巴拿巴
[00:03:59.340 --> 00:04:01.340]  很希望帶回第一次
[00:04:01.340 --> 00:04:03.340]  不過去了一陣子就走了
[00:04:03.340 --> 00:04:05.340]  那個誰知道嗎
[00:04:05.340 --> 00:04:07.340]  馬河
[00:04:07.340 --> 00:04:09.340]  稱為約翰的馬河
[00:04:09.340 --> 00:04:11.340]  上次開少差就走了
[00:04:11.340 --> 00:04:13.340]  保羅就說
[00:04:13.340 --> 00:04:15.340]  現在我們第二次去更加重要
[00:04:15.340 --> 00:04:17.340]  我們不要再找這個人了
[00:04:17.340 --> 00:04:19.340]  但是巴拿巴
[00:04:19.340 --> 00:04:21.340]  卻是很希望找回
[00:04:21.340 --> 00:04:23.340]  馬河
[00:04:23.340 --> 00:04:25.340]  當然這是他的表弟
[00:04:25.340 --> 00:04:27.340]  他也看見馬河在他的
[00:04:27.340 --> 00:04:29.340]  致奉和
[00:04:29.340 --> 00:04:31.340]  信仰的潛質上
[00:04:31.340 --> 00:04:33.340]  仍然是可造之材
[00:04:33.340 --> 00:04:35.340]  這個我們去年
[00:04:35.340 --> 00:04:37.340]  特別有一堂講馬河的
[00:04:37.340 --> 00:04:39.340]  就解釋過
[00:04:39.340 --> 00:04:41.340]  但是保羅當時來說
[00:04:41.340 --> 00:04:43.340]  他不同意
[00:04:43.340 --> 00:04:45.340]  所以他和巴拿巴
[00:04:45.340 --> 00:04:47.340]  在這方面分道揚鑣
[00:04:47.340 --> 00:04:49.340]  結果保羅就揀選了
[00:04:49.340 --> 00:04:51.340]  從耶路撒冷教會
[00:04:51.340 --> 00:04:53.340]  派來的一個領袖
[00:04:53.340 --> 00:04:55.340]  他的名字叫做西拉
[00:04:55.340 --> 00:04:57.340]  所以保羅和西拉一對
[00:04:57.340 --> 00:04:59.340]  然後
[00:04:59.340 --> 00:05:01.340]  馬河
[00:05:01.340 --> 00:05:03.340]  就跟著巴拿巴
[00:05:03.340 --> 00:05:05.340]  馬河和巴拿巴
[00:05:05.340 --> 00:05:07.340]  另一個方向
[00:05:07.340 --> 00:05:09.340]  當然這個後來保羅
[00:05:09.340 --> 00:05:11.340]  是有點後悔的
[00:05:11.340 --> 00:05:13.340]  經過了
[00:05:13.340 --> 00:05:15.340]  過程之後
[00:05:15.340 --> 00:05:17.340]  保羅再次發現其實馬河
[00:05:17.340 --> 00:05:19.340]  的確是一個可造之材
[00:05:19.340 --> 00:05:21.340]  而巴拿巴
[00:05:21.340 --> 00:05:23.340]  是有他的眼光
[00:05:23.340 --> 00:05:25.340]  無論如何那次都有神的美意
[00:05:25.340 --> 00:05:27.340]  因為他們分開了
[00:05:27.340 --> 00:05:29.340]  結果保羅就更加
[00:05:29.340 --> 00:05:31.340]  是可以
[00:05:31.340 --> 00:05:33.340]  在外邦人的境界裏
[00:05:33.340 --> 00:05:35.340]  成為外邦人的仕途
[00:05:35.340 --> 00:05:37.340]  一個很大的實現
[00:05:37.340 --> 00:05:39.340]  當然我們看到
[00:05:39.340 --> 00:05:41.340]  巴拿巴
[00:05:41.340 --> 00:05:43.340]  就帶著馬河
[00:05:43.340 --> 00:05:45.340]  去他原本的地方
[00:05:45.340 --> 00:05:47.340]  塞浦路斯
[00:05:47.340 --> 00:05:49.340]  因為巴拿巴是從那裏來的
[00:05:49.340 --> 00:05:51.340]  然後保羅就帶著西拉
[00:05:51.340 --> 00:05:53.340]  去大蘇
[00:05:53.340 --> 00:05:55.340]  保羅是從大蘇來的
[00:05:55.340 --> 00:05:57.340]  所以這裏也有一點背景的原因
[00:05:57.340 --> 00:05:59.340]  無論如何我們看到
[00:05:59.340 --> 00:06:01.340]  這樣就開始了第十六章
[00:06:01.340 --> 00:06:03.340]  的經文
[00:06:03.340 --> 00:06:05.340]  在這裏看到神
[00:06:05.340 --> 00:06:07.340]  一路一路地在
[00:06:07.340 --> 00:06:09.340]  不同的城市當中進發
[00:06:09.340 --> 00:06:11.340]  福音一路從猶太人
[00:06:11.340 --> 00:06:13.340]  更加直接地傳到
[00:06:13.340 --> 00:06:15.340]  外邦甚至
[00:06:15.340 --> 00:06:17.340]  今天我們說的去到歐洲
[00:06:17.340 --> 00:06:19.340]  第一個教會的開始
[00:06:19.340 --> 00:06:21.340]  所以這裏我們看一看
[00:06:21.340 --> 00:06:23.340]  由頭六章
[00:06:23.340 --> 00:06:25.340]  的開始 第一第二節
[00:06:25.340 --> 00:06:27.340]  我們一齊讀讀這幾節
[00:06:27.340 --> 00:06:29.340]  一至三節
[00:06:29.340 --> 00:06:31.340]  這個經文好嗎
[00:06:31.340 --> 00:06:33.340]  請大家同聲一齊讀出
[00:06:33.340 --> 00:06:35.340]  由十六章開始
[00:06:35.340 --> 00:06:37.340]  請讀 保羅來到
[00:06:37.340 --> 00:06:39.340]  特庇又來
[00:06:39.340 --> 00:06:41.340]  路斯德
[00:06:41.340 --> 00:06:43.340]  在那裏有一個門徒
[00:06:43.340 --> 00:06:45.340]  名叫提摩泰
[00:06:45.340 --> 00:06:47.340]  是信主之
[00:06:47.340 --> 00:06:49.340]  猶太婦人的
[00:06:49.340 --> 00:06:51.340]  兒子 他父親
[00:06:51.340 --> 00:06:53.340]  卻是希臘人
[00:06:53.340 --> 00:06:55.340]  路斯德和爾戈
[00:06:55.340 --> 00:06:57.340]  的弟兄都稱讚他
[00:06:57.340 --> 00:06:59.340]  保羅要帶他
[00:06:59.340 --> 00:07:01.340]  同去只因
[00:07:01.340 --> 00:07:03.340]  那些地方的猶太人
[00:07:03.340 --> 00:07:05.340]  都知道他父親
[00:07:05.340 --> 00:07:07.340]  是希臘人
[00:07:07.340 --> 00:07:09.340]  就給他
[00:07:09.340 --> 00:07:11.340]  行了葛禮
[00:07:11.340 --> 00:07:13.340]  所以我們看見
[00:07:13.340 --> 00:07:15.340]  保羅和這個
[00:07:15.340 --> 00:07:17.340]  西拉去到第一個城市
[00:07:17.340 --> 00:07:19.340]  這個特庇
[00:07:19.340 --> 00:07:21.340]  或者英文翻譯特庇
[00:07:21.340 --> 00:07:23.340]  特庇這個地方又來到
[00:07:23.340 --> 00:07:25.340]  路斯德
[00:07:25.340 --> 00:07:27.340]  他就見到那裏有一個門徒
[00:07:27.340 --> 00:07:29.340]  這個就是我們很熟悉的一個人
[00:07:29.340 --> 00:07:31.340]  叫什麼名字 提摩泰
[00:07:31.340 --> 00:07:33.340]  所以提摩泰從這裏開始來
[00:07:33.340 --> 00:07:35.340]  就是保羅的屬靈的兒子
[00:07:35.340 --> 00:07:37.340]  真的從保羅帶他出來
[00:07:37.340 --> 00:07:39.340]  後來我們見到提摩泰
[00:07:39.340 --> 00:07:41.340]  就能夠獨當一面
[00:07:41.340 --> 00:07:43.340]  雖然提摩泰
[00:07:43.340 --> 00:07:45.340]  都有很艱難的時候
[00:07:45.340 --> 00:07:47.340]  但是保羅一直
[00:07:47.340 --> 00:07:49.340]  來扶持勸勉
[00:07:49.340 --> 00:07:51.340]  幫助他 用他自己的生命
[00:07:51.340 --> 00:07:53.340]  去見證 激勵他
[00:07:53.340 --> 00:07:55.340]  結果你看到提摩泰前書後書
[00:07:55.340 --> 00:07:57.340]  寫給提摩泰
[00:07:57.340 --> 00:07:59.340]  而當提摩泰後來
[00:07:59.340 --> 00:08:01.340]  就成為教會一個很重要的目者
[00:08:01.340 --> 00:08:03.340]  提摩泰在那時候出來
[00:08:03.340 --> 00:08:05.340]  我們見到他就是
[00:08:05.340 --> 00:08:07.340]  屬於
[00:08:07.340 --> 00:08:09.340]  這個路斯德的一個地方
[00:08:09.340 --> 00:08:11.340]  所以提摩泰出自路斯德
[00:08:11.340 --> 00:08:13.340]  說回路斯德
[00:08:13.340 --> 00:08:15.340]  我們知道上一次 第一次宣教行程
[00:08:15.340 --> 00:08:17.340]  就是去路斯德 二哥念你的地方
[00:08:17.340 --> 00:08:19.340]  所有這些地方的人
[00:08:19.340 --> 00:08:21.340]  都認為提摩泰
[00:08:21.340 --> 00:08:23.340]  是一個很出色的年輕人
[00:08:23.340 --> 00:08:25.340]  保羅沒有選錯人
[00:08:25.340 --> 00:08:27.340]  但是問題有一個背景
[00:08:27.340 --> 00:08:29.340]  就是他爸爸是希臘人
[00:08:29.340 --> 00:08:31.340]  換句話說 他媽媽就是
[00:08:31.340 --> 00:08:33.340]  猶太人 我們很熟悉的
[00:08:33.340 --> 00:08:35.340]  其實提摩泰的信仰
[00:08:35.340 --> 00:08:37.340]  傳承就比較
[00:08:37.340 --> 00:08:39.340]  從媽媽那邊來的
[00:08:39.340 --> 00:08:41.340]  如果大家讀提摩泰前書就知道
[00:08:41.340 --> 00:08:43.340]  他的媽媽和外祖母
[00:08:43.340 --> 00:08:45.340]  都是很好的基督徒
[00:08:45.340 --> 00:08:47.340]  在這裡我們見到
[00:08:47.340 --> 00:08:49.340]  他媽媽是希臘人 那怎麼辦呢
[00:08:49.340 --> 00:08:51.340]  保羅就幫他行割禮
[00:08:51.340 --> 00:08:53.340]  剛剛十五章才講完
[00:08:53.340 --> 00:08:55.340]  究竟信耶穌需不需要行割禮
[00:08:55.340 --> 00:08:57.340]  不需要
[00:08:57.340 --> 00:08:59.340]  他們寫了大封信
[00:08:59.340 --> 00:09:01.340]  說你遵守那幾樣東西就好了
[00:09:01.340 --> 00:09:03.340]  就沒有再提割禮
[00:09:03.340 --> 00:09:05.340]  為什麼保羅在這裡
[00:09:05.340 --> 00:09:07.340]  又要幫提摩泰行割禮呢
[00:09:07.340 --> 00:09:11.340]  入鄉村
[00:09:11.340 --> 00:09:13.340]  入鄉村
[00:09:13.340 --> 00:09:15.340]  我們知道那個爭拗
[00:09:15.340 --> 00:09:17.340]  就是因為猶太人認為要行割禮
[00:09:17.340 --> 00:09:19.340]  外邦人就知道
[00:09:19.340 --> 00:09:21.340]  信耶穌得救
[00:09:21.340 --> 00:09:23.340]  不需要行割禮
[00:09:23.340 --> 00:09:25.340]  那保羅贊成什麼呢 請問
[00:09:25.340 --> 00:09:27.340]  當然不贊成
[00:09:27.340 --> 00:09:29.340]  他一直以來的立場都是很清楚的
[00:09:29.340 --> 00:09:31.340]  後來寫了那封信
[00:09:31.340 --> 00:09:33.340]  更加非常非常地
[00:09:33.340 --> 00:09:35.340]  針對這方面來解答
[00:09:35.340 --> 00:09:37.340]  這個問題 那為什麼他做出來
[00:09:37.340 --> 00:09:39.340]  是不同的呢
[00:09:39.340 --> 00:09:41.340]  這裡很明顯就是因為保羅有一種苦心
[00:09:41.340 --> 00:09:43.340]  因為知道他要帶領
[00:09:43.340 --> 00:09:45.340]  提摩泰出去做宣教行程
[00:09:45.340 --> 00:09:47.340]  先去到很多猶太會堂
[00:09:47.340 --> 00:09:49.340]  接著再向外幫人傳福音
[00:09:49.340 --> 00:09:51.340]  提摩泰是一個很好的
[00:09:51.340 --> 00:09:53.340]  因為他又有猶太背景
[00:09:53.340 --> 00:09:55.340]  媽媽那邊 又有希臘人的背景
[00:09:55.340 --> 00:09:57.340]  爸爸那邊
[00:09:57.340 --> 00:09:59.340]  根本是很適合的
[00:09:59.340 --> 00:10:01.340]  不過先要處理猶太人的時候
[00:10:01.340 --> 00:10:03.340]  他就不希望因為這一點
[00:10:03.340 --> 00:10:05.340]  攔阻了
[00:10:05.340 --> 00:10:07.340]  他們宣教傳福音的行程
[00:10:07.340 --> 00:10:09.340]  所以保羅經常這樣說
[00:10:09.340 --> 00:10:11.340]  在猶太人當中
[00:10:11.340 --> 00:10:13.340]  我做什麼 我做猶太人
[00:10:13.340 --> 00:10:15.340]  在外幫人當中 我做外幫人
[00:10:15.340 --> 00:10:17.340]  為的事
[00:10:17.340 --> 00:10:19.340]  要多得人
[00:10:19.340 --> 00:10:21.340]  所以這裡我們看到
[00:10:21.340 --> 00:10:23.340]  保羅不因為他一些
[00:10:23.340 --> 00:10:25.340]  所謂道理的爭辯
[00:10:25.340 --> 00:10:27.340]  而攔阻了
[00:10:27.340 --> 00:10:29.340]  是人領受福音
[00:10:29.340 --> 00:10:31.340]  成為一種攔阻
[00:10:31.340 --> 00:10:33.340]  所以這是一種愛心的表現
[00:10:33.340 --> 00:10:35.340]  我們再說 如果大家記得上一次
[00:10:35.340 --> 00:10:37.340]  最終的結論
[00:10:37.340 --> 00:10:39.340]  這個猶太大會
[00:10:39.340 --> 00:10:41.340]  解決的方案
[00:10:41.340 --> 00:10:43.340]  一方面要合乎真理
[00:10:43.340 --> 00:10:45.340]  另一方面就是出於愛心
[00:10:45.340 --> 00:10:47.340]  所以他們就用愛心
[00:10:47.340 --> 00:10:49.340]  來遷就猶太人的良心
[00:10:49.340 --> 00:10:51.340]  知道他們有這麼重的
[00:10:51.340 --> 00:10:53.340]  摩西律法的背景
[00:10:53.340 --> 00:10:55.340]  所以他們就因為
[00:10:55.340 --> 00:10:57.340]  這一點不成為
[00:10:57.340 --> 00:10:59.340]  他們去開放接受福音的
[00:10:59.340 --> 00:11:01.340]  攔阻 所以他們就用
[00:11:01.340 --> 00:11:03.340]  愛心 甚至勝過
[00:11:03.340 --> 00:11:05.340]  這些律例
[00:11:05.340 --> 00:11:07.340]  或者規條的東西
[00:11:07.340 --> 00:11:09.340]  保羅很清楚的
[00:11:09.340 --> 00:11:11.340]  神學 保羅很明白真理
[00:11:11.340 --> 00:11:13.340]  但是他在運用的時候
[00:11:13.340 --> 00:11:15.340]  時常都考慮到
[00:11:15.340 --> 00:11:17.340]  愛心的這一種考慮
[00:11:17.340 --> 00:11:19.340]  所以我們看到這裡
[00:11:19.340 --> 00:11:21.340]  我們再一次看到
[00:11:21.340 --> 00:11:23.340]  保羅為了唐摩泰
[00:11:23.340 --> 00:11:25.340]  來行了國禮 方便日後
[00:11:25.340 --> 00:11:27.340]  更加他是一個領袖的團隊
[00:11:27.340 --> 00:11:29.340]  更加容易
[00:11:29.340 --> 00:11:31.340]  被人批評 所以更加
[00:11:31.340 --> 00:11:33.340]  在這方面他就不給任何
[00:11:33.340 --> 00:11:35.340]  的機會讓這些猶太人
[00:11:35.340 --> 00:11:37.340]  攻擊他們 我們繼續
[00:11:37.340 --> 00:11:39.340]  看下去第四節
[00:11:39.340 --> 00:11:41.340]  或者我們先看看這幅圖
[00:11:41.340 --> 00:11:43.340]  因為解釋這個地理環境
[00:11:43.340 --> 00:11:45.340]  我們看到第二次
[00:11:45.340 --> 00:11:47.340]  第二次的
[00:11:47.340 --> 00:11:49.340]  宣教行程都是在安提屋出發的
[00:11:49.340 --> 00:11:51.340]  他們上一次
[00:11:51.340 --> 00:11:53.340]  就在耶路撒冷回去了
[00:11:53.340 --> 00:11:55.340]  有些的
[00:11:55.340 --> 00:11:57.340]  領袖在這裡回去了
[00:11:57.340 --> 00:11:59.340]  在安提屋他們就開始
[00:11:59.340 --> 00:12:01.340]  第二次的宣教行程 首先去
[00:12:01.340 --> 00:12:03.340]  大蘇 大蘇就是保羅的故鄉
[00:12:03.340 --> 00:12:05.340]  然後他們就回到
[00:12:05.340 --> 00:12:07.340]  以前第一次宣教行程
[00:12:07.340 --> 00:12:09.340]  這幾個地方 包括了
[00:12:09.340 --> 00:12:11.340]  特庇 包括了
[00:12:11.340 --> 00:12:13.340]  路斯德 包括了什麼
[00:12:13.340 --> 00:12:15.340]  爾戈廉
[00:12:15.340 --> 00:12:17.340]  還有就是
[00:12:17.340 --> 00:12:19.340]  比西底安提屋
[00:12:19.340 --> 00:12:21.340]  這幾個大家應該不會陌生的
[00:12:21.340 --> 00:12:23.340]  因為我們第一次宣教行程的時候
[00:12:23.340 --> 00:12:25.340]  講過分開兩次
[00:12:25.340 --> 00:12:27.340]  講這兩個地方
[00:12:27.340 --> 00:12:29.340]  所以我們由這個開始
[00:12:29.340 --> 00:12:31.340]  他們接著就向上
[00:12:31.340 --> 00:12:33.340]  向北走
[00:12:33.340 --> 00:12:35.340]  這次我們看到
[00:12:35.340 --> 00:12:37.340]  比利秘書
[00:12:37.340 --> 00:12:39.340]  士堂園長第十六章
[00:12:39.340 --> 00:12:41.340]  就是講他們最終去到比利秘
[00:12:41.340 --> 00:12:43.340]  所以他們在這裡經過
[00:12:43.340 --> 00:12:45.340]  這個地方 在加拉泰
[00:12:45.340 --> 00:12:47.340]  比推尼一帶
[00:12:47.340 --> 00:12:49.340]  傳道 本來他們想過來
[00:12:49.340 --> 00:12:51.340]  亞細亞
[00:12:51.340 --> 00:12:53.340]  亞細亞就是小亞細亞的地方
[00:12:53.340 --> 00:12:55.340]  其實今天全部都是土耳其
[00:12:55.340 --> 00:12:57.340]  這個領域來的
[00:12:57.340 --> 00:12:59.340]  當時有分很多個省
[00:12:59.340 --> 00:13:01.340]  現在土耳其都有這個省
[00:13:01.340 --> 00:13:03.340]  然後加拉泰
[00:13:03.340 --> 00:13:05.340]  這個就是亞細亞
[00:13:05.340 --> 00:13:07.340]  比推尼 本都等等這些省份
[00:13:07.340 --> 00:13:09.340]  然後他們
[00:13:09.340 --> 00:13:11.340]  本來希望在這裡傳道
[00:13:11.340 --> 00:13:13.340]  但是結果我們一會讀經就知道了
[00:13:13.340 --> 00:13:15.340]  聖靈就帶領他們
[00:13:15.340 --> 00:13:17.340]  去了北上
[00:13:17.340 --> 00:13:19.340]  就過了亞洲的地方
[00:13:19.340 --> 00:13:21.340]  去到歐洲的地方
[00:13:21.340 --> 00:13:23.340]  所以我們今天
[00:13:23.340 --> 00:13:25.340]  一會我們再看看這裡
[00:13:25.340 --> 00:13:27.340]  我們先讀完這幾節聖經
[00:13:27.340 --> 00:13:29.340]  由第四節 第五節
[00:13:29.340 --> 00:13:31.340]  我們繼續讀完 請讀
[00:13:31.340 --> 00:13:33.340]  他們經過
[00:13:33.340 --> 00:13:35.340]  各城 把耶路撒冷
[00:13:35.340 --> 00:13:37.340]  試圖和長老
[00:13:37.340 --> 00:13:39.340]  所定的條規
[00:13:39.340 --> 00:13:41.340]  交給門徒
[00:13:41.340 --> 00:13:43.340]  遵守 於是
[00:13:43.340 --> 00:13:45.340]  總教會信心
[00:13:45.340 --> 00:13:47.340]  越發堅固 人數
[00:13:47.340 --> 00:13:49.340]  天天加增
[00:13:49.340 --> 00:13:51.340]  這個就是第二次宣教
[00:13:51.340 --> 00:13:53.340]  是一個很重要的目的
[00:13:53.340 --> 00:13:55.340]  回到第一次這些建立的
[00:13:55.340 --> 00:13:57.340]  教會 然後和他們
[00:13:57.340 --> 00:13:59.340]  解釋耶路撒冷
[00:13:59.340 --> 00:14:01.340]  這個母會
[00:14:01.340 --> 00:14:03.340]  他們希望我們外邦人
[00:14:03.340 --> 00:14:05.340]  和猶太人的教會
[00:14:05.340 --> 00:14:07.340]  怎樣遵守一些
[00:14:07.340 --> 00:14:09.340]  我們可以可行的東西
[00:14:09.340 --> 00:14:11.340]  來到一方面
[00:14:11.340 --> 00:14:13.340]  保存著那個真理
[00:14:13.340 --> 00:14:15.340]  福音的真理 一方面
[00:14:15.340 --> 00:14:17.340]  養愛心 遷就猶太人的良心
[00:14:17.340 --> 00:14:19.340]  所以他們就來到
[00:14:19.340 --> 00:14:21.340]  解釋這些規條之後
[00:14:21.340 --> 00:14:23.340]  結果真的有聖靈的同在
[00:14:23.340 --> 00:14:25.340]  我們看見耶路撒冷大會
[00:14:25.340 --> 00:14:27.340]  他說聖靈吩咐
[00:14:27.340 --> 00:14:29.340]  教導我們 結果我們看見
[00:14:29.340 --> 00:14:31.340]  聖靈的功夫真的在教會當中
[00:14:31.340 --> 00:14:33.340]  顯明出來 結果
[00:14:33.340 --> 00:14:35.340]  總教會信心越發堅固
[00:14:35.340 --> 00:14:37.340]  人數天天加增
[00:14:37.340 --> 00:14:39.340]  我們看見這就是
[00:14:39.340 --> 00:14:41.340]  聖靈行出來的
[00:14:41.340 --> 00:14:43.340]  一個美好的果效
[00:14:43.340 --> 00:14:45.340]  所以我們看見
[00:14:45.340 --> 00:14:47.340]  非常好心 使同主時常都有
[00:14:47.340 --> 00:14:49.340]  這些一小小的總結
[00:14:49.340 --> 00:14:51.340]  告訴我們
[00:14:51.340 --> 00:14:53.340]  神的福音的能力在那裡彰顯
[00:14:53.340 --> 00:14:55.340]  好 接著我們看一看
[00:14:55.340 --> 00:14:57.340]  第六節 就是剛才我們所說的
[00:14:57.340 --> 00:14:59.340]  請讀 聖靈既然
[00:14:59.340 --> 00:15:01.340]  禁止他們在
[00:15:01.340 --> 00:15:03.340]  亞細亞港道 他們就
[00:15:03.340 --> 00:15:05.340]  經過佛裡加
[00:15:05.340 --> 00:15:07.340]  加拉泰一帶地方
[00:15:07.340 --> 00:15:09.340]  到了美西亞
[00:15:09.340 --> 00:15:11.340]  的邊界 他們想要
[00:15:11.340 --> 00:15:13.340]  往彼推尼去
[00:15:13.340 --> 00:15:15.340]  耶穌的靈卻不去
[00:15:15.340 --> 00:15:17.340]  他們就越過
[00:15:17.340 --> 00:15:19.340]  美西亞 下到
[00:15:19.340 --> 00:15:21.340]  德羅亞去
[00:15:21.340 --> 00:15:23.340]  在夜間 有異象
