
[00:00:00.000 --> 00:00:04.000]  很高興在新的一年能夠跟大家一起分享講解神的話語
[00:01:58.000 --> 00:02:00.000]  當他們去到肥臘比
[00:02:00.000 --> 00:02:02.000]  《士堂傳》繼續介紹
[00:02:02.000 --> 00:02:05.000]  肥臘比是馬其頓省的頭一個城
[00:02:05.000 --> 00:02:08.000]  也是羅馬的駐防城
[00:02:08.000 --> 00:02:12.000]  歷史上肥臘比不是馬其頓省的首府
[00:02:12.000 --> 00:02:14.000]  首府是帖撒羅尼加
[00:02:14.000 --> 00:02:17.000]  去年我們還去研讀了書信
[00:02:17.000 --> 00:02:21.000]  當時肥臘比也是一個經濟上
[00:02:21.000 --> 00:02:23.000]  軍事上的重鎮
[00:02:23.000 --> 00:02:25.000]  保羅的宣教策略
[00:02:25.000 --> 00:02:27.000]  都是由大的城市那裏起手
[00:02:27.000 --> 00:02:30.000]  特別也會在城市裏面
[00:02:30.000 --> 00:02:33.000]  猶太人的會堂裏面傳道
[00:02:33.000 --> 00:02:35.000]  但是肥臘比城有些特別
[00:02:35.000 --> 00:02:37.000]  因為《士堂傳》記載
[00:02:37.000 --> 00:02:39.000]  保羅在安息日的時候
[00:02:39.000 --> 00:02:41.000]  是出了城
[00:02:41.000 --> 00:02:44.000]  去到河邊一個祈禱的地方
[00:02:44.000 --> 00:02:48.000]  換句話說肥臘比城還沒有足夠的猶太人
[00:02:48.000 --> 00:02:49.000]  去建立一個會堂
[00:02:49.000 --> 00:02:52.000]  但保羅卻找到一個祈禱的群體
[00:02:52.000 --> 00:02:56.000]  於是就向他們宣講耶穌基督的福音
[00:02:56.000 --> 00:02:59.000]  其中一位女商人叫做呂底亞
[00:02:59.000 --> 00:03:01.000]  和她一家信了主
[00:03:01.000 --> 00:03:03.000]  之後在肥臘比
[00:03:03.000 --> 00:03:05.000]  大家還記得保羅和西拉
[00:03:05.000 --> 00:03:08.000]  因為他們趕出了一位侍女身上的鬼
[00:03:08.000 --> 00:03:12.000]  於是被她的主人無告落監
[00:03:12.000 --> 00:03:14.000]  他們在獄中唱詩
[00:03:14.000 --> 00:03:18.000]  曹牧師幾個星期前已經和我們講解過了
[00:03:18.000 --> 00:03:20.000]  之後有神蹟家門全開
[00:03:20.000 --> 00:03:24.000]  於是保羅和西拉帶領禁卒的一家信主
[00:03:24.000 --> 00:03:29.000]  這兩個家庭就是肥臘比教會的開始
[00:03:29.000 --> 00:03:32.000]  當時大概是公元五十年左右
[00:03:32.000 --> 00:03:36.000]  五年之後保羅在《士堂傳》第20章也經過肥臘比
[00:03:36.000 --> 00:03:38.000]  相信也有探望當地教會
[00:03:38.000 --> 00:03:42.000]  之後保羅因為福音的緣故被囚
[00:03:42.000 --> 00:03:44.000]  寫監獄書信的時候
[00:03:44.000 --> 00:03:46.000]  大概是公元六十年左右
[00:03:46.000 --> 00:03:51.000]  於是肥臘比教會已經有了十年的歷史
[00:03:51.000 --> 00:03:53.000]  而我們在書信上的上款
[00:03:53.000 --> 00:03:56.000]  也看到寫給在基督耶穌裡面的眾聖徒
[00:03:56.000 --> 00:03:59.000]  和諸位監督和諸位執事
[00:03:59.000 --> 00:04:02.000]  這個也在保羅書信當中很獨特
[00:04:02.000 --> 00:04:04.000]  因為其他所有比教會的書信
[00:04:04.000 --> 00:04:08.000]  大致上的文案都是停在眾聖徒那裡
[00:04:08.000 --> 00:04:10.000]  在基督耶穌裡面有中心的眾聖徒
[00:04:10.000 --> 00:04:12.000]  主耶穌的聖徒等等之類
[00:04:12.000 --> 00:04:15.000]  但是在肥臘比書卻有提諸位監督
[00:04:15.000 --> 00:04:16.000]  諸位執事
[00:04:16.000 --> 00:04:19.000]  看來這間原本由兩個家庭
[00:04:19.000 --> 00:04:22.000]  就是女商人女底下和禁卒一家
[00:04:22.000 --> 00:04:25.000]  開始的教會到了十年之後
[00:04:25.000 --> 00:04:27.000]  已經頗有規模了
[00:04:27.000 --> 00:04:29.000]  有領袖的團隊
[00:04:29.000 --> 00:04:32.000]  在領導上、服事上有組織
[00:04:32.000 --> 00:04:35.000]  並且在宣教上多多支持保羅
[00:04:35.000 --> 00:04:38.000]  保羅也常常收到他的消息
[00:04:38.000 --> 00:04:41.000]  不如我們讀一次這次書信的開頭
[00:04:41.000 --> 00:04:46.000]  就是肥臘比書一章一至六節
[00:04:46.000 --> 00:04:47.000]  經文
[00:04:47.000 --> 00:04:48.000]  預備起
[00:04:48.000 --> 00:04:51.000]  耶穌基督的僕人保羅和提摩泰
[00:04:51.000 --> 00:04:54.000]  寫信給泛諸肥臘比
[00:04:54.000 --> 00:04:56.000]  在基督耶穌裡的眾聖徒
[00:04:56.000 --> 00:04:59.000]  和諸位監督、諸位執事
[00:04:59.000 --> 00:05:02.000]  願因為平安從神我們的父
[00:05:02.000 --> 00:05:06.000]  並主耶穌基督歸於你們
[00:05:06.000 --> 00:05:08.000]  我每逢想念你們
[00:05:08.000 --> 00:05:10.000]  就感謝我的神
[00:05:10.000 --> 00:05:13.000]  每逢為你們眾人祈求的時候
[00:05:13.000 --> 00:05:16.000]  常是歡歡喜喜地祈求
[00:05:16.000 --> 00:05:19.000]  因為從頭一天直到如今
[00:05:19.000 --> 00:05:23.000]  你們是同心合意地興旺福音
[00:05:23.000 --> 00:05:27.000]  我深信那在你們心裡動了善功的
[00:05:27.000 --> 00:05:29.000]  必成全者功
[00:05:29.000 --> 00:05:32.000]  直到耶穌基督的日子
[00:05:32.000 --> 00:05:34.000]  就讓我繼續講解之前
[00:05:34.000 --> 00:05:39.000]  我們一起祈禱求神開啟我們心竅
[00:05:39.000 --> 00:05:41.000]  愛我們的天父
[00:05:41.000 --> 00:05:42.000]  很感謝你
[00:05:42.000 --> 00:05:44.000]  你感動當日的仕途保羅、提摩泰
[00:05:44.000 --> 00:05:46.000]  他們寫這封書信
[00:05:46.000 --> 00:05:49.000]  去鼓勵肥臘比的教會
[00:05:49.000 --> 00:05:52.000]  同時也是鼓勵今天的我們
[00:05:52.000 --> 00:05:53.000]  天父啊
[00:05:53.000 --> 00:05:54.000]  求你的聖潔靈
[00:05:54.000 --> 00:05:56.000]  引領我們進入你的真理當中
[00:05:56.000 --> 00:05:59.000]  讓我們能夠明白書信當中的道理
[00:05:59.000 --> 00:06:02.000]  並且激勵我們去立志進行你的話
[00:06:02.000 --> 00:06:03.000]  我們祈禱
[00:06:03.000 --> 00:06:05.000]  奉我主耶穌基督的聖名
[00:06:05.000 --> 00:06:06.000]  祈求
[00:06:06.000 --> 00:06:07.000]  阿們
[00:06:07.000 --> 00:06:11.000]  在保羅這個祈禱那裡
[00:06:11.000 --> 00:06:12.000]  我們看到
[00:06:12.000 --> 00:06:16.000]  每逢想念你們就感謝我的神
[00:06:16.000 --> 00:06:20.000]  保羅在表達他時常關注肥臘比的教會
[00:06:20.000 --> 00:06:22.000]  一想起他們的時候
[00:06:22.000 --> 00:06:24.000]  就為他們感謝神
[00:06:24.000 --> 00:06:26.000]  不僅如此
[00:06:26.000 --> 00:06:27.000]  經文還提到
[00:06:27.000 --> 00:06:29.000]  每逢為你們眾人祈求的時候
[00:06:29.000 --> 00:06:32.000]  常常都是歡歡喜喜地去祈求
[00:06:32.000 --> 00:06:35.000]  更是滿心歡喜地去祈求
[00:06:35.000 --> 00:06:38.000]  想起我們平時自己祈禱
[00:06:38.000 --> 00:06:40.000]  我們會為自己
[00:06:40.000 --> 00:06:41.000]  為家人
[00:06:41.000 --> 00:06:42.000]  為朋友
[00:06:42.000 --> 00:06:44.000]  為上道的弟兄姊妹
[00:06:44.000 --> 00:06:47.000]  為他們所需要的事情去祈禱
[00:06:47.000 --> 00:06:49.000]  或者他們分享
[00:06:49.000 --> 00:06:50.000]  得夢神的保守
[00:06:50.000 --> 00:06:52.000]  各樣的事情來感恩
[00:06:52.000 --> 00:06:54.000]  我們多不多經歷到
[00:06:54.000 --> 00:06:57.000]  歡歡喜喜地祈求呢?
[00:06:57.000 --> 00:06:59.000]  可能要去到我們人生裡
[00:06:59.000 --> 00:07:01.000]  經歷一些很開心的事情
[00:07:01.000 --> 00:07:02.000]  例如可能你自己
[00:07:02.000 --> 00:07:03.000]  或者你兒女
[00:07:03.000 --> 00:07:04.000]  或者你孫子
[00:07:04.000 --> 00:07:05.000]  大學畢業了
[00:07:05.000 --> 00:07:06.000]  有這個學位了
[00:07:06.000 --> 00:07:07.000]  那就很高興
[00:07:07.000 --> 00:07:09.000]  很感謝神
[00:07:09.000 --> 00:07:11.000]  或者是在報道會裡
[00:07:11.000 --> 00:07:12.000]  祈禱很久了
[00:07:12.000 --> 00:07:13.000]  我的家人
[00:07:13.000 --> 00:07:14.000]  同事
[00:07:14.000 --> 00:07:15.000]  或者朋友
[00:07:15.000 --> 00:07:16.000]  信耶穌
[00:07:16.000 --> 00:07:17.000]  於是就很開心了
[00:07:17.000 --> 00:07:19.000]  平時因為為他祈禱
[00:07:19.000 --> 00:07:20.000]  可能已經很多年了
[00:07:20.000 --> 00:07:22.000]  但是這一年願意開啟心跳
[00:07:22.000 --> 00:07:23.000]  去信耶穌
[00:07:23.000 --> 00:07:25.000]  這個非常喜樂的事情
[00:07:25.000 --> 00:07:27.000]  我們很開心地感恩祈禱
[00:07:27.000 --> 00:07:29.000]  如果不是在這些特別的情況之下
[00:07:29.000 --> 00:07:31.000]  我們平時祈禱都很平靜的
[00:07:31.000 --> 00:07:33.000]  就是我們那份平安
[00:07:33.000 --> 00:07:34.000]  喜樂
[00:07:34.000 --> 00:07:36.000]  又很含蓄地祈禱
[00:07:36.000 --> 00:07:37.000]  但是看來保羅
[00:07:37.000 --> 00:07:40.000]  他為了菲律賓教會祈禱的時候
[00:07:40.000 --> 00:07:42.000]  非常高興快樂
[00:07:42.000 --> 00:07:45.000]  是什麼事情讓他這麼開心呢?
[00:07:45.000 --> 00:07:47.000]  原因就是第五節提到
[00:07:47.000 --> 00:07:51.000]  因為菲律賓教會是同心合意興旺福音
[00:07:51.000 --> 00:07:52.000]  愚民的意思
[00:07:52.000 --> 00:07:54.000]  就是指在福音的事情上
[00:07:54.000 --> 00:07:56.000]  他們一起拍檔
[00:07:56.000 --> 00:07:57.000]  在事公上
[00:07:57.000 --> 00:07:59.000]  和保羅等等的領袖
[00:07:59.000 --> 00:08:01.000]  一起有一份團契
[00:08:01.000 --> 00:08:02.000]  同一個心智目標
[00:08:02.000 --> 00:08:04.000]  一起去參與
[00:08:04.000 --> 00:08:05.000]  一起努力的
[00:08:05.000 --> 00:08:07.000]  想起來
[00:08:07.000 --> 00:08:09.000]  有一次我在七樓那裡
[00:08:09.000 --> 00:08:11.000]  看到有位同工和幾位弟兄姊妹
[00:08:11.000 --> 00:08:13.000]  正在準備很多物資
[00:08:13.000 --> 00:08:15.000]  福音單張等等之類
[00:08:15.000 --> 00:08:17.000]  正在放進環保袋
[00:08:17.000 --> 00:08:18.000]  我就好奇
[00:08:18.000 --> 00:08:19.000]  就問他們
[00:08:19.000 --> 00:08:21.000]  他們在準備什麼呢?
[00:08:21.000 --> 00:08:23.000]  原來他們正在準備
[00:08:23.000 --> 00:08:24.000]  弟兄姊妹
[00:08:24.000 --> 00:08:25.000]  成長班弟兄姊妹
[00:08:25.000 --> 00:08:29.000]  去參與社會服務處推動的
[00:08:29.000 --> 00:08:30.000]  教會關懷網絡
[00:08:30.000 --> 00:08:31.000]  Peacebox的行動
[00:08:31.000 --> 00:08:35.000]  所以他們去準備探訪家庭
[00:08:35.000 --> 00:08:36.000]  我當時的印象
[00:08:36.000 --> 00:08:37.000]  就是他們準備的時候
[00:08:37.000 --> 00:08:39.000]  有一份喜樂
[00:08:39.000 --> 00:08:42.000]  看見他們拍的照片都很開心
[00:08:42.000 --> 00:08:44.000]  因為他們知道自己在做神的工作
[00:08:44.000 --> 00:08:47.000]  在希望福音上出一分力
[00:08:47.000 --> 00:08:48.000]  另外
[00:08:48.000 --> 00:08:50.000]  在上年的大報道會當中
[00:08:50.000 --> 00:08:52.000]  雖然我們都受限聚
[00:08:52.000 --> 00:08:53.000]  疫情的影響
[00:08:53.000 --> 00:08:55.000]  各樣籌備工作裡面
[00:08:55.000 --> 00:08:57.000]  弟兄姊妹都能夠同心合力
[00:08:57.000 --> 00:08:58.000]  迎難而上
[00:08:58.000 --> 00:09:00.000]  這個也是一件很感恩
[00:09:00.000 --> 00:09:03.000]  和大家很開心祈禱的事情
[00:09:03.000 --> 00:09:04.000]  另外
[00:09:04.000 --> 00:09:05.000]  保羅為什麼為了肥臘比教會
[00:09:05.000 --> 00:09:07.000]  這麼開心地祈禱呢?
[00:09:07.000 --> 00:09:09.000]  第五節那裡也提到
[00:09:09.000 --> 00:09:12.000]  就是因為肥臘比教會
[00:09:12.000 --> 00:09:15.000]  是從頭一天直到如今
[00:09:15.000 --> 00:09:17.000]  這樣去興旺福音的
[00:09:17.000 --> 00:09:19.000]  也就是教會從成立的開始
[00:09:19.000 --> 00:09:20.000]  多年以來
[00:09:20.000 --> 00:09:22.000]  都是始終如一的
[00:09:22.000 --> 00:09:24.000]  興旺福音
[00:09:24.000 --> 00:09:26.000]  看到這班信徒不單止有熱心
[00:09:26.000 --> 00:09:27.000]  有動力
[00:09:27.000 --> 00:09:32.000]  更加看出他們在福音使命上的那種堅持
[00:09:32.000 --> 00:09:34.000]  要知道在全福音上
[00:09:34.000 --> 00:09:36.000]  興旺福音上
[00:09:36.000 --> 00:09:38.000]  要堅持並不簡單
[00:09:38.000 --> 00:09:40.000]  在啟示錄第二到第三章裡面
[00:09:40.000 --> 00:09:43.000]  使徒約翰在看到異象當中
[00:09:43.000 --> 00:09:44.000]  受主耶穌基督吩咐
[00:09:44.000 --> 00:09:46.000]  寫信給七個教會
[00:09:46.000 --> 00:09:47.000]  當中的教會
[00:09:47.000 --> 00:09:49.000]  在保持這個異象裡面
[00:09:49.000 --> 00:09:51.000]  各有困難
[00:09:51.000 --> 00:09:53.000]  以弗所教會提到了
[00:09:53.000 --> 00:09:55.000]  有一件事要責備你的
[00:09:55.000 --> 00:09:58.000]  就是你將起初的愛心離棄了
[00:09:58.000 --> 00:10:01.000]  應該想起你在哪裡墜落的
[00:10:01.000 --> 00:10:02.000]  並要悔改
[00:10:02.000 --> 00:10:03.000]  行起初所行的事
[00:10:03.000 --> 00:10:05.000]  假如不悔改的話
[00:10:05.000 --> 00:10:06.000]  主耶穌就臨到你那裡
[00:10:06.000 --> 00:10:09.000]  將你的燈台還完全拿去
[00:10:09.000 --> 00:10:11.000]  另一間比加摩教會
[00:10:11.000 --> 00:10:15.000]  那裡有人服從了巴蘭尼哥拉一黨的人的教訓
[00:10:15.000 --> 00:10:17.000]  離去了福音信仰
[00:10:17.000 --> 00:10:20.000]  撒迪教會更慘
[00:10:20.000 --> 00:10:21.000]  在書信裡面寫
[00:10:21.000 --> 00:10:23.000]  「按明你是活的
[00:10:23.000 --> 00:10:25.000]  其實是死的
[00:10:25.000 --> 00:10:26.000]  你要警醒
[00:10:26.000 --> 00:10:27.000]  堅固的正下
[00:10:27.000 --> 00:10:28.000]  將要衰微的
[00:10:28.000 --> 00:10:29.000]  因為我看見你的行為
[00:10:29.000 --> 00:10:30.000]  在我神面前
[00:10:30.000 --> 00:10:32.000]  沒有一樣是完全的」
[00:10:32.000 --> 00:10:34.000]  很慘
[00:10:34.000 --> 00:10:36.000]  可見在福音使命上支持
[00:10:36.000 --> 00:10:39.000]  堅持並不是一件容易的事情
[00:10:39.000 --> 00:10:41.000]  所以我們跟神的關係與神的結連
[00:10:41.000 --> 00:10:42.000]  是相當重要
[00:10:42.000 --> 00:10:45.000]  是所有士工
[00:10:45.000 --> 00:10:48.000]  所有福音講傳的基礎
[00:10:48.000 --> 00:10:52.000]  有如主耶穌基督在約翰福音十五章提醒我們
[00:10:52.000 --> 00:10:53.000]  用比喻講
[00:10:53.000 --> 00:10:54.000]  耶穌說
[00:10:54.000 --> 00:10:55.000]  「我是葡萄樹
[00:10:55.000 --> 00:10:56.000]  你們是枝子
[00:10:56.000 --> 00:10:58.000]  常在我裡面的
[00:10:58.000 --> 00:10:59.000]  我也常在他裡面
[00:10:59.000 --> 00:11:02.000]  這人就多結果子
[00:11:02.000 --> 00:11:04.000]  因為你了我
[00:11:04.000 --> 00:11:07.000]  你們就不能做什麼」
[00:11:07.000 --> 00:11:09.000]  既然與神的關係這麼重要
[00:11:09.000 --> 00:11:10.000]  在保羅的祈禱裡面
[00:11:10.000 --> 00:11:14.000]  他也是間接地提醒菲律賓的信徒
[00:11:14.000 --> 00:11:16.000]  在第六節的經文裡面提到
[00:11:16.000 --> 00:11:18.000]  「哪在你們心裡動了善功的
[00:11:18.000 --> 00:11:21.000]  必成全者功」
[00:11:21.000 --> 00:11:22.000]  「動了善功」的那一位
[00:11:22.000 --> 00:11:24.000]  就是指到神自己
[00:11:24.000 --> 00:11:25.000]  因為保羅所看見的
[00:11:25.000 --> 00:11:26.000]  為他們感恩的
[00:11:26.000 --> 00:11:28.000]  不只是他們的忠心
[00:11:28.000 --> 00:11:29.000]  或者他們的努力
[00:11:29.000 --> 00:11:30.000]  而是看見神
[00:11:30.000 --> 00:11:33.000]  在他們的生命當中作功
[00:11:33.000 --> 00:11:35.000]  假如不是神在他們當中
[00:11:35.000 --> 00:11:37.000]  感動、引領的話
[00:11:37.000 --> 00:11:40.000]  福音是不會這樣興旺的
[00:11:40.000 --> 00:11:41.000]  必成全者功的意思
[00:11:41.000 --> 00:11:43.000]  就是神不只是拯救我們
[00:11:43.000 --> 00:11:45.000]  我們不只是藉著信
[00:11:45.000 --> 00:11:47.000]  被神的稱義
[00:11:47.000 --> 00:11:50.000]  神也在我們信徒的成長
[00:11:50.000 --> 00:11:51.000]  成性的路上
[00:11:51.000 --> 00:11:54.000]  都是一步一步地引領的
[00:11:54.000 --> 00:11:55.000]  信徒在當中
[00:11:55.000 --> 00:11:56.000]  當然我們要做好
[00:11:56.000 --> 00:11:58.000]  自己的本分和責任
[00:11:58.000 --> 00:11:59.000]  尋求神的旨意
[00:11:59.000 --> 00:12:00.000]  信服神的心意
[00:12:00.000 --> 00:12:03.000]  進行主耶穌基督給我們的使命
[00:12:03.000 --> 00:12:05.000]  但是真正讓人
[00:12:05.000 --> 00:12:08.000]  在信仰上成長、成熟的
[00:12:08.000 --> 00:12:10.000]  仍然是神自己
[00:12:10.000 --> 00:12:12.000]  正如保羅在哥倫多前書說到
[00:12:12.000 --> 00:12:15.000]  「我栽中了阿波羅囂冠了」
[00:12:15.000 --> 00:12:18.000]  「唯有神叫他生長」
[00:12:18.000 --> 00:12:20.000]  而神的引領也不是一時三刻的
[00:12:20.000 --> 00:12:21.000]  不是我們信了耶穌之後
[00:12:21.000 --> 00:12:23.000]  頭幾個月就沒有了
[00:12:23.000 --> 00:12:24.000]  不是的
[00:12:24.000 --> 00:12:25.000]  保羅繼續說到
[00:12:25.000 --> 00:12:27.000]  是直到耶穌基督的日子
[00:12:27.000 --> 00:12:28.000]  耶穌基督的日子
[00:12:28.000 --> 00:12:29.000]  就是指到將來
[00:12:29.000 --> 00:12:31.000]  主耶穌完全地實現
[00:12:31.000 --> 00:12:33.000]  祂的救恩計劃和應許
[00:12:33.000 --> 00:12:36.000]  在臨地上審判所有活人死人
[00:12:36.000 --> 00:12:39.000]  完全實現這個拯救計劃
[00:12:39.000 --> 00:12:40.000]  神的工作
[00:12:40.000 --> 00:12:42.000]  不單止在我們人的心裡開始
[00:12:42.000 --> 00:12:44.000]  更加一步一步地引領
[00:12:44.000 --> 00:12:46.000]  直到主耶穌再來的日子
[00:12:46.000 --> 00:12:49.000]  一直這樣引領
[00:12:49.000 --> 00:12:51.000]  在這段書信當中
[00:12:51.000 --> 00:12:52.000]  我們看到保羅
[00:12:52.000 --> 00:12:54.000]  他怎樣為了肥勒比教會
[00:12:54.000 --> 00:12:56.000]  很歡喜地去祈禱
[00:12:56.000 --> 00:12:59.000]  因為他們同心合意慶旺福音
[00:12:59.000 --> 00:13:01.000]  也感謝神在信徒當中
[00:13:01.000 --> 00:13:03.000]  心裡面作供
[00:13:03.000 --> 00:13:05.000]  繼續作供
[00:13:05.000 --> 00:13:07.000]  有些信徒也是忠心地
[00:13:07.000 --> 00:13:09.000]  從頭一天直到如今
[00:13:09.000 --> 00:13:12.000]  堅守這個福音的使命
[00:13:12.000 --> 00:13:14.000]  讀到這裡的時候
[00:13:14.000 --> 00:13:15.000]  我們是不是也很羨慕
[00:13:15.000 --> 00:13:19.000]  肥勒比的教會呢?
[00:13:19.000 --> 00:13:20.000]  在這段書信裡面
[00:13:20.000 --> 00:13:23.000]  我希望和大家思想三個方面
[00:13:23.000 --> 00:13:25.000]  也希望這個成為我們新一年
[00:13:25.000 --> 00:13:29.000]  2022年在神面前的立志
[00:13:29.000 --> 00:13:31.000]  首先最吸引到我們注意的
[00:13:31.000 --> 00:13:33.000]  就是同心合意慶旺福音
[00:13:33.000 --> 00:13:36.000]  這個語句
[00:13:36.000 --> 00:13:38.000]  教會這麼多人
[00:13:38.000 --> 00:13:39.000]  要同心合意
[00:13:39.000 --> 00:13:42.000]  是非常困難的
[00:13:42.000 --> 00:13:45.000]  也都需要很刻意地去經營
[00:13:45.000 --> 00:13:46.000]  與人結連
[00:13:46.000 --> 00:13:48.000]  第一方面就是對內
[00:13:48.000 --> 00:13:49.000]  我們要建立好
[00:13:49.000 --> 00:13:52.000]  頂尖智慧我們之間彼此的關係
[00:13:52.000 --> 00:13:53.000]  在疫情裡面的確
[00:13:53.000 --> 00:13:55.000]  我們有若干的限制
[00:13:55.000 --> 00:13:56.000]  不像以前那樣
[00:13:56.000 --> 00:13:58.000]  很正常地自由
[00:13:58.000 --> 00:13:59.000]  或者很多人一起聚集
[00:13:59.000 --> 00:14:02.000]  吃飯、相交、去旅行
[00:14:02.000 --> 00:14:03.000]  但是現在呢
[00:14:03.000 --> 00:14:05.000]  更加疫情有爆發的危機的時候
[00:14:05.000 --> 00:14:07.000]  更加要加倍小心
[00:14:07.000 --> 00:14:09.000]  但是我們會不會用不同的形式、方法
[00:14:09.000 --> 00:14:11.000]  促進我們以小組的形式
[00:14:11.000 --> 00:14:12.000]  少一些人
[00:14:12.000 --> 00:14:15.000]  更加深入的分享和祈禱呢?
[00:14:15.000 --> 00:14:16.000]  另外一方面
[00:14:16.000 --> 00:14:18.000]  我們少了見面
[00:14:18.000 --> 00:14:19.000]  少了溝通
[00:14:19.000 --> 00:14:21.000]  誤會也都會難免發生的
[00:14:21.000 --> 00:14:24.000]  人際關係或者會受影響
[00:14:24.000 --> 00:14:26.000]  我們都要記得
[00:14:26.000 --> 00:14:27.000]  保羅也都提醒我們
[00:14:27.000 --> 00:14:29.000]  在二弗所書裡面第二章
[00:14:29.000 --> 00:14:33.000]  講到我們要凡事謙虛、溫柔、忍耐
[00:14:33.000 --> 00:14:35.000]  而用愛心互相寬容
[00:14:35.000 --> 00:14:38.000]  用和平去彼此聯絡
[00:14:38.000 --> 00:14:41.000]  竭力地保守聖靈所賜
[00:14:41.000 --> 00:14:43.000]  合而為一的心
[00:14:43.000 --> 00:14:45.000]  這是我們對內的方面
[00:14:45.000 --> 00:14:47.000]  與人結連對外的方面呢
[00:14:47.000 --> 00:14:49.000]  就是我們要把握機會
[00:14:49.000 --> 00:14:51.000]  將你的福音帶給人
[00:14:51.000 --> 00:14:54.000]  不論是各式各樣的探訪、外展
[00:14:54.000 --> 00:14:57.000]  社會服務處與我們教會之間的合作
[00:14:57.000 --> 00:15:00.000]  和安排很多的橋樑等等
[00:15:00.000 --> 00:15:02.000]  當然在疫情緊張的時候
[00:15:02.000 --> 00:15:04.000]  我們又要格外小心
[00:15:04.000 --> 00:15:06.000]  但是現在科技這麼發達
[00:15:06.000 --> 00:15:07.000]  也都不一定要見面
[00:15:07.000 --> 00:15:09.000]  才可以表達到關懷
[00:15:09.000 --> 00:15:11.000]  我們也都藉著很多不同的方式
[00:15:11.000 --> 00:15:13.000]  可以不論是音樂、戲劇
[00:15:13.000 --> 00:15:15.000]  或者是影片等等
[00:15:15.000 --> 00:15:18.000]  我們不同的方式去接觸街坊、商戶
[00:15:18.000 --> 00:15:20.000]  大有大做
[00:15:20.000 --> 00:15:21.000]  小有小做
[00:15:21.000 --> 00:15:25.000]  讓街坊、社區知道我們教會是關心他們的
[00:15:25.000 --> 00:15:26.000]  為他們祈禱的
[00:15:26.000 --> 00:15:30.000]  這就是第二方面與人結連的重要性
[00:15:30.000 --> 00:15:32.000]  另外同心合意地興旺福音
[00:15:32.000 --> 00:15:34.000]  在書信裏面我們都看到
[00:15:34.000 --> 00:15:39.000]  保羅欣賞他們從頭一天到如今的堅持
[00:15:39.000 --> 00:15:41.000]  想起我們城鎮呢
[00:15:41.000 --> 00:15:43.000]  怎樣呢?
[00:15:43.000 --> 00:15:47.000]  我們城鎮有很多如雲彩般的見證人
[00:15:47.000 --> 00:15:49.000]  我在城鎮那裏長大
[00:15:49.000 --> 00:15:51.000]  到十幾歲的時候
[00:15:51.000 --> 00:15:52.000]  去了澳洲讀書
[00:15:52.000 --> 00:15:54.000]  那時候是1993年
[00:15:54.000 --> 00:15:55.000]  到2017年
[00:15:55.000 --> 00:15:58.000]  24年之後回來
