
[00:00:00.000 --> 00:00:03.280]  各位朋友 今天我們所講的講題是
[00:05:09.400 --> 00:05:11.400]  困難重重
[00:05:11.400 --> 00:05:13.400]  所以約拿看到這樣的狀況
[00:05:13.400 --> 00:05:15.400]  一定不願意 是不是
[00:05:15.400 --> 00:05:17.400]  這篇文章就說他懼怕艱難
[00:05:17.400 --> 00:05:19.400]  還有這篇文章提到
[00:05:19.400 --> 00:05:21.400]  他是一個只顧自己名譽的先知
[00:05:21.400 --> 00:05:26.400]  約拿知道他是一個上帝的代言者
[00:05:26.400 --> 00:05:28.400]  他所說的預言如果應驗
[00:05:28.400 --> 00:05:30.400]  就證明了他真的是先知 是不是
[00:05:30.400 --> 00:05:32.400]  就會受到別人的尊重
[00:05:32.400 --> 00:05:35.400]  但是如果他所說的預言落空
[00:05:35.400 --> 00:05:37.400]  名譽就真的是掃地
[00:05:37.400 --> 00:05:40.400]  所以神就猜他去 但是他不去
[00:05:40.400 --> 00:05:42.400]  因為他知道神有慈愛
[00:05:42.400 --> 00:05:46.400]  不會將所講的災臨到這個地方
[00:05:46.400 --> 00:05:48.400]  所以這樣的話
[00:05:48.400 --> 00:05:50.400]  他說的話就會落空
[00:05:50.400 --> 00:05:52.400]  他就會成為了假先知
[00:05:52.400 --> 00:05:54.400]  因為他曾經說過
[00:05:54.400 --> 00:05:56.400]  他說過了40天之後
[00:05:56.400 --> 00:05:58.400]  這個城就會滅亡
[00:05:58.400 --> 00:06:00.400]  結果這個城有沒有滅亡 是沒有
[00:06:00.400 --> 00:06:02.400]  如果他真的去說的話
[00:06:02.400 --> 00:06:04.400]  他將來就會成為假先知
[00:06:04.400 --> 00:06:06.400]  還有第五樣東西
[00:06:06.400 --> 00:06:08.400]  就是他貪愛錢財
[00:06:08.400 --> 00:06:10.400]  這個我真的從來沒有聽過
[00:06:10.400 --> 00:06:12.400]  竟然有人說約拿貪愛錢財
[00:06:12.400 --> 00:06:14.400]  因為他去的是什麼地方
[00:06:14.400 --> 00:06:16.400]  他想去他斯
[00:06:16.400 --> 00:06:18.400]  原來他斯是出產貴重物品的地方
[00:06:18.400 --> 00:06:20.400]  證明約拿其實是去做生意
[00:06:20.400 --> 00:06:22.400]  他想賺大錢
[00:06:22.400 --> 00:06:24.400]  他想做買賣
[00:06:24.400 --> 00:06:26.400]  其實大概這幾宗的罪狀
[00:06:26.400 --> 00:06:30.400]  都是有些人對約拿的一個誤解
[00:06:30.400 --> 00:06:32.400]  因為大部分都沒有聖經的根據
[00:06:32.400 --> 00:06:36.400]  聖經從來都沒有講到約拿貪錢
[00:06:36.400 --> 00:06:38.400]  從來都沒有說約拿是懼怕艱難
[00:06:38.400 --> 00:06:40.400]  從來都沒有說他貪心怕死
[00:06:40.400 --> 00:06:42.400]  是怎樣呢 是怕人誤解他做假先知
[00:06:42.400 --> 00:06:46.400]  他更加沒有說到他自己沒有信心
[00:06:46.400 --> 00:06:49.400]  反而經文一直告訴我們
[00:06:49.400 --> 00:06:51.400]  約拿並不如此
[00:06:51.400 --> 00:06:54.400]  所以約拿書這個系列一開始
[00:06:54.400 --> 00:06:57.400]  我想帶大家從約拿書的引言的部分
[00:06:57.400 --> 00:07:00.400]  去認識約拿兩件好的事
[00:07:00.400 --> 00:07:02.400]  和兩件不好的事
[00:07:02.400 --> 00:07:04.400]  第一件事就是
[00:07:04.400 --> 00:07:07.400]  我們要知道約拿是享負聖明的先知
[00:07:07.400 --> 00:07:09.400]  經文告訴我們
[00:07:09.400 --> 00:07:11.400]  第一章第一節
[00:07:11.400 --> 00:07:14.400]  他是亞米泰的兒子約拿
[00:07:14.400 --> 00:07:16.400]  我們幾乎可以肯定
[00:07:16.400 --> 00:07:18.400]  在列王幾下第十四章的二十五節
[00:07:18.400 --> 00:07:20.400]  看到同名同姓的先知
[00:07:20.400 --> 00:07:22.400]  我們可以肯定
[00:07:22.400 --> 00:07:24.400]  這個人是同一個人
[00:07:24.400 --> 00:07:26.400]  約拿是北角的人
[00:07:26.400 --> 00:07:28.400]  在當時耶羅波安二世
[00:07:28.400 --> 00:07:30.400]  做王的時候是出任先知
[00:07:30.400 --> 00:07:32.400]  耶羅波安二世是誰呢
[00:07:32.400 --> 00:07:34.400]  大家要記得
[00:07:34.400 --> 00:07:36.400]  當時北角正處於弱勢
[00:07:36.400 --> 00:07:38.400]  但是到了耶羅波安這個時代
[00:07:38.400 --> 00:07:43.400]  他令整個北角以色列都重振雄風
[00:07:43.400 --> 00:07:45.400]  沒錯 根據列王幾下
[00:07:45.400 --> 00:07:47.400]  耶羅波安二世
[00:07:47.400 --> 00:07:49.400]  雖然他不是一個好王
[00:07:49.400 --> 00:07:52.400]  題外話 怎樣所謂的好與不好
[00:07:52.400 --> 00:07:54.400]  自然就是耶和華眼中
[00:07:54.400 --> 00:07:55.400]  看為好的就是好
[00:07:55.400 --> 00:07:56.400]  不好的就是不好
[00:07:56.400 --> 00:07:58.400]  就是壞的 是不是
[00:07:58.400 --> 00:08:00.400]  事故他有沒有拜偶像
[00:08:00.400 --> 00:08:01.400]  而拜偶像這件事
[00:08:01.400 --> 00:08:03.400]  根據二十四節就說
[00:08:03.400 --> 00:08:06.400]  這個是彌伯的兒子耶羅波安
[00:08:06.400 --> 00:08:07.400]  帶下來的問題
[00:08:07.400 --> 00:08:08.400]  他拜什麼呢
[00:08:08.400 --> 00:08:10.400]  就是金牛毒
[00:08:10.400 --> 00:08:13.400]  你會知道一個當時就放在丹那裡
[00:08:13.400 --> 00:08:16.400]  丹就是以色列最北的地方
[00:08:16.400 --> 00:08:18.400]  另一個就放在伯特利
[00:08:18.400 --> 00:08:20.400]  就是北角最南的地方
[00:08:20.400 --> 00:08:23.400]  但是阿米泰的兒子約拿
[00:08:23.400 --> 00:08:25.400]  作為當時的先知
[00:08:25.400 --> 00:08:27.400]  他不是去宣告
[00:08:27.400 --> 00:08:31.400]  來自上帝的審判的信息
[00:08:31.400 --> 00:08:36.400]  而是宣告這個王的業績
[00:08:36.400 --> 00:08:37.400]  他的成就
[00:08:37.400 --> 00:08:38.400]  他的霸業
[00:08:38.400 --> 00:08:41.400]  根據第十四章二十五節開頭
[00:08:41.400 --> 00:08:43.400]  在這個皇帝執政的期間
[00:08:43.400 --> 00:08:47.400]  他竟然能夠收復以色列的邊界之地
[00:08:47.400 --> 00:08:50.400]  從哈馬口直到阿拉巴海
[00:08:50.400 --> 00:08:52.400]  直到阿拉巴海
[00:08:52.400 --> 00:08:55.400]  這個地方就真的一點都不簡單
[00:08:55.400 --> 00:08:58.400]  因為根據列王紀上的第八章六十五節
[00:08:58.400 --> 00:09:03.400]  提到幾乎可以等同大衛和所羅門時代的局限
[00:09:03.400 --> 00:09:04.400]  可想而知
[00:09:04.400 --> 00:09:08.400]  耶羅波安二世他的功績是非常之厲害
[00:09:08.400 --> 00:09:12.400]  約拿他的工作不是去審判這位皇帝
[00:09:12.400 --> 00:09:14.400]  有其他的先知
[00:09:14.400 --> 00:09:16.400]  有其他人物去做這件事
[00:09:16.400 --> 00:09:21.400]  但是約拿其實是要去預告這個王的業績
[00:09:21.400 --> 00:09:22.400]  他的成績
[00:09:22.400 --> 00:09:23.400]  他的功勞
[00:09:23.400 --> 00:09:24.400]  他的功過
[00:09:24.400 --> 00:09:27.400]  他的成功的地方在哪裡
[00:09:27.400 --> 00:09:32.400]  所以約拿並不是一個直直無名的小卒
[00:09:32.400 --> 00:09:37.400]  是約拿的名字的意思就是甲子的意思
[00:09:37.400 --> 00:09:40.400]  照道理的話
[00:09:40.400 --> 00:09:44.400]  其實這句話沒有什麼特別屬靈的含義
[00:09:44.400 --> 00:09:46.400]  因為很多時候我們讀聖經
[00:09:46.400 --> 00:09:48.400]  我們就很快把一些字眼
[00:09:48.400 --> 00:09:51.400]  或者一些靈異的東西放進去經文裡面
[00:09:51.400 --> 00:09:54.400]  有人就覺得約拿甲子代表以色列
[00:09:54.400 --> 00:09:56.400]  如果是應用的層面都是可以的
[00:09:56.400 --> 00:10:00.400]  但是重點就是他的父親是哪位反而重要
[00:10:00.400 --> 00:10:04.400]  他的父親阿米泰這個人就來頭大了
[00:10:04.400 --> 00:10:07.400]  因為這個字的意思就是指真理
[00:10:07.400 --> 00:10:10.400]  如果我們讀約拿這個名字背後的意思
[00:10:10.400 --> 00:10:14.400]  就是說真理的兒子
[00:10:14.400 --> 00:10:16.400]  約拿就絕對是當時最適合的人選
[00:10:16.400 --> 00:10:19.400]  去將上帝的真理 上帝的說話
[00:10:19.400 --> 00:10:22.400]  向一些沒有真理的人宣講
[00:10:22.400 --> 00:10:24.400]  在風浪裡面
[00:10:24.400 --> 00:10:28.400]  約拿和船上信奉其他神的人
[00:10:28.400 --> 00:10:31.400]  是表達一個很不同的理念
[00:10:31.400 --> 00:10:35.400]  約拿竟然可以睡得著
[00:10:35.400 --> 00:10:38.400]  所以約拿其實不可能是沒有信心的
[00:10:38.400 --> 00:10:40.400]  反過來他反而很厲害
[00:10:40.400 --> 00:10:42.400]  約拿他不怕巨浪
[00:10:42.400 --> 00:10:44.400]  但是其他人反而怕
[00:10:44.400 --> 00:10:47.400]  所以你見不見到約拿根本不是浪得虛名
[00:10:47.400 --> 00:10:50.400]  約拿在經文裡面三番四次暗示
[00:10:50.400 --> 00:10:52.400]  他真的很猛料
[00:10:52.400 --> 00:10:54.400]  所以我們不應該網下判斷
[00:10:54.400 --> 00:10:57.400]  用一些非常不好的說話
[00:10:57.400 --> 00:11:00.400]  去講約拿是一個什麼多麼不好的先知
[00:11:00.400 --> 00:11:02.400]  又沒有信心又沒有愛心
[00:11:02.400 --> 00:11:03.400]  其實一點都不是
[00:11:03.400 --> 00:11:07.400]  他是背負著真理的兒子這個名分
[00:11:07.400 --> 00:11:11.400]  去向一群沒有真理的人宣講
[00:11:11.400 --> 00:11:13.400]  我們都知道在這個時代
[00:11:13.400 --> 00:11:17.400]  別人怎樣看你其實一點都不重要
[00:11:17.400 --> 00:11:19.400]  是啊 很多人標籤你的
[00:11:19.400 --> 00:11:22.400]  最近聽到有人來到某一些華人教會
[00:11:22.400 --> 00:11:23.400]  特別是英國地方
[00:11:23.400 --> 00:11:25.400]  一進教會就必定要問你
[00:11:25.400 --> 00:11:27.400]  首先你的政治取向是什麼
[00:11:27.400 --> 00:11:29.400]  如果你的政治取向跟他們不同的話
[00:11:29.400 --> 00:11:32.400]  你肯定列入不受歡迎的份子
[00:11:32.400 --> 00:11:35.400]  有些牧師要去另一間教會講道的時候
[00:11:35.400 --> 00:11:37.400]  他首先要知道你是什麼顏色
[00:11:37.400 --> 00:11:38.400]  你是什麼政治的取態
[00:11:38.400 --> 00:11:41.400]  萬一跟他們教會的立場很不同的話
[00:11:41.400 --> 00:11:43.400]  他們就會列入這個牧者
[00:11:43.400 --> 00:11:45.400]  是不會受歡迎的牧者
[00:11:45.400 --> 00:11:47.400]  甚至不會再叫他們講道
[00:11:47.400 --> 00:11:49.400]  其實我相信每一個牧者
[00:11:49.400 --> 00:11:51.400]  甚至乎在我座內
[00:11:51.400 --> 00:11:53.400]  都曾經可能有不少人
[00:11:53.400 --> 00:11:55.400]  都會有攻擊過他的
[00:11:55.400 --> 00:11:57.400]  又說你這樣又說他那樣
[00:11:57.400 --> 00:12:00.400]  事實上我們很多時候
[00:12:00.400 --> 00:12:02.400]  都會有不同的眼光
[00:12:02.400 --> 00:12:04.400]  去看我們是怎麼樣
[00:12:04.400 --> 00:12:06.400]  其實這個不是重要的
[00:12:06.400 --> 00:12:08.400]  無論別人怎麼看你又怎麼樣
[00:12:08.400 --> 00:12:09.400]  不重要的
[00:12:09.400 --> 00:12:12.400]  我們最重要是看看上帝怎麼看我們
[00:12:12.400 --> 00:12:16.400]  我們要履行上帝給我們的角色和工作
[00:12:16.400 --> 00:12:18.400]  約拿他就是了
[00:12:18.400 --> 00:12:20.400]  約拿他是真理的兒子
[00:12:20.400 --> 00:12:23.400]  約拿在當時
[00:12:23.400 --> 00:12:28.400]  他向耶路撒安二世宣告的
[00:12:28.400 --> 00:12:29.400]  不是審判的信息
[00:12:29.400 --> 00:12:32.400]  而是他怎樣拯救以色列國
[00:12:32.400 --> 00:12:34.400]  他怎樣建立他的國力
[00:12:34.400 --> 00:12:36.400]  所以約拿其實
[00:12:36.400 --> 00:12:38.400]  我們一點都不要小看他
[00:12:38.400 --> 00:12:41.400]  約拿是一位享負聖名的先知
[00:12:41.400 --> 00:12:44.400]  還有就是我們都知道
[00:12:44.400 --> 00:12:46.400]  約拿還有第二樣東西就是
[00:12:46.400 --> 00:12:49.400]  約拿接受耶和華的任命
[00:12:49.400 --> 00:12:51.400]  留意第一章的第一節
[00:12:51.400 --> 00:12:53.400]  和第一章的第二節
[00:12:53.400 --> 00:12:55.400]  聖經說
[00:12:55.400 --> 00:12:58.400]  耶和華一話臨到阿米泰的兒子約拿說
[00:12:58.400 --> 00:13:00.400]  你喜來往離離未大乘去
[00:13:00.400 --> 00:13:02.400]  向其中的居民呼喊
[00:13:02.400 --> 00:13:05.400]  因為他們的惡達到我面前
[00:13:05.400 --> 00:13:06.400]  約華書的一開始
[00:13:06.400 --> 00:13:09.400]  神就對約拿說喜來去
[00:13:09.400 --> 00:13:12.400]  這兩個字眼是代表著一種很緊急的狀況
[00:13:12.400 --> 00:13:15.400]  神要約拿去離離未大乘
[00:13:15.400 --> 00:13:19.400]  原來離離未是當時世界上最大的城市
[00:13:19.400 --> 00:13:20.400]  最大的城池
[00:13:20.400 --> 00:13:22.400]  有考古學就發現
[00:13:22.400 --> 00:13:25.400]  離離未古城周圍有九十公里
[00:13:25.400 --> 00:13:27.400]  城牆有一百尺這麼高
[00:13:27.400 --> 00:13:30.400]  周圍的城牆共有一百五十個守望台
[00:13:30.400 --> 00:13:33.400]  城牆上甚至可以行到三輛汽車
[00:13:33.400 --> 00:13:36.400]  如果你今天去英國的M1
[00:13:36.400 --> 00:13:38.400]  這條最主要的公路
[00:13:38.400 --> 00:13:40.400]  有不少地方都行三條線
[00:13:40.400 --> 00:13:41.400]  甚至四條線
[00:13:41.400 --> 00:13:42.400]  你可以想像
[00:13:42.400 --> 00:13:44.400]  就是這麼寬
[00:13:44.400 --> 00:13:46.400]  這個真是一個大城
[00:13:46.400 --> 00:13:50.400]  約拿書幾次提到它的大小
[00:13:50.400 --> 00:13:51.400]  除了這裡之外
[00:13:51.400 --> 00:13:53.400]  還有三章第三節
[00:13:53.400 --> 00:13:55.400]  四章第十一節都提到
[00:13:55.400 --> 00:13:58.400]  而且四章第十一節更加講到人口眾多
[00:13:58.400 --> 00:14:00.400]  不過我想你留意
[00:14:00.400 --> 00:14:04.400]  大小不是第一章第二節
[00:14:04.400 --> 00:14:06.400]  作者想關心的問題
[00:14:06.400 --> 00:14:10.400]  大這個字其實是可以指重要
[00:14:10.400 --> 00:14:11.400]  在當時的世代
[00:14:11.400 --> 00:14:14.400]  亞述國正是崛起之際
[00:14:14.400 --> 00:14:16.400]  而且在列強裡面
[00:14:16.400 --> 00:14:20.400]  是最冒起的一個群雄的領袖
[00:14:20.400 --> 00:14:23.400]  扮演著世界的列強的領導地位
[00:14:23.400 --> 00:14:27.400]  沒錯大可以當然指首領的角色
[00:14:27.400 --> 00:14:29.400]  領導的角色
[00:14:29.400 --> 00:14:31.400]  還有一點我們不可以忽略的
[00:14:31.400 --> 00:14:33.400]  就是原來大這個字之前
[00:14:33.400 --> 00:14:35.400]  是有一個定貫詞的這個字
[00:14:35.400 --> 00:14:38.400]  英文如果你做就是這個字
[00:14:38.400 --> 00:14:40.400]  很可能就是講到它是一個地標
[00:14:40.400 --> 00:14:44.400]  又或者是當時一個成功的標記
[00:14:44.400 --> 00:14:49.400]  就等於原來它是亞述帝國的成功的標記
[00:14:49.400 --> 00:14:51.400]  很可惜大家都知道
[00:14:51.400 --> 00:14:54.400]  越大的城 充滿的罪惡就越多
[00:14:54.400 --> 00:14:55.400]  你看看英國
[00:14:55.400 --> 00:14:57.400]  在2022年大家知不知道
[00:14:57.400 --> 00:15:00.400]  最不安全的地方是哪裡
[00:15:00.400 --> 00:15:02.400]  這些都是大秘密
[00:15:02.400 --> 00:15:04.400]  例如第一就是卡地
[00:15:04.400 --> 00:15:05.400]  第二是伯明康
[00:15:05.400 --> 00:15:06.400]  第三是倫敦
[00:15:06.400 --> 00:15:07.400]  第四是法國
[00:15:07.400 --> 00:15:08.400]  接著就是洛杉磯
[00:15:08.400 --> 00:15:09.400]  第五是利物浦
[00:15:09.400 --> 00:15:10.400]  第六是曼徹斯特
[00:15:10.400 --> 00:15:12.400]  我們發現原來很感恩
[00:15:12.400 --> 00:15:14.400]  就是列強不是在十大裡面
[00:15:14.400 --> 00:15:16.400]  不知道是不是香港人來到之後
[00:15:16.400 --> 00:15:17.400]  改善了列強的情況
[00:15:17.400 --> 00:15:19.400]  以前列強在2019年的時候
[00:15:19.400 --> 00:15:23.400]  在十大裡面是最不安全的地方
[00:15:23.400 --> 00:15:24.400]  沒錯惡這個字
[00:15:24.400 --> 00:15:25.400]  學這個字
[00:15:25.400 --> 00:15:27.400]  在約拿書重複的出現
[00:15:27.400 --> 00:15:33.400]  惡一開始就來形容尼尼未成的惡
[00:15:33.400 --> 00:15:35.400]  當然我們知道
[00:15:35.400 --> 00:15:38.400]  約拿書沒有講到尼尼未成
[00:15:38.400 --> 00:15:39.400]  到底有多惡
[00:15:39.400 --> 00:15:41.400]  但是有其他聖經的經文
[00:15:41.400 --> 00:15:42.400]  輔助之下
[00:15:42.400 --> 00:15:43.400]  特別是《拿紅書》
[00:15:43.400 --> 00:15:46.400]  我們至少發現到有三個很重要的主題
[00:15:46.400 --> 00:15:50.400]  在《拿紅書》看到尼尼未的罪惡
[00:15:50.400 --> 00:15:52.400]  第一他們是充滿詭詐
[00:15:52.400 --> 00:15:53.400]  第二是殘暴不仁
[00:15:53.400 --> 00:15:56.400]  第三是淫亂誘惑
[00:15:56.400 --> 00:15:57.400]  在尼尼未成的舊址
[00:15:57.400 --> 00:16:00.400]  考古學家就發現了一些悲聞
[00:16:00.400 --> 00:16:02.400]  就證明了尼尼未人
[00:16:02.400 --> 00:16:04.400]  他們怎樣心性兇殘
[00:16:04.400 --> 00:16:07.400]  他們喜歡用大釘打人家的身體
[00:16:07.400 --> 00:16:11.400]  戰敗的王又要套上一個狗穿戴的頸箍
[00:16:11.400 --> 00:16:13.400]  就好像當野獸一樣的處理
[00:16:13.400 --> 00:16:17.400]  有些戰敗的士兵被刮走全身的皮
[00:16:17.400 --> 00:16:18.400]  痛苦到死
[00:16:18.400 --> 00:16:20.400]  痛苦到死的意思就是說
[00:16:20.400 --> 00:16:22.400]  有些就扯斷他們的舌頭
[00:16:22.400 --> 00:16:23.400]  強行扯斷他們
[00:16:23.400 --> 00:16:25.400]  有些就把他們的身體
[00:16:25.400 --> 00:16:28.400]  用四條大釘不斷扯
[00:16:28.400 --> 00:16:30.400]  就把人五馬分屍
[00:16:30.400 --> 00:16:35.400]  這些用惡來形容他們的暴行
[00:16:35.400 --> 00:16:36.400]  應該都不為那過吧
[00:16:36.400 --> 00:16:38.400]  一點都不稀奇吧
[00:16:38.400 --> 00:16:40.400]  正正因為這樣的緣故
[00:16:40.400 --> 00:16:42.400]  這個大成的惡
[00:16:42.400 --> 00:16:44.400]  所以神就在第一章第二節就說
[00:16:44.400 --> 00:16:47.400]  你起來往尼尼未大成去
[00:16:47.400 --> 00:16:49.400]  向其中的居民呼喊
[00:16:49.400 --> 00:16:51.400]  因為他們的惡達到我的面前
[00:16:51.400 --> 00:16:53.400]  留意呼喊這個字
[00:16:53.400 --> 00:16:55.400]  這個字非常重要
[00:16:55.400 --> 00:16:58.400]  有學者就指出希伯來書第十一章第八節
[00:16:58.400 --> 00:16:59.400]  召這個字
[00:16:59.400 --> 00:17:01.400]  他召亞伯拉罕
[00:17:01.400 --> 00:17:04.400]  希伯來迪文這個字召
[00:17:04.400 --> 00:17:08.400]  就相當於希伯來文的求喊這個字
[00:17:08.400 --> 00:17:10.400]  就是這裡所用的呼喊這個字
[00:17:10.400 --> 00:17:12.400]  在面對墮落的世界
[00:17:12.400 --> 00:17:14.400]  離開了神的大環境裏面
[00:17:14.400 --> 00:17:18.400]  神呼召了祂的僕人
[00:17:18.400 --> 00:17:19.400]  呼召了祂的僕人
[00:17:19.400 --> 00:17:20.400]  去到人群裏面
[00:17:20.400 --> 00:17:22.400]  用不同的模式去宣告
[00:17:22.400 --> 00:17:24.400]  去呼喊來自神的境界
[00:17:24.400 --> 00:17:28.400]  呼喊這個字就是求喊這個字
[00:17:28.400 --> 00:17:30.400]  沒錯呼喊求喊這個字
[00:17:30.400 --> 00:17:33.400]  在約拿書其實出現過八次
[00:17:33.400 --> 00:17:35.400]  除了可以翻譯做大聲呼喊
[00:17:35.400 --> 00:17:37.400]  大聲宣告之外
[00:17:37.400 --> 00:17:40.400]  同時也可以翻譯做求告
[00:17:40.400 --> 00:17:41.400]  在約拿書裏面
[00:17:41.400 --> 00:17:47.400]  神兩次叫約拿去尼尼眉大城呼喊宣告求喊
