
[00:00:00.000 --> 00:00:01.980]  我想問你們一個問題
[00:02:29.060 --> 00:02:32.780]  記住 現在這些人越來越過聖誕節
[00:02:32.780 --> 00:02:35.420]  真的搞到你一塊雲加一塊雲
[00:02:35.420 --> 00:02:38.680]  都不知道他們在做什麼 過聖誕節的
[00:02:38.680 --> 00:02:42.100]  所以 真的一塊雲
[00:02:42.100 --> 00:02:44.500]  我們開始之前
[00:02:44.500 --> 00:02:47.260]  跟你讀一個聖誕禱文 好嗎?
[00:02:47.260 --> 00:02:49.780]  不如一起讀一讀 當作我們開始的禱告
[00:02:49.780 --> 00:02:52.400]  這個聖誕禱文挺好的
[00:02:52.400 --> 00:02:53.420]  一起讀好嗎?
[00:02:53.420 --> 00:02:57.700]  請閉起天賦 唯獨善理平安
[00:02:57.700 --> 00:02:59.900]  聖善夜的奇蹟
[00:02:59.900 --> 00:03:04.100]  在你獨身聖潔愛子 直童精女
[00:03:04.100 --> 00:03:06.180]  所生的奇蹟
[00:03:06.180 --> 00:03:11.420]  我們世人可以發現 生命的奇妙和意義
[00:03:11.420 --> 00:03:15.420]  求你叫我們的心 不被世上的事
[00:03:15.420 --> 00:03:20.620]  酸淘 無用的廢物 和焦慮所佔據
[00:03:20.620 --> 00:03:23.960]  因為這些東西妨礙我們
[00:03:23.960 --> 00:03:29.380]  和使我們忽略聖誕夜真正的恩慈
[00:03:29.380 --> 00:03:33.140]  唯有讀友在你們心靈裡
[00:03:33.140 --> 00:03:36.380]  安靜無酸涼的心存
[00:03:36.380 --> 00:03:39.860]  我們可以發現無罪應艾
[00:03:39.860 --> 00:03:43.260]  基督的恩慈 就是真愛
[00:03:43.260 --> 00:03:47.660]  永遠平安 和永恆生命的恩慈
[00:03:47.660 --> 00:03:50.900]  好嗎?不要讓外面的事
[00:03:50.900 --> 00:03:55.340]  佔據了我們內心裡的平靜
[00:03:55.340 --> 00:03:57.820]  不要搞得跟著別人一樣
[00:03:57.820 --> 00:04:00.300]  聖誕節一塊雲加一塊雲
[00:04:00.300 --> 00:04:04.020]  都不知道幹什麼過聖誕節
[00:04:04.020 --> 00:04:06.820]  聖誕節沒有了餡
[00:04:06.820 --> 00:04:08.580]  最重要的是內心裡
[00:04:08.580 --> 00:04:10.420]  可以有主耶穌的誕生
[00:04:10.420 --> 00:04:17.580]  在我們心裡的那種平靜
[00:04:17.580 --> 00:04:20.020]  你知不知道平安夜
[00:04:20.020 --> 00:04:23.020]  英文叫什麼?
[00:04:23.020 --> 00:04:25.900]  英文叫Silent Night
[00:04:25.900 --> 00:04:28.740]  有人說Silent Night
[00:04:28.740 --> 00:04:30.260]  為什麼叫做平安?
[00:04:30.260 --> 00:04:33.100]  Silent Night是安靜
[00:04:33.100 --> 00:04:37.060]  靜 不是Peaceful Night
[00:04:37.060 --> 00:04:39.340]  是Silent Night
[00:04:39.340 --> 00:04:41.780]  你知不知道在聖殿裡
[00:04:41.780 --> 00:04:44.060]  最高潮
[00:04:44.060 --> 00:04:48.740]  舊約的時候 祭司帶領神的子民
[00:04:48.740 --> 00:04:50.860]  進入聖殿裡敬拜的時候
[00:04:50.860 --> 00:04:52.460]  當然有歌唱
[00:04:52.460 --> 00:04:54.140]  大衛也說我們走進去
[00:04:54.140 --> 00:04:56.020]  一邊歌唱獻殿的時候
[00:04:56.020 --> 00:04:57.820]  一邊歌唱是很熱鬧的
[00:04:57.820 --> 00:05:00.620]  但你知不知道其實在聖殿裡
[00:05:00.620 --> 00:05:05.500]  進到聖殿裡 其實是沒有聲音的
[00:05:05.500 --> 00:05:08.900]  你只聽到一種聲音
[00:05:08.900 --> 00:05:09.860]  或者兩種聲音
[00:05:09.860 --> 00:05:10.820]  一種是什麼聲音呢?
[00:05:10.820 --> 00:05:13.060]  就是祭司走進去的時候
[00:05:13.060 --> 00:05:15.780]  他穿的那件袍子
[00:05:15.780 --> 00:05:17.580]  下面有鈴鐺
[00:05:17.580 --> 00:05:18.380]  鈴鐺鈴鐺鈴鐺
[00:05:18.380 --> 00:05:20.340]  你只聽到祭司鈴鐺鈴鐺的聲音
[00:05:20.340 --> 00:05:23.460]  如果祭司進入致聖所的時候
[00:05:23.460 --> 00:05:24.420]  沒有聲音
[00:05:24.420 --> 00:05:26.940]  就大事不妙了
[00:05:26.940 --> 00:05:29.540]  進到聖殿裡沒有聲音
[00:05:29.540 --> 00:05:32.580]  你只聽到祭司的衣服
[00:05:32.580 --> 00:05:33.900]  鈴鐺鈴鐺鈴鐺的聲音
[00:05:33.900 --> 00:05:34.980]  啊 祭司還在
[00:05:34.980 --> 00:05:35.580]  祭司還在
[00:05:35.580 --> 00:05:36.500]  啊 牧師還在
[00:05:36.500 --> 00:05:37.900]  好 牧師還在
[00:05:37.900 --> 00:05:39.580]  還有到獻祭的時候
[00:05:39.580 --> 00:05:42.580]  你只可能聽到羊的叫聲
[00:05:42.580 --> 00:05:46.380]  因為要宰羊
[00:05:46.380 --> 00:05:48.100]  真約的時候
[00:05:48.100 --> 00:05:51.020]  我們主耶穌代替了這隻羊
[00:05:51.020 --> 00:05:55.900]  只聽到那種悽慘的叫聲
[00:05:55.900 --> 00:05:58.220]  在聖殿裡沒有的
[00:05:58.220 --> 00:06:00.900]  Silent Night
[00:06:00.900 --> 00:06:02.300]  聽到主耶穌來到教會裡
[00:06:02.300 --> 00:06:05.220]  真的要Silent Night
[00:06:05.220 --> 00:06:08.540]  你忘記聖經很熟悉的嗎?
[00:06:08.540 --> 00:06:11.500]  得力在乎什麼?
[00:06:11.500 --> 00:06:16.620]  得力在乎平靜安穩
[00:06:16.620 --> 00:06:19.300]  來到主的殿裡
[00:06:19.300 --> 00:06:21.300]  真的要安靜
[00:06:21.300 --> 00:06:23.940]  安靜自己的心靈
[00:06:23.940 --> 00:06:27.540]  聆聽主在主的話語裡
[00:06:27.540 --> 00:06:29.660]  給我們一些提醒
[00:06:29.660 --> 00:06:32.900]  這是進到聖殿裡應該有的心態
[00:06:32.900 --> 00:06:34.500]  而不是叭叭咪咪
[00:06:34.500 --> 00:06:37.380]  嗶哩叭啦
[00:06:37.380 --> 00:06:42.260]  變成我們聚會的時候聽不到
[00:06:42.260 --> 00:06:46.380]  聖靈在我們內心裡要說的話
[00:06:46.380 --> 00:06:47.460]  很熟悉的一段經文
[00:06:47.460 --> 00:06:48.820]  一起來讀好嗎?
[00:06:48.820 --> 00:06:50.140]  請
[00:06:50.140 --> 00:06:51.580]  準備起
[00:06:51.580 --> 00:07:00.020]  在巴黎行之夜地
[00:07:00.020 --> 00:07:04.780]  有主的使者站在他們旁邊
[00:07:04.780 --> 00:07:06.860]  四面照著他們
[00:07:06.860 --> 00:07:09.540]  牧羊基人周心懼怕
[00:07:09.540 --> 00:07:11.860]  那天使對他們說
[00:07:11.860 --> 00:07:13.420]  不要懼怕
[00:07:13.420 --> 00:07:16.340]  我報給你們大喜的訊息
[00:07:16.340 --> 00:07:18.500]  是關乎萬民的
[00:07:18.500 --> 00:07:21.620]  因今天在大衛的城裡
[00:07:21.620 --> 00:07:24.100]  為你們伸了九轉
[00:07:24.100 --> 00:07:25.980]  就是主基督
[00:07:25.980 --> 00:07:28.700]  你們要看見一個英雄
[00:07:28.700 --> 00:07:29.980]  拗著布
[00:07:29.980 --> 00:07:31.780]  臥在馬場裡
[00:07:31.780 --> 00:07:34.140]  那就是記號了
[00:07:34.140 --> 00:07:36.660]  忽然有一大隊天兵
[00:07:36.660 --> 00:07:39.620]  和那天使讚美神說
[00:07:39.620 --> 00:07:41.380]  在至高之處
[00:07:41.380 --> 00:07:43.020]  榮耀歸於神
[00:07:43.020 --> 00:07:44.860]  在地上平安
[00:07:44.860 --> 00:07:48.940]  歸於他所喜悅的人
[00:07:48.940 --> 00:07:52.340]  我特意用紅色的字
[00:07:52.340 --> 00:07:55.380]  外面出現了很多字
[00:07:55.380 --> 00:07:56.460]  就不用怕
[00:07:56.460 --> 00:07:57.460]  不用怕
[00:07:57.460 --> 00:08:01.740]  不用慌
[00:08:01.740 --> 00:08:04.300]  我的台山話不是很氣腿
[00:08:04.300 --> 00:08:07.500]  不要怯、不要怕
[00:08:07.500 --> 00:08:10.300]  美國報紙有個專欄作家
[00:08:10.300 --> 00:08:13.740]  叫做Anne Landerson
[00:08:13.740 --> 00:08:18.060]  每個月都收到很多千百封的信
[00:08:18.060 --> 00:08:20.020]  一萬封的信
[00:08:20.020 --> 00:08:22.820]  問她很多的問題
[00:08:22.820 --> 00:08:27.260]  Anne就一一在專欄裡面
[00:08:27.260 --> 00:08:29.820]  解答他們的困難
[00:08:29.820 --> 00:08:31.420]  解答他們的問題
[00:08:31.420 --> 00:08:34.300]  有人問Anne Landerson
[00:08:34.300 --> 00:08:36.700]  你最多收到的信
[00:08:36.700 --> 00:08:38.340]  最多問的問題
[00:08:38.340 --> 00:08:40.540]  是什麼問題?
[00:08:40.540 --> 00:08:42.900]  Anne就告訴他
[00:08:42.900 --> 00:08:46.100]  最多收到千千封封的信
[00:08:46.100 --> 00:08:47.980]  萬萬封封的信
[00:08:47.980 --> 00:08:49.780]  要我解答的問題
[00:08:49.780 --> 00:08:51.460]  最多人問的
[00:08:51.460 --> 00:08:52.300]  就是說
[00:08:52.300 --> 00:08:56.020]  我很懼怕
[00:08:56.020 --> 00:08:58.900]  怎樣解決我的恐懼
[00:08:58.900 --> 00:09:00.100]  最多人問的就是
[00:09:00.100 --> 00:09:03.380]  我很懼怕
[00:09:03.380 --> 00:09:05.620]  懼怕成為我們人類
[00:09:05.620 --> 00:09:07.380]  現今人類的一個大問題
[00:09:07.380 --> 00:09:09.380]  就是我很怕
[00:09:09.380 --> 00:09:10.420]  怕什麼呢?
[00:09:10.420 --> 00:09:11.700]  怕沒錢
[00:09:11.700 --> 00:09:14.060]  沒錢就怕飢餓
[00:09:14.060 --> 00:09:17.420]  有錢就怕別人扣住我的錢
[00:09:17.420 --> 00:09:19.300]  沒權、沒地位
[00:09:19.300 --> 00:09:20.700]  又怕被人欺壓
[00:09:20.700 --> 00:09:22.500]  當我有權、有地位
[00:09:22.500 --> 00:09:25.820]  又怕被人扣住我的位置
[00:09:25.820 --> 00:09:26.860]  我擔心
[00:09:26.860 --> 00:09:28.220]  我就怕孤單
[00:09:28.220 --> 00:09:29.140]  我想結婚
[00:09:29.140 --> 00:09:33.140]  結婚就怕沒有自由
[00:09:33.140 --> 00:09:34.740]  什麼都怕
[00:09:34.740 --> 00:09:37.020]  很怕
[00:09:37.020 --> 00:09:40.700]  在百里人之野地裏
[00:09:40.700 --> 00:09:43.100]  有牧羊的人
[00:09:43.100 --> 00:09:45.100]  看到這個榮光
[00:09:45.100 --> 00:09:47.100]  甚至懼怕
[00:09:47.100 --> 00:09:51.300]  在百里人之野地裏
[00:09:51.300 --> 00:09:55.260]  有牧羊的人
[00:09:55.260 --> 00:09:58.220]  聖經往往
[00:09:58.220 --> 00:10:01.300]  譬如我們跟神的關係
[00:10:01.300 --> 00:10:05.260]  往往都是用羊跟神的關係
[00:10:05.260 --> 00:10:07.100]  我們的好牧羊
[00:10:07.100 --> 00:10:09.100]  我們的好牧人
[00:10:09.100 --> 00:10:11.260]  照顧牠的羊群
[00:10:11.260 --> 00:10:14.340]  耶和華是我們的牧者
[00:10:14.340 --> 00:10:17.820]  都是用羊跟我們的主耶穌
[00:10:17.820 --> 00:10:21.420]  拉上一個很密切的關係
[00:10:21.420 --> 00:10:23.820]  在百里人之野地裏
[00:10:23.820 --> 00:10:25.540]  有牧羊的人
[00:10:25.540 --> 00:10:28.100]  這個情景、這個場景
[00:10:28.100 --> 00:10:33.820]  在舊約聖經裏有沒有出現過?
[00:10:33.820 --> 00:10:35.940]  你心水清的一定有
[00:10:35.940 --> 00:10:37.860]  在曠野裏
[00:10:37.860 --> 00:10:39.540]  在野地裏
[00:10:39.540 --> 00:10:40.780]  有一個牧羊人
[00:10:40.780 --> 00:10:44.060]  摩西
[00:10:44.060 --> 00:10:44.820]  你記得嗎?
[00:10:44.820 --> 00:10:46.780]  摩西也在這個曠野裏
[00:10:46.780 --> 00:10:50.500]  同樣在看羊群
[00:10:50.500 --> 00:10:51.580]  突然之間
[00:10:51.580 --> 00:10:53.980]  有一個侍者出現
[00:10:53.980 --> 00:10:55.380]  在曠野裏
[00:10:55.380 --> 00:10:57.700]  按著跟著看守羊群的時候
[00:10:57.700 --> 00:10:59.780]  他不是在晚上
[00:10:59.780 --> 00:11:01.340]  但是都是同一個情景
[00:11:01.340 --> 00:11:02.420]  一個場景就是
[00:11:02.420 --> 00:11:04.100]  大家都在曠野裏
[00:11:04.100 --> 00:11:05.780]  看守羊群的時候
[00:11:05.780 --> 00:11:08.460]  突然之間有侍者跟他說話
[00:11:08.460 --> 00:11:10.420]  有榮光照著他們
[00:11:10.420 --> 00:11:13.340]  摩西看到荊棘裏面著火
[00:11:13.340 --> 00:11:14.980]  荊棘沒有燒著
[00:11:14.980 --> 00:11:17.700]  荊棘裏面著火
[00:11:17.700 --> 00:11:19.540]  所發出的榮光
[00:11:19.540 --> 00:11:21.260]  似乎這個場景
[00:11:21.260 --> 00:11:31.060]  和伯利恆的牧羊人的情景很相似
[00:11:31.060 --> 00:11:32.700]  在伯利恆的野地裏
[00:11:32.700 --> 00:11:35.580]  這個場景
[00:11:35.580 --> 00:11:38.140]  天使宣佈
[00:11:38.140 --> 00:11:43.940]  救恩再次臨到地上
[00:11:43.940 --> 00:11:46.980]  在摩西同樣一樣
[00:11:46.980 --> 00:11:51.060]  摩西在曠野看守羊群的時候
[00:11:51.060 --> 00:11:53.860]  荊棘的冠冕的榮光裏面
[00:11:53.860 --> 00:11:57.260]  有侍者告訴他
[00:11:57.260 --> 00:11:59.220]  告訴他什麼?
[00:11:59.220 --> 00:12:05.620]  救恩再次臨到上帝的寺門
[00:12:05.620 --> 00:12:11.020]  兩個的情景都非常相似
[00:12:11.020 --> 00:12:12.260]  上帝的愛
[00:12:12.260 --> 00:12:15.820]  聖誕節的真愛
[00:12:15.820 --> 00:12:19.460]  多年裏面沒有消失過
[00:12:19.460 --> 00:12:23.260]  雖然在新約和舊約之間的中間歷史裏面
[00:12:23.260 --> 00:12:25.580]  有人說四百年了
[00:12:25.580 --> 00:12:27.420]  沒有上帝的先知
[00:12:27.420 --> 00:12:28.860]  沒有上帝的聲音
[00:12:28.860 --> 00:12:30.580]  沒有上帝的動作
[00:12:30.580 --> 00:12:34.020]  好像沉默了一樣
[00:12:34.020 --> 00:12:35.300]  不是
[00:12:35.300 --> 00:12:36.820]  在這幾千年裏面
[00:12:36.820 --> 00:12:40.020]  上帝的愛並沒有沉默過
[00:12:40.020 --> 00:12:42.940]  仍然在人的心裏面告訴人
[00:12:42.940 --> 00:12:46.100]  祂怎樣顧念我們的需要
[00:12:46.100 --> 00:12:47.180]  我們的懼怕
[00:12:47.180 --> 00:12:48.620]  祂要帶來救恩
[00:12:48.620 --> 00:12:52.300]  祂要帶來平安
[00:12:52.300 --> 00:12:53.900]  撒加利亞先知說得好
[00:12:53.900 --> 00:12:55.780]  我們看看撒加利亞先知
[00:12:55.780 --> 00:12:58.060]  撒加利亞先知說什麼呢?
[00:12:58.060 --> 00:13:01.180]  因為因我們神憐憫的心腸
[00:13:01.180 --> 00:13:04.460]  叫清晨的日光
[00:13:04.460 --> 00:13:08.220]  忽然有主的榮光
[00:13:08.220 --> 00:13:10.220]  從高天臨到我們
[00:13:10.220 --> 00:13:13.740]  要照亮坐在黑暗中死陰裏的人
[00:13:13.740 --> 00:13:20.700]  把我們的腳引到平安的路
[00:13:20.700 --> 00:13:24.420]  撒加利亞先知說得很清楚
[00:13:24.420 --> 00:13:25.820]  有一個清晨
[00:13:25.820 --> 00:13:27.260]  上帝的心腸
[00:13:27.260 --> 00:13:30.380]  上帝的愛沒有沉默
[00:13:30.380 --> 00:13:34.900]  上帝的愛一直從波西到現在來致
[00:13:34.900 --> 00:13:38.180]  上帝的愛一直不離不棄
[00:13:38.180 --> 00:13:41.340]  跟著來到我們
[00:13:41.340 --> 00:13:44.540]  這一種的情景、這一種的場景
[00:13:44.540 --> 00:13:48.900]  在摩西、在曠野裏同樣聽到一個聲音
[00:13:48.900 --> 00:13:50.660]  是什麼聲音呢?
[00:13:50.660 --> 00:13:53.940]  上帝藉著使者對摩西說
[00:13:53.940 --> 00:13:56.420]  我已經聽見了
[00:13:56.420 --> 00:13:58.820]  我已經看見了
[00:13:58.820 --> 00:14:00.420]  上帝一次再次的
[00:14:00.420 --> 00:14:03.780]  在《出埃及記》第三章裏面
[00:14:03.780 --> 00:14:05.260]  重複又再重複
[00:14:05.260 --> 00:14:07.380]  我聽見、我看見
[00:14:07.380 --> 00:14:14.100]  我的百姓那種呼聲、那種痛苦、那種喊聲、那種無奈
[00:14:14.100 --> 00:14:17.420]  我已經聽見了
[00:14:17.420 --> 00:14:19.940]  聖經說得很清楚
[00:14:19.940 --> 00:14:25.340]  每一個說話背後含有很多
[00:14:25.340 --> 00:14:29.020]  神要對我們所說的話
[00:14:29.020 --> 00:14:31.260]  在巴黎行的曠野
[00:14:31.260 --> 00:14:33.340]  摩西在曠野
[00:14:33.340 --> 00:14:35.740]  在巴黎行的野地曠野
[00:14:35.740 --> 00:14:38.900]  大家知不知道什麼是曠野?
[00:14:38.900 --> 00:14:41.060]  曠野是否在反映
[00:14:41.060 --> 00:14:43.020]  上帝要顯現救恩的時候
[00:14:43.020 --> 00:14:45.820]  用曠野成為一個場景
[00:14:45.820 --> 00:14:54.060]  是襯托出你和我們現在生活上的那種無奈
[00:14:54.060 --> 00:14:57.340]  生活上那種重重複複
[00:14:57.340 --> 00:15:01.740]  那種生活有時失去了方向、那種迷茫
[00:15:01.740 --> 00:15:05.820]  不是現在現代人懼怕的事
[00:15:05.820 --> 00:15:09.340]  懼怕昨日、懼怕今日
[00:15:09.340 --> 00:15:12.020]  又懼怕明日、懼怕昨日
[00:15:12.020 --> 00:15:17.260]  因為不知道昨日我留下什麼地雷給自己將來要踩
[00:15:17.260 --> 00:15:20.420]  是的 我經常提醒青年人
[00:15:20.420 --> 00:15:23.820]  你每一個的決定
[00:15:23.820 --> 00:15:32.300]  小心你留下一些地雷給自己明日去踩
[00:15:32.300 --> 00:15:33.300]  弟兄姊妹
[00:15:33.300 --> 00:15:39.380]  曠野是否代表我們上帝宣告祂的救恩的時候
[00:15:39.380 --> 00:15:43.340]  宣告祂降臨的時候
[00:15:43.340 --> 00:15:46.300]  用曠野、用野地
[00:15:46.300 --> 00:15:49.740]  襯托出人那種無奈
[00:15:49.740 --> 00:15:58.860]  需要一位榮光、生命之光的主給我們方向
[00:15:58.860 --> 00:16:02.740]  又問你們一個問題好不好
[00:16:02.740 --> 00:16:06.940]  摩西大令以色列人走了多少年話?
[00:16:06.940 --> 00:16:09.980]  四十年
[00:16:09.980 --> 00:16:13.820]  四十年的曠野
[00:16:13.820 --> 00:16:17.580]  如果在這段歷史裏面用兩個字
[00:16:17.580 --> 00:16:20.500]  去形容這四十年的曠野生活
[00:16:20.500 --> 00:16:23.300]  你用哪兩個字?
[00:16:23.300 --> 00:16:26.580]  你用哪兩個字去形容
[00:16:26.580 --> 00:16:31.100]  摩西大令以色列人出埃及那四十年的無奈
[00:16:31.100 --> 00:16:36.420]  那種重重複複、迷惘、人生
[00:16:36.420 --> 00:16:38.180]  用兩個字而已
[00:16:38.180 --> 00:16:39.620]  想不想得到?
[00:16:39.620 --> 00:16:40.220]  想不想得到?
[00:16:40.220 --> 00:16:40.980]  我告訴你
[00:16:40.980 --> 00:16:41.780]  很簡單
[00:16:41.780 --> 00:16:45.180]  「魂吉」
[00:16:45.180 --> 00:16:47.380]  四十年運來運去
[00:16:47.380 --> 00:16:49.460]  本來就是很容易到的
[00:16:49.460 --> 00:16:50.580]  運來運去
[00:16:50.580 --> 00:16:51.780]  運了四十年
[00:16:51.780 --> 00:16:52.540]  你看見沒有?
[00:16:52.540 --> 00:16:54.300]  這個在曠野裏面
[00:16:54.300 --> 00:16:56.340]  百里行之野地裏面
[00:16:56.340 --> 00:17:00.540]  不是在襯托我們這一班人
[00:17:00.540 --> 00:17:03.820]  在人生裏面幾十年
[00:17:03.820 --> 00:17:05.500]  真的幾十年
[00:17:05.500 --> 00:17:07.420]  幾十個寒暄
[00:17:07.420 --> 00:17:09.140]  你搞些什麼呢?
[00:17:09.140 --> 00:17:10.700]  在這裏渾渾噩噩
[00:17:10.700 --> 00:17:15.940]  在這裏混吉混了一輩子嗎?
[00:17:15.940 --> 00:17:18.660]  真是太微
[00:17:18.660 --> 00:17:21.420]  在百里行的野地裏
[00:17:21.420 --> 00:17:22.900]  有牧羊的人
[00:17:22.900 --> 00:17:24.380]  在曠野裏面
[00:17:24.380 --> 00:17:26.460]  有摩西的牧羊人
[00:17:26.460 --> 00:17:28.780]  夜間按著更似看守羊
[00:17:28.780 --> 00:17:31.620]  雨的榮光
[00:17:31.620 --> 00:17:34.500]  同樣在荊棘的榮光
[00:17:34.500 --> 00:17:36.300]  帶來這個救人
[00:17:36.300 --> 00:17:38.340]  兩個情景很相似
[00:17:38.340 --> 00:17:39.740]  不過兩個的情景
[00:17:39.740 --> 00:17:44.100]  有一樣東西是不同的
[00:17:44.100 --> 00:17:48.380]  就是一個不同的地方
[00:17:48.380 --> 00:17:52.540]  就是在夜間按著更似
[00:17:52.540 --> 00:17:55.260]  在夜晚裏面
[00:17:55.260 --> 00:17:59.980]  摩西相信是在日土裏面看守羊群
[00:17:59.980 --> 00:18:01.100]  這兩個情景之後
[00:18:01.100 --> 00:18:05.420]  我發現只有這樣東西有少許不同
[00:18:05.420 --> 00:18:09.820]  但仍然帶來給我有很多的思想
[00:18:09.820 --> 00:18:14.140]  在這個野地 夜間
[00:18:14.140 --> 00:18:16.140]  然後見到光
[00:18:16.140 --> 00:18:20.860]  究竟為什麽這個次序是這樣的呢?
[00:18:20.860 --> 00:18:23.860]  夜間一種無奈
[00:18:23.860 --> 00:18:25.820]  一種迷失
[00:18:25.820 --> 00:18:28.100]  然後在夜間裏面
[00:18:28.100 --> 00:18:30.540]  然後又見到光
[00:18:30.540 --> 00:18:32.140]  會不會是
[00:18:32.140 --> 00:18:34.140]  我在想會不會是
[00:18:34.140 --> 00:18:37.380]  上帝創造天地萬物的時候
[00:18:37.380 --> 00:18:39.540]  創世紀第一章
[00:18:39.540 --> 00:18:44.980]  就顯出了神安排的那種心意呢?
[00:18:44.980 --> 00:18:47.060]  你有沒有想到創世紀
[00:18:47.060 --> 00:18:50.660]  上帝創造天地萬物的那六天
[00:18:50.660 --> 00:18:51.620]  很奇妙的
[00:18:51.620 --> 00:18:53.100]  你有沒有留意到
[00:18:53.100 --> 00:18:55.060]  我再次去看
[00:18:55.060 --> 00:18:58.700]  究竟為什麽上帝在這兩個情景當中
[00:18:58.700 --> 00:19:01.660]  在百里行的夜地裏
[00:19:01.660 --> 00:19:06.620]  夜地 曠野 黑暗 光
[00:19:06.620 --> 00:19:10.140]  上帝創造天地萬物的第一天
[00:19:10.140 --> 00:19:14.140]  神稱光為晝
[00:19:14.140 --> 00:19:16.300]  稱黑暗為夜
[00:19:16.300 --> 00:19:20.140]  有晚上 有早上
[00:19:20.140 --> 00:19:22.420]  這是第一天
[00:19:22.420 --> 00:19:24.220]  《流語聖經》怎麽說的呢?
[00:19:24.220 --> 00:19:27.620]  有晚上 有早上
[00:19:27.620 --> 00:19:29.220]  這是第一天
[00:19:29.220 --> 00:19:31.620]  不是有早上 有晚上
[00:19:31.620 --> 00:19:33.900]  這是第一天嗎?
[00:19:33.900 --> 00:19:34.620]  不是
[00:19:34.620 --> 00:19:38.860]  上帝要帶來的是一種盼望
[00:19:38.860 --> 00:19:41.020]  祂要帶來的是一種盼望
[00:19:41.020 --> 00:19:42.820]  所以約翰講得很清楚
[00:19:42.820 --> 00:19:46.700]  上帝 差遣祂的兒子耶穌基督
[00:19:46.700 --> 00:19:48.100]  是生命之光
[00:19:48.100 --> 00:19:52.940]  是帶領我們出黑暗入光明
[00:19:52.940 --> 00:19:54.300]  所以在創世紀裏面
[00:19:54.300 --> 00:19:57.660]  創造這五天、六天裏面
[00:19:57.660 --> 00:20:04.180]  都是有晚上 有早上
[00:20:04.180 --> 00:20:05.940]  這是第一天
[00:20:05.940 --> 00:20:07.460]  不是倒轉的
[00:20:07.460 --> 00:20:08.820]  再告訴你
