
[00:00:00.000 --> 00:00:02.000]  詩篇第二篇
[00:04:03.000 --> 00:04:04.000]  是不是
[00:04:04.000 --> 00:04:05.000]  喝咖啡還是奶茶
[00:04:05.000 --> 00:04:07.000]  啤酒還是茶酒
[00:04:07.000 --> 00:04:09.000]  還是黑咖啡
[00:04:09.000 --> 00:04:11.000]  你有得選的
[00:04:11.000 --> 00:04:13.000]  而我們的人生往往
[00:04:13.000 --> 00:04:16.000]  是因為我們一連串的選擇
[00:04:16.000 --> 00:04:19.000]  引致我們今天這樣
[00:04:19.000 --> 00:04:20.000]  是真的
[00:04:20.000 --> 00:04:21.000]  一連串的選擇
[00:04:21.000 --> 00:04:23.000]  引致我們今天這樣
[00:04:23.000 --> 00:04:26.000]  有時我們生病都是自己選擇的
[00:04:26.000 --> 00:04:27.000]  是不是
[00:04:27.000 --> 00:04:28.000]  吃得不健康
[00:04:28.000 --> 00:04:29.000]  或者不運動
[00:04:29.000 --> 00:04:30.000]  或者
[00:04:30.000 --> 00:04:33.000]  我今早問
[00:04:33.000 --> 00:04:34.000]  為什麼不見了
[00:04:34.000 --> 00:04:35.000]  誰在這裡
[00:04:35.000 --> 00:04:36.000]  他說
[00:04:36.000 --> 00:04:38.000]  他還沒起床
[00:04:38.000 --> 00:04:40.000]  我為什麼還沒起床
[00:04:40.000 --> 00:04:42.000]  因為他昨晚11點才睡
[00:04:42.000 --> 00:04:44.000]  這是一個
[00:04:45.000 --> 00:04:48.000]  我想是四歲的小朋友
[00:04:48.000 --> 00:04:50.000]  哇
[00:04:50.000 --> 00:04:51.000]  11點睡
[00:04:51.000 --> 00:04:53.000]  接著我問他哥哥
[00:04:53.000 --> 00:04:54.000]  你幾點睡
[00:04:54.000 --> 00:04:55.000]  也是11點睡
[00:04:55.000 --> 00:04:58.000]  是不是他自己選擇呢
[00:04:58.000 --> 00:05:00.000]  當然有人容許他
[00:05:00.000 --> 00:05:01.000]  是不是
[00:05:01.000 --> 00:05:03.000]  所以我們每一個人
[00:05:03.000 --> 00:05:06.000]  其實很多事都是自己去選擇
[00:05:06.000 --> 00:05:08.000]  一個選擇又一個選擇
[00:05:08.000 --> 00:05:10.000]  但是這篇第二篇
[00:05:10.000 --> 00:05:12.000]  是宏觀
[00:05:12.000 --> 00:05:14.000]  所以我用複由理解
[00:05:14.000 --> 00:05:16.000]  一個國家
[00:05:16.000 --> 00:05:18.000]  有福還是沒有福氣
[00:05:18.000 --> 00:05:20.000]  其實都可以選擇
[00:05:20.000 --> 00:05:23.000]  聖經裡面也有講
[00:05:23.000 --> 00:05:25.000]  你看他這裡
[00:05:25.000 --> 00:05:27.000]  講到列國
[00:05:27.000 --> 00:05:29.000]  在這裡爭鬥萬民
[00:05:29.000 --> 00:05:31.000]  在這裡圖謀虛妄
[00:05:31.000 --> 00:05:33.000]  世上的君王
[00:05:33.000 --> 00:05:34.000]  臣宰
[00:05:34.000 --> 00:05:36.000]  對抗耶和華
[00:05:36.000 --> 00:05:38.000]  對抗耶和華的受高
[00:05:38.000 --> 00:05:40.000]  對抗耶和華的受高者
[00:05:40.000 --> 00:05:42.000]  很明顯他們就是
[00:05:42.000 --> 00:05:44.000]  不要這個耶和華神
[00:05:44.000 --> 00:05:46.000]  不要他所設立的
[00:05:46.000 --> 00:05:48.000]  這位的救世主
[00:05:48.000 --> 00:05:49.000]  他不要
[00:05:49.000 --> 00:05:50.000]  不要他
[00:05:50.000 --> 00:05:51.000]  因為他覺得
[00:05:51.000 --> 00:05:54.000]  他想要脫離他們的束縛
[00:05:54.000 --> 00:05:56.000]  脫離他們的繩索
[00:05:56.000 --> 00:05:58.000]  我不要被你綁住我
[00:05:58.000 --> 00:06:00.000]  我不要
[00:06:00.000 --> 00:06:03.000]  其實我都很怕被人束縛
[00:06:03.000 --> 00:06:05.000]  你看我上台脫了衣服
[00:06:05.000 --> 00:06:06.000]  我覺得很束縛
[00:06:06.000 --> 00:06:07.000]  我不站在那裡
[00:06:07.000 --> 00:06:08.000]  我覺得
[00:06:08.000 --> 00:06:09.000]  以前我沒有這個感覺
[00:06:09.000 --> 00:06:10.000]  不知道為什麼
[00:06:10.000 --> 00:06:12.000]  我現在很不喜歡站在後面
[00:06:12.000 --> 00:06:13.000]  我覺得
[00:06:13.000 --> 00:06:15.000]  很不自在
[00:06:15.000 --> 00:06:16.000]  不過這些
[00:06:16.000 --> 00:06:18.000]  OK的
[00:06:18.000 --> 00:06:20.000]  我以前在加拿大
[00:06:20.000 --> 00:06:21.000]  在Edmonton有個教會
[00:06:21.000 --> 00:06:23.000]  我在那裡講道
[00:06:23.000 --> 00:06:25.000]  我沒講之前
[00:06:25.000 --> 00:06:27.000]  我問那個牧師
[00:06:27.000 --> 00:06:28.000]  我一會兒如果走到台下
[00:06:28.000 --> 00:06:30.000]  可不可以
[00:06:30.000 --> 00:06:31.000]  他有個台
[00:06:31.000 --> 00:06:32.000]  他說OK的
[00:06:32.000 --> 00:06:33.000]  我又走到樓下
[00:06:33.000 --> 00:06:34.000]  如果他說不OK
[00:06:34.000 --> 00:06:35.000]  我都會在樓上
[00:06:35.000 --> 00:06:37.000]  在台上
[00:06:37.000 --> 00:06:38.000]  他說不要
[00:06:38.000 --> 00:06:40.000]  我要順服
[00:06:40.000 --> 00:06:42.000]  是別人的地方
[00:06:42.000 --> 00:06:44.000]  我要聽話
[00:06:44.000 --> 00:06:45.000]  我問他
[00:06:45.000 --> 00:06:48.000]  他讓我下樓
[00:06:48.000 --> 00:06:51.000]  有些人不喜歡神
[00:06:51.000 --> 00:06:53.000]  不喜歡神所設立的壽居
[00:06:53.000 --> 00:06:56.000]  其實神對我們很好
[00:06:56.000 --> 00:06:58.000]  神給我們的
[00:06:58.000 --> 00:06:59.000]  是好東西
[00:06:59.000 --> 00:07:00.000]  不是我們要的東西
[00:07:00.000 --> 00:07:02.000]  要的東西和好東西是兩回事
[00:07:02.000 --> 00:07:04.000]  可以
[00:07:04.000 --> 00:07:07.000]  可以是完全兩回事
[00:07:07.000 --> 00:07:09.000]  我今早靈修
[00:07:09.000 --> 00:07:11.000]  在家裡讀聖經的時候
[00:07:11.000 --> 00:07:13.000]  有一個
[00:07:13.000 --> 00:07:16.000]  其中我有很多apps的靈修
[00:07:16.000 --> 00:07:18.000]  1,2,3,4,5個
[00:07:18.000 --> 00:07:19.000]  起碼有5個apps
[00:07:19.000 --> 00:07:21.000]  其實有6個
[00:07:21.000 --> 00:07:23.000]  其中有一段經文
[00:07:23.000 --> 00:07:24.000]  我覺得真的非常好
[00:07:24.000 --> 00:07:25.000]  講道
[00:07:25.000 --> 00:07:27.000]  是神怎樣去憐憫
[00:07:27.000 --> 00:07:29.000]  恩代我們給很多好的東西我們
[00:07:29.000 --> 00:07:31.000]  我遲些都會去
[00:07:31.000 --> 00:07:33.000]  預備一篇訊息
[00:07:33.000 --> 00:07:35.000]  但是我們
[00:07:35.000 --> 00:07:38.000]  對神的認識真的太少了
[00:07:38.000 --> 00:07:40.000]  我不是說你們
[00:07:40.000 --> 00:07:41.000]  我是說我自己
[00:07:41.000 --> 00:07:43.000]  所以當我每天讀聖經
[00:07:43.000 --> 00:07:44.000]  讀聖經讀聖經的時候
[00:07:44.000 --> 00:07:45.000]  我愈來愈發覺
[00:07:45.000 --> 00:07:47.000]  其實很多神
[00:07:47.000 --> 00:07:49.000]  祂的做法
[00:07:49.000 --> 00:07:51.000]  祂的看法
[00:07:51.000 --> 00:07:52.000]  祂的性格
[00:07:52.000 --> 00:07:54.000]  有時我們
[00:07:54.000 --> 00:07:56.000]  是不太認識神的
[00:07:56.000 --> 00:07:57.000]  如果不是神
[00:07:57.000 --> 00:08:00.000]  在祂的話語給我們看見
[00:08:00.000 --> 00:08:02.000]  當那些人這樣去
[00:08:02.000 --> 00:08:03.000]  抗拒的時候
[00:08:03.000 --> 00:08:04.000]  在第四節
[00:08:04.000 --> 00:08:06.000]  那在天上的必譏笑
[00:08:06.000 --> 00:08:09.000]  主必癡笑他們
[00:08:09.000 --> 00:08:10.000]  這個讀癡字的
[00:08:10.000 --> 00:08:11.000]  我昨天翻譯過
[00:08:11.000 --> 00:08:13.000]  癡字
[00:08:13.000 --> 00:08:15.000]  我翻譯過讀癡
[00:08:15.000 --> 00:08:17.000]  你看神會這樣的
[00:08:17.000 --> 00:08:19.000]  祂會譏笑人
[00:08:19.000 --> 00:08:20.000]  會癡笑人
[00:08:20.000 --> 00:08:22.000]  神是這樣的嗎
[00:08:22.000 --> 00:08:23.000]  聖經真的這樣講
[00:08:23.000 --> 00:08:25.000]  不只是這裡
[00:08:25.000 --> 00:08:26.000]  我今天會引用
[00:08:26.000 --> 00:08:28.000]  這個箏言的一段經文
[00:08:28.000 --> 00:08:31.000]  第一章的20節至到第33節那裡
[00:08:31.000 --> 00:08:33.000]  和大家看一段經文
[00:08:33.000 --> 00:08:36.000]  都是神在發笑
[00:08:36.000 --> 00:08:38.000]  他在笑
[00:08:38.000 --> 00:08:40.000]  原來神是這樣的
[00:08:40.000 --> 00:08:41.000]  那時祂要在路中
[00:08:41.000 --> 00:08:42.000]  責備他們
[00:08:42.000 --> 00:08:44.000]  在列路中驚嚇他們
[00:08:44.000 --> 00:08:45.000]  原來神是
[00:08:45.000 --> 00:08:47.000]  輕慢不得的
[00:08:47.000 --> 00:08:48.000]  弟兄姊妹
[00:08:48.000 --> 00:08:49.000]  祂在路中
[00:08:49.000 --> 00:08:51.000]  祂在嬲路中
[00:08:51.000 --> 00:08:52.000]  神都會發嬲
[00:08:52.000 --> 00:08:54.000]  神都會發脾氣的嗎
[00:08:54.000 --> 00:08:57.000]  神發起怒氣的時候
[00:08:57.000 --> 00:08:59.000]  真的不是人那樣品的
[00:08:59.000 --> 00:09:01.000]  是神那樣品的
[00:09:01.000 --> 00:09:04.000]  我認識一個牧師
[00:09:04.000 --> 00:09:06.000]  他去一間教會講道
[00:09:06.000 --> 00:09:09.000]  那天他不知道吃了什麼早餐
[00:09:09.000 --> 00:09:11.000]  因為他去到那個教會附近
[00:09:11.000 --> 00:09:13.000]  找一間茶餐廳
[00:09:13.000 --> 00:09:15.000]  吃個早餐
[00:09:15.000 --> 00:09:16.000]  誰知道吃完之後
[00:09:16.000 --> 00:09:17.000]  覺得有點不舒服
[00:09:17.000 --> 00:09:19.000]  於是去到那個教會
[00:09:19.000 --> 00:09:21.000]  他第一時間去哪
[00:09:21.000 --> 00:09:23.000]  去洗手間
[00:09:23.000 --> 00:09:26.000]  誰知道他還沒趕得及
[00:09:26.000 --> 00:09:28.000]  就嘔到
[00:09:28.000 --> 00:09:31.000]  嘩
[00:09:31.000 --> 00:09:33.000]  整個地下
[00:09:33.000 --> 00:09:34.000]  都是
[00:09:34.000 --> 00:09:37.000]  他把他的早餐拿出來看
[00:09:37.000 --> 00:09:38.000]  那怎麼辦
[00:09:38.000 --> 00:09:40.000]  他看一下鐘
[00:09:40.000 --> 00:09:41.000]  咦
[00:09:41.000 --> 00:09:45.000]  還有五分鐘左右崇拜開始
[00:09:45.000 --> 00:09:48.000]  你說他有什麼可以做
[00:09:48.000 --> 00:09:49.000]  兩個選擇
[00:09:49.000 --> 00:09:51.000]  離開廁所
[00:09:51.000 --> 00:09:53.000]  要不就在那裡抹廁所
[00:09:53.000 --> 00:09:54.000]  對不對
[00:09:54.000 --> 00:09:57.000]  你知不知道他選擇什麼
[00:09:57.000 --> 00:09:59.000]  不是啊
[00:09:59.000 --> 00:10:01.000]  他覺得還有五分鐘
[00:10:01.000 --> 00:10:03.000]  人家被邀請講道
[00:10:03.000 --> 00:10:05.000]  人家會很急
[00:10:05.000 --> 00:10:06.000]  是不是啊
[00:10:06.000 --> 00:10:09.000]  如果我請個講員來講道
[00:10:09.000 --> 00:10:12.000]  崇拜開始前五分鐘都還沒到
[00:10:12.000 --> 00:10:13.000]  牧師又急
[00:10:13.000 --> 00:10:14.000]  主席又急
[00:10:14.000 --> 00:10:16.000]  牧師可能更急
[00:10:16.000 --> 00:10:18.000]  因為他突然間不到誰講啊
[00:10:18.000 --> 00:10:20.000]  難道叫主席講啊
[00:10:20.000 --> 00:10:21.000]  可能叫牧師講
[00:10:21.000 --> 00:10:22.000]  或者叫傳道講
[00:10:22.000 --> 00:10:24.000]  嘩 臨時怎麼講啊
[00:10:24.000 --> 00:10:25.000]  是不是
[00:10:25.000 --> 00:10:28.000]  不是一定預備了的嘛
[00:10:28.000 --> 00:10:30.000]  這個牧師居然怎樣呢
[00:10:30.000 --> 00:10:32.000]  他walk out
[00:10:32.000 --> 00:10:34.000]  walk out 出到去
[00:10:34.000 --> 00:10:36.000]  去到禮堂
[00:10:36.000 --> 00:10:37.000]  看一看
[00:10:37.000 --> 00:10:40.000]  都坐得七七八八
[00:10:40.000 --> 00:10:44.000]  那個堂的主任就走來跟他
[00:10:44.000 --> 00:10:47.000]  嗨 李牧師
[00:10:47.000 --> 00:10:48.000]  你到了
[00:10:48.000 --> 00:10:51.000]  OK 時間都OK的
[00:10:51.000 --> 00:10:56.000]  我們還會有唱詩 敬拜 讀經
[00:10:56.000 --> 00:10:57.000]  都像我們這裡這樣
[00:10:57.000 --> 00:11:00.000]  起碼都要到二十分鐘後
[00:11:00.000 --> 00:11:01.000]  才把時間交給你
[00:11:01.000 --> 00:11:04.000]  你坐一坐 喝杯水 上一間
[00:11:04.000 --> 00:11:06.000]  他就上一間出來
[00:11:06.000 --> 00:11:11.000]  他坐下了
[00:11:11.000 --> 00:11:13.000]  我告訴你
[00:11:13.000 --> 00:11:16.000]  他坐下之後他渾身不安樂
[00:11:16.000 --> 00:11:18.000]  為什麼
[00:11:18.000 --> 00:11:20.000]  因為他想想
[00:11:20.000 --> 00:11:23.000]  我搞得人家廁所這麼麻煩
[00:11:23.000 --> 00:11:25.000]  我又walk out了
[00:11:25.000 --> 00:11:27.000]  如果一會有人在那裡講
[00:11:27.000 --> 00:11:29.000]  主席問
[00:11:29.000 --> 00:11:32.000]  剛才有個洗手間
[00:11:32.000 --> 00:11:35.000]  整地都是嘔吐物
[00:11:35.000 --> 00:11:36.000]  各位弟兄姊妹
[00:11:36.000 --> 00:11:37.000]  我們不要這樣
[00:11:37.000 --> 00:11:39.000]  如果你是你的
[00:11:39.000 --> 00:11:41.000]  麻煩你一會崇拜完之後
[00:11:41.000 --> 00:11:43.000]  出來告訴幹事
[00:11:43.000 --> 00:11:45.000]  起碼你都要跟幹事
[00:11:45.000 --> 00:11:48.000]  apologize
[00:11:48.000 --> 00:11:51.000]  他幫你收拾東西
[00:11:51.000 --> 00:11:54.000]  這個牧師怎麼樣
[00:11:54.000 --> 00:11:56.000]  他還坐在那裡嗎
[00:11:56.000 --> 00:12:00.000]  還是他walk out去清潔廁所
[00:12:00.000 --> 00:12:03.000]  你猜他怎麼做
[00:12:03.000 --> 00:12:06.000]  這個牧師
[00:12:06.000 --> 00:12:10.000]  他心裡一直很不舒服
[00:12:10.000 --> 00:12:11.000]  於是乎
[00:12:11.000 --> 00:12:13.000]  看看時間
[00:12:13.000 --> 00:12:15.000]  還有大約
[00:12:15.000 --> 00:12:17.000]  五分鐘就輪到我要講道了
[00:12:17.000 --> 00:12:19.000]  唱著最後一首歌
[00:12:19.000 --> 00:12:21.000]  快要讀經了
[00:12:21.000 --> 00:12:22.000]  一讀經就到我講道了
[00:12:22.000 --> 00:12:24.000]  五分鐘
[00:12:24.000 --> 00:12:26.000]  唉 一聲
[00:12:26.000 --> 00:12:30.000]  他說如果我不出去搞掂廁所
[00:12:30.000 --> 00:12:34.000]  我怎麼講道
[00:12:34.000 --> 00:12:36.000]  雖然沒有人
[00:12:36.000 --> 00:12:38.000]  或者會知道是他嘔的
[00:12:38.000 --> 00:12:42.000]  起碼廁所應該沒有閉路電視看著
[00:12:42.000 --> 00:12:44.000]  但他心裡不安樂
[00:12:44.000 --> 00:12:46.000]  因為他心裡
[00:12:46.000 --> 00:12:48.000]  是信服神的
[00:12:48.000 --> 00:12:50.000]  所以聖靈在他裡面
[00:12:50.000 --> 00:12:54.000]  責備他
[00:12:54.000 --> 00:12:57.000]  他就走出去
[00:12:57.000 --> 00:13:00.000]  搞掂了他
[00:13:00.000 --> 00:13:02.000]  回來之後
[00:13:02.000 --> 00:13:05.000]  剛剛輪到他差不多
[00:13:05.000 --> 00:13:10.000]  你猜這個牧師是誰呢
[00:13:10.000 --> 00:13:12.000]  是不是我
[00:13:12.000 --> 00:13:17.000]  我姓李嗎
[00:13:17.000 --> 00:13:21.000]  如果你真的想知道
[00:13:21.000 --> 00:13:23.000]  送花完了
[00:13:23.000 --> 00:13:26.000]  我告訴你
[00:13:26.000 --> 00:13:28.000]  如果那個姓呢
[00:13:28.000 --> 00:13:30.000]  都不是我的姓
[00:13:30.000 --> 00:13:32.000]  這樣是不是嘔呢
[00:13:32.000 --> 00:13:34.000]  都未必是
[00:13:34.000 --> 00:13:38.000]  唉 很迷惑
[00:13:38.000 --> 00:13:42.000]  牧師你講來幹什麼
[00:13:42.000 --> 00:13:44.000]  現在有很多時間
[00:13:44.000 --> 00:13:46.000]  是不是只有三節聖經
[00:13:46.000 --> 00:13:48.000]  又不用煮餐
[00:13:48.000 --> 00:13:50.000]  所以你講這麼多無謂的東西呢
[00:13:50.000 --> 00:13:52.000]  不是的
[00:13:52.000 --> 00:13:54.000]  我真的不是
[00:13:54.000 --> 00:13:56.000]  其實是一個意思
[00:13:56.000 --> 00:13:58.000]  就是我們做人
[00:13:58.000 --> 00:14:00.000]  要行得正站得正
[00:14:00.000 --> 00:14:02.000]  我今早在家裡靈修看聖經
[00:14:02.000 --> 00:14:04.000]  看詩篇第十五篇
[00:14:04.000 --> 00:14:06.000]  剛剛看到第十五篇
[00:14:06.000 --> 00:14:08.000]  我不是預備講道
[00:14:08.000 --> 00:14:10.000]  我只是看聖經
[00:14:10.000 --> 00:14:12.000]  哇 很精彩
[00:14:12.000 --> 00:14:14.000]  很精彩
[00:14:14.000 --> 00:14:16.000]  所以提醒我
[00:14:16.000 --> 00:14:18.000]  我又想到剛才那個故事
[00:14:18.000 --> 00:14:20.000]  不知道是不是故事
[00:14:20.000 --> 00:14:22.000]  不過你如果有心想知道
[00:14:22.000 --> 00:14:24.000]  崇拜人之後你問我
[00:14:24.000 --> 00:14:26.000]  我一定講給你聽
[00:14:26.000 --> 00:14:28.000]  但通常我說完這些東西
[00:14:28.000 --> 00:14:30.000]  崇拜人問我都沒有人問我
[00:14:30.000 --> 00:14:32.000]  你看這裡神是怎樣的一位神呢
[00:14:32.000 --> 00:14:34.000]  他在路中責備他們
[00:14:34.000 --> 00:14:36.000]  在烈路中驚嚇他們
[00:14:36.000 --> 00:14:38.000]  我已經在石安
[00:14:38.000 --> 00:14:40.000]  我的聖山高立了我的君王
[00:14:40.000 --> 00:14:42.000]  這裡三節提到我
[00:14:42.000 --> 00:14:44.000]  神說我我我
[00:14:44.000 --> 00:14:46.000]  什麼意思呢
[00:14:46.000 --> 00:14:48.000]  神是下了決心的
[00:14:48.000 --> 00:14:50.000]  神下了決心要做的事
[00:14:50.000 --> 00:14:52.000]  有沒有人能夠攔阻神呢
[00:14:52.000 --> 00:14:54.000]  是沒有的
[00:14:54.000 --> 00:14:56.000]  是沒有人能夠抵擋神
[00:14:56.000 --> 00:14:58.000]  包括魔鬼撒旦
[00:14:58.000 --> 00:15:00.000]  都不能夠抵擋神
[00:15:02.000 --> 00:15:04.000]  接著第七節
[00:15:04.000 --> 00:15:06.000]  我要傳耶和華的聖旨
[00:15:06.000 --> 00:15:08.000]  祂對我說你是我的兒子
[00:15:08.000 --> 00:15:10.000]  我今天生了你
[00:15:10.000 --> 00:15:12.000]  我們講過的
[00:15:12.000 --> 00:15:14.000]  生了他不是等於說
[00:15:14.000 --> 00:15:16.000]  今天生出來了
[00:15:16.000 --> 00:15:18.000]  其實這個在那時代裏
[00:15:18.000 --> 00:15:20.000]  在聖經的時代裏
[00:15:20.000 --> 00:15:22.000]  原來一個君王登基
[00:15:22.000 --> 00:15:26.000]  都是用這個稱呼的
[00:15:26.000 --> 00:15:28.000]  登基
[00:15:28.000 --> 00:15:30.000]  所以不是說
