
[00:00:00.000 --> 00:00:07.000]  我今天會用一個新的方法跟大家分享
[00:02:46.000 --> 00:02:49.000]  我剛才說在舊約是七次這麼多
[00:02:49.000 --> 00:02:51.000]  這些沒甚麼好講的
[00:02:51.000 --> 00:02:55.000]  不是你強行說七次是有特別意思的
[00:02:55.000 --> 00:02:57.000]  由舊約到新約
[00:02:57.000 --> 00:03:01.000]  七次是有神一個很特別的意義
[00:03:01.000 --> 00:03:03.000]  但這裏的對象是誰呢?
[00:03:03.000 --> 00:03:08.000]  「他們唱著新歌說你配取書卷,配拆開封印,因為你曾被殺」
[00:03:08.000 --> 00:03:11.000]  這個肯定是說耶穌基督
[00:03:11.000 --> 00:03:13.000]  不是說耶和華神
[00:03:13.000 --> 00:03:15.000]  不是說聖父
[00:03:15.000 --> 00:03:18.000]  聖父從來都沒有被殺過
[00:03:18.000 --> 00:03:20.000]  所以又一次看得到
[00:03:20.000 --> 00:03:24.000]  在舊約怎樣唱「新歌」
[00:03:24.000 --> 00:03:26.000]  歌頌神的救贖
[00:03:26.000 --> 00:03:28.000]  去到新約的時候
[00:03:28.000 --> 00:03:33.000]  這個歌頌往往就放在耶穌基督的身上
[00:03:33.000 --> 00:03:36.000]  我可以告訴你們
[00:03:36.000 --> 00:03:38.000]  可能你會覺得牧師你很沉悶
[00:03:38.000 --> 00:03:42.000]  為甚麼你經常都要千方百計
[00:03:42.000 --> 00:03:47.000]  經常都要強調耶穌基督是三位一體的神
[00:03:47.000 --> 00:03:48.000]  為甚麼你這麼強調呢?
[00:03:48.000 --> 00:03:50.000]  我告訴大家,我不知道你們有沒有人聽過
[00:03:50.000 --> 00:03:53.000]  今年香港的書展有沒有人去過?
[00:03:53.000 --> 00:03:55.000]  今年有沒有去過?
[00:03:55.000 --> 00:03:58.000]  鴨頭?我不是要鴨頭,我要舉手
[00:03:58.000 --> 00:04:01.000]  一隻,兩隻,兩夫婦一起去
[00:04:01.000 --> 00:04:03.000]  又一位
[00:04:03.000 --> 00:04:06.000]  我想說甚麼呢?報紙,我今年不去
[00:04:06.000 --> 00:04:09.000]  因為其實我很心虧
[00:04:09.000 --> 00:04:12.000]  要我去這麼遠,我真的不想去
[00:04:12.000 --> 00:04:13.000]  我一年一定要去哪個呢?
[00:04:13.000 --> 00:04:15.000]  就去街坊福利會那個
[00:04:15.000 --> 00:04:17.000]  尖沙咀街坊福利會那個,那個我會去
[00:04:17.000 --> 00:04:21.000]  我去就掃貨了
[00:04:21.000 --> 00:04:24.000]  我聽聞,其實不是聽聞,是事實
[00:04:24.000 --> 00:04:27.000]  因為報紙賣過不止一次,Facebook也有
[00:04:27.000 --> 00:04:31.000]  原來今年有耶和華見證人的攤位
[00:04:31.000 --> 00:04:33.000]  有沒有看到?
[00:04:33.000 --> 00:04:36.000]  沒有看到?是真的
[00:04:36.000 --> 00:04:39.000]  不止耶和華見證人,我相信還有其他一些的
[00:04:39.000 --> 00:04:42.000]  我們稱為異端的都有
[00:04:42.000 --> 00:04:44.000]  不過他們的名字大家可能不太熟悉
[00:04:44.000 --> 00:04:47.000]  而甚至他們是到處去派那些
[00:04:47.000 --> 00:04:49.000]  免費派的
[00:04:49.000 --> 00:04:52.000]  他們耶和華見證人派的,Watchtower
[00:04:52.000 --> 00:04:55.000]  那些叫守望台,那類的東西
[00:04:55.000 --> 00:04:59.000]  免費的,免費的人當然容易得到
[00:04:59.000 --> 00:05:02.000]  你看看這些異端多麼厲害
[00:05:02.000 --> 00:05:05.000]  他們就不接受三位一體,聖父、聖子、聖靈
[00:05:05.000 --> 00:05:08.000]  三位一體的神,他們不接受耶穌基督
[00:05:08.000 --> 00:05:12.000]  神的兒子是三位一體的神,他們不接受的
[00:05:12.000 --> 00:05:16.000]  正如我說我的菲傭,她非常好的
[00:05:16.000 --> 00:05:18.000]  好得很重要,又聰明
[00:05:18.000 --> 00:05:21.000]  真的很聰明,有什麼壞了呢?
[00:05:21.000 --> 00:05:24.000]  她搞得定的,我對門壞了,她搞得定
[00:05:24.000 --> 00:05:26.000]  我對鐵閘壞了,她搞得定
[00:05:26.000 --> 00:05:29.000]  我對系統呢,她自己SIR出來,她又搞定
[00:05:29.000 --> 00:05:31.000]  是電的東西我不准她搞
[00:05:31.000 --> 00:05:34.000]  電的東西搞很嚴重的
[00:05:34.000 --> 00:05:36.000]  有什麼呢?我就會說
[00:05:36.000 --> 00:05:39.000]  阿Jane,她叫Jane,J-A-N-E,Jane
[00:05:39.000 --> 00:05:41.000]  我叫她阿Jane
[00:05:41.000 --> 00:05:44.000]  阿Jane,用你這裡,搞定她
[00:05:44.000 --> 00:05:46.000]  她通常都搞定的
[00:05:46.000 --> 00:05:49.000]  我也搞不定的,她搞得定的
[00:05:49.000 --> 00:05:51.000]  我在說家裡的東西
[00:05:51.000 --> 00:05:53.000]  但她是耶和華見證人
[00:05:53.000 --> 00:05:56.000]  我不可以每天去逼迫她
[00:05:56.000 --> 00:05:58.000]  偶爾我會跟她談
[00:05:58.000 --> 00:06:00.000]  最近前個星期,我就跟她說
[00:06:00.000 --> 00:06:03.000]  那些動物死了,可不可以上天堂這個問題
[00:06:03.000 --> 00:06:05.000]  她說不行
[00:06:05.000 --> 00:06:09.000]  我說你去研究一下羅馬書八章二十一節
[00:06:09.000 --> 00:06:11.000]  糟了,我現在腦袋都忘記了
[00:06:11.000 --> 00:06:13.000]  是二十一節應該是,八章二十一節應該是差不多
[00:06:13.000 --> 00:06:15.000]  我說你去研究一下
[00:06:15.000 --> 00:06:17.000]  回去問一下你的長老
[00:06:17.000 --> 00:06:20.000]  然後到星期一我就問她
[00:06:20.000 --> 00:06:22.000]  阿Jane,你想通了沒有?
[00:06:22.000 --> 00:06:24.000]  有沒有用到這裡,想通了沒有?
[00:06:24.000 --> 00:06:26.000]  有沒有問長老?
[00:06:26.000 --> 00:06:29.000]  她說我問了長老,長老說要遲一點才回答我
[00:06:29.000 --> 00:06:32.000]  我會有時跟她去談一下聖經的東西
[00:06:32.000 --> 00:06:36.000]  談一下耶穌是Alpha and Omega
[00:06:36.000 --> 00:06:38.000]  耶和華神又是Alpha and Omega
[00:06:38.000 --> 00:06:41.000]  有什麼可能耶穌如果祂只不過是一個天使
[00:06:41.000 --> 00:06:43.000]  很高層次的天使
[00:06:43.000 --> 00:06:46.000]  祂有什麼可能是Alpha and Omega呢?
[00:06:46.000 --> 00:06:51.000]  有什麼可能祂在這個創造宇宙物物之先已經存在呢?
[00:06:51.000 --> 00:06:53.000]  Anyway,好
[00:06:53.000 --> 00:06:55.000]  這裡說到有一次就看見
[00:06:55.000 --> 00:06:59.000]  在舊約裡面如何將這個新歌
[00:06:59.000 --> 00:07:01.000]  是歌頌耶和華神的救恩
[00:07:01.000 --> 00:07:03.000]  在這裡他們唱著新歌
[00:07:03.000 --> 00:07:05.000]  說你配取書卷
[00:07:05.000 --> 00:07:07.000]  配拆開封印
[00:07:07.000 --> 00:07:09.000]  因為你曾被殺
[00:07:09.000 --> 00:07:10.000]  曾用你的血
[00:07:10.000 --> 00:07:13.000]  從各支派,各方言,各民族,各邦國
[00:07:13.000 --> 00:07:16.000]  把人買來歸給神
[00:07:16.000 --> 00:07:20.000]  好了,這堆經文我不讀給大家聽了
[00:07:20.000 --> 00:07:23.000]  啟示錄第五章第九節和第十節的新歌
[00:07:23.000 --> 00:07:27.000]  是歌頌高揚被殺為救贖世人
[00:07:27.000 --> 00:07:29.000]  這個新字是什麼新字呢?
[00:07:29.000 --> 00:07:32.000]  我昨天跟你說過有兩個新字的
[00:07:32.000 --> 00:07:35.000]  原來這個在這裡用的新字
[00:07:35.000 --> 00:07:37.000]  那個本質上的新
[00:07:37.000 --> 00:07:39.000]  什麼叫做本質上的新呢?
[00:07:39.000 --> 00:07:42.000]  它的原文就叫做Canos,New
[00:07:42.000 --> 00:07:44.000]  是新,未用過的
[00:07:44.000 --> 00:07:47.000]  或者是奇特,或者是很出眾的
[00:07:47.000 --> 00:07:49.000]  奇特,或者是很出眾的
[00:07:49.000 --> 00:07:51.000]  那這一種的新
[00:07:51.000 --> 00:07:53.000]  那我給大家一個例子
[00:07:53.000 --> 00:07:54.000]  很有趣的
[00:07:54.000 --> 00:07:56.000]  這一節經文路加福音五章三十八節
[00:07:56.000 --> 00:07:57.000]  看到嗎?
[00:07:57.000 --> 00:07:59.000]  我給你的經文第二節
[00:07:59.000 --> 00:08:01.000]  看到嗎?路加福音五章三十八節
[00:08:01.000 --> 00:08:03.000]  它說相反地
[00:08:03.000 --> 00:08:06.000]  新酒必須裝在新皮袋裡
[00:08:06.000 --> 00:08:08.000]  那這裡是不是有兩個新字呢?
[00:08:08.000 --> 00:08:09.000]  是不是?
[00:08:09.000 --> 00:08:11.000]  新酒必裝在新皮袋裡
[00:08:11.000 --> 00:08:14.000]  我相信大家很多頂節目都聽過
[00:08:14.000 --> 00:08:16.000]  這個經文
[00:08:16.000 --> 00:08:17.000]  耶穌說的一個比喻
[00:08:17.000 --> 00:08:21.000]  新的酒要裝在新的皮袋裡
[00:08:21.000 --> 00:08:23.000]  第一個新字呢
[00:08:23.000 --> 00:08:24.000]  就是Neos
[00:08:24.000 --> 00:08:25.000]  第一個新字是什麼呢?
[00:08:25.000 --> 00:08:29.000]  就不是這個剛剛給你的那個叫做Canos
[00:08:29.000 --> 00:08:30.000]  不是這個
[00:08:30.000 --> 00:08:32.000]  不是K-A-I-N-O-S
[00:08:32.000 --> 00:08:33.000]  不是這個
[00:08:33.000 --> 00:08:34.000]  是什麼呢?
[00:08:34.000 --> 00:08:36.000]  就是N-E-O-S
[00:08:36.000 --> 00:08:37.000]  那第一個新是什麼呢?
[00:08:37.000 --> 00:08:38.000]  第一個新呢
[00:08:38.000 --> 00:08:42.000]  就是剛剛做好的酒
[00:08:42.000 --> 00:08:44.000]  大家知道什麼叫做剛剛做好的酒嗎?
[00:08:44.000 --> 00:08:49.000]  我最近聽心機就不知道有人教人
[00:08:49.000 --> 00:08:51.000]  就不知道用些什麼
[00:08:51.000 --> 00:08:52.000]  我記得了
[00:08:52.000 --> 00:08:53.000]  我不是聽心機
[00:08:53.000 --> 00:08:54.000]  我是看電視
[00:08:54.000 --> 00:08:56.000]  看到一些那些的
[00:08:56.000 --> 00:08:58.000]  土人
[00:08:58.000 --> 00:09:00.000]  不知道什麼地方的土人
[00:09:00.000 --> 00:09:01.000]  他們呢
[00:09:01.000 --> 00:09:03.000]  就是沒什麼衣服穿的那些土人
[00:09:03.000 --> 00:09:04.000]  有褲子的
[00:09:04.000 --> 00:09:06.000]  不過那些褲子是他們做的那些褲子
[00:09:06.000 --> 00:09:07.000]  那他們呢
[00:09:07.000 --> 00:09:09.000]  就不知道走去拿些什麼東西
[00:09:09.000 --> 00:09:10.000]  搞一搞
[00:09:10.000 --> 00:09:11.000]  就
[00:09:11.000 --> 00:09:14.000]  我覺得很難看
[00:09:14.000 --> 00:09:16.000]  好像不是很乾淨
[00:09:16.000 --> 00:09:17.000]  那他們呢
[00:09:17.000 --> 00:09:19.000]  就會放在瓶子裡蓋著
[00:09:19.000 --> 00:09:21.000]  他說過了幾天
[00:09:21.000 --> 00:09:24.000]  就會發酵成為酒
[00:09:24.000 --> 00:09:26.000]  他說會發酵成為酒
[00:09:26.000 --> 00:09:28.000]  這些就是酒
[00:09:28.000 --> 00:09:31.000]  那當它剛剛發酵成為酒
[00:09:31.000 --> 00:09:33.000]  它打下去的時候還不是
[00:09:33.000 --> 00:09:34.000]  過了幾天
[00:09:34.000 --> 00:09:35.000]  或者一個禮拜
[00:09:35.000 --> 00:09:36.000]  它變成酒的時候
[00:09:36.000 --> 00:09:37.000]  那些就叫做新酒
[00:09:37.000 --> 00:09:38.000]  明白什麼叫做新酒嗎?
[00:09:38.000 --> 00:09:40.000]  新酒就是剛剛做好的酒
[00:09:40.000 --> 00:09:43.000]  剛剛做好的這個字
[00:09:43.000 --> 00:09:44.000]  剛剛這個字呢
[00:09:44.000 --> 00:09:46.000]  是有時間性的
[00:09:46.000 --> 00:09:48.000]  什麼叫做剛剛啊?
[00:09:48.000 --> 00:09:51.000]  啊!我剛剛在外面認識了一個弟兄啊
[00:09:51.000 --> 00:09:53.000]  那就是不是上個禮拜了
[00:09:53.000 --> 00:09:54.000]  是不是?
[00:09:54.000 --> 00:09:55.000]  就是比較recent
[00:09:55.000 --> 00:09:56.000]  就是剛剛
[00:09:56.000 --> 00:09:58.000]  就是剛剛剛進來崇拜之前
[00:09:58.000 --> 00:09:59.000]  我見到一個人
[00:09:59.000 --> 00:10:00.000]  我跟他聊天
[00:10:00.000 --> 00:10:01.000]  啊!我剛剛認識了一個人
[00:10:01.000 --> 00:10:02.000]  真的啊!我剛剛認識了一個人
[00:10:02.000 --> 00:10:04.000]  那就是剛剛的剛剛
[00:10:04.000 --> 00:10:05.000]  就是recent
[00:10:05.000 --> 00:10:07.000]  這個就叫做new
[00:10:07.000 --> 00:10:09.000]  I meet a new friend
[00:10:09.000 --> 00:10:11.000]  這個新的朋友
[00:10:11.000 --> 00:10:13.000]  但是呢
[00:10:13.000 --> 00:10:16.000]  他說新酒就是這樣新法
[00:10:16.000 --> 00:10:19.000]  必須裝在新皮袋裡
[00:10:19.000 --> 00:10:20.000]  這個新字呢
[00:10:20.000 --> 00:10:21.000]  第二個新字呢
[00:10:21.000 --> 00:10:23.000]  就是叫做canos
[00:10:23.000 --> 00:10:25.000]  那就是怎樣啊?
[00:10:25.000 --> 00:10:26.000]  新皮袋
[00:10:26.000 --> 00:10:27.000]  什麼叫新皮袋啊?
[00:10:27.000 --> 00:10:29.000]  原來新的皮袋呢
[00:10:29.000 --> 00:10:31.000]  我看見呢
[00:10:31.000 --> 00:10:33.000]  這個是阿娟
[00:10:33.000 --> 00:10:35.000]  你旁邊不是有個袋子嗎?
[00:10:35.000 --> 00:10:37.000]  我知道這個袋子呢
[00:10:37.000 --> 00:10:40.000]  你是今天第一次用的
[00:10:40.000 --> 00:10:41.000]  說是吧
[00:10:41.000 --> 00:10:43.000]  但是這個袋子呢
[00:10:43.000 --> 00:10:45.000]  是三年前
[00:10:45.000 --> 00:10:47.000]  你有一個姓梁的男性朋友
[00:10:47.000 --> 00:10:48.000]  送給你的
[00:10:48.000 --> 00:10:49.000]  是不是?又說是吧
[00:10:49.000 --> 00:10:51.000]  那意思是什麼呢?
[00:10:51.000 --> 00:10:53.000]  牧師最喜歡冤枉人的嘛
[00:10:53.000 --> 00:10:55.000]  這個袋子
[00:10:55.000 --> 00:10:57.000]  是三年前人家送給他的
[00:10:57.000 --> 00:10:59.000]  還新不新啊?
[00:10:59.000 --> 00:11:01.000]  不新!是不是?
[00:11:01.000 --> 00:11:03.000]  用時間性來說
[00:11:03.000 --> 00:11:05.000]  嘩!很舊了
[00:11:05.000 --> 00:11:07.000]  這個款式已經
[00:11:07.000 --> 00:11:09.000]  雖然是LV
[00:11:09.000 --> 00:11:10.000]  但是呢
[00:11:10.000 --> 00:11:11.000]  很舊款式
[00:11:11.000 --> 00:11:12.000]  這個三年前
[00:11:12.000 --> 00:11:14.000]  明白我說什麼嗎?
[00:11:14.000 --> 00:11:16.000]  但是他從來沒有用過
[00:11:16.000 --> 00:11:18.000]  今天是特別的日子
[00:11:18.000 --> 00:11:20.000]  所以他拿回來用
[00:11:20.000 --> 00:11:22.000]  是他人家三年前
[00:11:22.000 --> 00:11:24.000]  這個姓梁的男性朋友
[00:11:24.000 --> 00:11:25.000]  我講明了
[00:11:25.000 --> 00:11:26.000]  送給他
[00:11:26.000 --> 00:11:27.000]  他從來都沒有用
[00:11:27.000 --> 00:11:29.000]  因為今天他又約了這個男性朋友嘛
[00:11:29.000 --> 00:11:31.000]  所以他特意帶去給人家看
[00:11:31.000 --> 00:11:33.000]  我用你送給我的袋子
[00:11:33.000 --> 00:11:34.000]  今天是他第一次用的
[00:11:34.000 --> 00:11:35.000]  新啊!
[00:11:35.000 --> 00:11:37.000]  明不明白新的意思啊?
[00:11:37.000 --> 00:11:38.000]  你理解
[00:11:38.000 --> 00:11:40.000]  其實這次聖經就是這樣
[00:11:40.000 --> 00:11:41.000]  他說新的酒
[00:11:41.000 --> 00:11:44.000]  剛剛造完出來的酒
[00:11:44.000 --> 00:11:46.000]  原來造完出來的酒
[00:11:46.000 --> 00:11:49.000]  據說還會發酵的
[00:11:49.000 --> 00:11:52.000]  可能還會產生氣
[00:11:52.000 --> 00:11:55.000]  這是以前讀聖經的時候說的
[00:11:55.000 --> 00:11:57.000]  有時候你的袋子
[00:11:57.000 --> 00:11:59.000]  裝酒的袋子
[00:11:59.000 --> 00:12:01.000]  用袋子來裝酒嘛
[00:12:01.000 --> 00:12:03.000]  久了可能會硬了
[00:12:03.000 --> 00:12:04.000]  被子久了可能會硬了
[00:12:04.000 --> 00:12:05.000]  不是啊
[00:12:05.000 --> 00:12:06.000]  我們的被子越用越軟
[00:12:06.000 --> 00:12:07.000]  那些是好東西
[00:12:07.000 --> 00:12:09.000]  那麼硬的時候
[00:12:09.000 --> 00:12:11.000]  它不能夠伸展
[00:12:11.000 --> 00:12:12.000]  不能夠伸展
[00:12:12.000 --> 00:12:14.000]  它是不是很容易會裂啊
[00:12:14.000 --> 00:12:15.000]  會漏啊
[00:12:15.000 --> 00:12:16.000]  所以這句聖經
[00:12:16.000 --> 00:12:18.000]  耶穌講的裡面
[00:12:18.000 --> 00:12:19.000]  就是新皮袋呢
[00:12:19.000 --> 00:12:21.000]  這個皮袋的新
[00:12:21.000 --> 00:12:23.000]  是沒用過的
[00:12:23.000 --> 00:12:25.000]  沒用過那種的新
[00:12:25.000 --> 00:12:26.000]  同一句聖經裡面
[00:12:26.000 --> 00:12:27.000]  有兩個新字
[00:12:27.000 --> 00:12:29.000]  一個是剛剛製造出來的酒
[00:12:29.000 --> 00:12:30.000]  他放一個
[00:12:30.000 --> 00:12:31.000]  是新的
[00:12:31.000 --> 00:12:32.000]  沒用過的袋子裡
[00:12:32.000 --> 00:12:33.000]  皮的袋子裡
[00:12:33.000 --> 00:12:35.000]  那麼它就夠堅硬
[00:12:35.000 --> 00:12:36.000]  夠堅固
[00:12:36.000 --> 00:12:37.000]  這樣的意思
[00:12:37.000 --> 00:12:39.000]  所以這兩個新字是不同的
[00:12:39.000 --> 00:12:42.000]  或者我再給多一兩節聖經
[00:12:42.000 --> 00:12:43.000]  快一點的
[00:12:43.000 --> 00:12:44.000]  在耶穌釘十字架的地方
[00:12:44.000 --> 00:12:45.000]  有一個原子
[00:12:45.000 --> 00:12:46.000]  這個正啊
[00:12:46.000 --> 00:12:47.000]  這個正啊
[00:12:47.000 --> 00:12:49.000]  原子裡有一座新墳墓
[00:12:49.000 --> 00:12:51.000]  是從來沒有撞過人的
[00:12:51.000 --> 00:12:53.000]  這個很有意思啊
[00:12:53.000 --> 00:12:55.000]  記不記得那個叫阿彌米泰啊
[00:12:55.000 --> 00:12:57.000]  阿彌米泰的
[00:12:57.000 --> 00:12:58.000]  是不是叫阿彌米泰啊
[00:12:58.000 --> 00:13:00.000]  我真的不記得了
[00:13:00.000 --> 00:13:02.000]  他那個墓呢
[00:13:02.000 --> 00:13:03.000]  一個有錢的人
[00:13:03.000 --> 00:13:06.000]  他有個墳墓嘛
[00:13:06.000 --> 00:13:08.000]  那是他自己
[00:13:08.000 --> 00:13:09.000]  不是叫自掘墳墓
[00:13:09.000 --> 00:13:11.000]  他預備另一個墳墓給自己
[00:13:11.000 --> 00:13:13.000]  那他有沒有用過呢
[00:13:13.000 --> 00:13:14.000]  當然沒有了
[00:13:14.000 --> 00:13:16.000]  用過他怎麼可以說
[00:13:16.000 --> 00:13:18.000]  我拿去給耶穌來做安葬呢
[00:13:18.000 --> 00:13:20.000]  對不對啊
[00:13:20.000 --> 00:13:21.000]  大家明白嗎
[00:13:21.000 --> 00:13:22.000]  大家睡醒了嗎
[00:13:22.000 --> 00:13:24.000]  所以那個墳墓是不是新的
[00:13:24.000 --> 00:13:26.000]  不是新掘的
[00:13:26.000 --> 00:13:28.000]  但是從來沒有人用過
[00:13:28.000 --> 00:13:30.000]  是新正的
[00:13:30.000 --> 00:13:32.000]  新束束的我們叫做
[00:13:32.000 --> 00:13:34.000]  很喜歡牧師
[00:13:34.000 --> 00:13:35.000]  最近有人問我
[00:13:35.000 --> 00:13:37.000]  牧師你有沒有extra small的
[00:13:37.000 --> 00:13:39.000]  紅色的
[00:13:39.000 --> 00:13:41.000]  教會那些polo啊
[00:13:41.000 --> 00:13:43.000]  我說為什麼要問啊
[00:13:43.000 --> 00:13:45.000]  他說因為不知道有哪個
[00:13:45.000 --> 00:13:46.000]  哪個姐妹需要
[00:13:46.000 --> 00:13:48.000]  就想徵用你那件
[00:13:48.000 --> 00:13:49.000]  不過呢
[00:13:49.000 --> 00:13:50.000]  他也有一件
[00:13:50.000 --> 00:13:51.000]  但又不是在石門
[00:13:51.000 --> 00:13:52.000]  我不知道
[00:13:52.000 --> 00:13:53.000]  他講了一大輪故事給我聽
[00:13:53.000 --> 00:13:54.000]  我說行了行了
[00:13:54.000 --> 00:13:55.000]  總之呢
[00:13:55.000 --> 00:13:56.000]  我給他這件
[00:13:56.000 --> 00:13:58.000]  不過還沒穿過
[00:13:58.000 --> 00:13:59.000]  可以還沒穿過
[00:13:59.000 --> 00:14:01.000]  在袋子裡面
[00:14:01.000 --> 00:14:02.000]  我這件買了
[00:14:02.000 --> 00:14:04.000]  自從這些衣服一來的時候
[00:14:04.000 --> 00:14:05.000]  我已經買了
[00:14:05.000 --> 00:14:07.000]  放在這裡而已
[00:14:07.000 --> 00:14:08.000]  是不是新啊
[00:14:08.000 --> 00:14:09.000]  那是新的
[00:14:09.000 --> 00:14:10.000]  我還沒穿過
[00:14:10.000 --> 00:14:12.000]  但不是新買的
[00:14:12.000 --> 00:14:13.000]  可能是兩個月前
[00:14:13.000 --> 00:14:14.000]  三個月前
[00:14:14.000 --> 00:14:15.000]  大家明白這個意思了
[00:14:15.000 --> 00:14:17.000]  OK 好
[00:14:17.000 --> 00:14:18.000]  OK 既然是這樣
[00:14:18.000 --> 00:14:21.000]  我不再講這麼多經文了
[00:14:21.000 --> 00:14:24.000]  其實裡面有很多很好的東西
[00:14:24.000 --> 00:14:26.000]  因為今天那張紙
[00:14:26.000 --> 00:14:27.000]  分開了前後
[00:14:27.000 --> 00:14:28.000]  很糟糕
[00:14:28.000 --> 00:14:29.000]  好了
[00:14:29.000 --> 00:14:32.000]  好了 去到另外一個新字
[00:14:32.000 --> 00:14:34.000]  另外一個新字呢
[00:14:34.000 --> 00:14:36.000]  就是英文那裡寫著
[00:14:36.000 --> 00:14:37.000]  在後面那二頁
[00:14:37.000 --> 00:14:38.000]  Another Greek word for "new"
[00:14:38.000 --> 00:14:39.000]  is "neos"
[00:14:39.000 --> 00:14:42.000]  usually used for chronological newness
[00:14:42.000 --> 00:14:44.000]  什麼叫 chronological newness
[00:14:44.000 --> 00:14:46.000]  chronological 意思就是時間性
[00:14:46.000 --> 00:14:48.000]  就是排著時間來排隊
[00:14:48.000 --> 00:14:49.000]  那種的 newness
[00:14:49.000 --> 00:14:50.000]  或者是 recent
[00:14:50.000 --> 00:14:51.000]  或者是 young
[00:14:51.000 --> 00:14:53.000]  recent 或者是 young
[00:14:53.000 --> 00:14:56.000]  剛才有個弟兄在外面
[00:14:56.000 --> 00:15:00.000]  擺了唱歌的 DVD 還是 CD 在那裡
[00:15:00.000 --> 00:15:01.000]  那我看一看
[00:15:01.000 --> 00:15:02.000]  什麼來的
[00:15:02.000 --> 00:15:03.000]  他說 不是新的
[00:15:03.000 --> 00:15:04.000]  這個不是新出的
[00:15:04.000 --> 00:15:06.000]  是舊東西而已
[00:15:06.000 --> 00:15:08.000]  即是不是新出的碟
[00:15:08.000 --> 00:15:10.000]  可能是三五年前出的
[00:15:10.000 --> 00:15:12.000]  不是新出的
[00:15:12.000 --> 00:15:13.000]  那這個呢
[00:15:13.000 --> 00:15:14.000]  另外希利文那個字呢
[00:15:14.000 --> 00:15:16.000]  就是這個叫 "neos" 這個字
[00:15:16.000 --> 00:15:18.000]  這個我就不詳細講了
[00:15:18.000 --> 00:15:20.000]  只不過想給大家知道
[00:15:20.000 --> 00:15:21.000]  在這裡
[00:15:21.000 --> 00:15:22.000]  為什麼我這麼強呢
[00:15:22.000 --> 00:15:24.000]  他們唱的那個新歌
