
[00:00:00.000 --> 00:00:04.480]  今年的諾貝爾和平獎
[00:04:32.280 --> 00:04:33.640]  大家都可能知道
[00:04:33.640 --> 00:04:36.840]  割禮,大家可以看創世紀十七章
[00:04:36.840 --> 00:04:38.360]  創世紀十七章
[00:04:38.360 --> 00:04:42.120]  全章都講及割禮的成立和情況
[00:04:42.120 --> 00:04:45.400]  基本上就是神要在他的選民
[00:04:45.400 --> 00:04:46.600]  以色列民當中
[00:04:46.600 --> 00:04:50.840]  百姓的肉體上作一個記號
[00:04:50.840 --> 00:04:53.720]  凡是男丁出生第八天
[00:04:53.720 --> 00:04:58.600]  就要在生殖器官的皮上割一塊皮
[00:04:58.600 --> 00:05:03.400]  證明這是神所屬神的
[00:05:03.400 --> 00:05:05.240]  神選召的
[00:05:05.240 --> 00:05:07.160]  這樣做法
[00:05:07.160 --> 00:05:09.800]  其實神背後是很想這班以色列民
[00:05:09.800 --> 00:05:12.440]  跟他們有一個很親密的關係
[00:05:12.440 --> 00:05:18.120]  然後以色列民要在地上宣揚神
[00:05:18.120 --> 00:05:22.120]  宣揚神的公平公義慈愛這些屬性
[00:05:22.120 --> 00:05:25.960]  然後吸引萬人來歸向他
[00:05:25.960 --> 00:05:28.360]  但以色列民做不到
[00:05:28.360 --> 00:05:30.040]  大家都知道
[00:05:30.040 --> 00:05:33.800]  保羅在這裡告訴一班猶太人
[00:05:33.800 --> 00:05:38.360]  他們是憑人手做割禮
[00:05:38.360 --> 00:05:40.360]  做割禮一定要憑人手
[00:05:40.360 --> 00:05:42.920]  否則突然之間會沒了一塊肉
[00:05:42.920 --> 00:05:44.920]  所以一定是憑人手
[00:05:44.920 --> 00:05:47.160]  當然當時的憑人手
[00:05:47.160 --> 00:05:48.920]  其實是在表達屬於神
[00:05:48.920 --> 00:05:50.600]  現在保羅這樣講
[00:05:50.600 --> 00:05:52.600]  就是告訴猶太人
[00:05:52.600 --> 00:05:54.120]  其實你們真的是憑人手
[00:05:54.120 --> 00:05:56.840]  只有外表
[00:05:56.840 --> 00:06:01.000]  就失卻了神原本屬性的記號
[00:06:01.000 --> 00:06:03.640]  在你們這個割禮要你們做的
[00:06:03.640 --> 00:06:04.920]  要你們想的
[00:06:04.920 --> 00:06:06.200]  你們做不到
[00:06:06.200 --> 00:06:07.720]  所以就說是憑人手
[00:06:07.720 --> 00:06:08.840]  真的是憑人手
[00:06:08.840 --> 00:06:09.960]  很外表的
[00:06:09.960 --> 00:06:11.560]  只餘下外表
[00:06:11.560 --> 00:06:17.480]  就沒了肉體背後的實質內容在當中
[00:06:17.480 --> 00:06:20.360]  所以猶太人覺得自己受割禮
[00:06:20.360 --> 00:06:22.360]  是好的出生
[00:06:22.360 --> 00:06:24.040]  是神的揀選
[00:06:24.040 --> 00:06:26.040]  而在歷史裡面我們看到
[00:06:26.040 --> 00:06:29.240]  除了他們做不到神要他們做的事情之外
[00:06:29.240 --> 00:06:33.160]  他們仍然有三分多分自傲
[00:06:33.160 --> 00:06:38.520]  以致未必看不起不是神的選民
[00:06:38.520 --> 00:06:40.520]  就是外邦人
[00:06:40.520 --> 00:06:46.120]  所以他們跟外邦人形成很多牆
[00:06:46.120 --> 00:06:49.880]  聖經講到拆毀了的牆
[00:06:49.880 --> 00:06:53.160]  這個牆不是單單一種比喻
[00:06:53.160 --> 00:07:00.760]  而是實質上真的有些牆在隔絕著猶太人和外邦人
[00:07:00.760 --> 00:07:05.560]  十四節提到中間隔斷的牆
[00:07:05.560 --> 00:07:09.560]  如果我們看看當時的聖殿
[00:07:09.560 --> 00:07:10.600]  我沒去過
[00:07:10.600 --> 00:07:11.800]  書本有寫
[00:07:11.800 --> 00:07:16.040]  當時的聖殿是在山上高高的
[00:07:16.040 --> 00:07:17.400]  站在上面
[00:07:17.400 --> 00:07:21.640]  而聖殿裡面旁邊有一些怨語
[00:07:21.640 --> 00:07:23.400]  祭司可以住
[00:07:23.400 --> 00:07:28.120]  可以祭一些要服侍主的東西
[00:07:28.120 --> 00:07:34.280]  那裡只有祭司可以進去
[00:07:34.280 --> 00:07:36.840]  然後聖殿的怨語
[00:07:36.840 --> 00:07:38.600]  再外圍一點
[00:07:38.600 --> 00:07:43.800]  是男性猶太人才可以進去
[00:07:43.800 --> 00:07:45.800]  再外圍一點
[00:07:45.800 --> 00:07:50.920]  才是女性猶太人才可以進去
[00:07:50.920 --> 00:07:54.200]  然後有一個台階
[00:07:54.200 --> 00:07:56.600]  走下去有五級樓梯
[00:07:56.600 --> 00:07:58.280]  接著有一個台階
[00:07:58.280 --> 00:08:01.880]  這個台階有一個平台很大
[00:08:01.880 --> 00:08:05.880]  都是猶太人男女在走的
[00:08:05.880 --> 00:08:08.280]  而當中也有一些圍牆
[00:08:08.280 --> 00:08:11.960]  圍著這個地方不准人進入
[00:08:11.960 --> 00:08:14.440]  然後在這個台階再下去
[00:08:14.440 --> 00:08:16.600]  原來有十四級樓梯
[00:08:16.600 --> 00:08:18.680]  再下去有十四級樓梯
[00:08:18.680 --> 00:08:19.880]  一路走下去
[00:08:19.880 --> 00:08:23.160]  下去到差不多地下的地方
[00:08:23.160 --> 00:08:26.840]  接著有幾面牆
[00:08:26.840 --> 00:08:28.920]  是大概五尺高的牆
[00:08:28.920 --> 00:08:31.640]  是攔著入口的
[00:08:31.640 --> 00:08:33.720]  讓你看也很難看上去
[00:08:33.720 --> 00:08:36.280]  要夠五尺高才可以看上去
[00:08:36.280 --> 00:08:37.960]  而牆的附近
[00:08:37.960 --> 00:08:39.240]  又有很多石柱
[00:08:39.240 --> 00:08:40.600]  一條條的柱
[00:08:40.600 --> 00:08:45.560]  那裡刻著很多律法的條文
[00:08:45.560 --> 00:08:47.560]  很多潔淨的條文特別
[00:08:47.560 --> 00:08:50.600]  你上去聖殿的時候要怎樣
[00:08:50.600 --> 00:08:53.320]  洗手或者洗腳或者怎樣
[00:08:53.320 --> 00:08:54.440]  是這樣的
[00:08:54.440 --> 00:08:56.680]  而外邦的人
[00:08:56.680 --> 00:09:02.040]  是只可以在牆的外面
[00:09:02.040 --> 00:09:03.480]  是可以行走的
[00:09:03.480 --> 00:09:06.040]  是絕對不可以越過牆
[00:09:06.040 --> 00:09:07.800]  走上十四級樓梯
[00:09:07.800 --> 00:09:09.720]  更加不可以去到平台
[00:09:09.720 --> 00:09:11.320]  更加不可以走多五級
[00:09:11.320 --> 00:09:14.360]  更加不可以上去上面
[00:09:14.360 --> 00:09:16.360]  而在這些石柱裡面
[00:09:16.360 --> 00:09:20.040]  其中有一些條文是這樣的
[00:09:20.040 --> 00:09:22.280]  外邦人不可以越過這幅牆
[00:09:22.280 --> 00:09:25.800]  抓到就自當負死的責任
[00:09:25.800 --> 00:09:27.880]  這樣寫在那裡
[00:09:27.880 --> 00:09:29.400]  所以如果你不是猶太人
[00:09:29.400 --> 00:09:31.720]  你走過看到這樣寫法
[00:09:31.720 --> 00:09:34.440]  你的感覺如何
[00:09:34.440 --> 00:09:36.360]  我想起讀歷史
[00:09:36.360 --> 00:09:38.840]  以前八國聯軍去到中國
[00:09:38.840 --> 00:09:41.320]  拿了很多甚麼租界甚麼租界
[00:09:41.320 --> 00:09:43.400]  中間動了個牌在那裡
[00:09:43.400 --> 00:09:45.000]  中國人語是甚麼
[00:09:45.000 --> 00:09:47.960]  狗不得進入去
[00:09:47.960 --> 00:09:50.520]  如果中國人一看到你會怎樣
[00:09:50.520 --> 00:09:52.440]  他好像沒說甚麼
[00:09:52.440 --> 00:09:56.600]  但你的感覺其實是很被甚麼
[00:09:56.600 --> 00:09:58.360]  很難說很複雜
[00:09:58.360 --> 00:10:00.600]  很多負面的情緒
[00:10:00.600 --> 00:10:03.480]  其實是一個敵意
[00:10:03.480 --> 00:10:05.000]  所以這些牆
[00:10:05.000 --> 00:10:09.160]  是真的將外邦人和猶太人隔開
[00:10:09.160 --> 00:10:10.920]  現實是這樣的
[00:10:10.920 --> 00:10:12.760]  而且是有敵意
[00:10:12.760 --> 00:10:15.880]  真實的牆在當中有敵意
[00:10:15.880 --> 00:10:17.160]  雖然他沒有打你
[00:10:17.160 --> 00:10:21.320]  不過心裏已經成為很多牆
[00:10:21.320 --> 00:10:23.320]  真是再有一些不好的對話
[00:10:23.320 --> 00:10:24.440]  肯定是甚麼
[00:10:24.440 --> 00:10:26.120]  吵架有衝突
[00:10:26.120 --> 00:10:29.960]  因為這個牆已經在心裏
[00:10:29.960 --> 00:10:33.080]  十五節提到冤仇
[00:10:33.080 --> 00:10:35.000]  耶穌基督廢掉的冤仇
[00:10:35.000 --> 00:10:38.440]  這個冤仇英文是hostility
[00:10:38.440 --> 00:10:42.600]  hostility這個字有冤仇有敵意
[00:10:42.600 --> 00:10:44.840]  有暴力的感覺
[00:10:44.840 --> 00:10:48.200]  說真的很想打
[00:10:48.200 --> 00:10:50.280]  那種氣氛在當中
[00:10:50.280 --> 00:10:53.080]  而這些冤仇
[00:10:53.080 --> 00:10:55.480]  這段聖經強調是由
[00:10:55.480 --> 00:10:59.960]  律法上的規條形成的
[00:10:59.960 --> 00:11:02.120]  剛才我所說的一堆東西
[00:11:02.120 --> 00:11:05.480]  是律法上的規條帶來的
[00:11:05.480 --> 00:11:07.720]  以致在宗教的層面
[00:11:07.720 --> 00:11:09.640]  在社會生活的層面
[00:11:09.640 --> 00:11:13.160]  當時的猶太人和外邦人
[00:11:13.160 --> 00:11:15.400]  是有一個很深的隔膜
[00:11:15.400 --> 00:11:17.000]  而且是根深蒂固的
[00:11:17.000 --> 00:11:18.920]  是幾千年的文化
[00:11:18.920 --> 00:11:20.680]  根深蒂固的
[00:11:20.680 --> 00:11:22.600]  很容易
[00:11:22.600 --> 00:11:24.840]  而且一定造成敵意
[00:11:24.840 --> 00:11:27.400]  動一下手就打
[00:11:27.400 --> 00:11:29.640]  而且人際關係
[00:11:29.640 --> 00:11:33.000]  是有很多問題在當中產生
[00:11:33.000 --> 00:11:34.760]  所以我們要了解
[00:11:34.760 --> 00:11:36.600]  人與人之間
[00:11:36.600 --> 00:11:38.120]  我們不同的背景
[00:11:38.120 --> 00:11:40.840]  不同的信仰、宗教
[00:11:40.840 --> 00:11:42.680]  其實如果處理得不好
[00:11:42.680 --> 00:11:43.720]  是會怎樣?
[00:11:43.720 --> 00:11:46.280]  很容易有牆
[00:11:46.280 --> 00:11:48.760]  很容易會產生冤仇
[00:11:48.760 --> 00:11:50.200]  有敵意
[00:11:50.200 --> 00:11:55.160]  這是要我們非常小心和留意的
[00:11:55.160 --> 00:11:56.520]  我一直看聖經
[00:11:56.520 --> 00:11:59.480]  看到這裡很明顯很簡單
[00:11:59.480 --> 00:12:03.320]  就想起現在的香港的情況
[00:12:03.320 --> 00:12:05.560]  我猜大家現在看甚麼都會想起
[00:12:05.560 --> 00:12:06.440]  因為你出街也是
[00:12:06.440 --> 00:12:07.160]  看新聞也是
[00:12:07.160 --> 00:12:09.320]  看報紙也是這樣
[00:12:09.320 --> 00:12:11.720]  現在叫做雨傘運動
[00:12:11.720 --> 00:12:12.920]  之前是佔中
[00:12:12.920 --> 00:12:16.040]  然後是佔領運動
[00:12:16.040 --> 00:12:18.840]  現在就叫做雨傘運動
[00:12:18.840 --> 00:12:19.960]  我猜大家知道
[00:12:19.960 --> 00:12:24.120]  是在爭取一個更加民主的政制
[00:12:24.120 --> 00:12:25.560]  這個雨傘運動
[00:12:25.560 --> 00:12:28.040]  達到第幾天?
[00:12:28.040 --> 00:12:30.520]  現在到今天
[00:12:30.520 --> 00:12:32.280]  29
[00:12:32.280 --> 00:12:33.560]  第29天
[00:12:33.560 --> 00:12:35.880]  快要一個月了
[00:12:35.880 --> 00:12:37.000]  大家有沒有留意
[00:12:37.000 --> 00:12:41.560]  看到有很多撕裂的現象發生?
[00:12:41.560 --> 00:12:44.120]  我想我們都會看到
[00:12:44.120 --> 00:12:47.720]  很多撕裂的現象來發生
[00:12:47.720 --> 00:12:49.560]  有人正在對壘
[00:12:49.560 --> 00:12:51.720]  最近期最新鮮的
[00:12:51.720 --> 00:12:55.240]  一個佔中的一班人
[00:12:55.240 --> 00:12:57.400]  和反佔中
[00:12:57.400 --> 00:12:59.480]  即是保普選
[00:12:59.480 --> 00:13:02.200]  又對壘了
[00:13:02.200 --> 00:13:03.960]  一班是要做甚麼?
[00:13:03.960 --> 00:13:05.720]  即是做一些民調
[00:13:05.720 --> 00:13:08.440]  有兩個題目給人選
[00:13:08.440 --> 00:13:11.160]  今晚和明晚
[00:13:11.160 --> 00:13:15.160]  7時至10時可以去選
[00:13:15.160 --> 00:13:18.200]  兩個都挺激進的
[00:13:18.200 --> 00:13:20.120]  一個選擇是你贊不贊成
[00:13:20.120 --> 00:13:21.720]  我忘了贊不贊成是甚麼
[00:13:21.720 --> 00:13:24.360]  即是要2016年
[00:13:24.360 --> 00:13:26.520]  當政府考慮的時候要甚麼
[00:13:26.520 --> 00:13:29.880]  要這個功能組別不要
[00:13:29.880 --> 00:13:33.480]  另一個就是要8月31日
[00:13:33.480 --> 00:13:36.520]  人大的決定要改
[00:13:36.520 --> 00:13:39.800]  看下去都挺激進的
[00:13:39.800 --> 00:13:41.800]  另一個團體正在做的
[00:13:41.800 --> 00:13:43.080]  大家逛街都會看到
[00:13:43.080 --> 00:13:45.960]  全港有400個街站
[00:13:45.960 --> 00:13:47.720]  是給你簽名的
[00:13:47.720 --> 00:13:49.720]  是要甚麼?
[00:13:49.720 --> 00:13:51.240]  他們在做甚麼?
[00:13:51.240 --> 00:13:52.680]  要讓路
[00:13:52.680 --> 00:13:54.680]  給香港市民一條路
[00:13:54.680 --> 00:13:55.960]  這些是對壘
[00:13:55.960 --> 00:13:57.240]  正在對壘的
[00:13:57.240 --> 00:13:58.840]  一些撕裂的現象
[00:13:58.840 --> 00:14:02.120]  有些我看成是對峙
[00:14:02.120 --> 00:14:04.360]  大家都看到
[00:14:04.360 --> 00:14:08.920]  民眾和警方在對峙
[00:14:08.920 --> 00:14:14.840]  民眾說我們要公民抗命
[00:14:14.840 --> 00:14:18.200]  但警察說我要維護法紀
[00:14:18.200 --> 00:14:20.200]  一觸即發的
[00:14:20.200 --> 00:14:22.600]  這是對峙的行動
[00:14:22.600 --> 00:14:28.920]  另外我看到有些對質的行動在當中
[00:14:28.920 --> 00:14:30.520]  近期大家都會留意
[00:14:30.520 --> 00:14:36.920]  電視台要報導有示威人士
[00:14:36.920 --> 00:14:38.920]  被警察打的事
[00:14:38.920 --> 00:14:41.560]  這些都是我們香港人會看到的事
[00:14:41.560 --> 00:14:44.920]  電視台想刪去一些對話
[00:14:44.920 --> 00:14:49.720]  然後引來百多個員工
[00:14:49.720 --> 00:14:53.560]  和電視台的領導人要開會對質
[00:14:53.560 --> 00:14:58.920]  為何要脫離新聞自由的原則
[00:14:58.920 --> 00:15:02.680]  這些在公司裏面有些對質的發生
[00:15:02.680 --> 00:15:07.640]  我又想起一些對立的局面
[00:15:07.640 --> 00:15:14.200]  公務員和市民有些對立的局面
[00:15:14.200 --> 00:15:15.560]  有些訴求
[00:15:15.560 --> 00:15:17.000]  有些對立的局面
[00:15:17.000 --> 00:15:18.200]  大家可以留意
[00:15:18.200 --> 00:15:19.800]  有對罵
[00:15:19.800 --> 00:15:22.520]  大家聽到對罵嗎
[00:15:22.520 --> 00:15:25.080]  在街上聽到對罵
[00:15:25.080 --> 00:15:27.640]  我走過旺角都聽到對罵
[00:15:27.640 --> 00:15:31.880]  佔領者說我們要爭取民主
[00:15:31.880 --> 00:15:33.560]  又要向政府施壓
[00:15:33.560 --> 00:15:36.680]  所以請大家讓路
[00:15:36.680 --> 00:15:39.720]  但那些市民就說影響我的生計
[00:15:39.720 --> 00:15:40.840]  不要影響我的自由
[00:15:40.840 --> 00:15:42.440]  就叫啊叫
[00:15:42.440 --> 00:15:44.440]  然後就會打
[00:15:44.440 --> 00:15:47.640]  這些是一些撕裂的氣氛
[00:15:47.640 --> 00:15:50.520]  在現象當中
[00:15:50.520 --> 00:15:53.800]  我又想起對敵
[00:15:53.800 --> 00:15:56.920]  泛民的議員和建制派的議員
[00:15:56.920 --> 00:15:58.520]  其實都是對敵的
[00:15:58.520 --> 00:16:00.040]  大家好像敵人一樣
[00:16:00.040 --> 00:16:01.880]  你贊成的我就反對
[00:16:01.880 --> 00:16:04.840]  你反對的我又好像想贊成
[00:16:04.840 --> 00:16:07.160]  所以是很困難
[00:16:07.160 --> 00:16:09.400]  還有就是對抗
[00:16:09.400 --> 00:16:10.600]  接下來會對抗
[00:16:10.600 --> 00:16:11.800]  不合作運動
[00:16:11.800 --> 00:16:13.800]  因為是對抗的
[00:16:13.800 --> 00:16:19.000]  這樣一片撕裂的現象在當中
[00:16:19.000 --> 00:16:24.680]  我又聽到父母和子女好像有吵架
[00:16:24.680 --> 00:16:26.200]  因為去不去佔中
[00:16:26.200 --> 00:16:28.440]  或者這個政治的議題
[00:16:28.440 --> 00:16:31.000]  我們當中有沒有?
[00:16:31.000 --> 00:16:34.840]  在你的家庭裏有沒有發生?
[00:16:34.840 --> 00:16:37.160]  有沒有?
[00:16:37.160 --> 00:16:39.960]  沒有甚麼是吧?
[00:16:39.960 --> 00:16:41.480]  有沒有一些?
[00:16:41.480 --> 00:16:43.960]  對無言
[00:16:43.960 --> 00:16:46.680]  對了,相對無言就有
[00:16:46.680 --> 00:16:48.120]  吵完架之後
[00:16:48.120 --> 00:16:50.520]  我聽到再回家就沒話說了
[00:16:50.520 --> 00:16:53.720]  因為一說就吵架
[00:16:53.720 --> 00:16:56.760]  希望我們的夫婦不是這樣
[00:16:56.760 --> 00:16:58.040]  對無言
[00:16:58.040 --> 00:17:01.160]  這些都是一些撕裂的現象
[00:17:01.160 --> 00:17:03.720]  大家感覺到嗎?
[00:17:03.720 --> 00:17:05.560]  其實我們要體會
[00:17:05.560 --> 00:17:08.600]  我們生存在這個社會當中
[00:17:08.600 --> 00:17:10.040]  我們要體會
[00:17:10.040 --> 00:17:14.520]  經常都問,主啊,那怎麼辦呢?
[00:17:14.520 --> 00:17:16.280]  主啊,你在哪裏呢?
[00:17:16.280 --> 00:17:19.720]  應該怎樣去修科呢?
[00:17:19.720 --> 00:17:22.200]  人際很多牆如果不拆
[00:17:22.200 --> 00:17:25.720]  是很難和平相處的
[00:17:25.720 --> 00:17:30.360]  要縫合或者縫補一些撕裂
[00:17:30.360 --> 00:17:32.280]  真的要下很多功夫
[00:17:32.280 --> 00:17:35.320]  我們看看耶穌基督在這段聖經裏
[00:17:35.320 --> 00:17:36.840]  祂做了些甚麼
[00:17:36.840 --> 00:17:40.360]  是要在人的人際關係裏
[00:17:40.360 --> 00:17:43.640]  做這個縫補的工作
[00:17:43.640 --> 00:17:49.000]  這段聖經提到有三種的隔膜
[00:17:49.000 --> 00:17:52.440]  一種隔膜是猶太人和外邦人的
[00:17:52.440 --> 00:17:54.200]  剛才都說了
[00:17:54.200 --> 00:17:56.360]  另一種隔膜就是
[00:17:56.360 --> 00:18:00.280]  猶太人和神之間的隔膜
[00:18:00.280 --> 00:18:05.960]  他們的律法是守不住的
[00:18:05.960 --> 00:18:08.600]  他們又反叛神
[00:18:08.600 --> 00:18:10.840]  守不住不單止,還反叛神
[00:18:10.840 --> 00:18:12.600]  在歷史裏面都可以看到
[00:18:12.600 --> 00:18:15.800]  所以猶太人和神都是一個隔膜
[00:18:15.800 --> 00:18:17.800]  律法是救不了他們的
[00:18:17.800 --> 00:18:22.600]  他們不能夠靠行守律法得救
[00:18:22.600 --> 00:18:25.880]  第三個隔膜就是外邦人
[00:18:25.880 --> 00:18:30.600]  即非猶太人和神之間的隔膜
[00:18:30.600 --> 00:18:33.160]  在第十二節就講得很清楚
[00:18:33.160 --> 00:18:35.080]  外邦人是甚麼
[00:18:35.080 --> 00:18:37.000]  和基督無關
[00:18:37.000 --> 00:18:38.760]  沒有國民的身份
[00:18:38.760 --> 00:18:40.200]  即神國的子民
[00:18:40.200 --> 00:18:42.360]  沒有神的應許在當中
[00:18:42.360 --> 00:18:45.160]  沒有指望,沒有永生的盼望
[00:18:45.160 --> 00:18:46.440]  也根本沒有神
[00:18:46.440 --> 00:18:50.440]  他都不會相信有創造宇宙萬物的耶和華神
[00:18:50.440 --> 00:18:51.480]  沒有的
[00:18:51.480 --> 00:18:53.480]  他們是同神隔絕的
[00:18:53.480 --> 00:18:55.480]  這三個的關係
[00:18:55.480 --> 00:18:58.600]  其實在這段聖經裏面已經講了
[00:18:58.600 --> 00:19:02.120]  三個隔膜都在當中提及了
[00:19:02.120 --> 00:19:04.600]  那耶穌做了甚麼
[00:19:04.600 --> 00:19:07.720]  怎樣去打破這些隔膜呢
[00:19:07.720 --> 00:19:10.040]  在這段聖經也有講了
[00:19:10.040 --> 00:19:13.560]  耶穌做了兩個方向的事
[00:19:13.560 --> 00:19:16.280]  第一就是針對猶太人
[00:19:16.280 --> 00:19:21.880]  因著律法和外邦人隔絕的牆做一些功夫
[00:19:21.880 --> 00:19:27.000]  第十五節形容耶穌用自己的身體廢掉冤仇
[00:19:27.000 --> 00:19:31.400]  十六節形容在十字架上滅了冤仇
[00:19:31.400 --> 00:19:33.160]  其實都一樣在講
[00:19:33.160 --> 00:19:38.040]  他的身體,十字架,廢掉冤仇,滅了冤仇,是平衡句
[00:19:38.040 --> 00:19:40.920]  將兩下合而為一,十四節提到
[00:19:40.920 --> 00:19:43.640]  十六節就說將兩下歸為一體
[00:19:43.640 --> 00:19:45.640]  都是平衡句,一樣
[00:19:45.640 --> 00:19:47.880]  兩下的意思就是兩個群體
[00:19:47.880 --> 00:19:51.640]  兩班人,猶太人和外邦人
[00:19:51.640 --> 00:19:53.640]  將他們合而為一
[00:19:53.640 --> 00:19:57.960]  然後十五節提到是造成一個新人
[00:19:57.960 --> 00:20:02.760]  一個成就了和睦,康復了
[00:20:02.760 --> 00:20:04.360]  這個意義是甚麼呢
[00:20:04.360 --> 00:20:07.560]  律法是叫人知罪
[00:20:07.560 --> 00:20:08.840]  聖經裏面講
[00:20:08.840 --> 00:20:13.080]  不是說你知道的律法行不通就得救
[00:20:13.080 --> 00:20:15.800]  可以和神和好,不行
[00:20:15.800 --> 00:20:17.400]  律法只是叫你知罪
[00:20:17.400 --> 00:20:19.400]  因為你越行律法就會越知甚麼
[00:20:19.400 --> 00:20:20.840]  自己行不到
[00:20:20.840 --> 00:20:22.600]  所以就越知罪
[00:20:22.600 --> 00:20:25.080]  而罪的功架,聖經講是甚麼
[00:20:25.080 --> 00:20:27.560]  就是死,一定要死
[00:20:27.560 --> 00:20:30.200]  又和神隔開了
