
[00:00:00.000 --> 00:00:03.840]  今天跟大家分享的經文是在
[00:03:58.080 --> 00:04:01.920]  講到這個人不只是他地位很高 而且他很得
[00:04:01.920 --> 00:04:02.940]  國王的
[00:04:02.940 --> 00:04:07.040]  器重 也就是說他跟亞蘭王的關係也是非常的
[00:04:07.040 --> 00:04:07.800]  好的
[00:04:07.800 --> 00:04:09.600]  好了 除了
[00:04:09.600 --> 00:04:13.680]  他有很高的地位以外也很得王的器重
[00:04:13.680 --> 00:04:15.480]  還有什麼呢
[00:04:20.080 --> 00:04:22.900]  你羨慕他嗎
[00:04:22.900 --> 00:04:26.740]  首先如果剛才我們所講的這兩方面 他有
[00:04:26.740 --> 00:04:32.120]  很大的權力 很大的權柄 第二呢 他又是國王身邊的紅人
[00:04:32.120 --> 00:04:34.680]  如果按照一般的
[00:04:34.680 --> 00:04:40.060]  世俗的觀點來看 應該會很多人羨慕他的 因為他有很高的職位嘛
[00:04:40.060 --> 00:04:45.420]  而且他還是國王身邊的紅人 應該是前途無所限量的
[00:04:45.420 --> 00:04:47.480]  所有的人都會去羨慕他
[00:04:47.740 --> 00:04:51.080]  而他自己也會自我感覺良好
[00:04:51.080 --> 00:04:53.120]  可能會出來走路的時候
[00:04:53.120 --> 00:04:54.920]  他好像有一陣風那樣的
[00:04:54.920 --> 00:04:56.960]  就是輕飄飄的
[00:04:56.960 --> 00:05:02.840]  可是經文描述他有很高的社會的地位還有很
[00:05:02.840 --> 00:05:07.460]  高的權柄之後呢 接著就用了一個轉折的
[00:05:07.460 --> 00:05:08.480]  詞
[00:05:08.480 --> 00:05:09.500]  說他
[00:05:09.500 --> 00:05:10.780]  只是
[00:05:10.780 --> 00:05:12.320]  換了大馬風
[00:05:12.320 --> 00:05:16.420]  你不要小看這個轉折 只是兩個字
[00:05:16.680 --> 00:05:21.280]  這兩個字呢 其實如果用另外一種翻譯可能更加的傳神
[00:05:21.280 --> 00:05:23.080]  在
[00:05:23.080 --> 00:05:25.900]  另外一處的
[00:05:25.900 --> 00:05:27.940]  翻譯裡面講到這個
[00:05:27.940 --> 00:05:28.960]  幾世
[00:05:28.960 --> 00:05:33.820]  其實要翻譯成另外一種的意思就是那個
[00:05:33.820 --> 00:05:35.360]  可惜
[00:05:35.360 --> 00:05:40.480]  可惜 不是幾世 他是另外翻譯成可惜
[00:05:40.480 --> 00:05:46.120]  可惜的話 大家都能夠明白 當我講了一個人他很好的地方的時候
[00:05:46.380 --> 00:05:47.660]  然後接著我說可惜
[00:05:47.660 --> 00:05:50.720]  那你就其實不用聽後面什麼了 你就知道
[00:05:50.720 --> 00:05:53.280]  前面所說的其實都沒什麼用
[00:05:53.280 --> 00:05:55.080]  因為可惜
[00:05:55.080 --> 00:05:58.400]  這樣的例子呢 我可以舉出
[00:05:58.400 --> 00:05:59.440]  很多
[00:05:59.440 --> 00:06:01.480]  比如說
[00:06:01.480 --> 00:06:02.240]  他
[00:06:02.240 --> 00:06:04.300]  很有錢
[00:06:04.300 --> 00:06:05.580]  可惜
[00:06:05.580 --> 00:06:08.900]  他長得很醜
[00:06:08.900 --> 00:06:14.800]  或者說他長得很帥 然後你說可惜
[00:06:14.800 --> 00:06:15.820]  他很窮
[00:06:17.100 --> 00:06:21.200]  類似很多這種的例子你可以舉 所以你大概可以了解到當
[00:06:21.200 --> 00:06:23.240]  經文這樣講 用這個
[00:06:23.240 --> 00:06:25.300]  只是長了大馬風的時候
[00:06:25.300 --> 00:06:28.120]  其實把他前面所有的榮耀
[00:06:28.120 --> 00:06:31.180]  所有的這些光輝的東西呢
[00:06:31.180 --> 00:06:32.200]  都全部
[00:06:32.200 --> 00:06:33.220]  拉下來了
[00:06:33.220 --> 00:06:36.560]  其實告訴你 其實那些都沒什麼用 因為他
[00:06:36.560 --> 00:06:37.320]  長了
[00:06:37.320 --> 00:06:41.160]  大馬風 這個很重要 對他來講
[00:06:41.160 --> 00:06:44.500]  影響他的人生 也許會影響他的仕途
[00:06:44.500 --> 00:06:45.260]  那當然
[00:06:45.520 --> 00:06:46.540]  大馬風
[00:06:46.540 --> 00:06:48.340]  我們都聽說過
[00:06:48.340 --> 00:06:50.640]  當時在以色列當中
[00:06:50.640 --> 00:06:52.940]  也常常流行有這種病
[00:06:52.940 --> 00:06:54.220]  當然在這裡他
[00:06:54.220 --> 00:06:56.260]  只是泛指一種的
[00:06:56.260 --> 00:06:57.040]  皮膚病
[00:06:57.040 --> 00:07:01.900]  不一定就是那個 真的是那種我們現在所了解的大馬風 但是呢
[00:07:01.900 --> 00:07:03.940]  一定是屬於一種
[00:07:03.940 --> 00:07:06.760]  皮膚病 對當時來講很難治
[00:07:06.760 --> 00:07:07.540]  而且可能
[00:07:07.540 --> 00:07:10.860]  找不到方法治的一種皮膚病 而且會傳染的
[00:07:10.860 --> 00:07:14.440]  所以當時如果有了馬風病呢
[00:07:14.440 --> 00:07:15.460]  會怎麼樣
[00:07:15.720 --> 00:07:17.000]  就會被隔離起來
[00:07:17.000 --> 00:07:21.100]  有點像今天 假如說我們被感染了這個
[00:07:21.100 --> 00:07:22.380]  COVID-19
[00:07:22.380 --> 00:07:23.660]  就是新冠病毒
[00:07:23.660 --> 00:07:25.720]  那肯定要被隔離起來的
[00:07:25.720 --> 00:07:27.500]  像他這種
[00:07:27.500 --> 00:07:32.880]  君王身邊的紅人 又是有那麼高的權力的人 得了這種病
[00:07:32.880 --> 00:07:34.680]  你想會怎樣
[00:07:34.680 --> 00:07:39.280]  他自己會很緊張 假如說
[00:07:39.280 --> 00:07:43.880]  這個病沒有治好的話 有可能他就失去了他所有的這一切了
[00:07:44.400 --> 00:07:47.480]  那可能他不能再當這個的元帥了
[00:07:47.480 --> 00:07:52.600]  所以對他來講很重要的就是馬上要治這個病 那當然
[00:07:52.600 --> 00:07:58.480]  經文描述他當時還是元帥 意味著他不是有了馬風病才當元帥
[00:07:58.480 --> 00:08:00.540]  可能是當了元帥以後呢
[00:08:00.540 --> 00:08:01.560]  才開始
[00:08:01.560 --> 00:08:04.640]  有這個馬風病 而且是可能是突然有了
[00:08:04.640 --> 00:08:06.420]  剛剛有 還沒有
[00:08:06.420 --> 00:08:08.980]  很多人知道 還沒有很多人
[00:08:08.980 --> 00:08:11.040]  去
[00:08:11.040 --> 00:08:13.080]  瞭解他這個病情
[00:08:13.600 --> 00:08:16.160]  那誰瞭解呢 他家裡面的人
[00:08:16.160 --> 00:08:18.980]  待會我會講
[00:08:18.980 --> 00:08:20.260]  我們先來看
[00:08:20.260 --> 00:08:23.080]  乃曼他這個人 他的一個處境
[00:08:23.080 --> 00:08:24.360]  剛才說了他
[00:08:24.360 --> 00:08:27.420]  有很高的地位 有很光輝的一些
[00:08:27.420 --> 00:08:31.260]  值得誇耀的東西 可惜他長了
[00:08:31.260 --> 00:08:32.300]  大馬風
[00:08:32.300 --> 00:08:35.100]  這個我們就可以
[00:08:35.100 --> 00:08:37.920]  聯想到今天 其實我們
[00:08:38.440 --> 00:08:43.820]  其實很多人也跟乃曼差不多 我們可能會為我們某一些的東西而誇口
[00:08:43.820 --> 00:08:44.840]  可是呢
[00:08:44.840 --> 00:08:46.120]  我們卻看不到
[00:08:46.120 --> 00:08:49.700]  有一些東西在我們身上呢 非常致命
[00:08:49.700 --> 00:08:51.240]  非常
[00:08:51.240 --> 00:08:53.040]  極大於去解決
[00:08:53.040 --> 00:08:56.620]  乃曼在經文
[00:08:56.620 --> 00:09:01.480]  描述他是一個大能的勇士 他尚且遇到這種事情
[00:09:01.480 --> 00:09:04.560]  何況我們普通人 我們普通人都
[00:09:04.820 --> 00:09:09.180]  可能有很多個指示 可能有很多個可惜
[00:09:09.180 --> 00:09:13.780]  我不知道每一個人的情況 但是可能大家自己瞭解 對你自己
[00:09:13.780 --> 00:09:17.100]  更清楚可惜在什麼地方
[00:09:17.100 --> 00:09:18.380]  有的
[00:09:18.380 --> 00:09:20.440]  是我們能夠看得見的
[00:09:20.440 --> 00:09:22.220]  有的是我們看不見的
[00:09:22.220 --> 00:09:25.820]  有的是可能身體上面的疾病 有的呢
[00:09:25.820 --> 00:09:29.900]  可能是我們心靈裡面的一些的問題
[00:09:29.900 --> 00:09:34.520]  那也有的人呢 可能他不知道他自己的問題在哪裡
[00:09:35.800 --> 00:09:37.080]  總而言之
[00:09:37.080 --> 00:09:39.120]  乃曼他煩惱
[00:09:39.120 --> 00:09:41.180]  是因為他突然得了
[00:09:41.180 --> 00:09:42.200]  大麻瘋
[00:09:42.200 --> 00:09:44.760]  那得了大麻瘋以後怎麼辦呢
[00:09:44.760 --> 00:09:49.100]  其實當時可能不是太多人知道 但是他家裡面的人知道
[00:09:49.100 --> 00:09:51.160]  特別是家裡面還有一個
[00:09:51.160 --> 00:09:52.180]  小的
[00:09:52.180 --> 00:09:55.000]  比女 這個比女是從哪裡來呢 是從
[00:09:55.000 --> 00:09:56.780]  以色列國
[00:09:56.780 --> 00:09:59.600]  擄過來的 這是一個被擄的
[00:09:59.600 --> 00:10:00.380]  小女子
[00:10:00.380 --> 00:10:01.900]  她被擄到
[00:10:01.900 --> 00:10:03.700]  亞蘭之後呢 就在
[00:10:04.720 --> 00:10:05.240]  這個
[00:10:05.240 --> 00:10:07.280]  乃曼的家裡面
[00:10:07.280 --> 00:10:08.820]  服侍乃曼的妻子
[00:10:08.820 --> 00:10:12.400]  他在他家裡面 所以他知道乃曼的
[00:10:12.400 --> 00:10:13.180]  情況
[00:10:13.180 --> 00:10:18.280]  所以他也很關心乃曼 主動他獻出他的計謀
[00:10:18.280 --> 00:10:19.820]  他主動的跟他講
[00:10:19.820 --> 00:10:24.700]  在以色列國當中 就是在
[00:10:24.700 --> 00:10:25.980]  撒瑪利亞
[00:10:25.980 --> 00:10:29.560]  第三節我們看 他對祖母說
[00:10:29.820 --> 00:10:35.440]  迫不得我主人去見撒瑪利亞的先知 必能治好他的大麻瘋
[00:10:35.440 --> 00:10:37.240]  他對乃曼的妻
[00:10:37.240 --> 00:10:40.820]  說撒瑪利亞有個先知 肯定可以治好
[00:10:40.820 --> 00:10:42.100]  他的大麻瘋
[00:10:42.100 --> 00:10:43.640]  所以
[00:10:43.640 --> 00:10:44.920]  乃曼的妻
[00:10:44.920 --> 00:10:47.480]  馬上就告訴乃曼 乃曼呢
[00:10:47.480 --> 00:10:48.500]  你想想
[00:10:48.500 --> 00:10:50.300]  他的反應會如何
[00:10:50.300 --> 00:10:53.360]  一個小
[00:10:53.360 --> 00:10:54.380]  小的
[00:10:54.380 --> 00:10:55.660]  比女
[00:10:55.660 --> 00:10:57.460]  跟你說這樣的話
[00:10:57.460 --> 00:10:59.000]  你會相信嗎
[00:11:00.540 --> 00:11:02.320]  而且這個人還是在哪裡
[00:11:02.320 --> 00:11:03.620]  在他的
[00:11:03.620 --> 00:11:06.680]  好像是敵國那裡 在以色列國那裡
[00:11:06.680 --> 00:11:13.340]  不過看經文 亞蘭好像沒有任何的一些猶豫
[00:11:13.340 --> 00:11:16.160]  他很快的 馬上他就去
[00:11:16.160 --> 00:11:20.000]  告訴他的國王 告訴亞蘭王說他
[00:11:20.000 --> 00:11:22.820]  有一個使女這樣對他講
[00:11:22.820 --> 00:11:28.960]  也就是說 他能夠把這個話轉達給亞蘭王的話 證明他非常相信
[00:11:29.220 --> 00:11:29.980]  而且非常
[00:11:29.980 --> 00:11:31.260]  接受這個
[00:11:31.260 --> 00:11:32.300]  小的
[00:11:32.300 --> 00:11:34.600]  比女所講的話
[00:11:34.600 --> 00:11:36.640]  我在想
[00:11:36.640 --> 00:11:38.180]  也許他真的沒有辦法了
[00:11:38.180 --> 00:11:41.500]  他到了一個地步 他沒有辦法 因為他也知道這個病
[00:11:41.500 --> 00:11:44.840]  在亞蘭可能沒有辦法能夠
[00:11:44.840 --> 00:11:46.880]  有人可以幫他治好
[00:11:46.880 --> 00:11:49.700]  只能夠相信這個小女孩 他要去
[00:11:49.700 --> 00:11:50.720]  試一下
[00:11:50.720 --> 00:11:52.260]  因為沒有別的辦法
[00:11:52.260 --> 00:11:54.060]  所以他對這個
[00:11:54.300 --> 00:12:00.440]  比女的這個獻祭 他是言聽計從 他馬上就跑到他的國王那裡去告訴他
[00:12:00.440 --> 00:12:01.720]  這個有點奇怪
[00:12:01.720 --> 00:12:02.740]  為什麼他
[00:12:02.740 --> 00:12:07.860]  要去告訴這個國王 他不要靜悄悄的去治病就好了嗎
[00:12:07.860 --> 00:12:09.920]  為什麼他這麼做呢
[00:12:09.920 --> 00:12:10.940]  有點奇怪
[00:12:10.940 --> 00:12:11.700]  假如說
[00:12:11.700 --> 00:12:15.300]  他得了這個病 應該他都不想讓別人知道的
[00:12:15.300 --> 00:12:17.340]  而且是他的上司 是他的
[00:12:17.340 --> 00:12:18.620]  國王
[00:12:18.620 --> 00:12:22.720]  如果被他知道了 會不會說就馬上就草有餘了 沒得做了
[00:12:23.740 --> 00:12:24.760]  但是他好像
[00:12:24.760 --> 00:12:28.080]  沒有這個顧慮 直接就跑去見這個國王
[00:12:28.080 --> 00:12:29.120]  可想
[00:12:29.120 --> 00:12:30.140]  他跟這個
[00:12:30.140 --> 00:12:31.920]  國王的關係非常的
[00:12:31.920 --> 00:12:32.960]  親近 而且
[00:12:32.960 --> 00:12:34.740]  深得那個國王的
[00:12:34.740 --> 00:12:35.760]  信任的 所以
[00:12:35.760 --> 00:12:37.820]  剛才第一節的經文說他是
[00:12:37.820 --> 00:12:42.940]  在他面前是為尊為大 就是很得國王的器重
[00:12:42.940 --> 00:12:44.220]  他們關係非常好
[00:12:44.220 --> 00:12:44.980]  所以呢
[00:12:44.980 --> 00:12:46.780]  國王聽到這個事情呢
[00:12:46.780 --> 00:12:49.840]  其實他也奇怪 他也好像也相信了
[00:12:49.840 --> 00:12:52.400]  他跟乃曼一樣 他也相信這個
[00:12:52.660 --> 00:12:54.200]  小的婢女所說的話
[00:12:54.200 --> 00:12:55.220]  所以呢他
[00:12:55.220 --> 00:12:56.760]  幫助他
[00:12:56.760 --> 00:13:02.640]  他寫了一封信 就是親自的有手諭給他 要他帶著這封信要去
[00:13:02.640 --> 00:13:05.200]  以色列國去求這個醫治 他認為
[00:13:05.200 --> 00:13:07.260]  有我這封信在的話
[00:13:07.260 --> 00:13:09.560]  你肯定能夠成功 因為沒有人
[00:13:09.560 --> 00:13:11.100]  能夠違抗
[00:13:11.100 --> 00:13:12.120]  我的旨意
[00:13:12.120 --> 00:13:14.420]  我有親筆信 你帶去
[00:13:14.420 --> 00:13:17.240]  那以色列的王 以色列國沒有人
[00:13:17.240 --> 00:13:18.000]  敢不聽的
[00:13:18.000 --> 00:13:18.780]  所以
[00:13:18.780 --> 00:13:20.300]  對這個
[00:13:20.820 --> 00:13:26.200]  乃曼來講呢 他其實做好了很好的準備了 他首先第一呢 他得到他的
[00:13:26.200 --> 00:13:27.220]  國王的
[00:13:27.220 --> 00:13:27.980]  知識
[00:13:27.980 --> 00:13:30.560]  這個知識很重要 他得到這個
[00:13:30.560 --> 00:13:32.600]  這封信 不是一般的信
[00:13:32.600 --> 00:13:33.620]  你想想你有
[00:13:33.620 --> 00:13:36.700]  一封 你去找工作的話 你有一封推薦信 那是
[00:13:36.700 --> 00:13:37.460]  不得了
[00:13:37.460 --> 00:13:40.280]  而且推薦信的這個推薦人
[00:13:40.280 --> 00:13:46.680]  他的份量很重 如果是國家的元首給你寫的這封推薦信的話 沒有人敢不要你
[00:13:46.680 --> 00:13:48.220]  所以
[00:13:48.220 --> 00:13:49.240]  他首先
[00:13:49.240 --> 00:13:50.260]  得到了
[00:13:50.520 --> 00:13:56.660]  這封信 就是國王的這個幫助 然後第二呢 他不只是帶著信去 還帶了什麼呢
[00:13:56.660 --> 00:13:58.700]  經文描述他還帶了
[00:13:58.700 --> 00:14:05.360]  銀紙 十他廉德 金紙 六千 瑟克勒
[00:14:05.360 --> 00:14:08.180]  然後還有衣裳 十套
[00:14:08.180 --> 00:14:11.500]  他還帶了重金
[00:14:11.500 --> 00:14:16.120]  我可能 大家看這個
[00:14:16.880 --> 00:14:21.480]  經文不太能夠想像得到有多少錢 如果換算成
[00:14:21.480 --> 00:14:23.280]  現在的這個金額
[00:14:23.280 --> 00:14:29.420]  這個十他廉德 大概他是一個重量的單位 大概是現在的340公斤
[00:14:29.420 --> 00:14:30.180]  左右
[00:14:30.180 --> 00:14:34.800]  那340公斤的銀紙呢 以現在的價格大概是有
[00:14:34.800 --> 00:14:36.580]  35萬
[00:14:36.580 --> 00:14:37.620]  美元
[00:14:37.620 --> 00:14:39.920]  35萬美元
[00:14:39.920 --> 00:14:46.060]  那六千瑟克勒金紙呢 大概是有68公斤
[00:14:47.080 --> 00:14:48.620]  68公斤的金紙
[00:14:48.620 --> 00:14:52.460]  價值大概有400萬的
[00:14:52.460 --> 00:14:53.240]  美元
[00:14:53.240 --> 00:14:57.080]  這個病真的是非常的
[00:14:57.080 --> 00:15:01.940]  代價很重 需要付的醫藥費好像很貴 比今天的這個
[00:15:01.940 --> 00:15:04.500]  新冠病毒都要貴
[00:15:04.500 --> 00:15:07.560]  可能沒有多少人能夠像他那樣可以負擔得起
[00:15:07.560 --> 00:15:08.340]  但是他
[00:15:08.340 --> 00:15:11.660]  很願意付出這個代價 他知道
[00:15:11.660 --> 00:15:16.780]  就算付再高的代價都是值得的 只要這個病能夠治好
[00:15:17.040 --> 00:15:17.860]  所以他就
[00:15:17.860 --> 00:15:24.760]  其實蠻有把握的 還有胸有成竹的 第一因為他相信這個小女孩的話
[00:15:24.760 --> 00:15:25.540]  他肯定
[00:15:25.540 --> 00:15:26.820]  這個
[00:15:26.820 --> 00:15:28.360]  以色列的
[00:15:28.360 --> 00:15:32.960]  先知一定能治好他 第二呢又有國王的這個親筆信
[00:15:32.960 --> 00:15:34.500]  沒有人敢
[00:15:34.500 --> 00:15:36.540]  不接受的 第三呢
[00:15:36.540 --> 00:15:38.340]  他還帶了那麼重的一個
[00:15:38.340 --> 00:15:39.620]  禮物去
[00:15:39.620 --> 00:15:40.900]  也沒有人會拒絕
[00:15:40.900 --> 00:15:42.940]  他心裡面可能想
[00:15:42.940 --> 00:15:44.480]  一定會成就這個事情
[00:15:44.480 --> 00:15:45.260]  所以他就
[00:15:45.260 --> 00:15:46.540]  他就去了
[00:15:47.040 --> 00:15:48.580]  所以他去的時候其實
[00:15:48.580 --> 00:15:49.600]  他的態度
[00:15:49.600 --> 00:15:50.880]  蠻傲慢的
[00:15:50.880 --> 00:15:52.160]  因為有錢
[00:15:52.160 --> 00:15:54.720]  有勢 還有國王為他撐腰
[00:15:54.720 --> 00:15:59.320]  他不是一般的去求治病的那種態度
[00:15:59.320 --> 00:16:04.700]  你想想他背後有那麼強大的一個勢力 有誰敢不聽不從
[00:16:04.700 --> 00:16:07.520]  他不是像我們好像要去求
[00:16:07.520 --> 00:16:11.880]  求某一個人來治病 要很謙卑的那種 他不是的
[00:16:11.880 --> 00:16:12.900]  所以他
[00:16:12.900 --> 00:16:14.400]  馬上就
[00:16:14.400 --> 00:16:16.440]  啟程了 他啟程了
[00:16:16.700 --> 00:16:17.460]  他其實
[00:16:17.460 --> 00:16:19.760]  沒有帶一個軍隊過去
[00:16:19.760 --> 00:16:22.580]  他有點像是微服的
[00:16:22.580 --> 00:16:23.360]  出巡
[00:16:23.360 --> 00:16:26.420]  因為我們看經文的話講到他
[00:16:26.420 --> 00:16:30.260]  身邊的那個車馬 其實都是
[00:16:30.260 --> 00:16:32.060]  這麼的單數
[00:16:32.060 --> 00:16:33.840]  也就是說他的那個
[00:16:33.840 --> 00:16:37.440]  隨從的數量都很少 他的馬車也只是一輛
[00:16:37.440 --> 00:16:38.720]  可能
[00:16:38.720 --> 00:16:41.020]  微服出巡 就是說
[00:16:41.020 --> 00:16:46.400]  不是很張揚的去 但是他又帶著一種很傲慢的一種
[00:16:46.900 --> 00:16:47.680]  態度去
[00:16:47.680 --> 00:16:49.980]  那當他
[00:16:49.980 --> 00:16:51.520]  去到以色列的時候
[00:16:51.520 --> 00:16:53.560]  他首先找的是誰呢
[00:16:53.560 --> 00:16:58.420]  小女孩告訴他是找 應該找誰呀
[00:16:58.420 --> 00:17:03.040]  找那個先知 他說撒瑪利亞 其實撒瑪利亞就是
[00:17:03.040 --> 00:17:04.580]  北國以色列的
[00:17:04.580 --> 00:17:05.600]  金城
[00:17:05.600 --> 00:17:06.620]  就是他的那個
[00:17:06.620 --> 00:17:08.660]  我們說的是
[00:17:08.660 --> 00:17:12.760]  首輔
[00:17:12.760 --> 00:17:15.580]  撒瑪利亞就是北國以色列的
[00:17:15.840 --> 00:17:19.420]  首輔 所以他說撒瑪利亞的先知其實就是
[00:17:19.420 --> 00:17:21.220]  在原文裡面
[00:17:21.220 --> 00:17:24.800]  這個先知也是用了單數 而且用了定貫詞
[00:17:24.800 --> 00:17:27.100]  用了定貫詞就是指
[00:17:27.100 --> 00:17:28.900]  特定的某一個先知
[00:17:28.900 --> 00:17:30.180]  應該就是指
[00:17:30.180 --> 00:17:31.200]  以利沙
[00:17:31.200 --> 00:17:32.740]  可是
[00:17:32.740 --> 00:17:34.020]  他好像
[00:17:34.020 --> 00:17:36.320]  不太知道這個先知是誰
[00:17:36.320 --> 00:17:38.120]  對他來講他不太知道
[00:17:38.120 --> 00:17:45.020]  這個比女所說的先知是誰 但是他知道有這樣的一個先知能夠給他治病 所以他就先去找
[00:17:45.280 --> 00:17:48.100]  國王 找以色列的國王 去到他那裡
[00:17:48.100 --> 00:17:48.880]  找他
[00:17:48.880 --> 00:17:49.900]  結果
[00:17:49.900 --> 00:17:51.940]  有沒有如他所願呢
[00:17:51.940 --> 00:17:56.300]  我們來看那個的
[00:17:56.300 --> 00:18:01.420]  經文在第七節描述 當以色列王看見了這封
[00:18:01.420 --> 00:18:02.700]  信的時候
[00:18:02.700 --> 00:18:05.260]  他做了一個動作 就是撕裂衣服
[00:18:05.260 --> 00:18:07.820]  通常什麼時候會撕裂衣服
[00:18:07.820 --> 00:18:10.880]  非常
[00:18:10.880 --> 00:18:13.440]  憤怒或者是非常
