
[00:00:00.000 --> 00:00:05.960]  在去年11月我在城市面前有很長時間的安靜禱告
[00:02:48.800 --> 00:02:50.800]  我們是傳福音的教會
[00:02:50.800 --> 00:02:52.800]  銅福堂這個群體
[00:02:52.800 --> 00:02:54.800]  我們是追求真理的
[00:02:54.800 --> 00:02:57.800]  但我們追求真理不只是一些聖經的知識
[00:02:57.800 --> 00:02:59.800]  或者一些神學的理念
[00:02:59.800 --> 00:03:01.800]  不單止這件事 我們追求的是什麼呢?
[00:03:01.800 --> 00:03:03.800]  是可以走出來
[00:03:03.800 --> 00:03:05.800]  我們查經 我們聽講道
[00:03:05.800 --> 00:03:07.800]  我們聽教會的學校
[00:03:07.800 --> 00:03:09.800]  目的是我們明白這個真理
[00:03:09.800 --> 00:03:11.800]  靠著聖靈的能力
[00:03:11.800 --> 00:03:13.800]  我們可以活出信仰
[00:03:13.800 --> 00:03:15.800]  行出真理出來 讓人見到耶穌是真實
[00:03:15.800 --> 00:03:18.800]  我們自己也經歷到行真理的那種祝福
[00:03:18.800 --> 00:03:22.800]  銅福堂是接受不同的背景
[00:03:22.800 --> 00:03:24.800]  不同的信仰
[00:03:24.800 --> 00:03:26.800]  不同的信念
[00:03:26.800 --> 00:03:28.800]  不同的政治理念的人
[00:03:28.800 --> 00:03:30.800]  可以一起在這個地方
[00:03:30.800 --> 00:03:36.800]  但我們不會對任何的政治立場表態
[00:03:36.800 --> 00:03:38.800]  我曾經早一段時間
[00:03:38.800 --> 00:03:41.800]  在土瓜灣德聖教會的講道
[00:03:41.800 --> 00:03:45.800]  德聖教會當天有三分之一是黑社會大佬
[00:03:45.800 --> 00:03:47.800]  當中有黃絲和藍絲
[00:03:47.800 --> 00:03:49.800]  當我講道的時候
[00:03:49.800 --> 00:03:51.800]  我說大家不要看黃絲和藍絲
[00:03:51.800 --> 00:03:53.800]  是耶穌的舉手
[00:03:53.800 --> 00:03:54.800]  所有人都舉手
[00:03:54.800 --> 00:03:55.800]  今天我也想問大家
[00:03:55.800 --> 00:03:57.800]  是耶穌的舉手
[00:03:57.800 --> 00:03:58.800]  Amen
[00:03:58.800 --> 00:04:00.800]  耶穌是什麼意思呢?
[00:04:00.800 --> 00:04:02.800]  我們是耶穌的粉絲
[00:04:02.800 --> 00:04:04.800]  我們跟隨耶穌
[00:04:04.800 --> 00:04:06.800]  所以叫耶穌
[00:04:06.800 --> 00:04:09.800]  所以我們可以彼此叫耶穌
[00:04:09.800 --> 00:04:11.800]  不是吃那些東西
[00:04:11.800 --> 00:04:13.800]  我們不是這樣
[00:04:13.800 --> 00:04:15.800]  我們反而反過來
[00:04:15.800 --> 00:04:17.800]  神呼召我們一路
[00:04:17.800 --> 00:04:19.800]  我們用低調謙卑的態度
[00:04:19.800 --> 00:04:22.800]  去服侍神給我們的弱勢社群
[00:04:22.800 --> 00:04:24.800]  所以我們見到很多很多
[00:04:24.800 --> 00:04:27.800]  我們用貼地的方式去服侍弱勢社群
[00:04:27.800 --> 00:04:29.800]  有很多是正在做的
[00:04:29.800 --> 00:04:30.800]  但我們未必可以講到
[00:04:30.800 --> 00:04:32.800]  譬如愛蓮侍宮
[00:04:32.800 --> 00:04:34.800]  我們是沒有跟大家講的
[00:04:34.800 --> 00:04:35.800]  我們是低調地做
[00:04:35.800 --> 00:04:37.800]  但是神見到
[00:04:37.800 --> 00:04:39.800]  所以我們的群體
[00:04:39.800 --> 00:04:42.800]  如果我們講教會是什麼呢?
[00:04:42.800 --> 00:04:44.800]  有一個宇宙性的教會
[00:04:44.800 --> 00:04:46.800]  在地上只有一間教會
[00:04:46.800 --> 00:04:48.800]  但是教會裡面有不同的群體
[00:04:48.800 --> 00:04:50.800]  神呼召他們去做不同的事情
[00:04:50.800 --> 00:04:51.800]  不同的使命
[00:04:51.800 --> 00:04:52.800]  不同的命定
[00:04:52.800 --> 00:04:55.800]  同福堂就是向著這個命定進發
[00:04:55.800 --> 00:04:56.800]  同時有其他群體
[00:04:56.800 --> 00:04:58.800]  神呼召他們去做不同的事情
[00:04:58.800 --> 00:04:59.800]  我們完全尊重
[00:04:59.800 --> 00:05:00.800]  所以今天我想跟大家分享
[00:05:00.800 --> 00:05:02.800]  請大家為教會禱告
[00:05:02.800 --> 00:05:04.800]  讓我們清楚神的命定是什麼時候
[00:05:04.800 --> 00:05:07.800]  我們大家一起同心合意邁向神
[00:05:07.800 --> 00:05:08.800]  給我們命定
[00:05:08.800 --> 00:05:11.800]  達成神給我們的使命
[00:05:11.800 --> 00:05:15.800]  我相信在這個紛亂黑暗的世代
[00:05:15.800 --> 00:05:17.800]  教會很大的責任
[00:05:17.800 --> 00:05:18.800]  很大的使命
[00:05:18.800 --> 00:05:21.800]  是將所有人帶回神的面前
[00:05:21.800 --> 00:05:23.800]  因為我們的神是可以經歷到
[00:05:23.800 --> 00:05:24.800]  是可以見到
[00:05:24.800 --> 00:05:27.800]  是可以活著在我們的生命裡面
[00:05:27.800 --> 00:05:30.800]  主保佑我們見到祢
[00:05:30.800 --> 00:05:31.800]  打開我們的心眼
[00:05:31.800 --> 00:05:33.800]  讓我們見到祢
[00:05:33.800 --> 00:05:34.800]  打開我們的耳朵
[00:05:34.800 --> 00:05:36.800]  讓我們聽見祢的聲音
[00:05:36.800 --> 00:05:37.800]  打開我們的靈
[00:05:37.800 --> 00:05:39.800]  讓我們領受聖靈賜給我們
[00:05:39.800 --> 00:05:41.800]  經歷長闊高深的愛
[00:05:41.800 --> 00:05:43.800]  祢真理的靈來到我們當中
[00:05:43.800 --> 00:05:44.800]  跟我們說話
[00:05:44.800 --> 00:05:46.800]  讓我們更加明白祢的心腸
[00:05:46.800 --> 00:05:48.800]  知道祢的心意
[00:05:48.800 --> 00:05:49.800]  並且信服祢
[00:05:49.800 --> 00:05:50.800]  主佑帶領我們
[00:05:50.800 --> 00:05:52.800]  我們奉耶穌的名義宣告
[00:05:52.800 --> 00:05:53.800]  我們每一位弟兄姊妹
[00:05:53.800 --> 00:05:54.800]  都是聖靈的殿
[00:05:54.800 --> 00:05:55.800]  所以我們是屬於祢
[00:05:55.800 --> 00:05:57.800]  同福堂是屬於耶穌基督
[00:05:57.800 --> 00:06:00.800]  祢永遠在我們當中坐著為王
[00:06:00.800 --> 00:06:01.800]  我奉耶穌的名義
[00:06:01.800 --> 00:06:03.800]  也宣告一切不屬於耶穌的
[00:06:03.800 --> 00:06:04.800]  祢離開這個地方
[00:06:04.800 --> 00:06:06.800]  離開弟兄姊妹的身心靈
[00:06:06.800 --> 00:06:07.800]  主佑讚美祢
[00:06:07.800 --> 00:06:08.800]  讓我們以下時間
[00:06:08.800 --> 00:06:10.800]  分別為聖都歸向祢
[00:06:10.800 --> 00:06:13.800]  求主祢繼續與我們同在
[00:06:13.800 --> 00:06:14.800]  聽我們的禱告
[00:06:14.800 --> 00:06:16.800]  奉耶穌基督得聖一命
[00:06:16.800 --> 00:06:17.800]  Amen
[00:06:17.800 --> 00:06:18.800]  弟兄姊妹請坐
[00:06:18.800 --> 00:06:21.800]  什麼是人生呢?
[00:06:21.800 --> 00:06:24.800]  不同的人有不同的體會
[00:06:24.800 --> 00:06:29.800]  有人說人生就好像一張空白的圖畫紙
[00:06:29.800 --> 00:06:32.800]  內容是要你自己畫上去的
[00:06:32.800 --> 00:06:34.800]  文學家愛默生
[00:06:34.800 --> 00:06:36.800]  曾經說過這樣的說話
[00:06:36.800 --> 00:06:39.800]  他說人生是不斷的嘗試
[00:06:39.800 --> 00:06:40.800]  你越嘗試得多
[00:06:40.800 --> 00:06:43.800]  你的人生就更加美好
[00:06:43.800 --> 00:06:46.800]  作家沈松文也說過
[00:06:46.800 --> 00:06:48.800]  人生就是一本書
[00:06:48.800 --> 00:06:51.800]  是值得你一直揭
[00:06:51.800 --> 00:06:56.800]  揭到你能力範圍所得的最後一頁
[00:06:56.800 --> 00:06:58.800]  但是你要慢慢去揭
[00:06:59.800 --> 00:07:00.800]  如果這樣的話
[00:07:00.800 --> 00:07:02.800]  人生似乎是一個歷程
[00:07:02.800 --> 00:07:05.800]  如果人生是一個歷程
[00:07:05.800 --> 00:07:07.800]  什麼人生才是最好呢?
[00:07:07.800 --> 00:07:11.800]  有一班心理學家做了一個研究調查
[00:07:11.800 --> 00:07:14.800]  研究發現超過70%的人
[00:07:14.800 --> 00:07:17.800]  覺得什麼人生才是最好的人生呢?
[00:07:17.800 --> 00:07:19.800]  是有自由的人生
[00:07:19.800 --> 00:07:23.800]  其實絕大部分人都喜歡自由
[00:07:23.800 --> 00:07:25.800]  小朋友小的時候
[00:07:25.800 --> 00:07:26.800]  父母就知道
[00:07:26.800 --> 00:07:28.800]  小朋友兩三歲的時候
[00:07:28.800 --> 00:07:30.800]  你叫他做什麼就做什麼
[00:07:30.800 --> 00:07:31.800]  聽了大人的話
[00:07:31.800 --> 00:07:33.800]  當他一直成長長大的時候
[00:07:33.800 --> 00:07:34.800]  你就覺得
[00:07:34.800 --> 00:07:37.800]  可能有些家長覺得他開始藐視你了
[00:07:37.800 --> 00:07:40.800]  開始覺得你那些人未必適合他
[00:07:40.800 --> 00:07:43.800]  他開始選擇走他自己的路
[00:07:43.800 --> 00:07:45.800]  他要有自由了
[00:07:45.800 --> 00:07:49.800]  藝術家就喜歡有創作的自由
[00:07:49.800 --> 00:07:52.800]  不喜歡別人那麼多規限他
[00:07:52.800 --> 00:07:53.800]  那麼多限制
[00:07:53.800 --> 00:07:55.800]  更新團契的總幹事
[00:07:55.800 --> 00:07:57.800]  曾經說過這樣的說話
[00:07:57.800 --> 00:08:00.800]  他說當我和囚友說
[00:08:00.800 --> 00:08:02.800]  自由這兩個字的時候
[00:08:02.800 --> 00:08:04.800]  我看到他們的眼睛都會發光
[00:08:04.800 --> 00:08:05.800]  為什麼呢?
[00:08:05.800 --> 00:08:06.800]  因為他們很掛念家人
[00:08:06.800 --> 00:08:08.800]  很希望離開監獄
[00:08:08.800 --> 00:08:10.800]  和家人團聚
[00:08:10.800 --> 00:08:14.800]  但是什麼才是真正的自由呢?
[00:08:14.800 --> 00:08:15.800]  二次大戰的時候
[00:08:15.800 --> 00:08:17.800]  英軍的統帥蒙哥馬利將軍
[00:08:17.800 --> 00:08:19.800]  曾經說過這樣的說話
[00:08:19.800 --> 00:08:21.800]  他說真正的自由
[00:08:21.800 --> 00:08:24.800]  是有自由去做你應該做的事
[00:08:24.800 --> 00:08:27.800]  不是有自由去得到你想要的東西
[00:08:27.800 --> 00:08:29.800]  其實蒙哥馬利所說的自由
[00:08:29.800 --> 00:08:32.800]  和我們信耶穌的人說的自由很相似
[00:08:32.800 --> 00:08:34.800]  我們信耶穌的人說的自由是什麼呢?
[00:08:34.800 --> 00:08:38.800]  是有自由去過神希望我們過的人生
[00:08:38.800 --> 00:08:43.800]  並且有自由去離開神不起悅的人生
[00:08:43.800 --> 00:08:45.800]  耶穌來到這個世界
[00:08:45.800 --> 00:08:47.800]  祂有一個使命
[00:08:47.800 --> 00:08:51.800]  就是讓我們得到真正的自由
[00:08:51.800 --> 00:08:53.800]  一個真自由的人生
[00:08:53.800 --> 00:08:55.800]  讓我們一起看看約翰福音
[00:08:55.800 --> 00:08:57.800]  八章三十六節
[00:08:57.800 --> 00:08:58.800]  等一下我們一起讀
[00:08:58.800 --> 00:08:59.800]  一二三
[00:08:59.800 --> 00:09:02.800]  所以天父的兒子叫你們自由
[00:09:02.800 --> 00:09:05.800]  你們就真自由了
[00:09:05.800 --> 00:09:07.800]  耶穌的使命是讓我們得著
[00:09:07.800 --> 00:09:09.800]  這個真自由的人生
[00:09:09.800 --> 00:09:12.800]  但是耶穌怎樣幫助我們
[00:09:12.800 --> 00:09:15.800]  讓我們可以得著這個真自由的人生呢?
[00:09:15.800 --> 00:09:16.800]  或者我們要看回
[00:09:16.800 --> 00:09:20.800]  耶穌在地上開始傳道之前
[00:09:20.800 --> 00:09:21.800]  他在猶太人的會堂
[00:09:21.800 --> 00:09:22.800]  他讀了一本聖經
[00:09:22.800 --> 00:09:25.800]  他在宣告耶穌來到這個世界
[00:09:25.800 --> 00:09:27.800]  祂的使命是什麼
[00:09:27.800 --> 00:09:28.800]  讓我們一起看路加福音
[00:09:28.800 --> 00:09:30.800]  四章十八至十九節
[00:09:30.800 --> 00:09:31.800]  我們一起讀
[00:09:31.800 --> 00:09:32.800]  一二三
[00:09:32.800 --> 00:09:34.800]  主的靈在我身上
[00:09:34.800 --> 00:09:36.800]  因為祂用高高我
[00:09:36.800 --> 00:09:39.800]  叫我傳福音給貧窮的人
[00:09:39.800 --> 00:09:41.800]  差遣我報告
[00:09:41.800 --> 00:09:42.800]  被擄的得釋放
[00:09:42.800 --> 00:09:44.800]  核眼的得看見
[00:09:44.800 --> 00:09:46.800]  叫那受壓制的得自由
[00:09:46.800 --> 00:09:50.800]  報告神約納人的欺凌
[00:09:50.800 --> 00:09:53.800]  福音希臘原文是好消息
[00:09:53.800 --> 00:09:55.800]  耶穌來到這個世界
[00:09:55.800 --> 00:09:58.800]  是要跟所有人講這個好消息
[00:09:58.800 --> 00:10:00.800]  這個好消息是什麼
[00:10:00.800 --> 00:10:03.800]  神約納人的欺凌
[00:10:03.800 --> 00:10:05.800]  什麼是欺凌呢?
[00:10:05.800 --> 00:10:06.800]  欺凌是舊約聖經時代
[00:10:06.800 --> 00:10:07.800]  每一個猶太人
[00:10:07.800 --> 00:10:09.800]  他每經四十九年
[00:10:09.800 --> 00:10:12.800]  第五十年就叫做欺凌
[00:10:12.800 --> 00:10:13.800]  又叫做恩凌
[00:10:13.800 --> 00:10:16.800]  這一年對於猶太人是非常重要
[00:10:16.800 --> 00:10:17.800]  對於所有人都很重要
[00:10:17.800 --> 00:10:19.800]  因為這一年很特別
[00:10:19.800 --> 00:10:21.800]  逢在這一年裏
[00:10:21.800 --> 00:10:24.800]  譬如我有很多奴隸
[00:10:24.800 --> 00:10:25.800]  去到恩凌
[00:10:25.800 --> 00:10:27.800]  我要釋放所有奴隸
[00:10:27.800 --> 00:10:29.800]  無條件釋放他們
[00:10:29.800 --> 00:10:31.800]  如果我踏入恩凌
[00:10:31.800 --> 00:10:32.800]  如果我是一個大債主
[00:10:32.800 --> 00:10:34.800]  很多債仔欠我債
[00:10:34.800 --> 00:10:37.800]  這一年我要免他所有債
[00:10:37.800 --> 00:10:38.800]  你不用再還
[00:10:38.800 --> 00:10:39.800]  譬如欠人錢
[00:10:39.800 --> 00:10:41.800]  去到恩凌你不用再還
[00:10:41.800 --> 00:10:44.800]  這一年可能在經濟上
[00:10:44.800 --> 00:10:46.800]  可能有人很窮
[00:10:46.800 --> 00:10:47.800]  去借錢沒錢還
[00:10:47.800 --> 00:10:49.800]  他要抵押一些東西
[00:10:49.800 --> 00:10:52.800]  可能家傳的祖業土地
[00:10:52.800 --> 00:10:53.800]  都要抵押
[00:10:53.800 --> 00:10:55.800]  但去到恩凌就很不同
[00:10:55.800 --> 00:10:58.800]  因為這些抵押了的祖業土地
[00:10:58.800 --> 00:11:02.800]  要歸還給原本的業主
[00:11:02.800 --> 00:11:05.800]  但如果那個業主百年歸老了
[00:11:05.800 --> 00:11:06.800]  就要歸還給他的後人
[00:11:06.800 --> 00:11:08.800]  所以大家可以想像
[00:11:08.800 --> 00:11:09.800]  恩凌或者欺凌
[00:11:09.800 --> 00:11:10.800]  對於每一個人都很重要
[00:11:10.800 --> 00:11:12.800]  特別是那些奴隸
[00:11:12.800 --> 00:11:15.800]  特別是欠人錢的那些債仔
[00:11:15.800 --> 00:11:16.800]  一踏入恩凌
[00:11:16.800 --> 00:11:19.800]  所有的債都不用還
[00:11:19.800 --> 00:11:22.800]  所有本來是被綁住的
[00:11:22.800 --> 00:11:23.800]  沒自由的
[00:11:23.800 --> 00:11:24.800]  就得回自由
[00:11:24.800 --> 00:11:25.800]  對於恩凌來說
[00:11:25.800 --> 00:11:27.800]  本來是絕望的
[00:11:27.800 --> 00:11:29.800]  現在變成希望了
[00:11:29.800 --> 00:11:30.800]  本來很大的困境
[00:11:30.800 --> 00:11:31.800]  動彈不得
[00:11:31.800 --> 00:11:32.800]  沒辦法向前的
[00:11:32.800 --> 00:11:34.800]  突然間有條出路
[00:11:34.800 --> 00:11:35.800]  所以欺凌
[00:11:35.800 --> 00:11:36.800]  對於每個人都非常重要
[00:11:36.800 --> 00:11:40.800]  但為什麼是神越納人的欺凌呢
[00:11:40.800 --> 00:11:45.800]  因為人最大的債主就是神
[00:11:45.800 --> 00:11:47.800]  羅馬書裡面說
[00:11:47.800 --> 00:11:48.800]  世人都犯了罪
[00:11:48.800 --> 00:11:50.800]  虧缺神的榮耀
[00:11:50.800 --> 00:11:51.800]  原文就是說
[00:11:51.800 --> 00:11:53.800]  人因為罪爭了神
[00:11:53.800 --> 00:11:55.800]  欠了祂
[00:11:55.800 --> 00:11:57.800]  人是沒辦法用自己的能力還的
[00:11:57.800 --> 00:12:00.800]  所以耶穌主動來這個世界
[00:12:00.800 --> 00:12:02.800]  主動來幫助我們
[00:12:02.800 --> 00:12:03.800]  幫助我們
[00:12:03.800 --> 00:12:05.800]  卡數一不清
[00:12:05.800 --> 00:12:06.800]  所以耶穌來的使命
[00:12:06.800 --> 00:12:07.800]  其中一樣東西就是
[00:12:07.800 --> 00:12:10.800]  宣告神越納人的欺凌是什麼
[00:12:10.800 --> 00:12:12.800]  幫助我們本來欠了神的
[00:12:12.800 --> 00:12:14.800]  卡數一不清
[00:12:14.800 --> 00:12:17.800]  所以這個福音是好消息
[00:12:17.800 --> 00:12:19.800]  這個福音是宣告神的救恩
[00:12:19.800 --> 00:12:21.800]  一會兒我們會繼續說救恩是什麼
[00:12:21.800 --> 00:12:23.800]  救恩不是頭腦的概念
[00:12:23.800 --> 00:12:25.800]  救恩是我們真的經歷到的
[00:12:25.800 --> 00:12:27.800]  這個福音這個好消息
[00:12:27.800 --> 00:12:29.800]  是向什麼人說的呢
[00:12:29.800 --> 00:12:32.800]  向貧窮人說
[00:12:32.800 --> 00:12:33.800]  貧窮人在這裡說
[00:12:33.800 --> 00:12:36.800]  貧窮人未必是一些沒錢
[00:12:36.800 --> 00:12:38.800]  飽受生活煎熬的人
[00:12:38.800 --> 00:12:41.800]  可能是有一些有經濟能力的
[00:12:41.800 --> 00:12:44.800]  但這些人永遠都覺得自己不足夠
[00:12:44.800 --> 00:12:46.800]  可能大家要想像
[00:12:46.800 --> 00:12:47.800]  可能你有了
[00:12:47.800 --> 00:12:49.800]  但你覺得永遠都不夠
[00:12:49.800 --> 00:12:51.800]  你就沒辦法享受到
[00:12:51.800 --> 00:12:53.800]  那種心靈裏面那種平安自由
[00:12:53.800 --> 00:12:54.800]  因為你不斷地挖
[00:12:54.800 --> 00:12:56.800]  永遠都覺得自己不足夠
[00:12:56.800 --> 00:12:59.800]  可能有些人是在困境裏面
[00:12:59.800 --> 00:13:01.800]  走到山窮水盡
[00:13:01.800 --> 00:13:03.800]  無計可施的地步
[00:13:03.800 --> 00:13:05.800]  可能是一個極大的困難
[00:13:05.800 --> 00:13:06.800]  憂傷的裏面
[00:13:06.800 --> 00:13:07.800]  所以這些人是困難
[00:13:07.800 --> 00:13:08.800]  為什麼
[00:13:08.800 --> 00:13:10.800]  當人走到盡頭
[00:13:10.800 --> 00:13:12.800]  你覺得你自己的能力
[00:13:12.800 --> 00:13:13.800]  腦筋
[00:13:13.800 --> 00:13:14.800]  智慧
[00:13:14.800 --> 00:13:15.800]  經驗
[00:13:15.800 --> 00:13:18.800]  一切都做不到的時候
[00:13:18.800 --> 00:13:21.800]  你就知道靠自己不行
[00:13:21.800 --> 00:13:24.800]  所以貧窮的人是心靈貧窮的人
[00:13:24.800 --> 00:13:27.800]  也開始明白什麼是謙卑的人
[00:13:27.800 --> 00:13:32.800]  所以心靈的貧窮和謙卑是一樣的意思
[00:13:32.800 --> 00:13:36.800]  當我們真的明白自己搞不定的時候
[00:13:36.800 --> 00:13:40.800]  我們又開始知道原來我需要耶穌的幫助
[00:13:40.800 --> 00:13:43.800]  我需要聖靈的能力去更新
[00:13:43.800 --> 00:13:46.800]  我需要享受耶穌的豐盛生命
[00:13:46.800 --> 00:13:48.800]  原來有些東西更好
[00:13:48.800 --> 00:13:52.800]  所以福音好消息是向這些人宣佈
[00:13:52.800 --> 00:13:53.800]  耶穌說
[00:13:53.800 --> 00:13:54.800]  這些人
[00:13:54.800 --> 00:13:55.800]  這些謙卑的人
[00:13:55.800 --> 00:13:56.800]  這些心靈貧窮的人
[00:13:56.800 --> 00:13:58.800]  我要向他們宣佈
[00:13:58.800 --> 00:14:00.800]  三種真正的自由
[00:14:00.800 --> 00:14:02.800]  哪三種真正的自由
[00:14:02.800 --> 00:14:05.800]  第一是秘魯的得色房
[00:14:05.800 --> 00:14:07.800]  秘魯是什麼?
[00:14:07.800 --> 00:14:10.800]  秘魯是被魔鬼撒旦控制住
[00:14:10.800 --> 00:14:13.800]  或者被邪靈搞擾住
[00:14:13.800 --> 00:14:15.800]  被邪靈搞擾被魔鬼撒旦控制
[00:14:15.800 --> 00:14:18.800]  即使信耶穌都沒有辦法經歷到
[00:14:18.800 --> 00:14:22.800]  信耶穌神所應許那種豐盛的生命
[00:14:22.800 --> 00:14:24.800]  那種自由喜樂的生命
[00:14:24.800 --> 00:14:26.800]  所以耶穌來是要趕走那些邪靈
[00:14:26.800 --> 00:14:28.800]  趕走黑暗的勢力
[00:14:28.800 --> 00:14:30.800]  讓信耶穌的人
[00:14:30.800 --> 00:14:32.800]  只要你信耶穌
[00:14:32.800 --> 00:14:34.800]  你就可以享受到這種豐盛的生命
[00:14:34.800 --> 00:14:36.800]  這是第一種真正的自由
[00:14:36.800 --> 00:14:37.800]  第二種真正的自由
[00:14:37.800 --> 00:14:39.800]  是黑暗的德漢見
[00:14:39.800 --> 00:14:44.800]  這種黑暗未必是說我們肉眼盲了
[00:14:44.800 --> 00:14:46.800]  而是你的焦點
[00:14:46.800 --> 00:14:49.800]  很多人的焦點不是在耶穌上面
[00:14:49.800 --> 00:14:50.800]  在什麼上面
[00:14:50.800 --> 00:14:51.800]  可能是金錢
[00:14:51.800 --> 00:14:53.800]  可能是你的野心
[00:14:53.800 --> 00:14:55.800]  可能是地位
[00:14:55.800 --> 00:14:56.800]  可能是權力
[00:14:56.800 --> 00:14:57.800]  可能是很多很多東西
[00:14:57.800 --> 00:14:58.800]  我未必講得完
[00:14:58.800 --> 00:15:00.800]  很多很多東西
[00:15:00.800 --> 00:15:02.800]  讓你的焦點只在那裡
[00:15:02.800 --> 00:15:06.800]  你望不到耶穌比這些東西更好
[00:15:06.800 --> 00:15:09.800]  你望不到耶穌有豐盛的生命
[00:15:09.800 --> 00:15:10.800]  可以比你更好
[00:15:10.800 --> 00:15:13.800]  所以耶穌來就要開這些人的心眼
[00:15:13.800 --> 00:15:15.800]  又或者有些人是拜偶像的
[00:15:15.800 --> 00:15:16.800]  聖經說
[00:15:16.800 --> 00:15:20.800]  拜偶像的人就被世界的神弄下心眼
[00:15:20.800 --> 00:15:21.800]  他見不到耶穌才是真神
[00:15:21.800 --> 00:15:23.800]  所以耶穌來就要開他們的心眼
[00:15:23.800 --> 00:15:26.800]  讓他們知道耶穌才是真神
[00:15:26.800 --> 00:15:28.800]  第三種的真自由
[00:15:28.800 --> 00:15:30.800]  是受壓制的德自由
[00:15:30.800 --> 00:15:31.800]  受壓制是什麼呢?
[00:15:31.800 --> 00:15:34.800]  受壓制是一些壞習慣捆綁
[00:15:34.800 --> 00:15:37.800]  壞習慣包括一些色情的東西
[00:15:37.800 --> 00:15:39.800]  可能是賭博
[00:15:39.800 --> 00:15:40.800]  可能是酗酒
[00:15:40.800 --> 00:15:41.800]  可能是吸毒
[00:15:41.800 --> 00:15:43.800]  甚至有很多很多其他的東西
