
[00:00:00.000 --> 00:00:21.000]  總算,火海,經濟,十價,甚至宣道,我們的先賢,不單止是我們鄭勝威的先賢,
[00:05:20.000 --> 00:05:27.000]  「不過呢,在羅馬書跟其他的普羅的書信不同,或者跟其他的新的書信,好像《那國書》都不同。」
[00:05:27.000 --> 00:05:38.000]  「就是它是很強調了這個框架,而這個框架,是跟我們的倫理生活,行事為人,是息息相關的。」
[00:05:38.000 --> 00:05:41.000]  「不是兩件事,上文下理之間,這樣疊上去的。」
[00:05:41.000 --> 00:05:45.000]  「而是你沒有這個框架,你就沒有這個生活。」
[00:05:45.000 --> 00:05:47.000]  「這個框架,就是一個新的世界觀。」
[00:05:47.000 --> 00:05:56.000]  「這個告訴我們,唯一合情合理的敬拜,是對主說,可以將我的身體獻上給你。」
[00:05:56.000 --> 00:06:02.000]  「回來教會,因為很多人都回到教會當中,又回到教會裏面,唱一些讚美的詩歌。」
[00:06:02.000 --> 00:06:04.000]  「有些教會,就很投入的。」
[00:06:04.000 --> 00:06:07.000]  「他們的敬拜,非常之興奮的。」
[00:06:07.000 --> 00:06:09.000]  「手掌觸到都得的。」
[00:06:09.000 --> 00:06:11.000]  「牧師講到,都非常之有力的。」
[00:06:11.000 --> 00:06:14.000]  「講到個個都掉血流淚都有的。」
[00:06:14.000 --> 00:06:18.000]  「大家就回完教會之後,就享受了一個美好的早晨。」
[00:06:18.000 --> 00:06:22.000]  「然後回到家裏,就做法照舊。」
[00:06:22.000 --> 00:06:27.000]  「這個不是普洱講的敬拜。」
[00:06:27.000 --> 00:06:34.000]  「普洱講的敬拜,就是今日你從第一章到二十一章看到,耶穌基督為我們做了些什麼。」
[00:06:34.000 --> 00:06:38.000]  「祂進入了我們這個世界當中,祂帶來一個新的時代。」
[00:06:38.000 --> 00:06:41.000]  「一個新的世界,是一個新造的人我們。」
[00:06:41.000 --> 00:06:47.000]  「在這個新造的人當中,我們回應這個的基督,就是要將我們的生命建上。」
[00:06:47.000 --> 00:06:52.000]  「基督說,我是你的,I am yours。」
[00:06:52.000 --> 00:06:56.000]  「所以,這個講的神的慈悲,神的愛,是一個別索爾。」
[00:06:56.000 --> 00:06:58.000]  「是一個新的主權。」
[00:06:58.000 --> 00:07:01.000]  「可以神的慈悲,神的愛,去影一神。」
[00:07:01.000 --> 00:07:03.000]  「在基督裏面所做的事。」
[00:07:03.000 --> 00:07:05.000]  「祂愛我們,祂拯救我們。」
[00:07:05.000 --> 00:07:06.000]  「耶穌基督為我們的死。」
[00:07:06.000 --> 00:07:12.000]  「故此祂拯救了我們的時候,埋贖了我們的時候,祂在我們生命裏面有一個主權。」
[00:07:12.000 --> 00:07:14.000]  「祂是我們的生命的主。」
[00:07:14.000 --> 00:07:16.000]  「其實祂有雙重的主權。」
[00:07:16.000 --> 00:07:19.000]  「祂是創造我們的神,亦都是拯救我們的神。」
[00:07:19.000 --> 00:07:23.000]  「祂在我們生命裏面,是付出了雙重的代價。」
[00:07:23.000 --> 00:07:27.000]  「故此祂在你和我生命裏面,是有雙重的代價。」
[00:07:27.000 --> 00:07:37.000]  「最後見到一個在香港,鑽石山,一個老地方的,成長的地方的一個老朋友。」
[00:07:37.000 --> 00:07:39.000]  「原來他都住在那裏的。」
[00:07:39.000 --> 00:07:43.000]  「就是張瑪麗的先生。」
[00:07:43.000 --> 00:07:48.000]  「是我以前呢,全契都參加我們全契的團友。」
[00:07:48.000 --> 00:07:50.000]  「我當時沒有講起喎。」
[00:07:50.000 --> 00:07:53.000]  「現在我腦袋講返舊陣時的事。」
[00:07:53.000 --> 00:07:55.000]  「講起鑽石山的生活。」
[00:07:55.000 --> 00:07:57.000]  「在那裏成長。」
[00:07:57.000 --> 00:08:01.000]  「那裏的生活呢,那裏沒有什麼,只有幾樣東西。」
[00:08:01.000 --> 00:08:09.000]  「去雜貨舖,從貨舖裏面看你的呼聲有線電視,看牛仔片。」
[00:08:09.000 --> 00:08:11.000]  「和中單車玩。」
[00:08:11.000 --> 00:08:13.000]  「那時我的生活都幾好的。」
[00:08:13.000 --> 00:08:16.000]  「和這位朋友都幾ok的。」
[00:08:16.000 --> 00:08:19.000]  「其實那時鑽石山的有些人都幾ok的。」
[00:08:19.000 --> 00:08:25.000]  「ok的意思就是我好細個有些儲蓄。」
[00:08:25.000 --> 00:08:27.000]  「就是錢罌裏面有些錢。」
[00:08:27.000 --> 00:08:32.000]  「可以夠錢,好細個。」
[00:08:32.000 --> 00:08:35.000]  「最大願望就是買架三輪單車去玩。」
[00:08:35.000 --> 00:08:37.000]  「都是買不到。」
[00:08:37.000 --> 00:08:42.000]  「於是接埋上期,明年後年,十年後的地市錢,年貨錢等那些東西。」
[00:08:42.000 --> 00:08:49.000]  「那些雜貨舖,買不到經過,所有東西都賣給他幾毛錢,充數買賣。」
[00:08:49.000 --> 00:08:52.000]  「買了架單車。」
[00:08:52.000 --> 00:08:54.000]  「嘩!好細個,私家單車。」
[00:08:54.000 --> 00:09:00.000]  「成為小朋友對我的一個非常擁護我的原因。」
[00:09:00.000 --> 00:09:02.000]  「成為好重要。」
[00:09:02.000 --> 00:09:06.000]  「有一日,有小朋友在家裏說:「食飯啦!喂!食飯啦!」」
[00:09:06.000 --> 00:09:07.000]  「在裏面玩。」
[00:09:07.000 --> 00:09:11.000]  「有些小朋友還在玩單車,我說:「你借我玩陣先啦。」
[00:09:11.000 --> 00:09:13.000]  「你食完飯,下來再玩啦。」
[00:09:13.000 --> 00:09:16.000]  「但是寫給你玩,食完飯我回去。」
[00:09:16.000 --> 00:09:18.000]  「人人見,單車人見。」
[00:09:18.000 --> 00:09:20.000]  「問他們,他們說:「唔知喎,冇人知道喎。」」
[00:09:20.000 --> 00:09:23.000]  「我交了給他,他交給他,交到下,唔知交給邊個。」
[00:09:23.000 --> 00:09:24.000]  「你便要開單車。」
[00:09:24.000 --> 00:09:27.000]  「慘啦!返屋企,報告出嚟,冇人同情你喎。」
[00:09:27.000 --> 00:09:29.000]  「係咪呀?冇人同情你呀?」
[00:09:29.000 --> 00:09:31.000]  「冇人同情你。」
[00:09:31.000 --> 00:09:34.000]  「但先同情你先啦,你知道啦。」
[00:09:34.000 --> 00:09:36.000]  「但阿媽佢點講呢?」
[00:09:36.000 --> 00:09:37.000]  「冇人同情你。」
[00:09:37.000 --> 00:09:38.000]  「慘啦!下得輪啦。」
[00:09:38.000 --> 00:09:41.000]  「你搵啦,搵民廚煮啲生。」
[00:09:41.000 --> 00:09:42.000]  「你搵咩到呀?」
[00:09:42.000 --> 00:09:43.000]  「搵到。」
[00:09:43.000 --> 00:09:47.000]  「有日呢,我喺路口嗰個窄」
[00:09:47.000 --> 00:09:50.000]  「嗰個窄架攤度邊個單車,你似我嗰架咁喎。」
[00:09:50.000 --> 00:09:54.000]  「於是呢,就搬埋啲小朋友去講數啦。」
[00:09:54.000 --> 00:09:55.000]  「呢架單車我並偷咗喎。」
[00:09:55.000 --> 00:09:59.000]  「嗰個窄貨舖老闆有冇禁住攤啦?」
[00:09:59.000 --> 00:10:01.000]  「係呀!人偷咗你呀?」
[00:10:01.000 --> 00:10:02.000]  「咁我畀返你啦。」
[00:10:02.000 --> 00:10:04.000]  「梗係冇啦,佢做生意㗎嘛。」
[00:10:04.000 --> 00:10:08.000]  「咁好啦,咁呀,賣返畀你啦,平啲啦。」
[00:10:08.000 --> 00:10:09.000]  「開個價唔記得幾錢啦。」
[00:10:09.000 --> 00:10:12.000]  「梗係我已經支咗好多年嘅上期啦。」
[00:10:12.000 --> 00:10:14.000]  「係咪呀?不如仲有錢。」
[00:10:14.000 --> 00:10:17.000]  「畀返佢又嗌又哂啦,喊住啦。」
[00:10:17.000 --> 00:10:21.000]  「咁終於呢,就再支多二十年嘅上期啦。」
[00:10:21.000 --> 00:10:23.000]  「哈哈哈哈哈哈!」
[00:10:23.000 --> 00:10:25.000]  「咁就下啦,唔記得啦。」
[00:10:25.000 --> 00:10:29.000]  「咁我畀啲錢去賭返架車返嚟,係咪呀?」
[00:10:29.000 --> 00:10:31.000]  「嗰單車已經花曬㗎啦。」
[00:10:31.000 --> 00:10:33.000]  「已經不熟住貌嘅,係咪呀?」
[00:10:33.000 --> 00:10:35.000]  「抹返緊佢,係咪呀?」
[00:10:35.000 --> 00:10:37.000]  「啲朋友一齊同佢玩喎。」
[00:10:37.000 --> 00:10:40.000]  「一齊呢,就話,唉!借我玩下啦。」
[00:10:40.000 --> 00:10:41.000]  「咁就同佢玩玩啦。」
[00:10:41.000 --> 00:10:45.000]  「小童仔,你估嗰陣時佢有冇咁大方呀,仲?」
[00:10:45.000 --> 00:10:51.000]  「冇啦,你哋唔記得我嗰單車,一次我唔會再畀你玩啦,係咪呀?」
[00:10:51.000 --> 00:10:52.000]  「我好寶貴佢,係咪呀?」
[00:10:52.000 --> 00:10:54.000]  「即係佢唔再見呀嘛。」
[00:10:54.000 --> 00:10:57.000]  「我對呢單車有雙重嘅代價喎,係咪呀?」
[00:10:57.000 --> 00:10:59.000]  「本來就係屬於我嘅。」
[00:10:59.000 --> 00:11:03.000]  「但係我再,因為佢失落咗呀,我再付一次代價將佢點樣呀?」
[00:11:03.000 --> 00:11:04.000]  「買返返嚟。」
[00:11:04.000 --> 00:11:09.000]  「神亦都係一樣,神嘅慈悲,就係你本人係我哋嘅天父,係我哋嘅創造主。」
[00:11:09.000 --> 00:11:15.000]  「但係我哋失落咗嘅時候,佢再付一個更重嘅代價,就係佢嘅兒子耶穌基督,拯救我哋,將你埋伏返嚟。」
[00:11:15.000 --> 00:11:18.000]  「以致我身上,你嘅身上有雙重嘅主權。」
[00:11:18.000 --> 00:11:23.000]  「因此,喺呢個所以,呢個殲截戰嘅當中,我哋要展開一個新嘅時代。」
[00:11:23.000 --> 00:11:29.000]  「我哋將我哋嘅身體燕上當中,即係為主而活,係咪最合理嘅一個回應呢?」
[00:11:29.000 --> 00:11:37.000]  「所以從呢一個的合併回應當中,展開呢個嘅世界觀嘅裏面呢,我哋見到。」
[00:11:37.000 --> 00:11:42.000]  「喺我哋心靈裏面,佢有佢嘅計劃,有佢嘅旨意。」
[00:11:42.000 --> 00:11:46.000]  「我哋要測驗何謂神經,善良、順存、可喜悅嘅旨意。」
[00:11:46.000 --> 00:11:51.000]  「佢嘅旨意就係我哋心靈裏面,我哋對呢個世界裏面嘅一個Master Plan。」
[00:11:51.000 --> 00:11:58.000]  「對你,對我哋嘅教會,對呢個世界,佢有佢嘅Master Plan,佢有佢嘅計劃,大嘅計劃。」
[00:11:58.000 --> 00:12:05.000]  「呢個大嘅計劃,即係我直接我哋,將我哋獻上自己,作一個合理嘅宿命嘅敬拜。」
[00:12:05.000 --> 00:12:08.000]  「侍奉呢個字,愚民,係敬拜,同一個字。」
[00:12:08.000 --> 00:12:13.000]  「嗰個宿命,合理呢兩個字,喺愚民裏面,都係同一個字。」
[00:12:13.000 --> 00:12:16.000]  「宿命嘅,又係合理嘅,合理嘅,係宿命嘅。」
[00:12:16.000 --> 00:12:21.000]  「好多時候,我哋宿命都唔合理喎,合理得唔宿命。」
[00:12:21.000 --> 00:12:25.000]  「係冇可能嘅,宿命嘅一定係合理,合理嘅一定係宿命。」
[00:12:25.000 --> 00:12:28.000]  「咁邊個合理,就係人嘅理性重返神,唔係嘅意思。」
[00:12:28.000 --> 00:12:33.000]  「一個真正嘅合理,係會同神嘅心意係相符嘅。」
[00:12:33.000 --> 00:12:38.000]  「神唔會做啲唔合理嘅嘢,即係話我掟個兒童精,佢會飛上天。」
[00:12:38.000 --> 00:12:40.000]  「合理嘅,佢有個地心吸氣,會跌返落嚟。」
[00:12:40.000 --> 00:12:42.000]  「係咪嘅意思呀?你未望嘅意思呀?」
[00:12:42.000 --> 00:12:46.000]  「所以要將身體獻上,即係佢會合理嘅,最宿命嘅一個回應。」
[00:12:46.000 --> 00:12:48.000]  「要身體嘅回應,係指咩呀?」
[00:12:48.000 --> 00:12:51.000]  「我哋每一個人都係,受到我哋身體嘅限制呀。」
[00:12:51.000 --> 00:12:56.000]  「甚至我哋喺罪惡敗壞當中,我哋身體都好多損傷,係咪呀?」
[00:12:56.000 --> 00:12:58.000]  「好似我嘅單子一樣。」
[00:12:58.000 --> 00:13:02.000]  「但係喺我哋嘅肉體嘅限制嘅當中,生命裏面嘅不足缺陷嘅裏面。」
[00:13:02.000 --> 00:13:12.000]  「甚至喺罪惡裏面,曾經俾過我哋嘅捆綁,俾過我哋嘅壓迫而造成嘅,我哋新生命裏面,有諸般嘅弱點。」
[00:13:12.000 --> 00:13:18.000]  「但係,神仍然呼起,我哋以我哋嘅身體,受肉體限制嘅生命,嚟到去試行神。」
[00:13:18.000 --> 00:13:23.000]  「你冇理由話,我有啲諸般缺陷,所以我唔配試行神。」
[00:13:23.000 --> 00:13:32.000]  「因為呢一啲嘅諸般嘅缺陷,喺耶穌基督嘅無瑕疵嘅高揚嘅奉獻當中,都遮蓋咗。」
[00:13:32.000 --> 00:13:33.000]  「明白嗎?」
[00:13:33.000 --> 00:13:35.000]  「呢個唔係你嘅功勞。」
[00:13:35.000 --> 00:13:37.000]  「係高揚嘅功勞。」
[00:13:37.000 --> 00:13:44.000]  「你知唔知你冇藉口推,話我有諸般嘅限制,喺我肉身當中,唔做到呢啲,唔做到嗰啲。」
[00:13:44.000 --> 00:13:46.000]  「我願意你將自己獻上。」
[00:13:46.000 --> 00:13:55.000]  「就喺你嘅受肉體嘅限制裏面嘅,你嘅愚昧呀、你嘅無能呀,種種當中,你將自己奉獻俾神。」
[00:13:55.000 --> 00:13:59.000]  「而且,身體嘅奉獻,係具體嘅生命嘅。」
[00:13:59.000 --> 00:14:04.000]  「唔係指,屬靈嘅奉獻,指你已經迷心生喪造嗰種喎。」
[00:14:04.000 --> 00:14:07.000]  「身體嘅奉獻,就係喺個生活裏面。」
[00:14:07.000 --> 00:14:11.000]  「Body,具體嘅生活裏面,有形嘅。」
[00:14:11.000 --> 00:14:16.000]  「個人嘅活動,你整個人嘅活動呀,唔係淨係禮拜日呀,返嚟呀。」
[00:14:16.000 --> 00:14:19.000]  「所以呢,你唔可以話禮拜日,唔帶埋個腦袋返嚟嘅。」
[00:14:19.000 --> 00:14:22.000]  「你信耶穌,就擺低個腦袋,你信耶穌。」
[00:14:22.000 --> 00:14:24.000]  「唔係嫁,信生命。」
[00:14:24.000 --> 00:14:27.000]  「遵守更生而變法,你聽佢講嘅。」
[00:14:27.000 --> 00:14:28.000]  「你整個人嘅活動。」
[00:14:28.000 --> 00:14:34.000]  「你知唔知你信耶穌,嗰日你已經被號召進入一場,顛覆呢個世界嘅革命。」
[00:14:34.000 --> 00:14:36.000]  「你要改變呢個世界。」
[00:14:36.000 --> 00:14:43.000]  「成一個Master Plan,佢要接住你,接住你嘅活動進行會,改變呢個世界,顛覆呢個世界。」
[00:14:43.000 --> 00:14:45.000]  「擺一場宿命嘅革命。」
[00:14:45.000 --> 00:14:52.000]  「Master Plan,包括咗另一樣嘢,就係需要心意嘅更生而變法。」
[00:14:52.000 --> 00:14:54.000]  「唔錯,你肉體裏面有好多嘅限制。」
[00:14:54.000 --> 00:14:59.000]  「神願意使用你,但你嘅肉體,你嘅身體如何能夠俾神使用呢?」
[00:14:59.000 --> 00:15:05.000]  「就係你先從心意更生而變法,你願意俾神嚟到去改變你。」
[00:15:05.000 --> 00:15:07.000]  「轉變你,Be Transformed。」
[00:15:07.000 --> 00:15:09.000]  「Be Transformation,轉變你。」
[00:15:09.000 --> 00:15:13.000]  「你都,用你嘅生命,你都俾你無罪啊。」
[00:15:13.000 --> 00:15:15.000]  「呢個母,俾你無罪。」
[00:15:15.000 --> 00:15:19.000]  「從此我哋係用呢個世界嘅母吸出嚟,俾你效法自己嘅世界。」
[00:15:19.000 --> 00:15:24.000]  「從此我哋Confirm to呢個世界,我哋係效法呢個世界。」
[00:15:24.000 --> 00:15:27.000]  「俾呢個世界嘅母,呢個母嘅母吸出嚟。」
[00:15:27.000 --> 00:15:29.000]  「但係今日我話,主耶穌話,唔係。」
[00:15:29.000 --> 00:15:35.000]  「你唔可以再使呢個母所吸,吸,吸,好似葉子一樣,吸,吸,吸,吸曬出嚟。」
[00:15:35.000 --> 00:15:39.000]  「而係用一個新嘅模式,就係一個心意更生,唔係外在咁。」
[00:15:39.000 --> 00:15:42.000]  「呢個世界要加諸於我哋,加落嚟我哋嗰度。」
[00:15:42.000 --> 00:15:47.000]  「係心願意更生而變法。」
[00:15:47.000 --> 00:15:49.000]  「你天才唔變咗。」
[00:15:49.000 --> 00:15:50.000]  「變法。」
[00:15:50.000 --> 00:15:53.000]  「你知你係一個合乎神嘅心意。」
[00:15:53.000 --> 00:15:58.000]  「就係基督所要,自己已經帶領咗嚟呢個世界,已經有個新嘅世界。」
[00:15:58.000 --> 00:16:03.000]  「我哋成為一個新做嘅人,呢個世界已經改變,係基督個裏面。」
[00:16:03.000 --> 00:16:05.000]  「咁咪心意更生呢?」
[00:16:05.000 --> 00:16:09.000]  「所以有幾樣嘢。」
[00:16:09.000 --> 00:16:11.000]  「你睇唔成心意呢?」
[00:16:11.000 --> 00:16:15.000]  「要讀聖經。」
[00:16:15.000 --> 00:16:17.000]  「要讀通聖經。」
[00:16:17.000 --> 00:16:20.000]  「我唔知大家有幾多人係讀緊聖經嘅。」
[00:16:20.000 --> 00:16:24.000]  「我唔係話你一限定要讀幾多章幾多節,唔係咪。」
[00:16:24.000 --> 00:16:26.000]  「你先讀聖經。」
[00:16:26.000 --> 00:16:28.000]  「阿爸你先要讀一節。」
[00:16:28.000 --> 00:16:30.000]  「要讀聖經。」
[00:16:30.000 --> 00:16:33.000]  「唔係讀幾多節,要讀聖經。」
[00:16:33.000 --> 00:16:36.000]  「你嘅默想,差唔多係思想。」
[00:16:36.000 --> 00:16:39.000]  「你話要留喺你嘅心裏面,留喺思想當中。」
[00:16:39.000 --> 00:16:40.000]  「改變你嘅心思。」
[00:16:40.000 --> 00:16:41.000]  「然後祈禱。」
[00:16:41.000 --> 00:16:43.000]  「用神經話要你祈禱。」
[00:16:43.000 --> 00:16:45.000]  「然後去靜觀。」
[00:16:45.000 --> 00:16:47.000]  「將自己擺低。」
[00:16:47.000 --> 00:16:49.000]  「讓神喺你心裏面工作。」
[00:16:49.000 --> 00:16:54.000]  「知唔知真正嘅轉變係喺你嘅安靜等候嘅當中。」
[00:16:54.000 --> 00:16:56.000]  「靜修,太多活動都唔好㗎喎。」
[00:16:56.000 --> 00:16:58.000]  「一味唱詩、祈禱、禱告事項。」
[00:16:58.000 --> 00:17:01.000]  「忙完十五分鐘,就拜拜搞掂。」
[00:17:01.000 --> 00:17:03.000]  「結果都未真正靜修到。」
[00:17:03.000 --> 00:17:08.000]  「我曾經帶咗一班嘅嘉南團團友去學習靜修。」
[00:17:08.000 --> 00:17:13.000]  「去過靜修營,同埋用咗一年嘅時間學習咩叫安靜,係咪呀。」
[00:17:13.000 --> 00:17:15.000]  「好緊要㗎,我哋平時都唔識啲安靜㗎。」
[00:17:15.000 --> 00:17:17.000]  「你唔學,你唔識安靜㗎。」
[00:17:17.000 --> 00:17:20.000]  「呢個世界就係叫你好嘈好嘈好嘈。」
[00:17:20.000 --> 00:17:24.000]  「你好嘈好嘈好嘈,咁佢就哄到你㗎啦。」
[00:17:24.000 --> 00:17:29.000]  「靜低落嚟,當你靜低落嚟嘅時候,你就會聽到神嘅聲音。」
[00:17:29.000 --> 00:17:31.000]  「你靜低落嚟。」
[00:17:31.000 --> 00:17:38.000]  「好多嘅轉變係當你瞓著覺嘅時候,係不知不覺當中改變嘅,係咪呀。」
[00:17:38.000 --> 00:17:44.000]  「你見到啲細路仔、細路女要長大,佢想教佢,佢就高嗰啲咁樣。」
[00:17:44.000 --> 00:17:50.000]  「真係佢,佢一晚黑,佢啲骨裏面嗰啲骨髓咁嗰啲個洞,係咪呀。」
[00:17:50.000 --> 00:17:54.000]  「哎呀,有時佢就病咗喎,佢喺床度瞓咗兩日發燒。」
[00:17:54.000 --> 00:17:57.000]  「發燒完又點呀?」
[00:17:57.000 --> 00:17:59.000]  「又高咗,手又長咗,點解呀?」
[00:17:59.000 --> 00:18:02.000]  「明明大家做過,見到細路仔大陣。」
[00:18:02.000 --> 00:18:05.000]  「即係我先話俾大家聽,就係呢個神奇工作嚟嘅。」
[00:18:05.000 --> 00:18:09.000]  「就要安靜,完全交受你啲神,要用神去掌控你嘅生命。」
[00:18:09.000 --> 00:18:12.000]  「完全交受你佢,要靜低落嚟。」
[00:18:12.000 --> 00:18:15.000]  「睇下神,喺你生命裏面做功夫,你靜觀。」
[00:18:15.000 --> 00:18:20.000]  「睇下神,喺你嘅生命裏面,喺你嘅世界裏面,有咩嘅心意。」
[00:18:20.000 --> 00:18:22.000]  「測驗神嘅心意。」
[00:18:22.000 --> 00:18:24.000]  「Master Planning三制。」
[00:18:24.000 --> 00:18:29.000]  「要講俾大家聽,要埋湧咗我哋嘅差別,不同嘅意見。」
[00:18:29.000 --> 00:18:32.000]  「彼此之間肢體當中嘅因此之不同。」
[00:18:32.000 --> 00:18:38.000]  「單單看我哋係基督嘅 singular,單一嘅,同埋多樣嘅一個身體。」
[00:18:38.000 --> 00:18:42.000]  「一個基督身體,係單一嘅一個身體,所以合一,一個身體。」
[00:18:42.000 --> 00:18:44.000]  「基督嘅教會,一個嘅教會。」
[00:18:44.000 --> 00:18:49.000]  「一主,一信,一上帝,一教會。」
[00:18:49.000 --> 00:18:52.000]  「一個就唔係,一。」
[00:18:52.000 --> 00:18:55.000]  「但係呢個教會裏面嘅肢體有多樣性嘅。」
[00:18:55.000 --> 00:18:57.000]  「正如我哋讀嘅嗰段經文就係話啦。」
[00:18:57.000 --> 00:19:00.000]  「本來話,我要對你哋每一位說。」
[00:19:00.000 --> 00:19:04.000]  「個個都講嘅,唔係淨係講俾羅牧師聽。」
[00:19:04.000 --> 00:19:12.000]  「講俾羅牧師聽,講俾陳執事聽,唔係講俾其他執事聽。」
[00:19:12.000 --> 00:19:15.000]  「唔係唔係唔係唔係,執事你睇過啦,得得得,唔係唔係。」
[00:19:15.000 --> 00:19:18.000]  「係對你哋每一個人講嘅。」
[00:19:18.000 --> 00:19:19.000]  「唔好睇自己太高。」
[00:19:19.000 --> 00:19:21.000]  「又唔好睇低意見喎。」
[00:19:21.000 --> 00:19:23.000]  「唔好妄自菲薄喎。」
[00:19:23.000 --> 00:19:25.000]  「唔好睇下自己過高。」
[00:19:25.000 --> 00:19:28.000]  「要安定信心,合乎宗道咁做。」
[00:19:28.000 --> 00:19:31.000]  「知唔知一個身體,紅色嘅字喺邊度,係咪呀?」
[00:19:31.000 --> 00:19:33.000]  「但係唔係一樣嘅用處。」
[00:19:33.000 --> 00:19:39.000]  「佢有好多嘅人,喺觀眾入面,係一個嘅身體。」
[00:19:39.000 --> 00:19:41.000]  「佢哋要互相聯絡。」
[00:19:41.000 --> 00:19:43.000]  「每次唔同,緊唔緊要呀?」
[00:19:43.000 --> 00:19:44.000]  「唔緊要。」
[00:19:44.000 --> 00:19:46.000]  「大家嘅恩賜唔同,緊唔緊要呀?」
[00:19:46.000 --> 00:19:47.000]  「唔緊要。」
[00:19:47.000 --> 00:19:51.000]  「最緊要係咩呀?」
[00:19:51.000 --> 00:19:55.000]  「成為一個身體。」
[00:19:55.000 --> 00:19:59.000]  「呢個身體就係咁多樣化㗎。」
[00:19:59.000 --> 00:20:02.000]  「你唔可以排擠其中一個身體。」
[00:20:02.000 --> 00:20:05.000]  「你覺得個胃冇用嘅,割咗佢。」
[00:20:05.000 --> 00:20:08.000]  「唔得嘅嘛。」
[00:20:08.000 --> 00:20:12.000]  「雖然你定咗要割個胃嘅意思,亦唔係咁嘅意思。」
[00:20:12.000 --> 00:20:16.000]  「每一個嘅身體嘅肢體,都有佢嘅作用喺度嘅。」
[00:20:16.000 --> 00:20:17.000]  「Sorry」
[00:20:17.000 --> 00:20:22.000]  「唔好意思呀,我撳錯咗。」
