
[00:00:00.000 --> 00:00:10.200]  今天我們要從這段《聖經》裏頭看看《在患難中忍耐》這個主題
[00:06:14.700 --> 00:06:16.700]  但是我們感謝神
[00:06:16.700 --> 00:06:18.700]  神的建政基督的建政
[00:06:18.700 --> 00:06:21.700]  是一代一代一直傳下去
[00:06:21.700 --> 00:06:24.700]  一直等到主耶穌回來
[00:06:24.700 --> 00:06:28.700]  所以我們從這些話裏頭
[00:06:28.700 --> 00:06:35.700]  我們看到怎樣的能夠做基督的精兵
[00:06:35.700 --> 00:06:37.700]  怎樣做基督精兵呢
[00:06:37.700 --> 00:06:41.700]  能夠把建政繼續的一代一代的傳下去呢
[00:06:41.700 --> 00:06:46.700]  其中保羅在第二章一開始就講了很多
[00:06:46.700 --> 00:06:50.700]  那麼我們現在所交通這是其中的一段
[00:06:50.700 --> 00:06:55.700]  其中這一點的話就講到在患難中要忍耐
[00:06:55.700 --> 00:06:58.700]  在患難中要忍耐
[00:06:58.700 --> 00:07:00.700]  爲什麼要忍耐呢
[00:07:00.700 --> 00:07:03.700]  因爲神的應許是可靠的
[00:07:03.700 --> 00:07:06.700]  神的應許是可信的
[00:07:06.700 --> 00:07:11.700]  所以提莫泰後書第二章八節到十三節
[00:07:11.700 --> 00:07:13.700]  這一段經文給我們看到
[00:07:13.700 --> 00:07:18.700]  有四方面我們要去實行的
[00:07:18.700 --> 00:07:21.700]  有幾方面
[00:07:21.700 --> 00:07:24.700]  前面他提到也有很多的方面
[00:07:24.700 --> 00:07:28.700]  保羅也提到怎麼樣做基督的精兵
[00:07:28.700 --> 00:07:33.700]  他說要像當兵的一樣
[00:07:33.700 --> 00:07:35.700]  不要將事物纏身
[00:07:35.700 --> 00:07:39.700]  要召他當兵的人喜悅
[00:07:39.700 --> 00:07:45.700]  就是說不要將事物纏累自己的生活
[00:07:45.700 --> 00:07:49.700]  然後講到也要像比武的人
[00:07:49.700 --> 00:07:51.700]  在場上比武的時候
[00:07:51.700 --> 00:07:52.700]  比賽的時候
[00:07:52.700 --> 00:07:54.700]  你得按照規矩
[00:07:54.700 --> 00:07:58.700]  也講到你要做一個勞力的農夫
[00:07:58.700 --> 00:08:01.700]  要先得到糧食
[00:08:01.700 --> 00:08:03.700]  要忍耐
[00:08:03.700 --> 00:08:09.700]  那麼還要跟衆生苦難一同來受苦
[00:08:09.700 --> 00:08:10.700]  所以第一個
[00:08:10.700 --> 00:08:12.700]  他說我們可以實行的
[00:08:12.700 --> 00:08:15.700]  就是第八節所說的
[00:08:15.700 --> 00:08:18.700]  你要紀念耶穌基督
[00:08:18.700 --> 00:08:21.700]  乃是大魏的後裔
[00:08:21.700 --> 00:08:23.700]  他從十里胡伯
[00:08:23.700 --> 00:08:26.700]  曾和胡伯所傳的福音
[00:08:26.700 --> 00:08:28.700]  這一節就告訴我們
[00:08:28.700 --> 00:08:32.700]  要紀念耶穌基督
[00:08:32.700 --> 00:08:35.700]  紀念他什麼呢
[00:08:35.700 --> 00:08:38.700]  紀念他在地上這一生
[00:08:38.700 --> 00:08:41.700]  這點我們看到是一個很特別的
[00:08:41.700 --> 00:08:45.700]  保羅在這裏講到耶穌基督
[00:08:45.700 --> 00:08:48.700]  他把耶穌放在前面
[00:08:48.700 --> 00:08:49.700]  然後是基督
[00:08:49.700 --> 00:08:52.700]  但是我們看保羅的書信
[00:08:52.700 --> 00:08:56.700]  很多時候他是提到基督耶穌
[00:08:56.700 --> 00:08:59.700]  因爲下面再下來
[00:08:59.700 --> 00:09:02.700]  在第十節就看到了
[00:09:02.700 --> 00:09:06.700]  也可以得到那在基督耶穌裏的救恩
[00:09:06.700 --> 00:09:09.700]  他先講耶穌基督
[00:09:09.700 --> 00:09:10.700]  轉過來以後
[00:09:10.700 --> 00:09:12.700]  又講基督耶穌
[00:09:12.700 --> 00:09:15.700]  在第一章裏頭好幾次
[00:09:15.700 --> 00:09:18.700]  大概有五次到六次
[00:09:18.700 --> 00:09:20.700]  都是提到基督耶穌
[00:09:20.700 --> 00:09:23.700]  那有人就在思想
[00:09:23.700 --> 00:09:27.700]  耶穌基督跟基督耶穌有什麼不同呢
[00:09:27.700 --> 00:09:28.700]  都一樣
[00:09:28.700 --> 00:09:31.700]  好像我們也很難分辨出來
[00:09:31.700 --> 00:09:35.700]  這兩個有什麼很大的區別
[00:09:35.700 --> 00:09:38.700]  那麼有人就告訴我們
[00:09:38.700 --> 00:09:40.700]  保羅一般的寫信呢
[00:09:40.700 --> 00:09:43.700]  都是提到基督耶穌
[00:09:43.700 --> 00:09:47.700]  因爲基督是指的他
[00:09:47.700 --> 00:09:51.700]  復活神性這方面
[00:09:51.700 --> 00:09:52.700]  那麼耶穌呢
[00:09:52.700 --> 00:09:56.700]  是指的他人性這方面
[00:09:56.700 --> 00:09:58.700]  那麼一般的使徒呢
[00:09:58.700 --> 00:10:00.700]  都是提到耶穌基督
[00:10:00.700 --> 00:10:05.700]  因爲他們是在耶穌在地上的時候
[00:10:05.700 --> 00:10:08.700]  服侍的時候他們跟隨的
[00:10:08.700 --> 00:10:12.700]  所以他們是先見到耶穌的人性
[00:10:12.700 --> 00:10:16.700]  以後才見到耶穌的神性
[00:10:16.700 --> 00:10:20.700]  所以他們是先耶穌後基督
[00:10:20.700 --> 00:10:22.700]  但是保羅不同
[00:10:22.700 --> 00:10:26.700]  當保羅信主的時候
[00:10:26.700 --> 00:10:29.700]  耶穌已經是從死裏復活了
[00:10:29.700 --> 00:10:30.700]  已經昇天了
[00:10:30.700 --> 00:10:32.700]  在大馬聖的路上
[00:10:32.700 --> 00:10:34.700]  他向保羅顯現
[00:10:34.700 --> 00:10:37.700]  所以保羅先看到的耶穌
[00:10:37.700 --> 00:10:39.700]  是一個復活的主
[00:10:39.700 --> 00:10:42.700]  他是基督
[00:10:42.700 --> 00:10:47.700]  所以他是先遇到復活的主
[00:10:47.700 --> 00:10:49.700]  耶穌的神性
[00:10:49.700 --> 00:10:52.700]  那麼也同時以後才認識到
[00:10:52.700 --> 00:10:54.700]  耶穌的人性
[00:10:54.700 --> 00:10:55.700]  所以這樣的話
[00:10:55.700 --> 00:10:58.700]  他就常常把基督放在前面
[00:10:58.700 --> 00:11:00.700]  把耶穌放在後面
[00:11:00.700 --> 00:11:04.700]  其實對我們說可能都差不多
[00:11:04.700 --> 00:11:06.700]  耶穌基督
[00:11:06.700 --> 00:11:09.700]  基督耶穌不是有很大的區別
[00:11:09.700 --> 00:11:10.700]  但這個地方
[00:11:10.700 --> 00:11:12.700]  他特別提到耶穌基督
[00:11:12.700 --> 00:11:16.700]  就紀念他在地上的時候
[00:11:16.700 --> 00:11:17.700]  地上的時候
[00:11:17.700 --> 00:11:21.700]  他是大衛的後裔
[00:11:21.700 --> 00:11:23.700]  大衛這一生的話
[00:11:23.700 --> 00:11:27.700]  也是經過很多的苦難
[00:11:27.700 --> 00:11:31.700]  從小的時候
[00:11:31.700 --> 00:11:33.700]  一直等到他長大的話
[00:11:33.700 --> 00:11:36.700]  他也是經過一些苦難
[00:11:36.700 --> 00:11:38.700]  掃羅逼迫他
[00:11:38.700 --> 00:11:41.700]  一直等到他三十歲
[00:11:41.700 --> 00:11:43.700]  他開始才做王的
[00:11:43.700 --> 00:11:46.700]  所以耶穌基督在地上的時候
[00:11:46.700 --> 00:11:49.700]  也是經過很多的苦難
[00:11:49.700 --> 00:11:52.700]  他在地上傳道這三年多的話
[00:11:52.700 --> 00:11:55.700]  也經過很多的難處
[00:11:55.700 --> 00:11:58.700]  猶太人不相信他
[00:11:58.700 --> 00:12:01.700]  這個門徒很多人聽了他的道
[00:12:01.700 --> 00:12:02.700]  開始跟從他
[00:12:02.700 --> 00:12:05.700]  過一會兒看見他沒有得到什麼好處
[00:12:05.700 --> 00:12:07.700]  他們就離開了
[00:12:07.700 --> 00:12:10.700]  那麼也有人不信他
[00:12:10.700 --> 00:12:12.700]  試探他
[00:12:12.700 --> 00:12:14.700]  有各方面的難處
[00:12:14.700 --> 00:12:19.700]  但是他專心地順服父神的旨意
[00:12:19.700 --> 00:12:21.700]  他沒有退卻
[00:12:21.700 --> 00:12:24.700]  他是在這條順服的路上
[00:12:24.700 --> 00:12:27.700]  他是一直地往前
[00:12:27.700 --> 00:12:30.700]  最後他被釘在十字架上
[00:12:30.700 --> 00:12:32.700]  成功地救贖
[00:12:32.700 --> 00:12:34.700]  他贖了人的罪
[00:12:34.700 --> 00:12:36.700]  所以我們要想到
[00:12:36.700 --> 00:12:39.700]  耶穌在地上這一生所經過的
[00:12:39.700 --> 00:12:41.700]  恐怕我們沒有一個人
[00:12:41.700 --> 00:12:42.700]  所遇到的難處
[00:12:42.700 --> 00:12:44.700]  比耶穌在地上
[00:12:44.700 --> 00:12:46.700]  所遇到的難處還要大
[00:12:46.700 --> 00:12:50.700]  耶穌基督怎麼順服神走這條路
[00:12:50.700 --> 00:12:52.700]  我們要常常紀念他
[00:12:52.700 --> 00:12:55.700]  我們就可以從他的身上
[00:12:55.700 --> 00:12:58.700]  我們可以勝過這些的苦難
[00:12:58.700 --> 00:13:04.700]  我們還能夠繼續地往前
[00:13:04.700 --> 00:13:06.700]  我們紀念耶穌基督
[00:13:06.700 --> 00:13:09.700]  他是從死裏復活
[00:13:09.700 --> 00:13:10.700]  這一番聖經說
[00:13:10.700 --> 00:13:13.700]  他從死裏復活
[00:13:13.700 --> 00:13:15.700]  特別他從死裏復活
[00:13:15.700 --> 00:13:17.700]  死裏復活的意思
[00:13:17.700 --> 00:13:18.700]  這個死呢
[00:13:18.700 --> 00:13:20.700]  是指着死人
[00:13:20.700 --> 00:13:23.700]  從死人中間起來
[00:13:23.700 --> 00:13:25.700]  他過去從死裏復活了
[00:13:25.700 --> 00:13:28.700]  現在他仍然活着
[00:13:28.700 --> 00:13:30.700]  就是這個意思
[00:13:30.700 --> 00:13:34.700]  所以我們在保羅也是
[00:13:34.700 --> 00:13:38.700]  他是有這個復活的大能拖住他
[00:13:38.700 --> 00:13:41.700]  所以他雖然經過很多的難處
[00:13:41.700 --> 00:13:42.700]  被人打
[00:13:42.700 --> 00:13:44.700]  被放在監裏頭
[00:13:44.700 --> 00:13:47.700]  經過很多的難處
[00:13:47.700 --> 00:13:50.700]  但是他一直也不灰心
[00:13:50.700 --> 00:13:51.700]  也不失望
[00:13:51.700 --> 00:13:56.700]  一直跟隨耶穌走這條十字架的道路
[00:13:56.700 --> 00:13:59.700]  所以在歷史那一代
[00:13:59.700 --> 00:14:03.700]  也有很多基督徒爲了主的緣故
[00:14:03.700 --> 00:14:04.700]  被監禁
[00:14:04.700 --> 00:14:05.700]  被逼迫
[00:14:05.700 --> 00:14:08.700]  甚至家產被充公
[00:14:08.700 --> 00:14:12.700]  但是他們都還堅持着他的信仰
[00:14:12.700 --> 00:14:14.700]  一直跟隨耶穌
[00:14:14.700 --> 00:14:18.700]  一直走這條十字架的載路
[00:14:18.700 --> 00:14:21.700]  因爲他是復活的主
[00:14:21.700 --> 00:14:25.700]  所以我們有盼望
[00:14:25.700 --> 00:14:27.700]  就是在羅馬的時候
[00:14:27.700 --> 00:14:32.700]  很多基督徒被羅馬人殺掉
[00:14:32.700 --> 00:14:35.700]  但他們還是堅定相信
[00:14:35.700 --> 00:14:37.700]  因爲將來有復活
[00:14:37.700 --> 00:14:41.700]  即使他們今天暫時死了
[00:14:41.700 --> 00:14:43.700]  離開世界了
[00:14:43.700 --> 00:14:45.700]  他知道在永遠裏頭
[00:14:45.700 --> 00:14:47.700]  等他們離開世界
[00:14:47.700 --> 00:14:50.700]  他就能夠與主在一起
[00:14:50.700 --> 00:14:55.700]  所以這個是耶穌基督復活的盼望
[00:14:55.700 --> 00:15:00.700]  這個盼望就是我們根據
[00:15:00.700 --> 00:15:02.700]  爲什麼你有盼望呢
[00:15:02.700 --> 00:15:05.700]  爲什麼基督徒他不怕死呢
[00:15:05.700 --> 00:15:10.700]  因爲他知道死並不是一個人的結束
[00:15:10.700 --> 00:15:12.700]  死不過就是開了一個大門
[00:15:12.700 --> 00:15:15.700]  讓他能夠進到永遠裏頭
[00:15:15.700 --> 00:15:18.700]  能夠與神永遠在一起
[00:15:18.700 --> 00:15:20.700]  有一天主耶穌回來的時候
[00:15:20.700 --> 00:15:22.700]  這些死去的聖徒
[00:15:22.700 --> 00:15:24.700]  被逼迫被殺害的聖徒
[00:15:24.700 --> 00:15:27.700]  他們還要復活
[00:15:27.700 --> 00:15:30.700]  所以很多基督徒就是因爲這樣的話
[00:15:30.700 --> 00:15:33.700]  他們對爲主尋道
[00:15:33.700 --> 00:15:36.700]  他們不覺得恐懼
[00:15:36.700 --> 00:15:42.700]  紀念耶穌是大衛的後裔
[00:15:42.700 --> 00:15:46.700]  這個就說他是神所應許的彌賽爾
[00:15:46.700 --> 00:15:48.700]  有一天他要回來
[00:15:48.700 --> 00:15:53.700]  他要坐在大衛的寶座上來治理全地
[00:15:53.700 --> 00:15:59.700]  中心的聖徒要跟他一同做王
[00:15:59.700 --> 00:16:02.700]  這裏我們看見一同做王的意思
[00:16:02.700 --> 00:16:04.700]  就是跟他一同的治理
[00:16:04.700 --> 00:16:07.700]  一同的治上王權
[00:16:07.700 --> 00:16:10.700]  不是說耶穌將來在天國裏做王
[00:16:10.700 --> 00:16:13.700]  那我們也每個人都是個小的王
[00:16:13.700 --> 00:16:14.700]  耶穌是大王
[00:16:14.700 --> 00:16:16.700]  我們都是小王
[00:16:16.700 --> 00:16:18.700]  所以有些弟兄姊妹就瘋了
[00:16:18.700 --> 00:16:19.700]  你這個做得很好
[00:16:19.700 --> 00:16:22.700]  將來可以當上海市的市長
[00:16:22.700 --> 00:16:23.700]  你做得不錯
[00:16:23.700 --> 00:16:25.700]  可以當北京市的市長
[00:16:25.700 --> 00:16:28.700]  不是將來我們到天國裏頭
[00:16:28.700 --> 00:16:29.700]  我們不是小的王
[00:16:29.700 --> 00:16:35.700]  我們是幫助耶穌一同來治理全宇宙全地
[00:16:35.700 --> 00:16:38.700]  怎麼情況我們現在很難想象
[00:16:38.700 --> 00:16:40.700]  但是我們有責任
[00:16:40.700 --> 00:16:45.700]  耶穌要把治理的責任
[00:16:45.700 --> 00:16:47.700]  讓我們一同來參與
[00:16:47.700 --> 00:16:50.700]  一同執掌王權
[00:16:50.700 --> 00:16:52.700]  執掌王權是耶穌基督
[00:16:52.700 --> 00:16:54.700]  但是我們這些信徒
[00:16:54.700 --> 00:17:00.700]  要跟他一同來做我們所能做到的工作
[00:17:00.700 --> 00:17:03.700]  他特別提到是大衛的後裔
[00:17:03.700 --> 00:17:07.700]  大衛是神和古神信義的人
[00:17:07.700 --> 00:17:10.700]  大衛並不是沒有錯誤
[00:17:10.700 --> 00:17:12.700]  大衛並不是沒有缺點
[00:17:12.700 --> 00:17:15.700]  但是他有個特點
[00:17:15.700 --> 00:17:17.700]  就是他犯罪了
[00:17:17.700 --> 00:17:19.700]  他知道悔改
[00:17:19.700 --> 00:17:21.700]  他不離開神的恩典
[00:17:21.700 --> 00:17:24.700]  他知道自己是敗壞軟弱
[00:17:24.700 --> 00:17:27.700]  但他緊緊抓住神的音訊
[00:17:27.700 --> 00:17:31.700]  但他這樣能夠來悔改認罪的話
[00:17:31.700 --> 00:17:33.700]  神就赦免他
[00:17:33.700 --> 00:17:35.700]  神還繼續的用他
[00:17:35.700 --> 00:17:39.700]  所以就是他有這些的錯誤缺點
[00:17:39.700 --> 00:17:41.700]  他不是個完美的人
[00:17:41.700 --> 00:17:45.700]  但他能夠來呵護神的心意
[00:17:45.700 --> 00:17:47.700]  這是一個很特別的
[00:17:47.700 --> 00:17:50.700]  他要爲神建造聖殿
[00:17:50.700 --> 00:17:52.700]  神不要
[00:17:52.700 --> 00:17:55.700]  神說我要把這個責任
[00:17:55.700 --> 00:17:59.700]  讓你的兒子索羅蒙來建造聖殿
[00:17:59.700 --> 00:18:01.700]  那麼他就順服神
[00:18:01.700 --> 00:18:03.700]  他做什麼事情呢
[00:18:03.700 --> 00:18:07.700]  他就爲了建造聖殿預備材料
[00:18:07.700 --> 00:18:10.700]  一切所需要的他都預備好
[00:18:10.700 --> 00:18:15.700]  他也在神那裏得到聖殿的藍圖
[00:18:15.700 --> 00:18:18.700]  他就爲了聖殿做準備的工作
[00:18:18.700 --> 00:18:21.700]  神既然不要他建造聖殿
[00:18:21.700 --> 00:18:23.700]  他就把這事情呢
[00:18:23.700 --> 00:18:25.700]  做他所能做到的
[00:18:25.700 --> 00:18:27.700]  就是準備工作
[00:18:27.700 --> 00:18:30.700]  所以神就應許說
[00:18:30.700 --> 00:18:32.700]  將來你的兒子
[00:18:32.700 --> 00:18:37.700]  你的子孫要坐在寶座上面
[00:18:37.700 --> 00:18:41.700]  但是我們看到
[00:18:41.700 --> 00:18:46.700]  大衛的子孫並沒有一代一代傳下去
[00:18:46.700 --> 00:18:51.700]  最多傳到第二十個後代以後
[00:18:51.700 --> 00:18:53.700]  紐約大國就滅亡了
[00:18:53.700 --> 00:18:58.700]  以後再也沒有人坐在這個王位上面
[00:18:58.700 --> 00:19:00.700]  所以這個神的應許呢
[00:19:00.700 --> 00:19:04.700]  是指的他的王位是將來耶穌基督
[00:19:04.700 --> 00:19:08.700]  要永遠坐在大衛的寶座上面
[00:19:08.700 --> 00:19:11.700]  來治理地上的一切
[00:19:11.700 --> 00:19:15.700]  所以這個是神的應許
[00:19:15.700 --> 00:19:17.700]  所以紀念大衛的後裔
[00:19:17.700 --> 00:19:19.700]  就是教我們知道
[00:19:19.700 --> 00:19:22.700]  他是神所應許的天國的王
[00:19:22.700 --> 00:19:25.700]  他是神所應許的彌賽亞
[00:19:25.700 --> 00:19:28.700]  所以這裏說要思想耶穌
[00:19:28.700 --> 00:19:31.700]  要思想我們這個福國的主
[00:19:31.700 --> 00:19:34.700]  他是大衛的後裔
[00:19:34.700 --> 00:19:37.700]  第二個
[00:19:37.700 --> 00:19:42.700]  我們要在第九節看到
[00:19:42.700 --> 00:19:46.700]  第九節說我爲這福音受苦難
[00:19:46.700 --> 00:19:49.700]  甚至被捆綁像犯人一樣
[00:19:49.700 --> 00:19:54.700]  然而神的道卻不被捆綁
[00:19:54.700 --> 00:19:57.700]  當時保羅是在監獄裏頭
[00:19:57.700 --> 00:19:59.700]  他就被捆綁
[00:19:59.700 --> 00:20:02.700]  有兵兵看守他
[00:20:02.700 --> 00:20:04.700]  保羅說呢
[00:20:04.700 --> 00:20:07.700]  我雖然被捆綁像犯人一樣
[00:20:07.700 --> 00:20:10.700]  這個犯人是一個犯罪的人
[00:20:10.700 --> 00:20:12.700]  我們知道保羅並沒有犯罪
[00:20:12.700 --> 00:20:15.700]  他就是要上告該殺
[00:20:15.700 --> 00:20:17.700]  後來被釋放了
[00:20:17.700 --> 00:20:20.700]  以後他繼續的爲耶穌做見證
[00:20:20.700 --> 00:20:22.700]  他不是犯人
[00:20:22.700 --> 00:20:25.700]  火不是他們放的
[00:20:25.700 --> 00:20:27.700]  但是他被捆綁
[00:20:27.700 --> 00:20:31.700]  他說然而神的道卻不被捆綁
[00:20:31.700 --> 00:20:36.700]  所以這個保羅
[00:20:36.700 --> 00:20:40.700]  所以這個保羅傳福音
[00:20:40.700 --> 00:20:43.700]  他是被監禁
[00:20:43.700 --> 00:20:48.700]  但是他就是背棄施加來跟從耶穌
[00:20:48.700 --> 00:20:52.700]  他在監獄裏頭一點沒有覺得灰心失望
[00:20:52.700 --> 00:20:54.700]  他仍然知道
[00:20:54.700 --> 00:20:57.700]  他雖然被捆綁了
[00:20:57.700 --> 00:21:00.700]  但是還是可以
[00:21:00.700 --> 00:21:04.700]  神的道還是要繼續傳開的
[00:21:04.700 --> 00:21:07.700]  特別是在格林頓後書
[00:21:07.700 --> 00:21:10.700]  提到保羅所經過的苦難
[00:21:10.700 --> 00:21:12.700]  一些難處的話
[00:21:12.700 --> 00:21:14.700]  恐怕沒有一個基督徒
[00:21:14.700 --> 00:21:17.700]  比他所經過的受苦更多
[00:21:17.700 --> 00:21:20.700]  可是他知道
[00:21:20.700 --> 00:21:23.700]  這些苦都是爲了基督的緣故
[00:21:23.700 --> 00:21:26.700]  他說爲了福音受苦難
[00:21:26.700 --> 00:21:28.700]  如果是爲了我們自己的罪
[00:21:28.700 --> 00:21:31.700]  我們自己的錯誤受苦
[00:21:31.700 --> 00:21:34.700]  這個沒有什麼光榮的
[00:21:34.700 --> 00:21:37.700]  這是我們應該在神面前悔改的
[00:21:37.700 --> 00:21:39.700]  但是爲福音受苦
