
[00:00:00.000 --> 00:00:02.480]  各位來賓 主禮大兄姊妹 平安
[00:06:18.220 --> 00:06:21.740]  都能夠得到對得起主
[00:06:21.740 --> 00:06:24.340]  討神的喜悅
[00:06:24.340 --> 00:06:26.860]  這個信息是非常重要
[00:06:26.860 --> 00:06:29.420]  我們凡是在世上
[00:06:29.420 --> 00:06:32.100]  現在這個世代裏面
[00:06:32.100 --> 00:06:33.740]  我們怎樣用愛心
[00:06:33.740 --> 00:06:38.700]  去向眾聖徒一起去相處
[00:06:38.700 --> 00:06:41.180]  去將這個行事為人
[00:06:41.180 --> 00:06:44.300]  在這個計劃上能夠討神喜悅
[00:06:44.300 --> 00:06:45.860]  結一點多的果子
[00:06:45.860 --> 00:06:47.740]  慢慢地知道神
[00:06:47.740 --> 00:06:49.660]  對神更加認識
[00:06:49.660 --> 00:06:51.220]  一步一步地
[00:06:51.220 --> 00:06:55.300]  從這個果子當結果子的期間當中
[00:06:55.300 --> 00:06:58.340]  去明白到神的意思
[00:06:58.340 --> 00:07:00.340]  能夠認識神
[00:07:00.340 --> 00:07:03.380]  照著祂的榮耀權能
[00:07:03.380 --> 00:07:05.700]  這個不只是這麼簡單
[00:07:05.700 --> 00:07:08.500]  這個目的是結果子
[00:07:08.500 --> 00:07:10.740]  第二我們就開始認識神
[00:07:10.740 --> 00:07:11.740]  知道神
[00:07:11.740 --> 00:07:13.020]  第三是甚麼?
[00:07:13.020 --> 00:07:14.460]  目的第三是甚麼?
[00:07:14.460 --> 00:07:17.900]  是使我們更加有力量
[00:07:17.900 --> 00:07:19.220]  去歡歡喜喜
[00:07:19.220 --> 00:07:20.660]  忍耐寬容
[00:07:20.660 --> 00:07:22.380]  無論是甚麼情況都好
[00:07:22.380 --> 00:07:26.580]  我們過去七、八個月的時間
[00:07:26.580 --> 00:07:30.420]  我們在工作上、社會上、家庭上
[00:07:30.420 --> 00:07:33.420]  都遇到很多不同的挑戰
[00:07:33.420 --> 00:07:35.340]  在這些情況之下
[00:07:35.340 --> 00:07:38.020]  我們都可以在困境當中
[00:07:38.020 --> 00:07:39.980]  我們是能夠結果子
[00:07:39.980 --> 00:07:41.940]  既然神容許事情發生
[00:07:41.940 --> 00:07:43.940]  我們就能夠在這裏面
[00:07:43.940 --> 00:07:46.380]  在這些情況之下能夠成長
[00:07:46.380 --> 00:07:48.940]  結出屬靈的果子
[00:07:48.940 --> 00:07:52.180]  更加去認識神、經歷神
[00:07:52.180 --> 00:07:53.980]  神不是這麼簡單
[00:07:53.980 --> 00:07:56.580]  還會加添我們的力量
[00:07:56.580 --> 00:07:57.660]  讓我們知道
[00:07:57.660 --> 00:08:01.580]  讓我們能夠以歡歡喜喜
[00:08:01.580 --> 00:08:04.500]  用喜樂的心去存著
[00:08:04.500 --> 00:08:06.140]  忍耐和寬容
[00:08:06.140 --> 00:08:10.060]  去渡過我們生命上的事情
[00:08:10.060 --> 00:08:11.900]  所以我們可以凡善者恩
[00:08:11.900 --> 00:08:18.140]  就全靠這些有神的目的在當中
[00:08:18.140 --> 00:08:19.380]  第十二節
[00:08:19.380 --> 00:08:24.180]  祂就繼續說 除了結果子
[00:08:24.180 --> 00:08:26.620]  知道神和加添我的力量之後
[00:08:26.620 --> 00:08:28.140]  我們還可以怎樣呢?
[00:08:28.140 --> 00:08:32.820]  能夠在光明中得同得基業
[00:08:32.820 --> 00:08:36.100]  我們感謝父、感謝神、感謝我們的先父
[00:08:36.100 --> 00:08:39.820]  因為我們以前是在黑暗裏面
[00:08:39.820 --> 00:08:42.620]  救我們脫離黑暗的權勢
[00:08:42.620 --> 00:08:45.780]  脫離魔鬼掌權的權勢
[00:08:45.780 --> 00:08:49.300]  這個社會當中是充滿著黑暗
[00:08:49.300 --> 00:08:57.420]  因為魔鬼在無論我們生活上遇到多少困難
[00:08:57.420 --> 00:08:59.460]  就算是我們以前
[00:08:59.460 --> 00:09:01.500]  我們未信主之前
[00:09:01.500 --> 00:09:06.540]  我們的生活往往是自我中心的生活
[00:09:06.540 --> 00:09:08.540]  又有敗壞的生活
[00:09:08.540 --> 00:09:16.300]  這個就是跟隨黑暗權勢當中的困難
[00:09:16.300 --> 00:09:22.060]  這裏提醒我們第十二節和第十三節
[00:09:22.060 --> 00:09:27.500]  但是神就帶我們
[00:09:27.500 --> 00:09:32.900]  把我們遷到愛子的國裏面
[00:09:32.900 --> 00:09:35.620]  我們由黑暗走到光明
[00:09:35.620 --> 00:09:37.220]  光明裏面同得基業
[00:09:37.220 --> 00:09:39.220]  我們有永生的福分
[00:09:39.220 --> 00:09:42.100]  這個基業就是我們有永生的福分
[00:09:42.100 --> 00:09:43.620]  我們遷徙了
[00:09:43.620 --> 00:09:47.300]  我們好像猶太人那樣
[00:09:47.300 --> 00:09:49.300]  猶太人被遷徙的歷史
[00:09:49.300 --> 00:09:50.900]  他們有黑暗的時代
[00:09:50.900 --> 00:09:52.100]  神懲罰他們
[00:09:52.100 --> 00:09:57.900]  透過不同的外國的勢力
[00:09:57.900 --> 00:10:02.140]  去令到他們遷徙的時候
[00:10:02.140 --> 00:10:05.500]  由一個地方去到另一個地方
[00:10:05.500 --> 00:10:08.020]  我們在愛子裏面
[00:10:08.020 --> 00:10:09.820]  主耶穌基督裏面
[00:10:09.820 --> 00:10:11.820]  愛子就是主耶穌基督
[00:10:11.820 --> 00:10:14.140]  在愛子裏面得蒙救贖
[00:10:14.140 --> 00:10:15.780]  罪得到赦免
[00:10:15.780 --> 00:10:19.020]  從黑暗走到光明
[00:10:19.020 --> 00:10:22.460]  這個是神只有藉著主耶穌基督
[00:10:22.460 --> 00:10:23.100]  我們能夠
[00:10:23.100 --> 00:10:27.220]  我們以往的罪能夠被神所赦免
[00:10:27.220 --> 00:10:31.140]  這個是何等大的恩典
[00:10:31.140 --> 00:10:33.140]  所以我們看到這裏的時候
[00:10:33.140 --> 00:10:35.140]  遷到祂的國
[00:10:35.140 --> 00:10:42.660]  我們現在無論在香港所發生的事情
[00:10:42.660 --> 00:10:45.460]  最近又多了一個移民潮
[00:10:45.460 --> 00:10:49.860]  中國人在每個世界都有中國人
[00:10:49.860 --> 00:10:55.580]  中國人我們都會因為不同的環境
[00:10:55.580 --> 00:10:57.340]  可能是因為經濟上面
[00:10:57.340 --> 00:10:59.460]  對社會的動盪上面
[00:10:59.460 --> 00:11:03.700]  我們都會好像背去移民的
[00:11:03.700 --> 00:11:07.260]  這裏經文所提到的「遷到」這個字
[00:11:07.260 --> 00:11:09.740]  是非常有意思的對於猶太人
[00:11:09.740 --> 00:11:12.780]  對於我們現代的時候都是一樣
[00:11:12.780 --> 00:11:18.100]  我們不是很輕率地看到這個遷徙的觀念
[00:11:18.100 --> 00:11:20.300]  移民是一件很大的事情
[00:11:20.300 --> 00:11:22.420]  離鄉別井
[00:11:22.420 --> 00:11:26.980]  將所有原本在自己地方所建立的
[00:11:26.980 --> 00:11:28.300]  所享受的
[00:11:28.300 --> 00:11:30.500]  都要放棄
[00:11:30.500 --> 00:11:34.900]  好像我們放棄我們活在最終裏面的生活一樣
[00:11:34.900 --> 00:11:37.380]  我們遷到祂神的國裏面
[00:11:37.380 --> 00:11:38.980]  愛子的國裏面
[00:11:38.980 --> 00:11:40.580]  主耶穌基督的國裏面
[00:11:40.580 --> 00:11:43.780]  有一個永生的福分在當中
[00:11:43.780 --> 00:11:47.700]  我們可以看到從這幾節的經文當中
[00:11:47.700 --> 00:11:50.940]  是第三節到第八節是同一句句子
[00:11:50.940 --> 00:11:54.340]  第九節到第十四節是另一句子的時候
[00:11:54.340 --> 00:11:57.380]  這兩句話我們看到一個訊息
[00:11:57.380 --> 00:12:04.580]  原來我們是為神的恩典而感謝神
[00:12:04.580 --> 00:12:08.780]  這個神的恩典使我們能夠從最終被拯救出來
[00:12:08.780 --> 00:12:15.100]  這個是信心、愛心和盼望的訊息
[00:12:15.100 --> 00:12:18.100]  也是負我們的包袱
[00:12:18.100 --> 00:12:20.940]  我們的主耶穌基督、神的愛子
[00:12:20.940 --> 00:12:23.780]  和聖靈在引導我們
[00:12:23.780 --> 00:12:27.020]  所以這個是神的恩典的計劃裏面
[00:12:27.020 --> 00:12:33.820]  我們在神的恩典當中而感謝神
[00:12:33.820 --> 00:12:37.820]  我們當中又有一班初信主的弟兄姊妹
[00:12:37.820 --> 00:12:40.380]  我們為他們而禱告
[00:12:40.380 --> 00:12:45.500]  這個是神的恩典
[00:12:45.500 --> 00:12:46.820]  我們懂得感恩
[00:12:46.820 --> 00:12:51.500]  就因為這個是神的恩典
[00:12:51.500 --> 00:12:56.100]  恩典感恩的源頭就是恩典
[00:12:56.100 --> 00:12:59.140]  我們因為恩典的緣故而去感謝神
[00:12:59.140 --> 00:13:01.620]  我們在主裏面的弟兄姊妹
[00:13:01.620 --> 00:13:03.300]  信了主以後
[00:13:03.300 --> 00:13:05.860]  好像保羅那樣為他們祈禱一樣
[00:13:05.860 --> 00:13:07.940]  我也為大家祈禱
[00:13:07.940 --> 00:13:12.460]  祈禱代禱大家能夠在主裏面繼續成長
[00:13:12.460 --> 00:13:15.660]  透過我們諸學的課程
[00:13:15.660 --> 00:13:17.380]  透過門徒訓練
[00:13:17.380 --> 00:13:21.500]  慢慢地去明白神的建議
[00:13:21.500 --> 00:13:26.780]  神在你們的計劃當中你們的遺訓
[00:13:26.780 --> 00:13:32.820]  你們的侍奉方向是甚麼呢?
[00:13:32.820 --> 00:13:37.420]  求神親自和大家說話
[00:13:37.420 --> 00:13:39.820]  我們繼續看下去
[00:13:39.820 --> 00:13:41.820]  我們看到15節的時候
[00:13:41.820 --> 00:13:47.300]  我們第二個部分從15節到23節繼續看
[00:13:47.300 --> 00:13:50.300]  在15節到20節的時候
[00:13:50.300 --> 00:13:56.620]  保羅提到他們一個訊息
[00:13:56.620 --> 00:14:02.300]  介紹所提到的愛子主耶穌基督
[00:14:02.300 --> 00:14:08.420]  究竟祂有甚麼屬性當中
[00:14:08.420 --> 00:14:14.060]  究竟神的愛子主耶穌基督是甚麼身份呢?
[00:14:14.060 --> 00:14:16.780]  原來15節那裏清楚提到
[00:14:16.780 --> 00:14:20.700]  神我們是不能夠看見的
[00:14:20.700 --> 00:14:22.020]  我們沒有人見過神
[00:14:22.020 --> 00:14:30.380]  但是愛子主耶穌基督就是神的像
[00:14:30.380 --> 00:14:33.300]  愛子主耶穌基督道成肉身來到我們中間
[00:14:33.300 --> 00:14:35.740]  讓我們見到神
[00:14:35.740 --> 00:14:37.300]  祂又不只這麼簡單
[00:14:37.300 --> 00:14:39.420]  第二祂是守身的
[00:14:39.420 --> 00:14:42.740]  是一切被造之先
[00:14:42.740 --> 00:14:44.380]  在創造之前
[00:14:44.380 --> 00:14:46.020]  我們看到創世紀的時候
[00:14:46.020 --> 00:14:47.980]  神創造宇宙萬物
[00:14:47.980 --> 00:14:49.180]  任何一件事
[00:14:49.180 --> 00:14:50.740]  在神創造之前
[00:14:50.740 --> 00:14:51.820]  這些事情
[00:14:51.820 --> 00:14:59.460]  愛子已經在我們的世界裏面
[00:14:59.460 --> 00:15:04.380]  祂是創造宇宙萬物的主
[00:15:04.380 --> 00:15:05.700]  宇宙的創造者
[00:15:05.700 --> 00:15:09.420]  因為萬有都是靠祂所做的
[00:15:09.420 --> 00:15:11.740]  因為靠著主耶穌基督而做的
[00:15:11.740 --> 00:15:14.380]  無論是天上的星體
[00:15:14.380 --> 00:15:15.700]  星星、月亮、太陽
[00:15:15.700 --> 00:15:18.140]  宇宙的星體
[00:15:18.140 --> 00:15:21.860]  地上的各樣的事物
[00:15:21.860 --> 00:15:24.340]  海中的魚、天上的飛鳥
[00:15:24.340 --> 00:15:25.940]  動物、地上的動物
[00:15:25.940 --> 00:15:27.020]  都是祂所做的
[00:15:27.020 --> 00:15:28.060]  看得見的
[00:15:28.060 --> 00:15:29.580]  看不見的
[00:15:29.580 --> 00:15:34.860]  任何一件事情
[00:15:34.860 --> 00:15:37.100]  都是祂所做的
[00:15:37.100 --> 00:15:39.620]  就算是我們在位的
[00:15:39.620 --> 00:15:40.860]  主治的
[00:15:40.860 --> 00:15:42.900]  領導的、執政的、掌權的
[00:15:42.900 --> 00:15:45.740]  一切都藉著祂做的
[00:15:45.740 --> 00:15:47.660]  又是祂做的
[00:15:47.660 --> 00:15:52.780]  祂不是創造者
[00:15:52.780 --> 00:15:56.420]  不是創造之前有的那麼簡單
[00:15:56.420 --> 00:15:58.780]  還有第三就是宇宙的創造者
[00:15:58.780 --> 00:16:02.380]  一切所有東西都是藉著祂而做
[00:16:02.380 --> 00:16:05.740]  為祂而做
[00:16:05.740 --> 00:16:08.740]  在約翰福音的第一章第十八節看到
[00:16:08.740 --> 00:16:11.420]  說從來不會有人見過神
[00:16:11.420 --> 00:16:13.500]  只有在腐壞裡的獨生子
[00:16:13.500 --> 00:16:17.740]  將祂表明出來
[00:16:17.740 --> 00:16:19.220]  我們看到耶穌
[00:16:19.220 --> 00:16:20.500]  主耶穌基督
[00:16:20.500 --> 00:16:22.260]  就好像看到神
[00:16:22.260 --> 00:16:24.340]  這個表明出來就好像查經一樣
[00:16:24.340 --> 00:16:26.140]  我們查考聖經一樣
[00:16:26.140 --> 00:16:27.700]  我們查聖經的時候
[00:16:27.700 --> 00:16:28.660]  想明白神
[00:16:28.660 --> 00:16:31.380]  但是我一看到主耶穌基督
[00:16:31.380 --> 00:16:33.900]  就是不明白神了
[00:16:33.900 --> 00:16:35.700]  明白神的屬性
[00:16:35.700 --> 00:16:38.420]  原來主耶穌基督就是神
[00:16:38.420 --> 00:16:39.780]  是神的一樣
[00:16:39.780 --> 00:16:42.180]  祂是創造之前
[00:16:42.180 --> 00:16:43.660]  世界創造之前有的
[00:16:43.660 --> 00:16:45.500]  是宇宙的創造者
[00:16:45.500 --> 00:16:47.340]  不止那麼簡單
[00:16:47.340 --> 00:16:51.140]  所以保羅在第十七節指出
[00:16:51.140 --> 00:16:53.460]  祂在萬有之先
[00:16:53.460 --> 00:16:55.620]  主耶穌基督是萬有之先
[00:16:55.620 --> 00:16:57.860]  萬有都靠祂而立
[00:16:57.860 --> 00:17:01.980]  我們現在在面前能夠
[00:17:01.980 --> 00:17:05.500]  弟兄姊妹我們在網上崇拜
[00:17:05.500 --> 00:17:07.020]  世上所有的一切
[00:17:07.020 --> 00:17:08.180]  都是因為祂
[00:17:08.180 --> 00:17:09.300]  因為主耶穌基督
[00:17:09.300 --> 00:17:12.740]  我們才能夠站立在這裡
[00:17:12.740 --> 00:17:14.700]  在1965年的時候
[00:17:14.700 --> 00:17:18.220]  科羅黛多大學的美式足球隊
[00:17:18.220 --> 00:17:19.780]  就有一個難題
[00:17:19.780 --> 00:17:20.980]  他們的運動員
[00:17:20.980 --> 00:17:22.700]  因為出汗
[00:17:22.700 --> 00:17:24.500]  運動量的緣故
[00:17:24.500 --> 00:17:27.580]  出汗的鹽分和水分
[00:17:27.580 --> 00:17:34.420]  影響了他們打球的成績
[00:17:34.420 --> 00:17:39.380]  所以他就問醫生怎樣去解決
[00:17:39.380 --> 00:17:42.220]  他們這間大學就發明了
[00:17:42.220 --> 00:17:45.980]  Gatorade這種健康運動員的飲品
[00:17:45.980 --> 00:17:52.660]  每當他們運動很劇烈的時候
[00:17:52.660 --> 00:17:53.820]  就喝了這些飲品
[00:17:53.820 --> 00:17:57.300]  補充他們的鹽分和水分
[00:17:57.300 --> 00:17:59.620]  能夠繼續去打球
[00:17:59.620 --> 00:18:01.860]  就可以有一個更好的成績
[00:18:01.860 --> 00:18:04.940]  所以我們在運動比賽當中
[00:18:04.940 --> 00:18:09.380]  都有一些廣告推銷的標板
[00:18:09.380 --> 00:18:10.820]  Is it in you?
[00:18:10.820 --> 00:18:16.060]  我們有沒有補充我們的鹽分、水分
[00:18:16.060 --> 00:18:18.140]  我們比賽的時候、做運動的時候
[00:18:18.140 --> 00:18:19.740]  所以這個運動產品
[00:18:19.740 --> 00:18:23.140]  在現階段都非常流行
[00:18:23.140 --> 00:18:26.340]  我們宿命的生命上面
[00:18:26.340 --> 00:18:29.620]  我們都要靠著主耶穌基督而立
[00:18:29.620 --> 00:18:35.420]  能夠站立起來
[00:18:35.420 --> 00:18:36.820]  在第十八節
[00:18:36.820 --> 00:18:38.660]  保羅繼續提
[00:18:38.660 --> 00:18:43.460]  主耶穌基督又是教會的頭
[00:18:43.460 --> 00:18:46.780]  我們教會的頭
[00:18:46.780 --> 00:18:50.180]  又是從死裡復活的原始
[00:18:50.180 --> 00:18:51.580]  祂是原始
[00:18:51.580 --> 00:18:52.940]  是從死裡復活
[00:18:52.940 --> 00:18:54.420]  首先復生的
[00:18:54.420 --> 00:18:57.820]  是祂可以凡事居守
[00:18:57.820 --> 00:18:59.620]  不單止是教會的頭
[00:18:59.620 --> 00:19:02.340]  我們都明白是主耶穌基督是教會的頭
[00:19:02.340 --> 00:19:04.260]  祂和祂是從死裡復活
[00:19:04.260 --> 00:19:05.620]  我們清楚明白到
[00:19:05.620 --> 00:19:07.900]  我們在哥林多前書到十五章
[00:19:07.900 --> 00:19:08.940]  我們都提到
[00:19:08.940 --> 00:19:11.660]  主耶穌基督已經從死裡復活
[00:19:11.660 --> 00:19:13.300]  祂是第一個
[00:19:13.300 --> 00:19:16.060]  是從現在還是神的右邊
[00:19:16.060 --> 00:19:20.300]  一班已過身的弟兄姊妹
[00:19:20.300 --> 00:19:22.020]  信神的人
[00:19:22.020 --> 00:19:23.820]  都是等候祂回來的時候
[00:19:23.820 --> 00:19:25.420]  主耶穌基督再次降臨才復活
[00:19:25.420 --> 00:19:26.540]  我們才可以復活
[00:19:26.540 --> 00:19:29.220]  祂已經復活了 主耶穌基督復活了
[00:19:29.220 --> 00:19:31.860]  所以祂凡事都是排第一的
[00:19:31.860 --> 00:19:34.060]  是居守位
[00:19:34.060 --> 00:19:40.700]  因為祂叫一切的風聖都在祂裡面居住
[00:19:40.700 --> 00:19:43.460]  不單止是教會的頭
[00:19:43.460 --> 00:19:45.980]  是復活的 第一個復活的
[00:19:45.980 --> 00:19:48.980]  還有祂在裡面
[00:19:48.980 --> 00:19:51.540]  風聖在祂裡面
[00:19:51.540 --> 00:19:56.740]  祂呼叫一切的風聖 神是多麼的完全
[00:19:56.740 --> 00:20:00.500]  主耶穌基督是一個完全的神
[00:20:00.500 --> 00:20:03.700]  是一個風聖完全完備的神
[00:20:03.700 --> 00:20:09.180]  沒有缺陷 祂是完全的
[00:20:09.180 --> 00:20:13.260]  祂有完全的能力 完全的神
[00:20:13.260 --> 00:20:16.620]  並且祂還在十字架上
[00:20:16.620 --> 00:20:20.860]  用祂的血和我們同神和解了
[00:20:20.860 --> 00:20:24.820]  我們在祂面前已經是有個
[00:20:24.820 --> 00:20:27.300]  在神面前無可虧欠
[00:20:27.300 --> 00:20:31.300]  因為祂在十字架上所流的血的緣故
[00:20:31.300 --> 00:20:35.460]  還有就算世上萬物一切的
[00:20:35.460 --> 00:20:39.060]  無論是地上的 天上的
[00:20:39.060 --> 00:20:41.940]  因為藉著主耶穌基督所流的補血
[00:20:41.940 --> 00:20:45.700]  都將這個宇宙的規律都和好
[00:20:45.700 --> 00:20:48.060]  都重新有個秩序
[00:20:48.060 --> 00:20:50.140]  這裡提到 二十節提到
[00:20:50.140 --> 00:20:56.500]  主耶穌基督是變成我們的主宰
[00:20:56.500 --> 00:20:59.260]  我們藉著祂的補血 同神和好
[00:20:59.260 --> 00:21:02.860]  藉著祂的補血 天上地上所有的
[00:21:02.860 --> 00:21:08.620]  無論是天使 地上所有的人
[00:21:08.620 --> 00:21:10.660]  的事情 物件
[00:21:10.660 --> 00:21:16.860]  都有一個歸回原本神所預定的秩序
[00:21:16.860 --> 00:21:22.380]  就是主耶穌基督是我們的主宰
