
[00:00:00.000 --> 00:00:05.000]  在1776年7月4日的時候
[00:08:07.900 --> 00:08:10.900]  當時我已經83歲
[00:08:10.900 --> 00:08:17.900]  所以已經年齡透支了13年
[00:08:17.900 --> 00:08:21.900]  如果這樣的話
[00:08:21.900 --> 00:08:25.900]  我隨時可以見到祂
[00:08:25.900 --> 00:08:28.900]  但是我再想想
[00:08:28.900 --> 00:08:30.900]  我雙手空空的
[00:08:30.900 --> 00:08:32.900]  沒有為祂見過一次
[00:08:32.900 --> 00:08:34.900]  怎樣可以去見祂呢
[00:08:34.900 --> 00:08:39.900]  十月份福音午餐
[00:08:39.900 --> 00:08:41.900]  是晚膳
[00:08:41.900 --> 00:08:43.900]  你記不記得
[00:08:43.900 --> 00:08:46.900]  這樣看祂的表述
[00:08:46.900 --> 00:08:48.900]  我知道1月份
[00:08:48.900 --> 00:08:53.900]  在陳醫生住過
[00:08:53.900 --> 00:08:59.900]  主題是喜樂心大善良藥
[00:08:59.900 --> 00:09:01.900]  我想起這個了
[00:09:01.900 --> 00:09:05.900]  在陳醫生醫護所
[00:09:05.900 --> 00:09:08.900]  進去第二層
[00:09:08.900 --> 00:09:17.900]  看第三個陳倫寶
[00:09:17.900 --> 00:09:20.900]  就有一個詩話掛住
[00:09:20.900 --> 00:09:24.900]  喜樂的心大善良藥
[00:09:24.900 --> 00:09:28.900]  應該快樂一點
[00:09:28.900 --> 00:09:34.900]  今次有什麼心情呢
[00:09:34.900 --> 00:09:39.900]  好彩因為我們家庭
[00:09:39.900 --> 00:09:45.900]  陳醫生是我們的家庭醫生
[00:09:45.900 --> 00:09:48.900]  有十多年,差不多二十年
[00:09:48.900 --> 00:09:55.900]  所以當我看到陳醫生請我吃涼
[00:09:55.900 --> 00:09:59.900]  陳醫生我可不可以借你的時間
[00:09:59.900 --> 00:10:02.900]  來分享一下我自己
[00:10:02.900 --> 00:10:08.900]  在我身上所行的治療大事
[00:10:08.900 --> 00:10:13.900]  奇怪,因為我年紀老慢
[00:10:13.900 --> 00:10:18.900]  陳醫生說不適宜全身麻痺
[00:10:18.900 --> 00:10:20.900]  又可以避免
[00:10:20.900 --> 00:10:27.900]  第二樣治療的方法
[00:10:27.900 --> 00:10:30.900]  就是化療和點療
[00:10:30.900 --> 00:10:34.900]  但因為我身體虛弱又不抵受
[00:10:34.900 --> 00:10:42.900]  陳醫生給我一個最經典最方便的方法
[00:10:42.900 --> 00:10:44.900]  不如這樣吧
[00:10:44.900 --> 00:10:48.900]  現在新式的叫Target Therapy
[00:10:48.900 --> 00:10:50.900]  對症
[00:10:50.900 --> 00:10:56.900]  當時經過做Biopsy
[00:10:56.900 --> 00:11:01.900]  在掃尿床上推來推去
[00:11:01.900 --> 00:11:08.900]  這樣就可以抽出白細胞組織出來
[00:11:08.900 --> 00:11:13.900]  然後拿去醫院化驗室化驗
[00:11:13.900 --> 00:11:18.900]  可能死了很多很多的小白豬
[00:11:18.900 --> 00:11:21.900]  對不起
[00:11:21.900 --> 00:11:26.900]  結果試驗了一個半月
[00:11:26.900 --> 00:11:31.900]  然後決定一人一粒藥
[00:11:31.900 --> 00:11:33.900]  大家看看
[00:11:33.900 --> 00:11:38.900]  這麼細的一人一粒
[00:11:38.900 --> 00:11:41.900]  所以陳醫生救了我的命
[00:11:41.900 --> 00:11:44.900]  我不用受一切痛苦
[00:11:44.900 --> 00:11:47.900]  又不用住在醫院
[00:11:47.900 --> 00:11:50.900]  然後奇妙的事
[00:11:50.900 --> 00:11:53.900]  原來我是犯了肺癌
[00:11:53.900 --> 00:11:56.900]  我不是犯了肺病
[00:11:56.900 --> 00:11:58.900]  因為如果我犯了肺病
[00:11:58.900 --> 00:12:02.900]  我就要住在家人隔壁
[00:12:02.900 --> 00:12:04.900]  要住在醫院
[00:12:04.900 --> 00:12:10.900]  然後他給我右肢經過一關
[00:12:10.900 --> 00:12:15.900]  當時肺癌
[00:12:15.900 --> 00:12:22.900]  就抽出那些組織去化驗
[00:12:22.900 --> 00:12:28.900]  一個半月後他們才決定用這隻
[00:12:28.900 --> 00:12:33.900]  150克的這隻
[00:12:33.900 --> 00:12:38.900]  所以真的奇妙
[00:12:38.900 --> 00:12:42.900]  就當一粒魚油吃
[00:12:42.900 --> 00:12:45.900]  每天11點鐘
[00:12:45.900 --> 00:12:49.900]  我先生就提醒我
[00:12:49.900 --> 00:12:52.900]  很奇妙
[00:12:52.900 --> 00:12:56.900]  當時我再過去
[00:12:56.900 --> 00:12:59.900]  我的醫生在陽榮醫院
[00:12:59.900 --> 00:13:02.900]  他叫做Professor Leung
[00:13:02.900 --> 00:13:04.900]  梁偉棠醫生
[00:13:04.900 --> 00:13:06.900]  他很有醫德
[00:13:06.900 --> 00:13:09.900]  好像陳醫生一樣
[00:13:09.900 --> 00:13:14.900]  恩賜有德
[00:13:14.900 --> 00:13:17.900]  但是恩不友
[00:13:17.900 --> 00:13:19.900]  就好像他
[00:13:19.900 --> 00:13:22.900]  徐太
[00:13:22.900 --> 00:13:28.900]  你經常去這一切的活動
[00:13:28.900 --> 00:13:30.900]  不用怕
[00:13:30.900 --> 00:13:32.900]  出去
[00:13:32.900 --> 00:13:35.900]  所以我每個星期
[00:13:35.900 --> 00:13:38.900]  我和我先生都去
[00:13:38.900 --> 00:13:39.900]  做禮拜
[00:13:39.900 --> 00:13:40.900]  做崇拜
[00:13:40.900 --> 00:13:43.900]  還有做主日學
[00:13:43.900 --> 00:13:45.900]  再有小組的茶經
[00:13:45.900 --> 00:13:47.900]  我都去參加
[00:13:47.900 --> 00:13:50.900]  然後有其他活動
[00:13:50.900 --> 00:13:53.900]  好像人家生日
[00:13:53.900 --> 00:13:56.900]  結婚
[00:13:56.900 --> 00:13:59.900]  有時有些什麼感恩活動
[00:13:59.900 --> 00:14:02.900]  我都去參加
[00:14:02.900 --> 00:14:05.900]  甚至喪禮
[00:14:05.900 --> 00:14:07.900]  我也有去參加
[00:14:07.900 --> 00:14:09.900]  大家都很驚訝
[00:14:09.900 --> 00:14:11.900]  為什麼由你又出現了
[00:14:11.900 --> 00:14:16.900]  我們都很感謝
[00:14:16.900 --> 00:14:20.900]  很感謝恩賜的分享
[00:14:20.900 --> 00:14:22.900]  還有梁醫生說
[00:14:22.900 --> 00:14:24.900]  本來我是出口
[00:14:24.900 --> 00:14:26.900]  由去年開始
[00:14:26.900 --> 00:14:29.900]  我去了三個地方
[00:14:29.900 --> 00:14:32.900]  三月份去台北
[00:14:32.900 --> 00:14:36.900]  六月份熱淚慶祝
[00:14:36.900 --> 00:14:39.900]  結婚周年
[00:14:39.900 --> 00:14:42.900]  請我們去巴黎
[00:14:42.900 --> 00:14:44.900]  十月份
[00:14:44.900 --> 00:14:46.900]  我和我先生的哥哥
[00:14:46.900 --> 00:14:48.900]  九十歲大慶
[00:14:48.900 --> 00:14:50.900]  我們又去了
[00:14:50.900 --> 00:14:52.900]  為什麼呢
[00:14:52.900 --> 00:14:53.900]  兩天後
[00:14:53.900 --> 00:14:54.900]  即是明天後日
[00:14:54.900 --> 00:14:58.900]  我又再去做PT scan
[00:14:58.900 --> 00:15:00.900]  結果如何
[00:15:00.900 --> 00:15:02.900]  我就解除了很多
[00:15:02.900 --> 00:15:06.900]  很多謝鄭恩賜
[00:15:06.900 --> 00:15:09.900]  其實當我們在想
[00:15:09.900 --> 00:15:13.900]  在經歷一些逆境的時候
[00:15:13.900 --> 00:15:16.900]  我們究竟怎樣
[00:15:16.900 --> 00:15:19.900]  能夠有個喜樂在心裏
[00:15:19.900 --> 00:15:21.900]  在1942年的時候
[00:15:21.900 --> 00:15:26.900]  有一位猶大的精神科醫生
[00:15:26.900 --> 00:15:29.900]  那時候在第二次世界大戰的時候
[00:15:29.900 --> 00:15:31.900]  這個精神科醫生
[00:15:31.900 --> 00:15:33.900]  Victor Frank
[00:15:33.900 --> 00:15:38.900]  他當時被抓到集中營裏
[00:15:38.900 --> 00:15:43.900]  連同他一對父母和太太
[00:15:43.900 --> 00:15:45.900]  經過三年之後
[00:15:45.900 --> 00:15:49.900]  他們被從集中營釋放出來的時候
[00:15:49.900 --> 00:15:53.900]  他的太太和兩位父母都去世了
[00:15:53.900 --> 00:15:55.900]  只剩下他自己一個
[00:15:55.900 --> 00:15:57.900]  一年之後
[00:15:57.900 --> 00:15:59.900]  他寫了一本書
[00:15:59.900 --> 00:16:01.900]  這本書又是成為當時
[00:16:01.900 --> 00:16:04.900]  最銷售的一本書
[00:16:04.900 --> 00:16:07.900]  這本書叫《Man's Search for Meaning》
[00:16:07.900 --> 00:16:11.900]  即是人去尋求一些意義
[00:16:11.900 --> 00:16:13.900]  《Man's Search for Meaning》
[00:16:13.900 --> 00:16:15.900]  Best selling book
[00:16:15.900 --> 00:16:17.900]  在那一年
[00:16:17.900 --> 00:16:20.900]  原來Victor Frank在他集中營的時候
[00:16:20.900 --> 00:16:22.900]  他思考到
[00:16:22.900 --> 00:16:24.900]  也觀察到一樣東西
[00:16:24.900 --> 00:16:26.900]  就是當一個人在生命當中
[00:16:26.900 --> 00:16:28.900]  在人生裏面
[00:16:28.900 --> 00:16:31.900]  如果真的能夠找到一個meaning
[00:16:31.900 --> 00:16:33.900]  找到一個意義的時候
[00:16:33.900 --> 00:16:37.900]  這個人就有這樣的力量生存下去
[00:16:37.900 --> 00:16:39.900]  有這樣的力量
[00:16:39.900 --> 00:16:42.900]  是能夠享受一個比較快樂
[00:16:42.900 --> 00:16:45.900]  有喜樂的一個生命
[00:16:45.900 --> 00:16:48.900]  這個是在他集中營裏觀察到的
[00:16:48.900 --> 00:16:50.900]  他看到有些人死得很快
[00:16:50.900 --> 00:16:53.900]  有些人是可以生存下去
[00:16:53.900 --> 00:16:58.900]  最重要的是他發現到meaning in life
[00:16:58.900 --> 00:17:01.900]  所以他寫了一本書叫《Man's Search for Meaning》
[00:17:01.900 --> 00:17:05.900]  也有不少的研究發現出來
[00:17:05.900 --> 00:17:09.900]  其實尋求人生的意義
[00:17:09.900 --> 00:17:11.900]  Pursuit of meaning
[00:17:11.900 --> 00:17:14.900]  是比尋求快樂重要
[00:17:14.900 --> 00:17:16.900]  Pursuit of happiness
[00:17:16.900 --> 00:17:18.900]  因為Pursuit of happiness
[00:17:18.900 --> 00:17:22.900]  很多時候是不能夠令人得到快樂
[00:17:22.900 --> 00:17:25.900]  但是Pursuit of meaning的時候
[00:17:25.900 --> 00:17:28.900]  你就從Pursuit of meaning當中
[00:17:28.900 --> 00:17:33.900]  你就能夠得到人生的快樂和喜樂
[00:17:33.900 --> 00:17:37.900]  在最近有一位很出名的人過世
[00:17:37.900 --> 00:17:39.900]  大家都可能知道的
[00:17:39.900 --> 00:17:42.900]  就是前南非總統Nelson Mandela
[00:17:42.900 --> 00:17:44.900]  曼德拉總統
[00:17:44.900 --> 00:17:45.900]  他的死
[00:17:45.900 --> 00:17:49.900]  大家從報章傳媒當中都有很多的認識
[00:17:49.900 --> 00:17:51.900]  很多國家的元首參加
[00:17:51.900 --> 00:17:54.900]  很多很有名的都去參加
[00:17:54.900 --> 00:17:56.900]  理由在哪裡呢
[00:17:56.900 --> 00:18:02.900]  因為曼德拉是一個被受眾人所尊敬的一位人
[00:18:02.900 --> 00:18:04.900]  大家會明白到
[00:18:04.900 --> 00:18:08.900]  為什麼曼德拉是這麼受人尊敬呢
[00:18:08.900 --> 00:18:12.900]  或者大家可能未必知道他少年的時候怎樣
[00:18:12.900 --> 00:18:14.900]  他其實少年的時候
[00:18:14.900 --> 00:18:20.900]  他其實是成立了一個武裝組織叫做民族之盲
[00:18:20.900 --> 00:18:23.900]  這個在非洲國民大會以外的
[00:18:23.900 --> 00:18:25.900]  那個ANC International
[00:18:25.900 --> 00:18:28.900]  那個ANC以外的一個武裝組織
[00:18:28.900 --> 00:18:31.900]  他被人抓了之後
[00:18:31.900 --> 00:18:34.900]  那個負責檢控他的檢控官
[00:18:34.900 --> 00:18:37.900]  是要求法官判他做死刑的
[00:18:37.900 --> 00:18:41.900]  但是法官終於被人判了終身監禁
[00:18:41.900 --> 00:18:43.900]  而他坐了27年牢的時候
[00:18:43.900 --> 00:18:45.900]  就被人釋放出來
[00:18:45.900 --> 00:18:50.900]  這個就是年輕的時候的曼德拉的一個人
[00:18:50.900 --> 00:18:54.900]  而他也都在美國的恐怖份子觀察名單裡面
[00:18:54.900 --> 00:18:58.900]  直到2008年的時候
[00:18:58.900 --> 00:19:02.900]  他才從這個恐怖份子觀察名單被除名
[00:19:02.900 --> 00:19:09.900]  在曼德拉27年的監獄生活之後
[00:19:09.900 --> 00:19:12.900]  當他出來 當他被選為總統的時候
[00:19:12.900 --> 00:19:15.900]  他所提倡的一件事是什麼呢
[00:19:15.900 --> 00:19:17.900]  他所提倡的就是復和
[00:19:17.900 --> 00:19:19.900]  Reconciliation
[00:19:19.900 --> 00:19:23.900]  他成立了一個真相復和的委員會
[00:19:23.900 --> 00:19:25.900]  True Reconciliation Committee
[00:19:25.900 --> 00:19:29.900]  這個委員會就不單單是用來找出真相
[00:19:29.900 --> 00:19:33.900]  不單單是找出以前過往那種欺壓
[00:19:33.900 --> 00:19:36.900]  那種種族歧視
[00:19:36.900 --> 00:19:39.900]  那種不公義不公平的對待
[00:19:39.900 --> 00:19:41.900]  但是除了找出真相之外
[00:19:41.900 --> 00:19:44.900]  他更加注重一件事就是復和
[00:19:44.900 --> 00:19:46.900]  Reconciliation
[00:19:46.900 --> 00:19:51.900]  曼德拉為什麼他的Reconciliation
[00:19:51.900 --> 00:19:54.900]  他的復和是這麼大的影響呢
[00:19:54.900 --> 00:19:59.900]  最基本的就是他自己經歷了一次的復和
[00:19:59.900 --> 00:20:02.900]  他經歷的復和是什麼復和呢
[00:20:02.900 --> 00:20:05.900]  他的復和就是Reconciliation with God
[00:20:05.900 --> 00:20:08.900]  就是與神和神的復和
[00:20:08.900 --> 00:20:13.900]  一個人要與人復和的時候
[00:20:13.900 --> 00:20:15.900]  其實很基本的一件事
[00:20:15.900 --> 00:20:18.900]  首先就是與神復和
[00:20:18.900 --> 00:20:22.900]  曼德拉總統就是做了這件事
[00:20:22.900 --> 00:20:26.900]  與神復和的情形是怎麼樣
[00:20:26.900 --> 00:20:31.900]  當我們拜著一個罪的人的時候
[00:20:31.900 --> 00:20:34.900]  我們不能夠來到神的面前
[00:20:34.900 --> 00:20:36.900]  因為我們是本有罪的
[00:20:36.900 --> 00:20:38.900]  而這個神是一個聖潔的神
[00:20:38.900 --> 00:20:41.900]  當我們有這個復和的時候
[00:20:41.900 --> 00:20:46.900]  我們才有帶著神的聖情在我們心裡面
[00:20:46.900 --> 00:20:52.900]  這個復和就是我們信仰上說到的十字架的訊息
[00:20:52.900 --> 00:20:56.900]  信仰上如果沒有這個十字架的訊息
[00:20:56.900 --> 00:20:59.900]  就不是我們信仰的訊息
[00:20:59.900 --> 00:21:04.900]  十字架這件事其實是一個很大有羞恥的一件事
[00:21:04.900 --> 00:21:06.900]  十字架大家如果明白的時候
[00:21:06.900 --> 00:21:13.900]  是古羅馬帝國是懲罰認罰一些罪犯的東西
[00:21:13.900 --> 00:21:15.900]  是一個不見得光的東西
[00:21:15.900 --> 00:21:19.900]  是一個令人覺得羞恥的東西
[00:21:19.900 --> 00:21:23.900]  在世人看為不能理解
[00:21:23.900 --> 00:21:26.900]  在世人看為是愚蠢的事
[00:21:26.900 --> 00:21:29.900]  神卻是用人看為愚蠢的事
[00:21:29.900 --> 00:21:32.900]  顯出他的智慧 顯出他的大能出來
[00:21:32.900 --> 00:21:38.900]  神就是用十字架這個來讓人與神復和
[00:21:38.900 --> 00:21:42.900]  但是十字架的道理大家知道
[00:21:42.900 --> 00:21:45.900]  就是主耶穌被釘在十字架
[00:21:45.900 --> 00:21:46.900]  祂死在十字架裡
[00:21:46.900 --> 00:21:49.900]  祂死的時候兩邊是兩個強盜的
[00:21:49.900 --> 00:21:50.900]  正如我所說
[00:21:50.900 --> 00:21:57.900]  在古羅馬帝國十字架是一個很羞恥的symbol
[00:21:57.900 --> 00:22:03.900]  但是十字架道理不是就這樣在這裡停止
[00:22:03.900 --> 00:22:08.900]  十字架道理還有三天後的復活
[00:22:08.900 --> 00:22:10.900]  倘若沒有復活的事
[00:22:10.900 --> 00:22:14.900]  我們的信仰就沒什麼特別
[00:22:14.900 --> 00:22:18.900]  也是不值得我們持守的信仰
[00:22:18.900 --> 00:22:19.900]  一個人死了就死了
[00:22:19.900 --> 00:22:23.900]  有什麼值得我們持守的呢
[00:22:23.900 --> 00:22:28.900]  今天我們不夠足夠時間去詳細講復活的問題
[00:22:28.900 --> 00:22:31.900]  但是我們從當時跟隨他的那幫人
[00:22:31.900 --> 00:22:33.900]  他們見到耶穌死了之後
[00:22:33.900 --> 00:22:35.900]  他們那種恐懼的心
[00:22:35.900 --> 00:22:39.900]  他們那種不敢再承認主的心
[00:22:39.900 --> 00:22:45.900]  他們當時的人是期望這個主耶穌
[00:22:45.900 --> 00:22:47.900]  是為他們解放的
[00:22:47.900 --> 00:22:49.900]  從羅馬帝國解放
[00:22:49.900 --> 00:22:52.900]  因為當時是羅馬帝國的殖民地
[00:22:52.900 --> 00:22:54.900]  他們期望一個君王
[00:22:54.900 --> 00:22:56.900]  一個拯救者
