
[00:00:00.000 --> 00:00:06.160]  各位 請問大家有沒有試過搭飛機的時候
[00:09:51.980 --> 00:09:58.260]  他都只是御若冰的秀才
[00:09:58.260 --> 00:10:02.780]  可以有什麼作為呢?
[00:10:02.780 --> 00:10:06.380]  根據華人基督徒聖地和平網絡
[00:10:06.380 --> 00:10:11.020]  在2026年3月23日的報導
[00:10:11.020 --> 00:10:12.940]  以色列總理萊塔尼亞胡
[00:10:12.940 --> 00:10:15.820]  在記者會回應問題的時候
[00:10:15.820 --> 00:10:20.140]  暗諷有些人天真 自欺欺人
[00:10:20.140 --> 00:10:24.740]  以為光靠道德和正義就能夠打敗敵人
[00:10:24.740 --> 00:10:28.140]  他援引歷史學家杜蘭特
[00:10:28.140 --> 00:10:30.860]  在《歷史的教訓》一書裡所寫
[00:10:30.860 --> 00:10:35.700]  指出歷史證明遺憾且不幸的是
[00:10:35.700 --> 00:10:39.780]  耶穌基督並未比成吉思汗強
[00:10:39.780 --> 00:10:45.100]  因為若你夠強大 夠冷酷 夠強勢
[00:10:45.100 --> 00:10:53.380]  邪惡終將戰勝善良 侵略終將戰勝克制
[00:10:53.380 --> 00:10:57.060]  2000年後 那個地方的人
[00:10:57.060 --> 00:10:59.020]  有人是這樣看的
[00:10:59.020 --> 00:11:01.020]  其實2000年前那個地方的人
[00:11:01.020 --> 00:11:04.340]  都可能有些人是懷著類似的想法
[00:11:04.340 --> 00:11:06.300]  當他們知道耶穌只是一位
[00:11:06.300 --> 00:11:12.220]  從加里尼拿撒勒手無寸鐵的先知
[00:11:12.220 --> 00:11:15.980]  或許都希望他快點做完這場戲
[00:11:15.980 --> 00:11:22.300]  就乖乖地做一個離過節的普通人
[00:11:22.300 --> 00:11:24.380]  免得節外生枝
[00:11:24.380 --> 00:11:25.820]  如果你沒有這樣的能力
[00:11:25.820 --> 00:11:28.500]  就不要搞大龍鳳了
[00:11:28.500 --> 00:11:31.820]  畢竟這是猶太人的大節日
[00:11:31.820 --> 00:11:34.180]  人們是來慶祝節日的
[00:11:34.180 --> 00:11:36.180]  不是來受苦的
[00:11:36.180 --> 00:11:39.260]  是來向耶路撒冷頌讚的
[00:11:39.260 --> 00:11:42.500]  不是來哀悼的
[00:11:42.500 --> 00:11:43.820]  現實是
[00:11:43.820 --> 00:11:46.900]  就算耶穌這位手無寸鐵的先知
[00:11:46.900 --> 00:11:50.100]  他都遭遇到嚴刑峻罰
[00:11:50.100 --> 00:11:54.020]  被誘殺錯 沒放過這樣對待
[00:11:54.020 --> 00:11:57.340]  為何這位騎驢進城的謙和之士
[00:11:57.340 --> 00:12:00.580]  都被列在被殺之列呢?
[00:12:00.580 --> 00:12:03.980]  他沒有戰馬 也沒有軍隊
[00:12:03.980 --> 00:12:08.540]  他怎樣能夠威脅到當權者呢?
[00:12:08.540 --> 00:12:13.500]  會不會只是因為他在暴力當道的世界裏批評暴力
[00:12:13.500 --> 00:12:16.740]  呼籲謙和才是拯救之道呢?
[00:12:16.740 --> 00:12:21.100]  會不會只是因為他在聖殿被異化的宗教狀況之下
[00:12:21.100 --> 00:12:23.700]  拆除綑綁心靈的律法主義
[00:12:23.700 --> 00:12:26.220]  帶領人歸向上主呢?
[00:12:26.220 --> 00:12:30.500]  會不會只是因為他的應許的拯救和自由
[00:12:30.500 --> 00:12:32.900]  促成了宗教和帝國的合作
[00:12:32.900 --> 00:12:38.580]  而被判為罪人呢?
[00:12:38.580 --> 00:12:41.380]  這個人到底犯了甚麼事
[00:12:41.380 --> 00:12:44.180]  以致被本族出賣
[00:12:44.180 --> 00:12:48.220]  被羅馬兵釘上十字架呢?
[00:12:48.220 --> 00:12:50.100]  如果他沒有犯罪
[00:12:50.100 --> 00:12:54.900]  好人為何會遭遇苦難呢?
[00:12:54.900 --> 00:12:58.300]  好人遭遇苦難的確是令人傷感
[00:12:58.300 --> 00:13:02.380]  和不解的千古疑問
[00:13:02.380 --> 00:13:06.860]  在災難裏
[00:13:06.860 --> 00:13:09.260]  很多受災的人
[00:13:09.260 --> 00:13:12.580]  其實根本沒有做過甚麼壞事
[00:13:12.580 --> 00:13:13.980]  在戰爭裏
[00:13:13.980 --> 00:13:17.740]  很多平民百姓根本沒有犯過甚麼事
[00:13:17.740 --> 00:13:21.300]  但他們就是最受苦的人
[00:13:21.300 --> 00:13:28.620]  為何好人會遭遇痛苦呢?
[00:13:28.620 --> 00:13:32.820]  耶穌就是其中一個二人受苦的例子
[00:13:32.820 --> 00:13:36.340]  今天是大齋期最後一個主日
[00:13:36.340 --> 00:13:38.580]  亦是聖周的開始
[00:13:38.580 --> 00:13:41.260]  聖周又稱「受難周」
[00:13:41.260 --> 00:13:43.180]  在基督教的傳統裏
[00:13:43.180 --> 00:13:45.620]  是復活節之前那一個星期
[00:13:45.620 --> 00:13:50.260]  用來紀念耶穌受難
[00:13:50.260 --> 00:13:55.380]  每一年都有這個紀念受難的日子
[00:13:55.380 --> 00:13:59.300]  原來教會從來沒有輕視好人遭遇苦難
[00:13:59.300 --> 00:14:01.500]  這些反常的狀況
[00:14:01.500 --> 00:14:06.780]  亦沒有忘記那些為義受苦的無辜者
[00:14:06.780 --> 00:14:08.060]  今天的經課裏
[00:14:08.060 --> 00:14:10.380]  以賽亞書指出
[00:14:10.380 --> 00:14:14.420]  受苦不一定是犯錯
[00:14:14.420 --> 00:14:16.900]  受苦不一定是有罪
[00:14:16.900 --> 00:14:20.260]  受苦可能只是他衷心地活出
[00:14:20.260 --> 00:14:25.740]  聽從上主 活出作為上主僕人的樣式
[00:14:25.740 --> 00:14:29.220]  我們看看以賽亞書怎樣說
[00:14:29.220 --> 00:14:32.420]  第五十章第五節
[00:14:32.420 --> 00:14:34.220]  主耶和華開通我的耳朵
[00:14:34.220 --> 00:14:37.580]  我並沒有違背也沒有退後
[00:14:37.580 --> 00:14:39.860]  人打我的背我任由他打
[00:14:39.860 --> 00:14:42.820]  人拔我腮下的鬍鬚我任由他拔
[00:14:42.820 --> 00:14:45.900]  人辱我套我我並不掩面
[00:14:45.900 --> 00:14:47.340]  主耶和華必幫助我
[00:14:47.340 --> 00:14:48.940]  所以我不徒愧
[00:14:48.940 --> 00:14:51.780]  我硬著臉好仗堅石
[00:14:51.780 --> 00:14:55.140]  我也知道我必不自蒙羞
[00:14:55.140 --> 00:14:56.980]  稱我為義的與我相近
[00:14:56.980 --> 00:14:57.980]  誰與我爭論
[00:14:57.980 --> 00:14:59.780]  可以與我一同站立
[00:14:59.780 --> 00:15:00.820]  誰與我作對
[00:15:00.820 --> 00:15:02.700]  可以就近我來
[00:15:02.700 --> 00:15:04.300]  主耶和華要幫助我
[00:15:04.300 --> 00:15:08.980]  誰能定我有罪呢?
[00:15:08.980 --> 00:15:14.340]  怎樣面對這種好人都要受苦的逆境呢?
[00:15:14.340 --> 00:15:17.780]  怎樣可以面對呢?
[00:15:17.780 --> 00:15:22.980]  怎樣的人才能夠面對辱罵而不抱愧呢?
[00:15:22.980 --> 00:15:25.460]  怎樣的人才能夠面對攻擊
[00:15:25.460 --> 00:15:28.460]  仍然站立得穩呢?
[00:15:28.460 --> 00:15:30.860]  怎樣的人才能夠面對邪惡
[00:15:30.860 --> 00:15:34.940]  而自己不變做邪惡呢?
[00:15:34.940 --> 00:15:39.220]  這些人看似很軟弱
[00:15:39.220 --> 00:15:43.420]  但其實不可能是軟弱的人
[00:15:43.420 --> 00:15:49.940]  事實上堅強的人才能夠不被逆境摧毀
[00:15:49.940 --> 00:15:52.740]  有實力的人才能夠謙和
[00:15:52.740 --> 00:15:58.460]  行得正、站得正的人才能夠站立得穩
[00:15:58.460 --> 00:16:01.420]  今天的《書信經》給菲律賓書
[00:16:01.420 --> 00:16:02.900]  保羅指出
[00:16:02.900 --> 00:16:05.060]  手無寸鐵的耶穌
[00:16:05.060 --> 00:16:08.300]  其實就是這麼堅實的人
[00:16:08.300 --> 00:16:10.380]  我們試試看在菲律賓書裏面
[00:16:10.380 --> 00:16:15.180]  保羅怎樣說
[00:16:15.180 --> 00:16:17.460]  「他本有上帝的形象
[00:16:17.460 --> 00:16:20.860]  不以自己與上帝同等為強奪的
[00:16:20.860 --> 00:16:22.340]  反倒虛己
[00:16:22.340 --> 00:16:25.020]  取悅奴僕的形象成為人的樣式
[00:16:25.020 --> 00:16:26.060]  既有人的樣子
[00:16:26.060 --> 00:16:28.780]  就自己卑微、存心、馴服
[00:16:28.780 --> 00:16:30.100]  以至於死
[00:16:30.100 --> 00:16:31.980]  且死在十字架上
[00:16:31.980 --> 00:16:35.140]  所以上帝將他升為至高
[00:16:35.140 --> 00:16:37.900]  由次給他那超乎萬名之上的名
[00:16:37.900 --> 00:16:41.300]  叫一切在天上的、地上的和地底下的
[00:16:41.300 --> 00:16:43.340]  因耶穌的名無不屈膝
[00:16:43.340 --> 00:16:45.700]  無不口稱耶穌基督為主
[00:16:45.700 --> 00:16:49.660]  小榮耀歸於上帝」
[00:16:49.660 --> 00:16:54.620]  耶穌騎驢驅進城而不是騎戰馬
[00:16:54.620 --> 00:16:57.060]  不是因為他沒有能力
[00:16:57.060 --> 00:17:00.220]  呼召戰馬來
[00:17:00.220 --> 00:17:03.300]  只是因為他自己卑微
[00:17:03.300 --> 00:17:05.980]  耶穌被釘死在十字架上
[00:17:05.980 --> 00:17:08.660]  每個人都說:這麼厲害
[00:17:08.660 --> 00:17:11.020]  救救自己吧
[00:17:11.020 --> 00:17:13.860]  耶穌不是沒有能力救自己
[00:17:13.860 --> 00:17:19.660]  而是因為他不以自己與上帝同等為強奪
[00:17:19.660 --> 00:17:21.820]  其實
[00:17:21.820 --> 00:17:23.060]  一個人
[00:17:23.060 --> 00:17:24.740]  他有
[00:17:24.740 --> 00:17:27.860]  他才有得放下
[00:17:27.860 --> 00:17:28.740]  他有
[00:17:28.740 --> 00:17:32.140]  他才可以放下一些東西
[00:17:32.140 --> 00:17:33.540]  沒有
[00:17:33.540 --> 00:17:37.940]  是沒有東西可以放下的
[00:17:37.940 --> 00:17:40.500]  耶穌自我降卑
[00:17:40.500 --> 00:17:44.420]  是顯示他是真正的強者
[00:17:44.420 --> 00:17:49.220]  他是真正有實力的人
[00:17:49.220 --> 00:17:52.740]  耶穌為什麼選取騎驢進城呢?
[00:17:52.740 --> 00:17:56.060]  為什麼以溫和謙卑的態度出現呢?
[00:17:56.060 --> 00:18:00.300]  甚至被釘十字架而不反擊呢?
[00:18:00.300 --> 00:18:04.340]  馬太福音引述撒加利亞書的一句說話
[00:18:04.340 --> 00:18:09.380]  的下文是這麼說的
[00:18:09.380 --> 00:18:12.220]  撒加利亞書第九章第十節
[00:18:12.220 --> 00:18:16.580]  「我必除滅以法連的戰車和耶路撒冷的戰馬
[00:18:16.580 --> 00:18:19.500]  征戰的弓也必除滅
[00:18:19.500 --> 00:18:22.740]  他必向列國講和平
[00:18:22.740 --> 00:18:25.540]  他的權柄必從這海管到那海
[00:18:25.540 --> 00:18:28.780]  從大河管到地極」
[00:18:28.780 --> 00:18:33.740]  這位騎驢的王宣揚的是和平
[00:18:33.740 --> 00:18:35.460]  不是戰爭
[00:18:35.460 --> 00:18:38.540]  他認為和平不是來自軍備競賽
[00:18:38.540 --> 00:18:42.660]  相反是透過裁軍帶來的
[00:18:42.660 --> 00:18:45.540]  平安不是透過武力得到的
[00:18:45.540 --> 00:18:49.940]  而是放棄武力才有的
[00:18:49.940 --> 00:18:51.420]  不過呢
[00:18:51.420 --> 00:18:53.380]  如果有一位武林高手
[00:18:53.380 --> 00:18:55.620]  他自廢武功
[00:18:55.620 --> 00:18:59.420]  他會不會被欺負呢?
[00:18:59.420 --> 00:19:02.980]  如果上帝的聖子
[00:19:02.980 --> 00:19:06.340]  和上帝同等的聖子
[00:19:06.340 --> 00:19:08.500]  取了奴僕的形象
[00:19:08.500 --> 00:19:12.460]  他會不會被苦待呢?
[00:19:12.460 --> 00:19:14.180]  在這個世界裏
[00:19:14.180 --> 00:19:18.660]  這樣的遭遇是非常大的
[00:19:18.660 --> 00:19:22.020]  而且難免流血
[00:19:22.020 --> 00:19:26.100]  撒加利亞先知繼續這樣講九章十一節
[00:19:26.100 --> 00:19:29.420]  「錫安,我因與你立約的血
[00:19:29.420 --> 00:19:31.700]  將你中間被擄而囚的人
[00:19:31.700 --> 00:19:36.540]  從無垂的坑中釋放出來」
[00:19:36.540 --> 00:19:40.300]  縱使流血也唯有如此
[00:19:40.300 --> 00:19:43.060]  才能夠帶來真正的釋放
[00:19:43.060 --> 00:19:44.540]  相反來說
[00:19:44.540 --> 00:19:47.060]  如果每一個人都武裝起來
[00:19:47.060 --> 00:19:51.580]  帶來的只是更嚴重的擔憂和懼怕
[00:19:51.580 --> 00:19:53.540]  距離釋放和自由
[00:19:53.540 --> 00:19:56.380]  只會越走越遠
[00:19:56.380 --> 00:20:01.180]  還記得保羅在菲律賓書中對信徒的勸勉嗎?
[00:20:01.180 --> 00:20:03.020]  第二章五節
[00:20:03.020 --> 00:20:05.900]  我們剛才讀過的最後一節
[00:20:05.900 --> 00:20:12.500]  「你們當以基督耶穌的心為心」
[00:20:12.500 --> 00:20:20.140]  然後就開始講耶穌的降臂
[00:20:20.140 --> 00:20:22.380]  今天是終之主日
[00:20:22.380 --> 00:20:25.460]  到下個主日 復活主日
[00:20:25.460 --> 00:20:27.620]  讓我們在這段時間裏面
[00:20:27.620 --> 00:20:30.700]  默想耶穌基督最後一周的受難
[00:20:30.700 --> 00:20:34.220]  死亡和復活
[00:20:34.220 --> 00:20:39.460]  透過為門徒洗腳的降臂
[00:20:39.460 --> 00:20:45.020]  然後去到赫西瑪利泉的被捕
[00:20:45.020 --> 00:20:48.140]  被釘上十字架的痛苦
[00:20:48.140 --> 00:20:52.100]  進入墳墓裏面
[00:20:52.100 --> 00:20:59.220]  你見到耶穌一步一步地降臂
[00:20:59.220 --> 00:21:03.860]  對於永遠追求升級的現代人來說
[00:21:03.860 --> 00:21:08.180]  耶穌的路途是很奇怪的
[00:21:08.180 --> 00:21:12.780]  但祂是人類的福祉至關重要
[00:21:12.780 --> 00:21:16.740]  為何降臂之路都會重要
[00:21:16.740 --> 00:21:19.460]  和能夠造福人群呢?
[00:21:19.460 --> 00:21:24.060]  讓我們以這個例子來作結
[00:21:24.060 --> 00:21:26.260]  還記不記得十多年前
[00:21:26.260 --> 00:21:29.460]  有一套真人騷的電視節目
[00:21:29.460 --> 00:21:33.900]  叫做《窮富庸大作戰》
[00:21:33.900 --> 00:21:37.660]  已經是十多年前了
[00:21:37.660 --> 00:21:40.940]  其中一位參加者叫做田北辰
[00:21:40.940 --> 00:21:42.580]  他曾經堅信
[00:21:42.580 --> 00:21:44.220]  如果你有鬥志
[00:21:44.220 --> 00:21:45.780]  即使是弱者
[00:21:45.780 --> 00:21:49.860]  你都可以變成強者
[00:21:49.860 --> 00:21:51.020]  在節目裏面
[00:21:51.020 --> 00:21:54.740]  他化身為一個普通的清潔工人
[00:21:54.740 --> 00:21:57.660]  靠每一天工作賺取生活費
[00:21:57.660 --> 00:22:01.100]  並且住在豪華的籠屋裏面
[00:22:01.100 --> 00:22:05.500]  徹底體驗普通香港清潔工人的人生
[00:22:05.500 --> 00:22:07.700]  他做了兩天
[00:22:07.700 --> 00:22:08.900]  如果你有看的話
[00:22:08.900 --> 00:22:09.980]  你記得
[00:22:09.980 --> 00:22:13.820]  他已經受不了
[00:22:13.820 --> 00:22:16.980]  他說很淒慘
[00:22:16.980 --> 00:22:19.020]  沒有意思
[00:22:19.020 --> 00:22:21.020]  有點帳等日子過
[00:22:21.020 --> 00:22:22.620]  很無奈
[00:22:22.620 --> 00:22:24.740]  沒有盼望
[00:22:24.740 --> 00:22:26.940]  最後他接受訪問時
[00:22:26.940 --> 00:22:28.940]  他的總結是這樣說
[00:22:28.940 --> 00:22:30.780]  在這兩天裏面
[00:22:30.780 --> 00:22:32.420]  他在想甚麼呢?
[00:22:32.420 --> 00:22:34.820]  就是只是在想吃東西
[00:22:34.820 --> 00:22:36.660]  一心的盼望
[00:22:36.660 --> 00:22:39.660]  就是希望有下一餐
[00:22:39.660 --> 00:22:42.820]  他說他終於明白貧窮人的心聲
[00:22:42.820 --> 00:22:45.420]  怎會想計劃呢?
[00:22:45.420 --> 00:22:47.820]  怎會想將來呢?
[00:22:47.820 --> 00:22:51.780]  最重要的是下一餐怎樣解決
[00:22:51.780 --> 00:22:53.700]  於是他不禁問
[00:22:53.700 --> 00:22:56.380]  當市場經濟到了盡頭
