
[00:00:00.000 --> 00:00:04.780]  我很開心和大家繼續《愛靈修新穎書宣教網絡》
[00:02:44.480 --> 00:02:47.580]  有時是一個副詞
[00:02:47.580 --> 00:02:50.080]  那個人就康復了
[00:02:50.080 --> 00:02:53.140]  哇 主的醫病真是厲害
[00:02:53.140 --> 00:02:55.060]  多到不得了
[00:02:55.060 --> 00:02:58.860]  真的有時候自己都數漏了
[00:02:58.860 --> 00:03:03.080]  主是求你幫助 讓我們更多信靠你 信服你
[00:03:03.080 --> 00:03:07.220]  讓我們看到你自己那個無比的大能
[00:03:07.220 --> 00:03:10.980]  主讓我們的心靈同樣需要主的醫治
[00:03:10.980 --> 00:03:13.320]  求主醫治我們
[00:03:13.320 --> 00:03:16.580]  在無數的科幻書裏面
[00:03:16.580 --> 00:03:18.720]  記載了你很多的神蹟
[00:03:18.720 --> 00:03:22.860]  有時候是籠統記載 醫治了很多病
[00:03:22.860 --> 00:03:27.660]  主在世上主要做的其中一個工作是醫病
[00:03:27.660 --> 00:03:29.380]  除了講鬼 你就是醫病
[00:03:29.380 --> 00:03:34.900]  幫助我們對別人的痛苦、困難、軟弱是敏銳的
[00:03:34.900 --> 00:03:36.260]  和你一樣
[00:03:36.260 --> 00:03:39.120]  主是幫助我們在你醫病的經歷裏面
[00:03:39.120 --> 00:03:44.320]  更多認識你 我主 我神
[00:03:44.320 --> 00:03:46.880]  讚美你 願你得著榮耀稱讚
[00:03:46.880 --> 00:03:51.620]  國度權並榮耀 全是你的 直到永遠 阿們
[00:03:51.620 --> 00:03:55.100]  好的 姐妹 有些人問
[00:03:55.100 --> 00:03:58.280]  為什麼你經常用讚美做你的禱告呢 靈修?
[00:03:58.280 --> 00:04:01.780]  是因為靈修是Personal Devotion
[00:04:01.780 --> 00:04:04.600]  是個人敬拜主
[00:04:04.600 --> 00:04:08.100]  所以是講敬拜、讚美的說話
[00:04:08.100 --> 00:04:11.560]  而甚至不是感恩 不是代求
[00:04:11.560 --> 00:04:14.960]  是感恩的 也好 是有感恩的禱告
[00:04:14.960 --> 00:04:19.440]  但是最主要敬拜是讚美上主的
[00:04:19.440 --> 00:04:22.640]  好 主耶穌是生平要事
[00:04:22.640 --> 00:04:25.620]  第一部份是講主耶穌是誰 講了很多
[00:04:25.620 --> 00:04:28.420]  來到生平要事就是第二部份了
[00:04:28.420 --> 00:04:32.780]  那就是行神蹟 行神蹟第一個就是祂趕了很多鬼
[00:04:32.780 --> 00:04:35.460]  第二就是醫病
[00:04:35.460 --> 00:04:38.700]  主耶穌是有15次醫病的記載的
[00:04:38.700 --> 00:04:43.440]  可能有些人數得還多一點 或者我數漏了也說不定
[00:04:43.440 --> 00:04:47.960]  不過那十幾次醫病 有些人覺得不止的
[00:04:47.960 --> 00:04:51.340]  有30次 可能更加多的
[00:04:51.340 --> 00:04:54.500]  有些是籠統地記載 醫了很多病
[00:04:54.500 --> 00:04:56.800]  有些時候就說不止的
[00:04:56.800 --> 00:05:00.900]  因為有不同的方案書 有不同的記載
[00:05:00.900 --> 00:05:04.780]  好了 不過不要緊 次數不是最重要的
[00:05:04.780 --> 00:05:07.180]  因為我不是想數數
[00:05:07.180 --> 00:05:12.560]  但是害怕 我也想讓你知道 次數並不少
[00:05:12.560 --> 00:05:18.060]  有時候看到主耶穌 可以說祂有三個很主要的工作
[00:05:18.060 --> 00:05:19.460]  那三個主要的工作是什麼呢?
[00:05:19.460 --> 00:05:22.600]  第一是趕鬼 醫病和講道
[00:05:22.600 --> 00:05:26.900]  講述上帝的說話 講述上帝的心意
[00:05:26.900 --> 00:05:29.820]  好了 先講一下醫病
[00:05:29.820 --> 00:05:34.320]  我特別要指出 今次我特別highlight
[00:05:34.320 --> 00:05:39.780]  指出一點重要的 就是主耶穌有起碼六次
[00:05:39.780 --> 00:05:43.280]  是在安息日醫病的
[00:05:43.280 --> 00:05:46.060]  有六次在安息日醫病
[00:05:46.060 --> 00:05:50.120]  如果是以十幾次醫病的記載
[00:05:50.120 --> 00:05:53.380]  有六次在安息日醫病 也很重要
[00:05:53.380 --> 00:05:58.280]  所以我特別想講一下 主耶穌在安息日醫病
[00:05:58.280 --> 00:06:01.740]  讓大家可以了解一下 先下去
[00:06:01.740 --> 00:06:05.620]  在安息日醫病 走神蹟的醫病
[00:06:05.620 --> 00:06:13.140]  第一 在加伯隆醫彼得的惡母 馬可福音
[00:06:13.140 --> 00:06:17.160]  在不士大祠旁邊醫了個癱子
[00:06:17.160 --> 00:06:19.120]  你知不知道癱子是盲的 不行
[00:06:19.120 --> 00:06:23.840]  癱子的機會大 因為他沒有講到盲
[00:06:23.840 --> 00:06:26.160]  而且盲的聽到 咦 水在動
[00:06:26.160 --> 00:06:27.960]  我撲下去也有機會
[00:06:27.960 --> 00:06:33.120]  那他呢 哎呀 有人讓我先下去 先下去水池
[00:06:33.120 --> 00:06:36.740]  那就是說他撲下去 已經人家都下水了
[00:06:36.740 --> 00:06:40.720]  所以他沒有機會 因此他癱子的機會是很高的
[00:06:40.720 --> 00:06:45.000]  約翰第五章 隻手枯乾的人
[00:06:45.000 --> 00:06:48.300]  哎呀 一伸出來就好了
[00:06:48.300 --> 00:06:52.720]  生來是黑眼的 約翰第九章
[00:06:52.720 --> 00:06:57.440]  駝背十八年的婦女 哎呀 我也駝背 我也有機會
[00:06:57.440 --> 00:07:02.280]  駝背十八年的婦女被主醫治了 路加十三章
[00:07:02.280 --> 00:07:09.440]  患水鼓的 即是說水脹 肚子脹起
[00:07:09.440 --> 00:07:12.040]  路加第十四章
[00:07:12.040 --> 00:07:17.440]  起碼有六個都講明是在安息日醫病的
[00:07:17.440 --> 00:07:22.780]  不特別說了 醫病是主耶穌一個很重要的工作
[00:07:22.780 --> 00:07:27.480]  因此我自己有機會為主工作
[00:07:27.480 --> 00:07:33.280]  因此就有一個醫病開心樹社會服務的機構
[00:07:33.280 --> 00:07:36.520]  開心樹是令人開心的 是服務來的
[00:07:36.520 --> 00:07:40.860]  我們在愛滋病的孤兒院做善終的
[00:07:40.860 --> 00:07:45.960]  不過現在他們個個都離開世界了 不過彩虹橋了
[00:07:45.960 --> 00:07:51.560]  名字叫彩虹橋 開頭想幫他們過去彩虹橋的另一端
[00:07:51.560 --> 00:07:56.240]  去到彼岸就送他們過去那邊 那些小孩子很苦
[00:07:56.240 --> 00:08:00.700]  很多在街上做乞丐 被人撿來 父母死了
[00:08:00.700 --> 00:08:05.740]  他們自己都是因為父母沒有應感染而染上愛滋病
[00:08:05.740 --> 00:08:11.900]  於是就將他們做善終 幫他們在醫院照顧好
[00:08:11.900 --> 00:08:14.940]  然後他們有一天走完就送去給主了
[00:08:14.940 --> 00:08:19.560]  正正在第二年開始 第三年已經沒有人死了
[00:08:19.560 --> 00:08:22.440]  沒有人過橋 間中現在都有一個一個
[00:08:22.440 --> 00:08:27.300]  進來病得很重的那些都會過身的 過了橋的
[00:08:27.300 --> 00:08:31.240]  養大了 現在很多個 現在剩下的人都少了
[00:08:31.240 --> 00:08:34.280]  主要是因為他們都大了 十七、八歲出去了
[00:08:34.280 --> 00:08:38.920]  在讀大學的都有十幾個 有很多人已經出去工作了
[00:08:38.920 --> 00:08:44.980]  或者回家了 十八歲 就不是很回 而是他們已經回家了
[00:08:44.980 --> 00:08:50.320]  家裡不是孤兒了 他們有祖母、爺爺或者叔伯
[00:08:50.320 --> 00:08:52.320]  父母死了而已
[00:08:52.320 --> 00:08:57.280]  好 主耶穌是做很多醫病工作的
[00:08:57.280 --> 00:09:00.720]  所以我們另一個開心樹社會服務
[00:09:00.720 --> 00:09:04.500]  都是有一個殘障的院舍的
[00:09:04.500 --> 00:09:08.060]  另外有些孤兒就是普通的孤兒
[00:09:08.060 --> 00:09:12.400]  心靈都有創傷的 我們照顧他們大了
[00:09:12.400 --> 00:09:17.400]  開心樹社會服務 就是學習主耶穌
[00:09:17.400 --> 00:09:22.980]  行神蹟醫這部分 都真的學得還不夠好
[00:09:22.980 --> 00:09:25.920]  另外我們就沒有趕鬼學院的
[00:09:25.920 --> 00:09:29.400]  很多時候都有趕鬼的動作
[00:09:29.400 --> 00:09:31.980]  不過就不是一個趕鬼學院
[00:09:31.980 --> 00:09:35.880]  那是福音事公 是生命樹宣教網絡
[00:09:35.880 --> 00:09:37.880]  我們是全福音的 開教會的
[00:09:37.880 --> 00:09:42.740]  今天跟大家講的就是生命樹宣教網絡的愛靈修視頻
[00:09:42.740 --> 00:09:45.960]  大家都知道 是全福音的跨文化工作
[00:09:45.960 --> 00:09:50.720]  幫助他們完成他們的宣教使命 幫助本地人
[00:09:50.720 --> 00:09:56.320]  在這裡看 醫病就不是生命樹工作
[00:09:56.320 --> 00:09:58.940]  不過我都要講一下
[00:09:58.940 --> 00:10:04.160]  因為主耶穌除了趕鬼醫病和宣教三個大工作
[00:10:04.160 --> 00:10:09.200]  為什麼我講醫病呢?我今天特別看看安息日
[00:10:09.200 --> 00:10:11.680]  和大家分享這個故事
[00:10:11.680 --> 00:10:18.660]  《馬太福音》12章 耶穌離開那地方進了一個會堂
[00:10:18.660 --> 00:10:23.760]  主耶穌特別看安息日醫病 進了一個會堂裏面
[00:10:23.760 --> 00:10:29.080]  那裏就有一個人是敷乾了一隻手
[00:10:29.080 --> 00:10:34.640]  那敷乾了一隻手是什麼呢?那隻手是不能夠活動的
[00:10:34.640 --> 00:10:40.140]  不能夠活動呢?一不活動 那隻手的肌肉就會流失
[00:10:40.140 --> 00:10:43.800]  如果沒有人幫它做一些被動的運動
[00:10:43.800 --> 00:10:46.800]  passive的運動 抓住它這樣做運動
[00:10:46.800 --> 00:10:50.120]  那它的手就會瘦成一條骨頭
[00:10:50.120 --> 00:10:52.320]  我們很多殘障孤兒都是一條骨頭
[00:10:52.320 --> 00:10:56.200]  因為它沒有運動 不動 腦癱
[00:10:56.200 --> 00:10:59.120]  敷乾了一隻手 就是說它的手肉痠
[00:10:59.120 --> 00:11:02.320]  一條骨頭 不動的
[00:11:02.320 --> 00:11:06.280]  那耶穌在會堂裏面 會堂裏面
[00:11:06.280 --> 00:11:11.220]  就有些民事派的人等等 其實他們是來跟耶穌的
[00:11:11.220 --> 00:11:15.200]  吊著它的尾巴 像狗仔隊那樣看它有什麼可以捉弄它
[00:11:15.200 --> 00:11:19.400]  或者不是捉弄它 是捉它把柄的
[00:11:19.400 --> 00:11:22.780]  就跟著它 會堂安息日
[00:11:22.780 --> 00:11:27.900]  知道那裏有個會堂裏面有一個隻手敷乾的人
[00:11:27.900 --> 00:11:30.960]  又知道耶穌醫病很厲害
[00:11:30.960 --> 00:11:33.220]  於是有人就問耶穌
[00:11:33.220 --> 00:11:37.640]  安息日治病可以不可以?
[00:11:37.640 --> 00:11:40.520]  問題來了 紅色字你會看到
[00:11:40.520 --> 00:11:42.480]  這個故事就是這樣發生的
[00:11:42.480 --> 00:11:45.080]  你想一下 耶穌進了一個地方
[00:11:45.080 --> 00:11:48.080]  安息日就去會堂 去到會堂就
[00:11:48.080 --> 00:11:53.320]  很多人在那裏敬拜禱告 聽人讀聖經等等
[00:11:53.320 --> 00:11:56.860]  今天來了一些民事化理賽人
[00:11:56.860 --> 00:11:58.740]  本來都很多時候會有的
[00:11:58.740 --> 00:12:01.580]  因為他們是會講解聖經的人
[00:12:01.580 --> 00:12:04.220]  因為是民事的工作
[00:12:04.220 --> 00:12:10.480]  於是就問耶穌 耶穌來了 耶穌 耶穌
[00:12:10.480 --> 00:12:14.980]  安息日治病可以不可以?
[00:12:14.980 --> 00:12:19.940]  而斯時耀雄告他 就是說抓他把柄
[00:12:19.940 --> 00:12:22.460]  醫治可以不可以?
[00:12:22.460 --> 00:12:26.240]  哦 安息日不可以醫病的 算你正令
[00:12:26.240 --> 00:12:30.080]  那你不愛這個人嗎? 由他病
[00:12:30.080 --> 00:12:33.660]  那你明天才醫 可不可以?
[00:12:33.660 --> 00:12:35.620]  那我明天醫吧 安息日不要醫了
[00:12:35.620 --> 00:12:39.040]  免得破壞安息日的條件
[00:12:39.040 --> 00:12:42.080]  破壞安息日的規條
[00:12:42.080 --> 00:12:47.780]  那你就是說 你也是和我們一個相同信仰
[00:12:47.780 --> 00:12:51.080]  其實我們也是相同地信仰一個神的
[00:12:51.080 --> 00:12:54.240]  而且是神的兒子 當然是的
[00:12:54.240 --> 00:12:59.200]  不過他們陰他 安息日治病可以不可以?
[00:12:59.200 --> 00:13:06.080]  耶穌就說 你們中間有哪一個有一隻羊
[00:13:06.080 --> 00:13:09.960]  在今天安息日吊在坑裏
[00:13:09.960 --> 00:13:13.660]  你就不抓住抓上來呢?
[00:13:13.660 --> 00:13:16.000]  哎呀 安息日啊 不要了
[00:13:16.000 --> 00:13:18.300]  那隻羊掉在裏面 先讓它掉下來
[00:13:18.300 --> 00:13:20.640]  那明天才抓它上來
[00:13:20.640 --> 00:13:24.300]  要不然抓它上來是工作 是吧?
[00:13:24.300 --> 00:13:26.660]  那如果你知道
[00:13:26.660 --> 00:13:30.300]  安息日是不能工作的
[00:13:30.300 --> 00:13:34.580]  星期五黃昏到星期六黃昏是安息日 不能工作
[00:13:34.580 --> 00:13:38.020]  有很多規條的 不能搬重東西 不能做工
[00:13:38.020 --> 00:13:41.100]  什麼工也不可以做 說得很清楚的
[00:13:41.100 --> 00:13:45.020]  這樣下來就有很多傳統解釋了
[00:13:45.020 --> 00:13:49.980]  有39條是今天是不能夠做的事情的
[00:13:49.980 --> 00:13:52.900]  不過其中就沒有一樣說是不能夠安息日
[00:13:52.900 --> 00:13:54.420]  抓一隻羊上來的
[00:13:54.420 --> 00:13:56.820]  所以他們也會抓自己的羊上來
[00:13:56.820 --> 00:13:59.600]  牛那些也會抓上來的
[00:13:59.600 --> 00:14:05.700]  那醫病呢 如果是舊約聖經就沒有明文說
[00:14:05.700 --> 00:14:07.080]  可不可以醫病的
[00:14:07.080 --> 00:14:11.260]  不過去到後來的傳統 是不可以的
[00:14:11.260 --> 00:14:17.100]  除非是致命急救 要不然是不能夠救的
[00:14:17.100 --> 00:14:20.640]  包紮傷口也不行
[00:14:20.640 --> 00:14:22.880]  查藥也不行
[00:14:22.880 --> 00:14:28.020]  那要等到安息日過了 包紮也不行
[00:14:28.020 --> 00:14:29.820]  那當然有很多規條
[00:14:29.820 --> 00:14:33.740]  那最嚴肅、嚴謹、最傳統的那些
[00:14:33.740 --> 00:14:36.220]  是安息日按電梯也不行的
[00:14:36.220 --> 00:14:39.980]  所以他們猶太人在安息日那些酒店的電梯
[00:14:39.980 --> 00:14:44.900]  是會自動開門、關門 每一層停的
[00:14:44.900 --> 00:14:50.300]  又或者是一進去 自動上到最高的那層
[00:14:50.300 --> 00:14:54.900]  然後就下來 隔層就自動停開門的
[00:14:54.900 --> 00:14:57.020]  有些電梯是猶太人用的
[00:14:57.020 --> 00:15:00.100]  有些電梯是給外邦人用的
[00:15:00.100 --> 00:15:03.300]  他不能夠叫你阿湘幫我按幾個鈕
[00:15:03.300 --> 00:15:06.540]  按都不給的 不可以叫人按的
[00:15:06.540 --> 00:15:10.320]  燈掣那些不能開 不能關 不能開掣
[00:15:10.320 --> 00:15:15.100]  開掣是一個工作 我那些不說了
[00:15:15.100 --> 00:15:20.200]  那安息日 如果你們有一隻羊掉下去坑那裡
[00:15:20.200 --> 00:15:22.620]  你拉不拉牠上來啊?
[00:15:22.620 --> 00:15:25.980]  那其實意思就是拉的
[00:15:25.980 --> 00:15:30.840]  會拉回 救回那隻羊上來的 救回那隻羊上來
[00:15:30.840 --> 00:15:34.820]  那人比羊何等貴重呢?
[00:15:34.820 --> 00:15:39.100]  所以安息日做善事是可以的
[00:15:39.100 --> 00:15:41.960]  你記住所謂一句來的 十一、十二節
[00:15:41.960 --> 00:15:45.900]  你們中間有哪個有隻羊在安息日掉了下去坑
[00:15:45.900 --> 00:15:47.540]  你不抓牠上來的啊?
[00:15:47.540 --> 00:15:51.120]  你們都會拉牠上來的啊 救牠的啊
[00:15:51.120 --> 00:15:53.940]  那人貴重的羊很多啊
[00:15:53.940 --> 00:15:57.800]  所以安息日救人是可以的
[00:15:57.800 --> 00:16:01.200]  這個善事是指救回牠上來
[00:16:01.200 --> 00:16:04.540]  救一個人是可以的 羊你都救啦 不要說人
[00:16:04.540 --> 00:16:09.960]  人比羊貴重很多 當然啦 是吧
[00:16:09.960 --> 00:16:14.700]  於是就救了 很有意思
[00:16:14.700 --> 00:16:20.020]  其實這一件的 先讀完這裡
[00:16:20.020 --> 00:16:23.740]  於是對那人說 伸出手來
[00:16:23.740 --> 00:16:28.240]  他把手一伸 手就奉原了 和那隻手一樣
[00:16:28.240 --> 00:16:32.320]  巴里塞人就出去 商議怎樣可以除滅耶穌
[00:16:32.320 --> 00:16:36.960]  這裡是有些離譜的 什麼離譜啊?
[00:16:36.960 --> 00:16:41.780]  都說了 可不可以醫病啊?
[00:16:41.780 --> 00:16:44.220]  有一隻羊掉下去 你們救不救上來啊?
[00:16:44.220 --> 00:16:47.080]  你們都救的啊 拉回那隻羊上來的啊
[00:16:47.080 --> 00:16:49.900]  那人比羊貴重很多 我當然要救他啦
[00:16:49.900 --> 00:16:52.740]  就是說我是會醫的
[00:16:52.740 --> 00:16:55.200]  但是其實主耶穌有沒有醫他呢?
[00:16:55.200 --> 00:16:58.640]  有啊 但其實沒有啊 為什麼呢?
[00:16:58.640 --> 00:17:03.200]  這個真是巧妙 主耶穌對那人說
[00:17:03.200 --> 00:17:08.960]  那主耶穌有沒有過去 拉著他的手說「好」 沒有啊
[00:17:08.960 --> 00:17:13.720]  主耶穌只是對那人說 伸出手來
[00:17:13.720 --> 00:17:19.100]  他把手一伸 手就奉原了 和另一隻手一樣
[00:17:19.100 --> 00:17:20.640]  主耶穌有沒有醫他呢?
[00:17:20.640 --> 00:17:24.320]  嚴格來說 有 又是沒有 又是沒有 又是有
[00:17:24.320 --> 00:17:27.240]  就是他只是叫他伸出手來
[00:17:27.240 --> 00:17:30.100]  我叫你伸出手來 如果我現在是安息日
[00:17:30.100 --> 00:17:34.640]  叫你伸出手來 那就沒有犯安息日的
[00:17:34.640 --> 00:17:36.220]  沒有犯安息日的
[00:17:36.220 --> 00:17:40.640]  主耶穌對那人說是很巧妙的 其實真的很厲害
[00:17:40.640 --> 00:17:46.520]  伸出手來呢 就不要說我要醫好你
[00:17:46.520 --> 00:17:50.840]  現在醫 就是伸出手來就醫好了
[00:17:50.840 --> 00:17:53.120]  是我醫的 祂沒有說
[00:17:53.120 --> 00:17:56.880]  祂只是對那人說 伸出手來
[00:17:56.880 --> 00:18:00.420]  那個人把手一伸 手就奉原了 馬上動了
[00:18:00.420 --> 00:18:05.660]  嘩 全都動了 很厲害 動了 動了
[00:18:05.660 --> 00:18:10.180]  和另一隻手一樣 這麼靈活 這樣的意思
[00:18:10.180 --> 00:18:13.260]  復了緣 復了緣是不是肌肉啪一聲
[00:18:13.260 --> 00:18:17.840]  一個閃電三番 一秒鐘三番 我不知道
[00:18:17.840 --> 00:18:20.140]  沒有說到 不過它復了緣
[00:18:20.140 --> 00:18:23.520]  那隻手一樣 大家自己想像
[00:18:23.520 --> 00:18:27.280]  祂只是說伸出手來 很巧妙
[00:18:27.280 --> 00:18:30.340]  我叫你伸出手來 不是醫治來的
[00:18:30.340 --> 00:18:32.420]  我都沒有下藥 沒有塗藥膏下去
[00:18:32.420 --> 00:18:34.760]  又沒有塗 沒擦 沒按 沒什麼
[00:18:34.760 --> 00:18:38.420]  那是祂自己手一伸 就好了
[00:18:38.420 --> 00:18:40.940]  嚴格來說就不算醫 又算醫
[00:18:40.940 --> 00:18:48.080]  因爲是在醫治祂的聯繫之下的對話之下
[00:18:48.080 --> 00:18:52.280]  不過法利塞人已經很生氣 因爲又輸了一仗
[00:18:52.280 --> 00:18:57.280]  這樣落我們面 真是要殺了他
[00:18:57.280 --> 00:19:02.560]  那些不說了 主耶穌是醫好了那個人
[00:19:02.560 --> 00:19:07.460]  不過我自己有個熟悉的體會 先和大家分享一下
[00:19:07.460 --> 00:19:11.020]  那個人被醫治的條件是什麼?
[00:19:11.020 --> 00:19:16.240]  伸出手來吧 他的手要伸出來
[00:19:16.240 --> 00:19:18.440]  如果他說 我不行的 我伸不出來
[00:19:18.440 --> 00:19:22.780]  我的手已經跛了十年了 伸不出來的 不行的 不行的
[00:19:22.780 --> 00:19:25.380]  如果可以的 我已經可以了 今天早上都伸出來了
[00:19:25.380 --> 00:19:28.460]  不行的 不行的 硬是不肯伸出來
[00:19:28.460 --> 00:19:31.040]  應該我推測是不會好的
[00:19:31.040 --> 00:19:35.040]  祂把手一伸 如果有需要的時候
[00:19:35.040 --> 00:19:41.600]  主耶穌叫你伸出手來 你要把手一伸
[00:19:41.600 --> 00:19:44.420]  如果沒有伸手是不會復原的
[00:19:44.420 --> 00:19:47.100]  要醫治是自己都要做一些事情
[00:19:47.100 --> 00:19:50.300]  我都要做一些事情 就是我可以的
[00:19:50.300 --> 00:19:56.840]  把手一伸 就復原了 讚美上主 厲害
[00:19:56.840 --> 00:20:02.480]  先看看靈修義義 我自己有靈修義義在這裡看
[00:20:02.480 --> 00:20:07.280]  我想和大家分享一下 我是靈修
[00:20:07.280 --> 00:20:09.820]  好了 讚美上主
[00:20:09.820 --> 00:20:15.840]  對病患者憐憫是神蹟的靈修義義
[00:20:15.840 --> 00:20:18.400]  我自己覺得 蘇靈儀在這裡
[00:20:18.400 --> 00:20:22.520]  就是你看到整個神蹟是用什麼做中心的?
[00:20:22.520 --> 00:20:26.200]  是憐憫 一隻羊 哎呀 慘了
[00:20:26.200 --> 00:20:29.620]  沒有陰功 掉了進坑裡 那我救回那隻羊上來吧
[00:20:29.620 --> 00:20:32.560]  在那裡喊喊叫 很辛苦的 又回不了家
[00:20:32.560 --> 00:20:34.660]  又沒有東西吃 又餓了 掉了進坑裡
[00:20:34.660 --> 00:20:36.660]  又可能弄傷腳這樣
[00:20:36.660 --> 00:20:41.180]  那我去拔牠上來 是憐憫
[00:20:41.180 --> 00:20:44.200]  財產來的 當然救回上來
[00:20:44.200 --> 00:20:47.540]  其實拔回上來是出於憐憫
[00:20:47.540 --> 00:20:52.020]  對病患者醫治 主耶穌是出於憐憫
[00:20:52.020 --> 00:20:55.700]  憐憫是信仰的核心來的
[00:20:55.700 --> 00:20:58.960]  相當於憐憫我們這些罪人 所以祂救我們
[00:20:58.960 --> 00:21:01.940]  是憐憫是信仰的核心來的
[00:21:01.940 --> 00:21:04.800]  憐憫就是說 你其實沒有東西的
[00:21:04.800 --> 00:21:08.200]  沒有東西和我交換的 是我純粹給你的
[00:21:08.200 --> 00:21:11.200]  是恩典來的 是給的 你拿就行了
[00:21:11.200 --> 00:21:13.200]  憐憫 甚至是接受的
[00:21:13.200 --> 00:21:16.300]  就是羊上不來 是我抱牠上來的
[00:21:16.300 --> 00:21:19.300]  是不是?如果是羊 根本就是抱牠上來的
[00:21:19.300 --> 00:21:21.960]  那你也要做點事就是伸手
[00:21:21.960 --> 00:21:29.280]  不過呢 就是出於憐憫 主耶穌醫治牠
[00:21:29.280 --> 00:21:31.800]  看節目有沒有憐憫的人
[00:21:31.800 --> 00:21:34.740]  還是說 哎呀 你的手這麼難看
[00:21:34.740 --> 00:21:38.040]  走開吧 我請你也不請你
[00:21:38.040 --> 00:21:41.540]  還是我們會憐憫一個需要的人
[00:21:41.540 --> 00:21:43.340]  很多時候人家很難看、很難看
[00:21:43.340 --> 00:21:47.080]  其實是他自己受了傷害 很可怕
[00:21:47.080 --> 00:21:50.800]  以致他今天變成這樣
[00:21:50.800 --> 00:21:52.800]  其實他也可能和你一樣這麼好
[00:21:52.800 --> 00:21:56.520]  只不過他經歷了一些很糟糕、很壞的事
[00:21:56.520 --> 00:22:01.200]  所以他性格大變 變成這樣
[00:22:01.200 --> 00:22:05.120]  但是你需要的是憐憫他
[00:22:05.120 --> 00:22:10.800]  信仰的中心 基督教信仰的中心之一是憐憫
[00:22:10.800 --> 00:22:15.300]  好 第二件事呢 主耶穌看重人
[00:22:15.300 --> 00:22:19.640]  看重人多過那一天是什麼日子?
[00:22:19.640 --> 00:22:23.920]  看重那個人 憐憫看重那個人
[00:22:23.920 --> 00:22:27.480]  第三件事呢 安息日什麼日子都好
[00:22:27.480 --> 00:22:33.020]  是可以行善的 是不可以工作
[00:22:33.020 --> 00:22:35.640]  但是可以行善的 誰說的?
