
[00:00:00.000 --> 00:00:03.400]  今天是要跟各位來分享的是
[00:01:54.400 --> 00:01:57.040]  你向那突破的神
[00:01:57.040 --> 00:02:00.080]  The God of God breakthrough
[00:02:00.080 --> 00:02:03.240]  來向祂來求恩
[00:02:03.240 --> 00:02:06.840]  就好像大衛王坐在耶和華的面前
[00:02:06.840 --> 00:02:10.600]  祂說我尋求你
[00:02:10.600 --> 00:02:14.800]  我一心的向你來求
[00:02:14.800 --> 00:02:18.320]  因為突破的神會造訪
[00:02:18.320 --> 00:02:22.040]  祂會英文講pay you a visit
[00:02:22.040 --> 00:02:26.040]  祂會來看訪你
[00:02:26.040 --> 00:02:30.840]  所以你的財物可能辛辛苦苦的掙扎
[00:02:30.840 --> 00:02:36.280]  可能家裡面入不敷出
[00:02:36.280 --> 00:02:41.320]  可能房間租不出去
[00:02:41.320 --> 00:02:43.880]  可能身體有病痛
[00:02:43.880 --> 00:02:46.720]  可能夫妻關係不和
[00:02:46.720 --> 00:02:49.000]  可能這個可能那個
[00:02:49.000 --> 00:02:54.360]  我們在這世界上什麼可能都有
[00:02:54.360 --> 00:02:58.400]  我自己以前是做engineer
[00:02:58.400 --> 00:03:00.920]  我是做網路通訊的
[00:03:00.920 --> 00:03:02.320]  又在這裡工作
[00:03:02.320 --> 00:03:05.680]  那錢拿的不少
[00:03:05.680 --> 00:03:09.000]  但是我就是在這個時候
[00:03:09.000 --> 00:03:13.600]  那個教會有人說
[00:03:13.600 --> 00:03:19.040]  你來帶主日學 你來帶察經
[00:03:19.040 --> 00:03:21.880]  我這個人是膽子很大
[00:03:21.880 --> 00:03:25.320]  但是腦筋欠缺考慮
[00:03:25.320 --> 00:03:27.360]  我就接了
[00:03:27.360 --> 00:03:30.160]  當我真的開始要講的時候
[00:03:30.160 --> 00:03:33.600]  我發現我不懂
[00:03:33.600 --> 00:03:36.120]  根本不會
[00:03:36.120 --> 00:03:38.320]  我怎麼辦呢
[00:03:38.320 --> 00:03:40.880]  硬著頭皮我趕快跑去
[00:03:40.880 --> 00:03:44.200]  那邊有一個神學院
[00:03:44.200 --> 00:03:48.120]  它是專門讓白天要上班
[00:03:48.120 --> 00:03:50.280]  可以晚上去讀書的
[00:03:50.280 --> 00:03:55.480]  所以我就去學了神學院
[00:03:55.480 --> 00:03:56.680]  讀著讀著讀著
[00:03:56.680 --> 00:04:02.120]  神就越來越把我得找
[00:04:02.120 --> 00:04:07.440]  然後有一天我就辭了工作
[00:04:07.440 --> 00:04:10.280]  然後我一個朋友也跟我關係很好
[00:04:10.280 --> 00:04:13.760]  他也是我的算是屬靈的長輩
[00:04:13.760 --> 00:04:18.280]  他說你好像心裡面有困擾困惑
[00:04:18.280 --> 00:04:19.960]  我說對啊
[00:04:19.960 --> 00:04:23.000]  我說我以後的日子要怎麼過
[00:04:23.000 --> 00:04:27.600]  你知道嗎
[00:04:27.600 --> 00:04:30.160]  但是已經有二十年過來了
[00:04:30.160 --> 00:04:32.520]  是不是
[00:04:32.520 --> 00:04:34.280]  我放掉了世界上的工作
[00:04:34.280 --> 00:04:37.680]  世界上的收入
[00:04:37.680 --> 00:04:40.240]  因為那個時候我記得
[00:04:40.240 --> 00:04:44.160]  我對於世界上工作一點興趣都沒有
[00:04:44.160 --> 00:04:46.160]  那麼我甚至於那個時候
[00:04:46.160 --> 00:04:48.800]  去神學院入學考試的時候
[00:04:48.800 --> 00:04:50.640]  沒有通過
[00:04:50.640 --> 00:04:53.880]  我的聖經知識都不夠
[00:04:53.880 --> 00:04:56.200]  但是因為那個神學院是剛開始
[00:04:56.200 --> 00:04:59.920]  我是第二屆還是第三屆的畢業生
[00:04:59.920 --> 00:05:03.600]  所以破裂的就讓我去讀
[00:05:03.600 --> 00:05:06.160]  等我快要畢業的時候
[00:05:06.160 --> 00:05:11.480]  那個教務長拿了一個單子說
[00:05:11.480 --> 00:05:13.360]  余同學我們神學院
[00:05:13.360 --> 00:05:16.560]  終於接受你為我們的學生了
[00:05:16.560 --> 00:05:18.560]  我都要畢業了
[00:05:18.560 --> 00:05:20.680]  感謝神
[00:05:20.680 --> 00:05:24.040]  所以那時候我代表畢業生
[00:05:24.040 --> 00:05:26.200]  起來分享一些
[00:05:26.200 --> 00:05:31.280]  我正好我到灣區是淘金
[00:05:31.280 --> 00:05:32.480]  所以我就分享了
[00:05:32.480 --> 00:05:37.680]  淘金不成反德至寶的見證
[00:05:37.680 --> 00:05:43.600]  就是我的心裡面的感動
[00:05:43.600 --> 00:05:46.680]  因為我們都會害怕
[00:05:46.680 --> 00:05:48.920]  面對強大的敵人
[00:05:48.920 --> 00:05:50.560]  面對身體的病痛
[00:05:50.560 --> 00:05:51.880]  面對財務方面
[00:05:51.880 --> 00:05:52.640]  面對工業
[00:05:52.640 --> 00:05:53.320]  面對職業
[00:05:53.320 --> 00:05:54.920]  面對事業
[00:05:54.920 --> 00:05:56.920]  你都不知道該怎麼辦
[00:05:56.920 --> 00:05:58.120]  但是你不要害怕
[00:05:58.120 --> 00:06:00.120]  你也不要灰心
[00:06:00.120 --> 00:06:03.680]  因為突破之神
[00:06:03.680 --> 00:06:07.240]  它會帶給我們翻轉
[00:06:07.240 --> 00:06:11.520]  你的夢想看起來不可能實現
[00:06:11.520 --> 00:06:14.160]  但是突破的神
[00:06:14.160 --> 00:06:18.520]  它可以讓你的夢想再一次成真
[00:06:18.520 --> 00:06:20.040]  你都不會想到
[00:06:20.040 --> 00:06:23.040]  突破之神它可能正在這個時候
[00:06:23.040 --> 00:06:24.600]  就在幕後
[00:06:24.600 --> 00:06:26.640]  在你的生命中間
[00:06:26.640 --> 00:06:32.200]  就來幫你做翻轉的工作
[00:06:32.200 --> 00:06:35.640]  那麼你忽然間看見
[00:06:35.640 --> 00:06:39.760]  什麼事情都已經為你預備好了
[00:06:39.760 --> 00:06:43.000]  所以今天我要跟各位分享的是
[00:06:43.000 --> 00:06:46.520]  我們要與神一起來突破
[00:06:46.520 --> 00:06:48.200]  祂是突破之神
[00:06:48.200 --> 00:06:49.800]  但是你如果不能夠
[00:06:49.800 --> 00:06:52.600]  跟著祂一起來突破
[00:06:52.600 --> 00:06:53.880]  祂突破一個洞
[00:06:53.880 --> 00:06:55.480]  你跟著祂就鑽過去
[00:06:55.480 --> 00:06:58.720]  祂突破到一個山頂上
[00:06:58.720 --> 00:07:01.400]  你跟著祂就去
[00:07:01.400 --> 00:07:02.920]  你也就突破了
[00:07:02.920 --> 00:07:03.840]  讓我們低頭禱告
[00:07:03.840 --> 00:07:05.600]  阿爸福我們感謝你
[00:07:05.600 --> 00:07:08.640]  我們讚美你
[00:07:08.640 --> 00:07:10.920]  你是突破之神
[00:07:10.920 --> 00:07:11.720]  讓我們再一次
[00:07:11.720 --> 00:07:13.760]  憑著信心奉主耶穌基督的名
[00:07:13.760 --> 00:07:17.560]  我們求神你來做突破的工作
[00:07:17.560 --> 00:07:19.320]  感謝你 讚美
[00:07:19.320 --> 00:07:22.560]  這樣禱告是奉主耶穌基督的名
[00:07:22.560 --> 00:07:25.680]  阿們
[00:07:25.680 --> 00:07:29.200]  你知道仇敵不要我們突破了
[00:07:29.200 --> 00:07:30.720]  你知不知道
[00:07:30.720 --> 00:07:34.400]  你看這個周報上面寫第一條
[00:07:34.400 --> 00:07:37.840]  仇敵不要我們好
[00:07:37.840 --> 00:07:39.040]  撒大魔鬼
[00:07:39.040 --> 00:07:41.280]  仇敵看我們好
[00:07:41.280 --> 00:07:45.000]  祂就要來繼續的矯揉我們
[00:07:45.000 --> 00:07:46.640]  因為我們看三摩耳機上
[00:07:46.640 --> 00:07:49.720]  五章十七節我們今天念的
[00:07:49.720 --> 00:07:52.600]  祂是說 菲律師人聽見人
[00:07:52.600 --> 00:07:56.560]  告大衛做以色列王
[00:07:56.560 --> 00:07:58.280]  他們緊張了
[00:07:58.280 --> 00:08:01.240]  大衛要做以色列的王了
[00:08:01.240 --> 00:08:04.200]  菲律師人一直來都是在
[00:08:04.200 --> 00:08:08.080]  攪擾欺負以色列人
[00:08:08.080 --> 00:08:13.000]  所以菲律師眾人就上來尋索大衛
[00:08:13.000 --> 00:08:15.000]  就是要找大衛麻煩
[00:08:15.000 --> 00:08:17.080]  要殺他
[00:08:17.080 --> 00:08:21.440]  大衛聽見就下到寶藏
[00:08:21.440 --> 00:08:23.080]  下到寶藏的意思是說
[00:08:23.080 --> 00:08:27.400]  就準備打仗了
[00:08:27.400 --> 00:08:29.800]  就到了一個比較安全的地方
[00:08:29.800 --> 00:08:33.280]  佔據有利的位置
[00:08:33.280 --> 00:08:37.080]  以色列人跟菲律師人一直以來
[00:08:37.080 --> 00:08:41.800]  都是在那個地方一起生活在一起
[00:08:41.800 --> 00:08:43.880]  而那個菲律師人的地
[00:08:43.880 --> 00:08:47.160]  他們是住在靠海邊
[00:08:47.160 --> 00:08:50.600]  以色列人是靠山地
[00:08:50.600 --> 00:08:56.160]  菲律師人今天就是巴勒斯坦
[00:08:56.160 --> 00:08:57.320]  是他們的一部分
[00:08:57.320 --> 00:09:00.680]  打到今天還在打
[00:09:00.680 --> 00:09:03.880]  所以他們從古早就一直開始
[00:09:03.880 --> 00:09:07.600]  有不停的衝突
[00:09:07.600 --> 00:09:11.760]  那塊地方就叫做加沙走廊
[00:09:11.760 --> 00:09:14.440]  那麼菲律師人在那邊有五個大的城
[00:09:14.440 --> 00:09:17.440]  有一個就叫做加沙
[00:09:17.440 --> 00:09:20.400]  所以它叫做加沙走廊
[00:09:20.400 --> 00:09:22.280]  那麼五個大的城
[00:09:22.280 --> 00:09:25.520]  他們世世代代爭相為仇
[00:09:25.520 --> 00:09:27.960]  聖經裡面講了好幾個人
[00:09:27.960 --> 00:09:32.720]  薩摩爾 三生 還有薩羅 還有大衛
[00:09:32.720 --> 00:09:36.320]  都一直跟他們爭戰
[00:09:36.320 --> 00:09:40.640]  有的時候贏 有的時候輸
[00:09:40.640 --> 00:09:46.920]  那麼到了主前十二個世紀的時候
[00:09:46.920 --> 00:09:51.400]  菲律師人又來侵犯
[00:09:51.400 --> 00:09:56.160]  這次大衛就來到神的面前
[00:09:56.160 --> 00:09:58.920]  就是我們剛才念的地方
[00:09:58.920 --> 00:10:01.080]  他們在立法因谷
[00:10:01.080 --> 00:10:03.600]  大衛就求問神
[00:10:03.600 --> 00:10:08.680]  說我要怎麼樣能夠勝過他們
[00:10:08.680 --> 00:10:14.480]  你知道這個意思是說神的指名
[00:10:14.480 --> 00:10:19.160]  甚至於在教會裡面都會有遇到困難
[00:10:19.160 --> 00:10:23.000]  都會有遇到許許多多的攪擾
[00:10:23.000 --> 00:10:24.840]  不要以為說我信了耶穌
[00:10:24.840 --> 00:10:28.080]  我就一帆風順
[00:10:28.080 --> 00:10:35.400]  你知道其實苦難是對我們有益的
[00:10:35.400 --> 00:10:40.600]  神不會給你一個苦難讓你熬不過去的
[00:10:40.600 --> 00:10:42.120]  你知道嗎
[00:10:42.120 --> 00:10:43.240]  我一路走來
[00:10:43.240 --> 00:10:47.200]  我碰到許許多多的困苦患難
[00:10:47.200 --> 00:10:50.200]  但是我一直保持一個信念
[00:10:50.200 --> 00:10:55.040]  我一直是即使是在最低潮的時候
[00:10:55.040 --> 00:10:56.960]  我就來到神的面前
[00:10:56.960 --> 00:10:59.000]  我就呼求神
[00:10:59.000 --> 00:11:03.040]  我做不來 我過不了這一關
[00:11:03.040 --> 00:11:05.120]  我沒辦法過這個坎
[00:11:05.120 --> 00:11:07.080]  神你來帶我
[00:11:07.080 --> 00:11:09.360]  神你幫助我
[00:11:09.360 --> 00:11:12.440]  那麼神就會為你出面了
[00:11:12.440 --> 00:11:14.480]  是不是
[00:11:14.480 --> 00:11:18.240]  而你仔細去想一想
[00:11:18.240 --> 00:11:23.160]  為什麼會有困苦患難臨到你
[00:11:23.160 --> 00:11:26.400]  有許多原因
[00:11:26.400 --> 00:11:30.440]  第一很重要就是仇敵不要我們好
[00:11:30.440 --> 00:11:33.800]  他看我們跟上帝好
[00:11:33.800 --> 00:11:35.840]  或者是我們日子過得順利
[00:11:35.840 --> 00:11:37.080]  或怎麼樣
[00:11:37.080 --> 00:11:38.760]  他就要擾擾我們
[00:11:38.760 --> 00:11:43.440]  那有的時候是我們自己的離開了神的遮蓋
[00:11:43.440 --> 00:11:47.240]  有的時候是我們自己走錯了路
[00:11:47.240 --> 00:11:49.480]  有的時候是我們小心我們疑惑
[00:11:49.480 --> 00:11:52.720]  有的時候是我們偏了意了
[00:11:52.720 --> 00:11:58.800]  但是這都是神都不會跟我們計較
[00:11:58.800 --> 00:12:02.440]  我看到許許多多的事情
[00:12:02.440 --> 00:12:06.800]  當然如果真是像舊約這樣子講的一樣
[00:12:06.800 --> 00:12:10.440]  我們通通是在罪孽過犯中的人
[00:12:10.440 --> 00:12:11.320]  但是到新約
[00:12:11.320 --> 00:12:14.360]  耶穌用祂的保險買輸了我們
[00:12:14.360 --> 00:12:19.160]  讓我們能夠再一次活出祂的天地來
[00:12:19.160 --> 00:12:20.640]  是的
[00:12:20.640 --> 00:12:27.480]  那麼以色列人在今天在迦南平原
[00:12:27.480 --> 00:12:32.800]  他們仍然跟巴勒斯坦人繼續的征戰
[00:12:32.800 --> 00:12:40.880]  但是神卻是用這些事情來磨練祂的百姓
[00:12:40.880 --> 00:12:43.120]  如果你的生活你的日子
[00:12:43.120 --> 00:12:45.880]  永遠是一帆風順的話
[00:12:45.880 --> 00:12:49.360]  你叫做溫室的花朵
[00:12:49.360 --> 00:12:52.840]  你一出去你就枯萎凋謝
[00:12:52.840 --> 00:12:54.560]  你就沒有辦法成長
[00:12:54.560 --> 00:12:57.240]  沒有辦法生長
[00:12:57.240 --> 00:13:03.760]  但是碰到這麼許多這些事情又要怎麼辦呢?
[00:13:03.760 --> 00:13:05.120]  大衛就下到寶藏
[00:13:05.120 --> 00:13:08.880]  就準備要去面對敵人的
[00:13:08.880 --> 00:13:12.920]  仇敵的挑戰 戰爭 征戰
[00:13:12.920 --> 00:13:14.440]  面對事業
[00:13:14.440 --> 00:13:16.600]  面對我們身體的病痛
[00:13:16.600 --> 00:13:21.800]  面對家裡面的情況
[00:13:21.800 --> 00:13:23.920]  那麼他還有一件事情
[00:13:23.920 --> 00:13:26.480]  就是大衛做得最好的
[00:13:26.480 --> 00:13:29.920]  他就尋求神
[00:13:29.920 --> 00:13:34.640]  他就來到神的面前求神來保護他 帶領他
[00:13:34.640 --> 00:13:38.920]  剛才我們讀了年打兩次勝仗
[00:13:38.920 --> 00:13:45.520]  真是把和平一打就是五十一百年打出來了
[00:13:45.520 --> 00:13:47.800]  就勝過了菲律西人
[00:13:47.800 --> 00:13:50.560]  菲勒斯坦是不是?
[00:13:50.560 --> 00:13:53.120]  大衛凡事求問神
[00:13:53.120 --> 00:13:56.000]  所以大衛問耶和華說
[00:13:56.000 --> 00:14:00.440]  我可以上去攻打菲律西人嗎?
[00:14:00.440 --> 00:14:03.880]  你將他們交在我手裡嗎?
[00:14:03.880 --> 00:14:05.680]  耶和華說 你可以上去
[00:14:05.680 --> 00:14:08.920]  我必將他們交在你的手裡
[00:14:08.920 --> 00:14:12.720]  哇 我們的神真的又恨又活的
[00:14:12.720 --> 00:14:16.360]  祂讓我們知道
[00:14:16.360 --> 00:14:19.520]  祂不是認憑我們
[00:14:19.520 --> 00:14:22.520]  或者是不管我們的
[00:14:22.520 --> 00:14:26.160]  當你碰到困苦患難像大衛一樣
[00:14:26.160 --> 00:14:30.040]  他來到神的面前他就呼求神
[00:14:30.040 --> 00:14:32.840]  他就求問耶和華
[00:14:32.840 --> 00:14:35.240]  所以他尊主為大
[00:14:35.240 --> 00:14:39.920]  在聖經裡面尊主為大的例子比比皆是
[00:14:39.920 --> 00:14:46.880]  而且遵守神的旨意也是必須的
[00:14:46.880 --> 00:14:49.800]  我跟你講 越蒙福的人
[00:14:49.800 --> 00:14:52.520]  越受神重用的人
[00:14:52.520 --> 00:14:56.480]  他越要尊主為大
[00:14:56.480 --> 00:15:00.280]  他越要緊緊的抓住神
[00:15:00.280 --> 00:15:03.000]  因為我們的神是其蠻不得的
[00:15:03.000 --> 00:15:05.240]  是不是?
[00:15:05.240 --> 00:15:09.240]  所以神會一路保守帶領
[00:15:09.240 --> 00:15:11.320]  你看摩西
[00:15:11.320 --> 00:15:13.080]  他帶著百姓出埃及的時候
[00:15:13.080 --> 00:15:14.800]  四十年在曠野的時候
[00:15:14.800 --> 00:15:19.880]  神都是一路保守帶領
[00:15:19.880 --> 00:15:21.880]  摩西他有一次帶著百姓
[00:15:21.880 --> 00:15:25.160]  數百萬烏合之眾
[00:15:25.160 --> 00:15:28.440]  到了汛的曠野的時候
[00:15:28.440 --> 00:15:29.400]  沒有水喝
[00:15:29.400 --> 00:15:32.400]  百姓就起哄爭鬧
[00:15:32.400 --> 00:15:35.520]  神說你急打磐石
[00:15:35.520 --> 00:15:38.760]  他就打了磐石就開始出水了
[00:15:38.760 --> 00:15:42.720]  百姓就可以深處就有水喝了
[00:15:42.720 --> 00:15:45.320]  後來又到了汛的曠野
[00:15:45.320 --> 00:15:49.120]  大概隔了幾個月半年吧
[00:15:49.120 --> 00:15:52.040]  又發生這樣的事情
[00:15:52.040 --> 00:15:54.760]  這次神跟他說
[00:15:54.760 --> 00:15:58.480]  你就吩咐磐石出水
[00:15:58.480 --> 00:16:04.440]  結果摩西照他過往的經驗
[00:16:04.440 --> 00:16:07.040]  他錯聽了神的話
[00:16:07.040 --> 00:16:11.160]  或者沒有遵守神的話
[00:16:11.160 --> 00:16:14.920]  他還是急打磐石
[00:16:14.920 --> 00:16:17.560]  結果還是出水沒有錯
[00:16:17.560 --> 00:16:20.320]  但是就是因為這樣子
[00:16:20.320 --> 00:16:25.160]  當終於大軍來到約旦河畔的時候
[00:16:25.160 --> 00:16:27.600]  他們本人在約旦平原
[00:16:27.600 --> 00:16:29.120]  中間有個約旦河
[00:16:29.120 --> 00:16:32.160]  這邊左邊就是迦南平原
[00:16:32.160 --> 00:16:35.960]  再過去就是地中海了
[00:16:35.960 --> 00:16:40.320]  所以他們來到河邊的時候
[00:16:40.320 --> 00:16:42.920]  摩西就死在那邊
[00:16:42.920 --> 00:16:46.080]  神聖之一帶摩西到了高山
[00:16:46.080 --> 00:16:48.360]  所以聖經上面說摩西到了124
[00:16:48.360 --> 00:16:50.760]  他的眼睛都沒有昏花
[00:16:50.760 --> 00:16:52.760]  意志也很清醒
[00:16:52.760 --> 00:16:54.640]  神聖你看
[00:16:54.640 --> 00:16:57.760]  那就是我要帶你們過去的
[00:16:57.760 --> 00:16:59.960]  牛奶與蜜之地
[00:16:59.960 --> 00:17:03.320]  我應許你們之地
[00:17:03.320 --> 00:17:06.920]  但是神說你過不去
[00:17:06.920 --> 00:17:11.760]  因為你沒有遵守我的命令
[00:17:11.760 --> 00:17:15.200]  神這麼嚴厲嗎
[00:17:15.200 --> 00:17:16.640]  這就是我講的
[00:17:16.640 --> 00:17:18.960]  你越受神重用
[00:17:18.960 --> 00:17:20.920]  你越受神蒙福
[00:17:20.920 --> 00:17:22.440]  越神賜福
[00:17:22.440 --> 00:17:27.000]  神對你的要求越嚴格
[00:17:27.000 --> 00:17:28.960]  對一個平常人
[00:17:28.960 --> 00:17:33.800]  你可能神師好像非常愛你
[00:17:33.800 --> 00:17:37.840]  你做的時候的事情他也一再的饒恕你
[00:17:37.840 --> 00:17:39.440]  寬容待你
[00:17:39.440 --> 00:17:41.800]  但是對像摩西
[00:17:41.800 --> 00:17:44.040]  甚至於對像我們教會
[00:17:44.040 --> 00:17:48.840]  像我或者教會的領袖
[00:17:48.840 --> 00:17:51.560]  同工或者是組長
[00:17:51.560 --> 00:17:55.640]  那神對你的要求是很嚴格的
[00:17:55.640 --> 00:17:58.520]  是不是
[00:17:58.520 --> 00:18:01.400]  我們家信耶穌我是最晚一個
[00:18:01.400 --> 00:18:04.000]  連我的女兒兒子都比我早信
[00:18:04.000 --> 00:18:12.080]  我到了四五十歲的時候才受洗的
[00:18:12.080 --> 00:18:15.480]  有的時候想
[00:18:15.480 --> 00:18:17.960]  真的是
[00:18:17.960 --> 00:18:20.840]  那個時候做一個小弟兄的時候
[00:18:20.840 --> 00:18:22.920]  誰都愛我
[00:18:22.920 --> 00:18:24.840]  神也愛我
[00:18:24.840 --> 00:18:26.360]  你知道嗎
[00:18:26.360 --> 00:18:30.040]  都很樂意幫助我服侍我
[00:18:30.040 --> 00:18:33.720]  因為這就是教會的傳統
[00:18:33.720 --> 00:18:35.840]  大的要服侍小的
[00:18:35.840 --> 00:18:37.040]  是不是
[00:18:37.040 --> 00:18:38.920]  那麼尤其你是新來的
[00:18:38.920 --> 00:18:40.240]  或者是剛剛受洗
[00:18:40.240 --> 00:18:43.400]  或者是是懂不懂的
[00:18:43.400 --> 00:18:44.800]  大家都惡護你
[00:18:44.800 --> 00:18:47.760]  像一個新生的嬰兒
[00:18:47.760 --> 00:18:49.400]  但是當你長大的時候
[00:18:49.400 --> 00:18:53.000]  你如果到了教會五年十年的時候
[00:18:53.000 --> 00:18:54.120]  it's your turn
[00:18:54.120 --> 00:18:57.760]  是該你去服侍別人了
[00:18:57.760 --> 00:19:01.520]  不能再是說是
[00:19:01.520 --> 00:19:05.560]  還是要期望
[00:19:05.560 --> 00:19:07.040]  什麼人來服侍你
[00:19:07.040 --> 00:19:10.160]  或者該你服侍誰
[00:19:10.160 --> 00:19:12.040]  而服侍最甘甜
[00:19:12.040 --> 00:19:15.400]  越服侍越甘甜
[00:19:15.400 --> 00:19:16.600]  你的身體的病痛
[00:19:16.600 --> 00:19:18.560]  你甚至於你都不會去擔心
[00:19:18.560 --> 00:19:22.600]  你下一餐飯要從哪裡來
[00:19:22.600 --> 00:19:25.080]  我那時候退下來的時候
[00:19:25.080 --> 00:19:26.600]  有一個同事
[00:19:26.600 --> 00:19:33.000]  他也是基督就跟我說
[00:19:33.000 --> 00:19:34.800]  他說你不用擔心
[00:19:34.800 --> 00:19:37.240]  你將來日子會怎麼樣
[00:19:37.240 --> 00:19:40.520]  如果神要你下來
[00:19:40.520 --> 00:19:43.280]  如果神呼召你
[00:19:43.280 --> 00:19:49.480]  那麼他必然要為你負責了
[00:19:49.480 --> 00:19:51.120]  所以我到了今天二十多年
[00:19:51.120 --> 00:19:53.720]  我沒有餓過一頓肚子了
[00:19:53.720 --> 00:19:56.920]  除了要謝謝我們師母
[00:19:56.920 --> 00:19:59.720]  每餐都給我預備以外
[00:19:59.720 --> 00:20:05.200]  經濟上從來沒有差過一頓
[00:20:05.200 --> 00:20:07.400]  如果說今天中餐沒吃的話
[00:20:07.400 --> 00:20:11.000]  是因為想要減減肥吧
[00:20:11.000 --> 00:20:14.520]  或者是到了Mandri Buffet
[00:20:14.520 --> 00:20:15.920]  吃了一頓大餐
[00:20:15.920 --> 00:20:18.360]  你晚餐就不用吃了
[00:20:18.360 --> 00:20:21.680]  但是一般來講是很好過的
[00:20:21.680 --> 00:20:25.000]  他要給我負責的
[00:20:25.000 --> 00:20:28.960]  問題是我要怎麼跟他負責呢
[00:20:28.960 --> 00:20:31.160]  所以我必須要凡事求問神
[00:20:31.160 --> 00:20:35.320]  不能按照我的意思
[00:20:35.320 --> 00:20:37.680]  有的時候我也是心裡面好苦悶
[00:20:37.680 --> 00:20:38.920]  好難過 好生氣
[00:20:38.920 --> 00:20:41.720]  我也很想開口罵罵人
[00:20:41.720 --> 00:20:45.360]  但是我不能
[00:20:45.360 --> 00:20:47.240]  當我來到神的面前問神的時候
[00:20:47.240 --> 00:20:54.120]  神說你要仔細去想想看
[00:20:54.120 --> 00:20:57.120]  耶穌為你背了十字架
[00:20:57.120 --> 00:20:59.920]  釘死在十字架上
[00:20:59.920 --> 00:21:03.560]  祂說你要背起你的十字架
[00:21:03.560 --> 00:21:06.440]  這就是你的十字架
[00:21:06.440 --> 00:21:09.720]  所以你不要把它放下來了
[00:21:09.720 --> 00:21:11.480]  你也不要想說別人的十字架
[00:21:11.480 --> 00:21:13.640]  比較好背 比較小
[00:21:13.640 --> 00:21:15.320]  來 我們來交換一下
[00:21:15.320 --> 00:21:16.840]  每一個人十字架都不一樣
[00:21:16.840 --> 00:21:19.800]  每一個人都難背
[00:21:19.800 --> 00:21:21.360]  我喜歡講的就是說
[00:21:21.360 --> 00:21:24.680]  家家有本難念的經
[00:21:24.680 --> 00:21:27.160]  但是那如果是聖經就好念了
[00:21:27.160 --> 00:21:28.600]  感謝主啊
[00:21:28.600 --> 00:21:30.000]  所以我們來到神的面前
[00:21:30.000 --> 00:21:35.240]  我們再一次求問我們的神
[00:21:35.240 --> 00:21:38.880]  摩西就是這麼一個師父
[00:21:38.880 --> 00:21:40.320]  會錯了神之意
[00:21:40.320 --> 00:21:41.680]  沒有聽清楚
[00:21:41.680 --> 00:21:46.360]  而不能進到迦南平原
[00:21:46.360 --> 00:21:49.680]  那就是耶穌開始接下祂的棒子
[00:21:49.680 --> 00:21:54.000]  帶著大軍過了約旦河
[00:21:54.000 --> 00:21:57.280]  同樣事情又發生了
[00:21:57.280 --> 00:22:01.280]  他們過河的時候很遵守神的命令
[00:22:01.280 --> 00:22:04.520]  祂說你們既是要走到前面
[00:22:04.520 --> 00:22:06.360]  扛著約櫃
[00:22:06.360 --> 00:22:08.240]  你就踩下去
[00:22:08.240 --> 00:22:08.920]  聖經上面說
[00:22:08.920 --> 00:22:12.800]  那個大河的河水漫過兩岸
[00:22:12.800 --> 00:22:19.320]  表示說那個急流你敢踩下去嗎
[00:22:19.320 --> 00:22:20.960]  他們就踩下去
[00:22:20.960 --> 00:22:22.800]  一踩下去
[00:22:22.800 --> 00:22:25.920]  水立刻終止了
