
[00:00:00.000 --> 00:00:06.800]  有一次呢就一個剛上任嘅陸軍上校呢就喺佢嘅新嘅辦公室嗰度做嘢
[00:03:32.580 --> 00:03:36.140]  呢個意思即係話呢黃洋明先生佢話呢
[00:03:36.140 --> 00:03:40.500]  謙卑係好多人性美好嘅美德
[00:03:40.500 --> 00:03:44.140]  嘅一個基礎嚟㗎冇咗呢一個基礎嘅時候呢
[00:03:44.260 --> 00:03:46.060]  大概你好困難呢
[00:03:46.060 --> 00:03:47.700]  你都建立
[00:03:47.700 --> 00:03:50.740]  人性其他美好嘅品德
[00:03:50.740 --> 00:03:54.500]  如冇咗嘅時候
[00:03:54.500 --> 00:03:55.380]  好多時候
[00:03:55.380 --> 00:03:58.660]  人會變得驕傲自大啦係咪
[00:03:58.660 --> 00:04:02.900]  而驕傲係好多人性惡劣嘅品質
[00:04:02.900 --> 00:04:04.060]  嘅開始嚟嘅
[00:04:04.060 --> 00:04:07.500]  咁呀呢個黃先生嘅洞見
[00:04:07.500 --> 00:04:10.460]  其實同保羅呢度嘅教導相當一致
[00:04:10.460 --> 00:04:11.980]  相當一致
[00:04:11.980 --> 00:04:12.580]  咩意思
[00:04:12.580 --> 00:04:13.860]  驕傲嘅心
[00:04:14.260 --> 00:04:15.300]  憎恨嘅心
[00:04:15.300 --> 00:04:17.620]  或者係膨脹咗嘅自我
[00:04:17.620 --> 00:04:18.580]  都係
[00:04:18.580 --> 00:04:21.020]  合一嘅毒藥嚟㗎
[00:04:21.020 --> 00:04:26.500]  係反而係教會分裂嘅營養素嚟㗎
[00:04:26.500 --> 00:04:29.300]  嗱一個真人真一個真實嘅故事呀
[00:04:29.300 --> 00:04:31.820]  喺美國呢間教會
[00:04:31.820 --> 00:04:35.220]  裏面有兩幫人好陷入咗一個好
[00:04:35.220 --> 00:04:36.500]  好
[00:04:36.500 --> 00:04:38.780]  嚴重嘅紛爭裏面
[00:04:38.780 --> 00:04:42.540]  佢哋爭拗紛爭到個地步呢要告上法庭
[00:04:42.980 --> 00:04:44.580]  總要要置對方於死地
[00:04:44.580 --> 00:04:46.100]  要將對方踢出
[00:04:46.100 --> 00:04:48.100]  教會為止
[00:04:48.100 --> 00:04:53.260]  咁呢就當然啦呢一個嘅紛爭呢就去到當地嘅
[00:04:53.260 --> 00:04:53.980]  報紙
[00:04:53.980 --> 00:04:55.540]  成為
[00:04:55.540 --> 00:04:56.340]  當
[00:04:56.340 --> 00:04:58.740]  嗰個城鎮嘅人
[00:04:58.740 --> 00:05:01.140]  茶餘飯後要討論
[00:05:01.140 --> 00:05:02.780]  嘅一個嘅故事
[00:05:02.780 --> 00:05:05.460]  咁呢去到法官去到呢個法庭嘅時候
[00:05:05.460 --> 00:05:07.140]  當時個法官好有智慧
[00:05:07.140 --> 00:05:07.740]  個法官話
[00:05:07.740 --> 00:05:09.300]  喂你哋教會裏面嘅事
[00:05:09.300 --> 00:05:12.260]  唔好攞到嚟我哋法庭嗰度嚟到去討論
[00:05:12.500 --> 00:05:16.100]  你哋自己喺你哋嘅教會嘅法庭裏面
[00:05:16.100 --> 00:05:18.980]  你哋自己嘅裁判裏面先搞掂先
[00:05:18.980 --> 00:05:20.180]  搞唔掂先要返嚟
[00:05:20.180 --> 00:05:22.420]  咁呢個紛爭呢就去到
[00:05:22.420 --> 00:05:27.620]  當時嘅嗰個宗派嘅最高嘅權力架構嗰度嚟到討論
[00:05:27.620 --> 00:05:29.100]  最後有結果
[00:05:29.100 --> 00:05:31.260]  將個教會嗰個業權呢就
[00:05:31.260 --> 00:05:32.340]  判咗畀
[00:05:32.340 --> 00:05:34.140]  其中一方
[00:05:34.140 --> 00:05:35.540]  咁另外嗰方點呀
[00:05:35.540 --> 00:05:37.940]  另外嗰方咪有執包袱啦
[00:05:37.940 --> 00:05:39.380]  跟住
[00:05:39.380 --> 00:05:40.820]  去到另外地方
[00:05:40.900 --> 00:05:42.940]  另起爐灶
[00:05:42.940 --> 00:05:44.500]  建立教會
[00:05:44.500 --> 00:05:47.820]  唔係一個好光彩嘅事呀
[00:05:47.820 --> 00:05:50.380]  可以大家都做傷感嘅事情
[00:05:50.380 --> 00:05:50.860]  不過
[00:05:50.860 --> 00:05:52.060]  事實上
[00:05:52.060 --> 00:05:53.660]  好多今日
[00:05:53.660 --> 00:05:57.420]  唔同地方嘅教會好多時候都係因為咁樣認識
[00:05:57.420 --> 00:05:59.060]  而被建立起嚟
[00:05:59.060 --> 00:06:00.780]  所以求神憐憫
[00:06:00.780 --> 00:06:01.940]  求神憐憫
[00:06:01.940 --> 00:06:03.540]  憐憫我哋
[00:06:03.540 --> 00:06:04.900]  嘅軟弱呀
[00:06:04.900 --> 00:06:06.180]  更加慘嘅就係
[00:06:06.180 --> 00:06:07.740]  當時嗰啲嘅傳媒
[00:06:07.740 --> 00:06:09.220]  當時嗰啲傳媒
[00:06:09.500 --> 00:06:10.940]  唔係因為咁樣就停咗
[00:06:10.940 --> 00:06:12.820]  當時個傳媒繼續個追究
[00:06:12.820 --> 00:06:14.260]  尋根
[00:06:14.260 --> 00:06:15.220]  究底
[00:06:15.220 --> 00:06:17.300]  究竟呢啲事點解會搞到咁樣呢
[00:06:17.300 --> 00:06:19.740]  最後佢哋搵到個原因呀
[00:06:19.740 --> 00:06:21.660]  個原因原來呢就係呢
[00:06:21.660 --> 00:06:23.420]  喺一次個飯局裏面
[00:06:23.420 --> 00:06:25.020]  一個長老
[00:06:25.020 --> 00:06:26.100]  教會嘅長老
[00:06:26.100 --> 00:06:30.460]  被分派咗一塊嘅火腿
[00:06:30.460 --> 00:06:32.700]  望一望隔離嗰個後生仔
[00:06:32.700 --> 00:06:35.780]  嘩點解隔離嗰個後生仔個火腿大我個塊咁多嘅
[00:06:35.780 --> 00:06:37.740]  就好唔高興
[00:06:39.380 --> 00:06:40.780]  一路日會事情鬧大
[00:06:40.780 --> 00:06:41.740]  就演變到
[00:06:41.740 --> 00:06:42.860]  咁嘅地步
[00:06:42.860 --> 00:06:45.780]  當我哋唔知道如何
[00:06:45.780 --> 00:06:46.820]  謙卑
[00:06:46.820 --> 00:06:48.220]  當我哋感覺
[00:06:48.220 --> 00:06:50.540]  我哋應該畀其他人嘅對待好啲嘅
[00:06:50.540 --> 00:06:53.340]  我哋應該分嗰塊火腿大舊啲嘅
[00:06:53.340 --> 00:06:55.260]  唔理你咩原因
[00:06:55.260 --> 00:06:57.140]  也許你覺得我年長過你
[00:06:57.140 --> 00:06:59.060]  也許我覺得我地位高過你
[00:06:59.060 --> 00:07:00.540]  也許我覺得我個社會
[00:07:00.540 --> 00:07:02.100]  我個社會嘅位置
[00:07:02.100 --> 00:07:03.380]  我比你更靚仔
[00:07:03.380 --> 00:07:04.940]  我就受更高嘅教育
[00:07:04.940 --> 00:07:05.940]  我賺錢多過你
[00:07:05.940 --> 00:07:08.580]  或者我奉獻教會嘅奉獻數字
[00:07:08.700 --> 00:07:09.500]  高過你
[00:07:09.500 --> 00:07:12.900]  我就應該得到更好嘅對待
[00:07:12.900 --> 00:07:15.620]  如果大家咁樣咁樣嘅覺得
[00:07:15.620 --> 00:07:17.860]  我哋硬係畀其他人優越嘅時候
[00:07:17.860 --> 00:07:20.100]  我哋硬係覺得我哋畀其他人好嘅時候
[00:07:20.100 --> 00:07:22.740]  我哋硬係覺得我哋應該得到更加多嘅時候
[00:07:22.740 --> 00:07:23.740]  我話畀大家聽
[00:07:23.740 --> 00:07:28.860]  呢個就係一個群體開始有爭端嘅時候
[00:07:28.860 --> 00:07:30.860]  包括教會
[00:07:30.860 --> 00:07:32.740]  或者我哋會問就係
[00:07:32.740 --> 00:07:34.620]  我哋應該點樣作為教會
[00:07:34.620 --> 00:07:38.100]  係保持神要求我哋嘅合一呢
[00:07:38.420 --> 00:07:40.300]  記唔記得我同大家講過上一次
[00:07:40.300 --> 00:07:42.260]  上個星期講到我哋
[00:07:42.260 --> 00:07:44.700]  活在嘅生命意義係咩嘢
[00:07:44.700 --> 00:07:47.380]  其中一個我哋生在世上
[00:07:47.380 --> 00:07:49.980]  一個最重要嘅其中一個原因係咩
[00:07:49.980 --> 00:07:54.100]  彰顯神創造我哋按佢嘅形象
[00:07:54.100 --> 00:07:56.580]  所以我哋應該係彰顯神嘅形象
[00:07:56.580 --> 00:07:58.740]  不過大家有冇諗一諗
[00:07:58.740 --> 00:08:01.780]  喺神眾多嘅形象
[00:08:01.780 --> 00:08:04.420]  或者係個屬性品格嘅裏面
[00:08:04.420 --> 00:08:05.780]  係有一樣嘢
[00:08:06.860 --> 00:08:10.100]  作為我哋個人係彰顯唔到嘅
[00:08:10.100 --> 00:08:11.460]  係乜嘢
[00:08:11.460 --> 00:08:13.420]  神嘅合一
[00:08:13.420 --> 00:08:15.580]  我哋今日所信嘅神
[00:08:15.580 --> 00:08:18.340]  三為一體嘅獨一真神
[00:08:18.340 --> 00:08:20.860]  聖父聖子與聖靈
[00:08:20.860 --> 00:08:23.700]  從耿古到耿古
[00:08:23.700 --> 00:08:26.180]  三而為一
[00:08:26.180 --> 00:08:29.860]  佢哋喺整個嘅存在嘅裏面
[00:08:29.860 --> 00:08:33.180]  係享受住完美嘅合一
[00:08:33.180 --> 00:08:34.820]  完美嘅和諧
[00:08:35.380 --> 00:08:37.500]  喺佢哋三為一體嘅裏面
[00:08:37.500 --> 00:08:38.860]  從冇爭拗
[00:08:38.860 --> 00:08:42.900]  只有絕對嘅和諧
[00:08:42.900 --> 00:08:44.220]  冇有不信任
[00:08:44.220 --> 00:08:46.340]  亦都冇有分離
[00:08:46.340 --> 00:08:49.100]  如果大家記得嘅話
[00:08:49.100 --> 00:08:51.820]  有一次當法尼塞人
[00:08:51.820 --> 00:08:53.780]  指控耶穌基督
[00:08:53.780 --> 00:08:55.020]  佢話耶穌基督
[00:08:55.020 --> 00:08:56.180]  你能夠趕鬼
[00:08:56.180 --> 00:08:57.020]  咁巴比你
[00:08:57.020 --> 00:08:59.260]  靠鬼王嚟都係去趕鬼啫嘛
[00:08:59.260 --> 00:09:00.740]  記唔記得耶穌點樣答
[00:09:00.740 --> 00:09:01.660]  耶穌就係話
[00:09:01.660 --> 00:09:03.540]  如果一個國家
[00:09:03.860 --> 00:09:07.020]  自相紛爭就成為方長
[00:09:07.020 --> 00:09:08.420]  如果一個城市
[00:09:08.420 --> 00:09:10.620]  一個家庭自相紛爭
[00:09:10.620 --> 00:09:12.180]  必暫立得住
[00:09:12.180 --> 00:09:14.940]  如果撒旦驅趕撒旦
[00:09:14.940 --> 00:09:16.980]  咁即係話佢哋自相紛爭
[00:09:16.980 --> 00:09:18.260]  咁佢嘅國度
[00:09:18.260 --> 00:09:20.900]  又如何能夠暫立得住呢
[00:09:20.900 --> 00:09:23.300]  同一個嘅道理
[00:09:23.300 --> 00:09:25.260]  如果喺一個群體裏面
[00:09:25.260 --> 00:09:26.620]  不斷嘅有爭拗
[00:09:26.620 --> 00:09:28.180]  不斷嘅有批鬥
[00:09:28.180 --> 00:09:32.180]  一個嘅教會
[00:09:32.540 --> 00:09:35.060]  冇可能能夠健康地成長
[00:09:35.060 --> 00:09:37.100]  而家冇可能能夠
[00:09:37.100 --> 00:09:39.420]  吸引到外面嘅人入嚟教會
[00:09:39.420 --> 00:09:42.100]  最近我同一個嘅弟兄傾計
[00:09:42.100 --> 00:09:43.260]  佢話我以前返個教會
[00:09:43.260 --> 00:09:44.900]  我留唔到嗰間教會
[00:09:44.900 --> 00:09:45.700]  點解
[00:09:45.700 --> 00:09:46.700]  因為入到教會裏面
[00:09:46.700 --> 00:09:49.420]  你就感受到嗰度嘅人事糾紛
[00:09:49.420 --> 00:09:50.580]  結黨紛爭
[00:09:50.580 --> 00:09:52.300]  唔得呀 支持唔到
[00:09:52.300 --> 00:09:54.140]  我就留唔到嗰間教會
[00:09:54.140 --> 00:09:56.700]  我相信大家都有同一個感覺
[00:09:56.700 --> 00:09:59.180]  你似否願意去到嗰間教會裏面
[00:09:59.180 --> 00:10:01.060]  嘩 幾廿黨人喺度嘅
[00:10:02.180 --> 00:10:04.140]  冇人想喺一間咁樣嘅教會裏面
[00:10:04.140 --> 00:10:06.900]  你都係去成長我呀
[00:10:06.900 --> 00:10:09.980]  呢度保羅話
[00:10:09.980 --> 00:10:11.980]  凡事不可結黨
[00:10:11.980 --> 00:10:14.580]  唔好貪圖虛浮嘅榮耀
[00:10:14.580 --> 00:10:17.220]  我哋要全心謙卑
[00:10:17.220 --> 00:10:19.860]  呢度所講嘅虛浮嘅榮耀
[00:10:19.860 --> 00:10:21.780]  當然唔係只要神嘅榮耀
[00:10:21.780 --> 00:10:25.180]  而係只要人以自我為中心
[00:10:25.180 --> 00:10:26.580]  而得到嘅榮耀
[00:10:26.580 --> 00:10:29.900]  嗰個嘅虛榮係喺邊度
[00:10:29.900 --> 00:10:31.140]  個人嘅利益囉
[00:10:31.140 --> 00:10:31.660]  係咪呀
[00:10:31.660 --> 00:10:33.180]  我感覺優越啲囉
[00:10:33.180 --> 00:10:34.700]  我感覺良好啲囉
[00:10:34.700 --> 00:10:37.340]  或者係甚至係因為結黨紛爭
[00:10:37.340 --> 00:10:39.580]  而引帶出嚟嘅虛榮囉
[00:10:39.580 --> 00:10:42.300]  我帶住一幫人幾威水呀咪
[00:10:42.300 --> 00:10:43.460]  嗰種嘅虛榮
[00:10:43.460 --> 00:10:47.900]  對佢自己嗰種重要嘅感覺
[00:10:47.900 --> 00:10:51.580]  遠遠重要過去睇其他人嘅好處
[00:10:51.580 --> 00:10:53.020]  呢一個就係問題喇
[00:10:53.020 --> 00:10:55.700]  保羅提醒我哋
[00:10:55.700 --> 00:10:57.740]  當我哋有咁樣嘅追求
[00:10:57.740 --> 00:11:01.260]  自己嗰個嘅利益好處榮譽嘅時候
[00:11:01.260 --> 00:11:02.460]  呢一種嘅態度
[00:11:02.460 --> 00:11:04.420]  係會帶嚟一個群體嘅傷害
[00:11:04.420 --> 00:11:07.300]  係會帶嚟不合一嘅關係
[00:11:07.300 --> 00:11:08.180]  相反
[00:11:08.180 --> 00:11:09.980]  保羅喺度提醒
[00:11:09.980 --> 00:11:11.500]  勸勉信徒
[00:11:11.500 --> 00:11:12.500]  你哋要咩呀
[00:11:12.500 --> 00:11:15.180]  全心謙卑
[00:11:15.180 --> 00:11:16.180]  我相信大家留意㗎喎
[00:11:16.180 --> 00:11:18.380]  保羅所講嘅謙卑
[00:11:18.380 --> 00:11:21.540]  絕對唔係自我貶值
[00:11:21.540 --> 00:11:23.700]  自己踩低自己喎
[00:11:23.700 --> 00:11:24.580]  唔係咁嘅意思
[00:11:24.580 --> 00:11:29.100]  而係話將我哋嗰個自我中心擺埋一邊
[00:11:29.100 --> 00:11:31.620]  將我哋對整個人生嘅考慮
[00:11:31.620 --> 00:11:35.100]  亦都包括埋我哋周圍嘅人
[00:11:35.100 --> 00:11:35.980]  保羅喺度講
[00:11:35.980 --> 00:11:39.100]  各人看別人比自己強
[00:11:39.100 --> 00:11:41.540]  呢個強呢個字呢
[00:11:41.540 --> 00:11:43.980]  喺希臘嘅原文呢
[00:11:43.980 --> 00:11:45.340]  佢最好嘅翻譯呢
[00:11:45.340 --> 00:11:47.780]  就唔好話就唔係強
[00:11:47.780 --> 00:11:49.420]  因為呢度並唔係指到呢
[00:11:49.420 --> 00:11:52.900]  我哋係比人家更加嘅高尚
[00:11:52.900 --> 00:11:54.340]  更加嘅有能力
[00:11:54.340 --> 00:11:56.580]  呢度唔係講嗰個嘅意思呀
[00:11:56.580 --> 00:11:58.900]  喺大部分嘅嬰兒嘅翻譯裏面呢
[00:11:58.900 --> 00:12:01.820]  呢度係被翻譯為Significant
[00:12:01.820 --> 00:12:03.780]  咁其中一個中文嘅翻譯喺呢個嘅
[00:12:03.780 --> 00:12:05.940]  中文新英語日本嗰度嘅翻譯
[00:12:05.940 --> 00:12:07.660]  我覺得更為嘅好嘅
[00:12:07.660 --> 00:12:12.420]  就係話我哋要看別人比自己重要
[00:12:12.420 --> 00:12:14.900]  看別人比我哋自己重要
[00:12:14.900 --> 00:12:17.380]  呢一個嘅翻譯
[00:12:17.380 --> 00:12:20.460]  係會比整個嘅上下文嚟講更加貼切
[00:12:20.460 --> 00:12:22.100]  而保羅呢一度嘅意思
[00:12:22.100 --> 00:12:25.420]  並唔係話我哋覺得自己冇價值
[00:12:25.420 --> 00:12:28.500]  冇其他人嘅咁重要
[00:12:28.500 --> 00:12:30.900]  嘅價值呀
[00:12:30.900 --> 00:12:33.740]  而係話我哋要將我哋嗰個次序
[00:12:33.740 --> 00:12:35.500]  將別人嗰個需要
[00:12:35.500 --> 00:12:37.500]  別人嗰個嘅興趣
[00:12:37.500 --> 00:12:38.900]  別人嘅好處
[00:12:38.900 --> 00:12:43.860]  我哋都要納入喺我哋嘅人生嘅價值嘅裏面
[00:12:43.860 --> 00:12:49.540]  呢種嘅態度將我哋自我中心嗰個嘅焦點
[00:12:49.540 --> 00:12:56.420]  移到去亦都包括去關注我哋周圍人嗰個嘅需要
[00:12:56.420 --> 00:12:57.980]  同埋好處
[00:12:57.980 --> 00:13:01.700]  呢一個係群體嘅合一
[00:13:01.700 --> 00:13:04.460]  一個相當重要嘅一個嘅因素
[00:13:04.460 --> 00:13:10.100]  亦都可以加強群體裏面嗰個嘅相互嘅關係
[00:13:10.100 --> 00:13:12.300]  而呢個亦都係主耶穌基督
[00:13:12.300 --> 00:13:18.740]  所顯現或想顯示嘅一種嘅榜樣
[00:13:18.740 --> 00:13:20.100]  佢係咩榜樣呀
[00:13:20.100 --> 00:13:22.980]  主耶穌基督縱然有佢嘅神聖
[00:13:22.980 --> 00:13:25.060]  但仍然謙卑
[00:13:25.060 --> 00:13:28.420]  嚟到人世間嚟到服侍人
[00:13:28.420 --> 00:13:30.540]  保羅跟住咁樣講
[00:13:30.540 --> 00:13:35.860]  國人不要單顧自己嘅事
[00:13:35.860 --> 00:13:38.860]  也要顧別人嘅事
[00:13:38.860 --> 00:13:40.340]  冇錯呀
[00:13:40.340 --> 00:13:42.780]  人總係人性
[00:13:42.780 --> 00:13:46.660]  總係首先去關顧自己嘅需要先
[00:13:46.660 --> 00:13:52.540]  留意保羅呢個並唔係指到我哋完全唔理會我哋自己嘅需要
[00:13:52.540 --> 00:13:57.340]  而係指到我哋亦都需要關心別人嘅需要
[00:13:57.340 --> 00:13:59.140]  自己嘅照顧自己
[00:13:59.140 --> 00:14:02.460]  或者自己去留心自己嘅責任
[00:14:02.460 --> 00:14:05.220]  呢個係絕對需要嘅
[00:14:05.220 --> 00:14:08.100]  但係千祈唔好忘記我哋唔可以
[00:14:08.100 --> 00:14:09.860]  因為自己嘅需要
[00:14:09.860 --> 00:14:11.380]  因為自己嘅好處
[00:14:11.380 --> 00:14:14.060]  而消費其他人
[00:14:14.060 --> 00:14:15.820]  去讓自己得到好處
[00:14:15.820 --> 00:14:17.780]  基督徒應該係
[00:14:17.780 --> 00:14:23.180]  嘅焦點係應該係超越咗我哋自己嘅需要
[00:14:23.180 --> 00:14:25.100]  去關心別人嘅需要
[00:14:25.100 --> 00:14:26.700]  而當有
[00:14:26.700 --> 00:14:28.460]  我哋能夠做嘅時候
[00:14:28.460 --> 00:14:30.460]  我哋都係唔係口講
[00:14:30.460 --> 00:14:32.060]  我哋需要有行動
[00:14:32.060 --> 00:14:34.300]  嚟到去關心別人嘅需要
[00:14:34.300 --> 00:14:36.060]  呢一種
[00:14:36.060 --> 00:14:37.340]  冇有
[00:14:37.340 --> 00:14:39.660]  過分自我中心嘅態度
[00:14:39.660 --> 00:14:42.380]  就能夠建立一個群體
[00:14:42.380 --> 00:14:45.260]  讓呢個群體得到一個
[00:14:45.260 --> 00:14:47.500]  堅實嘅關係
[00:14:47.500 --> 00:14:49.100]  呢一個
[00:14:49.100 --> 00:14:49.900]  就係
[00:14:49.900 --> 00:14:52.020]  以耶穌基督嘅心
[00:14:52.020 --> 00:14:52.940]  為心
[00:14:52.940 --> 00:14:56.180]  嘅一個好重要我哋需要明白嘅地方
[00:14:56.180 --> 00:14:56.660]  好啦
[00:14:56.660 --> 00:14:59.020]  講到呢一個嘅謙卑
[00:14:59.020 --> 00:14:59.620]  好明顯
[00:14:59.620 --> 00:15:01.980]  主耶穌基督所俾過我哋嘅榜樣
[00:15:01.980 --> 00:15:04.380]  就係一個最好我哋能夠效法
[00:15:04.380 --> 00:15:06.420]  能夠學習嘅榜樣
[00:15:06.420 --> 00:15:07.620]  主耶穌基督
[00:15:07.620 --> 00:15:09.380]  雖然大家都知道
[00:15:09.380 --> 00:15:11.380]  佢本身係神
[00:15:11.380 --> 00:15:14.300]  但係佢從來冇因為
[00:15:14.300 --> 00:15:15.980]  自己有神嘅形象
[00:15:15.980 --> 00:15:17.580]  就覺得佢似係
[00:15:17.580 --> 00:15:21.140]  唔覺得自己與神嘅同等為強奪
[00:15:21.140 --> 00:15:22.140]  反倒虛己
[00:15:22.140 --> 00:15:25.740]  成為人嘅形象
[00:15:25.740 --> 00:15:29.580]  成為人嘅樣式
[00:15:29.580 --> 00:15:31.020]  主耶穌呢度
[00:15:31.020 --> 00:15:35.260]  佢嘅願意離開天上面嘅尊貴
[00:15:35.260 --> 00:15:37.820]  成為人嘅樣式
[00:15:37.820 --> 00:15:39.060]  亦都選擇咗
[00:15:39.060 --> 00:15:44.580]  認同我哋人嘅軟弱同埋限制
[00:15:44.580 --> 00:15:46.300]  而更加唔單止
[00:15:46.300 --> 00:15:47.260]  主耶穌基督
[00:15:47.260 --> 00:15:49.780]  願意成為人嘅樣式
[00:15:49.780 --> 00:15:50.860]  更加願意咩
[00:15:50.860 --> 00:15:52.260]  更加馴服到一個地步
[00:15:52.260 --> 00:15:53.660]  死在十字架上
[00:15:53.660 --> 00:15:55.300]  唔單止死在十字架上
[00:15:55.300 --> 00:15:56.380]  佢更加願意
[00:15:56.380 --> 00:15:58.660]  用一個最殘忍
[00:15:58.660 --> 00:16:00.860]  最羞辱嘅方式
[00:16:00.860 --> 00:16:02.900]  嚟到係面對死亡
[00:16:02.900 --> 00:16:03.980]  為嘅係咩
[00:16:03.980 --> 00:16:05.020]  為嘅就係
[00:16:05.020 --> 00:16:07.420]  可以讓人得著救人
[00:16:07.420 --> 00:16:08.620]  呢一個謙卑
[00:16:08.620 --> 00:16:11.020]  我從耶穌基督身上所睇到嘅謙卑
[00:16:11.020 --> 00:16:11.780]  其實對我哋嚟講
[00:16:11.780 --> 00:16:13.940]  係一個好重大嘅挑戰
[00:16:13.940 --> 00:16:16.180]  好重大嘅挑戰
[00:16:16.180 --> 00:16:17.740]  我哋成日都話
[00:16:17.740 --> 00:16:20.140]  人總係點呀
[00:16:20.140 --> 00:16:23.140]  人總係會維護我哋自己嘅權利
