
[00:00:00.000 --> 00:00:04.680]  我們的讀經計劃現在是讀到《真言》第九章
[00:03:10.720 --> 00:03:14.680]  但是這不代表這個《真言》是所羅門寫的
[00:03:14.680 --> 00:03:16.800]  其實我們不是很知道是誰寫
[00:03:16.800 --> 00:03:19.720]  也不知道寫給誰在什麼時候寫
[00:03:19.720 --> 00:03:22.760]  大概是借用所羅門的名字
[00:03:22.760 --> 00:03:26.240]  當中可能也有一些《真言》是出於所羅門
[00:03:26.240 --> 00:03:29.400]  但是絕對不是整本書
[00:03:29.400 --> 00:03:33.240]  當我們去看《真言》的時候
[00:03:33.240 --> 00:03:37.760]  我們看到這個架構前面後面都有女人
[00:03:37.760 --> 00:03:42.080]  這個女人是一個智慧的化身
[00:03:42.080 --> 00:03:43.960]  這個女人告訴你
[00:03:43.960 --> 00:03:48.800]  你應該怎麼樣追求你的人生
[00:03:48.800 --> 00:03:51.320]  有《聖經》學家說
[00:03:51.320 --> 00:03:56.800]  《真言》有可能是一個父親寫信給一個年輕人
[00:03:56.800 --> 00:04:03.520]  將要進入一個政治職場的一個年輕人
[00:04:03.520 --> 00:04:05.120]  一個politician
[00:04:05.120 --> 00:04:10.000]  所以他告訴他當中的一些危險等等
[00:04:10.000 --> 00:04:13.480]  但是我們還是真的不是很知道是誰寫的
[00:04:13.480 --> 00:04:15.280]  寫給誰 在什麼情況
[00:04:15.280 --> 00:04:18.880]  爲什麼《真言》會成爲以色列人
[00:04:18.880 --> 00:04:21.360]  在《聖經》裏面的一本書
[00:04:21.360 --> 00:04:22.760]  我們不是很清楚
[00:04:22.760 --> 00:04:24.640]  我們現在還在掙扎
[00:04:24.640 --> 00:04:28.480]  但重要的是你在整本書當中
[00:04:28.480 --> 00:04:31.920]  你可以看到它是以上帝
[00:04:31.920 --> 00:04:36.640]  等一下我們會看到以敬畏上帝爲中心的
[00:04:36.640 --> 00:04:39.800]  《真言》裏面所說的這個智慧
[00:04:39.800 --> 00:04:42.320]  是希伯來文叫Humma
[00:04:42.320 --> 00:04:47.360]  Humma的意思不是單單是一些腦袋裏面考試的智慧
[00:04:47.360 --> 00:04:50.720]  它更重要的反映的是一個生活的智慧
[00:04:50.720 --> 00:04:52.320]  但是這個生活的智慧
[00:04:52.320 --> 00:04:55.400]  也不是說我怎麼樣去過活
[00:04:55.400 --> 00:04:57.320]  我可以得到什麼樣的好處
[00:04:57.320 --> 00:05:04.480]  而是怎麼樣的生活是討上帝耶和華的喜悅的生活
[00:05:04.480 --> 00:05:07.440]  我不知道你大概明白這個意思
[00:05:07.440 --> 00:05:10.840]  另外一個我覺得我需要跟大家說的
[00:05:10.840 --> 00:05:14.120]  就是我們怎麼樣明白《真言》裏面的一些說法
[00:05:14.120 --> 00:05:18.120]  譬如說在第十章第27節裏面它會說
[00:05:18.120 --> 00:05:21.880]  敬畏耶和華使人長壽
[00:05:21.880 --> 00:05:26.600]  惡人的年歲必減少
[00:05:26.600 --> 00:05:29.200]  敬畏耶和華可以使人長壽
[00:05:29.200 --> 00:05:31.680]  惡人的年歲會減少
[00:05:31.680 --> 00:05:33.000]  這對嗎?
[00:05:33.000 --> 00:05:35.360]  如果你今天想想
[00:05:35.360 --> 00:05:36.520]  敬畏上帝的
[00:05:36.520 --> 00:05:38.440]  比如說你有些宣教士
[00:05:38.440 --> 00:05:40.480]  他去一個很危險的地方
[00:05:40.480 --> 00:05:45.320]  他可能很年輕就死在外地
[00:05:45.320 --> 00:05:47.000]  可能是生病的緣故
[00:05:47.000 --> 00:05:50.200]  可能是被逼迫的緣故
[00:05:50.200 --> 00:05:51.240]  但是相反
[00:05:51.240 --> 00:05:54.200]  今天我們社會里面有一些我們覺得很惡的人
[00:05:54.200 --> 00:05:56.800]  他們可能到年老的時候
[00:05:56.800 --> 00:05:58.680]  他們都還活着
[00:05:58.680 --> 00:05:59.440]  活得很好
[00:05:59.440 --> 00:06:01.360]  那你怎麼樣去明白這個呢?
[00:06:01.360 --> 00:06:04.280]  有些人是說這些真言呢
[00:06:04.280 --> 00:06:06.880]  不是說100%一定會真
[00:06:06.880 --> 00:06:09.040]  但是普遍上是對的
[00:06:09.040 --> 00:06:13.560]  所以普遍上敬畏耶和華的人是會長壽
[00:06:13.560 --> 00:06:18.840]  普遍上惡人的年歲還是會減少
[00:06:18.840 --> 00:06:20.000]  是這樣明白嗎?
[00:06:20.000 --> 00:06:22.600]  這又好像不一定是正確
[00:06:22.600 --> 00:06:23.840]  那你怎麼樣去明白呢?
[00:06:23.840 --> 00:06:25.640]  我想最好的明白方法
[00:06:25.640 --> 00:06:31.800]  就是看到舊約跟新約的不一樣
[00:06:31.800 --> 00:06:34.400]  舊約是一個引子向新約
[00:06:34.400 --> 00:06:35.920]  如果你聽我講舊約多
[00:06:35.920 --> 00:06:40.520]  你就知道舊約裏面所說的福氣、祝福
[00:06:40.520 --> 00:06:43.400]  都是眼睛看得到手摸得着
[00:06:43.400 --> 00:06:45.840]  但是你去到新約裏面的福氣
[00:06:45.840 --> 00:06:49.440]  在耶穌裏面的就變成屬靈的福氣
[00:06:49.440 --> 00:06:52.160]  我覺得你去明白真言可能最好的方法
[00:06:52.160 --> 00:06:55.280]  尤其我們已經站在新約裏面的人
[00:06:55.280 --> 00:07:00.200]  就是用一個屬靈的眼光去看這個真言
[00:07:00.200 --> 00:07:02.320]  敬畏耶和華人使人長壽
[00:07:02.320 --> 00:07:05.800]  這個長壽大概不是身體上一定的長壽
[00:07:05.800 --> 00:07:08.800]  但是從屬靈上這一定是真實的
[00:07:08.800 --> 00:07:11.440]  比如說下一節第十章第二十八節
[00:07:11.440 --> 00:07:13.720]  一人的盼望帶來喜樂
[00:07:13.720 --> 00:07:15.440]  這是真正實實的
[00:07:15.440 --> 00:07:20.000]  相反二人的指望必自滅沒
[00:07:20.000 --> 00:07:21.480]  這也是真的
[00:07:21.480 --> 00:07:23.560]  二人的年歲會減少
[00:07:23.560 --> 00:07:27.280]  當然因爲他會接受上帝的處罰
[00:07:27.280 --> 00:07:28.960]  我想你從這樣的角度來說
[00:07:28.960 --> 00:07:32.680]  從一個終極永恆的角度來明白真言
[00:07:32.680 --> 00:07:36.800]  這些真言就真的變成我們生命裏面一些警告
[00:07:36.800 --> 00:07:39.240]  或者是一些盼望的所在
[00:07:39.240 --> 00:07:44.200]  好 這些是剛好我們讀到真言的第九章
[00:07:44.200 --> 00:07:49.880]  也剛好讓我們知道來到真言的中心
[00:07:49.880 --> 00:07:51.520]  核心的地方就是
[00:07:51.520 --> 00:07:54.480]  敬畏耶和華是智慧的開端
[00:07:54.480 --> 00:07:58.080]  認識自勝者便是聰明
[00:07:58.080 --> 00:08:01.040]  我們雖然不知道真言是誰寫給誰
[00:08:01.040 --> 00:08:02.080]  背景等等
[00:08:02.080 --> 00:08:03.640]  但是我們很肯定
[00:08:03.640 --> 00:08:08.000]  這一節聖經是真言的一箇中心思想
[00:08:08.000 --> 00:08:10.720]  敬畏耶和華是智慧的開端
[00:08:10.720 --> 00:08:14.000]  認識自勝者便是聰明
[00:08:14.000 --> 00:08:16.120]  誰是聰明誰是智慧人
[00:08:16.120 --> 00:08:19.480]  不是考試考得很好的那個
[00:08:19.480 --> 00:08:22.440]  不是賺錢賺得很多的那個
[00:08:22.440 --> 00:08:24.800]  而是敬畏耶和華
[00:08:24.800 --> 00:08:26.480]  這個是真正的智慧
[00:08:26.480 --> 00:08:29.600]  認識他努力去認識他
[00:08:29.600 --> 00:08:32.560]  這纔是一個聰明的孩子
[00:08:32.560 --> 00:08:34.120]  如果你記得那個真言
[00:08:34.120 --> 00:08:35.360]  它有前後呼應
[00:08:35.360 --> 00:08:37.480]  它有一個引言有一個結束
[00:08:37.480 --> 00:08:40.000]  在第三十章結束的時候
[00:08:40.000 --> 00:08:43.760]  就我們有雅基的兒子
[00:08:43.760 --> 00:08:47.680]  馬沙人雅古爾的言語
[00:08:47.680 --> 00:08:51.200]  雅古爾大概不是一個猶太人
[00:08:51.200 --> 00:08:54.640]  但是在這個通過雅古爾的言語
[00:08:54.640 --> 00:08:55.880]  等於你是一個猶太人
[00:08:55.880 --> 00:08:57.800]  你把你自己讀進去
[00:08:57.800 --> 00:09:01.640]  你用他的話語來看
[00:09:01.640 --> 00:09:03.480]  這個尋找的智慧
[00:09:03.480 --> 00:09:06.000]  而當你去看這個第三十章的
[00:09:06.000 --> 00:09:07.880]  這個雅古爾的語言的時候
[00:09:07.880 --> 00:09:09.320]  雅古爾一開始說
[00:09:09.320 --> 00:09:11.120]  他說我很笨
[00:09:11.120 --> 00:09:12.440]  我不懂智慧
[00:09:12.440 --> 00:09:16.640]  他說我比衆人更像初生第二傑
[00:09:16.640 --> 00:09:18.600]  也沒有人的聰明
[00:09:18.600 --> 00:09:20.760]  我沒有學好智慧
[00:09:20.760 --> 00:09:23.920]  我不認識真實自勝者
[00:09:23.920 --> 00:09:26.400]  你看什麼叫做敬畏上帝
[00:09:26.400 --> 00:09:28.920]  其實敬畏上帝不是說我很害怕上帝
[00:09:28.920 --> 00:09:32.520]  敬畏上帝是我謙卑在上帝的面前
[00:09:32.520 --> 00:09:34.040]  我知道他是我的主
[00:09:34.040 --> 00:09:36.680]  我是要順服聆聽他的
[00:09:36.680 --> 00:09:38.520]  所以從某一個角度來說
[00:09:38.520 --> 00:09:41.280]  這個雅古爾就有一個敬畏上帝
[00:09:41.280 --> 00:09:43.760]  他知道聰明智慧的重要
[00:09:43.760 --> 00:09:46.840]  但是他又很謙卑在上帝面前說
[00:09:46.840 --> 00:09:48.120]  我是一個初生
[00:09:48.120 --> 00:09:49.440]  我不認識上帝
[00:09:49.440 --> 00:09:50.520]  我沒有聰明
[00:09:50.520 --> 00:09:51.840]  那如何呢
[00:09:51.840 --> 00:09:53.680]  那個回答不是說
[00:09:53.680 --> 00:09:55.320]  每一個人的智慧不一樣
[00:09:55.320 --> 00:09:56.200]  IQ不一樣
[00:09:56.200 --> 00:09:58.120]  所以你笨一點就算了
[00:09:58.120 --> 00:09:59.640]  而是他說
[00:09:59.640 --> 00:10:03.760]  我怎麼可以找到上帝的智慧與聰明
[00:10:03.760 --> 00:10:04.680]  第五傑
[00:10:04.680 --> 00:10:06.240]  上帝的言語
[00:10:06.240 --> 00:10:08.440]  句句都是敬唸的
[00:10:08.440 --> 00:10:09.680]  投靠他的
[00:10:09.680 --> 00:10:13.240]  他便以他們的盾牌
[00:10:13.240 --> 00:10:15.480]  他便做他們的盾牌
[00:10:15.480 --> 00:10:18.320]  你不可加添他的言語
[00:10:18.320 --> 00:10:20.320]  恐怕他責備你
[00:10:20.320 --> 00:10:23.240]  你就顯爲說謊的
[00:10:23.240 --> 00:10:24.280]  你怎麼樣知道
[00:10:24.280 --> 00:10:25.160]  怎麼樣有智慧
[00:10:25.160 --> 00:10:26.840]  怎麼樣有聰明
[00:10:26.840 --> 00:10:29.520]  你要來到上帝的語言
[00:10:29.520 --> 00:10:31.360]  上帝的話語的面前
[00:10:31.360 --> 00:10:33.840]  他的語言是唯一
[00:10:33.840 --> 00:10:37.360]  我們可以得到智慧聰明的所在
[00:10:37.360 --> 00:10:39.560]  我們也不可以加添自己
[00:10:39.560 --> 00:10:41.120]  把我們自己的智慧
[00:10:41.120 --> 00:10:43.200]  自己的聰明加進去
[00:10:43.200 --> 00:10:46.120]  有些人他會把自己的一些夢
[00:10:46.120 --> 00:10:50.960]  自己這一些不合乎聖經的解釋加進去
[00:10:50.960 --> 00:10:52.360]  這也是錯誤
[00:10:52.360 --> 00:10:55.560]  我們需要找到真正的智慧
[00:10:55.560 --> 00:10:57.000]  真正的聰明
[00:10:57.000 --> 00:10:58.800]  就是要讀他的話語
[00:10:58.800 --> 00:11:00.880]  但是如果你記得我剛纔說
[00:11:00.880 --> 00:11:03.800]  箴言所說的智慧跟聰明
[00:11:03.800 --> 00:11:05.400]  不是頭腦上的
[00:11:05.400 --> 00:11:07.680]  而是要行出來的
[00:11:07.680 --> 00:11:10.400]  這當我們進入最後
[00:11:10.400 --> 00:11:12.040]  從舊約到新約的時候
[00:11:12.040 --> 00:11:13.960]  讓我想起馬太福音裏面
[00:11:13.960 --> 00:11:16.560]  耶穌在登山寶訓裏面
[00:11:16.560 --> 00:11:18.320]  他最後的結論他這樣說
[00:11:18.320 --> 00:11:20.520]  所以凡聽了我這話
[00:11:20.520 --> 00:11:21.880]  聽了上帝的話
[00:11:21.880 --> 00:11:23.200]  聽了耶穌的話
[00:11:23.200 --> 00:11:24.720]  你要智慧你從哪裏來
[00:11:24.720 --> 00:11:26.120]  你要聽耶穌的話
[00:11:26.120 --> 00:11:27.080]  又去做
[00:11:27.080 --> 00:11:29.600]  這個智慧不是放在頭腦裏
[00:11:29.600 --> 00:11:32.200]  而是身體力行活出來
[00:11:32.200 --> 00:11:33.680]  好比一個聰明的人
[00:11:33.680 --> 00:11:35.320]  你就可以成爲一個聰明人
[00:11:35.320 --> 00:11:37.880]  把房子蓋在磐石上
[00:11:37.880 --> 00:11:39.560]  風吹雨打
[00:11:39.560 --> 00:11:42.280]  水衝撞擊那房子
[00:11:42.280 --> 00:11:44.560]  房子卻不倒塌
[00:11:44.560 --> 00:11:47.520]  因爲根基立在磐石上
[00:11:47.520 --> 00:11:49.240]  相反
[00:11:49.240 --> 00:11:50.200]  不聰明的人
[00:11:50.200 --> 00:11:53.080]  或者是一個無知於謂的人
[00:11:53.080 --> 00:11:54.440]  凡聽了我這話
[00:11:54.440 --> 00:11:56.120]  又不去做的時候
[00:11:56.120 --> 00:11:58.120]  好比一個無知的人
[00:11:58.120 --> 00:12:00.720]  把房子蓋在沙土上
[00:12:00.720 --> 00:12:02.440]  風吹雨打
[00:12:02.440 --> 00:12:04.520]  水衝撞擊那房子
[00:12:04.520 --> 00:12:06.360]  房子就倒塌了
[00:12:06.360 --> 00:12:09.720]  並且倒塌得很厲害
[00:12:09.720 --> 00:12:12.360]  耶穌在這裏教導我們
[00:12:12.360 --> 00:12:13.920]  怎麼樣去過一個
[00:12:13.920 --> 00:12:16.720]  以天國爲重心的一個生活
[00:12:16.720 --> 00:12:17.840]  如果你記得
[00:12:17.840 --> 00:12:20.600]  《登山寶訓》在《馬太福音》
[00:12:20.600 --> 00:12:22.280]  第五章到第七章裏面
[00:12:22.280 --> 00:12:23.400]  最中心的是
[00:12:23.400 --> 00:12:27.240]  你們當初要先求祂的國
[00:12:27.240 --> 00:12:28.040]  或者祂的義
[00:12:28.040 --> 00:12:29.200]  其中有說到
[00:12:29.200 --> 00:12:31.640]  你們不可以又侍奉上帝
[00:12:31.640 --> 00:12:34.080]  又侍奉馬門金錢
[00:12:34.080 --> 00:12:35.400]  這告訴我們
[00:12:35.400 --> 00:12:36.920]  一個真正的聰明是
[00:12:36.920 --> 00:12:38.920]  聽到祂的話語
[00:12:38.920 --> 00:12:41.680]  呼召我們爲天國而活
[00:12:41.680 --> 00:12:43.480]  不要積財在地上
[00:12:43.480 --> 00:12:45.560]  而是積財在天上
[00:12:45.560 --> 00:12:46.840]  你願意嗎
[00:12:46.840 --> 00:12:49.280]  這是你生活的指引嗎
[00:12:49.280 --> 00:12:51.680]  這是你的追求嗎
[00:12:51.680 --> 00:12:53.320]  不追求這個世界
[00:12:53.320 --> 00:12:55.040]  而追求天國
[00:12:55.040 --> 00:12:56.920]  那就是聰明
[00:12:56.920 --> 00:12:58.120]  就是智慧
[00:12:58.120 --> 00:12:59.280]  願上帝祝福我們
[00:12:59.280 --> 00:13:00.320]  在今年
[00:13:00.320 --> 00:13:01.760]  在我們的一生裏面
[00:13:01.760 --> 00:13:04.800]  都追求祂的國和祂的義
[00:13:04.800 --> 00:13:06.800]  大家努力
