
[00:00:00.000 --> 00:00:06.720]  今天跟大家講的我們的題目
[00:03:52.600 --> 00:03:55.360]  是一個意識形態
[00:03:55.360 --> 00:03:56.560]  但是你要知道
[00:03:56.560 --> 00:03:58.280]  這種所謂的意識形態
[00:03:58.280 --> 00:04:00.280]  就是魔鬼一直以來
[00:04:00.280 --> 00:04:01.360]  亞當犯罪之後
[00:04:01.360 --> 00:04:04.520]  一直是來影響人
[00:04:04.520 --> 00:04:06.720]  來污染人
[00:04:06.720 --> 00:04:08.560]  約翰是一個
[00:04:08.560 --> 00:04:11.800]  敵神的一種系統
[00:04:11.800 --> 00:04:14.440]  一種方向
[00:04:14.440 --> 00:04:15.640]  所以歷代也有很多
[00:04:15.640 --> 00:04:18.840]  這些敵基督的街毛
[00:04:18.840 --> 00:04:20.480]  騎摩
[00:04:20.480 --> 00:04:22.680]  好像你看希特拉
[00:04:22.680 --> 00:04:24.600]  史太林
[00:04:24.600 --> 00:04:29.040]  殺人是完全是不見血的
[00:04:29.040 --> 00:04:31.360]  有些遇象
[00:04:31.360 --> 00:04:33.920]  所以其實約翰在
[00:04:33.920 --> 00:04:36.560]  當提到敵基督的時候
[00:04:36.560 --> 00:04:38.720]  有人一書也提到
[00:04:38.720 --> 00:04:39.600]  在二章十八節
[00:04:39.600 --> 00:04:40.880]  我們一起讀好不好
[00:04:40.880 --> 00:04:43.440]  小子們如今是末時
[00:04:43.440 --> 00:04:45.040]  你們曾聽見說
[00:04:45.040 --> 00:04:46.800]  那敵基督的要來
[00:04:46.800 --> 00:04:50.480]  現在已經有好些敵基督出來了
[00:04:50.480 --> 00:04:51.760]  從此我們就知道
[00:04:51.760 --> 00:04:54.040]  如今是末時了
[00:04:54.040 --> 00:04:56.720]  誰是說謊話的呢
[00:04:56.720 --> 00:05:00.400]  不是那不認耶穌為基督的嗎
[00:05:00.400 --> 00:05:02.240]  不認父與子的
[00:05:02.240 --> 00:05:06.280]  這就是敵基督
[00:05:06.280 --> 00:05:08.520]  所以今天我要跟大家
[00:05:08.520 --> 00:05:10.920]  真的要看看這個敵基督
[00:05:10.920 --> 00:05:13.880]  其實我的領袖
[00:05:13.880 --> 00:05:17.080]  其實他已經在
[00:05:17.080 --> 00:05:19.920]  不過他還沒有出現
[00:05:19.920 --> 00:05:21.920]  一會兒我會解釋
[00:05:21.920 --> 00:05:23.960]  我們今天看這個獸
[00:05:23.960 --> 00:05:26.880]  我要揭開他的面紗
[00:05:26.880 --> 00:05:29.240]  有三個很重要的重點
[00:05:29.240 --> 00:05:30.800]  第一個就是
[00:05:30.800 --> 00:05:32.600]  這十節聖經
[00:05:32.600 --> 00:05:38.200]  我會說他的面紗的六方面
[00:05:38.200 --> 00:05:39.280]  然後我會強調
[00:05:39.280 --> 00:05:42.480]  其實他的敵基督的行徑
[00:05:42.480 --> 00:05:44.560]  也有六方面
[00:05:44.560 --> 00:05:46.280]  都是六
[00:05:46.280 --> 00:05:49.920]  最後就是敵基督要控制全人類
[00:05:49.920 --> 00:05:51.440]  他最厲害的武器
[00:05:51.440 --> 00:05:52.520]  你走不掉的
[00:05:52.520 --> 00:05:53.920]  你違反他 你不拜他
[00:05:53.920 --> 00:05:59.040]  你都馴服他
[00:05:59.040 --> 00:06:01.240]  他會追殺你
[00:06:01.240 --> 00:06:02.400]  這個666
[00:06:02.400 --> 00:06:05.520]  就是他最厲害的武器
[00:06:05.520 --> 00:06:07.840]  今天我們先看
[00:06:07.840 --> 00:06:09.520]  他的面紗第一方面
[00:06:09.520 --> 00:06:11.600]  他的出處在哪裡
[00:06:11.600 --> 00:06:14.080]  聖經裡面在第一節是這樣說
[00:06:14.080 --> 00:06:15.080]  我們一起讀
[00:06:15.080 --> 00:06:18.720]  我又看見一個獸從海上上來
[00:06:18.720 --> 00:06:20.320]  有十角七頭
[00:06:20.320 --> 00:06:23.160]  在十角上戴著十個冠冕
[00:06:23.160 --> 00:06:26.680]  七頭上有七個褻瀆的名號
[00:06:26.680 --> 00:06:28.920]  從海上上來
[00:06:28.920 --> 00:06:31.520]  這個海上上來是什麼意思
[00:06:31.520 --> 00:06:33.920]  地中海
[00:06:33.920 --> 00:06:36.800]  其實原來他是有這樣的背景
[00:06:36.800 --> 00:06:39.480]  這個地獸和海獸
[00:06:39.480 --> 00:06:42.080]  海有解經家說
[00:06:42.080 --> 00:06:45.400]  他是地中海
[00:06:45.400 --> 00:06:49.880]  所以敵基督不是猶太人
[00:06:49.880 --> 00:06:52.160]  這個地是指以色列地
[00:06:52.160 --> 00:06:55.200]  這個地獸可能是以色列人
[00:06:55.200 --> 00:06:57.240]  猶太人也不一定
[00:06:57.240 --> 00:06:59.480]  不過不知道事件發展你才知道
[00:06:59.480 --> 00:07:03.280]  100%清晰
[00:07:03.280 --> 00:07:04.560]  聖經也提到
[00:07:04.560 --> 00:07:07.800]  他是從無底坑上來的
[00:07:07.800 --> 00:07:10.480]  這個17章第一節說的
[00:07:10.480 --> 00:07:13.120]  我看見的獸先前有如今沒有
[00:07:13.120 --> 00:07:16.320]  將要從無底坑上來
[00:07:16.320 --> 00:07:20.360]  為什麼獸應該是從海上無底坑上來呢
[00:07:20.360 --> 00:07:26.080]  可能敵基督的人是屬於這個範圍出來
[00:07:26.080 --> 00:07:28.240]  但是從無底坑上來
[00:07:28.240 --> 00:07:30.840]  是這個敵基督的靈
[00:07:30.840 --> 00:07:34.480]  這個邪靈進入這個人的身上
[00:07:34.480 --> 00:07:40.120]  然後產生這種Power Ranger
[00:07:40.120 --> 00:07:42.720]  即是完全是歸為一體
[00:07:42.720 --> 00:07:44.880]  所以他是很有能力
[00:07:44.880 --> 00:07:47.240]  以致令到很多人被迷惑
[00:07:47.240 --> 00:07:50.400]  連選民都被迷惑
[00:07:50.400 --> 00:07:53.040]  這個就是他的出處
[00:07:53.040 --> 00:07:58.640]  這個出處在這個17章第八節有提到
[00:07:58.640 --> 00:08:03.440]  坐在縱水上也有提到縱水
[00:08:03.440 --> 00:08:05.520]  他要歸於沉淪
[00:08:05.520 --> 00:08:07.720]  第二方面我們看他的特徵
[00:08:07.720 --> 00:08:09.080]  有什麼特徵 三個特徵
[00:08:09.080 --> 00:08:14.480]  第一個是十角七頭
[00:08:14.480 --> 00:08:16.680]  裡面說過這個海中上來的獸
[00:08:16.680 --> 00:08:19.400]  是有十角七頭
[00:08:19.400 --> 00:08:24.280]  似乎和這個龍的特徵有一點相似
[00:08:24.280 --> 00:08:27.160]  不過那個形容有一點不同
[00:08:27.160 --> 00:08:30.840]  那個龍是什麼 是七頭十角
[00:08:30.840 --> 00:08:33.800]  而他就是十角七頭
[00:08:33.800 --> 00:08:37.680]  我覺得這種的形容
[00:08:37.680 --> 00:08:38.840]  聖經這樣形容
[00:08:38.840 --> 00:08:42.520]  約翰遜和約翰這樣形容是有意思的
[00:08:42.520 --> 00:08:44.760]  原本這個七頭
[00:08:44.760 --> 00:08:49.880]  是這個惡者 這個魔鬼頭他要做的
[00:08:49.880 --> 00:08:53.760]  上星期你聽林牧師的分享第12章
[00:08:53.760 --> 00:08:55.640]  這個婦人 是不是
[00:08:55.640 --> 00:08:59.600]  這個婦人就是以色列人
[00:08:59.600 --> 00:09:03.000]  她就是一直以來
[00:09:03.000 --> 00:09:07.360]  魔鬼就是要來吞噬
[00:09:07.360 --> 00:09:09.840]  最好這個以色列不存在
[00:09:09.840 --> 00:09:11.280]  她就對了
[00:09:11.280 --> 00:09:13.840]  但以色列是神的選民
[00:09:13.840 --> 00:09:17.120]  神已經定了
[00:09:17.120 --> 00:09:20.440]  這個基督
[00:09:20.440 --> 00:09:23.960]  這個救世主是從祂而出的
[00:09:23.960 --> 00:09:29.640]  當然後來基督真的從以色列而出
[00:09:29.640 --> 00:09:31.640]  但是一出了之後
[00:09:31.640 --> 00:09:33.280]  撒旦也不會放過她
[00:09:33.280 --> 00:09:34.760]  一直是追殺她
[00:09:34.760 --> 00:09:37.440]  一會兒我會再解釋這件事
[00:09:37.440 --> 00:09:42.200]  所以是她的計劃
[00:09:42.200 --> 00:09:45.040]  是她先去計劃的
[00:09:45.040 --> 00:09:45.960]  接著有十國
[00:09:45.960 --> 00:09:53.800]  十國就是支持繼續將這個七頭
[00:09:53.800 --> 00:10:02.560]  這個七頭其實是七個不同的政治的一種體系
[00:10:02.560 --> 00:10:06.840]  而十國就是由敵基督去實現
[00:10:06.840 --> 00:10:12.320]  去執行這個魔鬼頭的計劃
[00:10:12.320 --> 00:10:13.680]  她是一個靈
[00:10:13.680 --> 00:10:17.960]  她不能夠進入世界裡去污染人
[00:10:17.960 --> 00:10:18.720]  那她怎樣
[00:10:18.720 --> 00:10:21.080]  實際找一個靈的話
[00:10:21.080 --> 00:10:24.800]  她就找一個人
[00:10:24.800 --> 00:10:28.520]  然後用她的靈去充滿她
[00:10:28.520 --> 00:10:32.640]  使她成為一個政治的強人去統治這個世界
[00:10:32.640 --> 00:10:34.720]  所以聖經說形容這個獸
[00:10:34.720 --> 00:10:36.480]  第一個特徵
[00:10:36.480 --> 00:10:37.360]  第二個特徵
[00:10:37.360 --> 00:10:40.600]  十國就是十個冠冕
[00:10:40.600 --> 00:10:43.320]  十國其實是十個國家
[00:10:43.320 --> 00:10:46.240]  這個七頭是沒有冠冕的
[00:10:46.240 --> 00:10:48.800]  這個敵基督
[00:10:48.800 --> 00:10:50.000]  但是這個龍
[00:10:50.000 --> 00:10:52.040]  她的七頭是有冠冕的
[00:10:52.040 --> 00:10:56.960]  當然是由她去開始
[00:10:56.960 --> 00:10:59.200]  十國就是十個冠冕
[00:10:59.200 --> 00:11:01.400]  是要來操控十個國家
[00:11:01.400 --> 00:11:05.080]  這個敵基督將來就要操控這十個國家
[00:11:05.080 --> 00:11:08.640]  七頭就是七個政權
[00:11:08.640 --> 00:11:13.080]  一直以來魔鬼就是要迫害神的選民
[00:11:13.080 --> 00:11:14.400]  這個親政治的體系
[00:11:14.400 --> 00:11:17.720]  我們可以看得到的
[00:11:17.720 --> 00:11:19.680]  埃及
[00:11:19.680 --> 00:11:23.040]  埃及所有的兩歲以下的男嬰
[00:11:23.040 --> 00:11:24.840]  全部要殺掉
[00:11:24.840 --> 00:11:26.520]  滅族了
[00:11:26.520 --> 00:11:28.040]  阿述很殘忍
[00:11:28.040 --> 00:11:29.120]  巴比倫
[00:11:29.120 --> 00:11:30.640]  馬代波斯
[00:11:30.640 --> 00:11:32.760]  希臘羅馬
[00:11:32.760 --> 00:11:36.120]  活後的歐盟以前我讀神學的時候
[00:11:36.120 --> 00:11:37.880]  七幾年
[00:11:37.880 --> 00:11:40.160]  一個活世論的專家
[00:11:40.160 --> 00:11:41.680]  陳文博牧師
[00:11:41.680 --> 00:11:43.840]  他就說這個十隻腳趾頭
[00:11:43.840 --> 00:11:45.520]  戴爾利那個人像
[00:11:45.520 --> 00:11:47.720]  那十隻腳趾頭就是歐盟
[00:11:47.720 --> 00:11:49.920]  十個國家
[00:11:49.920 --> 00:11:53.760]  但是似乎現在我們看不是很像
[00:11:53.760 --> 00:11:58.720]  因為看歐盟對以色列不是那麼敵視的
[00:11:58.720 --> 00:12:02.200]  所以這個歐盟
[00:12:02.200 --> 00:12:03.680]  應該不入選
[00:12:03.680 --> 00:12:06.040]  成為這個十隻腳趾頭
[00:12:06.040 --> 00:12:08.440]  應該是伊斯蘭的國家
[00:12:08.440 --> 00:12:10.520]  我一會兒會解釋用詩篇
[00:12:10.520 --> 00:12:12.880]  來跟大家分享
[00:12:12.880 --> 00:12:15.040]  第三個特徵是什麼
[00:12:15.040 --> 00:12:17.520]  是獸的混合體
[00:12:17.520 --> 00:12:18.680]  我們讀一下第二節好不好
[00:12:18.680 --> 00:12:19.840]  一切讀
[00:12:19.840 --> 00:12:21.160]  我所看見的獸
[00:12:21.160 --> 00:12:23.440]  形狀像豹
[00:12:23.440 --> 00:12:25.560]  角像紅的腳
[00:12:25.560 --> 00:12:27.160]  口像獅子的口
[00:12:27.160 --> 00:12:29.480]  龍相自己的能力
[00:12:29.480 --> 00:12:32.880]  坐位和帶拳兵都給了他
[00:12:32.880 --> 00:12:36.000]  這個的敵基督
[00:12:36.000 --> 00:12:37.640]  這隻獸
[00:12:37.640 --> 00:12:39.880]  是比前面三個獸的
[00:12:39.880 --> 00:12:42.320]  是具有前面三個獸的特徵
[00:12:42.320 --> 00:12:44.480]  是更加恐怖的
[00:12:44.480 --> 00:12:46.320]  豹是快的
[00:12:46.320 --> 00:12:50.480]  其實是指馬代波斯和希臘
[00:12:50.480 --> 00:12:52.400]  亞歷山大
[00:12:52.400 --> 00:12:55.240]  就是很快就征服很多地方
[00:12:55.240 --> 00:12:58.040]  而紅的腳就是指東西羅馬
[00:12:58.040 --> 00:12:59.800]  口像獅子的口
[00:12:59.800 --> 00:13:02.600]  就是講布加利薩曼
[00:13:02.600 --> 00:13:06.040]  好像那種狂言
[00:13:06.040 --> 00:13:07.280]  目中無神
[00:13:07.280 --> 00:13:09.800]  神就懲罰牠
[00:13:09.800 --> 00:13:11.440]  使牠吃草如牛
[00:13:11.440 --> 00:13:14.200]  如果神不是憐憫牠
[00:13:14.200 --> 00:13:16.960]  牠真的被神擊殺
[00:13:16.960 --> 00:13:19.840]  這個是和丹尼里書裡面
[00:13:19.840 --> 00:13:23.440]  是息息相 搖搖相對的
[00:13:23.440 --> 00:13:25.280]  丹尼里說我夜裡見到的異象
[00:13:25.280 --> 00:13:27.880]  看見天四峰抖起
[00:13:27.880 --> 00:13:29.040]  刮在大海之上
[00:13:29.040 --> 00:13:32.800]  有四個大獸從海中上來
[00:13:32.800 --> 00:13:34.840]  形狀各有不同
[00:13:34.840 --> 00:13:36.960]  第一個就是獅子
[00:13:36.960 --> 00:13:40.120]  厲害 獅子有鷹的脂肪
[00:13:40.120 --> 00:13:41.360]  真是怪獸
[00:13:41.360 --> 00:13:42.760]  第二個是什麼呢
[00:13:42.760 --> 00:13:44.360]  熊
[00:13:44.360 --> 00:13:45.640]  這是第二隻獸
[00:13:45.640 --> 00:13:48.280]  龐誇而坐 厚齒
[00:13:48.280 --> 00:13:52.040]  厚齒擔著三斤的肋骨
[00:13:52.040 --> 00:13:53.080]  第三個獸
[00:13:53.080 --> 00:13:54.240]  有一個獸魚豹
[00:13:54.240 --> 00:13:57.400]  背上有鳥的四個脂肪
[00:13:57.400 --> 00:13:59.400]  此獸有四個頭
[00:13:59.400 --> 00:14:02.200]  得了權柄
[00:14:02.200 --> 00:14:04.160]  然後第四個獸就是什麼呢
[00:14:04.160 --> 00:14:07.080]  是很可怕 極其強壯
[00:14:07.080 --> 00:14:09.080]  大有這種力量
[00:14:09.080 --> 00:14:11.080]  有大牙天牙
[00:14:11.080 --> 00:14:12.480]  吞吃雀碎
[00:14:12.480 --> 00:14:14.440]  所靜下雙腳踐踏
[00:14:14.440 --> 00:14:16.840]  這獸與前三獸不同
[00:14:16.840 --> 00:14:17.640]  不相同
[00:14:17.640 --> 00:14:19.400]  因為頭有十角
[00:14:19.400 --> 00:14:20.880]  這個呢
[00:14:20.880 --> 00:14:21.560]  是不是狄基督
[00:14:21.560 --> 00:14:22.240]  不是
[00:14:22.240 --> 00:14:25.800]  狄基督是控制這十個國家
[00:14:25.800 --> 00:14:28.880]  然後他說這十個國家裡面
[00:14:28.880 --> 00:14:31.320]  其中有一個長了小角
[00:14:31.320 --> 00:14:33.880]  這個小角才是狄基督
[00:14:33.880 --> 00:14:36.200]  他才會將三個角
[00:14:36.200 --> 00:14:38.080]  來弄低
[00:14:38.080 --> 00:14:41.880]  連根被拔出來
[00:14:41.880 --> 00:14:43.760]  這個角就好像有眼
[00:14:43.760 --> 00:14:44.720]  像人的眼
[00:14:44.720 --> 00:14:47.680]  有口說誇大的話
[00:14:47.680 --> 00:14:49.320]  這個就是小角
[00:14:49.320 --> 00:14:50.880]  這個小角出來
[00:14:50.880 --> 00:14:53.600]  會說話的
[00:14:53.600 --> 00:14:56.120]  所以我們看到
[00:14:56.120 --> 00:14:58.680]  這個獸
[00:14:58.680 --> 00:15:00.520]  這個狄基督
[00:15:00.520 --> 00:15:04.200]  他是非常殘酷
[00:15:04.200 --> 00:15:06.440]  海獸的七頭十角
[00:15:06.440 --> 00:15:07.880]  其實我們總結
[00:15:07.880 --> 00:15:10.080]  他是已經得到
[00:15:10.080 --> 00:15:11.480]  從龍的手裡面
[00:15:11.480 --> 00:15:13.800]  得到全部的能力
[00:15:13.800 --> 00:15:15.280]  所以達爾里的
[00:15:15.280 --> 00:15:17.040]  第七章三到七節
[00:15:17.040 --> 00:15:20.280]  就是集歷代
[00:15:20.280 --> 00:15:22.080]  這些兇殘的帝國
[00:15:22.080 --> 00:15:24.360]  那種的情況
[00:15:24.360 --> 00:15:27.080]  空前絕後龐大的
[00:15:27.080 --> 00:15:29.040]  一個狄基督的帝國
[00:15:29.040 --> 00:15:30.680]  將來就要追殺
[00:15:30.680 --> 00:15:34.760]  剷滅這個婦人
[00:15:34.760 --> 00:15:36.800]  這個以色列
[00:15:36.800 --> 00:15:38.800]  他的權柄怎麼來呢
[00:15:38.800 --> 00:15:39.920]  我們看一下
[00:15:39.920 --> 00:15:40.920]  原來這個權柄
[00:15:40.920 --> 00:15:43.440]  狄基督的權柄怎麼來呢
[00:15:43.440 --> 00:15:44.720]  他的權柄就是
[00:15:44.720 --> 00:15:46.360]  這個龍
[00:15:46.360 --> 00:15:50.000]  是他的獅子的口
[00:15:50.000 --> 00:15:52.320]  龍就將他自己的能力
[00:15:52.320 --> 00:15:54.160]  作為大權柄
[00:15:54.160 --> 00:15:55.200]  來賜給他
[00:15:55.200 --> 00:15:57.800]  是這個龍
[00:15:57.800 --> 00:16:00.480]  這個魔鬼頭給過他
[00:16:00.480 --> 00:16:01.600]  他將自己的能力
[00:16:01.600 --> 00:16:03.640]  作為權柄給過他
[00:16:03.640 --> 00:16:05.560]  因為他要仿效什麼呢
[00:16:05.560 --> 00:16:07.960]  他是很喜歡複製的
[00:16:07.960 --> 00:16:09.360]  魔鬼呢
[00:16:09.360 --> 00:16:11.760]  他有仿效的能力
[00:16:11.760 --> 00:16:14.800]  但是沒有創造力的
[00:16:14.800 --> 00:16:16.080]  他仿效呢
[00:16:16.080 --> 00:16:18.640]  我們的上帝是三一真神
[00:16:18.640 --> 00:16:25.000]  他也都模仿假三衛
[00:16:25.000 --> 00:16:28.160]  這個龍就是假聖父
[00:16:28.160 --> 00:16:30.680]  這個假基督
[00:16:30.680 --> 00:16:34.400]  這個狄基督就是假聖子
[00:16:34.400 --> 00:16:37.800]  然後下個禮拜說的獸
[00:16:37.800 --> 00:16:40.320]  就是假先知
[00:16:40.320 --> 00:16:43.560]  他要比對這個聖靈
[00:16:43.560 --> 00:16:45.760]  所以龍的能力
[00:16:45.760 --> 00:16:47.680]  能夠叫這個假基督
[00:16:47.680 --> 00:16:50.680]  這個狄基督行神蹟其事
[00:16:50.680 --> 00:16:53.160]  實踐他統治這個世界
[00:16:53.160 --> 00:16:56.840]  去污染迷惑整個全人類
[00:16:56.840 --> 00:16:58.320]  達到他的野心
[00:16:58.320 --> 00:16:59.960]  這個權柄是這樣
[00:16:59.960 --> 00:17:02.240]  第四個就是
[00:17:02.240 --> 00:17:04.440]  第三節是講他的仿效
[00:17:04.440 --> 00:17:05.680]  我們看看第三節
[00:17:05.680 --> 00:17:07.080]  我們一起讀
[00:17:07.080 --> 00:17:09.080]  我看見獸的七頭中
[00:17:09.080 --> 00:17:12.120]  有一個似乎受了死傷
[00:17:12.120 --> 00:17:14.080]  那死傷卻醫好了
[00:17:14.080 --> 00:17:18.880]  全地的人都稀奇的跟從那獸
[00:17:18.880 --> 00:17:22.080]  他有個獨特呢
[00:17:22.080 --> 00:17:25.400]  他是有死傷
[00:17:25.400 --> 00:17:26.280]  而這個死傷
[00:17:26.280 --> 00:17:28.760]  為什麼令到全人類都驚奇呢
[00:17:28.760 --> 00:17:30.320]  所以有人說
[00:17:30.320 --> 00:17:35.240]  會不會特朗普是這個狄基督呢
[00:17:35.240 --> 00:17:37.520]  他差不多受了死傷
[00:17:37.520 --> 00:17:39.040]  不過死不去
[00:17:39.040 --> 00:17:40.760]  老實說他這些死傷
[00:17:40.760 --> 00:17:43.720]  是擦過了都沒有死到
[00:17:43.720 --> 00:17:45.960]  現在提到那個小國
[00:17:45.960 --> 00:17:47.840]  是不顯眼的
[00:17:47.840 --> 00:17:50.480]  你說特朗普顯不顯眼
[00:17:50.480 --> 00:17:52.440]  全世界都認識他
[00:17:52.440 --> 00:17:54.480]  一直詛咒他
[00:17:54.480 --> 00:17:55.520]  我們的關稅
[00:17:55.520 --> 00:17:57.640]  香港人可不可以在美國訂來
[00:17:57.640 --> 00:17:59.600]  你用不著給關稅
[00:17:59.600 --> 00:18:00.600]  用不著
[00:18:00.600 --> 00:18:01.280]  自由講
[00:18:01.280 --> 00:18:02.360]  得讓要
[00:18:02.360 --> 00:18:03.280]  多得他不少
[00:18:03.280 --> 00:18:05.960]  一百元比成三十多元加幣
[00:18:05.960 --> 00:18:08.280]  我一次訂在美國訂東西
[00:18:08.280 --> 00:18:09.960]  個個都認識他
[00:18:09.960 --> 00:18:12.560]  所以他不會是那個狄基督
[00:18:12.560 --> 00:18:15.760]  我自己的領袖是這樣
[00:18:15.760 --> 00:18:19.800]  因為他其實是模仿基督真的死了
[00:18:19.800 --> 00:18:21.560]  基督不是做乍家醫死
[00:18:21.560 --> 00:18:23.440]  他真的死了
[00:18:23.440 --> 00:18:24.520]  所以他受了死傷
[00:18:24.520 --> 00:18:25.600]  不是小傷
[00:18:25.600 --> 00:18:26.440]  是致命傷
[00:18:26.440 --> 00:18:27.680]  是極嚴重的
[00:18:27.680 --> 00:18:28.440]  不知道他怎麼死
[00:18:28.440 --> 00:18:29.760]  我不知道
[00:18:29.760 --> 00:18:33.200]  不過肯定是一個很嚴重的傷
[00:18:33.200 --> 00:18:35.240]  後來醫好了
[00:18:35.240 --> 00:18:38.080]  這個才叫全地人佩服他
[00:18:38.080 --> 00:18:40.120]  所以狄基督的樣式就是
[00:18:40.120 --> 00:18:42.360]  甚至模仿耶穌基督
[00:18:42.360 --> 00:18:44.440]  從死裡復活
[00:18:44.440 --> 00:18:46.080]  世人信以為真
[00:18:46.080 --> 00:18:49.400]  這個事令他的名聲大噪
[00:18:49.400 --> 00:18:52.280]  權勢就昏天
[00:18:52.280 --> 00:18:53.920]  所以這個三年半
[00:18:53.920 --> 00:18:56.760]  這個狄基督他受了死傷
[00:18:56.760 --> 00:19:00.600]  他才能夠可以讓人認識他
[00:19:00.600 --> 00:19:02.520]  他是神的
[00:19:02.520 --> 00:19:03.800]  這個狄基督的靈
[00:19:03.800 --> 00:19:05.440]  就從無底坑裡面
[00:19:05.440 --> 00:19:07.400]  附在他身上
[00:19:07.400 --> 00:19:13.560]  所以他有一種獲得超自然的意志
[00:19:13.560 --> 00:19:16.200]  當然是魔鬼頭給他
[00:19:16.200 --> 00:19:17.640]  是龍給他的
[00:19:17.640 --> 00:19:20.040]  他有超自然的能力
