
[00:00:00.000 --> 00:00:07.060]  今日已經是整年度要講季題的最後一講
[00:02:58.000 --> 00:02:59.680]  我們在安慰別人的時候會用的
[00:02:59.680 --> 00:03:02.600]  「苦難是化了妝的祝福」這樣說
[00:03:02.600 --> 00:03:05.480]  但相反,如果你在苦難裡面
[00:03:05.480 --> 00:03:07.760]  可能你就不是這樣相信的
[00:03:07.760 --> 00:03:09.040]  但無論如何
[00:03:09.040 --> 00:03:10.640]  即是說同一件事
[00:03:10.640 --> 00:03:14.000]  有些人看起來是一件很困難的事
[00:03:14.000 --> 00:03:17.400]  但又有另一些人在很困難的時候
[00:03:17.400 --> 00:03:18.880]  總會看到希望
[00:03:18.880 --> 00:03:21.040]  看到一些祝福出來的
[00:03:21.040 --> 00:03:23.520]  而重構這個字就更加簡單了
[00:03:23.520 --> 00:03:25.280]  就是有重新整理
[00:03:25.280 --> 00:03:27.520]  可能會結合一些好的東西
[00:03:27.520 --> 00:03:30.560]  又或者剔除一些不想要的東西
[00:03:30.560 --> 00:03:33.320]  重新你去收拾衣服
[00:03:33.320 --> 00:03:35.120]  你去裝修
[00:03:35.120 --> 00:03:37.480]  你都會用到這個概念了
[00:03:37.480 --> 00:03:38.880]  簡單來說
[00:03:38.880 --> 00:03:40.240]  人類都是這樣的
[00:03:40.240 --> 00:03:42.440]  發明就是這樣出來的,對不對?
[00:03:42.440 --> 00:03:44.040]  當然我們想向好
[00:03:44.040 --> 00:03:45.320]  我們想改良
[00:03:45.320 --> 00:03:47.920]  所以這些事才會越做越好
[00:03:47.920 --> 00:03:51.160]  以前的年代就是用掃把的
[00:03:51.160 --> 00:03:55.200]  而掃把本身都有不同的時代
[00:03:55.200 --> 00:03:57.800]  看古裝的時候
[00:03:57.800 --> 00:04:00.960]  最原始的掃把是樹枝,對不對?
[00:04:00.960 --> 00:04:03.640]  你看到它除了大樹葉可以掃除之外
[00:04:03.640 --> 00:04:06.600]  其實所有細微的東西都是掃不到的
[00:04:06.600 --> 00:04:07.840]  到我們這個年代
[00:04:07.840 --> 00:04:09.600]  掃把就越來越精細了
[00:04:09.600 --> 00:04:11.360]  甚至纖維化
[00:04:11.360 --> 00:04:12.400]  即是很細很幼
[00:04:12.400 --> 00:04:14.160]  都掃得很乾淨了
[00:04:14.160 --> 00:04:15.520]  但現在這一代
[00:04:15.520 --> 00:04:18.520]  我想我們特別下面少年木區那一群
[00:04:18.520 --> 00:04:20.720]  掃把都不會用的
[00:04:20.720 --> 00:04:22.600]  因為他們沒有見過掃把
[00:04:22.600 --> 00:04:24.600]  或者是沒有用過掃把的
[00:04:24.600 --> 00:04:26.560]  原因我們大部分都是甚麼?
[00:04:26.560 --> 00:04:28.320]  吸塵機的時代
[00:04:28.320 --> 00:04:30.760]  初初有個吸塵機已經是很開心的
[00:04:30.760 --> 00:04:32.760]  「嘩!好乾淨啊!」這樣
[00:04:32.760 --> 00:04:34.840]  但人是不滿足的
[00:04:34.840 --> 00:04:35.760]  接著就發現
[00:04:35.760 --> 00:04:37.680]  這條線很麻煩,對不對?
[00:04:37.680 --> 00:04:39.240]  即是去房間又要拔
[00:04:39.240 --> 00:04:40.440]  去廳又要修理
[00:04:40.440 --> 00:04:41.880]  所以裝修第一樣東西
[00:04:41.880 --> 00:04:43.120]  我們都會考慮
[00:04:43.120 --> 00:04:46.360]  究竟那個小雜要怎樣安排
[00:04:46.360 --> 00:04:48.800]  已經在想是用過吸塵機的
[00:04:48.800 --> 00:04:50.320]  但是人類是進步的
[00:04:50.320 --> 00:04:53.480]  很快這一條線就被剔除了
[00:04:53.480 --> 00:04:56.360]  就有新的產品出現,就是甚麼?
[00:04:56.360 --> 00:04:58.640]  無線的,很貴的那個
[00:04:58.640 --> 00:05:00.080]  即是名牌子,對不對?
[00:05:00.080 --> 00:05:03.120]  但是現在都已經勾了
[00:05:03.120 --> 00:05:04.520]  再年輕結婚那一群
[00:05:04.520 --> 00:05:05.800]  不想這件事了
[00:05:05.800 --> 00:05:06.840]  他們一來
[00:05:06.840 --> 00:05:10.240]  就是那個不需要人手的
[00:05:10.240 --> 00:05:13.040]  放餅東西進去就自己會清理的了
[00:05:13.040 --> 00:05:14.920]  而且現在很好的
[00:05:14.920 --> 00:05:17.120]  不用你幫忙充電的
[00:05:17.120 --> 00:05:18.240]  他用不夠電
[00:05:18.240 --> 00:05:20.520]  他自己會埋位插的,知道嗎?
[00:05:20.520 --> 00:05:23.200]  甚至我們說有些駁口的
[00:05:23.200 --> 00:05:25.240]  即是門與門之間那個扁扁的
[00:05:25.240 --> 00:05:26.240]  這樣挖起的
[00:05:26.240 --> 00:05:28.120]  它即是跨過的
[00:05:28.120 --> 00:05:30.920]  即是想都想不到
[00:05:30.920 --> 00:05:33.680]  在我們那些產品的裏面
[00:05:33.680 --> 00:05:34.800]  我們向好
[00:05:34.800 --> 00:05:36.320]  我們都用到重構的觀點
[00:05:36.320 --> 00:05:37.760]  即是重新整理
[00:05:37.760 --> 00:05:39.200]  好的就留下
[00:05:39.200 --> 00:05:41.760]  不好的就不要了
[00:05:41.760 --> 00:05:42.920]  但是我很想說
[00:05:42.920 --> 00:05:45.560]  我們人生呢
[00:05:45.560 --> 00:05:48.800]  可不可以不好的東西你就丟下它
[00:05:48.800 --> 00:05:51.480]  好的東西才要的呢?
[00:05:51.480 --> 00:05:54.000]  我們很多人都參加過經歷成年會,對不對?
[00:05:54.000 --> 00:05:57.600]  經歷成年會都幫我們重新檢視我們過往的垃圾
[00:05:57.600 --> 00:06:00.160]  我們叫做「除草」,對不對?
[00:06:00.160 --> 00:06:03.120]  但是你發現是否真的可以除得了呢?
[00:06:03.120 --> 00:06:04.440]  有些人是可以的
[00:06:04.440 --> 00:06:05.640]  但是有些人呢
[00:06:05.640 --> 00:06:06.720]  是仍然呢
[00:06:06.720 --> 00:06:08.640]  那些問題仍然存在
[00:06:08.640 --> 00:06:11.080]  而且是重複地出現的
[00:06:11.080 --> 00:06:14.040]  雖然在這條人生的生命線過裏面
[00:06:14.040 --> 00:06:17.320]  我們會看到有過去、有現在、有未來
[00:06:17.320 --> 00:06:18.640]  但是說真的
[00:06:18.640 --> 00:06:22.480]  原來你跟我只是得現在而已
[00:06:22.480 --> 00:06:24.200]  同不同意嗎?
[00:06:24.200 --> 00:06:25.720]  每一刻你都是活在現在
[00:06:25.720 --> 00:06:27.840]  你從來沒有活過在過去的
[00:06:27.840 --> 00:06:29.600]  你回不了頭的
[00:06:29.600 --> 00:06:33.360]  所以你說有些東西我可不可以完全剔除呢?
[00:06:33.360 --> 00:06:34.400]  你很坦白
[00:06:34.400 --> 00:06:36.360]  其實是不可能的
[00:06:36.360 --> 00:06:37.760]  它是你的歷史
[00:06:37.760 --> 00:06:40.320]  它亦都有份造成今天的你
[00:06:40.320 --> 00:06:43.200]  所以它的存在其實是有它的價值的
[00:06:43.200 --> 00:06:45.920]  沒有它的出現就沒有今天的你
[00:06:45.920 --> 00:06:48.000]  但是我們沒有未來的呢
[00:06:48.000 --> 00:06:49.280]  那就有了,對不對?
[00:06:49.280 --> 00:06:51.120]  就是沒有希望、沒有生活
[00:06:51.120 --> 00:06:53.200]  但是好像未來又不是屬於你的
[00:06:53.200 --> 00:06:55.080]  因為你只是想像而已
[00:06:55.080 --> 00:06:56.680]  到了你的未來來到的時候
[00:06:56.680 --> 00:06:59.520]  就已經變成了你的現在
[00:06:59.520 --> 00:07:01.400]  所以人生是怎樣說呢?
[00:07:01.400 --> 00:07:05.640]  每時每刻都是在做決定、做選擇的
[00:07:05.640 --> 00:07:06.880]  每一個選擇
[00:07:06.880 --> 00:07:11.080]  其實是影響著你怎樣去創造你的過去
[00:07:11.080 --> 00:07:14.240]  亦都影響著你憑甚麼心態
[00:07:14.240 --> 00:07:16.200]  你都是面對未來
[00:07:16.200 --> 00:07:19.080]  很多時候遇到困境的時間
[00:07:19.080 --> 00:07:22.120]  人就會坐下來覺得乏力的
[00:07:22.120 --> 00:07:24.280]  但是一部份的人很有趣的
[00:07:24.280 --> 00:07:28.280]  他們很快就可以重新卡機了
[00:07:28.280 --> 00:07:30.640]  可以積極地來到向前
[00:07:30.640 --> 00:07:33.600]  所以我們說這班真是很有正能量的人
[00:07:33.600 --> 00:07:35.240]  在於甚麼呢?
[00:07:35.240 --> 00:07:38.680]  在於究竟我們怎樣去看
[00:07:38.680 --> 00:07:40.920]  我們眼前所發生的事情
[00:07:40.920 --> 00:07:44.480]  你戴著的眼鏡究竟是正向的眼鏡
[00:07:44.480 --> 00:07:46.440]  還是負向的眼鏡
[00:07:46.440 --> 00:07:50.000]  如果你常常都戴著一個負向的眼鏡或放大鏡
[00:07:50.000 --> 00:07:53.640]  去將你過往小小的事情放到很大
[00:07:53.640 --> 00:07:57.920]  而且好像是永遠都跟著你的時候
[00:07:57.920 --> 00:07:59.720]  你就發現這一類的人
[00:07:59.720 --> 00:08:02.800]  他們都比較是烏雲蓋頂的
[00:08:02.800 --> 00:08:06.160]  他的雲裡面常常都有一些很差的感受
[00:08:06.160 --> 00:08:08.200]  可能會覺得很憤怒
[00:08:08.200 --> 00:08:11.280]  覺得這個世界不公平
[00:08:11.280 --> 00:08:15.200]  又或者是覺得別人對他不好
[00:08:15.200 --> 00:08:17.000]  制度對他不好
[00:08:17.000 --> 00:08:19.320]  永遠都覺得自己受傷害
[00:08:19.320 --> 00:08:24.560]  當他沉醉於過往這個痛苦和困難的時候
[00:08:24.560 --> 00:08:28.720]  其實你的人生一定是永遠乏力的
[00:08:28.720 --> 00:08:31.080]  很難再有能力向前走
[00:08:31.080 --> 00:08:34.640]  但是這個情緒不單止是
[00:08:34.640 --> 00:08:38.160]  令到我們被過往綁手綁腳
[00:08:38.160 --> 00:08:42.480]  亦都會令到我們有沒有膽去面對未來
[00:08:42.480 --> 00:08:46.240]  因為如果你習慣了從一個負能量去看將來的時候
[00:08:46.240 --> 00:08:50.680]  你想到所有的事情都是焦慮都是恐懼
[00:08:50.680 --> 00:08:53.880]  永遠都是失去希望和信心的
[00:08:53.880 --> 00:09:00.200]  明天會更好是過往香港人所擁有的信念
[00:09:00.200 --> 00:09:03.080]  所以其實明天是不是會這麼好呢
[00:09:03.080 --> 00:09:04.440]  其實沒有人知道
[00:09:04.440 --> 00:09:06.040]  不過大家都覺得好
[00:09:06.040 --> 00:09:08.080]  於是就繼續好下去
[00:09:08.080 --> 00:09:11.640]  如果我們大家都覺得明天是更差的呢
[00:09:11.640 --> 00:09:14.040]  其實明天差不差我們不知道
[00:09:14.040 --> 00:09:17.760]  不過我們就會自我種我們自己的預言
[00:09:17.760 --> 00:09:21.760]  我們今天就已經很差很差這樣生活下去
[00:09:21.760 --> 00:09:24.520]  所以很多時候在城市的地方
[00:09:24.520 --> 00:09:27.000]  很多人都會有情緒病
[00:09:27.000 --> 00:09:32.360]  亦都是抑鬱焦慮都是非常之多的
[00:09:32.360 --> 00:09:35.080]  因此為甚麼正向重構這個字眼呢
[00:09:35.080 --> 00:09:37.040]  常常都在輔導界出現
[00:09:37.040 --> 00:09:40.280]  因為輔導員要很努力的幫助
[00:09:40.280 --> 00:09:43.680]  我們的客戶重新去看一件事
[00:09:43.680 --> 00:09:45.960]  是不是這麼慘的呢
[00:09:45.960 --> 00:09:48.040]  是不是這麼沒有希望的呢
[00:09:48.040 --> 00:09:51.360]  是不是好像你想的那麼恐怖的呢
[00:09:51.360 --> 00:09:54.720]  其實當我們退後一步去看這些視野的時候
[00:09:54.720 --> 00:09:57.120]  又好像不是那麼害怕
[00:09:57.120 --> 00:10:00.480]  過往這件事是很傷心
[00:10:00.480 --> 00:10:03.640]  很不公平很不分
[00:10:03.640 --> 00:10:06.400]  但是是不是真的呢
[00:10:06.400 --> 00:10:07.960]  在你小時候
[00:10:07.960 --> 00:10:10.720]  媽媽夾了一隻雞腿給你哥哥吃
[00:10:10.720 --> 00:10:12.000]  沒有給你吃
[00:10:12.000 --> 00:10:16.760]  那是不是你爸媽就是從此都不愛你的呢
[00:10:16.760 --> 00:10:18.600]  可能我們放得很大
[00:10:18.600 --> 00:10:21.760]  說來說去他還是在說那一件事
[00:10:21.760 --> 00:10:23.120]  但是你的人生
[00:10:23.120 --> 00:10:26.800]  在你爸媽的公養裏面已經幾十歲
[00:10:26.800 --> 00:10:28.640]  才到今時今日
[00:10:28.640 --> 00:10:31.200]  但是都是放不下的
[00:10:31.200 --> 00:10:34.440]  能夠重新的去放下
[00:10:34.440 --> 00:10:36.880]  重新客觀的去分析去看
[00:10:36.880 --> 00:10:38.640]  去尋寶的時候
[00:10:38.640 --> 00:10:41.040]  人才能夠重新得力
[00:10:41.040 --> 00:10:43.640]  來恢復能量向前走
[00:10:43.640 --> 00:10:46.480]  這個都是輔導最想做到的事
[00:10:46.480 --> 00:10:49.840]  而在聖經裏面有一個很典型的例子
[00:10:49.840 --> 00:10:51.800]  是關於正向重構的
[00:10:51.800 --> 00:10:53.880]  就是一個叫做約瑟的故事
[00:10:53.880 --> 00:10:55.240]  我相信無論在網上
[00:10:55.240 --> 00:10:56.360]  或者在現場的《特警之會》
[00:10:56.360 --> 00:10:58.080]  都已經回到教會一段時間
[00:10:58.080 --> 00:10:59.920]  對於約瑟的故事是不陌生的
[00:10:59.920 --> 00:11:02.120]  所以我快板地去看了
[00:11:02.120 --> 00:11:04.200]  你就覺得約瑟這個人
[00:11:04.200 --> 00:11:07.040]  究竟他參加經歷神營會的時候
[00:11:07.040 --> 00:11:09.080]  他怎樣去形容他的童年呢
[00:11:09.080 --> 00:11:13.120]  他的童年是快樂還是不開心呢
[00:11:13.120 --> 00:11:14.400]  如果我們知道
[00:11:14.400 --> 00:11:17.200]  約瑟就是雅閣最愛的兒子
[00:11:17.200 --> 00:11:19.400]  但是約瑟的童年
[00:11:19.400 --> 00:11:22.280]  他一出生沒多久,生了一個弟弟的時候
[00:11:22.280 --> 00:11:24.640]  媽媽是難產而死的
[00:11:24.640 --> 00:11:26.320]  你想想在那個年代
[00:11:26.320 --> 00:11:29.320]  生母,即是生你的媽媽
[00:11:29.320 --> 00:11:33.760]  早死,小朋友一定是很可憐的
[00:11:33.760 --> 00:11:37.760]  何況他家裡爸爸娶了四個老婆
[00:11:37.760 --> 00:11:41.640]  人家的兒子有親生母親
[00:11:41.640 --> 00:11:42.760]  但是你沒有
[00:11:42.760 --> 00:11:45.240]  不過,聖經裏面看見約瑟
[00:11:45.240 --> 00:11:47.720]  他的長大是幸福的
[00:11:47.720 --> 00:11:48.720]  為甚麼呢
[00:11:48.720 --> 00:11:51.320]  因為爸爸是獨愛他的
[00:11:51.320 --> 00:11:52.720]  原因很簡單
[00:11:52.720 --> 00:11:56.640]  因為他爸爸是獨愛他的媽媽
[00:11:56.640 --> 00:11:59.360]  所以當拉結死了的時候
[00:11:59.360 --> 00:12:01.240]  對於這兩個寶貝兒子
[00:12:01.240 --> 00:12:05.480]  雅閣是非常痛惜的
[00:12:05.480 --> 00:12:06.640]  特別是約瑟
[00:12:06.640 --> 00:12:09.920]  因為弟弟某程度上是難產
[00:12:09.920 --> 00:12:13.760]  是令雅閣心愛的太太離開的
[00:12:13.760 --> 00:12:18.400]  所以你明白為甚麼約瑟會萬千寵愛在一生
[00:12:18.400 --> 00:12:20.080]  不知道生活是怎樣
[00:12:20.080 --> 00:12:24.200]  但是知道其他的兄弟是不喜歡他的
[00:12:24.200 --> 00:12:25.440]  原因是甚麼呢
[00:12:25.440 --> 00:12:26.360]  這個兒子
[00:12:26.360 --> 00:12:30.720]  聖經說經常都會在爸爸面前打小報告
[00:12:30.720 --> 00:12:34.760]  將哥哥的不對的事情告訴爸爸
[00:12:34.760 --> 00:12:36.960]  我們如果純粹看小朋友
[00:12:36.960 --> 00:12:39.080]  就覺得約瑟很乖巧,對不對
[00:12:39.080 --> 00:12:40.280]  但是我們是大人
[00:12:40.280 --> 00:12:41.200]  看一部去看
[00:12:41.200 --> 00:12:42.400]  這個家庭就會覺得
[00:12:42.400 --> 00:12:44.840]  這個小朋友糟糕了,對不對
[00:12:44.840 --> 00:12:47.600]  十個哥哥怎會放過你呢
[00:12:47.600 --> 00:12:50.800]  但是不單止雅閣疼愛約瑟
[00:12:50.800 --> 00:12:54.960]  上帝也好像很特別的痛惜他
[00:12:54.960 --> 00:12:58.240]  因為約瑟有個花名叫做「發夢王」
[00:12:58.240 --> 00:13:01.440]  他常常在夢中得到上帝很大的啟示
[00:13:01.440 --> 00:13:05.360]  而這個少年人因為爸爸的寵愛
[00:13:05.360 --> 00:13:08.800]  其實他真的不太懂得人情世故
[00:13:08.800 --> 00:13:10.120]  眉頭眼額
[00:13:10.120 --> 00:13:13.280]  聖經記載他見到兩個很大的異象
[00:13:13.280 --> 00:13:16.160]  就是天上的星星、月亮、太陽
[00:13:16.160 --> 00:13:18.120]  都向他的星星下拜
[00:13:18.120 --> 00:13:19.880]  他就不理會了
[00:13:19.880 --> 00:13:21.480]  發了夢就是這樣說
[00:13:21.480 --> 00:13:23.520]  然後他竟然還說
[00:13:23.520 --> 00:13:25.320]  夢見在田間裏面
[00:13:25.320 --> 00:13:28.440]  哥哥摘下來的一捆捆的和菌
[00:13:28.440 --> 00:13:31.360]  向他的菠蘿下拜
[00:13:31.360 --> 00:13:33.600]  那你想想你如果是他哥哥
[00:13:33.600 --> 00:13:35.040]  你有什麼心情
[00:13:35.040 --> 00:13:37.160]  是不是,一早就想做低他了
[00:13:37.160 --> 00:13:39.280]  已經平時二文二武
[00:13:39.280 --> 00:13:41.040]  就是在補串了
[00:13:41.040 --> 00:13:42.560]  現在你還在想說什麼
[00:13:42.560 --> 00:13:45.240]  難道將來我們要拜你
[00:13:45.240 --> 00:13:47.800]  於是你就明白故事發展下去
[00:13:47.800 --> 00:13:52.000]  是令到本來在天堂裏面生活的弱室
[00:13:52.000 --> 00:13:53.280]  就變成落地獄了
[00:13:53.280 --> 00:13:54.640]  為什麼這樣說呢
[00:13:54.640 --> 00:13:57.080]  因為他的哥哥真的藉這個機會
[00:13:57.080 --> 00:13:58.440]  是想殺了他
[00:13:58.440 --> 00:14:00.880]  不過幸好其中有個哥哥在樓面就說
[00:14:00.880 --> 00:14:04.160]  不行,我們不可以殺這個弟弟
[00:14:04.160 --> 00:14:05.400]  流無辜人的血
[00:14:05.400 --> 00:14:06.560]  不如這樣吧
[00:14:06.560 --> 00:14:07.840]  督眼督鼻罷了
[00:14:07.840 --> 00:14:08.880]  最重要就是怎樣
[00:14:08.880 --> 00:14:10.280]  不在這裏罷了
[00:14:10.280 --> 00:14:11.960]  不如我們就賣了他吧
[00:14:11.960 --> 00:14:13.800]  好過殺了他吧
[00:14:13.800 --> 00:14:18.240]  於是這個得天獨厚的天資嬌子
[00:14:18.240 --> 00:14:24.080]  突然間就被賣成為了奴隸
[00:14:24.080 --> 00:14:25.280]  你想想
[00:14:25.280 --> 00:14:28.960]  如果你有這樣的歷史
[00:14:28.960 --> 00:14:30.440]  你的童年生活
[00:14:30.440 --> 00:14:33.880]  是經歷過這樣過山車的改變
[00:14:33.880 --> 00:14:37.720]  對於現在的你有什麼影響呢
[00:14:37.720 --> 00:14:39.640]  下去多少次經歷神營會
[00:14:39.640 --> 00:14:44.160]  才能做到這個寬恕呢
[00:14:44.160 --> 00:14:45.520]  我們不知道
[00:14:45.520 --> 00:14:49.240]  但場景很快就轉了去弱室
[00:14:49.240 --> 00:14:51.000]  被一個護衛長
[00:14:51.000 --> 00:14:53.920]  波提佛買了回家做奴隸
[00:14:53.920 --> 00:14:55.840]  但是聖經很有趣的
[00:14:55.840 --> 00:14:57.160]  這一類似的經文
[00:14:57.160 --> 00:14:59.800]  是常常在弱室的生平當中出現的
[00:14:59.800 --> 00:15:02.480]  聖經說耶和華與祂同在
[00:15:02.480 --> 00:15:04.680]  祂就百事順利
[00:15:04.680 --> 00:15:09.680]  雖然祂再沒有一個爸爸撐腰
[00:15:09.680 --> 00:15:11.680]  祂亦都再不是主人
[00:15:11.680 --> 00:15:13.880]  祂要成為了一個奴隸
[00:15:13.880 --> 00:15:15.960]  但是很奇怪
[00:15:15.960 --> 00:15:19.240]  耶和華神卻仍然與祂同在
[00:15:19.240 --> 00:15:22.320]  以致祂所辦的事都順利
[00:15:22.320 --> 00:15:25.160]  因此弱室有一個可能剛剛進來
[00:15:25.160 --> 00:15:27.040]  做最低微的奴隸
[00:15:27.040 --> 00:15:30.040]  很快就在波提佛的家
[00:15:30.040 --> 00:15:32.080]  差不多做到管轄
[00:15:32.080 --> 00:15:34.640]  當他在想的時候也好
[00:15:34.640 --> 00:15:36.600]  跌落地也拿回炸沙
[00:15:36.600 --> 00:15:38.560]  做奴隸做到高級
[00:15:38.560 --> 00:15:41.000]  起碼也不用那麼苦
[00:15:41.000 --> 00:15:41.960]  可惜
[00:15:41.960 --> 00:15:43.800]  不知道是否天也不幫他
[00:15:43.800 --> 00:15:45.440]  好景不常
[00:15:45.440 --> 00:15:51.200]  竟然他的主人的老婆看中了他
[00:15:51.200 --> 00:15:52.320]  想勾搭他
[00:15:52.320 --> 00:15:53.400]  可能他英俊
[00:15:53.400 --> 00:15:54.880]  小鮮肉
[00:15:54.880 --> 00:15:58.160]  但是弱室很有趣
[00:15:58.160 --> 00:16:00.240]  聖經沒有記載雅各如何教兒子
[00:16:00.240 --> 00:16:02.560]  如何介紹他的信仰
[00:16:02.560 --> 00:16:03.800]  但是你要知道
[00:16:03.800 --> 00:16:05.560]  在過往的記載裡面
[00:16:05.560 --> 00:16:07.160]  神如常與他同在
[00:16:07.160 --> 00:16:08.600]  我們相信在苦難當中
[00:16:08.600 --> 00:16:09.360]  在困難當中
[00:16:09.360 --> 00:16:11.720]  再沒有父親喊救命的時候
[00:16:11.720 --> 00:16:14.000]  弱室反而懂得享受喊救命
[00:16:14.000 --> 00:16:16.520]  所以上帝時刻與他同在
[00:16:16.520 --> 00:16:18.040]  但是今時今日
[00:16:18.040 --> 00:16:21.640]  他是跟從耶和華的
[00:16:21.640 --> 00:16:24.200]  他拒絕了主母的引誘
[00:16:24.200 --> 00:16:26.600]  他是行正事的
[00:16:26.600 --> 00:16:29.320]  為什麼上帝不祝福他呢
[00:16:29.320 --> 00:16:31.560]  反而事發的時候
[00:16:31.560 --> 00:16:34.480]  就被主母惱羞成怒
[00:16:34.480 --> 00:16:35.920]  就誣告他
[00:16:35.920 --> 00:16:37.920]  誣告他侵犯自己
[00:16:37.920 --> 00:16:39.960]  結果很明顯
[00:16:39.960 --> 00:16:41.240]  信不信也好
[00:16:41.240 --> 00:16:42.520]  他是奴隸
[00:16:42.520 --> 00:16:44.760]  一定是將他下監
[00:16:44.760 --> 00:16:45.800]  你想想
[00:16:45.800 --> 00:16:47.240]  你是奴隸
[00:16:47.240 --> 00:16:48.600]  已經是慘的了
[00:16:48.600 --> 00:16:51.040]  竟然還要去坐監
[00:16:51.040 --> 00:16:52.640]  做監等
[00:16:52.640 --> 00:16:54.920]  沒有人再會屬你了
