
[00:00:00.000 --> 00:00:03.980]  但第二次會 我真係諗
[00:02:01.540 --> 00:02:04.040]  祈求天父俾我地有智慧
[00:02:04.040 --> 00:02:06.940]  唔係淨係單單俾依家既政治議題
[00:02:06.940 --> 00:02:09.140]  去蓋過晒我地一切
[00:02:09.140 --> 00:02:10.540]  而係我地要繼續既
[00:02:10.540 --> 00:02:13.540]  去爭取一個道德既議題
[00:02:13.540 --> 00:02:17.040]  究竟上帝點樣去俾我地有咁既智慧
[00:02:17.040 --> 00:02:20.340]  去回應返依家依個社會既訴求
[00:02:20.340 --> 00:02:22.440]  其實好多時候我地身在福中
[00:02:22.440 --> 00:02:23.740]  係不知福
[00:02:23.740 --> 00:02:25.740]  其實今日作為一個基督徒
[00:02:25.740 --> 00:02:28.540]  其實我地比第一世紀既基督徒
[00:02:28.540 --> 00:02:31.540]  既福份係多好多
[00:02:31.540 --> 00:02:32.640]  點解我地咁講呢?
[00:02:32.640 --> 00:02:33.640]  就係最低限度
[00:02:33.640 --> 00:02:35.940]  我地今日我地既手裏邊
[00:02:35.940 --> 00:02:39.740]  係擁有晒66卷既聖經
[00:02:39.740 --> 00:02:42.240]  縱然我地今日覺得帶住本聖經
[00:02:42.240 --> 00:02:43.440]  係好累贅
[00:02:43.440 --> 00:02:45.540]  特別帶住本聖經去飲茶
[00:02:45.540 --> 00:02:46.840]  都唔知擺係邊度
[00:02:46.840 --> 00:02:48.240]  所以變左我地寧願
[00:02:48.240 --> 00:02:49.640]  都係用smartphone
[00:02:49.640 --> 00:02:51.240]  就將聖經擺係佢邊
[00:02:51.240 --> 00:02:53.240]  去飲茶都方便啲
[00:02:53.240 --> 00:02:53.940]  但另一方面
[00:02:53.940 --> 00:02:57.040]  當我自己諗返起第一世紀既教會
[00:02:57.040 --> 00:02:59.140]  第一世紀佢地既教會
[00:02:59.140 --> 00:03:00.740]  佢地無伸入聖經
[00:03:00.740 --> 00:03:02.240]  所以昔日
[00:03:02.240 --> 00:03:04.240]  保羅寫左好多既信
[00:03:04.240 --> 00:03:06.040]  俾不同既教會
[00:03:06.040 --> 00:03:08.840]  佢曾經寫封信俾肥雅比教會
[00:03:08.840 --> 00:03:10.840]  所以聖經佢邊有卷書
[00:03:10.840 --> 00:03:12.240]  叫做肥雅比書
[00:03:12.240 --> 00:03:12.840]  大家知唔知到
[00:03:12.840 --> 00:03:14.640]  聖經佢邊有卷肥雅比書?
[00:03:14.640 --> 00:03:15.640]  知的話去同隔離講
[00:03:15.640 --> 00:03:17.740]  有卷肥雅比書
[00:03:17.740 --> 00:03:18.740]  而同樣
[00:03:18.740 --> 00:03:20.140]  保羅亦都寫封信
[00:03:20.140 --> 00:03:22.040]  俾另一間教會
[00:03:22.040 --> 00:03:23.240]  哥羅西教會
[00:03:23.240 --> 00:03:24.340]  所以聖經佢邊
[00:03:24.340 --> 00:03:26.840]  亦都有卷叫做哥羅西書
[00:03:26.840 --> 00:03:28.340]  喺中期教會
[00:03:28.340 --> 00:03:29.440]  當肥雅比教會
[00:03:29.440 --> 00:03:31.640]  佢地收到保羅一封信
[00:03:31.640 --> 00:03:33.940]  佢地覺得係好寶貴
[00:03:33.940 --> 00:03:35.040]  佢地揸住
[00:03:35.040 --> 00:03:36.140]  呢個保羅
[00:03:36.140 --> 00:03:37.140]  既一封信
[00:03:37.140 --> 00:03:38.240]  教導佢地
[00:03:38.240 --> 00:03:39.640]  就揸住呢封信
[00:03:39.640 --> 00:03:40.540]  去學習
[00:03:40.540 --> 00:03:42.240]  保羅對佢地既教導
[00:03:42.240 --> 00:03:43.640]  而同樣哥羅西
[00:03:43.640 --> 00:03:44.340]  既教會
[00:03:44.340 --> 00:03:45.240]  佢地揸住
[00:03:45.240 --> 00:03:46.340]  保羅一封信
[00:03:46.340 --> 00:03:47.340]  呢個哥羅西書
[00:03:47.340 --> 00:03:49.140]  佢同樣好珍貴
[00:03:49.140 --> 00:03:50.740]  揸住呢封信
[00:03:50.740 --> 00:03:51.640]  去學習
[00:03:51.640 --> 00:03:54.140]  保羅對佢地既教導
[00:03:54.140 --> 00:03:55.640]  但係當我地去睇返
[00:03:55.640 --> 00:03:56.940]  仔細去睇返
[00:03:56.940 --> 00:03:57.940]  肥雅比書
[00:03:57.940 --> 00:03:59.740]  同埋哥羅西書既時候
[00:03:59.740 --> 00:04:02.540]  縱然係出自同一個作者
[00:04:02.540 --> 00:04:03.840]  出自保羅
[00:04:03.840 --> 00:04:05.440]  一個好出色既神學家
[00:04:05.440 --> 00:04:06.940]  一個好出色既牧者
[00:04:06.940 --> 00:04:08.340]  一個好出色既
[00:04:08.340 --> 00:04:10.240]  一個既宣教士
[00:04:10.240 --> 00:04:11.940]  佢能夠短短既一段時間
[00:04:11.940 --> 00:04:13.340]  係佢人生既當中
[00:04:13.340 --> 00:04:14.140]  一段既時間
[00:04:14.140 --> 00:04:15.640]  建立左無數既教會
[00:04:15.640 --> 00:04:20.140]  係土耳其既西邊果邊
[00:04:20.140 --> 00:04:21.940]  但係
[00:04:21.940 --> 00:04:23.940]  如果睇返呢兩本書
[00:04:23.940 --> 00:04:25.440]  既神觀
[00:04:25.440 --> 00:04:27.340]  係好唔同
[00:04:27.340 --> 00:04:28.840]  如果我地淨係單一
[00:04:28.840 --> 00:04:30.340]  去睇肥雅比書
[00:04:30.340 --> 00:04:30.940]  我地睇到
[00:04:30.940 --> 00:04:32.040]  保羅對當時
[00:04:32.040 --> 00:04:33.640]  肥雅比教會教導
[00:04:33.640 --> 00:04:34.640]  佢話知唔知
[00:04:34.640 --> 00:04:36.240]  我地所信既耶穌
[00:04:36.240 --> 00:04:38.740]  佢不與神同等為強奪
[00:04:38.740 --> 00:04:40.640]  佢反倒虛己
[00:04:40.640 --> 00:04:42.040]  佢來到一個世界
[00:04:42.040 --> 00:04:43.240]  成為一個人
[00:04:43.240 --> 00:04:44.840]  甚至成為一個罪人
[00:04:44.840 --> 00:04:47.640]  為世人來釘係十字架
[00:04:47.640 --> 00:04:50.940]  我地睇到肥雅比書既耶穌
[00:04:50.940 --> 00:04:52.640]  呢個我地所信既神
[00:04:52.640 --> 00:04:54.140]  係一位好謙卑
[00:04:54.140 --> 00:04:55.740]  甚至謙卑到一個地步
[00:04:55.740 --> 00:04:58.040]  同神既平等既地位
[00:04:58.040 --> 00:04:59.340]  佢都可以放低
[00:04:59.340 --> 00:05:00.840]  佢成為一個罪人
[00:05:00.840 --> 00:05:02.440]  係為咗世人既罪
[00:05:02.440 --> 00:05:03.740]  佢走上十字架
[00:05:03.740 --> 00:05:05.740]  我地睇到一個好謙卑
[00:05:05.740 --> 00:05:06.840]  一個神
[00:05:06.840 --> 00:05:08.540]  但去到江河西書既時候
[00:05:08.540 --> 00:05:09.640]  我地發覺
[00:05:09.640 --> 00:05:11.640]  保羅對江河西既教會講
[00:05:11.640 --> 00:05:13.240]  佢話我地所信既神
[00:05:13.240 --> 00:05:15.840]  係超乎萬有之上既神
[00:05:15.840 --> 00:05:17.840]  係一個好高地位既神
[00:05:17.840 --> 00:05:19.640]  係一個萬有之上
[00:05:19.640 --> 00:05:22.040]  再之上既萬神之神
[00:05:22.040 --> 00:05:23.140]  萬主之主
[00:05:23.140 --> 00:05:25.340]  佢係統管世界既一個上帝
[00:05:25.340 --> 00:05:28.140]  佢係絕對有主權既上帝
[00:05:28.140 --> 00:05:30.640]  如果今日我地睇到肥雅比既信徒
[00:05:30.640 --> 00:05:32.840]  如果佢見到江河西既信徒
[00:05:32.840 --> 00:05:34.240]  佢地一定會嗌交
[00:05:34.240 --> 00:05:36.640]  因為佢地所面對既神觀
[00:05:36.640 --> 00:05:39.640]  係南轅北轍
[00:05:39.640 --> 00:05:41.440]  不過我地感謝主
[00:05:41.440 --> 00:05:43.640]  今日我地有肥雅比書
[00:05:43.640 --> 00:05:45.040]  亦都有咩?
[00:05:45.040 --> 00:05:46.640]  江河西書
[00:05:46.640 --> 00:05:48.840]  所以今日你同我既福分就係
[00:05:48.840 --> 00:05:51.340]  我地睇到原來我地既神觀
[00:05:51.340 --> 00:05:52.240]  我地既神
[00:05:52.240 --> 00:05:54.140]  係可以大到一個地步
[00:05:54.140 --> 00:05:55.740]  今日你同我
[00:05:55.740 --> 00:05:58.340]  都冇辦法完全可以了解
[00:05:58.340 --> 00:05:59.840]  大家明唔明我既事?
[00:05:59.840 --> 00:06:01.040]  如果你話唔係
[00:06:01.040 --> 00:06:02.440]  我都了解晒
[00:06:02.440 --> 00:06:03.740]  如果今日夠膽咁講
[00:06:03.740 --> 00:06:05.540]  你已經係神
[00:06:05.540 --> 00:06:07.040]  因為今日我地冇辦法
[00:06:07.040 --> 00:06:10.040]  淨係單單靠六十六卷書
[00:06:10.040 --> 00:06:11.240]  我要講得好小心
[00:06:11.240 --> 00:06:13.640]  淨係單單靠六十六卷書
[00:06:13.640 --> 00:06:16.140]  都能夠完全明白晒我地既上帝
[00:06:16.140 --> 00:06:17.540]  都冇可能
[00:06:17.540 --> 00:06:19.840]  不過今日我地好有福分
[00:06:19.840 --> 00:06:21.640]  我地能夠係肥雅比書
[00:06:21.640 --> 00:06:23.440]  睇到一個好謙卑既上帝
[00:06:23.440 --> 00:06:24.540]  好謙卑既神
[00:06:24.540 --> 00:06:26.140]  同樣可以睇到江河西書
[00:06:26.140 --> 00:06:27.840]  睇到一個萬有之上
[00:06:27.840 --> 00:06:28.940]  萬王之王
[00:06:28.940 --> 00:06:30.840]  一切都係呢個神既
[00:06:30.840 --> 00:06:33.540]  掌權既一個上帝
[00:06:33.540 --> 00:06:34.840]  弟兄姊妹
[00:06:34.840 --> 00:06:36.440]  原來我地既神
[00:06:36.440 --> 00:06:39.440]  係可以好唔同既情況底下
[00:06:39.440 --> 00:06:42.140]  去對佢有不同既了解
[00:06:42.140 --> 00:06:42.940]  同樣今日
[00:06:42.940 --> 00:06:45.240]  當我地望住今日既香港
[00:06:45.240 --> 00:06:46.440]  一樣既
[00:06:46.440 --> 00:06:48.340]  好多時我地抓住
[00:06:48.340 --> 00:06:50.040]  聖經某啲既經文
[00:06:50.040 --> 00:06:51.940]  就話今日我地做信徒
[00:06:51.940 --> 00:06:54.240]  一定要做一二三四五
[00:06:54.240 --> 00:06:55.840]  但同樣我地可以抓住
[00:06:55.840 --> 00:06:56.940]  其他既經文
[00:06:56.940 --> 00:06:58.240]  我地同樣可以講
[00:06:58.240 --> 00:07:00.640]  我地一定要做六七八九十
[00:07:00.640 --> 00:07:02.440]  我地可能好唔同既野
[00:07:02.440 --> 00:07:03.940]  但係原來今日
[00:07:03.940 --> 00:07:05.540]  聖經比我地睇到
[00:07:05.540 --> 00:07:08.240]  上帝可能係要我地做晒
[00:07:08.240 --> 00:07:09.840]  由一去到做到咩
[00:07:09.840 --> 00:07:11.640]  做到十
[00:07:11.640 --> 00:07:13.140]  我地可以好唔同
[00:07:13.140 --> 00:07:14.840]  但係上帝卻叫我地
[00:07:14.840 --> 00:07:16.740]  彼此既接納
[00:07:16.740 --> 00:07:18.540]  彼此既欣賞
[00:07:18.540 --> 00:07:20.540]  彼此既去睇到
[00:07:20.540 --> 00:07:22.940]  別人係比自己強
[00:07:22.940 --> 00:07:23.840]  但係好可惜
[00:07:23.840 --> 00:07:24.740]  今日既香港
[00:07:24.740 --> 00:07:26.140]  我地發覺
[00:07:26.140 --> 00:07:27.040]  差唔多
[00:07:27.040 --> 00:07:28.740]  你唔聽我話
[00:07:28.740 --> 00:07:30.240]  就係你錯
[00:07:30.240 --> 00:07:32.240]  一個咁既光景
[00:07:32.240 --> 00:07:33.840]  但我唔係話邊個啱邊個錯
[00:07:33.840 --> 00:07:35.840]  我今日都唔敢講一樣野
[00:07:35.840 --> 00:07:37.340]  究竟
[00:07:37.340 --> 00:07:38.940]  邊個講啲野係啱呢
[00:07:38.940 --> 00:07:41.340]  就算昨日香港家書
[00:07:41.340 --> 00:07:43.140]  昨日香港家書
[00:07:43.140 --> 00:07:44.640]  一個陳詠麗嘅
[00:07:44.640 --> 00:07:46.040]  一個嘅
[00:07:46.040 --> 00:07:47.940]  法律系嘅一個人
[00:07:47.940 --> 00:07:50.140]  佢講完一番說話之後
[00:07:50.140 --> 00:07:51.840]  仍然係Facebook裏邊
[00:07:51.840 --> 00:07:53.640]  仍然係WhatsApp chat裏邊
[00:07:53.640 --> 00:07:54.940]  好多人都話佢
[00:07:54.940 --> 00:07:56.740]  佢都唔明白香港
[00:07:56.740 --> 00:07:57.940]  佢都老既差唔多
[00:07:57.940 --> 00:07:59.340]  講到咁樣
[00:07:59.340 --> 00:08:01.140]  佢有冇明白啲學生
[00:08:01.140 --> 00:08:03.140]  啲學生好慘
[00:08:03.140 --> 00:08:04.040]  第一次會
[00:08:04.040 --> 00:08:05.940]  原來講任何野
[00:08:05.940 --> 00:08:07.740]  都可能有另一個聲音
[00:08:07.740 --> 00:08:09.040]  你都去回應
[00:08:09.040 --> 00:08:10.440]  第一次會
[00:08:10.440 --> 00:08:11.340]  但係今日
[00:08:11.340 --> 00:08:13.540]  點解我哋唔可以並存呢
[00:08:13.540 --> 00:08:14.740]  今日點解我哋唔可以
[00:08:14.740 --> 00:08:16.540]  彼此去欣賞呢
[00:08:16.540 --> 00:08:17.840]  真正嘅合一
[00:08:17.840 --> 00:08:20.240]  並唔係統一
[00:08:20.240 --> 00:08:21.340]  真正嘅合一
[00:08:21.340 --> 00:08:22.840]  就係要睇返上帝
[00:08:22.840 --> 00:08:24.640]  俾我哋一個好大嘅
[00:08:24.640 --> 00:08:25.940]  一個教導
[00:08:25.940 --> 00:08:27.640]  就係我哋要求同
[00:08:27.640 --> 00:08:29.440]  存異
[00:08:29.440 --> 00:08:30.940]  我哋好多人係同嘅
[00:08:30.940 --> 00:08:32.740]  今日我相信我哋全香港人
[00:08:32.740 --> 00:08:33.940]  個個都想香港好嘅
[00:08:33.940 --> 00:08:35.240]  啱唔啱
[00:08:35.240 --> 00:08:36.940]  大家想唔想香港好
[00:08:36.940 --> 00:08:38.140]  大家想唔想移民
[00:08:38.140 --> 00:08:38.740]  想
[00:08:38.740 --> 00:08:41.240]  我哋都想移民
[00:08:41.240 --> 00:08:42.040]  第一次會
[00:08:42.040 --> 00:08:42.840]  我哋想唔想香港好
[00:08:42.840 --> 00:08:43.940]  想
[00:08:43.940 --> 00:08:44.940]  我哋想唔想香港
[00:08:44.940 --> 00:08:45.540]  行出去
[00:08:45.540 --> 00:08:46.440]  仍然都係
[00:08:46.440 --> 00:08:48.640]  可以好暢通無阻
[00:08:48.640 --> 00:08:50.540]  我想 梗係想
[00:08:50.540 --> 00:08:51.740]  但係去到一個地步
[00:08:51.740 --> 00:08:53.440]  點解我哋唔能夠
[00:08:53.440 --> 00:08:54.740]  喺個過程裏邊
[00:08:54.740 --> 00:08:55.640]  我哋可以
[00:08:55.640 --> 00:08:56.640]  去到一個地步
[00:08:56.640 --> 00:08:58.940]  彼此嘅欣賞
[00:08:58.940 --> 00:09:00.940]  點解我講依返個背景
[00:09:00.940 --> 00:09:03.340]  就當我自己今次係土耳其嘅時候
[00:09:03.340 --> 00:09:04.540]  我哋睇到原來
[00:09:04.540 --> 00:09:06.340]  喺土耳其同樣面對緊
[00:09:06.340 --> 00:09:08.940]  類似嘅一種嘅情景
[00:09:08.940 --> 00:09:10.240]  同樣有富裕的人
[00:09:10.240 --> 00:09:11.840]  佢哋會覺得土耳其人
[00:09:11.840 --> 00:09:13.740]  土耳其國家唔明白佢哋
[00:09:13.740 --> 00:09:15.640]  佢哋點解唔救佢哋
[00:09:15.640 --> 00:09:17.440]  以至到佢哋亦都係帶出咗
[00:09:17.440 --> 00:09:18.740]  好多嘅反抗
[00:09:18.740 --> 00:09:20.040]  好多嘅示威
[00:09:20.040 --> 00:09:20.840]  所以我去之前
[00:09:20.840 --> 00:09:21.540]  我都好驚
[00:09:21.540 --> 00:09:22.440]  我真係好驚
[00:09:22.440 --> 00:09:23.340]  我話容不易
[00:09:23.340 --> 00:09:23.940]  嘩 容不易
[00:09:23.940 --> 00:09:24.740]  即係去到嗰邊
[00:09:24.740 --> 00:09:26.040]  畀人捉咗去
[00:09:26.040 --> 00:09:27.540]  見到喺電視台見到我
[00:09:27.540 --> 00:09:28.140]  你再唔
[00:09:28.140 --> 00:09:29.140]  再唔畀錢
[00:09:29.140 --> 00:09:30.740]  再唔畀佢就鋸我頭
[00:09:30.740 --> 00:09:31.940]  我都驚
[00:09:31.940 --> 00:09:34.540]  嗰啲文宣教士話你驚唔驚嗰啲人
[00:09:34.540 --> 00:09:35.340]  佢話唔驚
[00:09:35.340 --> 00:09:36.140]  佢咁講唔驚
[00:09:36.140 --> 00:09:38.540]  不過見到佢哋之後就唔知驚唔驚
[00:09:38.540 --> 00:09:39.740]  未見嗰時話唔驚
[00:09:39.740 --> 00:09:41.940]  見到佢之後驚唔驚唔知
[00:09:41.940 --> 00:09:43.140]  真係驚
[00:09:43.140 --> 00:09:44.040]  但另一方面
[00:09:44.040 --> 00:09:47.540]  當我自己喺嗰個層面去反思嘅時候
[00:09:47.540 --> 00:09:48.340]  我就諗
[00:09:48.340 --> 00:09:50.140]  究竟今日上帝
[00:09:50.140 --> 00:09:52.240]  畀我哋面對咁多嘅矛盾
[00:09:52.240 --> 00:09:53.840]  面對咁多嘅挑戰
[00:09:53.840 --> 00:09:57.440]  究竟上帝要我哋去點樣去睇返
[00:09:57.440 --> 00:09:59.640]  今日我哋活喺呢個世代嗰邊
[00:09:59.640 --> 00:10:02.540]  點樣去為主作光作熱
[00:10:02.540 --> 00:10:05.140]  我今日嘗試用楊拿書第二章
[00:10:05.140 --> 00:10:07.440]  同大家去睇返呢個訊息
[00:10:07.440 --> 00:10:08.740]  今日我嘅題目就係
[00:10:08.740 --> 00:10:10.140]  人之將死
[00:10:10.140 --> 00:10:12.140]  其言也善
[00:10:12.140 --> 00:10:13.040]  大家都知道
[00:10:13.040 --> 00:10:14.840]  我耐唔耐都會call下啲
[00:10:14.840 --> 00:10:16.640]  中國嘅一啲嘅嘢
[00:10:16.640 --> 00:10:18.840]  因為我好鍾意中國啲嘅智慧
[00:10:18.840 --> 00:10:21.740]  雖然而家中國啲智慧都未必有人欣賞
[00:10:21.740 --> 00:10:22.940]  我哋成日都話
[00:10:22.940 --> 00:10:26.440]  家有一老就如有一寶
[00:10:26.440 --> 00:10:28.440]  不聽老人言就吃虧
[00:10:28.440 --> 00:10:31.340]  但係一個老人講完之後
[00:10:31.340 --> 00:10:33.040]  第二日一個十八歲嘅人
[00:10:33.040 --> 00:10:33.840]  你唔好同我講
[00:10:33.840 --> 00:10:35.640]  你返去同CY講
[00:10:35.640 --> 00:10:36.940]  已經冇人聽
[00:10:36.940 --> 00:10:38.540]  已經冇人再聽老人家講嘢
[00:10:38.540 --> 00:10:40.040]  所以我今日一個老人家講嘢
[00:10:40.040 --> 00:10:41.340]  你唔聽ok嘅
[00:10:41.340 --> 00:10:42.140]  你同隔壁講ok嘅
[00:10:42.140 --> 00:10:43.440]  你唔聽我講嘢
[00:10:43.440 --> 00:10:44.940]  絕對ok
[00:10:44.940 --> 00:10:46.640]  但係我自己就咁
[00:10:46.640 --> 00:10:48.340]  若拿
[00:10:48.340 --> 00:10:49.540]  第一章嘅若拿
[00:10:49.540 --> 00:10:51.840]  我哋睇到佢好勇敢
[00:10:51.840 --> 00:10:53.840]  佢唔怕死
[00:10:53.840 --> 00:10:56.240]  佢喺一個不信服當中
[00:10:56.240 --> 00:10:57.540]  佢有信服
[00:10:57.540 --> 00:10:59.340]  上帝叫佢去寧寧未成
[00:10:59.340 --> 00:11:00.340]  佢真係起嚟
[00:11:00.340 --> 00:11:01.340]  真係去
[00:11:01.340 --> 00:11:02.840]  不過佢要撻屍
[00:11:02.840 --> 00:11:05.740]  我哋話佢喺一個不信服當中
[00:11:05.740 --> 00:11:07.440]  佢有信服
[00:11:07.440 --> 00:11:09.440]  但同樣佢喺信服嗰邊
[00:11:09.440 --> 00:11:10.540]  有仇恨
[00:11:10.540 --> 00:11:11.840]  有憤怒
[00:11:11.840 --> 00:11:14.140]  佢終於去咗寧寧未成
[00:11:14.140 --> 00:11:16.440]  但係佢就算見到
[00:11:16.440 --> 00:11:17.740]  成個寧寧未成
[00:11:17.740 --> 00:11:18.740]  信誓耶穌
[00:11:18.740 --> 00:11:20.640]  我以後會繼續講詳細啲
[00:11:20.640 --> 00:11:21.540]  但係佢心裏邊
[00:11:21.540 --> 00:11:22.740]  搞錯
[00:11:22.740 --> 00:11:25.040]  點解佢哋會信誓耶穌
[00:11:25.040 --> 00:11:27.240]  佢心裏邊仍然有好多嘅仇恨
[00:11:27.240 --> 00:11:28.340]  好多嘅憤怒
[00:11:28.340 --> 00:11:29.440]  因為寧寧未成
[00:11:29.440 --> 00:11:30.540]  曾經同以色列民
[00:11:30.540 --> 00:11:32.640]  有好多嘅衝突
[00:11:32.640 --> 00:11:34.140]  同樣我哋睇到
[00:11:34.140 --> 00:11:36.240]  原來人去到盡頭
[00:11:36.240 --> 00:11:38.240]  就神嘅開始
[00:11:38.240 --> 00:11:39.840]  所以我哋成日都覺得
[00:11:39.840 --> 00:11:42.240]  原來喺人去到盡頭嘅時候
[00:11:42.240 --> 00:11:44.040]  當佢真係無助嘅時候
[00:11:44.040 --> 00:11:46.240]  我哋就會臨危
[00:11:46.240 --> 00:11:48.040]  就抱神腳
[00:11:48.040 --> 00:11:50.240]  呢個係好自然一個趨勢
[00:11:50.240 --> 00:11:51.340]  我哋睇到昔日
[00:11:51.340 --> 00:11:53.240]  喺第一章嗰邊嗰班水手
[00:11:53.240 --> 00:11:55.440]  當佢哋面對大風大浪嘅時候
[00:11:55.440 --> 00:11:57.240]  我哋會見到若娜好勇敢
[00:11:57.240 --> 00:12:00.840]  佢仍然喺船艙嘅底部瞓覺
[00:12:00.840 --> 00:12:03.540]  當一班人個個求告自己嘅上帝嘅時候
[00:12:03.540 --> 00:12:04.740]  求告自己嘅神嘅時候
[00:12:04.740 --> 00:12:06.040]  而若娜喺度瞓覺
[00:12:06.040 --> 00:12:08.540]  就算呢班水手叫醒若娜
[00:12:08.540 --> 00:12:10.440]  若娜求告你嘅神
[00:12:10.440 --> 00:12:11.040]  佢都無求告
[00:12:11.040 --> 00:12:11.740]  佢都無祈禱
[00:12:11.740 --> 00:12:13.340]  佢就掟落海
[00:12:13.340 --> 00:12:14.240]  佢好勇敢
[00:12:14.240 --> 00:12:16.040]  佢死就死吧
[00:12:16.040 --> 00:12:17.240]  無所謂
[00:12:17.240 --> 00:12:18.740]  賜死如歸
[00:12:18.740 --> 00:12:20.840]  一個好勇敢嘅若娜
[00:12:20.840 --> 00:12:22.640]  但係咪佢真係咁勇敢
[00:12:22.640 --> 00:12:24.540]  當我哋去睇返第二章嘅時候
[00:12:24.540 --> 00:12:25.940]  佢咪真係咁勇敢
[00:12:25.940 --> 00:12:27.040]  但係第一章嗰邊
[00:12:27.040 --> 00:12:28.640]  俾我發覺
[00:12:28.640 --> 00:12:30.840]  有三樣嘢我哋一定要記住第一章
[00:12:30.840 --> 00:12:32.940]  就算你忘記哂我三篇嘅講道
[00:12:32.940 --> 00:12:35.640]  就算你冇時間聽返我過去嘅講道
[00:12:35.640 --> 00:12:37.140]  你記得今日呢三點
[00:12:37.140 --> 00:12:38.640]  係第一章有三樣嘢
[00:12:38.640 --> 00:12:40.140]  我哋要好清晰
[00:12:40.140 --> 00:12:41.340]  記得呢三樣嘢
[00:12:41.340 --> 00:12:42.140]  第一
[00:12:42.140 --> 00:12:46.340]  原來呢個世界係冇人可以躲避耶和華嘅
[00:12:46.340 --> 00:12:47.840]  冇人可以躲避佢個面
[00:12:47.840 --> 00:12:49.640]  所以大家如果得閒去吓土耳其
[00:12:49.640 --> 00:12:51.140]  就望吓個耶穌隻眼
[00:12:51.140 --> 00:12:52.340]  佢真係望住你
[00:12:52.340 --> 00:12:54.540]  我真係周圍都望到佢望住我
[00:12:54.540 --> 00:12:55.640]  我幾驚
[00:12:55.640 --> 00:12:58.140]  原來冇人躲避到耶和華嘅面
[00:12:58.140 --> 00:12:58.940]  若拿
[00:12:58.940 --> 00:13:01.440]  佢好想躲避耶和華嘅面
[00:13:01.440 --> 00:13:02.640]  但佢躲避唔到
[00:13:02.640 --> 00:13:03.740]  第二
[00:13:03.740 --> 00:13:06.040]  喺神所創造嘅萬物當中
[00:13:06.040 --> 00:13:07.540]  原來最活逆
[00:13:07.540 --> 00:13:09.340]  同埋最不信服嘅
[00:13:09.340 --> 00:13:11.440]  原來係人嚟嘅
[00:13:11.440 --> 00:13:14.040]  人心嘅險惡
[00:13:14.040 --> 00:13:18.140]  人心比萬物都奸詐
[00:13:18.140 --> 00:13:21.140]  原來人心係好多嘅奸搞嘅
[00:13:21.140 --> 00:13:22.340]  今日邊有人講嘢
[00:13:22.340 --> 00:13:23.040]  我哋即刻諗
[00:13:23.040 --> 00:13:24.540]  佢背後唔知諗乜嘢嘅
