
[00:00:00.000 --> 00:00:03.220]  今日想用大約三十分鐘的時間
[00:05:14.000 --> 00:05:17.000]  現在來到我們第二章十二節,
[00:05:17.000 --> 00:05:19.000]  第二章十二節,
[00:05:19.000 --> 00:05:21.000]  保羅就開始說,
[00:05:21.000 --> 00:05:23.000]  我選擇了,
[00:05:23.000 --> 00:05:25.000]  耶穌選擇了,
[00:05:25.000 --> 00:05:27.000]  現在輪到你們選擇了,
[00:05:27.000 --> 00:05:29.000]  所以你見到他開頭那四個字,
[00:05:29.000 --> 00:05:31.000]  我們中文翻譯,
[00:05:31.000 --> 00:05:32.000]  這樣看來,
[00:05:32.000 --> 00:05:35.000]  是從上面講的上文承接下來的,
[00:05:35.000 --> 00:05:37.000]  既然是這樣看法,
[00:05:37.000 --> 00:05:39.000]  那就跟他說信服,
[00:05:39.000 --> 00:05:43.000]  因為上面講的是,耶穌基督全心信服,
[00:05:43.000 --> 00:05:44.000]  而至於死,
[00:05:44.000 --> 00:05:46.000]  且死在十字架上,
[00:05:46.000 --> 00:05:48.000]  現在他就說,
[00:05:48.000 --> 00:05:49.000]  這樣看來,
[00:05:49.000 --> 00:05:51.000]  耶穌做了一個榜樣,
[00:05:51.000 --> 00:05:53.000]  你們也要信服,
[00:05:53.000 --> 00:05:55.000]  在這個時候,
[00:05:55.000 --> 00:05:57.000]  想要請大家回答清楚他這幾句話,
[00:05:57.000 --> 00:06:00.000]  看看他說的話合不合理,
[00:06:00.000 --> 00:06:02.000]  照看好像沒什麼,
[00:06:02.000 --> 00:06:03.000]  你們既是常信服的,
[00:06:03.000 --> 00:06:05.000]  不但我在你們那裡,
[00:06:05.000 --> 00:06:06.000]  就算我如今不在你們那裡,
[00:06:06.000 --> 00:06:08.000]  你們更是信服的,
[00:06:08.000 --> 00:06:10.000]  但回答清楚,
[00:06:10.000 --> 00:06:11.000]  想清楚,
[00:06:11.000 --> 00:06:12.000]  意思是怎樣呢?
[00:06:12.000 --> 00:06:14.000]  就是說我在這裡的時候,
[00:06:14.000 --> 00:06:15.000]  你們裝模作樣,
[00:06:15.000 --> 00:06:16.000]  裝得乖乖的,
[00:06:16.000 --> 00:06:18.000]  不過我不在的時候,
[00:06:18.000 --> 00:06:19.000]  你們還不乖,
[00:06:19.000 --> 00:06:21.000]  你們做過父母的,
[00:06:21.000 --> 00:06:23.000]  有沒有覺得夠不夠膽跟子女說?
[00:06:23.000 --> 00:06:25.000]  我在這裡的時候,
[00:06:25.000 --> 00:06:26.000]  你們就一定是,
[00:06:26.000 --> 00:06:28.000]  壓到你整天裝,
[00:06:28.000 --> 00:06:30.000]  假裝做功課,
[00:06:30.000 --> 00:06:31.000]  又不開電視,
[00:06:31.000 --> 00:06:33.000]  又不打機,
[00:06:33.000 --> 00:06:35.000]  爸媽今晚不回來了,
[00:06:35.000 --> 00:06:36.000]  今晚晚點吃飯,
[00:06:36.000 --> 00:06:38.000]  晚點吃飯回來的時候,
[00:06:38.000 --> 00:06:40.000]  我相信今晚你們一定更乖,
[00:06:40.000 --> 00:06:42.000]  你們做父母真是,
[00:06:42.000 --> 00:06:44.000]  如果我有這樣的父母就很好,
[00:06:44.000 --> 00:06:46.000]  相當之鼓勵,
[00:06:46.000 --> 00:06:50.000]  可能我真心熬一晚都不打機,
[00:06:50.000 --> 00:06:52.000]  等你回來見到我是這樣,
[00:06:52.000 --> 00:06:53.000]  原來你真的更乖,
[00:06:53.000 --> 00:06:55.000]  我覺得保羅是這個意思,
[00:06:55.000 --> 00:06:57.000]  保羅就是說,
[00:06:57.000 --> 00:06:59.000]  我是創會牧師,
[00:06:59.000 --> 00:07:02.000]  我在這裡的時候,
[00:07:02.000 --> 00:07:03.000]  你們乖,
[00:07:03.000 --> 00:07:04.000]  你們聽話,
[00:07:04.000 --> 00:07:06.000]  合理,
[00:07:06.000 --> 00:07:07.000]  正常,
[00:07:07.000 --> 00:07:09.000]  你們都不覺得有什麼怪,
[00:07:09.000 --> 00:07:11.000]  不過現在我不在了,
[00:07:11.000 --> 00:07:13.000]  我不在的時候,
[00:07:13.000 --> 00:07:14.000]  我正在坐牢,
[00:07:14.000 --> 00:07:16.000]  保羅就說,
[00:07:16.000 --> 00:07:18.000]  反而我覺得我有一個信心,
[00:07:18.000 --> 00:07:22.000]  你們這班人會更加順服,
[00:07:22.000 --> 00:07:23.000]  他不是說一樣順服,
[00:07:23.000 --> 00:07:25.000]  更是順服的,
[00:07:25.000 --> 00:07:29.000]  留意下面幾個字,
[00:07:29.000 --> 00:07:31.000]  為什麼保羅說這些話呢?
[00:07:31.000 --> 00:07:34.000]  因為他說,你們恐懼戰經,
[00:07:34.000 --> 00:07:38.000]  造成你們得救的功夫,
[00:07:38.000 --> 00:07:41.000]  保羅之所以能夠說這節經文,
[00:07:41.000 --> 00:07:43.000]  就是因為他說,
[00:07:43.000 --> 00:07:45.000]  你們的順服,
[00:07:45.000 --> 00:07:47.000]  我很深信,
[00:07:47.000 --> 00:07:50.000]  不是因為人的緣故,
[00:07:50.000 --> 00:07:52.000]  不是因為我是牧師,
[00:07:52.000 --> 00:07:56.000]  也不是因為我是創會的牧師或者使徒,
[00:07:56.000 --> 00:07:58.000]  你們的順服,
[00:07:58.000 --> 00:08:01.000]  是因為一位,
[00:08:01.000 --> 00:08:03.000]  那一位你對他的態度是怎樣呢?
[00:08:03.000 --> 00:08:06.000]  就是要恐懼戰經,
[00:08:06.000 --> 00:08:10.000]  聽起來好像基督教一般般,
[00:08:10.000 --> 00:08:11.000]  對神恐懼戰經,
[00:08:11.000 --> 00:08:13.000]  但他的意思不是這樣,
[00:08:13.000 --> 00:08:14.000]  而且保羅留意,
[00:08:14.000 --> 00:08:15.000]  第一章開始,
[00:08:15.000 --> 00:08:16.000]  他不停地說,
[00:08:16.000 --> 00:08:17.000]  你們不用怕別人威嚇,
[00:08:17.000 --> 00:08:18.000]  放膽傳道,
[00:08:18.000 --> 00:08:19.000]  勇敢,
[00:08:19.000 --> 00:08:20.000]  所以來到第二章,
[00:08:20.000 --> 00:08:22.000]  他不會突然轉態,
[00:08:22.000 --> 00:08:24.000]  說不如你們要害怕,
[00:08:24.000 --> 00:08:26.000]  不是的,
[00:08:26.000 --> 00:08:29.000]  要明白或者回答清楚他的意思,
[00:08:29.000 --> 00:08:31.000]  恐懼戰經這幾個字,
[00:08:31.000 --> 00:08:34.000]  我們翻開崇拜的人應該明白的,
[00:08:34.000 --> 00:08:37.000]  很多教會我不知道你們有沒有使用,
[00:08:37.000 --> 00:08:39.000]  崇拜開始的時候就是播音樂,
[00:08:39.000 --> 00:08:42.000]  然後主在聖殿中,
[00:08:42.000 --> 00:08:48.000]  萬民應當肅靜靜默,
[00:08:48.000 --> 00:08:51.000]  肅靜靜默就是害怕,
[00:08:51.000 --> 00:08:53.000]  用個字就是害怕,
[00:08:53.000 --> 00:08:56.000]  即是恐懼戰經,
[00:08:56.000 --> 00:08:57.000]  所以保羅在這裏,
[00:08:57.000 --> 00:08:58.000]  簡簡單單一節,
[00:08:58.000 --> 00:09:03.000]  他好像將兩道門放在菲律賓人面前,
[00:09:03.000 --> 00:09:07.000]  一道門就是人在就乖,
[00:09:07.000 --> 00:09:09.000]  這是人的門,
[00:09:09.000 --> 00:09:12.000]  另一道門就是人不在,
[00:09:12.000 --> 00:09:17.000]  不過在主面前的態度就是恐懼戰經,
[00:09:17.000 --> 00:09:19.000]  所以保羅勇敢說,
[00:09:19.000 --> 00:09:21.000]  我相信你們已經成熟,
[00:09:21.000 --> 00:09:25.000]  你們不是因為我的緣故做了一間好的教會,
[00:09:25.000 --> 00:09:27.000]  你們是因為主的緣故,
[00:09:27.000 --> 00:09:28.000]  你所抱的態度,
[00:09:28.000 --> 00:09:30.000]  就好像崇拜的時候,
[00:09:30.000 --> 00:09:33.000]  或者好像現在在家崇拜,
[00:09:33.000 --> 00:09:34.000]  沒有人看見你,
[00:09:34.000 --> 00:09:36.000]  但如果你真正向主的時候,
[00:09:36.000 --> 00:09:37.000]  崇拜的時候,
[00:09:37.000 --> 00:09:38.000]  你不會去舀雪糕,
[00:09:38.000 --> 00:09:40.000]  不會去煲咖啡,
[00:09:40.000 --> 00:09:42.000]  你仍然好像存在恐懼戰經,
[00:09:42.000 --> 00:09:43.000]  不是說你害怕,
[00:09:43.000 --> 00:09:47.000]  可能你還穿著很舒服的衣服,
[00:09:47.000 --> 00:09:48.000]  不一定很害怕,
[00:09:48.000 --> 00:09:50.000]  但保羅不是說害怕,
[00:09:50.000 --> 00:09:53.000]  態度就是彷彿在上帝面前,
[00:09:53.000 --> 00:09:57.000]  祭司伏事一樣的恐懼戰經,
[00:09:57.000 --> 00:09:59.000]  保羅就說,
[00:09:59.000 --> 00:10:01.000]  我相信你們是這樣,
[00:10:01.000 --> 00:10:03.000]  繼續看下去,
[00:10:03.000 --> 00:10:05.000]  為什麼你們向上帝,
[00:10:05.000 --> 00:10:07.000]  向耶穌負責是這麼重要,
[00:10:07.000 --> 00:10:09.000]  因為你們立志行事,
[00:10:09.000 --> 00:10:12.000]  都是神在你們心裡運行的,
[00:10:12.000 --> 00:10:16.000]  為了要成就祂的美意,
[00:10:16.000 --> 00:10:18.000]  你們可能說,
[00:10:18.000 --> 00:10:21.000]  你好像漏了一個,
[00:10:21.000 --> 00:10:24.000]  他剛才不是有一句說話,
[00:10:24.000 --> 00:10:25.000]  很難解釋的,
[00:10:25.000 --> 00:10:31.000]  恐懼戰經造成你們得救的功夫,
[00:10:31.000 --> 00:10:33.000]  因為我想給大家看一下,
[00:10:33.000 --> 00:10:35.000]  立志行事,
[00:10:35.000 --> 00:10:38.000]  都是神在你們心裡運行的,
[00:10:38.000 --> 00:10:40.000]  要成就祂的美意,
[00:10:40.000 --> 00:10:45.000]  就是上帝原來擺在教會當中的思念,
[00:10:45.000 --> 00:10:48.000]  傳福音,是上帝擺在那裡的,
[00:10:48.000 --> 00:10:50.000]  是主耶穌給我們的,
[00:10:50.000 --> 00:10:51.000]  是祂的大使命,
[00:10:51.000 --> 00:10:52.000]  祂既然擺在那裡,
[00:10:52.000 --> 00:10:55.000]  祂要幫我們完成,
[00:10:55.000 --> 00:10:56.000]  幫我們完成,
[00:10:56.000 --> 00:10:58.000]  保羅說的是什麼話呢?
[00:10:58.000 --> 00:11:03.000]  就是造成你們得救的功夫,
[00:11:03.000 --> 00:11:04.000]  祂不是幫我們完成,
[00:11:04.000 --> 00:11:07.000]  所有天下所有人都相信耶穌,
[00:11:07.000 --> 00:11:08.000]  不是,
[00:11:08.000 --> 00:11:10.000]  祂幫我們信主的人,
[00:11:10.000 --> 00:11:14.000]  造成我們做到祂所託付我們的事,
[00:11:14.000 --> 00:11:15.000]  祂所教託我們,
[00:11:15.000 --> 00:11:16.000]  祂必然保守,
[00:11:16.000 --> 00:11:19.000]  讓我們可以完成,
[00:11:19.000 --> 00:11:21.000]  所以不是說我們基督教,
[00:11:21.000 --> 00:11:22.000]  保羅教的異端,
[00:11:22.000 --> 00:11:24.000]  叫人自己救自己,
[00:11:24.000 --> 00:11:25.000]  不是這個意思,
[00:11:25.000 --> 00:11:26.000]  當保羅在這裡,
[00:11:26.000 --> 00:11:28.000]  特別是在菲律賓使用,
[00:11:28.000 --> 00:11:30.000]  造成你們得救的功夫的時候,
[00:11:30.000 --> 00:11:31.000]  你要留心一件事,
[00:11:31.000 --> 00:11:32.000]  就是怎樣呢?
[00:11:32.000 --> 00:11:34.000]  因為他在第一章,
[00:11:34.000 --> 00:11:36.000]  他曾經用過一句話,
[00:11:36.000 --> 00:11:38.000]  第一章十九節,
[00:11:38.000 --> 00:11:40.000]  他說因為我知道,
[00:11:40.000 --> 00:11:42.000]  這是藉著你們的祈禱,
[00:11:42.000 --> 00:11:45.000]  和耶穌基督之靈的幫助,
[00:11:45.000 --> 00:11:48.000]  終必叫我得救,
[00:11:48.000 --> 00:11:50.000]  終必叫我得救,
[00:11:50.000 --> 00:11:51.000]  他說得救這個觀念,
[00:11:51.000 --> 00:11:53.000]  他現在二章十二節,
[00:11:53.000 --> 00:11:55.000]  就是造成你們得救的功夫,
[00:11:55.000 --> 00:11:56.000]  保羅說,
[00:11:56.000 --> 00:11:57.000]  我在第一章,
[00:11:57.000 --> 00:11:59.000]  我很相信,
[00:11:59.000 --> 00:12:00.000]  終必叫我得救,
[00:12:00.000 --> 00:12:02.000]  難道他當時不得救嗎?
[00:12:02.000 --> 00:12:03.000]  他的意思不是,
[00:12:03.000 --> 00:12:05.000]  他的意思是什麼呢?
[00:12:05.000 --> 00:12:07.000]  約伯記的意思,
[00:12:07.000 --> 00:12:10.000]  約伯記十三章十五至十六節這樣說過,
[00:12:10.000 --> 00:12:12.000]  他必殺我,
[00:12:12.000 --> 00:12:14.000]  面對死亡,
[00:12:14.000 --> 00:12:15.000]  我雖無子亡,
[00:12:15.000 --> 00:12:16.000]  而我在他面前,
[00:12:16.000 --> 00:12:18.000]  我要辨明我所行的,
[00:12:18.000 --> 00:12:20.000]  我要照講,
[00:12:20.000 --> 00:12:21.000]  我面對困難,
[00:12:21.000 --> 00:12:22.000]  我都要照講,
[00:12:22.000 --> 00:12:24.000]  接著下面一節就重要了,
[00:12:24.000 --> 00:12:29.000]  這要成為我的拯救,
[00:12:29.000 --> 00:12:30.000]  這要成為我的拯救,
[00:12:30.000 --> 00:12:33.000]  將希臘文幾個字列出來,
[00:12:33.000 --> 00:12:36.000]  完全等於保羅在第一章,
[00:12:36.000 --> 00:12:38.000]  比如說第一章十九節,
[00:12:38.000 --> 00:12:41.000]  終必叫我得救,
[00:12:41.000 --> 00:12:42.000]  即是怎樣呢?
[00:12:42.000 --> 00:12:44.000]  即是保羅說,
[00:12:44.000 --> 00:12:46.000]  我好像有把揚,
[00:12:46.000 --> 00:12:48.000]  面對死亡的威脅,
[00:12:48.000 --> 00:12:50.000]  輸定了,
[00:12:50.000 --> 00:12:51.000]  回不了身,
[00:12:51.000 --> 00:12:53.000]  不過我都要辨明,
[00:12:53.000 --> 00:12:54.000]  他說,
[00:12:54.000 --> 00:12:55.000]  只要我相信我敢做,
[00:12:55.000 --> 00:12:56.000]  約伯說,
[00:12:56.000 --> 00:12:57.000]  只要我敢做的時候,
[00:12:57.000 --> 00:12:59.000]  我走完我的得救道路,
[00:12:59.000 --> 00:13:01.000]  我完成我的工作,
[00:13:01.000 --> 00:13:03.000]  完成了我得救之後,
[00:13:03.000 --> 00:13:04.000]  所需要做的功夫,
[00:13:04.000 --> 00:13:05.000]  保羅說,
[00:13:05.000 --> 00:13:07.000]  我都不會有把揚,
[00:13:07.000 --> 00:13:09.000]  我坐牢我都照樣說,
[00:13:09.000 --> 00:13:11.000]  不然官兵怎會信主,
[00:13:11.000 --> 00:13:14.000]  不然將會有海賊家庭的人民的安,
[00:13:14.000 --> 00:13:16.000]  我都要照樣說,
[00:13:16.000 --> 00:13:19.000]  哪個三十九篇我都照樣說,
[00:13:19.000 --> 00:13:21.000]  因為這就是我的責任,
[00:13:21.000 --> 00:13:25.000]  要完成主給我得救的工作,
[00:13:25.000 --> 00:13:26.000]  所以他這裏說,
[00:13:26.000 --> 00:13:27.000]  你們都是,
[00:13:27.000 --> 00:13:28.000]  輪到你們了,
[00:13:28.000 --> 00:13:30.000]  這裏的譯本,
[00:13:30.000 --> 00:13:32.000]  造成你們得救的功夫,
[00:13:32.000 --> 00:13:34.000]  如果你有新刊譯本,
[00:13:34.000 --> 00:13:37.000]  應該心存畏懼,
[00:13:37.000 --> 00:13:39.000]  戰戰兢兢,
[00:13:39.000 --> 00:13:42.000]  成就自己的救人,
[00:13:42.000 --> 00:13:44.000]  很明顯不是說自己救自己,
[00:13:44.000 --> 00:13:46.000]  基督教怎會這樣說,
[00:13:46.000 --> 00:13:49.000]  不過自己的下就值得留意,
[00:13:49.000 --> 00:13:50.000]  保羅說,
[00:13:50.000 --> 00:13:51.000]  我有個例子,
[00:13:51.000 --> 00:13:52.000]  我做了,
[00:13:52.000 --> 00:13:53.000]  耶穌基督做了,
[00:13:53.000 --> 00:13:55.000]  現在輪到你們自己搞定自己,
[00:13:55.000 --> 00:13:57.000]  你們信了耶穌之後,
[00:13:57.000 --> 00:13:59.000]  你們有個使命,
[00:13:59.000 --> 00:14:01.000]  你們的使命是做什麼?
[00:14:01.000 --> 00:14:04.000]  就是宣揚他的道理,
[00:14:04.000 --> 00:14:05.000]  得救之後,
[00:14:05.000 --> 00:14:06.000]  繼續做,
[00:14:06.000 --> 00:14:07.000]  用心做,
[00:14:07.000 --> 00:14:09.000]  好像在上帝面前做一樣,
[00:14:09.000 --> 00:14:11.000]  不是在牧師面前做一樣,
[00:14:11.000 --> 00:14:12.000]  繼續做下去的時候,
[00:14:12.000 --> 00:14:13.000]  你就行完你的道路,
[00:14:13.000 --> 00:14:14.000]  完成了,
[00:14:14.000 --> 00:14:16.000]  你就得救上帝的託付,
[00:14:16.000 --> 00:14:17.000]  這裏有句說話,
[00:14:17.000 --> 00:14:19.000]  想和大家賭一賭,
[00:14:19.000 --> 00:14:21.000]  不過因為沒有打出來,
[00:14:21.000 --> 00:14:22.000]  就是菲律賓書第一章,
[00:14:22.000 --> 00:14:24.000]  二十九節,
[00:14:24.000 --> 00:14:26.000]  保羅自己這樣說的,
[00:14:26.000 --> 00:14:28.000]  因為你們蒙恩,
[00:14:28.000 --> 00:14:31.000]  不但得以信服基督,
[00:14:31.000 --> 00:14:34.000]  並要為他受苦,
[00:14:34.000 --> 00:14:35.000]  我相信很少基督徒,
[00:14:35.000 --> 00:14:37.000]  很多基督徒信了很久,
[00:14:37.000 --> 00:14:40.000]  都不會讀這一節,
[00:14:40.000 --> 00:14:42.000]  得以信服基督就已經很棒了,
[00:14:42.000 --> 00:14:44.000]  上帝給你一個恩典,
[00:14:44.000 --> 00:14:45.000]  免費的,
[00:14:45.000 --> 00:14:46.000]  得救本福恩,
[00:14:46.000 --> 00:14:47.000]  你沒有做事的,
[00:14:47.000 --> 00:14:48.000]  給了你,
[00:14:48.000 --> 00:14:49.000]  信了它,
[00:14:49.000 --> 00:14:50.000]  不過信了之後,
[00:14:50.000 --> 00:14:53.000]  這個是首期,
[00:14:53.000 --> 00:14:55.000]  繼續那個,
[00:14:55.000 --> 00:14:56.000]  你叫次期也好,
[00:14:56.000 --> 00:14:57.000]  末期也好,
[00:14:57.000 --> 00:14:59.000]  並要為他受苦,
[00:14:59.000 --> 00:15:01.000]  保羅在菲律賓書的理念就是這樣,
[00:15:01.000 --> 00:15:03.000]  他說你一個人信了主,
[00:15:03.000 --> 00:15:04.000]  得救,
[00:15:04.000 --> 00:15:05.000]  走了一步,
[00:15:05.000 --> 00:15:06.000]  信了主,
[00:15:06.000 --> 00:15:07.000]  認識了它,
[00:15:07.000 --> 00:15:09.000]  然後你就要按它所給你的心意,
[00:15:09.000 --> 00:15:11.000]  繼續活出來,
[00:15:11.000 --> 00:15:12.000]  即或受苦,
[00:15:12.000 --> 00:15:14.000]  都要跟著它,
[00:15:14.000 --> 00:15:16.000]  正因為這樣原因,
[00:15:16.000 --> 00:15:18.000]  所以他跟著幾節經文,
[00:15:18.000 --> 00:15:19.000]  就可以夠膽說,
[00:15:19.000 --> 00:15:22.000]  由第二章十四節開始說,
[00:15:22.000 --> 00:15:24.000]  給大家看看,
[00:15:24.000 --> 00:15:29.000]  凡所行的都不要發怨言起爭論,
[00:15:29.000 --> 00:15:30.000]  即是說,
[00:15:30.000 --> 00:15:31.000]  你知道,
[00:15:31.000 --> 00:15:32.000]  搞清楚,
[00:15:32.000 --> 00:15:34.000]  你是向主耶穌負責的,
[00:15:34.000 --> 00:15:36.000]  你要捱下去,
[00:15:36.000 --> 00:15:37.000]  不過你放心,
[00:15:37.000 --> 00:15:38.000]  你要傳福音,
[00:15:38.000 --> 00:15:41.000]  你要做工作的觀念,
[00:15:41.000 --> 00:15:43.000]  心思意念是祂給你的,
[00:15:43.000 --> 00:15:44.000]  你遇到困難,
[00:15:44.000 --> 00:15:46.000]  祂會跟你同在,
[00:15:46.000 --> 00:15:47.000]  因為祂的能力,
[00:15:47.000 --> 00:15:49.000]  成就祂的美意,
[00:15:49.000 --> 00:15:50.000]  所以你一定要,
[00:15:50.000 --> 00:15:52.000]  其實你向祂負責是最穩定的,
