
[00:00:00.000 --> 00:00:04.000]  各位好,首先跟大家拜年
[00:04:04.000 --> 00:04:06.000]  我們的希望
[00:04:06.000 --> 00:04:10.000]  能夠在這個疫情當中
[00:04:10.000 --> 00:04:12.000]  能夠臨到我們
[00:04:12.000 --> 00:04:14.000]  其實這段聖經
[00:04:14.000 --> 00:04:16.000]  不單止是過去一年
[00:04:16.000 --> 00:04:18.000]  因為這首歌
[00:04:18.000 --> 00:04:20.000]  因為疫情的緣故
[00:04:20.000 --> 00:04:23.000]  令我們非常渴望
[00:04:23.000 --> 00:04:25.000]  得到耶和華的賜福
[00:04:25.000 --> 00:04:29.000]  得到神向我們去讓念
[00:04:29.000 --> 00:04:32.000]  賜我們平安
[00:04:32.000 --> 00:04:35.000]  這段聖經其實有史以來
[00:04:35.000 --> 00:04:38.000]  都是一段非常古老的聖經
[00:04:38.000 --> 00:04:43.000]  在1970年代的時候
[00:04:43.000 --> 00:04:49.000]  耶路撒冷有一個地方叫Catethinon
[00:04:49.000 --> 00:04:54.000]  這個地方在耶路撒冷的西南邊
[00:04:54.000 --> 00:04:56.000]  我帶大家去看看
[00:04:56.000 --> 00:04:58.000]  現在我在芝加哥
[00:04:58.000 --> 00:05:02.000]  我們就去耶路撒冷
[00:05:02.000 --> 00:05:05.000]  在耶路撒冷的西南邊
[00:05:05.000 --> 00:05:07.000]  有一個地方叫Catethinon
[00:05:07.000 --> 00:05:09.000]  這裡就是耶路撒冷
[00:05:09.000 --> 00:05:11.000]  你看到這個金頂清真寺
[00:05:11.000 --> 00:05:13.000]  這裡是耶路撒冷舊城
[00:05:13.000 --> 00:05:15.000]  在耶路撒冷舊城
[00:05:15.000 --> 00:05:17.000]  西邊東邊和南邊
[00:05:17.000 --> 00:05:21.000]  都是一個天然的山谷
[00:05:21.000 --> 00:05:24.000]  東邊我們知道是Catethinon Valley
[00:05:24.000 --> 00:05:26.000]  就是琴倫谷
[00:05:26.000 --> 00:05:28.000]  西邊和南邊
[00:05:28.000 --> 00:05:32.000]  這一個像L的谷
[00:05:32.000 --> 00:05:33.000]  大家知不知道是什麼
[00:05:33.000 --> 00:05:37.000]  叫做Henom Valley
[00:05:37.000 --> 00:05:39.000]  就是恩聯子谷
[00:05:39.000 --> 00:05:42.000]  在舊約裡面會看到
[00:05:42.000 --> 00:05:47.000]  在這裡耶路撒冷舊城的西南邊
[00:05:47.000 --> 00:05:50.000]  有一個山頭
[00:05:50.000 --> 00:05:52.000]  這個山頭叫Catethinon
[00:05:52.000 --> 00:05:55.000]  Cateth的意思是膊頭
[00:05:55.000 --> 00:05:59.000]  就像在谷上有一個人的膊頭
[00:05:59.000 --> 00:06:01.000]  上到一個小山上
[00:06:01.000 --> 00:06:04.000]  上面有一間現代的教堂
[00:06:04.000 --> 00:06:06.000]  叫做安德烈教堂
[00:06:06.000 --> 00:06:10.000]  這間教堂叫St. Andrew's Church
[00:06:10.000 --> 00:06:16.000]  在一次世界大戰之後興建
[00:06:16.000 --> 00:06:22.000]  紀念英國在一次世界大戰中陣亡的士兵
[00:06:22.000 --> 00:06:25.000]  是一間英國蘇格蘭的教會
[00:06:25.000 --> 00:06:26.000]  Scottish Church
[00:06:26.000 --> 00:06:29.000]  在這個教堂附近
[00:06:29.000 --> 00:06:31.000]  1970年代的時候
[00:06:31.000 --> 00:06:38.000]  人們發現有一個古墓
[00:06:38.000 --> 00:06:40.000]  或者有一些古墓在那裡
[00:06:40.000 --> 00:06:42.000]  有不同的山洞在那裡
[00:06:42.000 --> 00:06:46.000]  他們就找到一些舊約時代的古墓
[00:06:46.000 --> 00:06:52.000]  當時那些古墓是從山洞挖出來的
[00:06:52.000 --> 00:06:53.000]  好像山洞一樣
[00:06:53.000 --> 00:06:55.000]  就是墓穴
[00:06:55.000 --> 00:07:00.000]  當時1979年的時候人們就找到這些古墓
[00:07:00.000 --> 00:07:06.000]  這些古墓按照一些連算的方法去計算
[00:07:06.000 --> 00:07:10.000]  就是主前大概600年或者500年左右的時間
[00:07:10.000 --> 00:07:12.000]  如果你記得舊約的歷史
[00:07:12.000 --> 00:07:15.000]  這100年左右是一個很動盪的時候
[00:07:15.000 --> 00:07:18.000]  耶路撒冷第一聖典
[00:07:18.000 --> 00:07:21.000]  最後在586年的時候
[00:07:21.000 --> 00:07:25.000]  586BC公元前是被毀的
[00:07:25.000 --> 00:07:31.000]  在這裡就找到一堆山洞的墓穴
[00:07:31.000 --> 00:07:35.000]  裡面這些墓穴的格式
[00:07:35.000 --> 00:07:37.000]  在舊約的時候通常都是這樣的
[00:07:37.000 --> 00:07:39.000]  你走進去一個山洞裡面
[00:07:39.000 --> 00:07:45.000]  然後就有三邊有一些石椅或者石桌等等
[00:07:45.000 --> 00:07:47.000]  就將一些屍身放在上面
[00:07:47.000 --> 00:07:52.000]  我知道新年樓樓說這些好像不太吉利
[00:07:52.000 --> 00:07:53.000]  不過不要緊
[00:07:53.000 --> 00:07:55.000]  等一下是跟聖經有關的
[00:07:55.000 --> 00:08:04.000]  在這裡就找到一些舊約的鐵A時代墓穴的格式
[00:08:04.000 --> 00:08:05.000]  山洞裡面出來
[00:08:05.000 --> 00:08:07.000]  然後三邊有石床
[00:08:07.000 --> 00:08:10.000]  放在這裡一年之後
[00:08:10.000 --> 00:08:13.000]  將屍骨放在石床下面
[00:08:13.000 --> 00:08:18.000]  就是一個儲骨的地方
[00:08:18.000 --> 00:08:23.000]  記得舊約裡面經常有一段聖經的說話
[00:08:23.000 --> 00:08:25.000]  歸回列祖
[00:08:25.000 --> 00:08:27.000]  就是歸到你的祖先那裡
[00:08:27.000 --> 00:08:32.000]  這些說話就是來自這個情況
[00:08:32.000 --> 00:08:35.000]  就是說你離開這個世界的時候
[00:08:35.000 --> 00:08:36.000]  你不是真的離開
[00:08:36.000 --> 00:08:38.000]  你是歸回你的列祖
[00:08:38.000 --> 00:08:40.000]  回到你的列祖
[00:08:40.000 --> 00:08:44.000]  這個其實在舊約的神學裡面是一個祝福
[00:08:44.000 --> 00:08:48.000]  在這些山洞墓穴那裡
[00:08:48.000 --> 00:08:51.000]  也找到一些陪葬品
[00:08:51.000 --> 00:08:54.000]  你看到以色列博物館
[00:08:54.000 --> 00:09:02.000]  將這些墓穴重構它的模型出來
[00:09:02.000 --> 00:09:08.000]  讓旅客或者人們能夠看到以前的格式是怎樣的
[00:09:08.000 --> 00:09:12.000]  這裡有一個重構圖
[00:09:12.000 --> 00:09:13.000]  走進去
[00:09:13.000 --> 00:09:16.000]  裡面有不同的號碼
[00:09:16.000 --> 00:09:22.000]  考古的人員將這些墓穴的山洞
[00:09:22.000 --> 00:09:28.000]  加上了一個數字
[00:09:28.000 --> 00:09:30.000]  就是25這裡
[00:09:30.000 --> 00:09:32.000]  25這裡進去
[00:09:32.000 --> 00:09:33.000]  正如我所說
[00:09:33.000 --> 00:09:37.000]  就是舊約墓穴的格式
[00:09:37.000 --> 00:09:40.000]  找到一些物件在那裡
[00:09:40.000 --> 00:09:44.000]  其中一個物件找到的就是這一塊東西
[00:09:44.000 --> 00:09:53.000]  左上角你看到一個捲起來的文字
[00:09:53.000 --> 00:09:57.000]  其實本身是一些古的銀
[00:09:57.000 --> 00:09:59.000]  就是真銀
[00:09:59.000 --> 00:10:00.000]  只不過你看不到銀色
[00:10:00.000 --> 00:10:02.000]  因為它氧化了
[00:10:02.000 --> 00:10:12.000]  花了很多時間將這些古銀卷打開
[00:10:12.000 --> 00:10:14.000]  其實很小的
[00:10:14.000 --> 00:10:17.000]  最多是一吋這麼大
[00:10:17.000 --> 00:10:22.000]  所以將它打開出來的時候
[00:10:22.000 --> 00:10:26.000]  在微鏡底下就寫了一些文字
[00:10:26.000 --> 00:10:27.000]  有一些筆劃
[00:10:27.000 --> 00:10:29.000]  是一些古希伯來文
[00:10:29.000 --> 00:10:32.000]  你看到這裡一個章
[00:10:32.000 --> 00:10:33.000]  然後一劃
[00:10:33.000 --> 00:10:35.000]  再加一劃等等
[00:10:35.000 --> 00:10:38.000]  然後有其他的筆劃
[00:10:38.000 --> 00:10:41.000]  在兩個古銀卷裡
[00:10:41.000 --> 00:10:42.000]  一個大一點
[00:10:42.000 --> 00:10:43.000]  一個小一點
[00:10:43.000 --> 00:10:53.000]  然後找到一些以前的希伯來文的文字
[00:10:53.000 --> 00:10:55.000]  將它打開的時候
[00:10:55.000 --> 00:10:59.000]  在以色列博物館可以看到
[00:10:59.000 --> 00:11:02.000]  一個A一個B兩個
[00:11:02.000 --> 00:11:07.000]  發現這些銀卷上面
[00:11:07.000 --> 00:11:13.000]  用一些很幼的工具
[00:11:13.000 --> 00:11:16.000]  刮上了一些經文
[00:11:16.000 --> 00:11:19.000]  那些經文我們再翻譯出來的時候
[00:11:19.000 --> 00:11:21.000]  大家就看到了
[00:11:21.000 --> 00:11:26.000]  第一個比較大的卷
[00:11:26.000 --> 00:11:30.000]  大概有18行的希伯來文
[00:11:30.000 --> 00:11:33.000]  英文就放在中間
[00:11:33.000 --> 00:11:35.000]  然後右邊這一處
[00:11:35.000 --> 00:11:39.000]  我們就看到有中文粗略的翻譯
[00:11:39.000 --> 00:11:41.000]  小弟就將它翻譯出來
[00:11:41.000 --> 00:11:42.000]  這裡說什麼呢
[00:11:42.000 --> 00:11:44.000]  他說耶和華
[00:11:44.000 --> 00:11:45.000]  Yahweh
[00:11:45.000 --> 00:11:47.000]  是偉大的
[00:11:47.000 --> 00:11:49.000]  他保守
[00:11:49.000 --> 00:11:51.000]  他的聖約
[00:11:51.000 --> 00:11:53.000]  和恩代
[00:11:53.000 --> 00:11:57.000]  愛他和守他誡明
[00:11:57.000 --> 00:11:58.000]  這裡中間斷了
[00:11:58.000 --> 00:12:00.000]  猜不到是什麼
[00:12:00.000 --> 00:12:02.000]  但是大家都猜到了
[00:12:02.000 --> 00:12:05.000]  其實是舊約的一些經文
[00:12:05.000 --> 00:12:07.000]  The Eternal第八行
[00:12:07.000 --> 00:12:09.000]  永恆者
[00:12:09.000 --> 00:12:13.000]  祝福比任何的陷阱
[00:12:13.000 --> 00:12:17.000]  網絡和邪惡更加大
[00:12:17.000 --> 00:12:21.000]  因舊恩在他裡頭
[00:12:21.000 --> 00:12:22.000]  第十二行
[00:12:22.000 --> 00:12:23.000]  因耶和華
[00:12:23.000 --> 00:12:25.000]  For Yahweh
[00:12:25.000 --> 00:12:27.000]  是我們的恢復者
[00:12:27.000 --> 00:12:28.000]  是醫治者
[00:12:28.000 --> 00:12:31.000]  和我們的盤石
[00:12:31.000 --> 00:12:34.000]  願耶和華祝福你
[00:12:34.000 --> 00:12:35.000]  May Yahweh
[00:12:35.000 --> 00:12:38.000]  May the Lord bless you
[00:12:38.000 --> 00:12:39.000]  And may he keep you
[00:12:39.000 --> 00:12:40.000]  十六
[00:12:40.000 --> 00:12:42.000]  願他保護你
[00:12:42.000 --> 00:12:45.000]  May Yahweh make his face shine
[00:12:45.000 --> 00:12:48.000]  願耶和華是他的念光照
[00:12:48.000 --> 00:12:51.000]  後面是斷了的
[00:12:51.000 --> 00:12:53.000]  這是第一個經卷
[00:12:53.000 --> 00:12:57.000]  你見不見到有文素記第六章的文字
[00:12:57.000 --> 00:12:59.000]  見到吧
[00:12:59.000 --> 00:13:02.000]  這是第二個經卷
[00:13:02.000 --> 00:13:07.000]  就是給一個Personal Name PN
[00:13:07.000 --> 00:13:09.000]  給一個姓名
[00:13:09.000 --> 00:13:12.000]  上面當然我們不太清楚
[00:13:12.000 --> 00:13:14.000]  猜不到是什麼姓名
[00:13:14.000 --> 00:13:17.000]  應該就是一些以色列人的姓名
[00:13:17.000 --> 00:13:18.000]  給他的什麼呢
[00:13:18.000 --> 00:13:20.000]  The son or daughter of
[00:13:20.000 --> 00:13:21.000]  名字我們猜不到
[00:13:21.000 --> 00:13:24.000]  只有一個H
[00:13:24.000 --> 00:13:26.000]  然後May he or she
[00:13:26.000 --> 00:13:28.000]  不知道男還是女
[00:13:28.000 --> 00:13:30.000]  Be blessed by Yahweh
[00:13:30.000 --> 00:13:35.000]  願他得到耶和華的祝福
[00:13:35.000 --> 00:13:36.000]  耶和華是誰呢
[00:13:36.000 --> 00:13:38.000]  就是那位戰士
[00:13:38.000 --> 00:13:40.000]  幫我們打仗的那位
[00:13:40.000 --> 00:13:41.000]  也是我們的幫助者
[00:13:41.000 --> 00:13:44.000]  或者可以這樣翻譯
[00:13:44.000 --> 00:13:50.000]  還有那位斥責邪惡者
[00:13:50.000 --> 00:13:53.000]  The rebuke of evil
[00:13:53.000 --> 00:13:55.000]  願耶和華祝福你
[00:13:55.000 --> 00:13:57.000]  保護你
[00:13:57.000 --> 00:14:00.000]  願耶和華使他的念光照你
[00:14:00.000 --> 00:14:03.000]  又賜你平安
[00:14:03.000 --> 00:14:06.000]  見不見到剛才有幾句說話
[00:14:06.000 --> 00:14:10.000]  都是直接出自文素記第六章
[00:14:10.000 --> 00:14:12.000]  文素記第六章
[00:14:12.000 --> 00:14:14.000]  所以這一段聖經
[00:14:14.000 --> 00:14:16.000]  剛才我說是屬於幾時
[00:14:16.000 --> 00:14:18.000]  是公元前六百年左右
[00:14:18.000 --> 00:14:20.000]  當時第一聖殿快要被毀
[00:14:20.000 --> 00:14:22.000]  或者已經被毀了
[00:14:22.000 --> 00:14:24.000]  這一段時間
[00:14:24.000 --> 00:14:26.000]  這個經卷其實
[00:14:26.000 --> 00:14:28.000]  就是我們現在所知道的
[00:14:28.000 --> 00:14:30.000]  其中一個最古老的
[00:14:30.000 --> 00:14:33.000]  聖經的經文
[00:14:33.000 --> 00:14:35.000]  在經外找到的
[00:14:35.000 --> 00:14:37.000]  你知道我們現在的希伯文文
[00:14:37.000 --> 00:14:39.000]  是比較後期的抄本
[00:14:39.000 --> 00:14:41.000]  之前找到這些
[00:14:41.000 --> 00:14:43.000]  是公元前五百年的時間
[00:14:43.000 --> 00:14:46.000]  那些人已經有了這些經卷
[00:14:46.000 --> 00:14:50.000]  並且抄寫在銀卷上
[00:14:50.000 --> 00:14:52.000]  就是銀片上
[00:14:52.000 --> 00:14:54.000]  然後捲起來
[00:14:54.000 --> 00:14:57.000]  可能就是戴在頸鏈等等
[00:14:57.000 --> 00:15:01.000]  也是跟著那個人
[00:15:01.000 --> 00:15:03.000]  去到最後的墓穴的地方
[00:15:03.000 --> 00:15:09.000]  你就可以看到這一段的聖經是多麼受歡迎
[00:15:09.000 --> 00:15:12.000]  聖經你要知道
[00:15:12.000 --> 00:15:14.000]  其實是一些很美的詩歌
[00:15:14.000 --> 00:15:16.000]  我們中文翻譯
[00:15:16.000 --> 00:15:18.000]  願耶和華賜福給你保護你
[00:15:18.000 --> 00:15:20.000]  願耶和華使他的念光照你
[00:15:20.000 --> 00:15:22.000]  賜恩給你
[00:15:22.000 --> 00:15:24.000]  願耶和華向你養念
[00:15:24.000 --> 00:15:26.000]  賜你平安
[00:15:26.000 --> 00:15:28.000]  其實詩歌是很美的
[00:15:28.000 --> 00:15:30.000]  在這裡列了一些希伯來文
[00:15:30.000 --> 00:15:31.000]  你自己數一下
[00:15:31.000 --> 00:15:33.000]  有幾個字母
[00:15:33.000 --> 00:15:35.000]  這段的祝福語句
[00:15:35.000 --> 00:15:37.000]  詩歌是有三行的
[00:15:37.000 --> 00:15:39.000]  中文其實也是一二三
[00:15:39.000 --> 00:15:41.000]  三行
[00:15:41.000 --> 00:15:43.000]  每行是越來越長的
[00:15:43.000 --> 00:15:45.000]  第一行的字母是十五個字母
[00:15:45.000 --> 00:15:47.000]  然後第二行是二十
[00:15:47.000 --> 00:15:49.000]  第三行是二十五個字母
[00:15:49.000 --> 00:15:51.000]  五個字母五個字母
[00:15:51.000 --> 00:15:57.000]  至此有多少個字眼
[00:15:57.000 --> 00:15:59.000]  第一行有三個
[00:15:59.000 --> 00:16:01.000]  五個字母
[00:16:01.000 --> 00:16:03.000]  第三行是七個字母
[00:16:03.000 --> 00:16:05.000]  音節
[00:16:05.000 --> 00:16:07.000]  第一行
[00:16:07.000 --> 00:16:09.000]  If I regard, I deny
[00:16:09.000 --> 00:16:11.000]  If I share, I make up
[00:16:11.000 --> 00:16:13.000]  這是第一行
[00:16:13.000 --> 00:16:15.000]  十二個字母
[00:16:15.000 --> 00:16:17.000]  第二行是十四個字母
[00:16:17.000 --> 00:16:19.000]  第三行
[00:16:19.000 --> 00:16:21.000]  十六個字母
[00:16:21.000 --> 00:16:23.000]  其實就像七言絕詩
[00:16:23.000 --> 00:16:25.000]  好像我們聽一些詩歌
[00:16:25.000 --> 00:16:27.000]  剛才我們聽一些很動聽的詩歌
[00:16:27.000 --> 00:16:29.000]  Jackson的team帶我們
[00:16:29.000 --> 00:16:31.000]  不要低估
[00:16:31.000 --> 00:16:33.000]  剛才背後打鼓的
[00:16:33.000 --> 00:16:35.000]  是Jackson的兒子
[00:16:35.000 --> 00:16:37.000]  很小的時候
[00:16:37.000 --> 00:16:39.000]  他打得很好
[00:16:39.000 --> 00:16:41.000]  所以是一些很美的詩歌
[00:16:41.000 --> 00:16:43.000]  其實聖經的詩歌
[00:16:43.000 --> 00:16:45.000]  詩句
[00:16:45.000 --> 00:16:47.000]  其實也是很美的
[00:16:47.000 --> 00:16:49.000]  正如這裡文素記第六章
[00:16:49.000 --> 00:16:51.000]  三行
[00:16:51.000 --> 00:16:53.000]  很有規律的
[00:16:53.000 --> 00:16:55.000]  一路來擴大
[00:16:55.000 --> 00:16:57.000]  神對我們的祝福
[00:16:57.000 --> 00:16:59.000]  會是怎樣
[00:16:59.000 --> 00:17:01.000]  除了我們
[00:17:01.000 --> 00:17:03.000]  看到這些字母
[00:17:03.000 --> 00:17:05.000]  字節
[00:17:05.000 --> 00:17:07.000]  一路加上去的時候
[00:17:07.000 --> 00:17:09.000]  最後那個字是什麼
[00:17:09.000 --> 00:17:11.000]  你見到中文是平安
[00:17:11.000 --> 00:17:13.000]  中文翻譯很好
[00:17:13.000 --> 00:17:15.000]  因為希伯來文都是平安
[00:17:15.000 --> 00:17:17.000]  平安不是無災無病
[00:17:17.000 --> 00:17:19.000]  聖經裡面
[00:17:19.000 --> 00:17:21.000]  講平安
[00:17:21.000 --> 00:17:23.000]  是上帝給我們的生命
[00:17:23.000 --> 00:17:25.000]  豐盛的生命
[00:17:25.000 --> 00:17:27.000]  並且你留意那個動詞
[00:17:27.000 --> 00:17:29.000]  兩個兩個
[00:17:29.000 --> 00:17:31.000]  祝福
[00:17:31.000 --> 00:17:33.000]  然後
[00:17:33.000 --> 00:17:35.000]  保守
[00:17:35.000 --> 00:17:37.000]  May the lord bless you and keep you
[00:17:37.000 --> 00:17:39.000]  賜福給你
[00:17:39.000 --> 00:17:41.000]  並且保護你
[00:17:41.000 --> 00:17:43.000]  不單止賜福給你
[00:17:43.000 --> 00:17:45.000]  那種賜福是保護的
[00:17:45.000 --> 00:17:47.000]  第二行
[00:17:47.000 --> 00:17:49.000]  他念光照你
[00:17:49.000 --> 00:17:51.000]  賜恩給你
[00:17:51.000 --> 00:17:53.000]  六個動詞
[00:17:53.000 --> 00:17:55.000]  第三行
[00:17:55.000 --> 00:17:57.000]  養念
[00:17:57.000 --> 00:17:59.000]  養念的意思是什麼
[00:17:59.000 --> 00:18:01.000]  上帝的念去到
[00:18:01.000 --> 00:18:03.000]  向你養念
[00:18:03.000 --> 00:18:05.000]  意思是留意你
[00:18:05.000 --> 00:18:07.000]  在意你
[00:18:07.000 --> 00:18:09.000]  並且賜給你
[00:18:09.000 --> 00:18:11.000]  平安
[00:18:11.000 --> 00:18:13.000]  六個動詞
[00:18:13.000 --> 00:18:15.000]  每句兩個動詞
[00:18:15.000 --> 00:18:17.000]  告訴我們
[00:18:17.000 --> 00:18:19.000]  上帝對他的子民
[00:18:19.000 --> 00:18:21.000]  我們想問
[00:18:21.000 --> 00:18:23.000]  多一個問題
[00:18:23.000 --> 00:18:25.000]  為什麼這段聖經會放在這裡
[00:18:25.000 --> 00:18:27.000]  你看下面
[00:18:27.000 --> 00:18:29.000]  第七章
[00:18:29.000 --> 00:18:31.000]  出現了一句說話
[00:18:31.000 --> 00:18:33.000]  摩西立園
[00:18:33.000 --> 00:18:35.000]  帳幕
[00:18:35.000 --> 00:18:37.000]  將帳幕高抹
[00:18:37.000 --> 00:18:39.000]  然後器具
[00:18:39.000 --> 00:18:41.000]  預備好了
[00:18:41.000 --> 00:18:43.000]  我們就能夠有帳幕
[00:18:43.000 --> 00:18:45.000]  可以運作
[00:18:45.000 --> 00:18:47.000]  敬拜的地方
[00:18:47.000 --> 00:18:49.000]  七章祝福語之後
[00:18:49.000 --> 00:18:51.000]  出現了這一句
[00:18:51.000 --> 00:18:53.000]  立園
[00:18:53.000 --> 00:18:55.000]  整園的緩默
[00:18:55.000 --> 00:18:57.000]  整園緩默
[00:18:57.000 --> 00:18:59.000]  這一句說話
[00:18:59.000 --> 00:19:01.000]  什麼時候出現過
[00:19:01.000 --> 00:19:03.000]  是很前的
[00:19:03.000 --> 00:19:05.000]  是出埃及記
[00:19:05.000 --> 00:19:07.000]  最後的時候
[00:19:07.000 --> 00:19:09.000]  出埃及記
[00:19:09.000 --> 00:19:11.000]  最後你記得
[00:19:11.000 --> 00:19:13.000]  他們去到西乃山
[00:19:13.000 --> 00:19:15.000]  上帝和他們立約
[00:19:15.000 --> 00:19:17.000]  並且上帝吩咐他們建造緩默
[00:19:17.000 --> 00:19:19.000]  最後出埃及記
[00:19:19.000 --> 00:19:21.000]  最後一章
[00:19:21.000 --> 00:19:23.000]  第四十章
[00:19:23.000 --> 00:19:25.000]  就是第二年
[00:19:25.000 --> 00:19:27.000]  第一年正月初一的時候
[00:19:27.000 --> 00:19:29.000]  他們出埃及
[00:19:29.000 --> 00:19:31.000]  即是於二節的時候
[00:19:31.000 --> 00:19:33.000]  現在他們出埃及經過曠野
[00:19:33.000 --> 00:19:35.000]  去到西乃山
[00:19:35.000 --> 00:19:37.000]  就是第二年的正月初一
[00:19:37.000 --> 00:19:39.000]  緩默就立起來
[00:19:39.000 --> 00:19:41.000]  這句說話
[00:19:41.000 --> 00:19:43.000]  摩西立起帳幕
[00:19:43.000 --> 00:19:45.000]  立起
[00:19:45.000 --> 00:19:47.000]  起好
[00:19:47.000 --> 00:19:49.000]  緩默敬拜的地方
[00:19:49.000 --> 00:19:51.000]  出埃及記最後的時候
[00:19:51.000 --> 00:19:53.000]  出現這句說話
[00:19:53.000 --> 00:19:55.000]  剛才我們看了文素記
[00:19:55.000 --> 00:19:57.000]  第七章一至二節
[00:19:57.000 --> 00:19:59.000]  摩西又立園緩默
[00:19:59.000 --> 00:20:01.000]  立園帳幕
[00:20:01.000 --> 00:20:03.000]  中間夾住的是什麼呢
[00:20:03.000 --> 00:20:05.000]  出埃及記完了
[00:20:05.000 --> 00:20:07.000]  四十章完了
