
[00:00:00.000 --> 00:00:06.640]  這個題目都是跟我們中國人的文化傳統
[00:05:55.320 --> 00:05:57.080]  好
[00:05:57.080 --> 00:06:01.360]  你越來越多安息禮拜要去參加
[00:06:01.360 --> 00:06:05.540]  你就知道死亡在你旁邊來徘徊
[00:06:05.540 --> 00:06:11.060]  打開報紙就是有一個孕婦在半山那裏
[00:06:11.060 --> 00:06:15.280]  被一棵樹跌下來砸死了她
[00:06:15.280 --> 00:06:19.840]  然後胎裏的嬰兒很緊急否復
[00:06:19.840 --> 00:06:21.840]  然後放在養理箱
[00:06:21.840 --> 00:06:24.320]  但是都救不到
[00:06:24.320 --> 00:06:29.360]  報紙認著就是那個爸爸叫記者不要問
[00:06:29.360 --> 00:06:32.320]  這個嬰兒救不救得了
[00:06:32.320 --> 00:06:36.080]  媒體有時有很多東西是很煽動
[00:06:36.080 --> 00:06:39.600]  是很感官性
[00:06:39.600 --> 00:06:43.320]  另外一個我覺得近來都是一個很悲劇
[00:06:43.320 --> 00:06:45.320]  就是一個退休警察
[00:06:45.320 --> 00:06:46.720]  睡到半夜
[00:06:46.720 --> 00:06:50.500]  客廳那裏有一個電器
[00:06:50.500 --> 00:06:53.000]  可能是酒店失火
[00:06:53.000 --> 00:06:58.800]  他做錯了一個很錯誤很錯誤的決定
[00:06:58.800 --> 00:07:03.800]  我想造成他太太和三個小孩子
[00:07:03.800 --> 00:07:07.960]  在房間裏面強行焗死燒死
[00:07:07.960 --> 00:07:09.960]  而自己走出去以為
[00:07:09.960 --> 00:07:11.960]  我出去拉條水喉起來
[00:07:11.960 --> 00:07:13.680]  就能夠救熄火
[00:07:13.680 --> 00:07:16.080]  誰知那條水喉沒水
[00:07:16.080 --> 00:07:19.120]  因為他不能打爛那個警鐘
[00:07:19.120 --> 00:07:23.400]  水喉那個機制才能夠產生
[00:07:23.400 --> 00:07:28.040]  因此我們發現原來在一念之差
[00:07:28.040 --> 00:07:32.600]  生死就是永別
[00:07:32.600 --> 00:07:33.760]  我相信這個人
[00:07:33.760 --> 00:07:35.360]  我看了報紙
[00:07:35.360 --> 00:07:39.360]  四副棺木在那裏一同做安息禮拜
[00:07:39.360 --> 00:07:40.840]  我都真的不知道
[00:07:40.840 --> 00:07:44.640]  那個牧師要怎樣才能夠安慰這個
[00:07:44.640 --> 00:07:47.040]  是自己錯了決定
[00:07:47.040 --> 00:07:51.600]  而令到自己的太太三個小孩子死亡
[00:07:51.600 --> 00:07:56.960]  聽說最後那個尼留死的時候
[00:07:56.960 --> 00:08:01.080]  這個先生抱著最小的那個人的屍體
[00:08:01.080 --> 00:08:04.200]  一個多兩個小時都放不下
[00:08:04.200 --> 00:08:08.400]  我相信這種傷痛是很大很難
[00:08:08.400 --> 00:08:11.360]  日本去看秋葉
[00:08:11.360 --> 00:08:14.240]  誰知一個死火山就爆發
[00:08:14.240 --> 00:08:16.760]  幾十人死亡
[00:08:16.760 --> 00:08:21.400]  最奇怪的是馬航今年兩樣的事件
[00:08:21.400 --> 00:08:22.920]  看回新聞
[00:08:22.920 --> 00:08:28.840]  有一個太太本來是要上年初那架飛機
[00:08:28.840 --> 00:08:32.160]  因為有一個同事不得閒吊耕
[00:08:32.160 --> 00:08:34.440]  她就逃過死亡
[00:08:34.440 --> 00:08:37.840]  但是到第二次馬航的事件的時候
[00:08:37.840 --> 00:08:42.120]  她先生本來不是那班機
[00:08:42.120 --> 00:08:44.800]  有同事不得閒和她吊
[00:08:44.800 --> 00:08:49.560]  她先生就在第二架馬航那裏死亡
[00:08:49.560 --> 00:08:54.720]  有時候你看就是人生宇宙發生的事情
[00:08:54.720 --> 00:08:56.560]  真是很唏噓
[00:08:56.560 --> 00:09:00.200]  而且就是要來的東西你擋不住
[00:09:00.200 --> 00:09:02.560]  要走的東西你也攔不住
[00:09:02.560 --> 00:09:06.200]  生命有一種很強烈的無常
[00:09:06.200 --> 00:09:09.600]  自己控制不了的感覺
[00:09:09.600 --> 00:09:12.480]  真是好像孔子講命也奉
[00:09:12.480 --> 00:09:14.880]  難道這些就是命運的安排
[00:09:14.880 --> 00:09:18.960]  和對我那種嘲諷一樣呢
[00:09:18.960 --> 00:09:23.880]  我出來做傳道牧羊的工作接近40年
[00:09:23.880 --> 00:09:26.280]  那是甚麼呢 不是誇甚麼
[00:09:26.280 --> 00:09:31.600]  就是我幫過很多的小朋友做嬰兒逢年禮
[00:09:31.600 --> 00:09:33.400]  我看見很多嬰兒出生
[00:09:33.400 --> 00:09:35.200]  很多嬰兒成長
[00:09:35.200 --> 00:09:38.240]  我又幫過很多年青人去輔導
[00:09:38.240 --> 00:09:40.720]  幫他們主持的婚禮
[00:09:40.720 --> 00:09:45.280]  甚至看見有些成功 有些零分
[00:09:45.280 --> 00:09:48.360]  我也都主持過超過100個
[00:09:48.360 --> 00:09:52.240]  或者近200個的安息禮拜
[00:09:52.240 --> 00:09:53.520]  表示甚麼呢
[00:09:53.520 --> 00:09:57.280]  我看見有很多不同的人
[00:09:57.280 --> 00:10:02.880]  他生命最後的階段是怎樣走過去的
[00:10:02.880 --> 00:10:04.960]  我想作為一個牧師
[00:10:04.960 --> 00:10:09.480]  就可以這樣去觀察到不同的人
[00:10:09.480 --> 00:10:12.280]  有些人是怎樣呢
[00:10:12.280 --> 00:10:16.760]  在肚裏面父母很急打電話給我
[00:10:16.760 --> 00:10:18.440]  要去浸會醫院
[00:10:18.440 --> 00:10:22.000]  他說醫生決定讓這個嬰兒不出生
[00:10:22.000 --> 00:10:23.600]  因為掃描的時候
[00:10:23.600 --> 00:10:25.960]  那個嬰兒沒有腦
[00:10:25.960 --> 00:10:27.040]  不知為甚麼
[00:10:27.040 --> 00:10:29.280]  以前 講了幾十年前
[00:10:29.280 --> 00:10:33.000]  他說他們決定這個嬰兒出生要打毒針
[00:10:33.000 --> 00:10:35.560]  讓這個嬰兒這樣去
[00:10:35.560 --> 00:10:38.360]  牧師你來 為我們祈禱
[00:10:38.360 --> 00:10:40.760]  很哀傷的一件事
[00:10:40.760 --> 00:10:43.240]  有些是怎樣呢
[00:10:43.240 --> 00:10:47.960]  有些是蓋國旗 然後甚至香港特區
[00:10:47.960 --> 00:10:52.480]  所有的名人富商來扶救
[00:10:52.480 --> 00:10:56.400]  遊行戰長官 所有人坐在下面
[00:10:56.400 --> 00:11:00.040]  有解放軍蓋國旗的安息禮拜
[00:11:00.040 --> 00:11:02.560]  我有去過 我有負責過
[00:11:02.560 --> 00:11:04.400]  哀榮彼此
[00:11:04.400 --> 00:11:08.600]  有些歷史裏面我們聽過的紅人
[00:11:08.600 --> 00:11:11.400]  他在某間殯儀館
[00:11:11.400 --> 00:11:14.360]  樓上一個小的房
[00:11:14.360 --> 00:11:15.880]  不讓媒體知道
[00:11:15.880 --> 00:11:19.640]  也不要自親以外的人
[00:11:19.640 --> 00:11:22.320]  很簡單 很隱蔽
[00:11:22.320 --> 00:11:26.600]  做了一個安息禮拜就火葬
[00:11:26.600 --> 00:11:29.520]  因為他們過往在國民黨
[00:11:29.520 --> 00:11:33.920]  共產黨的歷史裏面的評價都是負面
[00:11:33.920 --> 00:11:37.800]  他是歷史裏面有頭有臉
[00:11:37.800 --> 00:11:39.840]  知名知姓的人
[00:11:39.840 --> 00:11:41.640]  但是在這種情境
[00:11:41.640 --> 00:11:45.800]  他為好人做了一個低調的安息禮拜
[00:11:45.800 --> 00:11:48.880]  所以如果沒有上帝
[00:11:48.880 --> 00:11:52.200]  沒有靈魂 沒有來生
[00:11:52.200 --> 00:11:55.600]  你看見一個人來到最後
[00:11:55.600 --> 00:11:57.800]  蓋棺論定的時候
[00:11:57.800 --> 00:12:01.240]  是他人生的一個意義的總結
[00:12:01.240 --> 00:12:03.840]  如果沒有另外一頁的話
[00:12:03.840 --> 00:12:08.080]  人生真是很短和無常
[00:12:08.080 --> 00:12:10.480]  所以面對死亡
[00:12:10.480 --> 00:12:12.840]  各種宗教哲理
[00:12:12.840 --> 00:12:17.800]  綜合起來不外乎三個的想法
[00:12:17.800 --> 00:12:20.800]  第一個想法就是人死如燈滅
[00:12:20.800 --> 00:12:23.720]  死後就煙灰雲散
[00:12:23.720 --> 00:12:25.800]  甚麼都沒有了
[00:12:25.800 --> 00:12:28.520]  這個想法很多人都有
[00:12:28.520 --> 00:12:30.640]  這個是自然主義的想法
[00:12:30.640 --> 00:12:33.080]  這個是物質主義的想法
[00:12:33.080 --> 00:12:36.640]  人是由宇宙大爆炸
[00:12:36.640 --> 00:12:40.120]  然後在這個海裏面
[00:12:40.120 --> 00:12:42.320]  有一些生命出現
[00:12:42.320 --> 00:12:46.080]  然後演變成為這麼高智慧的人類
[00:12:46.080 --> 00:12:50.400]  有一天這個宇宙也都不知怎樣
[00:12:50.400 --> 00:12:52.560]  可能到能源用盡的那一刻
[00:12:52.560 --> 00:12:56.600]  變成一個黑洞的時候
[00:12:56.600 --> 00:12:59.040]  所有宇宙人生裏面
[00:12:59.040 --> 00:13:02.320]  出現我們所謂浪漫的
[00:13:02.320 --> 00:13:04.800]  這個革命的熱誠
[00:13:04.800 --> 00:13:06.800]  浪漫的愛情
[00:13:06.800 --> 00:13:08.800]  所有帝王的工業
[00:13:08.800 --> 00:13:14.920]  就在一刻之間燕硝飛烈
[00:13:14.920 --> 00:13:16.920]  最能代表的是甚麼呢
[00:13:16.920 --> 00:13:21.360]  美國這個康乃爾大學
[00:13:21.360 --> 00:13:23.360]  Cornell University
[00:13:23.360 --> 00:13:26.080]  一個猶太裔的天文學家
[00:13:26.080 --> 00:13:27.880]  叫做Carl Shagan
[00:13:27.880 --> 00:13:30.560]  很多年前香港是
[00:13:30.560 --> 00:13:33.360]  不知是否由鍾景輝配音還是怎樣
[00:13:33.360 --> 00:13:38.160]  就講一個好像翻譯做宇宙奇觀
[00:13:38.160 --> 00:13:40.400]  英文名叫Cosmos
[00:13:40.400 --> 00:13:42.880]  我看到最後一集的時候
[00:13:42.880 --> 00:13:45.360]  就有一種很唏噓的感覺
[00:13:45.360 --> 00:13:48.880]  他說假設我們將我們所知道的宇宙
[00:13:48.880 --> 00:13:51.400]  由開始到現在
[00:13:51.400 --> 00:13:55.520]  當做一年的365日的話
[00:13:55.520 --> 00:13:58.760]  你猜人類是在哪個時候出現的
[00:13:58.760 --> 00:14:04.080]  人類是在12月31號
[00:14:04.080 --> 00:14:11.680]  晚上11點59分59秒之後
[00:14:11.680 --> 00:14:14.920]  人類才在那裏
[00:14:14.920 --> 00:14:19.960]  要在爬行的狀況裏面站起來
[00:14:19.960 --> 00:14:21.680]  成為直立人
[00:14:21.680 --> 00:14:24.680]  要在山洞裏面躲避野獸
[00:14:24.680 --> 00:14:27.040]  要用木來取火
[00:14:27.040 --> 00:14:31.040]  要用樹葉來遮蔽身體
[00:14:31.040 --> 00:14:35.600]  就在那零點零幾秒之間
[00:14:35.600 --> 00:14:39.560]  所有帝王歷史裏面的豐功偉業
[00:14:39.560 --> 00:14:43.360]  所有最浪漫的愛情
[00:14:43.360 --> 00:14:50.200]  就在電光火石之間閃耀然後消失
[00:14:50.200 --> 00:14:52.360]  你回去看Cosmos
[00:14:52.360 --> 00:14:55.880]  最後一集最後一段話
[00:14:55.880 --> 00:14:58.440]  你就會看到我所看到的東西
[00:14:58.440 --> 00:15:01.080]  不知是否有好戲
[00:15:01.080 --> 00:15:03.080]  原來宇宙就是這樣
[00:15:03.080 --> 00:15:05.520]  原來人生就是這樣
[00:15:05.520 --> 00:15:06.680]  如果沒有永恆
[00:15:06.680 --> 00:15:07.880]  沒有上帝人
[00:15:07.880 --> 00:15:09.840]  沒有靈魂的話
[00:15:09.840 --> 00:15:12.520]  這些就是怎樣呢
[00:15:12.520 --> 00:15:14.360]  好像永恆樂主義者說
[00:15:14.360 --> 00:15:16.240]  一生很好的過活
[00:15:16.240 --> 00:15:17.640]  吃喝玩樂吧
[00:15:17.640 --> 00:15:19.200]  放縱你的情慾
[00:15:19.200 --> 00:15:21.560]  因為明天要成
[00:15:21.560 --> 00:15:23.640]  所以有些人很不滿意
[00:15:23.640 --> 00:15:27.840]  西方有一種志向思潮叫存在主義
[00:15:27.840 --> 00:15:30.600]  存在主義就是在這種虛無當中
[00:15:30.600 --> 00:15:33.320]  要問人生存的意義
[00:15:33.320 --> 00:15:36.240]  如果沒有這些東西的話
[00:15:36.240 --> 00:15:39.680]  人好像在當中走幹線一樣
[00:15:39.680 --> 00:15:42.640]  不知道自己的何去何從
[00:15:42.640 --> 00:15:45.640]  生命是虛無
[00:15:45.640 --> 00:15:46.920]  不經你的選擇
[00:15:46.920 --> 00:15:49.440]  你拋炸在這個世界裏面
[00:15:49.440 --> 00:15:52.600]  生命就在死亡的焦慮
[00:15:52.600 --> 00:15:56.960]  孤單沒有意義底下去成長
[00:15:56.960 --> 00:15:58.200]  有些人強硬端
[00:15:58.200 --> 00:16:00.000]  如果死亡是這樣的話
[00:16:00.000 --> 00:16:02.040]  和人生是這樣的話
[00:16:02.040 --> 00:16:04.440]  不如一槍了結了自己
[00:16:04.440 --> 00:16:06.280]  結束了自己的存在
[00:16:06.280 --> 00:16:09.280]  至少是自己的選擇
[00:16:09.280 --> 00:16:11.880]  當然這些是很激進的看法
[00:16:11.880 --> 00:16:15.560]  第二種去解答死亡的問題
[00:16:15.560 --> 00:16:18.840]  就是很多的
[00:16:18.840 --> 00:16:21.840]  無論是埃及 希臘
[00:16:21.840 --> 00:16:26.920]  印度 中國那種的神話觀
[00:16:26.920 --> 00:16:29.640]  這種的神話世界觀
[00:16:29.640 --> 00:16:31.560]  就認為人有靈魂
[00:16:31.560 --> 00:16:33.320]  死後有來生
[00:16:33.320 --> 00:16:36.080]  不過是三世流轉
[00:16:36.080 --> 00:16:40.360]  六度輪迴 滿天神佛
[00:16:40.360 --> 00:16:44.680]  如果人死後去到一個幽冥世界
[00:16:44.680 --> 00:16:46.400]  這類的世界觀
[00:16:46.400 --> 00:16:51.080]  你去埃及看看那些金字塔裏面
[00:16:51.080 --> 00:16:55.000]  有關死亡之後世界的審判
[00:16:55.000 --> 00:16:56.000]  你就知道了
[00:16:56.000 --> 00:16:59.400]  或者現在伊拉克沒辦法去旅行
[00:16:59.400 --> 00:17:02.440]  古巴比倫都有這種觀念
[00:17:02.440 --> 00:17:04.400]  印度你看得到
[00:17:04.400 --> 00:17:07.160]  還有現在香港還有沒有
[00:17:07.160 --> 00:17:10.200]  湖南虎豹別墅那些
[00:17:10.200 --> 00:17:12.240]  我記得以前虎豹別墅
[00:17:12.240 --> 00:17:13.920]  就有雕塑這些東西
[00:17:13.920 --> 00:17:15.920]  新加坡我記得還有
[00:17:15.920 --> 00:17:18.160]  如果你去新加坡要去看看
[00:17:18.160 --> 00:17:20.040]  那個虎豹別墅
[00:17:20.040 --> 00:17:24.880]  裏面就講了18層地獄等等的報應
[00:17:24.880 --> 00:17:29.240]  人死後要將心肝拿出來秤一秤
[00:17:29.240 --> 00:17:33.080]  埃及那裏如果經不過這個標準
[00:17:33.080 --> 00:17:36.120]  你就完蛋了
[00:17:36.120 --> 00:17:38.600]  現在如果根據一些世界觀
[00:17:38.600 --> 00:17:41.840]  就說現在很多媒體記者
[00:17:41.840 --> 00:17:44.560]  將來死了要落血污詞
[00:17:44.560 --> 00:17:47.120]  因為他這筆亂寫
[00:17:47.120 --> 00:17:49.680]  而且就是造謠
[00:17:49.680 --> 00:17:52.440]  原來在佛教的世界觀裏面
[00:17:52.440 --> 00:17:55.640]  你亂講一些不好的東西
[00:17:55.640 --> 00:17:57.040]  就要勾你筋
[00:17:57.040 --> 00:17:59.640]  你寫一些動亂的話
[00:17:59.640 --> 00:18:02.120]  就要扔入這個血污詞
[00:18:02.120 --> 00:18:04.600]  難怪有些報紙的老闆
[00:18:04.600 --> 00:18:07.960]  他們信天主教可能有原因的
[00:18:07.960 --> 00:18:10.560]  因為就在天主教那裏去煉獄
[00:18:10.560 --> 00:18:15.400]  煉一煉就有機會翻生都未定的
[00:18:15.400 --> 00:18:20.280]  這類的想法就是在道德和信仰上
[00:18:20.280 --> 00:18:22.680]  是有一定的困難
[00:18:22.680 --> 00:18:25.920]  如果沒有這些神佛
[00:18:25.920 --> 00:18:28.800]  在現實和哲理裏面來講
[00:18:28.800 --> 00:18:30.680]  你不可能有信仰
[00:18:30.680 --> 00:18:35.320]  也不可能有一個比較絕對的道德決定
[00:18:35.320 --> 00:18:37.280]  我喜歡舉的例子就是說
[00:18:37.280 --> 00:18:40.320]  你家裏有一個意大利真理沙發
[00:18:40.320 --> 00:18:42.840]  很貴的真是意大利運來的
[00:18:42.840 --> 00:18:46.640]  你又有一隻很靚的波斯貓
[00:18:46.640 --> 00:18:49.080]  真是波斯伊朗運來的
[00:18:49.080 --> 00:18:52.400]  誰知這隻波斯貓就在你的意大利沙發那裏
[00:18:52.400 --> 00:18:55.200]  撕破了又屙屎屙尿
[00:18:55.200 --> 00:18:56.760]  你很生氣了
[00:18:56.760 --> 00:18:59.000]  就拿起這條雞毛掃
[00:18:59.000 --> 00:19:00.360]  就要發洩了
[00:19:00.360 --> 00:19:02.760]  當你舉手要打下去的時候
[00:19:02.760 --> 00:19:04.760]  咦 糟糕了
[00:19:04.760 --> 00:19:06.240]  三世流傳
[00:19:06.240 --> 00:19:07.600]  輪到輪迴
[00:19:07.600 --> 00:19:09.080]  姻緣結報
[00:19:09.080 --> 00:19:10.320]  他如果沒有姻緣
[00:19:10.320 --> 00:19:11.880]  他又不會來你家裏
[00:19:11.880 --> 00:19:12.920]  我這麼疼愛他
[00:19:12.920 --> 00:19:15.520]  他會不會是我奶奶來的
[00:19:15.520 --> 00:19:17.680]  你打下去就不孝了
[00:19:17.680 --> 00:19:18.520]  是不是
[00:19:18.520 --> 00:19:19.440]  那很糟糕
[00:19:19.440 --> 00:19:24.600]  咦 他既然是用下三道輪迴來到我家裏
[00:19:24.600 --> 00:19:25.760]  是觸心
[00:19:25.760 --> 00:19:28.280]  當然是前世要我錢的
[00:19:28.280 --> 00:19:30.280]  如果不是
[00:19:30.280 --> 00:19:32.880]  他要來就要受報
[00:19:32.880 --> 00:19:33.800]  如果不打他
[00:19:33.800 --> 00:19:35.240]  他後世又做回貓
[00:19:35.240 --> 00:19:36.480]  那還不死
[00:19:36.480 --> 00:19:38.240]  又要
[00:19:38.240 --> 00:19:39.840]  那我不如打他
[00:19:39.840 --> 00:19:42.000]  報應了讓他快點做人
[00:19:42.000 --> 00:19:43.480]  還是他是我奶奶
[00:19:43.480 --> 00:19:45.080]  還是我的恩人
[00:19:45.080 --> 00:19:47.240]  你要抵打不抵打
[00:19:47.240 --> 00:19:49.120]  打與不打之間
[00:19:49.120 --> 00:19:51.200]  是有一個Ethical Dilemma
[00:19:51.200 --> 00:19:53.240]  一個倫理的抉擇
[00:19:53.240 --> 00:19:54.520]  這個不是開玩笑
[00:19:54.520 --> 00:19:57.960]  是這種世界觀造成你有一個這樣的困難
[00:19:57.960 --> 00:19:59.840]  信仰上也有困難
[00:19:59.840 --> 00:20:01.840]  本地神佛
[00:20:01.840 --> 00:20:04.360]  阿A神靈
[00:20:04.360 --> 00:20:07.320]  就和阿B神靈
[00:20:07.320 --> 00:20:10.120]  在天堂之間打麻將
[00:20:10.120 --> 00:20:12.640]  大家爭取不到麻將數
[00:20:12.640 --> 00:20:15.080]  那阿A神靈又有他的用品
[00:20:15.080 --> 00:20:17.040]  他就放一些訊息
[00:20:17.040 --> 00:20:18.280]  去影響
[00:20:18.280 --> 00:20:19.960]  A神靈
[00:20:19.960 --> 00:20:21.320]  底下的信徒
[00:20:21.320 --> 00:20:24.560]  阿B神靈和他不對又放一些訊息
[00:20:24.560 --> 00:20:26.200]  那我們人世間
[00:20:26.200 --> 00:20:27.720]  就在這個
[00:20:27.720 --> 00:20:31.160]  ABCDE1234這麼多神靈底下
[00:20:31.160 --> 00:20:33.840]  這麼多的訊息底下我們很混淆
[00:20:33.840 --> 00:20:36.640]  究竟阿A給我的訊息對
[00:20:36.640 --> 00:20:38.320]  還是B的訊息對
[00:20:38.320 --> 00:20:40.200]  還是C的訊息對
[00:20:40.200 --> 00:20:43.640]  而這些訊息很多時候是矛盾的
[00:20:43.640 --> 00:20:48.160]  那一種多元世界觀和神觀
[00:20:48.160 --> 00:20:50.160]  在哲理上
[00:20:50.160 --> 00:20:52.080]  和在現實上
[00:20:52.080 --> 00:20:55.440]  無論信仰、倫理決定的困難就是這樣
[00:20:55.440 --> 00:20:56.880]  我外面有一本
[00:20:56.880 --> 00:20:59.280]  是用貼紙
[00:20:59.280 --> 00:21:00.840]  賣給大家的
[00:21:00.840 --> 00:21:01.920]  有一本書
[00:21:01.920 --> 00:21:02.560]  就叫做
[00:21:02.560 --> 00:21:06.920]  From Polytheism to Christian Belief
[00:21:06.920 --> 00:21:10.560]  從多元神觀到基督教信仰
[00:21:10.560 --> 00:21:13.400]  我今年年初放假的時候
