
[00:00:00.000 --> 00:00:02.000]  親愛的天父主耶穌聖約瓦斯
[00:01:32.000 --> 00:01:35.000]  那我們看了我們就可以聯想
[00:01:35.000 --> 00:01:37.000]  你有沒有聯想到去年
[00:01:37.000 --> 00:01:40.000]  去年我們小組大家都看過
[00:01:40.000 --> 00:01:46.000]  從神州出版的這個宣教士的那個影集
[00:01:46.000 --> 00:01:49.000]  那原來宣教士
[00:01:49.000 --> 00:01:52.000]  他除了把神的救恩帶給我們中國人
[00:01:52.000 --> 00:01:54.000]  他也真的是幫
[00:01:54.000 --> 00:01:57.000]  還幫著我們的國父孫中山先生
[00:01:57.000 --> 00:02:01.000]  把我們中國帶入了民主的時代
[00:02:01.000 --> 00:02:02.000]  感謝主
[00:02:02.000 --> 00:02:04.000]  所以這些都是看了這些
[00:02:04.000 --> 00:02:05.000]  這個帶子
[00:02:05.000 --> 00:02:07.000]  真的是我覺得非常的感動
[00:02:07.000 --> 00:02:10.000]  所以我特別就說跟大家來分享
[00:02:10.000 --> 00:02:14.000]  這一群基督徒的革命烈士
[00:02:14.000 --> 00:02:16.000]  其實呢就是宣教士
[00:02:16.000 --> 00:02:19.000]  他們在傳福音的道路上面
[00:02:19.000 --> 00:02:22.000]  所開的花所結的果
[00:02:22.000 --> 00:02:24.000]  感謝讚美主
[00:02:24.000 --> 00:02:28.000]  然後這一群等於是前仆後繼
[00:02:28.000 --> 00:02:29.000]  不顧生死
[00:02:29.000 --> 00:02:34.000]  一波又一波奉差遣到中國來的宣教士
[00:02:34.000 --> 00:02:38.000]  他們為我們中國實在是開了福音的門
[00:02:38.000 --> 00:02:41.000]  那神的愛
[00:02:41.000 --> 00:02:42.000]  神的恩典
[00:02:42.000 --> 00:02:46.000]  就在這些事情上面都向我們顯明
[00:02:46.000 --> 00:02:52.000]  那在世界上有一個被遺忘的角落
[00:02:52.000 --> 00:02:55.000]  那就是一百多年前的苗族
[00:02:55.000 --> 00:02:56.000]  那苗族呢
[00:02:56.000 --> 00:03:00.000]  他們其實是飽受漢人的歧視
[00:03:00.000 --> 00:03:04.000]  而且他們為了躲避這個種族仇殺
[00:03:04.000 --> 00:03:12.000]  他們就逃到了非常偏遠的叫烏門的山區去
[00:03:12.000 --> 00:03:14.000]  那那個時候的苗族人呢
[00:03:14.000 --> 00:03:17.000]  他們生活非常的落後
[00:03:17.000 --> 00:03:18.000]  非常落後
[00:03:18.000 --> 00:03:21.000]  他們那個十三四歲的小女孩子
[00:03:21.000 --> 00:03:24.000]  就已經早婚早育
[00:03:24.000 --> 00:03:28.000]  那像這種性很混亂性混亂的關係
[00:03:28.000 --> 00:03:32.000]  造成他們疾病貧窮
[00:03:32.000 --> 00:03:35.000]  而且在這種悲慘的經歷裡面
[00:03:35.000 --> 00:03:36.000]  艱苦的環境裡面
[00:03:36.000 --> 00:03:39.000]  他們其實都麻木了
[00:03:39.000 --> 00:03:44.000]  他們對這種很苦的生活
[00:03:44.000 --> 00:03:48.000]  他們都認為這是一個他們民族的特性
[00:03:48.000 --> 00:03:49.000]  非常的淒慘
[00:03:49.000 --> 00:03:53.000]  他們生活得非常艱難到很令人難以置息
[00:03:53.000 --> 00:03:56.000]  他們甚至把貧苦疾病和悲痛
[00:03:56.000 --> 00:04:04.000]  認為這是一種無法挽回跟迴避的一種世襲的命運
[00:04:04.000 --> 00:04:08.000]  那單純的恩典沒有忘記他們
[00:04:08.000 --> 00:04:11.000]  在八千里外
[00:04:11.000 --> 00:04:14.000]  一個出生在英國的基督徒
[00:04:14.000 --> 00:04:16.000]  他名叫做伯格里
[00:04:16.000 --> 00:04:20.000]  那伯格里的英文名字叫做Samuel Pollard
[00:04:20.000 --> 00:04:22.000]  那這個Samuel
[00:04:22.000 --> 00:04:26.000]  他其實他的自己的家境是非常的無憂無慮的
[00:04:26.000 --> 00:04:29.000]  而且非常的舒適安逸的
[00:04:29.000 --> 00:04:30.000]  可是伯格里呢
[00:04:30.000 --> 00:04:32.000]  他卻在1887年
[00:04:32.000 --> 00:04:34.000]  他23歲的時候
[00:04:34.000 --> 00:04:36.000]  他就聽到了神的護照
[00:04:36.000 --> 00:04:40.000]  他看到了苗人的需要跟苗人的苦難
[00:04:40.000 --> 00:04:45.000]  所以他就一路從英國就來到這個苗族的山區
[00:04:45.000 --> 00:04:46.000]  他在那裡
[00:04:46.000 --> 00:04:48.000]  在苗人最絕望的時候
[00:04:48.000 --> 00:04:52.000]  那他就帶著上帝給他很神聖的一個使命
[00:04:52.000 --> 00:04:53.000]  他就去了中國
[00:04:53.000 --> 00:04:55.000]  他在那裡傳教
[00:04:55.000 --> 00:04:56.000]  傳福音
[00:04:56.000 --> 00:04:59.000]  他想要用信仰來改變那裡的人
[00:04:59.000 --> 00:05:00.000]  那裡的環境
[00:05:00.000 --> 00:05:07.000]  那伯格里他從來他沒有去嫌棄這些苗民身上很臭啊
[00:05:07.000 --> 00:05:08.000]  很髒啊
[00:05:08.000 --> 00:05:12.000]  然後他在那裡生活的時候也經歷過很多的苦難
[00:05:12.000 --> 00:05:14.000]  他翻船啊
[00:05:14.000 --> 00:05:16.000]  從馬上摔下來啊
[00:05:16.000 --> 00:05:19.000]  好幾次他真的好像保羅一樣的
[00:05:19.000 --> 00:05:21.000]  很多的苦難
[00:05:21.000 --> 00:05:22.000]  但是呢
[00:05:22.000 --> 00:05:26.000]  他堅持在那裡服侍他苗人
[00:05:26.000 --> 00:05:30.000]  而且他為了取得苗人的信賴
[00:05:30.000 --> 00:05:35.000]  他完全的進入到這個苗人的這個區域裡面
[00:05:35.000 --> 00:05:37.000]  他穿苗服
[00:05:37.000 --> 00:05:38.000]  他說苗語
[00:05:38.000 --> 00:05:41.000]  他住在苗人的家裡面
[00:05:41.000 --> 00:05:44.000]  他跟苗人同吃同住
[00:05:44.000 --> 00:05:45.000]  同吃同住
[00:05:45.000 --> 00:05:48.000]  而且他他這個人呢
[00:05:48.000 --> 00:05:50.000]  他在這個苗寨裡面的時候
[00:05:50.000 --> 00:05:52.000]  他也不騎馬
[00:05:52.000 --> 00:05:53.000]  他也不作教
[00:05:53.000 --> 00:05:56.000]  他就完全的跟著苗人走來走去
[00:05:56.000 --> 00:05:59.000]  而且他跟苗人相處的非常的融洽
[00:05:59.000 --> 00:06:02.000]  因為他的個性非常的謙和
[00:06:02.000 --> 00:06:04.000]  那而且他很善良
[00:06:04.000 --> 00:06:07.000]  又很熱很願意幫助這些苗人
[00:06:07.000 --> 00:06:09.000]  所以這些苗人一天到晚就圍著他轉
[00:06:09.000 --> 00:06:12.000]  在他旁邊聽他傳福音
[00:06:12.000 --> 00:06:14.000]  聽他講耶穌的故事啊
[00:06:14.000 --> 00:06:18.000]  所以很多人在那段時間裡面就受洗
[00:06:18.000 --> 00:06:20.000]  歸入了基督的名下
[00:06:20.000 --> 00:06:21.000]  那因為這樣子
[00:06:21.000 --> 00:06:24.000]  所以讓當地的這些他們叫做土木
[00:06:24.000 --> 00:06:26.000]  就是等於是當地的土流氓啊
[00:06:26.000 --> 00:06:29.000]  或者當地的富豪啊
[00:06:29.000 --> 00:06:32.000]  這些人非常的不高興
[00:06:32.000 --> 00:06:36.000]  而且也因此讓伯格理的生命遭到很多
[00:06:36.000 --> 00:06:39.000]  好多次都會幾乎要喪生
[00:06:39.000 --> 00:06:42.000]  可是伯格理他他堅持
[00:06:42.000 --> 00:06:44.000]  他堅持用基督的愛
[00:06:44.000 --> 00:06:47.000]  他堅持用基督愛去化解那些仇恨
[00:06:47.000 --> 00:06:49.000]  他消除敵視和誤解
[00:06:49.000 --> 00:06:52.000]  所以伯格理就在那個最貧窮
[00:06:52.000 --> 00:06:54.000]  最落後的地方
[00:06:54.000 --> 00:06:56.000]  他用了80畝的地
[00:06:56.000 --> 00:06:58.000]  他建教堂
[00:06:58.000 --> 00:07:00.000]  他建學校
[00:07:00.000 --> 00:07:01.000]  建醫院
[00:07:01.000 --> 00:07:03.000]  他組織足球隊
[00:07:03.000 --> 00:07:04.000]  教英文
[00:07:04.000 --> 00:07:06.000]  傳播基督教信仰
[00:07:06.000 --> 00:07:07.000]  發展教育
[00:07:07.000 --> 00:07:09.000]  幾乎是同步而行
[00:07:09.000 --> 00:07:13.000]  他教伯格理就在那裡做這些事情
[00:07:13.000 --> 00:07:17.000]  那原本苗族是沒有文字的
[00:07:17.000 --> 00:07:18.000]  他們沒有文字
[00:07:18.000 --> 00:07:25.000]  所以他們所有這些歷史都是憑口傳的
[00:07:25.000 --> 00:07:29.000]  所以伯格理就為他們創立了一套
[00:07:29.000 --> 00:07:32.000]  很簡明很容易學的拼音文字
[00:07:32.000 --> 00:07:37.000]  而且非常的適合當時苗族的文化的環境
[00:07:37.000 --> 00:07:41.000]  所以他還把聖經也翻譯成苗文
[00:07:41.000 --> 00:07:49.000]  所以他真的是那時候的苗族的社會受到伯格理很大的影響
[00:07:49.000 --> 00:07:51.000]  所以他們那時候
[00:07:51.000 --> 00:07:56.000]  他們的山區裡面開始崇尚文化知識和信仰
[00:07:56.000 --> 00:07:59.000]  那社會的風氣就開始改變了
[00:07:59.000 --> 00:08:02.000]  那有一次在中日戰爭的時候
[00:08:02.000 --> 00:08:06.000]  有一台美國的飛機
[00:08:06.000 --> 00:08:11.000]  失事就掉到雲貴的山區裡面
[00:08:11.000 --> 00:08:15.000]  然後飛行員當他被找到的時候
[00:08:15.000 --> 00:08:17.000]  他做夢都沒有想到
[00:08:17.000 --> 00:08:19.000]  在那個偏遠的山區裡面
[00:08:19.000 --> 00:08:25.000]  居然有個苗族的青年人可以用英語跟他交談
[00:08:25.000 --> 00:08:26.000]  很奇妙的
[00:08:26.000 --> 00:08:27.000]  這是一個很奇妙的事
[00:08:27.000 --> 00:08:33.000]  所以可見當時伯格理在他們那個地方叫做石門崁的地區
[00:08:33.000 --> 00:08:37.000]  他已經把整個教育的水平都帶起來了
[00:08:37.000 --> 00:08:40.000]  那是因為這個宣教士伯格理
[00:08:40.000 --> 00:08:43.000]  他付出他一生的力量
[00:08:43.000 --> 00:08:46.000]  那剛才我們還有另外一個宣教士
[00:08:46.000 --> 00:08:48.000]  他叫做伯駕
[00:08:48.000 --> 00:08:50.000]  那伯駕他是美國的
[00:08:50.000 --> 00:08:55.000]  19世紀美國第一個美國的醫療宣教士
[00:08:55.000 --> 00:08:58.000]  那他的英文名字叫做Peter Parker
[00:08:58.000 --> 00:09:03.000]  Peter他是在1834年的10月他來到廣州
[00:09:03.000 --> 00:09:04.000]  他來到廣州
[00:09:04.000 --> 00:09:07.000]  那剛才我們看的這個影片裡面也講到
[00:09:07.000 --> 00:09:12.000]  國父孫中山先生也有在這個伯記的醫院裡面實習過
[00:09:12.000 --> 00:09:17.000]  那這個伯記醫院呢
[00:09:17.000 --> 00:09:22.000]  他其實是今天的中山醫科大學
[00:09:22.000 --> 00:09:25.000]  也是孫藝軒的紀念醫院
[00:09:25.000 --> 00:09:27.000]  那是他的前身
[00:09:27.000 --> 00:09:28.000]  所以呢
[00:09:28.000 --> 00:09:29.000]  這個Peter呢
[00:09:29.000 --> 00:09:31.000]  他是26歲
[00:09:31.000 --> 00:09:33.000]  他就從耶魯大學畢業了
[00:09:33.000 --> 00:09:35.000]  四年之後他就來到中國
[00:09:35.000 --> 00:09:38.000]  他在中國待了23年
[00:09:38.000 --> 00:09:40.000]  Peter在中國待了23年
[00:09:40.000 --> 00:09:42.000]  他醫治了無數的病人
[00:09:42.000 --> 00:09:46.000]  那Peter在中國行醫的時候呢
[00:09:46.000 --> 00:09:50.000]  他先後醫治了五萬三千個病人
[00:09:50.000 --> 00:09:52.000]  上至兩廣總督
[00:09:52.000 --> 00:09:58.000]  下至那個渾身長結疤瘡疤的那種爛瘡的乞丐
[00:09:58.000 --> 00:10:00.000]  但是他都不分貴賤
[00:10:00.000 --> 00:10:02.000]  他一視同仁
[00:10:02.000 --> 00:10:05.000]  他堅持耶穌基督的大愛
[00:10:05.000 --> 00:10:07.000]  他一律細心
[00:10:07.000 --> 00:10:10.000]  不管你是兩廣總督還是你是乞丐
[00:10:10.000 --> 00:10:12.000]  他都是很細心的照顧你
[00:10:12.000 --> 00:10:14.000]  而且他在那個地方
[00:10:14.000 --> 00:10:17.000]  他對農村的建設
[00:10:17.000 --> 00:10:18.000]  辦孤兒院
[00:10:18.000 --> 00:10:19.000]  學校的教育
[00:10:19.000 --> 00:10:21.000]  建立醫院
[00:10:21.000 --> 00:10:23.000]  很多很多的貢獻
[00:10:23.000 --> 00:10:26.000]  但是他也有一個很有名的
[00:10:26.000 --> 00:10:27.000]  有趣的事情呢
[00:10:27.000 --> 00:10:30.000]  就是他醫治了一位
[00:10:30.000 --> 00:10:31.000]  我們華人
[00:10:31.000 --> 00:10:33.000]  剛才有的是第二位
[00:10:33.000 --> 00:10:35.000]  第一位華人的牧師
[00:10:35.000 --> 00:10:37.000]  叫做梁發
[00:10:37.000 --> 00:10:38.000]  他醫治了梁
[00:10:38.000 --> 00:10:40.000]  他有一次幫梁發醫病
[00:10:40.000 --> 00:10:42.000]  所以後來他就喜歡開玩笑
[00:10:42.000 --> 00:10:43.000]  他說
[00:10:43.000 --> 00:10:46.000]  假如我這一輩子沒做過什麼善功
[00:10:46.000 --> 00:10:50.000]  我單單的為這個神所愛的僕人梁發
[00:10:50.000 --> 00:10:52.000]  幫他把病醫好
[00:10:52.000 --> 00:10:53.000]  讓他健康了
[00:10:53.000 --> 00:10:56.000]  他說我就不枉費我這一生了
[00:10:56.000 --> 00:10:59.000]  他其實也是還蠻謙卑的這樣說
[00:10:59.000 --> 00:11:01.000]  其實他做了很多的
[00:11:01.000 --> 00:11:04.000]  在我們中國做了很多的貢獻
[00:11:04.000 --> 00:11:09.000]  我常常看到我們身邊的老人家
[00:11:09.000 --> 00:11:10.000]  我不知道你們知不知道
[00:11:10.000 --> 00:11:12.000]  像我們的范伯伯
[00:11:12.000 --> 00:11:14.000]  還有譚瑾的爸爸譚伯伯
[00:11:14.000 --> 00:11:17.000]  還有後來搬到瑞士去的楊阿姨
[00:11:17.000 --> 00:11:21.000]  他們其實都是讀英文報紙
[00:11:21.000 --> 00:11:22.000]  看原文書
[00:11:22.000 --> 00:11:23.000]  做翻譯的
[00:11:23.000 --> 00:11:25.000]  可以做翻譯的
[00:11:25.000 --> 00:11:27.000]  他們的英文造詣都非常高
[00:11:27.000 --> 00:11:32.000]  因為他們都是在上海宣教士辦的
[00:11:32.000 --> 00:11:35.000]  聖約翰大學畢業的
[00:11:35.000 --> 00:11:36.000]  所以我們講說
[00:11:36.000 --> 00:11:38.000]  我如果告訴你說
[00:11:38.000 --> 00:11:40.000]  宣教士在中國做多少事情
[00:11:40.000 --> 00:11:42.000]  你沒有看見
[00:11:42.000 --> 00:11:44.000]  但是我們身邊的人
[00:11:44.000 --> 00:11:47.000]  這些人他們也是benefit
[00:11:47.000 --> 00:11:49.000]  他們也是從這些宣教士上面
[00:11:49.000 --> 00:11:51.000]  得到很多的益處
[00:11:51.000 --> 00:11:52.000]  這些宣教士
[00:11:52.000 --> 00:11:55.000]  他們全然不求自己的益處
[00:11:55.000 --> 00:11:58.000]  他們活出愛的真諦
[00:11:58.000 --> 00:12:01.000]  真的是他們的貢獻
[00:12:01.000 --> 00:12:06.000]  實在是我們無法真的想像的
[00:12:06.000 --> 00:12:08.000]  所以剛才我們在讀
[00:12:08.000 --> 00:12:10.000]  我們剛開始宣教的經文裡面
[00:12:10.000 --> 00:12:12.000]  保羅也是這麼說的
[00:12:12.000 --> 00:12:15.000]  報福音傳喜信的人
[00:12:15.000 --> 00:12:20.000]  他們的教宗何等的加美
[00:12:20.000 --> 00:12:25.000]  在我們中華人民共和國成立之後
[00:12:25.000 --> 00:12:28.000]  中國的大門就被關了
[00:12:28.000 --> 00:12:30.000]  所有的宣教士都被趕走了
[00:12:30.000 --> 00:12:32.000]  教會也被沒收
[00:12:32.000 --> 00:12:33.000]  被拆散
[00:12:33.000 --> 00:12:34.000]  被拆毀
[00:12:34.000 --> 00:12:35.000]  被關掉
[00:12:35.000 --> 00:12:37.000]  所以福音的門
[00:12:37.000 --> 00:12:39.000]  在那三十年裡面
[00:12:39.000 --> 00:12:41.000]  是暫時的就被關起來了
[00:12:41.000 --> 00:12:43.000]  那是一段無神論
[00:12:43.000 --> 00:12:45.000]  在中國是無神論對不對
[00:12:45.000 --> 00:12:48.000]  無神論的時間裡面
[00:12:48.000 --> 00:12:51.000]  是與國外隔絕的
[00:12:51.000 --> 00:12:53.000]  是貧窮的
[00:12:53.000 --> 00:12:55.000]  是沒有親情
[00:12:55.000 --> 00:12:57.000]  沒有愛的
[00:12:57.000 --> 00:12:58.000]  基督徒
[00:12:58.000 --> 00:13:00.000]  那個時代的基督徒
[00:13:00.000 --> 00:13:02.000]  你不是被關在監獄裡面
[00:13:02.000 --> 00:13:03.000]  你就是被迫
[00:13:03.000 --> 00:13:05.000]  你要放棄你的信仰
[00:13:05.000 --> 00:13:07.000]  所以一直到八零年代
[00:13:07.000 --> 00:13:09.000]  改革開放之後
[00:13:09.000 --> 00:13:11.000]  才有新的氣象
[00:13:11.000 --> 00:13:12.000]  上個禮拜
[00:13:12.000 --> 00:13:15.000]  韓伯伯的安息禮拜的時候
[00:13:15.000 --> 00:13:16.000]  也這麼說的
[00:13:16.000 --> 00:13:17.000]  你們有聽到說
[00:13:17.000 --> 00:13:20.000]  韓伯伯一直到一九八零年
[00:13:20.000 --> 00:13:21.000]  才回到上海
[00:13:21.000 --> 00:13:23.000]  跟他的妻子
[00:13:23.000 --> 00:13:25.000]  跟他的女兒團聚
[00:13:25.000 --> 00:13:30.000]  所以我們不是要在這裡批評任何的政黨
[00:13:30.000 --> 00:13:33.000]  而是我們要講述一個事實
[00:13:33.000 --> 00:13:34.000]  一個事實
[00:13:34.000 --> 00:13:36.000]  就是八零年代以後
[00:13:36.000 --> 00:13:40.000]  一群很年少就被抓到監牢裡面去
[00:13:40.000 --> 00:13:42.000]  後來出獄的時候
[00:13:42.000 --> 00:13:44.000]  他們都已經白髮蒼蒼了
[00:13:44.000 --> 00:13:46.000]  因著平反
[00:13:46.000 --> 00:13:49.000]  因為平反他們被出獄了以後
[00:13:49.000 --> 00:13:50.000]  那個之後
[00:13:50.000 --> 00:13:54.000]  教堂的門才重新的被打開來
[00:13:54.000 --> 00:13:57.000]  臺灣美國的宣教士
[00:13:57.000 --> 00:13:59.000]  才偷偷暗暗的
[00:13:59.000 --> 00:14:00.000]  把聖經
[00:14:00.000 --> 00:14:01.000]  把福音的火種
[00:14:01.000 --> 00:14:05.000]  再重新的在中國點燃
[00:14:05.000 --> 00:14:07.000]  那你能相信
[00:14:07.000 --> 00:14:10.000]  從八零年代到現在
[00:14:10.000 --> 00:14:11.000]  到現在
[00:14:11.000 --> 00:14:14.000]  將近這三十八個年頭
[00:14:14.000 --> 00:14:16.000]  是將近我們五千年
[00:14:16.000 --> 00:14:19.000]  悠久的年歲裡面
[00:14:19.000 --> 00:14:22.000]  現在是我們中國人民
[00:14:22.000 --> 00:14:23.000]  最豐裕
[00:14:23.000 --> 00:14:26.000]  最豐盛的一個時代
[00:14:26.000 --> 00:14:29.000]  你看從大城市的商人
[00:14:29.000 --> 00:14:32.000]  到農村裡面的老百姓
[00:14:32.000 --> 00:14:35.000]  不要講只是吃飽飯而已
[00:14:35.000 --> 00:14:37.000]  單單講旅行團
[00:14:37.000 --> 00:14:40.000]  成隊成隊的遍足全世界
[00:14:40.000 --> 00:14:43.000]  三大洲九大洋
[00:14:43.000 --> 00:14:45.000]  所以我們中國的旅行團
[00:14:45.000 --> 00:14:47.000]  已經成了日不落國
[00:14:47.000 --> 00:14:49.000]  到處都去的
[00:14:49.000 --> 00:14:54.000]  而且在這段時間裡面
[00:14:54.000 --> 00:14:57.000]  基督教的信仰如野火燎原的
[00:14:57.000 --> 00:15:00.000]  你看在短短的三十八年
[00:15:00.000 --> 00:15:02.000]  我們剛才講到
[00:15:02.000 --> 00:15:03.000]  不是只有吃飽
[00:15:03.000 --> 00:15:07.000]  其實中國從農業社會
[00:15:07.000 --> 00:15:09.000]  我們跳到現在
[00:15:09.000 --> 00:15:12.000]  什麼都是最頂尖的
[00:15:12.000 --> 00:15:14.000]  我們的科學商業
[00:15:14.000 --> 00:15:15.000]  各個領域
[00:15:15.000 --> 00:15:17.000]  都是在尖端
[00:15:17.000 --> 00:15:19.000]  你看真的是
[00:15:19.000 --> 00:15:20.000]  大慶每次講
[00:15:20.000 --> 00:15:22.000]  你看人家中國多厲害
[00:15:22.000 --> 00:15:25.000]  什麼都是在頂尖的尖端
[00:15:25.000 --> 00:15:29.000]  那我希望中國的領導人
[00:15:29.000 --> 00:15:32.000]  他能夠珍惜
[00:15:32.000 --> 00:15:33.000]  他能夠領悟
[00:15:33.000 --> 00:15:36.000]  這都是神的恩典
[00:15:36.000 --> 00:15:37.000]  都是神的恩典
[00:15:37.000 --> 00:15:38.000]  所以我常常的
[00:15:38.000 --> 00:15:39.000]  我跟喬阿姨
[00:15:39.000 --> 00:15:40.000]  我們常常的
[00:15:40.000 --> 00:15:42.000]  為中國的領導人禱告
[00:15:42.000 --> 00:15:43.000]  因為我真的告訴你
[00:15:43.000 --> 00:15:45.000]  我從來沒有看到
[00:15:45.000 --> 00:15:48.000]  一個抵抗神
[00:15:48.000 --> 00:15:50.000]  對付神兒女的人
[00:15:50.000 --> 00:15:52.000]  有好下場
[00:15:52.000 --> 00:15:53.000]  我們不希望
[00:15:53.000 --> 00:15:55.000]  任何人有不好的下場
[00:15:55.000 --> 00:15:57.000]  所以我們來為他們祈禱
[00:15:57.000 --> 00:16:01.000]  穆斯從禮拜一一大早
[00:16:01.000 --> 00:16:03.000]  他就出發了
[00:16:03.000 --> 00:16:04.000]  禮拜二當然
[00:16:04.000 --> 00:16:06.000]  他就已經到那裡了
[00:16:06.000 --> 00:16:08.000]  所以這一次穆斯的旅程
[00:16:08.000 --> 00:16:10.000]  其實從九月開始
[00:16:10.000 --> 00:16:11.000]  我們就不停的聽到
[00:16:11.000 --> 00:16:14.000]  有很多各方面
[00:16:14.000 --> 00:16:17.000]  關於中國迫害基督徒的消息
[00:16:17.000 --> 00:16:20.000]  所以我就問穆斯說
[00:16:20.000 --> 00:16:22.000]  你考不考慮
[00:16:22.000 --> 00:16:24.000]  今年就不要去
[00:16:24.000 --> 00:16:26.000]  但是他沒有理我
[00:16:26.000 --> 00:16:28.000]  其實這是一個
[00:16:28.000 --> 00:16:30.000]  信心操練的功課
[00:16:30.000 --> 00:16:32.000]  所以記得我們去年
[00:16:32.000 --> 00:16:33.000]  我們在看這個
[00:16:33.000 --> 00:16:35.000]  神州拍的宣教士
[00:16:35.000 --> 00:16:37.000]  在中國的紀錄片的時候
[00:16:37.000 --> 00:16:39.000]  其實宣教士的腳鐘
[00:16:39.000 --> 00:16:41.000]  本來就是崎嶇不平
[00:16:41.000 --> 00:16:42.000]  彎彎曲曲的
[00:16:42.000 --> 00:16:44.000]  非常辛苦的
[00:16:44.000 --> 00:16:45.000]  如果是說
[00:16:45.000 --> 00:16:47.000]  中國的氣候好的時候
[00:16:47.000 --> 00:16:49.000]  那我們到中國去
[00:16:49.000 --> 00:16:50.000]  禪禪福音
[00:16:50.000 --> 00:16:52.000]  遊學晃一晃
[00:16:52.000 --> 00:16:54.000]  其實那沒有什麼意義
[00:16:54.000 --> 00:16:56.000]  其實沒有什麼意義
[00:16:56.000 --> 00:16:59.000]  所以現在
[00:16:59.000 --> 00:17:01.000]  中國的基督教
[00:17:01.000 --> 00:17:04.000]  才開始在面臨挑戰
[00:17:04.000 --> 00:17:05.000]  所以我跟穆斯
[00:17:05.000 --> 00:17:07.000]  在為這趟旅途禱告的時候
[00:17:07.000 --> 00:17:09.000]  我就提醒穆斯
[00:17:09.000 --> 00:17:10.000]  我說你知不知道
[00:17:10.000 --> 00:17:12.000]  從80年代以後
[00:17:12.000 --> 00:17:13.000]  中國的教會
[00:17:13.000 --> 00:17:16.000]  已經不能一日同語了
[00:17:16.000 --> 00:17:17.000]  你看他們
[00:17:17.000 --> 00:17:18.000]  人家中國教會
[00:17:18.000 --> 00:17:20.000]  主日聚會的時候
[00:17:20.000 --> 00:17:22.000]  人山人海
[00:17:22.000 --> 00:17:25.000]  還要分好幾行聚會
[00:17:25.000 --> 00:17:26.000]  你看看我們教會
[00:17:26.000 --> 00:17:27.000]  從中國來的弟兄
[00:17:27.000 --> 00:17:28.000]  段弟兄
[00:17:28.000 --> 00:17:29.000]  還有彥平姐
[00:17:29.000 --> 00:17:31.000]  他們對信仰
[00:17:31.000 --> 00:17:33.000]  對教會
[00:17:33.000 --> 00:17:34.000]  他們都是很認真
[00:17:34.000 --> 00:17:36.000]  很嚴謹的
[00:17:36.000 --> 00:17:37.000]  所以其實中國的教會
[00:17:37.000 --> 00:17:40.000]  並不需要我們去那邊
[00:17:40.000 --> 00:17:43.000]  教導
[00:17:43.000 --> 00:17:44.000]  送錢
[00:17:44.000 --> 00:17:46.000]  比你還有錢
[00:17:46.000 --> 00:17:48.000]  他們的財物
[00:17:48.000 --> 00:17:50.000]  他們可以送宣教士
[00:17:50.000 --> 00:17:52.000]  到韓國的宣教士
[00:17:52.000 --> 00:17:53.000]  東南亞的宣教士
[00:17:53.000 --> 00:17:55.000]  到世界各地去的
