
[00:00:00.000 --> 00:00:04.140]  讀兩節的聖經在約書亞記第四章第六到第七節
[00:04:39.780 --> 00:04:46.100]  而神的心意就是要我們按照天上教會的樣式
[00:04:46.100 --> 00:04:51.700]  能夠在地上為神建造榮耀的教會
[00:04:51.700 --> 00:04:55.900]  那你說我們要怎麼樣來建造這個榮耀的教會
[00:04:55.900 --> 00:04:59.540]  在啟次錄二十二章一到三節的經文裡面
[00:04:59.540 --> 00:05:02.300]  主讓我看見四件事情
[00:05:02.300 --> 00:05:04.380]  在這個圖畫裡面
[00:05:04.380 --> 00:05:06.820]  四個很重要的事情
[00:05:06.820 --> 00:05:09.900]  第一個就看見神的寶座
[00:05:09.900 --> 00:05:13.540]  第二個看見有江河從寶座流出來
[00:05:13.540 --> 00:05:15.460]  第三個看見那個葉子
[00:05:15.460 --> 00:05:19.220]  生命樹的葉子是為一字萬名
[00:05:19.220 --> 00:05:25.020]  第四個看見神的僕人在侍奉神
[00:05:25.020 --> 00:05:31.220]  神就讓我看見建造神榮耀教會的四個很重要的策略
[00:05:31.220 --> 00:05:32.900]  第一個策略
[00:05:32.900 --> 00:05:36.380]  神的寶座代表著敬拜讚美的侍奉
[00:05:36.380 --> 00:05:37.700]  跟我一同來說
[00:05:37.700 --> 00:05:41.740]  神的寶座代表著敬拜讚美的侍奉
[00:05:41.740 --> 00:05:43.020]  為什麼呢
[00:05:43.020 --> 00:05:46.140]  因為有一天當我們來到天上
[00:05:46.140 --> 00:05:48.220]  站立在神的寶座面前的時候
[00:05:48.220 --> 00:05:49.500]  我請問你
[00:05:49.500 --> 00:05:53.460]  你在神的寶座面前要做什麼
[00:05:53.460 --> 00:05:56.820]  到那個時候所有的牧師都失業了對不對
[00:05:56.820 --> 00:05:58.180]  沒門不用再講道了
[00:05:58.180 --> 00:05:59.700]  哈利路亞
[00:05:59.700 --> 00:06:03.380]  不需要禮拜六在熬夜
[00:06:03.380 --> 00:06:06.740]  姊妹們都不需要做飯了
[00:06:06.740 --> 00:06:08.740]  不必為三餐忙碌了
[00:06:08.740 --> 00:06:11.780]  將來到天上也不用吃飯也不用睡覺
[00:06:11.780 --> 00:06:15.700]  請問你你到底要幹什麼在天上
[00:06:15.700 --> 00:06:17.580]  聖經裡面很清楚讓我們看見
[00:06:17.580 --> 00:06:19.860]  有一天我們站在神的寶座面前
[00:06:19.860 --> 00:06:21.340]  只有一件事情
[00:06:21.340 --> 00:06:23.660]  就是敬拜讚美
[00:06:23.660 --> 00:06:25.540]  因為我們的神太榮耀了
[00:06:25.540 --> 00:06:28.500]  祂佩得我們永遠的敬拜
[00:06:28.500 --> 00:06:30.980]  所以我常說今天我們在地上的時候
[00:06:30.980 --> 00:06:33.580]  最好常常要學習敬拜讚美
[00:06:33.580 --> 00:06:34.820]  否則有一天你到天上
[00:06:34.820 --> 00:06:35.860]  你會水土不服
[00:06:35.860 --> 00:06:40.100]  我告訴你草都要下來就是你
[00:06:40.100 --> 00:06:42.740]  為什麼敬拜讚美那麼重要
[00:06:42.740 --> 00:06:44.580]  因為敬拜讚美
[00:06:44.580 --> 00:06:48.140]  能夠帶下神的同在在我們中間
[00:06:48.140 --> 00:06:53.420]  讓神的同在能夠在我們生命當中彰顯出來
[00:06:53.420 --> 00:06:55.220]  四篇二十二篇第三節這裡說
[00:06:55.220 --> 00:06:56.780]  帶你是聖潔的
[00:06:56.780 --> 00:07:02.100]  是用以色列的什麼讚美為寶座的
[00:07:02.100 --> 00:07:04.420]  換句話說當我們敬拜讚美的時候
[00:07:04.420 --> 00:07:06.860]  神的同在能夠在我們中間
[00:07:06.860 --> 00:07:08.580]  能夠顯明出來
[00:07:08.580 --> 00:07:11.700]  本來神是用我們的肉眼所看不見的
[00:07:11.700 --> 00:07:13.780]  但他透過敬拜讚美
[00:07:13.780 --> 00:07:18.900]  我們有經歷到神同在的真實跟能力嗎
[00:07:18.900 --> 00:07:20.980]  你還記得保羅跟希拉
[00:07:20.980 --> 00:07:24.660]  有一次在菲律賓他們傳福音的時候
[00:07:24.660 --> 00:07:27.900]  被人抓住被人毒打
[00:07:27.900 --> 00:07:31.820]  鐵鏈銬上丟進監獄裡面
[00:07:31.820 --> 00:07:34.060]  半夜他們醒來
[00:07:34.060 --> 00:07:35.860]  請問你如果你在一個地方傳福音
[00:07:35.860 --> 00:07:37.220]  被人抓住毒打
[00:07:37.220 --> 00:07:39.660]  被人鎖鏈銬住丟到監獄裡
[00:07:39.660 --> 00:07:42.620]  半夜你醒來你會幹什麼
[00:07:42.620 --> 00:07:44.300]  一定在那哀嚎不是嗎
[00:07:44.300 --> 00:07:47.580]  埋怨怎麼這樣子啊
[00:07:47.580 --> 00:07:48.820]  但保羅希拉沒有
[00:07:48.820 --> 00:07:50.780]  保羅希拉半夜醒來
[00:07:50.780 --> 00:07:55.260]  竟然敬拜讚美歌唱
[00:07:55.260 --> 00:07:57.620]  聖經裡面講他們一歌唱
[00:07:57.620 --> 00:07:59.740]  地就震動
[00:07:59.740 --> 00:08:00.900]  為什麼地震動
[00:08:00.900 --> 00:08:02.740]  有人這樣解釋
[00:08:02.740 --> 00:08:04.380]  因為聖經上說
[00:08:04.380 --> 00:08:06.660]  這個天是神的寶座
[00:08:06.660 --> 00:08:09.020]  地是神的腳凳
[00:08:09.020 --> 00:08:12.260]  當保羅希拉在那裡唱聲很美的時候
[00:08:12.260 --> 00:08:13.180]  神在天上
[00:08:13.180 --> 00:08:15.900]  聽見敬拜讚美非常的欣賞
[00:08:15.900 --> 00:08:19.220]  腳就情不自禁打拍子
[00:08:19.220 --> 00:08:21.540]  地就震動啊
[00:08:21.540 --> 00:08:23.380]  地一震動
[00:08:23.380 --> 00:08:27.060]  監門全開鎖鏈全部斷開
[00:08:27.060 --> 00:08:30.220]  哇這個時候神蹟發生了
[00:08:30.220 --> 00:08:31.340]  但事實上
[00:08:31.340 --> 00:08:34.580]  這還不是真正的神蹟
[00:08:34.580 --> 00:08:36.380]  因為我請問你
[00:08:36.380 --> 00:08:38.900]  如果說你今天也在監獄裡面
[00:08:38.900 --> 00:08:41.820]  半夜忽然間地大震動
[00:08:41.820 --> 00:08:44.740]  監門全開鎖鏈斷開了
[00:08:44.740 --> 00:08:45.620]  你的反應會是什麼
[00:08:45.620 --> 00:08:47.740]  第一個反應是什麼
[00:08:47.740 --> 00:08:49.300]  逃啊
[00:08:49.300 --> 00:08:50.860]  千采難逢的機會
[00:08:50.860 --> 00:08:53.140]  你還不走走啊
[00:08:53.140 --> 00:08:54.100]  這為什麼玉竹
[00:08:54.100 --> 00:08:56.300]  聖經說玉竹他看見
[00:08:56.300 --> 00:08:57.100]  監門全開
[00:08:57.100 --> 00:08:59.140]  他第一個反應就拿刀要自殺
[00:08:59.140 --> 00:09:02.740]  說完了全部都跑光了
[00:09:02.740 --> 00:09:04.420]  可沒想到保羅怎麼對他說
[00:09:04.420 --> 00:09:06.580]  保羅說放心
[00:09:06.580 --> 00:09:09.860]  我們都在這裡
[00:09:09.860 --> 00:09:11.300]  哇
[00:09:11.300 --> 00:09:14.820]  我告訴你真正的神蹟在這裡
[00:09:14.820 --> 00:09:19.140]  這些囚犯沒有一個人逃跑
[00:09:19.140 --> 00:09:20.860]  為什麼
[00:09:20.860 --> 00:09:23.820]  因為當保羅跟希拉敬拜讚美的時候
[00:09:23.820 --> 00:09:25.220]  有一件事情發生了
[00:09:25.220 --> 00:09:27.660]  不是地大震動
[00:09:27.660 --> 00:09:31.660]  是神的同在顯明出來了
[00:09:31.660 --> 00:09:33.260]  當神的同在顯明出來
[00:09:33.260 --> 00:09:36.260]  人心存敬畏
[00:09:36.260 --> 00:09:37.820]  俯伏在神的面前
[00:09:37.820 --> 00:09:40.460]  因為知道神就在這裡
[00:09:40.460 --> 00:09:42.380]  哈利路亞
[00:09:42.380 --> 00:09:44.580]  我們看見當神的同在顯明出來
[00:09:44.580 --> 00:09:47.180]  人的生命就要被改變
[00:09:47.180 --> 00:09:49.460]  從破碎當中能夠得到自由
[00:09:49.460 --> 00:09:51.780]  從哀哭當中得到喜樂
[00:09:51.780 --> 00:09:55.180]  從軟弱當中得到能力
[00:09:55.180 --> 00:09:59.300]  就你誰說今天教會不再吸引人了
[00:09:59.300 --> 00:10:00.780]  主耶穌說我若從地上
[00:10:00.780 --> 00:10:05.620]  這杯舉起來要吸引萬人來歸向我
[00:10:05.620 --> 00:10:08.500]  今天教會就要藉著敬拜讚美
[00:10:08.500 --> 00:10:11.260]  來高舉主耶穌基督
[00:10:11.260 --> 00:10:14.220]  當一個教會在聚會當中的時候
[00:10:14.220 --> 00:10:18.260]  每一位弟兄姊妹都全心全意來敬拜的時候
[00:10:18.260 --> 00:10:21.940]  我告訴你整個會場就要充滿聖靈的能力
[00:10:21.940 --> 00:10:25.020]  聖靈的自由的運行在我們中間
[00:10:25.020 --> 00:10:26.820]  當人們走進這個會場
[00:10:26.820 --> 00:10:29.140]  他們就知道神果然就在這裡
[00:10:29.140 --> 00:10:30.980]  哈利路亞
[00:10:30.980 --> 00:10:32.700]  基督教今天要讓神的同在
[00:10:32.700 --> 00:10:34.260]  充滿在我們中間的時候
[00:10:34.260 --> 00:10:35.020]  我告訴你
[00:10:35.020 --> 00:10:37.420]  你不用去做廣告的
[00:10:37.420 --> 00:10:39.700]  人們會自動走進來
[00:10:39.700 --> 00:10:44.580]  因為在這裡有一種吸引力
[00:10:44.580 --> 00:10:47.780]  而且有一次有一個人要尋找教會
[00:10:47.780 --> 00:10:50.900]  他就站在教會的外面看
[00:10:50.900 --> 00:10:52.700]  人家覺得很奇怪
[00:10:52.700 --> 00:10:55.460]  你要尋找教會不進去聽呢
[00:10:55.460 --> 00:10:56.780]  他說 No No No
[00:10:56.780 --> 00:10:58.820]  我要站在外面看
[00:10:58.820 --> 00:11:01.940]  看那些出來的人怎麼樣
[00:11:01.940 --> 00:11:04.220]  如果出來的人充滿了仇苦
[00:11:04.220 --> 00:11:05.140]  讓我不要再進去
[00:11:05.140 --> 00:11:06.180]  因為我已經很仇苦
[00:11:06.180 --> 00:11:08.580]  不要再出來跟人家仇苦了
[00:11:08.580 --> 00:11:11.140]  但如果出來的人充滿喜樂
[00:11:11.140 --> 00:11:12.380]  我就一定要進去
[00:11:12.380 --> 00:11:13.740]  因為我知道神就在這裡
[00:11:13.740 --> 00:11:15.660]  哈利路亞
[00:11:15.660 --> 00:11:18.380]  有神的地方就有喜樂
[00:11:18.380 --> 00:11:20.940]  有神的地方就有吸引力
[00:11:20.940 --> 00:11:22.780]  當教會敬拜讚美的時候
[00:11:22.780 --> 00:11:25.100]  神的同在就要顯明出來
[00:11:25.100 --> 00:11:28.340]  神的喜樂就要充滿在我們中間的
[00:11:28.340 --> 00:11:29.820]  你們
[00:11:29.820 --> 00:11:31.940]  所以第一個策略很重要
[00:11:31.940 --> 00:11:33.100]  敬拜讚美
[00:11:33.100 --> 00:11:35.860]  那是教會的吸引力
[00:11:35.860 --> 00:11:40.540]  因為神的同在能夠彰顯出來
[00:11:40.540 --> 00:11:41.580]  第二
[00:11:41.580 --> 00:11:43.140]  生命水的河流
[00:11:43.140 --> 00:11:45.500]  代表著聖靈更新的侍奉
[00:11:45.500 --> 00:11:46.660]  跟我們說
[00:11:46.660 --> 00:11:47.900]  生命水的河流
[00:11:47.900 --> 00:11:51.660]  代表著聖靈更新的侍奉
[00:11:51.660 --> 00:11:54.980]  如果你注意到在這幅圖畫裡面
[00:11:54.980 --> 00:11:57.460]  只有兩個寶座
[00:11:57.460 --> 00:12:00.780]  神和羔羊的寶座
[00:12:00.780 --> 00:12:03.700]  那請問你聖靈在哪裡
[00:12:03.700 --> 00:12:07.860]  聖靈就是這一條不斷湧流的江河嗎
[00:12:07.860 --> 00:12:09.340]  因為聖靈聖經上說
[00:12:09.340 --> 00:12:12.660]  是直到如今都在工作的神
[00:12:12.660 --> 00:12:13.780]  你們
[00:12:13.780 --> 00:12:17.260]  為什麼聖靈的工作那麼重要
[00:12:17.260 --> 00:12:21.340]  因為今天教會不但需要吸引力
[00:12:21.340 --> 00:12:25.140]  教會更需要爆炸力
[00:12:25.140 --> 00:12:25.420]  第二
[00:12:25.420 --> 00:12:28.660]  這個世代已經不再滿足於
[00:12:28.660 --> 00:12:33.260]  我們只是給予他們理論跟教條而已
[00:12:33.260 --> 00:12:35.620]  這個世代期望
[00:12:35.620 --> 00:12:40.340]  能夠看見神能能力的彰顯
[00:12:40.340 --> 00:12:42.060]  俗稱第一章第八節在講
[00:12:42.060 --> 00:12:44.420]  當聖靈降臨在你們身上
[00:12:44.420 --> 00:12:46.780]  你就逼得到什麼
[00:12:46.780 --> 00:12:49.100]  能力
[00:12:49.100 --> 00:12:50.060]  在這樣一個世代
[00:12:50.060 --> 00:12:51.820]  我們需要聖靈的工作
[00:12:51.820 --> 00:12:54.100]  因為只有聖靈能夠在我們生命裡面
[00:12:54.100 --> 00:12:55.260]  給我們能力
[00:12:55.260 --> 00:12:56.420]  什麼樣的能力
[00:12:56.420 --> 00:12:57.500]  兩種能力
[00:12:57.500 --> 00:13:00.820]  第一個是生命的能力
[00:13:00.820 --> 00:13:02.860]  當聖靈降臨在我們身上的時候
[00:13:02.860 --> 00:13:07.500]  我們就有能力活出耶穌基督的生命來
[00:13:07.500 --> 00:13:10.780]  能夠結出聖靈的國子
[00:13:10.780 --> 00:13:12.700]  丁凡傑今天你需要明白一件事情
[00:13:12.700 --> 00:13:15.620]  聖靈所結的九種國子
[00:13:15.620 --> 00:13:18.140]  仁愛 喜樂 和平
[00:13:18.140 --> 00:13:20.700]  忍耐 恩慈 良善
[00:13:20.700 --> 00:13:23.300]  信實 溫柔 節制
[00:13:23.300 --> 00:13:25.380]  這九種國子我告訴你
[00:13:25.380 --> 00:13:26.580]  沒有一種國子
[00:13:26.580 --> 00:13:31.220]  是你我可以用天然的生命活出來的
[00:13:31.220 --> 00:13:33.020]  很多人想到愛就想到
[00:13:33.020 --> 00:13:35.900]  有些人很熱心想去幫助別人
[00:13:35.900 --> 00:13:38.020]  No 那不是聖靈的國子
[00:13:38.020 --> 00:13:42.060]  那只不過是人這種古道熱腸的本性而已
[00:13:42.060 --> 00:13:45.180]  那不是聖靈所結愛的國子
[00:13:45.180 --> 00:13:47.380]  在聖靈裡面的愛
[00:13:47.380 --> 00:13:51.540]  是那個甚至當你在受逼迫的時候
[00:13:51.540 --> 00:13:55.420]  你仍然能夠為那逼迫的人禱告
[00:13:55.420 --> 00:13:58.580]  那是愛到你天然生命活不出來的
[00:13:58.580 --> 00:14:01.740]  但當聖靈的驕傲湧流到你生命當中的時候
[00:14:01.740 --> 00:14:06.940]  在你生命當中顯明出上帝的慈愛出來
[00:14:06.940 --> 00:14:08.820]  很多人想到喜樂就想到
[00:14:08.820 --> 00:14:10.500]  有些人凡事都很樂觀
[00:14:10.500 --> 00:14:12.860]  No 那不是聖靈的喜樂
[00:14:12.860 --> 00:14:16.380]  那只不過人天生樂天派而已
[00:14:16.380 --> 00:14:18.380]  那不是聖靈的喜樂
[00:14:18.380 --> 00:14:19.860]  在聖靈裡面的喜樂
[00:14:19.860 --> 00:14:23.220]  是甚至當你在大患難當中
[00:14:23.220 --> 00:14:25.140]  在你裡面就仍然有一種
[00:14:25.140 --> 00:14:27.820]  說不出來蠻有榮光的大喜樂
[00:14:27.820 --> 00:14:29.380]  人家問你說那麼苦
[00:14:29.380 --> 00:14:30.580]  你有什麼好喜樂
[00:14:30.580 --> 00:14:31.620]  你也說不出來
[00:14:31.620 --> 00:14:33.340]  但在你裡面就是一種喜樂
[00:14:33.340 --> 00:14:37.020]  說不出來蠻有榮光的大喜樂在你裡面
[00:14:37.020 --> 00:14:40.100]  那是你按照你天然生命所結不出來的國子
[00:14:40.100 --> 00:14:42.700]  但聖靈將來湧流到你生命當中的時候
[00:14:42.700 --> 00:14:46.220]  真的喜樂就在你身邊彰顯出來
[00:14:46.220 --> 00:14:47.900]  聖靈降臨在你生命當中
[00:14:47.900 --> 00:14:50.660]  你就有生命的能力
[00:14:50.660 --> 00:14:53.220]  第二 你有侍奉的能力
[00:14:53.220 --> 00:14:55.380]  當聖靈降臨在我們身上的時候
[00:14:55.380 --> 00:14:58.060]  我們有能力來侍奉
[00:14:58.060 --> 00:15:00.900]  聖靈要賜給我們各樣的恩賜
[00:15:00.900 --> 00:15:03.260]  叫我們能夠像人真的是
[00:15:03.260 --> 00:15:05.940]  勸勉 安慰 造就別人
[00:15:05.940 --> 00:15:08.100]  能夠依次趕鬼
[00:15:08.100 --> 00:15:11.020]  將人的心靈能夠帶到神的面前來
[00:15:11.020 --> 00:15:13.260]  第二點 今天當你在侍奉神的時候
[00:15:13.260 --> 00:15:15.260]  無論你在做什麼
[00:15:15.260 --> 00:15:16.580]  無論你在帶領敬拜
[00:15:16.580 --> 00:15:17.740]  無論在講道
[00:15:17.740 --> 00:15:18.820]  無論在做招待
[00:15:18.820 --> 00:15:20.340]  無論在做帶領兒童
[00:15:20.340 --> 00:15:22.340]  負責茶點 影印事工
[00:15:22.340 --> 00:15:23.700]  甚至行政工作
[00:15:23.700 --> 00:15:26.640]  我告訴你 你都需要依靠聖靈的大能
[00:15:27.930 --> 00:15:32.510]  否則我告訴你遲早有一天你會Burn out
[00:15:32.510 --> 00:15:37.950]  所謂靈恩不是一種什麼神秘的經驗
[00:15:37.950 --> 00:15:41.570]  而是當聖靈降臨在你身上的時候
[00:15:41.570 --> 00:15:44.850]  聖靈要給你智慧能力
[00:15:44.850 --> 00:15:48.390]  讓你適逢的時候看見適逢的果效
[00:15:48.390 --> 00:15:50.650]  那才是靈恩
[00:15:50.650 --> 00:15:54.350]  我再說靈恩不是什麼特別的奇妙神秘的經驗
[00:15:54.350 --> 00:16:00.630]  而是聖靈要賜給你智慧跟力量來服侍
[00:16:00.630 --> 00:16:05.970]  就像彼得在五行節的時候他站立起來
[00:16:05.970 --> 00:16:08.430]  其實從人的角度來講
[00:16:08.430 --> 00:16:12.390]  在那個時刻彼得是最不應該站起來的不是嗎
[00:16:12.390 --> 00:16:15.270]  他才剛剛否認主三次
[00:16:15.270 --> 00:16:19.750]  他是最不應該站起來他應該安靜坐下
[00:16:19.750 --> 00:16:22.230]  等到聖靈降臨在他身上的時候
[00:16:22.230 --> 00:16:25.350]  就得到能力 有智慧 有力量
[00:16:25.350 --> 00:16:28.670]  還有站立起來大膽的宣講神的福音
[00:16:28.670 --> 00:16:32.710]  當天就三千人歸向耶穌基督 哈利路亞
[00:16:32.710 --> 00:16:34.670]  今天讓我們在侍奉神的時候
[00:16:34.670 --> 00:16:38.070]  我們一點不能夠依靠我們的聰明才智
[00:16:38.070 --> 00:16:39.430]  我告訴你
[00:16:39.430 --> 00:16:42.430]  無論你多麼的有智慧 多麼有學問
[00:16:42.430 --> 00:16:45.350]  你不能夠依靠你的經驗跟才智
[00:16:45.350 --> 00:16:48.790]  你必須要依靠聖靈的大能
[00:16:48.790 --> 00:16:53.110]  事實上我告訴你 今天聖靈離我們並不遙遠
[00:16:53.110 --> 00:16:56.230]  聖靈就住在我們的裡面
[00:16:56.230 --> 00:16:58.350]  今天你也不需要再等候聖靈
[00:16:58.350 --> 00:17:00.230]  你要知道只有五行節的時候
[00:17:00.230 --> 00:17:02.870]  神教門徒在等候聖靈
[00:17:02.870 --> 00:17:05.550]  但現在聖靈已經降臨了
[00:17:05.550 --> 00:17:08.630]  聖靈正在我們中間運行
[00:17:08.630 --> 00:17:12.230]  只要你敏銳聖靈的帶領
[00:17:12.230 --> 00:17:14.590]  歡迎聖靈來工作
[00:17:14.590 --> 00:17:20.790]  聖靈今天就能夠使用你成為神蹟的器皿
[00:17:20.790 --> 00:17:24.750]  今天我們需要歡迎聖靈的工作
[00:17:24.750 --> 00:17:29.470]  因為只有聖靈的更新能夠帶下神的大能來
[00:17:29.470 --> 00:17:34.110]  讓教會能夠發出爆炸性的能力
[00:17:34.110 --> 00:17:35.310]  Amen
[00:17:35.310 --> 00:17:37.150]  第三
[00:17:37.150 --> 00:17:41.430]  我們看這張 侍奉神的僕人代表著小組教會的侍奉
[00:17:41.430 --> 00:17:42.590]  跟我們同台說
[00:17:42.590 --> 00:17:46.910]  侍奉神的僕人代表小組教會的侍奉
[00:17:46.910 --> 00:17:50.350]  這裡說神的僕人
[00:17:50.350 --> 00:17:54.270]  我請問你誰是神的僕人
[00:17:54.270 --> 00:17:56.630]  很多時候我們以為是牧師跟傳道人
[00:17:56.630 --> 00:17:58.030]  其實不是
[00:17:58.030 --> 00:18:00.550]  這裡的神的僕人就是指著每一位信徒
[00:18:00.550 --> 00:18:04.110]  就是你 跟你朋友就是你 跟他說
[00:18:04.110 --> 00:18:09.590]  神的心意是要我們所有的信徒都來侍奉神
[00:18:09.590 --> 00:18:12.590]  而在尼泊爾所書第四章十一 十二節這裡說
[00:18:12.590 --> 00:18:16.990]  他所賜的有使徒 先知 有傳福音 有牧師和教師
[00:18:16.990 --> 00:18:18.670]  為要什麼
[00:18:18.670 --> 00:18:21.510]  成全聖徒 各盡其職
[00:18:21.510 --> 00:18:23.150]  建立基督的身體
[00:18:23.150 --> 00:18:25.390]  這裡很清楚講
[00:18:25.390 --> 00:18:29.830]  無論做使徒 做先知 傳福音 教師 牧師
[00:18:29.830 --> 00:18:33.030]  我們的職責不是代替信徒服事
[00:18:33.030 --> 00:18:34.630]  不是
[00:18:34.630 --> 00:18:38.710]  我們的職責只是成全聖徒
