
[00:00:00.000 --> 00:00:04.000]  請點贊和分享 並且記得訂閱我們的頻道 才能收到最新消息喔^_^
[00:04:24.000 --> 00:04:26.000]  他說因為你在這裏向我敬拜
[00:04:26.000 --> 00:04:28.000]  我會將這塊地
[00:04:28.000 --> 00:04:30.000]  賜給你
[00:04:30.000 --> 00:04:32.000]  然後第二個夢
[00:04:32.000 --> 00:04:34.000]  也是雅各發的
[00:04:34.000 --> 00:04:36.000]  還有一晚他見到
[00:04:36.000 --> 00:04:38.000]  他養的那些羊
[00:04:38.000 --> 00:04:40.000]  那些呢
[00:04:40.000 --> 00:04:42.000]  和那些母羊
[00:04:42.000 --> 00:04:44.000]  交配的羊
[00:04:44.000 --> 00:04:46.000]  都是有斑 有點
[00:04:46.000 --> 00:04:48.000]  有紋的羊
[00:04:48.000 --> 00:04:50.000]  結果你生出來的
[00:04:50.000 --> 00:04:52.000]  羊寶寶全部都是
[00:04:52.000 --> 00:04:54.000]  有斑 有點 有紋的
[00:04:54.000 --> 00:04:56.000]  為甚麼呢 因為原來他的
[00:04:56.000 --> 00:04:58.000]  岳父拉斑
[00:04:58.000 --> 00:05:00.000]  一直都是欺詐他的
[00:05:00.000 --> 00:05:02.000]  他為了娶他的小女兒
[00:05:02.000 --> 00:05:04.000]  結果他要做工14年
[00:05:04.000 --> 00:05:06.000]  娶了兩個女兒
[00:05:06.000 --> 00:05:08.000]  然後繼續
[00:05:08.000 --> 00:05:10.000]  幫他的舅舅
[00:05:10.000 --> 00:05:12.000]  養羊群
[00:05:12.000 --> 00:05:14.000]  但舅舅又沒有什麼羊分給他
[00:05:14.000 --> 00:05:16.000]  後來還勉強
[00:05:16.000 --> 00:05:18.000]  說凡是我的
[00:05:18.000 --> 00:05:20.000]  羊裏面有斑 有點
[00:05:20.000 --> 00:05:22.000]  那些就歸於你
[00:05:22.000 --> 00:05:24.000]  所以他就夢見
[00:05:24.000 --> 00:05:26.000]  原來很多的羊仔
[00:05:26.000 --> 00:05:28.000]  全部是有斑 有點
[00:05:28.000 --> 00:05:30.000]  原來神啟示
[00:05:30.000 --> 00:05:32.000]  給雅各知道
[00:05:32.000 --> 00:05:34.000]  他要
[00:05:34.000 --> 00:05:36.000]  恭迎 要祝福他
[00:05:36.000 --> 00:05:38.000]  叫他有很多的財產
[00:05:38.000 --> 00:05:40.000]  然後
[00:05:40.000 --> 00:05:42.000]  又跟著有一個夢
[00:05:42.000 --> 00:05:44.000]  原來就是拉斑
[00:05:44.000 --> 00:05:46.000]  夢 拉斑
[00:05:46.000 --> 00:05:48.000]  夢就是記載在
[00:05:48.000 --> 00:05:50.000]  創世紀31章
[00:05:50.000 --> 00:05:52.000]  24節那裡
[00:05:52.000 --> 00:05:54.000]  他說 你要小心
[00:05:54.000 --> 00:05:56.000]  千其
[00:05:56.000 --> 00:05:58.000]  不要跟雅各
[00:05:58.000 --> 00:06:00.000]  說好說歹
[00:06:00.000 --> 00:06:02.000]  證明神愛
[00:06:02.000 --> 00:06:04.000]  雅各 你不要亂來
[00:06:04.000 --> 00:06:06.000]  你不要欺負
[00:06:06.000 --> 00:06:08.000]  我愛的雅各
[00:06:08.000 --> 00:06:10.000]  所以單單
[00:06:10.000 --> 00:06:12.000]  雅各他自己
[00:06:12.000 --> 00:06:14.000]  發兩個夢 後來又
[00:06:14.000 --> 00:06:16.000]  接續一個夢
[00:06:16.000 --> 00:06:18.000]  創世紀裏面我們更熟
[00:06:18.000 --> 00:06:20.000]  更出名就是
[00:06:20.000 --> 00:06:22.000]  約瑟發夢
[00:06:22.000 --> 00:06:24.000]  大家都很記得
[00:06:24.000 --> 00:06:26.000]  約瑟發了兩個夢
[00:06:26.000 --> 00:06:28.000]  第一個夢就是他
[00:06:28.000 --> 00:06:30.000]  夢見自己在田裏面
[00:06:30.000 --> 00:06:32.000]  摘的禾菌
[00:06:32.000 --> 00:06:34.000]  他哥摘的禾菌
[00:06:34.000 --> 00:06:36.000]  一共有十一個禾菌
[00:06:36.000 --> 00:06:38.000]  忽然間向他
[00:06:38.000 --> 00:06:40.000]  所摘的禾菌
[00:06:40.000 --> 00:06:42.000]  下拜
[00:06:42.000 --> 00:06:44.000]  他就告訴哥哥
[00:06:44.000 --> 00:06:46.000]  哥哥當然很生氣
[00:06:46.000 --> 00:06:48.000]  我會向你下拜嗎
[00:06:48.000 --> 00:06:50.000]  然後他再發一個夢
[00:06:50.000 --> 00:06:52.000]  他看見
[00:06:52.000 --> 00:06:54.000]  太陽 月亮
[00:06:54.000 --> 00:06:56.000]  十一顆星
[00:06:56.000 --> 00:06:58.000]  向他下拜
[00:06:58.000 --> 00:07:00.000]  哥哥更生氣
[00:07:00.000 --> 00:07:02.000]  難道爸爸媽媽
[00:07:02.000 --> 00:07:04.000]  你全部人都要
[00:07:04.000 --> 00:07:06.000]  向你下拜嗎
[00:07:06.000 --> 00:07:08.000]  於是就很生氣
[00:07:08.000 --> 00:07:10.000]  約瑟結果就將他
[00:07:10.000 --> 00:07:12.000]  賣去埃及做了奴隸
[00:07:12.000 --> 00:07:14.000]  但是因為這樣
[00:07:14.000 --> 00:07:16.000]  約瑟就有一個
[00:07:16.000 --> 00:07:18.000]  很特殊的蹤影
[00:07:18.000 --> 00:07:20.000]  原來當他
[00:07:20.000 --> 00:07:22.000]  在埃及做奴隸的時候
[00:07:22.000 --> 00:07:24.000]  他又被
[00:07:24.000 --> 00:07:26.000]  落到監裏面
[00:07:26.000 --> 00:07:28.000]  可以說是他人生裏面
[00:07:28.000 --> 00:07:32.000]  跌 跌 跌 跌 跌 跌到最低谷的時候
[00:07:32.000 --> 00:07:34.000]  但是就在監裏面
[00:07:34.000 --> 00:07:36.000]  有兩個人
[00:07:36.000 --> 00:07:38.000]  做夢 一個是
[00:07:38.000 --> 00:07:40.000]  酒精 一個是善長
[00:07:40.000 --> 00:07:42.000]  這兩個人
[00:07:42.000 --> 00:07:44.000]  做夢為什麼會跟約瑟有關呢
[00:07:44.000 --> 00:07:46.000]  因為這兩個人
[00:07:46.000 --> 00:07:48.000]  不懂解他的夢
[00:07:48.000 --> 00:07:50.000]  於是就跟約瑟說
[00:07:50.000 --> 00:07:52.000]  約瑟就說 我向神祈禱
[00:07:52.000 --> 00:07:54.000]  看我能不能解你的夢
[00:07:54.000 --> 00:07:56.000]  他真的幫這兩個人解夢
[00:07:56.000 --> 00:08:00.000]  酒精就夢見一棵葡萄樹
[00:08:00.000 --> 00:08:02.000]  有三條枝子
[00:08:02.000 --> 00:08:06.000]  他就用那些枝子摘的葡萄子
[00:08:06.000 --> 00:08:08.000]  就拿葡萄汁
[00:08:08.000 --> 00:08:12.000]  然後就放在法老的杯子裏面
[00:08:12.000 --> 00:08:14.000]  約瑟就幫他解
[00:08:14.000 --> 00:08:16.000]  就是說三天
[00:08:16.000 --> 00:08:18.000]  三天之後你就會官復原職
[00:08:18.000 --> 00:08:20.000]  繼續做酒精
[00:08:20.000 --> 00:08:22.000]  而那個善長
[00:08:22.000 --> 00:08:24.000]  又做了一個夢
[00:08:24.000 --> 00:08:26.000]  他說我夢見
[00:08:26.000 --> 00:08:30.000]  是三糠的白餅
[00:08:30.000 --> 00:08:34.000]  上面有各樣的食物
[00:08:34.000 --> 00:08:36.000]  有很多雀鳥飛來就吃了它
[00:08:36.000 --> 00:08:38.000]  於是約瑟又幫他解夢
[00:08:38.000 --> 00:08:40.000]  就是三天
[00:08:40.000 --> 00:08:42.000]  三天之後
[00:08:42.000 --> 00:08:44.000]  你要被吊死
[00:08:44.000 --> 00:08:46.000]  然後你掛起來
[00:08:46.000 --> 00:08:50.000]  那些飛鳥來吃你的肉
[00:08:50.000 --> 00:08:52.000]  果然 真的是三天之後
[00:08:52.000 --> 00:08:55.000]  兩個人都被提出監獄
[00:08:55.000 --> 00:08:57.000]  然後一個官復原職
[00:08:57.000 --> 00:09:01.000]  另外一個就被吊死了
[00:09:01.000 --> 00:09:03.000]  還有
[00:09:03.000 --> 00:09:08.000]  就輪到埃及的法老王發夢
[00:09:08.000 --> 00:09:12.000]  法老王發了兩個夢
[00:09:12.000 --> 00:09:13.000]  第一個
[00:09:13.000 --> 00:09:16.000]  他見到七隻肥牛
[00:09:16.000 --> 00:09:22.000]  然後就吃了七隻很瘦弱的牛
[00:09:22.000 --> 00:09:24.000]  然後第二個夢
[00:09:24.000 --> 00:09:26.000]  剛剛反過來
[00:09:26.000 --> 00:09:32.000]  就七隻很肥的水子
[00:09:32.000 --> 00:09:38.000]  就把七個很瘦弱的水子吃了
[00:09:38.000 --> 00:09:42.000]  於是他又是完全不記得夢
[00:09:42.000 --> 00:09:44.000]  於是就召喚所有的人來
[00:09:44.000 --> 00:09:46.000]  他說你們要把我的夢說出來
[00:09:46.000 --> 00:09:49.000]  那些人說 你說的夢給我們聽
[00:09:49.000 --> 00:09:50.000]  我們幫你解
[00:09:50.000 --> 00:09:52.000]  他說 不是 我忘記了
[00:09:52.000 --> 00:09:53.000]  你要說出來
[00:09:53.000 --> 00:09:54.000]  哇 這麼野蠻都有
[00:09:54.000 --> 00:09:57.000]  但是約瑟在神的保守底下
[00:09:57.000 --> 00:10:01.000]  竟然說出法老王的夢
[00:10:01.000 --> 00:10:03.000]  而且幫他解夢
[00:10:03.000 --> 00:10:06.000]  他說有七年封年
[00:10:06.000 --> 00:10:08.000]  會臨到埃及
[00:10:08.000 --> 00:10:15.000]  然後接著有七個封年會來到
[00:10:15.000 --> 00:10:17.000]  而且還教了法老王
[00:10:17.000 --> 00:10:19.000]  趁著封年的時候
[00:10:19.000 --> 00:10:21.000]  你可以建多些倉庫
[00:10:21.000 --> 00:10:24.000]  收多些糧食
[00:10:24.000 --> 00:10:30.000]  儲存已被接著來的那七年封年
[00:10:30.000 --> 00:10:32.000]  哇 法老王說
[00:10:32.000 --> 00:10:35.000]  在我們的埃及裡面
[00:10:35.000 --> 00:10:39.000]  怎麼找到一個這麼聰明 這麼有智慧的人
[00:10:39.000 --> 00:10:40.000]  對了 對了
[00:10:40.000 --> 00:10:44.000]  你來做我們國家的宰相
[00:10:44.000 --> 00:10:46.000]  很奇妙 很奇妙
[00:10:46.000 --> 00:10:47.000]  約瑟就是這樣
[00:10:47.000 --> 00:10:49.000]  由最低的地方
[00:10:49.000 --> 00:10:51.000]  神將他提拔起來
[00:10:51.000 --> 00:10:55.000]  成為整個埃及的宰相
[00:10:55.000 --> 00:10:58.000]  所以我剛才說了多少個夢呢
[00:10:58.000 --> 00:10:59.000]  九個
[00:10:59.000 --> 00:11:02.000]  雅閣那裡有三個夢
[00:11:02.000 --> 00:11:05.000]  約瑟那裡兩個 兩個 兩個
[00:11:05.000 --> 00:11:07.000]  有六個夢
[00:11:07.000 --> 00:11:09.000]  加起來就九個夢
[00:11:09.000 --> 00:11:13.000]  那差一個就這麼特別
[00:11:13.000 --> 00:11:17.000]  在創世紀二十章第三節
[00:11:17.000 --> 00:11:21.000]  記載了第一個出現的夢
[00:11:21.000 --> 00:11:22.000]  而很奇妙
[00:11:22.000 --> 00:11:25.000]  第一個發夢的人
[00:11:25.000 --> 00:11:27.000]  不是以色列人
[00:11:27.000 --> 00:11:30.000]  是一個菲律師人
[00:11:30.000 --> 00:11:33.000]  而且是一個菲律師的王
[00:11:33.000 --> 00:11:36.000]  就是基拉爾王
[00:11:36.000 --> 00:11:40.000]  他的名字叫做阿比米勒
[00:11:40.000 --> 00:11:41.000]  原來當時
[00:11:41.000 --> 00:11:45.000]  阿伯拉罕帶著他很漂亮的太太撒拉
[00:11:45.000 --> 00:11:51.000]  去了菲律師的地方
[00:11:51.000 --> 00:11:54.000]  這個皇帝就看中了撒拉
[00:11:54.000 --> 00:11:59.000]  他想佔有撒拉
[00:11:59.000 --> 00:12:02.000]  他的神就在晚上夢中
[00:12:02.000 --> 00:12:05.000]  向阿比米勒說
[00:12:05.000 --> 00:12:08.000]  他說你是個死人
[00:12:08.000 --> 00:12:11.000]  你拿了那個女人
[00:12:11.000 --> 00:12:14.000]  她是別人的太太
[00:12:14.000 --> 00:12:17.000]  嚇到那個菲律師王
[00:12:17.000 --> 00:12:19.000]  動都不敢動
[00:12:19.000 --> 00:12:23.000]  有很多拉比就解釋
[00:12:23.000 --> 00:12:25.000]  為什麼第一個夢
[00:12:25.000 --> 00:12:28.000]  是一個外邦人法
[00:12:28.000 --> 00:12:31.000]  因為是不聖潔的
[00:12:31.000 --> 00:12:32.000]  原來有很多時候
[00:12:32.000 --> 00:12:36.000]  神是將一些不聖潔的事
[00:12:36.000 --> 00:12:39.000]  要變為聖潔
[00:12:39.000 --> 00:12:40.000]  發夢
[00:12:40.000 --> 00:12:42.000]  好像是自己一些幻想
[00:12:42.000 --> 00:12:45.000]  好像是一些和白天所發生
[00:12:45.000 --> 00:12:46.000]  或者你想的事
[00:12:46.000 --> 00:12:48.000]  有很多的連結
[00:12:48.000 --> 00:12:51.000]  或者一些想到很遠的事
[00:12:51.000 --> 00:12:52.000]  但不是
[00:12:52.000 --> 00:12:59.000]  原來有時夢是神用來向人啟示的
[00:12:59.000 --> 00:13:02.000]  剛才提到的那些夢
[00:13:02.000 --> 00:13:04.000]  可能很巧合
[00:13:04.000 --> 00:13:11.000]  都是出現在希伯來月曆裡的一個月份
[00:13:11.000 --> 00:13:15.000]  這個月叫做基斯留月
[00:13:15.000 --> 00:13:18.000]  基斯留這個希伯來文的意思
[00:13:18.000 --> 00:13:24.000]  原來和信靠這個字是同一個字根
[00:13:24.000 --> 00:13:28.000]  所以基斯留就是信靠的意思
[00:13:28.000 --> 00:13:30.000]  基斯留月是什麼時候呢
[00:13:30.000 --> 00:13:35.000]  就是11月中旬到12月中旬的時候
[00:13:35.000 --> 00:13:39.000]  就是剛剛好是現在這個時候
[00:13:39.000 --> 00:13:44.000]  以色列人就叫這個月做作夢的月
[00:13:44.000 --> 00:13:47.000]  不知道為什麼這個月會發夢多一點
[00:13:47.000 --> 00:13:49.000]  原來以色列人來說
[00:13:49.000 --> 00:13:53.000]  他們是很看重他們的夢
[00:13:53.000 --> 00:13:55.000]  因為有很多時候
[00:13:55.000 --> 00:13:59.000]  神就在夢中向人說話
[00:13:59.000 --> 00:14:02.000]  其實在新約裡面都有的
[00:14:02.000 --> 00:14:05.000]  在夢中神會向人指示
[00:14:05.000 --> 00:14:09.000]  好像約瑟神就在夢中向他指示
[00:14:09.000 --> 00:14:13.000]  你要帶那個嬰兒耶穌走去埃及
[00:14:13.000 --> 00:14:19.000]  因為法老會下命令要殺伯利行
[00:14:19.000 --> 00:14:22.000]  兩歲以下的嬰孩
[00:14:22.000 --> 00:14:30.000]  所以原來夢就是神要向我們有啟示
[00:14:30.000 --> 00:14:32.000]  所以可能弟兄姊妹
[00:14:32.000 --> 00:14:34.000]  我不知道會不會有時
[00:14:34.000 --> 00:14:37.000]  你會發了一些很特別的夢
[00:14:37.000 --> 00:14:39.000]  請你第二天起床的時候
[00:14:39.000 --> 00:14:41.000]  你盡量寫下來
[00:14:41.000 --> 00:14:43.000]  因為你不寫下來你就不記得
[00:14:43.000 --> 00:14:44.000]  我也試過
[00:14:44.000 --> 00:14:46.000]  好像發了一個夢
[00:14:46.000 --> 00:14:48.000]  第二天晚上寄寄寄
[00:14:48.000 --> 00:14:50.000]  記不起了
[00:14:50.000 --> 00:14:53.000]  所以第二天起床要立刻寫下來
[00:14:53.000 --> 00:14:55.000]  因為有時可能是很有意思的
[00:14:55.000 --> 00:14:57.000]  因為久了
[00:14:57.000 --> 00:14:59.000]  是會忘記了
[00:14:59.000 --> 00:15:01.000]  人是太善忘了
[00:15:01.000 --> 00:15:03.000]  請你注意
[00:15:03.000 --> 00:15:05.000]  會不會有時
[00:15:05.000 --> 00:15:07.000]  神就是透過這樣
[00:15:07.000 --> 00:15:09.000]  向我們講說話
[00:15:09.000 --> 00:15:11.000]  當然在舊約聖經裏面
[00:15:11.000 --> 00:15:13.000]  後來更多了
[00:15:13.000 --> 00:15:15.000]  彈耳利很多的先知
[00:15:15.000 --> 00:15:17.000]  他們都有做夢
[00:15:17.000 --> 00:15:19.000]  而且是在夢中
[00:15:19.000 --> 00:15:22.000]  神將一些很重要的異象
[00:15:22.000 --> 00:15:24.000]  向他們提示
[00:15:24.000 --> 00:15:26.000]  所以各位弟兄姊妹
[00:15:26.000 --> 00:15:28.000]  我鼓勵你多些
[00:15:28.000 --> 00:15:31.000]  帶著謙卑的心
[00:15:31.000 --> 00:15:33.000]  等候的心
[00:15:33.000 --> 00:15:35.000]  去聽神的聲音
[00:15:35.000 --> 00:15:37.000]  學聽神的聲音
[00:15:37.000 --> 00:15:39.000]  有時我也不懂
[00:15:39.000 --> 00:15:41.000]  我很需要等
[00:15:41.000 --> 00:15:43.000]  我很需要學
[00:15:43.000 --> 00:15:46.000]  給我一個很敏銳的力
[00:15:46.000 --> 00:15:48.000]  因為神是時時
[00:15:48.000 --> 00:15:50.000]  都向我們講說話
[00:15:50.000 --> 00:15:52.000]  在很多的環境
[00:15:52.000 --> 00:15:54.000]  在很多的境況裏面
[00:15:54.000 --> 00:15:56.000]  祂將一份感動
[00:15:56.000 --> 00:15:58.000]  放在你的心裏
[00:15:58.000 --> 00:16:00.000]  千萬不要消滅
[00:16:00.000 --> 00:16:02.000]  聖靈的感動
[00:16:02.000 --> 00:16:05.000]  因為聖靈的感動是從上而來
[00:16:05.000 --> 00:16:07.000]  能夠幫助你
[00:16:07.000 --> 00:16:09.000]  走一條正確的路
[00:16:09.000 --> 00:16:12.000]  走在神喜悅的道路當中
[00:16:12.000 --> 00:16:14.000]  所以各位弟兄姊妹
[00:16:14.000 --> 00:16:16.000]  我祝福你
[00:16:16.000 --> 00:16:19.000]  常常走在神喜悅的道路當中
[00:16:19.000 --> 00:16:21.000]  感謝神
[00:16:21.000 --> 00:16:23.000]  願神賜福給各位
