
[00:00:00.000 --> 00:00:09.000]  新主感謝祢,因為是祢的歡和吸引,讓我們在聖主的清晨,在殿裏面一齊敬拜祢。
[00:04:58.000 --> 00:05:02.000]  直到傍晚,夫婦兩個人才發現兒子不見了,
[00:05:02.000 --> 00:05:05.000]  於是回頭去找,
[00:05:05.000 --> 00:05:10.000]  不知道在當中你有沒有試過你和你的孩子失散,
[00:05:10.000 --> 00:05:15.000]  又或者明明說好了幾點回家,遲遲未見人。
[00:05:15.000 --> 00:05:18.000]  特別是現在不單止在國內,
[00:05:18.000 --> 00:05:22.000]  在香港也有傳聞有些人會拐帶小朋友,
[00:05:22.000 --> 00:05:26.000]  還有一個月我們才聽到在龍灣有一位女子,
[00:05:26.000 --> 00:05:29.000]  她晚上下班回家被人姦劫,
[00:05:29.000 --> 00:05:35.000]  所以家裡的家長到了應該見到她的孩子,
[00:05:35.000 --> 00:05:38.000]  不過未見到她回來,
[00:05:38.000 --> 00:05:44.000]  等的時間越久,當然會越擔心和越焦急。
[00:05:44.000 --> 00:05:48.000]  瑪利亞和約瑟在這種心情下被煎熬,
[00:05:48.000 --> 00:05:51.000]  第一傍晚不見了自己的孩子,
[00:05:51.000 --> 00:05:54.000]  馬上回頭去找,一直也找不到,
[00:05:54.000 --> 00:05:57.000]  要到第三天才在聖殿見到耶穌。
[00:05:57.000 --> 00:06:01.000]  可想而知,兩夫婦經歷了兩晚的坐不安,
[00:06:01.000 --> 00:06:03.000]  睡不著的憂心,
[00:06:03.000 --> 00:06:06.000]  找回耶穌,百般滋味,
[00:06:06.000 --> 00:06:12.000]  既興奮,鬆了口氣,當然也會有點生氣。
[00:06:12.000 --> 00:06:15.000]  耶穌當時參加的是拉比,
[00:06:15.000 --> 00:06:18.000]  即是學問的宗教領袖的教導,
[00:06:18.000 --> 00:06:22.000]  按照慣例,當時的宗教領袖會在百姓上耶路撒冷城,
[00:06:22.000 --> 00:06:24.000]  朝聖的這段時間,
[00:06:24.000 --> 00:06:27.000]  在聖殿裡面公開去答覆大家對聖經,
[00:06:27.000 --> 00:06:30.000]  對律法和古人傳統的一些詢問。
[00:06:30.000 --> 00:06:35.000]  耶穌,一個十二歲的青少年,
[00:06:35.000 --> 00:06:39.000]  不但有興趣學習宗教和真理的事情,
[00:06:39.000 --> 00:06:42.000]  他還邊聽邊問。
[00:06:42.000 --> 00:06:46.000]  對於老師的提問,他對答得頭頭是道,
[00:06:46.000 --> 00:06:50.000]  眾人對耶穌的提問和回答都覺得非常驚訝,
[00:06:50.000 --> 00:06:53.000]  他實在不像一個十二歲的少年,
[00:06:53.000 --> 00:06:59.000]  他不但聰明,對真理有很透徹的了解和獨到的見解。
[00:06:59.000 --> 00:07:03.000]  第一世紀的猶太歷史學家約瑟夫曾經記載過,
[00:07:03.000 --> 00:07:05.000]  耶穌曾在十四歲的時候,
[00:07:05.000 --> 00:07:08.000]  被大祭司和長老問及有關律法的事情,
[00:07:08.000 --> 00:07:13.000]  用現代的說法,耶穌是一位至優神,
[00:07:13.000 --> 00:07:17.000]  特別是在聖經、真理和律法上的見解。
[00:07:17.000 --> 00:07:21.000]  聖經說不但眾人驚訝,連約瑟夫和瑪利亞都很震驚,
[00:07:21.000 --> 00:07:23.000]  一方面可能他們不知道自己的兒子,
[00:07:23.000 --> 00:07:28.000]  對真理、對聖經、對律法有這麼獨特和透徹的見解,
[00:07:28.000 --> 00:07:31.000]  另一方面可能他們沒有想過,
[00:07:31.000 --> 00:07:34.000]  自己的兒子流年忘返,不是去了玩,
[00:07:34.000 --> 00:07:38.000]  而是在聖殿裡和拉比討論學習真理,
[00:07:38.000 --> 00:07:41.000]  用現代的說法就是,你不見了兒子,
[00:07:41.000 --> 00:07:46.000]  因為他不知道和朋友在哪裡合奏或打遊戲機,
[00:07:46.000 --> 00:07:51.000]  他竟然在大學的講堂上和教授討論學術知識,
[00:07:51.000 --> 00:07:55.000]  多麼令人開心和震驚呢!
[00:07:55.000 --> 00:08:02.000]  瑪利亞說了一句,大部分父母都會認為是很輕微的責備說話,
[00:08:02.000 --> 00:08:08.000]  表達他內心對於找回自己耶穌過程中的焦急和擔憂,
[00:08:08.000 --> 00:08:12.000]  兒子,你為什麼這樣對我們?
[00:08:12.000 --> 00:08:15.000]  然後姿意就是,請你留下來說一聲,
[00:08:15.000 --> 00:08:19.000]  你知不知道我和你爸爸發瘋地找你?
[00:08:19.000 --> 00:08:25.000]  耶穌的回應,我相信很多父母都會覺得難過,
[00:08:25.000 --> 00:08:28.000]  耶穌說,我應該做什麼?
[00:08:28.000 --> 00:08:35.000]  他說,你多此一舉,你難道不知道我應該在我爸爸的家裡嗎?
[00:08:35.000 --> 00:08:39.000]  這是新修訂的和學本譯法,
[00:08:39.000 --> 00:08:46.000]  和學本就說,你難道不知道我應該關心我爸爸的事嗎?
[00:08:46.000 --> 00:08:50.000]  瑪利亞和耶穌當然是一頭霧水,
[00:08:50.000 --> 00:08:54.000]  我相信也會有些難過和生氣,
[00:08:54.000 --> 00:08:58.000]  說什麼耶穌,我就是你爸爸,
[00:08:58.000 --> 00:09:01.000]  為什麼找你?真的火都來了,為什麼找你?
[00:09:01.000 --> 00:09:04.000]  就是說我找你是多餘了,是不是?
[00:09:04.000 --> 00:09:07.000]  耶穌很清楚祂和上帝之間的關係,
[00:09:07.000 --> 00:09:10.000]  所以祂當然逗留在聖殿之中,
[00:09:10.000 --> 00:09:13.000]  聖殿是上帝的家,也是祂自己的家,
[00:09:13.000 --> 00:09:16.000]  聖殿是上帝顯明祂臨在的地方,
[00:09:16.000 --> 00:09:18.000]  從今天的經文我們可以看到,
[00:09:18.000 --> 00:09:22.000]  耶穌很早就察覺到,祂和上帝有特殊的關係,
[00:09:22.000 --> 00:09:27.000]  雖然耶穌還沒有完全掌握這份關係是什麼,
[00:09:27.000 --> 00:09:30.000]  耶穌沒錯是祂地上的父親,
[00:09:30.000 --> 00:09:35.000]  不過有一位更高,更超越,更親密的父親就是上帝,
[00:09:35.000 --> 00:09:38.000]  當然耶穌去彌撞祂的身份,
[00:09:38.000 --> 00:09:40.000]  上帝獨一兒子的身份,
[00:09:40.000 --> 00:09:43.000]  要祂在約旦河受洗,天開了,
[00:09:43.000 --> 00:09:46.000]  上帝對祂說,你是我的愛子,我喜悅你,
[00:09:46.000 --> 00:09:50.000]  那一刻才完全顯露出來,
[00:09:50.000 --> 00:09:53.000]  這個時候十二歲的耶穌,
[00:09:53.000 --> 00:09:55.000]  和上帝那份獨特的關係,
[00:09:55.000 --> 00:09:57.000]  祂完全沒有掌握,
[00:09:57.000 --> 00:10:00.000]  於是祂和一般十二歲的孩童一樣,
[00:10:00.000 --> 00:10:05.000]  順服跟隨著祂的父母回到加利利,
[00:10:05.000 --> 00:10:07.000]  耶穌好像一般的孩童,
[00:10:07.000 --> 00:10:10.000]  仍然需要由學習到成長,
[00:10:10.000 --> 00:10:12.000]  乃至漸漸成熟,
[00:10:12.000 --> 00:10:14.000]  再請路加醫生告訴我們,
[00:10:14.000 --> 00:10:17.000]  耶穌的心智道德的洞察力,
[00:10:17.000 --> 00:10:20.000]  和身體的機能一起的增長,
[00:10:20.000 --> 00:10:22.000]  信仰上的卓越,
[00:10:22.000 --> 00:10:25.000]  就是人和上帝喜悅他的心,
[00:10:25.000 --> 00:10:27.000]  都一起的增長,
[00:10:27.000 --> 00:10:30.000]  瑪利亞無法明白耶穌所說的話,
[00:10:30.000 --> 00:10:32.000]  她是彌賽亞的媽媽,
[00:10:32.000 --> 00:10:34.000]  看上去她有一個兒子,
[00:10:34.000 --> 00:10:36.000]  但從另一個角度來看,
[00:10:36.000 --> 00:10:38.000]  這個兒子不是她的,
[00:10:38.000 --> 00:10:40.000]  耶穌不屬於瑪利亞,
[00:10:40.000 --> 00:10:41.000]  不屬於約瑟,
[00:10:41.000 --> 00:10:44.000]  耶穌是屬於全人類的,
[00:10:44.000 --> 00:10:46.000]  祂是全人類的救主,
[00:10:46.000 --> 00:10:49.000]  瑪利亞當時無法明白,
[00:10:49.000 --> 00:10:52.000]  就好像二章三十五節,
[00:10:52.000 --> 00:10:54.000]  當這對新手父母,
[00:10:54.000 --> 00:10:56.000]  將初生的耶穌BB,
[00:10:56.000 --> 00:10:58.000]  帶到聖殿獻祭的時候,
[00:10:58.000 --> 00:11:01.000]  先知西勉對瑪利亞說,
[00:11:01.000 --> 00:11:03.000]  他做了一個預言,
[00:11:03.000 --> 00:11:08.000]  你自己的心都會被劍刺透,
[00:11:08.000 --> 00:11:10.000]  而這個刺透的序幕,
[00:11:10.000 --> 00:11:12.000]  就是由這一幕,
[00:11:12.000 --> 00:11:14.000]  這一刻十二歲的兒子,
[00:11:14.000 --> 00:11:17.000]  跟他說這番話開始,
[00:11:17.000 --> 00:11:20.000]  直到耶穌被釘死在十字架上,
[00:11:20.000 --> 00:11:23.000]  去達到高峰,
[00:11:23.000 --> 00:11:25.000]  父母看到親生的兒子,
[00:11:25.000 --> 00:11:27.000]  被判為罪犯,
[00:11:27.000 --> 00:11:29.000]  去處死,
[00:11:29.000 --> 00:11:30.000]  白頭人送黑頭人,
[00:11:30.000 --> 00:11:34.000]  是作為父母最感傷痛的一件事,
[00:11:34.000 --> 00:11:35.000]  不過,
[00:11:35.000 --> 00:11:37.000]  瑪利亞對於自己未能夠明白的事情,
[00:11:37.000 --> 00:11:40.000]  她處得相當有智慧,
[00:11:40.000 --> 00:11:43.000]  她將一切默存在心裡,
[00:11:43.000 --> 00:11:46.000]  因為天下萬物都有定時,
[00:11:46.000 --> 00:11:48.000]  順利讓人明白的事情,
[00:11:48.000 --> 00:11:50.000]  事後到了,
[00:11:50.000 --> 00:11:51.000]  她自會,
[00:11:51.000 --> 00:11:52.000]  按時,
[00:11:52.000 --> 00:11:55.000]  來顯明出來,
[00:11:55.000 --> 00:11:57.000]  這段經文對我們有什麼意義呢?
[00:11:57.000 --> 00:11:59.000]  今天是父親節,
[00:11:59.000 --> 00:12:02.000]  這段經文不單只是對父親說,
[00:12:02.000 --> 00:12:04.000]  也是對媽媽說,
[00:12:04.000 --> 00:12:05.000]  作為父母,
[00:12:05.000 --> 00:12:06.000]  我們可以從這段經文,
[00:12:06.000 --> 00:12:10.000]  學習如何陪伴我們的孩子去成長,
[00:12:10.000 --> 00:12:12.000]  十二歲的少年人,
[00:12:12.000 --> 00:12:15.000]  由兒童成長到少年,
[00:12:15.000 --> 00:12:17.000]  再過渡到青年,
[00:12:17.000 --> 00:12:19.000]  很自然而然地,
[00:12:19.000 --> 00:12:21.000]  學習有自己的見解,
[00:12:21.000 --> 00:12:22.000]  想法,
[00:12:22.000 --> 00:12:23.000]  處事作風,
[00:12:23.000 --> 00:12:25.000]  以迎接他作為成年人,
[00:12:25.000 --> 00:12:27.000]  為自己負責,
[00:12:27.000 --> 00:12:28.000]  亦學習要去承擔,
[00:12:28.000 --> 00:12:29.000]  去照顧其他人,
[00:12:29.000 --> 00:12:31.000]  去貢獻這個社會,
[00:12:31.000 --> 00:12:33.000]  少年人每開始思考,
[00:12:33.000 --> 00:12:35.000]  我是誰呢?
[00:12:35.000 --> 00:12:38.000]  當然每一個孩子的成長步伐都不一樣,
[00:12:38.000 --> 00:12:39.000]  有些會稍為早,
[00:12:39.000 --> 00:12:40.000]  有些會稍為遲,
[00:12:40.000 --> 00:12:42.000]  這不是問題,
[00:12:42.000 --> 00:12:45.000]  但是孩子學習去認識他自己,
[00:12:45.000 --> 00:12:46.000]  沉覓他自己,
[00:12:46.000 --> 00:12:50.000]  找到他自己在這個世界之中的位置,
[00:12:50.000 --> 00:12:54.000]  是他成長必經過的階段過程,
[00:12:54.000 --> 00:12:56.000]  就像耶穌一樣,
[00:12:56.000 --> 00:12:59.000]  他隱約覺得自己和上帝有特殊的關係,
[00:12:59.000 --> 00:13:01.000]  但我未完全掌握明瞭,
[00:13:01.000 --> 00:13:04.000]  他需要時間再深入去探索,
[00:13:04.000 --> 00:13:05.000]  所以他衝口而出地問,
[00:13:05.000 --> 00:13:07.000]  你找我做什麼呢?
[00:13:07.000 --> 00:13:11.000]  難道你不知道我應該關心我父親的事情嗎?
[00:13:11.000 --> 00:13:15.000]  聖經當然沒有表達當時耶穌的語氣,
[00:13:15.000 --> 00:13:18.000]  有機會會很囂張,
[00:13:18.000 --> 00:13:21.000]  為了顯示他自己的獨立自主,
[00:13:21.000 --> 00:13:23.000]  十至十四歲的孩童,
[00:13:23.000 --> 00:13:25.000]  會開始對父母的說話,
[00:13:25.000 --> 00:13:28.000]  會作出一言九鼎的回應,
[00:13:28.000 --> 00:13:29.000]  你講一句,
[00:13:29.000 --> 00:13:31.000]  他會頂你九句,
[00:13:31.000 --> 00:13:34.000]  說話的面容就好像鼓勵你,
[00:13:34.000 --> 00:13:37.000]  如一巴掌般升過去,
[00:13:37.000 --> 00:13:39.000]  尤其是對父母親,
[00:13:39.000 --> 00:13:42.000]  特別是較關心和諒解孩子的那一位,
[00:13:42.000 --> 00:13:46.000]  他對你的說話會表達出很不耐煩,
[00:13:46.000 --> 00:13:48.000]  父母多說兩句,
[00:13:48.000 --> 00:13:49.000]  他會回應你,
[00:13:49.000 --> 00:13:50.000]  你好煩呀,
[00:13:50.000 --> 00:13:51.000]  你講夠沒有呀,
[00:13:51.000 --> 00:13:53.000]  停呀停呀,
[00:13:53.000 --> 00:13:56.000]  他喝停你不要說話,
[00:13:56.000 --> 00:13:59.000]  當然如果父母和子女硬碰的話,
[00:13:59.000 --> 00:14:01.000]  只會衝突收場,
[00:14:01.000 --> 00:14:03.000]  孩子更加不會跟我們說話,
[00:14:03.000 --> 00:14:05.000]  他會收起自己,
[00:14:05.000 --> 00:14:07.000]  他會採你都傻,
[00:14:07.000 --> 00:14:09.000]  父母很難明白,
[00:14:09.000 --> 00:14:13.000]  為什麼明明是一個很聽話的小朋友,
[00:14:13.000 --> 00:14:17.000]  一下子好像變了另外一個人,
[00:14:17.000 --> 00:14:22.000]  如果父母以強權試圖去壓孩子的話,
[00:14:22.000 --> 00:14:25.000]  你要你的小朋友去就範,
[00:14:25.000 --> 00:14:27.000]  你可能會這樣說,
[00:14:27.000 --> 00:14:29.000]  你怎麼可以這樣跟父母說話,
[00:14:29.000 --> 00:14:31.000]  你夠膽再這樣說,
[00:14:31.000 --> 00:14:33.000]  誰養你的,
[00:14:33.000 --> 00:14:37.000]  然後你會威脅收回你給他們的東西,
[00:14:37.000 --> 00:14:39.000]  而他們很珍貴的東西,
[00:14:39.000 --> 00:14:40.000]  例如是手機,
[00:14:40.000 --> 00:14:41.000]  WIFI,
[00:14:41.000 --> 00:14:43.000]  去逼令你的孩子就範,
[00:14:43.000 --> 00:14:44.000]  在強權底下,
[00:14:44.000 --> 00:14:46.000]  一個十至十四歲的孩童,
[00:14:46.000 --> 00:14:48.000]  怎麼能夠不聽話呢,
[00:14:48.000 --> 00:14:51.000]  要麼就口服心服,
[00:14:51.000 --> 00:14:53.000]  等機會報復,
[00:14:53.000 --> 00:14:55.000]  要麼就真的就範,
[00:14:55.000 --> 00:14:57.000]  不過這樣的小朋友,
[00:14:57.000 --> 00:15:00.000]  就有機會成長到他沒有主見,
[00:15:00.000 --> 00:15:01.000]  怕事,
[00:15:01.000 --> 00:15:02.000]  退縮,
[00:15:02.000 --> 00:15:04.000]  有專家說,
[00:15:04.000 --> 00:15:06.000]  因為生理賀爾蒙作怪,
[00:15:06.000 --> 00:15:10.000]  這個時期的孩子的情緒會大起大落,
[00:15:10.000 --> 00:15:12.000]  連他自己都不明白,
[00:15:12.000 --> 00:15:14.000]  更加控制不了,
[00:15:14.000 --> 00:15:15.000]  當情緒過了,
[00:15:15.000 --> 00:15:19.000]  孩子自然會知道自己對父母的態度不太好,
[00:15:19.000 --> 00:15:20.000]  不過,
[00:15:20.000 --> 00:15:23.000]  他那一刻真的處理不了,
[00:15:23.000 --> 00:15:25.000]  所以父母應該學習,
[00:15:25.000 --> 00:15:29.000]  如何跟成長中的少年子女相處,
[00:15:29.000 --> 00:15:32.000]  不能再要求他們時時聽話,
[00:15:32.000 --> 00:15:36.000]  跟小學四年級以下的小朋友相處,
[00:15:36.000 --> 00:15:40.000]  跟踏入少年時期的小朋友相處的方式,
[00:15:40.000 --> 00:15:43.000]  是需要有所轉變,
[00:15:43.000 --> 00:15:45.000]  我記得當我的大兒子,
[00:15:45.000 --> 00:15:47.000]  在這裡穿渠布,
[00:15:47.000 --> 00:15:49.000]  我的大兒子在這個年紀的時候,
[00:15:49.000 --> 00:15:50.000]  一不予以,
[00:15:50.000 --> 00:15:52.000]  他就會大聲地叫,
[00:15:52.000 --> 00:15:55.000]  好像一匹野獸被困在籠子裡,
[00:15:55.000 --> 00:15:57.000]  想掙脫一樣,
[00:15:57.000 --> 00:16:00.000]  有時還用一個很猙獰的目光,
[00:16:00.000 --> 00:16:04.000]  看著我和我丈夫,
[00:16:04.000 --> 00:16:07.000]  我記得當時黃牧師被搬走的時候,
[00:16:07.000 --> 00:16:09.000]  他住在我樓上,
[00:16:09.000 --> 00:16:10.000]  當時不知發生什麼事,
[00:16:10.000 --> 00:16:12.000]  我大兒子大聲地叫,
[00:16:12.000 --> 00:16:14.000]  接著黃牧師馬上打電話來,
[00:16:14.000 --> 00:16:17.000]  「你家裡沒事吧?」
[00:16:17.000 --> 00:16:20.000]  可想而知那個場面是多麼惡劣,
[00:16:20.000 --> 00:16:22.000]  其實我們沒有吵架,
[00:16:22.000 --> 00:16:24.000]  現在他兒子十八歲了,
[00:16:24.000 --> 00:16:26.000]  我們關係非常好,
[00:16:26.000 --> 00:16:29.000]  今日經文鼓勵了我和我丈夫,
[00:16:29.000 --> 00:16:34.000]  面對突然間變得很陌生的兒子,
[00:16:34.000 --> 00:16:36.000]  他的說話傷透我的心,
[00:16:36.000 --> 00:16:39.000]  他的頂撞讓我的情緒起伏,
[00:16:39.000 --> 00:16:43.000]  比我和我丈夫吵架更加令我心碎,
[00:16:43.000 --> 00:16:48.000]  我選擇用瑪利亞的心懷去默存心裡,
[00:16:48.000 --> 00:16:52.000]  然後為他,為自己,為我的配偶來禱告,
[00:16:52.000 --> 00:16:58.000]  求神教導我們懂得如何和處於暴風期的孩子相處,
[00:16:58.000 --> 00:17:00.000]  感謝上帝,
[00:17:00.000 --> 00:17:02.000]  讓我們從一段很不顯眼,
[00:17:02.000 --> 00:17:04.000]  也很不經意的文字介紹,
[00:17:04.000 --> 00:17:07.000]  知道台灣有一位親子作家,
[00:17:07.000 --> 00:17:12.000]  他的書很適合成長中的孩子父母去看,
[00:17:12.000 --> 00:17:15.000]  不過香港居然沒有他的書賣,
[00:17:15.000 --> 00:17:19.000]  不用怕,原來我公立圖書館有很多他的書,
[00:17:19.000 --> 00:17:24.000]  我和我丈夫借口氣在圖書館裡所有的作品去看,
[00:17:24.000 --> 00:17:26.000]  大約十多二十本,
[00:17:26.000 --> 00:17:29.000]  一邊學習,一邊嘗試用不同的方式,
[00:17:29.000 --> 00:17:32.000]  本書裡介紹的方式和我們的小朋友,
[00:17:32.000 --> 00:17:34.000]  和我們當時的兒子來聯繫,
[00:17:34.000 --> 00:17:37.000]  才有今天大家有聊有說,
[00:17:37.000 --> 00:17:39.000]  有時聊到很晚,
[00:17:39.000 --> 00:17:41.000]  他不想睡覺,
[00:17:41.000 --> 00:17:44.000]  彼此的關係是很好的狀態,
[00:17:44.000 --> 00:17:51.000]  有一次他不太聽我們的勸導,
[00:17:51.000 --> 00:17:52.000]  我們告訴他,
[00:17:52.000 --> 00:17:55.000]  你跟別人聊天不要站得太近,
[00:17:55.000 --> 00:17:57.000]  令我丈夫很不舒服,
[00:17:57.000 --> 00:17:58.000]  教了他很多次,
[00:17:58.000 --> 00:17:59.000]  他非要跟我們作對,
[00:17:59.000 --> 00:18:00.000]  你叫他不要站近,
[00:18:00.000 --> 00:18:02.000]  他非要站得太近,
[00:18:02.000 --> 00:18:04.000]  於是我丈夫說,
[00:18:04.000 --> 00:18:07.000]  叫你跟別人聊天不要站得太近,
[00:18:07.000 --> 00:18:08.000]  你站得太近,
[00:18:08.000 --> 00:18:10.000]  是否想我親你一口,
[00:18:10.000 --> 00:18:13.000]  於是一口親到他的臉上,
[00:18:13.000 --> 00:18:15.000]  你張開眼睛,
[00:18:15.000 --> 00:18:16.000]  張開嘴巴,
[00:18:16.000 --> 00:18:17.000]  退後兩步,
[00:18:17.000 --> 00:18:20.000]  不敢相信,
[00:18:20.000 --> 00:18:23.000]  然後就笑一笑,
[00:18:23.000 --> 00:18:27.000]  到今天還記得跟別人聊天,
[00:18:27.000 --> 00:18:30.000]  要有基本的社交距離,
[00:18:30.000 --> 00:18:33.000]  除了他跟我們玩之外,
[00:18:33.000 --> 00:18:35.000]  現在輪到我兒子十五歲了,
[00:18:35.000 --> 00:18:38.000]  雖然他有經驗面對過暴風期的孩子,
[00:18:38.000 --> 00:18:42.000]  仍有讓自己痛心難過擔憂的時候,
[00:18:42.000 --> 00:18:45.000]  畢竟兩個孩子的性格都不一樣,
[00:18:45.000 --> 00:18:49.000]  要重新學習以不同的方式跟他相處,
[00:18:49.000 --> 00:18:53.000]  不過都是欣點處處,
[00:18:53.000 --> 00:18:57.000]  有一次看到我大兒子給小兒子一張便條,
[00:18:57.000 --> 00:18:58.000]  我不經意看到,
[00:18:58.000 --> 00:19:01.000]  不過他說我偷看,
[00:19:01.000 --> 00:19:02.000]  他怯面的的的,
[00:19:02.000 --> 00:19:08.000]  他的弟弟要對媽媽的話的態度客氣禮貌些,
[00:19:08.000 --> 00:19:11.000]  還說他自己不是一個好的榜樣,
[00:19:11.000 --> 00:19:13.000]  不過希望大家努力,
[00:19:13.000 --> 00:19:15.000]  當我看到這張便條的時候,
[00:19:15.000 --> 00:19:16.000]  覺得很感動,
[00:19:16.000 --> 00:19:18.000]  也很欣慰,
[00:19:18.000 --> 00:19:23.000]  更多謝上帝對我和我先生一直的眷顧和教導,
[00:19:23.000 --> 00:19:26.000]  小朋友不是屬於父母的,
[00:19:26.000 --> 00:19:29.000]  正如耶穌不屬於瑪利亞和約瑟,
