
[00:00:00.000 --> 00:00:02.640]  今日的講題是「問問你是誰」
[00:01:30.120 --> 00:01:33.120]  他們這樣叛跌也是預定的
[00:01:33.120 --> 00:01:35.600]  唯有你們是被揀選的族類
[00:01:35.600 --> 00:01:37.160]  是有君尊的祭祀
[00:01:37.160 --> 00:01:38.520]  是聖傑的國度
[00:01:38.520 --> 00:01:40.040]  是屬神的指紋
[00:01:40.040 --> 00:01:43.120]  要叫你們宣揚那照你們出黑暗
[00:01:43.120 --> 00:01:45.720]  入奇妙光明者的美德
[00:01:45.720 --> 00:01:48.040]  你們從前算不得指紋
[00:01:48.040 --> 00:01:50.640]  現在卻作了神的指紋
[00:01:50.640 --> 00:01:52.800]  從前未曾蒙連述
[00:01:52.800 --> 00:01:57.360]  現在卻蒙了連述
[00:01:57.360 --> 00:02:01.960]  這段經文讀下去好像明白
[00:02:01.960 --> 00:02:03.680]  但又好像不明白
[00:02:03.680 --> 00:02:05.600]  比較容易掌握的是第九第十節
[00:02:05.600 --> 00:02:08.040]  去宣告我們的身份
[00:02:08.040 --> 00:02:10.840]  但前面其實說了一堆東西
[00:02:10.840 --> 00:02:12.960]  都不太知道想說什麼
[00:02:12.960 --> 00:02:16.600]  其實第四第五第六第七第八
[00:02:16.600 --> 00:02:17.440]  說了很多
[00:02:17.440 --> 00:02:18.560]  如果你留意
[00:02:18.560 --> 00:02:19.960]  石頭
[00:02:19.960 --> 00:02:22.960]  其實他在用一幅圖畫來說
[00:02:22.960 --> 00:02:24.800]  接著第七第八節
[00:02:24.800 --> 00:02:30.200]  他在說誤信和信的一些情況
[00:02:30.200 --> 00:02:32.880]  這段經文其實是很有意思
[00:02:32.880 --> 00:02:34.840]  不過也很不容易明白
[00:02:34.840 --> 00:02:36.680]  對我們今天的人來說
[00:02:36.680 --> 00:02:37.360]  為什麼呢?
[00:02:37.360 --> 00:02:39.160]  待會我會交代一些背景
[00:02:39.160 --> 00:02:40.880]  可能今天會多看一些
[00:02:40.880 --> 00:02:42.760]  不同舊約的經文
[00:02:42.760 --> 00:02:45.400]  和多說一些當時他們的背景
[00:02:45.400 --> 00:02:46.840]  因為我們不是那個文化
[00:02:46.840 --> 00:02:49.320]  所以我們不是很容易進入這段經文
[00:02:49.320 --> 00:02:51.440]  不過說了一些希望能夠幫助
[00:02:51.440 --> 00:02:53.160]  其實這段經文不是很難明白
[00:02:53.160 --> 00:02:54.840]  信息不是很難明白
[00:02:54.840 --> 00:02:57.320]  但我希望透過多說一些背景
[00:02:57.320 --> 00:02:59.720]  讓大家容易進入
[00:02:59.720 --> 00:03:01.200]  背景是怎樣呢?
[00:03:01.200 --> 00:03:06.040]  其實彼得前書當時寫作的情況就是
[00:03:06.040 --> 00:03:07.880]  彼得前書第一章第一節
[00:03:07.880 --> 00:03:09.480]  他這樣說的
[00:03:09.480 --> 00:03:10.120]  他說
[00:03:10.120 --> 00:03:11.800]  耶穌基督的使徒彼得
[00:03:11.800 --> 00:03:13.720]  寫信給那分散在本都
[00:03:13.720 --> 00:03:15.320]  加拉太加伯多加
[00:03:15.320 --> 00:03:19.880]  亞西亞推給來寄居的
[00:03:19.880 --> 00:03:22.240]  當時的猶太人因為
[00:03:22.240 --> 00:03:24.160]  羅馬皇帝尼祿的迫害
[00:03:24.160 --> 00:03:26.960]  要分散在各處
[00:03:26.960 --> 00:03:32.000]  而當時的迫害相當的慘烈
[00:03:32.000 --> 00:03:35.200]  我引用歷史學家塔西圖有一段說話
[00:03:35.200 --> 00:03:37.560]  和大家分享一點
[00:03:37.560 --> 00:03:39.320]  他怎樣慘烈呢?
[00:03:39.320 --> 00:03:41.720]  他說刑罰很多花樣
[00:03:41.720 --> 00:03:45.800]  有些人將身體用獸皮包住
[00:03:45.800 --> 00:03:49.000]  任由那些豺狼犬類
[00:03:49.000 --> 00:03:53.080]  咬你撕破而死
[00:03:53.080 --> 00:03:56.080]  而且釘在十字架上
[00:03:56.080 --> 00:04:01.440]  又或者將那個包住人的那個去燒
[00:04:01.440 --> 00:04:06.720]  晚上的時候當點燈
[00:04:06.720 --> 00:04:10.160]  而這些很慘烈當時的刑罰
[00:04:10.160 --> 00:04:13.080]  就連不信耶穌的人
[00:04:13.080 --> 00:04:14.880]  作為當時的歷史學家記載
[00:04:14.880 --> 00:04:16.760]  都寄予同情
[00:04:16.760 --> 00:04:19.280]  因為他們覺得
[00:04:19.280 --> 00:04:23.320]  只是這個皇帝滿足自己一己的
[00:04:23.320 --> 00:04:26.800]  私慾的殘暴
[00:04:26.800 --> 00:04:28.040]  所以當時彼得前書
[00:04:28.040 --> 00:04:32.400]  就是在這麼困難的環境下所寫成
[00:04:32.400 --> 00:04:35.160]  彼得在這麼困難的情況下
[00:04:35.160 --> 00:04:38.560]  其中一段信息就是我們今天所分享的
[00:04:38.560 --> 00:04:41.600]  身份這個問題
[00:04:41.600 --> 00:04:43.440]  而彼得前書有些東西
[00:04:43.440 --> 00:04:45.040]  是我們今天不太容易掌握
[00:04:45.040 --> 00:04:47.200]  我嘗試用幾點幫大家進入
[00:04:47.200 --> 00:04:49.360]  第一他用一些圖像
[00:04:49.360 --> 00:04:52.080]  圖畫來做一些比喻
[00:04:52.080 --> 00:04:53.800]  來講一些道理
[00:04:53.800 --> 00:04:56.040]  第二他會玩一些文字遊戲
[00:04:56.040 --> 00:04:58.320]  英文是wordplay
[00:04:58.320 --> 00:04:59.800]  如果你不知道是什麼的話
[00:04:59.800 --> 00:05:01.480]  你有沒有聽過燈米
[00:05:01.480 --> 00:05:03.760]  中國人也有一些文字遊戲
[00:05:03.760 --> 00:05:04.440]  燈米那些
[00:05:04.440 --> 00:05:06.040]  他用很多這些字眼來進入
[00:05:06.040 --> 00:05:08.440]  因為我們會講下去的內容
[00:05:08.440 --> 00:05:09.400]  和經文裡面
[00:05:09.400 --> 00:05:10.800]  如果你讀下去
[00:05:10.800 --> 00:05:14.240]  有很多強烈的對比
[00:05:14.240 --> 00:05:15.680]  剛才我也說了
[00:05:15.680 --> 00:05:16.960]  用很多舊約的經文
[00:05:16.960 --> 00:05:19.640]  我剛才特意弄出來也有括一些
[00:05:19.640 --> 00:05:20.800]  舊約的經文
[00:05:20.800 --> 00:05:23.040]  因為對於當時的人來說
[00:05:23.040 --> 00:05:25.040]  彼得前書也是一封新的書信
[00:05:25.040 --> 00:05:27.600]  他們很多都是猶太背景的人
[00:05:27.600 --> 00:05:30.120]  所以他們熟悉的是舊約聖經
[00:05:30.120 --> 00:05:30.880]  對我們來說
[00:05:30.880 --> 00:05:32.920]  熟悉的很多時候是新約聖經
[00:05:32.920 --> 00:05:33.760]  所以有些人說
[00:05:33.760 --> 00:05:35.400]  有些學者去研究
[00:05:35.400 --> 00:05:37.280]  其實對於當時的教會來說
[00:05:37.280 --> 00:05:40.080]  彼得前書好像是一個確舉班的材料
[00:05:40.080 --> 00:05:42.320]  所以當他在講不同的基督徒的生命
[00:05:42.320 --> 00:05:43.240]  信徒之後的改變
[00:05:43.240 --> 00:05:44.040]  面對的困難的時候
[00:05:44.040 --> 00:05:45.120]  怎麼做
[00:05:45.120 --> 00:05:47.440]  包括這個身份的問題
[00:05:47.440 --> 00:05:51.840]  彼得前書就是在這個背景裡面寫出來
[00:05:51.840 --> 00:05:53.080]  再下去的時候
[00:05:53.080 --> 00:05:53.760]  如果你有留意
[00:05:53.760 --> 00:05:56.320]  剛才第九第十節是身份的宣告
[00:05:56.320 --> 00:05:57.240]  但是四至八節
[00:05:57.240 --> 00:05:59.320]  那五節經文說了很多一個圖畫
[00:05:59.320 --> 00:06:01.680]  一個
[00:06:01.680 --> 00:06:03.960]  蓋房子
[00:06:03.960 --> 00:06:05.720]  建造靈宮
[00:06:05.720 --> 00:06:07.320]  也就是教會
[00:06:07.320 --> 00:06:07.720]  還有什麼
[00:06:07.720 --> 00:06:08.920]  公頭
[00:06:08.920 --> 00:06:09.920]  那個匠人
[00:06:09.920 --> 00:06:10.600]  就是那個公頭
[00:06:10.600 --> 00:06:11.960]  挑石頭
[00:06:11.960 --> 00:06:13.000]  有些石頭好一點
[00:06:13.000 --> 00:06:14.920]  有些石頭沒那麼好
[00:06:14.920 --> 00:06:16.440]  還有呢
[00:06:16.440 --> 00:06:17.320]  防角石
[00:06:17.320 --> 00:06:18.440]  什麼防角石
[00:06:18.440 --> 00:06:19.360]  你說什麼
[00:06:19.360 --> 00:06:20.960]  英文是corner stone
[00:06:20.960 --> 00:06:22.080]  就是以前的人建屋
[00:06:22.080 --> 00:06:22.640]  我們家人不認識
[00:06:22.640 --> 00:06:24.160]  我們現在都不懂得建屋
[00:06:24.160 --> 00:06:25.840]  以前的人建屋
[00:06:25.840 --> 00:06:29.280]  防角石是最重要的那塊石頭
[00:06:29.280 --> 00:06:31.120]  因為他們的建材是石頭來的
[00:06:31.120 --> 00:06:31.680]  那時候
[00:06:31.680 --> 00:06:32.760]  當然有不同的材料
[00:06:32.760 --> 00:06:34.520]  但是石頭是很主要的
[00:06:34.520 --> 00:06:37.600]  因為當時總要找到石頭
[00:06:37.600 --> 00:06:40.800]  防角石就是用來定位的
[00:06:40.800 --> 00:06:42.720]  你的屋子建得好不好
[00:06:42.720 --> 00:06:44.240]  就是那個防角石
[00:06:44.240 --> 00:06:45.720]  你選一塊什麼石頭
[00:06:45.720 --> 00:06:46.440]  擺得好不好
[00:06:46.440 --> 00:06:47.960]  你整間屋子就穩不穩固了
[00:06:47.960 --> 00:06:49.080]  其實一個這樣的圖畫
[00:06:49.080 --> 00:06:49.880]  你讀下去的時候
[00:06:49.880 --> 00:06:51.600]  你就明白
[00:06:51.600 --> 00:06:52.800]  所以
[00:06:52.800 --> 00:06:53.640]  整段的經文
[00:06:53.640 --> 00:06:54.600]  他要明白的時候
[00:06:54.600 --> 00:06:57.160]  一個關鍵的字是什麼呢
[00:06:57.160 --> 00:06:58.720]  石頭
[00:06:58.720 --> 00:06:59.760]  建屋
[00:06:59.760 --> 00:07:00.720]  石頭
[00:07:00.720 --> 00:07:01.560]  防角石
[00:07:01.560 --> 00:07:02.760]  用這個石頭
[00:07:02.760 --> 00:07:05.120]  串連在整個《彼得前書》
[00:07:05.120 --> 00:07:07.760]  這一段經文的一個信息
[00:07:07.760 --> 00:07:08.960]  因為當時的文字
[00:07:08.960 --> 00:07:09.920]  就不是英文
[00:07:09.920 --> 00:07:10.520]  普通話
[00:07:10.520 --> 00:07:11.040]  廣東話
[00:07:11.040 --> 00:07:12.120]  中文
[00:07:12.120 --> 00:07:13.080]  當時的是
[00:07:13.080 --> 00:07:13.840]  黑白萊文
[00:07:13.840 --> 00:07:14.320]  希臘文
[00:07:14.320 --> 00:07:15.200]  阿蘭文
[00:07:15.200 --> 00:07:16.560]  黑白萊文是舊約的
[00:07:16.560 --> 00:07:17.560]  希臘文是新約的
[00:07:17.560 --> 00:07:18.680]  阿蘭文也是
[00:07:18.680 --> 00:07:20.040]  新約的時候會用
[00:07:20.040 --> 00:07:24.280]  很像黑白萊文的一個語言
[00:07:24.280 --> 00:07:25.400]  即是怎樣
[00:07:25.400 --> 00:07:26.560]  不用想太多的
[00:07:26.560 --> 00:07:28.520]  總之其實你當它好像英文一樣
[00:07:28.520 --> 00:07:29.880]  都是用字母而已
[00:07:29.880 --> 00:07:31.200]  即是ABCDE那樣
[00:07:31.200 --> 00:07:32.520]  總之它是用字母
[00:07:32.520 --> 00:07:34.040]  來做一些文字遊戲
[00:07:34.040 --> 00:07:36.320]  大概你知道就可以了
[00:07:36.320 --> 00:07:37.400]  那是怎樣呢
[00:07:37.400 --> 00:07:38.960]  講個例子
[00:07:38.960 --> 00:07:40.360]  石頭
[00:07:40.360 --> 00:07:41.000]  和
[00:07:41.000 --> 00:07:42.880]  兒子
[00:07:42.880 --> 00:07:44.080]  在黑白萊文
[00:07:44.080 --> 00:07:45.600]  then和and then
[00:07:45.600 --> 00:07:47.920]  是差一個字母而已
[00:07:47.920 --> 00:07:49.560]  對黑白萊文來說
[00:07:49.560 --> 00:07:51.800]  那些發音其實是次要一點的
[00:07:51.800 --> 00:07:53.160]  字母是重要一點的
[00:07:53.160 --> 00:07:55.520]  因為舊約聖經是只有字母的
[00:07:55.520 --> 00:07:57.760]  但他們的傳統已經是知道怎樣發音的了
[00:07:57.760 --> 00:07:59.040]  一看就知道了
[00:07:59.040 --> 00:08:00.320]  即是用我們的文字
[00:08:00.320 --> 00:08:02.680]  就等於英文將你的響音全部拔掉
[00:08:02.680 --> 00:08:03.600]  給你看那些字
[00:08:03.600 --> 00:08:04.600]  你是會看的
[00:08:04.600 --> 00:08:06.600]  如果你是英文人的話
[00:08:06.600 --> 00:08:09.160]  所以他們講石頭和兒子
[00:08:09.160 --> 00:08:11.040]  原來是很相似的
[00:08:11.040 --> 00:08:13.640]  你說你講甚麼
[00:08:13.640 --> 00:08:14.360]  不是的
[00:08:14.360 --> 00:08:17.440]  即是英文stone和sun
[00:08:17.440 --> 00:08:21.400]  是差了兩個字母的
[00:08:21.400 --> 00:08:24.800]  馬可福音十二章一到二節
[00:08:24.800 --> 00:08:26.440]  耶穌基督
[00:08:26.440 --> 00:08:28.360]  進了耶路撒冷城之後
[00:08:28.360 --> 00:08:31.120]  講了一個故事
[00:08:31.120 --> 00:08:32.000]  那個故事是甚麼
[00:08:32.000 --> 00:08:34.600]  空鱷圓湖的比喻
[00:08:34.600 --> 00:08:37.280]  就說有一個主人栽了一個葡萄園
[00:08:37.280 --> 00:08:42.520]  然後將這個葡萄園租了給別人
[00:08:42.520 --> 00:08:44.960]  誰知很壞
[00:08:44.960 --> 00:08:46.920]  租了給一個惡霸
[00:08:46.920 --> 00:08:47.760]  惡霸是怎樣的
[00:08:47.760 --> 00:08:48.640]  不交租
[00:08:48.640 --> 00:08:50.000]  不理你
[00:08:50.000 --> 00:08:51.600]  派了一個又一個的僕人
[00:08:51.600 --> 00:08:52.520]  都被人打傷
[00:08:52.520 --> 00:08:54.200]  趕他走
[00:08:54.200 --> 00:08:55.560]  趕完走之後
[00:08:55.560 --> 00:08:56.040]  主人就說
[00:08:56.040 --> 00:08:57.320]  嘩 這樣呀
[00:08:57.320 --> 00:08:59.720]  好 自己的兒子也叫了過去
[00:08:59.720 --> 00:09:01.640]  以為兒子來到
[00:09:01.640 --> 00:09:03.240]  也尊重三分
[00:09:03.240 --> 00:09:07.440]  誰知那些惡霸連兒子也殺了
[00:09:07.440 --> 00:09:09.600]  講兒子的故事
[00:09:09.600 --> 00:09:11.480]  但你說除了關石頭甚麼事
[00:09:11.480 --> 00:09:14.360]  接著在那段經文第十二章
[00:09:14.360 --> 00:09:19.560]  第十節到第十二節
[00:09:19.560 --> 00:09:21.040]  就講了一句這樣的經文
[00:09:21.040 --> 00:09:23.560]  他說匠人所棄的石頭
[00:09:23.560 --> 00:09:25.960]  已經作了房閣的頭塊石頭
[00:09:25.960 --> 00:09:27.440]  這是主所作的
[00:09:27.440 --> 00:09:29.680]  在我們眼中罕為稀奇
[00:09:29.680 --> 00:09:34.520]  這經你們沒有念過嗎
[00:09:34.520 --> 00:09:35.600]  整個故事講完了
[00:09:35.600 --> 00:09:37.400]  最後兒子也被人殺了
[00:09:37.400 --> 00:09:38.520]  就講了這一段經文
[00:09:38.520 --> 00:09:39.760]  關於石頭的經文
[00:09:39.760 --> 00:09:41.840]  再下去最後那一節
[00:09:41.840 --> 00:09:44.440]  當時是那些文士和祭司長
[00:09:44.440 --> 00:09:45.560]  聽完之後頂心慘
[00:09:45.560 --> 00:09:46.880]  對著我來說
[00:09:46.880 --> 00:09:50.400]  說我是那些惡租霸
[00:09:50.400 --> 00:09:52.040]  所以他們是明白的
[00:09:52.040 --> 00:09:54.200]  為甚麼呢
[00:09:54.200 --> 00:09:56.040]  因為這段經文是在詩篇
[00:09:56.040 --> 00:09:58.720]  一把十八篇二十二節
[00:09:58.720 --> 00:10:00.640]  而同一節的經文
[00:10:00.640 --> 00:10:06.200]  就放在彼得前書第二章第八節
[00:10:06.200 --> 00:10:07.080]  可以嗎
[00:10:07.080 --> 00:10:10.320]  他們是用這些他們很熟悉的文字
[00:10:10.320 --> 00:10:12.400]  來講兒子石頭
[00:10:12.400 --> 00:10:14.960]  彼得在教會講身份的時候
[00:10:14.960 --> 00:10:17.240]  又是在講兒子石頭
[00:10:17.240 --> 00:10:19.720]  建造的石頭房閣石就是誰
[00:10:19.720 --> 00:10:21.520]  神的兒子耶穌基督
[00:10:21.520 --> 00:10:21.880]  可以嗎
[00:10:21.880 --> 00:10:23.920]  我們不太明白那個語言
[00:10:23.920 --> 00:10:25.640]  就覺得這個道理在這裡
[00:10:25.640 --> 00:10:28.960]  但他們其實是在講一個文字的遊戲
[00:10:28.960 --> 00:10:30.080]  讓你怎樣呢
[00:10:30.080 --> 00:10:32.080]  深刻一點
[00:10:32.080 --> 00:10:34.560]  接著對比是怎樣呢
[00:10:34.560 --> 00:10:36.480]  其實有很多不同的對比
[00:10:36.480 --> 00:10:37.560]  石對著甚麼
[00:10:37.560 --> 00:10:39.480]  活石
[00:10:39.480 --> 00:10:40.720]  我想問大家
[00:10:40.720 --> 00:10:43.040]  你有沒有見過活的石頭
[00:10:43.040 --> 00:10:43.960]  你去沙灘走一走
[00:10:43.960 --> 00:10:45.600]  很浪漫地撿一塊石頭看看
[00:10:45.600 --> 00:10:47.160]  嘩我的眼睛看著你
[00:10:47.160 --> 00:10:49.200]  嚇都嚇死
[00:10:49.200 --> 00:10:52.040]  有些解經家他們研究過
[00:10:52.040 --> 00:10:53.880]  在當時一世紀
[00:10:53.880 --> 00:10:58.880]  之前附近都沒有人用過活石這個字
[00:10:58.880 --> 00:11:00.960]  根本就不合道理
[00:11:00.960 --> 00:11:02.360]  活生生的石頭
[00:11:02.360 --> 00:11:02.960]  甚麼叫活生生
[00:11:02.960 --> 00:11:04.200]  沒有這些字
[00:11:04.200 --> 00:11:07.920]  但彼得就拿了石頭和活石做一個對比
[00:11:07.920 --> 00:11:09.560]  就拿了被人棄的
[00:11:09.560 --> 00:11:11.760]  被神揀選的做一個對比
[00:11:11.760 --> 00:11:14.800]  就拿了公頭不要的石頭
[00:11:14.800 --> 00:11:17.480]  和房閣石做一個對比
[00:11:17.480 --> 00:11:22.200]  拿了十字架和不羞辱的神
[00:11:22.200 --> 00:11:23.520]  來做一個對比
[00:11:23.520 --> 00:11:24.240]  很多這些對比
[00:11:24.240 --> 00:11:27.200]  一會兒再下去講多一點
[00:11:27.200 --> 00:11:30.640]  接著
[00:11:30.640 --> 00:11:32.680]  在這樣的背景下
[00:11:32.680 --> 00:11:33.600]  今天講甚麼
[00:11:33.600 --> 00:11:35.640]  身份
[00:11:35.640 --> 00:11:38.440]  很希望大家透過三個問題
[00:11:38.440 --> 00:11:39.880]  身份很多東西可以講
[00:11:39.880 --> 00:11:41.800]  透過三個問題去反思一下
[00:11:41.800 --> 00:11:44.200]  基督徒身份對我們的意義
[00:11:44.200 --> 00:11:45.320]  就是一般來說
[00:11:45.320 --> 00:11:46.680]  身份都可以問甚麼呢
[00:11:46.680 --> 00:11:50.480]  這個身份是怎樣來的呢
[00:11:50.480 --> 00:11:51.240]  這個身份
[00:11:51.240 --> 00:11:52.480]  我們有很多不同的身份
[00:11:52.480 --> 00:11:57.880]  這個身份有甚麼獨特的地方呢
[00:11:57.880 --> 00:12:01.600]  而這個身份有甚麼意義呢
[00:12:01.600 --> 00:12:02.920]  就好像
[00:12:02.920 --> 00:12:05.280]  我是一位爸爸
[00:12:05.280 --> 00:12:07.200]  我為甚麼會做爸爸呢
[00:12:07.200 --> 00:12:10.160]  因為我有個女兒
[00:12:10.160 --> 00:12:11.200]  我沒有子女
[00:12:11.200 --> 00:12:13.280]  我就沒有這個身份
[00:12:13.280 --> 00:12:14.440]  因為我的身份是怎樣來的
[00:12:14.440 --> 00:12:15.720]  因為我有個子女
[00:12:15.720 --> 00:12:16.520]  有個女兒
[00:12:16.520 --> 00:12:20.080]  所以我就有爸爸這個身份
[00:12:20.080 --> 00:12:22.160]  這個身份有甚麼獨特呢
[00:12:22.160 --> 00:12:24.440]  我就要教養她
[00:12:24.440 --> 00:12:26.640]  我教養子女
[00:12:26.640 --> 00:12:30.040]  是父母才有獨特的
[00:12:30.040 --> 00:12:30.720]  你説不是
[00:12:30.720 --> 00:12:32.360]  我都教養那些學生的
[00:12:32.360 --> 00:12:34.680]  你是教育那些學生
[00:12:34.680 --> 00:12:36.200]  那些是學生來的
[00:12:36.200 --> 00:12:37.080]  那些不是你的子女
[00:12:37.080 --> 00:12:38.120]  我愛得很像你的子女
[00:12:38.120 --> 00:12:39.720]  很相似而已
[00:12:39.720 --> 00:12:43.200]  但是那個身份有點不同
[00:12:43.200 --> 00:12:44.960]  那有甚麼意義呢
[00:12:44.960 --> 00:12:47.200]  做父母
[00:12:47.200 --> 00:12:49.240]  教養自己的子女
[00:12:49.240 --> 00:12:50.240]  那個意義
[00:12:50.240 --> 00:12:53.360]  就是生命的延續
[00:12:53.360 --> 00:12:55.600]  而那個延續是怎樣呢
[00:12:55.600 --> 00:12:58.440]  它像你的
[00:12:58.440 --> 00:13:01.200]  某程度上你的子女都是像你的
[00:13:01.200 --> 00:13:03.000]  如果你有小朋友
[00:13:03.000 --> 00:13:04.920]  就算你沒有小朋友
[00:13:04.920 --> 00:13:06.600]  你都一定
[00:13:06.600 --> 00:13:08.240]  你都一定有父母
[00:13:08.240 --> 00:13:11.200]  你都一定有些東西像你的父母
[00:13:11.200 --> 00:13:12.120]  如果你見到我的女兒
[00:13:12.120 --> 00:13:13.760]  有些東西都是像我的
[00:13:13.760 --> 00:13:16.520]  生命的延續
[00:13:16.520 --> 00:13:17.640]  有些人說我沒有生
[00:13:17.640 --> 00:13:19.680]  但是我有個乾兒子乾女兒
[00:13:19.680 --> 00:13:21.760]  是類似的
[00:13:21.760 --> 00:13:24.280]  那個關係很緊密
[00:13:24.280 --> 00:13:25.520]  而且那個乾兒子乾女兒
[00:13:25.520 --> 00:13:28.240]  和那個父母的關係很密切
[00:13:28.240 --> 00:13:31.320]  而且他都有一個很深的影響
[00:13:31.320 --> 00:13:33.640]  我就想用這三個問題去問一問
[00:13:33.640 --> 00:13:37.000]  究竟仕途彼得想我們透過這段經文
[00:13:37.000 --> 00:13:38.200]  怎樣去認識多一點
[00:13:38.200 --> 00:13:42.440]  我們這個基督徒的身份呢
[00:13:42.440 --> 00:13:43.280]  可以吧
[00:13:43.280 --> 00:13:43.840]  好
[00:13:43.840 --> 00:13:45.520]  那我們先下去看第一個問題
[00:13:45.520 --> 00:13:49.400]  這個身份是怎樣來的呢
[00:13:49.400 --> 00:13:53.440]  主要我們會看回第九節這一節的經文
[00:13:53.440 --> 00:13:54.240]  經文說甚麼呢
[00:13:54.240 --> 00:13:55.960]  唯有你們被揀選的族類
[00:13:55.960 --> 00:13:57.640]  是有君尊的祭司
[00:13:57.640 --> 00:13:58.760]  是聖潔的國度
[00:13:58.760 --> 00:14:00.360]  是屬神的子民
[00:14:00.360 --> 00:14:03.120]  要叫你們宣揚那照你們出黑暗
[00:14:03.120 --> 00:14:07.480]  入其妙光明者的美德
[00:14:07.480 --> 00:14:08.800]  原來的文字
[00:14:08.800 --> 00:14:13.000]  那四個描述的短句
[00:14:13.000 --> 00:14:14.240]  被揀選的族類
[00:14:14.240 --> 00:14:15.080]  君尊的祭司
[00:14:15.080 --> 00:14:15.760]  聖潔的國度
[00:14:15.760 --> 00:14:19.560]  屬神的子民是單數的
[00:14:19.560 --> 00:14:20.640]  即是甚麼呢
[00:14:20.640 --> 00:14:21.160]  英文
[00:14:21.160 --> 00:14:22.200]  如果你熟悉一些文法
[00:14:22.200 --> 00:14:23.360]  有些人會這樣說
[00:14:23.360 --> 00:14:25.480]  其實這個叫collective singular
[00:14:25.480 --> 00:14:27.600]  或者collective noun
[00:14:27.600 --> 00:14:28.280]  不知道是甚麼
[00:14:28.280 --> 00:14:29.320]  不用那麼複雜了
[00:14:29.320 --> 00:14:30.680]  總之他強調的是整體
[00:14:30.680 --> 00:14:32.240]  即是說他原本的文字是
[00:14:32.240 --> 00:14:34.560]  你們是一個被揀選的族類
[00:14:34.560 --> 00:14:36.280]  是一個有君尊的祭司
[00:14:36.280 --> 00:14:38.160]  是一個聖潔的國度
[00:14:38.160 --> 00:14:42.640]  是一個屬神的子民
[00:14:42.640 --> 00:14:44.640]  彼得在說我們的身份
[00:14:44.640 --> 00:14:46.280]  是在說教會的整體
[00:14:46.280 --> 00:14:47.720]  我們的身份是甚麼呢
[00:14:47.720 --> 00:14:49.640]  他先強調的是整體
[00:14:49.640 --> 00:14:52.400]  先強調的是共同
[00:14:52.400 --> 00:14:53.840]  無論我們的性格是怎樣
[00:14:53.840 --> 00:14:54.960]  我們的教育程度是怎樣
[00:14:54.960 --> 00:14:56.240]  這個都是作為基督徒
[00:14:56.240 --> 00:14:57.880]  一起享有的
[00:14:57.880 --> 00:14:59.120]  你看我們身邊的弟妹不同
[00:14:59.120 --> 00:15:00.160]  你很帥
[00:15:00.160 --> 00:15:01.160]  你很漂亮
[00:15:01.160 --> 00:15:01.880]  一起的
[00:15:01.880 --> 00:15:05.200]  都是有這個共同的身份
[00:15:05.200 --> 00:15:06.920]  這個對於我們今天來說
