
[00:00:00.000 --> 00:00:01.520]  持夢主三十多年當中
[00:03:22.000 --> 00:03:23.200]  韓國也有很多祈禱山
[00:03:23.200 --> 00:03:25.160]  不止一座祈禱山
[00:03:25.160 --> 00:03:29.440]  當然很多人都會問我這種問題
[00:03:29.440 --> 00:03:30.400]  但另一方面
[00:03:30.400 --> 00:03:33.600]  我絕對感覺到
[00:03:33.600 --> 00:03:34.960]  韓國的神
[00:03:34.960 --> 00:03:37.240]  等於香港的神
[00:03:37.240 --> 00:03:39.320]  韓國的神不會大過香港的神
[00:03:39.320 --> 00:03:41.400]  韓國祈禱山的禁食
[00:03:41.400 --> 00:03:43.120]  和香港祈禱山的禁食
[00:03:43.120 --> 00:03:44.320]  也沒有什麼大問題
[00:03:44.320 --> 00:03:45.400]  沒有什麼大分別
[00:03:45.400 --> 00:03:47.720]  但為什麼有時候會去到韓國
[00:03:47.720 --> 00:03:50.520]  因為有時候我們發覺在香港的地方
[00:03:50.520 --> 00:03:52.000]  太接近了
[00:03:52.000 --> 00:03:54.080]  一離開教會旁邊已經有餐廳
[00:03:54.080 --> 00:03:56.960]  很難沒有這種試探
[00:03:56.960 --> 00:03:58.280]  但我仍然覺得
[00:03:58.280 --> 00:04:00.360]  我們不一定需要去韓國
[00:04:00.360 --> 00:04:02.280]  不過有時候我鼓勵大家
[00:04:02.280 --> 00:04:03.920]  如果大家去韓國的時候
[00:04:03.920 --> 00:04:05.560]  我也會認同
[00:04:05.560 --> 00:04:07.720]  是值得我們去試一下
[00:04:07.720 --> 00:04:10.880]  去經歷一下那邊的一些操練
[00:04:10.880 --> 00:04:12.240]  當然對我來說
[00:04:12.240 --> 00:04:16.480]  今天是講禁食祈禱的真正意義
[00:04:16.480 --> 00:04:18.200]  我今天選擇的經文是
[00:04:18.200 --> 00:04:19.800]  在《馬克福音》第九章
[00:04:19.800 --> 00:04:21.360]  當然這段聖經
[00:04:21.360 --> 00:04:22.880]  在《馬克福音》第二章
[00:04:22.880 --> 00:04:24.880]  和《路加福音》第五章
[00:04:24.880 --> 00:04:25.960]  都出現過
[00:04:25.960 --> 00:04:27.760]  所以說有一個童工
[00:04:27.760 --> 00:04:30.200]  曾經在講《馬克福音》第二章的時候
[00:04:30.200 --> 00:04:33.240]  都不多不少講過這段經文
[00:04:33.240 --> 00:04:35.600]  不過我今天是嘗試
[00:04:35.600 --> 00:04:38.520]  將這段聖經的重點
[00:04:38.520 --> 00:04:44.080]  放在禁食祈禱的專注
[00:04:44.080 --> 00:04:47.000]  而今天的經文我會透過四方面
[00:04:47.000 --> 00:04:49.040]  和大家去思考
[00:04:49.040 --> 00:04:52.120]  禁食祈禱真正的意思
[00:04:52.120 --> 00:04:53.400]  第一個問題
[00:04:53.400 --> 00:04:54.480]  我們問
[00:04:54.480 --> 00:04:57.120]  這個時代還需要禁食祈禱嗎?
[00:04:57.120 --> 00:04:58.520]  剛才已經講過了
[00:04:58.520 --> 00:05:01.200]  禁食祈禱難道屬性一點嗎?
[00:05:01.200 --> 00:05:02.640]  難道禁食祈禱的祈禱
[00:05:02.640 --> 00:05:03.720]  上帝會聽嗎?
[00:05:03.720 --> 00:05:04.400]  你不禁食祈禱
[00:05:04.400 --> 00:05:05.280]  上帝不聽嗎?
[00:05:05.280 --> 00:05:06.920]  上帝從來沒有講過這些東西
[00:05:06.920 --> 00:05:08.800]  但是在這個時代
[00:05:08.800 --> 00:05:13.000]  還需要去操練禁食禱告嗎?
[00:05:13.000 --> 00:05:14.920]  我們讀一讀這兩節聖經
[00:05:14.920 --> 00:05:15.800]  我們準備
[00:05:15.800 --> 00:05:17.120]  一二三
[00:05:17.120 --> 00:05:20.480]  「那時約翰的門徒來見耶穌說
[00:05:20.480 --> 00:05:23.960]  我們和伐利賽人上上禁食
[00:05:23.960 --> 00:05:26.320]  你的門徒都不禁食
[00:05:26.320 --> 00:05:28.120]  這是為什麼呢?
[00:05:28.120 --> 00:05:29.760]  耶穌對他們說
[00:05:29.760 --> 00:05:33.160]  新郎和陪伴之人同在的時候
[00:05:33.160 --> 00:05:35.800]  陪伴之人豈能哀動呢?
[00:05:35.800 --> 00:05:37.320]  但日子將到
[00:05:37.320 --> 00:05:39.400]  新郎要離開他們
[00:05:39.400 --> 00:05:42.400]  那時候他們就要禁食」
[00:05:42.400 --> 00:05:43.360]  很明顯
[00:05:43.360 --> 00:05:45.720]  當時有一群施洗約翰的門徒
[00:05:45.720 --> 00:05:47.240]  和一些伐利賽人
[00:05:47.240 --> 00:05:51.560]  都是嚴守當時的律法的一群人
[00:05:51.560 --> 00:05:53.480]  他們去問耶穌
[00:05:53.480 --> 00:05:54.400]  耶穌說
[00:05:54.400 --> 00:05:56.200]  「為什麼我們禁食
[00:05:56.200 --> 00:05:58.840]  你的門徒不禁食?」
[00:05:58.840 --> 00:05:59.720]  當然
[00:05:59.720 --> 00:06:00.800]  他們的問題
[00:06:00.800 --> 00:06:03.280]  並不一定是要挑戰耶穌
[00:06:03.280 --> 00:06:04.600]  或者去試探耶穌
[00:06:04.600 --> 00:06:06.360]  我相信他們問這個問題
[00:06:06.360 --> 00:06:09.280]  可能是真心也說不定
[00:06:09.280 --> 00:06:10.320]  為什麼呢?
[00:06:10.320 --> 00:06:11.800]  如果看回舊約聖經
[00:06:11.800 --> 00:06:12.560]  很明顯
[00:06:12.560 --> 00:06:15.560]  舊約有一個律法提到
[00:06:15.560 --> 00:06:16.840]  在舊約
[00:06:16.840 --> 00:06:20.040]  一年一定要有一次禁食
[00:06:20.040 --> 00:06:22.720]  這一次的禁食是七月初十
[00:06:22.720 --> 00:06:24.960]  這是猶太人的律法
[00:06:24.960 --> 00:06:26.160]  七月初十
[00:06:26.160 --> 00:06:27.760]  也是一個贖罪日
[00:06:27.760 --> 00:06:28.720]  在律法裡
[00:06:28.720 --> 00:06:30.280]  你們還沒記清楚
[00:06:30.280 --> 00:06:31.760]  在贖罪日裡
[00:06:31.760 --> 00:06:33.920]  我們一定要禁食、禱告
[00:06:33.920 --> 00:06:36.480]  在當中來認罪悔改
[00:06:36.480 --> 00:06:37.760]  所以很明顯的
[00:06:37.760 --> 00:06:38.400]  很明顯
[00:06:38.400 --> 00:06:39.960]  在舊約的律法
[00:06:39.960 --> 00:06:42.040]  的而且確是說了
[00:06:42.040 --> 00:06:45.240]  一年有一天要禁食祈禱
[00:06:45.240 --> 00:06:46.120]  而同樣的
[00:06:46.120 --> 00:06:48.080]  到了秘魯後期
[00:06:48.080 --> 00:06:50.960]  猶太人曾經被巴比倫滅亡
[00:06:50.960 --> 00:06:52.560]  曾經被擄到巴比倫
[00:06:52.560 --> 00:06:54.160]  七十年後他們回歸
[00:06:54.160 --> 00:06:55.760]  回歸之後他們仍然
[00:06:55.760 --> 00:06:56.960]  當時有一個先知
[00:06:56.960 --> 00:06:58.240]  叫做撒加利亞
[00:06:58.240 --> 00:07:00.320]  他曾經在第八章第十九節
[00:07:00.320 --> 00:07:02.120]  他說我們的禁食
[00:07:02.120 --> 00:07:03.720]  不單止是一天
[00:07:03.720 --> 00:07:07.480]  甚至是四月、五月、七月、十月
[00:07:07.480 --> 00:07:08.200]  都要禁食
[00:07:08.200 --> 00:07:10.800]  就是說在禁食的操練當中
[00:07:10.800 --> 00:07:12.320]  或者在要求裡面
[00:07:12.320 --> 00:07:14.960]  由一次變成四次
[00:07:14.960 --> 00:07:16.680]  不過撒加利亞說得很清楚
[00:07:16.680 --> 00:07:20.160]  他說必須要歡歡喜喜地去禁食
[00:07:20.160 --> 00:07:23.320]  就是說我們千萬不要做一個俯仰
[00:07:23.320 --> 00:07:25.000]  我現在禁食很俯仰
[00:07:25.000 --> 00:07:26.640]  讓全世界知道
[00:07:26.640 --> 00:07:27.720]  我現在正在禁食
[00:07:27.720 --> 00:07:29.720]  我們要歡歡喜喜
[00:07:29.720 --> 00:07:32.200]  當然再去到新約時代
[00:07:32.200 --> 00:07:33.800]  去到耶穌時代
[00:07:33.800 --> 00:07:35.680]  耶穌時代的法利初人
[00:07:35.680 --> 00:07:37.680]  他們再走前一步
[00:07:37.680 --> 00:07:39.920]  他們不單止是一年一次
[00:07:39.920 --> 00:07:41.520]  也不是一年四次
[00:07:41.520 --> 00:07:43.800]  他們是一個星期兩次禁食
[00:07:43.800 --> 00:07:44.800]  嘩很厲害
[00:07:44.800 --> 00:07:47.120]  一個星期兩餐禁食
[00:07:47.120 --> 00:07:51.200]  換言之他們說得更加的清晰
[00:07:51.200 --> 00:07:53.640]  更加的去讓我們看到
[00:07:53.640 --> 00:07:55.680]  其實法利初人某個情況
[00:07:55.680 --> 00:07:57.880]  其實他們都不錯的
[00:07:57.880 --> 00:08:00.400]  他說我一個星期禁食兩次
[00:08:00.400 --> 00:08:03.080]  還有我是十一奉獻
[00:08:03.080 --> 00:08:05.000]  嘩這句話難說
[00:08:05.000 --> 00:08:06.720]  十一奉獻真的很難說
[00:08:06.720 --> 00:08:09.280]  因為很多弟兄姊妹都問我
[00:08:09.280 --> 00:08:10.720]  國歌牧師
[00:08:10.720 --> 00:08:12.920]  聖經是不是真的要十一奉獻
[00:08:12.920 --> 00:08:15.240]  我說是的
[00:08:15.240 --> 00:08:16.960]  但都不敢逼你們
[00:08:16.960 --> 00:08:18.160]  弟兄姊妹又問我
[00:08:18.160 --> 00:08:20.280]  究竟十一奉獻的薪水
[00:08:20.280 --> 00:08:23.360]  是稅前的薪水還是稅後的薪水
[00:08:23.360 --> 00:08:24.840]  還是洗淨的薪水
[00:08:24.840 --> 00:08:25.960]  還是洗之前的薪水
[00:08:25.960 --> 00:08:28.000]  嘩他沒有問我
[00:08:28.000 --> 00:08:29.800]  只要甘心樂意就算
[00:08:29.800 --> 00:08:33.640]  換言之十一奉獻是很難說的
[00:08:33.640 --> 00:08:35.000]  但是法利初人可以
[00:08:35.000 --> 00:08:37.760]  他說我不單止一個星期兩次禁食
[00:08:37.760 --> 00:08:40.360]  我還持守十一奉獻
[00:08:40.360 --> 00:08:41.320]  弟兄姊妹
[00:08:41.320 --> 00:08:43.280]  今天我們看到
[00:08:43.280 --> 00:08:45.160]  這班施洗藥巷的門徒
[00:08:45.160 --> 00:08:46.240]  這班法利初人
[00:08:46.240 --> 00:08:47.480]  走去問耶穌
[00:08:47.480 --> 00:08:49.320]  他說我們禁食
[00:08:49.320 --> 00:08:51.840]  為什麼你的門徒不禁食
[00:08:51.840 --> 00:08:54.440]  換言之他說我們守這個法
[00:08:54.440 --> 00:08:56.800]  為什麼你們不守
[00:08:56.800 --> 00:09:00.440]  一個傳統下來的規條
[00:09:00.440 --> 00:09:02.880]  但耶穌的回應很有意思
[00:09:02.880 --> 00:09:04.360]  他用了第一個比喻
[00:09:04.360 --> 00:09:07.240]  這四個聖經出現了三個比喻
[00:09:07.240 --> 00:09:08.560]  第一個比喻是
[00:09:08.560 --> 00:09:13.560]  新郎和陪伴他的人在一起的時候
[00:09:13.560 --> 00:09:17.880]  陪伴他的人怎麼可以哀悼呢
[00:09:17.880 --> 00:09:19.400]  同樣他說哪一天
[00:09:19.400 --> 00:09:21.640]  新郎離開的時候
[00:09:21.640 --> 00:09:23.400]  你們就要禁食了
[00:09:23.400 --> 00:09:25.200]  耶穌沒有辯論
[00:09:25.200 --> 00:09:27.840]  究竟應不應該禁食
[00:09:27.840 --> 00:09:30.680]  那班法利初人和施洗藥巷的門徒
[00:09:30.680 --> 00:09:34.000]  問耶穌為什麼你們的門徒不禁食
[00:09:34.000 --> 00:09:38.720]  但今天我們會問為什麼要禁食
[00:09:38.720 --> 00:09:41.000]  但耶穌被挑戰的是
[00:09:41.000 --> 00:09:42.720]  你們的門徒為什麼不禁食
[00:09:42.720 --> 00:09:45.280]  而我們問自己為什麼要禁食
[00:09:45.280 --> 00:09:46.560]  但耶穌就說
[00:09:46.560 --> 00:09:50.040]  他說新郎和陪伴他的人
[00:09:50.040 --> 00:09:53.480]  陪伴他的人在聖經的解釋
[00:09:53.480 --> 00:09:56.440]  在愚民的解釋就是一些嘉賓
[00:09:56.440 --> 00:09:57.880]  但如果看回舊約
[00:09:57.880 --> 00:09:59.440]  無論是以創亞書也好
[00:09:59.440 --> 00:10:01.080]  可西亞書也好
[00:10:01.080 --> 00:10:02.200]  在舊約那邊
[00:10:02.200 --> 00:10:06.600]  是重複地用新郎一個比喻
[00:10:06.600 --> 00:10:09.880]  一個比喻是指向神
[00:10:09.880 --> 00:10:13.240]  就是這個新郎其實是指向神
[00:10:13.240 --> 00:10:15.240]  所以耶穌當他說這個比喻的時候
[00:10:15.240 --> 00:10:18.200]  新郎和陪伴他的人的時候
[00:10:18.200 --> 00:10:20.920]  這個新郎其實耶穌在說的是他自己
[00:10:20.920 --> 00:10:22.320]  耶穌就是新郎
[00:10:22.320 --> 00:10:26.480]  陪伴他的嘉賓就是他的門徒
[00:10:26.480 --> 00:10:30.160]  當新郎和這些嘉賓在一起的時候
[00:10:30.160 --> 00:10:33.080]  他說這些嘉賓沒理由要哀悼
[00:10:33.080 --> 00:10:34.680]  各位弟兄姊妹
[00:10:34.680 --> 00:10:36.480]  我們當中有很多夫婦在這裡
[00:10:36.480 --> 00:10:37.840]  我們結婚的時候
[00:10:37.840 --> 00:10:41.000]  如果有擺酒的舉手
[00:10:41.000 --> 00:10:43.440]  你也會擺酒吧
[00:10:43.440 --> 00:10:44.320]  你擺酒
[00:10:44.320 --> 00:10:48.040]  你邀請很多親朋戚友
[00:10:48.040 --> 00:10:49.320]  你到他吃飯晚上
[00:10:49.320 --> 00:10:51.000]  你延開三十席
[00:10:51.000 --> 00:10:51.680]  譬如這樣說
[00:10:51.680 --> 00:10:53.560]  我結婚的時候延開七席
[00:10:53.560 --> 00:10:55.240]  我們沒什麼錢的時候也是七席
[00:10:55.240 --> 00:10:56.560]  我還記得我在加拿大結婚
[00:10:56.560 --> 00:10:57.480]  延開七席
[00:10:57.480 --> 00:11:00.400]  一席酒席就是一百塊加幣一席
[00:11:00.400 --> 00:11:01.160]  很便宜的事
[00:11:01.160 --> 00:11:02.040]  一百塊加幣
[00:11:02.040 --> 00:11:05.960]  對我來說七百塊加幣已經是我的極限
[00:11:05.960 --> 00:11:07.840]  延開三十席
[00:11:07.840 --> 00:11:09.440]  延開四十席酒席
[00:11:09.440 --> 00:11:11.440]  然後大家都來了
[00:11:11.440 --> 00:11:12.640]  然後主人家說
[00:11:12.640 --> 00:11:13.760]  各位親朋戚友
[00:11:13.760 --> 00:11:15.160]  今晚我們一起禁食
[00:11:15.160 --> 00:11:17.200]  你會不會啊
[00:11:17.200 --> 00:11:18.520]  你會不會啊
[00:11:18.520 --> 00:11:19.040]  你不會
[00:11:19.040 --> 00:11:20.000]  那個酒席
[00:11:20.000 --> 00:11:20.800]  大家坐在那裡
[00:11:20.800 --> 00:11:21.520]  沒東西吃
[00:11:21.520 --> 00:11:22.640]  一起禁食
[00:11:22.640 --> 00:11:24.080]  你不會的嘛
[00:11:24.080 --> 00:11:26.160]  他說新郎還在的時候
[00:11:26.160 --> 00:11:27.600]  跟嘉賓在一起的時候
[00:11:27.600 --> 00:11:29.080]  他說他沒有哀悼
[00:11:29.080 --> 00:11:29.960]  意思就是說
[00:11:29.960 --> 00:11:31.920]  你做個樣子也要開心
[00:11:31.920 --> 00:11:32.720]  就算你不開心
[00:11:32.720 --> 00:11:33.880]  你也要開心
[00:11:33.880 --> 00:11:34.520]  你去吃飯
[00:11:34.520 --> 00:11:35.240]  難道你說
[00:11:35.240 --> 00:11:36.240]  你從此被困
[00:11:36.240 --> 00:11:36.800]  你死定了
[00:11:36.800 --> 00:11:38.240]  你不會的嘛
[00:11:38.240 --> 00:11:40.000]  也會等你開心
[00:11:40.000 --> 00:11:40.920]  換言之
[00:11:40.920 --> 00:11:43.240]  他說新郎還在的時候
[00:11:43.240 --> 00:11:45.000]  嘉賓沒有不開心
[00:11:45.000 --> 00:11:47.120]  甚至耶穌
[00:11:47.120 --> 00:11:47.840]  很明顯
[00:11:47.840 --> 00:11:49.560]  耶穌第一個神蹟
[00:11:49.560 --> 00:11:51.720]  就是在婚宴那邊
[00:11:51.720 --> 00:11:53.800]  以水變酒
[00:11:53.800 --> 00:11:54.480]  所以換言之
[00:11:54.480 --> 00:11:56.320]  耶穌並沒有否定
[00:11:56.320 --> 00:11:57.920]  婚宴的需要
[00:11:57.920 --> 00:12:00.040]  並沒有否定婚宴的喜樂
[00:12:00.040 --> 00:12:00.840]  甚至
[00:12:00.840 --> 00:12:02.200]  因為猶太人的婚宴
[00:12:02.200 --> 00:12:04.480]  是擺足七天的酒席
[00:12:04.480 --> 00:12:06.600]  我們擺一晚已經累到嘔吐
[00:12:06.600 --> 00:12:07.400]  如果第一晚
[00:12:07.400 --> 00:12:08.480]  那一晚已經回到家
[00:12:08.480 --> 00:12:10.760]  已經累到睡不著
[00:12:10.760 --> 00:12:12.160]  他是七天的酒席
[00:12:12.160 --> 00:12:12.800]  所以為什麼
[00:12:12.800 --> 00:12:13.960]  那些專人家
[00:12:13.960 --> 00:12:15.360]  忽然之間不夠酒
[00:12:15.360 --> 00:12:15.760]  你明白嗎
[00:12:15.760 --> 00:12:16.480]  為什麼不夠酒
[00:12:16.480 --> 00:12:17.760]  沒有人不夠酒的
[00:12:17.760 --> 00:12:19.760]  所以耶穌就以水變酒
[00:12:19.760 --> 00:12:21.280]  所以換言之
[00:12:21.280 --> 00:12:23.160]  當新郎還在的時候
[00:12:23.160 --> 00:12:24.360]  那七天
[00:12:24.360 --> 00:12:27.880]  他沒有由陪伴的人哀悼
[00:12:27.880 --> 00:12:29.280]  但是他說有一天
[00:12:29.280 --> 00:12:31.120]  當新郎走了之後
[00:12:31.120 --> 00:12:32.760]  他就要禁食
[00:12:32.760 --> 00:12:34.000]  新郎走
[00:12:34.000 --> 00:12:34.920]  什麼時候走
[00:12:34.920 --> 00:12:36.480]  如果這個新郎是耶穌
[00:12:36.480 --> 00:12:37.600]  耶穌在這個比喻裡面
[00:12:37.600 --> 00:12:39.200]  是在說他自己
[00:12:39.200 --> 00:12:40.800]  有一天他要釘十字架
[00:12:40.800 --> 00:12:41.840]  他要離開
[00:12:41.840 --> 00:12:43.280]  他離開之後就要禁食
[00:12:43.280 --> 00:12:44.240]  換言之
[00:12:44.240 --> 00:12:45.880]  今天這個時代
[00:12:45.880 --> 00:12:47.640]  需要禁食嗎
[00:12:47.640 --> 00:12:48.240]  你自己說
[00:12:48.240 --> 00:12:48.800]  需要嗎
[00:12:48.800 --> 00:12:49.680]  需要
[00:12:49.680 --> 00:12:50.960]  因為耶穌已經
[00:12:50.960 --> 00:12:52.200]  死在十字架上面
[00:12:52.200 --> 00:12:53.280]  耶穌回來了沒有
[00:12:53.280 --> 00:12:54.600]  沒有
[00:12:54.600 --> 00:12:55.720]  所以這個時代
[00:12:55.720 --> 00:12:56.760]  其實是需要禁食的
[00:12:56.760 --> 00:12:58.080]  耶穌說明了
[00:12:58.080 --> 00:12:59.360]  當我離開之後
[00:12:59.360 --> 00:13:00.160]  就要什麼
[00:13:00.160 --> 00:13:01.120]  禁食
[00:13:01.120 --> 00:13:02.680]  不過耶穌說得很好
[00:13:02.680 --> 00:13:04.720]  耶穌在這裡所說的禁食
[00:13:04.720 --> 00:13:07.240]  祂不是一個命令式
[00:13:07.240 --> 00:13:08.000]  祂不是說
[00:13:08.000 --> 00:13:08.680]  你一定要禁食
[00:13:08.680 --> 00:13:09.560]  沒有
[00:13:09.560 --> 00:13:11.520]  耶穌知道有些人身體未必可以
[00:13:11.520 --> 00:13:12.960]  所以未必一定要禁食
[00:13:12.960 --> 00:13:14.000]  耶穌只是說
[00:13:14.000 --> 00:13:16.400]  按你自己的境況
[00:13:16.400 --> 00:13:20.600]  你要參與禁食禱告的操練
[00:13:20.600 --> 00:13:21.640]  不過我們看到
[00:13:21.640 --> 00:13:22.920]  在《小童人傳》那邊
[00:13:22.920 --> 00:13:23.880]  早期教會
[00:13:23.880 --> 00:13:26.880]  他們的確有禁食禱告的
[00:13:26.880 --> 00:13:29.400]  一種生命的操練
[00:13:29.400 --> 00:13:31.800]  所以我們需要這個時代禁食嗎
[00:13:31.800 --> 00:13:32.680]  需要
[00:13:32.680 --> 00:13:35.640]  需要在這個時代去操練禁食祈禱嗎
[00:13:35.640 --> 00:13:36.400]  需要
[00:13:36.400 --> 00:13:36.920]  所以弟兄姊妹
[00:13:36.920 --> 00:13:38.440]  如果明年我們再去訪韓
[00:13:38.440 --> 00:13:40.400]  我鼓勵大家嘗試去
[00:13:40.400 --> 00:13:41.480]  三晚睡
[00:13:41.480 --> 00:13:43.080]  現在好一點
[00:13:43.080 --> 00:13:44.120]  不用睡在地上
[00:13:44.120 --> 00:13:45.160]  現在有床睡
[00:13:45.160 --> 00:13:47.960]  不過也要七餐禁食
[00:13:47.960 --> 00:13:49.680]  試試操練
[00:13:49.680 --> 00:13:52.520]  但真的是一個很不同的經歷
[00:13:52.520 --> 00:13:54.200]  當然
[00:13:54.200 --> 00:13:55.200]  我這樣說
[00:13:55.200 --> 00:13:57.200]  就要回應第二個問題
[00:13:57.200 --> 00:14:00.920]  是否一定要跟隨特定的方法
[00:14:00.920 --> 00:14:02.160]  意思是
[00:14:02.160 --> 00:14:03.080]  是否一定要韓國
