
[00:00:00.000 --> 00:00:04.880]  今天是我們講到「生之謎」的第四講
[00:01:14.400 --> 00:01:17.920]  當你去到四十、五十、六十歲的時候
[00:01:17.920 --> 00:01:21.920]  聚在一起說吃甚麼會更加健康
[00:01:21.920 --> 00:01:24.560]  可以讓我們不會生病的
[00:01:24.560 --> 00:01:27.280]  我們人人都很長壽的
[00:01:27.280 --> 00:01:29.280]  今天我們在講這個題目之先
[00:01:29.280 --> 00:01:31.280]  人的歸宿在哪裏呢
[00:01:31.280 --> 00:01:33.280]  我想先祝福大家
[00:01:33.280 --> 00:01:36.400]  你們能夠很長壽
[00:01:36.400 --> 00:01:37.600]  不單止長壽
[00:01:37.600 --> 00:01:38.800]  有quality life
[00:01:38.800 --> 00:01:40.800]  不單止有quality life
[00:01:40.800 --> 00:01:44.000]  在你的生命裏面是很開心的
[00:01:44.000 --> 00:01:46.000]  能夠侍奉神的
[00:01:46.000 --> 00:01:49.680]  能夠將愛留給我們周圍的人
[00:01:49.680 --> 00:01:51.680]  所以先祝福大家
[00:01:51.680 --> 00:01:54.480]  生命裏面是一個很長的
[00:01:54.480 --> 00:01:56.480]  一個很好的生命
[00:01:56.480 --> 00:01:58.480]  希望大家都是這樣
[00:01:58.480 --> 00:02:00.480]  但我們知道很無奈
[00:02:00.480 --> 00:02:04.480]  人是隨時可以離開的
[00:02:04.480 --> 00:02:06.480]  沒有預兆的
[00:02:06.480 --> 00:02:08.480]  我發覺那些年老的人
[00:02:08.480 --> 00:02:10.480]  未必一定會先死的
[00:02:10.480 --> 00:02:12.480]  你可能很年輕
[00:02:12.480 --> 00:02:14.480]  你以為那個年老的人會先死
[00:02:14.480 --> 00:02:16.480]  不是的
[00:02:16.480 --> 00:02:18.480]  我最近知道一個朋友
[00:02:18.480 --> 00:02:20.480]  她年紀很大了
[00:02:20.480 --> 00:02:22.480]  她丈夫離開世界
[00:02:22.480 --> 00:02:24.480]  她在佛羅里達州搬來加州
[00:02:24.480 --> 00:02:26.480]  和她兒子一起住
[00:02:26.480 --> 00:02:28.480]  誰知道住了不久
[00:02:28.480 --> 00:02:30.480]  她兒子離開世界
[00:02:30.480 --> 00:02:32.480]  她搬去紐約
[00:02:32.480 --> 00:02:34.480]  我發覺人真的很無奈
[00:02:34.480 --> 00:02:38.480]  以為媽媽會早點離開
[00:02:38.480 --> 00:02:40.480]  誰知道兒子還先走
[00:02:40.480 --> 00:02:42.480]  人很奇怪
[00:02:42.480 --> 00:02:44.480]  你以為那個年老的人會先離開
[00:02:44.480 --> 00:02:46.480]  未必的
[00:02:46.480 --> 00:02:48.480]  我知道有些人病了很久
[00:02:48.480 --> 00:02:50.480]  以為他會離開世界
[00:02:50.480 --> 00:02:52.480]  其實不是
[00:02:52.480 --> 00:02:54.480]  病了很久也不會死的
[00:02:54.480 --> 00:02:56.480]  反而那些沒有病的
[00:02:56.480 --> 00:02:58.480]  突然間就會死了
[00:02:58.480 --> 00:03:00.480]  所以有一個牧師說
[00:03:00.480 --> 00:03:04.480]  應該死的就不死
[00:03:04.480 --> 00:03:06.480]  不應該死的又死
[00:03:06.480 --> 00:03:08.480]  說得很特別
[00:03:08.480 --> 00:03:10.480]  在香港的墳場
[00:03:10.480 --> 00:03:12.480]  有一句名言
[00:03:12.480 --> 00:03:14.480]  不知道大家有沒有看過
[00:03:14.480 --> 00:03:16.480]  可能有些人看過
[00:03:16.480 --> 00:03:18.480]  今天吾軀歸故土
[00:03:18.480 --> 00:03:20.480]  他朝軍體也相同
[00:03:20.480 --> 00:03:22.480]  本來我的中文也不太好
[00:03:22.480 --> 00:03:24.480]  不過這兩句說話
[00:03:24.480 --> 00:03:26.480]  很吸引我
[00:03:26.480 --> 00:03:28.480]  今天我的身體歸故土
[00:03:28.480 --> 00:03:30.480]  有一天你的身體也會這樣
[00:03:30.480 --> 00:03:32.480]  一樣的
[00:03:32.480 --> 00:03:34.480]  在墳場有一個對聯
[00:03:34.480 --> 00:03:36.480]  很多人經過都很醒悟
[00:03:36.480 --> 00:03:38.480]  但是人在這個世界上
[00:03:38.480 --> 00:03:40.480]  很奇怪
[00:03:40.480 --> 00:03:42.480]  我覺得人很蠢
[00:03:42.480 --> 00:03:44.480]  有沒有這樣的想法
[00:03:44.480 --> 00:03:46.480]  我不是罵大家蠢
[00:03:46.480 --> 00:03:48.480]  我們人都是很蠢很愚蠢
[00:03:48.480 --> 00:03:50.480]  我們在這個世界上
[00:03:50.480 --> 00:03:52.480]  很忙很忙很忙
[00:03:52.480 --> 00:03:54.480]  忙到這麼多時候
[00:03:54.480 --> 00:03:56.480]  當我們離開世界的時候
[00:03:56.480 --> 00:03:58.480]  我們那些忙是沒有意思的
[00:03:58.480 --> 00:04:00.480]  你可能生活很忙
[00:04:00.480 --> 00:04:02.480]  你忙著去買菜
[00:04:02.480 --> 00:04:04.480]  忙著去購物
[00:04:04.480 --> 00:04:06.480]  忙著做這個做那個
[00:04:06.480 --> 00:04:08.480]  當你一離開世界的時候
[00:04:08.480 --> 00:04:10.480]  你發覺好像很多忙的
[00:04:10.480 --> 00:04:12.480]  都是沒有意思的
[00:04:12.480 --> 00:04:14.480]  是不是
[00:04:14.480 --> 00:04:16.480]  我們人就好像那些白老鼠
[00:04:16.480 --> 00:04:18.480]  在籠子裡
[00:04:18.480 --> 00:04:20.480]  圓圈轉來轉去
[00:04:20.480 --> 00:04:22.480]  不知走去那裡
[00:04:22.480 --> 00:04:24.480]  所以所羅門王就說得很清楚
[00:04:24.480 --> 00:04:26.480]  虛空的虛空
[00:04:26.480 --> 00:04:28.480]  一切都是虛空
[00:04:28.480 --> 00:04:30.480]  一切都是只有一個空隙
[00:04:30.480 --> 00:04:32.480]  所以人是很愚蠢的
[00:04:32.480 --> 00:04:34.480]  當我們想到死亡的時候
[00:04:34.480 --> 00:04:36.480]  我們就想一下
[00:04:36.480 --> 00:04:38.480]  為什麼神會這麼奇怪
[00:04:38.480 --> 00:04:40.480]  神會創造死亡
[00:04:40.480 --> 00:04:42.480]  有些人說
[00:04:42.480 --> 00:04:44.480]  為什麼神會創造地獄
[00:04:44.480 --> 00:04:46.480]  其實死亡不是神的心意
[00:04:46.480 --> 00:04:48.480]  因為神是什麼呢
[00:04:48.480 --> 00:04:50.480]  有人一書告訴我
[00:04:50.480 --> 00:04:52.480]  神是生命
[00:04:52.480 --> 00:04:54.480]  God is life
[00:04:54.480 --> 00:04:56.480]  God is light
[00:04:56.480 --> 00:04:58.480]  神是光
[00:04:58.480 --> 00:05:00.480]  神是愛
[00:05:00.480 --> 00:05:02.480]  所以死亡在神眼光當中
[00:05:02.480 --> 00:05:04.480]  是看為污穢的
[00:05:04.480 --> 00:05:06.480]  神不喜歡死亡
[00:05:06.480 --> 00:05:08.480]  我們喜不喜歡死亡
[00:05:08.480 --> 00:05:10.480]  我們人都是
[00:05:10.480 --> 00:05:12.480]  對死亡有一些避忌
[00:05:12.480 --> 00:05:14.480]  我們不喜歡有人死
[00:05:14.480 --> 00:05:16.480]  我們不喜歡在街上
[00:05:16.480 --> 00:05:18.480]  看到死老鼠死貓
[00:05:18.480 --> 00:05:20.480]  我們吃得多
[00:05:20.480 --> 00:05:22.480]  我們不喜歡
[00:05:22.480 --> 00:05:24.480]  我們不喜歡死亡
[00:05:24.480 --> 00:05:26.480]  那些是污穢的
[00:05:26.480 --> 00:05:28.480]  所以原來神
[00:05:28.480 --> 00:05:30.480]  是一個生命的源頭
[00:05:30.480 --> 00:05:32.480]  死亡是怎麼來的呢
[00:05:32.480 --> 00:05:34.480]  我們今天就要思想一下
[00:05:34.480 --> 00:05:36.480]  第一點和大家分享
[00:05:36.480 --> 00:05:38.480]  什麼是真正的
[00:05:38.480 --> 00:05:40.480]  永遠的死亡呢
[00:05:40.480 --> 00:05:42.480]  什麼是真正的永遠死亡呢
[00:05:42.480 --> 00:05:44.480]  希伯來書裡面
[00:05:44.480 --> 00:05:46.480]  有一句說話講得很好的
[00:05:46.480 --> 00:05:48.480]  它說:安著定命
[00:05:48.480 --> 00:05:50.480]  人人都有一死
[00:05:50.480 --> 00:05:52.480]  死後還有審判
[00:05:52.480 --> 00:05:54.480]  希伯來書九章二十七節
[00:05:54.480 --> 00:05:56.480]  這篇聖經是很容易記的
[00:05:56.480 --> 00:05:58.480]  九章二十七節記不記得
[00:05:58.480 --> 00:06:00.480]  九月二十七號
[00:06:00.480 --> 00:06:02.480]  九章二十七節
[00:06:02.480 --> 00:06:04.480]  安著定命人人都有一死
[00:06:04.480 --> 00:06:06.480]  死後還有審判
[00:06:06.480 --> 00:06:08.480]  首先我們中國人對死亡
[00:06:08.480 --> 00:06:10.480]  有些偏差的
[00:06:10.480 --> 00:06:12.480]  有些誤解
[00:06:12.480 --> 00:06:14.480]  孔夫子都說
[00:06:14.480 --> 00:06:16.480]  未知生是焉知死
[00:06:16.480 --> 00:06:18.480]  差不多了
[00:06:18.480 --> 00:06:20.480]  我們不要明白什麼是死亡
[00:06:20.480 --> 00:06:22.480]  有些人對死亡的誤解
[00:06:22.480 --> 00:06:24.480]  第一
[00:06:24.480 --> 00:06:26.480]  中國文化受到佛家的影響
[00:06:26.480 --> 00:06:28.480]  佛家說
[00:06:28.480 --> 00:06:30.480]  人死如燈滅
[00:06:30.480 --> 00:06:32.480]  什麼都沒有了
[00:06:32.480 --> 00:06:34.480]  有沒有聽過
[00:06:34.480 --> 00:06:36.480]  這是錯誤的觀點
[00:06:36.480 --> 00:06:38.480]  人死如燈滅
[00:06:38.480 --> 00:06:40.480]  人進入無意識的境界
[00:06:40.480 --> 00:06:42.480]  死了就像燈滅了
[00:06:42.480 --> 00:06:44.480]  第二個錯誤的觀念
[00:06:44.480 --> 00:06:46.480]  人是輪迴的
[00:06:46.480 --> 00:06:48.480]  我們罵人
[00:06:48.480 --> 00:06:50.480]  趕著投胎
[00:06:50.480 --> 00:06:52.480]  有沒有聽過
[00:06:52.480 --> 00:06:54.480]  我們認為人很多時候是輪迴的
[00:06:54.480 --> 00:06:56.480]  你今世做得好一點
[00:06:56.480 --> 00:06:58.480]  下一次投胎就做得好一點
[00:06:58.480 --> 00:07:00.480]  所以你現在吃的
[00:07:00.480 --> 00:07:02.480]  豬牛
[00:07:02.480 --> 00:07:04.480]  可能是你的祖先
[00:07:04.480 --> 00:07:06.480]  所以對死亡的誤解
[00:07:06.480 --> 00:07:08.480]  就是輪迴
[00:07:08.480 --> 00:07:10.480]  現在很多人相信
[00:07:10.480 --> 00:07:12.480]  有知識的人
[00:07:12.480 --> 00:07:14.480]  都相信輪迴
[00:07:14.480 --> 00:07:16.480]  在美國很流行相信輪迴
[00:07:16.480 --> 00:07:18.480]  相信投胎
[00:07:18.480 --> 00:07:20.480]  第三
[00:07:20.480 --> 00:07:22.480]  最近我聽到
[00:07:22.480 --> 00:07:24.480]  人死後就進入太空
[00:07:24.480 --> 00:07:26.480]  有沒有聽過
[00:07:26.480 --> 00:07:28.480]  這是最新的理論
[00:07:28.480 --> 00:07:30.480]  太空是無窮盡
[00:07:30.480 --> 00:07:32.480]  不知去了哪裡
[00:07:32.480 --> 00:07:34.480]  我們回到太空
[00:07:34.480 --> 00:07:36.480]  變成太空人
[00:07:36.480 --> 00:07:38.480]  這個很奇怪
[00:07:38.480 --> 00:07:40.480]  有些人是這麼相信
[00:07:40.480 --> 00:07:44.480]  我們知道
[00:07:44.480 --> 00:07:46.480]  這是對死亡的誤解
[00:07:46.480 --> 00:07:48.480]  究竟聖經裏面
[00:07:48.480 --> 00:07:50.480]  死亡的意思是甚麼呢
[00:07:50.480 --> 00:07:52.480]  我想和大家明白
[00:07:52.480 --> 00:07:54.480]  死亡是分開的意思
[00:07:54.480 --> 00:07:56.480]  死亡是分開的意思
[00:07:56.480 --> 00:07:58.480]  和神分開
[00:07:58.480 --> 00:08:00.480]  和人分開
[00:08:00.480 --> 00:08:02.480]  分割了
[00:08:02.480 --> 00:08:04.480]  所以人犯罪的時候
[00:08:04.480 --> 00:08:06.480]  就會死
[00:08:06.480 --> 00:08:08.480]  所以神吩咐
[00:08:08.480 --> 00:08:10.480]  創世紀第2章
[00:08:10.480 --> 00:08:12.480]  16至17字
[00:08:12.480 --> 00:08:14.480]  原宗各樣的果子
[00:08:14.480 --> 00:08:16.480]  你都可以吃
[00:08:16.480 --> 00:08:18.480]  但分別善惡處的果子
[00:08:18.480 --> 00:08:20.480]  你不可以吃
[00:08:20.480 --> 00:08:22.480]  因為你吃的時候你必定會死
[00:08:22.480 --> 00:08:24.480]  你必要死
[00:08:24.480 --> 00:08:26.480]  我們在肉身的角度看
[00:08:26.480 --> 00:08:28.480]  亞當夏娃
[00:08:28.480 --> 00:08:30.480]  吃了禁果之後
[00:08:30.480 --> 00:08:32.480]  好像沒有死
[00:08:32.480 --> 00:08:34.480]  是不是聖經講錯了呢
[00:08:34.480 --> 00:08:36.480]  原來聖經講的死的定義
[00:08:36.480 --> 00:08:38.480]  和我們想的不一樣
[00:08:38.480 --> 00:08:40.480]  死的定義
[00:08:40.480 --> 00:08:42.480]  是與神分開的意思
[00:08:42.480 --> 00:08:44.480]  他不想和神親近
[00:08:44.480 --> 00:08:46.480]  神想和他親近
[00:08:46.480 --> 00:08:48.480]  也是很難
[00:08:48.480 --> 00:08:50.480]  是和神分割的意思
[00:08:50.480 --> 00:08:52.480]  這就是死亡
[00:08:52.480 --> 00:08:54.480]  所以人有罪的時候
[00:08:54.480 --> 00:08:56.480]  我們不可以和神一起
[00:08:56.480 --> 00:08:58.480]  所以我們今天祈禱
[00:08:58.480 --> 00:09:00.480]  神與我們同在
[00:09:00.480 --> 00:09:02.480]  其實是一個很勇敢的祈禱
[00:09:02.480 --> 00:09:04.480]  因為神與我們同在
[00:09:04.480 --> 00:09:06.480]  我們都是一群罪人
[00:09:06.480 --> 00:09:08.480]  所以死亡的意思
[00:09:08.480 --> 00:09:10.480]  就是分開的意思
[00:09:10.480 --> 00:09:12.480]  這個分別善惡處
[00:09:12.480 --> 00:09:14.480]  分別善惡的意思
[00:09:14.480 --> 00:09:16.480]  不是說他知識什麼是什麼惡
[00:09:16.480 --> 00:09:18.480]  分別善惡就是說
[00:09:18.480 --> 00:09:20.480]  他離開神之後進入惡的境界
[00:09:20.480 --> 00:09:22.480]  他經歷什麼為之惡
[00:09:22.480 --> 00:09:24.480]  他經歷在惡
[00:09:24.480 --> 00:09:26.480]  好像有些人
[00:09:26.480 --> 00:09:28.480]  他以前沒有吸毒
[00:09:28.480 --> 00:09:30.480]  當他吸毒之後
[00:09:30.480 --> 00:09:32.480]  他就經驗到吸毒那種可怕
[00:09:32.480 --> 00:09:34.480]  那種惡
[00:09:34.480 --> 00:09:36.480]  我們人離開神之後
[00:09:36.480 --> 00:09:38.480]  那種經歷
[00:09:38.480 --> 00:09:40.480]  我們明白什麼是惡
[00:09:40.480 --> 00:09:42.480]  我們經歷什麼是惡
[00:09:42.480 --> 00:09:44.480]  然後離開神就是惡的事
[00:09:44.480 --> 00:09:46.480]  離開神的心意
[00:09:46.480 --> 00:09:48.480]  離開神就是惡
[00:09:48.480 --> 00:09:50.480]  是一個死亡
[00:09:50.480 --> 00:09:52.480]  更加
[00:09:52.480 --> 00:09:54.480]  說到永死是什麼呢
[00:09:54.480 --> 00:09:56.480]  永死就是
[00:09:56.480 --> 00:09:58.480]  人與神一切的恩典
[00:09:58.480 --> 00:10:00.480]  都分開了
[00:10:00.480 --> 00:10:03.480]  因為神是一切恩典的源頭
[00:10:03.480 --> 00:10:05.480]  各位聽眾姐妹
[00:10:05.480 --> 00:10:06.480]  我們大家要知道
[00:10:06.480 --> 00:10:08.480]  我們今天存活是全靠
[00:10:08.480 --> 00:10:10.480]  神的恩典
[00:10:10.480 --> 00:10:12.480]  我上一次也說過
[00:10:12.480 --> 00:10:14.480]  恩典和禮物有點不一樣
[00:10:14.480 --> 00:10:17.480]  恩典是我們很需要的
[00:10:17.480 --> 00:10:19.480]  我們今天存在這個世界上
[00:10:19.480 --> 00:10:21.480]  你能夠呼吸
[00:10:21.480 --> 00:10:22.480]  你能夠健康
[00:10:22.480 --> 00:10:23.480]  是神的恩典
[00:10:23.480 --> 00:10:24.480]  不是必然的事
[00:10:24.480 --> 00:10:27.480]  神創造這個宇宙萬物
[00:10:27.480 --> 00:10:29.480]  神讓人類在這個地球上
[00:10:29.480 --> 00:10:31.480]  是一個愛的恩典
[00:10:31.480 --> 00:10:33.480]  早就預備好了
[00:10:33.480 --> 00:10:36.480]  是一個恩典的存留
[00:10:36.480 --> 00:10:38.480]  死亡是什麼呢
[00:10:38.480 --> 00:10:40.480]  死亡就是一個地方
[00:10:40.480 --> 00:10:42.480]  與神分開了
[00:10:42.480 --> 00:10:44.480]  連神的恩典
[00:10:44.480 --> 00:10:46.480]  一點恩典都拿不到
[00:10:46.480 --> 00:10:48.480]  各位聽眾姐妹
[00:10:48.480 --> 00:10:51.480]  我們人怕死就是這件事
[00:10:51.480 --> 00:10:54.480]  因為與神的恩典都分開了
[00:10:54.480 --> 00:10:56.480]  你知不知道魔鬼都需要
[00:10:56.480 --> 00:10:58.480]  神的恩典存留
[00:10:58.480 --> 00:11:00.480]  所以魔鬼都很害怕
[00:11:00.480 --> 00:11:02.480]  很害怕進入地獄火湖
[00:11:02.480 --> 00:11:04.480]  你不要以為在地獄火湖
[00:11:04.480 --> 00:11:05.480]  魔鬼很囂張
[00:11:05.480 --> 00:11:07.480]  魔鬼和我們一樣辛苦
[00:11:07.480 --> 00:11:09.480]  所以連魔鬼今天的存留
[00:11:09.480 --> 00:11:11.480]  都是靠神的恩典
[00:11:11.480 --> 00:11:13.480]  何況那些人呢
[00:11:13.480 --> 00:11:15.480]  所以耶穌基督幫我們說
[00:11:15.480 --> 00:11:17.480]  我們要逃避將來的地獄
[00:11:17.480 --> 00:11:19.480]  在《馬可福音》裡面說到
[00:11:19.480 --> 00:11:21.480]  如果你犯罪
[00:11:21.480 --> 00:11:23.480]  你將你的手犯罪
[00:11:23.480 --> 00:11:24.480]  將它斬下來
[00:11:24.480 --> 00:11:26.480]  如果你的腳犯罪
[00:11:26.480 --> 00:11:27.480]  將它斬下來
[00:11:27.480 --> 00:11:28.480]  你的眼犯罪
[00:11:28.480 --> 00:11:29.480]  將它挖出來
[00:11:29.480 --> 00:11:31.480]  靈海殘廢
[00:11:31.480 --> 00:11:34.480]  都不要進入地獄
[00:11:34.480 --> 00:11:38.480]  這個耶穌是說到地獄的嚴重性
[00:11:38.480 --> 00:11:39.480]  就不要叫大家
[00:11:39.480 --> 00:11:41.480]  你犯罪的時候斬你的手
[00:11:41.480 --> 00:11:42.480]  你賭錢的時候斬你的手
[00:11:42.480 --> 00:11:44.480]  不是literally的說法
[00:11:44.480 --> 00:11:45.480]  這個意思就是說
[00:11:45.480 --> 00:11:49.480]  講到地獄的嚴重性
[00:11:49.480 --> 00:11:51.480]  耶穌警告我們不要進入地獄
[00:11:51.480 --> 00:11:55.480]  不要進入永遠的死亡裡面
[00:11:55.480 --> 00:11:57.480]  因為那裡的火是不滅的
[00:11:57.480 --> 00:12:00.480]  那裡的蟲是不會死的
[00:12:00.480 --> 00:12:02.480]  會一直咬你的
[00:12:02.480 --> 00:12:04.480]  這個地獄的火
[00:12:04.480 --> 00:12:06.480]  是什麼呢?
[00:12:06.480 --> 00:12:08.480]  是不是真的有火呢?
[00:12:08.480 --> 00:12:11.480]  現在我們加州有火
[00:12:11.480 --> 00:12:13.480]  我一會兒下午去聖潘羅的教堂
[00:12:13.480 --> 00:12:14.480]  有講座
[00:12:14.480 --> 00:12:17.480]  去年還是前年
[00:12:17.480 --> 00:12:18.480]  大火
[00:12:18.480 --> 00:12:20.480]  火得人驚
[00:12:20.480 --> 00:12:22.480]  地獄的火是什麼意思呢?
[00:12:22.480 --> 00:12:23.480]  是不是literally
[00:12:23.480 --> 00:12:25.480]  真的有一個physical的火呢?
[00:12:25.480 --> 00:12:27.480]  我相信這個不是這個意思
[00:12:27.480 --> 00:12:28.480]  這個火就是說
[00:12:28.480 --> 00:12:29.480]  在地獄裡面
[00:12:29.480 --> 00:12:32.480]  你想要一些神的恩典
[00:12:32.480 --> 00:12:33.480]  你都得不到
[00:12:33.480 --> 00:12:36.480]  就好像那個財主和拉薩路的故事
[00:12:36.480 --> 00:12:38.480]  那個財主在陰間
[00:12:38.480 --> 00:12:40.480]  他想要一滴水喝
[00:12:40.480 --> 00:12:41.480]  沾一沾他的舌頭
[00:12:41.480 --> 00:12:43.480]  給一滴涼水
[00:12:43.480 --> 00:12:45.480]  在地獄裡面的火就是
[00:12:45.480 --> 00:12:47.480]  你有很多的慾望
[00:12:47.480 --> 00:12:48.480]  你有很多的需要
[00:12:48.480 --> 00:12:50.480]  但是一點需要你都得不到
[00:12:50.480 --> 00:12:52.480]  這個就是火
[00:12:52.480 --> 00:12:54.480]  地獄的蟲是什麼呢?
[00:12:54.480 --> 00:12:57.480]  我覺得蟲是我們自己
[00:12:57.480 --> 00:12:59.480]  蟲是一種
[00:12:59.480 --> 00:13:01.480]  不斷地在咬你
[00:13:01.480 --> 00:13:03.480]  你有沒有試過有蟲呢?
[00:13:03.480 --> 00:13:05.480]  蟲是很厭煩的
[00:13:05.480 --> 00:13:08.480]  人是在厭煩自己
[00:13:08.480 --> 00:13:09.480]  在地獄當中
[00:13:09.480 --> 00:13:11.480]  人是很孤單的
[00:13:11.480 --> 00:13:13.480]  所以有些人說我不怕進入地獄
[00:13:13.480 --> 00:13:14.480]  將來我進入地獄
[00:13:14.480 --> 00:13:15.480]  有一群人跟我一起
[00:13:15.480 --> 00:13:16.480]  很開心
[00:13:16.480 --> 00:13:18.480]  我們在地獄打麻將
[00:13:18.480 --> 00:13:19.480]  沒有人陪你的
[00:13:19.480 --> 00:13:21.480]  沒有人可憐你的
[00:13:21.480 --> 00:13:23.480]  你就在那裡當中
[00:13:23.480 --> 00:13:25.480]  你最痛苦的地方
[00:13:25.480 --> 00:13:27.480]  沒有人可以安慰你
[00:13:27.480 --> 00:13:30.480]  你發覺你自己就是那個困局
[00:13:30.480 --> 00:13:32.480]  在地獄當中
[00:13:32.480 --> 00:13:34.480]  蟲是不會死的
[00:13:34.480 --> 00:13:35.480]  這是耶穌所說的
[00:13:35.480 --> 00:13:37.480]  你不要進入地獄
[00:13:37.480 --> 00:13:38.480]  各位弟兄姊妹們
[00:13:38.480 --> 00:13:40.480]  我們真的要趕快
[00:13:40.480 --> 00:13:41.480]  想到人們
[00:13:41.480 --> 00:13:42.480]  他們不認識神
[00:13:42.480 --> 00:13:44.480]  他們進入永世裡面
[00:13:44.480 --> 00:13:45.480]  是很可怕
[00:13:45.480 --> 00:13:48.480]  很可怕的事
[00:13:48.480 --> 00:13:51.480]  神不想一個人沉淪
[00:13:51.480 --> 00:13:54.480]  神願意讓所有人都悔改
[00:13:54.480 --> 00:13:56.480]  神不是在擔心
[00:13:56.480 --> 00:13:58.480]  神希望每一個人都得救
[00:13:58.480 --> 00:14:01.480]  所以神為我們預備了這個救恩
[00:14:01.480 --> 00:14:02.480]  神很愛我們
[00:14:02.480 --> 00:14:04.480]  祂不想我們離開祂
[00:14:04.480 --> 00:14:08.480]  不想我們跟神分開
[00:14:08.480 --> 00:14:11.480]  所以這個講論是死亡的定義
[00:14:11.480 --> 00:14:12.480]  所以弟兄姊妹們
[00:14:12.480 --> 00:14:13.480]  我們要明白到
[00:14:13.480 --> 00:14:18.480]  死是這樣的
[00:14:18.480 --> 00:14:19.480]  我們人生當中
[00:14:19.480 --> 00:14:21.480]  我發覺
[00:14:21.480 --> 00:14:22.480]  死是可以的
[00:14:22.480 --> 00:14:25.480]  應該就是我們
[00:14:25.480 --> 00:14:30.480]  如果你是生兩次
[00:14:30.480 --> 00:14:31.480]  你就死一次
[00:14:31.480 --> 00:14:32.480]  有沒有聽過
[00:14:32.480 --> 00:14:34.480]  一個是肉身的生
[00:14:34.480 --> 00:14:36.480]  第二個是蟲生
[00:14:36.480 --> 00:14:38.480]  我知道將來死一次
[00:14:38.480 --> 00:14:39.480]  肉身的死亡
[00:14:39.480 --> 00:14:40.480]  但是如果你生一次
[00:14:40.480 --> 00:14:42.480]  你就會死兩次
[00:14:42.480 --> 00:14:44.480]  聽不聽得懂我說什麼
[00:14:44.480 --> 00:14:46.480]  你只是有肉身的生命
[00:14:46.480 --> 00:14:47.480]  你肉身死亡之後
[00:14:47.480 --> 00:14:49.480]  你再會進入永世當中
[00:14:49.480 --> 00:14:51.480]  這是很可怕的事
[00:14:51.480 --> 00:14:53.480]  接著我想跟大家講到
[00:14:53.480 --> 00:14:58.480]  怎樣勝過死亡的恐懼和獨救呢
[00:14:58.480 --> 00:15:00.480]  怎樣勝過
[00:15:00.480 --> 00:15:03.480]  我們的主是得勝的主
[00:15:03.480 --> 00:15:05.480]  你知不知道基督教不是逃避的
[00:15:05.480 --> 00:15:08.480]  基督教和佛教最大的分別
[00:15:08.480 --> 00:15:10.480]  佛教是逃避
[00:15:10.480 --> 00:15:12.480]  否認有苦難
[00:15:12.480 --> 00:15:15.480]  但基督教是進入苦難當中勝過苦難
[00:15:15.480 --> 00:15:18.480]  進入死亡當中勝過死亡
[00:15:18.480 --> 00:15:22.480]  我們勝過死亡的恐懼和獨勾
[00:15:22.480 --> 00:15:23.480]  我在思想
[00:15:23.480 --> 00:15:24.480]  人為什麼會怕死呢
[00:15:24.480 --> 00:15:26.480]  我就將它歸納了五樣東西
[00:15:26.480 --> 00:15:27.480]  大家可以記得
[00:15:27.480 --> 00:15:28.480]  或者不記得不要緊
[00:15:28.480 --> 00:15:30.480]  第一樣就是有人說
[00:15:30.480 --> 00:15:32.480]  我其實不怕死
[00:15:32.480 --> 00:15:33.480]  最怕病
[00:15:33.480 --> 00:15:34.480]  有沒有聽過
