
[00:00:00.000 --> 00:00:04.000]  各位電影姊妹,新年快樂!
[00:02:24.000 --> 00:02:28.000]  甚至也有去到別的國家講
[00:02:28.000 --> 00:02:32.000]  有一點點被肯定的
[00:02:32.000 --> 00:02:38.000]  直到一九九一年,其實也講了很多年了
[00:02:38.000 --> 00:02:46.000]  其實我一直都覺得自己是需要改進的
[00:02:46.000 --> 00:02:52.000]  而且很努力希望自己的講道可以有進步
[00:02:52.000 --> 00:02:58.000]  我讀神學的時候,其實沒有釋經講道這一科
[00:02:58.000 --> 00:03:04.000]  直到八十年代中開始就有釋經講道
[00:03:04.000 --> 00:03:07.000]  講道與釋經是兩個概念
[00:03:07.000 --> 00:03:12.000]  我們多數用主題式,標題式的講道為主
[00:03:12.000 --> 00:03:16.000]  現在有很多人用這種方式定一個題目
[00:03:16.000 --> 00:03:22.000]  在釋經裏面找經文,找題材來講
[00:03:22.000 --> 00:03:25.000]  我基本上都是這樣講
[00:03:25.000 --> 00:03:31.000]  後來我很好奇去了解釋經講道是甚麼
[00:03:31.000 --> 00:03:34.000]  又旁聽一些課程
[00:03:34.000 --> 00:03:40.000]  後來我想嘗試用這個方式
[00:03:40.000 --> 00:03:42.000]  其實就變成新手了
[00:03:42.000 --> 00:03:46.000]  舊的那套很拿手,新的那套很不袖手
[00:03:46.000 --> 00:03:49.000]  就嘗試按照它的規格去做
[00:03:49.000 --> 00:03:52.000]  每次講道用一段經文
[00:03:52.000 --> 00:03:54.000]  我以前不是的
[00:03:54.000 --> 00:03:58.000]  一次講道有很多經文,有很多東西
[00:03:58.000 --> 00:04:01.000]  像甚麼呢?就只吃盤菜
[00:04:01.000 --> 00:04:04.000]  每餐都是盤菜
[00:04:04.000 --> 00:04:07.000]  而且那時候講道都很長氣
[00:04:07.000 --> 00:04:09.000]  五十五分鐘是標準的
[00:04:09.000 --> 00:04:13.000]  六十五分鐘都叫正常的
[00:04:13.000 --> 00:04:15.000]  有些人是瘦的
[00:04:15.000 --> 00:04:19.000]  現在不行了,現在三十五分鐘就要完了
[00:04:19.000 --> 00:04:21.000]  今天要再短一點,因為有聖餐
[00:04:21.000 --> 00:04:29.000]  很多東西就塞進了講道裏面
[00:04:29.000 --> 00:04:34.000]  你叫我用一段聖經去講道
[00:04:34.000 --> 00:04:36.000]  實在有困難
[00:04:36.000 --> 00:04:39.000]  而且一次講一個中心
[00:04:39.000 --> 00:04:41.000]  我們以前不是的
[00:04:41.000 --> 00:04:43.000]  一次可能有很多個中心
[00:04:43.000 --> 00:04:47.000]  很多個主題在裏面都不行的
[00:04:47.000 --> 00:04:53.000]  我就嘗試選了一段聖經
[00:04:53.000 --> 00:04:58.000]  不是新年來的,我就在教會講
[00:04:58.000 --> 00:05:00.000]  教會都有四百人
[00:05:00.000 --> 00:05:02.000]  他們都聽慣我講的
[00:05:02.000 --> 00:05:05.000]  已經個個都很習慣我的講道
[00:05:05.000 --> 00:05:11.000]  我就照我所預備的講
[00:05:11.000 --> 00:05:14.000]  他們就很不習慣
[00:05:14.000 --> 00:05:16.000]  應該都未聽過我這樣講話
[00:05:16.000 --> 00:05:20.000]  而且就出奇的短
[00:05:20.000 --> 00:05:23.000]  因為我一段聖經講不到那麼多東西
[00:05:23.000 --> 00:05:27.000]  不夠二十五分鐘就下台了
[00:05:27.000 --> 00:05:29.000]  完了
[00:05:29.000 --> 00:05:31.000]  我覺得大家就很驚訝
[00:05:31.000 --> 00:05:35.000]  這麼短的?
[00:05:35.000 --> 00:05:37.000]  牧師講到今天這麼短的?
[00:05:37.000 --> 00:05:38.000]  我自己都很驚訝
[00:05:38.000 --> 00:05:39.000]  因為又不可以再講下去了
[00:05:39.000 --> 00:05:41.000]  因為沒有東西講
[00:05:41.000 --> 00:05:47.000]  下台的時候那種感覺很尷尬
[00:05:47.000 --> 00:05:49.000]  不知怎樣
[00:05:49.000 --> 00:05:54.000]  又有一點像是穿錯衣服的感覺
[00:05:54.000 --> 00:05:56.000]  我們那時候就不坐在台上面的
[00:05:56.000 --> 00:05:57.000]  坐在台下面的
[00:05:57.000 --> 00:05:59.000]  坐在下面那裏
[00:05:59.000 --> 00:06:01.000]  大家都靜下來
[00:06:01.000 --> 00:06:03.000]  連主席那個都覺得
[00:06:03.000 --> 00:06:06.000]  牧師今天做甚麼呢?
[00:06:06.000 --> 00:06:08.000]  很簡單
[00:06:08.000 --> 00:06:10.000]  我們每次都是吃盤菜的
[00:06:10.000 --> 00:06:11.000]  很多東西吃的
[00:06:11.000 --> 00:06:12.000]  誰知今天是清蒸魚
[00:06:12.000 --> 00:06:14.000]  真的很不習慣
[00:06:14.000 --> 00:06:15.000]  我都不知道有甚麼反應
[00:06:15.000 --> 00:06:17.000]  我就坐在那裏
[00:06:17.000 --> 00:06:21.000]  好像劉僧坐在前面第一排
[00:06:21.000 --> 00:06:23.000]  因為散了會
[00:06:23.000 --> 00:06:25.000]  我坐在後排
[00:06:25.000 --> 00:06:27.000]  就有一個姐妹
[00:06:27.000 --> 00:06:32.000]  我每次講到她都搬椅子坐在前面
[00:06:32.000 --> 00:06:36.000]  她走過來捉住我
[00:06:36.000 --> 00:06:38.000]  捉住我的手
[00:06:38.000 --> 00:06:40.000]  情深款款的
[00:06:40.000 --> 00:06:42.000]  眼睛很有感情
[00:06:42.000 --> 00:06:44.000]  看著我
[00:06:44.000 --> 00:06:48.000]  很溫柔的跟我說
[00:06:48.000 --> 00:06:57.000]  「羅Sir,我第一次聽得懂你說甚麼」
[00:06:57.000 --> 00:07:01.000]  真是悲喜交集
[00:07:01.000 --> 00:07:03.000]  她聽了我十多年
[00:07:03.000 --> 00:07:06.000]  每次都好像在裝欣賞
[00:07:06.000 --> 00:07:08.000]  我都以為她很陶醉
[00:07:08.000 --> 00:07:10.000]  她捉住我的手
[00:07:10.000 --> 00:07:11.000]  真的這樣說
[00:07:11.000 --> 00:07:13.000]  跟我剛才的語氣差不多
[00:07:13.000 --> 00:07:18.000]  實在太感動了
[00:07:18.000 --> 00:07:22.000]  她第一次聽得懂我說甚麼
[00:07:22.000 --> 00:07:24.000]  我這個做牧師的
[00:07:24.000 --> 00:07:26.000]  經常站在港台
[00:07:26.000 --> 00:07:28.000]  我怎樣對著自己
[00:07:28.000 --> 00:07:32.000]  我真的不知道找甚麼地方躲
[00:07:32.000 --> 00:07:37.000]  你說開心還是不開心
[00:07:37.000 --> 00:07:38.000]  所以對我來說
[00:07:38.000 --> 00:07:40.000]  那次之後
[00:07:40.000 --> 00:07:49.000]  我一定要改變我自己的講道
[00:07:49.000 --> 00:07:51.000]  怎樣將它簡化
[00:07:51.000 --> 00:07:52.000]  聚焦
[00:07:52.000 --> 00:07:55.000]  還有貼著聖經
[00:07:55.000 --> 00:07:56.000]  由1991年
[00:07:56.000 --> 00:07:58.000]  我慢慢慢慢
[00:07:58.000 --> 00:08:00.000]  所以大家聽我講道一段時間
[00:08:00.000 --> 00:08:02.000]  我多數都是用一段聖經
[00:08:02.000 --> 00:08:04.000]  雖然不是全部都是這樣
[00:08:04.000 --> 00:08:06.000]  但我多數都是用一段聖經
[00:08:06.000 --> 00:08:10.000]  因為其實不同的聖經新約舊約
[00:08:10.000 --> 00:08:12.000]  它講同一個題目
[00:08:12.000 --> 00:08:13.000]  譬如講信心也好
[00:08:13.000 --> 00:08:15.000]  或者講祝福也好
[00:08:15.000 --> 00:08:24.000]  它要拆解經文的背景才合用
[00:08:24.000 --> 00:08:27.000]  這句子輩的一句話
[00:08:27.000 --> 00:08:36.000]  對我有一個很大的肯定和修正
[00:08:36.000 --> 00:08:39.000]  這段聖經給我一個很特別的祝福
[00:08:39.000 --> 00:08:41.000]  而這段聖經也是講甚麼呢
[00:08:41.000 --> 00:08:44.000]  講一個新的開始
[00:08:44.000 --> 00:08:46.000]  我剛才跟大家說
[00:08:46.000 --> 00:08:49.000]  我這個小小尷尬的經歷
[00:08:49.000 --> 00:08:51.000]  我都不怕跟別人分享
[00:08:51.000 --> 00:08:52.000]  我有時去神樂院
[00:08:52.000 --> 00:08:57.000]  給同學聽
[00:08:57.000 --> 00:08:58.000]  改變是可能的
[00:08:58.000 --> 00:09:01.000]  改變也是需要的
[00:09:01.000 --> 00:09:04.000]  你是要作出一個改變
[00:09:04.000 --> 00:09:06.000]  而且是沒有年齡的限制
[00:09:06.000 --> 00:09:08.000]  不是因為你做得很多
[00:09:08.000 --> 00:09:10.000]  你就不用改
[00:09:10.000 --> 00:09:11.000]  是需要的
[00:09:11.000 --> 00:09:14.000]  所以我用這個小的經歷開始
[00:09:14.000 --> 00:09:17.000]  都是希望給大家一個挑戰
[00:09:17.000 --> 00:09:21.000]  就是勇於改變
[00:09:21.000 --> 00:09:25.000]  接受改變
[00:09:25.000 --> 00:09:27.000]  走向蒙恩之路
[00:09:27.000 --> 00:09:29.000]  今天我就用這段聖經
[00:09:29.000 --> 00:09:33.000]  用我當時大概的架構
[00:09:33.000 --> 00:09:36.000]  一個簡單的架構跟大家說
[00:09:36.000 --> 00:09:39.000]  首先就是處理經文的背景
[00:09:39.000 --> 00:09:41.000]  《創世紀記》第十二章
[00:09:41.000 --> 00:09:43.000]  是一個新的開始
[00:09:43.000 --> 00:09:45.000]  因為它在十一章之後
[00:09:45.000 --> 00:09:48.000]  為甚麼十一章之後是一個新的開始呢
[00:09:48.000 --> 00:09:50.000]  《創世紀記》一到十一章
[00:09:50.000 --> 00:09:54.000]  它是太古史的記載
[00:09:54.000 --> 00:09:58.000]  在聖經的編排裡面
[00:09:58.000 --> 00:10:01.000]  十二章就是族長史的開始
[00:10:01.000 --> 00:10:02.000]  很明顯的
[00:10:02.000 --> 00:10:04.000]  十二章是說阿伯拉罕
[00:10:04.000 --> 00:10:06.000]  一直下去就是阿伯拉罕
[00:10:06.000 --> 00:10:08.000]  跟他的後裔的一個歷史
[00:10:08.000 --> 00:10:11.000]  有幾個族長史的一個開始
[00:10:11.000 --> 00:10:14.000]  所以從讀聖經的角度來說
[00:10:14.000 --> 00:10:18.000]  十一章它就是太古史的結束
[00:10:18.000 --> 00:10:20.000]  是族長史
[00:10:20.000 --> 00:10:22.000]  十二章就是族長史的開始
[00:10:22.000 --> 00:10:24.000]  從歷史的敘述來說
[00:10:24.000 --> 00:10:26.000]  它就是阿伯拉罕
[00:10:26.000 --> 00:10:29.000]  跟以色列人歷史的開始
[00:10:29.000 --> 00:10:33.000]  第十二章就是以色列人跟阿伯拉罕
[00:10:33.000 --> 00:10:36.000]  因為以色列人就是阿伯拉罕的後裔
[00:10:36.000 --> 00:10:38.000]  從舊因的角度來說
[00:10:38.000 --> 00:10:43.000]  它是信心跟救贖的開始
[00:10:43.000 --> 00:10:47.000]  《創世紀記》十一章
[00:10:47.000 --> 00:10:50.000]  其中一個最重要的部分就是說巴別塔
[00:10:50.000 --> 00:10:52.000]  你可以翻去聖經那裡
[00:10:52.000 --> 00:10:53.000]  巴別塔
[00:10:53.000 --> 00:10:55.000]  向巴別塔之後
[00:10:55.000 --> 00:10:58.000]  第十節到二十六節
[00:10:58.000 --> 00:11:01.000]  就是說洪水以後
[00:11:01.000 --> 00:11:09.000]  他們是怎樣呢
[00:11:09.000 --> 00:11:12.000]  有些人一路出生
[00:11:12.000 --> 00:11:20.000]  一路記載了他部分人的生死
[00:11:20.000 --> 00:11:26.000]  《創世紀》十一章最重要的就是巴別塔的記載
[00:11:26.000 --> 00:11:30.000]  那裡是說人盡了他最大的努力
[00:11:30.000 --> 00:11:33.000]  去建立巴別塔
[00:11:33.000 --> 00:11:37.000]  期望他們是昌盛永隆
[00:11:37.000 --> 00:11:40.000]  不要分開,強大
[00:11:40.000 --> 00:11:42.000]  但結果呢
[00:11:42.000 --> 00:11:46.000]  結果是分散和毀滅
[00:11:46.000 --> 00:11:49.000]  這個就是十一章的結束
[00:11:49.000 --> 00:11:53.000]  之後你會看到有些閃的後代
[00:11:53.000 --> 00:11:56.000]  給人的感覺是什麼呢
[00:11:56.000 --> 00:11:59.000]  他只有出生和死亡,沒有故事
[00:11:59.000 --> 00:12:01.000]  全部沒有故事
[00:12:01.000 --> 00:12:05.000]  是找不到他們的故事
[00:12:05.000 --> 00:12:07.000]  你想像到什麼呢
[00:12:07.000 --> 00:12:12.000]  有一個人就是生死生死生死生死
[00:12:12.000 --> 00:12:16.000]  沒有意義,沒有故事
[00:12:16.000 --> 00:12:19.000]  十一章就是這樣結束
[00:12:19.000 --> 00:12:23.000]  十二章就是一個救贖的開始
[00:12:23.000 --> 00:12:25.000]  上帝不因為人的愚昧
[00:12:25.000 --> 00:12:27.000]  或者自大而離棄人
[00:12:27.000 --> 00:12:30.000]  而是他再一次下來
[00:12:30.000 --> 00:12:32.000]  他親自呼召人
[00:12:32.000 --> 00:12:37.000]  引領人走回一條正路
[00:12:37.000 --> 00:12:46.000]  這條路就是和巴別塔反方向的路
[00:12:46.000 --> 00:12:48.000]  巴別塔是代表什麼呢
[00:12:48.000 --> 00:12:50.000]  在平原裡見過高塔
[00:12:50.000 --> 00:12:52.000]  彰顯自己的成就
[00:12:52.000 --> 00:12:54.000]  停在這裡,不要走了
[00:12:54.000 --> 00:12:57.000]  聚在一起,越大越好,越多越好
[00:12:57.000 --> 00:12:59.000]  實現的是人的慾望
[00:12:59.000 --> 00:13:01.000]  或者人的夢想
[00:13:01.000 --> 00:13:06.000]  而十二章開始的上帝對阿伯拉罕的呼召就是
[00:13:06.000 --> 00:13:09.000]  在山上建祭壇
[00:13:09.000 --> 00:13:13.000]  你離開你的本族本地父家
[00:13:13.000 --> 00:13:15.000]  放下你的所有
[00:13:15.000 --> 00:13:17.000]  你要行動的
[00:13:17.000 --> 00:13:19.000]  你要捨棄的
[00:13:19.000 --> 00:13:25.000]  實現的是上帝的應許和救贖
[00:13:25.000 --> 00:13:28.000]  是一個對比
[00:13:28.000 --> 00:13:30.000]  十一章和十二章是一個對比
[00:13:30.000 --> 00:13:33.000]  阿伯拉罕之路是信心之路
[00:13:33.000 --> 00:13:35.000]  也是謙卑之路
[00:13:35.000 --> 00:13:37.000]  也是愛心之路
[00:13:37.000 --> 00:13:39.000]  也是救贖之路
[00:13:39.000 --> 00:13:40.000]  是蒙福之路
[00:13:40.000 --> 00:13:44.000]  所以新年我們思想阿伯拉罕
[00:13:44.000 --> 00:13:49.000]  十一章和十二章展示了兩種完全不同的信仰
[00:13:49.000 --> 00:13:52.000]  一種是巴別塔式的信仰
[00:13:52.000 --> 00:13:59.000]  他們祝這個壇要很高,高到塔頂通天
[00:13:59.000 --> 00:14:02.000]  想像學者的理解
[00:14:02.000 --> 00:14:06.000]  在古代最宏偉的建築物都是祭壇
[00:14:06.000 --> 00:14:10.000]  或者是一些去拜神的地方
[00:14:10.000 --> 00:14:13.000]  你看古代的世界都是這樣
[00:14:13.000 --> 00:14:15.000]  所以塔頂通天
[00:14:15.000 --> 00:14:17.000]  現在最高的塔應該是
[00:14:17.000 --> 00:14:19.000]  以前叫杜拜塔
[00:14:19.000 --> 00:14:20.000]  現在不是叫杜拜
[00:14:20.000 --> 00:14:23.000]  是在杜拜的地方
[00:14:23.000 --> 00:14:25.000]  二百多層高
[00:14:25.000 --> 00:14:28.000]  現在要再建一個再高一點的
[00:14:28.000 --> 00:14:32.000]  照正理說都是有限高度
[00:14:32.000 --> 00:14:35.000]  以前應該建不到這麼高
[00:14:35.000 --> 00:14:38.000]  但是它在當時來說是最高最高的
[00:14:38.000 --> 00:14:40.000]  是向著天的
[00:14:40.000 --> 00:14:42.000]  通天的意思是這樣
[00:14:42.000 --> 00:14:44.000]  好像摸到天一樣
[00:14:44.000 --> 00:14:47.000]  這種是巴別塔式的信仰
[00:14:47.000 --> 00:14:51.000]  但是第十二章所展示的是
[00:14:51.000 --> 00:14:54.000]  一種阿伯拉罕式的信仰
[00:14:54.000 --> 00:14:57.000]  就是要放下所有
[00:14:57.000 --> 00:14:59.000]  聽上帝的呼召
[00:14:59.000 --> 00:15:04.000]  走向上帝的應去的地方
[00:15:04.000 --> 00:15:05.000]  一開始的時候
[00:15:05.000 --> 00:15:07.000]  耶和華對阿伯拉罕說
[00:15:07.000 --> 00:15:11.000]  你要離開本地本族父家
[00:15:11.000 --> 00:15:17.000]  往我所要指示你的地方去
[00:15:17.000 --> 00:15:20.000]  上帝說一句就容易
[00:15:20.000 --> 00:15:24.000]  但是你跟著上帝一句話走
[00:15:24.000 --> 00:15:28.000]  就是你的一生
[00:15:28.000 --> 00:15:32.000]  你要離開
[00:15:32.000 --> 00:15:34.000]  阿伯拉罕就要面對
[00:15:34.000 --> 00:15:37.000]  我要不要離開呢?
[00:15:37.000 --> 00:15:45.000]  當時他的父親他拉離開了梧爾
[00:15:45.000 --> 00:15:50.000]  梧爾在當時是一個非常發達的地方
[00:15:50.000 --> 00:15:52.000]  因為從考古學上
[00:15:52.000 --> 00:15:57.000]  考古出來梧爾是有非常高的文化
[00:15:57.000 --> 00:16:00.000]  譬如泥板裏面找到
[00:16:00.000 --> 00:16:03.000]  他們有些算術的方式
[00:16:03.000 --> 00:16:13.000]  就是大學以後才運算得到的數學方程式
[00:16:13.000 --> 00:16:16.000]  是非常高文化的地方
[00:16:16.000 --> 00:16:19.000]  我們一般人都是從低文化的地方
[00:16:19.000 --> 00:16:21.000]  走去高文化的地方
[00:16:21.000 --> 00:16:23.000]  從一個高文化的地方
[00:16:23.000 --> 00:16:25.000]  高生活水平的地方離開了梧爾
[00:16:25.000 --> 00:16:27.000]  就去了喀蘭
[00:16:27.000 --> 00:16:29.000]  梧爾現在大約是
[00:16:29.000 --> 00:16:35.000]  比較容易記是科威特附近的地方
[00:16:35.000 --> 00:16:38.000]  走上去土耳其、敘利亞之間的地方
[00:16:38.000 --> 00:16:41.000]  一直走上去
[00:16:41.000 --> 00:16:43.000]  而那裏也是一個通商的地方
[00:16:43.000 --> 00:16:46.000]  喀蘭也是一個不錯的地方
[00:16:46.000 --> 00:16:52.000]  總是比阿不拉罕時代的迦南好
[00:16:52.000 --> 00:16:55.000]  但它已經停在那裏了
[00:16:55.000 --> 00:16:57.000]  停在那裏相當長的時間
[00:16:57.000 --> 00:17:00.000]  其實那裏是它第二故鄉
[00:17:00.000 --> 00:17:04.000]  當塔拉死了之後
[00:17:04.000 --> 00:17:09.000]  阿不拉罕就要當當家
[00:17:09.000 --> 00:17:13.000]  他究竟是因為以前他爸爸當當家
[00:17:13.000 --> 00:17:16.000]  梧爾帶了他出來去了喀蘭
[00:17:16.000 --> 00:17:20.000]  他現在是否可以回到梧爾呢?
[00:17:20.000 --> 00:17:22.000]  這是一個選擇
[00:17:22.000 --> 00:17:24.000]  或者不要回到梧爾了
[00:17:24.000 --> 00:17:27.000]  因為那裏有八百多公里很遠
[00:17:27.000 --> 00:17:30.000]  還是留在喀蘭呢?
[00:17:30.000 --> 00:17:32.000]  我們都來這裏這麼久了
[00:17:32.000 --> 00:17:36.000]  這裏也是一個好的地方
[00:17:36.000 --> 00:17:39.000]  可以選擇留在喀蘭
[00:17:39.000 --> 00:17:42.000]  但上帝叫他離開
[00:17:42.000 --> 00:17:44.000]  你回去又不要留在這裏
[00:17:44.000 --> 00:17:45.000]  你要離開
[00:17:45.000 --> 00:17:47.000]  即是你又要重新開始
[00:17:47.000 --> 00:17:51.000]  其實是不容易的
[00:17:51.000 --> 00:17:56.000]  我們現代人都未必喜歡經常搬來搬去
[00:17:56.000 --> 00:18:01.000]  古代的人其實就更加少流動
[00:18:01.000 --> 00:18:03.000]  除非是戰禍
[00:18:03.000 --> 00:18:08.000]  或者是一些很大的困難
[00:18:08.000 --> 00:18:11.000]  阿不拉罕聽到上帝的呼召
[00:18:11.000 --> 00:18:18.000]  他要面臨一個抉擇
[00:18:18.000 --> 00:18:22.000]  我動還是不動呢?
[00:18:22.000 --> 00:18:26.000]  一動不是思想上轉一轉
[00:18:26.000 --> 00:18:30.000]  是連根拔起
[00:18:30.000 --> 00:18:35.000]  是整個家族離開本地本族父家
[00:18:35.000 --> 00:18:44.000]  往一個你不知道有什麼環境的地方去
[00:18:44.000 --> 00:18:49.000]  對阿不拉罕來說是一個多大的挑戰呢?
[00:18:49.000 --> 00:18:53.000]  阿不拉罕面對的不是一個思想上的改變
[00:18:53.000 --> 00:18:57.000]  事實上是整個生活的顛倒
[00:18:57.000 --> 00:19:00.000]  回去留下向前走
[00:19:00.000 --> 00:19:04.000]  一定在他的思想裏面有很多的交織
[00:19:04.000 --> 00:19:08.000]  當然最後他決定了
[00:19:08.000 --> 00:19:13.000]  順從上帝的呼召就向前走
[00:19:13.000 --> 00:19:15.000]  阿不拉罕的抉擇
[00:19:15.000 --> 00:19:18.000]  其實就是一個信心的抉擇
[00:19:18.000 --> 00:19:21.000]  也是一個行動的抉擇
[00:19:21.000 --> 00:19:27.000]  不是因為迦南那裏有更美好的生活
[00:19:27.000 --> 00:19:31.000]  比現在喀蘭更好,不是
[00:19:31.000 --> 00:19:38.000]  而是因為上帝呼召他
[00:19:38.000 --> 00:19:40.000]  因為上帝呼召他
[00:19:40.000 --> 00:19:46.000]  很清楚知道上帝呼召他
[00:19:46.000 --> 00:19:50.000]  當我決定奉獻做傳道人的時候
[00:19:50.000 --> 00:19:52.000]  是很年輕
[00:19:52.000 --> 00:19:55.000]  當然是有少少笑筆更事
[00:19:55.000 --> 00:19:56.000]  但是我們那時候做傳道人
[00:19:56.000 --> 00:19:58.000]  是從來沒有想過會有好的生活
[00:19:58.000 --> 00:20:01.000]  所以今天我差不多到這樣的年紀
[00:20:01.000 --> 00:20:03.000]  又過著這樣的生活
[00:20:03.000 --> 00:20:04.000]  我真的很感恩
[00:20:04.000 --> 00:20:07.000]  因為當年絕對不是這樣想的
[00:20:07.000 --> 00:20:09.000]  特別是七十年代
[00:20:09.000 --> 00:20:16.000]  我們想著做傳道人就是熬一輩子的
[00:20:16.000 --> 00:20:17.000]  我跟我爸爸說
[00:20:17.000 --> 00:20:19.000]  我說我要讀神學
[00:20:19.000 --> 00:20:21.000]  我爸爸很詫異
[00:20:21.000 --> 00:20:24.000]  他只是問我一句
[00:20:24.000 --> 00:20:26.000]  讀完之後你做什麼?
[00:20:26.000 --> 00:20:29.000]  在教會做,誰養你?
[00:20:29.000 --> 00:20:33.000]  我說弟兄姊妹有奉獻的
[00:20:33.000 --> 00:20:35.000]  他說了最後一句
[00:20:35.000 --> 00:20:39.000]  那不就是乞?
[00:20:39.000 --> 00:20:42.000]  這是他的理解,我很記得
[00:20:42.000 --> 00:20:44.000]  我也不知道怎樣回答他
[00:20:44.000 --> 00:20:46.000]  沒有想過
[00:20:46.000 --> 00:20:48.000]  當時的心就想著
[00:20:48.000 --> 00:20:51.000]  無論多窮也好
[00:20:51.000 --> 00:20:55.000]  上帝的呼召就回應他
[00:20:55.000 --> 00:20:56.000]  就是這樣的
[00:20:56.000 --> 00:20:57.000]  你可以說是幼稚
[00:20:57.000 --> 00:20:59.000]  也可以說是單純
[00:20:59.000 --> 00:21:02.000]  我就走過了一生
[00:21:02.000 --> 00:21:04.000]  沒有想過
[00:21:04.000 --> 00:21:07.000]  我不是建議大家完全不去思考
[00:21:07.000 --> 00:21:08.000]  不是
[00:21:08.000 --> 00:21:11.000]  但它始終不是一種計算出來的結果
[00:21:11.000 --> 00:21:15.000]  而是一種信心的仰望
[00:21:15.000 --> 00:21:19.000]  以及在上帝裡面得到的確證
[00:21:19.000 --> 00:21:21.000]  耶穌呼召門徒的時候
[00:21:21.000 --> 00:21:23.000]  他們沒有想
[00:21:23.000 --> 00:21:27.000]  寫了網就跟從他
[00:21:27.000 --> 00:21:30.000]  不是計算出來的
[00:21:30.000 --> 00:21:32.000]  弟兄姊妹
[00:21:32.000 --> 00:21:35.000]  特別是年輕的弟兄姊妹
[00:21:35.000 --> 00:21:37.000]  在我們的人生裡面
[00:21:37.000 --> 00:21:41.000]  有很多抉擇是非常重要的
[00:21:41.000 --> 00:21:44.000]  我們要做抉擇
[00:21:44.000 --> 00:21:46.000]  怎樣去選擇呢?
[00:21:46.000 --> 00:21:48.000]  阿伯拉罕
[00:21:48.000 --> 00:21:56.000]  他的選擇就是上帝對他的呼召
[00:21:56.000 --> 00:22:01.000]  在上個禮拜完了崇拜之後
[00:22:01.000 --> 00:22:05.000]  一年廿九
[00:22:05.000 --> 00:22:09.000]  我和David兩個
[00:22:09.000 --> 00:22:11.000]  他兩個和他的兒子
[00:22:11.000 --> 00:22:13.000]  和美英就去吃
[00:22:13.000 --> 00:22:15.000]  吃一些很簡單的東西
[00:22:15.000 --> 00:22:19.000]  下午的時候
[00:22:19.000 --> 00:22:23.000]  David的兒子就問我一個問題
[00:22:23.000 --> 00:22:25.000]  這個小孩子問我一個
[00:22:25.000 --> 00:22:27.000]  很不容易回答的問題
[00:22:27.000 --> 00:22:31.000]  為什麼神要揀選
[00:22:31.000 --> 00:22:34.000]  以色列人呢?
[00:22:34.000 --> 00:22:37.000]  小朋友問我怎樣回答
[00:22:37.000 --> 00:22:38.000]  我沒有回答
[00:22:38.000 --> 00:22:39.000]  David他回答他
[00:22:39.000 --> 00:22:42.000]  我就裝作不懂
[00:22:42.000 --> 00:22:44.000]  不知道怎樣回答
[00:22:44.000 --> 00:22:47.000]  因為不容易回答的問題
[00:22:47.000 --> 00:22:49.000]  為什麼神要揀選以色列呢?
[00:22:49.000 --> 00:22:51.000]  不是三言兩語
[00:22:51.000 --> 00:22:53.000]  特別是對著小朋友
[00:22:53.000 --> 00:22:55.000]  他很認真地問
[00:22:55.000 --> 00:22:57.000]  但是他沒有追問下去
[00:22:57.000 --> 00:23:00.000]  我覺得他是很認真地問的
[00:23:00.000 --> 00:23:03.000]  為什麼神要揀選以色列人呢?
[00:23:03.000 --> 00:23:06.000]  是不是神特別偏心
