
[00:00:00.000 --> 00:00:02.280]  各位底子妹 各位來賓 早晨
[00:04:17.400 --> 00:04:22.080]  還沾沾自喜以為是一個開心快樂的日子
[00:04:22.080 --> 00:04:24.440]  我試用了非常多的篇幅
[00:04:24.440 --> 00:04:27.480]  用很狠的字眼不斷提醒
[00:04:27.480 --> 00:04:29.920]  警告以色列人要清楚明白
[00:04:29.920 --> 00:04:32.440]  但為何他們看不到這一點
[00:04:32.440 --> 00:04:33.800]  因為他們以為
[00:04:33.800 --> 00:04:36.920]  他們的敬拜生活水平夠
[00:04:36.920 --> 00:04:38.600]  他們用尊端的器材
[00:04:38.600 --> 00:04:39.960]  用很多的金錢
[00:04:39.960 --> 00:04:42.080]  獻上非常多的祭物
[00:04:42.080 --> 00:04:46.000]  而且他們的詩歌敬拜都是一流水準
[00:04:46.000 --> 00:04:47.800]  他們以為這樣
[00:04:47.800 --> 00:04:51.480]  神就要閱立祝福他們
[00:04:51.480 --> 00:04:54.520]  於是先知第21至24節
[00:04:54.520 --> 00:04:55.480]  很直接地說
[00:04:55.480 --> 00:05:00.520]  神去憎惡他們這些敬拜
[00:05:00.520 --> 00:05:02.280]  「我厭惡你們的節旗
[00:05:02.280 --> 00:05:04.240]  也不喜悅你們的嚴肅會
[00:05:04.240 --> 00:05:07.040]  你們雖然向我獻繁祭和掃祭
[00:05:07.040 --> 00:05:08.520]  我卻不閱立
[00:05:08.520 --> 00:05:13.560]  也不看你們用肥畜獻的平安祭
[00:05:13.560 --> 00:05:16.080]  要使你們歌唱的歌聲遠離我
[00:05:16.080 --> 00:05:22.320]  因為我不聽你們琴瑟的樂曲」
[00:05:22.320 --> 00:05:25.480]  以色列人有很多不同的敬拜
[00:05:25.480 --> 00:05:26.840]  退休種種聚會
[00:05:26.840 --> 00:05:29.480]  和我們今天可能是類同的意思
[00:05:29.480 --> 00:05:32.680]  但神沒有厭惡你們這些
[00:05:32.680 --> 00:05:34.800]  「你們雖然獻繁祭和掃祭
[00:05:34.800 --> 00:05:38.520]  將最美的生長獻給我」
[00:05:38.520 --> 00:05:41.280]  我貪圖這些嗎?
[00:05:41.280 --> 00:05:43.800]  你們的歌聲雖然好聽
[00:05:43.800 --> 00:05:47.840]  但我不喜歡聽你們厭惡的聲音
[00:05:47.840 --> 00:05:51.840]  因為神要的是第24節
[00:05:51.840 --> 00:05:55.600]  基本上是阿摩斯書的約節
[00:05:55.600 --> 00:05:58.480]  「唯願公平如大水滾滾
[00:05:58.480 --> 00:06:01.440]  公義如江河滔滔」
[00:06:01.440 --> 00:06:02.360]  大家不要誤會
[00:06:02.360 --> 00:06:07.280]  這不是上海灘的歌詞
[00:06:07.280 --> 00:06:12.080]  你們以為把你們的資源放在演唱會上做敬拜
[00:06:12.080 --> 00:06:13.760]  就是我喜歡的嗎?
[00:06:13.760 --> 00:06:15.680]  不是
[00:06:15.680 --> 00:06:19.960]  如果宗教不能影響道德
[00:06:19.960 --> 00:06:24.680]  如果星期日不能影響你星期一至六的工作
[00:06:24.680 --> 00:06:28.160]  那種道德操守的話
[00:06:28.160 --> 00:06:29.880]  一切都是偽善
[00:06:29.880 --> 00:06:31.440]  用耶穌基督的說法
[00:06:31.440 --> 00:06:33.200]  這些是假冒為善
[00:06:33.200 --> 00:06:35.040]  表面做得很好看
[00:06:35.040 --> 00:06:38.200]  但實際你們平時所做的是羞辱我的命
[00:06:38.200 --> 00:06:40.280]  去壓迫我的子民
[00:06:40.280 --> 00:06:43.760]  所以神說這一切我都不喜歡
[00:06:43.760 --> 00:06:46.520]  但記著當時北角以色列
[00:06:46.520 --> 00:06:49.760]  在耶路撒旦二世的管治之下
[00:06:49.760 --> 00:06:54.320]  正經歷政治、軍事和經濟的高峰
[00:06:54.320 --> 00:06:58.560]  當他們以為讓都向著最好邁向的時候
[00:06:58.560 --> 00:07:02.120]  阿摩斯就說這番審判的話
[00:07:02.120 --> 00:07:03.760]  像什麼呢?
[00:07:03.760 --> 00:07:05.440]  就像你擺大壽
[00:07:05.440 --> 00:07:07.960]  在壽宴上突然有人進來
[00:07:07.960 --> 00:07:11.040]  去撒溪錢掃興
[00:07:11.040 --> 00:07:12.960]  阿摩斯正在說
[00:07:12.960 --> 00:07:16.120]  以色列北角將要亡國被擄
[00:07:16.120 --> 00:07:18.280]  所以第25至27節
[00:07:18.280 --> 00:07:21.920]  繼續說到他們的問題
[00:07:21.920 --> 00:07:24.160]  以色列你們在曠野四十年
[00:07:24.160 --> 00:07:26.800]  何嘗將祭物和貢物獻給我呢?
[00:07:26.800 --> 00:07:27.560]  你們台將
[00:07:27.560 --> 00:07:30.000]  你們薩古特君王
[00:07:30.000 --> 00:07:32.840]  和你們為自己所造之偶像
[00:07:32.840 --> 00:07:35.320]  加溫你們神明之聲
[00:07:35.320 --> 00:07:38.200]  所以我要把你們擄到大馬士革以外
[00:07:38.200 --> 00:07:39.720]  這是耶和華說的
[00:07:39.720 --> 00:07:42.680]  他都明為萬君之上帝
[00:07:42.680 --> 00:07:44.840]  在中間26節的翻譯
[00:07:44.840 --> 00:07:46.520]  可能跟傳統的俄文有些不同
[00:07:46.520 --> 00:07:49.400]  一會兒我會解釋
[00:07:49.400 --> 00:07:53.640]  阿摩斯說你們不要以為有好的敬拜
[00:07:53.640 --> 00:07:54.960]  就此欺欺人
[00:07:54.960 --> 00:07:59.680]  神就一定要接納和喜悅祝福你們
[00:07:59.680 --> 00:08:01.480]  不是的
[00:08:01.480 --> 00:08:05.440]  當神去提督
[00:08:05.440 --> 00:08:07.720]  出埃及在曠野四十年的時候
[00:08:07.720 --> 00:08:09.680]  我聯想起什麼呢?
[00:08:09.680 --> 00:08:11.840]  聯想起有時候我們做夫婦
[00:08:11.840 --> 00:08:13.800]  吵架上來
[00:08:13.800 --> 00:08:16.760]  不只是罵眼前那件事
[00:08:16.760 --> 00:08:18.560]  為什麼你打爛東西
[00:08:18.560 --> 00:08:20.280]  為什麼我叫你早點不做
[00:08:20.280 --> 00:08:22.040]  一個人眼火爆的時候
[00:08:22.040 --> 00:08:23.040]  一對夫婦
[00:08:23.040 --> 00:08:25.880]  說著說著就會說到
[00:08:25.880 --> 00:08:28.160]  陳年舊事
[00:08:28.160 --> 00:08:29.480]  你以前都是這樣
[00:08:29.480 --> 00:08:32.240]  拍拖的時候有些壞事
[00:08:32.240 --> 00:08:33.840]  結婚那天你都這樣
[00:08:33.840 --> 00:08:35.440]  以前你都這樣對我
[00:08:35.440 --> 00:08:37.120]  這麼久你都不改
[00:08:37.120 --> 00:08:39.600]  神好像也是差不多
[00:08:39.600 --> 00:08:41.880]  同意性的關係本來都是愛他們
[00:08:41.880 --> 00:08:44.200]  但總是看見為什麼不用愛來回應我
[00:08:44.200 --> 00:08:45.160]  為什麼不去津題愛
[00:08:45.160 --> 00:08:46.480]  只要去彰顯公義呢
[00:08:46.480 --> 00:08:48.320]  於是神數著數著
[00:08:48.320 --> 00:08:52.320]  數回去出埃及在曠野那四十年
[00:08:52.320 --> 00:08:55.960]  距離阿摩斯起碼幾百年的事
[00:08:55.960 --> 00:08:58.160]  所以神非常生氣
[00:08:58.160 --> 00:09:00.960]  說你們出埃及在曠野那四十年
[00:09:00.960 --> 00:09:02.840]  獻祭給我嗎
[00:09:02.840 --> 00:09:05.480]  然後繼續說到
[00:09:05.480 --> 00:09:08.160]  其實以色列人現在
[00:09:08.160 --> 00:09:11.560]  一方面有非常華麗的敬拜
[00:09:11.560 --> 00:09:13.080]  他們說敬拜耶和華神
[00:09:13.080 --> 00:09:14.120]  但另一方面
[00:09:14.120 --> 00:09:19.080]  神說你們其實是在敬拜一些偶像
[00:09:19.080 --> 00:09:22.000]  這裡甚至將偶像的名字說了出來
[00:09:22.000 --> 00:09:24.160]  不過在傳統學本沒有翻譯得這麼好
[00:09:24.160 --> 00:09:28.360]  其實是一些原文上的困難
[00:09:28.360 --> 00:09:30.960]  所以在修訂版更加清楚了
[00:09:30.960 --> 00:09:34.240]  就是這兩個神像的名字叫什麼呢
[00:09:34.240 --> 00:09:36.520]  一個叫薩古特
[00:09:36.520 --> 00:09:38.240]  一個叫加溫
[00:09:38.240 --> 00:09:39.240]  簡單來說
[00:09:39.240 --> 00:09:44.160]  兩個都是星神
[00:09:44.160 --> 00:09:48.560]  第一個特別是一些聖經資料讓我們知道
[00:09:48.560 --> 00:09:51.840]  是他們在敬拜土星
[00:09:51.840 --> 00:09:56.320]  說你們以為以前那四十年在曠野
[00:09:56.320 --> 00:09:58.360]  獻祭給我嗎
[00:09:58.360 --> 00:10:02.000]  然後說現在你們所敬拜的是偶像
[00:10:02.000 --> 00:10:07.120]  好像說你們以前在曠野已經在拜偶像
[00:10:07.120 --> 00:10:08.880]  一方面雖然有會幕
[00:10:08.880 --> 00:10:09.920]  有約會
[00:10:09.920 --> 00:10:14.080]  可能摩西都仍然堅持他們要獻祭去敬拜耶和華
[00:10:14.080 --> 00:10:16.480]  但同一時間他們在背後在曠野
[00:10:16.480 --> 00:10:20.680]  可能已經有人私底下在敬拜偶像
[00:10:20.680 --> 00:10:24.600]  而這個習慣在摩西沒有改變
[00:10:24.600 --> 00:10:29.160]  神就特別說出這兩個偶像的名稱
[00:10:29.160 --> 00:10:30.160]  為什麼呢
[00:10:30.160 --> 00:10:35.360]  因為這兩個偶像來自亞述
[00:10:35.360 --> 00:10:38.360]  然後到第27節說
[00:10:38.360 --> 00:10:42.840]  所以我要把你們擄到大馬士革以外
[00:10:42.840 --> 00:10:44.360]  其實是哪裡呢
[00:10:44.360 --> 00:10:45.760]  大馬士革以外
[00:10:45.760 --> 00:10:51.360]  原來是以色列要去亞述東北的一條路
[00:10:51.360 --> 00:10:53.640]  簡單來說
[00:10:53.640 --> 00:10:56.640]  既然你們正在敬拜來自亞述的偶像
[00:10:56.640 --> 00:10:58.000]  那好吧
[00:10:58.000 --> 00:11:00.200]  你們就被人擄到亞述去吧
[00:11:00.200 --> 00:11:02.040]  是這樣的意思
[00:11:02.040 --> 00:11:05.720]  當以色列人自欺以為我敬拜神的時候
[00:11:05.720 --> 00:11:07.120]  神就祝福我
[00:11:07.120 --> 00:11:08.760]  神說不是
[00:11:08.760 --> 00:11:10.200]  更加他們自欺以為
[00:11:10.200 --> 00:11:11.360]  不單是敬拜神
[00:11:11.360 --> 00:11:14.080]  不如我再敬拜其他不同民族的神
[00:11:14.080 --> 00:11:17.080]  沒有所謂 像我們中國人的想法
[00:11:17.080 --> 00:11:20.640]  拜得神多自有神庇佑
[00:11:20.640 --> 00:11:23.080]  所以有些人覺得教堂我去參觀一下
[00:11:23.080 --> 00:11:25.000]  然後黃大仙我去拜一下
[00:11:25.000 --> 00:11:27.000]  這個我去看占卜
[00:11:27.000 --> 00:11:28.280]  沒有所謂的
[00:11:28.280 --> 00:11:29.640]  神說不是
[00:11:29.640 --> 00:11:32.640]  你們是專一去敬拜我們的真神
[00:11:32.640 --> 00:11:34.440]  要放下那些偶像
[00:11:34.440 --> 00:11:35.280]  如果不是的話
[00:11:35.280 --> 00:11:37.040]  你為那些偶像去祝福
[00:11:37.040 --> 00:11:39.600]  這是自欺欺人
[00:11:39.600 --> 00:11:43.360]  他們這種敬拜模式或心態是什麼呢
[00:11:43.360 --> 00:11:44.800]  這個四字的成語
[00:11:44.800 --> 00:11:47.440]  我以前看《老夫子》學回來的
[00:11:47.440 --> 00:11:48.680]  不知道大家有沒有留意
[00:11:48.680 --> 00:11:51.560]  《老夫子》那些幾格幾格的漫畫
[00:11:51.560 --> 00:11:53.120]  經常有個主題叫做
[00:11:53.120 --> 00:11:58.800]  陽奉陰違
[00:11:58.800 --> 00:11:59.360]  沒錯了
[00:11:59.360 --> 00:12:02.880]  幸好我看過《老夫子》
[00:12:02.880 --> 00:12:05.800]  陽奉陰違表面上他們做的事以為
[00:12:05.800 --> 00:12:06.760]  神是月立
[00:12:06.760 --> 00:12:08.560]  但實際上神不是
[00:12:08.560 --> 00:12:11.640]  我不是月立所做的事
[00:12:11.640 --> 00:12:13.200]  當我們的宗教信仰
[00:12:13.200 --> 00:12:15.280]  不能影響我們道德的話
[00:12:15.280 --> 00:12:16.840]  當我們星期六星期日回來
[00:12:16.840 --> 00:12:17.720]  我們去敬拜神
[00:12:17.720 --> 00:12:19.880]  去學聖經的時候
[00:12:19.880 --> 00:12:21.720]  不能影響我們星期一至五
[00:12:21.720 --> 00:12:23.360]  怎樣對人處事
[00:12:23.360 --> 00:12:24.120]  公義的態度
[00:12:24.120 --> 00:12:25.800]  怎樣去存念文
[00:12:25.800 --> 00:12:28.520]  因為公正去做每件事的時候
[00:12:28.520 --> 00:12:31.280]  神說我管得了你自己星期六星期日的敬拜
[00:12:31.280 --> 00:12:32.520]  怎樣去專注
[00:12:32.520 --> 00:12:34.000]  怎樣華麗
[00:12:34.000 --> 00:12:35.200]  怎樣投入
[00:12:35.200 --> 00:12:36.920]  怎樣興奮
[00:12:36.920 --> 00:12:41.520]  這些都是我憎惡的
[00:12:41.520 --> 00:12:44.080]  我們附近很近的就是終審法院
[00:12:44.080 --> 00:12:51.720]  終審法院一個很明顯的標記是甚麼
[00:12:51.720 --> 00:12:53.560]  就是屋頂上有個
[00:12:53.560 --> 00:12:56.640]  所謂的公義女神的神像
[00:12:56.640 --> 00:12:58.720]  公義女神的神像有甚麼特質
[00:12:58.720 --> 00:13:02.360]  有甚麼特別
[00:13:02.360 --> 00:13:04.160]  眼睛是怎樣
[00:13:04.160 --> 00:13:05.120]  蒙著的
[00:13:05.120 --> 00:13:06.720]  甚麼意思
[00:13:06.720 --> 00:13:12.160]  看見香港沒眼睛看
[00:13:12.160 --> 00:13:14.400]  如果沒有了解錯的話
[00:13:14.400 --> 00:13:17.880]  法律之下人都是公平的
[00:13:17.880 --> 00:13:23.520]  所以他不會看究竟在法庭裏面的人
[00:13:23.520 --> 00:13:26.040]  他的身份是尊卑
[00:13:26.040 --> 00:13:27.880]  是有錢還是沒錢
[00:13:27.880 --> 00:13:29.200]  是窮人還是富有人
[00:13:29.200 --> 00:13:30.880]  在社會的地位是高還是低
[00:13:30.880 --> 00:13:31.760]  不是
[00:13:31.760 --> 00:13:33.880]  法律面前人平等
[00:13:33.880 --> 00:13:38.520]  右手拿著一個天秤
[00:13:38.520 --> 00:13:42.880]  左手拿著一疊菜
[00:13:42.880 --> 00:13:44.960]  兩斤吧
[00:13:44.960 --> 00:13:45.720]  不是
[00:13:45.720 --> 00:13:47.280]  是一把劍
[00:13:47.280 --> 00:13:49.440]  意思就是說同樣的
[00:13:49.440 --> 00:13:53.880]  司法制度之下應該是公平公義的
[00:13:53.880 --> 00:13:58.040]  還有劍是代表司法制度的權柄
[00:13:58.040 --> 00:14:00.040]  如果那個人犯了罪
[00:14:00.040 --> 00:14:03.040]  就要受到制裁
[00:14:03.040 --> 00:14:05.640]  但這班以色列人
[00:14:05.640 --> 00:14:08.560]  或者有時我們傳說他們的心態
[00:14:08.560 --> 00:14:13.240]  以為陽奉陰違敬拜神都要立祝福的時候
[00:14:13.240 --> 00:14:14.360]  我這樣形象化
[00:14:14.360 --> 00:14:16.240]  就當神是怎樣呢
[00:14:16.240 --> 00:14:20.200]  沒錯 神都是會蒙著眼的
[00:14:20.200 --> 00:14:21.280]  但意思是甚麼呢
[00:14:21.280 --> 00:14:22.120]  我甚麼都看不到
[00:14:22.120 --> 00:14:23.800]  你做甚麼我甚麼都看不到
[00:14:23.800 --> 00:14:24.680]  對手做甚麼
[00:14:24.680 --> 00:14:26.440]  對手就好像攤開了
[00:14:26.440 --> 00:14:28.640]  你給我甚麼我都要
[00:14:28.640 --> 00:14:30.880]  於是敬拜就好像敬拜這個神
[00:14:30.880 --> 00:14:32.040]  眼又看不到你做甚麼
[00:14:32.040 --> 00:14:33.880]  然後我給你些好東西
[00:14:33.880 --> 00:14:36.280]  神就說要 要 要
[00:14:36.280 --> 00:14:38.200]  其實神是當了偶像
[00:14:38.200 --> 00:14:40.360]  因為扮偶像的人就是這樣
[00:14:40.360 --> 00:14:41.400]  你給他甚麼他都要
[00:14:41.400 --> 00:14:42.920]  然後出了廟
[00:14:42.920 --> 00:14:43.920]  你喜歡做甚麼都做甚麼
[00:14:43.920 --> 00:14:45.920]  他都要祝福你
[00:14:45.920 --> 00:14:47.240]  但實際你知不知道
[00:14:47.240 --> 00:14:50.640]  當我們以為可以欺控神
[00:14:50.640 --> 00:14:55.280]  同一時間就以為可以欺控人的時候
[00:14:55.280 --> 00:15:00.640]  實際我們欺控的是誰
[00:15:00.640 --> 00:15:05.160]  實際我們欺控的是我們自己
[00:15:05.160 --> 00:15:08.360]  真正被蒙著眼的是我們自己
[00:15:08.360 --> 00:15:11.000]  我們再不能夠有分辨是非真相
[00:15:11.000 --> 00:15:13.120]  再不能夠好像以色人那樣
[00:15:13.120 --> 00:15:15.080]  才知道大難臨頭
[00:15:15.080 --> 00:15:16.560]  來到是要審判你
[00:15:16.560 --> 00:15:17.920]  你逃不掉
[00:15:17.920 --> 00:15:19.960]  他還以為是祝福
[00:15:19.960 --> 00:15:23.560]  他看不到自己的命運前面的路是怎樣
[00:15:23.560 --> 00:15:26.400]  他以為他們做的背後拜的偶像
[00:15:26.400 --> 00:15:28.880]  種種所做的事是祝福
[00:15:28.880 --> 00:15:30.720]  於是他對眼看不到自己的問題
[00:15:30.720 --> 00:15:32.400]  對手仍然是攤開
[00:15:32.400 --> 00:15:34.160]  但不是接收一些東西
[00:15:34.160 --> 00:15:36.680]  他們以為抓住那些東西
[00:15:36.680 --> 00:15:42.320]  最終都是空手而回
[00:15:42.320 --> 00:15:43.160]  不知道大家同不同意
[00:15:43.160 --> 00:15:48.400]  人是很懂得自欺的動物
[00:15:48.400 --> 00:15:53.200]  很懂得說服自己相信一些謊言
[00:15:53.200 --> 00:15:55.360]  不知道大家認不認同
[00:15:55.360 --> 00:15:57.440]  再進一步不知道大家認不認同
[00:15:57.440 --> 00:16:02.400]  就是有宗教背景的人
[00:16:02.400 --> 00:16:08.880]  自欺的能力或傾向是更加高的
[00:16:08.880 --> 00:16:10.560]  不知道大家認不認同
[00:16:10.560 --> 00:16:11.680]  為什麼?
[00:16:11.680 --> 00:16:13.520]  就以我們信耶穌來說
[00:16:13.520 --> 00:16:15.560]  通常我們要做一件事
[00:16:15.560 --> 00:16:17.080]  很想能夠做到
[00:16:17.080 --> 00:16:18.960]  但又覺得我們是基督徒
[00:16:18.960 --> 00:16:20.680]  我信神應該尊重神
[00:16:20.680 --> 00:16:22.680]  於是通常在這些情況
[00:16:22.680 --> 00:16:24.600]  一向不找牧師傳道人的
[00:16:24.600 --> 00:16:25.760]  就會找我們談
[00:16:25.760 --> 00:16:30.200]  牧師,我怎能夠知道神的心意?
[00:16:30.200 --> 00:16:33.120]  但我猜測這個人要麼想談戀愛
[00:16:33.120 --> 00:16:34.480]  要麼在找工作
[00:16:34.480 --> 00:16:36.000]  總之有這樣的情況
[00:16:36.000 --> 00:16:39.240]  一般人不會平日找神的心意
[00:16:39.240 --> 00:16:42.240]  然後我們習慣了聽這些字眼
[00:16:42.240 --> 00:16:43.640]  什麼神的心意
[00:16:43.640 --> 00:16:45.200]  神的領導
[00:16:45.200 --> 00:16:48.160]  有些教傳統用的字眼
[00:16:48.160 --> 00:16:51.600]  什麼神在我身上的命定
[00:16:51.600 --> 00:16:56.520]  用了這些字眼就絕對化了我們要做的事
[00:16:56.520 --> 00:17:00.680]  譬如有時我們聽見一位知體
[00:17:00.680 --> 00:17:02.920]  曾經說整個見證講了出來
[00:17:02.920 --> 00:17:04.080]  然後這樣那樣
[00:17:04.080 --> 00:17:05.280]  實在是神的旨意
[00:17:05.280 --> 00:17:07.600]  帶領我去到這個地方轉了工
[00:17:07.600 --> 00:17:08.600]  這份真是好工作
[00:17:08.600 --> 00:17:09.400]  神要祝福我
[00:17:09.400 --> 00:17:10.880]  這樣好那樣好
[00:17:10.880 --> 00:17:13.320]  當然我們為他感謝神
[00:17:13.320 --> 00:17:13.960]  真是好
[00:17:13.960 --> 00:17:15.520]  神的心意帶你去到這份工作
[00:17:15.520 --> 00:17:17.440]  能夠你投入在那裡
[00:17:17.440 --> 00:17:18.560]  是做好工作去服侍神
[00:17:18.560 --> 00:17:19.960]  好好好
[00:17:19.960 --> 00:17:22.000]  誰知一段時間後
[00:17:22.000 --> 00:17:24.120]  我再在不同的消息聽回
[00:17:24.120 --> 00:17:26.720]  那個人做了半年就走了
[00:17:26.720 --> 00:17:28.920]  神的心意要做半年這麼短
[00:17:28.920 --> 00:17:29.960]  可能他聽漏了
[00:17:29.960 --> 00:17:31.120]  神說你去那裡
[00:17:31.120 --> 00:17:34.880]  不過他聽漏了半年這個字眼
[00:17:34.880 --> 00:17:35.680]  又類似
[00:17:35.680 --> 00:17:40.040]  有人說神的旨意又要我跟某人開始一段關係
[00:17:40.040 --> 00:17:41.360]  哎呀 我本來也不想的
[00:17:41.360 --> 00:17:42.480]  哎呀 但又不知怎樣
[00:17:42.480 --> 00:17:43.800]  我看聖經又見到他的名字
[00:17:43.800 --> 00:17:45.160]  然後我不知在什麼時候
[00:17:45.160 --> 00:17:46.240]  祈禱又想起他
[00:17:46.240 --> 00:17:50.520]  哎呀 真是神的心意要我走在一起
[00:17:50.520 --> 00:17:55.240]  可能過了一段時間又吵架分手收場
[00:17:55.240 --> 00:17:56.480]  又是神旨意
[00:17:56.480 --> 00:17:57.600]  I don't know
[00:17:57.600 --> 00:17:59.280]  如果什麼都是神的旨意
[00:17:59.280 --> 00:18:00.560]  這個神都幾混亂
