
[00:00:00.000 --> 00:00:04.000]  今天我們的題目就是「謝謝你的愛」
[00:02:16.840 --> 00:02:21.520]  在當時很多的婦女的狀況
[00:02:21.520 --> 00:02:25.160]  所以很想推動一個母親的日子
[00:02:25.160 --> 00:02:28.080]  不過她的女兒推動母親節的時候
[00:02:28.080 --> 00:02:30.760]  最後她就想起自己的母親
[00:02:30.760 --> 00:02:32.960]  所以今天我們的Mother's Day
[00:02:32.960 --> 00:02:36.000]  就是那個母親的日子
[00:02:36.000 --> 00:02:37.040]  有些不同
[00:02:37.040 --> 00:02:41.560]  所以無論我們有沒有子女
[00:02:41.560 --> 00:02:43.040]  但我們肯定有母親
[00:02:43.040 --> 00:02:44.520]  所以Mother's Day
[00:02:44.520 --> 00:02:47.240]  每一個人都值得去思想
[00:02:47.240 --> 00:02:49.000]  因為每一個人都是我們的母親
[00:02:49.000 --> 00:02:51.560]  當然在母親節裡
[00:02:51.560 --> 00:02:54.000]  我們最有興趣的就是想想
[00:02:54.000 --> 00:02:55.720]  今天這個日子
[00:02:55.720 --> 00:02:56.600]  如果你有子女
[00:02:56.600 --> 00:02:58.080]  子女怎樣跟你慶祝
[00:02:58.080 --> 00:02:59.600]  或者你是子女
[00:02:59.600 --> 00:03:02.040]  你怎樣跟你媽媽慶祝
[00:03:02.040 --> 00:03:03.960]  或者你不是也好
[00:03:03.960 --> 00:03:04.800]  你想想
[00:03:04.800 --> 00:03:06.880]  今天怎樣也要慶祝一下
[00:03:06.880 --> 00:03:10.640]  母親節裡原來有很多不同的日期
[00:03:10.640 --> 00:03:13.360]  原來不同國家都有不同的日期
[00:03:13.360 --> 00:03:16.840]  只不過美國選擇了五月的第二個星期一
[00:03:16.840 --> 00:03:19.440]  因為剛才我們說的那位女士
[00:03:19.440 --> 00:03:22.600]  其實有不同的日期的母親節
[00:03:22.600 --> 00:03:25.680]  那你知不知道她們的母親節做些什麼的呢
[00:03:25.680 --> 00:03:27.960]  那我就試試說說
[00:03:27.960 --> 00:03:32.040]  那你就看看哪個母親節比較適合你
[00:03:32.040 --> 00:03:34.040]  先說一下希臘的母親節
[00:03:34.040 --> 00:03:36.440]  希臘的母親節就是
[00:03:36.440 --> 00:03:36.920]  很有趣的
[00:03:36.920 --> 00:03:38.960]  她們的母親節就是
[00:03:38.960 --> 00:03:42.760]  讓那一天特別在希臘北部的地方
[00:03:42.760 --> 00:03:44.600]  那裡的母親節就是
[00:03:44.600 --> 00:03:49.040]  丈夫和妻子要交換角色的
[00:03:49.040 --> 00:03:50.120]  就是說
[00:03:50.120 --> 00:03:52.760]  老公就要在家裡洗衣服
[00:03:52.760 --> 00:03:53.440]  做飯
[00:03:53.440 --> 00:03:54.600]  打掃房間
[00:03:54.600 --> 00:03:55.720]  照顧孩子
[00:03:55.720 --> 00:03:58.560]  還要帶上圍裙的
[00:03:58.560 --> 00:03:59.600]  是不是很興奮
[00:03:59.600 --> 00:04:00.720]  姐妹們聽到
[00:04:00.720 --> 00:04:04.680]  這麼棒
[00:04:04.680 --> 00:04:07.040]  而那些女士的媽媽就怎樣呢
[00:04:07.040 --> 00:04:08.000]  可以出去玩
[00:04:08.000 --> 00:04:10.160]  出去喝喝東西
[00:04:10.160 --> 00:04:11.480]  玩一下牌
[00:04:11.480 --> 00:04:14.680]  即是去逛一下街 踩一下單車
[00:04:14.680 --> 00:04:16.480]  出去玩
[00:04:16.480 --> 00:04:20.960]  就是想起也興奮
[00:04:20.960 --> 00:04:23.760]  這個就是希臘的母親節
[00:04:23.760 --> 00:04:27.040]  那蔡依維亞的母親節是怎樣呢
[00:04:27.040 --> 00:04:27.880]  有些不同的
[00:04:27.880 --> 00:04:30.040]  我先按一下
[00:04:30.040 --> 00:04:30.480]  按不到的
[00:04:30.480 --> 00:04:31.640]  上去
[00:04:31.640 --> 00:04:33.160]  對了
[00:04:33.160 --> 00:04:35.680]  那蔡依維亞的母親節就有點不同了
[00:04:35.680 --> 00:04:37.040]  那不同的地方是什麼呢
[00:04:37.040 --> 00:04:38.720]  在母親節那天
[00:04:38.720 --> 00:04:40.400]  她的子女
[00:04:40.400 --> 00:04:43.200]  會偷偷躲進媽媽的房間裡
[00:04:43.200 --> 00:04:45.440]  然後怎樣呢
[00:04:45.440 --> 00:04:48.560]  把她的媽媽綁起來
[00:04:48.560 --> 00:04:49.880]  綁起來的時候
[00:04:49.880 --> 00:04:52.240]  那媽媽就要求情了
[00:04:52.240 --> 00:04:53.280]  放我啊放我
[00:04:53.280 --> 00:04:54.640]  然後在床底裡
[00:04:54.640 --> 00:04:56.680]  就會拿一些糖果和禮物
[00:04:56.680 --> 00:04:58.200]  給那些小朋友
[00:04:58.200 --> 00:05:01.040]  希望可以放她一馬
[00:05:01.040 --> 00:05:02.320]  那你想想
[00:05:02.320 --> 00:05:03.160]  好像很慘
[00:05:03.160 --> 00:05:05.040]  其實是很溫馨的場面
[00:05:05.040 --> 00:05:07.800]  那些子女走進來這間房間和你玩
[00:05:07.800 --> 00:05:10.600]  這個就是蔡依維亞的母親節
[00:05:10.600 --> 00:05:12.760]  英國的母親節就是
[00:05:12.760 --> 00:05:14.320]  比較近美國
[00:05:14.320 --> 00:05:15.680]  簡單點的就是
[00:05:15.680 --> 00:05:18.120]  母親節那天就所有的子女
[00:05:18.120 --> 00:05:20.880]  在外面的子女都要回到媽媽住的地方
[00:05:20.880 --> 00:05:21.840]  她在鄉下裡面
[00:05:21.840 --> 00:05:23.000]  或者她住的地方
[00:05:23.000 --> 00:05:25.200]  就向母親表達愛意
[00:05:25.200 --> 00:05:28.760]  所以我知道很多弟兄姊妹都是這樣
[00:05:28.760 --> 00:05:32.840]  我聽到很多都是子女約她吃飯
[00:05:32.840 --> 00:05:35.080]  那這個就是英國的母親節
[00:05:35.080 --> 00:05:36.840]  日本的母親節又怎樣呢
[00:05:36.840 --> 00:05:41.200]  那他們就會在5月的第二個星期天
[00:05:41.200 --> 00:05:45.880]  就會送康乃馨給她的媽媽
[00:05:45.880 --> 00:05:48.480]  送康乃馨大家都有一些印象
[00:05:48.480 --> 00:05:50.120]  還有原來日本的女士
[00:05:50.120 --> 00:05:52.920]  日本的人她的子女還會怎樣呢
[00:05:52.920 --> 00:05:56.400]  帶一個花就叫石竹花
[00:05:56.400 --> 00:05:58.360]  那石竹花你可能上網回去看看
[00:05:58.360 --> 00:06:00.640]  我剛才上網看過都很漂亮的
[00:06:00.640 --> 00:06:02.640]  就是帶石竹花在胸前
[00:06:02.640 --> 00:06:04.160]  石竹花代表了什麼呢
[00:06:04.160 --> 00:06:05.760]  品德高尚
[00:06:05.760 --> 00:06:07.560]  正正好帶這個花代表了
[00:06:07.560 --> 00:06:09.600]  她的母親是品德高尚
[00:06:09.600 --> 00:06:11.680]  不過他們又會有分顏色的
[00:06:11.680 --> 00:06:14.680]  就是如果母親仍然健在
[00:06:14.680 --> 00:06:16.160]  就會帶紅色
[00:06:16.160 --> 00:06:18.560]  那如果母親已經離開這個世界
[00:06:18.560 --> 00:06:22.120]  就會帶白色的
[00:06:22.120 --> 00:06:24.320]  瑞典呢瑞典是怎樣呢
[00:06:24.320 --> 00:06:26.080]  瑞典就很不同了
[00:06:26.080 --> 00:06:28.160]  去到瑞典你小心一點
[00:06:28.160 --> 00:06:31.120]  千萬不要送康乃馨
[00:06:31.120 --> 00:06:32.280]  反過來的
[00:06:32.280 --> 00:06:33.000]  為什麼呢
[00:06:33.000 --> 00:06:34.120]  因為在瑞典來說
[00:06:34.120 --> 00:06:37.000]  康乃馨代表死亡
[00:06:37.000 --> 00:06:39.880]  所以你在瑞典那裡送錯花
[00:06:39.880 --> 00:06:41.800]  你就在咒助別人
[00:06:41.800 --> 00:06:43.600]  要小心一點
[00:06:43.600 --> 00:06:45.080]  反而在瑞典裡面的母親
[00:06:45.080 --> 00:06:46.160]  她們會做什麼呢
[00:06:46.160 --> 00:06:49.440]  就會透過當地的紅十字會
[00:06:49.440 --> 00:06:55.000]  做一個塑膠花的義賣
[00:06:55.000 --> 00:06:55.960]  做義賣做什麼呢
[00:06:55.960 --> 00:06:58.080]  原來就是籌到一些款項
[00:06:58.080 --> 00:07:00.640]  是給很多子女的母親
[00:07:00.640 --> 00:07:03.600]  有一些度假的經費
[00:07:03.600 --> 00:07:07.600]  有其他人籌款去孝敬那些
[00:07:07.600 --> 00:07:09.440]  籌很多個很辛苦的
[00:07:09.440 --> 00:07:12.800]  我們完全明白陳嵐那種奸婦
[00:07:12.800 --> 00:07:17.800]  所以今晚記得要戴圍裙
[00:07:17.800 --> 00:07:20.520]  好 最後一種就是泰國
[00:07:20.520 --> 00:07:21.800]  泰國的母親是怎樣呢
[00:07:21.800 --> 00:07:23.960]  她們其中一個特別的地方是什麼呢
[00:07:23.960 --> 00:07:26.680]  在那天就會舉辦一個很特別的活動
[00:07:26.680 --> 00:07:31.320]  叫全國的評選優秀母親的活動
[00:07:31.320 --> 00:07:34.680]  在那天裡面好像給分一樣
[00:07:34.680 --> 00:07:36.600]  評選她的媽媽
[00:07:36.600 --> 00:07:40.240]  兒女都會將一個代表母親之花的
[00:07:40.240 --> 00:07:43.080]  茉莉花送給母親的
[00:07:43.080 --> 00:07:47.160]  原來收花都是收不同的花
[00:07:47.160 --> 00:07:48.400]  不過說了這麼多母親節
[00:07:48.400 --> 00:07:50.960]  不知道你喜歡哪一個了
[00:07:50.960 --> 00:07:53.360]  我相信最好的答案就是
[00:07:53.360 --> 00:07:54.960]  每個母親節都喜歡
[00:07:54.960 --> 00:07:56.480]  最好天天都是母親節
[00:07:56.480 --> 00:07:58.040]  特別是你的子女
[00:07:58.040 --> 00:07:59.800]  想在一月的時候
[00:07:59.800 --> 00:08:02.680]  還可以帶你去希臘母親節
[00:08:02.680 --> 00:08:04.840]  三月的時候帶你去塞爾維亞
[00:08:04.840 --> 00:08:06.440]  五月的時候帶你去英國
[00:08:06.440 --> 00:08:09.040]  周遊列國
[00:08:09.040 --> 00:08:11.920]  這個母親節就很棒了
[00:08:11.920 --> 00:08:13.800]  所以教了你們的方法
[00:08:13.800 --> 00:08:15.360]  怎樣跟母親慶祝
[00:08:15.360 --> 00:08:17.760]  大家懂得做
[00:08:17.760 --> 00:08:21.480]  今天我們都是母親節日子裡面
[00:08:21.480 --> 00:08:23.200]  我們都選了一段聖經
[00:08:23.200 --> 00:08:25.000]  跟母親節有些相關
[00:08:25.000 --> 00:08:26.000]  不過我這樣說
[00:08:26.000 --> 00:08:28.200]  不盡是母親節相關的
[00:08:28.200 --> 00:08:29.600]  因為我們今天讀的經文
[00:08:29.600 --> 00:08:31.680]  在《箴言》的三十一章
[00:08:31.680 --> 00:08:34.280]  十至三十一節
[00:08:34.280 --> 00:08:38.880]  這裡總共有二十二節的聖經
[00:08:38.880 --> 00:08:43.120]  正在讚賞一個才德的婦人
[00:08:43.120 --> 00:08:44.560]  這段聖經很特別
[00:08:44.560 --> 00:08:48.440]  原來它用了希伯來文裡面
[00:08:48.440 --> 00:08:51.400]  英文有多少個字母
[00:08:51.400 --> 00:08:53.120]  二十六個
[00:08:53.120 --> 00:08:56.480]  希伯來文有二十二個
[00:08:56.480 --> 00:09:01.200]  他們特別讚賞一個才德的婦人的經文
[00:09:01.200 --> 00:09:05.600]  用了二十二個字母
[00:09:05.600 --> 00:09:07.520]  第十節是第一個字母
[00:09:07.520 --> 00:09:09.240]  第十一節是第二個字母
[00:09:09.240 --> 00:09:10.400]  如此類推
[00:09:10.400 --> 00:09:13.880]  排到用到最後第二十二個字母
[00:09:13.880 --> 00:09:17.120]  就是第三十一節
[00:09:17.120 --> 00:09:19.360]  很特別的這個字母詩
[00:09:19.360 --> 00:09:20.280]  意念是什麼
[00:09:20.280 --> 00:09:21.600]  你可以想像一下
[00:09:21.600 --> 00:09:24.480]  其實正正好在表達
[00:09:24.480 --> 00:09:27.960]  我給你比較容易想像
[00:09:27.960 --> 00:09:29.520]  A-Z的概念就是
[00:09:29.520 --> 00:09:32.600]  由A-Z用不同的ABCDE一邊排
[00:09:32.600 --> 00:09:34.240]  去讚賞那個婦女
[00:09:34.240 --> 00:09:37.560]  讚到最後都讚不完的
[00:09:37.560 --> 00:09:40.880]  所以對婦女來說是一個肯定
[00:09:40.880 --> 00:09:42.240]  這段聖經就是這樣
[00:09:42.240 --> 00:09:43.360]  用了二十二個字
[00:09:43.360 --> 00:09:46.240]  去給不同的婦女一些描述
[00:09:46.240 --> 00:09:51.880]  一些字眼去表達那種女性的優美
[00:09:51.880 --> 00:09:54.600]  所以剛才說到今日的經文叫
[00:09:54.600 --> 00:09:56.280]  才德的婦人
[00:09:56.280 --> 00:09:57.880]  有很多不同的譯本
[00:09:57.880 --> 00:09:59.040]  有不同的字眼
[00:09:59.040 --> 00:10:01.880]  包括了才德的妻子
[00:10:01.880 --> 00:10:03.600]  賢慧的妻子
[00:10:03.600 --> 00:10:05.440]  賢德之妻
[00:10:05.440 --> 00:10:08.040]  然後後面有Virtual Woman
[00:10:08.040 --> 00:10:09.080]  Excellent Wife
[00:10:09.080 --> 00:10:10.240]  A Good Woman
[00:10:10.240 --> 00:10:12.200]  A Capable Wife
[00:10:12.200 --> 00:10:15.080]  所以你會發現這裡說的不同的字眼
[00:10:15.080 --> 00:10:19.560]  都不只是說媽媽的
[00:10:19.560 --> 00:10:21.320]  就算你不是媽媽
[00:10:21.320 --> 00:10:22.840]  你一個妻子
[00:10:22.840 --> 00:10:24.640]  也是在說你的
[00:10:24.640 --> 00:10:26.400]  或者說她是說一個女人
[00:10:26.400 --> 00:10:27.960]  說一個女士
[00:10:27.960 --> 00:10:30.520]  所以今天我們嘗試去看這段聖經的時候
[00:10:30.520 --> 00:10:34.520]  就想想是一個好的女人
[00:10:34.520 --> 00:10:37.040]  所以無論你是媽媽還是不是媽媽
[00:10:37.040 --> 00:10:39.000]  今天的經文都很適合你
[00:10:39.000 --> 00:10:40.960]  是一個好的女人
[00:10:40.960 --> 00:10:43.640]  那怎樣去看這段聖經呢
[00:10:43.640 --> 00:10:47.960]  我記得在我結婚的時候
[00:10:47.960 --> 00:10:49.600]  我和師母結婚的時候
[00:10:49.600 --> 00:10:54.080]  當時我其中一群教會的人
[00:10:54.080 --> 00:10:56.240]  送了一本書給我們
[00:10:56.240 --> 00:10:58.360]  這本書叫《傳言美麗》
[00:10:58.360 --> 00:11:00.160]  就是講這個《箏言》
[00:11:00.160 --> 00:11:03.400]  第31章的
[00:11:03.400 --> 00:11:04.960]  你想想其實都挺有趣的
[00:11:04.960 --> 00:11:06.040]  我們結婚
[00:11:06.040 --> 00:11:07.440]  她送這本書是講
[00:11:07.440 --> 00:11:09.680]  《傳言美麗》講的那個女人
[00:11:09.680 --> 00:11:11.800]  那究竟是給師母看
[00:11:11.800 --> 00:11:13.960]  還是給我看呢
[00:11:13.960 --> 00:11:15.200]  都挺有趣的
[00:11:15.200 --> 00:11:17.360]  但裡面就講了很多
[00:11:17.360 --> 00:11:19.640]  這段剛才讀的聖經裡面
[00:11:19.640 --> 00:11:20.840]  一些不同的特質
[00:11:20.840 --> 00:11:23.840]  所以今天我們都會嘗試去看一下
[00:11:23.840 --> 00:11:26.520]  這本書裡面都將它分類了
[00:11:26.520 --> 00:11:30.680]  24個經文裡面提到的特質
[00:11:30.680 --> 00:11:35.240]  在描述那個很好的女士
[00:11:35.240 --> 00:11:39.160]  讓我們都去思考一下自己
[00:11:39.160 --> 00:11:40.720]  或者你的妻子
[00:11:40.720 --> 00:11:43.400]  又或者你的母親等等
[00:11:43.400 --> 00:11:46.880]  你可以給自己打個分數
[00:11:46.880 --> 00:11:49.880]  看你自己覺得自己有多少分
[00:11:49.880 --> 00:11:51.280]  0至5分
[00:11:51.280 --> 00:11:53.040]  每一個項目0至5分
[00:11:53.040 --> 00:11:54.960]  如果你是不適合用的
[00:11:54.960 --> 00:11:58.000]  你就NA就可以了
[00:11:58.000 --> 00:12:00.000]  不適合應用NA
[00:12:00.000 --> 00:12:01.120]  那你就試一下想一想
[00:12:01.120 --> 00:12:05.760]  每一個項目裡面想一想
[00:12:05.760 --> 00:12:10.040]  做女人有什麼不同的東西可以看得到
[00:12:10.040 --> 00:12:12.880]  好 我們試一下很快去看一下
[00:12:12.880 --> 00:12:13.640]  第一個是什麼呢
[00:12:13.640 --> 00:12:15.000]  她的品格
[00:12:15.000 --> 00:12:16.200]  她的品格就是
[00:12:16.200 --> 00:12:18.800]  珍貴罕有的寶藏
[00:12:18.800 --> 00:12:19.800]  第十節說
[00:12:19.800 --> 00:12:23.760]  財德的婦人誰能得著呢
[00:12:23.760 --> 00:12:26.560]  第一個講的質素就是財德的婦人
[00:12:26.560 --> 00:12:28.440]  財德是什麼意思呢
[00:12:28.440 --> 00:12:31.320]  原來財德這個字在聖經裡面
[00:12:31.320 --> 00:12:34.520]  常常都形容軍隊的
[00:12:34.520 --> 00:12:35.360]  這個字出現的時候
[00:12:35.360 --> 00:12:38.040]  很多時候都形容軍隊
[00:12:38.040 --> 00:12:41.120]  軍隊給你有什麼感覺呢
[00:12:41.120 --> 00:12:43.000]  強大 有力
[00:12:43.000 --> 00:12:44.320]  很powerful的
[00:12:44.320 --> 00:12:46.160]  很勁的
[00:12:46.160 --> 00:12:49.160]  很有效率的
[00:12:49.160 --> 00:12:51.800]  你想像不到那種
[00:12:51.800 --> 00:12:53.600]  很澎湃的狀況
[00:12:53.600 --> 00:12:56.480]  就是財德那個字
[00:12:56.480 --> 00:12:57.760]  所以
[00:12:57.760 --> 00:12:58.960]  第一個你想一想
[00:12:58.960 --> 00:13:00.040]  你給自己評分
[00:13:00.040 --> 00:13:01.280]  或者給你心目中
[00:13:01.280 --> 00:13:03.840]  在想女士的評分的時候
[00:13:03.840 --> 00:13:06.000]  她是一個財德的婦人
[00:13:06.000 --> 00:13:09.600]  就是說她能不能給你看得到
[00:13:09.600 --> 00:13:11.080]  一種這麼強勁
[00:13:11.080 --> 00:13:12.320]  這麼澎湃
[00:13:12.320 --> 00:13:15.080]  這麼有能幹的一種品格
[00:13:15.080 --> 00:13:16.680]  這套描述是什麼呢
[00:13:16.680 --> 00:13:20.400]  就是說珍貴罕有的寶藏
[00:13:20.400 --> 00:13:22.240]  我們待會兒會再看
[00:13:22.240 --> 00:13:25.320]  但是你想一想
[00:13:25.320 --> 00:13:28.280]  哪一個人可以得著這種婦女呢
[00:13:28.280 --> 00:13:32.640]  哪個婦女才能成為這種財德的婦女呢
[00:13:32.640 --> 00:13:35.280]  這個特別講的是誰能得著呢
[00:13:35.280 --> 00:13:38.680]  就是說不容易的
[00:13:38.680 --> 00:13:40.120]  所以這個就第一個想
[00:13:40.120 --> 00:13:41.800]  你是不是一種這麼不容易
[00:13:41.800 --> 00:13:46.600]  這麼有澎湃氣勢的一種女士
[00:13:46.600 --> 00:13:49.200]  第二個是什麼呢
[00:13:49.200 --> 00:13:49.960]  第十字說
[00:13:49.960 --> 00:13:52.680]  她的價值遠勝過珍珠
[00:13:52.680 --> 00:13:57.200]  說她的價值好像閃爍的珠寶一樣
[00:13:57.200 --> 00:13:59.760]  原來有些女士好像閃爍的珠寶一樣
[00:13:59.760 --> 00:14:00.960]  在耶穌說過
[00:14:00.960 --> 00:14:01.960]  耶穌比喻的時候
[00:14:01.960 --> 00:14:04.440]  在馬達福音第十三章曾經說
[00:14:04.440 --> 00:14:06.160]  天國好像一個買賣人
[00:14:06.160 --> 00:14:08.640]  尋找珠子一樣的狀況
[00:14:08.640 --> 00:14:11.440]  原來有些人見到一些很重的珠子
[00:14:11.440 --> 00:14:14.080]  很貴重很寶貴的珠子的時候
[00:14:14.080 --> 00:14:15.920]  願意變賣一切所有
[00:14:15.920 --> 00:14:18.960]  去為了得到這一珠子
[00:14:18.960 --> 00:14:22.320]  所以其實這裡也在說一種狀況就是
[00:14:22.320 --> 00:14:23.920]  一位婦女如果能夠
[00:14:23.920 --> 00:14:26.600]  那種價值好像珍珠一樣
[00:14:26.600 --> 00:14:29.800]  寶貴這麼珍重的時候
[00:14:29.800 --> 00:14:34.000]  很值得願意犧牲一切去擁有她
[00:14:34.000 --> 00:14:35.560]  所以這種是一種這樣的
[00:14:35.560 --> 00:14:40.120]  代表她的價值是非常大的
[00:14:40.120 --> 00:14:46.840]  想一想你的價值是否遠超過珍珠呢
[00:14:46.840 --> 00:14:50.120]  第三個是什麼呢
[00:14:50.120 --> 00:14:52.960]  她的忠貞在堅固的盆石
[00:14:52.960 --> 00:14:54.160]  因為第十一節說
[00:14:54.160 --> 00:14:57.360]  她丈夫心裡依靠她
[00:14:57.360 --> 00:14:59.960]  她的丈夫心裡
[00:14:59.960 --> 00:15:02.720]  她的心會依靠她
[00:15:02.720 --> 00:15:04.600]  這裡有一句話
[00:15:04.600 --> 00:15:07.720]  我不知道是不是從哪裡來的
[00:15:07.720 --> 00:15:10.680]  知道怎樣填那四個格子嗎
[00:15:10.680 --> 00:15:12.400]  你們知道嗎
[00:15:12.400 --> 00:15:15.640]  Ellen你們告訴我是什麼
[00:15:15.640 --> 00:15:17.880]  什麼什麼
[00:15:17.880 --> 00:15:19.360]  男人靠得住
[00:15:19.360 --> 00:15:20.160]  豬哪會上樹
[00:15:20.160 --> 00:15:22.600]  這個每個人都知道的
[00:15:22.600 --> 00:15:23.600]  我們經常說
[00:15:23.600 --> 00:15:25.760]  男人靠得住就豬哪會上樹
[00:15:25.760 --> 00:15:28.760]  就是說有時候男人也不太能靠得住
[00:15:28.760 --> 00:15:30.600]  因為男人很多時候
[00:15:30.600 --> 00:15:33.880]  我們之前也說過外表風光
[00:15:33.880 --> 00:15:36.840]  內裡滄桑
[00:15:36.840 --> 00:15:38.360]  經常男人站出來的樣子
[00:15:38.360 --> 00:15:39.800]  好像很厲害很厲害
[00:15:39.800 --> 00:15:42.480]  其實裡面有很多軟弱的地方
[00:15:42.480 --> 00:15:46.520]  很多站不穩的地方
[00:15:46.520 --> 00:15:50.560]  但原來有時候我們站不穩的時候
[00:15:50.560 --> 00:15:52.880]  如果我們身邊有個女士
[00:15:52.880 --> 00:15:56.040]  能夠站穩頂著我們
[00:15:56.040 --> 00:15:58.200]  就很不一樣了
[00:15:58.200 --> 00:16:00.040]  所以這裡正正好說一個狀況
[00:16:00.040 --> 00:16:04.240]  就是丈夫的心可以依靠著
[00:16:04.240 --> 00:16:06.880]  就是說這個男人可以靠著這個人
[00:16:06.880 --> 00:16:11.440]  以致本來他面對著焦慮懷疑
[00:16:11.440 --> 00:16:12.880]  很多不安
[00:16:12.880 --> 00:16:15.040]  生活裡面很多忐忑的時候
[00:16:15.040 --> 00:16:17.680]  一面對著這個女士
[00:16:17.680 --> 00:16:19.240]  這位太太
[00:16:19.240 --> 00:16:22.520]  她立刻安定了心
[00:16:22.520 --> 00:16:23.680]  你是不是這樣
[00:16:23.680 --> 00:16:30.160]  令到另一半很安定心的一位女士
[00:16:30.160 --> 00:16:33.320]  給自己一個分數
[00:16:33.320 --> 00:16:35.520]  好 第四種
[00:16:35.520 --> 00:16:38.440]  第四種的描述是什麼呢
[00:16:38.440 --> 00:16:40.360]  他的貢獻是什麼
[00:16:40.360 --> 00:16:42.160]  真正的收穫
[00:16:42.160 --> 00:16:50.120]  因為聖經說他必不缺少利益
[00:16:50.120 --> 00:16:50.840]  利益是什麼呢
[00:16:50.840 --> 00:16:53.160]  利益在古時候
[00:16:53.160 --> 00:16:54.600]  在舊約時代裡面
[00:16:54.600 --> 00:16:56.760]  利益這個詞很多時候就在說
[00:16:56.760 --> 00:16:58.440]  剛才說跟打仗的概念
[00:16:58.440 --> 00:17:00.240]  可能多一點相關是什麼呢
[00:17:00.240 --> 00:17:04.280]  打仗的時候有戰利品
[00:17:04.280 --> 00:17:05.440]  一個財德的婦女
[00:17:05.440 --> 00:17:07.040]  剛才說好像軍隊一樣
[00:17:07.040 --> 00:17:11.360]  她出來打仗的時候會得到戰利品
[00:17:11.360 --> 00:17:16.160]  所以這位女士都能夠帶來戰利品
[00:17:16.160 --> 00:17:19.640]  如果按著保羅在菲律賓書裡面所說的
[00:17:19.640 --> 00:17:21.720]  利益的概念是什麼呢
[00:17:21.720 --> 00:17:25.440]  就是發大財
[00:17:25.440 --> 00:17:32.200]  這位女士她成為了帶來了不缺少的利益
[00:17:32.200 --> 00:17:37.440]  為了這個家庭裡面帶來一個真正的好處
[00:17:37.440 --> 00:17:39.840]  或者更準確的說
[00:17:39.840 --> 00:17:44.840]  本身這個女士已經是這個家庭裡面最大的利益
[00:17:44.840 --> 00:17:46.760]  就是有你在
[00:17:46.760 --> 00:17:50.280]  你就在家庭裡面有一個很大的利益
[00:17:50.280 --> 00:17:53.160]  所以男士要立刻珍惜
[00:17:53.160 --> 00:17:56.640]  我想起我自己的媽媽也是這樣的
[00:17:56.640 --> 00:18:01.480]  她能夠為家庭裡面付出很多很多
