
[00:00:00.000 --> 00:00:04.500]  我們今天的題目就是《沙漠的蒙昭》
[00:02:15.000 --> 00:02:19.500]  以斯拉、尼西米、以斯帖、尼西米
[00:02:19.500 --> 00:02:22.000]  還有歷代字上下
[00:02:22.000 --> 00:02:25.500]  它把這十一本書呢
[00:02:25.500 --> 00:02:28.500]  連代理在裡頭都放在聖書
[00:02:28.500 --> 00:02:31.000]  所以在新約聖經說到
[00:02:31.000 --> 00:02:33.000]  有些預言應驗了
[00:02:33.000 --> 00:02:36.500]  瑞法、先知、聖書上所說的話
[00:02:36.500 --> 00:02:40.000]  就指的整本的舊約聖經
[00:02:40.000 --> 00:02:42.000]  所以猶太人的舊約聖經呢
[00:02:42.000 --> 00:02:44.000]  就分成這三大部分
[00:02:44.000 --> 00:02:45.500]  所以撒末爾記呢
[00:02:45.500 --> 00:02:49.000]  就記載著神所看重的事情
[00:02:49.000 --> 00:02:52.000]  他有神的意思要向人說的
[00:02:52.000 --> 00:02:53.000]  這就是說的
[00:02:53.000 --> 00:02:57.000]  把它列在先知書裡頭
[00:02:57.000 --> 00:03:02.000]  撒末爾是神所興起來一個器皿
[00:03:02.000 --> 00:03:05.500]  一個很神所重用的人
[00:03:05.500 --> 00:03:09.500]  他是把以色列人從斯斯時代
[00:03:09.500 --> 00:03:12.000]  領經了君王時代
[00:03:12.000 --> 00:03:16.000]  撒末爾他立了高了兩個王
[00:03:16.000 --> 00:03:19.000]  按照神的意思高了兩個王
[00:03:19.000 --> 00:03:22.000]  所以這個是一個很重要
[00:03:22.000 --> 00:03:26.500]  在舊約的時候是很重要一個人物
[00:03:26.500 --> 00:03:29.000]  他的興起的話
[00:03:29.000 --> 00:03:32.500]  是照人看起來是不太可能的
[00:03:32.500 --> 00:03:35.500]  因為他是他的母親哈納
[00:03:35.500 --> 00:03:40.500]  禱告向神祈求所得來的
[00:03:40.500 --> 00:03:44.000]  是這樣的一個孩子
[00:03:44.000 --> 00:03:46.000]  那麼可見的哈納呢
[00:03:46.000 --> 00:03:50.000]  是經過很多的痛苦和患難
[00:03:50.000 --> 00:03:52.500]  才得到這樣一個孩子
[00:03:52.500 --> 00:03:55.500]  所以說到神所興起的器皿呢
[00:03:55.500 --> 00:03:58.000]  所興起的重用的人
[00:03:58.000 --> 00:04:04.000]  也是要經過痛苦患難所產生出來的
[00:04:04.000 --> 00:04:06.000]  我們也看到像摩西
[00:04:06.000 --> 00:04:10.500]  神用他來領以色列人從埃及出來
[00:04:10.500 --> 00:04:13.500]  摩西也是經過很多的磨煉
[00:04:13.500 --> 00:04:15.000]  很多患難
[00:04:15.000 --> 00:04:18.000]  最後神才把他用起來的
[00:04:18.000 --> 00:04:22.000]  所以神要做工要轉變一個時代
[00:04:22.000 --> 00:04:25.000]  神要做工要興起一個人起來
[00:04:25.000 --> 00:04:29.000]  也必須是經過痛苦患難
[00:04:29.000 --> 00:04:32.500]  就好像婦女的話要生孩子
[00:04:32.500 --> 00:04:35.000]  也是要經過慘難的
[00:04:35.000 --> 00:04:38.000]  所以我們看到在沙漠
[00:04:38.000 --> 00:04:42.000]  就是從經過很多苦難的
[00:04:42.000 --> 00:04:46.000]  他的這樣的母親所生下來的
[00:04:46.000 --> 00:04:52.000]  我們現在看到沙漠小的時候的情況
[00:04:52.000 --> 00:04:54.000]  第一部分我們要看到的就是
[00:04:54.000 --> 00:04:59.000]  它好像是一個經濟叢中的小白荷花一樣的
[00:04:59.000 --> 00:05:03.000]  因為聖經明顯地在第二章就記載
[00:05:03.000 --> 00:05:06.000]  把以利的兩個兒子
[00:05:06.000 --> 00:05:10.000]  跟沙漠的情形做一個對比
[00:05:10.000 --> 00:05:14.000]  以利兩個兒子就受到
[00:05:14.000 --> 00:05:17.000]  在第二章的十二節以後
[00:05:17.000 --> 00:05:22.000]  就受到他的惡行
[00:05:22.000 --> 00:05:26.000]  上面說以利這兩個兒子是惡人
[00:05:26.000 --> 00:05:29.000]  不認識耶和華
[00:05:29.000 --> 00:05:32.000]  這個地方說他不認識耶和華
[00:05:32.000 --> 00:05:35.000]  有一些聖經就說
[00:05:35.000 --> 00:05:38.000]  惡人是比列的兒子
[00:05:38.000 --> 00:05:39.000]  比列是什麼
[00:05:39.000 --> 00:05:41.000]  比列就是惡魔
[00:05:41.000 --> 00:05:43.000]  就是撒旦的別名
[00:05:43.000 --> 00:05:47.000]  比列在哥林多後書也提到
[00:05:47.000 --> 00:05:50.000]  信和不信的不能同乎一額
[00:05:50.000 --> 00:05:53.000]  義的和不義的也不相干
[00:05:53.000 --> 00:05:57.000]  基督和比列又有什麼相干呢
[00:05:57.000 --> 00:06:02.000]  比列是受到惡魔 受到撒旦
[00:06:02.000 --> 00:06:06.000]  所以你看不但是一般的壞人
[00:06:06.000 --> 00:06:09.000]  他是比列的兒子 是惡魔的兒子
[00:06:09.000 --> 00:06:14.000]  可見這兩個人拜拜到什麼程度
[00:06:14.000 --> 00:06:17.000]  而且說他不認識神
[00:06:17.000 --> 00:06:19.000]  他這個不認識神
[00:06:19.000 --> 00:06:21.000]  跟沙漠不認識神不一樣
[00:06:21.000 --> 00:06:23.000]  沙漠那時候還小
[00:06:23.000 --> 00:06:25.000]  他還不太認識神
[00:06:25.000 --> 00:06:27.000]  不太知道聖經的知識
[00:06:27.000 --> 00:06:30.000]  還不太懂得屬靈的事情
[00:06:30.000 --> 00:06:33.000]  但是以利兩個兒子
[00:06:33.000 --> 00:06:35.000]  他不認識神
[00:06:35.000 --> 00:06:37.000]  他是不順乎神
[00:06:37.000 --> 00:06:39.000]  他的心是剛硬的
[00:06:39.000 --> 00:06:42.000]  就不順乎神的話
[00:06:42.000 --> 00:06:48.000]  他們兩個是祭司
[00:06:48.000 --> 00:06:52.000]  但他們卻不是做神的事情
[00:06:52.000 --> 00:06:57.000]  卻是為了自己以金錢為得利的盟路
[00:06:57.000 --> 00:07:03.000]  那麼聖經怎麼說到他們的惡行是什麼呢
[00:07:03.000 --> 00:07:05.000]  說到有三方面
[00:07:05.000 --> 00:07:10.000]  一方面就是他人來獻祭的時候
[00:07:10.000 --> 00:07:15.000]  本來應該肉是焚燒在祭台上面的
[00:07:15.000 --> 00:07:19.000]  可是以利的兩個兒子就告他僕人說
[00:07:19.000 --> 00:07:23.000]  我不要煮過的肉
[00:07:23.000 --> 00:07:25.000]  我要生肉
[00:07:25.000 --> 00:07:27.000]  所以人家煮的時候
[00:07:27.000 --> 00:07:31.000]  他就用叉子從裡頭把肉給叉出來
[00:07:31.000 --> 00:07:34.000]  這個獻祭是獻給神的
[00:07:34.000 --> 00:07:38.000]  但他卻是為了自己的好處
[00:07:38.000 --> 00:07:43.000]  他卻是違反獻祭的規定
[00:07:43.000 --> 00:07:47.000]  而且人家還先指由牛羊上面
[00:07:47.000 --> 00:07:51.000]  最美的東西就是由指由
[00:07:51.000 --> 00:07:54.000]  在聖經記載指由是獻給神的
[00:07:54.000 --> 00:07:57.000]  只有神可以享用
[00:07:57.000 --> 00:07:59.000]  指由獻給神就表示
[00:07:59.000 --> 00:08:03.000]  耶和華悅納獻祭的人
[00:08:03.000 --> 00:08:07.000]  因為指由是完全在台上是焚燒
[00:08:07.000 --> 00:08:09.000]  完全是給神的
[00:08:09.000 --> 00:08:11.000]  完全被焚燒的時候
[00:08:11.000 --> 00:08:15.000]  就表明神悅納獻祭的人
[00:08:15.000 --> 00:08:19.000]  可是他們說你不要把指由燒掉
[00:08:19.000 --> 00:08:21.000]  指由還得給我
[00:08:21.000 --> 00:08:24.000]  你看這個是對待神的忌物
[00:08:24.000 --> 00:08:27.000]  他褻瀆到什麼程度
[00:08:27.000 --> 00:08:32.000]  而且第二個他是貪婪
[00:08:32.000 --> 00:08:37.000]  你想這麼樣做的話
[00:08:37.000 --> 00:08:39.000]  他就得了很多東西
[00:08:39.000 --> 00:08:42.000]  獻祭是給神的
[00:08:42.000 --> 00:08:49.000]  那麼神也會供應他們生活上的一些需要
[00:08:49.000 --> 00:08:53.000]  祭司立位人神都顧念他們
[00:08:53.000 --> 00:08:57.000]  雖然他們在封地的時候沒有封到地
[00:08:57.000 --> 00:09:01.000]  但是神說他是耶和華的產業
[00:09:01.000 --> 00:09:04.000]  耶和華供應他們
[00:09:04.000 --> 00:09:10.000]  所以你看到祭司神給祭司的待遇是很好的
[00:09:10.000 --> 00:09:13.000]  他們一點也不窮困
[00:09:13.000 --> 00:09:15.000]  凡是來獻祭的
[00:09:15.000 --> 00:09:19.000]  以色列人一年的收入的話
[00:09:19.000 --> 00:09:22.000]  神在律法規定說
[00:09:22.000 --> 00:09:25.000]  四分之一要給立位人
[00:09:25.000 --> 00:09:29.000]  你想十二個支派給神的東西很多
[00:09:29.000 --> 00:09:33.000]  那麼立位人要拿到四分之一
[00:09:33.000 --> 00:09:35.000]  那麼神也說了
[00:09:35.000 --> 00:09:39.000]  立位人要把他們拿到的四分之一
[00:09:39.000 --> 00:09:41.000]  要給祭司
[00:09:41.000 --> 00:09:43.000]  要給亞倫的子孫
[00:09:43.000 --> 00:09:45.000]  所以可以說
[00:09:45.000 --> 00:09:50.000]  祭司所得到的是以色列人全部的百分之一
[00:09:50.000 --> 00:09:54.000]  他們的人數不會佔百分之一
[00:09:54.000 --> 00:09:56.000]  可是他們所得到的
[00:09:56.000 --> 00:09:59.000]  卻是超過其他的支派所得到的
[00:09:59.000 --> 00:10:01.000]  神很顧念他們
[00:10:01.000 --> 00:10:03.000]  可是他們很貪心
[00:10:03.000 --> 00:10:06.000]  除了他們所規定的要得到的東西以外
[00:10:06.000 --> 00:10:10.000]  他們還要再多得貪婪
[00:10:10.000 --> 00:10:11.000]  還有一個
[00:10:11.000 --> 00:10:14.000]  他們兩個兒子道德敗壞
[00:10:14.000 --> 00:10:19.000]  祭司只穿著祭司的袍是很聖潔的
[00:10:19.000 --> 00:10:24.000]  可是他們卻是敗壞形影
[00:10:24.000 --> 00:10:27.000]  所以這個三方面的話
[00:10:27.000 --> 00:10:31.000]  甚至可以說形容他是比列的兒子
[00:10:31.000 --> 00:10:35.000]  惡魔的兒子一點也不過分
[00:10:35.000 --> 00:10:38.000]  所以這個就是他的惡行
[00:10:38.000 --> 00:10:41.000]  他的惡行所造成的後果
[00:10:41.000 --> 00:10:44.000]  叫人跌倒
[00:10:44.000 --> 00:10:49.000]  叫人晏氣跌眼滑仙氣
[00:10:49.000 --> 00:10:51.000]  人來到會譜中間
[00:10:51.000 --> 00:10:54.000]  看見祭司這麼做
[00:10:54.000 --> 00:10:56.000]  他們說怎麼回事呢
[00:10:56.000 --> 00:10:59.000]  難道祭司是這樣的人嗎
[00:10:59.000 --> 00:11:01.000]  難道神是這樣一位神嗎
[00:11:01.000 --> 00:11:04.000]  怎麼他的僕人是這樣的做法呢
[00:11:04.000 --> 00:11:11.000]  人就不肯不太願意給神獻祭了
[00:11:11.000 --> 00:11:14.000]  獻祭就代表敬拜神
[00:11:14.000 --> 00:11:16.000]  人就不願意來敬拜神了
[00:11:16.000 --> 00:11:19.000]  那如果今天一個教會中間
[00:11:19.000 --> 00:11:23.000]  這個傳道人敗壞不講神的話
[00:11:23.000 --> 00:11:25.000]  藐視神
[00:11:25.000 --> 00:11:28.000]  那你說這些弟兄姊妹
[00:11:28.000 --> 00:11:32.000]  還願意來到教會的聚會來敬拜嗎
[00:11:32.000 --> 00:11:34.000]  他們願意在這樣一個環境中間
[00:11:34.000 --> 00:11:37.000]  來清聽神嗎
[00:11:37.000 --> 00:11:40.000]  就是使得人跌倒
[00:11:40.000 --> 00:11:45.000]  所以這個是他的兒子的惡行
[00:11:45.000 --> 00:11:49.000]  但是我們看到
[00:11:49.000 --> 00:11:52.000]  這個沙漠的情形
[00:11:52.000 --> 00:11:59.000]  他說但沙漠勢力在神面前
[00:11:59.000 --> 00:12:01.000]  雖然是在這樣情況下
[00:12:01.000 --> 00:12:05.000]  但是沙漠還是勢力在神面前
[00:12:05.000 --> 00:12:09.000]  他還是來侍奉耶和華
[00:12:09.000 --> 00:12:14.000]  他是身穿西馬布的以弗德
[00:12:14.000 --> 00:12:20.000]  以弗德就在衣服外面有個外袍
[00:12:20.000 --> 00:12:22.000]  那個時候沙漠很小
[00:12:22.000 --> 00:12:26.000]  所以他穿的是一個小的外袍
[00:12:26.000 --> 00:12:30.000]  一看的話就像個小的騎士一樣的
[00:12:30.000 --> 00:12:33.000]  雖然他還做不了大的事情
[00:12:33.000 --> 00:12:36.000]  可是他穿了一個西馬布
[00:12:36.000 --> 00:12:38.000]  西馬布是白的
[00:12:38.000 --> 00:12:41.000]  是一個聖潔的表示
[00:12:41.000 --> 00:12:45.000]  所以他穿的這件外袍
[00:12:45.000 --> 00:12:50.000]  表示是他的神保守他
[00:12:50.000 --> 00:12:53.000]  在過聖潔的生活
[00:12:53.000 --> 00:12:58.000]  雖然李立良兒子比他大得多
[00:12:58.000 --> 00:13:00.000]  也是祭司
[00:13:00.000 --> 00:13:04.000]  可是他卻是跟他不一樣
[00:13:04.000 --> 00:13:07.000]  跟李立良兒子不一樣
[00:13:07.000 --> 00:13:09.000]  那這個小外袍呢
[00:13:09.000 --> 00:13:11.000]  因為孩子要長大的
[00:13:11.000 --> 00:13:12.000]  一年一年長大的話
[00:13:12.000 --> 00:13:14.000]  一年都要一件
[00:13:14.000 --> 00:13:17.000]  那都是他的母親給他做好
[00:13:17.000 --> 00:13:21.000]  每年到施羅會墓
[00:13:21.000 --> 00:13:23.000]  他母親來獻祭的時候
[00:13:23.000 --> 00:13:25.000]  帶給孩子
[00:13:25.000 --> 00:13:28.000]  他不一定給孩子什麼好吃的東西
[00:13:28.000 --> 00:13:33.000]  他給孩子每年一件小外袍
[00:13:33.000 --> 00:13:37.000]  這個是母親
[00:13:37.000 --> 00:13:39.000]  母親她愛神
[00:13:39.000 --> 00:13:40.000]  她敬畏神
[00:13:40.000 --> 00:13:46.000]  也讓孩子願意來侍奉神
[00:13:46.000 --> 00:13:49.000]  這個母親的敬前非常重要
[00:13:49.000 --> 00:13:51.000]  我們可以想象
[00:13:51.000 --> 00:13:53.000]  這個母親一年一次
[00:13:53.000 --> 00:13:56.000]  從她住的地方
[00:13:56.000 --> 00:14:01.000]  到會墓的地方來獻祭
[00:14:01.000 --> 00:14:03.000]  來感謝神
[00:14:03.000 --> 00:14:07.000]  同時來看看她的兒子的情形
[00:14:07.000 --> 00:14:11.000]  她一定會跟她兒子在一起說話
[00:14:11.000 --> 00:14:13.000]  或者問他情形
[00:14:13.000 --> 00:14:14.000]  會跟他說話
[00:14:14.000 --> 00:14:17.000]  那麼我想他們所說的話呢
[00:14:17.000 --> 00:14:19.000]  他母親所說的話
[00:14:19.000 --> 00:14:23.000]  一定是幫助她的兒子有個敬前
[00:14:23.000 --> 00:14:25.000]  一定會把神
[00:14:25.000 --> 00:14:27.000]  你要怎麼愛神
[00:14:27.000 --> 00:14:28.000]  你要怎麼敬畏神
[00:14:28.000 --> 00:14:31.000]  會勸勉他的兒子
[00:14:31.000 --> 00:14:32.000]  所以一年一次
[00:14:32.000 --> 00:14:34.000]  母親來看他
[00:14:34.000 --> 00:14:36.000]  一年一次給他一件小外袍
[00:14:36.000 --> 00:14:41.000]  都是把他母親的敬前的榜樣
[00:14:41.000 --> 00:14:42.000]  他的態度
[00:14:42.000 --> 00:14:47.000]  都深深地印在小沙漠的裡面
[00:14:47.000 --> 00:14:48.000]  神保守他
[00:14:48.000 --> 00:14:52.000]  他母親也影響他
[00:14:52.000 --> 00:14:53.000]  所以他這樣
[00:14:53.000 --> 00:14:57.000]  他在第26節說
[00:14:57.000 --> 00:15:00.000]  孩子沙漠漸漸長大
[00:15:00.000 --> 00:15:03.000]  漸漸長大
[00:15:03.000 --> 00:15:05.000]  不管是身體長大了
[00:15:05.000 --> 00:15:07.000]  他的心智也長大了
[00:15:07.000 --> 00:15:11.000]  他敬畏神的心也長大了
[00:15:11.000 --> 00:15:13.000]  生命也長大了
[00:15:13.000 --> 00:15:15.000]  這是個很美麗的情況
[00:15:15.000 --> 00:15:17.000]  漸漸地長大
[00:15:17.000 --> 00:15:19.000]  怎麼長大結果怎麼樣
[00:15:19.000 --> 00:15:25.000]  耶和華與人越發喜愛他
[00:15:25.000 --> 00:15:28.000]  雖然他還不夠成人
[00:15:28.000 --> 00:15:31.000]  可是他已經慢慢地長大了
[00:15:31.000 --> 00:15:32.000]  不管是神看來
[00:15:32.000 --> 00:15:34.000]  不管是人看來
[00:15:34.000 --> 00:15:37.000]  神都喜歡他
[00:15:37.000 --> 00:15:40.000]  人對以利的兩個兒子
[00:15:40.000 --> 00:15:43.000]  人很看不起他了
[00:15:43.000 --> 00:15:45.000]  你是神的僕人
[00:15:45.000 --> 00:15:47.000]  怎麼可以做這些事情
[00:15:47.000 --> 00:15:49.000]  但對這個小沙漠
[00:15:49.000 --> 00:15:53.000]  他說人都喜愛他
[00:15:53.000 --> 00:15:56.000]  所以我們可以看見
[00:15:56.000 --> 00:16:00.000]  這個環境很惡劣
[00:16:00.000 --> 00:16:03.000]  他成天都要看到這兩個兒子
[00:16:03.000 --> 00:16:05.000]  可能也成天要看到
[00:16:05.000 --> 00:16:10.000]  其他一些不忠心敗壞的祭祀
[00:16:10.000 --> 00:16:12.000]  可是這樣惡劣的環境
[00:16:12.000 --> 00:16:16.000]  並沒有使沙漠跟他們學
[00:16:16.000 --> 00:16:19.000]  更沒有覺得灰心退後
[00:16:19.000 --> 00:16:22.000]  他還是分別為聖
[00:16:22.000 --> 00:16:25.000]  被神所使用
[00:16:25.000 --> 00:16:27.000]  我們感謝神
[00:16:27.000 --> 00:16:29.000]  這是神所做的
[00:16:29.000 --> 00:16:31.000]  因為神在每一個時代
[00:16:31.000 --> 00:16:35.000]  特別是在一個低落的時代
[00:16:35.000 --> 00:16:37.000]  一個敗壞的時代
[00:16:37.000 --> 00:16:41.000]  神都要興起他忠心的見證人
[00:16:41.000 --> 00:16:47.000]  在地上神從來不會缺少見證人的
[00:16:47.000 --> 00:16:49.000]  在歷史歷代
[00:16:49.000 --> 00:16:51.000]  神都要保留一些人
[00:16:51.000 --> 00:16:54.000]  忠心的為他做見證
[00:16:54.000 --> 00:16:57.000]  所以希伯來書第十二章說
[00:16:57.000 --> 00:17:00.000]  你可以看到有好多的見證人
[00:17:00.000 --> 00:17:02.000]  如同雲彩圍繞我們
[00:17:02.000 --> 00:17:06.000]  神的見證人不是很少的一個兩個
[00:17:06.000 --> 00:17:08.000]  神要興起很多的見證人
[00:17:08.000 --> 00:17:10.000]  為他做見證
[00:17:10.000 --> 00:17:12.000]  沙漠就是其中一個
[00:17:12.000 --> 00:17:15.000]  他在那樣的一個惡劣的環境
[00:17:15.000 --> 00:17:17.000]  一個道德敗壞
[00:17:17.000 --> 00:17:19.000]  一個屬靈低落的環境中間
[00:17:19.000 --> 00:17:22.000]  神興起他做見證人
[00:17:22.000 --> 00:17:26.000]  我們可以看到神超過環境
[00:17:26.000 --> 00:17:29.000]  環境不能夠攔阻神的旨意
[00:17:29.000 --> 00:17:35.000]  神要超過環境
[00:17:35.000 --> 00:17:37.000]  我們下面就要看到
[00:17:37.000 --> 00:17:41.000]  有一位神人來警告以利了
[00:17:41.000 --> 00:17:45.000]  神人的警告
[00:17:45.000 --> 00:17:48.000]  第二章二十七節
[00:17:48.000 --> 00:17:51.000]  有一位神人就來見以利
[00:17:51.000 --> 00:17:54.000]  對他說耶和華如此說了
[00:17:54.000 --> 00:17:56.000]  然後在下面
[00:17:56.000 --> 00:18:01.000]  從二十七節一直講到三十六節
[00:18:01.000 --> 00:18:05.000]  都是神人的一個警告
[00:18:05.000 --> 00:18:09.000]  神人的警告
[00:18:09.000 --> 00:18:12.000]  在以利那個時候
[00:18:12.000 --> 00:18:17.000]  可以說祭祀跟神中間的交通
[00:18:17.000 --> 00:18:23.000]  已經可以說是中斷了
[00:18:23.000 --> 00:18:27.000]  所以神就要興起神人
[00:18:27.000 --> 00:18:30.000]  來教導他的百姓
[00:18:30.000 --> 00:18:34.000]  這地方沒有提到他叫什麼名字
[00:18:34.000 --> 00:18:37.000]  只有提到神人
[00:18:37.000 --> 00:18:39.000]  為什麼不提名字呢
[00:18:39.000 --> 00:18:42.000]  神不要我們注重他叫什麼名字
[00:18:42.000 --> 00:18:43.000]  他是誰
[00:18:43.000 --> 00:18:45.000]  他叫我們注重的是
[00:18:45.000 --> 00:18:48.000]  他所要傳講的神的信息
[00:18:48.000 --> 00:18:50.000]  他講的話是什麼
[00:18:50.000 --> 00:18:54.000]  他說的是神的話是什麼
[00:18:54.000 --> 00:18:58.000]  這是很重要的
[00:18:58.000 --> 00:19:00.000]  他跟他怎麼說呢
[00:19:00.000 --> 00:19:03.000]  這個神人的信息是什麼呢
[00:19:03.000 --> 00:19:07.000]  有三部分
[00:19:07.000 --> 00:19:11.000]  第一部分就講到過去
[00:19:11.000 --> 00:19:14.000]  以利迦的過去
[00:19:14.000 --> 00:19:17.000]  他說你的祖父
[00:19:17.000 --> 00:19:22.000]  在埃及做奴僕的時候
[00:19:22.000 --> 00:19:26.000]  神向他們顯現
[00:19:26.000 --> 00:19:29.000]  在埃及中間有十二支派
[00:19:29.000 --> 00:19:33.000]  並揀選人做祭祀
[00:19:33.000 --> 00:19:34.000]  揀選誰呢
[00:19:34.000 --> 00:19:38.000]  揀選吏衛支派中間的亞倫迦
[00:19:38.000 --> 00:19:41.000]  你們是亞倫迦的子孫
[00:19:41.000 --> 00:19:44.000]  讓他做祭祀
[00:19:44.000 --> 00:19:47.000]  吏衛人有很多
[00:19:47.000 --> 00:19:49.000]  有幾個族
[00:19:49.000 --> 00:19:52.000]  有三個大的吏衛
[00:19:52.000 --> 00:19:54.000]  有三個兒子
[00:19:54.000 --> 00:19:56.000]  這三個族裡頭
[00:19:56.000 --> 00:19:59.000]  只有其中一個族
[00:19:59.000 --> 00:20:00.000]  一個族裡頭
[00:20:00.000 --> 00:20:02.000]  其中一個家
[00:20:02.000 --> 00:20:04.000]  才是做祭祀的
[00:20:04.000 --> 00:20:05.000]  亞倫
[00:20:05.000 --> 00:20:07.000]  亞倫的家
[00:20:07.000 --> 00:20:10.000]  他的兒子孫子
[00:20:10.000 --> 00:20:13.000]  世世代代要做祭祀下去
[00:20:13.000 --> 00:20:17.000]  這是一個非常大的特權
[00:20:17.000 --> 00:20:19.000]  一個特權
[00:20:19.000 --> 00:20:20.000]  特別的權力
[00:20:20.000 --> 00:20:22.000]  但是物是揀選人做祭祀
[00:20:22.000 --> 00:20:23.000]  使他燒香
[00:20:23.000 --> 00:20:27.000]  在我台上來獻祭嗎
[00:20:27.000 --> 00:20:30.000]  在我面前來穿以佛德
[00:20:30.000 --> 00:20:37.000]  把人在神的面前來服侍嗎
[00:20:37.000 --> 00:20:40.000]  這個是祭祀部分
[00:20:40.000 --> 00:20:42.000]  講的他們過去
[00:20:42.000 --> 00:20:47.000]  他做祭祀是神給他的特權
[00:20:47.000 --> 00:20:49.000]  是神
[00:20:49.000 --> 00:20:53.000]  而且供應他們一切的需要
[00:20:53.000 --> 00:20:58.000]  所以這個是一個很重要的
[00:20:58.000 --> 00:21:00.000]  這做祭祀
[00:21:00.000 --> 00:21:04.000]  不是單單做點工作
[00:21:04.000 --> 00:21:09.000]  做祭祀乃是清靜神
[00:21:09.000 --> 00:21:10.000]  以色列人
[00:21:10.000 --> 00:21:14.000]  單單南丁就幾十萬
[00:21:14.000 --> 00:21:16.000]  整個以色列人有幾百萬
[00:21:16.000 --> 00:21:21.000]  但是只有少數的幾個人
[00:21:21.000 --> 00:21:23.000]  不是很多的人
[00:21:23.000 --> 00:21:25.000]  才可以來到會幕裡頭
[00:21:25.000 --> 00:21:27.000]  來清靜神
[00:21:27.000 --> 00:21:28.000]  做祭祀的
[00:21:28.000 --> 00:21:30.000]  才可以進到聖所裡頭
[00:21:30.000 --> 00:21:32.000]  來服侍神
[00:21:32.000 --> 00:21:33.000]  來點燈
[00:21:33.000 --> 00:21:36.000]  在香壇的地方燒香
[00:21:36.000 --> 00:21:38.000]  來向神禱告
[00:21:38.000 --> 00:21:40.000]  這是不是普通的人
[00:21:40.000 --> 00:21:41.000]  就另外的人
[00:21:41.000 --> 00:21:44.000]  他都不能進到聖所裡頭
[00:21:44.000 --> 00:21:48.000]  這個是一個非常大的特權
[00:21:48.000 --> 00:21:50.000]  非常大的恩典
[00:21:50.000 --> 00:21:52.000]  他能夠燒香
[00:21:52.000 --> 00:21:53.000]  能夠獻祭
[00:21:53.000 --> 00:21:56.000]  能夠把眾人對神的敬拜
[00:21:56.000 --> 00:21:59.000]  能夠放在神的面前
[00:21:59.000 --> 00:22:00.000]  這個是一個
