
[00:00:00.000 --> 00:00:02.320]  這段時間講到的內容
[00:04:55.800 --> 00:04:58.800]  按照我們人的頭腦去明白
[00:04:58.800 --> 00:04:59.800]  去明白神
[00:04:59.800 --> 00:05:00.800]  但是其實
[00:05:00.800 --> 00:05:02.800]  聖經是讓我們
[00:05:02.800 --> 00:05:05.800]  就是聖靈帶領我們幫助我們
[00:05:05.800 --> 00:05:07.800]  在靈裡面去認識祂
[00:05:07.800 --> 00:05:09.800]  所以就是
[00:05:09.800 --> 00:05:12.800]  我們從來沒有解決到
[00:05:12.800 --> 00:05:13.800]  如果我們這樣做的時候
[00:05:13.800 --> 00:05:15.800]  我們一來可能解決到
[00:05:15.800 --> 00:05:16.800]  一時一刻
[00:05:16.800 --> 00:05:17.800]  一時三刻
[00:05:17.800 --> 00:05:18.800]  一時三刻的不明白
[00:05:18.800 --> 00:05:20.800]  但是其實我們解決不了核心問題
[00:05:20.800 --> 00:05:22.800]  就是聖靈怎樣證明
[00:05:22.800 --> 00:05:23.800]  給我們看
[00:05:23.800 --> 00:05:25.800]  我們是神的兒女呢
[00:05:25.800 --> 00:05:28.800]  因而影響我們對自己的身份產生動搖
[00:05:28.800 --> 00:05:30.800]  就是不時我們都會出現一個問題
[00:05:30.800 --> 00:05:32.800]  就是會懷疑自己
[00:05:32.800 --> 00:05:34.800]  風平浪靜沒有問題
[00:05:34.800 --> 00:05:36.800]  但是當困難出現的時候
[00:05:36.800 --> 00:05:37.800]  我們很容易會明白
[00:05:37.800 --> 00:05:40.800]  究竟我們是不是神的子女呢
[00:05:40.800 --> 00:05:43.800]  究竟神是不是愛我的呢
[00:05:43.800 --> 00:05:45.800]  坦白地問
[00:05:45.800 --> 00:05:47.800]  有沒有人真的這樣去懷疑過
[00:05:47.800 --> 00:05:49.800]  當面對困難的時候
[00:05:49.800 --> 00:05:50.800]  我是不是神的子女
[00:05:50.800 --> 00:05:52.800]  神是不是真的愛我的呢
[00:05:52.800 --> 00:05:55.800]  非常之好
[00:05:55.800 --> 00:05:56.800]  我相信
[00:05:56.800 --> 00:05:59.800]  當你去解決到這個問題的時候
[00:05:59.800 --> 00:06:01.800]  我相信
[00:06:01.800 --> 00:06:03.800]  你不會再問這個問題
[00:06:03.800 --> 00:06:04.800]  因為你知道
[00:06:04.800 --> 00:06:05.800]  你肯定
[00:06:05.800 --> 00:06:07.800]  我是神的子女
[00:06:10.800 --> 00:06:12.800]  如果我們經常問這個問題
[00:06:12.800 --> 00:06:13.800]  一遇到困難
[00:06:13.800 --> 00:06:15.800]  我是不是神的子女
[00:06:15.800 --> 00:06:17.800]  神是不是愛我的呢
[00:06:17.800 --> 00:06:19.800]  其實我們影響情緒是少的
[00:06:19.800 --> 00:06:21.800]  但是
[00:06:21.800 --> 00:06:23.800]  影響我們因為
[00:06:23.800 --> 00:06:26.800]  我們的身份而領受的應許
[00:06:26.800 --> 00:06:29.800]  和令到天父不開心
[00:06:29.800 --> 00:06:30.800]  是大的
[00:06:30.800 --> 00:06:32.800]  令到天父爸爸不開心
[00:06:32.800 --> 00:06:33.800]  就好像這樣
[00:06:33.800 --> 00:06:35.800]  我們認識我們的身份是很重要的
[00:06:35.800 --> 00:06:38.800]  和幫助我們領受應許
[00:06:38.800 --> 00:06:40.800]  其中一樣
[00:06:40.800 --> 00:06:42.800]  就好像我們上年
[00:06:42.800 --> 00:06:43.800]  我們的特區政府
[00:06:43.800 --> 00:06:46.800]  因為一個黎民紓困的措施
[00:06:46.800 --> 00:06:48.800]  令到每一個香港人
[00:06:48.800 --> 00:06:50.800]  可以拿到多少
[00:06:50.800 --> 00:06:51.800]  六千元
[00:06:51.800 --> 00:06:52.800]  有些人六千二
[00:06:52.800 --> 00:06:53.800]  但普遍是六千元
[00:06:53.800 --> 00:06:54.800]  因為通常人們會覺得
[00:06:54.800 --> 00:06:56.800]  有錢我馬上拿
[00:06:56.800 --> 00:06:57.800]  不會等的
[00:06:57.800 --> 00:06:59.800]  不會志在拿二百元
[00:06:59.800 --> 00:07:01.800]  在裡面其實
[00:07:01.800 --> 00:07:04.800]  只需要你持有有效的
[00:07:04.800 --> 00:07:06.800]  永久性居民身份證
[00:07:06.800 --> 00:07:08.800]  和每一個香港市民
[00:07:08.800 --> 00:07:10.800]  你就可以拿到六千元
[00:07:10.800 --> 00:07:13.800]  這六千元是因為我們的身份
[00:07:13.800 --> 00:07:15.800]  而發給我們的
[00:07:15.800 --> 00:07:17.800]  這六千元因為我們的身份
[00:07:17.800 --> 00:07:19.800]  我們有權去拿的
[00:07:19.800 --> 00:07:21.800]  所以就是
[00:07:21.800 --> 00:07:24.800]  正如我享受不到澳門政府
[00:07:24.800 --> 00:07:27.800]  所發的每一分每一毫
[00:07:27.800 --> 00:07:29.800]  為什麼呢
[00:07:29.800 --> 00:07:31.800]  我都不是澳門居民
[00:07:31.800 --> 00:07:32.800]  是不是
[00:07:32.800 --> 00:07:33.800]  就算他發一萬
[00:07:33.800 --> 00:07:34.800]  發萬二
[00:07:34.800 --> 00:07:36.800]  三萬七
[00:07:36.800 --> 00:07:38.800]  萬七等等
[00:07:38.800 --> 00:07:39.800]  我都享受不到
[00:07:39.800 --> 00:07:42.800]  因為我不是澳門居民
[00:07:42.800 --> 00:07:43.800]  我沒有身份
[00:07:43.800 --> 00:07:44.800]  我沒有權拿
[00:07:44.800 --> 00:07:46.800]  也沒有權去澳門抗議
[00:07:46.800 --> 00:07:48.800]  還我三千
[00:07:48.800 --> 00:07:50.800]  三千屬於我們的
[00:07:50.800 --> 00:07:52.800]  沒可能去做這個抗議
[00:07:52.800 --> 00:07:54.800]  但是如果我們香港市民
[00:07:54.800 --> 00:07:56.800]  有持有永久性居民身份證
[00:07:56.800 --> 00:07:59.800]  我們就隨時拿到六千元
[00:07:59.800 --> 00:08:01.800]  你還可以選擇在哪間銀行拿
[00:08:01.800 --> 00:08:03.800]  你還可以選擇在郵局拿
[00:08:03.800 --> 00:08:05.800]  還可以選擇在研究所拿
[00:08:05.800 --> 00:08:07.800]  就是因為
[00:08:07.800 --> 00:08:09.800]  香港特區政府
[00:08:09.800 --> 00:08:12.800]  是因為我的身份的緣故
[00:08:12.800 --> 00:08:14.800]  答應給我的
[00:08:14.800 --> 00:08:16.800]  所以身份很重要
[00:08:16.800 --> 00:08:17.800]  身份很重要就是說
[00:08:17.800 --> 00:08:18.800]  當我們去明白
[00:08:18.800 --> 00:08:21.800]  知道我們的身份的角色的時候
[00:08:21.800 --> 00:08:23.800]  我們一生的國度裏面其實很重要
[00:08:23.800 --> 00:08:25.800]  我們拿到很多的
[00:08:25.800 --> 00:08:28.800]  天父爸爸應許我們的東西
[00:08:28.800 --> 00:08:30.800]  不過可能因為你不知道
[00:08:30.800 --> 00:08:32.800]  或者你會懷疑
[00:08:32.800 --> 00:08:35.800]  自己是不是香港居民的身份
[00:08:35.800 --> 00:08:38.800]  你會覺得我不是很像香港居民
[00:08:38.800 --> 00:08:40.800]  我煲劇我不是煲港劇
[00:08:40.800 --> 00:08:42.800]  我煲韓劇
[00:08:42.800 --> 00:08:43.800]  是不是
[00:08:43.800 --> 00:08:45.800]  就是我呢
[00:08:45.800 --> 00:08:47.800]  吃那些小吃
[00:08:47.800 --> 00:08:49.800]  我又不喜歡吃魚蛋雞蛋仔
[00:08:49.800 --> 00:08:50.800]  但是我很喜歡喝珍珠奶茶
[00:08:50.800 --> 00:08:52.800]  又很喜歡吃這個鹽酥雞
[00:08:52.800 --> 00:08:53.800]  是不是
[00:08:53.800 --> 00:08:55.800]  由我出生到今天
[00:08:55.800 --> 00:08:57.800]  我都未遵守過香港的交通規則
[00:08:57.800 --> 00:09:00.800]  我專程等紅燈我才過的
[00:09:00.800 --> 00:09:05.800]  其實我都未交過稅的
[00:09:05.800 --> 00:09:07.800]  當然說笑
[00:09:07.800 --> 00:09:09.800]  我沒可能未交過稅
[00:09:09.800 --> 00:09:13.800]  所以我不覺得我自己是一個香港居民
[00:09:13.800 --> 00:09:16.800]  我覺得我不配拿這六千元
[00:09:16.800 --> 00:09:19.800]  當有人這樣跟你說的時候
[00:09:19.800 --> 00:09:21.800]  你會怎樣回應他
[00:09:21.800 --> 00:09:23.800]  有病
[00:09:23.800 --> 00:09:25.800]  有些人馬上說有病
[00:09:25.800 --> 00:09:27.800]  有些人說他神經病
[00:09:27.800 --> 00:09:28.800]  這麼傻
[00:09:28.800 --> 00:09:30.800]  為什麼呢
[00:09:30.800 --> 00:09:32.800]  為什麼
[00:09:32.800 --> 00:09:35.800]  因為你有身份證
[00:09:35.800 --> 00:09:37.800]  你有香港居民的身份
[00:09:37.800 --> 00:09:39.800]  你就拿得到了
[00:09:39.800 --> 00:09:42.800]  可能你會覺得很傻
[00:09:42.800 --> 00:09:47.800]  香港居民不是關於你做不做到
[00:09:47.800 --> 00:09:50.800]  你不履行香港居民的責任權利
[00:09:50.800 --> 00:09:52.800]  總之你有這個身份
[00:09:52.800 --> 00:09:53.800]  有這張身份證
[00:09:53.800 --> 00:09:55.800]  你就拿到六千元
[00:09:55.800 --> 00:10:00.800]  不過我真的不好意思
[00:10:00.800 --> 00:10:02.800]  真的不好意思
[00:10:02.800 --> 00:10:06.800]  得罪各位真的要先說聲不好意思
[00:10:06.800 --> 00:10:08.800]  先說聲對不起
[00:10:08.800 --> 00:10:10.800]  你可能覺得那個人很蠢
[00:10:10.800 --> 00:10:12.800]  但是你有沒有想過
[00:10:12.800 --> 00:10:18.800]  其實你都可能會是那個人
[00:10:18.800 --> 00:10:20.800]  你可能會是那個人
[00:10:20.800 --> 00:10:22.800]  為什麼
[00:10:22.800 --> 00:10:24.800]  你有沒有想過
[00:10:24.800 --> 00:10:26.800]  聖經這樣說
[00:10:26.800 --> 00:10:28.800]  約翰福音一章十二節
[00:10:28.800 --> 00:10:32.800]  凡接待他的就是信他名的人
[00:10:32.800 --> 00:10:36.800]  他就賜他們權柄作臣的兒女
[00:10:36.800 --> 00:10:38.800]  有沒有人會背
[00:10:38.800 --> 00:10:43.800]  背不背得出不要緊
[00:10:43.800 --> 00:10:45.800]  你會背你背過
[00:10:45.800 --> 00:10:48.800]  多一點點
[00:10:48.800 --> 00:10:50.800]  這段是聖經
[00:10:50.800 --> 00:10:53.800]  不是我們任何人說的話
[00:10:53.800 --> 00:10:57.800]  換言之當你相信他
[00:10:57.800 --> 00:10:59.800]  相信耶穌接待耶穌
[00:10:59.800 --> 00:11:01.800]  我們就信他名人
[00:11:01.800 --> 00:11:04.800]  我就有一個權柄
[00:11:04.800 --> 00:11:06.800]  做臣的兒女
[00:11:06.800 --> 00:11:08.800]  當我們說做臣的兒女的時候
[00:11:08.800 --> 00:11:10.800]  換言之
[00:11:10.800 --> 00:11:14.800]  在臣所允許他兒女一切的祝福
[00:11:14.800 --> 00:11:17.800]  因著我們的身份的緣故
[00:11:17.800 --> 00:11:19.800]  我們就可以怎樣
[00:11:19.800 --> 00:11:22.800]  隨時拿隨時享用
[00:11:22.800 --> 00:11:24.800]  就算你做得
[00:11:24.800 --> 00:11:28.800]  就算你做得不像基督徒
[00:11:28.800 --> 00:11:30.800]  我們自己還有很多軟弱
[00:11:30.800 --> 00:11:31.800]  還有很多問題
[00:11:31.800 --> 00:11:32.800]  還有很多困難
[00:11:32.800 --> 00:11:34.800]  不過正如Kitty所說
[00:11:34.800 --> 00:11:37.800]  你有身份證就拿到這六千元
[00:11:37.800 --> 00:11:39.800]  換言之我們生命裡
[00:11:39.800 --> 00:11:42.800]  我們只需要接受了耶穌
[00:11:42.800 --> 00:11:44.800]  我們就成為他的兒女
[00:11:44.800 --> 00:11:46.800]  成為了他的兒女之後
[00:11:46.800 --> 00:11:48.800]  我們就可以領受到
[00:11:48.800 --> 00:11:51.800]  臣兒女一切的權柄
[00:11:51.800 --> 00:11:53.800]  和你做不做到
[00:11:53.800 --> 00:11:55.800]  做不做得好
[00:11:55.800 --> 00:11:57.800]  是兩回事
[00:11:57.800 --> 00:11:58.800]  是兩回事
[00:11:58.800 --> 00:11:59.800]  所以就說
[00:11:59.800 --> 00:12:02.800]  但很多時候我們對於這件事
[00:12:02.800 --> 00:12:03.800]  我們會懷疑
[00:12:03.800 --> 00:12:06.800]  就是覺得我都不知道做不做得好
[00:12:06.800 --> 00:12:08.800]  我都不知道我做不做得到
[00:12:08.800 --> 00:12:14.800]  所以我覺得自己不是臣的兒女
[00:12:14.800 --> 00:12:19.800]  我覺得自己不配做臣的兒女
[00:12:19.800 --> 00:12:21.800]  你說是不是很虧?
[00:12:21.800 --> 00:12:23.800]  聖經說得很清楚
[00:12:23.800 --> 00:12:25.800]  做得好不好是另外一回事
[00:12:25.800 --> 00:12:28.800]  但是只需要你接受了耶穌
[00:12:28.800 --> 00:12:30.800]  進入在你生命裡的時候
[00:12:30.800 --> 00:12:34.800]  你就已經有一個權柄作臣的兒女
[00:12:34.800 --> 00:12:36.800]  所以在你身邊的弟兄
[00:12:36.800 --> 00:12:37.800]  那個姐妹
[00:12:37.800 --> 00:12:40.800]  今天無論他做成怎樣
[00:12:40.800 --> 00:12:42.800]  他都是臣的兒女
[00:12:42.800 --> 00:12:43.800]  所以跟他說一下
[00:12:43.800 --> 00:12:46.800]  公主、王子、早晨
[00:12:49.800 --> 00:12:53.800]  [ 笑聲 ]
[00:12:53.800 --> 00:12:54.800]  噢!格格
[00:12:54.800 --> 00:12:55.800]  格格
[00:12:55.800 --> 00:12:57.800]  格格
[00:12:57.800 --> 00:13:00.800]  這個呢
[00:13:00.800 --> 00:13:03.800]  都是令天父傷心的
[00:13:03.800 --> 00:13:04.800]  因為天父呢
[00:13:04.800 --> 00:13:07.800]  其實他的心意就是很想
[00:13:07.800 --> 00:13:08.800]  他的兒女
[00:13:08.800 --> 00:13:11.800]  活得好像一個王子和公主一樣
[00:13:11.800 --> 00:13:13.800]  不過很多時候我們因為小小的問題
[00:13:13.800 --> 00:13:16.800]  令到我們活得好像一個奴隸
[00:13:16.800 --> 00:13:18.800]  甚至好像一個孤兒一樣
[00:13:18.800 --> 00:13:20.800]  好像一個無父無母的孤兒
[00:13:20.800 --> 00:13:22.800]  但是其實我們的天父是我們的爸爸
[00:13:22.800 --> 00:13:26.800]  但是我們活得好像一個沒有爸爸的孤兒一樣
[00:13:26.800 --> 00:13:29.800]  所以就是
[00:13:29.800 --> 00:13:32.800]  一個孤兒的心
[00:13:32.800 --> 00:13:36.800]  是我們活出臣兒女生命的一個死敵
[00:13:36.800 --> 00:13:37.800]  一個孤兒的心
[00:13:37.800 --> 00:13:40.800]  是令到我們活出臣兒女生命的一個死敵
[00:13:40.800 --> 00:13:42.800]  什麼是孤兒的心?
[00:13:42.800 --> 00:13:44.800]  什麼是孤兒?
[00:13:44.800 --> 00:13:46.800]  討論一下 格離
[00:13:46.800 --> 00:13:48.800]  你覺得什麼是孤兒?
[00:13:48.800 --> 00:13:50.800]  什麼是孤兒?
[00:13:50.800 --> 00:13:56.800]  什麼是孤兒?
[00:13:56.800 --> 00:13:58.800]  無父無母
[00:13:58.800 --> 00:14:00.800]  這樣的
[00:14:00.800 --> 00:14:02.800]  還有呢?
[00:14:02.800 --> 00:14:04.800]  孤單的兒子
[00:14:04.800 --> 00:14:06.800]  噢!你真是
[00:14:06.800 --> 00:14:09.800]  很根據原文去解釋
[00:14:09.800 --> 00:14:10.800]  我覺得
[00:14:10.800 --> 00:14:12.800]  你讀神學真是大有
[00:14:12.800 --> 00:14:14.800]  你會看原文的
[00:14:14.800 --> 00:14:16.800]  還有呢?
[00:14:16.800 --> 00:14:18.800]  無人理
[00:14:18.800 --> 00:14:22.800]  自己靠自己
[00:14:22.800 --> 00:14:24.800]  無個家
[00:14:24.800 --> 00:14:26.800]  無人愛惜
[00:14:26.800 --> 00:14:28.800]  很可憐
[00:14:28.800 --> 00:14:30.800]  被遺棄
[00:14:30.800 --> 00:14:32.800]  是不是?
[00:14:32.800 --> 00:14:34.800]  補出世子
[00:14:34.800 --> 00:14:36.800]  可以補靚的
[00:14:36.800 --> 00:14:38.800]  宣誓都可以的
[00:14:38.800 --> 00:14:40.800]  宣誓
[00:14:40.800 --> 00:14:42.800]  其實總之大概都是很孤單
[00:14:42.800 --> 00:14:44.800]  無人理
[00:14:44.800 --> 00:14:46.800]  被遺棄
[00:14:46.800 --> 00:14:48.800]  這是一個孤兒的心
[00:14:48.800 --> 00:14:50.800]  其實我昨天上網
[00:14:50.800 --> 00:14:52.800]  我找到兩樣東西
[00:14:52.800 --> 00:14:54.800]  第一樣東西就是
[00:14:54.800 --> 00:14:56.800]  裡面有一個兒女和孤兒的分別
[00:14:56.800 --> 00:14:58.800]  你看一看什麼是一個孤兒
[00:14:58.800 --> 00:15:00.800]  好像PowerPoint也有一個
[00:15:00.800 --> 00:15:02.800]  兒子呢?
[00:15:02.800 --> 00:15:04.800]  對了
[00:15:04.800 --> 00:15:06.800]  等等
[00:15:06.800 --> 00:15:08.800]  好像一出是出兒女
[00:15:08.800 --> 00:15:10.800]  是上一個
[00:15:10.800 --> 00:15:12.800]  一起讀吧
[00:15:12.800 --> 00:15:14.800]  深刻一點
[00:15:14.800 --> 00:15:16.800]  一般稱兒女是只有
[00:15:16.800 --> 00:15:18.800]  父母關心的孩童
[00:15:18.800 --> 00:15:20.800]  或未成年人
[00:15:20.800 --> 00:15:22.800]  在法律上兒女也包括
[00:15:22.800 --> 00:15:24.800]  繼子繼女
[00:15:24.800 --> 00:15:26.800]  即前妻前夫或配偶
[00:15:26.800 --> 00:15:28.800]  與其他人所生的孩子
[00:15:28.800 --> 00:15:30.800]  兒女是可以繼承
[00:15:30.800 --> 00:15:32.800]  父母的財產
[00:15:32.800 --> 00:15:34.800]  在家中是有地位
[00:15:34.800 --> 00:15:36.800]  有身份的成員
[00:15:36.800 --> 00:15:38.800]  這個是維基百科
[00:15:38.800 --> 00:15:40.800]  孤兒是什麼呢?
[00:15:40.800 --> 00:15:42.800]  他這樣說
[00:15:42.800 --> 00:15:44.800]  是失去了父親和母親的兒童
[00:15:44.800 --> 00:15:50.800]  傷亡、失蹤、父母遺棄等
[00:15:50.800 --> 00:15:52.800]  這些孤兒
[00:15:52.800 --> 00:15:54.800]  有些會由親戚、監護人照顧
[00:15:54.800 --> 00:15:56.800]  有些會被送到
[00:15:56.800 --> 00:15:58.800]  孤兒院
[00:15:58.800 --> 00:16:00.800]  亦有些被他人收養
[00:16:00.800 --> 00:16:02.800]  對了,即是說沒有一個
[00:16:02.800 --> 00:16:04.800]  直接的親人去照顧他
[00:16:04.800 --> 00:16:06.800]  有沒有監護人都不知道
[00:16:06.800 --> 00:16:08.800]  可能沒有安全感
[00:16:08.800 --> 00:16:10.800]  可能隨時會說
[00:16:10.800 --> 00:16:12.800]  沒有人照顧你,你去住兒童院
[00:16:12.800 --> 00:16:14.800]  照顧他的人
[00:16:14.800 --> 00:16:16.800]  可以隨時是不同的
[00:16:16.800 --> 00:16:18.800]  即是說流離失所
[00:16:18.800 --> 00:16:20.800]  他感覺一定會被遺棄
[00:16:20.800 --> 00:16:22.800]  所以
[00:16:22.800 --> 00:16:24.800]  孤兒和兒女最大的不同
[00:16:24.800 --> 00:16:26.800]  其中一件事
[00:16:26.800 --> 00:16:28.800]  就是孤兒
[00:16:28.800 --> 00:16:30.800]  很容易會沒有安全感
[00:16:30.800 --> 00:16:32.800]  因為不知道明天會發生什麼事
[00:16:32.800 --> 00:16:34.800]  不知道明天會發生什麼事
[00:16:34.800 --> 00:16:36.800]  心裏面很害怕
