
[00:00:00.000 --> 00:00:02.000]  (主席)詩篇第四十七篇
[00:09:08.000 --> 00:09:12.000]  永恆國度的敬拜方式
[00:09:12.000 --> 00:09:15.000]  唯有這樣的敬拜
[00:09:15.000 --> 00:09:22.000]  才能夠完全滿足符合神的要求
[00:09:22.000 --> 00:09:24.000]  於是我們就看看
[00:09:24.000 --> 00:09:25.000]  在天上的敬拜
[00:09:25.000 --> 00:09:27.000]  是一種怎樣形式的敬拜呢?
[00:09:27.000 --> 00:09:29.000]  很奇怪的
[00:09:29.000 --> 00:09:31.000]  你看回聖經裡面
[00:09:31.000 --> 00:09:35.000]  描述到在永恆國度的敬拜的時候
[00:09:35.000 --> 00:09:39.000]  沒有太多講到敬拜的方式
[00:09:39.000 --> 00:09:41.000]  程序
[00:09:41.000 --> 00:09:43.000]  空間擺設
[00:09:43.000 --> 00:09:47.000]  等等這些的內容
[00:09:47.000 --> 00:09:49.000]  敬拜的方式
[00:09:49.000 --> 00:09:52.000]  在天上
[00:09:52.000 --> 00:09:55.000]  很清楚講到有兩種的方式
[00:09:55.000 --> 00:09:57.000]  第一種就是唱歌
[00:09:57.000 --> 00:10:00.000]  來讚美獻上感恩
[00:10:00.000 --> 00:10:02.000]  第二種就是宣告
[00:10:02.000 --> 00:10:04.000]  宣告神的屬性
[00:10:04.000 --> 00:10:06.000]  宣告神的作為
[00:10:06.000 --> 00:10:10.000]  以致當再投入讚美敬拜的時候
[00:10:10.000 --> 00:10:12.000]  能夠更加實質
[00:10:12.000 --> 00:10:16.000]  更加有強烈的感受
[00:10:16.000 --> 00:10:20.000]  當你看回天上的敬拜的時候
[00:10:20.000 --> 00:10:21.000]  你就發覺
[00:10:21.000 --> 00:10:23.000]  在天上的敬拜
[00:10:23.000 --> 00:10:25.000]  他不斷強調
[00:10:25.000 --> 00:10:28.000]  最重點想揭示的是
[00:10:28.000 --> 00:10:30.000]  是一種怎樣的敬拜呢?
[00:10:30.000 --> 00:10:33.000]  在啟示錄
[00:10:33.000 --> 00:10:35.000]  十四章六到七節
[00:10:35.000 --> 00:10:37.000]  我又看見另有一位天使
[00:10:37.000 --> 00:10:38.000]  飛在空中
[00:10:38.000 --> 00:10:41.000]  有永遠的福音要傳給住在地上的人
[00:10:41.000 --> 00:10:44.000]  就是各國各族各方各民
[00:10:44.000 --> 00:10:45.000]  他大聲說
[00:10:45.000 --> 00:10:48.000]  應當敬畏神張榮耀歸給他
[00:10:48.000 --> 00:10:50.000]  因他施行審判的時候已經到了
[00:10:50.000 --> 00:10:55.000]  應當敬拜那創造天地海和眾水泉源的
[00:10:55.000 --> 00:10:57.000]  啟示錄十五章三到五節
[00:11:21.000 --> 00:11:27.000]  你歸納創世紀所描述天上的敬拜的時候
[00:11:27.000 --> 00:11:32.000]  你就發覺有兩個很清楚很清楚的重點呈現出來
[00:11:32.000 --> 00:11:36.000]  第一個就是對著敬拜的對象
[00:11:36.000 --> 00:11:38.000]  神自己
[00:11:38.000 --> 00:11:40.000]  敬拜祂的本質
[00:11:40.000 --> 00:11:43.000]  神是一位義和的神
[00:11:43.000 --> 00:11:47.000]  祂有什麼榮美的質素
[00:11:47.000 --> 00:11:49.000]  值得我們去欣賞
[00:11:49.000 --> 00:11:51.000]  我們去敬拜
[00:11:51.000 --> 00:11:55.000]  神曾經有過什麼作為
[00:11:55.000 --> 00:11:56.000]  影響於我
[00:11:56.000 --> 00:11:58.000]  以致我要怎樣來敬拜
[00:11:58.000 --> 00:12:00.000]  這是第一個重點
[00:12:00.000 --> 00:12:03.000]  是最重要最中心的
[00:12:03.000 --> 00:12:05.000]  而第二個重點是說什麼呢
[00:12:05.000 --> 00:12:08.000]  你留意這些經文不斷強調
[00:12:08.000 --> 00:12:11.000]  各國各族各方各民
[00:12:11.000 --> 00:12:14.000]  世上所有有權勢的
[00:12:14.000 --> 00:12:15.000]  王等等
[00:12:15.000 --> 00:12:21.000]  都要在那時候投入敬拜的行列
[00:12:21.000 --> 00:12:24.000]  用這樣的方式來描述
[00:12:24.000 --> 00:12:29.000]  來形容神德的榮耀是何等的大
[00:12:29.000 --> 00:12:34.000]  我們就明白了
[00:12:34.000 --> 00:12:38.000]  我們就明白神既為創造者
[00:12:38.000 --> 00:12:44.000]  當所有受造者能夠回歸受造的身份的時候
[00:12:44.000 --> 00:12:49.000]  能夠用合而相稱的行為來重讚神的時候
[00:12:49.000 --> 00:12:53.000]  神的心意就完全滿足了
[00:12:53.000 --> 00:12:59.000]  祂的榮耀得到最圓滿的彰顯
[00:12:59.000 --> 00:13:01.000]  所以你看到
[00:13:01.000 --> 00:13:08.000]  我們很感恩聖徵有很好的敬拜的生活
[00:13:08.000 --> 00:13:11.000]  我們也都跟從聖經
[00:13:11.000 --> 00:13:13.000]  有不同的樂器
[00:13:13.000 --> 00:13:15.000]  甚至是動作
[00:13:15.000 --> 00:13:23.000]  今早我看到有手語的來唱詩
[00:13:23.000 --> 00:13:25.000]  很好
[00:13:25.000 --> 00:13:30.000]  但是跟天上的敬拜相比
[00:13:30.000 --> 00:13:33.000]  我們差了什麼呢
[00:13:33.000 --> 00:13:36.000]  這個很好
[00:13:36.000 --> 00:13:42.000]  將神的榮耀歸還給神的過程裡面
[00:13:42.000 --> 00:13:48.000]  我們仍然未去到完美的境界
[00:13:48.000 --> 00:13:50.000]  是什麼呢
[00:13:50.000 --> 00:14:00.000]  就是各族、各民、萬民都投入在敬拜的過程裡面
[00:14:00.000 --> 00:14:03.000]  你看到神有一個很清楚的心意
[00:14:03.000 --> 00:14:05.000]  就是透過敬拜
[00:14:05.000 --> 00:14:10.000]  你看到神將我們每一個信徒和教會
[00:14:10.000 --> 00:14:12.000]  擺在一個很清楚的
[00:14:12.000 --> 00:14:16.000]  在這個世界的使命當中
[00:14:16.000 --> 00:14:18.000]  由現在的敬拜
[00:14:18.000 --> 00:14:21.000]  一直到將來天上的敬拜
[00:14:21.000 --> 00:14:27.000]  我們還有一個很重要的部分我們要學
[00:14:27.000 --> 00:14:32.000]  就是要將萬民帶到這個角度裡面
[00:14:32.000 --> 00:14:34.000]  去到將來
[00:14:34.000 --> 00:14:39.000]  可以一起來敬拜
[00:14:39.000 --> 00:14:45.000]  敬拜不是只是一種感受
[00:14:45.000 --> 00:14:52.000]  不是一種有感受然後情緒的宣洩
[00:14:52.000 --> 00:14:56.000]  如果只是單純是這樣
[00:14:56.000 --> 00:14:59.000]  我們教會的敬拜相當不錯
[00:14:59.000 --> 00:15:02.000]  特別剛才我坐在這個位置的時候
[00:15:02.000 --> 00:15:06.000]  施班獻師會眾一起讚頌神的時候
[00:15:06.000 --> 00:15:11.000]  八星度、十六星度的效果
[00:15:11.000 --> 00:15:15.000]  在這個位置相當震懾
[00:15:15.000 --> 00:15:20.000]  很感受到神是完美的、偉大的
[00:15:20.000 --> 00:15:26.000]  但是敬拜的重心不是在即時的感受
[00:15:26.000 --> 00:15:31.000]  敬拜的重心是當你明白了神是這麼好的
[00:15:31.000 --> 00:15:38.000]  那神有什麼吩咐、指引讓你學著祂的樣式
[00:15:38.000 --> 00:15:42.000]  做到這麼好呢?
[00:15:42.000 --> 00:15:44.000]  整個的敬拜
[00:15:44.000 --> 00:15:50.000]  其實人、心靈、生命的回應
[00:15:50.000 --> 00:15:57.000]  是最終敬拜要達成的結果
[00:15:57.000 --> 00:16:03.000]  在我人生中經歷過幾次很震撼的敬拜
[00:16:03.000 --> 00:16:07.000]  有一次是當我在以色列進修的時候
[00:16:07.000 --> 00:16:10.000]  以色列有很多宗教節日
[00:16:10.000 --> 00:16:13.000]  適逢宗祝主日
[00:16:13.000 --> 00:16:18.000]  就是紀念主耶穌進耶路撒冷受害復活
[00:16:18.000 --> 00:16:21.000]  之前一個星期進耶路撒冷
[00:16:21.000 --> 00:16:25.000]  當時的人恭迎祂進耶路撒冷
[00:16:25.000 --> 00:16:34.000]  用棕樹枝作為一個記號來誇耀這位王
[00:16:34.000 --> 00:16:40.000]  我就按指定時間去到一個出發地
[00:16:40.000 --> 00:16:43.000]  伯伐奇小鎮那裡
[00:16:43.000 --> 00:16:47.000]  然後參加這個紀念的行程
[00:16:47.000 --> 00:16:49.000]  在這個過程中
[00:16:49.000 --> 00:16:54.000]  你看到身邊看不到頭、看不到尾的人數
[00:16:54.000 --> 00:16:58.000]  而看到這些人
[00:16:58.000 --> 00:17:03.000]  帶來一個很特別的效果和感受
[00:17:03.000 --> 00:17:06.000]  就是站在你身邊
[00:17:06.000 --> 00:17:11.000]  黑人、白人、紅種人
[00:17:11.000 --> 00:17:14.000]  不知什麼顏色皮膚的人
[00:17:14.000 --> 00:17:17.000]  不同的服飾、不同的語言
[00:17:17.000 --> 00:17:21.000]  唱著不同語言的詩歌
[00:17:21.000 --> 00:17:25.000]  向著同一方向走
[00:17:25.000 --> 00:17:32.000]  當時的感受很強烈、很深刻
[00:17:32.000 --> 00:17:39.000]  覺得我們所信的這位神很偉大
[00:17:39.000 --> 00:17:43.000]  因為祂明明將兩個地方的人
[00:17:43.000 --> 00:17:44.000]  他們是世仇來的
[00:17:44.000 --> 00:17:50.000]  他們這兩個族裔相鬥了幾百年
[00:17:50.000 --> 00:17:53.000]  但是今天可以手牽手的
[00:17:53.000 --> 00:17:56.000]  來到走上同一條路
[00:17:56.000 --> 00:18:03.000]  敬拜同一位神
[00:18:03.000 --> 00:18:07.000]  當時的感受激動到
[00:18:07.000 --> 00:18:10.000]  有少少忘形地喊歌
[00:18:10.000 --> 00:18:11.000]  不是唱歌
[00:18:11.000 --> 00:18:16.000]  將幾首記得的、背的聖詩
[00:18:16.000 --> 00:18:21.000]  不斷重複跟著群眾來唱
[00:18:21.000 --> 00:18:23.000]  在那一刻
[00:18:23.000 --> 00:18:25.000]  其他人唱的歌
[00:18:25.000 --> 00:18:27.000]  因為語言不懂
[00:18:27.000 --> 00:18:29.000]  不明白他們唱什麼
[00:18:29.000 --> 00:18:33.000]  但是一唱到和剎那
[00:18:33.000 --> 00:18:34.000]  阿們阿們
[00:18:34.000 --> 00:18:37.000]  大家都很同心
[00:18:37.000 --> 00:18:40.000]  大家都知道我們是同路人
[00:18:40.000 --> 00:18:45.000]  我們都是在神的救贖當中的產成品
[00:18:45.000 --> 00:18:48.000]  我們都經歷過神的救恩
[00:18:48.000 --> 00:18:54.000]  今天我們要敬拜這位請救我們的神
[00:18:54.000 --> 00:18:58.000]  在當時沒有主禮
[00:18:58.000 --> 00:19:00.000]  沒有領唱
[00:19:00.000 --> 00:19:01.000]  沒有程序
[00:19:01.000 --> 00:19:02.000]  沒有音響
[00:19:02.000 --> 00:19:04.000]  沒有美麗的建築物
[00:19:04.000 --> 00:19:07.000]  沒有華貴的配色
[00:19:07.000 --> 00:19:09.000]  沒有港獨
[00:19:09.000 --> 00:19:16.000]  但卻是有一個令我一生感受最深的
[00:19:16.000 --> 00:19:18.000]  真正的敬拜
[00:19:18.000 --> 00:19:24.000]  因為有不同族裔的人
[00:19:24.000 --> 00:19:28.000]  大家同心地將榮耀歸給神
[00:19:28.000 --> 00:19:30.000]  完成之後
[00:19:30.000 --> 00:19:32.000]  晚上回宿舍
[00:19:32.000 --> 00:19:38.000]  有兩個這樣的結果產生
[00:19:38.000 --> 00:19:41.000]  第一是失聲
[00:19:41.000 --> 00:19:43.000]  因為過了幾個小時
[00:19:43.000 --> 00:19:46.000]  喊到自己都亡了形
[00:19:46.000 --> 00:19:48.000]  聽不到周邊的人唱什麼
[00:19:48.000 --> 00:19:50.000]  因為不知道他們的話
[00:19:50.000 --> 00:19:53.000]  唯有自己盡力記住那幾首聖詩
[00:19:53.000 --> 00:19:56.000]  一直唱
[00:19:56.000 --> 00:19:58.000]  第二
[00:19:58.000 --> 00:20:02.000]  突然間和日間的心態有很大的反差
[00:20:02.000 --> 00:20:04.000]  白天是很興奮的
[00:20:04.000 --> 00:20:07.000]  在敬拜的過程中感受神很偉大
[00:20:07.000 --> 00:20:09.000]  神是很榮耀的
[00:20:09.000 --> 00:20:13.000]  我們一班人是很同心的
[00:20:13.000 --> 00:20:15.000]  到了晚上
[00:20:15.000 --> 00:20:19.000]  我突然間有一個很強烈的回應
[00:20:19.000 --> 00:20:24.000]  我們今天去的可能是一千幾百人
[00:20:24.000 --> 00:20:27.000]  但就在我們所處的地方
[00:20:27.000 --> 00:20:30.000]  有幾百萬的猶太人
[00:20:30.000 --> 00:20:33.000]  一個代表都沒有
[00:20:33.000 --> 00:20:36.000]  在我們周邊的國家
[00:20:36.000 --> 00:20:39.000]  有幾千萬的穆斯林
[00:20:39.000 --> 00:20:42.000]  一個代表都沒有
[00:20:42.000 --> 00:20:44.000]  然後再想
[00:20:44.000 --> 00:20:47.000]  在遠處的印度
[00:20:47.000 --> 00:20:50.000]  我們自己的國家中國
[00:20:50.000 --> 00:20:54.000]  有差不多二十億的人
[00:20:54.000 --> 00:20:57.000]  一個代表都沒有
[00:21:00.000 --> 00:21:07.000]  心中有一個很強烈的感動
[00:21:07.000 --> 00:21:14.000]  神是我在敬拜的過程中
[00:21:14.000 --> 00:21:17.000]  虧欠
[00:21:17.000 --> 00:21:19.000]  在敬拜的過程中
[00:21:19.000 --> 00:21:23.000]  一方面我應該是重讚你的榮耀
[00:21:23.000 --> 00:21:26.000]  但更重要的是
[00:21:26.000 --> 00:21:28.000]  在重讚榮耀的過程中
[00:21:28.000 --> 00:21:30.000]  我有一個需要
[00:21:30.000 --> 00:21:33.000]  就是要將你的榮耀
[00:21:33.000 --> 00:21:36.000]  發揚更加大
[00:21:36.000 --> 00:21:37.000]  這是我的責任
[00:21:37.000 --> 00:21:39.000]  就是要將更多的人
[00:21:39.000 --> 00:21:41.000]  帶到你的面前
[00:21:41.000 --> 00:21:45.000]  和我們一起敬拜你
[00:21:45.000 --> 00:21:55.000]  Oswald Smith 說了一句話
[00:21:55.000 --> 00:21:59.000]  神的屬性和神的心意
[00:21:59.000 --> 00:22:01.000]  就是萬民歸主
[00:22:01.000 --> 00:22:03.000]  這個我們都知道
[00:22:03.000 --> 00:22:07.000]  如果你拒絕支持宣教
[00:22:07.000 --> 00:22:10.000]  你就是違背神的心
[00:22:10.000 --> 00:22:12.000]  神的心意是這樣
[00:22:12.000 --> 00:22:14.000]  我們知道了
[00:22:14.000 --> 00:22:19.000]  但我們願不願意去回應呢
[00:22:19.000 --> 00:22:25.000]  這就是當時我一個很強烈的感受
[00:22:25.000 --> 00:22:30.000]  另外 Gordon 有另外一句說話
[00:22:30.000 --> 00:22:33.000]  就是這樣說
[00:22:33.000 --> 00:22:38.000]  他就說
[00:22:38.000 --> 00:22:40.000]  我們的工作如果不是帶領
[00:22:40.000 --> 00:22:43.000]  我們在這個世界裡一個核心的使命
[00:22:43.000 --> 00:22:44.000]  我們核心的工作
[00:22:44.000 --> 00:22:46.000]  若果不是帶領全世界的人
[00:22:46.000 --> 00:22:49.000]  到耶穌那裡去
[00:22:49.000 --> 00:22:51.000]  至少要將耶穌
[00:22:51.000 --> 00:22:57.000]  帶到全世界的人那裡去
[00:22:57.000 --> 00:22:58.000]  第一方面
[00:22:58.000 --> 00:23:00.000]  當我們讚美神的時候
[00:23:00.000 --> 00:23:02.000]  提醒了我們一個
[00:23:02.000 --> 00:23:04.000]  很重要很重要的真理
[00:23:04.000 --> 00:23:07.000]  就是猜拳
[00:23:07.000 --> 00:23:12.000]  將萬民帶去作主的門徒
[00:23:12.000 --> 00:23:15.000]  是我們個人和教會
[00:23:15.000 --> 00:23:19.000]  在這個世界裡最核心最重要的使命
[00:23:19.000 --> 00:23:20.000]  第二
[00:23:20.000 --> 00:23:22.000]  可能你會覺得這樣很難
[00:23:22.000 --> 00:23:24.000]  這個又大又難的使命
[00:23:24.000 --> 00:23:26.000]  神會幫助我們
[00:23:26.000 --> 00:23:28.000]  在這篇詩篇的第二部分
[00:23:28.000 --> 00:23:30.000]  就說到呼召世人歌頌神
[00:23:30.000 --> 00:23:34.000]  因為祂是全地全人的本質王
[00:23:34.000 --> 00:23:36.000]  神不是戰勝了就放下
[00:23:36.000 --> 00:23:39.000]  任由我們去過我們的生活
[00:23:39.000 --> 00:23:41.000]  神戰勝了那個地方
[00:23:41.000 --> 00:23:44.000]  然後祂幫助我們
[00:23:44.000 --> 00:23:46.000]  教導我們
[00:23:46.000 --> 00:23:47.000]  加力量給我們
[00:23:47.000 --> 00:23:50.000]  來管治那個地方
[00:23:50.000 --> 00:23:57.000]  並且讓我們繼續去征服其他的萬民
[00:23:57.000 --> 00:24:00.000]  讓他們歸入神的國度當中
[00:24:00.000 --> 00:24:02.000]  在第六節那裡
[00:24:02.000 --> 00:24:08.000]  反覆四次的說歌頌歌頌神
[00:24:08.000 --> 00:24:10.000]  留意
[00:24:10.000 --> 00:24:13.000]  當不斷強調歌頌歌頌的時候
[00:24:13.000 --> 00:24:17.000]  這裡說到要用悟性來歌頌
[00:24:17.000 --> 00:24:19.000]  用悟性來歌頌就是說
[00:24:19.000 --> 00:24:24.000]  我們要明白我們歌頌的對象
[00:24:24.000 --> 00:24:27.000]  我們明白為什麼我們要讚美神
[00:24:27.000 --> 00:24:28.000]  要歌頌神
[00:24:28.000 --> 00:24:31.000]  然後就說為什麼
[00:24:31.000 --> 00:24:33.000]  因為那個原因
[00:24:33.000 --> 00:24:35.000]  基督徒有時被人諷刺
