
[00:00:00.000 --> 00:00:03.200]  如果還記得我在每個月的第一個主日
[00:06:40.720 --> 00:06:42.720]  你第一件事會做什麼呢
[00:06:42.720 --> 00:06:44.720]  當然要安排好防衛系統
[00:06:44.720 --> 00:06:46.720]  保安系統
[00:06:46.720 --> 00:06:48.720]  可能派千夫長百夫長十夫長
[00:06:48.720 --> 00:06:50.720]  在城樓的重要關口
[00:06:50.720 --> 00:06:52.720]  看著
[00:06:52.720 --> 00:06:54.720]  因為在耶路撒冷
[00:06:54.720 --> 00:06:56.720]  你還記得東南西北都有敵人
[00:06:56.720 --> 00:06:58.720]  虎視眈眈
[00:06:58.720 --> 00:07:00.720]  攻擊他們
[00:07:00.720 --> 00:07:02.720]  很奇怪
[00:07:02.720 --> 00:07:02.720]  在第一節
[00:07:02.720 --> 00:07:04.720]  經文說城牆修完
[00:07:04.720 --> 00:07:06.720]  我安了門扇
[00:07:06.720 --> 00:07:08.720]  你就安了門扇
[00:07:08.720 --> 00:07:10.720]  他就派守門的
[00:07:10.720 --> 00:07:12.720]  歌唱的和利美人
[00:07:12.720 --> 00:07:14.720]  去做工作
[00:07:14.720 --> 00:07:16.720]  你可能會覺得守門很正常
[00:07:16.720 --> 00:07:18.720]  當然要找保安看著門
[00:07:18.720 --> 00:07:20.720]  但其實如果你知道
[00:07:20.720 --> 00:07:22.720]  守門的歌唱的和利美人
[00:07:22.720 --> 00:07:24.720]  其實是同一group的人
[00:07:24.720 --> 00:07:26.720]  同一黨的人
[00:07:26.720 --> 00:07:28.720]  就是利美人
[00:07:28.720 --> 00:07:30.720]  利美人在以色列有十二支派
[00:07:30.720 --> 00:07:32.720]  其實還有一個支派
[00:07:32.720 --> 00:07:34.720]  是屬神的支派
[00:07:34.720 --> 00:07:36.720]  他們是全時間專職
[00:07:36.720 --> 00:07:38.720]  做聖殿獻祭的工作
[00:07:38.720 --> 00:07:40.720]  如果大衛的時代
[00:07:40.720 --> 00:07:42.720]  還有分成二十四個班次
[00:07:42.720 --> 00:07:44.720]  晝夜工作
[00:07:44.720 --> 00:07:46.720]  守門的原本是守聖殿的門
[00:07:46.720 --> 00:07:48.720]  但今天起碼安排他們
[00:07:48.720 --> 00:07:50.720]  守耶路撒冷的城門
[00:07:50.720 --> 00:07:52.720]  歌唱的就是師班或敬拜隊
[00:07:52.720 --> 00:07:54.720]  在大衛的時代有二十四班次
[00:07:54.720 --> 00:07:56.720]  晝夜獻唱詩歌
[00:07:56.720 --> 00:07:58.720]  代表著
[00:07:58.720 --> 00:08:00.720]  他們要向上帝獻上
[00:08:00.720 --> 00:08:02.720]  感恩和讚美的祭
[00:08:02.720 --> 00:08:04.720]  還有利美人
[00:08:04.720 --> 00:08:06.720]  就是聖殿的事務的安排
[00:08:06.720 --> 00:08:08.720]  所以你會覺得很奇怪
[00:08:08.720 --> 00:08:10.720]  為什麼尼希米會安排
[00:08:10.720 --> 00:08:12.720]  這樣的東西
[00:08:12.720 --> 00:08:14.720]  其實很明顯
[00:08:14.720 --> 00:08:16.720]  在尼希米的眼中
[00:08:16.720 --> 00:08:18.720]  最優先的次序
[00:08:18.720 --> 00:08:20.720]  不是那些防衛系統
[00:08:20.720 --> 00:08:22.720]  固然都很重要
[00:08:22.720 --> 00:08:24.720]  但更加要帶著一個敬拜的心
[00:08:24.720 --> 00:08:26.720]  以神為優先
[00:08:26.720 --> 00:08:28.720]  去準備好建立聖文的工作
[00:08:28.720 --> 00:08:34.720]  在我們弟兄姊妹
[00:08:34.720 --> 00:08:36.720]  屬靈生命用什麼來量度呢
[00:08:36.720 --> 00:08:38.720]  我通常都會問這位弟兄姊妹
[00:08:38.720 --> 00:08:40.720]  你平時有沒有靈修
[00:08:40.720 --> 00:08:42.720]  讀經祈禱
[00:08:42.720 --> 00:08:44.720]  我就知道他跟神的關係緊不緊密
[00:08:44.720 --> 00:08:46.720]  在教會一個屬靈的群體
[00:08:46.720 --> 00:08:48.720]  我們怎樣去量度
[00:08:48.720 --> 00:08:50.720]  我們教會的屬靈狀況呢
[00:08:50.720 --> 00:08:52.720]  我就會用崇拜
[00:08:52.720 --> 00:08:54.720]  因為崇拜
[00:08:54.720 --> 00:08:56.720]  就是一個群體的敬拜
[00:08:56.720 --> 00:08:58.720]  就是我們集體一起
[00:08:58.720 --> 00:09:00.720]  和上帝之間的一個回應
[00:09:00.720 --> 00:09:02.720]  我們怎樣去參與崇拜呢
[00:09:02.720 --> 00:09:04.720]  我們崇拜的質素如何呢
[00:09:04.720 --> 00:09:06.720]  我們在敬拜裡面的
[00:09:06.720 --> 00:09:08.720]  投入和態度
[00:09:08.720 --> 00:09:10.720]  參與等等
[00:09:10.720 --> 00:09:12.720]  就是看到這間教會
[00:09:12.720 --> 00:09:14.720]  和上帝之間的關係
[00:09:14.720 --> 00:09:16.720]  正如我們看到
[00:09:16.720 --> 00:09:18.720]  尼希米很認真
[00:09:18.720 --> 00:09:20.720]  做準備的就是守門的
[00:09:20.720 --> 00:09:22.720]  歌唱的利美人
[00:09:22.720 --> 00:09:24.720]  在敬拜上做準備
[00:09:24.720 --> 00:09:26.720]  當我們去參與崇拜的時候
[00:09:26.720 --> 00:09:28.720]  我們有沒有帶著認真
[00:09:28.720 --> 00:09:30.720]  好好地準備好自己
[00:09:30.720 --> 00:09:32.720]  參與崇拜呢
[00:09:32.720 --> 00:09:34.720]  在時間上你會不會準時
[00:09:34.720 --> 00:09:36.720]  甚至會早一點到
[00:09:36.720 --> 00:09:38.720]  以致你能夠很安定地坐在禮堂當中
[00:09:38.720 --> 00:09:40.720]  去投入敬拜呢
[00:09:40.720 --> 00:09:42.720]  其實上來
[00:09:42.720 --> 00:09:44.720]  譬如剛才的師班獻唱
[00:09:44.720 --> 00:09:46.720]  你猜他們是不是
[00:09:46.720 --> 00:09:48.720]  就這樣上來就可以唱歌的
[00:09:48.720 --> 00:09:50.720]  不是的
[00:09:50.720 --> 00:09:52.720]  他突然唱那首詩歌可能只是五至十分鐘
[00:09:52.720 --> 00:09:54.720]  但其實他們已經用了
[00:09:54.720 --> 00:09:56.720]  之前一至兩小時
[00:09:56.720 --> 00:09:58.720]  超過的時間去做準備
[00:09:58.720 --> 00:10:00.720]  無論我們的敬拜隊
[00:10:00.720 --> 00:10:02.720]  無論上台的領會領事
[00:10:02.720 --> 00:10:04.720]  他們都要之前
[00:10:04.720 --> 00:10:06.720]  做好準備
[00:10:06.720 --> 00:10:08.720]  以致在整個崇拜流程當中
[00:10:08.720 --> 00:10:10.720]  能夠流暢將最好的呈獻給主
[00:10:10.720 --> 00:10:12.720]  當今天
[00:10:12.720 --> 00:10:14.720]  當我們教會也都
[00:10:14.720 --> 00:10:16.720]  要成為一個使人得見教會
[00:10:16.720 --> 00:10:18.720]  的目標的時候
[00:10:18.720 --> 00:10:20.720]  我們這個五年計劃開始的時候
[00:10:20.720 --> 00:10:22.720]  我們第一個要實施的目標是什麼呢
[00:10:22.720 --> 00:10:24.720]  就是崇拜更新
[00:10:24.720 --> 00:10:26.720]  所以你看到我們在過去
[00:10:26.720 --> 00:10:28.720]  這半年裡面我們搞
[00:10:28.720 --> 00:10:30.720]  崇拜課程
[00:10:30.720 --> 00:10:32.720]  我們去撰寫崇拜宣言
[00:10:32.720 --> 00:10:34.720]  我們去重新檢視
[00:10:34.720 --> 00:10:36.720]  我們的敬拜人手的運作安排
[00:10:36.720 --> 00:10:38.720]  為的就是
[00:10:38.720 --> 00:10:40.720]  要提升我們崇拜的質素
[00:10:40.720 --> 00:10:42.720]  而更加重要的就是我們每一個
[00:10:42.720 --> 00:10:44.720]  參與敬拜的弟兄姊妹
[00:10:44.720 --> 00:10:46.720]  你們對崇拜那份的投入
[00:10:46.720 --> 00:10:48.720]  你們在崇拜那份
[00:10:48.720 --> 00:10:50.720]  認真的預備
[00:10:50.720 --> 00:10:52.720]  全程的參與
[00:10:52.720 --> 00:10:54.720]  就是將最好的呈獻
[00:10:54.720 --> 00:10:56.720]  然後我們看到尼西米
[00:10:56.720 --> 00:10:58.720]  他如何預備好和上帝建立
[00:10:58.720 --> 00:11:00.720]  聖文仔崇拜開始
[00:11:00.720 --> 00:11:02.720]  在敬拜開始
[00:11:02.720 --> 00:11:04.720]  同樣我們要開展教會的更新
[00:11:04.720 --> 00:11:06.720]  也都在崇拜開始
[00:11:06.720 --> 00:11:08.720]  當尼西米帶領以色列人
[00:11:08.720 --> 00:11:10.720]  起好成長之後
[00:11:10.720 --> 00:11:12.720]  除了要找
[00:11:12.720 --> 00:11:14.720]  守門的歌唱的
[00:11:14.720 --> 00:11:16.720]  和利美人之外
[00:11:16.720 --> 00:11:18.720]  他都揀選了
[00:11:18.720 --> 00:11:20.720]  他的弟兄哈拿尼
[00:11:20.720 --> 00:11:22.720]  和他的另外哈拿尼亞
[00:11:22.720 --> 00:11:24.720]  去做管理耶路撒冷的工作
[00:11:24.720 --> 00:11:26.720]  哈拿尼
[00:11:26.720 --> 00:11:28.720]  如果你記得的話
[00:11:28.720 --> 00:11:30.720]  在尼西米的第一章
[00:11:30.720 --> 00:11:32.720]  二三已經提過
[00:11:32.720 --> 00:11:34.720]  他其實有可能是尼西米的親兄弟
[00:11:34.720 --> 00:11:36.720]  他親眼目睹耶路撒冷
[00:11:36.720 --> 00:11:38.720]  成長荒涼
[00:11:38.720 --> 00:11:40.720]  去到波斯帝國
[00:11:40.720 --> 00:11:42.720]  告訴尼西米
[00:11:42.720 --> 00:11:44.720]  感動尼西米
[00:11:44.720 --> 00:11:46.720]  願意回來重建城牆
[00:11:46.720 --> 00:11:48.720]  尼西米除了揀選哈拿尼
[00:11:48.720 --> 00:11:50.720]  也都揀選了哈拿尼亞
[00:11:50.720 --> 00:11:52.720]  哈拿尼亞有什麼特別
[00:11:52.720 --> 00:11:54.720]  我們看回七章第二節
[00:11:54.720 --> 00:11:56.720]  他是忠信的
[00:11:56.720 --> 00:11:58.720]  又敬畏神
[00:11:58.720 --> 00:12:00.720]  過於眾人
[00:12:00.720 --> 00:12:02.720]  忠信的又敬畏神過於眾人
[00:12:02.720 --> 00:12:04.720]  尼西米就揀選了
[00:12:04.720 --> 00:12:06.720]  有熟練特質的人
[00:12:06.720 --> 00:12:08.720]  作為領袖
[00:12:08.720 --> 00:12:10.720]  去擔當管理耶路撒冷的工作
[00:12:10.720 --> 00:12:14.720]  其實尼西米很懂得揀選人
[00:12:14.720 --> 00:12:16.720]  我們看回
[00:12:16.720 --> 00:12:18.720]  出埃及記十四章二十一節
[00:12:18.720 --> 00:12:20.720]  當時摩西
[00:12:20.720 --> 00:12:22.720]  要管理整個以色列的民族
[00:12:22.720 --> 00:12:24.720]  百多萬人
[00:12:24.720 --> 00:12:26.720]  他怎樣管
[00:12:26.720 --> 00:12:28.720]  當時他的岳父葉蒂羅
[00:12:28.720 --> 00:12:30.720]  獻計告訴摩西
[00:12:30.720 --> 00:12:32.720]  你要揀選人幫你
[00:12:32.720 --> 00:12:34.720]  他怎樣揀選呢
[00:12:34.720 --> 00:12:36.720]  一二三
[00:12:36.720 --> 00:12:38.720]  並要從
[00:12:38.720 --> 00:12:54.720]  揀選的人
[00:12:54.720 --> 00:12:56.720]  有什麼特質呢
[00:12:56.720 --> 00:12:58.720]  敬畏神誠實無妄
[00:12:58.720 --> 00:13:00.720]  恨不義之才的人
[00:13:00.720 --> 00:13:02.720]  和尼西米所揀選的
[00:13:02.720 --> 00:13:04.720]  差不多
[00:13:04.720 --> 00:13:06.720]  都是忠信的
[00:13:06.720 --> 00:13:08.720]  敬畏神過於眾人的人
[00:13:08.720 --> 00:13:10.720]  他很著重的就是
[00:13:10.720 --> 00:13:12.720]  領袖的品格和靈性
[00:13:12.720 --> 00:13:14.720]  忠信的意思是
[00:13:14.720 --> 00:13:16.720]  他是正直的
[00:13:16.720 --> 00:13:18.720]  廉潔的
[00:13:18.720 --> 00:13:20.720]  這份品格
[00:13:20.720 --> 00:13:22.720]  持久不變的
[00:13:22.720 --> 00:13:24.720]  誠實可靠的
[00:13:24.720 --> 00:13:26.720]  敬畏神過於眾人更加明顯
[00:13:26.720 --> 00:13:28.720]  一生都以神為優先
[00:13:28.720 --> 00:13:30.720]  不會被人影響
[00:13:30.720 --> 00:13:32.720]  以神的律法
[00:13:32.720 --> 00:13:34.720]  神的原則為優先
[00:13:34.720 --> 00:13:36.720]  其實兩者是互為因果
[00:13:36.720 --> 00:13:38.720]  我相信一個敬畏神的人
[00:13:38.720 --> 00:13:40.720]  自然都能夠活出一個忠誠的品格
[00:13:40.720 --> 00:13:42.720]  因為我們的上帝就是一個
[00:13:42.720 --> 00:13:44.720]  忠信的上帝
[00:13:44.720 --> 00:13:48.720]  接下來我們教會又要選
[00:13:48.720 --> 00:13:50.720]  2018年的理事了
[00:13:50.720 --> 00:13:52.720]  當我去邀請
[00:13:52.720 --> 00:13:54.720]  一位弟兄去候選的時候
[00:13:54.720 --> 00:13:56.720]  這位弟兄很謙卑
[00:13:56.720 --> 00:13:58.720]  他說我又沒有能力
[00:13:58.720 --> 00:14:00.720]  又沒有恩賜
[00:14:00.720 --> 00:14:02.720]  又沒有經驗又沒有才幹
[00:14:02.720 --> 00:14:04.720]  我何德何能呢
[00:14:04.720 --> 00:14:06.720]  我就跟這位弟兄說
[00:14:06.720 --> 00:14:08.720]  你不要那麼謙卑
[00:14:08.720 --> 00:14:10.720]  我欣賞的不是你有沒有恩賜能力
[00:14:10.720 --> 00:14:12.720]  我欣賞的是你對神的心意
[00:14:12.720 --> 00:14:14.720]  你對信仰的堅持
[00:14:14.720 --> 00:14:16.720]  你對神的敬畏
[00:14:16.720 --> 00:14:18.720]  和願意毀身基督的心態
[00:14:18.720 --> 00:14:20.720]  所以我邀請你
[00:14:20.720 --> 00:14:22.720]  成為候選人
[00:14:22.720 --> 00:14:24.720]  參與接下來的理事
[00:14:24.720 --> 00:14:26.720]  我們教會今天
[00:14:26.720 --> 00:14:28.720]  就需要這些
[00:14:28.720 --> 00:14:30.720]  忠信敬畏神國於眾的人
[00:14:30.720 --> 00:14:32.720]  擔當教會的領袖
[00:14:32.720 --> 00:14:34.720]  提到選舉
[00:14:34.720 --> 00:14:36.720]  除了我們作會友的
[00:14:36.720 --> 00:14:38.720]  每年可以選弟兄姊妹
[00:14:38.720 --> 00:14:40.720]  成為理事做部長之外
[00:14:40.720 --> 00:14:42.720]  大家都有機會參與選舉
[00:14:42.720 --> 00:14:44.720]  可能就選區議員
[00:14:44.720 --> 00:14:46.720]  立法會議員等等
[00:14:46.720 --> 00:14:48.720]  不知道大家會用什麼原則去選呢
[00:14:48.720 --> 00:14:50.720]  可能你會很簡單
[00:14:50.720 --> 00:14:52.720]  他說他是基督徒
[00:14:52.720 --> 00:14:54.720]  我就選他
[00:14:54.720 --> 00:14:56.720]  他是基督徒
[00:14:56.720 --> 00:14:58.720]  他一定會合神心意
[00:14:58.720 --> 00:15:00.720]  甚至有些人說
[00:15:00.720 --> 00:15:02.720]  神的旨意要我參選
[00:15:02.720 --> 00:15:04.720]  但我都希望大家小心一點
[00:15:04.720 --> 00:15:06.720]  我們不要盲目地
[00:15:06.720 --> 00:15:08.720]  聽這些表面上的東西
[00:15:08.720 --> 00:15:10.720]  就當作是
[00:15:10.720 --> 00:15:12.720]  因為很多時候有些人自稱是基督徒
[00:15:12.720 --> 00:15:14.720]  但他的行為表現
[00:15:14.720 --> 00:15:16.720]  未必真是
[00:15:16.720 --> 00:15:18.720]  做一個合神心意的人
[00:15:18.720 --> 00:15:20.720]  就如耶穌在瑪利福音七章21節說
[00:15:20.720 --> 00:15:22.720]  凡稱呼我主也主也的人
[00:15:22.720 --> 00:15:24.720]  都不能進天國
[00:15:24.720 --> 00:15:26.720]  唯獨遵行我天父旨意的人
[00:15:26.720 --> 00:15:28.720]  才能進去
[00:15:28.720 --> 00:15:30.720]  意思是什麼?
[00:15:30.720 --> 00:15:32.720]  不是口稱是基督徒
[00:15:32.720 --> 00:15:34.720]  或者自己是信主的
[00:15:34.720 --> 00:15:36.720]  而他的行為
[00:15:36.720 --> 00:15:38.720]  是否按著神的心意呢?
[00:15:38.720 --> 00:15:40.720]  他是不是真的按著聖經的教導
[00:15:40.720 --> 00:15:42.720]  行公義好憐憫
[00:15:42.720 --> 00:15:44.720]  按著聖經的價值觀
[00:15:44.720 --> 00:15:46.720]  來做行事的準則呢?
[00:15:46.720 --> 00:15:48.720]  他的言行是否一致呢?
[00:15:48.720 --> 00:15:50.720]  他的誠信如何呢?
[00:15:50.720 --> 00:15:52.720]  所以我邀請大家
[00:15:52.720 --> 00:15:54.720]  去挑選人做領袖的時候
[00:15:54.720 --> 00:15:56.720]  我們真的要很小心留意
[00:15:56.720 --> 00:15:58.720]  他是否一個言行一致
[00:15:58.720 --> 00:16:00.720]  有品格、有忠信和敬畏神
[00:16:00.720 --> 00:16:02.720]  的眾人的人
[00:16:02.720 --> 00:16:06.720]  接著我們除了看到
[00:16:06.720 --> 00:16:08.720]  尼西米在人才上的準備
[00:16:08.720 --> 00:16:10.720]  我們看看尼西米在策略上的準備
[00:16:10.720 --> 00:16:12.720]  當時尼西米建完城牆之後
[00:16:12.720 --> 00:16:14.720]  他遇到一個很大的困難
[00:16:14.720 --> 00:16:16.720]  是什麼呢?
[00:16:16.720 --> 00:16:18.720]  第四節說:城市廣大
[00:16:18.720 --> 00:16:20.720]  其中文卻稀少
[00:16:20.720 --> 00:16:22.720]  房屋或沒有建築
