
[00:00:00.000 --> 00:00:06.560]  好,在十週年裏,我們有一個講道的系列,就叫做「NEXT」
[00:02:55.080 --> 00:02:58.600]  由亞伯拉罕開始,直到創世紀最後的時候
[00:02:58.600 --> 00:03:01.400]  有十二眾子,一個大的家族出現
[00:03:01.400 --> 00:03:06.600]  原因是因為上帝要藉著亞伯拉罕來做一個任務
[00:03:06.600 --> 00:03:09.920]  使萬族能夠因祂得福
[00:03:09.920 --> 00:03:13.240]  這個上帝,永遠是在任務上的上帝
[00:03:13.240 --> 00:03:17.200]  就是將這些破碎的生命組成在一起
[00:03:17.200 --> 00:03:21.240]  使世界和祂身邊的人能夠得到祝福
[00:03:21.240 --> 00:03:25.880]  我們上一次說到在這個系列開始的時候
[00:03:25.880 --> 00:03:29.680]  聖經介紹這個上帝是一個宣教宗的上帝
[00:03:29.680 --> 00:03:32.240]  面對著一個被罪破壞的世界上帝
[00:03:32.240 --> 00:03:34.000]  沒有放棄,並且願意去祝福
[00:03:34.000 --> 00:03:35.800]  所以呼召亞伯拉罕出來
[00:03:35.800 --> 00:03:38.600]  這一段的經文就是創世紀第十二章
[00:03:38.600 --> 00:03:40.880]  最後那句就是最重要的
[00:03:40.880 --> 00:03:46.680]  他說地上的萬族都要因你亞伯拉罕或者阿伯蘭來得福
[00:03:46.680 --> 00:03:49.320]  就是上帝要藉著他來施行
[00:03:49.320 --> 00:03:54.520]  他自己在寶世上祝福萬族的救恩計劃
[00:03:54.520 --> 00:03:56.320]  使萬族能夠去認識他
[00:03:56.320 --> 00:03:59.840]  上一次我們聚焦亞伯拉罕的故事
[00:03:59.840 --> 00:04:00.640]  亞伯拉罕的故事
[00:04:00.640 --> 00:04:03.400]  我們說亞伯拉罕並非打不死的英雄
[00:04:03.400 --> 00:04:08.600]  其實是一個很真實和很脆弱的人物
[00:04:08.600 --> 00:04:10.720]  今天我們的鏡頭就較闊一點
[00:04:10.720 --> 00:04:13.120]  我們就看亞伯拉罕之後的後代
[00:04:13.120 --> 00:04:14.640]  到底發生了什麼事
[00:04:14.640 --> 00:04:16.640]  如果你有一點印象的話
[00:04:16.640 --> 00:04:19.680]  你記得亞伯拉罕的兒子是誰嗎?
[00:04:19.680 --> 00:04:21.280]  當然有一個以實瑪利
[00:04:21.280 --> 00:04:23.200]  有以實和埃塞
[00:04:23.200 --> 00:04:26.280]  埃塞是不同的一代
[00:04:26.280 --> 00:04:28.280]  記載了亞伯拉罕的故事之後
[00:04:28.280 --> 00:04:30.080]  就講到以薩的故事
[00:04:30.080 --> 00:04:35.280]  以薩的妻子就是尼伯格
[00:04:35.280 --> 00:04:37.440]  他們也是不辱的
[00:04:37.440 --> 00:04:39.040]  人到盡頭的時候
[00:04:39.040 --> 00:04:41.240]  他們不能夠繼續有後代
[00:04:41.240 --> 00:04:43.000]  不能夠成為一個大國的時候
[00:04:43.000 --> 00:04:45.520]  上帝就插手去介入
[00:04:45.520 --> 00:04:48.240]  有一個所謂的Miracle Child出現
[00:04:48.240 --> 00:04:51.120]  這個Miracle Child其實是雙倍的
[00:04:51.120 --> 00:04:52.640]  就是以素和雅各
[00:04:52.640 --> 00:04:53.720]  你記得嗎?
[00:04:53.720 --> 00:04:55.520]  他們是雙胞胎
[00:04:55.520 --> 00:04:57.920]  從小到大就是在爭奪東西
[00:04:57.920 --> 00:04:59.440]  爭奪什麼呢?
[00:04:59.440 --> 00:05:01.240]  就是爭奪產權
[00:05:01.240 --> 00:05:03.120]  你看這些族長的故事
[00:05:03.120 --> 00:05:08.000]  幾乎是在看何鴻燊家族的故事
[00:05:08.000 --> 00:05:09.640]  到底誰爭奪了多少
[00:05:09.640 --> 00:05:11.800]  爭奪了多大塊等等
[00:05:11.800 --> 00:05:14.200]  這個家族的故事
[00:05:14.200 --> 00:05:16.720]  其實就是在講這些後代
[00:05:16.720 --> 00:05:21.520]  怎樣去處理他們有的所謂Inheritance
[00:05:21.520 --> 00:05:22.760]  他們的基業
[00:05:22.760 --> 00:05:24.960]  以薩和尼伯格
[00:05:24.960 --> 00:05:28.000]  他們有的雅各、以素和雅各
[00:05:28.000 --> 00:05:30.600]  就是兄弟之間相爭的
[00:05:30.600 --> 00:05:34.200]  你記得在雅各和以素的故事
[00:05:34.200 --> 00:05:35.560]  是不是有兩次
[00:05:35.560 --> 00:05:38.600]  這個雅各去欺騙和奪取
[00:05:38.600 --> 00:05:40.200]  這個所謂長子的名分
[00:05:40.200 --> 00:05:41.360]  你記得嗎?
[00:05:41.360 --> 00:05:42.600]  記得嗎?
[00:05:42.600 --> 00:05:43.320]  記得吧?
[00:05:43.320 --> 00:05:46.360]  如果你沒看過聖經
[00:05:46.360 --> 00:05:48.600]  當然你不會有印象
[00:05:48.600 --> 00:05:51.160]  但是如果你稍微有查過經
[00:05:51.160 --> 00:05:53.240]  或者稍微聽過
[00:05:53.240 --> 00:05:56.600]  你就知道他們經常爭奪祝福
[00:05:56.600 --> 00:05:59.400]  在近東以前的社會裡面
[00:05:59.400 --> 00:06:01.080]  長子
[00:06:01.080 --> 00:06:06.200]  永遠都是得到的產業是雙倍的
[00:06:06.200 --> 00:06:08.240]  就是有個蛋糕
[00:06:08.240 --> 00:06:11.040]  家父有的遺產
[00:06:11.040 --> 00:06:12.560]  好像一個蛋糕一樣
[00:06:12.560 --> 00:06:13.960]  就切開三塊
[00:06:13.960 --> 00:06:16.440]  如果有兩個兒子就切開三塊
[00:06:16.440 --> 00:06:17.360]  怎樣分呢?
[00:06:17.360 --> 00:06:21.560]  小兒子就分三分之一
[00:06:21.560 --> 00:06:24.760]  長子就分三分之二
[00:06:24.760 --> 00:06:25.880]  OK嗎?
[00:06:25.880 --> 00:06:28.600]  66%和33%
[00:06:28.600 --> 00:06:30.640]  長子永遠都是雙倍的
[00:06:30.640 --> 00:06:35.080]  所以他們就很緊張那個所謂長子的名分
[00:06:35.080 --> 00:06:39.320]  First born right of inheritance
[00:06:39.320 --> 00:06:41.720]  我在香港長大的
[00:06:41.720 --> 00:06:44.680]  雖然我沒有那種香港長大的背景
[00:06:44.680 --> 00:06:47.240]  但是偶爾聽到一些這樣的故事
[00:06:47.240 --> 00:06:50.400]  譬如香港有一些叫丁屋的故事
[00:06:50.400 --> 00:06:52.000]  丁權
[00:06:52.000 --> 00:06:54.160]  什麼叫丁權?
[00:06:54.160 --> 00:06:57.960]  就是那個產業是按誰來分的?
[00:06:57.960 --> 00:07:00.000]  按丁來分的
[00:07:00.000 --> 00:07:01.400]  丁就是兒子
[00:07:01.400 --> 00:07:02.360]  就按兒子
[00:07:02.360 --> 00:07:03.240]  如果你是女兒的話
[00:07:03.240 --> 00:07:04.400]  不好意思
[00:07:04.400 --> 00:07:05.600]  你就沒份的
[00:07:05.600 --> 00:07:08.560]  因為女兒是嫁出去的
[00:07:08.560 --> 00:07:10.160]  不屬於你的
[00:07:10.160 --> 00:07:11.040]  兒子留下來
[00:07:11.040 --> 00:07:15.600]  所以那些丁權的遺產的爭霸
[00:07:15.600 --> 00:07:20.480]  就有一點像這個族長的故事裡面的背景
[00:07:20.480 --> 00:07:23.560]  長子名分既然是收到雙倍的話
[00:07:23.560 --> 00:07:25.120]  產業權是雙倍的話
[00:07:25.120 --> 00:07:27.240]  這個一定要爭
[00:07:27.240 --> 00:07:31.440]  所以雅各是雙胞胎小的那個
[00:07:31.440 --> 00:07:33.960]  他就經常想維持什麼?
[00:07:33.960 --> 00:07:38.240]  大那個所謂的長子的名分
[00:07:38.240 --> 00:07:42.320]  你記得他欺騙他兩次
[00:07:42.320 --> 00:07:45.680]  我不知道你從小到大聽這些故事的時候
[00:07:45.680 --> 00:07:48.200]  為什麼會欺騙他兩次呢?
[00:07:48.200 --> 00:07:49.560]  你欺騙他一次
[00:07:49.560 --> 00:07:51.680]  你記得紅豆湯的故事
[00:07:51.680 --> 00:07:54.200]  這個耳素出外打獵
[00:07:54.200 --> 00:07:56.080]  然後肚子餓回來的時候
[00:07:56.080 --> 00:07:57.760]  餓得不得了
[00:07:57.760 --> 00:08:00.320]  然後雅各就弄了一碗粥給他
[00:08:00.320 --> 00:08:00.840]  是不是?
[00:08:00.840 --> 00:08:01.880]  很便宜的
[00:08:01.880 --> 00:08:03.360]  然後說如果你肚子餓
[00:08:03.360 --> 00:08:04.240]  你吃吧
[00:08:04.240 --> 00:08:08.720]  你吃的話就跟我簽一簽那個 share
[00:08:08.720 --> 00:08:10.640]  剛才說股票
[00:08:10.640 --> 00:08:13.880]  就是那個股份
[00:08:13.880 --> 00:08:14.960]  你簽給我
[00:08:14.960 --> 00:08:15.440]  OK
[00:08:15.440 --> 00:08:16.440]  我就拿66
[00:08:16.440 --> 00:08:17.360]  你就拿33
[00:08:17.360 --> 00:08:18.160]  這樣好不好?
[00:08:18.160 --> 00:08:21.080]  這個耳素就很流行看這些
[00:08:21.080 --> 00:08:24.160]  可能是世外高人打獵
[00:08:24.160 --> 00:08:26.560]  他就很流行看這些
[00:08:26.560 --> 00:08:27.760]  算了我拿33
[00:08:27.760 --> 00:08:29.760]  你拿66
[00:08:29.760 --> 00:08:31.840]  可能中間有這樣的交易
[00:08:31.840 --> 00:08:34.680]  所以雅各第一次騙了這個耳素
[00:08:34.680 --> 00:08:36.760]  就拿了66%
[00:08:36.760 --> 00:08:39.080]  拿了三分之二的股份
[00:08:39.080 --> 00:08:43.000]  然後家父死之前
[00:08:43.000 --> 00:08:44.560]  就是以薩死之前
[00:08:44.560 --> 00:08:46.600]  他要祝福他的兒子
[00:08:46.600 --> 00:08:50.160]  那裡又有另外一個所謂 deception(欺騙)的 story(故事)
[00:08:50.160 --> 00:08:55.960]  就是騙祝福的故事
[00:08:55.960 --> 00:09:03.320]  你記得應該是家父以薩去祝福那個大兒子耳素
[00:09:03.320 --> 00:09:07.120]  結果雅各就假扮耳素
[00:09:07.120 --> 00:09:08.200]  假扮他的哥哥
[00:09:08.200 --> 00:09:10.040]  然後拿那個祝福
[00:09:10.040 --> 00:09:11.040]  是不是?
[00:09:11.040 --> 00:09:11.960]  奇怪了
[00:09:11.960 --> 00:09:13.520]  應該是臨終的時候
[00:09:13.520 --> 00:09:14.720]  家父臨終的時候
[00:09:14.720 --> 00:09:16.040]  還要騙他一次
[00:09:16.040 --> 00:09:17.440]  之前已經騙了
[00:09:17.440 --> 00:09:19.080]  你拿了66%的股份
[00:09:19.080 --> 00:09:20.240]  那個應該是你的
[00:09:20.240 --> 00:09:21.000]  是不是?
[00:09:21.000 --> 00:09:22.320]  原來是這樣的
[00:09:22.320 --> 00:09:24.440]  在舊約裡面的背景
[00:09:24.440 --> 00:09:26.960]  那個所謂的長子名分
[00:09:26.960 --> 00:09:30.200]  有分兩個層次的
[00:09:30.200 --> 00:09:34.080]  第一個層次可以叫做長子名分
[00:09:34.080 --> 00:09:35.640]  就是66%
[00:09:35.640 --> 00:09:38.920]  你看到受益人按道理應該是長子
[00:09:38.920 --> 00:09:43.040]  結果小兒子雅各就騙了
[00:09:43.040 --> 00:09:44.800]  拿了雙倍的股份
[00:09:44.800 --> 00:09:47.120]  就是產業權的雙份他拿了
[00:09:47.120 --> 00:09:49.120]  性質就是他得到了
[00:09:49.120 --> 00:09:49.960]  用什麼方法?
[00:09:49.960 --> 00:09:51.760]  就是用紅豆湯的交易
[00:09:51.760 --> 00:09:53.680]  但是到最後的時候
[00:09:53.680 --> 00:09:55.440]  家父的祝福
[00:09:55.440 --> 00:09:57.360]  那個就不是產業權的問題了
[00:09:57.360 --> 00:09:59.280]  那個是管理權的問題
[00:09:59.280 --> 00:10:00.760]  管理權的問題
[00:10:00.760 --> 00:10:03.880]  本身理所當然有管理權
[00:10:03.880 --> 00:10:05.880]  就是所謂的Trustee
[00:10:05.880 --> 00:10:09.320]  之前那個就是你的股份
[00:10:09.320 --> 00:10:10.480]  你的Portion
[00:10:10.480 --> 00:10:13.680]  然後最後最後決定的就是Trustee
[00:10:13.680 --> 00:10:15.000]  那個管理權
[00:10:15.000 --> 00:10:16.120]  Administration
[00:10:16.120 --> 00:10:17.560]  那個行政權
[00:10:17.560 --> 00:10:19.080]  就是執行權
[00:10:19.080 --> 00:10:21.160]  就是在家父那裡
[00:10:21.160 --> 00:10:22.280]  理所當然應該是
[00:10:22.280 --> 00:10:24.520]  給Firstborn長子的
[00:10:24.520 --> 00:10:27.240]  但是雅各就用欺騙的方法
[00:10:27.240 --> 00:10:29.440]  去爭取了
[00:10:29.440 --> 00:10:31.640]  二數的管理權
[00:10:31.640 --> 00:10:33.680]  管理權裡面有什麼呢?
[00:10:33.680 --> 00:10:35.760]  為什麼這麼重要要爭呢?
[00:10:35.760 --> 00:10:37.440]  原來管理權
[00:10:37.440 --> 00:10:38.640]  Administration
[00:10:38.640 --> 00:10:40.200]  就是那個Execution
[00:10:40.200 --> 00:10:41.640]  就是執行上
[00:10:41.640 --> 00:10:44.040]  什麼時候分紅
[00:10:44.040 --> 00:10:46.160]  什麼時候分Share
[00:10:46.160 --> 00:10:47.840]  什麼時候分利息
[00:10:47.840 --> 00:10:51.520]  是那個管理權去負責的
[00:10:51.520 --> 00:10:55.520]  所以就算你得到多少的產業也好
[00:10:55.520 --> 00:10:56.640]  多少部份也好
[00:10:56.640 --> 00:10:59.120]  都是要靠那個管理權
[00:10:59.120 --> 00:11:00.960]  來去施行的
[00:11:00.960 --> 00:11:02.480]  大家記不記得?
[00:11:02.480 --> 00:11:03.840]  類似這樣
[00:11:03.840 --> 00:11:04.800]  你可以想像
[00:11:04.800 --> 00:11:07.280]  譬如一個大家族的企業
[00:11:07.280 --> 00:11:08.640]  就是阿巴罕爾薩雅各
[00:11:08.640 --> 00:11:10.520]  他們有很多產業的
[00:11:10.520 --> 00:11:12.080]  他們有很多產業的
[00:11:12.080 --> 00:11:15.280]  你可以想像一個大的企業
[00:11:15.280 --> 00:11:17.280]  就是父親分給你
[00:11:17.280 --> 00:11:20.120]  當你這邊是長子
[00:11:20.120 --> 00:11:21.760]  分給你66%
[00:11:21.760 --> 00:11:23.440]  然後這邊分多少?
[00:11:23.440 --> 00:11:25.600]  33%多
[00:11:25.600 --> 00:11:26.280]  是不是?
[00:11:26.280 --> 00:11:27.480]  三分二在這邊
[00:11:27.480 --> 00:11:29.120]  三分一在這裡
[00:11:29.120 --> 00:11:30.480]  但是呢
[00:11:30.480 --> 00:11:32.040]  你分到多少也好
[00:11:32.040 --> 00:11:33.560]  你分到三分二也好
[00:11:33.560 --> 00:11:36.240]  但是執行權CEO在這邊
[00:11:36.240 --> 00:11:38.560]  CEO就負責什麼時候分
[00:11:38.560 --> 00:11:40.360]  他可以拖到你最後
[00:11:40.360 --> 00:11:41.560]  才分給你
[00:11:41.560 --> 00:11:43.960]  所以你拿著的股份
[00:11:43.960 --> 00:11:46.280]  其實就白紙而已
[00:11:46.280 --> 00:11:47.880]  記不記得?
[00:11:47.880 --> 00:11:49.480]  記得吧?
[00:11:50.240 --> 00:11:51.960]  或者我這樣舉個例子
[00:11:51.960 --> 00:11:53.880]  我昨天想到這個例子
[00:11:53.880 --> 00:11:55.240]  因為吃飯的時候
[00:11:55.240 --> 00:11:56.800]  就跟子女聊天
[00:11:56.800 --> 00:12:00.480]  假設我的退休金
[00:12:00.480 --> 00:12:01.240]  那些湊一湊
[00:12:01.240 --> 00:12:03.160]  那我有一億
[00:12:03.160 --> 00:12:03.680]  OK
[00:12:03.680 --> 00:12:04.240]  有一億
[00:12:04.240 --> 00:12:06.400]  如果我有一億就好了
[00:12:06.400 --> 00:12:08.000]  當我沒有一億
[00:12:08.000 --> 00:12:09.720]  當我有一億
[00:12:09.720 --> 00:12:10.280]  當我有一億
[00:12:10.280 --> 00:12:12.400]  那我女兒有個兒子
[00:12:12.400 --> 00:12:13.520]  你不要分男女
[00:12:13.520 --> 00:12:14.960]  總之就是
[00:12:14.960 --> 00:12:17.000]  兒子就分三分之二
[00:12:17.000 --> 00:12:17.920]  多不多?
[00:12:17.920 --> 00:12:18.920]  都挺多
[00:12:18.920 --> 00:12:20.400]  女兒就分三分之一
[00:12:20.400 --> 00:12:22.880]  女兒當然不服氣
[00:12:22.880 --> 00:12:25.560]  她就騙了她第一次
[00:12:25.560 --> 00:12:27.840]  騙了她弟弟第一次
[00:12:27.840 --> 00:12:29.600]  就拿了三分二
[00:12:29.600 --> 00:12:33.080]  但是始終執行權在誰那裡?
[00:12:33.080 --> 00:12:34.200]  就在兒子那裡
[00:12:34.200 --> 00:12:34.520]  OK
[00:12:34.520 --> 00:12:35.040]  就在兒子那裡
[00:12:35.040 --> 00:12:37.520]  就是不要讓他長子賤子
[00:12:37.520 --> 00:12:39.440]  賤子
[00:12:39.440 --> 00:12:41.120]  總之執行權就是
[00:12:41.120 --> 00:12:42.240]  因為重男輕女
[00:12:42.240 --> 00:12:42.880]  是不是?
[00:12:42.880 --> 00:12:46.080]  所以執行權始終都在我兒子那裡
[00:12:46.080 --> 00:12:48.520]  這個是例子
[00:12:48.720 --> 00:12:49.720]  就是這樣分
[00:12:49.720 --> 00:12:50.600]  一個分三分二
[00:12:50.600 --> 00:12:51.920]  一個分三分一
[00:12:51.920 --> 00:12:54.520]  臨死之前
[00:12:54.520 --> 00:12:56.200]  開個你講句
[00:12:56.200 --> 00:12:57.560]  如果我在ICU那裡
[00:12:57.560 --> 00:12:59.760]  上氣不接下氣的時候
[00:12:59.760 --> 00:13:01.800]  那應該兒子呢
[00:13:01.800 --> 00:13:03.040]  他有三分之二
[00:13:03.040 --> 00:13:04.760]  他應該
[00:13:04.760 --> 00:13:06.760]  他就馬上來探望我
[00:13:06.760 --> 00:13:07.840]  他說老爸
[00:13:07.840 --> 00:13:10.280]  你那個Online account
[00:13:10.280 --> 00:13:11.720]  那個password在哪裡?
[00:13:11.720 --> 00:13:13.880]  password是什麼?
[00:13:13.880 --> 00:13:14.320]  沒有人知道
[00:13:14.320 --> 00:13:15.160]  只有你知道
[00:13:15.160 --> 00:13:15.960]  你現在還有膽子
[00:13:15.960 --> 00:13:17.120]  你告訴我那個password
[00:13:17.120 --> 00:13:19.160]  因為那個password就是執行權
[00:13:19.160 --> 00:13:20.880]  你就可以login
[00:13:20.880 --> 00:13:21.800]  然後可以
[00:13:21.800 --> 00:13:25.440]  將那些股份來cash了它
[00:13:25.440 --> 00:13:26.000]  是不是?
[00:13:26.000 --> 00:13:28.200]  怎樣cash你才會有我的password
[00:13:28.200 --> 00:13:29.680]  好壞不好聽
[00:13:29.680 --> 00:13:30.320]  如果是
[00:13:30.320 --> 00:13:32.080]  女兒截股的話
[00:13:32.080 --> 00:13:34.800]  女兒早一個小時來探望我
[00:13:34.800 --> 00:13:36.800]  然後假扮我的兒子
[00:13:36.800 --> 00:13:38.280]  然後騙了我
[00:13:38.280 --> 00:13:39.040]  拿個password來
[00:13:39.040 --> 00:13:39.400]  老爸
[00:13:39.400 --> 00:13:40.480]  你快死了
[00:13:40.480 --> 00:13:41.760]  你沒氣了
[00:13:41.760 --> 00:13:42.920]  快要拔喉了
[00:13:42.920 --> 00:13:45.560]  我就糊裡糊塗
[00:13:45.560 --> 00:13:46.440]  半夢半醒
[00:13:46.440 --> 00:13:48.000]  我就半昏迷狀態
[00:13:48.000 --> 00:13:49.480]  就告訴我女兒
[00:13:49.480 --> 00:13:50.280]  那個password
[00:13:50.280 --> 00:13:52.560]  然後之後一個小時
[00:13:52.560 --> 00:13:54.360]  我兒子才真正趕來
[00:13:54.360 --> 00:13:55.640]  老爸
[00:13:55.640 --> 00:13:56.960]  你那個password是什麼?
[00:13:56.960 --> 00:13:58.000]  我就跟他說
[00:13:58.000 --> 00:13:59.320]  我剛才不是給了你嗎?
[00:13:59.320 --> 00:14:01.560]  我說那不是你
[00:14:01.560 --> 00:14:03.120]  原來是你姐姐
[00:14:03.120 --> 00:14:04.080]  你快點給我password
[00:14:04.080 --> 00:14:05.360]  我給了他password
[00:14:05.360 --> 00:14:06.680]  給password兩次
[00:14:06.680 --> 00:14:07.720]  他馬上login
[00:14:07.720 --> 00:14:08.600]  login不了
[00:14:08.600 --> 00:14:11.000]  他為什麼login不了?
[00:14:11.000 --> 00:14:11.560]  當然了
[00:14:11.560 --> 00:14:12.480]  他姐姐拿了之後
[00:14:12.480 --> 00:14:14.320]  那三分鐘馬上改了password
[00:14:15.560 --> 00:14:17.080]  就是執行權的問題
[00:14:17.080 --> 00:14:20.000]  所以為什麼雅各一定要騙他兩次呢?
[00:14:20.000 --> 00:14:22.360]  因為你不拿到執行權的時候
[00:14:22.360 --> 00:14:24.920]  你實際上是拿不到那些所謂的股份的
[00:14:24.920 --> 00:14:28.360]  你看到這個故事裡面就很搞笑
[00:14:28.360 --> 00:14:29.600]  所以
[00:14:29.600 --> 00:14:35.400]  以素發現自己兩次被雅各欺騙他的祝福的時候
[00:14:35.400 --> 00:14:37.880]  他大哭然後說什麼呢?
[00:14:37.880 --> 00:14:40.480]  二十七章三十六節
[00:14:40.480 --> 00:14:41.440]  以素就說
[00:14:41.440 --> 00:14:42.760]  他名叫雅各
[00:14:42.760 --> 00:14:44.480]  雅各的意思就是說
[00:14:44.840 --> 00:14:47.560]  就是拿著不放的意思
[00:14:47.560 --> 00:14:48.120]  OK?
[00:14:48.120 --> 00:14:49.360]  拿著不放的意思
[00:14:49.360 --> 00:14:51.600]  他叫雅各豈不是這樣
[00:14:51.600 --> 00:14:52.120]  是真的
[00:14:52.120 --> 00:14:53.480]  他的名字真的叫Jacob
[00:14:53.480 --> 00:14:54.520]  是這麼壞的
[00:14:54.520 --> 00:14:56.040]  是這麼狡猾的
[00:14:56.040 --> 00:14:58.440]  他欺騙了我多少次呢?
[00:14:58.440 --> 00:14:59.320]  兩次
[00:14:59.320 --> 00:15:02.600]  先前拿了我的股份就是長子的名分
[00:15:02.600 --> 00:15:05.640]  後來他又奪了我的福分
[00:15:05.640 --> 00:15:08.080]  拿了我的執行權
[00:15:08.080 --> 00:15:10.600]  於是你發現發生什麼事?
[00:15:10.600 --> 00:15:14.600]  就起殺機是嗎?
[00:15:14.600 --> 00:15:15.120]  是
[00:15:15.120 --> 00:15:17.920]  就等於如果我兒子發現了這件事的時候
[00:15:17.920 --> 00:15:19.160]  剛才那個例子
[00:15:19.160 --> 00:15:20.400]  他一定會殺他姐姐的
[00:15:20.400 --> 00:15:23.200]  他一定會拿他的命
[00:15:23.200 --> 00:15:29.080]  這個故事就是講到他們之間的爭奪
[00:15:29.080 --> 00:15:32.120]  這些是非常人性的黑話
[00:15:32.120 --> 00:15:35.840]  但是他在聖經的族長的故事
[00:15:35.840 --> 00:15:37.480]  就是神的子民的
[00:15:37.480 --> 00:15:39.320]  Founding Fathers
[00:15:39.320 --> 00:15:42.400]  聖經是這樣記載的
[00:15:43.280 --> 00:15:46.960]  聖經在這裡告訴我們這些所謂的黑歷史
[00:15:46.960 --> 00:15:50.880]  他們之間這樣去爭奪上帝的祝福
[00:15:50.880 --> 00:15:54.520]  好像上帝的祝福是要爭回來一樣
[00:15:54.520 --> 00:15:57.400]  用自己的手段來拿回來的
[00:15:57.400 --> 00:16:00.600]  這些絕對不是一些很可愛的故事
[00:16:00.600 --> 00:16:04.000]  我經常都講聖經的故事絕對不是給小孩子看的
[00:16:04.000 --> 00:16:05.480]  是真的
[00:16:05.480 --> 00:16:08.560]  是一些聖人的故事
[00:16:08.560 --> 00:16:12.680]  所以結果的後果是怎樣呢?
[00:16:12.800 --> 00:16:14.400]  以素就凍殺基
[00:16:14.400 --> 00:16:20.000]  然後亞國就流亡了在米索不達米亞二十年的時間
[00:16:20.000 --> 00:16:22.480]  然後才有機會再回去
