
[00:00:00.000 --> 00:00:07.000]  有一首粵語詩歌,不知道大家有沒有聽過,叫做《回家》,有幾句是這樣說的:
[00:26:06.000 --> 00:26:19.000]  我們坐好了,然後我們等開席。等開席有什麼用呢?有什麼做呢?當然是在這裡議論紛紛。
[00:26:20.000 --> 00:26:39.000]  「嘩,你也能進來嗎?」「是啊,本來是沒有的。」「那幫人都在幹什麼?明明邀請了他們進來,不僅不進來,還要殺了那個邀請他們的人。」
[00:26:39.000 --> 00:26:44.000]  「這樣也有的?」「是啊,這樣也有的。」「你說是不是該死?」「該死啦!」
[00:26:45.000 --> 00:26:57.000]  等開席有什麼用呢?就是在這裡講一下這些事情,批評一下第一批客人,怎樣反叛,怎樣粗暴,怎樣罪有應得,怎樣不配來到這個賢直。
[00:26:58.000 --> 00:27:15.000]  好了,真的開始了,有東西吃了,準備開席了。突然間又有一個沒有穿禮服的人被抽了出來,然後全場聚焦在他那裡。
[00:27:16.000 --> 00:27:34.000]  我們又坐在那裡,這次細細聲說好了,攝術師語:「喂,為什麼會這樣?為什麼他不穿禮服?明明有穿也不穿,幹什麼?為什麼這樣?破壞了整個氣氛。」
[00:27:35.000 --> 00:27:49.000]  如果用我們現在的說話,就是:「搞破壞了這個派對。」故事裡面,那批答應了來,又不來的那批客人,他們失落了這個賢直的機會。
[00:27:49.000 --> 00:28:01.000]  那批恩將仇報,凌辱和殺害來事的人,他們都自食惡果。那一位沒有穿禮服的朋友,他也被處理了。
[00:28:02.000 --> 00:28:30.000]  但是,請坐在賢直裡面的人,再仔細想一想,或者是我們聽這個故事的人,我們自己又再想一想,我們真的這麼肯定,自己的位置坐得這麼穩固,以致有資格來批評那些人嗎?
[00:28:31.000 --> 00:28:49.000]  我們是不是真的這麼有資格來批評那些不肯悔的人,批評那些沒有穿禮服的人,批評那些破壞這個喜慶的人呢?
[00:28:50.000 --> 00:29:12.000]  會不會,其實我們是沒有穿禮服那一位呢?我假設而已,不是說我們是。給自己一個空間想一想,會不會有這個可能性,其實我們是有份破壞這個婚宴喜慶的人呢?
[00:29:13.000 --> 00:29:32.000]  就是說,會不會帶來張力的是我們,發生衝突,其實我們也有功勞呢?這樣的反省其實也是很破壞氣氛的,也是很大張力的。
[00:29:33.000 --> 00:29:52.000]  不過,除了傳統上用感恩歡慶的態度來閱讀耶穌這個天國的比喻的時候,我們很歡樂,很歡恩,很喜慶,因為我們本來沒有份,現在被召來這個人,所以我們很開心,很歡慶。
[00:29:53.000 --> 00:30:05.000]  除了用這個態度來閱讀這個比喻之外,也可以考慮用謙恭自省的態度來閱讀這個比喻,用這個態度其實也不是很離題。
[00:30:06.000 --> 00:30:23.000]  因為我們看這個比喻本身,你感受一下它的氣氛,其實它不是很能夠給我們那種同歡暢齊慶賀的氣氛,反而是充滿著審判的味道。
[00:30:24.000 --> 00:30:45.000]  面對著審判,怎麼回應呢?有些人的回應就是「活該,你不做錯,怎麼會被人這樣對待?你乖乖的,那些法律無論怎樣也好,怎麼會影響你?」
[00:30:46.000 --> 00:30:57.000]  所以,你被人抓,你被人審,你被人判,當然是活該。面對著審判,怎麼反應呢?有些人說「殺無赦!」
[00:30:57.000 --> 00:31:11.000]  但是最合適的回應,似乎還是聽回約翰和耶穌的悔換,「天國近了,你們應當悔改。」
[00:31:12.000 --> 00:31:27.000]  最近,不時也會聽到一些豪言壯語,「如果這些人都可以上天堂的話,我寧願落地獄。」
[00:31:27.000 --> 00:31:35.000]  其實大家也不用擔心天堂收人收得太濫。
[00:31:36.000 --> 00:31:48.000]  耶穌這個天國的比喻就是要解釋最後那一句,他說完這個比喻之後,那個教導就是「被召的人多,損傷的人少。」
[00:31:48.000 --> 00:31:54.000]  就是想說這個狀況。最後,結束。
[00:31:54.000 --> 00:32:04.000]  但願我們不是那些被我們批評的人,也都但願我們不要變成那些被我們議論的人。
