
[00:00:00.000 --> 00:00:04.420]  其實今天我想和弟兄姊妹分享的題目就是「與素常一樣」
[00:01:32.360 --> 00:01:35.360]  然後一天三次雙膝跪在他神的面前
[00:01:35.360 --> 00:01:37.360]  祈禱感謝「與素常一樣」
[00:01:37.360 --> 00:01:40.360]  這本聖經之前是在說什麼呢?
[00:01:40.360 --> 00:01:43.360]  其實是在說大利烏王的時間
[00:01:43.360 --> 00:01:47.360]  其實他的意思是立了120個總督和3個總長
[00:01:47.360 --> 00:01:50.360]  而丹爾尼是其中一個總長
[00:01:50.360 --> 00:01:52.360]  在120個總督之上
[00:01:52.360 --> 00:01:55.360]  因為丹爾尼聖經仍然有美好的靈性
[00:01:55.360 --> 00:01:57.360]  所以他很顯然
[00:01:57.360 --> 00:02:00.360]  他的智慧和能力在各方面
[00:02:00.360 --> 00:02:02.360]  是超過了這些總長和總督
[00:02:02.360 --> 00:02:07.360]  而這個王甚至很想納他去管治全國
[00:02:07.360 --> 00:02:09.360]  我們發覺丹爾尼其實在秘魯之地
[00:02:09.360 --> 00:02:11.360]  大家知道他是秘魯到巴比利的少年人
[00:02:11.360 --> 00:02:13.360]  他和他三個朋友其實很蒙恩
[00:02:13.360 --> 00:02:14.360]  因為他們很特別
[00:02:14.360 --> 00:02:16.360]  以求神和親近神
[00:02:16.360 --> 00:02:18.360]  丹爾尼是共歷四朝
[00:02:18.360 --> 00:02:22.360]  由巴比倫王尼布甲尼撒
[00:02:22.360 --> 00:02:24.360]  接著是白沙薩王
[00:02:24.360 --> 00:02:27.360]  接著就是馬代人大利烏王
[00:02:27.360 --> 00:02:28.360]  最後就是塞魯士
[00:02:28.360 --> 00:02:30.360]  我們經常讀舊的聖經
[00:02:30.360 --> 00:02:32.360]  就是古列王的年代
[00:02:32.360 --> 00:02:34.360]  歷時是六十載
[00:02:34.360 --> 00:02:36.360]  但是在六十載裡面
[00:02:36.360 --> 00:02:39.360]  仍然能夠在那些環境裡面
[00:02:39.360 --> 00:02:40.360]  好好地被神使用
[00:02:40.360 --> 00:02:41.360]  服侍神
[00:02:41.360 --> 00:02:43.360]  也被興起
[00:02:43.360 --> 00:02:47.360]  在秘魯之地能夠大大的被神使用
[00:02:47.360 --> 00:02:53.360]  幾朝的王都很需要他
[00:02:53.360 --> 00:02:54.360]  因為他很會解夢
[00:02:54.360 --> 00:02:56.360]  因為他裡面有美好的靈性
[00:02:56.360 --> 00:02:58.360]  聖經在丹爾尼書中說過
[00:02:58.360 --> 00:02:59.360]  他有兩次美好的靈性
[00:02:59.360 --> 00:03:01.360]  一次是我們剛才所讀所看到的
[00:03:01.360 --> 00:03:07.360]  就是在第六章第三次
[00:03:07.360 --> 00:03:09.360]  因為這丹爾尼有美好的靈性
[00:03:09.360 --> 00:03:12.360]  所以他能夠顯然超乎其餘的總長和總督
[00:03:12.360 --> 00:03:14.360]  往日立區治理通過
[00:03:14.360 --> 00:03:16.360]  另一個就是白沙薩王的母親
[00:03:16.360 --> 00:03:18.360]  太后也承認他有美好的靈性
[00:03:18.360 --> 00:03:21.360]  所以一個與神親近的人
[00:03:21.360 --> 00:03:23.360]  其實是有美好的靈性
[00:03:23.360 --> 00:03:24.360]  我們回顧丹爾尼
[00:03:24.360 --> 00:03:26.360]  他為什麼能夠有美好的靈性
[00:03:26.360 --> 00:03:28.360]  他為什麼能夠這麼被神使用
[00:03:28.360 --> 00:03:30.360]  而且在危急的時間都能夠
[00:03:30.360 --> 00:03:33.360]  神在他身上打一條出路
[00:03:33.360 --> 00:03:35.360]  其實我們留意這段聖經
[00:03:35.360 --> 00:03:38.360]  這段聖經其實就是剛才所讀到的
[00:03:38.360 --> 00:03:40.360]  與素常一樣
[00:03:40.360 --> 00:03:41.360]  與素常一樣
[00:03:41.360 --> 00:03:43.360]  他親近神是與素常一樣
[00:03:43.360 --> 00:03:45.360]  他和大家的關係是與素常一樣
[00:03:45.360 --> 00:03:48.360]  就算他知道生命危急的時間
[00:03:48.360 --> 00:03:49.360]  是與素常一樣
[00:03:49.360 --> 00:03:53.360]  因為他身邊的人都妒忌他
[00:03:53.360 --> 00:03:55.360]  總長和總督都妒忌他
[00:03:55.360 --> 00:03:58.360]  所以就一定是想設計陷害他
[00:03:58.360 --> 00:04:01.360]  然後就獻了一條計給大尼烏王
[00:04:01.360 --> 00:04:02.360]  就是說總而言之
[00:04:02.360 --> 00:04:03.360]  在三十天之內
[00:04:03.360 --> 00:04:04.360]  不論什麼人
[00:04:04.360 --> 00:04:06.360]  他只可以向他的王求
[00:04:06.360 --> 00:04:07.360]  如果不是的話
[00:04:07.360 --> 00:04:09.360]  他向他的神或其他人求
[00:04:09.360 --> 00:04:10.360]  什麼都好
[00:04:10.360 --> 00:04:11.360]  就要扔他進獅子坑
[00:04:11.360 --> 00:04:13.360]  這個故事我相信大家都很清晰
[00:04:13.360 --> 00:04:15.360]  都讀過、聽過很清楚
[00:04:15.360 --> 00:04:19.360]  但是在這個故事的背景之後
[00:04:19.360 --> 00:04:20.360]  就是形容大義利
[00:04:20.360 --> 00:04:21.360]  就是什麼呢?
[00:04:21.360 --> 00:04:22.360]  就是說他是怎樣呢?
[00:04:22.360 --> 00:04:25.360]  他就是知道禁令玉璽
[00:04:25.360 --> 00:04:27.360]  蓋了玉璽之後
[00:04:27.360 --> 00:04:28.360]  就在自己的家裡
[00:04:28.360 --> 00:04:31.360]  在樓上的窗戶開向耶路撒冷
[00:04:31.360 --> 00:04:32.360]  一日三次
[00:04:32.360 --> 00:04:34.360]  雙膝跪在他神的面前
[00:04:34.360 --> 00:04:35.360]  禱告感謝
[00:04:35.360 --> 00:04:36.360]  與素常一樣
[00:04:36.360 --> 00:04:39.360]  就是說其實無論有禁令沒禁令
[00:04:39.360 --> 00:04:40.360]  有這些危急
[00:04:40.360 --> 00:04:41.360]  他都是與素常一樣
[00:04:41.360 --> 00:04:42.360]  他親近神就是與素常一樣
[00:04:42.360 --> 00:04:43.360]  他平時就是這樣親近神
[00:04:43.360 --> 00:04:44.360]  他生活就是親近神
[00:04:44.360 --> 00:04:45.360]  他生活就是與神一起
[00:04:45.360 --> 00:04:46.360]  與神同行
[00:04:46.360 --> 00:04:47.360]  學習與神一起
[00:04:47.360 --> 00:04:49.360]  每一天他的生命就是這樣的生命
[00:04:49.360 --> 00:04:50.360]  所以無論什麼環境
[00:04:50.360 --> 00:04:51.360]  在他身上你看到的就是
[00:04:51.360 --> 00:04:53.360]  神與他同在的生命
[00:04:53.360 --> 00:04:55.360]  所以他能夠面對這麼大的挑戰環境
[00:04:55.360 --> 00:04:59.360]  都能夠面對這個挑戰
[00:04:59.360 --> 00:05:02.360]  而能夠我們叫做逢凶化吉
[00:05:02.360 --> 00:05:04.360]  甚至能夠彰顯神的榮耀
[00:05:04.360 --> 00:05:05.360]  彰顯神的名
[00:05:05.360 --> 00:05:08.360]  那麼聖經後來就形容了
[00:05:08.360 --> 00:05:11.360]  大義利後來當然沒事了
[00:05:11.360 --> 00:05:12.360]  連家獅子坑
[00:05:12.360 --> 00:05:13.360]  神保佑了他
[00:05:13.360 --> 00:05:14.360]  他雖然不聽話
[00:05:14.360 --> 00:05:16.360]  不聽王的話
[00:05:16.360 --> 00:05:18.360]  然後人們誣告他
[00:05:18.360 --> 00:05:20.360]  他真的沒辦法了
[00:05:20.360 --> 00:05:21.360]  教改了玉璽
[00:05:21.360 --> 00:05:22.360]  要扔進獅子坑
[00:05:22.360 --> 00:05:23.360]  但是扔進去之後
[00:05:23.360 --> 00:05:24.360]  第二天他平安無事
[00:05:24.360 --> 00:05:25.360]  出來之後
[00:05:25.360 --> 00:05:26.360]  王都很開心
[00:05:26.360 --> 00:05:28.360]  因為王其實很不想放他進去
[00:05:28.360 --> 00:05:29.360]  但是禁了玉璽
[00:05:29.360 --> 00:05:30.360]  沒辦法了
[00:05:30.360 --> 00:05:31.360]  但是問題就是
[00:05:31.360 --> 00:05:32.360]  那些陷害他的人
[00:05:32.360 --> 00:05:34.360]  連家大小都扔進獅子坑
[00:05:34.360 --> 00:05:35.360]  一扔進去
[00:05:35.360 --> 00:05:36.360]  聖經又怎麼形容呢
[00:05:36.360 --> 00:05:37.360]  永續獅子坑
[00:05:37.360 --> 00:05:38.360]  他們每有一個坑
[00:05:38.360 --> 00:05:40.360]  坑底獅子就抓住他們
[00:05:40.360 --> 00:05:42.360]  神的保守就是大義利
[00:05:42.360 --> 00:05:43.360]  但是那些陷害他的人
[00:05:43.360 --> 00:05:45.360]  都沒有一個坑底獅子抓住他們
[00:05:45.360 --> 00:05:47.360]  大義利為什麼能夠這樣呢
[00:05:47.360 --> 00:05:48.360]  我覺得有幾點
[00:05:48.360 --> 00:05:50.360]  是我的領受
[00:05:50.360 --> 00:05:54.360]  第一他經常心是親近神
[00:05:54.360 --> 00:05:56.360]  心是於神
[00:05:56.360 --> 00:05:58.360]  我想大家都有手機
[00:05:58.360 --> 00:05:59.360]  我們有手機
[00:05:59.360 --> 00:06:01.360]  我們去外國旅行
[00:06:01.360 --> 00:06:02.360]  很多時候我們會帶什麼
[00:06:02.360 --> 00:06:03.360]  除了帶手機還要帶什麼
[00:06:03.360 --> 00:06:05.360]  充電寶
[00:06:05.360 --> 00:06:06.360]  為什麼要帶充電寶
[00:06:06.360 --> 00:06:07.360]  因為你去拍那些照片
[00:06:07.360 --> 00:06:08.360]  拍那些影片
[00:06:08.360 --> 00:06:09.360]  去旅行拍很多影片
[00:06:09.360 --> 00:06:10.360]  很快就沒有了
[00:06:10.360 --> 00:06:11.360]  電都沒有了
[00:06:11.360 --> 00:06:12.360]  你會帶什麼呢
[00:06:12.360 --> 00:06:13.360]  有充電寶
[00:06:13.360 --> 00:06:14.360]  我在香港就沒有用充電寶
[00:06:14.360 --> 00:06:15.360]  我去外國
[00:06:15.360 --> 00:06:17.360]  我想前天從武漢回來
[00:06:17.360 --> 00:06:18.360]  都是用充電寶
[00:06:18.360 --> 00:06:20.360]  沒有充電可能中途就不夠電
[00:06:20.360 --> 00:06:21.360]  在香港我不用的
[00:06:21.360 --> 00:06:23.360]  但是是不是等於我不用充電呢
[00:06:23.360 --> 00:06:24.360]  不是
[00:06:24.360 --> 00:06:25.360]  因為我在車上可以充電
[00:06:25.360 --> 00:06:27.360]  在車上可以充電
[00:06:27.360 --> 00:06:28.360]  同樣一樣
[00:06:28.360 --> 00:06:29.360]  其實我們親近神
[00:06:29.360 --> 00:06:31.360]  我們需要的是什麼呢
[00:06:31.360 --> 00:06:33.360]  需要能夠時刻親近神
[00:06:33.360 --> 00:06:35.360]  大義利就是一天三次
[00:06:35.360 --> 00:06:36.360]  親近神
[00:06:36.360 --> 00:06:38.360]  按照猶太人信仰的傳統
[00:06:38.360 --> 00:06:39.360]  一天三次
[00:06:39.360 --> 00:06:40.360]  甚至在危難的時候
[00:06:40.360 --> 00:06:41.360]  與照常一樣
[00:06:41.360 --> 00:06:42.360]  一天三次
[00:06:42.360 --> 00:06:43.360]  親近神
[00:06:43.360 --> 00:06:45.360]  他的生命就是親近神的生命
[00:06:45.360 --> 00:06:46.360]  所以他能夠有這樣的勇氣
[00:06:46.360 --> 00:06:47.360]  有這樣的信心
[00:06:47.360 --> 00:06:49.360]  能夠面對這麼大的危難之前
[00:06:49.360 --> 00:06:51.360]  他好像泰山崩於前掩
[00:06:51.360 --> 00:06:52.360]  不動
[00:06:52.360 --> 00:06:54.360]  因為他裡面有什麼呢
[00:06:54.360 --> 00:06:55.360]  有神
[00:06:55.360 --> 00:06:56.360]  當你時刻親近神的時候
[00:06:56.360 --> 00:06:57.360]  那種信心
[00:06:57.360 --> 00:06:58.360]  和神賢你那種信心
[00:06:58.360 --> 00:07:00.360]  那種能力
[00:07:00.360 --> 00:07:01.360]  那種平安
[00:07:01.360 --> 00:07:04.360]  才能夠在你身上表現出來
[00:07:04.360 --> 00:07:05.360]  所以我們為了
[00:07:05.360 --> 00:07:06.360]  彈劾你這個經歷
[00:07:06.360 --> 00:07:09.360]  親近神是值得我們學習的
[00:07:09.360 --> 00:07:10.360]  還有一件事
[00:07:10.360 --> 00:07:13.360]  他不會因為環境而改變他的信仰
[00:07:13.360 --> 00:07:14.360]  至死忠心
[00:07:14.360 --> 00:07:16.360]  但是你在當時的環境裡面
[00:07:16.360 --> 00:07:20.360]  其實只要他不繼續
[00:07:20.360 --> 00:07:22.360]  一天三次祈禱
[00:07:22.360 --> 00:07:23.360]  或者他關上窗
[00:07:23.360 --> 00:07:24.360]  滿祈禱
[00:07:24.360 --> 00:07:25.360]  沒有人知道他在祈禱
[00:07:25.360 --> 00:07:26.360]  他的命都沒事
[00:07:26.360 --> 00:07:28.360]  他這裡的選擇是什麼呢
[00:07:28.360 --> 00:07:31.360]  要麼就依靠神
[00:07:31.360 --> 00:07:32.360]  要麼就死亡
[00:07:32.360 --> 00:07:34.360]  其實沒有人會想到
[00:07:34.360 --> 00:07:36.360]  他可以在獅子坑被拯救出來
[00:07:36.360 --> 00:07:37.360]  是沒事的
[00:07:37.360 --> 00:07:38.360]  神與他同在
[00:07:38.360 --> 00:07:39.360]  平安處給他
[00:07:39.360 --> 00:07:40.360]  沒有人會想到
[00:07:40.360 --> 00:07:41.360]  在那時候沒有人會知道
[00:07:41.360 --> 00:07:42.360]  但是
[00:07:42.360 --> 00:07:44.360]  他卻選擇了什麼呢
[00:07:44.360 --> 00:07:46.360]  站在神的華語當中
[00:07:46.360 --> 00:07:47.360]  站在依靠神
[00:07:47.360 --> 00:07:49.360]  謹守神的華語當中
[00:07:49.360 --> 00:07:52.360]  使這個性命於道外
[00:07:52.360 --> 00:07:54.360]  這個也讓我們能夠
[00:07:54.360 --> 00:07:55.360]  學習到在我們平時的生活
[00:07:55.360 --> 00:07:57.360]  我們是不是真的能夠
[00:07:57.360 --> 00:07:58.360]  站穩在神的華語呢
[00:07:58.360 --> 00:07:59.360]  面對世界的衝擊
[00:07:59.360 --> 00:08:00.360]  世界的挑戰
[00:08:00.360 --> 00:08:01.360]  世界的引誘
[00:08:01.360 --> 00:08:03.360]  有時候我們會去引誘那邊
[00:08:03.360 --> 00:08:04.360]  挑戰那邊
[00:08:04.360 --> 00:08:06.360]  而沒有站在神的華語呢
[00:08:06.360 --> 00:08:07.360]  當我們經營做生意
[00:08:07.360 --> 00:08:08.360]  我們有沒有站在聖經的華語
[00:08:08.360 --> 00:08:09.360]  去做生意呢
[00:08:09.360 --> 00:08:10.360]  當我們待人接物
[00:08:10.360 --> 00:08:11.360]  有沒有站在聖經的華語
[00:08:11.360 --> 00:08:12.360]  去待人接物呢
[00:08:12.360 --> 00:08:15.360]  還是我們隨波逐流
[00:08:15.360 --> 00:08:16.360]  在社會上
[00:08:16.360 --> 00:08:17.360]  隨著社會的價值觀
[00:08:17.360 --> 00:08:19.360]  去飄來飄去呢
[00:08:19.360 --> 00:08:20.360]  這個我覺得我們都值得
[00:08:20.360 --> 00:08:21.360]  好好地學習
[00:08:21.360 --> 00:08:23.360]  當有重大挑戰的時候
[00:08:23.360 --> 00:08:24.360]  我們是不是仍然站在
[00:08:24.360 --> 00:08:25.360]  神的華語當中呢
[00:08:25.360 --> 00:08:27.360]  這個也是我們很需要
[00:08:27.360 --> 00:08:29.360]  值得我們去學習的
[00:08:29.360 --> 00:08:30.360]  第三點
[00:08:30.360 --> 00:08:31.360]  我覺得在大眼你的身上
[00:08:31.360 --> 00:08:34.360]  你在這裡是信仰生活化
[00:08:34.360 --> 00:08:35.360]  日日如是
[00:08:35.360 --> 00:08:37.360]  他一天三次祈禱
[00:08:37.360 --> 00:08:38.360]  什麼呢
[00:08:38.360 --> 00:08:40.360]  就是根本就是
[00:08:40.360 --> 00:08:42.360]  與素常一樣
[00:08:42.360 --> 00:08:43.360]  平時都是這樣的
[00:08:43.360 --> 00:08:45.360]  他的生活就是信仰
[00:08:45.360 --> 00:08:46.360]  信仰就是生活
[00:08:46.360 --> 00:08:48.360]  其實我想起我們小時候剛進主
[00:08:48.360 --> 00:08:50.360]  我想很多弟兄姊妹都可能會經歷過
[00:08:50.360 --> 00:08:51.360]  當你剛進了耶穌的時候
[00:08:51.360 --> 00:08:53.360]  好像你吃飯會怎麼樣
[00:08:53.360 --> 00:08:54.360]  祈禱
[00:08:54.360 --> 00:08:55.360]  有沒有人在吃飯的時候
[00:08:55.360 --> 00:08:57.360]  閃閃的這樣祈禱
[00:08:57.360 --> 00:08:58.360]  有沒有這樣祈禱
[00:08:58.360 --> 00:08:59.360]  我那時候小時候也有
[00:08:59.360 --> 00:09:01.360]  不好意思怕別人笑
[00:09:01.360 --> 00:09:03.360]  會不會有些人說笑
[00:09:03.360 --> 00:09:04.360]  吃完飯你忘記了一碗飯
[00:09:04.360 --> 00:09:06.360]  其餘都忘記了一碗飯
[00:09:06.360 --> 00:09:08.360]  忘記了一隻雞
[00:09:08.360 --> 00:09:10.360]  都有些說笑這樣說
[00:09:10.360 --> 00:09:12.360]  但是其實
[00:09:12.360 --> 00:09:14.360]  你在人面前認住
[00:09:14.360 --> 00:09:15.360]  神在天目面前
[00:09:15.360 --> 00:09:17.360]  主耶穌在天目面前也認你
[00:09:17.360 --> 00:09:18.360]  所以我們很重要
[00:09:18.360 --> 00:09:19.360]  我們要什麼呢
[00:09:19.360 --> 00:09:20.360]  我們要認
[00:09:20.360 --> 00:09:21.360]  我們的主耶穌基督
[00:09:21.360 --> 00:09:23.360]  我們要有膽量在人面前認
[00:09:23.360 --> 00:09:24.360]  認神
[00:09:24.360 --> 00:09:25.360]  認主耶穌基督
[00:09:25.360 --> 00:09:26.360]  認我們的信仰
[00:09:26.360 --> 00:09:27.360]  我記得有一次
[00:09:27.360 --> 00:09:30.360]  也有幾次跟朋友在內地
[00:09:30.360 --> 00:09:31.360]  交流的時間
[00:09:31.360 --> 00:09:32.360]  甚至有些官員在那裡
[00:09:32.360 --> 00:09:34.360]  有個朋友說祈禱
[00:09:34.360 --> 00:09:35.360]  好啊祈禱
[00:09:35.360 --> 00:09:36.360]  一樣有謝萬月圖
[00:09:36.360 --> 00:09:38.360]  別人也很尊重你的祈禱
[00:09:38.360 --> 00:09:40.360]  所以我覺得我們要能夠
[00:09:40.360 --> 00:09:41.360]  有很好的見證
[00:09:41.360 --> 00:09:42.360]  信仰生活化
[00:09:42.360 --> 00:09:43.360]  生活信仰化
[00:09:43.360 --> 00:09:44.360]  在我們生命裡面
[00:09:44.360 --> 00:09:45.360]  流露出基督
[00:09:45.360 --> 00:09:47.360]  讓基督的信仰
[00:09:47.360 --> 00:09:50.360]  成為我們的生活的傳播
[00:09:50.360 --> 00:09:52.360]  讓我們能夠養成阿華羽
[00:09:52.360 --> 00:09:55.360]  引領帶領我們活像基督
[00:09:55.360 --> 00:09:58.360]  另一件事就是對神的角度和心智
[00:09:58.360 --> 00:09:59.360]  心向耶路撒冷
[00:09:59.360 --> 00:10:00.360]  你會發覺到
[00:10:00.360 --> 00:10:01.360]  在聖經怎樣說
[00:10:01.360 --> 00:10:02.360]  就是說
[00:10:02.360 --> 00:10:07.360]  他樓上的窗戶是開向耶路撒冷
[00:10:07.360 --> 00:10:08.360]  開向耶路撒冷
[00:10:08.360 --> 00:10:10.360]  他的心是向耶路撒冷
[00:10:10.360 --> 00:10:13.360]  其實這裡有好幾個意思
[00:10:13.360 --> 00:10:14.360]  第一
[00:10:14.360 --> 00:10:16.360]  他是抓住了神的英雄
[00:10:16.360 --> 00:10:18.360]  其實待會我們有一段聖經會說到
[00:10:18.360 --> 00:10:21.360]  是所羅門獻殿的祈禱
[00:10:21.360 --> 00:10:23.360]  其實他向著耶路撒冷的祈禱
[00:10:23.360 --> 00:10:25.360]  是很回應到
[00:10:25.360 --> 00:10:27.360]  所羅門獻殿的祈禱的內容
[00:10:27.360 --> 00:10:30.360]  神和所羅門所納的藥的內容
[00:10:30.360 --> 00:10:34.360]  他在找神和以色列人所納的藥
[00:10:34.360 --> 00:10:35.360]  和所羅門所納的藥
[00:10:35.360 --> 00:10:37.360]  就算他被擄到外邦
[00:10:37.360 --> 00:10:38.360]  仍然是向著聖殿
[00:10:38.360 --> 00:10:40.360]  向著耶路撒冷的祈禱
[00:10:40.360 --> 00:10:42.360]  他的心是嚮往著聖殿
[00:10:42.360 --> 00:10:44.360]  同樣他的心是嚮往著
[00:10:44.360 --> 00:10:46.360]  他的信仰就在耶路撒冷
[00:10:46.360 --> 00:10:47.360]  在耶路撒冷那裡
[00:10:47.360 --> 00:10:48.360]  他的根就在耶路撒冷
[00:10:48.360 --> 00:10:49.360]  他的角度就在神的角度
[00:10:49.360 --> 00:10:50.360]  在耶路撒冷
[00:10:50.360 --> 00:10:51.360]  所以你看到
[00:10:51.360 --> 00:10:53.360]  他不是在巴比倫
[00:10:53.360 --> 00:10:54.360]  雖然他人在巴比倫
[00:10:54.360 --> 00:10:55.360]  但他的心是什麼呢?
[00:10:55.360 --> 00:10:56.360]  耶路撒冷
[00:10:56.360 --> 00:10:58.360]  所以他照樣是向著什麼呢?
[00:10:58.360 --> 00:10:59.360]  是耶路撒冷
[00:10:59.360 --> 00:11:01.360]  而且還有一個意義
[00:11:01.360 --> 00:11:03.360]  就是他期望什麼呢?
[00:11:03.360 --> 00:11:04.360]  有復興
[00:11:04.360 --> 00:11:08.360]  能夠為了耶路撒冷的祈禱
[00:11:08.360 --> 00:11:11.360]  盼望復興以色列民
[00:11:11.360 --> 00:11:13.360]  這個禱告是一個很大的信心的禱告
[00:11:13.360 --> 00:11:14.360]  盼望的禱告
[00:11:14.360 --> 00:11:17.360]  所以你看到他的心智
[00:11:17.360 --> 00:11:21.360]  是面向神的角度
[00:11:21.360 --> 00:11:22.360]  面向耶路撒冷
[00:11:22.360 --> 00:11:24.360]  所以在這裡
[00:11:24.360 --> 00:11:28.360]  這個是看到大禹利的特質
[00:11:28.360 --> 00:11:29.360]  或者我快一點
[00:11:29.360 --> 00:11:32.360]  先讀了這篇聖經
[00:11:32.360 --> 00:11:33.360]  如果大家可以的話
[00:11:33.360 --> 00:11:34.360]  跟我一起讀好不好?
[00:11:34.360 --> 00:11:36.360]  讀一讀這篇聖經好不好?
[00:11:36.360 --> 00:11:38.360]  一、二、三
[00:11:47.360 --> 00:11:52.360]  祂們若在被堵到之地想起罪來
[00:11:52.360 --> 00:11:54.360]  心意轉移
[00:11:54.360 --> 00:11:55.360]  懇求祢說
[00:11:55.360 --> 00:11:56.360]  我們有罪了
[00:11:56.360 --> 00:11:57.360]  我們背逆了
[00:11:57.360 --> 00:11:59.360]  我們作惡了
[00:11:59.360 --> 00:12:03.360]  祂們若在被擄之地盡心盡性服祢
[00:12:03.360 --> 00:12:04.360]  又向自己的地
[00:12:04.360 --> 00:12:07.360]  就是祢賜給他們列祖之地
[00:12:07.360 --> 00:12:09.360]  和祢所選擇的聖
[00:12:09.360 --> 00:12:12.360]  並我為你們所建造的殿禱告
[00:12:12.360 --> 00:12:14.360]  求祢在天上的居所
[00:12:14.360 --> 00:12:17.360]  聚聽他們的禱告祈求
[00:12:17.360 --> 00:12:19.360]  為他們申冤
[00:12:19.360 --> 00:12:21.360]  饒恕得罪你的民
[00:12:21.360 --> 00:12:23.360]  赦免他們的一切過犯
[00:12:23.360 --> 00:12:28.360]  使他們在被擄他們的人面前蒙面述
[00:12:28.360 --> 00:12:31.360]  大家看到整段就是當時獻殿
[00:12:31.360 --> 00:12:36.360]  在最榮華、最風光的所羅門建了殿之後的一個祈禱
[00:12:36.360 --> 00:12:37.360]  大家也都
[00:12:37.360 --> 00:12:40.360]  你看到它都預言到將來
[00:12:40.360 --> 00:12:42.360]  在這裡也都預言到將來
[00:12:42.360 --> 00:12:44.360]  會有被擄的機會
[00:12:44.360 --> 00:12:45.360]  在這裡
[00:12:45.360 --> 00:12:47.360]  五百年後的但以來
[00:12:47.360 --> 00:12:51.360]  祂的祈禱是找緊了神的心意
[00:12:51.360 --> 00:12:53.360]  找緊了那個約
[00:12:53.360 --> 00:12:54.360]  是一個回應的
[00:12:54.360 --> 00:12:55.360]  面向耶路撒冷
[00:12:55.360 --> 00:12:57.360]  在聖經裡你看得很清楚
[00:12:57.360 --> 00:12:59.360]  求祢在天上的居所
[00:12:59.360 --> 00:13:01.360]  聚聽他們的禱告祈求
[00:13:01.360 --> 00:13:02.360]  為他們申冤
[00:13:02.360 --> 00:13:04.360]  饒恕得罪你的民
[00:13:04.360 --> 00:13:05.360]  赦免他們的一切過犯
[00:13:05.360 --> 00:13:11.360]  使他們在被擄他們的人面前蒙面述
[00:13:11.360 --> 00:13:13.360]  看到整個
[00:13:13.360 --> 00:13:15.360]  但以來向耶路撒冷祈禱
[00:13:15.360 --> 00:13:18.360]  我相信他們都熟讀摩西的律法
[00:13:18.360 --> 00:13:25.360]  和當時他們可以學習到的教導
[00:13:25.360 --> 00:13:28.360]  所以你看到整個禱告
[00:13:28.360 --> 00:13:30.360]  是面向耶路撒冷
[00:13:30.360 --> 00:13:33.360]  回應得很收徹
[00:13:33.360 --> 00:13:35.360]  因為這次聖經說
[00:13:35.360 --> 00:13:37.360]  你的民若得罪你
[00:13:37.360 --> 00:13:38.360]  你向他們發怒
[00:13:38.360 --> 00:13:39.360]  將他們交給仇敵
[00:13:39.360 --> 00:13:40.360]  擄到仇敵之地
[00:13:40.360 --> 00:13:41.360]  或遠或近
[00:13:41.360 --> 00:13:43.360]  他們若在被擄到之地
[00:13:43.360 --> 00:13:44.360]  想起罪來
[00:13:44.360 --> 00:13:45.360]  回心轉意
[00:13:45.360 --> 00:13:46.360]  懇求祢說
[00:13:46.360 --> 00:13:47.360]  我們有罪了
[00:13:47.360 --> 00:13:48.360]  我們背逆了
