
[00:00:00.000 --> 00:00:05.200]  我想大家都很希望能夠有全人的健康
[00:04:22.360 --> 00:04:24.680]  PET即是PET Scan
[00:04:24.680 --> 00:04:26.080]  和磁力共振
[00:04:26.080 --> 00:04:27.520]  就是MR
[00:04:27.520 --> 00:04:33.360]  磁力共振的同時的相容同步的掃描系統
[00:04:33.360 --> 00:04:38.440]  它能夠提供更好的質素的影像
[00:04:38.440 --> 00:04:44.640]  適合用於前列腺 肝臟 胰臟 腦部的掃描
[00:04:44.640 --> 00:04:50.200]  這些其實有時候我們都需要檢視一下
[00:04:50.200 --> 00:04:54.760]  當然做這個儀器是醫生建議你才做
[00:04:54.760 --> 00:04:56.400]  無端端我們不會做的
[00:04:56.400 --> 00:04:58.320]  即是我們有問題
[00:04:58.320 --> 00:05:00.120]  我們必須要去面對
[00:05:00.120 --> 00:05:03.720]  並且用好的方法
[00:05:03.720 --> 00:05:06.600]  正確的方法來去診斷
[00:05:06.600 --> 00:05:08.920]  然後才可以去治療
[00:05:08.920 --> 00:05:10.120]  有一步
[00:05:10.120 --> 00:05:12.760]  又是全港第一步
[00:05:12.760 --> 00:05:15.480]  就是我們叫Tomotherapy
[00:05:15.480 --> 00:05:17.960]  就是放射治療
[00:05:17.960 --> 00:05:21.280]  第一步
[00:05:21.280 --> 00:05:23.720]  這個Tomotherapy我們所謂
[00:05:23.720 --> 00:05:29.160]  就是叫做高速螺旋放射治療
[00:05:29.160 --> 00:05:34.160]  同樣它能夠用360度的螺旋式的方式
[00:05:34.160 --> 00:05:40.920]  來去配合同步兒童的移動的治療的模式
[00:05:40.920 --> 00:05:42.800]  可以在不同的角度
[00:05:42.800 --> 00:05:50.600]  用不同的強度的放射線射入身體裏面
[00:05:50.600 --> 00:05:53.640]  能夠集中一些的劑量
[00:05:53.640 --> 00:05:58.320]  就可以減少傷害到其他正常的組織
[00:05:58.320 --> 00:06:02.160]  這些都是醫療的設備提升了之後
[00:06:02.160 --> 00:06:06.720]  就令到病人受到那些side effects
[00:06:06.720 --> 00:06:09.440]  或者其他的破壞減到最低
[00:06:09.440 --> 00:06:15.400]  這些都是我們浸會醫院進行一些的投資
[00:06:15.400 --> 00:06:17.520]  是希望幫到市民的
[00:06:17.520 --> 00:06:19.760]  如果是女性有一個
[00:06:19.760 --> 00:06:22.600]  就是比較上是女性適合用一些的
[00:06:22.600 --> 00:06:24.800]  這個就是今年我們推出的
[00:06:24.800 --> 00:06:26.560]  就是Reiki Therapy
[00:06:26.560 --> 00:06:32.640]  這個就是叫做3D近接療法
[00:06:32.640 --> 00:06:35.560]  就是如果放射來得遠的時候
[00:06:35.560 --> 00:06:37.240]  就是範圍大了
[00:06:37.240 --> 00:06:40.120]  你會影響到很多其他身體各部分
[00:06:40.120 --> 00:06:43.000]  它這個近射療法是很接近的
[00:06:43.000 --> 00:06:44.240]  很聚焦的
[00:06:44.240 --> 00:06:48.960]  特別對我們這個黃醫生
[00:06:48.960 --> 00:06:53.040]  就是乳癌或者子宮癌
[00:06:53.040 --> 00:06:55.800]  陰道癌 前列腺癌
[00:06:55.800 --> 00:06:58.080]  這些其實都是可以幫得好一些
[00:06:58.080 --> 00:06:59.840]  因為它可以很聚焦
[00:06:59.840 --> 00:07:05.440]  就叫做近接的療法Reiki Therapy
[00:07:05.440 --> 00:07:08.320]  最後一個就是心臟通波仔
[00:07:08.320 --> 00:07:10.240]  我沒有做過
[00:07:10.240 --> 00:07:11.880]  我想不知道會不會遲早要做
[00:07:11.880 --> 00:07:13.240]  我太太都做過了
[00:07:13.240 --> 00:07:14.640]  就是光顧你們
[00:07:14.640 --> 00:07:17.680]  你們見到的一位心臟科醫生
[00:07:17.680 --> 00:07:18.360]  不開名了
[00:07:18.360 --> 00:07:20.240]  大家都認識就熟了
[00:07:20.240 --> 00:07:21.600]  去了養和做的
[00:07:21.600 --> 00:07:22.440]  通波仔
[00:07:22.440 --> 00:07:24.560]  我們浸會醫院有一部
[00:07:24.560 --> 00:07:28.560]  第一部引入大中華區第一台
[00:07:28.560 --> 00:07:31.680]  最先進的心血管造影系統
[00:07:31.680 --> 00:07:35.840]  余建文教授 近時中大的教授
[00:07:35.840 --> 00:07:38.600]  幫我們設立這個中心
[00:07:38.600 --> 00:07:41.040]  時間關係不詳細講
[00:07:41.040 --> 00:07:42.280]  我想講就講
[00:07:42.280 --> 00:07:43.960]  其實好像身體一樣
[00:07:43.960 --> 00:07:46.600]  我們需要知道自己的情況
[00:07:46.600 --> 00:07:50.600]  我們需要借助Examination儀器
[00:07:50.600 --> 00:07:52.480]  然後才可以檢查
[00:07:52.480 --> 00:07:54.720]  才可以去治療
[00:07:54.720 --> 00:07:56.840]  心理也是
[00:07:56.840 --> 00:08:02.720]  我自己讀書是讀輔導學的
[00:08:02.720 --> 00:08:05.680]  會接觸很多心理學的理論
[00:08:05.680 --> 00:08:08.680]  今天因為時間關係就不詳細講
[00:08:08.680 --> 00:08:11.800]  但是心理學很多時候就講幾方面
[00:08:11.800 --> 00:08:16.560]  第一就是講人的慾望
[00:08:16.560 --> 00:08:18.640]  你慾望沒有滿足的話
[00:08:18.640 --> 00:08:20.160]  你就會有很多Frustration
[00:08:20.160 --> 00:08:23.280]  很多Frustration你就有很多Reaction
[00:08:23.280 --> 00:08:25.200]  有很多反應
[00:08:25.200 --> 00:08:29.000]  有反應你就可能會做出一些行為
[00:08:29.000 --> 00:08:32.200]  是對環境會有影響
[00:08:32.200 --> 00:08:35.760]  有些行為可能會有破壞性也說不定
[00:08:35.760 --> 00:08:40.120]  最早就是弗朗伊德
[00:08:40.120 --> 00:08:41.720]  Sigmund Freud
[00:08:41.720 --> 00:08:44.200]  我們的很多慾望
[00:08:44.200 --> 00:08:46.920]  包括食慾 性慾
[00:08:46.920 --> 00:08:48.680]  這些人的慾望
[00:08:48.680 --> 00:08:49.920]  生的慾望
[00:08:49.920 --> 00:08:52.880]  它是影響了人的行為
[00:08:52.880 --> 00:08:56.520]  它從一個病態的角度來看
[00:08:56.520 --> 00:08:58.960]  第二個是比較上
[00:08:58.960 --> 00:09:01.200]  都是在幾十年前
[00:09:01.200 --> 00:09:03.960]  是出名的就是這個Adler
[00:09:03.960 --> 00:09:06.840]  Adler就認為人是追求權力的
[00:09:06.840 --> 00:09:08.360]  他不只是慾望
[00:09:08.360 --> 00:09:09.440]  而是權力
[00:09:09.440 --> 00:09:12.320]  很多人就感覺自己是被
[00:09:12.320 --> 00:09:14.960]  即是剝奪了你的權利
[00:09:14.960 --> 00:09:17.920]  或者譬如就算你在兄弟姐妹裏面
[00:09:17.920 --> 00:09:21.080]  你排行是中間那個
[00:09:21.080 --> 00:09:23.240]  很多人都不會留意你的
[00:09:23.240 --> 00:09:25.520]  要麼大那個要麼小那個留意
[00:09:25.520 --> 00:09:27.800]  中間那些是被忽略的
[00:09:27.800 --> 00:09:31.960]  其實在家庭裏面都有很多權力的失衡
[00:09:31.960 --> 00:09:33.360]  很多紛爭
[00:09:33.360 --> 00:09:37.880]  所以由此他就引申他的理論
[00:09:37.880 --> 00:09:42.880]  第三股的心理學的理論提到
[00:09:42.880 --> 00:09:45.720]  人是追求意義的
[00:09:45.720 --> 00:09:48.320]  這個就是以Victor Frankl
[00:09:48.320 --> 00:09:52.960]  一個奧地利的猶太裔的生理學家
[00:09:52.960 --> 00:09:55.720]  是發現的
[00:09:55.720 --> 00:09:57.240]  即是提倡的
[00:09:57.240 --> 00:09:59.200]  就是Local Therapy
[00:09:59.200 --> 00:10:00.760]  意義治療法
[00:10:00.760 --> 00:10:03.400]  他曾經二次世界大戰的時候
[00:10:03.400 --> 00:10:04.560]  就是坐過牢
[00:10:04.560 --> 00:10:05.640]  入過集中營
[00:10:05.640 --> 00:10:06.960]  他看過很多人
[00:10:06.960 --> 00:10:09.000]  是在這樣的環境裏面
[00:10:09.000 --> 00:10:11.040]  沒有了求生的意志
[00:10:11.040 --> 00:10:12.800]  沒有了生存的慾望
[00:10:12.800 --> 00:10:14.600]  以致他就放棄了
[00:10:14.600 --> 00:10:18.360]  他就不想去活下去
[00:10:18.360 --> 00:10:22.560]  唯有那些對未來很有期盼
[00:10:22.560 --> 00:10:25.160]  他有個很強大的動力
[00:10:25.160 --> 00:10:27.680]  是要追求生存的話
[00:10:27.680 --> 00:10:29.160]  看到生存的意義
[00:10:29.160 --> 00:10:30.960]  或者他想著出來
[00:10:30.960 --> 00:10:33.840]  他可以跟那些家人團聚
[00:10:33.840 --> 00:10:36.920]  或者做一些未竟之願
[00:10:36.920 --> 00:10:39.520]  這樣的時候他就會有鬥志
[00:10:39.520 --> 00:10:41.400]  就容易些survive
[00:10:41.400 --> 00:10:47.200]  這個Franco就提倡了這個意義治療法
[00:10:47.200 --> 00:10:48.480]  所以你看心理學
[00:10:48.480 --> 00:10:51.000]  就是傳統三大的流派
[00:10:51.000 --> 00:10:53.600]  近期這二三十年就講到
[00:10:53.600 --> 00:10:55.400]  所謂正向心理學
[00:10:55.400 --> 00:10:57.560]  正向心理學
[00:10:57.560 --> 00:10:59.960]  就跟剛才所講的很多不同
[00:10:59.960 --> 00:11:04.160]  就是人不是說我們缺少些什麼
[00:11:04.160 --> 00:11:06.760]  或者我們What's wrong with you
[00:11:06.760 --> 00:11:09.720]  而是說我們要追求What's right with you
[00:11:09.720 --> 00:11:12.480]  就是每一個人不是因為你有deficiency
[00:11:12.480 --> 00:11:14.720]  有欠缺
[00:11:14.720 --> 00:11:16.880]  而產生各種問題
[00:11:16.880 --> 00:11:19.080]  而是我們需要幫助人
[00:11:19.080 --> 00:11:22.400]  發揮他有的潛能
[00:11:22.400 --> 00:11:27.080]  讓他的生活有一個滿足度在這裡
[00:11:27.080 --> 00:11:29.240]  這是positive psychology
[00:11:29.240 --> 00:11:31.360]  我們看到
[00:11:31.360 --> 00:11:33.160]  心理學用很多的
[00:11:33.160 --> 00:11:36.320]  都有很多的measurement
[00:11:36.320 --> 00:11:37.520]  或者assessment
[00:11:37.520 --> 00:11:38.920]  來看人的情況
[00:11:38.920 --> 00:11:42.800]  最普遍的就大家做小朋友
[00:11:42.800 --> 00:11:46.080]  我們就會check他IQ
[00:11:46.080 --> 00:11:48.480]  或者check他有沒有ADHD
[00:11:48.480 --> 00:11:49.800]  就是過度活躍
[00:11:49.800 --> 00:11:53.280]  或者沒有專注力不足那些情況
[00:11:53.280 --> 00:11:54.520]  或者是不是自閉
[00:11:54.520 --> 00:11:55.680]  這些最簡單
[00:11:55.680 --> 00:11:58.960]  現在香港社會已經進步了
[00:11:58.960 --> 00:12:00.920]  是可以有這些test的
[00:12:00.920 --> 00:12:02.440]  我們那時就沒有
[00:12:02.440 --> 00:12:03.600]  誰去test IQ
[00:12:03.600 --> 00:12:07.200]  所以我傻乎乎的就虛耗很多青春
[00:12:07.200 --> 00:12:09.440]  留班 好像沒有留過班
[00:12:09.440 --> 00:12:11.080]  諸如此類
[00:12:11.080 --> 00:12:15.120]  但現在政府又check你的智力
[00:12:15.120 --> 00:12:17.000]  又check你那些是不是自閉
[00:12:17.000 --> 00:12:18.400]  過度活躍症
[00:12:18.400 --> 00:12:19.560]  在教育裏面
[00:12:19.560 --> 00:12:21.360]  我有些學校都做校監
[00:12:21.360 --> 00:12:24.240]  又給很多錢做那些SEN
[00:12:24.240 --> 00:12:26.400]  Special Education
[00:12:26.400 --> 00:12:28.920]  這樣來幫助小朋友
[00:12:28.920 --> 00:12:31.680]  讓他們一樣可以正常的學習
[00:12:31.680 --> 00:12:34.240]  我們看到先是評估
[00:12:34.240 --> 00:12:35.320]  就是檢查
[00:12:35.320 --> 00:12:38.280]  然後才可以針對性的自律
[00:12:38.280 --> 00:12:41.320]  剛才我們講有身有心
[00:12:41.320 --> 00:12:43.200]  都有靈的
[00:12:43.200 --> 00:12:44.880]  身體我們需要檢查
[00:12:44.880 --> 00:12:46.040]  講到身體檢查
[00:12:46.040 --> 00:12:48.360]  我其實十幾年前
[00:12:48.360 --> 00:12:50.920]  因為浸會醫院有個MRI
[00:12:50.920 --> 00:12:55.000]  那時就沒有現在剛才講的那麼精進
[00:12:55.000 --> 00:12:57.600]  但都有一台MRI
[00:12:57.600 --> 00:12:58.800]  即是自律共振
[00:12:58.800 --> 00:13:01.160]  我就去檢查
[00:13:01.160 --> 00:13:03.920]  差不多十四年前就講
[00:13:03.920 --> 00:13:07.400]  檢查之後就發覺有些影
[00:13:07.400 --> 00:13:14.360]  有些影我們就要再做第二次
[00:13:14.360 --> 00:13:17.440]  就做這個自律共振
[00:13:17.440 --> 00:13:21.880]  自律共振反而是有粒東西在頸上
[00:13:21.880 --> 00:13:29.200]  然後抽針才知道那粒東西是惡還是不惡
[00:13:29.200 --> 00:13:30.880]  即是第二天又去抽
[00:13:30.880 --> 00:13:32.800]  一抽之後第二天告訴我
[00:13:32.800 --> 00:13:35.160]  「Dr. Ho,那粒東西好像很惡」
[00:13:35.160 --> 00:13:36.240]  「我們都要做手術」
[00:13:36.240 --> 00:13:39.400]  因此我就去做手術
[00:13:39.400 --> 00:13:44.360]  發現原來甲狀腺有癌症
[00:13:44.360 --> 00:13:48.680]  後來就找醫生做外科手術
[00:13:48.680 --> 00:13:53.880]  割了連副甲狀腺都割了
[00:13:53.880 --> 00:13:55.440]  全部拿走了
[00:13:55.440 --> 00:13:58.680]  所以現在沒有甲狀腺素補充
[00:13:58.680 --> 00:14:01.240]  每個日都要吃甲狀腺素
[00:14:01.240 --> 00:14:03.000]  即是T4的補充
[00:14:03.000 --> 00:14:07.320]  有一次我去旅行就忘記帶
[00:14:07.320 --> 00:14:09.400]  死了不記得帶
[00:14:09.400 --> 00:14:11.960]  一個星期就沒有這些食物怎樣教
[00:14:11.960 --> 00:14:13.400]  後來到處找
[00:14:13.400 --> 00:14:15.120]  後來感謝神就找到了
[00:14:15.120 --> 00:14:16.160]  我有得吃
[00:14:16.160 --> 00:14:19.040]  所以我自己都經歷過
[00:14:19.040 --> 00:14:23.920]  原來身體有事需要做檢查
[00:14:23.920 --> 00:14:28.640]  檢查之後怎樣都要去面對並治療
[00:14:28.640 --> 00:14:30.840]  但問題在這樣的情況下
[00:14:30.840 --> 00:14:32.400]  我們的心態如何
[00:14:32.400 --> 00:14:35.760]  這就是我們的靈性問題
[00:14:35.760 --> 00:14:40.160]  很多時候醫生可以幫到你
[00:14:40.160 --> 00:14:43.240]  身體診斷和醫治
[00:14:43.240 --> 00:14:47.640]  心理學的人可以幫你明白你的問題
[00:14:47.640 --> 00:14:51.320]  但怎樣解決其實都是靠你自己
[00:14:51.320 --> 00:14:53.720]  心理學家我們時時都講
[00:14:53.720 --> 00:14:55.160]  很多研究都看到
[00:14:55.160 --> 00:14:57.680]  你見心理學家找幫手
[00:14:57.680 --> 00:15:01.320]  三種可能性 1/3 1/3 1/3
[00:15:01.320 --> 00:15:03.480]  1/3幫到你
[00:15:03.480 --> 00:15:06.560]  1/3他不幫你
[00:15:06.560 --> 00:15:08.440]  你自己都慢慢好
[00:15:08.440 --> 00:15:10.920]  另外1/3他幫不到你
[00:15:10.920 --> 00:15:14.040]  所以其實你要肯定點
[00:15:14.040 --> 00:15:17.280]  怎樣可以幫到自己解決問題
[00:15:17.280 --> 00:15:20.000]  其實不可以靠藉手於人
[00:15:20.000 --> 00:15:22.000]  心理學家都未必幫到你
[00:15:22.000 --> 00:15:24.600]  但我們在這樣的環境下
[00:15:24.600 --> 00:15:33.480]  其實我們要學習基督徒對逆境的秘訣
[00:15:33.480 --> 00:15:36.880]  基督徒對逆境的秘訣是怎樣呢
[00:15:36.880 --> 00:15:39.160]  好似保羅朗我靠著
[00:15:39.160 --> 00:15:42.960]  加給我力量的凡事都能做
[00:15:42.960 --> 00:15:45.920]  即知道自己不是你自己有什麼能力
[00:15:45.920 --> 00:15:49.480]  而是其實是神在你身上的能力
[00:15:49.480 --> 00:15:52.320]  神說祂在軟弱的人身上
[00:15:52.320 --> 00:15:53.840]  先顯得他剛強
[00:15:53.840 --> 00:15:56.040]  即是當我去病的時候
[00:15:56.040 --> 00:15:58.360]  去做手術打麻醉針
[00:15:58.360 --> 00:15:59.560]  你知全身麻醉
[00:15:59.560 --> 00:16:00.960]  遲些我又會要做
[00:16:00.960 --> 00:16:02.960]  最近發覺肩膀有問題
[00:16:02.960 --> 00:16:05.440]  跳了MRI
[00:16:05.440 --> 00:16:08.080]  那個骨科醫生說都要做手術
[00:16:08.080 --> 00:16:09.760]  又都要麻醉
[00:16:09.760 --> 00:16:11.480]  初時想說不做行不行
[00:16:11.480 --> 00:16:13.480]  我們青年會都有物理治療
[00:16:13.480 --> 00:16:15.480]  做了兩個月都解決不到
[00:16:15.480 --> 00:16:19.320]  都是要去做手術
[00:16:19.320 --> 00:16:22.040]  所以做手術都有一定風險性
[00:16:22.040 --> 00:16:24.320]  但這個時候你怎樣去交托呢
[00:16:24.320 --> 00:16:26.320]  基督徒就懂得去交托
[00:16:26.320 --> 00:16:28.520]  因為我們相信我們有個神
[00:16:28.520 --> 00:16:30.200]  那個神是愛我們的
[00:16:30.200 --> 00:16:31.640]  祂會照顧我們的
[00:16:31.640 --> 00:16:33.640]  基督徒所相信的神
[00:16:33.640 --> 00:16:35.760]  祂不單止是一個很偉大的神
[00:16:35.760 --> 00:16:37.840]  好似我們望這個天空
[00:16:37.840 --> 00:16:39.720]  宇宙 祂創造宇宙
[00:16:39.720 --> 00:16:41.440]  關我什麼事
[00:16:41.440 --> 00:16:42.960]  基督徒所相信的神
[00:16:42.960 --> 00:16:44.760]  除了是這麼偉大的神
[00:16:44.760 --> 00:16:47.040]  祂並且是一個Personal God
[00:16:47.040 --> 00:16:49.600]  祂是我們的神
[00:16:49.600 --> 00:16:52.000]  祂是你隨時的幫助
[00:16:52.000 --> 00:16:54.000]  你可以去依靠祂
[00:16:54.000 --> 00:16:57.120]  你說是不是心理作用
[00:16:57.120 --> 00:16:59.120]  你如果用這個角度看
[00:16:59.120 --> 00:17:01.120]  你說心理作用
[00:17:01.120 --> 00:17:02.120]  那沒有辦法
[00:17:02.120 --> 00:17:03.120]  因為你不接受
[00:17:03.120 --> 00:17:04.720]  譬如你這樣說
[00:17:04.720 --> 00:17:08.120]  你的太太對你好
[00:17:08.120 --> 00:17:09.640]  那你是不是心理作用
[00:17:09.640 --> 00:17:11.000]  她其實不是對你好
[00:17:11.000 --> 00:17:13.000]  還是她其實想護你
[00:17:13.000 --> 00:17:15.720]  我們有些叫做Transaction Theory
[00:17:15.720 --> 00:17:17.400]  即是一些交易作用
[00:17:17.400 --> 00:17:18.480]  她對你好些
[00:17:18.480 --> 00:17:20.200]  希望你又對她好些
[00:17:20.200 --> 00:17:23.200]  下次她買什麼你又手鬆些
[00:17:23.200 --> 00:17:24.600]  如果你是這樣想
[00:17:24.600 --> 00:17:26.600]  所有人的關係
[00:17:26.600 --> 00:17:28.840]  都是很Vanity
[00:17:28.840 --> 00:17:30.040]  很空虛
[00:17:30.040 --> 00:17:32.320]  所以難怪有些人
[00:17:32.320 --> 00:17:33.680]  是看不通
[00:17:33.680 --> 00:17:36.080]  就覺得人生是沒有意義
[00:17:36.080 --> 00:17:37.880]  他是要結束自己的生命
[00:17:37.880 --> 00:17:39.520]  所以你的選擇是
[00:17:39.520 --> 00:17:42.520]  你相信人生是沒有意義的
[00:17:42.520 --> 00:17:45.560]  還是相信其實人生是有意義的
[00:17:45.560 --> 00:17:47.480]  我們基督徒所相信的
[00:17:47.480 --> 00:17:49.280]  神創造這個世界
[00:17:49.280 --> 00:17:51.280]  是叫我們管理這個世界
[00:17:51.280 --> 00:17:53.280]  一早就給了這個責任我們
[00:17:53.280 --> 00:17:55.280]  我們的地位很高
[00:17:55.280 --> 00:17:57.280]  只是比天使低一些
[00:17:57.280 --> 00:17:58.480]  所以有些人說
[00:17:58.480 --> 00:17:59.680]  人是動物來的
[00:17:59.680 --> 00:18:00.680]  不是
[00:18:00.680 --> 00:18:02.080]  人一定不是動物
[00:18:02.080 --> 00:18:03.680]  人又不是神
[00:18:03.680 --> 00:18:05.680]  有些人說人可以做神
[00:18:05.680 --> 00:18:06.880]  人都不是神
[00:18:06.880 --> 00:18:08.880]  人是比天使
[00:18:08.880 --> 00:18:10.880]  有些翻譯就說
[00:18:10.880 --> 00:18:12.480]  世草的God
[00:18:12.480 --> 00:18:16.480]  即是世草的God少一些
[00:18:16.480 --> 00:18:18.880]  即是我們稍為低一些
[00:18:18.880 --> 00:18:21.080]  因為我們有靈性
[00:18:21.080 --> 00:18:22.680]  即是Spiritual的
[00:18:22.680 --> 00:18:23.880]  那個層面
[00:18:23.880 --> 00:18:25.680]  是和我們物質界
[00:18:25.680 --> 00:18:27.680]  或者動物的不同
[00:18:27.680 --> 00:18:29.280]  所以其實人
[00:18:29.280 --> 00:18:30.880]  我們所相信的神
[00:18:30.880 --> 00:18:33.080]  是一個很偉大的神
[00:18:33.080 --> 00:18:35.280]  但祂又可以做我們Personal God
[00:18:35.280 --> 00:18:36.880]  Personal Friend
[00:18:36.880 --> 00:18:38.880]  因此
[00:18:38.880 --> 00:18:42.680]  我自己在自己的經歷裏面
[00:18:42.680 --> 00:18:46.480]  就是感覺到神的恩典
[00:18:46.480 --> 00:18:49.880]  我出生的家庭
[00:18:49.880 --> 00:18:50.880]  50年代
[00:18:50.880 --> 00:18:52.280]  我都退休了
[00:18:52.280 --> 00:18:54.080]  都大約知道歲數
[00:18:54.080 --> 00:18:55.480]  50年代出生
[00:18:55.480 --> 00:18:57.280]  大部份人
[00:18:57.280 --> 00:18:59.080]  我們是獅子山下的
[00:18:59.080 --> 00:19:00.880]  就不是太平山那邊
[00:19:00.880 --> 00:19:02.880]  我經常都說香港有兩個山
[00:19:02.880 --> 00:19:05.080]  當然有大嶼山
[00:19:05.080 --> 00:19:06.680]  太平山那邊
[00:19:06.680 --> 00:19:10.080]  早期就只是白人可以住
[00:19:10.080 --> 00:19:14.080]  後來半山就有錢一些
[00:19:14.080 --> 00:19:15.080]  獅子山下面
[00:19:15.080 --> 00:19:16.280]  大家知道九龍區
[00:19:16.280 --> 00:19:20.280]  特別是九龍新界
[00:19:20.280 --> 00:19:21.480]  九龍以北
[00:19:21.480 --> 00:19:22.880]  界銀街以北
[00:19:22.880 --> 00:19:25.280]  都是大部份都是走難下來的
[00:19:25.280 --> 00:19:27.080]  那些新移民
