
[00:00:00.000 --> 00:00:02.960]  大胃傳的第22章
[00:03:18.880 --> 00:03:21.840]  我們知道雖然大衛是一個合神心意的人
[00:03:21.840 --> 00:03:24.080]  但是有很多很多的敵人
[00:03:24.080 --> 00:03:26.080]  他有很多的敵人
[00:03:26.080 --> 00:03:28.320]  例如「侍媒」這個人
[00:03:28.320 --> 00:03:30.640]  罵到他狗血淋頭
[00:03:30.640 --> 00:03:33.600]  現在他就要宣佈大赦
[00:03:33.600 --> 00:03:37.520]  甚至赦免像「侍媒」這樣的人
[00:03:37.520 --> 00:03:38.880]  還有第四點
[00:03:38.880 --> 00:03:42.160]  他需要糾正一些錯誤
[00:03:42.160 --> 00:03:46.400]  我們知道「洗巴」就是「米菲波切」的僕人
[00:03:46.400 --> 00:03:50.160]  他來到大衛面前誣告他的主人
[00:03:50.160 --> 00:03:54.480]  大衛當時就做了一個錯誤的決定
[00:03:54.480 --> 00:03:58.000]  今天大衛是要改變這個決定
[00:03:58.000 --> 00:04:01.600]  撒姆爾夏第19章24-30節
[00:04:01.600 --> 00:04:03.680]  而最後一點
[00:04:03.680 --> 00:04:07.200]  就是他要獎賞一些忠心的僕人
[00:04:07.200 --> 00:04:11.600]  撒姆爾夏第19章31-40節
[00:04:11.600 --> 00:04:15.440]  我們先說大衛要收拾他的心情
[00:04:15.440 --> 00:04:19.040]  有人說我們在勝利之後
[00:04:19.040 --> 00:04:22.480]  要跟在勝利之前一樣的警醒
[00:04:22.480 --> 00:04:23.920]  一樣的警惕
[00:04:23.920 --> 00:04:25.200]  如果不是的話
[00:04:25.200 --> 00:04:27.200]  你可能得到勝利
[00:04:27.200 --> 00:04:29.440]  但是你將會失去
[00:04:29.440 --> 00:04:35.760]  你可能會贏了戰爭
[00:04:35.760 --> 00:04:39.040]  但是你會失去最後的勝利
[00:04:39.040 --> 00:04:41.360]  這個正是大衛的問題
[00:04:41.360 --> 00:04:43.680]  他得到勝利之後他怎樣
[00:04:43.680 --> 00:04:47.760]  經文說他蒙著臉大聲哭號說
[00:04:47.760 --> 00:04:53.200]  「我兒鴨沙龍,鴨沙龍我兒,我兒也」
[00:04:53.200 --> 00:04:58.640]  他掛著他的兒子哀悼在這裏憂傷
[00:04:58.640 --> 00:05:02.080]  其實本來大衛的軍隊
[00:05:02.080 --> 00:05:04.800]  幫助大衛戰勝鴨沙龍
[00:05:04.800 --> 00:05:08.880]  得到勝利應該是慶祝勝利
[00:05:08.880 --> 00:05:14.640]  現在的人民害怕到像打書仗一樣
[00:05:14.640 --> 00:05:17.360]  薩姆爾夏第19章第3節
[00:05:17.360 --> 00:05:19.360]  中文暗暗的進城
[00:05:19.360 --> 00:05:23.440]  就如敗陣逃跑慚愧的民一般
[00:05:23.440 --> 00:05:26.320]  打勝仗的人民應該怎樣
[00:05:26.320 --> 00:05:29.040]  慶高彩烈來慶祝
[00:05:29.040 --> 00:05:33.040]  現在的人民看到大衛這麼悲傷
[00:05:33.040 --> 00:05:35.600]  不要搞擾他
[00:05:35.600 --> 00:05:37.280]  不要驚動他
[00:05:37.280 --> 00:05:42.080]  任由他哭著我們暗暗的偷偷的走回城裏
[00:05:42.080 --> 00:05:45.920]  平時偷偷的走回城裏的是甚麼人
[00:05:45.920 --> 00:05:47.840]  打書仗的人
[00:05:47.840 --> 00:05:50.240]  打贏仗你不會這樣
[00:05:50.240 --> 00:05:52.960]  大衛絕對明白
[00:05:52.960 --> 00:05:56.000]  他的部下為他付出了很多
[00:05:56.000 --> 00:06:00.240]  而大衛一向對他的士兵都是感恩的
[00:06:00.240 --> 00:06:03.120]  記不記得在薩姆爾夏第30章
[00:06:03.120 --> 00:06:08.240]  甚至那些士兵沒有去參與真戰
[00:06:08.240 --> 00:06:11.600]  得來的戰利品大衛都會分給他們
[00:06:11.600 --> 00:06:14.800]  因為大衛對他的士兵非常好
[00:06:14.800 --> 00:06:17.840]  但現在因為他死了兒子
[00:06:17.840 --> 00:06:21.040]  他大大的悲傷大大的哀悼
[00:06:21.040 --> 00:06:24.880]  本來應該慶祝勝利
[00:06:24.880 --> 00:06:30.000]  現在就好像是為了打敗仗而哀悼一樣
[00:06:30.000 --> 00:06:34.880]  大衛其實不單只是一個勇士一個戰士
[00:06:34.880 --> 00:06:36.400]  他是一個詩人
[00:06:36.400 --> 00:06:38.960]  作了很多詩篇的詩歌
[00:06:38.960 --> 00:06:41.120]  他還是一個音樂家
[00:06:41.120 --> 00:06:43.840]  很多時候當他絕望的時候
[00:06:43.840 --> 00:06:46.000]  他只要寫一首詩
[00:06:46.000 --> 00:06:48.320]  讚美一下神他就會怎樣
[00:06:48.320 --> 00:06:51.280]  由黑暗進入光明
[00:06:51.280 --> 00:06:53.280]  他就會開心了
[00:06:53.280 --> 00:06:56.160]  但現在因為他兒子的緣故
[00:06:56.160 --> 00:07:00.000]  他始終不能夠喜樂
[00:07:00.000 --> 00:07:03.360]  但是當他兒子生前的時候
[00:07:03.360 --> 00:07:05.760]  他沒有好好去管他的兒子
[00:07:05.760 --> 00:07:10.400]  現在死了就為他的兒子哀悼
[00:07:10.400 --> 00:07:12.560]  他的大兒子暗亂死了
[00:07:12.560 --> 00:07:13.840]  他是這樣
[00:07:13.840 --> 00:07:16.400]  現在他三兒子亞沙隆死了
[00:07:16.400 --> 00:07:18.560]  大衛也是一樣
[00:07:18.560 --> 00:07:22.240]  而這個三兒子就是大衛最喜歡的那個
[00:07:22.240 --> 00:07:24.560]  所以他傷心欲絕
[00:07:24.560 --> 00:07:28.880]  大衛的追隨者也不能夠明白大衛的心情
[00:07:28.880 --> 00:07:31.600]  這個明明是叛徒
[00:07:31.600 --> 00:07:33.200]  是五逆仔
[00:07:33.200 --> 00:07:35.440]  連爸爸也敢追殺
[00:07:35.440 --> 00:07:39.920]  大衛還是那麼喜歡他那麼愛他
[00:07:39.920 --> 00:07:44.400]  當然當我們有子女去世
[00:07:44.400 --> 00:07:49.120]  我們當然應該為我們的子女來悲傷
[00:07:49.120 --> 00:07:52.320]  甚至可能忽視了
[00:07:52.320 --> 00:07:56.640]  忘記了子女生前做過的錯事
[00:07:56.640 --> 00:07:59.280]  犯過的罪我們也不記得
[00:07:59.280 --> 00:08:02.080]  但是身為國家的領袖
[00:08:02.080 --> 00:08:04.080]  國家的元帥
[00:08:04.080 --> 00:08:06.960]  就算大衛的心已經碎
[00:08:06.960 --> 00:08:09.840]  他仍然需要領導他的人民
[00:08:09.840 --> 00:08:11.520]  領導他的子民
[00:08:11.520 --> 00:08:13.120]  大衛就沒有這樣做
[00:08:13.120 --> 00:08:15.360]  他一直在哀悼
[00:08:15.360 --> 00:08:18.560]  在1950年10月10日
[00:08:18.560 --> 00:08:23.040]  英國首相邱吉爾(Winston Churchill)
[00:08:23.040 --> 00:08:29.120]  他曾經被邀請到Copenhagen University
[00:08:29.120 --> 00:08:32.640]  來演講
[00:08:32.640 --> 00:08:35.760]  當時他被介紹的時候
[00:08:35.760 --> 00:08:39.200]  被介紹為第二次世界大戰的英雄
[00:08:39.200 --> 00:08:42.240]  是勝利的建築師
[00:08:42.240 --> 00:08:45.040]  那個介紹人高舉他
[00:08:45.040 --> 00:08:46.960]  但是他自己怎麼說
[00:08:46.960 --> 00:08:49.760]  他說我只不過是祖國的僕人
[00:08:49.760 --> 00:08:54.000]  如果我在任何時候不能幫助我的國家
[00:08:54.000 --> 00:08:58.640]  表現出堅定不移的戰鬥和征服的決心
[00:08:58.640 --> 00:09:02.000]  我就應該立刻被革職
[00:09:02.000 --> 00:09:05.840]  這個正是應該跟大衛說
[00:09:05.840 --> 00:09:06.960]  他有沒有這樣做
[00:09:06.960 --> 00:09:08.080]  他沒有這樣做
[00:09:08.080 --> 00:09:12.960]  他忘記了他將他自己個人的事
[00:09:12.960 --> 00:09:16.160]  擺在國家的利益之上
[00:09:16.160 --> 00:09:19.760]  這就是大衛
[00:09:19.760 --> 00:09:23.280]  於是約翰的元帥就來
[00:09:23.280 --> 00:09:24.880]  用很尖銳
[00:09:24.880 --> 00:09:29.920]  但是很簡潔的話來提醒大衛
[00:09:29.920 --> 00:09:32.480]  要他面對現實
[00:09:32.480 --> 00:09:35.280]  約翰是用了一個字
[00:09:35.280 --> 00:09:40.000]  這個希伯來字在經文裡面出現四次
[00:09:40.000 --> 00:09:41.600]  但是如果你讀和合本
[00:09:41.600 --> 00:09:43.280]  只翻譯了兩次
[00:09:43.280 --> 00:09:44.960]  這是什麼字
[00:09:44.960 --> 00:09:47.680]  就是nefesh這個希伯來字
[00:09:47.680 --> 00:09:49.920]  就是聖命這個字
[00:09:49.920 --> 00:09:51.600]  約翰提醒大衛
[00:09:51.600 --> 00:09:54.080]  你的士兵為了你
[00:09:54.080 --> 00:09:55.360]  為了你的家人
[00:09:55.360 --> 00:09:57.040]  為了你的妻妾
[00:09:57.040 --> 00:09:59.200]  連命都不要
[00:09:59.200 --> 00:10:01.360]  幫你來打仗
[00:10:01.360 --> 00:10:03.520]  現在有勝利了
[00:10:03.520 --> 00:10:07.120]  你就算是哀悼
[00:10:07.120 --> 00:10:09.680]  約翰指責大衛
[00:10:09.680 --> 00:10:12.560]  你根本不知道誰是你的朋友
[00:10:12.560 --> 00:10:14.160]  誰是你的敵人
[00:10:14.160 --> 00:10:16.960]  你搞錯了大衛
[00:10:16.960 --> 00:10:21.200]  另外約翰也指出事情的迫切性
[00:10:21.200 --> 00:10:26.080]  今日這個字出現了五次在他那番話裡面
[00:10:26.080 --> 00:10:29.680]  你今天就要走去城門口
[00:10:29.680 --> 00:10:31.200]  去做什麼
[00:10:31.200 --> 00:10:32.960]  鼓勵你的士兵
[00:10:32.960 --> 00:10:35.120]  你應該要這樣做
[00:10:35.120 --> 00:10:38.080]  於是大衛就聽他的話
[00:10:38.080 --> 00:10:40.800]  但是當大衛發現
[00:10:40.800 --> 00:10:44.400]  原來命令殺死他的兒子阿沙隆
[00:10:44.400 --> 00:10:46.400]  是約翰的元帥
[00:10:46.400 --> 00:10:48.800]  他就下了決心
[00:10:48.800 --> 00:10:52.560]  一定要將約翰革職
[00:10:52.560 --> 00:11:00.960]  他下決心要使阿瑪撒成為他的元帥
[00:11:00.960 --> 00:11:03.120]  記不記得阿瑪撒是誰
[00:11:03.120 --> 00:11:07.600]  阿瑪撒是阿沙隆的元帥
[00:11:07.600 --> 00:11:14.160]  現在他要阿瑪撒來代替約翰
[00:11:14.160 --> 00:11:17.440]  在整件阿沙隆的事件當中
[00:11:17.440 --> 00:11:22.240]  我們都沒有見到大衛有尋求耶和華的心意
[00:11:22.240 --> 00:11:25.040]  耶和華的旨意
[00:11:25.040 --> 00:11:27.600]  當大衛被素羅追殺
[00:11:27.600 --> 00:11:29.840]  他有找他的祭司
[00:11:29.840 --> 00:11:34.480]  用烏靈土命來尋求神的旨意
[00:11:34.480 --> 00:11:38.880]  他在曠野作詩篇的時候
[00:11:38.880 --> 00:11:41.440]  雖然憂慮但是他有禱告
[00:11:41.440 --> 00:11:44.080]  他有將事情交給神
[00:11:44.080 --> 00:11:46.000]  神就幫助他
[00:11:46.000 --> 00:11:48.800]  但是當他一帆風順的時候
[00:11:48.800 --> 00:11:51.040]  似乎忘記了神
[00:11:51.040 --> 00:11:54.160]  就是這個時候他開始犯很多的罪
[00:11:54.160 --> 00:11:55.920]  姦淫殺淫
[00:11:55.920 --> 00:12:00.800]  就是大衛一帆風順的時候
[00:12:00.800 --> 00:12:03.920]  後來當他的兒子阿沙隆追殺他
[00:12:03.920 --> 00:12:06.720]  他又一次返到神那裡
[00:12:06.720 --> 00:12:08.160]  他向神禱告
[00:12:08.160 --> 00:12:12.960]  他希望阿希多佛的計謀變成如初
[00:12:12.960 --> 00:12:17.040]  所以大衛每一次他有危難就歸向神
[00:12:17.040 --> 00:12:21.760]  但是當他處理他的兒子的問題
[00:12:21.760 --> 00:12:24.000]  例如阿沙隆的問題
[00:12:24.000 --> 00:12:26.640]  他根本沒有尋求神的旨意
[00:12:26.640 --> 00:12:30.240]  他只靠自己的能力 自己的智慧
[00:12:30.240 --> 00:12:34.000]  記不記得他找了阿沙隆回來
[00:12:34.000 --> 00:12:36.240]  跟他開冷戰
[00:12:36.240 --> 00:12:38.080]  這是他自己的做法
[00:12:38.080 --> 00:12:40.960]  不是從神而來的智慧
[00:12:40.960 --> 00:12:46.560]  他根本沒有處理好他的兒子的問題
[00:12:46.560 --> 00:12:51.120]  大衛最後真的可以返回耶路撒冷
[00:12:51.120 --> 00:12:54.160]  他可以再次登上王位
[00:12:54.160 --> 00:12:56.720]  他在返回耶路撒冷的途中
[00:12:56.720 --> 00:13:00.000]  他頒了一道訊息給以色列人
[00:13:00.000 --> 00:13:02.320]  就是要人民團結
[00:13:02.320 --> 00:13:05.840]  將他們的偏見仇恨全部埋沒
[00:13:05.840 --> 00:13:11.040]  希望他們能夠一起團結來支持自己
[00:13:11.040 --> 00:13:14.640]  其實以色列經過這麼多年的內戰
[00:13:14.640 --> 00:13:16.880]  已經是五分六裂
[00:13:16.880 --> 00:13:23.040]  分為有阿沙隆的追隨者和大衛的追隨者
[00:13:23.040 --> 00:13:25.680]  十二個支派也有分裂
[00:13:25.680 --> 00:13:30.320]  分開有十個支派支持阿沙隆
[00:13:30.320 --> 00:13:33.680]  有兩個支派支持大衛
[00:13:33.680 --> 00:13:36.960]  所以十個以色列支派和猶大支派
[00:13:36.960 --> 00:13:41.680]  是有很大很大的芥蒂
[00:13:41.680 --> 00:13:48.400]  其實十二支派的領袖很需要在這個時候聯合起來
[00:13:48.400 --> 00:13:52.320]  一起來邀請大衛返回耶路撒冷
[00:13:52.320 --> 00:13:55.840]  但是就是因為黨派的爭執
[00:13:55.840 --> 00:13:57.600]  內部的摩擦
[00:13:57.600 --> 00:13:59.360]  以致延遲了
[00:13:59.360 --> 00:14:04.160]  內內都沒有人走去邀請大衛返來
[00:14:04.160 --> 00:14:06.720]  連那些以色列人民都不明白
[00:14:06.720 --> 00:14:08.480]  以色列人民怎麼說
[00:14:08.480 --> 00:14:11.040]  在撒姆爾夏的十九章第十節
[00:14:11.040 --> 00:14:14.720]  為什麼不出一言請王回來呢
[00:14:14.720 --> 00:14:17.120]  人民都覺得奇怪
[00:14:17.120 --> 00:14:21.120]  大衛都知道這件事如果拖得越久
[00:14:21.120 --> 00:14:23.680]  夜長夢多
[00:14:23.680 --> 00:14:26.480]  大衛是神指定的僕人
[00:14:26.480 --> 00:14:28.160]  被神來高納
[00:14:28.160 --> 00:14:30.800]  他不需要人民來投票
[00:14:30.800 --> 00:14:34.400]  看看是否贊成大衛成為王
[00:14:34.400 --> 00:14:35.840]  因為他是神揀選
[00:14:35.840 --> 00:14:38.640]  甚至他可以用武力
[00:14:38.640 --> 00:14:39.920]  因為他有軍隊
[00:14:39.920 --> 00:14:42.080]  可以去攻打耶路撒冷城
[00:14:42.080 --> 00:14:43.600]  搶回他的王位
[00:14:43.600 --> 00:14:45.200]  但是他都沒有這樣做
[00:14:45.200 --> 00:14:46.880]  他希望什麼
[00:14:46.880 --> 00:14:49.840]  他希望人民能夠邀請他
[00:14:49.840 --> 00:14:54.000]  用和平的方法回到耶路撒冷
[00:14:54.000 --> 00:14:57.120]  再次成為以色列人的王
[00:14:57.120 --> 00:14:58.640]  我剛才說
[00:14:58.640 --> 00:15:02.320]  連猶大支派其實都反叛了大衛
[00:15:02.320 --> 00:15:07.040]  所以他們根本沒有面子在大衛面前說話
[00:15:07.040 --> 00:15:10.560]  反而大衛現在叫猶大支派
[00:15:10.560 --> 00:15:15.120]  你們不如邀請我回到耶路撒冷吧
[00:15:15.120 --> 00:15:17.360]  跟猶大支派說
[00:15:17.360 --> 00:15:20.640]  其實他這樣說也是暗示了
[00:15:20.640 --> 00:15:23.440]  如果你們真的邀請我回到耶路撒冷
[00:15:23.440 --> 00:15:25.040]  我就前事不提
[00:15:25.040 --> 00:15:28.320]  我不會再追究你們的罪
[00:15:28.320 --> 00:15:33.040]  大衛甚至叫祭司薩督和亞比亞他
[00:15:33.040 --> 00:15:36.560]  向猶大人的長老傳了一個訊息
[00:15:36.560 --> 00:15:37.680]  說什麼
[00:15:37.680 --> 00:15:39.840]  你們是我的弟兄
[00:15:39.840 --> 00:15:41.280]  是我的骨肉
[00:15:41.280 --> 00:15:45.920]  為什麼在人後頭請王回來呢
[00:15:45.920 --> 00:15:48.800]  撒末以下的十九章十二節
[00:15:48.800 --> 00:15:50.880]  為什麼是大衛的骨肉
[00:15:50.880 --> 00:15:53.600]  大衛是猶大支派
[00:15:53.600 --> 00:15:55.360]  我們是自己人
[00:15:55.360 --> 00:15:58.560]  十二支派當中你們是我的人
[00:15:58.560 --> 00:16:03.200]  你們應該首先發起請我回到耶路撒冷
[00:16:03.200 --> 00:16:05.840]  你不要在人的後頭
[00:16:05.840 --> 00:16:08.640]  現在以色列人已經出風聲
[00:16:08.640 --> 00:16:10.160]  說要請我回去
[00:16:10.160 --> 00:16:12.480]  為什麼你們不搶先來做
[00:16:12.480 --> 00:16:19.440]  大衛還要叫薩督和亞比亞他
[00:16:19.440 --> 00:16:21.520]  告訴亞瑪撒
[00:16:21.520 --> 00:16:26.000]  大衛已經發誓要他來代替約阿
[00:16:26.000 --> 00:16:28.480]  成為以色列人的元帥
[00:16:28.480 --> 00:16:32.960]  他叫祭司告訴亞瑪撒
[00:16:32.960 --> 00:16:35.040]  你不是我的骨肉嗎
[00:16:35.040 --> 00:16:38.880]  當然亞瑪撒是大衛的骨肉
[00:16:38.880 --> 00:16:40.640]  因為是大衛的侄子
[00:16:40.640 --> 00:16:44.480]  但他是亞瑪撒的元帥
[00:16:44.480 --> 00:16:48.080]  你有沒有見過打完仗之後
[00:16:48.080 --> 00:16:51.520]  打敗仗的元帥
[00:16:51.520 --> 00:16:53.760]  成為打勝仗軍隊的元帥
[00:16:53.760 --> 00:16:54.960]  你見過沒有
[00:16:54.960 --> 00:16:56.560]  沒有見過
[00:16:56.560 --> 00:16:58.320]  大衛就會這樣做
[00:16:58.320 --> 00:17:06.240]  他就會叫亞瑪撒成為他軍隊的元帥
[00:17:06.240 --> 00:17:08.160]  為什麼他要這樣做
[00:17:08.160 --> 00:17:10.720]  其實可能有三個原因
[00:17:10.720 --> 00:17:13.520]  第一就是他不喜歡約阿
[00:17:13.520 --> 00:17:17.920]  因為約阿下命令殺了他喜歡的兒子
[00:17:17.920 --> 00:17:19.520]  亞沙隆
[00:17:19.520 --> 00:17:21.600]  所以他不喜歡約阿
[00:17:21.600 --> 00:17:25.200]  而約阿已經不是第一次背叛他的命令
[00:17:25.200 --> 00:17:28.000]  在亞利爾的事件我們也見到
[00:17:28.000 --> 00:17:34.160]  約阿已經是很多次反叛大衛的旨意
[00:17:34.160 --> 00:17:35.760]  另外第二點
[00:17:35.760 --> 00:17:38.000]  透過任命亞瑪撒
[00:17:38.000 --> 00:17:42.640]  大衛告訴所有亞沙隆的支持者
[00:17:42.640 --> 00:17:44.720]  只要你們支持我
[00:17:44.720 --> 00:17:46.720]  我不計前事
[00:17:46.720 --> 00:17:49.920]  連亞瑪撒是亞沙隆的元帥
[00:17:49.920 --> 00:17:51.760]  我都能夠縱容他
[00:17:51.760 --> 00:17:53.360]  如果你們支持我的話
[00:17:53.360 --> 00:17:56.240]  我一樣會恩待你們
[00:17:56.240 --> 00:17:58.000]  還有第三點
[00:17:58.000 --> 00:18:03.440]  他要利用亞瑪撒對猶大人有很強大的影響力
[00:18:03.440 --> 00:18:06.880]  在歷代至上的十二章十八節告訴我們
[00:18:06.880 --> 00:18:10.000]  亞瑪撒曾經帶領三十個勇士
[00:18:10.000 --> 00:18:12.000]  來投靠大衛
[00:18:12.000 --> 00:18:14.560]  當大衛落荒而逃的時候
[00:18:14.560 --> 00:18:17.120]  我剛才也說過
[00:18:17.120 --> 00:18:19.040]  相信在歷史當中
[00:18:19.040 --> 00:18:23.520]  這是唯一一次打敗將軍隊的元帥
[00:18:23.520 --> 00:18:27.360]  居然能夠成為打勝將軍隊的元帥
[00:18:27.360 --> 00:18:31.680]  這個相信在歷史當中
[00:18:31.680 --> 00:18:34.400]  不單止在聖經裡面是第一次
[00:18:34.400 --> 00:18:36.960]  所以第一點
[00:18:36.960 --> 00:18:39.760]  大衛首先要收拾他的心情
[00:18:39.760 --> 00:18:41.120]  第二點
[00:18:41.120 --> 00:18:44.000]  他要宣佈全國的大赦
[00:18:44.000 --> 00:18:48.400]  當其他的支派都猶豫不決
[00:18:48.400 --> 00:18:51.040]  來請大衛回去耶路撒冷
[00:18:51.040 --> 00:18:56.400]  猶大人被大衛跟他們傳了話之後
[00:18:56.400 --> 00:18:59.360]  就全心全意來支持大衛
[00:18:59.360 --> 00:19:01.920]  邀請他回到耶路撒冷
[00:19:01.920 --> 00:19:07.040]  當大衛落到約旦河附近吉甲的地方
[00:19:07.040 --> 00:19:10.640]  猶大人已經在那裡來歡迎他
[00:19:10.640 --> 00:19:15.120]  記不記得曾經罵到他狗血淋頭的
[00:19:15.120 --> 00:19:17.760]  那個汴雅敏人侍梅
[00:19:17.760 --> 00:19:23.040]  都帶著一千個男子來迎接大衛
[00:19:23.040 --> 00:19:25.360]  等一下我們就會看到
[00:19:25.360 --> 00:19:27.760]  為什麼他罵完大衛
[00:19:27.760 --> 00:19:29.760]  現在又來迎接大衛
[00:19:29.760 --> 00:19:34.160]  還有米菲波切的管家洗巴
[00:19:34.160 --> 00:19:37.440]  也帶著他十五個兒子和二十個僕人
[00:19:37.440 --> 00:19:39.760]  來迎接大衛
[00:19:39.760 --> 00:19:43.200]  當大衛還在約旦河東面的時候
[00:19:43.200 --> 00:19:46.240]  這些汴雅敏人都急不及待
[00:19:46.240 --> 00:19:50.000]  在淺水的地方間水而過
[00:19:50.000 --> 00:19:57.120]  衝到東岸來迎接大衛
[00:19:57.120 --> 00:20:01.600]  我們說侍梅也是來見大衛
[00:20:01.600 --> 00:20:05.360]  當大衛來到約旦河西面的時候
[00:20:05.360 --> 00:20:08.960]  侍梅一聲就跪下來
[00:20:08.960 --> 00:20:11.360]  向大衛求饒
[00:20:11.360 --> 00:20:13.360]  承認自己有罪
[00:20:13.360 --> 00:20:15.680]  請大衛寬恕他
[00:20:15.680 --> 00:20:19.680]  因為他曾經罵到大衛狗血淋頭
[00:20:19.680 --> 00:20:21.680]  他還討好大衛
[00:20:21.680 --> 00:20:27.200]  大衛說他是約瑟家族的後人
[00:20:27.200 --> 00:20:31.040]  我們知道約瑟在以色列很出名
[00:20:31.040 --> 00:20:33.520]  所以大衛說他是約瑟的後人
[00:20:33.520 --> 00:20:36.000]  還有十二支派當中
[00:20:36.000 --> 00:20:38.000]  是第一個來迎接大衛的
[00:20:38.000 --> 00:20:41.920]  大衛很誇張
[00:20:41.920 --> 00:20:44.960]  亞比西就不聽他的話
[00:20:44.960 --> 00:20:48.080]  上次亞比西已經說要殺死大衛
[00:20:48.080 --> 00:20:50.080]  現在亞比西又出來
[00:20:50.080 --> 00:20:52.080]  說要殺死侍梅
[00:20:52.080 --> 00:20:54.480]  大衛再次禁止他
[00:20:54.480 --> 00:20:55.840]  為什麼?
[00:20:55.840 --> 00:20:58.720]  上次大衛已經禁止他
[00:20:58.720 --> 00:21:04.000]  因為大衛說是神差派侍梅來罵自己
[00:21:04.000 --> 00:21:05.280]  懲罰自己
[00:21:05.280 --> 00:21:07.280]  所以不要殺死他
[00:21:07.280 --> 00:21:10.400]  這次大衛又說
[00:21:10.400 --> 00:21:13.280]  我們在慶祝我回去耶路撒冷
[00:21:13.280 --> 00:21:16.560]  再次成為以色列人的王
