
[00:00:00.000 --> 00:00:04.000]  好的,我要來跟各位分享一個訊息
[00:06:26.000 --> 00:06:32.000]  因為神對亞伯拉罕以撒雅各的檢選及救贖
[00:06:32.000 --> 00:06:34.000]  神祝福給他們
[00:06:34.000 --> 00:06:36.000]  在生命紀八章
[00:06:36.000 --> 00:06:41.000]  祂說請耶和華你的神領你進
[00:06:41.000 --> 00:06:45.000]  祂向你列祖亞伯拉罕以撒雅各
[00:06:45.000 --> 00:06:49.000]  啟示應許給你的地
[00:06:49.000 --> 00:06:52.000]  那裡有城邑又大又美
[00:06:52.000 --> 00:06:54.000]  非你所建造的
[00:06:54.000 --> 00:06:58.000]  有房屋裝滿各樣美物
[00:06:58.000 --> 00:07:00.000]  非你所裝滿的
[00:07:00.000 --> 00:07:02.000]  有潮層的水井
[00:07:02.000 --> 00:07:04.000]  非你所潮層的
[00:07:04.000 --> 00:07:07.000]  還有葡萄園、橄欖園
[00:07:07.000 --> 00:07:09.000]  非你所栽種的
[00:07:09.000 --> 00:07:12.000]  你吃了而且飽足
[00:07:12.000 --> 00:07:15.000]  那時你要謹慎
[00:07:15.000 --> 00:07:24.000]  免得你忘記將你從埃及地為奴之家領出來的耶和華
[00:07:24.000 --> 00:07:28.000]  神在領以色列人出埃及
[00:07:28.000 --> 00:07:30.000]  祂就一直說
[00:07:30.000 --> 00:07:32.000]  祂說我是耶和華神
[00:07:32.000 --> 00:07:35.000]  是領你出埃及的神
[00:07:35.000 --> 00:07:37.000]  祂要讓我們記得
[00:07:37.000 --> 00:07:40.000]  我們從罪惡中得救出出來
[00:07:40.000 --> 00:07:44.000]  是透過祂的愛子耶穌的保險
[00:07:44.000 --> 00:07:46.000]  所以神
[00:07:46.000 --> 00:07:49.000]  祂說我們要為猶太人祝福
[00:07:49.000 --> 00:07:55.000]  因為猶太人其實他們亡國了好幾千年
[00:07:55.000 --> 00:07:58.000]  那麼最後才又在這裡建國
[00:07:58.000 --> 00:08:00.000]  那麼神說猶太人
[00:08:00.000 --> 00:08:03.000]  當他從埃及出來的時候
[00:08:03.000 --> 00:08:05.000]  他們進入迦南平原的時候
[00:08:05.000 --> 00:08:08.000]  神餵養他們四十年
[00:08:08.000 --> 00:08:10.000]  每早晨新鮮的馬拿
[00:08:10.000 --> 00:08:11.000]  購優的恩典
[00:08:11.000 --> 00:08:12.000]  盤子出水
[00:08:12.000 --> 00:08:15.000]  還有野葡萄野橄欖
[00:08:15.000 --> 00:08:17.000]  他們都吃
[00:08:17.000 --> 00:08:20.000]  甚至於醬鵪鶉給他們吃
[00:08:20.000 --> 00:08:23.000]  所以他們四十年
[00:08:23.000 --> 00:08:26.000]  經上說鞋子沒有穿破一雙
[00:08:26.000 --> 00:08:30.000]  背上的衣服沒有穿破一件
[00:08:30.000 --> 00:08:35.000]  那麼神從為奴之家把他們領出來
[00:08:35.000 --> 00:08:38.000]  而當他們進入迦南平原的時候
[00:08:38.000 --> 00:08:41.000]  你想他們栽種了什麼嗎?
[00:08:41.000 --> 00:08:42.000]  沒有
[00:08:42.000 --> 00:08:45.000]  但是他們吃到葡萄、橄欖
[00:08:45.000 --> 00:08:49.000]  他們甚至於榨油、榨酒
[00:08:49.000 --> 00:08:51.000]  吃了飽足
[00:08:51.000 --> 00:08:53.000]  但是神說你要謹慎
[00:08:53.000 --> 00:08:55.000]  猶太人要謹慎
[00:08:55.000 --> 00:08:57.000]  我們為他們祝福
[00:08:57.000 --> 00:09:00.000]  尤其神對亞伯拉罕
[00:09:00.000 --> 00:09:04.000]  以撒雅各的節選跟祝福
[00:09:04.000 --> 00:09:07.000]  那麼神特別跟他說
[00:09:07.000 --> 00:09:10.000]  凡為你祝福的我就祝福他
[00:09:10.000 --> 00:09:13.000]  凡咒詛你的我就咒詛你
[00:09:13.000 --> 00:09:18.000]  所以我們要祝福猶太人
[00:09:18.000 --> 00:09:21.000]  讓神再一次也祝福給我們
[00:09:21.000 --> 00:09:23.000]  創世紀十二章一到三節
[00:09:23.000 --> 00:09:28.000]  他說請耶和華對亞伯拉罕說
[00:09:28.000 --> 00:09:31.000]  你要離開本地本族富家
[00:09:31.000 --> 00:09:34.000]  往我所要指示你的地去
[00:09:34.000 --> 00:09:37.000]  我必叫你成為大國
[00:09:37.000 --> 00:09:39.000]  我必賜福給你
[00:09:39.000 --> 00:09:41.000]  叫你的名為大
[00:09:41.000 --> 00:09:44.000]  你也要叫別人得福
[00:09:44.000 --> 00:09:48.000]  為你祝福的我必賜福於他
[00:09:48.000 --> 00:09:51.000]  那咒詛你的我必咒詛他
[00:09:51.000 --> 00:09:56.000]  地上的王族都要因你得福
[00:09:56.000 --> 00:09:59.000]  這是真應許的
[00:09:59.000 --> 00:10:02.000]  那麼我們也看得到
[00:10:02.000 --> 00:10:05.000]  以色列現在成了大國沒有啊
[00:10:05.000 --> 00:10:07.000]  還沒有
[00:10:07.000 --> 00:10:10.000]  在大衛的時候他成了大國
[00:10:10.000 --> 00:10:14.000]  整個猶太人
[00:10:14.000 --> 00:10:18.000]  他整個佈滿了迦南平原
[00:10:18.000 --> 00:10:23.000]  那麼把迦南西族完全趕出去
[00:10:23.000 --> 00:10:25.000]  或者制服了
[00:10:25.000 --> 00:10:28.000]  甚至於在聖所外面
[00:10:28.000 --> 00:10:32.000]  有雞片人在那裡劈柴挑水
[00:10:32.000 --> 00:10:36.000]  那麼在聖殿裡面做外援服侍的工作
[00:10:36.000 --> 00:10:39.000]  甚至於斐力士人
[00:10:39.000 --> 00:10:42.000]  與他們經商通商
[00:10:42.000 --> 00:10:44.000]  那麼他們所需要的
[00:10:44.000 --> 00:10:46.000]  都再一次得到保住
[00:10:46.000 --> 00:10:48.000]  我們的神是又真又活的神
[00:10:48.000 --> 00:10:51.000]  他說你們要為猶太人祝福
[00:10:51.000 --> 00:10:53.000]  我們為祂祝福
[00:10:53.000 --> 00:10:56.000]  那麼這福氣就要回到我們的身上
[00:10:56.000 --> 00:10:58.000]  千萬不要為祂咒詛
[00:10:58.000 --> 00:11:00.000]  那麼這咒詛就要臨到你
[00:11:00.000 --> 00:11:02.000]  因為這是神
[00:11:02.000 --> 00:11:05.000]  祂特別選出來的那一支
[00:11:05.000 --> 00:11:08.000]  那麼祈求神呼召亞伯拉罕
[00:11:08.000 --> 00:11:12.000]  離開本地本族附加
[00:11:12.000 --> 00:11:15.000]  往我所要指示你的地去
[00:11:15.000 --> 00:11:18.000]  到哪裡去神都沒有講
[00:11:18.000 --> 00:11:21.000]  亞伯拉罕起來就去了
[00:11:21.000 --> 00:11:23.000]  感謝神讚美神
[00:11:23.000 --> 00:11:27.000]  所以我們再一次憑著信心奉祖耶穌基督的名說
[00:11:27.000 --> 00:11:31.000]  我們要為猶太人祝福
[00:11:31.000 --> 00:11:36.000]  次的我們還要為耶路撒冷求平安
[00:11:36.000 --> 00:11:41.000]  最近有一本書叫做耶路撒冷三千年
[00:11:41.000 --> 00:11:45.000]  他把耶路撒冷三千年來的變化
[00:11:45.000 --> 00:11:47.000]  還有發生的事情
[00:11:47.000 --> 00:11:49.000]  他把它寫在書上
[00:11:49.000 --> 00:11:52.000]  當然是很粗略的
[00:11:52.000 --> 00:11:54.000]  但是他上面有一句話他說
[00:11:54.000 --> 00:11:57.000]  如果地球十分美的話
[00:11:57.000 --> 00:12:00.000]  有九分是在耶路撒冷
[00:12:00.000 --> 00:12:03.000]  耶路撒冷就真是這麼美
[00:12:03.000 --> 00:12:04.000]  我不知道你們去過沒有
[00:12:04.000 --> 00:12:06.000]  我去過耶路撒冷
[00:12:06.000 --> 00:12:08.000]  當我在哭牆的時候
[00:12:08.000 --> 00:12:11.000]  在我心懸裡有一首歌叫做
[00:12:11.000 --> 00:12:13.000]  金色的耶路撒冷
[00:12:13.000 --> 00:12:16.000]  耶路撒冷青色的顏色
[00:12:16.000 --> 00:12:19.000]  是淡咖啡色灰色黃色
[00:12:19.000 --> 00:12:22.000]  它的建築物太陽光一照的時候
[00:12:22.000 --> 00:12:24.000]  它就是金色就發出來
[00:12:24.000 --> 00:12:27.000]  包括那幾個廟宇
[00:12:27.000 --> 00:12:28.000]  那幾個殿堂
[00:12:28.000 --> 00:12:31.000]  那個金的頂閃閃發光
[00:12:31.000 --> 00:12:35.000]  真的是金色的耶路撒冷
[00:12:35.000 --> 00:12:37.000]  地球十分美
[00:12:37.000 --> 00:12:40.000]  它有九分是在耶路撒冷
[00:12:40.000 --> 00:12:43.000]  我們要為耶路撒冷求平安
[00:12:43.000 --> 00:12:49.000]  我要用十篇的120篇到134篇
[00:12:49.000 --> 00:12:52.000]  粗略很快的走過一次
[00:12:52.000 --> 00:12:53.000]  跟各位講
[00:12:53.000 --> 00:12:57.000]  為什麼要為耶路撒冷求平安
[00:12:57.000 --> 00:12:59.000]  這個背景是
[00:12:59.000 --> 00:13:01.000]  這個猶太人
[00:13:01.000 --> 00:13:05.000]  這個猶大人跟以色列人
[00:13:05.000 --> 00:13:07.000]  北國以色列南國猶大
[00:13:07.000 --> 00:13:08.000]  通通滅亡了
[00:13:08.000 --> 00:13:11.000]  被擄到巴比倫波斯
[00:13:11.000 --> 00:13:15.000]  被擄到亞宋敘利亞等地區
[00:13:15.000 --> 00:13:19.000]  所以他們好不容易能夠回歸
[00:13:19.000 --> 00:13:21.000]  或者找了機會
[00:13:21.000 --> 00:13:23.000]  他們能夠回到耶路撒冷
[00:13:23.000 --> 00:13:25.000]  上到聖殿裡面
[00:13:25.000 --> 00:13:31.000]  所以他們就寫了四篇120篇到134篇
[00:13:31.000 --> 00:13:34.000]  俗稱叫做喪行詩
[00:13:34.000 --> 00:13:37.000]  那麼你可以去想像
[00:13:37.000 --> 00:13:40.000]  這猶太人從世界各地過來
[00:13:40.000 --> 00:13:42.000]  從撒瑪利亞來
[00:13:42.000 --> 00:13:45.000]  從米色過來
[00:13:45.000 --> 00:13:47.000]  從基達過來
[00:13:47.000 --> 00:13:49.000]  從巴比倫過來
[00:13:49.000 --> 00:13:54.000]  那麼他們從這個耶路撒冷
[00:13:54.000 --> 00:13:56.000]  是一個山城
[00:13:56.000 --> 00:13:59.000]  從四面八方往上走
[00:13:59.000 --> 00:14:02.000]  所以他叫做喪行詩
[00:14:02.000 --> 00:14:04.000]  他就一面走就一面唱
[00:14:04.000 --> 00:14:06.000]  一面唱就越走越走
[00:14:06.000 --> 00:14:08.000]  就匯成大群
[00:14:08.000 --> 00:14:10.000]  所以在四篇二十一篇
[00:14:10.000 --> 00:14:11.000]  他就唱說
[00:14:11.000 --> 00:14:14.000]  我在急難中求告耶和華
[00:14:14.000 --> 00:14:16.000]  他就應允我
[00:14:16.000 --> 00:14:17.000]  他講說
[00:14:17.000 --> 00:14:24.000]  耶和華讓他們回到他們的家裡面
[00:14:24.000 --> 00:14:28.000]  他說我的腳踏在耶路撒冷的城內
[00:14:28.000 --> 00:14:31.000]  那麼他就在那裡好興奮
[00:14:31.000 --> 00:14:38.000]  他就說耶路撒冷是他久別的故鄉一樣
[00:14:38.000 --> 00:14:39.000]  然後跟著他說
[00:14:39.000 --> 00:14:43.000]  我寂寂在米色住在基達的帳篷中有禍了
[00:14:43.000 --> 00:14:45.000]  這都是外邦人的地方
[00:14:45.000 --> 00:14:49.000]  外邦人的城或者是附近的地方
[00:14:49.000 --> 00:14:52.000]  然後跟著他就越走越走
[00:14:52.000 --> 00:14:54.000]  到了四篇一百二十一篇
[00:14:54.000 --> 00:14:57.000]  他說我要向山舉目
[00:14:57.000 --> 00:14:59.000]  我的幫助從何而來
[00:14:59.000 --> 00:15:02.000]  表示說他已經走了有一點高度了
[00:15:02.000 --> 00:15:04.000]  可以看到四下的山頭了
[00:15:04.000 --> 00:15:06.000]  他就說我要向山舉目
[00:15:06.000 --> 00:15:08.000]  我的幫助從何而來
[00:15:08.000 --> 00:15:12.000]  我的幫助從造天地的耶和華而來
[00:15:12.000 --> 00:15:16.000]  那麼跟著他就進入了四篇一百二十二篇
[00:15:16.000 --> 00:15:19.000]  他說他因為他已經走到耶路撒冷
[00:15:19.000 --> 00:15:22.000]  可以看到整個耶路撒冷的全程了
[00:15:22.000 --> 00:15:24.000]  越走越高匯為大群
[00:15:24.000 --> 00:15:27.000]  他說你們要為耶路撒冷求平安
[00:15:27.000 --> 00:15:31.000]  耶路撒冷啊愛你的必然興旺
[00:15:31.000 --> 00:15:33.000]  願你城中平安
[00:15:33.000 --> 00:15:35.000]  願你宮內興旺
[00:15:35.000 --> 00:15:37.000]  哈雷路亞是的
[00:15:37.000 --> 00:15:39.000]  然後他繼續往上走
[00:15:39.000 --> 00:15:43.000]  走到他就唱到四篇一百二十五篇
[00:15:43.000 --> 00:15:46.000]  他說種山怎樣圍繞耶路撒冷
[00:15:46.000 --> 00:15:50.000]  照樣耶和華圍繞他的百姓
[00:15:50.000 --> 00:15:53.000]  然後走到一百二十六篇
[00:15:53.000 --> 00:15:57.000]  他說貝魯的帶回西安的時候
[00:15:57.000 --> 00:16:00.000]  哇耶和華幫助他們
[00:16:00.000 --> 00:16:02.000]  耶和華拯救他們
[00:16:02.000 --> 00:16:04.000]  到了一百二十七篇
[00:16:04.000 --> 00:16:08.000]  他就感嘆耶路撒冷的變化
[00:16:08.000 --> 00:16:10.000]  耶路撒冷多次易守
[00:16:10.000 --> 00:16:12.000]  一下子是回教徒
[00:16:12.000 --> 00:16:15.000]  一下子是這邊
[00:16:15.000 --> 00:16:18.000]  一下子又變成猶太人的
[00:16:18.000 --> 00:16:22.000]  他說看守城池
[00:16:22.000 --> 00:16:26.000]  他說耶和華看守城池
[00:16:26.000 --> 00:16:28.000]  耶和華照管家事
[00:16:28.000 --> 00:16:31.000]  他說見大夫滿人是有福了
[00:16:31.000 --> 00:16:35.000]  兒女要吃神所吃的
[00:16:35.000 --> 00:16:36.000]  要在內吃
[00:16:36.000 --> 00:16:39.000]  哈雷路亞一家和樂
[00:16:39.000 --> 00:16:43.000]  他再一次想到在耶路撒冷
[00:16:43.000 --> 00:16:45.000]  在家裡面的情況
[00:16:45.000 --> 00:16:48.000]  他就一路的說神保守他們
[00:16:48.000 --> 00:16:51.000]  到了一百二十八篇
[00:16:51.000 --> 00:16:55.000]  他說耶和華從西安賜福給你
[00:16:55.000 --> 00:16:58.000]  西安就是在那邊
[00:16:58.000 --> 00:17:01.000]  算是比較高的一個山頭
[00:17:01.000 --> 00:17:04.000]  其實起起伏伏的
[00:17:04.000 --> 00:17:06.000]  就是Mountain Zion
[00:17:06.000 --> 00:17:10.000]  那麼他們相信是說
[00:17:10.000 --> 00:17:13.000]  將來耶穌要從西安山降臨
[00:17:13.000 --> 00:17:18.000]  那麼耶穌要從東門
[00:17:18.000 --> 00:17:21.000]  East Gate進到耶路撒冷城
[00:17:21.000 --> 00:17:23.000]  因為西安山有一點遠
[00:17:23.000 --> 00:17:26.000]  尤其舊的耶路撒冷城
[00:17:26.000 --> 00:17:28.000]  沒有包括西安山
[00:17:28.000 --> 00:17:30.000]  要有一點出去
[00:17:30.000 --> 00:17:31.000]  但不管怎麼樣
[00:17:31.000 --> 00:17:33.000]  耶穌要從東門進來
[00:17:33.000 --> 00:17:35.000]  East Gate
[00:17:35.000 --> 00:17:37.000]  但是呢
[00:17:37.000 --> 00:17:39.000]  East Gate現在被封起來了
[00:17:39.000 --> 00:17:43.000]  因為回教徒或者是迦南人
[00:17:43.000 --> 00:17:46.000]  他們就把East Gate封起來
[00:17:46.000 --> 00:17:48.000]  就不讓耶穌進來
[00:17:48.000 --> 00:17:52.000]  而又把East Gate外面
[00:17:52.000 --> 00:17:54.000]  塞滿了墳墓
[00:17:54.000 --> 00:17:57.000]  許許多多人都是站在那個地方
[00:17:57.000 --> 00:17:58.000]  想說不潔淨
[00:17:58.000 --> 00:18:00.000]  你耶穌就不能從這邊來
[00:18:00.000 --> 00:18:03.000]  想要阻攔基督的再來
[00:18:03.000 --> 00:18:05.000]  這怎麼可能嘛
[00:18:05.000 --> 00:18:07.000]  是吧 感謝神
[00:18:07.000 --> 00:18:08.000]  但是不管怎麼樣
[00:18:08.000 --> 00:18:11.000]  被奴的帶回西安的時候
[00:18:11.000 --> 00:18:13.000]  然後再一次
[00:18:13.000 --> 00:18:17.000]  祂說祂要從西安賜福給我們
[00:18:17.000 --> 00:18:20.000]  那麼真的又繼續往上走
[00:18:20.000 --> 00:18:22.000]  祂講神賜福
[00:18:22.000 --> 00:18:25.000]  神如果我們不能夠尊崇神
[00:18:25.000 --> 00:18:27.000]  不能夠跟隨神
[00:18:27.000 --> 00:18:28.000]  那麼走著走著
[00:18:28.000 --> 00:18:29.000]  唱著唱著
[00:18:29.000 --> 00:18:30.000]  會為大聖
[00:18:30.000 --> 00:18:34.000]  最後走到了聖殿了
[00:18:34.000 --> 00:18:36.000]  這個時候呢
[00:18:36.000 --> 00:18:39.000]  繼續看到這些老百姓
[00:18:39.000 --> 00:18:40.000]  回歸的百姓
[00:18:40.000 --> 00:18:42.000]  朝聖的民眾
[00:18:42.000 --> 00:18:44.000]  看到他們帶著禮物
[00:18:44.000 --> 00:18:47.000]  看到他們帶著祭物
[00:18:47.000 --> 00:18:50.000]  然後先把祭物放下來
[00:18:50.000 --> 00:18:51.000]  互相問好
[00:18:51.000 --> 00:18:53.000]  互相認罪
[00:18:53.000 --> 00:18:55.000]  然後再來獻祭
[00:18:55.000 --> 00:18:59.000]  祭司就說
[00:18:59.000 --> 00:19:01.000]  看啊
[00:19:01.000 --> 00:19:04.000]  民眾和睦同居是何等的善
[00:19:04.000 --> 00:19:07.000]  好像油膠在啞輪頭上
[00:19:07.000 --> 00:19:10.000]  流到他呼吸流到地下
[00:19:10.000 --> 00:19:12.000]  又好比黑門的甘露
[00:19:12.000 --> 00:19:14.000]  落在西安山
[00:19:14.000 --> 00:19:15.000]  哈雷路亞
[00:19:15.000 --> 00:19:17.000]  他看到弟兄和睦同居
[00:19:17.000 --> 00:19:19.000]  哈雷路亞讚美神
[00:19:19.000 --> 00:19:21.000]  看到我們的神
[00:19:21.000 --> 00:19:23.000]  他看到他的百姓
[00:19:23.000 --> 00:19:26.000]  來到他的面前
[00:19:26.000 --> 00:19:28.000]  然後他就承受
[00:19:28.000 --> 00:19:29.000]  然後最後一篇詩篇
[00:19:29.000 --> 00:19:31.000]  一百三十四篇
[00:19:31.000 --> 00:19:34.000]  是當百姓要離開的時候
[00:19:34.000 --> 00:19:37.000]  那時候天已經黑了
[00:19:37.000 --> 00:19:38.000]  然後我們一起來念
[00:19:38.000 --> 00:19:39.000]  詩篇一百三十四篇
[00:19:39.000 --> 00:19:40.000]  最後一段
[00:19:40.000 --> 00:19:42.000]  耶和華的僕人
[00:19:42.000 --> 00:19:46.000]  夜間站在耶和華殿的中的
[00:19:46.000 --> 00:19:48.000]  你們當稱頌耶和華
[00:19:48.000 --> 00:19:51.000]  你們當向聖所舉手
[00:19:51.000 --> 00:19:53.000]  稱頌耶和華
[00:19:53.000 --> 00:19:55.000]  願照天地的耶和華
[00:19:55.000 --> 00:19:58.000]  從西安賜福給你們
[00:19:58.000 --> 00:20:02.000]  這是大祭司為百姓的祝福
[00:20:02.000 --> 00:20:04.000]  我們常常喜歡講說
[00:20:04.000 --> 00:20:06.000]  僕人如何看主人的手
[00:20:06.000 --> 00:20:09.000]  使女如何看主母的手
[00:20:09.000 --> 00:20:12.000]  照樣我們仰望耶和華
[00:20:12.000 --> 00:20:15.000]  直到祂憐憫我們
[00:20:15.000 --> 00:20:18.000]  這裡詩篇一百三十四篇
[00:20:18.000 --> 00:20:22.000]  大祭司就站在
[00:20:22.000 --> 00:20:25.000]  那個波斯柱跟
[00:20:25.000 --> 00:20:26.000]  另外一個柱的中間
[00:20:26.000 --> 00:20:27.000]  就是大門口
[00:20:27.000 --> 00:20:29.000]  就向著眾人
[00:20:29.000 --> 00:20:31.000]  就是為他們祝福
[00:20:31.000 --> 00:20:33.000]  說你們當稱頌耶和華
[00:20:33.000 --> 00:20:36.000]  你們當向聖所舉手
[00:20:36.000 --> 00:20:39.000]  願照天地的耶和華
[00:20:39.000 --> 00:20:42.000]  從西安賜福給你們
[00:20:42.000 --> 00:20:45.000]  所以我們要為耶路撒冷求平安
[00:20:45.000 --> 00:20:48.000]  那麼中國一句話
[00:20:48.000 --> 00:20:50.000]  要為以色列禱告
[00:20:50.000 --> 00:20:52.000]  為猶太人祝福
[00:20:52.000 --> 00:20:54.000]  為耶路撒冷求平安
[00:20:54.000 --> 00:20:56.000]  耶路撒冷啊
[00:20:56.000 --> 00:20:57.000]  耶路撒冷
