
[00:00:00.000 --> 00:00:03.240]  主耶穌在世上最後的一個星期裡
[00:03:10.040 --> 00:03:17.400]  在千百萬億的人口當中 不要說古往今來
[00:03:17.400 --> 00:03:20.800]  只是說今天世界上八十多億人
[00:03:20.800 --> 00:03:25.120]  有多少人都沒有人能夠知道 只有上主知道
[00:03:25.120 --> 00:03:31.760]  我這個人簡直是一粒塵土都未及得
[00:03:31.760 --> 00:03:35.640]  多了不多 少了不少 無人理會
[00:03:35.640 --> 00:03:40.960]  不過祢竟然愛我 竟然愛我們當中每一個
[00:03:40.960 --> 00:03:45.880]  祢叫我們的名字 讚美祢
[00:03:45.880 --> 00:03:50.560]  上主啊 在這裡 讚美祢 高舉祢
[00:03:50.560 --> 00:03:53.720]  願祢得著所有的榮耀稱讚
[00:03:53.720 --> 00:03:59.520]  國道權並榮耀 全是祢的 直到永遠 阿們
[00:03:59.520 --> 00:04:04.560]  我今天很快跟大家看一段經文
[00:04:04.560 --> 00:04:11.000]  仗天使一樣是今天的題目 《馬太福音》第22章
[00:04:11.000 --> 00:04:15.360]  來了另外一些人 叫做殺都該人
[00:04:15.360 --> 00:04:18.160]  你見到為什麼又出現殺都該呢?
[00:04:18.160 --> 00:04:26.880]  就是希律黨 叫我們納粹被凱撒行不行?
[00:04:26.880 --> 00:04:31.280]  你說不行啊 那你搞遊毒了
[00:04:31.280 --> 00:04:34.440]  就立刻去長官那裡告拉你 命你都沒有了
[00:04:34.440 --> 00:04:37.760]  扔九十字架了 如果你說行啊
[00:04:37.760 --> 00:04:43.720]  哦 那你就是說贊成羅馬統治我們
[00:04:43.720 --> 00:04:47.840]  我們做殖民地啦 那我們百姓又不肯過來
[00:04:47.840 --> 00:04:51.560]  於是呢 陰它 誰知道耶穌答得很好
[00:04:51.560 --> 00:04:54.200]  大家記得嗎?上一集說
[00:04:54.200 --> 00:04:58.480]  該殺的物歸給該殺 上帝的物歸給神
[00:04:58.480 --> 00:05:04.000]  這個該殺的物 這個物字其實可以說是有的
[00:05:04.000 --> 00:05:07.200]  是個thing 該殺的東西
[00:05:07.200 --> 00:05:10.280]  其實時脈說的是什麼?什麼事啊?
[00:05:10.280 --> 00:05:13.800]  該殺這麼多事 或者叫凱撒這麼多事
[00:05:13.800 --> 00:05:18.040]  其實是在說這個像 這個image
[00:05:18.040 --> 00:05:21.600]  這個image是誰的?哦 凱撒的
[00:05:21.600 --> 00:05:23.800]  那是啦 屬於他啦
[00:05:23.800 --> 00:05:26.240]  那人有的image是什麼呢?
[00:05:26.240 --> 00:05:30.400]  是照神的形象做 所以人是屬於神的
[00:05:30.400 --> 00:05:35.760]  所以我這個人就是屬靈上我要歸給上主的
[00:05:35.760 --> 00:05:38.480]  跟從祂的 那很清楚了
[00:05:38.480 --> 00:05:42.880]  那就答了問題 大家嗯 嘴巴蓋著
[00:05:42.880 --> 00:05:47.680]  又來另一幫人了 薩都該人
[00:05:47.680 --> 00:05:52.920]  薩都該人呢 他們的神學是沒有復活的事的
[00:05:52.920 --> 00:05:56.040]  那天他們就來問耶穌了 可能是約定的
[00:05:56.040 --> 00:06:00.040]  咦 咦 我們輪流的上 砌它了
[00:06:00.040 --> 00:06:04.200]  那今天就搞它不行了 是吧
[00:06:04.200 --> 00:06:07.640]  那就法利塞派搞它不行了 那我們什麼呢?
[00:06:07.640 --> 00:06:10.880]  那我們找這個希律黨來搞它
[00:06:10.880 --> 00:06:14.560]  民眷納粹又搞它不行
[00:06:14.560 --> 00:06:18.600]  第三個陣營的人來 薩都該人
[00:06:18.600 --> 00:06:20.920]  薩都該人是不信復活
[00:06:20.920 --> 00:06:23.800]  所以他們有一個超級難答的問題
[00:06:23.800 --> 00:06:26.080]  可能拿出來已經沒有人能回答了
[00:06:26.080 --> 00:06:30.640]  嘩 這個真是寶劍出鞘 都必定見血的了
[00:06:30.640 --> 00:06:35.040]  想著這個問題 第23節就薩都該人來了
[00:06:35.040 --> 00:06:39.240]  第25節呢 那就問耶穌
[00:06:39.240 --> 00:06:44.000]  這樣的 想我們的老師你回答我們 衝刺
[00:06:44.000 --> 00:06:49.000]  在我們這裡有一個人 有兄弟七人
[00:06:49.000 --> 00:06:53.400]  有七個兄弟 第一個娶了妻 死了
[00:06:53.400 --> 00:06:57.360]  他的特點是沒有孩子 如果有孩子呢
[00:06:57.360 --> 00:07:00.360]  這個故事就說不下去了
[00:07:00.360 --> 00:07:04.000]  撇下妻子給兄弟 那就要解釋一下了
[00:07:04.000 --> 00:07:08.280]  如果我們讀過一些英文的 你都大概知道什麼事了
[00:07:08.280 --> 00:07:12.440]  原來猶太人當日有一個習慣的
[00:07:12.440 --> 00:07:17.960]  就是如果哥哥死了 他有弟弟的
[00:07:17.960 --> 00:07:20.600]  那死了 哥哥都會死的了
[00:07:20.600 --> 00:07:23.880]  那就死了 娶了妻又死了
[00:07:23.880 --> 00:07:27.720]  不過最重要的是四個字 沒有孩子
[00:07:27.720 --> 00:07:31.040]  沒得傳宗接代 那在名號上
[00:07:31.040 --> 00:07:33.720]  天下的名號就沒有他了
[00:07:33.720 --> 00:07:38.880]  那留不到名不可以的 一定要有兒子才可以的
[00:07:38.880 --> 00:07:41.240]  那有什麼辦法呢? 可以
[00:07:41.240 --> 00:07:44.200]  那就撇下妻子給兄弟
[00:07:44.200 --> 00:07:47.440]  那他死了就扔下了他的妻子
[00:07:47.440 --> 00:07:50.000]  那妻子不會孤零零的
[00:07:50.000 --> 00:07:53.520]  因為他是會給兄弟的
[00:07:53.520 --> 00:07:54.880]  那是什麼意思呢?
[00:07:54.880 --> 00:07:58.080]  那就是說他們的習俗、文化
[00:07:58.080 --> 00:08:03.120]  就是弟弟要娶嫂子做自己太太的了
[00:08:03.120 --> 00:08:05.320]  娶嫂子
[00:08:05.320 --> 00:08:10.640]  那如果弟弟又已經結了婚 有太太 那又怎麼樣呢?
[00:08:10.640 --> 00:08:12.760]  那他都要娶嫂子的了
[00:08:12.760 --> 00:08:16.840]  就是他有兩個太太 合法的 娶兩個太太
[00:08:16.840 --> 00:08:18.880]  不是有兩個太太 不是娶
[00:08:18.880 --> 00:08:21.280]  都是娶的 有兩個太太了
[00:08:21.280 --> 00:08:24.160]  他要娶嫂子了
[00:08:24.160 --> 00:08:26.400]  那如果娶了嫂子呢
[00:08:26.400 --> 00:08:31.360]  就是要和嫂子 如果結婚生了兒子
[00:08:31.360 --> 00:08:35.280]  那兒子是歸屬在哥哥的名下
[00:08:35.280 --> 00:08:36.960]  不是在自己名下
[00:08:36.960 --> 00:08:44.080]  那其實是讓哥哥是香燈持續 後繼有人
[00:08:44.080 --> 00:08:47.000]  那這是他們的辦法
[00:08:47.000 --> 00:08:51.920]  好了 第二、第三直到第七個都是如此
[00:08:51.920 --> 00:08:54.800]  末後 婦人也死了
[00:08:54.800 --> 00:08:57.400]  哇 如果我們今天中國就會說
[00:08:57.400 --> 00:09:01.200]  哇 這個婦人十分刻苦
[00:09:01.200 --> 00:09:03.200]  這條命很硬
[00:09:03.200 --> 00:09:05.920]  就和她結婚一個個都死了
[00:09:05.920 --> 00:09:11.280]  那由大哥一直死到七弟都死了
[00:09:11.280 --> 00:09:18.600]  那這個嫂子呢 嫂子就和七個男人結過婚
[00:09:18.600 --> 00:09:20.640]  都娶過她
[00:09:20.640 --> 00:09:24.080]  那不過呢 都不知道有沒有生兒子
[00:09:24.080 --> 00:09:25.480]  生不生就不要緊了
[00:09:25.480 --> 00:09:29.000]  總之到後尾都死了
[00:09:29.000 --> 00:09:33.400]  好了 就是說第一個死了 沒有兒子
[00:09:33.400 --> 00:09:38.200]  第二個就娶嫂子 娶大嫂
[00:09:38.200 --> 00:09:40.200]  那又沒有兒子 又死了
[00:09:40.200 --> 00:09:44.000]  於是三弟就開始娶大嫂
[00:09:44.000 --> 00:09:47.800]  然後又沒有兒子 於是又死了
[00:09:47.800 --> 00:09:50.000]  然後第四弟又這樣娶
[00:09:50.000 --> 00:09:52.800]  直到第七個都死了
[00:09:52.800 --> 00:09:56.000]  末後 婦人也死了
[00:09:56.000 --> 00:09:58.600]  這個辣手的問題來了
[00:09:58.600 --> 00:10:01.600]  這樣當復活的時候
[00:10:01.600 --> 00:10:06.000]  她是七個人中哪一個的妻子呢?
[00:10:06.000 --> 00:10:09.400]  因為他們都娶過她
[00:10:09.400 --> 00:10:13.400]  這個問題 弟姐姐妹怎麼回答呢?
[00:10:13.400 --> 00:10:15.600]  她個個都是 那怎麼辦呢?
[00:10:15.600 --> 00:10:17.800]  於是就在天堂找了一間房子
[00:10:17.800 --> 00:10:21.000]  就七兄弟一起住
[00:10:21.000 --> 00:10:24.200]  於是她七個人都是
[00:10:24.200 --> 00:10:27.600]  這個女的都是七個人的太太
[00:10:27.600 --> 00:10:30.200]  那怎麼搞呢? 那怎麼分呢?
[00:10:30.200 --> 00:10:33.800]  好像七天 星期一、二、三、四、五、六、七天
[00:10:33.800 --> 00:10:38.800]  分別去不同的兄弟家
[00:10:38.800 --> 00:10:40.400]  這樣行不行呢?
[00:10:40.400 --> 00:10:44.000]  那復活的時候 是不是這樣呢?
[00:10:44.000 --> 00:10:47.200]  啊 真是 摸不著頭腦
[00:10:47.200 --> 00:10:48.400]  不知道怎麼回答了
[00:10:48.400 --> 00:10:51.600]  應該這個這麼辣手的問題
[00:10:51.600 --> 00:10:53.400]  在當時應該沒有什麼人回答
[00:10:53.400 --> 00:10:56.000]  應該是殺都該人的拿手好戲
[00:10:56.000 --> 00:10:58.600]  手本名曲一拿出來問
[00:10:58.600 --> 00:11:03.000]  當場大家呆住了 回答不了的了
[00:11:03.000 --> 00:11:07.400]  她是七個人中哪一個的妻子呢?
[00:11:07.400 --> 00:11:09.600]  因為他們都娶過她
[00:11:09.600 --> 00:11:13.000]  哎呀 是的 那怎麼辦呢?
[00:11:13.000 --> 00:11:15.400]  怎麼辦好呢?
[00:11:15.400 --> 00:11:19.400]  那耶穌回答說 你們錯了
[00:11:19.400 --> 00:11:21.800]  你們這樣想法錯了
[00:11:21.800 --> 00:11:25.400]  原因是你們不明白聖經
[00:11:25.400 --> 00:11:28.200]  也不曉得上帝的大能
[00:11:28.200 --> 00:11:30.800]  留意哦 你們不明白聖經
[00:11:30.800 --> 00:11:32.200]  就是不明白舊約
[00:11:32.200 --> 00:11:35.200]  又不曉得上帝的大能
[00:11:35.200 --> 00:11:39.200]  那其實不明白聖經呢?
[00:11:39.200 --> 00:11:40.400]  就是指什麼聖經呢?
[00:11:40.400 --> 00:11:41.600]  指舊約聖經
[00:11:41.600 --> 00:11:44.200]  因為猶太人來說 它沒有舊約
[00:11:44.200 --> 00:11:48.000]  它只是有他們自己的希伯來聖經
[00:11:48.000 --> 00:11:53.000]  那希伯來聖經就是規定要這樣的
[00:11:53.000 --> 00:11:55.400]  那就是這樣
[00:11:55.400 --> 00:11:57.000]  所以我們這樣問
[00:11:57.000 --> 00:11:58.800]  哎呀 耶穌啊 你不明白了
[00:11:58.800 --> 00:12:01.600]  你們會錯意了
[00:12:01.600 --> 00:12:04.600]  那有的嗎?會錯意的嗎?有的
[00:12:04.600 --> 00:12:07.000]  其實這裡呢 它是在說
[00:12:07.000 --> 00:12:11.200]  聖經就是說要的重點是要為大哥
[00:12:11.200 --> 00:12:14.200]  要為以上的哥 生子立後
[00:12:14.200 --> 00:12:19.200]  後繼有人 香火不斷 名號不絕
[00:12:19.200 --> 00:12:20.400]  繼續那個名字 Shame
[00:12:20.400 --> 00:12:22.000]  因為他們的名字很重要
[00:12:22.000 --> 00:12:25.600]  除滅了那個名字 哎呀 很可惜 很慘
[00:12:25.600 --> 00:12:29.000]  所以是為了繼後香燈
[00:12:29.000 --> 00:12:31.000]  所以必須要這樣做
[00:12:31.000 --> 00:12:35.600]  這個希伯來聖經 或者說我們的舊約聖經
[00:12:35.600 --> 00:12:40.600]  是為了這個繼後香燈的目的來寫的
[00:12:40.600 --> 00:12:43.600]  這個辦法
[00:12:43.600 --> 00:12:48.000]  其實將來 上帝是有祂的大能來處理這件事的
[00:12:48.000 --> 00:12:52.800]  也不要說上帝的大能 將來不是這樣的了
[00:12:52.800 --> 00:12:56.800]  聖經是以往 希伯來聖經是說以往
[00:12:56.800 --> 00:13:02.000]  是為了繼後香燈而有這個文化的處理
[00:13:02.000 --> 00:13:04.800]  而將來在天上的時候
[00:13:04.800 --> 00:13:09.400]  就有上帝的大能在管理著
[00:13:09.400 --> 00:13:12.000]  你們這兩件事都沒有明白
[00:13:12.000 --> 00:13:15.400]  所以你們問這個問題 問錯了
[00:13:15.400 --> 00:13:20.800]  第30節 當復活的時候 人也不取也不嫁
[00:13:20.800 --> 00:13:24.200]  乃像天上的使者一樣
[00:13:24.200 --> 00:13:29.000]  將來復活的時候 還說誰與誰結婚呢?
[00:13:29.000 --> 00:13:32.800]  還會說誰與誰住在同一間房子嗎?
[00:13:32.800 --> 00:13:35.800]  是會的 但這不是重點
[00:13:35.800 --> 00:13:40.000]  因為是像天上的使者一樣
[00:13:40.000 --> 00:13:44.000]  當復活的時候是像天上的使者
[00:13:44.000 --> 00:13:47.800]  然後不嫁也不取也不嫁
[00:13:47.800 --> 00:13:51.200]  是要來形容天上的使者是這樣的
[00:13:51.200 --> 00:13:55.600]  這是什麼意思呢?所以這裡有很多人問過我
[00:13:55.600 --> 00:13:58.600]  哎呀 牧師啊 這樣去到天上
[00:13:58.600 --> 00:14:01.200]  真的有人問我 有個姐妹問我
[00:14:01.200 --> 00:14:04.800]  去到天上我還認不認得我丈夫的?
[00:14:04.800 --> 00:14:10.600]  她的意思是認得的 不過在天上
[00:14:10.600 --> 00:14:16.400]  這個還是不是我丈夫?不取也不嫁
[00:14:16.400 --> 00:14:18.000]  這個不取也不嫁
[00:14:18.000 --> 00:14:22.800]  哦 這個婚姻關係原來在今世就完結了
[00:14:22.800 --> 00:14:27.400]  將來就沒有這個婚姻關係了 不取也不嫁
[00:14:27.400 --> 00:14:29.400]  好像天使一樣
[00:14:29.400 --> 00:14:32.000]  也有人因為這樣不取也不嫁
[00:14:32.000 --> 00:14:35.000]  認為天使是沒有性別的
[00:14:35.000 --> 00:14:37.000]  沒有男女的
[00:14:37.000 --> 00:14:44.000]  所以是沒有男女的性別特徵的
[00:14:46.000 --> 00:14:51.600]  這樣的意思 根據這一節《馬太》二十二章三十節
[00:14:51.600 --> 00:14:57.400]  將來沒有家庭關係也沒有婚姻關係
[00:14:57.400 --> 00:15:05.800]  而天使而將來的人也都可能沒有性別的性徵
[00:15:05.800 --> 00:15:09.200]  是這樣的 啊 這樣啊?
[00:15:09.200 --> 00:15:12.600]  哎呀 糟了 將來現在我和丈夫在一起
[00:15:12.600 --> 00:15:17.800]  將來大家見到面 還認不認得他是我丈夫呢?
[00:15:17.800 --> 00:15:22.600]  我的答案就是 你問這個問題?
[00:15:22.600 --> 00:15:24.000]  怎麼會有這個問題?
[00:15:24.000 --> 00:15:26.000]  他說是有牧師這樣說的
[00:15:26.000 --> 00:15:29.000]  他說我教過那個牧師這樣說的
[00:15:29.000 --> 00:15:30.600]  你教過牧師這樣說?
[00:15:30.600 --> 00:15:35.000]  是啊 因為他說《馬太》二十二章三十節這樣說
[00:15:35.000 --> 00:15:38.800]  我就有些不是很同意 我就說不是的
[00:15:38.800 --> 00:15:41.200]  一定認得
[00:15:41.200 --> 00:15:45.400]  這個你丈夫他會永遠和你在一起的
[00:15:45.400 --> 00:15:48.400]  是像天使一樣不娶不嫁
[00:15:48.400 --> 00:15:54.000]  就不是說到時不結婚的了 之類的
[00:15:54.000 --> 00:15:57.600]  其實沒有了婚姻關係 我覺得不是的
[00:15:57.600 --> 00:16:01.600]  我自己在這裡做過靈修和默想
[00:16:01.600 --> 00:16:04.800]  思想這件事 像天使一樣
[00:16:04.800 --> 00:16:06.800]  我的神話是這樣的
[00:16:06.800 --> 00:16:10.800]  主耶穌的回答是指出
[00:16:10.800 --> 00:16:14.400]  復活之後在天上的生命與生活
[00:16:14.400 --> 00:16:18.800]  是與今世基本上不同的
[00:16:18.800 --> 00:16:20.200]  今世是怎樣的呢?
[00:16:20.200 --> 00:16:22.200]  今世是怎樣的?就是下一段了
[00:16:22.200 --> 00:16:26.400]  那時候人就不再像今世的生活那樣
[00:16:26.400 --> 00:16:33.000]  結婚 男大就當婚 女大就當嫁了
[00:16:33.000 --> 00:16:34.800]  那為什麼要結婚呢?
[00:16:34.800 --> 00:16:40.200]  因為結婚生兒養女 傳宗接代
[00:16:40.200 --> 00:16:43.200]  正為一個一個 一個到第七兄弟都要娶她
[00:16:43.200 --> 00:16:44.000]  為什麼呢?
[00:16:44.000 --> 00:16:49.600]  因為要生兒養女 傳宗接代 為哥哥留名
[00:16:49.600 --> 00:16:52.600]  所以結婚的目的是生兒養女 傳宗接代
[00:16:52.600 --> 00:16:56.200]  十分之明確
[00:16:56.200 --> 00:16:59.400]  《舊約聖經》都這麼說 你不明白嗎?
[00:16:59.400 --> 00:17:02.400]  《舊約聖經》說是因為要生兒養女 傳宗接代
[00:17:02.400 --> 00:17:07.200]  所以要為哥哥生子立後留名
[00:17:07.200 --> 00:17:12.000]  那今天 兄弟姐妹 大部分人結婚
[00:17:12.000 --> 00:17:16.000]  都未必一定要生兒養女 傳宗接代的
[00:17:16.000 --> 00:17:20.200]  要生到孩子才能傳宗接代
[00:17:20.200 --> 00:17:23.200]  如果生女兒 一顆獨女 還有上明珠
[00:17:23.200 --> 00:17:26.200]  那怎麼傳宗接代呢?
[00:17:26.200 --> 00:17:29.600]  嫁給別人了 跟了夫姓了
[00:17:29.600 --> 00:17:31.800]  那怎麼辦呢?
[00:17:31.800 --> 00:17:33.600]  死命要生一個孩子
[00:17:33.600 --> 00:17:37.600]  所以你看到 有很多姐妹叫做大弟
[00:17:37.600 --> 00:17:39.600]  大弟是什麼?
[00:17:39.600 --> 00:17:42.600]  大過兒子 我們幾個都是女兒
[00:17:42.600 --> 00:17:45.600]  希望這個生個兒子
[00:17:45.600 --> 00:17:48.600]  兒子才重要 傳宗接代
[00:17:48.600 --> 00:17:52.600]  不過今天也少了人說傳宗接代
[00:17:52.600 --> 00:17:56.600]  都是說我們結婚都是二人世界
[00:17:56.600 --> 00:17:59.600]  是我們兩個 兩口子
[00:17:59.600 --> 00:18:02.600]  很開心過著天上人間的生活
[00:18:02.600 --> 00:18:05.600]  我們兩個人一起生活
[00:18:05.600 --> 00:18:11.600]  一起捱苦 一起甜酸苦辣都經過
[00:18:11.600 --> 00:18:14.600]  我們又會什麼時候有錢呢?
[00:18:14.600 --> 00:18:16.600]  我們就去燭光晚餐
[00:18:16.600 --> 00:18:19.600]  吃牛扒、腳扒、喝紅酒 多好啊
[00:18:19.600 --> 00:18:24.600]  去哪裡旅行 哇 二人世界
[00:18:24.600 --> 00:18:28.600]  這個是今世結婚的目的
[00:18:28.600 --> 00:18:30.600]  二人世界生兒養女 傳宗接代
[00:18:30.600 --> 00:18:34.600]  不過去到天上的時候
[00:18:34.600 --> 00:18:38.600]  而是在天上
[00:18:38.600 --> 00:18:44.600]  是有天使一樣的生活方式和使命的
[00:18:44.600 --> 00:18:47.600]  但是 這個但是重要了
[00:18:47.600 --> 00:18:50.600]  所以我們特別將它刻體了一點
[00:18:50.600 --> 00:18:54.600]  但是將來就不是這樣了
[00:18:54.600 --> 00:19:00.600]  那時候就不是再像人生那樣
[00:19:00.600 --> 00:19:03.600]  今世那樣 我們結婚的目的
[00:19:03.600 --> 00:19:07.600]  就是見我丈夫 見我太太 做什麼呢?
[00:19:07.600 --> 00:19:10.600]  繼續在天上二人世界
[00:19:10.600 --> 00:19:13.600]  就給我們兩口子一間小屋就行了
[00:19:13.600 --> 00:19:17.600]  不用太大 我們繼續生兒養女 傳宗接代
[00:19:17.600 --> 00:19:21.600]  將來我去到天上 我的子女還沒來
[00:19:21.600 --> 00:19:25.600]  我們就向主申請一間大一點的屋
[00:19:25.600 --> 00:19:28.600]  然後我們一家又住在那裡
[00:19:28.600 --> 00:19:31.600]  很有趣的 只是想下面的 沒想上面的
[00:19:31.600 --> 00:19:33.600]  如果我的子女結了婚
[00:19:33.600 --> 00:19:37.600]  就有孫子 我又 孫子 又孫子
[00:19:37.600 --> 00:19:40.600]  到時候我孫子也死了 又來天堂了
[00:19:40.600 --> 00:19:45.600]  我的屋又要申請大一點了
[00:19:45.600 --> 00:19:49.600]  其實沒想過你是住在你父母的屋裡嗎?
[00:19:49.600 --> 00:19:52.600]  再住在爺爺的屋裡嗎?
[00:19:52.600 --> 00:19:55.600]  其實我們很少想這些
[00:19:55.600 --> 00:19:58.600]  去到天上 神給我們一間屋
[00:19:58.600 --> 00:20:01.600]  好像居屋那樣 居者有其屋
[00:20:01.600 --> 00:20:04.600]  我在天上就等我兒子來了
[00:20:04.600 --> 00:20:07.600]  我就出去門口接他 帶他來了
[00:20:07.600 --> 00:20:11.600]  跟著又和他一起去接孫子來了
[00:20:11.600 --> 00:20:13.600]  幾十年之後
[00:20:13.600 --> 00:20:17.600]  繼續在那裡生兒養女 傳宗接代二人世界
[00:20:17.600 --> 00:20:21.600]  但是其實將來不是這樣的了
[00:20:21.600 --> 00:20:24.600]  如果照主耶穌說 哪一樣天使 哪一樣是怎樣的?
[00:20:24.600 --> 00:20:29.600]  將來是有天使一樣的方式存在和使命
[00:20:29.600 --> 00:20:31.600]  而將來我們見面的時候
[00:20:31.600 --> 00:20:34.600]  哎呀 這個也是我的配偶 也是我太太
[00:20:34.600 --> 00:20:38.600]  她仍然是我太太 我自己的信念是這樣的
[00:20:38.600 --> 00:20:40.600]  我父親仍然是我父親 為什麼呢?
[00:20:40.600 --> 00:20:44.600]  因為那些瀕臨死亡的人的經歷
[00:20:44.600 --> 00:20:48.600]  去到醫生說他死了 有些腦幹都停了
[00:20:48.600 --> 00:20:53.600]  跟著去到見到 哎呀 這個是我爺爺
[00:20:53.600 --> 00:20:56.600]  這個是我奶奶 哎呀 我爸爸
[00:20:56.600 --> 00:20:59.600]  哎呀 這個是我當時的同學
[00:20:59.600 --> 00:21:04.600]  這個我叔叔 那樣 那些關係都出來了
[00:21:04.600 --> 00:21:08.600]  所以我覺得將來那些人的關係是有的
[00:21:08.600 --> 00:21:10.600]  不過我們就不是說
[00:21:10.600 --> 00:21:12.600]  哎呀 我們在這裡住一間大屋下去
[00:21:12.600 --> 00:21:16.600]  我們看著上班 晚上回來就看著煮飯
[00:21:16.600 --> 00:21:23.600]  不是現在今世那種的家庭生活與結婚目的
[00:21:23.600 --> 00:21:27.600]  將來是有天使一樣的方式來存在
[00:21:27.600 --> 00:21:31.600]  和有天使一樣的使命 奶像天使一樣
[00:21:31.600 --> 00:21:34.600]  那個不嫁不娶就不是說沒有性別
[00:21:34.600 --> 00:21:38.600]  就不要結婚 我認為不是這樣的解釋
[00:21:38.600 --> 00:21:43.600]  應該是說將來不是像我們今天世界上那樣
[00:21:43.600 --> 00:21:46.600]  又嫁又娶 目的就是要生兒養女
[00:21:46.600 --> 00:21:48.600]  傳宗接代二人世界
[00:21:48.600 --> 00:21:53.600]  而是將來是好像天使一樣的存在
[00:21:53.600 --> 00:21:59.600]  有天使一樣的使命 就不會叫我們做事
[00:21:59.600 --> 00:22:01.600]  起碼我有一個使命是讚美
[00:22:01.600 --> 00:22:06.600]  很開心的讚美 享受和上主一起的快樂
[00:22:06.600 --> 00:22:10.600]  是好像天使一樣的方式來存在
[00:22:10.600 --> 00:22:12.600]  奶像天使一樣
[00:22:12.600 --> 00:22:17.600]  而那個時候人的關係是超越了今世的形式和限制
[00:22:17.600 --> 00:22:21.600]  是又新又美 是為什麼呢?我不知道
[00:22:21.600 --> 00:22:24.600]  因為我沒去過 也都沒經歷過
[00:22:24.600 --> 00:22:32.600]  到時我認為仍然是一種家庭的親屬的關係
[00:22:32.600 --> 00:22:35.600]  不過就好像天使一樣
[00:22:35.600 --> 00:22:40.600]  兩夫婦一起侍奉主 一起唱詩讚美
[00:22:40.600 --> 00:22:45.600]  一起來為主工作 服侍他
[00:22:45.600 --> 00:22:49.600]  而不是整天想著 什麼時候我們去哪裡旅行
[00:22:49.600 --> 00:22:53.600]  在世上沒得去 現在我們去吧
[00:22:53.600 --> 00:22:57.600]  暫時不讚美主了 因為我要去日本
[00:22:57.600 --> 00:23:02.600]  很多地方都沒去過 上帝做這個世界這麼大
[00:23:02.600 --> 00:23:06.600]  黑洞又怎樣的 都要去蠢蠢 認識一下
