
[00:00:00.000 --> 00:00:04.000]  各位電影節目,今日分享的題目是一根刺的恩典
[00:01:42.000 --> 00:01:46.000]  很多時候我們經常跟別人說,因典夠你用
[00:01:46.000 --> 00:01:48.000]  是不是?夠不夠用?
[00:01:48.000 --> 00:01:51.000]  夠,因典真的夠我們用
[00:01:51.000 --> 00:01:53.000]  因典夠用
[00:01:53.000 --> 00:01:58.000]  但是當那些危難不斷來到的時候,長時間的時候
[00:01:58.000 --> 00:02:01.000]  因典是不是還是夠你用呢?
[00:02:01.000 --> 00:02:05.000]  今天我們來看看保羅,他自己的經歷
[00:02:05.000 --> 00:02:10.000]  他在軟弱裡面,他看到神的因典淋到他當中
[00:02:10.000 --> 00:02:14.000]  我們也求上帝,求神幫助我們
[00:02:14.000 --> 00:02:16.000]  怎樣在我們自身的環境裡面
[00:02:16.000 --> 00:02:20.000]  特別是我們經常,有些人可能長時間的
[00:02:20.000 --> 00:02:25.000]  有些人可能短期的,久不久的,都會面對著一些困難
[00:02:25.000 --> 00:02:27.000]  你有你一斤次的時候
[00:02:27.000 --> 00:02:30.000]  我們怎樣面對自己這個生活呢?
[00:02:30.000 --> 00:02:33.000]  我們一起低頭再有個禱告
[00:02:33.000 --> 00:02:42.000]  親愛的天父,求你親自向我們每一位弟兄姊妹說話
[00:02:42.000 --> 00:02:46.000]  求聖靈你在我們當中工作
[00:02:46.000 --> 00:02:53.000]  提醒我們,警戒我們,鼓勵我們,安慰我們
[00:02:53.000 --> 00:02:59.000]  開我們的耳朵,開我們的心,迎接神的說話
[00:02:59.000 --> 00:03:03.000]  我們的祈禱是奉耶穌基督的聖名求
[00:03:03.000 --> 00:03:07.000]  第一件事我想說的就是,我們每一個人都有一斤次
[00:03:07.000 --> 00:03:10.000]  所以令到我們很頭痕,很煩惱
[00:03:10.000 --> 00:03:14.000]  我們一起再讀第七第八節,預備,1,2,3
[00:03:14.000 --> 00:03:20.000]  因為我所得的啟示甚大,就過於自高
[00:03:20.000 --> 00:03:24.000]  所以有一斤次加在我肉體上
[00:03:24.000 --> 00:03:27.000]  就是撒旦的差役要攻擊我
[00:03:27.000 --> 00:03:29.000]  免得我過於自高
[00:03:29.000 --> 00:03:35.000]  為這事我三次求過主,要這次離開我
[00:03:35.000 --> 00:03:42.000]  保羅很清楚表明,他有一斤次在他身上
[00:03:42.000 --> 00:03:45.000]  這斤次是甚麼呢?
[00:03:45.000 --> 00:03:49.000]  保羅在他的書信中沒有詳細告訴我們
[00:03:49.000 --> 00:03:52.000]  不單止在哥林多這裡,在其他書信也沒有
[00:03:52.000 --> 00:03:55.000]  不過有些人看聖經時曾經看過
[00:03:55.000 --> 00:03:58.000]  估計保羅可能是身體上的疾病
[00:03:58.000 --> 00:04:02.000]  特別很大機會是他的眼疾的問題
[00:04:02.000 --> 00:04:06.000]  有些聖經家說可能是其他人發羊掉,頭痛等等
[00:04:06.000 --> 00:04:11.000]  身體的問題,的而且確
[00:04:11.000 --> 00:04:16.000]  特別可能我們在座當中,有長期病患
[00:04:16.000 --> 00:04:19.000]  其實我也有,腰骨痛其實也很煩
[00:04:19.000 --> 00:04:24.000]  腰骨痛,不過感謝主,來到帕斯就沒有痛過
[00:04:24.000 --> 00:04:25.000]  不知道為甚麼
[00:04:25.000 --> 00:04:28.000]  腰骨痛其實你少做運動
[00:04:28.000 --> 00:04:31.000]  或者經常坐得太久,也是不好的
[00:04:31.000 --> 00:04:34.000]  天氣轉又會很煩
[00:04:34.000 --> 00:04:36.000]  我相信在座當中可能有不同的
[00:04:36.000 --> 00:04:39.000]  特別有些哥哥姐姐可能有糖尿的問題
[00:04:39.000 --> 00:04:41.000]  有血壓的問題
[00:04:41.000 --> 00:04:47.000]  這些都是輕微的,一些病都令我們長時間受困擾
[00:04:47.000 --> 00:04:49.000]  何況可能我們有一些長期患病
[00:04:49.000 --> 00:04:53.000]  甚至更加重病的親友弟兄姊妹
[00:04:53.000 --> 00:04:56.000]  病是可以使我們很煩惱的
[00:04:56.000 --> 00:05:01.000]  這根刺是會令我們有時會很沮喪
[00:05:01.000 --> 00:05:05.000]  不過,寶羅在這裡說的刺
[00:05:05.000 --> 00:05:08.000]  更加從另一個角度去釋經的時候
[00:05:08.000 --> 00:05:10.000]  看回上文下理其他的經卷
[00:05:10.000 --> 00:05:13.000]  寶羅可能更加大的機會
[00:05:13.000 --> 00:05:16.000]  他是指著一班攻擊他的人
[00:05:16.000 --> 00:05:17.000]  來說這一根的刺
[00:05:17.000 --> 00:05:21.000]  可能這一根的刺不是實際上一條刺或者病
[00:05:21.000 --> 00:05:23.000]  而是可能是心理上
[00:05:23.000 --> 00:05:27.000]  寶羅看到撒旦直著
[00:05:27.000 --> 00:05:31.000]  有些人不斷去攻擊他
[00:05:31.000 --> 00:05:33.000]  阻擋他,逼迫他
[00:05:33.000 --> 00:05:35.000]  這一根的刺
[00:05:35.000 --> 00:05:38.000]  當然,這裡看到寶羅很相信
[00:05:38.000 --> 00:05:42.000]  是主所容許的
[00:05:42.000 --> 00:05:44.000]  因為寶羅他明白
[00:05:44.000 --> 00:05:48.000]  這一根的刺加在他身上的時候
[00:05:48.000 --> 00:05:51.000]  神有他自己的目的
[00:05:51.000 --> 00:05:53.000]  是什麼目的?
[00:05:53.000 --> 00:05:56.000]  因為寶羅他知道
[00:05:56.000 --> 00:05:58.000]  特別是我們看經文
[00:05:58.000 --> 00:06:01.000]  十二章前面第一節開始
[00:06:01.000 --> 00:06:03.000]  或者十一章都繼續說
[00:06:03.000 --> 00:06:06.000]  寶羅其實是誇自己的軟弱
[00:06:06.000 --> 00:06:09.000]  因為寶羅要誇口的時候
[00:06:09.000 --> 00:06:11.000]  他有很多東西值得他誇口
[00:06:11.000 --> 00:06:15.000]  包括他是希伯來人
[00:06:15.000 --> 00:06:16.000]  亞伯拉罕的後裔
[00:06:16.000 --> 00:06:21.000]  他亦都是親身經歷過
[00:06:21.000 --> 00:06:24.000]  有很大經歷到神在他身上的作為
[00:06:24.000 --> 00:06:26.000]  有神給他很大的啟示
[00:06:26.000 --> 00:06:30.000]  他是上帝神重用一個的福人
[00:06:30.000 --> 00:06:33.000]  所以寶羅要誇口自己
[00:06:33.000 --> 00:06:35.000]  要驕傲自己的時候
[00:06:35.000 --> 00:06:37.000]  他實在有太多東西可以說
[00:06:37.000 --> 00:06:41.000]  不過,寶羅他看得很清楚
[00:06:41.000 --> 00:06:45.000]  上帝容養這一根刺放在他身上的時候
[00:06:45.000 --> 00:06:51.000]  是叫到他不會因為這些而誇口
[00:06:51.000 --> 00:06:54.000]  當然,寶羅都是一個很正常的人
[00:06:54.000 --> 00:06:57.000]  我們有病,我們經常祈禱求上帝醫治我們
[00:06:57.000 --> 00:06:59.000]  我們生活上有些不開心
[00:06:59.000 --> 00:07:01.000]  有些不如意的事情
[00:07:01.000 --> 00:07:02.000]  我們都會祈禱
[00:07:02.000 --> 00:07:04.000]  求上帝將我們這根刺
[00:07:04.000 --> 00:07:06.000]  快點拿走
[00:07:06.000 --> 00:07:08.000]  不想經常這樣看到
[00:07:08.000 --> 00:07:10.000]  除非你不正常
[00:07:10.000 --> 00:07:12.000]  寶羅都是一個正常的人
[00:07:12.000 --> 00:07:15.000]  寶羅這裡說他三次
[00:07:15.000 --> 00:07:17.000]  我相信不是一個實質的數字
[00:07:17.000 --> 00:07:19.000]  而是寶羅多次這樣
[00:07:19.000 --> 00:07:21.000]  他內心很希望
[00:07:21.000 --> 00:07:27.000]  上帝能夠幫他拿走這個痛苦
[00:07:27.000 --> 00:07:29.000]  不過,經文這裡說
[00:07:29.000 --> 00:07:30.000]  攻擊這個字
[00:07:30.000 --> 00:07:31.000]  第七節那裡
[00:07:31.000 --> 00:07:33.000]  就是撒旦的差役
[00:07:33.000 --> 00:07:35.000]  要攻擊我
[00:07:35.000 --> 00:07:37.000]  這個攻擊這個字在原文
[00:07:37.000 --> 00:07:39.000]  不是一次兩次這樣
[00:07:39.000 --> 00:07:42.000]  是不斷進行的
[00:07:42.000 --> 00:07:44.000]  所以寶羅說這句話的時候
[00:07:44.000 --> 00:07:46.000]  是以前,現在
[00:07:46.000 --> 00:07:48.000]  繼續都有這個攻擊
[00:07:48.000 --> 00:07:50.000]  正在來的
[00:07:50.000 --> 00:07:53.000]  在這樣的情況之下
[00:07:53.000 --> 00:07:55.000]  寶羅長時間受到這樣的困難
[00:07:55.000 --> 00:07:57.000]  這樣的困擾
[00:07:57.000 --> 00:07:59.000]  寶羅是不是還相信
[00:07:59.000 --> 00:08:02.000]  恩典夠他用呢?
[00:08:02.000 --> 00:08:04.000]  各位弟兄姊妹
[00:08:04.000 --> 00:08:07.000]  你的一根刺是什麼?
[00:08:07.000 --> 00:08:10.000]  可能你不單只是一根刺
[00:08:10.000 --> 00:08:13.000]  可能你是一條很大的釘
[00:08:13.000 --> 00:08:17.000]  在你生命裡面釘了你很久
[00:08:17.000 --> 00:08:20.000]  以致你覺得很辛苦
[00:08:20.000 --> 00:08:21.000]  這一根的刺
[00:08:21.000 --> 00:08:24.000]  會不會是你身體上的一些病
[00:08:24.000 --> 00:08:26.000]  一些軟弱
[00:08:26.000 --> 00:08:28.000]  又或者是你心靈裡面
[00:08:28.000 --> 00:08:31.000]  一些自卑感
[00:08:31.000 --> 00:08:33.000]  又或者可能是你
[00:08:33.000 --> 00:08:37.000]  人生裡面過往曾經發生過的事情
[00:08:37.000 --> 00:08:39.000]  是你不是很接受
[00:08:39.000 --> 00:08:43.000]  到現在都不是很接受的過去
[00:08:43.000 --> 00:08:44.000]  更加實質的就是
[00:08:44.000 --> 00:08:45.000]  會不會在你身邊
[00:08:45.000 --> 00:08:46.000]  有一個頂心杉
[00:08:46.000 --> 00:08:48.000]  天天這樣頂著你
[00:08:48.000 --> 00:08:51.000]  令到你很勞氣
[00:08:51.000 --> 00:08:53.000]  你的工作
[00:08:53.000 --> 00:08:56.000]  你的侍奉
[00:08:56.000 --> 00:09:00.000]  恩典是不是真的夠我們用呢?
[00:09:00.000 --> 00:09:03.000]  真是的,理智上我們覺得是的
[00:09:03.000 --> 00:09:05.000]  我們仍然是這樣鼓勵弟兄姊妹
[00:09:05.000 --> 00:09:06.000]  面對困難的時候
[00:09:06.000 --> 00:09:08.000]  恩典夠你用
[00:09:08.000 --> 00:09:10.000]  但是當這個困難
[00:09:10.000 --> 00:09:11.000]  這個攻擊
[00:09:11.000 --> 00:09:13.000]  長時間仍然都在
[00:09:13.000 --> 00:09:15.000]  你祈願土
[00:09:15.000 --> 00:09:18.000]  可能實際面對這根刺
[00:09:18.000 --> 00:09:20.000]  更加嚴重了
[00:09:20.000 --> 00:09:22.000]  情況可能更加差了
[00:09:22.000 --> 00:09:25.000]  你是不是仍然都繼續相信
[00:09:25.000 --> 00:09:27.000]  耐心繼續堅定
[00:09:27.000 --> 00:09:30.000]  神的恩典是夠我用呢?
[00:09:30.000 --> 00:09:33.000]  我們看第二點
[00:09:33.000 --> 00:09:36.000]  人的盡頭就是神的開始
[00:09:36.000 --> 00:09:37.000]  我們再讀第九節
[00:09:37.000 --> 00:09:39.000]  預備,一二三
[00:09:55.000 --> 00:09:59.000]  這句話是保羅轉達
[00:09:59.000 --> 00:10:02.000]  上神對保羅的說話
[00:10:02.000 --> 00:10:05.000]  神的恩典是夠他用
[00:10:05.000 --> 00:10:08.000]  保羅仍然在這些困難的時候
[00:10:08.000 --> 00:10:10.000]  仍然繼續堅持
[00:10:10.000 --> 00:10:12.000]  繼續相信
[00:10:12.000 --> 00:10:14.000]  繼續跟從上帝
[00:10:14.000 --> 00:10:17.000]  因為他很願意
[00:10:17.000 --> 00:10:18.000]  很有趣
[00:10:18.000 --> 00:10:22.000]  保羅說我很願意誇自己的軟弱
[00:10:22.000 --> 00:10:25.000]  好讓基督的能力
[00:10:25.000 --> 00:10:28.000]  在我身上顯出來
[00:10:28.000 --> 00:10:30.000]  一般正常的人
[00:10:30.000 --> 00:10:32.000]  特別你留意一下
[00:10:32.000 --> 00:10:33.000]  我們男士也是
[00:10:33.000 --> 00:10:36.000]  男士不會那麼容易
[00:10:36.000 --> 00:10:38.000]  將自己的軟弱告訴別人
[00:10:38.000 --> 00:10:40.000]  但是你說我自己的厲害的東西
[00:10:40.000 --> 00:10:41.000]  我就很容易
[00:10:41.000 --> 00:10:43.000]  跟別人說自己的厲害的東西
[00:10:43.000 --> 00:10:46.000]  要說自己的不好的東西
[00:10:46.000 --> 00:10:48.000]  不是那麼容易開口
[00:10:48.000 --> 00:10:50.000]  當然我想不單止是男士
[00:10:50.000 --> 00:10:51.000]  女士都會
[00:10:51.000 --> 00:10:54.000]  但是保羅就很有趣
[00:10:54.000 --> 00:10:57.000]  他不說自己厲害的東西
[00:10:57.000 --> 00:11:00.000]  反而說自己軟弱的東西出來
[00:11:00.000 --> 00:11:02.000]  因為保羅很清楚
[00:11:02.000 --> 00:11:03.000]  很肯定
[00:11:03.000 --> 00:11:05.000]  人的盡頭
[00:11:05.000 --> 00:11:07.000]  就是神的開始
[00:11:07.000 --> 00:11:11.000]  我以前很少
[00:11:11.000 --> 00:11:14.000]  其實教會的侍奉
[00:11:14.000 --> 00:11:16.000]  我一定會找頂展會參與
[00:11:16.000 --> 00:11:17.000]  這是一個恩典
[00:11:17.000 --> 00:11:18.000]  是一個福分
[00:11:18.000 --> 00:11:20.000]  但是我自己的事情
[00:11:20.000 --> 00:11:22.000]  特別自己的私人
[00:11:22.000 --> 00:11:23.000]  或者家裡的事情
[00:11:23.000 --> 00:11:25.000]  在過往我的人生裡
[00:11:25.000 --> 00:11:27.000]  很少找人幫忙
[00:11:27.000 --> 00:11:29.000]  特別自己做到的事情
[00:11:29.000 --> 00:11:30.000]  就自己會做
[00:11:30.000 --> 00:11:33.000]  或者給錢別人可以處理
[00:11:33.000 --> 00:11:36.000]  找人來做就找人來做
[00:11:36.000 --> 00:11:37.000]  很少會找弟兄姊妹
[00:11:37.000 --> 00:11:39.000]  不想煩弟兄姊妹
[00:11:39.000 --> 00:11:41.000]  因為我覺得每個弟兄姊妹
[00:11:41.000 --> 00:11:43.000]  都有自己忙碌
[00:11:43.000 --> 00:11:45.000]  困難的地方
[00:11:45.000 --> 00:11:48.000]  但是直到我來到拍師之後
[00:11:48.000 --> 00:11:50.000]  我就發現
[00:11:50.000 --> 00:11:53.000]  我的人生開始有些轉變
[00:11:53.000 --> 00:11:54.000]  來到這裡的時候
[00:11:54.000 --> 00:11:56.000]  特別我去買傢俬
[00:11:56.000 --> 00:11:57.000]  我就經歷到
[00:11:57.000 --> 00:11:58.000]  買家裡的傢俬
[00:11:58.000 --> 00:12:00.000]  特別買床
[00:12:00.000 --> 00:12:02.000]  然後我就跟售貨員說
[00:12:02.000 --> 00:12:04.000]  你們可不可以安排人
[00:12:04.000 --> 00:12:06.000]  來幫我砌那張床
[00:12:06.000 --> 00:12:08.000]  然後售貨員是女生
[00:12:08.000 --> 00:12:10.000]  就很出奇地看著我
[00:12:10.000 --> 00:12:12.000]  砌床?
[00:12:12.000 --> 00:12:14.000]  不用了 自己砌吧
[00:12:14.000 --> 00:12:15.000]  然後就說
[00:12:15.000 --> 00:12:18.000]  不要緊 我給錢可以找人來砌
[00:12:18.000 --> 00:12:21.000]  然後她還很疑惑地
[00:12:21.000 --> 00:12:23.000]  想了很久
[00:12:23.000 --> 00:12:25.000]  然後就說 自己砌就可以了
[00:12:25.000 --> 00:12:27.000]  不用浪費這些錢
[00:12:27.000 --> 00:12:31.000]  當然後來我發現
[00:12:31.000 --> 00:12:34.000]  找人來砌是非常昂貴的事情
[00:12:34.000 --> 00:12:37.000]  亦都我發現
[00:12:37.000 --> 00:12:39.000]  一張這麼大的床
[00:12:39.000 --> 00:12:41.000]  是我自己砌不到的
[00:12:41.000 --> 00:12:42.000]  我亦都在香港
[00:12:42.000 --> 00:12:44.000]  未有機會自己試過砌床
[00:12:44.000 --> 00:12:46.000]  所以我都是找弟兄
[00:12:46.000 --> 00:12:49.000]  來幫我砌我的床
[00:12:49.000 --> 00:12:51.000]  當然找人來砌
[00:12:51.000 --> 00:12:53.000]  不是自己甚麼都不做
[00:12:53.000 --> 00:12:54.000]  我家裡有很多傢俬
[00:12:54.000 --> 00:12:56.000]  自己都要學習
[00:12:56.000 --> 00:12:58.000]  用雙手去砌傢俬
[00:12:58.000 --> 00:13:00.000]  但整個過程
[00:13:00.000 --> 00:13:02.000]  對我有甚麼改變呢?
[00:13:02.000 --> 00:13:05.000]  就是我要開始學習
[00:13:05.000 --> 00:13:07.000]  找人幫忙
[00:13:07.000 --> 00:13:09.000]  生命上有些事情
[00:13:09.000 --> 00:13:11.000]  不是自己一個人
[00:13:11.000 --> 00:13:12.000]  經常不是靠自己一個人
[00:13:12.000 --> 00:13:14.000]  就可以解決的
[00:13:14.000 --> 00:13:15.000]  我要學習
[00:13:15.000 --> 00:13:16.000]  Open自己出來
[00:13:16.000 --> 00:13:18.000]  讓別人去幫我
[00:13:18.000 --> 00:13:19.000]  弟兄姊妹
[00:13:19.000 --> 00:13:21.000]  同樣我們在信仰裡
[00:13:21.000 --> 00:13:23.000]  和神的關係都是
[00:13:23.000 --> 00:13:24.000]  有時很有趣的
[00:13:24.000 --> 00:13:25.000]  如果我們太過
[00:13:25.000 --> 00:13:26.000]  人生的經歷
[00:13:26.000 --> 00:13:27.000]  太過習慣了
[00:13:27.000 --> 00:13:28.000]  面對甚麼事情
[00:13:28.000 --> 00:13:30.000]  都是自己去解決
[00:13:30.000 --> 00:13:31.000]  我們很容易
[00:13:31.000 --> 00:13:32.000]  遇到任何事情
[00:13:32.000 --> 00:13:34.000]  我們都會用自己的智慧
[00:13:34.000 --> 00:13:36.000]  去解決了先
[00:13:36.000 --> 00:13:39.000]  我不是說
[00:13:39.000 --> 00:13:40.000]  不應該自己努力去做
[00:13:40.000 --> 00:13:42.000]  我們應該都要
[00:13:42.000 --> 00:13:43.000]  自己努力去做
[00:13:43.000 --> 00:13:44.000]  不過我們是不是
[00:13:44.000 --> 00:13:45.000]  應該都要將這些事情
[00:13:45.000 --> 00:13:47.000]  人生大事的事情
[00:13:47.000 --> 00:13:50.000]  可以交給我們的上帝
[00:13:50.000 --> 00:13:52.000]  由上帝帶領我們
[00:13:52.000 --> 00:13:54.000]  一起去面對呢?
[00:13:54.000 --> 00:13:59.000]  弟兄姊妹
[00:13:59.000 --> 00:14:00.000]  人生裡我們就要
[00:14:00.000 --> 00:14:02.000]  學習放手
[00:14:02.000 --> 00:14:05.000]  有時我們人都是賤的
[00:14:05.000 --> 00:14:07.000]  不到盡頭
[00:14:07.000 --> 00:14:09.000]  不到沒辦法
[00:14:09.000 --> 00:14:11.000]  我們都不懂得去放手
[00:14:11.000 --> 00:14:13.000]  去讓上帝去帶領
[00:14:13.000 --> 00:14:15.000]  保羅很好
[00:14:15.000 --> 00:14:16.000]  在他的生命裡
[00:14:16.000 --> 00:14:17.000]  雖然他很厲害
[00:14:17.000 --> 00:14:19.000]  很厲害
[00:14:19.000 --> 00:14:21.000]  但是他很經歷到
[00:14:21.000 --> 00:14:22.000]  他離開了上帝
[00:14:22.000 --> 00:14:24.000]  甚麼都不能夠做
[00:14:24.000 --> 00:14:25.000]  人的盡頭
[00:14:25.000 --> 00:14:27.000]  是神的開始
[00:14:27.000 --> 00:14:29.000]  因為主對保羅這樣說
[00:14:29.000 --> 00:14:30.000]  我的恩典夠你用的
[00:14:30.000 --> 00:14:31.000]  因為我的能力
[00:14:31.000 --> 00:14:32.000]  是在人的軟弱上
[00:14:32.000 --> 00:14:34.000]  顯得完全
[00:14:34.000 --> 00:14:37.000]  你認不認識Bill Gates
[00:14:39.000 --> 00:14:40.000]  就是這個
[00:14:40.000 --> 00:14:42.000]  就是微軟一個
[00:14:42.000 --> 00:14:48.000]  超有錢的人
[00:14:48.000 --> 00:14:49.000]  如果Bill Gates
[00:14:49.000 --> 00:14:53.000]  寫一張一千萬的支票給你
[00:14:53.000 --> 00:14:55.000]  和我梁兆基寫一張
[00:14:55.000 --> 00:14:57.000]  一千萬的支票給你
[00:14:57.000 --> 00:14:59.000]  有甚麼分別呢?
[00:14:59.000 --> 00:15:02.000]  你都信得過我
[00:15:02.000 --> 00:15:03.000]  我寫得出
[00:15:03.000 --> 00:15:04.000]  我都會兌現到的
[00:15:04.000 --> 00:15:05.000]  是不是?
[00:15:05.000 --> 00:15:06.000]  不過呢
[00:15:06.000 --> 00:15:08.000]  Bill Gates那張
[00:15:08.000 --> 00:15:10.000]  可能是一千萬美金
[00:15:10.000 --> 00:15:11.000]  我那張可能是
[00:15:11.000 --> 00:15:15.000]  頂多是一千萬的印尼紙
[00:15:15.000 --> 00:15:17.000]  你計算一下
[00:15:17.000 --> 00:15:18.000]  一千萬的印尼紙
[00:15:18.000 --> 00:15:20.000]  是多少錢澳元
[00:15:20.000 --> 00:15:21.000]  所以你想想
[00:15:21.000 --> 00:15:23.000]  說那句話的對象
[00:15:23.000 --> 00:15:24.000]  是誰呢?
[00:15:24.000 --> 00:15:25.000]  很重要
[00:15:25.000 --> 00:15:26.000]  保羅呢
[00:15:26.000 --> 00:15:28.000]  他親身得到上帝
[00:15:28.000 --> 00:15:30.000]  神對他的一個啟示
[00:15:30.000 --> 00:15:33.000]  神說我的恩典夠你用
[00:15:33.000 --> 00:15:35.000]  特別是當你軟弱的時候
[00:15:35.000 --> 00:15:37.000]  我的恩典就在你身上
[00:15:37.000 --> 00:15:38.000]  流露出來
[00:15:38.000 --> 00:15:40.000]  就變得剛強
[00:15:40.000 --> 00:15:42.000]  這句話是我們的主
[00:15:42.000 --> 00:15:45.000]  這是一個應許
[00:15:45.000 --> 00:15:47.000]  這個不是空頭支票
[00:15:47.000 --> 00:15:48.000]  神說得出
[00:15:48.000 --> 00:15:51.000]  他一定做得到
[00:15:51.000 --> 00:15:53.000]  我們人生就是這樣
[00:15:53.000 --> 00:15:56.000]  記住記住神的說話
[00:15:56.000 --> 00:15:58.000]  這些就是我們救命的金句
[00:15:58.000 --> 00:15:59.000]  當我們遇到困難的時候
[00:15:59.000 --> 00:16:02.000]  或者人生我們自己靠自己的時候
[00:16:02.000 --> 00:16:03.000]  神的說話
[00:16:03.000 --> 00:16:05.000]  聖靈就藉著這些說話提醒我們
[00:16:05.000 --> 00:16:09.000]  我們需要依靠我們的耶穌
[00:16:09.000 --> 00:16:11.000]  弟兄姊妹
[00:16:11.000 --> 00:16:14.000]  這一根刺仍然在的時候
[00:16:14.000 --> 00:16:16.000]  但是聖靈會提醒我們
[00:16:16.000 --> 00:16:18.000]  祂不會丟棄我們
[00:16:18.000 --> 00:16:20.000]  祂會加添我們力量
[00:16:20.000 --> 00:16:23.000]  所以我們要在我們人生裏面
[00:16:23.000 --> 00:16:24.000]  要看得準
[00:16:24.000 --> 00:16:26.000]  人的盡頭是神的開始
[00:16:26.000 --> 00:16:27.000]  第三點就是
[00:16:27.000 --> 00:16:29.000]  全為耶穌恩典夠用
[00:16:29.000 --> 00:16:30.000]  第十節我們再讀
[00:16:30.000 --> 00:16:31.000]  一二三
[00:16:35.000 --> 00:16:37.000]  基督的緣故
[00:16:37.000 --> 00:16:39.000]  祂甘心樂意
[00:16:39.000 --> 00:16:41.000]  面對任何的狀況
[00:16:41.000 --> 00:16:43.000]  面對軟弱靈慾
[00:16:43.000 --> 00:16:45.000]  困難逼迫的狀況
[00:16:45.000 --> 00:16:47.000]  祂甘心樂意
[00:16:47.000 --> 00:16:49.000]  面對任何的狀況
[00:16:49.000 --> 00:16:51.000]  我為基督的緣故
[00:16:51.000 --> 00:16:53.000]  為基督的緣故
[00:16:53.000 --> 00:16:55.000]  祂甘心樂意
[00:16:55.000 --> 00:16:57.000]  面對任何的狀況
[00:16:57.000 --> 00:16:59.000]  面對軟弱靈慾
[00:16:59.000 --> 00:17:01.000]  困難逼迫的狀況
[00:17:01.000 --> 00:17:03.000]  我為基督的緣故
[00:17:03.000 --> 00:17:05.000]  面對軟弱靈慾
[00:17:05.000 --> 00:17:07.000]  困難逼迫的困難
[00:17:07.000 --> 00:17:09.000]  祂都義無反顧
[00:17:09.000 --> 00:17:11.000]  祂不會埋怨
[00:17:11.000 --> 00:17:14.000]  不會打退堂鼓
[00:17:14.000 --> 00:17:17.000]  祂都是繼續向前
[00:17:17.000 --> 00:17:19.000]  為主的緣故
[00:17:19.000 --> 00:17:21.000]  在過去兩年多裏
[00:17:21.000 --> 00:17:25.000]  我有機會和一對弟兄姊妹
[00:17:25.000 --> 00:17:29.000]  一個家庭去面對他們的困難
[00:17:29.000 --> 00:17:30.000]  就是甚麼呢
[00:17:30.000 --> 00:17:33.000]  亦都經歷了一個很大的改變
[00:17:33.000 --> 00:17:35.000]  這一位的姐妹
[00:17:35.000 --> 00:17:39.000]  他們初頭懷孕的時候很開心
[00:17:39.000 --> 00:17:41.000]  終於等了很久
[00:17:41.000 --> 00:17:44.000]  懷孕了
[00:17:44.000 --> 00:17:46.000]  但怎知
[00:17:46.000 --> 00:17:48.000]  很快就發現到
[00:17:48.000 --> 00:17:50.000]  由開心極點跌下來
[00:17:50.000 --> 00:17:52.000]  就是宮外受孕
[00:17:52.000 --> 00:17:54.000]  所以就不能夠繼續下去了
[00:17:54.000 --> 00:17:59.000]  就要做手術就做出流產
[00:17:59.000 --> 00:18:04.000]  他們很不容易的心情平復了
[00:18:04.000 --> 00:18:08.000]  身體和心靈再一次預備好的時候
[00:18:08.000 --> 00:18:10.000]  又再一次懷孕
[00:18:10.000 --> 00:18:13.000]  這次他們很小心翼翼
[00:18:13.000 --> 00:18:15.000]  去預備去安胎
[00:18:15.000 --> 00:18:19.000]  以及去預備一切都很平安
[00:18:19.000 --> 00:18:21.000]  一路拖下去
[00:18:21.000 --> 00:18:23.000]  肚子越來越大了
